-0.00055251+7.2048e-05i,-0.00024883-8.8436e-06i,-0.00017925-0.00056639i,-0.00037372-0.0018814i,-0.00013042-0.0022803i,-0.00066838-0.00057397i,-0.0013873+0.0010361i,-0.00059836+0.0022387i,0.0013735+0.0016156i,0.0022047+0.00012512i,0.0011364-0.00029046i,0.00056804+0.00027285i,0.00054368+0.00056839i,0.00017784-0.00012481i,3.3118e-06-0.00083244i,-0.00049012-0.000439i,-0.00063887+7.6089e-05i,-0.0006064-0.00081354i,-0.0010323-0.00067736i,-0.00071541+0.00057682i,-0.00013437+0.00047118i,1.2766e-05-0.0002256i,2.8922e-05-0.00042331i
-0.00092241+0.00079971i,-0.0010712+0.00064781i,-0.00084328-0.00044708i,-0.000692-0.0020267i,-0.00072028-0.0026606i,-0.001341-0.0023517i,-0.0012491-0.0010611i,0.00079868+2.2396e-06i,0.0022984-0.00013052i,0.0016557-0.00061531i,-8.6424e-05-0.00089712i,-0.00088577-0.0013094i,-0.0010596-0.0010273i,-0.0013252+6.6722e-05i,-0.0011443+0.00064699i,-0.00045072-0.00015044i,-0.0003519-0.00057533i,-0.00043096-0.00051413i,-0.00025559-0.00043678i,2.1444e-05-0.00034781i,0.00010505+0.00039295i,-0.00033768+0.00074431i,-0.00029841-4.8805e-05i
0.0014769-0.00096766i,0.0022237-0.0011911i,0.0018737-0.00071205i,0.00076105-0.00081281i,-0.0014259-0.0019865i,-0.0027943-0.0017694i,-0.0010997-0.00076679i,0.00086447+3.5641e-05i,0.0021932+9.1399e-05i,0.00193-0.00073554i,0.0012267-0.0018935i,0.0013566-0.0016331i,0.00097971-0.00057335i,0.00078685-0.00058589i,0.00088061-0.0010538i,0.00090623-0.0011023i,0.00058859-0.00074839i,-4.0066e-05-0.00037371i,-0.00095842+0.00022657i,-0.0016964-0.00010248i,-0.0013845-0.00071224i,-0.00069765-0.00047909i,-0.00015004+0.00015823i
0.0021841+9.7706e-05i,0.0010943+0.00037859i,-0.0002036-0.00064153i,-0.0012629-0.0027608i,-0.0019307-0.0030571i,-0.0026398-0.00072414i,-0.0016088+0.00069756i,0.00085502+0.00074817i,0.0024109+5.1766e-05i,0.0022746-0.0008978i,0.0019018-0.0012427i,0.0012991-0.0014223i,0.00037601-0.00073725i,-2.4573e-05+0.00061186i,-5.6258e-05+0.00077711i,0.00058513-0.00013619i,0.00029752-0.00085385i,-0.0010561-0.00071362i,-0.0008815-0.00061233i,0.00021783+1.3306e-05i,-4.0852e-05+0.0010888i,-0.00025497+0.0018175i,0.00012803+0.0015722i
0.00095661+0.00095695i,0.00051871+2.7955e-05i,0.00062156-0.0002069i,2.254e-05-0.0014514i,-0.00077011-0.0028755i,-0.0012959-0.0033038i,-0.00065292-0.0019555i,0.0012441-1.9366e-05i,0.002975+0.0009164i,0.0028127+0.00057955i,0.0025585-0.00022057i,0.0021514-9.4039e-05i,0.00095275-0.00021884i,0.0001476-3.376e-05i,-0.0010711+0.00075349i,-0.0013908+0.00097517i,-0.00085502+0.00046205i,-0.0007097-0.0003586i,-0.00057381+7.2301e-05i,-0.00025233+0.00061074i,-0.0001549+4.708e-05i,-0.00042177+0.0003098i,-0.00092234+0.00092211i
-3.0997e-05-0.00041603i,-0.00074662-2.7973e-05i,-0.0013707-7.9214e-05i,-0.0013307-0.00064311i,-0.00065417-0.0012075i,-0.00032819-0.0009066i,-2.0008e-05-2.0981e-05i,0.0015081+0.00032596i,0.0027216+9.1333e-05i,0.0024755-0.00091038i,0.0020547-0.00073269i,0.0018263+0.00060447i,0.00073204+0.00076447i,8.0358e-05+0.0005001i,0.00016075+6.3833e-05i,-0.00062683-0.0008905i,-0.0011559-0.0010611i,-0.00064376-0.00089622i,-0.00065681-0.00087279i,-0.00052564-0.00062498i,-0.00014644-0.00044442i,-0.00090246-0.00011552i,-0.0012031-4.315e-06i
0.0019952-0.00097976i,0.0014055-0.00084601i,0.00071084-0.0016621i,-0.0011233-0.0025675i,-0.0031554-0.0028945i,-0.00357-0.0012196i,-0.0015333+0.00062743i,0.00084406+0.0007624i,0.0017834-0.00048421i,0.0016035-0.00085563i,0.00053969-8.9643e-06i,-0.00023687+0.00038945i,0.00013535+0.00016656i,0.0002206+0.00016803i,-0.00012834+9.0905e-05i,-0.00046326-0.00028117i,-0.00059489-0.00048465i,0.00012096-0.00068083i,0.00019183-0.00011114i,-0.00027443+0.00012078i,-0.00016734-0.00065744i,-0.00028618-0.00078388i,-0.00024787+6.7611e-05i
0.00043206-0.0013608i,0.0001748-0.00071049i,-0.00044063-0.0010676i,-0.00061331-0.0020483i,-0.0016643-0.0033588i,-0.0016513-0.0037741i,-0.00027159-0.0019245i,0.00051619+0.00036739i,0.001008+0.00019511i,0.0015636-0.00040127i,0.0010327+0.00030633i,0.00019779+0.00084743i,-0.00026602+0.00070968i,-0.00067563+0.00019069i,-0.00048914+0.000479i,-0.00048686+0.00074559i,-0.00046525-0.00014021i,-0.00047709-0.00060295i,-0.00035892-0.00095745i,8.0978e-05-0.00022862i,8.1228e-06+0.00048836i,-0.0003024+0.00023685i,-0.0005245+0.00038907i
-0.0005878-0.0006061i,0.00043626-0.00037656i,0.00029311-0.0004667i,0.00075768-0.00061489i,0.0004695-0.0011189i,2.3029e-05-0.0012448i,0.00062717-0.00064252i,0.0018524-0.00031721i,0.0028831+0.00062886i,0.0014047+0.0013739i,-0.0008309+0.0011968i,-0.0010465+0.0013622i,-0.00020022+0.0014012i,3.9194e-05+0.00037482i,-6.8366e-05-0.00058028i,-0.00059604-0.00066741i,-0.00037827-0.00071431i,-0.00016653-0.00055883i,2.2804e-05-0.00051295i,0.00061931-0.0013202i,0.00036642-0.0013795i,0.0001169-0.00026792i,-0.00027186+0.00036459i
-0.0029668-0.00031901i,-0.0018118-0.001223i,-0.0016106-7.3382e-05i,-0.0016631+0.0012314i,-0.0014191+0.00095414i,-0.0010533+0.00011823i,3.1102e-05-8.8966e-05i,0.001092+0.0010696i,0.0012504+0.0017832i,0.00016687+0.0012556i,-0.0010583+0.00036628i,-0.001385-0.00010838i,-0.001318+0.000391i,-0.00088949+0.00044414i,-0.00048926-0.00027011i,-0.00026181-0.0010154i,-6.1808e-05-0.00087083i,0.00018726-0.00053013i,0.00021999-0.0010078i,-0.00034309-0.0011135i,-0.0013715-0.00035832i,-0.00096775+0.00065789i,-0.00027894+0.0004918i
0.00071594-0.00041148i,-8.0574e-05-0.00048603i,0.00018129-0.00043518i,0.00086684-0.00085061i,0.00068825-0.0015911i,-0.00028876-0.0020037i,0.00017358-0.0013196i,0.001476+0.00072262i,0.0019333+0.0011098i,0.0011686-0.00033585i,5.438e-05-0.0012973i,-0.0010029-0.001057i,-0.0010707-0.00047067i,-0.00044345-0.00023079i,0.00040531+7.0474e-05i,0.0012615-9.3271e-05i,0.00042921-0.00037032i,-0.00094261+0.00040244i,-0.00031756+0.0009507i,-0.00033607+0.00068129i,-0.0012415+0.00070635i,-0.0011412+0.00048269i,-0.0001712-0.00023721i
-0.00082688+0.001203i,-0.00069541+0.0001385i,3.6944e-05-0.0013728i,0.00071152-0.0023519i,0.0002764-0.0023279i,7.9586e-05-0.0017069i,0.00032783-0.00064471i,0.0010253+4.7317e-05i,0.0015344-0.00047315i,0.00059777-0.0016927i,-0.00034393-0.0019983i,-0.00064042-0.0016125i,-0.00053952-0.0012522i,-0.001003-0.0002676i,-0.0010378+0.00034568i,0.00023102+0.00019894i,0.00083707-4.8217e-05i,0.00065816-0.00046945i,-0.00013701-0.00021492i,-0.00064388+9.4037e-05i,-0.00046993-0.00015194i,-0.00012519-0.00038685i,0.00074992-0.00024976i
-0.00091077+0.0025554i,7.7744e-05+0.00080963i,0.0011003+5.109e-06i,0.0012092-0.001743i,0.0003545-0.0040319i,-0.00024244-0.0046692i,0.00062123-0.0025169i,0.0011046+1.567e-05i,0.002897+0.00025165i,0.0033516-0.0010724i,0.0021854-0.0020463i,0.0014508-0.0019127i,0.00066003-0.001778i,-0.00010094-0.0011064i,5.2619e-05-0.00038006i,0.000944+0.0001192i,-1.8435e-05+0.00064678i,-0.00074733+0.00057126i,-7.7277e-05+0.00030777i,9.7611e-05-0.00028602i,-0.00080249-0.00051345i,-0.0010105-0.00057398i,-0.00023193-0.00024679i
0.00031959+0.00080885i,-0.00017284+0.00015701i,0.00054242-0.00091214i,0.00039303-0.0011232i,-0.00084689-0.00041352i,-0.0018779-0.00033971i,-0.0011533+0.00068034i,0.00060796+0.0015788i,0.0025255+0.0010441i,0.002654+1.1395e-05i,0.0014925-0.0013379i,0.0009882-0.0015178i,0.0013381-0.0009551i,0.0015277-0.00060601i,0.0010131-0.00058486i,0.00060449-0.0010002i,-0.00039452-0.00098581i,-0.0010833-0.00050453i,-0.00071425+0.00033562i,-0.00055995+0.00025497i,-0.00079501-0.00032533i,-0.0010874-9.934e-05i,-0.0011289+0.00042218i
0.00018734+0.00090375i,-0.00072064+0.00029274i,-0.00038898+0.00052194i,0.00050139-0.0016487i,-7.6554e-05-0.0032949i,-0.0016497-0.00244i,-0.00067837-0.00040204i,0.0015194+0.0013377i,0.0027156+0.0013592i,0.0034699-0.00049268i,0.0024618-0.0011912i,0.0010846-0.00030267i,0.00048432-0.00015488i,-0.00012066-0.00097407i,-0.00026948-0.0014787i,3.8007e-05-0.0014103i,1.4152e-05-0.0011478i,-0.00043845-0.00053161i,-0.00075854-0.00018852i,-0.00053322-0.00016503i,-0.00024003+0.00049567i,0.00011256+0.00086759i,0.00013486+0.00093996i
0.00013365-8.4076e-05i,0.00015983-0.00091249i,-0.00015341-0.0020985i,-0.0017239-0.0021381i,-0.0033518-0.0019631i,-0.0023475-0.001591i,-0.0003405-0.00046048i,0.0013174+0.00051061i,0.0018913-6.6481e-05i,0.0014575-0.0012241i,0.00098171-0.0011516i,0.0012532-0.00041216i,0.001547-0.00030015i,0.00093024-0.00089139i,0.00023515-0.0011899i,-0.0003496-0.0012987i,-0.00092065-0.00081881i,-0.00080056-8.3575e-05i,-0.00060883+0.00034461i,-0.00085505+0.00011254i,-0.00044008-0.0004823i,-0.00047602+0.00020294i,-0.00049856+0.00021195i
0.00092588+0.00029626i,0.00057351-0.00044285i,0.00037717-0.0011702i,-0.00013004-0.0010766i,-0.00065212-0.0020077i,-0.00033853-0.00073661i,0.00076501+0.00062666i,0.0021908+3.0715e-05i,0.0029391-0.001216i,0.0028416-0.0010761i,0.0020383+0.0001631i,0.0010396+0.0007598i,0.00096988+0.00083787i,0.0014355+0.00016825i,0.00078576-0.00061527i,0.00036108-0.00070912i,0.00012448-0.00025559i,-0.00045929+0.00042503i,-0.00090136+0.00070903i,-0.00055108+0.00037929i,0.00015964+8.9245e-05i,-9.0947e-05-3.5933e-06i,-0.00070517+7.0026e-06i
-0.00078498+0.0015933i,-0.0018448+0.001016i,-0.00030828-0.00031984i,0.00066508-0.0027545i,-5.2475e-06-0.0040457i,3.318e-05-0.0032934i,0.00043953-0.00097557i,0.0015664+0.00050711i,0.0030082+0.0003039i,0.0030055-0.00039637i,0.001579+0.00028722i,0.00015332+0.0017412i,-0.00063357+0.001258i,-0.00074371+0.00026871i,-0.00045184+0.0003417i,-0.00032529-0.00016158i,0.0001436-3.0979e-05i,-0.00062713+0.00041775i,-0.0012418-0.00038083i,-0.00033797-0.001175i,-0.00033296-0.0010317i,-0.00058438-0.00048176i,-0.00030528+0.00025636i
-0.0014319-4.7574e-06i,-0.0015165-4.9497e-05i,-0.0014917+0.00055569i,-0.0022637+0.00078967i,-0.0031827+0.00031972i,-0.0022906+6.5814e-05i,-0.00040433+0.00069297i,0.00094993+0.0014006i,0.0021249+0.0015847i,0.0011315+0.00065445i,-0.00042612+0.00056993i,-0.0011534+0.0018424i,-0.0013985+0.0016345i,-0.0002132+0.00054737i,0.00069926-0.00064246i,0.00067235-0.0011189i,0.00049957-0.00085193i,0.00047976-0.00042767i,1.0032e-05+0.00018829i,-0.0010753-6.4353e-05i,-0.0015977-0.00065511i,-0.0010836-0.00028698i,-0.00092202-0.00042532i
0.00040437-0.00028869i,0.00059219-0.00089315i,0.00030534-0.002423i,-0.0011781-0.0040041i,-0.0021128-0.0040836i,-0.0015588-0.0024316i,-0.00071005-0.00038208i,0.00070065+0.00069193i,0.0013785+0.00071646i,6.6121e-05-1.7967e-05i,-0.0011974+0.00010558i,-0.0011505+0.0010585i,-0.001247+0.0011405i,-0.0017066+0.00072244i,-0.0010449-0.00031029i,-0.00018739-0.0011277i,0.00013395-0.0011633i,-2.8263e-05-0.00029727i,-0.00070367+2.5015e-05i,-0.00071583-0.00036329i,-0.00025214-0.00055726i,-0.00047493-0.00041132i,-0.0001256+0.00013535i
0.00059308+0.0010096i,0.00093931+0.0010136i,0.00089326+0.00015853i,-0.00012104-0.00032745i,-0.0015015-0.001312i,-0.0023298-0.0014635i,-0.00085447+0.00026388i,0.0011324+0.0014159i,0.0019668+0.0002875i,0.00093646-0.001413i,-0.00043757-0.0015599i,-0.0013281-0.0010458i,-0.0018161-0.00019587i,-0.0013415+0.00084274i,-0.00064927+0.00028945i,0.0002513-0.00035495i,0.00047978-8.1338e-05i,0.00024613+0.00023936i,-0.00029106+7.3065e-05i,-0.0008426-0.00039618i,-0.00076918-0.0010335i,-0.00026734-0.0006519i,-0.00025806+0.00040057i
0.00010648+0.0011869i,0.00079297+0.00093748i,0.0017664+0.0007446i,0.001779-0.00163i,0.0010002-0.0032889i,-8.4576e-07-0.0019483i,0.00061989-0.00035542i,0.0032077+0.00089197i,0.003986+0.0011174i,0.0017354-0.00075288i,-0.00039677-0.002085i,-0.00061598-0.0015303i,-0.00028612-0.00067542i,-0.00061715-0.00038446i,-0.00024178-0.00037729i,0.00024786-0.00068835i,3.5376e-05-0.0001653i,-0.00070374+0.00034041i,-0.00050764+5.9157e-05i,-0.00043654-0.00021454i,-0.00058031-0.00033371i,8.8412e-05-4.1433e-05i,0.00023808+0.00026816i
-2.0764e-05+0.0020679i,-6.2388e-05+0.0014264i,0.00050355+0.00017709i,-0.00018448-0.00176i,-0.0010225-0.0026633i,-0.0020236-0.0019501i,-0.0015541-0.00019286i,0.0006374+0.0013939i,0.0019458+0.0013651i,0.0010878+9.9431e-05i,-0.00017886-0.0012645i,-0.00079979-0.0017674i,-0.00059577-0.00073244i,-0.00049281+0.00053471i,-0.00054188+0.00064682i,-5.5055e-05+0.00011125i,0.00034825-0.00037289i,0.00025398-0.00053588i,-0.00029267-0.00080476i,-0.00093126-0.00020498i,-0.0014645+0.0010308i,-0.001254+0.00069382i,-0.00036055+8.3862e-06i
0.00028464+0.00031815i,-0.00016047+0.00039682i,-0.00061513-0.00047604i,-0.0011657-0.0020043i,-0.0018245-0.0034825i,-0.0018317-0.0025328i,-0.0012878-0.00012034i,1.2215e-05+0.0011837i,0.0013668+0.0007838i,0.0012958-0.00048112i,0.0012017-0.0017089i,0.0014387-0.0015469i,0.0010243-0.0014531i,0.00077484-0.0016334i,0.00070817-0.0010591i,0.0004011-0.00025416i,4.651e-05-0.00032744i,-0.00022659-0.00040845i,-0.0003474-0.00012854i,-0.00066693+0.00065318i,-0.00091591+0.00078485i,-0.0006988+0.00093715i,-0.00077041+0.001325i
0.00053995+0.0012594i,0.00010895+0.00042833i,0.00076953-0.00038377i,0.0013772-0.0020804i,-0.00018866-0.0034013i,-0.001257-0.0022976i,-0.00070631-0.00044021i,0.0010094+5.1741e-05i,0.0024065+7.1019e-05i,0.0021988-0.00053568i,0.0022061-0.0015167i,0.0023989-0.0014127i,0.0023059-0.00082493i,0.001885-2.8422e-05i,0.0012896+0.00073678i,-0.00015012+4.7907e-05i,-0.00064301-0.00081923i,-0.0003641-0.00065374i,-0.00054137-0.00021747i,-0.00024228+0.0003979i,-0.00018448+0.00064627i,-0.00048982+8.6139e-05i,-0.00012465+0.00033174i
0.00099556-0.00023952i,4.095e-05+0.00078928i,-0.00047226+0.00021084i,-0.00072371-0.001629i,-0.0010683-0.0021412i,-0.0014077-0.0016243i,-0.0011588-0.00018358i,0.00080597+0.0010593i,0.001734+0.0001012i,0.0015671-0.001685i,0.0018278-0.0011816i,0.0020738-0.0002897i,0.0022023-0.00075481i,0.0011586-0.0007413i,0.00034865-0.00070009i,0.00042702-0.00089491i,-0.00018158-1.1575e-05i,-0.00090358+0.00093512i,-0.0012223+0.00059224i,0.00015519+3.2616e-05i,0.00086942+0.0004734i,0.00045369+0.00057136i,0.00037548+0.00065336i
0.0012398-0.0020032i,0.0011046-0.000741i,0.00071142-0.00052378i,-0.00098289-0.002011i,-0.0016311-0.0028436i,-0.00099805-0.001554i,-0.00024798+0.00013569i,0.0010676+0.00071378i,0.0018026+9.522e-05i,0.0021963-0.00038134i,0.0025104+0.00027574i,0.0022324+0.00052626i,0.0012131+6.9057e-05i,0.0010151-0.0005024i,0.0002258-0.0010451i,-0.00068888-0.0012229i,-0.0003852-0.00058004i,0.00038141-4.4294e-05i,-0.00011198-4.1469e-05i,-0.00066439-0.00038163i,-0.00061057-0.00053398i,-0.00016771-0.00043235i,-9.6839e-05+0.00058449i
-0.0011391+0.00017654i,-0.0011682-0.00023328i,-0.0005945-0.0018674i,0.00034694-0.002368i,0.00012265-0.0021012i,-0.00095543-0.0020743i,-0.00095402-0.0013044i,0.00019178+0.00019603i,0.0012019+0.00087675i,0.0012897+0.00064702i,0.00098349+0.0013471i,0.00021139+0.0022038i,-0.00049725+0.0015438i,-0.00030889+0.00034624i,-0.00022458-0.00036027i,-0.00041636-0.00035875i,-0.00014395-0.0002336i,7.1796e-05+0.00024591i,-6.947e-05+0.00028235i,-0.00033208+0.00054228i,-0.00013908+0.0009231i,0.00013658+0.0011332i,0.00049626+0.001039i
-0.00065026+0.002124i,-0.00036074+0.001155i,0.00060545+0.00098442i,0.00079004-0.00010442i,0.00015205-0.001701i,-0.0014004-0.0016432i,-0.0013836+0.0001604i,0.00036217+0.00078328i,0.0020385+0.0013336i,0.0019048+0.0017354i,0.0010573+0.0013007i,0.00029541+0.00089787i,-0.00027874+0.0010428i,-0.00037381+0.0010712i,-0.00090008+0.00064621i,-0.00043103+0.00046001i,-0.00010981-0.00052434i,-0.00049257-0.0012611i,-0.00067442-0.0006686i,-0.00049033-6.5645e-05i,2.9764e-05+0.0005688i,0.00035634+0.0006596i,0.00023396+0.00033069i
-0.00077849-0.00061299i,-0.00063694-0.00042271i,-0.0011391-0.00090479i,-0.0014621-0.0017579i,-0.0013637-0.0011052i,-0.00097828-0.00073146i,0.00021353-0.00162i,0.0017545-0.0020606i,0.0026632-0.00093107i,0.0016764+0.00024406i,-0.0001231+0.0007769i,-0.0005717+0.0011972i,-0.00092151+0.00070033i,-0.00077931+0.00044219i,-0.00019777+0.00011261i,-0.00045381-0.00023967i,-0.00071322-2.3914e-05i,-0.00095177-7.9611e-05i,-0.00052616-9.9327e-06i,-0.0001038+0.00036327i,6.1631e-07+0.00051998i,-0.00036942+0.00021513i,-0.00018767+0.00024889i
0.00012936-2.5789e-05i,0.00035827+0.00012063i,0.00036116-0.00023762i,0.00018477-0.0013636i,-0.00097198-0.002137i,-0.0019027-0.0022709i,-7.6211e-05-0.00024829i,0.0017384+0.0026076i,0.0020495+0.0023381i,0.0011918+0.00073169i,-0.0008586+0.00035746i,-0.0016238+4.0825e-05i,-0.0011159-0.00034759i,-0.0011079-0.00096645i,-0.00077629-0.00035172i,-0.00089467+0.00016144i,-0.0015941+0.0001008i,-0.00099928-0.00024375i,0.00012958+0.00015892i,3.848e-05+0.00049004i,-0.00018747-0.00048829i,-0.00045863-0.00086622i,-0.00099512-0.00078319i
0.00037525+0.0013377i,-0.00029925+0.0010704i,0.00041946-0.00020137i,0.00065341-0.0013375i,-0.00045431-0.0016347i,-0.0014474-0.0010773i,-0.0011038+0.00055044i,0.0011285+0.0020257i,0.0026844+0.001957i,0.0017824+0.00054743i,-0.00019512-0.00032367i,-0.001216-0.00033161i,-0.00050705-0.00066607i,0.00040256-0.00072288i,-9.5514e-05-2.6449e-05i,-0.00096027+0.0001214i,-0.0011477-6.8135e-05i,-0.00061826+0.00019396i,6.4483e-05+0.00010879i,-0.00012785-0.00076628i,-0.00051803-0.00058163i,-0.00075935+0.00039203i,-0.00035121+0.00042801i
-0.0016707-0.00039189i,-0.0012429-0.00060685i,0.00023706-0.00026487i,0.00090453-2.8329e-05i,0.0012939+3.2115e-05i,0.0014215-0.00099259i,0.001597-0.00099885i,0.0017814-8.2892e-05i,0.002335-0.00061427i,0.0018848-0.0010239i,0.00036756-0.00088076i,-0.00037439-0.0010124i,-0.00042219-0.0010164i,-0.00010408-0.00069242i,-0.00024947-0.00015592i,-0.00040916-0.00026253i,-0.0001702-0.0008853i,-0.00022065-0.00067201i,-0.0011839-0.0001012i,-0.0017101+5.1666e-05i,-0.0015204-0.0001798i,-0.00090188+4.6536e-05i,4.591e-05+0.00058465i
0.0010693+0.00077654i,0.00058671+0.00071724i,0.00057495-0.00041467i,-0.00016112-0.0024184i,-0.0017943-0.003075i,-0.002104-0.0021444i,-0.00075195-0.00026761i,0.00036618+0.00038515i,0.00045752+0.00026778i,7.2358e-05+0.00011211i,0.00025943-0.00046502i,0.0010313-0.00090859i,0.0011282-0.00075304i,0.00067134-0.00025519i,0.00043318-0.00049626i,0.00063833-0.00035835i,0.00035066-4.8528e-05i,0.00017093-0.00067103i,-0.00026949-0.00025168i,-0.00054805+0.00019945i,-0.00044234-0.00024858i,-0.00040475-0.00065653i,-0.00014897+0.00017271i
5.4241e-05+0.00046619i,9.3382e-05+0.00039204i,-0.00041965-0.0012953i,-0.00027903-0.0018375i,-0.0016219-0.0014195i,-0.0028165-0.0011717i,-0.0015485-0.00065135i,0.00062642-0.00021599i,0.00096144-0.00047022i,0.00071982-0.0011577i,0.00085042-0.0011962i,0.00082527-0.00028133i,0.00074717+1.0196e-05i,0.0010421-0.00070047i,0.00072435-0.0014109i,-0.00035114-0.00063917i,-0.00076503+0.00022524i,-0.00063498+0.000249i,-0.0002568-0.0003088i,-0.00023378-0.0005784i,-0.00041782-3.9441e-05i,-0.00025932-0.00024642i,-0.00069099-0.00061627i
0.00012222-0.00061304i,1.2397e-05-0.00013668i,-0.0010631+0.00029012i,-0.0015604+7.2814e-05i,-0.0023706-0.00015985i,-0.002854-0.00041336i,-0.0010611-8.8892e-05i,0.0012809+0.00040698i,0.0016334+0.00077912i,0.0012591+9.8339e-05i,0.00059874-0.00010248i,0.00081535+0.0001516i,0.00095296-0.00052683i,0.0011022-0.00049486i,0.001416+3.8471e-05i,0.0012757-0.00014892i,0.00078137-0.00069813i,0.00063119-0.0010913i,0.00038129-0.00078608i,-3.8126e-06-0.00039169i,-5.027e-05+8.3616e-06i,-5.5434e-05+0.00014675i,0.00055999+0.00020314i
0.00019973-0.00029448i,0.00036019-0.00080885i,-0.00079083-0.0018416i,-0.0012899-0.0022126i,-0.00029642-0.0019374i,0.00095771-0.0008671i,0.0014883+0.00084112i,0.0021037+0.0013684i,0.0025522+0.00022022i,0.0027076-0.00035245i,0.002153-0.00080037i,0.0010769-0.00069275i,0.00090131-0.00022047i,0.0011505-0.00027146i,0.00017572-0.00043509i,0.00044112-0.00090447i,0.00084444-0.0017745i,-7.2916e-05-0.0014811i,-0.00052335-0.00084882i,-0.00026825-0.00055107i,-0.00038184+8.0263e-06i,-0.00019124+0.00039303i,-0.00024717+0.00073884i
-0.0005257+0.0012827i,-6.8542e-05+0.0014424i,0.00069684+0.0010296i,0.00089643-0.00034297i,0.00063789-0.0017149i,-3.8429e-05-0.00091992i,0.00023534+0.00067529i,0.0010753+0.0012538i,0.0010946+0.00075871i,0.0012023-0.00027213i,0.0011545+3.4903e-05i,0.0011496+0.00067534i,0.001351+0.0009894i,0.00091832+0.0010435i,-0.00022935+0.00052643i,-0.00096891-0.00021346i,6.358e-05-3.7457e-05i,0.00051905+0.00081083i,-0.00059385+0.0015091i,-0.00090811+0.0009173i,-0.00083616+0.00014022i,-0.00086975-0.00026388i,-0.0011032-8.9572e-05i
0.00021111-0.00064776i,0.00018825-0.00053226i,-0.00070595-0.0014564i,-0.0026328-0.0025591i,-0.0029609-0.0030606i,-0.00089154-0.0026751i,0.0001816-0.0015465i,0.00053706-0.00095853i,0.00093177-0.00058694i,0.0004545-0.00010145i,5.4481e-05+0.0005191i,-0.00053194+0.00079103i,-0.00051563+0.00023775i,0.00051453-0.00052669i,0.00099356-0.00067452i,0.00073062-0.00030282i,0.00083678-6.172e-05i,0.00058585+0.00025163i,-0.00033941+0.00048308i,-0.00059608-0.00018079i,-0.00025219-0.00031472i,0.00015543+0.00034488i,0.00055248+0.00044356i
0.00077742+0.00037816i,0.00022112+0.00058237i,-0.00021858+0.0002583i,0.00025751-0.00034925i,0.0001149-0.0013548i,-0.0010559-0.001568i,-0.00095063-0.0006011i,0.0011751+0.00051379i,0.0029464+0.00063521i,0.00234+0.00015397i,0.00064186+0.00038278i,-0.00061324+0.00091707i,-0.00098558+0.00082795i,-0.00053995+0.00022519i,-0.00010953+5.7381e-05i,-3.4352e-05-0.00040437i,-0.00046843-0.00066936i,-0.00011888-0.00020149i,0.00036294-4.8571e-05i,-0.00018597-0.00035559i,-0.0011715-6.4137e-05i,-0.0010511+0.00056293i,3.6315e-05+0.00035352i
0.00074819+0.00031019i,0.00020558-0.00031824i,0.0011591-0.00081316i,0.0010991-0.0010089i,-0.00050084-0.0014363i,-0.00068108-0.0010434i,-9.2171e-05-0.00013197i,0.0011268+0.00011536i,0.0018323-1.1328e-05i,0.00096814+7.1222e-05i,-0.00029847+0.00069419i,-0.00036667+0.00051366i,0.00015764-1.3281e-05i,0.00058821-0.00048795i,0.00039291-1.4366e-05i,-0.00022173+8.0047e-06i,-0.00030594-0.00027828i,-2.9254e-05+8.0342e-07i,-0.00033831-0.00015534i,-0.00065772-1.6615e-05i,-0.00059569+0.00043125i,0.00013708+0.00053578i,0.00086911+0.00049634i
0.0017579+0.00052884i,0.0013273+0.0011592i,0.00075331-0.0002925i,3.3351e-05-0.0014541i,-0.00089412-0.0022014i,-0.00084909-0.0014193i,5.9941e-05+0.00049698i,0.0018528+0.0014965i,0.0029586+0.0012462i,0.0019767-0.00035901i,0.00063249-0.0014387i,0.00064253-0.0015204i,0.00056927-0.00090246i,0.00024328-0.00046855i,0.0003684-0.00046903i,0.00048036-0.00046848i,-5.6025e-05+5.7056e-05i,-0.000912-0.00011926i,-0.00091343-0.00066128i,-0.00076692-0.00010433i,-0.00076435+0.00034461i,-0.00041288+7.2851e-05i,-2.8688e-05+7.2368e-05i
-0.0029578+0.0012479i,-0.0021085+1.6855e-05i,-0.00074619+0.00033955i,0.00042409+0.000393i,0.00061461+6.7821e-05i,-0.00011011+3.1889e-05i,0.00023656+1.8209e-05i,0.0013963+0.00024274i,0.0017502-9.1376e-05i,0.0012087-0.00070065i,0.00053572-0.00043188i,0.00026952+0.00029739i,-8.2069e-05+0.00022012i,-0.00043505-0.00049001i,-0.00022261-0.00051064i,-0.00015006-0.00053489i,-0.00043296-0.00014214i,-0.00071739+0.00037405i,-0.00011778-0.00019446i,0.00053439-0.00067229i,0.00035409-0.00013174i,-0.00046807+0.00023287i,-0.00040847+0.00051597i
-0.00052306+0.0011565i,-1.9472e-05+0.0010164i,-0.0002233+6.7309e-05i,-0.00071022-0.0010371i,-0.0010423-0.0013763i,-0.00089694-0.0015978i,-0.00027751-0.00080554i,0.00045625+0.0010381i,0.0013229+0.0012221i,0.001629-0.00018695i,0.00055312-0.00088505i,-0.00070456-0.00051294i,-0.00040517-0.00021647i,0.00013386-0.00061176i,0.0003676-0.001341i,0.00082509-0.0012061i,0.0010234-0.00081642i,0.00065406-0.00078377i,0.00046883-6.6334e-05i,0.0002906-0.00024533i,0.00010321-0.0011024i,-4.5438e-06-0.00047232i,-0.00021586+0.00060364i
