-0.00036056-0.00049478i,1.4344e-05-0.0015074i,0.00065466-0.00053488i,0.0013571+0.00081848i,0.00072883+0.0011602i,0.00023058+0.00065069i,-0.00049402+0.00066429i,-0.00066047+0.001255i,-0.00076571+0.0017767i,-0.00057966+0.0018988i,0.00074999+0.00091579i,0.00026373+0.00027644i,-0.00062808-0.00010098i,-0.00053208-0.00072462i,-0.00021346-7.8468e-05i,0.0002307+0.00074003i,0.00019525+0.0007675i,-0.00041915+0.00077537i,-0.0008481+0.000548i,-0.00084905-0.00011377i,0.00045681-0.00057858i,0.0013271-0.00035646i,0.00068967-0.00010699i
-0.020744+0.0047375i,-0.093761+0.037333i,-0.22532+0.12073i,-0.31945+0.23492i,-0.26678+0.28468i,-0.12209+0.22631i,-0.050257+0.13164i,-0.04884+0.089995i,-0.026374+0.079947i,-0.0015208+0.043278i,-0.010717+0.001161i,-0.035769-0.018184i,-0.056115-0.033554i,-0.067977-0.04444i,-0.066554-0.023744i,-0.055436+0.014206i,-0.050047+0.038604i,-0.051405+0.047785i,-0.040565+0.048328i,-0.014798+0.03977i,0.0040467+0.013009i,0.0071484-0.025998i,0.002814-0.052217i
0.0010211+0.021183i,0.0052228+0.047002i,0.01651+0.069632i,0.010158+0.07721i,-0.0060752+0.0609i,-0.013442+0.0028217i,-0.051113-0.059356i,-0.13127-0.05308i,-0.1409+0.0077537i,-0.060715+0.018487i,-0.0092788-0.018728i,-0.0021725-0.024355i,0.01204+0.0015023i,0.032588+0.013845i,0.044565+0.0020552i,0.044839-0.013176i,0.045851-0.010618i,0.053055+0.0015906i,0.048987+0.0010991i,0.031197-0.0084527i,0.0057782-0.0091069i,-0.024969+0.0020898i,-0.050452+0.016787i
0.0086572+0.0030339i,0.013685-0.007865i,-0.027375-0.052212i,-0.13305-0.12028i,-0.20972-0.12117i,-0.16603-0.024063i,-0.048324+0.0333i,0.024966-0.013457i,0.0091658-0.054077i,-0.010111-0.026512i,0.024012+0.0028094i,0.064205-0.0028224i,0.083878-0.018791i,0.081092-0.035755i,0.04506-0.048555i,0.0069972-0.047612i,-0.0083161-0.049008i,-0.015041-0.05547i,-0.022472-0.045505i,-0.026912-0.023438i,-0.018047-0.0083596i,0.0044632+0.0027537i,0.030504+0.01646i
0.019833-0.019206i,0.072697-0.066663i,0.15164-0.16148i,0.19064-0.25395i,0.13687-0.25553i,0.054618-0.16225i,0.043276-0.090335i,0.070794-0.092588i,0.072251-0.092804i,0.055386-0.050855i,0.041164-0.011163i,0.022244-0.001655i,-0.0057584-0.0015929i,-0.019221+0.014129i,-0.0078875+0.033431i,0.0064172+0.032897i,0.0035696+0.024822i,-0.0094796+0.024668i,-0.0091854+0.025916i,0.0039594+0.022562i,0.009677+0.011854i,0.0087388-0.0079065i,0.0056169-0.03296i
0.00074319-0.019076i,-0.0013077-0.051443i,-0.0011999-0.08425i,0.00075035-0.092822i,-0.016003-0.051597i,-0.065301+0.033952i,-0.085507+0.12039i,-0.026016+0.14482i,0.030072+0.093318i,0.022943+0.043813i,0.00057475+0.03891i,-0.0070046+0.052365i,-0.0072378+0.061809i,0.00023249+0.054447i,0.01199+0.032347i,0.019859+0.020785i,0.027611+0.027167i,0.035927+0.031217i,0.031222+0.019795i,0.017845+0.0043221i,0.012705+0.0010059i,0.0085322+0.0055933i,-0.0078636+0.01443i
-0.011289-0.008776i,-0.021047-0.016621i,-0.0029238+0.00022458i,0.072321+0.05133i,0.14601+0.069538i,0.14321+0.0081114i,0.09332-0.017254i,0.067193+0.051017i,0.069386+0.092168i,0.050947+0.051452i,0.0058852+0.0029888i,-0.020506-0.011688i,-0.016919-0.011863i,-0.01327-0.007162i,-0.0093361+0.0017161i,0.0043582-2.601e-05i,0.016161-0.014524i,0.017726-0.024383i,0.0065206-0.017649i,-0.0058654-0.0028117i,-0.007598+0.00076678i,-0.0021431-0.0021179i,0.011276+0.0020382i
-0.012616+0.0085235i,-0.042802+0.045103i,-0.08495+0.1107i,-0.10429+0.1626i,-0.082274+0.1338i,-0.064623+0.044228i,-0.096098-0.018524i,-0.14222-0.030636i,-0.1444-0.0086982i,-0.098891+0.011534i,-0.048031+0.0084052i,-0.021914-0.00074589i,-0.0077516-0.011187i,0.008178-0.027669i,0.0053026-0.03816i,-0.021802-0.033887i,-0.050762-0.019381i,-0.06393-0.0026293i,-0.047736+0.0066772i,-0.021568+0.009171i,-0.013914+0.014527i,-0.014122+0.021226i,-0.012373+0.015633i
-0.00077089+0.0079023i,-0.008079+0.017933i,-0.029264+0.025192i,-0.049028+0.029962i,-0.03008+0.016979i,0.016922-0.025747i,0.02337-0.044777i,-0.015756-0.0014803i,-0.020976+0.032661i,0.011622+0.011507i,0.027199-0.016541i,0.022784-0.023272i,0.011876-0.018076i,-0.0062826-0.006945i,-0.014781+0.0096734i,-0.0045401+0.030032i,0.016397+0.045558i,0.030652+0.042702i,0.024827+0.017731i,0.012104-0.0093343i,0.0094939-0.021259i,0.011459-0.023522i,0.006039-0.017241i
0.014534+0.0032896i,0.035769+0.0051494i,0.037992-0.014765i,-0.02024-0.060192i,-0.10245-0.079581i,-0.11497-0.050274i,-0.051576-0.055566i,0.011233-0.11859i,0.024978-0.14556i,0.0045361-0.092607i,-0.0039169-0.021471i,0.0070503+0.013254i,0.021237+0.025967i,0.03915+0.027603i,0.048523+0.0081743i,0.044523-0.022701i,0.033092-0.054375i,0.013033-0.069065i,-0.0074643-0.046268i,-0.019719-0.014564i,-0.029879-0.0072043i,-0.042396-0.0079074i,-0.043047-0.0030523i
0.0092489-0.017597i,0.023551-0.064967i,0.04402-0.14329i,0.051235-0.20256i,0.03983-0.18082i,0.023309-0.086634i,0.022387-0.0094836i,0.030652+0.017523i,0.037668+0.03582i,0.043432+0.041528i,0.035954+0.026153i,0.02405+0.011437i,0.01347-0.0042371i,-0.0058114-0.014367i,-0.024337-0.0074801i,-0.038386+0.005583i,-0.050862+0.01631i,-0.047384+0.024683i,-0.017801+0.025708i,0.013979+0.021695i,0.027088+0.022566i,0.032773+0.02557i,0.032814+0.022168i
0.003729-0.01321i,0.020021-0.026515i,0.050655-0.046118i,0.076836-0.06321i,0.06949-0.050319i,0.046631+0.0041494i,0.052676+0.078465i,0.084351+0.11652i,0.080638+0.085211i,0.030806+0.033845i,-0.0117+0.0073605i,-0.028238-0.0003387i,-0.029744+0.0046388i,-0.016368+0.017449i,0.0095475+0.027809i,0.035353+0.03326i,0.057633+0.036186i,0.063806+0.027563i,0.037587+0.00591i,0.0083705-0.010151i,0.0033899-0.02067i,0.0065334-0.034229i,0.0065698-0.038581i
-0.013289-0.0076886i,-0.038683-0.017555i,-0.041698-0.010503i,0.023833+0.024944i,0.11785+0.040727i,0.14708+0.014125i,0.089256+0.0013439i,0.0039011+0.031029i,-0.036885+0.0548i,-0.026397+0.040281i,-0.009981+0.018426i,-0.0023764+0.016288i,0.0082818+0.014606i,0.013686-0.0047118i,0.0083832-0.027422i,0.0022263-0.046755i,-0.001399-0.06041i,0.0018123-0.053017i,0.0062044-0.02463i,0.002542-0.00052151i,-0.0057044+0.0072389i,-0.015203+0.011209i,-0.020728+0.014549i
-0.0018952+0.012907i,-0.0024994+0.042716i,-0.012269+0.098383i,-0.016803+0.15802i,0.0013801+0.16672i,-0.016116+0.094504i,-0.099025+0.023547i,-0.16087+0.0064086i,-0.13552+0.0022264i,-0.068422-0.015389i,-0.023231-0.030207i,-0.0034546-0.029627i,0.0059233-0.019873i,0.0071694-0.0074435i,-0.0017264+0.005372i,-0.018764+0.022051i,-0.035594+0.039932i,-0.040294+0.041982i,-0.024771+0.020566i,-0.0073491-0.0035329i,-0.0012133-0.0098757i,0.0051649-0.0012116i,0.01023+0.011509i
-0.0040323+0.0026483i,-0.029844+0.0087192i,-0.071038+0.020856i,-0.10181+0.042324i,-0.094907+0.053749i,-0.037985+0.038109i,0.022223-0.015016i,0.044197-0.061778i,0.045842-0.055591i,0.039921-0.026812i,0.019062-0.0079909i,-0.0047631+0.0070337i,-0.0084547+0.016848i,0.0028459+0.01318i,0.016111+0.0049932i,0.034451+0.0024142i,0.055143+0.0058831i,0.055948+0.012382i,0.031847+0.017959i,0.0098168+0.019276i,0.0033149+0.013914i,0.0023165+0.003431i,0.0022616-0.0089717i
0.02011-0.0037944i,0.047832-0.012447i,0.051064-0.041105i,-0.025439-0.078539i,-0.13144-0.083218i,-0.16551-0.058909i,-0.10541-0.087882i,-0.032509-0.14724i,-0.0031087-0.13591i,0.0092273-0.068304i,0.024333-0.022086i,0.029529-0.011088i,0.01856-0.0058934i,0.004532+0.00025977i,-0.0088315-0.0019548i,-0.024574-0.013228i,-0.040669-0.034179i,-0.043668-0.046479i,-0.025627-0.030776i,-0.0032182-0.0098254i,0.0057405-0.002586i,-0.0015898-5.0298e-05i,-0.016888+0.00089174i
-0.0041512-0.0081914i,-0.014885-0.040918i,-0.016754-0.10861i,-0.020164-0.17704i,-0.04072-0.15833i,-0.021209-0.034407i,0.059863+0.10905i,0.12391+0.1734i,0.1147+0.1452i,0.064116+0.085954i,0.023969+0.034891i,0.00047357+0.0034564i,-0.012104-0.0070579i,-0.013103-0.00093124i,-0.00682+0.016453i,-0.0010367+0.04011i,-0.0036039+0.062743i,-0.014853+0.067893i,-0.023912+0.046568i,-0.025417+0.020937i,-0.019667+0.011208i,-0.0059529+0.010718i,0.0083809+0.013495i
0.0071769-0.010693i,0.040724-0.031585i,0.092147-0.063119i,0.1307-0.10074i,0.1204-0.12806i,0.059105-0.097616i,0.028984-0.022552i,0.050635+0.011676i,0.039247-0.0097435i,-0.00291-0.017752i,-0.010529+0.0056732i,0.0080297+0.018741i,0.014543+0.011052i,0.0134-0.0032305i,0.0176-0.018279i,0.028695-0.033561i,0.048726-0.046102i,0.058614-0.047215i,0.037991-0.030068i,0.010648-0.0075575i,0.00033635+0.00069723i,-0.0012418-0.007606i,0.0029406-0.019432i
-0.014586+0.0034355i,-0.041442+0.012366i,-0.04504+0.033279i,0.030277+0.068389i,0.13167+0.077519i,0.11226+0.035613i,-0.032288+0.05027i,-0.13586+0.12905i,-0.11318+0.14036i,-0.048315+0.078213i,-0.017491+0.023191i,-0.0080689+0.0023611i,-0.00058168-0.0045897i,-0.0017881-0.009541i,-0.013397-0.01196i,-0.03522-0.014457i,-0.060998-0.015708i,-0.063884-0.019736i,-0.037396-0.024855i,-0.010925-0.025288i,-0.0015827-0.019327i,-0.0042469-0.0055034i,-0.014288+0.0068086i
0.0051529+0.00064277i,0.021893+0.012232i,0.041783+0.058908i,0.050215+0.11314i,0.039804+0.095497i,0.022611+0.0058631i,-0.010711-0.08152i,-0.030772-0.099853i,-0.0021229-0.072859i,0.016253-0.054273i,-0.00089523-0.030715i,-0.01081-0.0010068i,-0.00065452+0.01426i,0.015312+0.016893i,0.027797+0.017095i,0.036346+0.027004i,0.046386+0.046959i,0.047761+0.052971i,0.03246+0.030627i,0.01235+0.0022911i,0.0023562-0.010942i,0.0062891-0.011531i,0.015424-0.00064112i
-0.0073527+0.0060559i,-0.040107+0.029053i,-0.10303+0.065208i,-0.14684+0.11506i,-0.11347+0.14044i,-0.043233+0.075207i,-0.019186-0.040601i,-0.045319-0.091345i,-0.055293-0.048044i,-0.024192-0.00077399i,0.00034047+0.00034955i,0.0063-0.0073273i,0.010304-0.0089462i,0.0097323-0.013944i,0.0074053-0.02267i,0.0099203-0.040976i,0.014527-0.065816i,0.017292-0.068343i,0.016936-0.037224i,0.013591-0.0037315i,0.0062298+0.0064409i,-0.0066015+0.00028822i,-0.01466-0.012113i
0.01399-0.006718i,0.037166-0.033512i,0.045492-0.087773i,-0.026442-0.14474i,-0.13241-0.13939i,-0.11799-0.069493i,-0.016077-0.029818i,0.043854-0.026688i,0.049987-0.012638i,0.039176-0.0011035i,0.02339-0.0046086i,0.0056096-0.0063245i,-0.0055024+0.0027048i,-0.010504+0.017722i,-0.016+0.032461i,-0.028983+0.043824i,-0.04805+0.053099i,-0.0548+0.051632i,-0.035921+0.034478i,-0.010479+0.016403i,0.0028034+0.011575i,0.0054086+0.018196i,-0.0018126+0.02378i
-0.0079944-0.0021955i,-0.027958-0.01264i,-0.057966-0.042824i,-0.063928-0.08354i,-0.023923-0.082303i,0.015085-0.0014344i,0.057005+0.089402i,0.080653+0.090386i,0.04354+0.035501i,0.00096205+0.0088827i,-0.0042941+0.011253i,0.0058075+0.014251i,0.01277+0.011541i,0.016625+0.003258i,0.025561+0.00017715i,0.04744+0.0045434i,0.069448+0.010345i,0.06802+0.017669i,0.038874+0.02005i,0.0083953+0.017058i,-0.0012969+0.0086392i,0.0066483-0.0063423i,0.018527-0.013711i
0.011028-0.017204i,0.043841-0.052908i,0.10416-0.11875i,0.14428-0.17982i,0.1183-0.17088i,0.068711-0.099591i,0.029231-0.039273i,-0.0023763-0.022343i,-0.017825-0.012455i,-0.011957+0.001323i,-0.0034558+0.0028226i,-0.0055301+0.0028485i,-0.0095335+0.0046434i,-0.01419+0.002455i,-0.024083-0.0075811i,-0.039175-0.024509i,-0.05119-0.043099i,-0.048774-0.051733i,-0.031947-0.037812i,-0.012395-0.016194i,-0.0055212-0.0080171i,-0.015198-0.0096528i,-0.023595-0.013654i
-0.011983+0.006856i,-0.031016+0.030815i,-0.032316+0.088557i,0.043083+0.14619i,0.13379+0.13471i,0.098476+0.086325i,0.0014896+0.083788i,-0.017891+0.10243i,0.014972+0.067657i,0.022857+0.012612i,0.0069882-0.0087068i,-0.0063063-0.006739i,-0.0058405+0.002696i,0.00477+0.0065583i,0.011859+0.011704i,0.010542+0.031228i,0.0033286+0.056433i,-0.0033523+0.063118i,-0.0047026+0.038802i,-0.0070674+0.0079937i,-0.0092893-0.0010411i,-0.0035549+0.011383i,0.0024601+0.026364i
0.0095519-0.0041737i,0.031355-0.012013i,0.058695-0.015067i,0.052887+0.012634i,0.018061+0.050855i,0.0084024+0.01239i,0.016645-0.075109i,0.0092516-0.10241i,-0.002853-0.065769i,-0.0052637-0.024873i,-0.0024058-0.007992i,-0.0032376-0.0085835i,-0.0081555-0.0096291i,-0.0061669-0.0092596i,0.0016952-0.01942i,0.01468-0.03628i,0.035633-0.051442i,0.047172-0.053955i,0.032781-0.036074i,0.01346-0.010379i,0.011866+0.0015378i,0.020231-0.0083828i,0.025097-0.020673i
-0.0060105+0.016677i,-0.036021+0.050294i,-0.080604+0.12018i,-0.10719+0.18117i,-0.11128+0.16137i,-0.10648+0.099556i,-0.10151+0.070097i,-0.080131+0.07429i,-0.032144+0.080298i,0.0088673+0.057706i,0.022376+0.018779i,0.019892-0.0054765i,0.014548-0.0131i,0.0080822-0.010416i,-0.0029913-0.0019093i,-0.022935+0.0039709i,-0.047378+0.0020633i,-0.059088-0.0026396i,-0.041589-0.0022749i,-0.013365-0.004935i,-0.0062458-0.013335i,-0.022144-0.014671i,-0.038865-0.0097461i
0.0097292-0.015335i,0.031124-0.052794i,0.026607-0.12735i,-0.049358-0.18741i,-0.1283-0.16309i,-0.11099-0.083766i,-0.025125-0.030129i,0.033674-0.031392i,0.027821-0.053698i,-0.0018603-0.049629i,-0.01387-0.017992i,-0.006852+0.00098871i,-0.001862-0.00013188i,0.00045719+1.4278e-05i,0.0096389+0.0061441i,0.024306+0.01687i,0.039319+0.033096i,0.04383+0.041423i,0.029168+0.027824i,0.0025889+0.012634i,-0.012385+0.019901i,-0.0032186+0.037215i,0.011011+0.045357i
-0.007+0.0022088i,-0.029399+0.0139i,-0.055925+0.021416i,-0.055015-1.9751e-05i,-0.028864-0.040165i,-0.010736-0.05086i,-0.028098-0.026646i,-0.057586+0.0097443i,-0.052517+0.038482i,-0.021811+0.044148i,0.004003+0.032051i,0.01933+0.021429i,0.027001+0.013096i,0.022016+0.0045217i,0.011444-0.0028453i,0.0045394-0.015921i,0.0007652-0.035691i,-0.00011334-0.043541i,0.00054237-0.025428i,0.0085514-0.0018311i,0.023598-0.001599i,0.030714-0.022343i,0.029847-0.03837i
0.0059837-0.017375i,0.030937-0.065568i,0.064983-0.14105i,0.087068-0.19779i,0.095985-0.18846i,0.081001-0.12349i,0.066287-0.062285i,0.07257-0.042538i,0.075393-0.050247i,0.047586-0.058129i,0.0030094-0.043619i,-0.016984-0.015259i,-0.012332+0.0030335i,-0.0062115+0.0084576i,-0.0051795+0.010821i,-0.012675+0.017574i,-0.025276+0.031085i,-0.027657+0.035895i,-0.013378+0.020408i,-0.0027715-0.0046645i,-0.013862-0.020885i,-0.037252-0.018055i,-0.050894-0.008793i
-0.0067592+0.011577i,-0.024498+0.044683i,-0.020655+0.10619i,0.042447+0.15312i,0.11715+0.13756i,0.12484+0.070933i,0.07002+0.024062i,0.011711+0.029131i,-0.025236+0.050158i,-0.025061+0.054393i,-0.0041249+0.037637i,0.0057101+0.023333i,0.010387+0.019509i,0.014992+0.012906i,0.016203+0.0035728i,0.022808-0.0021453i,0.036529-0.0052987i,0.040093-0.0055767i,0.020503-0.0030263i,-0.0018507+0.0055653i,-0.0033153+0.022375i,0.012126+0.036764i,0.022707+0.042626i
0.0076867-0.01021i,0.026645-0.036872i,0.052885-0.066821i,0.056728-0.066576i,0.0272-0.032785i,0.0086554-0.0043171i,0.013318-0.0065972i,0.017926-0.0046634i,0.034371+0.0060774i,0.043528-0.0082995i,0.021841-0.027146i,-0.0035223-0.025925i,-0.011557-0.017205i,-0.011643-0.012769i,-0.012009-0.012578i,-0.014677-0.0169i,-0.021435-0.025465i,-0.025375-0.024901i,-0.015953-0.0098988i,0.0035991-0.00036275i,0.020195-0.010247i,0.025239-0.030629i,0.023916-0.043377i
-0.0048257+0.01453i,-0.020406+0.055164i,-0.04857+0.11583i,-0.068832+0.16397i,-0.067398+0.16806i,-0.066318+0.12607i,-0.078493+0.091346i,-0.088094+0.062806i,-0.086386+0.03218i,-0.064464+0.023729i,-0.028827+0.024029i,-0.0088966+0.019186i,-0.0062464+0.015134i,-0.0050929+0.009285i,-0.0046896+0.0064389i,-0.0039566+0.014531i,-0.0029103+0.026168i,-0.0028096+0.027397i,-0.0030191+0.014287i,-0.0089237+0.0003447i,-0.023179-0.0037317i,-0.040227+0.00094819i,-0.050526+0.0061143i
0.0063312-0.015042i,0.020576-0.058112i,0.023184-0.1257i,-0.019066-0.16875i,-0.074515-0.13758i,-0.064989-0.060142i,-0.0062783-0.029219i,0.027891-0.042054i,0.032826-0.035626i,0.036015-0.022099i,0.029641-0.022834i,0.012869-0.021167i,0.0026243-0.012528i,0.0015456-0.0041151i,0.0070598+0.0017453i,0.016297+0.00067438i,0.024406-0.0067577i,0.024095-0.011219i,0.011851-0.0050231i,0.0028907+0.0093873i,0.0074305+0.024921i,0.020243+0.036854i,0.030086+0.042761i
-0.0006596+0.0082079i,-0.01474+0.030817i,-0.040217+0.066968i,-0.040869+0.084258i,-0.0047863+0.047124i,-0.0088441-0.010409i,-0.046467-0.027168i,-0.044061-0.018363i,-0.023215-0.026165i,-0.02155-0.021785i,-0.017032+0.0021185i,-0.0027269+0.010994i,0.0034778+0.0059604i,0.0042663-0.00036866i,0.0017343-0.006694i,-0.007776-0.0087327i,-0.017952-0.0079735i,-0.0212-0.0070496i,-0.012763-0.0050623i,0.0011707-0.0081102i,0.011144-0.019311i,0.016527-0.0364i,0.01847-0.047683i
-0.00042565-0.017665i,0.010957-0.060105i,0.040037-0.12774i,0.051138-0.17999i,0.017449-0.15182i,0.018701-0.053517i,0.075857+0.012668i,0.10431+0.017615i,0.085232+0.014986i,0.058666+0.014048i,0.035592+0.0012999i,0.016543-0.0071496i,0.0072648-0.0025347i,0.0055793+0.0074531i,0.0063582+0.014738i,0.0070111+0.020312i,0.0095928+0.027187i,0.013156+0.02646i,0.010458+0.014581i,-0.001083+0.0039652i,-0.017672+0.00081839i,-0.037049+0.0033184i,-0.04998+0.0067931i
-0.001311+0.012453i,-0.013378+0.047524i,-0.024185+0.10573i,0.0019265+0.15086i,0.059989+0.11712i,0.067504+0.01541i,0.012113-0.038284i,-0.024288-0.010946i,-0.023148+0.019489i,-0.022778+0.017715i,-0.021154+0.014898i,-0.0053683+0.014769i,0.010279+0.0039274i,0.017309-0.0097447i,0.01897-0.01972i,0.019534-0.027072i,0.019066-0.032699i,0.014468-0.03203i,0.0060678-0.02166i,0.00078162-0.0074766i,0.0055249+0.0061858i,0.019665+0.021893i,0.029828+0.032577i
0.0026718-0.0097533i,0.01551-0.037915i,0.036425-0.096197i,0.024672-0.14546i,-0.040145-0.117i,-0.091672-0.035287i,-0.083472+0.038441i,-0.048718+0.068178i,-0.017051+0.050761i,0.003004+0.023438i,0.0068724+0.0039599i,-0.0015596-0.0046853i,-0.011241-0.0019125i,-0.01921+0.0028679i,-0.026537+0.0073527i,-0.032888+0.010571i,-0.036183+0.012415i,-0.031903+0.01453i,-0.019112+0.013464i,-0.0066699+0.0073144i,0.00056783-0.0062371i,0.0039151-0.027838i,0.0059564-0.042208i
0.0013583+0.007123i,-0.0071555+0.035229i,-0.037113+0.096566i,-0.043579+0.1577i,0.018209+0.14256i,0.08102+0.057856i,0.06466-0.021563i,0.00052516-0.040666i,-0.031771-0.020962i,-0.029774-0.014016i,-0.023331-0.0085961i,-0.011949+0.0073118i,0.0041776+0.014865i,0.015382+0.01192i,0.022142+0.011185i,0.029407+0.014564i,0.035789+0.016571i,0.034547+0.011959i,0.024987+0.0036969i,0.013852-0.0015302i,-0.000124+0.00041512i,-0.020283+0.011163i,-0.034314+0.020279i
0.0013304-0.014883i,0.012521-0.048735i,0.033899-0.1115i,0.036806-0.17857i,-0.0090318-0.19496i,-0.075139-0.13662i,-0.090079-0.059839i,-0.041628-0.030288i,0.0031602-0.024875i,0.019937-0.013249i,0.02034-0.0097338i,0.010113-0.012579i,-0.0042798-0.012547i,-0.01456-0.011996i,-0.018683-0.014884i,-0.019713-0.022632i,-0.02087-0.029684i,-0.020695-0.025337i,-0.016602-0.011576i,-0.0085735-0.00017886i,0.0042889+0.0057815i,0.022927+0.008682i,0.035568+0.013136i
0.00062312+0.0079744i,-0.012951+0.025988i,-0.031778+0.071676i,-0.035939+0.13369i,0.010579+0.18321i,0.10977+0.18101i,0.15677+0.10936i,0.10101+0.039014i,0.034779+0.0080258i,0.011334-0.0057694i,0.0010497-0.0065696i,-0.0057275+0.0054981i,0.00085611+0.01806i,0.010857+0.023228i,0.013916+0.025044i,0.0092352+0.030109i,0.0032331+0.036349i,0.0025086+0.033688i,0.0044855+0.021035i,0.0053996+0.0098104i,0.0022383-0.001605i,-0.0068324-0.019334i,-0.012112-0.033034i
-0.0040736-0.010332i,0.0088303-0.035902i,0.042207-0.089746i,0.07806-0.15079i,0.065631-0.17841i,-0.0044392-0.1629i,-0.04624-0.099205i,-0.018143-0.029111i,0.016566+0.0075371i,0.021536+0.019565i,0.018906+0.016196i,0.018226+0.0018763i,0.014005-0.012768i,0.012447-0.023994i,0.013199-0.029987i,0.01752-0.032621i,0.023553-0.032914i,0.019015-0.027242i,0.0058209-0.017942i,-0.0041782-0.00885i,-0.007074+0.0018484i,-0.008752+0.015414i,-0.015342+0.023049i
0.0012256+0.0036584i,-0.0082704+0.024291i,-0.046998+0.066266i,-0.10454+0.13434i,-0.1291+0.21196i,-0.095655+0.24472i,-0.048917+0.20219i,-0.034037+0.11916i,-0.036207+0.053334i,-0.022178+0.02005i,-0.0098978+0.00010632i,-0.013473-0.0040134i,-0.014127+0.0054917i,-0.0090224+0.010672i,-0.010033+0.0090213i,-0.017373+0.0058833i,-0.024076+0.00199i,-0.022514+0.00010167i,-0.013926+0.0014594i,-0.0072573+0.0026086i,-0.0035425-0.0004398i,0.0055201-0.0056013i,0.01728-0.0041395i
0.0011574-0.0066199i,0.011308-0.025811i,0.04011-0.056122i,0.088038-0.10297i,0.1083-0.18027i,0.055077-0.23113i,-0.012685-0.19307i,-0.028389-0.10151i,-0.013605-0.031997i,-0.0097886-0.0026682i,-0.0041299+0.0088913i,0.0066036+0.0098082i,0.011097+0.0058244i,0.01319+0.0034135i,0.015483+0.0037224i,0.019478+0.0092304i,0.023646+0.015245i,0.020085+0.013368i,0.012063+0.0056332i,0.0053994+0.001142i,-0.0015753+0.0019083i,-0.0083685+0.00010733i,-0.0092187-0.0077087i
0.0021565+0.0026097i,-0.0079582+0.014754i,-0.044352+0.031907i,-0.11938+0.045058i,-0.19445+0.061785i,-0.19258+0.086018i,-0.12715+0.07638i,-0.069682+0.029261i,-0.03494-0.006549i,-0.0097206-0.013417i,0.0021784-0.01147i,0.00025626-0.01212i,-0.010316-0.0086681i,-0.016191-0.00067933i,-0.013197+0.001049i,-0.0095851-0.0058233i,-0.0063008-0.013421i,-0.0025011-0.014306i,0.0007727-0.0084371i,0.0041554-0.0041971i,0.0079123-0.0053181i,0.0090116-0.004167i,0.0019121+0.0020545i
-0.0012902-0.0053141i,0.0073949-0.019899i,0.049925-0.041311i,0.13978-0.064825i,0.23723-0.095911i,0.26941-0.13801i,0.20723-0.14225i,0.12417-0.086286i,0.070442-0.034875i,0.026593-0.016013i,-0.0018859-0.00035553i,-0.004107+0.014439i,0.0020815+0.017372i,0.0031022+0.016889i,-0.00047264+0.017173i,-0.0064054+0.019585i,-0.011645+0.02159i,-0.010829+0.016844i,-0.0063003+0.0097264i,-0.0037779+0.0039584i,-0.0051707-0.0001998i,-0.0055696-0.0023839i,0.00021175+0.00024162i
0.0028924+0.0025966i,-0.0015346+0.0062558i,-0.031444-0.0062007i,-0.099149-0.026437i,-0.15931-0.014475i,-0.15715+0.030892i,-0.094254+0.064121i,-0.029452+0.053075i,-0.0025906+0.027228i,0.0065016+0.013748i,0.011122+0.0062299i,0.012628-0.0018142i,0.013004-0.010247i,0.01109-0.015933i,0.011968-0.014901i,0.01637-0.011864i,0.020391-0.0083534i,0.018702-0.0041943i,0.011247-4.5648e-07i,0.0066376+0.0052177i,0.0074632+0.007959i,0.0070022+0.0076026i,0.0040881+0.0024268i
-0.0031733-0.0033537i,0.0034356-0.011642i,0.033356+0.0017021i,0.11237+0.057091i,0.21646+0.11581i,0.25355+0.11525i,0.19281+0.067891i,0.10296+0.039821i,0.051327+0.031434i,0.0268+0.008413i,-0.00039706-0.010887i,-0.015662-0.0055714i,-0.0096567+0.0035177i,-0.0040099+0.0012811i,-0.0076678-0.0061708i,-0.014555-0.012483i,-0.018723-0.016188i,-0.014646-0.013942i,-0.0084428-0.0081891i,-0.0049671-0.005456i,-0.0041087-0.0053344i,-0.0044809-0.0036186i,-0.007396+0.00017682i
0.0019761+0.00035654i,0.0010926-0.0013887i,-0.024155-0.01593i,-0.09196-0.055913i,-0.18442-0.093452i,-0.23448-0.065225i,-0.2004+0.00016849i,-0.13446+0.027291i,-0.081391+0.025449i,-0.037318+0.024251i,-0.0036842+0.017233i,0.010967+0.006317i,0.014333+0.00013735i,0.015721-0.0034038i,0.015691-0.00065266i,0.015281+0.0080483i,0.013602+0.01487i,0.0076772+0.014451i,0.00077058+0.0087402i,-0.0028061+0.0069689i,-0.0042287+0.0072964i,-0.0050249+0.0061102i,-0.0026527+0.0056944i
-0.00032726-0.004806i,-0.0037214-0.0010601i,0.0091658+0.02658i,0.039976+0.092938i,0.062311+0.15892i,0.070108+0.15368i,0.056667+0.08296i,0.034532+0.028007i,0.021782+0.010923i,0.018705-0.0020344i,0.012609-0.016317i,-0.0026513-0.01705i,-0.012953-0.0055841i,-0.010728+0.0014223i,-0.0050867-0.0039469i,0.00011349-0.01331i,0.0056568-0.018936i,0.0087665-0.014396i,0.0076396-0.0068637i,0.0042056-0.0050612i,0.0023177-0.0043639i,0.0015744-0.0031298i,0.00056244-0.0045399i
