-0.00036056-0.00049478i,1.4344e-05-0.0015074i,0.00065466-0.00053488i,0.0013571+0.00081848i,0.00072883+0.0011602i,0.00023058+0.00065069i,-0.00049402+0.00066429i,-0.00066047+0.001255i,-0.00076571+0.0017767i,-0.00057966+0.0018988i,0.00074999+0.00091579i,0.00026373+0.00027644i,-0.00062808-0.00010098i,-0.00053208-0.00072462i,-0.00021346-7.8468e-05i,0.0002307+0.00074003i,0.00019525+0.0007675i,-0.00041915+0.00077537i,-0.0008481+0.000548i,-0.00084905-0.00011377i,0.00045681-0.00057858i,0.0013271-0.00035646i,0.00068967-0.00010699i
-0.068519-0.01192i,-0.15243-0.03135i,-0.13704-0.10899i,0.086096-0.35206i,0.29647-0.65007i,0.26578-0.63659i,0.22973-0.32661i,0.3085-0.16346i,0.24569-0.19946i,0.074615-0.17173i,-0.0011164-0.093175i,-0.018246-0.058721i,-0.039495-0.037607i,-0.044224-0.011082i,-0.021991-0.0026731i,0.0077965-0.019029i,0.02465-0.035166i,0.030435-0.028138i,0.029592-0.0048612i,0.026691+0.013301i,0.026054+0.015644i,0.013441+0.0036446i,-0.020034-0.008441i
0.0057561+0.036645i,0.0030702+0.087819i,-0.047867+0.15119i,-0.15711+0.26123i,-0.1904+0.41839i,-0.061559+0.45564i,0.025568+0.28879i,-0.040854+0.16047i,-0.057489+0.1674i,0.021104+0.13176i,0.049422+0.059487i,0.037378+0.032269i,0.037828+0.0084961i,0.022099-0.024226i,-0.019286-0.026988i,-0.055022+0.0074547i,-0.062497+0.048952i,-0.047712+0.069276i,-0.030832+0.056923i,-0.024561+0.022655i,-0.025963-0.001339i,-0.020381-0.0036821i,-0.0046152-0.0026126i
-0.0079447+0.058271i,-0.032429+0.14139i,-0.10989+0.17663i,-0.30479+0.055385i,-0.53411-0.11075i,-0.54353-0.12182i,-0.31415-0.089963i,-0.13646-0.15815i,-0.10349-0.17791i,-0.073223-0.090016i,-0.024858-0.043465i,-0.022791-0.063641i,-0.046123-0.065694i,-0.043951-0.035092i,-0.017515-0.0027987i,0.0067988+0.019798i,0.022314+0.03591i,0.026793+0.033788i,0.019923+0.0025866i,0.0060373-0.029802i,-0.010115-0.028342i,-0.012897-0.0018973i,0.00012948+0.017679i
0.06806-0.011455i,0.18261-0.012513i,0.32658+0.082379i,0.49564+0.30233i,0.66041+0.39779i,0.61626+0.18313i,0.30961+0.027526i,0.11218+0.14821i,0.1137+0.19457i,0.04224+0.095696i,-0.037249+0.074517i,-0.0011694+0.087417i,0.040193+0.064141i,0.047351+0.042498i,0.042474+0.0058936i,0.015621-0.048001i,-0.01969-0.08333i,-0.038298-0.085203i,-0.034444-0.051614i,-0.015384-0.0070604i,0.0017151+0.0089141i,-0.00065565+9.5127e-05i,-0.0051024-0.0056846i
0.00092682-0.030848i,0.029699-0.097954i,0.10128-0.26292i,0.14198-0.49153i,0.055451-0.55097i,-0.039143-0.33282i,0.021133-0.16765i,0.058189-0.21007i,-0.022356-0.20641i,-0.032969-0.10905i,-0.002206-0.067404i,-0.025351-0.042988i,-0.035526+0.00094949i,-0.023974+0.01614i,-0.016745+0.01438i,-0.0061949+0.0077969i,-0.0063877-0.0028134i,-0.017145-0.0064498i,-0.02477-0.0023972i,-0.022243+0.0071634i,-0.0057528+0.011341i,0.0058073-0.0032855i,-0.004489-0.020593i
-0.035416-0.051302i,-0.12633-0.13613i,-0.25752-0.19699i,-0.32976-0.1805i,-0.3016-0.16361i,-0.26439-0.15186i,-0.22389-0.052813i,-0.10658+0.027631i,0.0054126+0.016758i,0.032519+0.016044i,0.044169+0.030204i,0.054686-0.0012677i,0.027832-0.045476i,-0.0083009-0.052732i,-0.029859-0.029631i,-0.040056+0.0074057i,-0.03697+0.040989i,-0.023412+0.048529i,-0.0031362+0.023977i,0.012426-0.0057366i,0.017181-0.011549i,0.025015-0.0056565i,0.029644-0.0017047i
-0.049522+0.05579i,-0.10655+0.1299i,-0.16303+0.16887i,-0.19802+0.12574i,-0.16111+0.11679i,0.010401+0.18832i,0.15806+0.16085i,0.094462+0.067491i,-0.0236+0.050479i,-0.032856+0.033941i,-0.010209-0.0022961i,-0.0020125-0.00099717i,0.012037+0.019023i,0.029967+0.032083i,0.057942+0.020039i,0.086023-0.027254i,0.089924-0.083917i,0.073935-0.11094i,0.050002-0.086545i,0.021567-0.036086i,0.0033185+0.0024356i,0.00075087+0.012445i,-0.00047922+0.0021859i
-0.0025172+0.049911i,-0.024814+0.17968i,-0.020941+0.43233i,0.098405+0.68634i,0.25166+0.66954i,0.1939+0.35624i,0.0016359+0.11242i,-0.03174+0.042491i,0.005455-0.031438i,-0.049007-0.063884i,-0.087132-0.0055715i,-0.064949+0.035051i,-0.055222+0.033388i,-0.061234+0.040381i,-0.048312+0.067269i,-0.0051764+0.089777i,0.047993+0.082797i,0.082168+0.058901i,0.081021+0.031936i,0.048413+0.0060695i,0.015078+0.00058112i,0.010744+0.012304i,0.023235+0.0083713i
0.083233+0.046182i,0.27933+0.054232i,0.54673-0.078172i,0.64189-0.36526i,0.43925-0.51301i,0.18179-0.34957i,0.083614-0.15028i,0.014931-0.058153i,-0.024837+0.023565i,0.02896+0.046742i,0.056371-0.0079081i,0.034505-0.039464i,0.036418-0.037202i,0.038784-0.045286i,0.001315-0.041024i,-0.050259+0.014451i,-0.073604+0.10493i,-0.057611+0.16862i,-0.019065+0.14993i,0.0039673+0.064003i,-0.014677-0.0068492i,-0.039439-0.015445i,-0.033224-0.00042559i
-0.00070409-0.044724i,-0.044983-0.096099i,-0.1564-0.060298i,-0.24672+0.10074i,-0.20513+0.19547i,-0.092484+0.10071i,-0.055439+0.011915i,-0.014032+0.02625i,0.049533+0.024207i,0.035795+0.017924i,0.0024309+0.038129i,-0.022136+0.027596i,-0.076457+0.01685i,-0.10906+0.045705i,-0.080648+0.072645i,-0.039655+0.066005i,-0.03271+0.041475i,-0.052618+0.033338i,-0.053513+0.046715i,-0.015465+0.050478i,0.026449+0.022983i,0.03405-0.0099532i,0.020611-0.018997i
0.02129-0.052306i,0.074142-0.16951i,0.099912-0.36382i,0.0079666-0.42356i,-0.12753-0.15372i,-0.10972+0.19939i,0.025872+0.23476i,0.027396+0.063977i,-0.073744-0.003514i,-0.092167+0.00069927i,-0.055146-0.011558i,-0.0070861-0.018251i,0.043388-0.043923i,0.052885-0.096606i,0.0075158-0.13658i,-0.061313-0.14986i,-0.10799-0.16149i,-0.13467-0.17779i,-0.15406-0.14349i,-0.12929-0.055127i,-0.060305+0.0078854i,-0.0044485+0.016822i,0.021147+0.0084845i
-0.1171+0.019923i,-0.33607+0.1386i,-0.56332+0.42987i,-0.54378+0.68482i,-0.3231+0.50293i,-0.21984+0.048848i,-0.26027-0.11719i,-0.1873-0.049466i,-0.040551-0.076128i,0.010268-0.1227i,0.013045-0.085931i,0.018439-0.032525i,0.03011+0.016087i,0.053542+0.050733i,0.055325+0.045903i,0.019253+0.022192i,-0.01395+0.02079i,-0.0069764+0.022932i,0.015644-0.010207i,0.0093243-0.041053i,-0.0071236-0.022728i,-0.00075332+0.011849i,0.01211+0.023427i
0.01762+0.065531i,0.14614+0.09519i,0.41568-0.061564i,0.61286-0.42232i,0.49921-0.57643i,0.24525-0.32959i,0.11901-0.098474i,0.032806-0.069125i,-0.043657+0.00052746i,0.0072482+0.12114i,0.079509+0.13804i,0.058471+0.094591i,0.014276+0.080287i,0.0082804+0.077393i,0.027622+0.05306i,0.049428+0.016192i,0.061068-0.0056874i,0.063198-0.010424i,0.057417-0.016808i,0.04899-0.033188i,0.035956-0.046714i,0.010203-0.042205i,-0.015382-0.018298i
-0.0055921+0.073171i,-0.049272+0.28569i,-0.13002+0.63544i,-0.18174+0.89498i,-0.14439+0.79284i,-0.071599+0.40435i,-0.031391+0.10546i,0.023293+0.03585i,0.060633+0.045631i,-0.0082807+0.038934i,-0.098638+0.026184i,-0.12038+0.009579i,-0.13046-0.0014806i,-0.1392+0.034547i,-0.085119+0.086293i,0.0054809+0.080454i,0.057874+0.027612i,0.069363-0.0088487i,0.066782-0.0053886i,0.054472+0.017835i,0.046179+0.029116i,0.039876+0.0071639i,0.021307-0.024209i
0.11807+0.015363i,0.3386-0.07202i,0.53531-0.32925i,0.39774-0.61389i,-0.036206-0.58727i,-0.29145-0.25405i,-0.25808-0.075154i,-0.31761-0.12522i,-0.42478-0.092572i,-0.31525+0.0045276i,-0.12919+0.0085341i,-0.043374-0.021628i,-0.03436-0.032923i,-0.060899-0.045512i,-0.094961-0.034035i,-0.10405+0.0019438i,-0.092914+0.021058i,-0.083277+0.018834i,-0.063445+0.0052955i,-0.026056-0.0089235i,0.011053-0.00075645i,0.048538+0.020723i,0.07345+0.021685i
0.013619+0.0086368i,-0.061016+0.12021i,-0.15646+0.42581i,-0.063866+0.73987i,0.26005+0.64264i,0.48022+0.18919i,0.43231-0.08544i,0.40977-0.11281i,0.37738-0.1809i,0.17106-0.2096i,0.034932-0.11789i,0.041564-0.075188i,0.036736-0.095559i,0.0088574-0.096605i,-0.013722-0.088445i,-0.031898-0.082687i,-0.041813-0.075927i,-0.042517-0.071213i,-0.029822-0.062161i,-0.01489-0.044818i,-0.016657-0.016664i,-0.026599+0.014168i,-0.02895+0.032768i
-0.079974-0.01787i,-0.092398-0.10449i,-0.036068-0.25914i,0.053976-0.36418i,0.030421-0.3043i,-0.1366-0.085095i,-0.23887+0.075683i,-0.23883+0.094392i,-0.18702+0.11167i,-0.066995+0.12711i,0.0013825+0.091778i,-0.026789+0.079917i,-0.025307+0.10696i,0.022707+0.106i,0.058355+0.072214i,0.089375+0.040586i,0.14766+0.019375i,0.21529-0.010227i,0.21381-0.036489i,0.13493-0.018218i,0.059923+0.026948i,0.014963+0.039247i,-0.015388+0.024396i
-0.086258+0.040767i,-0.28681+0.20998i,-0.5236+0.52129i,-0.572+0.72436i,-0.35155+0.56252i,-0.061437+0.21497i,0.090345-0.04096i,0.073697-0.21651i,-0.085636-0.27962i,-0.20909-0.1484i,-0.14439-0.032591i,-0.056823-0.067338i,-0.064195-0.087349i,-0.076716-0.051876i,-0.086682-0.040125i,-0.13344-0.034273i,-0.19067+0.010646i,-0.2073+0.092789i,-0.16165+0.13832i,-0.10848+0.10007i,-0.08351+0.039623i,-0.048754+0.0049148i,-0.00096069-0.023641i
0.033777+0.054i,0.072546+0.052402i,0.12232+0.031712i,0.12904+0.015638i,0.08917+0.017931i,0.08304-0.00667i,0.16769-0.087909i,0.26066-0.19033i,0.23571-0.26497i,0.065316-0.24631i,-0.081853-0.11623i,-0.10733-0.018592i,-0.13618-0.01183i,-0.18197+0.0062894i,-0.1618+0.032249i,-0.1137+0.038971i,-0.08717+0.054607i,-0.077112+0.057089i,-0.05915+0.021245i,-0.027352-0.0083755i,0.0053427+0.0099255i,0.046162+0.030159i,0.061145+0.0059494i
0.12871+0.094996i,0.2443+0.26263i,0.19504+0.42548i,-0.12573+0.44692i,-0.45104+0.40237i,-0.38682+0.42667i,-0.11821+0.3842i,-0.033948+0.26566i,-0.04871+0.18208i,0.0097501+0.056616i,0.066658-0.077598i,0.084645-0.13634i,0.077507-0.18747i,0.034508-0.2193i,0.029485-0.18193i,0.090557-0.17314i,0.12925-0.24469i,0.11338-0.29107i,0.084146-0.24983i,0.049315-0.172i,0.012274-0.10141i,-0.0032669-0.037672i,0.0084213+0.011474i
-0.055972+0.152i,0.11531+0.16173i,0.33068-0.059053i,0.40215-0.40322i,0.34885-0.53533i,0.24795-0.4606i,0.067262-0.40057i,-0.079994-0.40705i,-0.12659-0.41431i,-0.092107-0.27719i,0.011659-0.1037i,0.066364-0.069115i,0.047936-0.062629i,0.046177-0.013745i,0.0609+0.039329i,0.08935+0.079008i,0.14169+0.067455i,0.19853+0.0077876i,0.22638-0.057182i,0.17432-0.10189i,0.057897-0.099638i,-0.030024-0.05661i,-0.047254-0.016997i
-2.2312+4.9288i,-2.3191+3.0158i,0.49856+3.3928i,2.9048+2.2088i,3.6198+0.25088i,2.3898-1.8146i,0.32119-2.012i,-0.37642-0.64201i,0.41123+0.54309i,1.2867+0.67464i,1.1819+0.13408i,0.47322-0.25273i,-0.3216-0.17088i,-0.90046+0.37938i,-0.79666+0.84163i,-0.36127+0.81036i,-0.085391+0.51296i,-0.064605+0.17749i,-0.23316-0.07565i,-0.35088-0.16001i,-0.27158-0.15464i,-0.092809-0.12269i,0.047409-0.099816i
0.0026751+0.023217i,0.049174-0.036824i,-0.014839-0.013521i,-0.19709+0.27969i,-0.20225+0.67835i,0.091694+0.69758i,0.28198+0.42737i,0.22299+0.379i,0.21145+0.43731i,0.24643+0.22793i,0.15514-0.043212i,0.069673-0.1198i,0.060994-0.14353i,0.014443-0.1756i,-0.041214-0.16716i,-0.098989-0.14563i,-0.18107-0.10145i,-0.20831-0.052379i,-0.17139-0.061859i,-0.1336-0.092656i,-0.10015-0.085893i,-0.051343-0.062762i,-0.0073319-0.055095i
0.037456+0.054515i,0.23808-0.015627i,0.55826-0.35683i,0.68306-0.9413i,0.38407-1.3414i,-0.17466-1.1908i,-0.60099-0.67835i,-0.72622-0.30452i,-0.64333-0.19135i,-0.42518-0.13351i,-0.20951-0.06147i,-0.086083-6.5886e-05i,0.004992+0.015552i,0.058805-0.017818i,0.056862-0.037716i,0.047161-0.033424i,0.070109-0.040381i,0.11685-0.10065i,0.10925-0.17871i,0.030502-0.16808i,-0.035433-0.082958i,-0.059547-0.015439i,-0.067699+0.014746i
0.04252-0.12076i,-0.060734-0.26091i,-0.25948-0.29787i,-0.2632-0.14225i,0.049885-0.053762i,0.30773-0.26279i,0.26038-0.52931i,0.18545-0.56249i,0.20332-0.44036i,0.14781-0.27807i,0.050345-0.12341i,-0.0079654-0.038212i,-0.034987+0.028192i,-0.0021346+0.079403i,0.045503+0.050692i,0.04867+0.0083016i,0.040784+0.019102i,0.039295+0.050343i,0.014991+0.056542i,-0.023085+0.043057i,-0.028903+0.025957i,-0.010943-0.0095572i,-0.022278-0.036133i
0.09652-0.090731i,0.3198-0.14573i,0.65765-0.23171i,0.82144-0.28476i,0.6259-0.18175i,0.3667-0.0039274i,0.3654+0.028593i,0.42351-0.035588i,0.34466-0.011564i,0.21781+0.033966i,0.10577+0.010245i,0.02296-0.011788i,-0.033857-0.010793i,-0.085711+0.0060779i,-0.11741+0.049511i,-0.11683+0.096348i,-0.094616+0.11496i,-0.079523+0.093896i,-0.093913+0.067228i,-0.093025+0.066936i,-0.051892+0.05485i,-0.020501+0.0095744i,-0.020096-0.021941i
-0.17127-0.068565i,-0.46299-0.23968i,-0.95909-0.49314i,-1.3953-0.63131i,-1.325-0.56439i,-0.8343-0.36291i,-0.44821-0.05001i,-0.25374+0.27637i,-0.086965+0.34706i,-0.0011879+0.15944i,-0.0089187+0.019584i,0.0019388+0.023372i,0.074682+0.031506i,0.1348-0.015686i,0.13457-0.056672i,0.12371-0.066599i,0.12912-0.09303i,0.10546-0.13353i,0.040971-0.11806i,-0.0019013-0.051794i,-0.0097515-0.0037768i,-0.022632+0.024825i,-0.025192+0.050455i
0.066658+0.05943i,0.22911+0.13217i,0.5771+0.212i,0.95343+0.18309i,0.94314+0.017662i,0.48503-0.063273i,0.073093+0.070537i,-0.049075+0.15573i,-0.037988+0.081609i,0.022548+0.02226i,0.088437+0.013439i,0.11301+0.02216i,0.12887+0.033718i,0.13355+0.029391i,0.11954+0.028332i,0.10129+0.026233i,0.061033+0.029303i,0.018955+0.052613i,0.012863+0.060956i,0.013054+0.031276i,-0.016612-0.0041899i,-0.045488-0.010592i,-0.04533-0.0011371i
-0.029454-0.068038i,-0.20128-0.24548i,-0.53808-0.54137i,-0.83402-0.74513i,-0.73938-0.58991i,-0.28252-0.24882i,0.099917-0.13861i,0.19615-0.19689i,0.16899-0.16205i,0.15799-0.093647i,0.11362-0.097064i,0.017091-0.10555i,-0.061366-0.064359i,-0.074482-0.020664i,-0.047037-0.015176i,-0.028856-0.022704i,-0.027572-0.014044i,-0.030692+0.0046227i,-0.034125+0.013276i,-0.028576+0.019565i,-0.0033555+0.032726i,0.026868+0.028114i,0.026709+0.0045029i
0.0067273-0.0083924i,0.064546+0.070092i,0.17682+0.28815i,0.31033+0.55628i,0.36101+0.594i,0.23473+0.29651i,0.016392-0.018534i,-0.092644-0.12945i,-0.072374-0.10447i,-0.057558-0.035i,-0.069049+0.033587i,-0.055719+0.067912i,-0.028526+0.06366i,-0.018737+0.042495i,-0.029087+0.037235i,-0.027022+0.040296i,-0.0037683+0.0023299i,0.0078518-0.061928i,-0.0052661-0.076174i,-0.010204-0.033284i,0.016672-0.0046413i,0.040298-0.011632i,0.042643-0.016261i
-0.03393+0.025702i,-0.06755-0.0031885i,-0.08366-0.1523i,-0.05558-0.34739i,-0.017673-0.35019i,-0.014565-0.1082i,0.00097494+0.17732i,0.089968+0.31909i,0.15342+0.23068i,0.078027+0.057899i,-0.022089+0.016522i,-0.022762+0.047817i,0.022116+0.044843i,0.067394+0.039852i,0.11608+0.031179i,0.13844+0.011045i,0.12619+0.0099373i,0.097972+0.015332i,0.067792+0.0069366i,0.040426-0.009297i,0.0049612-0.023187i,-0.033399-0.014259i,-0.045545+0.012639i
0.088172-0.026413i,0.21408-0.093411i,0.29501-0.20543i,0.18315-0.26515i,-0.029305-0.15565i,-0.081425+0.071195i,0.065167+0.21303i,0.13986+0.19342i,0.081935+0.13671i,0.076339+0.076876i,0.095782-0.002166i,0.059723-0.025628i,0.026-0.00041954i,0.011786+0.0040303i,-0.0043687-0.010241i,-0.020292-0.017011i,-0.023225+0.0076395i,-0.0059269+0.053208i,0.011143+0.065099i,0.0016591+0.032303i,-0.021611+0.0034709i,-0.031731+0.00019769i,-0.031208+0.0022783i
-0.045518-0.025953i,-0.17867-0.064539i,-0.41533-0.057365i,-0.59657+0.0022636i,-0.55841-0.014318i,-0.45299-0.15998i,-0.50937-0.25608i,-0.54787-0.16701i,-0.35582-0.030889i,-0.10925-0.0073119i,-0.014972-0.055569i,-0.019793-0.070438i,-0.017968-0.058065i,-0.019079-0.047751i,-0.024051-0.0095779i,-0.0083247+0.041432i,0.0012072+0.058838i,-0.003578+0.061911i,0.0012211+0.071683i,0.010282+0.066307i,0.012414+0.04184i,0.011433+0.0067153i,0.010495-0.024531i
0.021634-0.015844i,0.15436+0.013508i,0.498+0.10794i,0.90903+0.17631i,0.94012+0.14142i,0.51477+0.13244i,0.14976+0.2157i,0.072954+0.17819i,0.017066+0.038112i,-0.065638+0.031424i,-0.040206+0.078011i,0.010203+0.04081i,0.0058269-0.0024177i,5.4421e-05-0.0069703i,0.0059037-0.0043535i,0.019568+0.00063094i,0.043256-0.001129i,0.050109-0.024251i,0.036556-0.050109i,0.023426-0.048863i,0.014902-0.033557i,0.002217-0.017962i,-0.0087057+0.0063208i
-0.027033+0.012792i,-0.12129-0.036848i,-0.3056-0.21678i,-0.47867-0.43701i,-0.36791-0.46801i,0.084899-0.35957i,0.49978-0.35665i,0.58624-0.35196i,0.43553-0.23188i,0.23902-0.13869i,0.09707-0.096875i,0.035287-0.049402i,0.027147-0.0064622i,0.033331+0.012654i,0.023271+0.0096525i,-0.0027819+0.0022453i,-0.015824-0.013104i,-0.024984-0.03425i,-0.043958-0.031738i,-0.045705-0.011037i,-0.028226+0.0022325i,-0.015516+0.0061128i,-0.014213+0.011334i
0.032361-0.0042168i,0.084016+0.041477i,0.14058+0.2016i,0.12018+0.44213i,-0.030729+0.52376i,-0.2653+0.34388i,-0.4563+0.22318i,-0.421+0.27735i,-0.17973+0.24109i,-0.0067702+0.085636i,0.024022+0.018087i,0.048506+0.023075i,0.078294-0.016326i,0.067975-0.067026i,0.032342-0.085861i,-0.016126-0.070992i,-0.056242-0.02437i,-0.061684+0.023062i,-0.037054+0.049086i,-0.0043387+0.053421i,0.019837+0.035047i,0.028941+0.0096664i,0.025123-0.011202i
-0.0090766-0.021965i,-0.034582-0.10609i,-0.11361-0.30147i,-0.21203-0.49188i,-0.22613-0.4386i,-0.15149-0.14654i,-0.084902+0.13766i,-0.083586+0.28127i,-0.068373+0.29378i,0.0073015+0.21708i,0.047684+0.10714i,0.016089+0.038648i,-0.012442+0.030964i,-0.0059457+0.03406i,-0.00064619+0.023608i,-0.0079771+0.018841i,-0.0072338+0.02786i,0.0017401+0.030101i,0.0028892+0.011571i,-0.0077019-0.014355i,-0.021906-0.026756i,-0.028708-0.021501i,-0.023616-0.012238i
-0.0010364-0.029617i,-0.016897-0.066003i,-0.038766-0.081642i,-0.046944-0.087846i,-0.05263-0.17615i,-0.10733-0.3316i,-0.20046-0.44815i,-0.24657-0.44613i,-0.20221-0.29395i,-0.10333-0.11197i,-0.033378-0.021768i,-0.0050712+0.021444i,0.030451+0.067429i,0.066818+0.087418i,0.092789+0.072855i,0.1125+0.03631i,0.10846-0.010123i,0.078264-0.041322i,0.03837-0.044762i,0.0049544-0.029811i,-0.011746-0.0093128i,-0.013238+0.0062476i,-0.014068+0.015366i
-0.017637+0.0060978i,-0.0595-0.013399i,-0.1183-0.058918i,-0.129-0.11276i,-0.040328-0.12023i,0.09175-0.073808i,0.16704-0.052432i,0.15005-0.079099i,0.062647-0.10125i,-0.035324-0.083286i,-0.071412-0.043474i,-0.058989-0.024007i,-0.057726-0.016027i,-0.05507+0.0056112i,-0.02641+0.012062i,-4.6409e-05-0.015116i,-0.0051835-0.043495i,-0.024136-0.040621i,-0.029057-0.0093572i,-0.014292+0.020256i,0.0079975+0.021577i,0.017728+0.00076951i,0.016376-0.016492i
-0.0031538-0.0032911i,0.016229+0.028754i,0.093261+0.1191i,0.20331+0.22978i,0.24221+0.26655i,0.22018+0.18156i,0.20879+0.090644i,0.21818+0.081426i,0.20284+0.067018i,0.1237+0.020758i,0.039571+0.021821i,0.01282+0.057602i,0.014621+0.055689i,0.005756+0.024064i,-0.013255+0.0060434i,-0.035497+0.016631i,-0.038164+0.041267i,-0.017191+0.049747i,0.0069761+0.033186i,0.024985+0.011426i,0.026597-0.00047462i,0.013561+0.0014866i,0.0025486+0.0071282i
0.021689+0.010693i,0.062388+0.0072467i,0.10824-0.054432i,0.10557-0.14696i,0.067531-0.12499i,0.049238+0.053582i,0.056886+0.21355i,0.027003+0.23105i,-0.0018583+0.17129i,0.025381+0.083843i,0.037407+0.0033676i,0.028889-0.032599i,0.026888-0.061841i,0.0027572-0.079944i,-0.021099-0.036304i,0.0051702+0.028332i,0.052861+0.046884i,0.069254+0.023989i,0.043321-0.0059716i,0.0012652-0.02294i,-0.024052-0.019881i,-0.025966-0.0064404i,-0.015791+0.0086361i
0.010929-0.013423i,0.038866-0.046997i,0.069341-0.11439i,0.038436-0.19428i,-0.048035-0.24533i,-0.10372-0.25643i,-0.11083-0.22963i,-0.11484-0.15177i,-0.1039-0.039303i,-0.05789+0.017463i,-0.040707-0.012601i,-0.071172-0.036732i,-0.076828-0.0089619i,-0.032778+0.023096i,0.028377+0.012338i,0.05813-0.036355i,0.040666-0.065338i,0.014166-0.048838i,0.0071804-0.012249i,0.011358+0.018212i,0.011169+0.02578i,0.0032397+0.014376i,-0.0077492+9.0869e-05i
0.01093-0.014604i,0.015106-0.037692i,-0.0077215-0.043303i,-0.029137-0.0095609i,-0.031311+0.019097i,-0.043336+0.029501i,-0.059752+0.012916i,-0.046457-0.05772i,-0.027555-0.11359i,-0.020398-0.077313i,0.0068962-0.016409i,0.031621+0.017424i,0.052469+0.046898i,0.069557+0.035921i,0.026858-0.007796i,-0.049276-0.012622i,-0.086+0.017116i,-0.07756+0.030861i,-0.052121+0.014107i,-0.029877-0.011394i,-0.015445-0.023872i,-0.0059892-0.018207i,-0.0026266-0.0053075i
-0.021063-0.028311i,-0.049425-0.064365i,-0.040237-0.090737i,0.063219-0.077804i,0.19159-0.038083i,0.20189-0.0026141i,0.1444+0.058616i,0.14928+0.098174i,0.1465+0.040644i,0.097157-0.033887i,0.076743-0.06369i,0.076566-0.085906i,0.045492-0.099865i,-0.0035759-0.067665i,-0.021869+0.00035884i,0.0079372+0.052458i,0.041678+0.053353i,0.037535+0.032731i,0.010132+0.032061i,-0.010811+0.039048i,-0.015194+0.033133i,-0.0095124+0.01536i,-0.0026214-0.00067071i
-0.018071+0.008352i,-0.093074+0.039792i,-0.24236+0.12565i,-0.36233+0.26692i,-0.31268+0.36202i,-0.15123+0.32829i,-0.037676+0.24525i,0.033675+0.201i,0.099363+0.13588i,0.086607+0.045578i,0.008768+0.018671i,-0.051749+0.035657i,-0.080404+0.043251i,-0.068469+0.040365i,-0.020968+0.019458i,0.0088701-0.017646i,0.0026791-0.040133i,-0.0017428-0.035461i,0.019513-0.018617i,0.04664-0.0095142i,0.050161-0.013548i,0.027779-0.014599i,0.0010056-0.0070744i
-0.0055527+0.012237i,0.0010952+0.031995i,0.042121+0.040221i,0.071862+0.021615i,0.018865-0.0028905i,-0.10121-0.016964i,-0.21926-0.012772i,-0.27237+0.041771i,-0.19244+0.11631i,-0.055643+0.11761i,0.011537+0.087195i,0.052151+0.085954i,0.10109+0.067953i,0.10872+0.018124i,0.071352-0.027494i,0.022988-0.03627i,0.0012865-0.012611i,0.0024636+0.0018241i,-0.008806-0.010962i,-0.026752-0.02605i,-0.029451-0.027343i,-0.014763-0.02238i,0.00073898-0.013523i
0.018248+0.0059506i,0.037916+0.003474i,0.007304-0.040568i,-0.11741-0.12808i,-0.24283-0.16711i,-0.22753-0.11133i,-0.12775-0.056279i,-0.090774-0.035102i,-0.10082+0.0042668i,-0.069838+0.036225i,-0.018571+0.010691i,0.010217-0.040819i,0.032184-0.078775i,0.038091-0.088566i,0.017372-0.065795i,0.0024582-0.039307i,0.0028743-0.032416i,-0.0025545-0.027389i,-0.015361-0.0029431i,-0.022752+0.026991i,-0.020747+0.041227i,-0.015673+0.0371i,-0.009136+0.022714i
0.023753-0.016226i,0.098577-0.065318i,0.23663-0.1922i,0.33587-0.36387i,0.28253-0.45593i,0.15236-0.42415i,0.096177-0.35912i,0.077699-0.30836i,0.019261-0.21788i,-0.025681-0.097387i,-0.027817-0.022096i,-0.036837+0.013217i,-0.055715+0.046012i,-0.045113+0.066851i,-0.0089265+0.065464i,0.015526+0.046838i,0.011547+0.030133i,0.00039496+0.022926i,0.0038139+0.013735i,0.016604+0.0031652i,0.026347-0.0070264i,0.029113-0.01154i,0.023404-0.0098815i
0.0060264-0.017054i,-0.0036205-0.047986i,-0.033401-0.058903i,-0.040972-0.030614i,0.0086935-0.0030639i,0.048408+0.021244i,0.054416+0.055311i,0.076704+0.040975i,0.07972-0.029128i,0.037716-0.051501i,0.013133-0.010339i,0.01776+0.0306i,0.021483+0.069053i,0.025658+0.090901i,0.035509+0.070761i,0.045416+0.038304i,0.052215+0.021707i,0.052675+0.013798i,0.041513+0.00096762i,0.019354-0.016129i,-0.0094344-0.02362i,-0.034064-0.018018i,-0.044724-0.0067538i
-0.01539-0.017197i,-0.011135-0.017965i,0.054145+0.020542i,0.21225+0.10427i,0.33979+0.14473i,0.30536+0.097632i,0.18445+0.088211i,0.12372+0.14173i,0.12144+0.12971i,0.085053+0.043899i,0.0128-0.010567i,-0.023607-0.01795i,-0.018548-0.03205i,-0.015423-0.045666i,-0.022275-0.037714i,-0.02626-0.02756i,-0.022634-0.031805i,-0.014141-0.04178i,-0.011142-0.039319i,-0.011222-0.01991i,-0.001904+0.0070034i,0.015543+0.030591i,0.030289+0.040074i
