-9.9319e-06-0.00048199i,-0.00019512-0.0016547i,-0.00027081-0.0036632i,-7.4871e-05-0.0036323i,-0.00056463-0.0019547i,-0.0019728-0.00046343i,-0.002007+0.00043239i,-0.00067725+0.001106i,0.00037507+0.0012186i,0.00084899+0.00025733i,0.0010514-4.2818e-05i,0.00060559-3.7911e-05i,0.00049625-0.00085317i,0.00089582-0.0011011i,0.00067307-0.00033142i,-0.00026995+1.097e-05i,-0.00055019-0.00026019i,0.00017045-0.00031132i,0.00034398+0.00027286i,0.00025781+0.00021336i,0.00062502-0.00016198i,0.00020775+0.00016089i,-0.00028301+0.00042231i
0.010613+0.13244i,0.038614+0.2279i,0.086293+0.21367i,0.10933+0.076537i,0.089346-0.020621i,0.062351-0.0073517i,0.04673+0.0042198i,0.02228-0.023206i,-0.003533-0.028816i,-0.010665-0.003723i,-0.00292+0.015807i,0.00034084+0.011465i,-0.0052215+0.0052005i,-0.0054744+0.0095706i,-0.0021863+0.010768i,-0.0055951+0.0087567i,-0.013959+0.011302i,-0.018068+0.017156i,-0.01391+0.017316i,-0.0095869+0.0082465i,-0.01128+0.0014765i,-0.012705+0.00086902i,-0.0083802-0.0019668i
0.071239-0.081339i,0.12292-0.14304i,0.13512-0.15777i,0.10327-0.11937i,0.04002-0.095557i,-0.035826-0.084912i,-0.073944-0.019716i,-0.043089+0.056632i,-0.0017371+0.064414i,-0.0019645+0.036481i,-0.0078323+0.020699i,0.00272+0.011875i,0.014105+0.00064788i,0.01703-0.010593i,0.0098272-0.016737i,0.00055055-0.013577i,-0.0040744-0.0033268i,-0.0060173+0.0043032i,-0.0071733+0.0063567i,-0.0058943+0.0079897i,-0.0010184+0.010564i,0.0040315+0.010038i,0.0036147+0.0012809i
-0.12288-0.024556i,-0.24391-0.036463i,-0.32341+0.00080518i,-0.29448+0.073023i,-0.19301+0.094066i,-0.099794+0.046133i,-0.045851-0.016851i,-0.026247-0.054918i,-0.022549-0.055548i,-0.00895-0.039077i,0.00013381-0.029442i,-0.0050441-0.022609i,-0.0062572-0.017616i,-0.0057069-0.016713i,-0.0063314-0.012965i,-0.0019053-0.0091166i,0.0056926-0.010462i,0.012726-0.013067i,0.015075-0.010196i,0.013167-0.0033005i,0.012387-0.0002613i,0.010623-0.0012459i,0.0013412+0.00064298i
0.071973+0.098043i,0.15425+0.16715i,0.22115+0.13974i,0.20455+0.03304i,0.132+0.011676i,0.11157+0.072782i,0.12387+0.063537i,0.085973+0.0027064i,0.035294-0.016541i,0.016239-0.0027061i,0.010321+0.0053044i,0.0013638+0.0028291i,-0.011867+0.0021891i,-0.016587+0.0086438i,-0.014129+0.011833i,-0.013428+0.0094704i,-0.014668+0.0078665i,-0.013473+0.0079449i,-0.0055781+0.0069131i,0.0026983-0.00025493i,0.0033634-0.010893i,-0.0029118-0.01437i,-0.008368-0.004885i
0.020275-0.092023i,0.037741-0.16008i,0.041754-0.15703i,0.048492-0.078612i,0.059614-0.032187i,0.017262-0.038194i,-0.054301+0.00068046i,-0.059388+0.065595i,-0.024586+0.070294i,-0.015257+0.035171i,-0.014602+0.016861i,-0.0045224+0.015055i,0.0063976+0.012586i,0.010543+0.0052772i,0.0056696-0.00023415i,-0.0020529+0.0017933i,-0.0077895+0.0056255i,-0.013635+0.004992i,-0.015883+0.0013263i,-0.013138-0.0031587i,-0.012818-0.0047015i,-0.011827+9.7653e-06i,-0.0025009+0.0060382i
-0.10807+0.029628i,-0.22808+0.056484i,-0.30362+0.088647i,-0.25943+0.089572i,-0.15706+0.010617i,-0.093069-0.091168i,-0.070714-0.12671i,-0.053803-0.10813i,-0.035744-0.073736i,-0.018822-0.038483i,-0.010078-0.017887i,-0.0087735-0.010937i,-0.0058495-0.0090996i,-0.0033855-0.0075312i,-5.5971e-05-0.00065775i,0.0085781+0.0066867i,0.017241+0.0086406i,0.020155+0.0072251i,0.012824+0.0048515i,0.00018669+0.0064275i,-0.0064081+0.012104i,-0.0023729+0.015583i,0.0075419+0.011144i
0.10653+0.047931i,0.22644+0.072175i,0.29728+0.025708i,0.22725-0.054888i,0.091725-0.022226i,0.043648+0.092391i,0.085229+0.12404i,0.092941+0.070045i,0.049792+0.025197i,0.021924+0.013102i,0.015501+0.0096043i,0.0060605+0.0031687i,-0.0083045+0.00063544i,-0.013541+0.0064172i,-0.0068298+0.0098342i,0.0012301+0.0058018i,0.0047322+0.0020117i,0.0057928+0.0034011i,0.0060832+0.0079056i,0.0066752+0.0098176i,0.0089069+0.0080272i,0.011419+0.0016626i,0.008941-0.010361i
-0.025901-0.078702i,-0.046533-0.1318i,-0.046938-0.10897i,-0.019056-0.014007i,0.0045656+0.0489i,-0.011514+0.061921i,-0.051198+0.072543i,-0.057517+0.085202i,-0.027938+0.076835i,-0.0058682+0.041621i,-0.00048429+0.014216i,0.0027359+0.011678i,0.0080486+0.014244i,0.011455+0.0081962i,0.0096531-0.0014378i,0.0025106-0.0072979i,-0.0052842-0.010369i,-0.0091826-0.011563i,-0.0059425-0.0092998i,0.0024412-0.005251i,0.0088021-0.0045324i,0.0066095-0.0081389i,-0.0040009-0.010421i
-0.076486+0.057228i,-0.17992+0.11092i,-0.25412+0.14407i,-0.19339+0.12414i,-0.038195+0.016319i,0.05243-0.13653i,0.036166-0.19941i,0.0092956-0.15871i,0.0076813-0.10442i,-0.0015558-0.062058i,-0.010979-0.029082i,-0.0060368-0.012952i,0.0025574-0.0082055i,0.0046505-0.0043797i,0.0034461+0.0024284i,0.0039384+0.0083245i,0.0044732+0.0085389i,0.0057741+0.0036825i,0.0065824-0.0028268i,0.0053029-0.0079283i,0.001467-0.0096594i,-0.0067957-0.0049593i,-0.014679+0.006456i
0.10272-0.0056733i,0.21961-0.026843i,0.29135-0.07638i,0.2191-0.13598i,0.051806-0.11508i,-0.037644+0.010043i,0.0048044+0.096615i,0.044711+0.075808i,0.021992+0.034241i,-0.00023776+0.024055i,-0.00070619+0.018791i,-0.00056372+0.0078809i,-0.0053186+0.0020658i,-0.006304+0.0023844i,0.0008235+0.0021504i,0.0087196-0.00026387i,0.011029+0.00013105i,0.0084781+0.0020149i,0.0023775-0.0011899i,-0.0060797-0.0068104i,-0.01235-0.0071301i,-0.0092374-0.00013644i,0.00082147+0.0083358i
-0.055952-0.044818i,-0.089671-0.073129i,-0.096388-0.066125i,-0.097712-0.0043425i,-0.12053+0.08147i,-0.12893+0.12446i,-0.11182+0.10941i,-0.083412+0.087634i,-0.042225+0.073601i,-0.0046665+0.046443i,0.0091173+0.023117i,0.0085868+0.015674i,0.0063479+0.010648i,0.0082391+0.0025086i,0.010626-0.009648i,0.0065078-0.01947i,0.0016125-0.02218i,-0.0020416-0.020316i,-0.0086872-0.012083i,-0.012879+0.00049637i,-0.0087686+0.0099048i,0.0022899+0.0095191i,0.013724+0.0015782i
-0.039277+0.068109i,-0.11854+0.12774i,-0.19332+0.18897i,-0.12069+0.21639i,0.091347+0.13476i,0.21752-0.036747i,0.17232-0.14894i,0.10183-0.14582i,0.069773-0.10718i,0.033603-0.076939i,0.0051288-0.049416i,9.1556e-05-0.028575i,0.0028485-0.015361i,0.00090105-0.0063057i,-0.0052464+0.00082774i,-0.0079623+0.004916i,-0.0089962+0.0034863i,-0.0098125+0.0031957i,-0.0066969+0.0097002i,0.00035442+0.017405i,0.0076231+0.016555i,0.0093018+0.0051932i,0.0031065-0.0079367i
0.074958-0.041581i,0.17541-0.078451i,0.26776-0.13339i,0.24303-0.20247i,0.095594-0.20867i,-0.021967-0.10945i,-0.028261+0.0032601i,-0.0051139+0.029226i,-0.015658+0.0044788i,-0.029043+0.002732i,-0.022577+0.012327i,-0.012521+0.0094435i,-0.0088134+0.0026543i,-0.0072527+0.00026282i,-0.0062827+0.0015899i,-0.0055473+0.0060703i,-0.0045124+0.012387i,-0.0017746+0.015029i,0.0052988+0.010592i,0.012046+0.00067839i,0.012548-0.010279i,0.0032346-0.014654i,-0.0093138-0.011162i
-0.049621-0.006422i,-0.078456-0.026231i,-0.098019-0.050849i,-0.14311-0.051487i,-0.21891-0.0095202i,-0.25617+0.055479i,-0.21128+0.083967i,-0.14214+0.072761i,-0.086535+0.068483i,-0.031067+0.063479i,0.0042115+0.042877i,0.010353+0.02304i,0.0083884+0.010748i,0.010118+0.0016373i,0.013006-0.0059887i,0.012555-0.010878i,0.010589-0.012877i,0.0070887-0.01274i,0.0032131-0.013839i,-0.00042782-0.016997i,-0.0065269-0.015739i,-0.011954-0.0064065i,-0.010849+0.0062909i
-0.017313+0.048293i,-0.093228+0.11198i,-0.18176+0.20417i,-0.13936+0.29508i,0.05587+0.3002i,0.22349+0.16526i,0.22401+0.0054616i,0.15029-0.053261i,0.10777-0.050764i,0.070342-0.050967i,0.02995-0.045977i,0.0089592-0.030297i,0.0029249-0.016536i,2.5434e-05-0.0057266i,-0.0021752+0.0011483i,-0.0013413+0.00056286i,-0.0010465-0.0049006i,-0.0025806-0.0072911i,-0.0077723-0.0027347i,-0.015286+0.0052058i,-0.016923+0.012958i,-0.0090603+0.018209i,0.0018033+0.017417i
0.041927-0.048924i,0.12868-0.09304i,0.23391-0.13809i,0.27824-0.18504i,0.22617-0.21959i,0.10944-0.18513i,0.023453-0.087213i,3.4885e-05-0.02803i,-0.022262-0.029831i,-0.047708-0.025445i,-0.043936-0.0053799i,-0.026483+0.0046976i,-0.014793+0.0056792i,-0.010247+0.0037155i,-0.011838+0.0029032i,-0.014261+0.0044708i,-0.015118+0.0068343i,-0.014257+0.01024i,-0.0074752+0.014265i,0.0017799+0.015805i,0.0085231+0.013617i,0.013756+0.0061986i,0.01576-0.0039989i
-0.030393+0.011655i,-0.045977-0.00547i,-0.049666-0.065708i,-0.10394-0.15573i,-0.23742-0.18297i,-0.30389-0.099088i,-0.24477-0.010391i,-0.17435+0.020496i,-0.11944+0.042427i,-0.0544+0.056772i,-0.01209+0.04332i,0.0011045+0.022926i,0.006298+0.0097344i,0.0097103+0.0029731i,0.01308+0.00019612i,0.013005-0.00068545i,0.010434+0.0010833i,0.010033+0.0023238i,0.012557+0.00041408i,0.016513-0.0048543i,0.017199-0.012429i,0.010086-0.019193i,0.00071516-0.018618i
-0.0089031+0.031334i,-0.079386+0.091807i,-0.19699+0.19431i,-0.22632+0.33025i,-0.081109+0.40836i,0.08803+0.3191i,0.14204+0.15495i,0.13211+0.064244i,0.11861+0.030753i,0.091493-0.0020292i,0.053414-0.021489i,0.024655-0.020722i,0.0094563-0.013883i,0.0034371-0.0064324i,0.0037302-0.00026498i,0.0078311+0.0019717i,0.011675+3.5379e-05i,0.011403-0.0032002i,0.0056346-0.0057501i,-0.0023389-0.0082195i,-0.01086-0.0082598i,-0.018266-0.0026761i,-0.018715+0.0042077i
0.018134-0.034525i,0.081505-0.070491i,0.19131-0.084577i,0.29267-0.086081i,0.30988-0.1134i,0.23505-0.12854i,0.12941-0.090825i,0.057432-0.046448i,0.012777-0.043339i,-0.025279-0.042845i,-0.03697-0.019478i,-0.026167-0.0017072i,-0.016638+0.0026055i,-0.013202+3.2595e-05i,-0.013122-0.0061645i,-0.013887-0.0093845i,-0.01359-0.0084303i,-0.012898-0.0053806i,-0.011507-0.0019862i,-0.011047+0.002033i,-0.010753+0.009733i,-0.0060791+0.017576i,-0.0013316+0.018371i
-0.007072+0.0083712i,-0.00044114-0.011165i,0.020535-0.10661i,-0.011375-0.25868i,-0.12574-0.33205i,-0.22019-0.25079i,-0.20954-0.12212i,-0.1525-0.055942i,-0.11053-0.015653i,-0.066929+0.023236i,-0.02684+0.032464i,-0.0054176+0.021463i,0.0049109+0.011224i,0.010708+0.005185i,0.010556+0.00024933i,0.0042829-0.0025886i,-0.002419-0.0021797i,-0.0052094-0.0029316i,-0.0035848-0.0045491i,0.0032252-0.0027583i,0.010923-0.0014556i,0.016901-0.0036824i,0.016916-0.0048065i
-0.016605+0.015522i,-0.092803+0.06229i,-0.23073+0.15979i,-0.31869+0.28656i,-0.26611+0.36283i,-0.1234+0.3264i,0.00078681+0.21443i,0.060643+0.12318i,0.082684+0.077185i,0.078119+0.039915i,0.051529+0.0081207i,0.022639-0.005538i,0.0057136-0.0061433i,0.00053808-0.0010599i,0.0027693+0.0067166i,0.0072325+0.012204i,0.0090078+0.012369i,0.007717+0.011379i,0.0029915+0.0094627i,-0.0020455+0.0037843i,-0.0036138-0.0054833i,-0.0038838-0.013532i,-0.0020665-0.01481i
0.0063189-0.021218i,0.049666-0.034781i,0.13998-0.01691i,0.24681+0.036305i,0.31595+0.061637i,0.29328+0.014803i,0.18775-0.026469i,0.093261-0.024348i,0.038268-0.036288i,-0.0022773-0.048872i,-0.020066-0.029851i,-0.01705-0.0097755i,-0.014547-0.0031844i,-0.013476-0.002515i,-0.011292-0.0049148i,-0.0072086-0.0050761i,-0.0025778-0.0020423i,-0.0019195+0.0015078i,-0.0028596+0.0042145i,-0.0041696+0.0069205i,-0.0079717+0.0094591i,-0.011666+0.010167i,-0.01228+0.0045993i
0.0098163-0.0032214i,0.040477-0.036343i,0.093779-0.13663i,0.11098-0.28987i,0.034606-0.37952i,-0.068934-0.31063i,-0.1028-0.18632i,-0.092011-0.12084i,-0.079428-0.071713i,-0.05372-0.017215i,-0.020975+0.0070624i,-0.00057293+0.0096533i,0.0091169+0.0083515i,0.012488+0.0030817i,0.010417-0.0030467i,0.0047992-0.0083396i,0.0015018-0.013065i,0.002842-0.014538i,0.0056042-0.011868i,0.007817-0.0052916i,0.0098009+0.0027598i,0.010527+0.0081873i,0.005244+0.0089651i
-0.030839+0.016977i,-0.11212+0.063461i,-0.24695+0.14086i,-0.35223+0.21066i,-0.35045+0.23523i,-0.25022+0.2067i,-0.11966+0.1544i,-0.022481+0.11112i,0.024731+0.083538i,0.038095+0.05635i,0.029023+0.026394i,0.012556+0.0073705i,0.0032734+0.000552i,0.0010743+0.001544i,0.0013002+0.0071621i,6.0768e-05+0.010395i,-0.0019506+0.0094628i,-0.0028361+0.0065162i,-0.0031825+0.0019064i,-0.0011546-0.0042267i,0.0039179-0.01055i,0.0075088-0.012202i,0.0068167-0.0046267i
0.0098828-0.0060869i,0.047121-0.0083119i,0.10104+0.021226i,0.15342+0.11095i,0.20737+0.18535i,0.23496+0.15148i,0.17907+0.069796i,0.085537+0.029261i,0.035138+0.00040281i,0.011227-0.028141i,-0.0048446-0.025958i,-0.0082088-0.011733i,-0.0098376-0.0033525i,-0.01076+0.0013295i,-0.0076681+0.0024411i,-0.0027561+0.0035888i,0.00022176+0.005951i,-0.0025978+0.0080446i,-0.0070899+0.0082777i,-0.0095705+0.0054116i,-0.012611+0.00072693i,-0.01296-0.0029659i,-0.0056942-0.0044593i
0.01485-0.016751i,0.049508-0.064436i,0.12516-0.14955i,0.19749-0.25598i,0.17882-0.31232i,0.071785-0.26464i,-0.010513-0.17676i,-0.027974-0.12353i,-0.034556-0.084237i,-0.032506-0.037284i,-0.01442-0.0088344i,0.0010893-0.00060253i,0.0099538+0.00221i,0.014083+0.0016228i,0.015537-0.0035961i,0.016385-0.011023i,0.015408-0.014891i,0.013034-0.012675i,0.010636-0.0064569i,0.0062243+0.0022155i,0.00060702+0.010197i,-0.0019879+0.01182i,-0.0020733+0.0049729i
-0.035524+0.02395i,-0.10736+0.075617i,-0.21168+0.12492i,-0.29105+0.11182i,-0.30515+0.052656i,-0.25247+0.023982i,-0.15392+0.039423i,-0.061129+0.053945i,-0.012896+0.055574i,9.3678e-06+0.045693i,0.00015958+0.025567i,-0.0023341+0.0092602i,-0.00055858+0.0012907i,0.0020138-0.0023102i,0.00068935-0.0017449i,-0.0029753-0.0012194i,-0.0056094-0.0038254i,-0.0039784-0.0053167i,-0.00048505-0.0047985i,0.0039488-0.0035551i,0.0090061-0.0025364i,0.01012-0.0018544i,0.0052175-0.00014815i
0.019779-0.0019767i,0.049526-0.0090387i,0.059284+0.017748i,0.040641+0.1197i,0.055303+0.22494i,0.10734+0.21751i,0.10012+0.13272i,0.043564+0.071719i,0.020259+0.031663i,0.016556-0.0046709i,0.0045141-0.014804i,-0.0024131-0.0097154i,-0.0075249-0.0049214i,-0.011938+0.0005119i,-0.011818+0.0035485i,-0.011478+0.0060752i,-0.011779+0.0090314i,-0.012913+0.0081487i,-0.012462+0.0033753i,-0.0085973-0.0028762i,-0.0048796-0.0078678i,-0.004009-0.0084047i,-0.0036748-0.0042402i
0.0015711-0.032187i,0.025061-0.07636i,0.10111-0.13004i,0.1965-0.17172i,0.2086-0.1806i,0.12484-0.15157i,0.049948-0.11093i,0.024638-0.086188i,0.0061314-0.064548i,-0.0071194-0.03331i,-0.0013288-0.0098045i,0.0054305-0.0014981i,0.0084589+0.00062465i,0.011763-0.00033653i,0.013879-0.0040114i,0.015208-0.0064077i,0.014186-0.0054645i,0.010097-0.0027857i,0.0059684+0.00090595i,0.00012993+0.0036745i,-0.0066228+0.0043273i,-0.0080155+0.0045822i,-0.0046566+0.005108i
-0.033706+0.036668i,-0.087273+0.096096i,-0.14908+0.13365i,-0.17127+0.072182i,-0.1562-0.048631i,-0.13903-0.092962i,-0.099029-0.046887i,-0.043647-0.0010663i,-0.019404+0.020022i,-0.016877+0.026794i,-0.01404+0.019877i,-0.0097641+0.0096568i,-0.0013954+0.001945i,0.0045068-0.004742i,0.0036017-0.0075609i,0.0009181-0.0089801i,-0.0011446-0.010311i,-0.00081277-0.0080823i,0.0013176-0.0031394i,0.004438+0.0017386i,0.005949+0.0046039i,0.0055087+0.0042875i,0.0055477+0.0027691i
0.025352-0.0071138i,0.05063-0.025177i,0.031385-0.024774i,-0.054566+0.04525i,-0.10341+0.15656i,-0.040574+0.19277i,0.0075543+0.13289i,-0.010026+0.071826i,-0.0070086+0.038514i,0.0092796+0.010553i,0.0069406-0.0025313i,-0.00070702-0.0033011i,-0.0096205-0.0017491i,-0.016409+0.0019409i,-0.018594+0.0040414i,-0.020224+0.0059393i,-0.019286+0.0085003i,-0.014932+0.007784i,-0.0084346+0.0035202i,-0.0010881-0.0011585i,0.0033014-0.0041955i,0.0035576-0.0059498i,0.0022875-0.0074924i
-0.010482-0.032771i,-0.0035106-0.074344i,0.047024-0.1012i,0.13233-0.084184i,0.1657-0.056719i,0.10811-0.054523i,0.052387-0.052117i,0.041071-0.045772i,0.02705-0.042062i,0.0092204-0.025385i,0.0048925-0.0088796i,0.0042308-0.0029843i,0.0034111-0.00036501i,0.0041772+0.0012869i,0.0050095+0.003i,0.0066337+0.0054389i,0.0067341+0.0068888i,0.0045711+0.0054187i,0.0019293+0.0016593i,-0.0014102-0.0023242i,-0.0048797-0.0035253i,-0.0064318-0.0012307i,-0.0063889+2.9829e-05i
-0.019595+0.049635i,-0.049119+0.12048i,-0.055943+0.16736i,-0.010287+0.092608i,0.030921-0.051901i,0.017589-0.11352i,-0.0037308-0.075053i,-0.0036975-0.023248i,-0.0078339+0.00078139i,-0.015608+0.0071753i,-0.013495+0.0074492i,-0.0061881+0.0055633i,0.0045284+0.00033951i,0.011785-0.0054014i,0.012622-0.0058447i,0.012322-0.0048747i,0.010804-0.0053151i,0.006766-0.0040324i,0.0027528-0.0012167i,0.00011992+0.0012662i,-0.00039567+0.0029448i,0.00013073+0.0040866i,-0.00057323+0.0051652i
0.027189-0.018961i,0.052522-0.054441i,0.014769-0.090707i,-0.10985-0.05859i,-0.18482+0.045434i,-0.1326+0.11374i,-0.069638+0.090646i,-0.051248+0.045334i,-0.026755+0.029058i,0.00054349+0.018084i,0.0076597+0.0072257i,0.0037265+0.0033078i,-0.0059718+0.0031022i,-0.014785+0.0043145i,-0.017157+0.0032854i,-0.017019+0.0024042i,-0.013673+0.0031525i,-0.0075691+0.0043469i,-0.0029981+0.0054711i,0.001115+0.005697i,0.0047304+0.0046231i,0.0063501+0.0021716i,0.006008+0.00075648i
-0.023018-0.02696i,-0.04277-0.063891i,-0.026856-0.069858i,0.032301-0.021617i,0.062976+0.018004i,0.045324+0.0096462i,0.034184-0.0029764i,0.037558-0.0069908i,0.028711-0.016981i,0.010831-0.016486i,0.0016058-0.0080013i,-0.00041572-0.0052684i,-0.0022653-0.002756i,-0.0031754+0.0021431i,1.3694e-05+0.0055174i,0.0034419+0.0059242i,0.0038771+0.0030945i,0.0038313+0.00021996i,0.0041302-0.0021071i,0.0030197-0.0049068i,0.001188-0.0065025i,0.00059937-0.0060289i,0.0005193-0.0030275i
-0.0066267+0.054563i,-0.0095084+0.14102i,0.021543+0.20776i,0.1043+0.15521i,0.16746+0.024465i,0.13081-0.051288i,0.062236-0.039848i,0.028966-0.012041i,0.006653-0.0042605i,-0.007993-0.0039744i,-0.0089537-0.0020102i,-0.0033602+0.00050327i,0.007036-0.0010253i,0.016152-0.0046913i,0.019213-0.0038039i,0.017774-0.00035246i,0.012805+0.00018725i,0.0076334-0.0027757i,0.0022649-0.0051195i,-0.0025071-0.0054156i,-0.0037028-0.0043984i,-0.0034448-0.0023033i,-0.0025373-0.0016695i
0.031288-0.032905i,0.056331-0.092892i,0.022523-0.16556i,-0.10196-0.17693i,-0.19808-0.098204i,-0.16439-0.0037417i,-0.093797+0.01701i,-0.060015+0.0036726i,-0.030911+0.0097903i,-0.0048815+0.012307i,0.0056493+0.0078738i,0.0040177+0.0061006i,-0.0044701+0.0063962i,-0.01047+0.0058554i,-0.011005+0.00057831i,-0.0096843-0.0029365i,-0.0061585-0.0010471i,-0.0047943+0.0018458i,-0.0058689+0.0051656i,-0.0050635+0.0085162i,-0.0031087+0.0084048i,-0.0012784+0.005688i,-0.00062465+0.0018813i
-0.037965-0.018196i,-0.080966-0.042361i,-0.10103-0.042096i,-0.066367+0.0060152i,-0.019424+0.043118i,0.0032279+0.025474i,0.016894+0.011016i,0.028276+0.0085681i,0.024461-0.0037514i,0.010217-0.008695i,0.0011131-0.0079236i,-0.00096941-0.008309i,-0.0027554-0.0056791i,-0.0043071-0.0007274i,-0.001948+0.0015961i,0.00081503-0.0012232i,0.0012561-0.0055218i,0.0021096-0.0048518i,0.0037284-0.00050991i,0.0042056+0.0020147i,0.0045218+0.0018698i,0.0040576+0.00061039i,0.00034351+0.0010045i
0.010538+0.054595i,0.030023+0.14681i,0.081471+0.23836i,0.16861+0.22905i,0.21436+0.12783i,0.16405+0.041997i,0.086417+0.012i,0.03656+0.0061902i,0.0090099-0.00092129i,-0.0039597-0.0052356i,-0.0063818-0.0023271i,-0.002723+0.0015815i,0.0074339+0.00021272i,0.016298-0.0038308i,0.016801-0.0038487i,0.012183+6.5464e-05i,0.0055169+0.00076968i,0.0016047-0.0036478i,0.0014002-0.0082229i,0.0027053-0.0097147i,0.003294-0.0091986i,0.002036-0.0067687i,0.0001946-0.0018517i
0.019717-0.040375i,0.041472-0.11478i,0.021225-0.20796i,-0.074732-0.24416i,-0.15507-0.17954i,-0.14236-0.08403i,-0.09224-0.041987i,-0.056003-0.02805i,-0.030991-0.0055262i,-0.011653+0.0080638i,-0.0020077+0.0086341i,-0.0010006+0.0067784i,-0.0050237+0.0064051i,-0.0080979+0.004311i,-0.0091584-0.00085528i,-0.0089108-0.0026567i,-0.0064562-0.0003451i,-0.0063276+0.0011435i,-0.0089179+0.00087128i,-0.0093235+0.00076628i,-0.008231+0.00070304i,-0.0058745+0.00076143i,-0.0009157+0.0010617i
-0.042876-0.0096848i,-0.10059-0.023745i,-0.14447-0.027548i,-0.12877-0.0011345i,-0.07779+0.015079i,-0.028018+0.0075808i,0.0061368+0.012053i,0.020866+0.014685i,0.021542+0.0018967i,0.011858-0.0073075i,0.004008-0.0099619i,0.0025021-0.010485i,-1.1554e-05-0.0068536i,-0.0027193-0.0017838i,-0.0017644-0.001006i,0.0010192-0.0051414i,0.002923-0.0076176i,0.0022646-0.0032309i,0.00073365+0.0034675i,-0.00090918+0.007619i,-0.002288+0.0078655i,-0.001087+0.0048745i,-0.00021019+0.00024322i
0.02204+0.047166i,0.054653+0.13771i,0.10623+0.24738i,0.16879+0.27648i,0.1911+0.20738i,0.13563+0.10978i,0.062615+0.044526i,0.022016+0.015876i,0.0035797+0.0027877i,-0.0037259-8.6667e-05i,-0.0060601+0.002341i,-0.003608+0.0035721i,0.0054913+0.00030575i,0.011805-0.0037716i,0.0097718-0.0035952i,0.0042178-0.00059204i,-0.0011747+0.00069897i,-0.0015514-0.00093731i,0.0025056-0.0025797i,0.0056919-0.0022909i,0.0069906-0.00028155i,0.0044562+0.0001443i,-0.00072188-0.00078651i
0.0086656-0.043743i,0.028827-0.12295i,0.030629-0.22328i,-0.024333-0.27039i,-0.087099-0.22267i,-0.093065-0.12931i,-0.064656-0.06969i,-0.041033-0.039995i,-0.026179-0.014436i,-0.014823+0.00085238i,-0.0075282+0.0068978i,-0.0062556+0.0063867i,-0.010058+0.0038586i,-0.012186+0.0027608i,-0.011444+0.00033543i,-0.0097884+0.00093908i,-0.0067796+0.0043543i,-0.0054287+0.0034933i,-0.0046062+0.00015316i,-0.0010709-0.0023344i,0.00062186-0.0035906i,-0.00074256-0.0014465i,-0.00048489+0.0035838i
-0.039358+0.002936i,-0.1021-0.004326i,-0.15806-0.016072i,-0.14831-0.011467i,-0.08325-0.00040552i,-0.021336+0.007113i,0.0076797+0.02248i,0.017454+0.024067i,0.019836+0.0087706i,0.015824-0.0024509i,0.011047-0.0070399i,0.0085552-0.0076083i,0.0049483-0.0053646i,0.0014737-0.0017389i,0.0024248+0.00022782i,0.0066573-0.0017508i,0.0081645-0.0034728i,0.0057523-0.0014303i,0.0016544+0.0009448i,-0.0028253+0.00040482i,-0.004643-0.00087494i,-0.002602-0.0017232i,0.00080123-0.002109i
0.025386+0.035328i,0.061152+0.12092i,0.10152+0.23851i,0.12686+0.29134i,0.11184+0.23806i,0.063384+0.13954i,0.025561+0.060935i,0.0075241+0.021437i,-0.0023262+0.0074273i,-0.0056132+0.0045339i,-0.0048385+0.0060755i,-0.0018213+0.0063473i,0.0032943+0.0029038i,0.0075041-0.00057987i,0.0064886-0.00091906i,0.0017282-7.4739e-05i,-0.0017332+0.00022222i,-0.0022602+0.00099254i,-0.00033138+0.0021291i,0.0014546+0.0028884i,0.00174+0.0039015i,0.0018737+0.0024449i,0.0025821-0.0014541i
0.0020754-0.039225i,0.019735-0.11639i,0.036095-0.21382i,0.015997-0.25866i,-0.024418-0.21613i,-0.042034-0.14022i,-0.036395-0.083667i,-0.025278-0.044229i,-0.017034-0.018328i,-0.013486-0.0055093i,-0.01227+0.00099341i,-0.012414+0.003316i,-0.014225+0.003461i,-0.013487+0.0024287i,-0.010833+0.0012795i,-0.0090821+0.0023266i,-0.0068347+0.0027559i,-0.0049574+0.00096165i,-0.0030058-0.00015217i,0.00060377+0.00065968i,0.0029369+0.0012949i,0.001207+0.0018495i,-0.0014898+0.0023527i
-0.034789+0.0057434i,-0.093297+0.0051846i,-0.14522-0.0080372i,-0.12789-0.018132i,-0.056006-0.014133i,0.0028584+0.0078747i,0.019845+0.033231i,0.019002+0.033763i,0.018266+0.017122i,0.017011+0.003587i,0.016337-0.0024789i,0.013271-0.0035034i,0.0076346-0.0012557i,0.0032589+0.001899i,0.0044771+0.0023839i,0.0087671+0.0002783i,0.0090969-0.00070142i,0.0054605+0.00041314i,0.0016474+0.00078208i,-0.00076489-0.0011335i,-0.0014944-0.0036217i,-0.00094271-0.0038355i,-0.00089251-0.002051i
