-9.9319e-06-0.00048199i,-0.00019512-0.0016547i,-0.00027081-0.0036632i,-7.4871e-05-0.0036323i,-0.00056463-0.0019547i,-0.0019728-0.00046343i,-0.002007+0.00043239i,-0.00067725+0.001106i,0.00037507+0.0012186i,0.00084899+0.00025733i,0.0010514-4.2818e-05i,0.00060559-3.7911e-05i,0.00049625-0.00085317i,0.00089582-0.0011011i,0.00067307-0.00033142i,-0.00026995+1.097e-05i,-0.00055019-0.00026019i,0.00017045-0.00031132i,0.00034398+0.00027286i,0.00025781+0.00021336i,0.00062502-0.00016198i,0.00020775+0.00016089i,-0.00028301+0.00042231i
-0.23062-0.042018i,-0.47327-0.065175i,-0.61239-0.008693i,-0.44913+0.095613i,-0.13238+0.089863i,0.065842+0.0022578i,0.13431+0.017878i,0.16896+0.072224i,0.13933+0.046004i,0.058908+0.0098086i,0.017575+0.0031963i,0.0017279-0.0066837i,-0.021651-0.013411i,-0.036283-0.014225i,-0.042367-0.0094144i,-0.039962+0.0066559i,-0.02654+0.020341i,-0.0098895+0.030142i,0.0078267+0.036805i,0.020436+0.03191i,0.019558+0.028253i,0.01337+0.035579i,0.019104+0.04226i
0.01593+0.10519i,-0.031526+0.30196i,-0.10777+0.5298i,-0.16495+0.56808i,-0.21942+0.37417i,-0.26528+0.15884i,-0.22099+0.03562i,-0.10919-0.039597i,-0.015592-0.082756i,0.024691-0.085847i,0.018501-0.05485i,0.00060403+0.0036257i,-0.006056+0.05755i,-0.0082062+0.071243i,-0.0089557+0.048577i,-0.0102+0.025545i,-0.009103+0.02392i,0.0070657+0.026432i,0.024675+0.011383i,0.025513-0.0050278i,0.022372-0.0079843i,0.019648-0.011226i,0.0087027-0.020112i
0.15583-0.15274i,0.36161-0.34065i,0.5031-0.50063i,0.40931-0.44052i,0.20404-0.1675i,0.099534+0.055753i,0.041471+0.054537i,-0.050143-0.029533i,-0.10423-0.03852i,-0.074171-0.011051i,-0.030564-0.016369i,-0.018146-0.028401i,-0.0019504-0.0111i,0.029029+0.010483i,0.044315+0.0059278i,0.030896-0.019882i,0.00085768-0.038715i,-0.024284-0.04341i,-0.031953-0.044821i,-0.027041-0.039232i,-0.012743-0.02415i,0.0066344-0.010953i,0.018959-0.010357i
-0.12647+0.040084i,-0.28528+0.0072925i,-0.38766-0.065371i,-0.26564-0.1042i,-0.016018-0.11362i,0.09783-0.12624i,0.049653-0.05057i,0.022027+0.065235i,0.047186+0.071986i,0.027478+0.015078i,-0.012455+9.0649e-05i,-0.0079067-0.0025741i,0.023739-0.031307i,0.045162-0.064508i,0.022509-0.080181i,-0.029514-0.062374i,-0.059617-0.027385i,-0.068512-0.0022917i,-0.072784+0.014932i,-0.064603+0.02684i,-0.044214+0.033149i,-0.019826+0.035553i,-0.0049525+0.035863i
0.01682+0.14263i,-0.0010949+0.33818i,-0.040754+0.47693i,-0.082441+0.37029i,-0.10971+0.095396i,-0.11552-0.091503i,-0.085828-0.10567i,-0.036756-0.031925i,4.149e-05+0.036884i,0.0096318+0.071387i,0.0080596+0.096099i,0.018774+0.10781i,0.023425+0.077933i,-0.0014176+0.028536i,-0.037616+0.011334i,-0.0582+0.040431i,-0.053631+0.082931i,-0.030786+0.10365i,-0.0085595+0.093341i,0.0017782+0.06582i,0.0065823+0.040548i,0.010837+0.021015i,0.0076828+0.0084803i
0.017802-0.11673i,0.12136-0.22808i,0.2474-0.27281i,0.24171-0.16437i,0.10135+0.037643i,0.026106+0.19856i,0.076468+0.19037i,0.10448+0.051639i,0.040448-0.019307i,-0.0021479+0.021514i,0.024019+0.038953i,0.041799+0.0035375i,0.025664-0.016273i,0.0039841+0.0053921i,0.0093768+0.054355i,0.05841+0.081566i,0.10138+0.062081i,0.10432+0.032602i,0.088268+0.013899i,0.068569-0.0061779i,0.048202-0.026404i,0.025894-0.033629i,0.0091843-0.021028i
-0.098368+0.025824i,-0.21056+0.031993i,-0.25582+0.041224i,-0.13584+0.052132i,0.04675+0.0094586i,0.09441-0.091949i,0.0066637-0.1243i,-0.043949-0.058889i,0.00019385-0.017289i,0.036123-0.03645i,0.025052-0.053634i,0.0098976-0.053917i,0.0038713-0.044316i,0.013242-0.023296i,0.04859-0.017102i,0.087992-0.04382i,0.10354-0.082606i,0.084447-0.099136i,0.043324-0.081024i,0.0094392-0.054573i,-0.014229-0.042247i,-0.035816-0.027211i,-0.041671-0.00030933i
0.048173+0.016304i,0.057033+0.087365i,0.011086+0.14462i,-0.058724+0.088742i,-0.10725-0.03945i,-0.12343-0.11537i,-0.11624-0.10878i,-0.10438-0.056465i,-0.081468-0.016214i,-0.050726-0.014694i,-0.038903-0.011189i,-0.046059+0.01359i,-0.049387+0.028639i,-0.036391+0.0095819i,-0.022366-0.046778i,-0.04458-0.10609i,-0.08807-0.1195i,-0.10312-0.09194i,-0.084203-0.053549i,-0.058956-0.01832i,-0.046514+0.0091252i,-0.036453+0.031471i,-0.016809+0.041296i
0.0057381-0.075876i,0.030096-0.16776i,0.048757-0.19162i,0.025966-0.074943i,-0.044127+0.11035i,-0.11043+0.24834i,-0.07329+0.28118i,0.033458+0.18285i,0.049221+0.046737i,-0.002253-0.0068975i,-0.017551-0.009159i,-0.0095616-0.0070958i,0.00053672-0.0035938i,-0.0036144-0.011934i,-0.046992-0.017253i,-0.10189+0.0056571i,-0.12671+0.040097i,-0.11149+0.057748i,-0.067865+0.054196i,-0.025086+0.043036i,0.0036848+0.039802i,0.026669+0.03858i,0.0386+0.028321i
0.0036241+0.11245i,0.00041478+0.17595i,0.014748+0.17205i,0.066818+0.11026i,0.13679+0.055132i,0.18038+0.029913i,0.14864+0.015581i,0.077215+0.014136i,0.048707+0.020694i,0.042817+0.012571i,0.036968+0.0058415i,0.042226-0.0015688i,0.036429-0.010815i,0.0099664+0.00081096i,-0.019494+0.047197i,-0.019736+0.1175i,0.01273+0.1637i,0.038681+0.15404i,0.039182+0.10496i,0.032555+0.051566i,0.032669+0.015966i,0.032338-0.0058994i,0.019703-0.017405i
-0.0011981+0.0039816i,0.023894+0.017369i,0.039737-0.023571i,-0.0037486-0.13228i,-0.069176-0.18868i,-0.049118-0.15804i,0.030463-0.12109i,0.045124-0.10236i,0.0097717-0.067256i,0.0071165-0.023109i,0.025537-0.01171i,0.027642-0.024248i,0.011948-0.027629i,0.0082953-0.0025794i,0.046718+0.034333i,0.10793+0.039701i,0.13796+0.017396i,0.12044+0.0023981i,0.081436-0.0023459i,0.046902-0.0080864i,0.025086-0.018131i,0.0053807-0.024132i,-0.011278-0.017049i
-0.1166-0.054941i,-0.22656-0.092974i,-0.25575-0.046767i,-0.14254+0.059469i,-0.028689+0.072149i,-0.044459-0.0013022i,-0.087384-0.039886i,-0.059789-0.037623i,-0.016624-0.033153i,-0.0071836-0.0359i,-0.029018-0.04901i,-0.052482-0.053412i,-0.037378-0.037635i,0.012966-0.029342i,0.064664-0.056199i,0.086651-0.11294i,0.07789-0.15441i,0.05705-0.14609i,0.031263-0.10129i,0.0077794-0.052944i,-0.00774-0.022307i,-0.015779-0.0094957i,-0.018119-0.00061622i
0.074126+0.023576i,0.11687+0.058811i,0.11581+0.10053i,0.091765+0.14132i,0.10281+0.16003i,0.1034+0.1298i,0.02467+0.088445i,-0.038224+0.076956i,-0.037531+0.054926i,-0.040426+0.023949i,-0.054344+0.027541i,-0.063786+0.041518i,-0.063459+0.03617i,-0.048596+0.0030556i,-0.050371-0.046068i,-0.080845-0.07553i,-0.10419-0.081539i,-0.09748-0.073627i,-0.069856-0.053814i,-0.044807-0.030967i,-0.033952-0.012248i,-0.0284+0.00028224i,-0.018825+0.0033825i
0.036334-0.045353i,0.10908-0.098748i,0.1558-0.1928i,0.068801-0.28753i,-0.090501-0.24497i,-0.12351-0.061773i,-0.0060799+0.061466i,0.075231+0.040942i,0.049506-0.0033903i,0.012434+0.0084649i,0.019048+0.044811i,0.040463+0.065984i,0.033051+0.05932i,-0.0030065+0.047003i,-0.038468+0.055677i,-0.064695+0.076541i,-0.089697+0.081513i,-0.10158+0.063041i,-0.081646+0.039092i,-0.041674+0.021095i,-0.01453+0.012098i,-0.0066086+0.013127i,-0.0018947+0.01161i
-0.10403+0.052178i,-0.23121+0.095773i,-0.29555+0.1521i,-0.17329+0.19388i,0.034146+0.14271i,0.13962+0.0036751i,0.13064-0.10501i,0.077554-0.12808i,0.027014-0.087736i,0.012693-0.04782i,0.017664-0.044033i,0.027281-0.034258i,0.049208-0.0013892i,0.062089+0.029034i,0.065432+0.050022i,0.071975+0.067434i,0.067534+0.08566i,0.049132+0.092082i,0.026528+0.074552i,0.011212+0.050268i,0.010304+0.033863i,0.016426+0.020832i,0.014979+0.0071478i
0.066987+0.0037635i,0.098567+0.022276i,0.058803+0.060898i,-0.018567+0.10295i,-0.03605+0.097353i,-0.019069+0.025039i,-0.068985-0.032409i,-0.12113-0.012713i,-0.093942+0.012781i,-0.058316+7.7811e-05i,-0.052128-0.013114i,-0.046376-0.02579i,-0.031673-0.0388i,-0.010128-0.047556i,0.010502-0.057505i,0.035968-0.057582i,0.071078-0.041372i,0.088654-0.01633i,0.076757+0.0020478i,0.05298+0.0029211i,0.031681-0.0061085i,0.016651-0.012915i,0.004904-0.01145i
-0.027337-0.028563i,0.041655-0.081553i,0.15367-0.18494i,0.13735-0.30536i,-0.054881-0.31037i,-0.21365-0.15879i,-0.18922+0.0092014i,-0.086172+0.073895i,-0.029916+0.058669i,-0.020916+0.043574i,-0.018194+0.048248i,-0.010856+0.030892i,-0.018568-0.014701i,-0.035668-0.039041i,-0.040838-0.038292i,-0.036278-0.052594i,-0.026017-0.08364i,-0.0088957-0.095861i,0.0077023-0.077593i,0.015144-0.055113i,0.0065912-0.045131i,-0.012856-0.035142i,-0.021156-0.014758i
-0.065223+0.070107i,-0.17304+0.14964i,-0.23411+0.26589i,-0.10454+0.36448i,0.11807+0.34894i,0.2287+0.22629i,0.21361+0.092609i,0.15001+0.0021476i,0.080295-0.023176i,0.045565-0.0062199i,0.038591+0.0011345i,0.020312+0.0075674i,0.00072035+0.027859i,-0.001801+0.037881i,-0.00044605+0.03128i,-0.020567+0.015105i,-0.058007-0.0063096i,-0.078897-0.023089i,-0.075242-0.029611i,-0.066461-0.022724i,-0.056732-0.0041836i,-0.038991+0.011074i,-0.02057+0.009168i
0.046288-0.08679i,0.042206-0.12903i,-0.042193-0.10554i,-0.14339-0.019143i,-0.12928+0.041704i,-0.03269+0.016828i,0.010695-0.029516i,0.0088208-0.033525i,0.012483-0.021863i,0.0095253-0.017706i,0.0017543-0.010376i,-0.0021667+0.0019837i,-0.0040508+0.017348i,0.0013259+0.01634i,0.0082892-0.0019045i,0.0017118+0.0024953i,-0.018774+0.033323i,-0.038042+0.054293i,-0.04285+0.054303i,-0.035911+0.049757i,-0.020977+0.050755i,-0.00061491+0.04494i,0.0081624+0.025705i
-0.0039608+0.019175i,0.085995-0.030242i,0.21284-0.16805i,0.20939-0.32827i,0.032664-0.38652i,-0.14726-0.31209i,-0.20487-0.18836i,-0.17404-0.080944i,-0.11585-0.018303i,-0.065034-0.0019318i,-0.033661+3.5257e-07i,-0.0051147-0.0022306i,0.015447-0.010377i,0.011232-0.01443i,-0.0035274-0.010856i,-0.00087471+0.0025144i,0.018671+0.023752i,0.031299+0.038989i,0.036936+0.044224i,0.047039+0.040407i,0.052833+0.022696i,0.038876+0.0047568i,0.018908+0.0056043i
0.0081088+0.084159i,-0.05007+0.19567i,-0.089843+0.32402i,-0.0087726+0.39795i,0.10155+0.37553i,0.097207+0.2855i,0.028775+0.19063i,-0.0039661+0.11226i,-0.003181+0.060149i,0.006347+0.035416i,0.016239+0.016459i,0.017997+0.0044879i,0.019839+0.0063781i,0.016757+0.019072i,0.0047045+0.030153i,0.0038818+0.020711i,0.017995-0.0026969i,0.03015-0.016895i,0.031342-0.021035i,0.027601-0.025621i,0.02011-0.028992i,0.0090229-0.024038i,0.0049771-0.01683i
-0.06055-0.092596i,-0.12077-0.13789i,-0.18305-0.12219i,-0.20639-0.061239i,-0.14935-0.0024611i,-0.038462+0.065015i,0.06575+0.12552i,0.12312+0.11923i,0.11368+0.059309i,0.0611+0.01422i,0.020644+0.0049598i,0.0041209-0.000785i,-0.0071634-0.0076959i,-0.0044023-0.0043666i,0.0079352+0.00030755i,0.0060258-0.003771i,-0.0057057-0.014719i,-0.013644-0.02229i,-0.014667-0.024433i,-0.016458-0.025366i,-0.02267-0.017676i,-0.018824-0.005261i,-0.0076386-0.0071709i
0.026318+0.032498i,0.10961-0.02471i,0.2188-0.15232i,0.24678-0.2567i,0.16899-0.26738i,0.092088-0.22577i,0.054453-0.1864i,0.017684-0.14939i,-0.015314-0.11012i,-0.024274-0.072924i,-0.022226-0.049946i,-0.028267-0.035962i,-0.029807-0.025427i,-0.015434-0.025845i,-0.0022039-0.025319i,-0.0047171-0.010847i,-0.016437+0.0087819i,-0.020556+0.019107i,-0.016057+0.018081i,-0.013588+0.013895i,-0.009315+0.0090397i,-0.005612+0.0016565i,-0.013138-0.0016059i
0.052734+0.018766i,0.039934+0.10181i,-0.0048403+0.22644i,-0.011302+0.30096i,0.022423+0.26105i,0.010676+0.13162i,-0.048778+0.010778i,-0.081323-0.027609i,-0.064865-0.0070266i,-0.036768+0.015811i,-0.023017+0.036151i,-0.011086+0.054236i,0.001479+0.054087i,0.0011622+0.035365i,-0.0023239+0.016351i,0.0056355+0.011467i,0.015217+0.014985i,0.01522+0.014776i,0.009395+0.0082566i,0.0046799+0.0017574i,0.0018764-0.0039062i,-0.0038478-0.0074333i,-0.010276-0.0010344i
-0.11753-0.03226i,-0.1988-0.048409i,-0.23825-0.073265i,-0.2301-0.1225i,-0.20754-0.14001i,-0.16324-0.045264i,-0.073162+0.092331i,0.012634+0.13608i,0.028675+0.092831i,0.0048364+0.053899i,0.004242+0.041873i,0.020221+0.032134i,0.023643+0.019454i,0.018541+0.012924i,0.018716+0.0052629i,0.024496-0.0092331i,0.026835-0.020477i,0.016577-0.021893i,0.0021655-0.014638i,-0.0047525-0.006903i,-0.010383-0.0038739i,-0.013931+0.0030775i,-0.0053846+0.012045i
0.074843+0.030551i,0.13718-0.023839i,0.17679-0.11489i,0.16509-0.13152i,0.11507-0.066451i,0.066472-0.011517i,0.042081-0.0014376i,0.034936-0.027102i,0.023663-0.049347i,0.021403-0.049389i,0.028613-0.063184i,0.01968-0.085142i,0.010548-0.079818i,0.014105-0.058946i,0.0089486-0.040862i,-0.003521-0.030153i,-0.011358-0.025367i,-0.014117-0.013096i,-0.011878+0.0059945i,-0.007766+0.019318i,-0.0034593+0.024327i,0.003107+0.024069i,0.012057+0.018906i
0.014079-0.036899i,0.015552+0.009364i,-0.0068581+0.10787i,-0.031269+0.17748i,-0.0038411+0.17012i,0.072325+0.079309i,0.094621-0.044109i,0.037617-0.080355i,0.0032245-0.030054i,0.0029873+0.0032432i,-0.0099257+0.0097555i,-0.017974+0.019123i,-0.010551+0.017223i,-0.010007+0.0066527i,-0.019722+0.0045162i,-0.028546+0.0097595i,-0.026658+0.013895i,-0.010753+0.011958i,0.0067078+0.0091387i,0.014343+0.013079i,0.017708+0.017363i,0.023246+0.0095714i,0.023442-0.007436i
-0.11273+0.055417i,-0.17774+0.084257i,-0.1677+0.060549i,-0.089376-0.048939i,-0.038304-0.16473i,-0.046171-0.1531i,-0.043204-0.049377i,-0.020587+0.013973i,-0.019056+0.019826i,-0.02945+0.018792i,-0.031392+0.030751i,-0.025547+0.046093i,-0.022365+0.048431i,-0.0173+0.044798i,0.00018983+0.043469i,0.018449+0.037334i,0.023122+0.023556i,0.021233+0.0067475i,0.020267-0.0086838i,0.019694-0.018377i,0.015237-0.021671i,0.0050605-0.022771i,-0.0074799-0.025075i
0.096202-0.033707i,0.12598-0.09035i,0.089961-0.10859i,0.023431-0.011508i,-0.041151+0.093535i,-0.11611+0.076419i,-0.16424+0.032085i,-0.11788+0.024611i,-0.042208+0.0029431i,-0.0074355-0.013255i,0.011092-0.018298i,0.016925-0.032544i,0.011497-0.033393i,0.014369-0.024285i,0.021832-0.021865i,0.026234-0.019044i,0.021752-0.014669i,0.0060114-0.012152i,-0.0081492-0.011142i,-0.010888-0.012148i,-0.0092421-0.010033i,-0.012035-0.0015558i,-0.020442+0.0076265i
-0.027326-0.046941i,-0.022689-0.041611i,-0.02797-0.0015393i,-0.066952+0.044349i,-0.060345+0.095944i,0.041597+0.13787i,0.1327+0.096585i,0.11364+0.024419i,0.055185+0.010565i,0.027895+0.012274i,0.011721+0.0085793i,0.0089838+0.009826i,0.016732-0.00064747i,0.0092542-0.021831i,-0.012256-0.042681i,-0.031631-0.050589i,-0.038491-0.041138i,-0.036191-0.022945i,-0.031844-0.0053628i,-0.02475+0.0036612i,-0.012756+0.0057125i,-0.0013519+0.0068321i,0.0043037+0.014252i
-0.044342+0.12521i,-0.057797+0.19793i,0.0081625+0.17274i,0.12194+0.02272i,0.16024-0.11299i,0.12878-0.11243i,0.10028-0.05031i,0.073793-0.033675i,0.039916-0.037621i,0.014764-0.02731i,0.00070777-0.015643i,-0.010907-0.0057372i,-0.021804+0.0015763i,-0.028054+0.012132i,-0.026103+0.026205i,-0.020854+0.030194i,-0.017955+0.026859i,-0.010689+0.024187i,-0.00047691+0.019789i,0.0033761+0.0097483i,0.0033093-0.0062273i,0.000957-0.01879i,0.0029841-0.01735i
0.053375-0.10118i,0.031974-0.16307i,-0.061632-0.12058i,-0.12097+0.04335i,-0.10887+0.11665i,-0.13966-0.0085789i,-0.20688-0.097348i,-0.18356-0.04934i,-0.092388-0.0053267i,-0.039436-0.00313i,-0.019892-0.0047936i,-0.0096681-0.0095733i,-0.0070808-0.006856i,5.8701e-05+0.0098263i,0.013204+0.030461i,0.028242+0.045042i,0.034887+0.046685i,0.029421+0.036617i,0.021277+0.022318i,0.010543+0.0098588i,-0.0044716+0.00331i,-0.015155+0.0034157i,-0.011159-0.00038997i
-0.063873-0.012574i,-0.065209-0.024166i,-0.025285-0.043012i,-0.025763-0.069587i,-0.057243-0.034178i,-0.019969+0.0732i,0.039915+0.12132i,0.035265+0.092996i,0.0041235+0.055812i,-0.0075681+0.031878i,-0.0099842+0.028773i,-0.0024249+0.034922i,0.0091401+0.028093i,0.017027+0.0061075i,0.023907-0.021278i,0.027257-0.040701i,0.02916-0.047148i,0.025946-0.045397i,0.013368-0.034722i,-0.0011406-0.013882i,-0.0073564+0.010919i,-0.0022213+0.026385i,0.0024566+0.019662i
0.048499+0.11426i,0.10393+0.19361i,0.17385+0.17478i,0.23197+0.061951i,0.22626-0.0020087i,0.1665+0.02244i,0.13746+0.049692i,0.13496+0.014513i,0.097991-0.030031i,0.051442-0.028921i,0.030871-0.018007i,0.015105-0.015139i,-0.0024097-0.0094169i,-0.0085809-0.005405i,-0.0095965-0.010107i,-0.015238-0.021589i,-0.02114-0.031536i,-0.021438-0.031887i,-0.013786-0.018705i,0.0012809-0.0015016i,0.018627+0.004861i,0.02622-0.0016768i,0.015077-0.0080345i
-0.024288-0.1216i,-0.10794-0.17907i,-0.22733-0.090581i,-0.24173+0.093649i,-0.13187+0.12325i,-0.06254-0.025574i,-0.082413-0.12147i,-0.088995-0.087886i,-0.061449-0.03404i,-0.038382-0.018521i,-0.027837-0.021176i,-0.019935-0.021997i,-0.011221-0.013791i,-0.0096771+0.0034521i,-0.014483+0.02472i,-0.020695+0.042476i,-0.029799+0.049935i,-0.035408+0.047561i,-0.025021+0.035887i,-0.0051985+0.015608i,0.0051431-0.0063609i,0.00029062-0.017765i,-0.0086305-0.011032i
-0.060115+0.046835i,-0.05019+0.04548i,0.013777-0.046846i,0.024829-0.17955i,-0.029224-0.1953i,-0.042764-0.089599i,-0.031215-0.007275i,-0.048544+0.0097507i,-0.058608+0.0088999i,-0.047108+0.011014i,-0.034119+0.022659i,-0.019544+0.030388i,-0.0055783+0.0233i,0.0072857+0.010554i,0.020554-0.00016046i,0.030224-0.0032734i,0.034655+0.0016813i,0.031439+0.0053085i,0.019848-0.0004367i,0.0023993-0.012909i,-0.016425-0.017914i,-0.027485-0.0074742i,-0.022856+0.0095141i
0.11226+0.050084i,0.20183+0.082805i,0.25066+0.083918i,0.24552+0.041678i,0.17456-0.0053988i,0.058723+0.010247i,0.022914+0.057061i,0.071693+0.054107i,0.085508+0.023136i,0.055477+0.01862i,0.036949+0.024852i,0.026751+0.019772i,0.017514+0.013659i,0.017907+0.0058345i,0.024661-0.013736i,0.029756-0.038059i,0.031551-0.049954i,0.02757-0.041703i,0.016656-0.022895i,0.0033561-0.0050815i,-0.0037619+0.010095i,0.00037828+0.019739i,0.011505+0.016859i
-0.10892-0.09782i,-0.24675-0.11805i,-0.35653-0.017789i,-0.33787+0.14133i,-0.21738+0.2063i,-0.070786+0.14908i,0.012+0.063994i,0.0067018+0.017721i,-0.010083+0.010676i,0.00017052+0.0029795i,0.0097086-0.013734i,0.0077768-0.014096i,0.0077661-0.0048329i,0.0030205-0.003144i,-0.014104-0.0046255i,-0.034455-0.00698i,-0.047672-0.011715i,-0.048391-0.011766i,-0.038151-0.00076417i,-0.020497+0.014347i,0.0010669+0.01951i,0.017938+0.011324i,0.02434-0.0040213i
-0.0038584+0.081591i,0.04239+0.085681i,0.10255-0.025314i,0.099062-0.16897i,0.057714-0.19504i,0.035206-0.13263i,0.0050904-0.096602i,-0.036345-0.081918i,-0.049456-0.062501i,-0.040816-0.041074i,-0.029425-0.019258i,-0.014495-0.011174i,-0.0056747-0.015937i,-0.004972-0.018784i,-0.0075955-0.011458i,-0.015077+0.0049274i,-0.020758+0.019503i,-0.019247+0.020964i,-0.010398+0.0095843i,0.00010518-0.0047439i,0.0049682-0.016802i,0.002076-0.025215i,-0.0058048-0.028161i
0.11863-0.031704i,0.19553-0.045171i,0.21719-0.025033i,0.18199-0.001855i,0.10634-0.027929i,0.021887-0.085564i,-0.021458-0.0792i,-0.0040945-0.014784i,0.022165+0.020472i,0.013851+0.025988i,0.00037367+0.024285i,0.0010134+0.017121i,0.003707+0.008435i,0.0082306+0.0042573i,0.017621+0.0016705i,0.027431+0.0018554i,0.033273+0.0082297i,0.031985+0.013167i,0.026487+0.010652i,0.019424+0.0037889i,0.0059824-0.002988i,-0.0087867-0.0043747i,-0.018671-0.0024498i
-0.15767-0.021581i,-0.2991+0.014301i,-0.38248+0.10441i,-0.34332+0.1863i,-0.23244+0.21262i,-0.13993+0.2133i,-0.066214+0.1938i,-0.015518+0.13005i,-0.0053364+0.067075i,0.010297+0.034149i,0.026339+0.011131i,0.017854+0.0017849i,0.0074395+0.0065123i,0.0024426+0.0048i,-0.0072473-0.0025216i,-0.013939-0.0088349i,-0.012412-0.01244i,-0.0089581-0.0092859i,-0.0061386-0.0013921i,-0.0039982+0.0050877i,-0.0039915+0.010592i,-0.0060265+0.017521i,-0.0092206+0.02301i
0.058845+0.082196i,0.13029+0.076514i,0.18619-0.020533i,0.17601-0.11817i,0.12873-0.11036i,0.099685-0.052736i,0.07228-0.050973i,0.036966-0.076252i,0.015341-0.070291i,0.0029573-0.048719i,-0.0038042-0.034867i,-0.0015936-0.033301i,-0.0037562-0.035438i,-0.011927-0.029251i,-0.019899-0.017541i,-0.026918-0.0064167i,-0.027288-0.0014141i,-0.020795-0.0022708i,-0.01408-0.0060777i,-0.0088851-0.011144i,-0.0033114-0.012092i,0.0025745-0.009028i,0.0058463-0.0027114i
0.06187-0.10581i,0.089369-0.15847i,0.077378-0.12165i,0.063951-0.025418i,0.090906-0.013219i,0.099732-0.099967i,0.053624-0.12879i,0.010319-0.064585i,-0.001659-0.012314i,-0.016941-0.008839i,-0.03669-0.0064747i,-0.033388+0.0038195i,-0.016736+0.0046936i,-0.0067902+0.006332i,0.0033008+0.016129i,0.013781+0.024889i,0.016378+0.02552i,0.011648+0.018456i,0.0044608+0.010171i,-0.00074929+0.0046935i,-0.0036654+0.0013259i,-0.0025597-0.0014163i,0.0073925-0.00063352i
-0.13919+0.063872i,-0.24074+0.1381i,-0.26493+0.19i,-0.21419+0.15074i,-0.19091+0.08059i,-0.18965+0.10368i,-0.1403+0.14858i,-0.080085+0.11515i,-0.045783+0.064977i,-0.011149+0.051499i,0.014516+0.044409i,0.0072224+0.033243i,-0.0078753+0.029322i,-0.0058613+0.025714i,0.0048102+0.018879i,0.014924+0.012333i,0.019179+0.0071487i,0.016804+0.0063191i,0.011167+0.0078229i,0.0039848+0.0099335i,-0.0010511+0.012987i,-0.0036074+0.014169i,-0.0009816+0.0074142i
0.11264+0.033179i,0.20138+0.0095722i,0.23776-0.070101i,0.18704-0.12176i,0.096796-0.076333i,0.036702-0.018102i,0.027568-0.0041007i,0.047418-0.0044011i,0.052996-0.011339i,0.031731-0.015791i,0.016644-0.012962i,0.013755-0.014177i,0.0063612-0.015524i,-0.0010933-0.014185i,-0.0038085-0.013359i,-0.0042421-0.014304i,-0.0017766-0.016281i,-0.00051278-0.016794i,-0.0013546-0.013122i,0.00082295-0.0068821i,0.0059475-0.0030874i,0.0088331-0.0036316i,0.0026537-0.011814i
-0.025627-0.11848i,-0.060258-0.17836i,-0.096959-0.12521i,-0.075037+0.013916i,0.030091+0.069426i,0.13114-0.0010676i,0.12647-0.075672i,0.052759-0.075758i,0.0041028-0.043504i,-0.014949-0.038382i,-0.028501-0.039015i,-0.025331-0.018392i,-0.010056-0.0017838i,-0.0017761+0.0036429i,0.0037026+0.0093786i,0.0076239+0.00965i,0.0044568+0.0024225i,-0.00071637-0.0052458i,-0.00262-0.0074557i,-0.001634-0.0040848i,0.00058751-0.0031473i,0.0016949-0.0059355i,-0.0026556-0.0043614i
-0.079551+0.12807i,-0.1203+0.22873i,-0.098578+0.23849i,-0.047549+0.11631i,-0.047395+0.0046276i,-0.079574+0.00065575i,-0.085305+0.033682i,-0.067569+0.034515i,-0.044635+0.021302i,-0.017554+0.029527i,0.0028104+0.040924i,0.0051653+0.034958i,-0.0012334+0.027902i,0.0020873+0.024857i,0.011277+0.017564i,0.014749+0.009966i,0.011665+0.0086361i,0.0070913+0.011972i,0.0051003+0.01287i,0.0036043+0.0083653i,-0.00026152+0.0035095i,-0.005481+0.0027468i,-0.010105+0.008684i
0.11236-0.034684i,0.19311-0.083189i,0.20837-0.12693i,0.1462-0.12388i,0.052441-0.089286i,-0.038958-0.051372i,-0.057813+0.0066301i,0.0040805+0.050219i,0.041122+0.043301i,0.02389+0.025287i,0.012735+0.017027i,0.018413+0.0070274i,0.020758-0.0029347i,0.018495-0.010642i,0.01265-0.019611i,0.0076081-0.024834i,0.0056596-0.02278i,0.0032265-0.016449i,0.00033788-0.0099569i,0.0021006-0.0061361i,0.0064361-0.0034917i,0.0073553-0.0011674i,0.0081378+0.0010295i
-0.089438-0.082558i,-0.17745-0.13053i,-0.23487-0.08993i,-0.20702+0.033003i,-0.099646+0.10959i,0.017712+0.081001i,0.061549+0.0027359i,0.031514-0.047054i,0.002745-0.049033i,0.00064326-0.047231i,-0.004911-0.046665i,-0.0080607-0.029423i,-0.00096817-0.012606i,0.00154-0.0087041i,0.00089713-0.0083883i,0.00022063-0.011057i,-0.0018865-0.017998i,-0.0032051-0.024057i,-0.0037859-0.022396i,-0.0028456-0.01283i,-0.0013341-0.0071066i,-0.00081342-0.0052527i,0.0036008-0.0013744i
