-0.0015385+0.0013872i,-0.0005688-0.00077669i,-0.00069614-0.00093707i,-0.0010987-0.00097229i,-0.0011455+0.0001961i,-0.00077988+0.0015861i,0.00012353+0.0018875i,0.0010212+0.0015925i,0.0012299+0.00078015i,0.001116-0.00013779i,0.0003614-0.0008085i,-0.00043679-0.00089729i,-8.5636e-06-0.00013867i,0.00085516+0.00026181i,0.00032456+0.00049813i,-0.00050117+0.0013409i,0.00030402+0.0017095i,0.00091795+0.00051954i,0.0005351-0.00074337i,-0.00024465-0.0012747i,-0.00031399-0.00078593i,0.00033398-0.000609i,0.00065589-0.00090666i
0.027072+0.058525i,0.099311+0.081226i,0.16336+0.12369i,0.18716+0.18783i,0.17877+0.19238i,0.12786+0.11788i,0.05749+0.04812i,0.013735+0.027104i,8.323e-05+0.019893i,-0.0027429+0.0076463i,-0.0081317-0.00034588i,-0.015055-0.0018184i,-0.016231-0.0030745i,-0.014806-0.0053162i,-0.011518-0.0035682i,-0.0041552-0.00019965i,0.0031975-0.00018445i,0.0052477-0.001265i,0.0034961+4.7338e-05i,0.00203+0.001548i,0.00010413+0.00098173i,-0.0025303-0.0010895i,-0.0040433-0.0037353i
-0.020488+0.018075i,-0.024323+0.14644i,0.043661+0.28315i,0.14775+0.27958i,0.16933+0.18017i,0.1119+0.10791i,0.059591+0.062004i,0.026613+0.012842i,0.0013286-0.01312i,-0.0076609-0.0075231i,-0.0025656-0.0019945i,0.0013508-0.0047424i,0.0039488-0.0046765i,0.0081251-0.002122i,0.0062785+0.00096324i,-0.00043276+0.0069479i,-0.003408+0.012287i,-0.00097013+0.010935i,0.0010035+0.0034461i,-0.00013792-0.0039098i,-0.002073-0.007846i,-0.0025319-0.008261i,-0.0016072-0.0048935i
0.058083-0.043919i,0.090624-0.20075i,0.064597-0.39431i,-0.023516-0.47166i,-0.087899-0.40054i,-0.081552-0.25805i,-0.040803-0.13192i,-0.0061103-0.056759i,0.011469-0.021159i,0.01294-0.0088086i,0.0074624+0.0002961i,0.0053907+0.0098579i,0.0025671+0.014244i,-0.0017186+0.01611i,0.00043025+0.01264i,0.0053179+0.0016667i,0.0045526-0.0086235i,-0.00093338-0.012426i,-0.0033008-0.0093796i,-0.0016172-0.0029874i,-0.00046074+0.001949i,-0.0011379+0.0043785i,-0.0031758+0.005711i
-0.029793-0.0094331i,-0.003844+0.011379i,0.027698+0.026612i,0.0036947+0.030548i,-0.038742+0.049321i,-0.022961+0.05735i,0.0028212+0.037211i,-0.0060574+0.026599i,-0.012161+0.02743i,-0.0032019+0.018183i,0.0014482+0.0052096i,-0.0010166-0.0019605i,-0.0016068-0.0062192i,-4.1658e-05-0.009035i,0.00083727-0.0085806i,0.0034571-0.0045047i,0.0073631+0.0001148i,0.008767+0.0018811i,0.0068838+0.0021275i,0.0030726+0.0026474i,0.00066692+0.0035786i,0.0017179+0.002805i,0.0045468+0.00032629i
-0.031407-0.0086632i,-0.17443+0.024518i,-0.31838+0.12815i,-0.28343+0.26644i,-0.12134+0.29864i,-0.040745+0.19661i,-0.039805+0.090462i,-0.029494+0.030081i,-0.016449-0.0055755i,-0.014704-0.015068i,-0.010804-0.011288i,-0.0031805-0.0096318i,0.0038282-0.0060508i,0.0072915-0.0023397i,0.0027377-0.0027087i,-0.0080723-0.0034019i,-0.016486-0.00058036i,-0.01618+0.0037812i,-0.0080149+0.0042462i,0.00063148+0.00010082i,0.0041394-0.004134i,0.0032734-0.0048771i,0.0022949-0.0021928i
0.010566+0.047738i,0.1033+0.038856i,0.22284-0.017076i,0.25878-0.11261i,0.19478-0.1812i,0.12061-0.16126i,0.076788-0.09604i,0.056531-0.046016i,0.042019-0.018021i,0.026614-0.0043982i,0.013125-0.00044203i,0.0015161+0.00095275i,-0.0077268+0.0013468i,-0.012659+0.0037052i,-0.011353+0.0068125i,-0.0043482+0.0050416i,0.0030454-0.0016583i,0.0059134-0.0066182i,0.0054435-0.0068348i,0.0030085-0.0046593i,0.00031425-0.002456i,-0.0017914-0.001536i,-0.003966-0.002308i
0.033813-0.013732i,0.063808+0.065594i,0.10288+0.10408i,0.1034+0.018777i,0.043953-0.070079i,-0.013785-0.051751i,-0.018571+0.0014889i,-0.017308+0.021357i,-0.024262+0.025761i,-0.019624+0.023306i,-0.011935+0.015806i,-0.0075967+0.012494i,-0.0037912+0.0086927i,-0.0021358+0.0023173i,-0.001027+0.00075864i,0.0019576+0.0057236i,0.0048073+0.012848i,0.0048043+0.015962i,0.0011307+0.013178i,-0.0042111+0.0091066i,-0.0069137+0.0072533i,-0.0052067+0.0070303i,-0.0016553+0.0076057i
0.0063091-0.015059i,-0.032224-0.1532i,-0.12764-0.23885i,-0.22436-0.11893i,-0.23342+0.06434i,-0.1587+0.10182i,-0.095967+0.035407i,-0.060055-0.0086323i,-0.02709-0.020766i,-0.0063029-0.023629i,0.0014452-0.019058i,0.0027691-0.010314i,0.0021638+0.00058265i,0.0065867+0.0087921i,0.0098875+0.0072756i,0.006434-0.001332i,-0.0011072-0.0096758i,-0.007641-0.011795i,-0.0080128-0.0067907i,-0.0021143-0.0014283i,0.0024852-6.6134e-05i,0.0016077-0.00097631i,-0.001129-0.00063316i
-0.037711-0.047599i,-0.0099054+0.0015729i,0.037821+0.053805i,0.072339+0.065315i,0.10066+0.057805i,0.11583+0.04525i,0.10419+0.028567i,0.077147+0.01792i,0.051774+0.013956i,0.029813+0.013489i,0.017677+0.012488i,0.014507+0.0038879i,0.0099647-0.0056764i,0.0021763-0.0079071i,-0.0041868-0.0055881i,-0.0037666-0.0029585i,0.0041384-0.0019711i,0.012392-0.0034048i,0.013711-0.0041236i,0.010272-0.0028573i,0.0072922-0.0028518i,0.0061353-0.0055877i,0.0067745-0.0086645i
0.0025487+0.067372i,-0.096422+0.093459i,-0.13795+0.11939i,-0.014563+0.074546i,0.11188-0.048302i,0.08768-0.094011i,0.015629-0.030827i,-0.0077159+0.014057i,-0.016743+0.012172i,-0.021577+0.0033572i,-0.018706-0.0032218i,-0.015273-0.0023856i,-0.0068846-0.000879i,0.0017198-0.0060949i,0.0030994-0.0082649i,-0.0012797-0.004249i,-0.0074744+0.0016203i,-0.011127+0.0056309i,-0.011753+0.0046379i,-0.011362-0.001084i,-0.0096946-0.0041574i,-0.0073606-0.0017685i,-0.0061378+0.0015031i
-0.026837-0.013943i,0.071609-0.018148i,0.13776-0.059593i,0.043243-0.093152i,-0.097575-0.064138i,-0.11663-0.038494i,-0.059669-0.060691i,-0.031619-0.070414i,-0.019038-0.043388i,-0.00066973-0.018356i,0.006849-0.010124i,0.00022228-0.0079643i,-0.010445-0.0030277i,-0.014653+0.0062952i,-0.01058+0.012493i,-0.0038878+0.0096734i,0.00060495+0.0010362i,0.00080918-0.0076469i,0.00029841-0.011142i,0.00097003-0.0078664i,0.0010212-0.0032706i,-0.00069986-0.0013515i,-0.004235-0.00071968i
0.096469-0.001421i,0.091786+0.031606i,0.041719+0.075858i,-0.03132+0.095209i,-0.081839+0.10594i,-0.062815+0.11227i,-0.010589+0.085812i,0.019575+0.050188i,0.021864+0.027618i,0.0068574+0.014686i,-0.0045428+0.014129i,0.0021661+0.014395i,0.0099102+0.00824i,0.0056732+0.0030113i,-0.00083667+0.00010503i,-0.0027439+0.0011962i,-0.00019814+0.0070252i,0.0046384+0.012644i,0.0083639+0.014943i,0.0082302+0.013294i,0.0058352+0.0091416i,0.005974+0.0059004i,0.0098511+0.0053421i
-0.094215-0.01466i,-0.11634-0.10493i,-0.096562-0.16505i,0.0046272-0.10486i,0.13844-0.02754i,0.14636-0.017637i,0.042674-0.0059026i,-0.015695+0.019569i,-0.011663+0.018065i,-0.0014207+0.0038432i,0.0029352-0.0021038i,0.0016382+0.0015413i,0.004013+0.0098686i,0.013059+0.011191i,0.017411+0.005942i,0.012384+0.00075612i,0.0036136-0.0038651i,-0.0028263-0.005858i,-0.0052869-0.0060712i,-0.0047443-0.0073998i,-0.0038887-0.0067367i,-0.0040814-0.0028335i,-0.0032319+0.0011819i
0.038734-0.055698i,0.046422-0.01676i,0.068552+0.03669i,0.083915+0.023463i,0.051196-0.03369i,0.022983-0.064338i,0.029835-0.062804i,0.02461-0.051692i,0.00085957-0.032035i,-0.0064441-0.0067735i,0.0020023+0.00075548i,0.0032311-0.010476i,-0.0031799-0.019722i,-0.0074839-0.017813i,-0.0075228-0.009189i,-0.0041155-0.0013894i,0.0022343+5.5222e-05i,0.0071264-0.0037564i,0.007443-0.0058374i,0.0051743-0.0032279i,0.0030156-0.0014044i,0.0010691-0.0038802i,-0.001088-0.0084183i
-0.041873+0.12724i,-0.10333+0.16865i,-0.16899+0.14419i,-0.21135+0.063693i,-0.22903-0.0028343i,-0.19224+0.010315i,-0.092554+0.045434i,-0.014796+0.033532i,0.0078724+0.011488i,0.0076379-0.0031756i,0.0011615-0.0094579i,0.0026744-0.0021356i,0.0078371+0.000369i,0.0032312-0.005675i,-0.0043631-0.0089747i,-0.0089972-0.006724i,-0.011376-0.0018383i,-0.011534+0.0041373i,-0.010197+0.010676i,-0.0076566+0.013008i,-0.0042238+0.0098572i,-0.00058678+0.006165i,-0.00044119+0.0061995i
0.01324-0.097818i,0.089288-0.12508i,0.15011-0.12132i,0.14505-0.074261i,0.12154+0.011865i,0.097271+0.04589i,0.034807+0.010435i,-0.015151+0.0050771i,-0.009928+0.020296i,0.0047937+0.016107i,0.0019879+0.01045i,-0.0088772+0.010727i,-0.017714+0.015455i,-0.015067+0.02182i,-0.0058062+0.019667i,0.0010766+0.0096046i,0.0035995+0.0027933i,0.0023753+0.00054157i,-0.00026197-0.003934i,-0.0020722-0.0096076i,-0.002137-0.010382i,-0.0017822-0.0062908i,-0.0029449-0.0010043i
0.084784+0.056711i,0.097595+0.082371i,0.090871+0.10693i,0.10197+0.12862i,0.13694+0.10442i,0.13703+0.039447i,0.096279-9.8049e-05i,0.051723-0.017241i,0.011892-0.02701i,-0.013066-0.018387i,-0.011009-0.0065788i,0.00090438-0.0083453i,0.0075819-0.011904i,0.010229-0.0073382i,0.009752+0.0015282i,0.0077287+0.008839i,0.0056717+0.010778i,0.0040248+0.0080025i,0.0044861+0.0027251i,0.0050425-0.0018125i,0.0033515-0.0036739i,0.0029164-0.0025467i,0.007663-0.0024428i
-0.13738-0.061177i,-0.19423-0.13459i,-0.21785-0.171i,-0.22076-0.1624i,-0.2219-0.15661i,-0.18648-0.11762i,-0.1065-0.042634i,-0.032361-0.0033458i,-0.00034638-0.0028385i,0.0076397-0.0017904i,0.011762+0.0023984i,0.011814+0.0075408i,0.01407+0.0098476i,0.016108+0.0024659i,0.0097455-0.0077692i,-0.00040902-0.011949i,-0.0049947-0.012445i,-0.0047175-0.011959i,-0.0068494-0.0074734i,-0.0090845+0.0007814i,-0.0080841+0.0064545i,-0.0068698+0.0065853i,-0.0060746+0.0039582i
0.096723-0.0026915i,0.099889+0.034848i,0.095428+0.027949i,0.094884-0.021725i,0.068615-0.027271i,0.017709-0.010829i,-0.015864-0.020939i,-0.02754-0.019711i,-0.022519+0.0090523i,-0.0074329+0.020081i,-0.0052254+0.0092424i,-0.011483+0.00082093i,-0.015297-0.0041619i,-0.017215-0.0069068i,-0.01156-0.0082221i,-0.0021007-0.0082695i,0.0015149-0.0051916i,0.0013027-0.0031497i,0.0022899-0.0028061i,0.0040204-0.0032715i,0.0047971-0.0039865i,0.0043805-0.0034963i,-0.00041985-0.0038107i
-0.079963+0.10894i,-0.086435+0.15471i,-0.051625+0.20817i,0.025141+0.25839i,0.09576+0.2607i,0.12252+0.20808i,0.094349+0.12254i,0.042858+0.049634i,0.016802+0.01014i,0.010395-0.0068476i,0.008233-0.0106i,0.008623-0.0097667i,0.0052221-0.0050736i,-0.0017142+0.0048503i,-0.0083841+0.015825i,-0.010422+0.0208i,-0.0079324+0.01547i,-0.0041929+0.0075082i,0.0033321+0.0029142i,0.011362-0.00053384i,0.012181-0.002686i,0.0071668+0.00057502i,0.0045439+0.0077848i
0.072125-0.13927i,0.10391-0.15917i,0.060753-0.1722i,-0.059242-0.19951i,-0.12821-0.20216i,-0.11035-0.15872i,-0.070665-0.074207i,-0.026031-0.0086136i,0.0028122-0.0012049i,0.00079932-0.0067478i,-0.0053025+0.0020288i,-0.0038948+0.008869i,-0.00082987+0.012462i,0.0020907+0.011865i,0.0025956+0.0027348i,0.0015968-0.0058901i,0.0045641-0.0047395i,0.010626-0.00010521i,0.0086513+0.0024573i,-0.0024835+0.0039338i,-0.010155+0.0023851i,-0.010035-0.0023461i,-0.0077185-0.0042565i
0.0033629+0.10201i,0.022276+0.057891i,0.065603-0.015418i,0.10994-0.077747i,0.10061-0.12805i,0.056959-0.12707i,0.039029-0.090884i,0.02829-0.058638i,0.0030071-0.024882i,-0.0071071-0.0023373i,-0.0046757-0.003146i,-0.003829-0.0048962i,0.0019392-0.0036307i,0.013022-0.0048079i,0.02184-0.0036993i,0.022357-0.0035574i,0.014694-0.0039349i,0.0049036-0.00046406i,-0.0027709+0.0036499i,-0.0066471+0.0023708i,-0.0062174-0.00022641i,-0.00066015-2.2589e-05i,0.0056007-0.0045838i
-0.10471-0.10088i,-0.16093-0.082075i,-0.15941+0.021541i,-0.10086+0.19153i,-0.041701+0.31783i,-0.011468+0.28424i,-0.004366+0.15202i,-0.0064851+0.053225i,-0.0055043+0.019925i,0.0012498+0.017625i,0.0071156+0.01416i,0.0072016+0.0054983i,0.0017435-0.0034106i,-0.0086735-0.0071644i,-0.019632-0.0030423i,-0.021735+0.002693i,-0.015174+0.0025484i,-0.0087158-0.001892i,-0.0039925-0.0015004i,0.0029657+0.0049579i,0.0075256+0.0078792i,0.0028756+0.0070959i,-0.0032742+0.0085027i
0.11811+0.099367i,0.1053+0.10209i,0.018854+0.035335i,-0.067511-0.074251i,-0.09398-0.14663i,-0.080471-0.13103i,-0.074998-0.069247i,-0.064436-0.016869i,-0.027654-0.0011137i,-0.0033567-0.011059i,-0.0023802-0.011249i,-0.00047863-0.0058555i,-0.00037521-0.0052245i,-0.0021965-0.0056009i,-0.00053283-0.0089674i,-0.00075496-0.008816i,-0.0037626-0.0013173i,-0.0057683+0.0070337i,-0.0046717+0.0086617i,-0.0046876+0.002574i,-0.0027168-0.0028191i,0.0017796-0.0040121i,0.0013454-0.0030877i
-0.091115-0.019687i,-0.044643+0.02244i,0.072626+0.023313i,0.17549-0.064274i,0.19492-0.13897i,0.15155-0.10898i,0.10901-0.032077i,0.073804-0.001751i,0.033948-0.006018i,0.010541-0.0055669i,0.0040631-0.0056147i,-0.0034923-0.0010312i,-0.0061553+0.012021i,0.00074248+0.022151i,0.0091522+0.026182i,0.012273+0.021171i,0.0082043+0.010055i,0.00089488+0.0002559i,-0.0040511-0.0068166i,-0.0039475-0.011653i,-0.002321-0.010689i,-0.00091052-0.0043821i,0.0032275-0.00058598i
0.10213-0.072687i,0.11086-0.10678i,0.045114-0.037566i,-0.056519+0.13429i,-0.10572+0.25625i,-0.082117+0.22264i,-0.024634+0.11576i,0.016855+0.046834i,0.01725+0.020095i,-7.6427e-05+0.013357i,-0.0038689+0.011726i,0.0019119+0.0044124i,0.0059024-0.0035513i,0.0017724-0.0097208i,-0.0094976-0.013031i,-0.012733-0.0094208i,-0.0045176-0.0055531i,0.004928-0.007021i,0.0089654-0.0097717i,0.0072886-0.0061998i,0.0039767-0.00093749i,-0.00061104-0.0028182i,-0.005091-0.0047948i
-0.11733+0.078796i,-0.13628+0.055583i,-0.1188-0.027643i,-0.10549-0.098696i,-0.080047-0.11618i,-0.027925-0.11654i,-0.017373-0.1197i,-0.043818-0.091963i,-0.039943-0.035513i,-0.010122-0.0041657i,0.0055337+0.0027927i,0.011795+0.006586i,0.017363+0.0042562i,0.018346-0.0024816i,0.015869-0.0067342i,0.0089899-0.007814i,0.00057466-0.0072712i,-0.0019644-0.0051472i,0.0025254-0.00019766i,0.0036549+0.0042537i,-4.1612e-05+0.0063502i,-0.0010777+0.007537i,-0.0023331+0.0055824i
0.029996-0.052176i,-0.0053593-0.038893i,0.013413-0.019884i,0.12924-0.0574i,0.18639-0.13307i,0.09451-0.12455i,-0.006661-0.041379i,-0.022103-0.0022205i,-0.0054515-0.012961i,0.0017316-0.017594i,-0.00021671-0.015789i,-0.0091082-0.017473i,-0.021139-0.014349i,-0.025791-0.0015621i,-0.017994+0.010818i,-0.0069338+0.011571i,-0.0012543+0.0056149i,0.00055536+0.0029823i,0.0016542+0.0046701i,0.0017587+0.0055994i,-0.0010385+0.0034681i,-0.0049307+0.0024922i,-0.0026109+0.0023996i
0.066542+0.084786i,0.096801+0.11041i,0.057359+0.12964i,-0.0371+0.15709i,-0.10708+0.18196i,-0.10881+0.16142i,-0.059522+0.13167i,-0.00076296+0.11866i,0.028014+0.079186i,0.019111+0.029322i,0.0070647+0.0050766i,0.0056623-0.00108i,0.0061191-0.00075159i,0.0060965-0.0023564i,0.0030186-0.0070462i,-0.00063057-0.0068523i,-0.00018774-0.00085384i,0.0023326+0.0044392i,0.0038232+0.0056861i,0.0043816+0.0047817i,0.0065245+0.0020096i,0.0096539-0.0015655i,0.01091-0.002066i
-0.044297-0.10965i,-0.029383-0.10391i,-0.030755-0.080197i,-0.090785-0.053689i,-0.11845+0.016428i,-0.025988+0.093324i,0.07653+0.062348i,0.058991-0.01537i,-0.0027252-0.023269i,-0.020446+0.0039784i,-0.018709+0.017855i,-0.016574+0.025975i,-0.0096352+0.030492i,-0.0016226+0.025996i,0.0032008+0.013777i,0.0040041+0.0038776i,0.004441+0.0017659i,0.0054245+0.0036827i,0.0052998+0.0068047i,0.0034591+0.0056401i,0.00031237+0.0009747i,-0.003005-0.0010116i,-0.006015-0.00072971i
-0.0064616+0.013748i,-0.01945-0.050196i,0.028622-0.1046i,0.13309-0.12758i,0.20963-0.16798i,0.17051-0.21142i,0.069888-0.19274i,0.023853-0.13914i,0.018116-0.093861i,0.012833-0.054163i,0.011625-0.030549i,0.011562-0.025073i,0.010242-0.026568i,0.0043874-0.024525i,-0.0015805-0.012016i,-0.0008565+5.6982e-05i,-0.0017209+0.0031565i,-0.0098236+0.0030194i,-0.019021+0.0011992i,-0.021727-0.0035243i,-0.017399-0.0074372i,-0.01127-0.008222i,-0.0071644-0.0066993i
-0.058542+0.068746i,-0.057571+0.12718i,-0.050986+0.15023i,-0.024911+0.14929i,0.01184+0.10631i,0.0004451+0.015907i,-0.059344-0.012257i,-0.076906+0.045821i,-0.034025+0.073777i,0.0019725+0.044563i,0.014306+0.020309i,0.021251+0.012395i,0.020596+0.010318i,0.013482+0.01099i,0.0066294+0.0082307i,0.00024042+0.0027779i,-0.00395-0.0033763i,-0.0055467-0.010218i,-0.0066672-0.016222i,-0.0061533-0.014433i,-0.0016145-0.0043275i,0.0041844+0.0044823i,0.0053712+0.0085363i
0.10237+0.0096342i,0.044651+0.0099367i,-0.050263+0.0036898i,-0.16187-0.00049413i,-0.28633+0.057711i,-0.29693+0.16819i,-0.165+0.19864i,-0.056473+0.11806i,-0.032991+0.044512i,-0.031179+0.020081i,-0.031864+0.0094615i,-0.038375+0.0042079i,-0.042635+0.0043695i,-0.03734+0.00517i,-0.022859+0.0016093i,-0.010276-0.0025111i,-0.0031518-0.0004074i,0.0013087+0.003488i,0.00575+0.0061374i,0.010737+0.0080792i,0.010927+0.0072274i,0.0061421+0.0035402i,0.0014681+0.00087262i
0.01985-0.084486i,0.12447-0.11893i,0.19357-0.11487i,0.22376-0.1272i,0.25176-0.1624i,0.23521-0.15558i,0.18368-0.11649i,0.14047-0.090272i,0.093048-0.076498i,0.046892-0.049565i,0.028804-0.026598i,0.025868-0.023148i,0.025271-0.021589i,0.023662-0.014439i,0.014168-0.0057979i,0.0043202-0.00081136i,-3.2916e-05-0.0016079i,-0.0026442-0.006631i,-0.0032682-0.0095944i,-0.001308-0.0090528i,5.824e-05-0.0099027i,-0.001246-0.0088272i,-0.00096446-0.0060552i
-0.078358-0.029181i,-0.15687-0.0023207i,-0.13763+0.040019i,-0.025446+0.1006i,0.10075+0.13019i,0.16773+0.075275i,0.12048-0.009334i,0.026213-0.031731i,-0.007481-0.0053775i,0.0053799+0.0081034i,0.011605+0.01312i,0.0096573+0.025391i,0.008822+0.031921i,0.0071951+0.027271i,0.0042069+0.018526i,0.0037931+0.0081709i,0.0094022-0.0022033i,0.01878-0.0076666i,0.025106-0.010972i,0.021045-0.013738i,0.0075058-0.0094028i,-0.0032036-0.001303i,-0.0050677+0.0035545i
-0.10444+0.057625i,-0.10234+0.009476i,-0.13398-0.047098i,-0.2537-0.060563i,-0.38625-0.044214i,-0.41027-0.018579i,-0.31444+0.014148i,-0.19812+0.042297i,-0.11624+0.050869i,-0.06639+0.031859i,-0.04656+0.0035451i,-0.041036-0.012007i,-0.035053-0.020478i,-0.025822-0.024654i,-0.013065-0.019473i,-0.0033143-0.0082423i,-0.00032656+0.0038219i,0.0016654+0.01415i,0.0045247+0.022881i,0.0035676+0.026753i,0.0014774+0.02277i,0.0024636+0.014875i,0.0027596+0.0068696i
0.16508+0.1127i,0.19562+0.22183i,0.18275+0.19627i,0.19138+0.062122i,0.21261-0.027799i,0.18982-0.037494i,0.13471-0.004799i,0.10222+0.011318i,0.071626-0.0094343i,0.030864-0.019357i,0.018254-0.0050093i,0.028737+0.00040546i,0.03083-0.0022737i,0.025305-0.001535i,0.018044-0.001222i,0.0080371-0.0017499i,-0.0019532-0.0015439i,-0.010925-0.0001506i,-0.01947+0.0034205i,-0.020676+0.0067242i,-0.011639+0.004681i,-0.0028416-0.0009157i,0.00099131-0.003665i
-0.01812-0.093908i,-0.023727-0.19589i,0.006002-0.13648i,0.093063+0.040755i,0.19114+0.14808i,0.21062+0.14527i,0.16477+0.086655i,0.12287+0.023589i,0.091323-0.0044054i,0.058252+0.0075669i,0.02842+0.024845i,0.0073386+0.031307i,-0.0012406+0.032746i,-0.0044307+0.028764i,-0.0070315+0.019736i,-0.0041027+0.011547i,0.0013337+0.0062523i,0.0027185+0.002438i,0.0018517-0.0021757i,0.0019578-0.0093692i,0.0015941-0.013851i,-9.5091e-05-0.011294i,-0.0013404-0.0050132i
0.052003-0.18127i,0.073757-0.17364i,0.017895-0.13474i,-0.11272-0.13654i,-0.23642-0.1606i,-0.2537-0.17248i,-0.19622-0.15205i,-0.16076-0.092949i,-0.12618-0.028588i,-0.064338-0.0092086i,-0.02149-0.029405i,-0.01429-0.043086i,-0.013562-0.03866i,-0.0069131-0.028761i,-0.0036029-0.017159i,-0.0069972-0.0069019i,-0.010448-0.0012891i,-0.0096053+0.0026517i,-0.0063949+0.0069075i,-0.0053575+0.0074317i,-0.0059416+0.005769i,-0.0048258+0.0048717i,-0.0033011+0.0029678i
-0.27237+0.21835i,-0.39492+0.24991i,-0.31024+0.15996i,-0.13497+0.021306i,-0.059184-0.051865i,-0.045782-0.006521i,-0.015954+0.039426i,-0.0027757+0.013511i,-0.011658-0.014767i,-0.009043-0.019236i,0.00037548-0.010746i,0.011802+0.0020619i,0.018548+0.0029073i,0.014669+0.001501i,0.011792+0.0055521i,0.011794+0.0041294i,0.0070928-0.0029919i,0.00019568-0.010057i,-0.0043345-0.015718i,-0.0065865-0.017883i,-0.0045708-0.013181i,0.00094774-0.0052328i,0.0050869+0.00080185i
0.12444-0.070394i,0.2625-0.05279i,0.27033+0.010355i,0.19567+0.10306i,0.18894+0.17591i,0.17364+0.15954i,0.10318+0.1196i,0.083476+0.1073i,0.086431+0.070572i,0.034406+0.031138i,-0.014928+0.025966i,-0.026848+0.02704i,-0.027543+0.026243i,-0.023607+0.023297i,-0.016491+0.015634i,-0.0073424+0.012042i,0.0027305+0.0081729i,0.010287-0.00062459i,0.014987-0.0076268i,0.016948-0.0094599i,0.016223-0.0089531i,0.011309-0.0056598i,0.0048548-0.00087059i
0.20673+0.23538i,0.20046+0.26867i,0.093733+0.16966i,-0.020659+0.069958i,-0.051053+0.030116i,0.0037933-0.028634i,0.03077-0.09339i,-0.0057074-0.083713i,-0.022057-0.029011i,0.0059428+8.5688e-05i,0.030576-0.0044729i,0.029915-0.015064i,0.016926-0.014079i,0.0084193-0.008404i,0.0046953-0.0098552i,-0.00070014-0.015482i,-0.0058872-0.013172i,-0.0065174-3.028e-05i,-0.0042336+0.012613i,-0.0011985+0.014303i,0.00066749+0.0083419i,0.00043565+0.0017041i,0.00043849-0.0038291i
-0.20235-0.45074i,-0.26491-0.63831i,-0.21832-0.53508i,-0.12633-0.32318i,-0.11722-0.22863i,-0.16037-0.14422i,-0.11683-0.037829i,-0.043286-0.024578i,-0.034208-0.034755i,-0.025339-0.0014242i,-0.0024539+0.014529i,0.0036649+0.013818i,0.010978+0.011099i,0.013075+0.0032525i,0.0060715+0.003132i,0.0032622+0.0053795i,0.0020946+0.0015843i,-0.0028307-0.0018474i,-0.007162-0.0011555i,-0.0055978+0.0013224i,-0.002921+0.0046735i,-0.0025885+0.0078483i,-0.0035204+0.010557i
0.14348+0.16736i,0.14033+0.32i,0.11327+0.34066i,0.14512+0.22484i,0.19112+0.11149i,0.15706+0.042112i,0.057739+0.013398i,0.01021+0.029628i,0.031909+0.011831i,0.020247-0.042382i,-0.016936-0.050445i,-0.023714-0.031827i,-0.019941-0.025259i,-0.017035-0.0178i,-0.013411-0.0074596i,-0.011262+0.0035942i,-0.0042601+0.011553i,0.0059495+0.00751i,0.010491-0.00057423i,0.0069773-0.00043371i,0.0020869+0.0044078i,-0.0028151+0.0037479i,-0.0077279-4.0483e-05i
-0.4373+0.16288i,-0.51251+0.21266i,-0.35867+0.17144i,-0.18735+0.10794i,-0.10783+0.12246i,-0.013526+0.14552i,0.064577+0.083763i,0.047166+0.024224i,0.013805+0.034418i,0.019425+0.047243i,0.026547+0.034453i,0.024273+0.021708i,0.017223+0.01321i,0.0073809+0.0090126i,0.0058241+0.0064213i,0.0088211+0.0011359i,0.0071046-0.0020344i,0.0026603-0.00090305i,0.0010855-0.00054695i,0.0011637-0.0022235i,0.0013631-0.0017827i,0.0035585+0.000842i,0.0076592+0.0022534i
0.56811-0.15133i,0.80758-0.24749i,0.64964-0.29812i,0.22931-0.26949i,-0.079193-0.21516i,-0.18677-0.14542i,-0.16066-0.045077i,-0.087839-0.0037837i,-0.079227-0.011084i,-0.087834+0.018758i,-0.050482+0.037259i,-0.02581+0.021971i,-0.020316+0.019714i,-0.010133+0.016184i,-0.0058799+0.0048403i,-0.0051464-0.00069603i,-0.0044747-0.0046849i,-0.0059191-0.0048341i,-0.0065602-0.0018116i,-0.0063043+0.00080828i,-0.0069571+0.00041798i,-0.0069786-0.0019163i,-0.0054056-0.0041969i
-0.21033+0.23305i,-0.34122+0.25773i,-0.30741+0.20186i,-0.09348+0.15015i,0.12714+0.10708i,0.19757+0.028471i,0.1309-0.035043i,0.070287-0.030063i,0.078432-0.021758i,0.080121-0.0506i,0.042404-0.056777i,0.018385-0.035434i,0.01568-0.026469i,0.011488-0.020611i,0.0059435-0.011971i,-0.0021098-0.0061217i,-0.0066362+0.00084543i,-0.0025173+0.0046937i,0.00043205+0.0021214i,-0.0029892-0.0031608i,-0.0061527-0.0069689i,-0.003344-0.0090346i,0.00026803-0.010846i
-0.076033-0.57495i,-0.19396-0.69519i,-0.2501-0.45276i,-0.13617-0.087465i,0.014401+0.10109i,0.076422+0.12713i,0.084494+0.086119i,0.062791+0.038952i,0.037162+0.032054i,0.032167+0.031798i,0.023815+0.017606i,0.01277+0.017096i,0.013602+0.023653i,0.012565+0.02272i,0.0064107+0.018186i,0.0040326+0.012472i,0.0031768+0.0053387i,0.0045922+0.0030335i,0.0096722+0.0049649i,0.011778+0.0026228i,0.003612-0.00060234i,-0.0076721+0.0048191i,-0.0095535+0.016939i
