-0.0015385+0.0013872i,-0.0005688-0.00077669i,-0.00069614-0.00093707i,-0.0010987-0.00097229i,-0.0011455+0.0001961i,-0.00077988+0.0015861i,0.00012353+0.0018875i,0.0010212+0.0015925i,0.0012299+0.00078015i,0.001116-0.00013779i,0.0003614-0.0008085i,-0.00043679-0.00089729i,-8.5636e-06-0.00013867i,0.00085516+0.00026181i,0.00032456+0.00049813i,-0.00050117+0.0013409i,0.00030402+0.0017095i,0.00091795+0.00051954i,0.0005351-0.00074337i,-0.00024465-0.0012747i,-0.00031399-0.00078593i,0.00033398-0.000609i,0.00065589-0.00090666i
-0.00021612+0.00022965i,-0.00022228+0.00015394i,-0.0015965+0.00080355i,-0.0014155+0.0010814i,-6.6032e-05+0.00063195i,0.00036771+0.00039251i,0.00011586-0.00051885i,0.00034062-0.0012834i,5.0323e-05-0.00060225i,-0.00035576+0.000691i,0.00039066+0.00093125i,0.0014002+0.00020986i,0.00082149-6.3608e-05i,-0.00022607-0.00017615i,-6.9835e-05+0.00040768i,-0.00011829+0.0010442i,-0.00020987+0.00097032i,0.00052211+0.00037851i,0.00060698-0.00071481i,-0.00013949-0.0015722i,-0.00079173-0.0011586i,-0.0010384+0.00015687i,-0.00062334+0.00056882i
0.00064866+0.0011521i,0.0007119+0.00016823i,0.00081878-0.0012155i,0.00075473-0.0013667i,0.00034114-0.0011838i,0.00091044-0.0012951i,0.00086138-0.00096783i,-0.00022722-0.0007996i,-0.00018961-0.00039754i,-3.944e-05-0.00058596i,-0.00023707-5.4594e-05i,0.00038911+0.00053232i,0.00082454+0.0006845i,0.00062824+0.00064543i,0.00041924+0.00090367i,0.00035013+0.00086758i,0.00032604+0.000251i,0.00023278-0.00012643i,-6.4963e-05-0.00030131i,0.00022214-0.00057974i,0.00069252-0.00043352i,0.00069875-9.3876e-05i,0.00037352+0.00061822i
-0.00073847+2.9341e-05i,-0.00096454+0.00049297i,-0.00097676+0.00098984i,-0.00048813+0.0002235i,-0.00019061-0.00041626i,7.5243e-05-0.00029763i,2.8386e-05-0.00032798i,-2.2038e-05+2.5869e-05i,-6.2088e-05+0.00063425i,-0.00016348+0.00014872i,0.00067498-0.00058422i,0.0012175-0.00087864i,0.00073894-0.00042229i,-0.00013362+0.00035132i,-0.00035236+0.00011297i,-0.00017871-0.00089129i,0.00014088-0.0006758i,0.00013369+0.00037367i,6.6313e-05+0.00059888i,-7.5422e-06-7.7719e-05i,9.0507e-05-0.00072399i,0.00019221-0.0004002i,-0.00014608-0.00044772i
-0.00081445+0.0011325i,-0.00083211+0.0016187i,-0.0005485+0.0010772i,0.00030936-5.3871e-06i,0.00045174+0.00054795i,-0.0001503+0.0010101i,-0.0003879-5.7916e-05i,-0.0012225-0.0015955i,-0.00049304-0.0011648i,0.00047009-0.00025541i,0.00014321-0.0003267i,-0.00010799-0.00039716i,0.00077839-0.00074842i,0.00060048-0.000549i,-0.00034341-0.00022323i,-0.0004091-0.00032701i,-7.7668e-06+1.7637e-05i,-0.00020393+0.00035995i,-0.00015606-9.876e-05i,7.1279e-05-0.00056764i,-0.00053451-0.00051586i,-0.00049028+0.0004497i,0.00050547+0.00088152i
-0.0025272+0.00011641i,-0.0022274+0.00091217i,-0.0013427+0.0016696i,-0.00086399+0.0010176i,5.3882e-05+0.0005498i,0.00015642+0.00037676i,-0.00012461+0.00010984i,0.00064441-0.00020395i,0.00021442-0.00078922i,-0.00032837-0.00046008i,0.00037824+0.00055109i,0.00048444+0.00050886i,0.00033578+0.00035574i,-5.1646e-05+3.1565e-05i,-0.00073754-0.0007376i,-5.6081e-05-0.0011115i,5.4218e-05-0.0008848i,-0.00042128-0.00037782i,-0.00064604+8.7364e-05i,-0.00096316-0.00020262i,-0.00080588-0.00053851i,-0.00013489-0.00015275i,-0.00022393-0.00014548i
0.0036376+0.0012398i,0.0034528+0.0012232i,0.0030016+0.00035982i,0.0018289-0.00031619i,0.0008146-0.0012476i,0.00019538-0.001058i,-0.00011166-2.0972e-05i,-2.9937e-05-0.00012433i,3.6113e-05-0.00059391i,2.9336e-05-0.00067933i,3.6031e-05-0.00045339i,-0.00083015+5.0241e-05i,-0.0012318+0.0012143i,-0.00088619+0.0015379i,-0.00061619+0.00058924i,6.9174e-05-0.00024453i,0.00039042-0.00019323i,0.00025369+0.00038991i,-2.5631e-07+0.00045228i,-0.00050703-7.6765e-05i,-0.00072586-0.0010879i,-0.00027663-0.0013465i,0.00037634-0.00040419i
-0.00033275-0.00087105i,-0.0011892-0.00022373i,-0.0017486-0.00031174i,-0.0016902-0.0011016i,-0.0014845-0.00041372i,-0.0012107+0.00034993i,-0.00048783+0.00037568i,-0.00031622+0.0004264i,-7.5322e-05+0.0004207i,-0.00038567-1.9238e-05i,-0.00030781-0.00049004i,-7.0833e-05-0.00027996i,0.00028441-0.00037095i,0.00074343+0.00060238i,0.00052973+0.0018748i,0.00075855+0.0016888i,0.00082645+0.00083776i,-1.4274e-05-2.5729e-05i,-0.0001625-0.00092929i,-0.00019178-0.0012267i,-0.00026963-0.00092585i,-0.00035914-0.00075176i,-0.0010714-0.00031599i
0.00090766+0.0012456i,0.0016162+0.0019565i,0.00087265+0.0018591i,9.9401e-05+0.0013913i,-0.00089064+1.7461e-05i,-0.0014635-0.0013658i,-0.00090687-0.0014456i,-0.00040408-0.0010562i,0.00032468-0.00027806i,0.00033462-7.0829e-05i,0.00034444-0.00023487i,0.00083513-0.00060204i,0.0009171-0.0011751i,0.0012157-0.0010743i,0.00064021-0.0011572i,0.00028956-0.00075095i,-5.9833e-05+7.9691e-05i,-0.0012075-0.00013022i,-0.00070775-0.00019866i,-1.5701e-06+0.00016174i,-0.00038479+0.00055247i,-0.00029623+0.00023447i,-1.5566e-06-0.00048515i
0.000322+0.0017018i,0.001208+0.0010791i,0.0018457+0.00058049i,0.00072606+0.0003677i,-0.00055497-0.00032619i,-0.00066754+6.8589e-05i,-0.0013898+0.00052369i,-0.0017334-0.00049864i,-0.00084254-0.0011589i,-3.0006e-05-0.00070299i,0.00010457+0.00042799i,-0.00016042+0.0003571i,-0.0005601+0.00021553i,-0.00066385+0.00044773i,6.7761e-05-0.00022063i,0.00041621-0.001207i,-0.00014318-0.00086888i,-0.00047991+0.00045941i,-0.00056681+0.0012415i,-0.00073798+0.00076844i,-0.00051016+0.00025605i,0.00044554+0.00054346i,0.00084822+0.00032488i
0.0008909+0.0022922i,0.0011167+0.00066907i,0.0013317-0.00044463i,0.0013177-0.00040552i,0.00078345-0.00084287i,0.00047989-0.00093913i,0.00017706-0.00034257i,6.3901e-05+0.00044972i,0.0004765+0.00086275i,0.00034864+0.00031672i,3.1069e-05-9.8293e-05i,3.6356e-05+0.00021914i,-0.00048209+1.5354e-05i,-0.0011354-0.00062946i,-0.00075654-0.00079278i,-0.00042128-0.00038944i,-4.7191e-05-0.0004845i,0.00020035-0.00024514i,0.00024727-0.00019187i,0.00013911-4.9474e-05i,-0.00019117+0.00086297i,-0.00055366+0.00070371i,-0.00032784-0.00017632i
0.00023437+6.2975e-05i,-0.00011879+0.00052695i,-0.00030408+0.0015773i,-0.00034187+0.0012363i,0.00050565+0.00052503i,0.0010288+0.00015706i,0.00058259-0.00048134i,7.4872e-05-0.00099538i,0.00021913-0.00065278i,4.5698e-05-0.00060719i,-0.00033743-0.00084676i,-0.00030597-0.00082969i,7.1209e-05-0.00014655i,1.6699e-05+0.0002507i,-0.00027176-0.00034362i,5.2211e-05-0.00088105i,0.00037707-0.00056631i,0.00040184-0.00039548i,0.00013574-0.00049471i,-0.00042208-0.00074884i,-0.00081572-0.00078225i,-0.0011434-0.00040125i,-0.0011532-0.00044765i
0.0031463+0.0013637i,0.0042751-0.00015593i,0.0036314-0.0015093i,0.0020056-0.0020199i,0.00054399-0.0017749i,-0.00072011-0.00072895i,-0.00058524+0.0004972i,-0.00041617+0.00094045i,-0.0010708+0.00065157i,-0.00049865-0.00027988i,0.00013328-0.00090364i,-0.0003529-0.00095267i,-0.00084652-0.00029498i,-0.00042303-0.00048176i,0.00019992-0.00066225i,-0.00038674+0.00023967i,-0.0012733-1.8239e-06i,-0.0015328-0.00050549i,-0.0011143-0.00087696i,-0.00044014-0.00056213i,8.7917e-05-0.0005627i,0.00012727-7.7266e-05i,0.00050982+0.00074993i
0.0014691-0.0014832i,0.00034249-0.0015505i,-2.9413e-06-0.0013992i,5.5432e-06-0.00041284i,-0.0003959+0.00037642i,-0.00011954+0.00046062i,0.00022862+2.6985e-05i,-0.00012334-0.00025194i,-0.00016817-0.00090688i,8.1418e-05-0.001672i,1.3176e-05-0.0012361i,3.2622e-05-0.00054862i,2.0098e-05-0.00056394i,-0.00042382+0.00043403i,-0.0010296+0.0017846i,-0.0012236+0.0010616i,-0.00037177-5.7813e-05i,0.00015021-0.00042569i,-3.439e-05+0.00019174i,-0.00049176+0.00055971i,-0.00047738+0.00070162i,-0.00052406+0.00047919i,-0.00076019+0.00030024i
0.0010305+0.0012446i,0.0016322+0.0012824i,0.00063788+1.3281e-05i,1.583e-05-0.00010705i,-4.9214e-05+0.00077356i,-0.00025482+0.00080108i,-0.00029652+0.0012273i,-0.00033874+0.0010139i,0.000667+0.00029907i,0.0013749+0.00050287i,0.00097765-0.00030031i,0.00062101-0.0012599i,-0.00022681-0.0013377i,-0.00050638-0.0014525i,0.0007456-0.00024901i,0.001197+0.00094604i,0.00065449+0.00046788i,0.00039907+0.00013496i,0.00011738+0.00065516i,-0.00031673+0.00092005i,-0.00084643+0.00040468i,-0.00082136+3.5983e-05i,0.00025238-0.00019291i
-0.0021581-0.00058635i,-0.0019799-0.00019034i,-0.0010851+0.0017318i,-0.00010446+0.0023023i,0.00077649+0.0013606i,-0.00021521+0.00020425i,-0.0011359-0.00024941i,-0.000952-0.00025451i,-0.00035917-9.4246e-05i,-0.00035324+0.00025846i,-0.00054911-6.6098e-05i,-2.964e-05-0.0010928i,0.00053534-0.00064026i,0.0008391+0.00065887i,0.00081416+0.0012749i,9.9212e-05+0.001495i,-0.00027228+0.0010578i,-0.0006978+0.00028256i,-0.00088646-0.00036412i,-0.00034104-0.00067514i,-0.00059655-0.0005309i,-0.00010955-0.00027889i,3.9113e-06+0.00029236i
2.2749e-05+0.0025137i,-0.00062235+0.002561i,-0.0005607+0.0012099i,0.00020517+0.00047614i,0.00045808-0.00026288i,0.0013153-0.0012774i,0.001148-0.001365i,-0.00016539-0.00089432i,-0.00087332-0.00032954i,-0.00084824+0.00027475i,-3.5415e-05+0.00023554i,0.00082722-2.8066e-05i,0.00073853+0.00031521i,0.00049866+0.00022036i,0.0002271-0.0001187i,0.00030668-0.00018392i,0.00014681+7.8096e-07i,-0.00063169+2.0055e-05i,-0.00082646-0.00079157i,-0.001036-0.0010771i,-0.00087105-0.0015393i,-0.00054657-0.0010805i,-0.00030331-0.00012179i
0.0011479-0.0011752i,0.0017156-0.0010367i,0.001784-0.0003643i,0.00063401-0.00091997i,0.00039644-0.00079622i,0.0007634+0.00010954i,0.00062041-9.9857e-05i,-0.00021857-0.00097628i,-0.00064277-0.00088142i,-0.00013155-0.00047941i,0.0011042-0.00049631i,0.00074697+0.00057887i,-4.264e-05+0.00081795i,0.00028214+0.00027508i,0.00011566+0.00031443i,0.00026756+5.9284e-05i,0.00080949-0.00018614i,0.00098635+0.00028125i,0.00083614+0.00035415i,0.00089371-0.00050736i,0.00078164-0.00054081i,-0.0007257-2.5843e-05i,-0.0011233+4.893e-05i
0.00070375-0.00042841i,0.00052155-0.0011023i,0.00023289-0.0017719i,-0.00041911-0.0010901i,-0.00055137-0.0010364i,0.00037816-0.0013868i,0.00087346-0.00081973i,0.00065255+7.6361e-05i,0.00044304+0.00052888i,0.00028837+0.00058367i,-0.00068222+0.0001246i,-0.0011073-0.00011872i,-0.00037408-0.00018955i,-2.0705e-05-0.00011448i,0.00012708+3.9694e-05i,0.00018977-0.00061333i,-6.6521e-05-0.0013561i,-0.00024377-0.00051275i,-0.00055411+7.855e-05i,-0.00033555-9.7151e-05i,-7.2659e-05-0.00080791i,-0.00043286-0.0011397i,-0.00079926-0.00070134i
-0.00047206+0.00047742i,7.3355e-05+0.00090778i,0.00063291+0.001264i,0.00036705+0.00061312i,-0.0006296+0.00035312i,-0.0012592+0.00018461i,-0.00086607-0.00041393i,-0.00058886-0.0010872i,-0.00045986-0.0010823i,-4.9659e-05+0.00026207i,-6.4754e-05+0.00086794i,0.00010914+6.829e-05i,-6.5587e-05-0.00063814i,-0.00099307-0.00038061i,-0.00058519-0.00026897i,-2.207e-05+5.2424e-05i,-6.035e-05+0.00053538i,-0.0003703+0.00039051i,-0.00023724+0.00017821i,-0.00020389+0.00053615i,-0.00048681+0.0010331i,-0.00050935+7.9725e-05i,-2.1109e-05-0.00090961i
0.0023022-0.00072243i,0.00153-0.00043606i,0.00098733-0.00042011i,-0.00015112-0.00075906i,-0.00095178-0.0013335i,-0.00063118-0.00097433i,-0.00038757-8.5363e-05i,-0.00027041+0.00019239i,0.00046488-0.00021999i,0.00084848-0.00010499i,-1.6866e-05+7.1375e-05i,-0.00057504+0.00014365i,-0.00024501+0.00081i,-0.00050082+0.00079465i,-0.00062429+5.6771e-05i,-0.00045339+0.00030284i,-0.00033679+0.00025472i,0.00026126+0.00010419i,0.00074802+0.00050054i,-0.0001392+0.00030152i,-0.00083709-0.000149i,-0.000567-0.00041361i,0.00013484-0.00051434i
-0.0024441-0.001002i,-0.00090659+0.00040265i,6.532e-05+0.00061165i,0.00061856+0.00032654i,0.0011539-0.00067339i,0.002089-0.0011575i,0.0016607-0.00015333i,0.00030134+0.00019189i,0.00052934+5.6666e-05i,0.00079601+0.00045519i,0.00049099+3.8931e-05i,0.00030638-0.00091312i,0.00038861-0.0011433i,0.00076101-0.00094742i,0.00065803-0.00053557i,0.00038931-0.00028701i,0.0001083-0.00049623i,-0.0004513-0.00059765i,-0.00092496-0.00028728i,-0.00080452+2.764e-06i,-0.00032448+0.00014093i,-0.00031673+9.8648e-05i,-0.00022449-0.00030467i
0.00061243+0.00038822i,0.00046938-0.00015131i,0.00011391+0.00028598i,-0.0001141+0.00095718i,-8.2531e-05+0.00051592i,-0.00018753+7.5735e-05i,-0.0010054+0.00019287i,-0.0011492+0.00018072i,-9.6005e-05+5.706e-05i,0.00014352+3.1807e-05i,-0.00024125+0.00029478i,-0.0002037+0.00061176i,-8.7466e-06+0.00066332i,0.00070557-0.00028803i,0.00083461-0.0005271i,0.00016305-0.0003656i,-0.00042829-0.00072066i,0.00011985+0.00040623i,-0.0003229+0.0011458i,-0.00069019+0.00065885i,-0.00052961+0.0004173i,-0.00052262+0.0003171i,0.00025352+0.00056678i
-0.00074756+0.00061652i,-5.0763e-05+0.0002641i,0.0006368-0.00032047i,0.00057451-0.00041124i,0.00018681-0.00040786i,0.00033809-0.00052446i,0.0003022-0.00046965i,6.3829e-05-8.3e-05i,4.2254e-05-0.00031208i,-0.00019876-0.0011956i,-0.00047913-0.001173i,-0.00067586-0.00012884i,-0.00056525+0.00034913i,-0.00041348+0.0001918i,-0.00083109+0.00017676i,-0.0010591+9.4253e-05i,-0.00059476+0.00018418i,0.00018993+0.00029053i,0.00074198-0.00013677i,0.00063105-0.00057781i,0.0002947-0.00083341i,0.00016505-0.00091387i,-0.00010748-0.00036252i
0.0020793-0.0003594i,0.001964-0.00088584i,0.0012018-0.0011557i,-0.00057161-0.0010803i,-0.0004754-0.00085889i,0.00034608-0.00030758i,8.1718e-05-8.8335e-05i,-8.0107e-05-8.382e-05i,-0.0001754-0.00069297i,-0.00032974-0.00093106i,-0.00022132+0.00011604i,8.8706e-06+0.00071613i,-0.00031267+0.00043603i,7.0947e-06+0.00049409i,0.00038205+0.00093967i,0.00015208+0.00091006i,0.00017336+7.9753e-05i,-3.4126e-06+0.00021959i,0.00022468+0.00032895i,0.00034462-0.0004842i,0.00048004-0.00083691i,0.00058552-0.00029373i,0.00057536-0.0007366i
-0.0013237-0.0015769i,-0.0013818-0.0012237i,-0.0015743-0.0012352i,-0.0010395-0.0010359i,-0.00090504-9.0101e-05i,-0.00065651+0.00026458i,-0.00033768+6.883e-05i,0.0003272-0.00076015i,0.0003472-0.00063024i,-0.00016866+0.0004146i,-0.00064216+0.0002705i,-0.00061818+0.00018737i,-0.00045367+0.00052496i,-0.00034161+0.00049035i,0.00021978+0.0013037i,0.00017371+0.00089707i,-0.00064595-6.1972e-05i,-0.00036688-0.00033919i,-3.9873e-05-0.00035267i,-0.00038104-0.00019127i,-0.0011048-9.9889e-05i,-0.00081713-0.00019736i,-0.00031538+0.00010344i
0.0013345-0.00051252i,0.0014039-0.00037425i,0.001591+0.00061269i,0.0011588+0.00077016i,0.00082613-0.00029368i,0.00049799-0.00084673i,0.00016359+0.00036079i,2.9392e-05+0.00060649i,0.00033814+2.9984e-05i,0.00073412+0.00026017i,0.00089199+0.00073022i,0.00055052+0.00061312i,0.00023465+0.00038094i,0.00060993+0.0002653i,0.00067531-0.00029245i,0.00027168-0.00084739i,0.00062586-0.00090828i,0.00056805-0.0004016i,-0.00050127+8.7215e-05i,-0.00059408+0.00055038i,-2.689e-05+0.0005871i,0.00018196+0.00050322i,0.00012797+0.00076017i
-0.0013347+0.00073408i,-0.00094628+0.00032365i,-0.0012072-0.00013429i,-0.0011095-1.1855e-06i,-0.00073094+0.00080162i,-0.00053081+0.00040548i,-0.0006668-0.00027701i,-0.0004754-0.00054985i,-0.00027903-0.00045329i,-0.00057179+0.00036291i,-0.0010096+0.0013088i,-0.00098757+0.0012122i,-0.00047655+0.00016383i,0.00015512-0.00042359i,0.0010243+7.784e-05i,0.0016052-1.8279e-05i,0.0013694-9.52e-05i,0.00075828-0.0005026i,0.00017694-0.00053171i,-0.00015694-0.00014459i,-6.2183e-05-0.00028863i,0.00029434+3.8515e-05i,-0.00017466+0.00016694i
0.001377-0.0003678i,0.0024832-0.00035688i,0.0023242+0.00026119i,0.0012695+0.00026983i,0.00019215-0.00011775i,-0.00086908-0.0002683i,-0.0012594-0.00057212i,-0.0014039-0.00048881i,-0.0004665+0.0002236i,0.00063578+0.00024653i,0.00020042-5.4004e-05i,-0.0001789+0.00042302i,1.3741e-05+0.00064483i,0.00014588+0.00070976i,0.00012479+0.00045975i,-0.00096608-0.00022054i,-0.0011589-0.00082814i,-0.00014027-0.0014362i,3.7975e-05-0.0010832i,-0.0001576+0.00028952i,0.00013367-9.3393e-05i,0.00022512-0.00024201i,0.00031992+0.00092603i
-0.0020031+0.0019695i,-0.0012863+0.0017276i,-0.00053224+0.00084293i,0.00060158-0.00011987i,0.0015401-0.00015819i,0.00089653-0.00014212i,0.00097736-0.00031288i,0.00065776-0.00013191i,0.00026209-0.00037791i,0.00083536-0.0013098i,0.00085636-0.00096132i,0.00011451+4.5568e-05i,-0.00069802-0.00017674i,6.0681e-05-0.00099924i,0.00082236-0.0011704i,0.00064395-0.00023934i,0.00078209+4.1692e-05i,0.00092987+0.00025034i,0.0011573+0.00085298i,0.00043764+0.0010424i,-0.00036757+0.00045388i,-0.00019141-0.00014136i,0.00065862+0.00018856i
0.0030442-0.00055782i,0.0020165-0.00019108i,0.0010436-0.00077183i,0.00015527-0.0011712i,-0.00087043-0.00062964i,-0.00098014-0.00025889i,-0.00055158-0.00019128i,-0.00041453+0.00081819i,-5.8661e-05+0.001128i,0.00028532-0.00078697i,-0.00022885-0.0014601i,-0.00091241-0.0001023i,-0.00068091+0.00073654i,-0.0002135+0.0010201i,3.6866e-05+0.0010463i,0.00019074+0.00066517i,0.00039116+0.00076767i,0.00036591+0.0008026i,0.00036788-6.4396e-05i,0.00030495-0.00021642i,-0.00021171-0.00011574i,-7.8363e-05-0.00026031i,0.00015802-0.00050261i
-0.0020011+0.0021i,-0.0017973+0.0015324i,-0.00056364+0.00085758i,0.00017473+0.00066788i,4.0876e-05+0.00038353i,0.00057799-9.0487e-05i,0.00052931+0.00043349i,-0.00034337+0.00088086i,-0.00071077+0.00047199i,-0.00052803+0.00012994i,-0.00017932-0.00090435i,-0.00042444-0.0014109i,-0.00068167-0.0010931i,-0.00038095+0.0003575i,-0.00029655+0.00017307i,-0.00020915-2.0105e-05i,0.00026655+0.00059638i,0.00076994-0.00027713i,0.00020016-0.00083462i,-0.00088748-0.00046674i,-0.00077019-0.00076247i,-0.00019365-0.00085807i,8.2183e-05-0.00054155i
-0.0002824-0.00059724i,-0.00034529+0.00044203i,0.0002729-0.00056569i,9.583e-05-0.00046486i,-0.00025078-5.8932e-05i,0.00036512-0.00014521i,0.00068067-0.00055828i,0.00044162-0.00019i,0.00091284-0.00020905i,0.00064212-3.291e-05i,-0.00043157+0.0003512i,-0.00038282+0.00024357i,8.041e-05+0.0002181i,5.4295e-05+0.00051128i,-0.0002113+0.00063965i,-0.00013844+0.00044648i,0.00030783+7.436e-05i,0.00070173-0.0010236i,0.000547-0.00074545i,0.00011003-0.0005547i,-3.4066e-06-0.00079283i,-5.8373e-05+0.00012376i,0.00015881+0.00053427i
0.00023448+0.0033325i,0.00044517+0.0027187i,0.00074136+0.0015701i,0.00045949-0.00043152i,-0.00035136-0.001519i,-0.00051136-0.0014087i,-0.00077144-0.001143i,-0.00086637-0.00069349i,-0.00065352-0.00062077i,-0.00013725-0.001184i,0.00030343-0.00084345i,0.00056251-5.3755e-05i,0.00028828+0.00018017i,-0.00042617-0.0001742i,-0.00058721-0.00013998i,-6.099e-05-1.1214e-05i,4.9439e-05+3.9203e-05i,-0.00023279-0.00049497i,-0.00073279-0.001099i,-0.00043884-0.0002745i,-9.94e-05+0.00047245i,2.523e-05+0.00020152i,0.00031706+0.00016063i
0.00068821-0.00030063i,-0.00013501+0.00054721i,-0.00027939+0.00020876i,-0.00012779+0.0003018i,-0.00030189+0.00069037i,0.00032953+0.00039942i,0.0003134+0.00031245i,1.1153e-05+0.00034845i,9.3014e-05-5.9446e-05i,-0.0002426-0.00057455i,-0.00064907-0.00014043i,-0.00079454+0.00019791i,0.0001951-0.00094864i,0.00086837-0.00081744i,0.00046117+0.00038121i,2.2304e-05+0.00065727i,0.00020825+0.00012799i,0.00057609-0.00022727i,-0.00022367-0.00054016i,9.793e-05-0.00027705i,0.00059421-0.00038708i,-0.00024631-0.0010092i,-0.00028092-0.00043555i
-0.00081009+0.00064786i,-0.00074301+0.0013125i,-0.001009+0.0012936i,-0.00082629+0.00067182i,-0.00045068+5.0261e-05i,0.00026261-0.00063536i,0.0010673-0.0007801i,0.0010664-0.00075265i,0.00074225-0.0003177i,0.00018392+0.00070175i,0.00027746+0.00060144i,0.00037725-0.00024162i,9.4578e-05+0.0005227i,3.1031e-05+0.0013139i,0.00013155+0.00041758i,0.00010142-0.0001452i,-0.00037831+8.9789e-05i,-0.00037187+0.00053844i,-0.00046458+0.00049126i,-0.00015905-2.9826e-05i,0.00047307-0.00045872i,0.00069771-2.7032e-05i,0.00020609+0.00015093i
-0.00096453-0.00043854i,-0.00017215-5.8998e-05i,0.00052273+6.6556e-05i,0.00056346-0.000306i,0.00027347-0.00088749i,-1.5706e-05-0.00043441i,0.00057172+5.7161e-05i,0.00038659+8.8652e-05i,-0.00018907+7.8503e-05i,0.00018519+0.00021829i,0.00050949+0.00055048i,-0.00044664+0.00043996i,-0.00073407+0.00057932i,-0.00014945+0.00069109i,-3.0967e-05+0.00036134i,0.0005241+1.5644e-05i,0.001104-0.00016766i,0.00031146-0.0003128i,-0.00019273-0.00016727i,-0.0002799-0.00010358i,9.9329e-05+0.00026043i,8.3892e-05+0.00059518i,-0.00021851+0.00059502i
-0.00040929+0.00040498i,0.00018247-0.00034245i,0.0003137-2.1172e-06i,-0.00052772+0.00064375i,-3.7578e-05+0.0017141i,0.00058048+0.0013297i,0.00092668+0.00048277i,0.001008+0.00013618i,0.00029389+0.00053024i,0.00012257+0.00083436i,-7.7833e-06+0.00033705i,-0.00031951-0.00013799i,-5.3421e-05-0.00038501i,0.00011806+1.9005e-05i,0.00026088+7.1273e-06i,0.00023547-0.00056797i,-0.0003628-0.00010118i,-0.00042013+0.00050374i,5.5629e-05+0.00037669i,0.00018873-2.3815e-07i,-0.00058719-0.00017569i,-0.00044468-6.7816e-05i,0.00012789+4.4948e-05i
-0.00094544-0.0029511i,-0.0017468-0.0016161i,-0.0022483-0.00045051i,-0.0016734+0.00071013i,-0.00046998+0.0011205i,0.0010281+0.00080317i,0.00098952-0.00033775i,0.00045809-0.00052229i,-0.00013747-0.00012269i,-0.00055238-0.00014418i,-5.9898e-05+0.00012639i,0.00078331+0.00031371i,0.0012707+0.00019205i,0.0013097+0.00071105i,0.0011865+0.00093117i,0.00042072+0.00045995i,4.7933e-06+4.8617e-05i,0.00079156+0.00015599i,0.0017527+0.00082347i,0.001578+0.0006942i,0.0007865+0.00051635i,0.00024433+0.00015209i,-6.5387e-05-0.00057773i
0.00013681+0.00096289i,-0.00033478+0.00024321i,-0.00010598+0.00038886i,0.0004565-0.00012962i,0.00093279-0.0014846i,0.0010583-0.001504i,-7.4888e-05-0.00046017i,-0.0013535+0.00025285i,-0.0002593+0.00036178i,0.0011693+0.00015838i,0.0012693-0.00021246i,0.00075591-0.00011562i,0.00060402+0.00017996i,0.0011395+6.9908e-05i,0.000635-0.0007051i,-2.0828e-06-0.00079327i,7.4727e-05-0.0002384i,0.00036746+0.00025249i,0.00026822+0.00039943i,0.00025762+0.00098771i,0.0001662+0.0011916i,-0.00039533+0.00055525i,-0.00089075+9.5522e-05i
0.0015269-0.00030134i,0.001635-0.00072572i,0.00045595-0.00047429i,-0.00085221-0.00041951i,-0.0015474-0.00016287i,-0.0014276+0.00047314i,-0.0005844+0.00025695i,-0.00028102+9.8678e-05i,-2.9555e-05+0.00037312i,-0.00038994-0.0003008i,-0.0010212-0.00078155i,-0.00066937-0.00045496i,-0.00088173-0.00039952i,-0.00090179+4.7401e-05i,-0.00012956+0.00062712i,0.00024762+0.0010916i,8.0166e-05+0.001327i,-0.00062377+0.0011107i,-0.00046453+0.00027171i,0.0002741-0.00029316i,-0.00015996+1.7134e-05i,-0.00044327-0.00066093i,0.00025238-0.0013458i
0.0009155+0.00095095i,0.0010066+0.00037605i,0.0009728-0.00031168i,0.0014695-0.00079838i,0.0014403-0.00095118i,0.00075379-0.0006195i,6.6493e-05-0.00014799i,-0.00041542+7.4074e-05i,1.647e-05+0.00069345i,0.00049043+0.0010837i,-0.00017592+0.0010199i,-0.00092403+0.0007038i,-0.00082625-0.00040145i,-0.0010445-0.00090373i,-0.0010509-0.00012592i,-0.00051705+0.00031487i,-0.00086604+0.00024486i,-0.0011056+0.00024441i,-0.00063581-0.00043029i,-0.00040153-0.00094199i,-0.00075086+0.00031057i,-0.00059499+0.0009405i,-0.00063414+3.6461e-05i
0.00040545-0.00073968i,-6.4077e-05-0.00020526i,0.00062829-0.00050383i,0.000767-0.00087894i,-0.00010587-0.00059289i,-0.00046116+0.00059192i,5.8041e-05+0.00042746i,0.00032835+2.0044e-06i,0.00045471-0.00060139i,4.5925e-05-0.0012539i,-0.00061224-0.00041201i,-0.00056816+0.00033735i,-0.00024221+0.00034626i,-0.00011635+0.00090488i,0.00052166+0.0008418i,0.00047564+0.00037786i,-0.00026627+0.00035203i,-0.00035737+0.00031213i,-0.00013836+1.4803e-05i,-8.0043e-06-0.00050147i,3.9897e-05+9.8444e-05i,0.00033693+0.00079476i,-0.00018373+0.00067518i
