-0.0010191+0.00050353i,0.00019468+0.00063599i,0.00054125+0.00040729i,0.00060172+0.00019061i,-0.00010492+0.00020275i,-0.0010233+0.00034151i,-0.00089828+0.00052603i,-0.00051344+0.0010668i,-0.00011851+0.0011373i,-0.00018431+0.0010061i,2.6009e-05+0.00079562i,0.00046634+0.00012836i,-0.00013702-0.00091954i,-0.00047586-0.00093345i,0.00027939-0.00081342i,0.0011194+2.335e-05i,-1.5704e-05+0.00089159i,-0.0013812+5.1059e-06i,-0.00061723-0.00074906i,9.8441e-05-0.0011622i,5.3241e-08-0.00090155i,0.00037799-0.00071631i,0.00049505-0.00038715i
-0.0010594+0.00081082i,-0.00089655+0.00064509i,-0.0010158+0.0010558i,-0.00023968+0.0019269i,0.00092068+0.0010389i,0.001266-0.00036306i,0.00068664-0.00036996i,-1.0236e-06-0.00019148i,0.00045961-0.00034222i,0.00048869-0.00013417i,0.00037715-0.00010017i,0.00041264-0.00074798i,0.00030393-0.00060334i,0.00090506+0.00013811i,0.00079695+0.00069784i,0.00012592+0.00074981i,0.000127+0.00058064i,0.00031615+0.00028028i,0.00050035+6.2448e-05i,0.00083499+0.00069633i,0.00022025+0.00023632i,-0.00030395-0.00075556i,0.000177-0.00055703i
0.00054727+0.00046167i,0.00057303+0.00066531i,0.00148-2.5613e-05i,0.0013922-0.00057828i,0.00042223-0.00085859i,-0.00061216-0.0017963i,-0.00060766-0.0020125i,0.00035159-0.00132i,0.00087876-0.00067349i,0.00057429-0.00036408i,0.00041338+9.6807e-06i,0.0004884+0.00034919i,0.00011732+0.00034383i,0.0003707+0.00059455i,0.0011379+0.00052928i,0.0011989+0.00030708i,0.00087829+0.00018584i,0.00068211+0.00068865i,0.0010601+0.00063764i,0.0004573+0.00046454i,-0.00019932+0.0002529i,-0.00043429-0.00011789i,-0.00023127-0.00067764i
0.00028196-0.0020509i,2.1961e-05-0.0020843i,-0.00085797-0.0015849i,-0.0013595+0.00013349i,-0.0019015+0.00076141i,-0.001306+0.00077082i,-6.6484e-05+0.00045254i,0.00038486+0.00014444i,0.00031381+0.00040542i,0.00012284+0.00036757i,9.1421e-05-0.00032779i,3.5729e-05-0.00048017i,-3.8156e-05+0.00031073i,0.00022423+0.00040828i,0.00044668-5.3161e-05i,3.9937e-05+3.7181e-05i,-0.00077594+0.00015769i,-0.00071393+0.00014781i,0.00051142+0.00029992i,0.00046354+0.00010365i,-0.00030058-0.00019629i,0.00034391+6.238e-06i,0.001093+7.3418e-05i
-0.00083901+0.00027414i,-0.00075366+0.0013126i,0.00012127+0.0027462i,0.0004102+0.0024948i,0.00089446+0.0012596i,0.0018645+0.00051695i,0.0016799+6.6926e-05i,0.00054776+0.00020414i,-0.00024604+0.00011185i,-5.3649e-05-0.00058267i,5.2148e-05-0.0010073i,-0.00041391-0.0011994i,-0.00026649-0.0013808i,0.00030588-0.00098098i,0.00042214-0.00040212i,0.00012078-0.00051122i,-0.00024565-0.00038382i,0.00019148-0.00015597i,0.00083148-4.5782e-05i,0.00056616+0.00048856i,0.00011998+0.00034766i,-1.1251e-05-0.00020136i,0.00023862-0.00043615i
0.00015036+0.0008237i,0.00025226+9.1107e-06i,-0.00038347-0.00024289i,0.00089001+0.00025091i,0.0020679+0.00043332i,0.001746-7.4025e-05i,0.0013755-0.00013856i,0.0012005+0.00066591i,0.00099793-0.0003574i,0.00036969-0.00096543i,-0.00018656+0.00017126i,-0.00014437-0.00024005i,-0.00034501-0.0011515i,-0.00050768-0.00056195i,-0.00025168-0.00032688i,9.0657e-05-0.00088845i,0.00067373-0.00064401i,0.00076484+0.00020845i,0.00054077+0.00047979i,0.00073886-6.0354e-05i,0.00038823-0.00096726i,-0.00029405-0.00027371i,-0.00022686+0.00025286i
-0.00088247+0.00044205i,-0.00052919+0.00069235i,0.00085506+0.0015578i,0.0014973+0.0019185i,0.00094214+0.00087712i,1.8719e-05+0.00027739i,-0.00055917+0.00011397i,-0.00066612-0.00014818i,-0.00010058-0.00023717i,0.00033195-0.00032728i,0.00078509-0.0003557i,0.0007311-0.00095277i,0.0001615-0.00081522i,0.00037483+7.7093e-05i,0.0005604+0.00065051i,-6.5403e-05+0.00059049i,-4.4889e-05+0.00036868i,0.00028785+0.00077031i,0.00026703+0.00095373i,0.00025275+0.00010866i,0.00042299-0.0005116i,0.00074924-0.00024458i,0.00068279-0.00016866i
-0.00018367+0.00057486i,0.00035539+0.00048329i,0.0014094-0.00027575i,0.0024272-0.00020016i,0.0014121-0.00032086i,0.00033973-0.0008888i,0.00023661+3.874e-05i,0.00013163+0.0002209i,0.00076417-0.0010965i,0.00042933-0.0014825i,-0.00014045-0.00032416i,-1.5133e-05-0.00014853i,0.00018711+4.83e-05i,0.00028034+0.00072378i,0.0010281+0.00080024i,0.0018891+0.0002999i,0.0014495-9.9976e-05i,0.00069489+4.6483e-05i,0.00022556+0.00065377i,-4.664e-06+0.00042572i,-2.2362e-05-0.00022946i,-0.00022246-0.00053772i,-0.00012579+0.00023788i
0.00046609+0.00019825i,0.00045907+0.00015413i,0.00053495+0.0013801i,0.00039927+0.0027708i,-0.00029846+0.0022814i,-0.0010995+0.0010902i,-0.0011824+0.00043986i,-0.00097837+0.00010259i,-0.0010279-0.00044232i,-0.00059534-0.00038037i,0.00013001+0.000283i,0.00024129+0.00018288i,0.00011703+0.00043768i,-7.3724e-05+0.00056748i,-0.00039976-0.00016927i,-7.9479e-05-0.00021593i,0.00075523-0.00033482i,0.0011906-0.00032086i,0.00029884-0.00079372i,-0.00044543-0.0012057i,-0.00012173-0.00056993i,6.4257e-05-0.00011763i,-0.00015742-0.00013034i
0.00016487-0.00041594i,-6.2213e-05-0.00086283i,-0.00025264-0.00076854i,3.5956e-05+0.0001476i,0.00018728+9.0355e-05i,-0.00055581-0.0013448i,-0.00078577-0.001677i,-0.00010598-0.0010291i,-0.00020123-0.0010767i,-0.0001383-0.000743i,0.00071663-0.00014236i,0.00076672+5.4799e-05i,0.00048741+0.00026876i,-6.9014e-06+0.00042131i,-1.5468e-05+0.00063311i,0.00045703+0.00061658i,0.00049585-0.00020711i,0.00066272-0.00025335i,0.00046042+0.00038449i,-0.00028389+0.00023857i,-1.3905e-06-4.0105e-05i,0.0010926-0.00047511i,0.0013327-0.00028334i
0.00013733+0.00021822i,0.00032909+0.0010075i,0.0010136+0.0010746i,0.00088904+0.0014733i,0.0010491+0.0021326i,0.00088099+0.0011796i,0.00061755-0.00020691i,0.00078309+7.6341e-05i,0.0010027+0.0007333i,0.0014632+0.00041049i,0.0015007+0.00016427i,0.00077338+0.00015126i,0.00057739+0.00016551i,0.00052875-0.00040823i,0.00041932-0.00058493i,0.00029548-0.00019425i,-3.3696e-05+0.00049907i,7.2669e-05+0.0014503i,0.00047912+0.0015261i,0.0003955+0.00071278i,0.00074924-0.00052617i,0.00071812-0.00082516i,0.00018714-0.00024368i
-0.0014486-8.1217e-05i,-0.00073535+0.0011438i,0.0002033+0.0020539i,0.00084054+0.00097801i,0.0020086-0.00042924i,0.0013651-0.0013522i,-0.00033488-0.0013768i,-0.00096135-0.0010603i,-0.00043464-0.00042267i,-0.00041473+0.00015302i,-0.00018798+0.00020147i,0.00017884-1.6593e-05i,0.00049765+0.00031686i,0.00033555+0.00064302i,-0.00022513+0.00042661i,0.00032868+0.00043985i,0.00096684+0.001012i,0.00063158+0.0010783i,5.3845e-05+0.00055802i,-0.0003719+0.00012665i,-0.00033068-9.9353e-05i,-0.00033749+0.00037911i,-0.00037506+0.00061239i
-0.00048264-0.00052764i,-5.374e-05-0.0010179i,0.00012023-0.00057996i,0.00010537+0.00082127i,0.0005213+0.0013657i,0.00050759+0.00083448i,0.00024113-0.00010894i,0.00054418-0.00051134i,0.00075978-0.00066516i,0.0004568-0.00072417i,0.00080616-0.00068001i,0.0010621-0.0006275i,0.00021092-0.00027451i,-4.8299e-05+2.6876e-05i,0.00027882+0.00042261i,0.00012036+0.00049554i,0.00014389+6.2533e-05i,0.0006843+9.2555e-05i,0.00073493+0.0007345i,-0.00016329+0.00046114i,-0.00053723-0.00027704i,-0.00047719-0.0010093i,-7.4337e-05-0.00089052i
0.00094957-8.3114e-05i,0.00035269+1.6796e-05i,0.00010172+0.00024917i,-0.00050074+0.00074807i,-0.00098528+0.00042411i,-0.00051513-0.00060352i,0.00032472-0.0005058i,0.00038855+5.4463e-05i,0.00013404-2.8893e-05i,7.3528e-05-0.0012279i,0.00074201-0.00094191i,0.0016979+0.00038938i,0.0016776+0.00066456i,0.00053408+0.00071367i,-0.00018266+0.00023806i,0.00027601-0.00073078i,0.00059666-0.00018203i,0.00029685+0.0003998i,0.00014482-0.00043431i,5.394e-05-0.00035828i,-0.00036354+0.00016152i,-9.4996e-05-9.0252e-05i,0.00030703-0.00070305i
-0.00050315+0.0010133i,-0.00051677-1.0352e-06i,-2.9131e-06+0.00088302i,0.00056881+0.0021928i,0.0012104+0.0015554i,0.00017589+0.00027441i,-0.0014117-0.00041001i,-0.0011201-0.00051503i,0.0008035-0.00033847i,0.001195+0.00085805i,0.00041079+0.00063234i,-0.00018025-0.00043495i,-0.00080875+9.7388e-05i,-0.0013631+0.00072295i,-0.00084479+0.00073833i,0.00025893+0.0011977i,0.00085917+0.0014748i,0.0012026+0.00047244i,0.00086768-0.00093355i,0.00080504-0.0014121i,9.4308e-05-0.00090026i,-0.00078575-0.00013025i,-0.00080248-0.00024484i
-0.00045684-0.0021184i,-0.0004714-0.0015063i,-0.00062721-0.001016i,-0.00010234-5.0349e-05i,0.00080641+0.00086689i,0.00073197-3.5415e-05i,0.00049453-0.00064688i,0.0011564+0.00010513i,0.00051787+5.0486e-05i,7.2436e-05-9.2501e-05i,0.00029886-0.0001806i,0.00047633-0.00068401i,0.0010143-0.00068874i,0.0012548-0.00118i,0.0013357-0.0011069i,0.00094699+0.00030338i,0.00062992+0.00095479i,0.00054721+0.00042752i,-0.00015177+0.00014691i,-0.00044508+0.00015005i,3.8393e-06+0.00018694i,0.00031935+4.1137e-05i,0.00023017-0.00011557i
-6.3231e-05-0.00039156i,0.00042847-0.00011221i,-0.00010929+0.00053976i,0.00020561+0.0014628i,0.0012653+0.0017194i,0.00157+0.00086819i,0.0012475-0.00014197i,0.00091546+0.0003071i,0.00085282+0.0012214i,0.00087895+0.001284i,0.00068603+0.00048232i,0.00070712-0.00035248i,0.00053466-0.0003959i,-4.842e-05+0.00012938i,0.00045456+0.00035612i,0.0008956+0.00016018i,0.00065321-0.00011663i,0.00033789-0.00014241i,0.00017577+0.00015372i,0.00020773-0.00020174i,0.00016763-0.00058143i,0.00033471-6.1775e-05i,-0.00036728+0.00072103i
-0.00045944-0.00149i,-0.00086894-0.0011587i,-0.0014315+2.4959e-06i,-0.0014207+0.00087278i,-0.00093771+0.0009557i,-0.00096451+0.0003403i,-0.00058596+6.4253e-06i,0.00017587+2.3819e-05i,0.00077003-0.00052515i,0.00055587-0.00021585i,-2.9906e-05+0.00086747i,-0.00013704+0.0016292i,-0.00016783+0.0010563i,-0.00015059-0.00024872i,0.00016219-0.00021674i,4.763e-05+0.0012383i,0.00055357+0.0012779i,0.0013032+0.001055i,0.0012099+0.00023426i,0.00070832-0.00052419i,0.00015136-0.00037355i,-0.00012133-0.00061703i,7.3325e-05-0.00069362i
-0.00016041-0.0011797i,0.00016182-0.00049987i,-0.00077207+0.00055568i,-0.0011927+0.0011612i,-0.00047215+0.0010579i,0.00019968+0.00096183i,0.0010521+0.00063819i,0.0016128+0.00013628i,0.000846+0.00017307i,-0.00029837+8.0736e-05i,-0.00024033-0.00053263i,0.000489-0.0011161i,0.0007462-0.00064479i,0.00068662+9.4782e-05i,0.00056983+0.00039019i,0.00035104+0.00026412i,0.00061435-3.8708e-06i,0.00074003-0.00028853i,7.839e-05+0.00012872i,-0.00034554+0.00065024i,-7.934e-05-0.00017127i,0.00014128-0.00031927i,0.00027545+0.00028915i
-0.00027212-0.00083053i,-0.0014885-0.00063915i,-0.0013381-1.602e-05i,7.8326e-05+0.0012756i,0.00032378+0.0016958i,-0.00013138+0.000536i,-0.00029652-0.00017377i,-0.00044857-0.00073146i,1.1454e-05-0.00081072i,0.00022159-0.00075754i,0.000317-0.001029i,0.00048177-0.00029906i,-2.5629e-05+0.0001082i,-3.5483e-05-5.2596e-05i,0.001029+0.00015488i,0.0013392+0.00034375i,0.00076436+4.5662e-06i,0.00018581-0.00013392i,-0.00015108-9.8736e-05i,-9.5317e-05-0.00011644i,0.00018338+0.00039631i,-4.1546e-05+0.00050324i,-0.00014057+0.00015639i
-0.0020346-0.00032988i,-0.00084064+0.00050191i,8.7105e-05-0.00023059i,0.00011005-6.7176e-05i,0.0003185+0.00026305i,0.00059651-0.00042343i,0.00015276-0.0011991i,4.2469e-06-0.0014902i,6.4532e-05-0.0010478i,-0.0003376-0.00013561i,-0.00018504+0.0004278i,0.00036608-0.000131i,0.00074733-0.00039888i,0.00017563-0.0004494i,-0.00029055-0.00050277i,0.00012212-0.00029253i,-0.00038011+0.00039916i,-0.00076433+0.0010919i,0.00021981+0.00063014i,0.0004682+4.1289e-05i,0.00050714-5.1093e-05i,0.0007975-0.00016361i,0.0012608-0.00066206i
-0.00098856-0.0010187i,-0.001231-0.00013435i,-0.0012495+0.0012594i,-0.00072091+0.0021551i,-0.00029133+0.0019864i,3.1238e-06+0.0011353i,-0.00010419+0.00057294i,-0.00033091+0.00010468i,0.00032011-0.00029312i,0.00016833-0.00022902i,-0.00013571-0.00015742i,0.00066553+0.0002594i,0.00067647-7.7107e-06i,0.00067365-0.00024532i,0.00063183-0.00077307i,0.00018343-0.00088725i,1.1609e-05-4.2819e-05i,-0.00036023+0.00014224i,0.0001923+0.00016416i,0.0009085-0.00039986i,0.00052253-0.00060532i,-5.1708e-05-0.00028145i,-0.00010848-0.0003168i
-0.0023374+0.0014389i,-0.0017084+0.0017758i,2.4178e-05+0.0021973i,0.001493+0.0019065i,0.0017845+0.0017308i,0.00014103+0.00067791i,-0.00089466-0.00045719i,-0.00010779-0.00013923i,0.00067842+0.00011837i,0.00085589-0.00024664i,0.00064225-0.00014184i,0.00038308-0.00026473i,-8.755e-05-0.00027771i,-0.00032463+5.8214e-05i,-0.00014044+0.00025388i,-2.784e-05+0.00039235i,0.00042683+0.00067548i,0.0009837+0.00042813i,0.00089991+3.1974e-05i,0.00032271-0.00050494i,0.00015112-0.00087695i,0.00037387-0.00039745i,0.00066755+0.00041429i
-0.00031435-0.001136i,-0.00027913-0.0015745i,-0.00012364-0.001462i,-0.00035531-0.00025526i,-0.00060604+0.00032082i,-0.0016013-0.00045137i,-0.0014858-0.00063348i,-0.00043516-0.00033567i,-0.00018891-0.00076861i,-0.00016327-0.0005248i,-0.00038923+0.00010183i,-0.00052524+5.0283e-05i,-0.0002929+0.00010257i,0.00042289+0.00065194i,0.0011548-0.00016805i,0.0008503-0.00086678i,0.00026948+1.3649e-05i,0.0008228+0.00064162i,0.00042709+0.00063182i,-0.00061548-2.6779e-06i,-0.000829-0.00057199i,-0.00074639-0.0003401i,-0.00034691-0.00010149i
-0.00091053+3.5468e-05i,-0.00034674+0.0010246i,-3.6446e-05+0.0016229i,0.00043882+0.0021705i,0.0015331+0.0019126i,0.0018062+0.00043809i,0.0016232-0.00047385i,0.0014179-0.00055774i,0.0010778-0.00044248i,0.00041347+0.00017776i,7.4322e-06-0.00027625i,0.00025856-0.00053545i,0.00065521+0.00014153i,0.0010987+0.00096036i,0.0012657+0.00062967i,0.0005846+6.3336e-05i,7.1295e-05+0.00041594i,0.00099695+0.00028904i,0.0011128-1.1382e-06i,-0.00048729-0.00026875i,-0.0014823-0.0013836i,-0.00072696-0.0018879i,-0.00025712-0.00065752i
0.0002309+0.00090929i,0.00028497+0.0005991i,0.0011342+0.0013586i,0.0022367+0.0026618i,0.002761+0.0024681i,0.0018254+0.00055281i,0.0010352-0.00056756i,0.00043045+0.0001937i,-5.3105e-06+0.00041748i,-0.00019568-0.00045361i,6.1914e-05-8.7459e-05i,-0.00015685+0.00020275i,-0.0004896-0.00030569i,-0.00065116+0.00016055i,-0.00045388+0.00020771i,9.1157e-05+0.0005284i,0.00027718+0.00067727i,0.00059899-9.8775e-05i,1.6527e-05-0.00051116i,-0.00078251-8.6673e-05i,-0.00092594+0.00011126i,-0.001023-8.9946e-05i,-0.00075993-0.0006292i
0.0004197+0.00059979i,0.00072968+0.0015155i,0.00080871+0.0026464i,0.0015589+0.0027257i,0.0015252+0.0016799i,0.00078996-0.00031732i,-6.18e-05-0.0014739i,0.00032247-0.0014354i,0.00071293-0.00083442i,0.00037618-0.00023037i,0.00017443-0.00057799i,-6.5231e-05-0.00091065i,0.00029986-0.0007293i,0.0012047-8.5291e-05i,0.0018204+0.00027283i,0.001333+0.0003858i,0.00057927+0.00053955i,0.00025105-4.0837e-05i,0.00010758-0.00082318i,-1.5292e-05-0.0011247i,0.00011369-0.00071302i,0.0006769-0.00011653i,0.0013626+6.2086e-05i
0.0005582-0.0014878i,0.0014007-0.00011223i,0.00021692+0.0002986i,-0.00087587+0.00038768i,-0.00085264+0.00043716i,-0.0004185+0.00084885i,0.00089073+0.00051181i,0.0016498-0.00041897i,0.0011171-0.00058364i,0.00031712-2.1323e-05i,-0.00011512+0.00034328i,0.00012167+0.00018377i,0.0004058+0.00029061i,3.0074e-05-9.224e-05i,0.00024938-0.00037377i,0.00035115+0.00052293i,0.00017827+0.00080755i,0.0004804+0.00035074i,0.00075385+0.00010495i,0.00088585-0.00022954i,0.00046757-0.00050454i,-0.00014834-0.0005133i,-0.00029545-0.00064084i
-0.00066895+0.0010416i,-0.0012335+0.00024833i,-0.0018118+0.00049701i,-0.0011532+0.0013547i,-0.00020879+0.0010746i,0.00035835-0.00042488i,0.00025962-0.0010055i,-5.9782e-05-0.0012088i,-0.00072266-0.0010589i,-0.00048205-0.00032672i,0.00038482+0.00060742i,0.0011878+0.00079885i,0.0010706+0.00055777i,-4.0525e-05-7.2363e-05i,-0.00042535-0.0005733i,-0.00051898+2.742e-05i,-0.00033867+0.00043423i,0.00066862+0.00051091i,0.000575+4.3915e-05i,0.00036387-0.00046694i,-0.00024175-0.00077128i,-0.0010755-0.00053374i,-0.00012331-6.5093e-05i
0.00070435+0.00056596i,0.00015317+0.0010834i,-0.00043509+0.0022783i,-0.00029039+0.0019066i,0.00085234+0.00015122i,0.0012276-0.0011457i,0.00061862-0.0007056i,-0.0001081-0.00024109i,0.00077956-0.00019986i,0.0014189+0.00035308i,0.0010595+0.00016798i,0.00022904-0.00079853i,-3.8001e-05-0.00081769i,0.00014848+2.885e-05i,0.00033475+0.00046179i,0.00057058-0.00024739i,0.00067781-0.00069784i,0.00053419-5.7238e-05i,0.00029076+0.00024309i,0.00020594+0.00073521i,0.00012286+0.00073261i,0.00010631-2.5567e-05i,0.00051282-0.0008247i
-0.00087551+0.0017447i,0.00011195+0.0017236i,0.0012398+0.0013562i,0.0022916+0.0014866i,0.0024053+0.00084614i,0.0014707-0.00057519i,0.00078044-0.00075652i,0.00038901-0.00041584i,-0.0005984-0.00075614i,-0.00094942-0.00014533i,-0.00030708+0.00016751i,0.00016467-0.0004061i,0.00024495-0.00049846i,0.00017304-0.00029172i,-6.766e-05+0.00011276i,0.00025257+0.00095578i,0.00036064+0.0016041i,0.0006015+0.0012719i,0.00084109+0.00057744i,0.00030502+0.00051265i,0.00010089+0.00028429i,0.00061724-9.7479e-05i,0.00076929+0.0003997i
2.7393e-05-0.00081869i,0.00063042-0.0010488i,0.00037799-0.00045054i,7.1211e-05+0.00026519i,0.00096824+0.0011146i,0.0012703+0.00046059i,0.00090764-0.0010814i,4.0488e-05-0.001104i,-1.977e-05-0.00091719i,0.00074486-0.0008084i,0.00054073-0.00036428i,3.2552e-05-0.00044069i,0.0001284+5.4977e-05i,0.00047905+0.00017676i,0.000841+0.00031048i,0.00054688+0.00086608i,0.00031121+0.00039368i,0.00033604-3.3991e-05i,0.00078858-0.00069008i,0.0011402-0.00095953i,-2.0495e-05-0.00019098i,-0.00092497+7.977e-05i,-0.0010204+0.0002364i
-0.00021005+0.0019354i,0.0018993+0.0019722i,0.002323+0.0021943i,0.0020313+0.0019402i,0.001746+0.0013621i,0.00087681-4.7349e-05i,-2.5393e-06-0.00072295i,-0.00044405-0.00050316i,-0.00055472-0.0005738i,-0.00053892-0.00059368i,0.0002113-2.7531e-05i,0.00076+0.00090156i,-9.936e-06+0.00028957i,-0.00050699-0.00045454i,-0.00051631-0.00017842i,-0.00036768+0.00013798i,0.00067275+0.0005705i,0.0013235+0.00050797i,0.00083858+0.00065656i,-0.00025384+0.0010342i,-0.00099764+0.00052243i,-0.00012469-0.00030128i,0.001179-0.00032588i
-0.00020261-0.00095464i,-0.00018888+0.00023652i,-0.00052756+0.0005282i,-0.00019395+0.00096055i,0.00066337+0.0012458i,0.00073993+0.00053798i,-0.00025366-0.00020641i,-0.00052071-8.481e-05i,-0.0007673-8.551e-05i,-0.0013598-0.00042697i,-0.00022697-0.00064122i,0.0002964-0.00047347i,0.00042022+0.00020632i,0.00040167+0.0010845i,0.00029828+0.0012226i,0.00028561+0.0013301i,0.00039457+0.0011672i,0.00057041+0.0010512i,0.00093677+0.00077557i,0.00063104+1.8174e-05i,0.00010682-0.00052277i,0.00064988-0.00079146i,0.00053559-0.00048799i
5.6875e-05+0.00039405i,0.0002868-0.00072816i,0.00084321-0.0010081i,0.00062247+0.00024963i,-0.00011138+0.00090587i,-0.00044074-1.0654e-05i,-0.00012725-0.00094078i,0.00069008-0.00089149i,0.00043014-0.00028004i,-0.00048134-0.00078319i,-0.00032543-0.00055679i,-0.00044777+0.00024442i,-0.0010308+0.0001658i,-0.00075072-0.0003836i,-0.00031279-0.00058492i,-0.00011607+0.00018601i,-0.00033008+0.00062251i,-0.00053803+0.00012894i,0.00061546+0.00048905i,0.0007076+0.00034098i,0.00017121-0.00031553i,0.00053333-0.00069058i,0.00092725-0.0010913i
-0.00088906+0.00089242i,-0.00028426+0.0009718i,0.00029004+0.0010465i,0.00065166+0.00054629i,0.00092716+0.00063359i,0.00063077+0.00068983i,1.7987e-05-0.00026987i,0.00013622-2.503e-05i,0.00026672+0.00013378i,-0.00024631-0.00068777i,-0.00014063-0.00092716i,0.00033039-0.00028495i,0.00022279+0.0001612i,-0.00043668+0.00020212i,-2.7775e-05+0.00030291i,0.00089873+0.00057387i,0.0011566+0.00069408i,0.0007316-1.06e-05i,0.00076421-0.00049153i,0.00092834-0.00053112i,0.00020215-0.00033717i,-0.00025888-0.00027154i,6.9641e-05-6.299e-05i
-0.00090494-0.00087985i,-0.00030773-0.00058595i,-0.00010672-0.00028193i,-0.00020355+0.00063695i,-0.00012992+0.00028687i,4.488e-05+3.9428e-05i,-0.00031074+0.00033193i,-0.00057644-0.00044279i,-0.00023242-0.00085282i,-0.00037746-8.6604e-05i,-0.00066806+0.0003076i,-0.00019324+0.00021437i,0.00021503+5.6593e-07i,0.0007485-5.2622e-05i,0.00057746+0.00052157i,-0.00046351+0.00097211i,0.00029087+0.00048253i,0.001403+3.3218e-05i,0.0012077+0.00035454i,0.0010803+0.00044643i,0.00095882+5.2421e-05i,0.00036684-0.00027359i,0.00032476-0.00071173i
-0.00046894+8.1512e-05i,-0.0009136+0.00080685i,-0.001997+0.0008585i,-0.0013222+0.0010646i,-0.00018133+0.0014382i,0.00018333+0.00034704i,0.00030058-0.00082821i,0.00053827-0.00096423i,0.00042036-0.0010476i,-0.0005486-0.00074235i,-0.00057795-8.4427e-05i,0.00032902-0.00039098i,0.00071207-0.00052722i,0.00041066+0.00054663i,6.7041e-05+0.00082483i,3.1226e-05+0.00057029i,-0.00045293+0.00081742i,-0.00066453+0.00083151i,0.00014333+0.00020719i,0.00080384-0.00028121i,0.00046885+0.00016119i,-0.00037668+0.00018384i,-0.00090533-0.00043194i
-0.00088894+0.00072642i,-0.00050727+0.00067561i,-0.00043478+0.0010246i,-0.0005722+0.0020548i,6.6545e-05+0.0022742i,0.00044901+0.0016466i,0.00070075+0.00059707i,0.00082529+0.00016714i,0.00064047+0.00046905i,0.00087559+0.00086517i,0.00036951+0.00075312i,-0.0001444-0.00045381i,0.00024177-0.00030901i,-3.022e-05+7.5735e-05i,-0.00020258-3.9358e-05i,0.00062377+0.0005405i,0.0013102+0.00086299i,0.0013428+0.00065787i,0.0010961-0.0004295i,0.0006558-0.00093122i,-0.00042575-0.00033506i,-0.00030781-8.7199e-05i,0.00035505-0.00026914i
-6.3732e-05-0.0010135i,-0.00012648-0.00095632i,0.00015403-0.00054488i,0.00035996+0.00018285i,0.00064888+0.00089339i,0.00080579+0.0012199i,0.0003615+0.00136i,0.00039942+0.00064174i,0.0003479-0.00037643i,-9.9374e-05-0.00061945i,-0.00032699-0.00073962i,-0.0002497-0.00012549i,0.00014524+0.00073044i,0.00026448+0.00052749i,0.00061393+0.00037985i,0.00031311+8.9216e-05i,-0.00050342-0.00023049i,-0.00013681+2.8017e-05i,0.00075196+0.00011661i,8.5594e-05-0.00053655i,-0.0005211-0.00040819i,-3.4926e-05-0.00030395i,0.00074174-2.0304e-05i
0.0019896+0.00030497i,0.0019352+7.0492e-05i,0.0013416-0.00053718i,0.00090881-0.00086836i,0.00033473-0.00039915i,-0.00040668-0.00039864i,0.00019822-0.0004946i,0.0012058+0.00051057i,0.0012765+0.0009113i,0.0008816-0.00037266i,0.00045534-0.001307i,0.00027238-0.0006513i,-0.00027602-0.00015554i,-5.1599e-05-0.00029835i,0.00046775+0.00021916i,0.00019157+0.00095478i,0.00068369+0.00050726i,0.00099334+0.00074677i,0.00090159+0.00063358i,0.00066973-0.00030652i,-5.875e-05-0.00061953i,0.00018835-0.00092964i,3.5084e-05-0.00095004i
-0.0013281+0.00016359i,-0.00093812+0.00035425i,-0.00098497+0.001264i,-0.00046512+0.0023006i,0.00064996+0.0017768i,0.00084256-4.9939e-05i,0.00035629-0.00085231i,6.013e-05-0.000426i,0.0002369-8.2884e-06i,0.00011033+0.00092668i,-0.00032605+0.0011698i,0.0002311-0.00020216i,0.00029878-0.00070647i,-0.00066953+0.00088105i,-0.00080286+0.0015694i,-0.00039428+0.00054144i,-5.1476e-05+0.00017595i,6.8073e-05+0.00067183i,4.3948e-05+0.0006469i,-0.00033081-0.00041832i,-0.00027279-0.00029461i,-9.7495e-05+0.0007392i,0.00013503+0.00060578i
-0.0001239+0.00073338i,0.00067627+0.0015447i,0.000937+0.0022953i,0.0014069+0.0021235i,0.0030854+0.0019093i,0.0028952+0.00067431i,0.001398-0.00037826i,0.00070223-0.00066019i,0.00036895-0.00030577i,-3.0584e-05+0.00016761i,0.00019077-1.1344e-05i,0.00078794-0.00066999i,0.00085186-0.00066562i,0.000921-0.00033893i,0.00097065+0.00013307i,0.00059441+0.00048853i,0.00013106+0.00034804i,-0.00031009-0.0001437i,-0.0004304-0.00050125i,-7.1246e-05-0.00056009i,0.00023442-0.00048635i,0.00034911+0.00020079i,0.00055244+0.0007765i
0.0014285+0.00038547i,0.0007531+0.00090409i,0.00099835+0.0013643i,0.0018981+0.0002819i,0.0026563-0.00060526i,0.0018227-7.8563e-05i,0.00038381+0.00021165i,0.00053293-3.2563e-05i,0.00066278-0.00050262i,0.00043474-0.00075277i,0.00059092-0.0004856i,0.00045591+0.00037555i,-0.00051107+0.00066091i,-0.00087865+0.00058458i,-0.00010897+0.00045359i,0.0004708+0.00083301i,0.00090122+0.00099295i,0.001139+2.3045e-05i,0.0009761-0.00059937i,0.00054669-0.00054285i,0.00011943-0.0010128i,0.00010912-0.0014904i,-0.00052913-0.00048551i
