-0.00077987+0.00018792i,-2.2916e-05-0.00044392i,-0.00034446-0.00081877i,0.0001375-0.00096929i,-3.8468e-05-0.00042141i,-0.0014053-0.00019186i,-0.0018791-0.00029083i,-0.00061217+0.00060705i,0.00075553+0.00061456i,0.001205-0.00032402i,0.00087334-0.00050492i,0.00021761-0.00032552i,0.00074383-0.00022772i,0.00081172-0.00012912i,3.9067e-05-1.416e-05i,-0.00020116+8.2855e-05i,0.00027108-0.0002903i,0.00010558-0.00069701i,-0.0011485-0.0011151i,-0.00084673-0.00064655i,-9.9063e-06-0.00030079i,0.00012555-0.00023757i,0.00025735-0.00012341i
0.00018051+0.001184i,-0.00062045+0.00020969i,-0.00084397-0.00046073i,-0.0013711-0.00023482i,-0.0013134-0.00090761i,-0.00070129-0.0013795i,-0.00025089-0.0011201i,-0.00058861-0.0005437i,-0.0010141+0.00039798i,-0.00033016+0.00048197i,0.00024576+0.00052445i,4.7619e-05+0.001048i,0.00049444+0.00048641i,0.0011037+0.00053593i,0.00078261+0.0012736i,0.0002387+0.0010753i,0.00023586+0.0001927i,0.00030743+4.0502e-05i,-0.00016706+0.00019315i,-5.5571e-05+9.4136e-05i,0.00022655+0.00030092i,-0.00017727+0.0004705i,-0.00090836-0.00038144i
-0.00014823+0.00082398i,6.2753e-05+0.000927i,0.0014567+0.00079152i,0.0023283-0.00032612i,0.0013479-0.001246i,0.0010747-0.0011418i,0.001436-0.00088704i,0.00021933-0.00013109i,-0.00029798+0.00060712i,0.00023392+6.5436e-05i,0.00017798-0.00098879i,0.00061362-0.001155i,0.00061539-8.0564e-05i,6.2659e-05+0.00028722i,0.00025402+3.2173e-05i,0.0009726-5.3231e-05i,0.00094089+4.1052e-05i,-0.00013149-0.00032298i,-0.00056222-0.00045347i,6.8735e-05-7.5352e-05i,-0.00011846-0.00028183i,-0.00051102-0.00074477i,-0.00052272-0.00066059i
0.0008745+0.00052624i,-4.4168e-05+7.7475e-05i,-0.00083938-0.001136i,-0.0017476-0.0015021i,-0.0015597-0.0013697i,-0.00063267-0.0012856i,-0.0001607-0.0011099i,-0.00038737-0.00030161i,-0.00052517-1.56e-05i,-8.6794e-05-0.00023728i,-0.00039979-2.6514e-05i,-0.0006873+0.00029869i,-5.8762e-05+0.00045325i,0.00032554-6.9487e-05i,0.00056306-0.00021905i,0.00036052+4.7577e-05i,0.00010536+0.00010535i,0.00046713+2.3448e-05i,0.00089298+7.0724e-05i,0.00017275+0.00026626i,-0.00022886+0.00061686i,-0.00012787+0.0012346i,-0.00028339+0.00099897i
0.0011709+0.00089307i,0.0011112+0.00034331i,0.0014787-0.00012395i,0.0015088-0.00022357i,0.00036477-0.0011528i,-0.00090181-0.0026912i,-0.00096295-0.0024079i,-0.00012375-0.00091i,0.0003976-0.00049451i,-9.7386e-05-0.00083942i,-0.0002515-0.00052006i,8.4226e-05+4.5686e-05i,0.00022112+0.00026629i,0.00035323-6.1003e-05i,0.00050106-4.8681e-05i,0.00082155+0.00042154i,0.0005518+0.00061436i,0.00055472+3.733e-05i,0.00058315+4.9453e-05i,0.00018724+0.00055156i,1.1746e-05+0.00014746i,0.00028711+0.00033235i,0.00040575+0.000268i
-0.00043165+0.0006843i,0.00018327+0.00030299i,-0.00018531-0.00055463i,-0.00017258-0.00082958i,-0.00018104+1.9726e-05i,-0.00047909+0.00051898i,-0.00065237+0.00021019i,-0.00057071+0.00064089i,-0.00074544+0.00048769i,-0.00096544+0.00016128i,-0.00074452+0.0004519i,-0.00034418+0.0005551i,0.00070435+0.000512i,0.00079806-0.0001234i,0.00012509-0.00041399i,-0.00020024-0.00023417i,0.00017856-0.00062508i,-4.0473e-06-0.0008428i,-0.00041037-0.0010381i,-6.3804e-05-0.0013264i,6.799e-05-0.00049175i,-9.5062e-05+0.00044872i,-0.00050486+0.00056572i
0.00045613+0.00070408i,-0.00022759+0.0013931i,0.00055809+0.0017214i,0.0006361+0.0014398i,-0.00013031+0.00073475i,0.00055633-0.00048877i,0.0011924-0.0013857i,0.00059367-0.00076513i,0.00030334+1.3655e-05i,0.00037249-0.00032741i,0.00026672-0.00074643i,0.00037893-0.00058865i,0.00024427-0.00012651i,-0.00022581-5.5016e-05i,-0.00013636-7.549e-05i,0.00026432+0.00039142i,0.00012271+0.00092612i,-0.0010368+0.0010738i,-0.0011167+0.00016068i,-3.5554e-05-0.00050386i,-9.0091e-05+0.000179i,-0.00029111+0.00081499i,0.0002597-0.0001039i
0.0015022+0.00010746i,0.0010333+0.00023981i,0.00022464-0.0013248i,-0.0001976-0.0027023i,-5.5555e-05-0.0026956i,-0.00069258-0.0022542i,-0.000473-0.0017748i,0.00019966-0.00083145i,3.0498e-05-0.00044863i,-0.00068784-0.00071807i,0.00020049-0.0010404i,0.0013881-0.00032827i,0.0010876+0.00035257i,0.0010329+0.00037287i,0.001163+9.4005e-05i,0.0011782+0.00054674i,0.0012423+0.00069395i,0.00097226+0.00032433i,2.1621e-05+0.00010506i,8.9089e-05+0.00020926i,0.00034359-0.00014265i,-0.00021026+3.4717e-05i,0.00017065+0.00039626i
-0.00055544+0.00028224i,-0.00088514+0.00057278i,-0.00024179+0.0012716i,4.234e-05+0.0015737i,-0.00058927-0.00025443i,-0.00057548-0.0010707i,-0.00012053-0.00010151i,0.00048247-3.8181e-05i,0.00034956+6.674e-05i,-4.736e-05-0.00017758i,0.00048802-7.3267e-05i,0.00093354-0.00032715i,0.001079-0.0004594i,0.00042078+0.00030218i,-0.00050682+3.6136e-05i,0.00020968-1.3679e-07i,0.00062388+1.6279e-05i,-0.00012163-4.4832e-05i,-0.00019925-5.1832e-06i,0.00058407-0.00017919i,0.00026644-0.00017674i,-0.00023666-8.6131e-05i,0.00021764-0.00016257i
0.00038493+0.00065415i,0.00016346+0.00020956i,0.00045534-0.0010645i,0.00018072-0.0027812i,1.7389e-05-0.002952i,-0.0001231-0.0020111i,-0.00061195-0.0016434i,0.00011584-0.0011056i,0.00035846-0.00055092i,-0.0001933+0.00074808i,-0.0007555+0.0015189i,-0.00071039+0.00064935i,0.00069853-0.00017285i,0.00101+8.7582e-05i,0.00072561+0.00090757i,0.00062429+0.00097289i,0.00022549+0.000858i,0.0002888+0.00083191i,0.0001491+0.00082473i,0.00028323+0.00045387i,0.00087534+3.6478e-05i,0.00060316+0.00045919i,-7.6488e-05+0.0012182i
-0.0012051+0.00039736i,-0.0010283-9.0745e-05i,-0.00019035+0.0010054i,0.00067812+0.0023156i,0.0011365+0.0020755i,0.0014601+0.00089415i,-1.2809e-05+0.00054053i,-0.00080289+0.00014753i,-8.841e-05-3.464e-05i,-1.8586e-05+5.8858e-05i,-0.00061662-0.00040114i,-0.00082219-0.00091858i,5.3977e-06-0.0011072i,0.00069226-0.00063578i,0.00053137-0.00046276i,0.00029574-0.00023239i,0.00032488+1.4011e-05i,-1.4687e-05-0.00022675i,0.00042434-0.000415i,0.00042874+0.0002865i,-0.00011695+0.00050925i,0.00029826-0.00015112i,0.0007947-0.00038494i
0.00028931+0.0012673i,-0.00048861+0.0012609i,-0.00056773-0.00016664i,0.00027-0.0020903i,0.00035098-0.0028341i,-0.00045803-0.0019909i,-0.00050271-0.00080682i,5.0965e-05+4.0151e-05i,0.00050895+0.00028107i,4.7539e-05+0.00023874i,0.00014906+0.00023739i,0.0011438-0.00022567i,0.0006739-0.00015386i,0.000813+0.0001243i,0.0012501-9.2344e-06i,0.00036407-7.0866e-05i,-0.00058511-0.00035412i,-0.0004451-0.00020212i,-0.00038916-4.639e-05i,-0.00065796+5.764e-05i,0.00019187-6.1893e-05i,0.00043957-0.00072966i,-6.1717e-05-0.00083953i
-0.00066381-0.00015631i,-0.00019866-5.6294e-05i,0.00025231+0.00040815i,-8.9937e-05+0.0013662i,-7.2545e-05+0.00082497i,0.00049454-0.00028924i,0.00039432-0.00023809i,-0.0004555+0.00044144i,-0.0015432+0.00025446i,-0.0014223-0.00057194i,-0.00048553-0.00068544i,0.00011305+0.0001886i,0.00094854+0.0002263i,0.0012411+0.00025866i,0.00080654+0.001236i,0.00044993+0.0009777i,0.00021098+0.00056369i,0.00043949+0.00055393i,0.00011018-0.00025028i,0.00019994-0.00077937i,0.00030318-0.00070082i,-2.6177e-05-0.00078943i,-0.00013493-0.00020972i
0.00035915-0.00033467i,0.00021484-0.00056638i,-0.00042883-0.0015085i,-0.001563-0.0014648i,-0.0018813-0.0014548i,-0.0012235-0.00051741i,-0.0006128+0.000216i,-0.00038292+0.00035855i,-0.0012578+0.00018604i,-0.0012711-0.00016854i,-0.00091554+0.00060387i,-0.00052922+0.0012633i,-5.6201e-05+0.0009234i,-0.00012746+0.00050722i,0.00030548+0.00046871i,0.00055217+0.00094019i,0.00070546+0.00098418i,0.00032717+0.00062331i,-0.00012066-0.00020525i,0.0004369-0.00017452i,0.00075944+0.00055609i,0.00016973+0.00024858i,-0.00036896+0.0001917i
0.00085511+0.00012616i,0.001337+0.00078474i,0.0017187+0.00036255i,0.0017058+0.00028404i,0.0017033-0.00087287i,0.0012395-0.0017451i,0.00048894-0.00069866i,0.0007977-0.00017466i,0.0010544-0.00024861i,0.00047185-0.0003105i,0.00055832-2.2914e-05i,0.00021677-9.9342e-05i,0.00031587-0.00082179i,0.00089825-0.00081516i,0.00075216-0.00034027i,0.00020534+0.00040699i,0.00012529+0.00072951i,0.00039754+0.00082142i,5.1876e-05+0.00040161i,-0.00033722-5.2775e-05i,0.00011347+0.00053373i,0.00050365+0.0012052i,0.00033089+0.0016294i
0.00060954-0.00065075i,-4.7259e-05-0.00091273i,-0.0014904-0.0011258i,-0.0014764-0.0014541i,-0.0010571-0.0013285i,-0.00020664-0.0014817i,0.00031829-0.0014694i,0.00037817-0.0010893i,9.6156e-05-0.00076029i,-2.026e-05-0.00020926i,0.00034164+0.00010611i,-1.5621e-05-0.00032334i,-0.00025914-0.00038279i,0.00050608-6.235e-05i,0.00089987-0.00055521i,0.00077389-0.0011208i,0.00021389-0.00051998i,0.00027706-0.00031952i,0.0010389-3.978e-06i,0.00048868+9.6655e-05i,-0.00035584-0.00021631i,-0.00035897+7.1063e-05i,0.0003121-0.00010853i
-0.00056295+0.0016068i,-0.00086848+0.0010893i,0.0010158+0.00047579i,0.0022392+0.00047852i,0.0010824+0.00034396i,-0.00034828-7.7985e-06i,-0.00083589+0.00016554i,0.0001229+0.00013105i,0.0015626-0.00049631i,0.00088739-6.0387e-05i,-0.00028047+0.00015367i,0.00033032-0.00021778i,0.00121-0.00094712i,0.0011325-0.0015438i,0.00071977-0.000661i,0.00024504+0.00017183i,0.00017261-0.00033244i,6.8141e-05-0.00047649i,-0.00017019-0.00042889i,0.00018725-0.00055879i,0.00019639-0.0002917i,-0.0001482-0.00064713i,-3.1305e-05-0.00089562i
0.0011156-0.0012946i,0.00097927-0.00045467i,0.0007777-0.0017784i,0.00024439-0.0029575i,-0.00043248-0.0027172i,-0.00047727-0.0024422i,-0.00029015-0.00084741i,-0.00015727+0.00036055i,-6.0949e-05+0.00050869i,0.00052815+6.4884e-05i,0.00049132+0.00013165i,-1.0393e-05+0.00058803i,0.00022105+0.00075141i,0.00065255+0.00053559i,0.00030805+7.2947e-06i,0.00022638-0.00024526i,0.00024759+0.00013874i,5.2686e-05+0.00030336i,0.00051721+0.00013551i,0.00098535+0.00010692i,0.00029411-0.00033912i,-0.00035123-0.00037828i,-0.00024931+4.2433e-06i
-0.00074282-0.00048334i,-0.00092523+0.00014954i,-0.0013396+0.0013984i,-0.001488+0.001883i,-0.00087221+0.00091265i,-0.00055622-0.00094883i,-0.00049779-0.00096063i,-0.00049163-0.00032784i,-0.00018078-0.00016711i,-0.00029827+0.00041435i,-0.00079522+0.00070097i,-0.00054881+0.00053541i,-0.00044018-0.00027937i,0.00016475-0.0010766i,0.00084591-0.00080474i,0.00085448+0.00040069i,0.00059119+0.00083524i,0.00025551+0.00043441i,0.00032008+0.00014943i,0.00010046+0.00017847i,-0.00027769-0.00016604i,-0.00030916-0.00071689i,-0.00022336-0.00027927i
0.0003459+0.00016711i,0.00083333+0.00026334i,0.00099239-0.00073859i,0.00090087-0.0017802i,0.00044083-0.0019326i,0.00058752-0.001906i,0.00066494-0.0012317i,-0.00041427-0.00068584i,-0.00059339-0.00085815i,-0.00036713-0.00069435i,-0.00029232-0.00036082i,0.00023818-0.00014622i,0.0005885+0.00028076i,0.00070203+0.00028142i,0.00065816-6.2235e-05i,0.000508+0.00019227i,0.00029137+0.00033824i,0.00012972+0.00028843i,-3.2451e-06+0.00011615i,-0.00033686-0.00029932i,-0.00054638-0.00017534i,-0.00022285-0.00027337i,-0.00010183-0.00077245i
-0.00022614+0.00029519i,2.0014e-05+0.00077113i,3.6784e-05+0.0010481i,-0.00077367+0.0010151i,-0.001422+0.00066354i,-0.0012509-5.6045e-05i,-0.00080565-0.00059686i,-0.0007142-0.0003609i,-9.7612e-05-0.00012978i,0.00012604-0.00078608i,-0.00032846-0.00067701i,-0.00042453-0.00012095i,-0.0003069+0.00050695i,-0.00037409+0.00015669i,-0.00049628-0.00035063i,0.00021076+0.00017376i,0.00063872+0.00065648i,-1.8855e-05+0.00075355i,-0.00089757+0.00090721i,-0.00098308+0.00059752i,-0.00049622+0.00074704i,0.00021553+0.00054468i,0.00049411+0.00023353i
8.8612e-05-0.00050102i,0.00056048-0.00032707i,0.00076315-0.0017633i,-0.00059773-0.0026732i,-0.0004394-0.002411i,3.5478e-05-0.00049708i,-0.00048452+0.00030091i,-0.00040776-0.00015042i,-0.00049251-7.8125e-05i,-0.0011147-0.00048581i,-0.00077647-0.00070926i,0.00011488-0.00063249i,0.00018686-0.00022085i,-2.09e-05+0.00092186i,0.00028686+0.00043571i,0.0002686+0.00036994i,2.8243e-05+0.00044627i,-3.3563e-06-0.00015378i,-0.00016708-0.00034786i,-1.8522e-05-8.5851e-05i,8.8684e-05+0.00057043i,0.00011703+0.00049275i,0.00013069-0.00020468i
-0.0014988+0.00037238i,-0.00063774-0.00048475i,-0.00082729-0.00071652i,-0.00072116-0.00019809i,-0.0001313+0.00014693i,0.00060541-0.0007532i,0.00044082-0.0016535i,-0.00043611-0.0012362i,-0.00083934-0.00083152i,-0.0011147-0.00092043i,-0.00080869+0.0001596i,0.00031915+0.00088078i,0.0011319+0.00027857i,0.00082587+0.0003794i,0.0002741-2.0431e-05i,-0.00034577-0.00065625i,0.00015226-0.00045242i,0.00072137-0.00015753i,0.00059244-0.00012695i,0.00052835-0.00058902i,-0.00046013-0.00071928i,-0.00069197-6.343e-05i,-0.00051461-0.00023331i
0.00067602+0.00036292i,3.6214e-05+0.0012867i,0.0012911+0.0014271i,0.0016998+2.949e-05i,0.0015934-0.0020762i,0.0012985-0.0020431i,7.7188e-05-0.00013112i,-0.00084143+0.00066954i,-0.00076182+0.00065i,8.2945e-05+0.00068753i,0.00025316-2.971e-05i,0.00039138-0.00039294i,0.00069749+0.0002915i,0.00061889+0.00082248i,0.00059201+0.00064567i,-0.00037468+0.0002853i,-0.00057085+0.00019852i,0.00032617+0.00039163i,0.00017512+0.00041274i,-0.00049905+0.00052514i,-0.0010746+0.00042287i,-0.001022+0.0001908i,-6.3869e-05-0.00023539i
0.00058866+0.00038254i,0.0018161+3.4933e-05i,0.0015603-0.0014784i,0.00070823-0.0024211i,0.00026054-0.0029972i,2.2979e-05-0.0024667i,0.00060428-0.0015465i,0.00090889-0.0014085i,0.00079345-0.0011788i,0.00030575-0.00063288i,-6.5556e-05-0.00035627i,0.00027708-0.00080084i,8.7352e-05-0.00077861i,-0.00028839-0.00041547i,-0.00051017-0.00086255i,0.00015917-0.0011021i,0.00053268+0.00028888i,0.00023314+0.0014142i,-0.00015258+0.00053224i,-8.0844e-05-6.2334e-05i,-0.00050502-0.00019962i,-0.0010061-0.00053814i,-0.00011584-2.3331e-05i
-0.00090017+0.0015358i,-0.0017756+0.00030354i,-0.0013198+0.00018622i,-0.0011307+0.0010789i,-0.0015436+0.00085983i,-0.0020968-0.00026242i,-0.00182-0.00026906i,-0.00098402+0.00023238i,-0.00014025+0.00097007i,6.6066e-06+0.00092422i,-0.00045691+7.1634e-05i,-0.00030402-0.0004294i,-0.00012032-0.00026153i,-0.00060391+0.0001456i,-0.00054274+5.0815e-05i,-7.0577e-05-8.07e-05i,-0.00057614+0.00032611i,-0.0011046+8.4732e-05i,-0.00039567-0.00058655i,0.00054599-0.00057453i,0.00114+0.00025649i,0.00045446+0.0006006i,-0.00071104+0.00036594i
0.0020215+0.00040668i,0.0017155-2.177e-05i,0.0013522-0.00030113i,0.00098694-0.0010511i,0.0012285-0.0018001i,0.00046773-0.0013431i,0.00014415-0.00027744i,0.00044841-0.0002485i,0.0010366-0.00084809i,0.0015763-0.00098045i,0.00060489-0.00057649i,0.00036921+0.00042502i,0.00042281+0.00043431i,-0.00041913+0.00029662i,-0.00012145+0.0010648i,0.0005895+0.0012966i,0.00065984+0.00050971i,0.00042101+0.00053504i,0.00024761+0.00060086i,0.00015218-0.00017685i,2.2945e-05-0.00050809i,9.5685e-05-7.8053e-05i,0.00019479+0.0006578i
-3.5656e-05+0.0011516i,-0.00087325+0.0007223i,-4.0135e-05+0.00046771i,0.00083397+0.0004888i,0.00085681-0.00061767i,0.00057259-0.0012292i,0.00068926-0.0010942i,0.00045164-0.00066195i,-0.00034051-9.3648e-05i,-0.00042197-0.00051408i,-0.00043276-0.00070361i,-0.00046224-0.000543i,-0.00018106-0.0005356i,0.00048981-0.00055705i,0.00055658-3.0202e-05i,-0.00045832+0.00014746i,-0.0010555-0.0003999i,-0.0004765-0.00017108i,0.00033685+0.00067376i,0.00012783+0.00040729i,-3.9641e-06-0.00036086i,0.00023741-0.00040463i,0.00013703-3.4276e-05i
0.0015169+0.0013232i,0.0013945-0.00017759i,0.0018913-0.0014506i,0.0023322-0.0020528i,0.0016082-0.0018286i,-0.00034881-0.0019781i,-0.001265-0.0019902i,-0.00048469-0.0015319i,0.00020726-0.00073151i,0.00027001+0.00010751i,-0.00025718+1.7063e-05i,-0.00026741-0.00014059i,0.00038671+9.6817e-05i,0.00025715-0.00018122i,-0.00024311-0.00017329i,-0.00022379+0.00050787i,0.00044287+0.00030086i,0.00049455+7.1739e-05i,9.4813e-05+0.00086503i,-0.00019416+0.00075108i,-0.00021895+0.00020582i,-0.00046015+0.00074969i,-0.00091961+0.00086587i
-0.0002909-0.00048439i,7.2675e-05-0.0006421i,4.1893e-05-0.00031413i,2.8405e-05-0.00023238i,0.0004082-0.00082205i,0.00034396-0.0015535i,0.00029685-0.0012856i,0.00045581-0.00010103i,0.00038241+0.00056613i,8.9016e-05+0.00066956i,0.00032862+0.00035238i,0.00086946+0.00034124i,0.00055814+0.00050479i,-0.0001764-0.00016064i,-0.00040399-0.0003573i,-6.3043e-05+0.0002044i,0.00065378+0.0002739i,0.0010006-9.1962e-05i,0.00055318-0.00052215i,0.00058316-0.0003367i,0.0010423+0.00028998i,0.000955+0.00030383i,0.00044695-0.00051397i
0.00043237+0.00071653i,-0.00029613-0.00015564i,-0.00068126-0.0011672i,-0.00086383-0.00089165i,-0.00098256-0.00049902i,-0.0011021-0.0010072i,-0.00045917-0.00087579i,0.00036799-3.4558e-05i,0.00039773+0.00027089i,-7.6385e-05+0.00048308i,5.8116e-05+0.00046513i,-0.00053905+0.0001738i,-0.0011352+6.0611e-05i,-0.00010178+0.00046319i,0.00059812+0.00072094i,0.00032351+0.0005262i,-5.6345e-05-0.00055183i,-0.00057884-0.00087262i,-0.00051971-0.0007254i,5.8328e-05-0.00045751i,-4.8944e-05+0.00050906i,-0.00057422+8.0839e-05i,-0.00046987-0.00014196i
-7.0106e-05+0.00021953i,-0.00025305+0.00077121i,0.0004147+0.00076832i,0.0010513-0.00019429i,0.00118-0.0015368i,0.0008623-0.0013614i,0.00059954-0.00082582i,0.00039558-0.0015644i,2.1498e-05-0.0016304i,-0.00046705-0.00086736i,-0.00019994-7.2251e-05i,0.00063746+0.00034362i,0.00048619+0.00085537i,0.00019498+0.00074699i,0.00036041-0.00019709i,8.2988e-05-0.00040301i,9.7999e-05-0.00017205i,0.00029344-0.00055724i,-0.00036108-0.00079736i,-0.00041101-6.2603e-05i,4.5725e-05+0.00035843i,-9.6741e-05+7.4382e-05i,-0.00029299-0.00055742i
-4.4015e-07-0.00012242i,-0.00036018+0.00047537i,-3.9033e-05-0.00046871i,0.00034363-0.0015553i,0.00030985-0.0014757i,0.00023339-0.001212i,0.00032983-0.0014167i,6.6235e-05-0.0014206i,0.0001827-0.00035986i,0.0001393+0.00012945i,0.00035947+0.00030578i,-0.00034439+0.00086956i,-0.00059875+0.00012771i,-8.0899e-05-0.0013356i,-0.00017315-0.0013533i,0.00017016-0.00034468i,9.0817e-05+0.00014725i,-0.0004901+0.00033268i,-0.00014934+0.00060295i,0.0004347+0.00047531i,0.000887-0.00044528i,0.00052431-0.00078345i,-0.00022756+0.00017895i
0.0001955-0.00019991i,0.00017164-0.00031573i,0.0010235-0.00047848i,0.00075941-0.00091122i,-0.00014688-0.001037i,-0.00045502-0.00092838i,-0.0010421-0.00044798i,-0.00099163-8.8758e-06i,-0.00022091-0.00028709i,0.00039163-0.00052962i,0.00059622-0.00020835i,0.00027806-0.00016896i,0.00035665-0.00049799i,0.0008294-0.0002232i,0.00029713-0.00041496i,-0.00038944-0.00057818i,-0.00022235-0.00041248i,0.0002139-0.00038931i,0.00024316-0.00060214i,0.00021278-0.00024741i,0.00025961+0.00026825i,-0.00046255+0.00027209i,-0.0011761+0.00063962i
0.00016045+0.00043285i,0.00027504+0.00090873i,0.00022231+0.00027861i,-8.3547e-05-0.00032357i,-0.00040232-0.0005942i,-0.00077359-0.00057073i,-0.00072659-0.0004098i,0.00027037-0.00027099i,0.0010131-0.00021054i,0.0007873+0.00012662i,7.144e-05+0.00035708i,-0.00041457-1.0528e-05i,-0.00057468-2.575e-05i,-2.823e-05+0.00082803i,0.00065935+0.00078796i,0.00075211-2.7857e-05i,0.00064717+0.00034621i,6.7137e-05+0.00027864i,-0.00065668-0.00043236i,-0.00055316+0.00014872i,-0.00091796+0.00066522i,-0.0011022+3.1502e-05i,-0.00076865+0.0003095i
0.00073479+0.00047675i,0.001549-0.00011797i,0.0015041-0.0016303i,0.0001123-0.0021619i,-0.00053478-0.0021527i,-0.0004607-0.0015087i,-0.00041499-0.00032456i,-9.1297e-05-0.00062285i,-0.00035124-0.00078326i,-0.000648-0.00011825i,-0.00029987-0.00024862i,0.00013301-0.00067373i,0.00016603-0.00092934i,0.00025407-0.0011361i,0.00031895-0.00059717i,-8.1062e-05+0.00048385i,-0.00022897+0.00053926i,6.7453e-05-2.8145e-05i,2.7619e-06-0.00023876i,-0.00014011-0.00018753i,0.00034317+0.00025368i,0.00024171+0.00072702i,-0.00026048+0.00022451i
-7.4355e-05-0.00063425i,-0.00040746-0.0008825i,-0.00033904-0.0012734i,-0.00022938-0.0014284i,0.00017239-0.0010253i,0.00042999-0.0012865i,-0.00016365-0.0014828i,-0.00045267-0.00064154i,-0.00049553-0.00037865i,-0.0010546-0.00059792i,-0.0010965-0.00087233i,-0.00066482-0.00036895i,-0.00048999+0.000398i,-0.00042334+0.0005895i,-0.00068451+0.00027028i,-0.00065463+0.00026336i,-0.00026321+0.00043144i,-2.4144e-05+9.0295e-05i,0.00025585-0.00021567i,0.00010949-0.00015024i,0.00040675+0.00010709i,0.0010754+0.00022195i,0.00096222-0.00045503i
0.00086557-0.00035417i,0.00099502-8.5461e-05i,0.00087101-0.00030619i,0.0003439-0.00088728i,0.00032952-0.00090042i,0.00070929-0.0004024i,0.00045174-0.00063737i,-0.00027058-0.00044339i,0.00022889-5.4973e-05i,0.00043697+8.394e-05i,6.5971e-05+0.00046306i,-0.00035626+0.00069955i,0.00017065+4.5382e-05i,0.00027411+3.8734e-05i,-0.00070068+0.00047377i,-0.0018157+9.9241e-05i,-0.001303-0.00023101i,-0.00031935-0.00013195i,-0.00054721-0.00010633i,-0.00024487+4.6206e-05i,0.00034528+0.00012649i,0.00038372-0.00012509i,-6.1954e-05-0.00042561i
-0.00086671+0.0008973i,-0.00175+0.00044087i,-0.001836-0.00053554i,-0.0014532-0.00090714i,-0.00010701-0.00045781i,0.00023237-9.9162e-06i,-0.00096285-8.0248e-05i,-0.0009448+4.7847e-05i,7.0836e-07+1.3578e-05i,-0.0004876-0.00024254i,-0.0008326+0.00013389i,-0.00021732+0.0001403i,0.00019852-0.00073249i,0.00029473-0.00067882i,0.00046836+0.00010844i,0.00027135-0.00042449i,-0.00014679-0.001033i,-0.00020226-0.00069751i,0.00025296+4.8742e-05i,0.0001713+0.00047177i,-0.00078164+2.3609e-05i,-0.0010924-0.0001704i,0.00051734+3.9612e-05i
0.0011147-0.00097172i,0.00031179+0.00018069i,-0.00097092-0.00045632i,-0.0013154-0.00078647i,-0.00098898-0.00080858i,2.0418e-05-0.0016966i,0.00022273-0.0019283i,-0.0001368-0.00095325i,-0.00027546-0.00040448i,-0.0010899-0.0014079i,-0.0013609-0.0015674i,-0.00095807-0.00068831i,0.00042115-0.00050075i,0.00098863-0.00017067i,0.00063694-0.00014052i,0.0009963-0.00035391i,0.0010563-0.00052806i,0.0010272-0.00030237i,0.00061111-0.00021825i,-7.6573e-05+2.2204e-05i,-0.00020931+0.0006734i,-0.00029832+0.00071946i,-0.00017671-0.00021683i
0.00098893-0.00017606i,0.00055679-4.8754e-05i,0.0010103-0.0013746i,0.00034567-0.0017073i,-0.00066741-0.0011819i,-0.00081194-0.00082813i,-0.0013341-8.6924e-06i,-0.0013692+0.00032225i,-0.00093933+0.00017474i,-0.00061638+0.00021729i,-0.0002632+0.00018126i,0.00029761+0.00015825i,0.00087898+0.00015635i,0.0011896-0.00012866i,0.00082076-0.00030973i,0.00013599-0.00022704i,-5.6636e-05-3.1397e-05i,0.00058277+0.00018041i,0.00058554+2.453e-05i,8.7662e-05-6.5156e-05i,-0.00011351-0.00042763i,-0.0007476-0.00083082i,-0.00091203-0.00022578i
0.0011401+4.0988e-05i,0.0012353-0.00033171i,0.0008065-0.000732i,-6.783e-05-0.00054073i,-0.00074802-0.00041864i,-0.00022086+4.4077e-05i,-5.9959e-05+0.00059423i,-0.00033278+0.00017035i,0.00072168+0.00013813i,0.0011055+0.00024893i,0.00037238+2.3205e-05i,-0.00014943-0.00049317i,-7.9491e-05-0.0009142i,-0.00015931-0.00018233i,1.9983e-05+5.0302e-05i,-0.00011443-0.00033433i,-0.00087438-7.6098e-05i,-0.00075661+0.00032883i,-0.00052424-5.3816e-05i,-0.00012152-0.00014489i,-7.4277e-05+0.00032729i,-0.00081048+0.00013681i,-0.0015585-0.00027509i
-0.0003723+0.00042549i,-6.5898e-05+0.00047032i,0.00015123-0.0012044i,5.2377e-05-0.0020041i,0.00068691-0.0011843i,0.0012895+7.6761e-05i,0.00068374+0.00016029i,0.00052201-0.00042455i,0.0011722-0.00041098i,0.00086648-0.00010802i,-9.2346e-05+0.00034939i,-0.00029853+0.00023986i,-0.00028502-6.9903e-05i,0.000478-0.00013305i,0.00033823+0.00035536i,-0.00032104+0.00053214i,-0.00030852+0.0005141i,-0.00052197+0.00034125i,-0.00047626-0.00053588i,-0.00027897-0.0010663i,-0.00063966-0.00082826i,-0.00085051+5.1937e-05i,-0.00034607+8.4426e-05i
