-0.00077987+0.00018792i,-2.2916e-05-0.00044392i,-0.00034446-0.00081877i,0.0001375-0.00096929i,-3.8468e-05-0.00042141i,-0.0014053-0.00019186i,-0.0018791-0.00029083i,-0.00061217+0.00060705i,0.00075553+0.00061456i,0.001205-0.00032402i,0.00087334-0.00050492i,0.00021761-0.00032552i,0.00074383-0.00022772i,0.00081172-0.00012912i,3.9067e-05-1.416e-05i,-0.00020116+8.2855e-05i,0.00027108-0.0002903i,0.00010558-0.00069701i,-0.0011485-0.0011151i,-0.00084673-0.00064655i,-9.9063e-06-0.00030079i,0.00012555-0.00023757i,0.00025735-0.00012341i
0.053978-0.013512i,0.10087-0.15552i,-0.010683-0.41895i,-0.37044-0.44344i,-0.56376-0.015886i,-0.31741+0.34501i,-0.089197+0.29635i,-0.13984+0.18839i,-0.17672+0.18081i,-0.10974+0.13671i,-0.069518+0.070871i,-0.048899+0.031888i,-0.0016605-0.016403i,0.035333-0.088471i,0.02537-0.12148i,-0.014249-0.082673i,-0.037953-0.0065362i,-0.01395+0.048508i,0.026518+0.034034i,0.034432-0.018601i,0.019447-0.03922i,0.022419-0.022704i,0.046981-0.024801i
-0.0040899+0.080522i,-0.12275+0.26995i,-0.29095+0.69834i,-0.22037+1.1592i,0.1091+1.2064i,0.28748+0.87609i,0.1752+0.55502i,0.057987+0.43513i,0.11414+0.39868i,0.16782+0.26603i,0.089176+0.12508i,0.009291+0.075594i,-0.00021109+0.077605i,0.024847+0.092219i,0.058481+0.077486i,0.061665+0.018934i,0.0010931-0.047783i,-0.083337-0.079472i,-0.1052-0.068488i,-0.059662-0.052585i,-0.0076953-0.050255i,0.023216-0.051866i,0.034395-0.050332i
0.077227-0.071437i,0.23907-0.24408i,0.4969-0.55053i,0.72107-0.69306i,0.91772-0.42039i,1.0704-0.14028i,0.88236-0.17163i,0.48729-0.20491i,0.29263-0.12221i,0.22282-0.089054i,0.1178-0.060758i,0.045917-0.016087i,-0.003048-0.01177i,-0.031783-0.01461i,-0.021718-0.028314i,-0.0062362-0.060577i,0.0068704-0.082968i,0.01629-0.066891i,0.021163-0.019325i,0.024806+0.0044296i,0.0079898-0.0023531i,-0.028189-0.002226i,-0.062158+0.0061961i
-0.094596+0.0027367i,-0.32663+0.10449i,-0.66005+0.30813i,-0.71229+0.42375i,-0.26654+0.20132i,0.16984-0.16556i,0.19438-0.2916i,0.089719-0.17342i,0.070179-0.059341i,0.056297-0.018944i,0.045335+0.0015719i,0.029595+0.001058i,-0.00058028-0.0081193i,-0.023868-0.020292i,-0.050327-0.029579i,-0.079816-0.010148i,-0.077552+0.033305i,-0.038927+0.062865i,-0.00099613+0.06096i,0.018316+0.044994i,0.02574+0.031664i,0.019399+0.02641i,-0.0012328+0.030244i
0.075984-0.040273i,0.30377-0.13315i,0.68462-0.34092i,0.81423-0.62816i,0.40247-0.739i,-0.11057-0.50446i,-0.31842-0.15235i,-0.31107+0.0503i,-0.21331+0.10683i,-0.10702+0.085478i,-0.063842+0.050138i,-0.034605+0.046262i,0.021578+0.040259i,0.06305+0.021517i,0.070091+0.013188i,0.062694+0.015899i,0.04943+0.023571i,0.027108+0.01665i,0.0059096-0.006295i,-0.00075907-0.025323i,0.00080771-0.040087i,-0.0041009-0.047443i,-0.010909-0.040256i
-0.1186+0.036786i,-0.40312+0.051628i,-0.87765+0.049544i,-1.1835+0.03632i,-0.98014-0.06151i,-0.54061-0.20206i,-0.24397-0.16326i,-0.076693-0.031902i,0.0039492-0.037399i,-0.0436-0.086946i,-0.08473-0.0428i,-0.034856+0.012173i,0.01769+0.022676i,0.036132+0.021082i,0.037265+0.010183i,0.018978-0.011947i,-0.015333-0.02742i,-0.042718-0.018872i,-0.042146+0.0034117i,-0.027459+0.0098994i,-0.018219+0.0085402i,-0.0077822+0.017915i,0.0053849+0.021446i
0.11697+0.027563i,0.35193+0.13217i,0.7494+0.33103i,1.0481+0.44961i,0.90492+0.31113i,0.49484+0.07843i,0.26726-0.080881i,0.21906-0.22381i,0.10322-0.28296i,-0.0016575-0.18486i,0.0087834-0.083071i,0.033148-0.070168i,0.015446-0.087186i,-0.012202-0.085471i,-0.029495-0.059495i,-0.038304-0.014335i,-0.032911+0.029861i,-0.012661+0.04922i,-0.00079267+0.042816i,-0.0073947+0.029556i,-0.0072496+0.02753i,0.0135+0.031138i,0.034997+0.030505i
-0.049107-0.046274i,-0.16476-0.14826i,-0.37311-0.31374i,-0.54282-0.35772i,-0.49559-0.11685i,-0.3074+0.18279i,-0.12751+0.28139i,-0.011127+0.24238i,0.038236+0.18264i,0.038618+0.13336i,0.016211+0.09395i,-0.011241+0.056597i,-0.036125+0.03963i,-0.032239+0.043419i,-0.0027222+0.038568i,0.03626+0.021689i,0.079+0.0029756i,0.097295-0.014121i,0.077011-0.022406i,0.04579-0.013371i,0.02499-0.0029913i,0.010972-0.0056018i,0.00085488-0.0049666i
0.030086-0.011078i,0.096002+0.032594i,0.18475+0.16469i,0.14391+0.34858i,-0.094987+0.50887i,-0.25507+0.57568i,-0.20558+0.45917i,-0.16715+0.25839i,-0.1836+0.18393i,-0.11518+0.19849i,-0.011213+0.15665i,0.037087+0.092259i,0.052452+0.042149i,0.044723-0.0050853i,0.023946-0.030201i,0.011628-0.037609i,0.0011757-0.048276i,-0.012721-0.051032i,-0.014679-0.039075i,-0.004009-0.024872i,-0.0013943-0.015702i,-0.0072528-0.0090648i,-0.0078137-0.0099391i
-0.065655+0.024419i,-0.19607+0.016092i,-0.39261-0.031942i,-0.49483-0.051223i,-0.35877-0.027611i,-0.15848-0.099142i,-0.12419-0.22026i,-0.18101-0.2034i,-0.16745-0.10222i,-0.084764-0.062444i,-0.021315-0.078449i,-0.015423-0.083458i,-0.03682-0.052353i,-0.058885-0.0096535i,-0.071638+0.021403i,-0.074858+0.037859i,-0.081715+0.045599i,-0.085454+0.04569i,-0.067666+0.040777i,-0.038961+0.034046i,-0.012079+0.027985i,0.0087968+0.020994i,0.012759+0.0094813i
0.0865+0.0069273i,0.25884+0.063768i,0.54825+0.15202i,0.78817+0.1465i,0.73814+0.011398i,0.43187-0.072854i,0.13289-0.051814i,0.0073205-0.051992i,0.0075776-0.10354i,0.012002-0.12453i,-0.0077628-0.089511i,-0.017391-0.044927i,-0.0051597-0.016406i,0.022188-0.0032321i,0.043734+0.00075396i,0.052377+0.0037764i,0.062026+0.0059057i,0.073867+0.0041613i,0.068876-0.0083336i,0.046569-0.023944i,0.026936-0.026993i,0.014943-0.022196i,0.0048484-0.013002i
-0.04872-0.05335i,-0.16714-0.21934i,-0.35834-0.53213i,-0.45296-0.77895i,-0.22835-0.70739i,0.15539-0.40111i,0.34241-0.11094i,0.33336+0.076464i,0.28632+0.12738i,0.18912+0.063239i,0.077915+0.018662i,0.034387+0.01189i,0.021104-0.0093032i,-0.00044347-0.033191i,-0.01987-0.043721i,-0.023159-0.042064i,-0.0047077-0.045732i,0.0044267-0.055824i,-0.016214-0.044348i,-0.033498-0.016746i,-0.033638+0.0035138i,-0.031566+0.011605i,-0.025946+0.0092476i
0.012857+0.034797i,0.018975+0.19011i,0.018198+0.47948i,-0.032023+0.63235i,-0.2213+0.36915i,-0.47894-0.018211i,-0.51847-0.12937i,-0.30205-0.097463i,-0.13441-0.085449i,-0.11271-0.03372i,-0.087324+0.031649i,-0.022434+0.045647i,0.020465+0.023108i,0.028031+0.013173i,0.026569+0.020202i,0.016631+0.015497i,-0.016866+0.0014239i,-0.04744-0.0048923i,-0.041249+0.0041551i,-0.010937+0.018249i,0.011891+0.016359i,0.015892+0.0043524i,0.011387-0.0015049i
-0.0031397-0.0093789i,0.037313-0.099324i,0.095941-0.29382i,0.020878-0.40485i,-0.22269-0.15319i,-0.314+0.279i,-0.15199+0.43109i,-0.088791+0.26863i,-0.17497+0.1157i,-0.15611+0.077674i,-0.062627+0.037533i,-0.034748-0.0051339i,-0.04102-0.0063972i,-0.024189-0.0012691i,-0.0026314-0.020103i,-0.0075133-0.033411i,-0.02093-0.0096024i,-0.020201+0.020282i,-0.0062818+0.015391i,0.0094068-0.010309i,0.010715-0.029466i,0.0041133-0.032365i,0.0009147-0.023853i
0.0046513+0.00068005i,-0.05218+0.043595i,-0.19662+0.18313i,-0.27449+0.39711i,-0.064357+0.45742i,0.26284+0.17986i,0.33317-0.20336i,0.17794-0.31992i,0.079939-0.21196i,0.06392-0.12373i,0.028291-0.076009i,-0.0030687-0.01879i,0.00080737+0.021329i,0.0033833+0.021433i,-0.017256+0.018981i,-0.020847+0.041205i,0.016234+0.056757i,0.056713+0.053027i,0.056225+0.038243i,0.018772+0.022165i,-0.010694+0.024709i,-0.010482+0.036699i,-0.00074079+0.034559i
-0.010287+0.006474i,0.0052987+0.031047i,0.1034+0.10626i,0.31246+0.20981i,0.47162+0.216i,0.33356+0.1002i,-0.00068993+0.044401i,-0.12284+0.073185i,-0.033457+0.036601i,0.00532-0.0018659i,0.015049+0.015737i,0.040279-0.0074638i,0.026602-0.047453i,0.00031513-0.033147i,0.00091963+0.01184i,0.02712+0.035885i,0.047831+0.016386i,0.039223-0.015998i,0.021198-0.02093i,0.014151-0.00040804i,0.020014+0.011666i,0.02429+0.0054809i,0.018073+0.0011715i
0.017569-0.0072464i,0.065272-0.016596i,0.17177-0.09418i,0.27362-0.31103i,0.24201-0.50802i,0.13063-0.40376i,0.14425-0.11093i,0.20254+0.043364i,0.13381+0.069731i,0.052558+0.08072i,0.031844+0.052425i,0.0033394+0.022477i,-0.017391+0.028056i,-0.0011271+0.027562i,0.024673-0.0049501i,0.018165-0.05057i,-0.02512-0.071455i,-0.063352-0.061254i,-0.063942-0.04293i,-0.041586-0.034372i,-0.033285-0.033756i,-0.038023-0.027673i,-0.028018-0.017509i
-0.016266-0.0062714i,-0.064119-0.082492i,-0.23171-0.28414i,-0.59242-0.50064i,-0.9341-0.49078i,-0.86465-0.25922i,-0.4638-0.087986i,-0.15502-0.038083i,-0.017115+0.0083276i,0.046903+0.010513i,0.041434-0.020357i,0.033395-0.0034597i,0.053751+0.0050114i,0.036802-0.026924i,-0.016173-0.049275i,-0.06082-0.039525i,-0.073041-0.007894i,-0.054973+0.018421i,-0.036225+0.023272i,-0.0297+0.017767i,-0.021681+0.022247i,-0.0050996+0.030111i,0.0042735+0.022082i
0.0099031+0.00028314i,-0.005873+0.065663i,-0.05059+0.24752i,-0.065357+0.49272i,-0.013219+0.57533i,0.012264+0.40323i,-0.051693+0.19423i,-0.1053+0.077682i,-0.070871-0.016346i,-0.039714-0.083117i,-0.046623-0.071656i,-0.029302-0.043131i,-0.014189-0.046993i,-0.022209-0.025914i,-0.0080533+0.02481i,0.032473+0.054381i,0.071179+0.053627i,0.091832+0.039085i,0.080945+0.026737i,0.053407+0.021647i,0.041451+0.0084339i,0.036812-0.014959i,0.021834-0.019488i
-0.0042712+0.0010723i,0.027441-0.0074849i,0.15816-0.016298i,0.40827-0.0016298i,0.6116+0.018272i,0.54223-0.010681i,0.25208-0.026594i,0.030786+0.015093i,-0.063116+0.018621i,-0.11084+0.024681i,-0.087287+0.057597i,-0.055385+0.042075i,-0.050335+0.028873i,-0.0037046+0.023594i,0.041852-0.018314i,0.038393-0.055592i,0.02003-0.063372i,0.0067999-0.056724i,0.010156-0.037744i,0.023644-0.01561i,0.017486-0.0071319i,-0.0095063-0.0037393i,-0.023684-0.0020522i
0.011617-0.0019733i,0.034144+0.017599i,0.10036+0.057091i,0.24534+0.049214i,0.39913-0.038717i,0.40198-0.12299i,0.28476-0.17459i,0.15475-0.20131i,0.042829-0.12865i,0.018515-0.014916i,0.04975+0.0236i,0.054485+0.027386i,0.04794+0.030336i,0.020806+0.0016244i,-0.040736-0.015605i,-0.081949+0.0099685i,-0.088216+0.033349i,-0.084623+0.038093i,-0.063743+0.022864i,-0.034256-0.0075626i,-0.016263-0.013663i,0.00034592+0.0091828i,0.01482+0.023524i
-0.011733-0.0069685i,-0.04451-0.069604i,-0.16893-0.23016i,-0.45535-0.37413i,-0.71942-0.30443i,-0.65431-0.079635i,-0.36875+0.049466i,-0.16665+0.0621i,-0.053006+0.055256i,0.027093+0.0081796i,0.041778-0.05793i,0.029116-0.084163i,0.012092-0.07497i,-0.013565-0.026323i,-0.0018265+0.033724i,0.039257+0.048102i,0.056865+0.03256i,0.04685+0.022691i,0.017196+0.019894i,-0.017072+0.020588i,-0.024502+0.016593i,-0.0043495-0.0040456i,0.01301-0.02482i
0.0024029+0.0029155i,-0.04777+0.075939i,-0.18494+0.26095i,-0.35196+0.48686i,-0.42338+0.55047i,-0.31779+0.44943i,-0.1005+0.35497i,0.077277+0.2794i,0.14648+0.16921i,0.097774+0.064005i,-0.0088417+0.029055i,-0.069545+0.044486i,-0.061874+0.045221i,-0.019433+0.026237i,0.022938-0.0094855i,0.030641-0.047612i,0.023853-0.058312i,0.033738-0.052619i,0.041794-0.036563i,0.038936-0.0093165i,0.029648+0.0073331i,0.0019838+0.010339i,-0.028392+0.01053i
0.0063306-0.0013564i,0.074972-0.02911i,0.25282-0.11301i,0.45428-0.2395i,0.46635-0.32733i,0.25799-0.33323i,0.059374-0.245i,0.024298-0.13031i,0.023264-0.080464i,-0.019844-0.02592i,-0.0047599+0.048436i,0.049959+0.065038i,0.062103+0.043535i,0.04122+0.017753i,0.005506+0.0030377i,-0.022116+0.018179i,-0.022854+0.029227i,-0.022857+0.011461i,-0.024446-0.012154i,-0.014192-0.027193i,-0.0024384-0.029088i,0.010358-0.011501i,0.019838+0.012618i
0.0032825-0.012891i,-0.015115-0.020636i,-0.016066-0.040516i,0.09216-0.097775i,0.28105-0.16438i,0.32484-0.1745i,0.17242-0.17951i,-0.017106-0.21978i,-0.12981-0.18923i,-0.10627-0.087529i,-0.018022-0.054344i,0.0086138-0.080285i,-0.0021151-0.070601i,-0.0018518-0.040438i,-0.0029408-0.015816i,0.0011208+0.0016491i,-0.00093235+0.0091195i,-0.015309+0.02188i,-0.022274+0.032476i,-0.025124+0.025286i,-0.030598+0.0074083i,-0.026685-0.014151i,-0.009627-0.031274i
3.5992e-05+0.0036032i,0.012668-0.0082324i,0.029306-0.050798i,0.010605-0.084553i,-0.012432-0.072637i,0.00052124-0.073282i,-0.045992-0.1106i,-0.14789-0.08549i,-0.14447-0.010307i,-0.05589-0.0060152i,-0.022755-0.031542i,-0.033433-0.012621i,-0.036473+0.0055952i,-0.032165+0.0055877i,-0.021056+0.0012966i,-0.017788-0.011791i,-0.023669-0.012566i,-0.013798+0.0030017i,0.0059012+0.014509i,0.014514+0.021152i,0.01247+0.027791i,0.0042255+0.030275i,-0.0057576+0.022187i
0.0017831-0.0034559i,-0.036256+0.027639i,-0.14666+0.14572i,-0.27997+0.35023i,-0.34326+0.50139i,-0.30035+0.50044i,-0.16252+0.44653i,0.018584+0.40276i,0.14192+0.28634i,0.12095+0.12685i,0.034856+0.054617i,0.012334+0.051787i,0.028445+0.038602i,0.029369+0.018468i,0.032132+0.00035294i,0.036869-0.012906i,0.042859-0.014929i,0.049862-0.016738i,0.044226-0.020496i,0.03494-0.021775i,0.032837-0.019323i,0.030182-0.010852i,0.019491+0.0047092i
-0.0013309+0.0073142i,0.032409+0.001406i,0.10073-0.039005i,0.11766-0.10605i,0.028839-0.12476i,0.0041862-0.05192i,0.14635+0.039294i,0.27791+0.058498i,0.24009+0.02753i,0.10323+0.02794i,0.021382+0.049265i,0.019336+0.033355i,0.030904-0.0052426i,0.025312-0.023372i,0.0074439-0.023101i,-0.0018708-0.021137i,0.001816-0.03249i,-0.0052276-0.048433i,-0.023417-0.042933i,-0.033933-0.020144i,-0.034457-0.0002462i,-0.027324+0.0097125i,-0.013678+0.011725i
0.0032584-0.015516i,-0.023968-0.030882i,-0.084368-0.063604i,-0.11228-0.13329i,-0.068976-0.22384i,-0.034505-0.25545i,-0.053687-0.26258i,-0.11681-0.29683i,-0.17791-0.24024i,-0.12898-0.10134i,-0.023955-0.041334i,-0.0056287-0.047582i,-0.035961-0.034976i,-0.042361-0.014292i,-0.037118+0.010894i,-0.03203+0.039629i,-0.038843+0.051783i,-0.049877+0.051553i,-0.039158+0.045994i,-0.012174+0.035532i,0.011685+0.025445i,0.020473+0.010197i,0.014033-0.010487i
-0.0036872+0.0075754i,0.01252+0.0093592i,0.069539-0.031884i,0.13538-0.1186i,0.1611-0.19499i,0.092221-0.22617i,-0.11799-0.18974i,-0.30083-0.087754i,-0.26133-0.021937i,-0.11446-0.041798i,-0.041605-0.065696i,-0.033698-0.035956i,-0.029947+0.016667i,-0.018681+0.041378i,-0.0027322+0.03254i,0.008117+0.018737i,0.015431+0.022044i,0.024955+0.028408i,0.027934+0.014512i,0.018978-0.016453i,0.00038849-0.0462i,-0.015556-0.052243i,-0.016686-0.034942i
0.0047448-0.0074805i,-0.0091756+0.0011611i,-0.046792+0.070073i,-0.053266+0.20283i,-0.012974+0.30559i,-0.0074878+0.31911i,0.0021214+0.29456i,0.085949+0.23837i,0.13826+0.12092i,0.085629+0.034389i,0.026055+0.032244i,0.021148+0.038083i,0.039105+0.018116i,0.050949-0.0079819i,0.037948-0.03235i,0.0088993-0.041377i,-0.00043714-0.037406i,0.012392-0.031003i,0.017478-0.021134i,0.0010545-0.004448i,-0.018788+0.019541i,-0.019377+0.036157i,-0.0075021+0.033845i
-0.0077396+0.008778i,0.015077+0.013098i,0.071055+0.0081541i,0.10704+0.025581i,0.11156+0.094342i,0.18638+0.11793i,0.32875+0.039892i,0.37218-0.023642i,0.25929+0.0087928i,0.11776+0.051004i,0.044163+0.040814i,0.02827+0.0061653i,0.017913-0.027583i,-0.0012472-0.032338i,-0.0019868-0.01014i,0.014375+0.0033067i,0.022115-0.0039325i,0.014191-0.016317i,0.0032015-0.014365i,0.0086165+0.0046855i,0.033642+0.019284i,0.049774+0.018672i,0.041425+0.014715i
0.0053576-0.01308i,-0.018768-0.021086i,-0.099119-0.012175i,-0.20022+0.00017494i,-0.26529-0.033083i,-0.28207-0.099319i,-0.25081-0.14767i,-0.18157-0.13461i,-0.10413-0.065423i,-0.053488-0.0051547i,-0.035998+0.01448i,-0.033652+0.013682i,-0.030239+0.013562i,-0.014976+0.015091i,0.0083919+0.007263i,0.017776-0.010479i,0.0036288-0.018794i,-0.018394-0.0077074i,-0.023608+0.006831i,-0.012933+0.0037835i,-0.012028-0.014721i,-0.02095-0.029076i,-0.023018-0.031365i
-0.010871+0.011644i,0.0046897+0.015823i,0.058933-0.023158i,0.090841-0.11788i,0.039415-0.17116i,-0.050783-0.0719i,-0.14784+0.10461i,-0.22987+0.16598i,-0.21034+0.094334i,-0.10588+0.014267i,-0.021567-0.0082451i,0.014537+0.0075604i,0.01799+0.019947i,-0.0059451+0.014819i,-0.039545+0.01238i,-0.056693+0.026919i,-0.046234+0.045156i,-0.019203+0.044013i,-0.0026775+0.020295i,-0.0073526-0.002011i,-0.019563+0.00014264i,-0.026234+0.014954i,-0.028348+0.020408i
0.0091962-0.0087547i,-0.0035834-0.022822i,-0.040015-0.022579i,-0.041835-0.019639i,0.031582-0.051778i,0.099297-0.092227i,0.10316-0.084195i,0.080357-0.042905i,0.042284-0.025344i,0.01355-0.029818i,0.0082459-0.036258i,0.0029035-0.035315i,0.0071036-0.020498i,0.017264-0.0018801i,0.02361+0.013784i,0.036059+0.01969i,0.048598+0.0062815i,0.045484-0.010378i,0.02691-0.010606i,0.01056-0.0022808i,0.012897-0.0039153i,0.023746-0.010379i,0.029542-0.0037225i
-0.011134+0.0096404i,0.0018733+0.026552i,0.064166+0.036201i,0.14781+0.041389i,0.19067+0.050167i,0.1744+0.013427i,0.12809-0.066708i,0.10055-0.093107i,0.088881-0.04922i,0.054178-0.012429i,0.0076622+0.00090927i,-0.014411+0.0048726i,-0.012591-0.010652i,-0.00094711-0.037558i,0.0073073-0.062762i,0.00051181-0.078935i,-0.014852-0.080677i,-0.022221-0.065286i,-0.012254-0.035841i,0.0023518-0.012888i,0.00022561-0.0070507i,-0.0091994-0.0068787i,-0.0036172-0.0090761i
0.012845-0.011955i,-0.0013925-0.025504i,-0.066986-0.0099987i,-0.14505+0.063324i,-0.1588+0.14529i,-0.11611+0.16385i,-0.04164+0.11388i,0.042979+0.036068i,0.070844-0.020184i,0.032652-0.010959i,0.006521+0.019319i,0.0031031+0.013438i,-0.016624+0.0046158i,-0.03489+0.013796i,-0.040375+0.01984i,-0.046406+0.029793i,-0.052367+0.045388i,-0.051927+0.047328i,-0.041712+0.032872i,-0.026206+0.022858i,-0.010273+0.029995i,0.0042712+0.034331i,0.0051854+0.017703i
-0.013668+0.011727i,-0.01055+0.03164i,0.017173+0.040178i,0.022742+0.03577i,-0.024033+0.059621i,-0.038557+0.11763i,-0.0083869+0.14212i,-0.037071+0.10608i,-0.072988+0.06923i,-0.032575+0.043862i,0.014314+0.015236i,0.023167+0.0087469i,0.025891+0.023947i,0.033651+0.040762i,0.041202+0.052357i,0.050581+0.058595i,0.061846+0.063745i,0.063235+0.061218i,0.047137+0.044756i,0.03144+0.020483i,0.028611-0.0036946i,0.02284-0.020286i,0.004974-0.01754i
0.016417-0.01395i,0.01481-0.039706i,-0.026756-0.078212i,-0.091557-0.13205i,-0.13366-0.21025i,-0.15189-0.25799i,-0.15984-0.20799i,-0.11879-0.077664i,-0.044149+0.013011i,-0.011937+0.0085195i,-0.016438-0.01315i,-0.0038534-0.015817i,0.021221-0.029081i,0.029924-0.046286i,0.026934-0.052643i,0.025395-0.061402i,0.030256-0.076655i,0.038181-0.079785i,0.036643-0.063019i,0.016695-0.047336i,-0.014211-0.038469i,-0.03426-0.023027i,-0.027992-0.0024386i
-0.018417+0.011553i,-0.016467+0.033467i,0.032616+0.045478i,0.10725+0.019153i,0.11611-0.018123i,0.032312-0.0065747i,-0.043733+0.038326i,-0.055032+0.023123i,-0.058292-0.023549i,-0.060927-0.013801i,-0.039078+0.014076i,-0.029237+0.015734i,-0.040565+0.0094476i,-0.052931+0.0044648i,-0.05992+0.0041803i,-0.066273+0.0028977i,-0.083527-0.0057951i,-0.090668-0.015078i,-0.070404-0.017442i,-0.04232-0.0034351i,-0.016959+0.022141i,0.0045338+0.035308i,0.016556+0.028201i
0.020065-0.0086889i,0.02936-0.032503i,0.021765-0.052873i,0.028831-0.046759i,0.11153-0.020731i,0.24176-0.020712i,0.28383-0.066642i,0.19308-0.083844i,0.079276-0.044131i,0.025897-0.013151i,0.010177-0.0075986i,0.0023087+0.0048396i,0.0049581+0.028928i,0.017813+0.042581i,0.031687+0.040662i,0.041821+0.042326i,0.044042+0.057877i,0.027926+0.072774i,0.0053213+0.069854i,0.002561+0.047496i,0.016376+0.013622i,0.024091-0.015679i,0.018429-0.029284i
-0.023692+0.0084182i,-0.040076+0.040318i,-0.039029+0.10202i,-0.0078969+0.17557i,0.014628+0.19322i,-0.035132+0.10918i,-0.094691+0.017368i,-0.055972-0.013994i,0.029264-0.03153i,0.049983-0.038677i,0.027939-0.017481i,0.027594-0.0060325i,0.032053-0.021959i,0.021554-0.03859i,0.0055459-0.04589i,-0.0012879-0.048684i,0.01559-0.052276i,0.039754-0.050065i,0.042815-0.035386i,0.023696-0.021326i,-0.0072738-0.012403i,-0.031491-0.0044367i,-0.03828+0.0014103i
0.024344-0.0088253i,0.04352-0.035655i,0.027011-0.082874i,-0.060221-0.10411i,-0.16105-0.027201i,-0.15165+0.11684i,-0.057486+0.19166i,0.0046909+0.15891i,0.022212+0.087714i,0.024824+0.035745i,0.016579+0.0041192i,-0.00024741-0.021249i,-0.020157-0.031783i,-0.030297-0.021641i,-0.032055+0.00024433i,-0.038558+0.01986i,-0.051528+0.019836i,-0.055563-0.0012338i,-0.040178-0.018288i,-0.017145-0.015359i,0.003487+0.00020676i,0.015164+0.01634i,0.018673+0.024768i
-0.028154+0.0050097i,-0.063479+0.021264i,-0.09789+0.052211i,-0.096767+0.064437i,-0.055829+0.012349i,-0.01305-0.050962i,0.013706-0.054336i,-0.0062464-0.0084263i,-0.045977+0.056433i,-0.037033+0.070952i,-0.01407+0.036423i,-0.014436+0.027443i,-0.0066381+0.040199i,0.0087946+0.035137i,0.020791+0.017206i,0.032001+0.0065295i,0.035092+0.017543i,0.026342+0.037826i,0.015871+0.037379i,0.010989+0.014437i,0.0079832-0.0088798i,0.0074849-0.02153i,0.010625-0.022714i
0.030054-0.0039679i,0.07478-0.023738i,0.12348-0.091201i,0.1197-0.20042i,0.043457-0.26552i,-0.038007-0.24134i,-0.085054-0.1583i,-0.07677-0.072224i,-0.042884-0.037029i,-0.030519-0.030551i,-0.014157-0.019655i,0.014393-0.016866i,0.029663-0.018194i,0.030612-0.013533i,0.024074-0.013946i,0.015723-0.025764i,0.016907-0.041945i,0.024664-0.046261i,0.021621-0.032817i,0.0077653-0.0096839i,-0.0037317+0.0096304i,-0.010125+0.013718i,-0.013854+0.0037538i
-0.033614-0.0041987i,-0.075145+0.0080768i,-0.10221+0.06109i,-0.049805+0.13332i,0.038533+0.15203i,0.039353+0.13011i,-0.019472+0.080451i,-0.056229-0.0333i,-0.071992-0.12211i,-0.06621-0.086991i,-0.039532-0.016i,-0.030403+0.0030193i,-0.03652+0.00098431i,-0.030079+0.0018518i,-0.02191+0.0041927i,-0.023403+0.010458i,-0.035914+0.01061i,-0.048771+0.0026378i,-0.043291-0.00090002i,-0.02452-0.00037205i,-0.0060445-6.6652e-05i,0.0039365+0.0025879i,0.0019058+0.007553i
0.037359+0.0053097i,0.091426+0.0086793i,0.15404-0.011057i,0.17987-0.026513i,0.18887+0.0057671i,0.21761+0.005729i,0.20789-0.031606i,0.15257+0.0027766i,0.11674+0.062109i,0.091178+0.0503i,0.047443+0.023709i,0.025011+0.028541i,0.02358+0.024847i,0.014881+0.013708i,0.0090497+0.016547i,0.013097+0.028204i,0.021478+0.043453i,0.023688+0.051894i,0.016268+0.043445i,0.0065513+0.026458i,-0.0026361+0.0115i,-0.0040327+0.0028762i,0.0026354+0.0013424i
-0.037485-0.011323i,-0.10277-0.014012i,-0.19359+0.031128i,-0.24389+0.11332i,-0.23765+0.11657i,-0.21158+0.030119i,-0.13543-0.043784i,0.0057904-0.056493i,0.093153-0.040895i,0.060634-0.025169i,0.0052057-0.014368i,-0.0099822-0.018514i,-0.010469-0.025895i,-0.012572-0.023352i,-0.012504-0.023981i,-0.0059777-0.030342i,0.011459-0.037798i,0.031575-0.040888i,0.037858-0.035914i,0.030601-0.026933i,0.021744-0.016458i,0.011253-0.010281i,0.0024665-0.0079855i
0.034043+0.014273i,0.096081+0.02744i,0.15424-0.00080619i,0.12176-0.056179i,0.018826-0.01161i,-0.025604+0.1385i,-0.022411+0.23752i,-0.096159+0.21573i,-0.16494+0.15852i,-0.11055+0.10035i,-0.031958+0.03378i,-0.0095588+0.0044493i,-0.0030385+0.011103i,0.0029332+0.015204i,-0.0018737+0.013138i,-0.012252+0.0059717i,-0.03007-0.0061516i,-0.048521-0.016804i,-0.051144-0.017394i,-0.038703-0.0097924i,-0.025839-0.0049473i,-0.017204-0.0011152i,-0.0093487-5.7882e-05i
-0.037488-0.022159i,-0.1068-0.055547i,-0.18791-0.078721i,-0.1994-0.091071i,-0.1116-0.14168i,0.011924-0.18773i,0.074629-0.14919i,0.078107-0.061895i,0.065995-0.024589i,0.040253-0.035714i,0.022538-0.032304i,0.021638-0.019603i,0.019357-0.016538i,0.01632-0.016307i,0.017699-0.016025i,0.014758-0.0099702i,0.0092389+0.01166i,0.0069581+0.037367i,0.0082603+0.045009i,0.010819+0.036805i,0.01308+0.026149i,0.014794+0.014477i,0.0090944+0.0041333i
