-0.00073545+0.00057236i,-0.0010366+0.001625i,-0.0022237+0.0041233i,-0.0018304+0.0039405i,-0.001213+0.0026914i,-0.0011364+0.0014879i,-0.00097366+6.4053e-05i,-0.00016998+0.00012068i,0.00039205+0.0011437i,-0.00019611+0.00095664i,-0.00064676-0.000374i,-0.00010068-0.00044762i,0.00051778+0.00022273i,0.0013765+8.9883e-06i,0.001266+0.00029394i,0.0002164+0.00045748i,-0.00013764+0.00010606i,-7.9678e-05-0.00054378i,1.9454e-05-0.00068265i,-0.00012139+0.0008434i,-0.00033738+0.0017928i,-0.00062906+0.0006552i,-0.00018526-0.00024481i
0.053911-0.055062i,0.12557-0.11655i,0.19563-0.20839i,0.14969-0.22532i,0.017881-0.077051i,-0.10137+0.095734i,-0.17954+0.16995i,-0.16556+0.1639i,-0.070617+0.10346i,-0.013559+0.039492i,-0.014835+0.017726i,-0.016557+0.011551i,-0.014531+0.010585i,-0.0029763+0.032727i,0.030888+0.044694i,0.066634+0.024759i,0.086143+0.0023986i,0.084279-0.0019374i,0.059532+0.0017561i,0.02573+0.0082837i,0.001552+0.017763i,-0.0078437+0.03025i,-0.001234+0.04324i
-0.037812+0.037727i,-0.12734+0.14726i,-0.20877+0.33235i,-0.16011+0.45018i,-0.0035986+0.35246i,0.10771+0.17657i,0.16606+0.09307i,0.1624+0.056185i,0.071338+0.034724i,0.0092781+0.059032i,0.022405+0.071521i,0.033609+0.05908i,0.035808+0.054492i,0.036996+0.031246i,0.019953+0.00029987i,-0.0010442-0.0029443i,-0.01623+0.010803i,-0.024061+0.020533i,-0.012751+0.021113i,0.0048218+0.010801i,0.0057032-0.00054357i,-0.0040389-0.0032293i,-0.012517-0.0021258i
0.029466-0.11331i,0.072496-0.25455i,0.11369-0.43376i,0.0198-0.4951i,-0.14247-0.36696i,-0.18927-0.25537i,-0.19674-0.26358i,-0.19355-0.22584i,-0.10147-0.13137i,-0.019901-0.10542i,-0.01838-0.10844i,-0.026483-0.094321i,-0.033954-0.087718i,-0.056636-0.06568i,-0.068177-0.017632i,-0.065357+0.027778i,-0.059621+0.052129i,-0.046018+0.054452i,-0.02988+0.04474i,-0.015638+0.030446i,0.0020394+0.012567i,0.013053-0.0096849i,0.0082315-0.026164i
-0.0020782+0.046545i,-0.035965+0.14985i,-0.055897+0.25779i,-0.013149+0.25757i,0.049943+0.17954i,0.080138+0.19189i,0.13438+0.25772i,0.16937+0.20263i,0.11275+0.089061i,0.045473+0.043916i,0.019379+0.033405i,-0.0030387+0.034931i,-0.0027274+0.051584i,0.034337+0.038887i,0.05771-0.013832i,0.042648-0.067355i,0.018691-0.093152i,0.0063935-0.089969i,-0.0082517-0.06544i,-0.025316-0.030913i,-0.028597-0.0049422i,-0.01796+0.0091581i,7.6788e-05+0.013185i
0.064346-0.065709i,0.19142-0.17013i,0.3261-0.31914i,0.31584-0.36457i,0.20734-0.25463i,0.14467-0.18106i,0.089624-0.19908i,0.0040489-0.14861i,-0.026013-0.031863i,0.0086242+0.025932i,0.03545+0.018331i,0.042326-0.0032925i,0.040204-0.026249i,0.019543-0.036521i,0.0018345-0.016452i,0.0083539+0.011398i,0.01635+0.023938i,0.01043+0.02549i,0.0047467+0.012183i,0.0016924-0.0069672i,-0.0024591-0.0064158i,-0.00032023+0.011426i,0.0078547+0.02662i
0.0077032+0.071261i,-0.035074+0.22249i,-0.096763+0.43782i,-0.11082+0.51368i,-0.1171+0.36579i,-0.16482+0.2298i,-0.17333+0.20247i,-0.11226+0.13902i,-0.071381+0.033094i,-0.077031-0.00076893i,-0.066208+0.01187i,-0.046202+0.0029786i,-0.044172+0.00076566i,-0.03497+0.024191i,-0.017226+0.04083i,-0.0044898+0.040133i,0.013502+0.035275i,0.04137+0.028382i,0.064635+0.014234i,0.065964-0.0039887i,0.044901-0.02189i,0.012217-0.034043i,-0.017991-0.031384i
-0.0032336-0.066162i,0.024007-0.20568i,0.046414-0.41792i,0.0013671-0.51297i,-0.014767-0.36851i,0.077468-0.19366i,0.13914-0.15439i,0.10185-0.12777i,0.060117-0.063777i,0.040251-0.034324i,0.020403-0.012765i,0.027755+0.020767i,0.053034+0.020883i,0.056671-0.021914i,0.024776-0.063933i,-0.028504-0.068262i,-0.073887-0.046964i,-0.090821-0.018375i,-0.078272+0.011912i,-0.053512+0.030564i,-0.032406+0.03396i,-0.011632+0.028493i,0.0042628+0.016009i
-0.0048558+0.049759i,-0.037538+0.2063i,-0.026263+0.41811i,0.055304+0.45931i,0.07192+0.28647i,-0.020389+0.15589i,-0.053695+0.15561i,0.0068222+0.12801i,0.040369+0.0516i,0.030425+0.0042479i,0.017741-0.015448i,0.0050073-0.023831i,-0.003183-0.023595i,-0.0057208-0.01038i,0.0084183+0.0024615i,0.037911-0.0035502i,0.060286-0.0098907i,0.060601-0.0039033i,0.036386+0.0042045i,0.00925+0.0091998i,0.0028637+0.0074959i,0.0082338+0.0029107i,0.012193+0.00070381i
0.015145-0.089259i,0.078621-0.26222i,0.14965-0.48264i,0.14291-0.51011i,0.10634-0.2879i,0.098156-0.097781i,0.063483-0.061202i,-0.010349-0.039997i,-0.033104+0.01019i,-0.0021722+0.026208i,0.0037007+0.012847i,-0.019842+0.012951i,-0.028203+0.028493i,-0.0082328+0.041397i,0.018865+0.047871i,0.032743+0.040578i,0.026482+0.01373i,0.0052484-0.016879i,-0.0097384-0.038969i,-0.0084917-0.048147i,-0.0048477-0.040593i,-0.0084169-0.026875i,-0.013647-0.016079i
0.020552+0.056619i,-0.020726+0.23437i,-0.10653+0.51353i,-0.16949+0.6562i,-0.16428+0.49003i,-0.15481+0.22809i,-0.13484+0.09612i,-0.063599+0.030458i,-0.020055-0.028047i,-0.020304-0.033988i,0.00026877-0.019439i,0.035006-0.027543i,0.04615-0.039977i,0.02142-0.047191i,-0.027539-0.039722i,-0.061887-0.0030328i,-0.060176+0.042519i,-0.030923+0.062766i,0.0070629+0.054953i,0.024334+0.038146i,0.019749+0.025492i,0.015664+0.01565i,0.015123+0.0077788i
0.035317-0.066839i,0.11393-0.25385i,0.18736-0.57302i,0.13498-0.75826i,0.031554-0.58875i,0.052074-0.2953i,0.10037-0.15549i,0.058378-0.082627i,0.027733-0.0033137i,0.030421+0.01736i,0.0091016+0.007328i,-0.017089+0.0053344i,-0.025871+0.0004556i,-0.019432-0.0049438i,-0.0071949-0.014855i,-0.0018971-0.034081i,0.0048787-0.050152i,0.015649-0.046547i,0.017642-0.020754i,0.015293+0.0039026i,0.014428+0.011779i,0.013318+0.010857i,0.011978+0.0098318i
0.0032309+0.06285i,-0.024745+0.25111i,-0.04415+0.49044i,-0.020327+0.5254i,-0.012501+0.31225i,-0.074825+0.11566i,-0.097946+0.066313i,-0.03822+0.04268i,0.0036278-0.0028962i,0.004531-0.017012i,0.0082958-3.4216e-05i,0.020376+0.024284i,0.035418+0.038189i,0.056835+0.028044i,0.076125-0.001932i,0.064691-0.032549i,0.019684-0.035353i,-0.020389-0.014431i,-0.0385-0.00058014i,-0.044483-0.0012663i,-0.045038-0.0064749i,-0.042701-0.003056i,-0.037783+0.0049928i
0.005822-0.052242i,0.058562-0.17425i,0.17771-0.33555i,0.28116-0.36521i,0.29877-0.21731i,0.25999-0.076736i,0.17509-0.03722i,0.053792-0.011656i,-0.019826+0.034311i,-0.015404+0.049768i,-0.0045071+0.021569i,-0.015697-0.010724i,-0.020343-0.022849i,-0.022029-0.01386i,-0.030091+0.016514i,-0.02152+0.054318i,0.0035637+0.070691i,0.019475+0.055839i,0.019007+0.022893i,0.011453+0.0006606i,0.011525+0.00011858i,0.016419-0.00308i,0.014663-0.011643i
-0.01635+0.030371i,-0.088333+0.16714i,-0.20294+0.38622i,-0.28023+0.50273i,-0.25089+0.39444i,-0.15465+0.20998i,-0.058668+0.096423i,0.021822+0.02671i,0.052238-0.027099i,0.029082-0.035958i,0.015541-0.01265i,0.020024+0.0013649i,0.0099138+0.0060703i,-0.0082092+0.016919i,-0.014706+0.027472i,-0.0092425+0.016084i,-0.0037463-0.019834i,0.0015225-0.045451i,0.01796-0.040506i,0.035915-0.030228i,0.036091-0.027622i,0.02571-0.019016i,0.020956-0.0064555i
0.019684-0.067683i,0.057562-0.22964i,0.094571-0.45154i,0.069248-0.51393i,0.011376-0.30761i,0.0038051-0.045929i,0.011465+0.052705i,-0.024063+0.035388i,-0.052227+0.025347i,-0.042953+0.027449i,-0.02761+0.019124i,-0.019729+0.011786i,-0.0098672+0.0066807i,0.0038513-0.01855i,-0.00038909-0.063193i,-0.030701-0.079777i,-0.052851-0.046165i,-0.049892+0.0012854i,-0.042287+0.029944i,-0.039032+0.040746i,-0.031873+0.040387i,-0.018668+0.031448i,-0.013141+0.020485i
0.029232+0.026576i,0.062272+0.13289i,0.089076+0.255i,0.06954+0.2311i,-0.0056263+0.063056i,-0.10328-0.061467i,-0.12498-0.06221i,-0.054926-0.02194i,0.0070893-0.018259i,0.015928-0.034812i,0.0071787-0.028855i,0.013701-0.014085i,0.021651-0.022235i,0.010167-0.025655i,0.0050067+0.0054335i,0.033141+0.040636i,0.069916+0.049013i,0.076506+0.03742i,0.053541+0.023209i,0.030137+0.013672i,0.018335+0.004937i,0.005725-0.0021098i,-0.0038827-0.0016684i
0.019322-0.024312i,0.05279-0.093768i,0.10944-0.18201i,0.16231-0.18881i,0.17622-0.11638i,0.15925-0.075219i,0.1144-0.085703i,0.053524-0.080478i,0.018539-0.046143i,0.014719-0.020829i,0.0057297-0.020561i,-0.013456-0.025122i,-0.012706-0.013942i,0.020528+0.002348i,0.05818-0.0034052i,0.052736-0.033431i,0.0048838-0.056627i,-0.033479-0.059757i,-0.039081-0.060317i,-0.034995-0.061092i,-0.030482-0.048313i,-0.015198-0.029195i,0.00056574-0.022962i
0.0021656+0.046931i,-0.0069757+0.17156i,-0.046917+0.32181i,-0.099792+0.36102i,-0.088505+0.25823i,-0.027207+0.13377i,0.014546+0.079295i,0.023457+0.067421i,0.025313+0.056572i,0.033565+0.044395i,0.041864+0.03877i,0.044375+0.045122i,0.04591+0.050022i,0.026109+0.030202i,-0.031325+0.011217i,-0.079458+0.029282i,-0.07483+0.059781i,-0.034675+0.071593i,0.0081742+0.067976i,0.033255+0.05688i,0.035142+0.040496i,0.023279+0.024898i,0.011212+0.021148i
-0.014108-0.036045i,-0.040276-0.13353i,-0.056762-0.27607i,-0.063541-0.32261i,-0.063208-0.18482i,-0.025443+0.0070703i,0.013913+0.081703i,0.0045674+0.055091i,-0.020428+0.031965i,-0.026104+0.029058i,-0.016722+0.014096i,-0.011964-0.014227i,-0.02366-0.024931i,-0.022882+0.0022443i,0.018732+0.029006i,0.071466+0.0095596i,0.089426-0.031953i,0.070333-0.049378i,0.038894-0.040152i,0.016396-0.026666i,0.0048443-0.017782i,0.00088636-0.0056604i,0.0044783+0.0023789i
0.0086633+0.0016566i,0.04638+0.045682i,0.10504+0.10163i,0.12022+0.080863i,0.051901-0.015415i,-0.071027-0.08414i,-0.13228-0.095142i,-0.099371-0.08687i,-0.056189-0.077359i,-0.043439-0.057344i,-0.044399-0.022159i,-0.045001+0.0078757i,-0.041544+0.0099266i,-0.033687-0.018264i,-0.037482-0.052316i,-0.059461-0.058161i,-0.078519-0.030975i,-0.08173+0.001396i,-0.071922+0.022085i,-0.054881+0.030246i,-0.035359+0.025411i,-0.020948+0.010165i,-0.020742-0.0026127i
0.01218-0.02822i,0.013191-0.06471i,0.044378-0.090975i,0.096026-0.058281i,0.12643+0.0056813i,0.1465+0.019172i,0.14716+0.0097533i,0.12004+0.0172i,0.094609+0.015125i,0.077869-0.003905i,0.061162-0.02007i,0.058323-0.024339i,0.067278-0.028323i,0.053278-0.019335i,0.026233+0.021591i,0.023946+0.066461i,0.039943+0.072847i,0.051196+0.039411i,0.046909-0.0017279i,0.033886-0.023626i,0.025034-0.025425i,0.018763-0.017218i,0.016593-0.0091583i
0.030081+0.0106i,0.060735+0.057134i,0.051323+0.14003i,-0.0073915+0.18576i,-0.0321+0.12732i,-0.012967+0.045982i,0.0064749+0.0074842i,0.010219+0.0033075i,0.0057909+0.018454i,0.0054002+0.026475i,0.0030099+0.013176i,-0.010737-0.0035803i,-0.014404-0.0058092i,0.007804-0.012454i,0.030616-0.04268i,0.026502-0.080081i,0.006102-0.090229i,-0.0067826-0.062875i,-0.0066307-0.026724i,-0.0040424-0.0065645i,-0.004087+0.0021908i,0.0007539+0.0052362i,0.0060847+0.0036804i
0.0024185-0.0051652i,-0.033474-0.03255i,-0.10897-0.11206i,-0.18874-0.15045i,-0.19692-0.043347i,-0.12798+0.1034i,-0.077288+0.15186i,-0.077047+0.11124i,-0.076062+0.068562i,-0.053407+0.05853i,-0.025207+0.059088i,-0.0069092+0.060931i,-0.0041874+0.064181i,-0.010778+0.059053i,-0.023172+0.04914i,-0.035834+0.048524i,-0.035117+0.052094i,-0.016568+0.049147i,0.0036432+0.036655i,0.010335+0.022206i,0.0049452+0.015558i,-0.0057615+0.013828i,-0.011542+0.014042i
0.013135+0.0056102i,0.073393+0.020209i,0.18652+0.0098514i,0.24413-0.07532i,0.15294-0.18278i,0.0098208-0.20756i,-0.043019-0.17839i,-0.02087-0.14379i,-0.0062817-0.11918i,-0.019134-0.095968i,-0.023054-0.06683i,-0.0076088-0.057712i,0.00024737-0.064922i,-0.00013102-0.053398i,0.014785-0.02546i,0.040488-0.0079163i,0.045139-0.004417i,0.019837-0.0040166i,-0.0064976+0.00023344i,-0.014734+0.0014945i,-0.012315-0.0061635i,-0.0083011-0.012233i,-0.0060362-0.011172i
-0.013921-0.0050129i,-0.037269+0.0076109i,-0.050118+0.024967i,-0.016164+0.05393i,0.049618+0.076325i,0.074535+0.05449i,0.063579+0.024632i,0.055948+0.0090138i,0.061013+0.001246i,0.059529-0.012729i,0.029486-0.018767i,-0.0028975-0.00050869i,-0.0078806+0.011001i,-0.0032548+0.00054763i,-0.013075-0.013621i,-0.033893-0.020601i,-0.040996-0.024558i,-0.022869-0.027241i,0.0014419-0.024924i,0.013325-0.019701i,0.012573-0.013593i,0.0088857-0.0082906i,0.0095096-0.0077262i
0.0041283-0.020004i,0.020373-0.0042617i,0.067792+0.070129i,0.11218+0.13703i,0.1086+0.10133i,0.088729+0.029095i,0.068923+0.014816i,0.051617+0.044753i,0.039424+0.063697i,0.036262+0.055019i,0.039895+0.032053i,0.04099+0.017849i,0.042277+0.019536i,0.039343+0.020458i,0.032146+0.015276i,0.024316+0.015282i,0.014412+0.022123i,0.0022131+0.025707i,-0.013489+0.021485i,-0.018845+0.018163i,-0.0040409+0.019432i,0.012476+0.017494i,0.013999+0.012377i
0.0048986-0.019893i,-0.033639-0.055052i,-0.15711-0.10047i,-0.28322-0.078466i,-0.25074+0.033123i,-0.11399+0.11334i,-0.031519+0.086209i,-0.03869+0.029085i,-0.059575+0.014095i,-0.046583+0.027623i,-0.023701+0.028132i,-0.02134+0.0088032i,-0.027944-0.0029304i,-0.02102-0.00035549i,-0.0072097+0.0015298i,0.004958-0.0060936i,0.016682-0.011246i,0.02756-0.0023079i,0.036318+0.0086373i,0.032352+0.01069i,0.012706+0.0054135i,-0.0069721-0.00039018i,-0.012603+0.0015788i
0.027376-0.005517i,0.091601-0.016169i,0.18974-0.070443i,0.2073-0.15156i,0.096244-0.17139i,-0.013499-0.11767i,-0.044174-0.06043i,-0.037542-0.042862i,-0.034256-0.044924i,-0.042431-0.036269i,-0.040326-0.017156i,-0.020023-0.0062605i,-0.011299-0.011779i,-0.018769-0.017831i,-0.022917-0.011662i,-0.024476-0.0021018i,-0.035137-0.0020414i,-0.047936-0.012094i,-0.049724-0.026308i,-0.04424-0.031978i,-0.035729-0.020145i,-0.020025-0.0023196i,-0.007843+0.0012556i
0.018085+0.015745i,0.03956+0.04323i,0.053085+0.056729i,0.05144+0.033854i,0.037389+0.01227i,0.02352+0.038413i,0.050072+0.056768i,0.090564+0.025862i,0.092591-0.013024i,0.065496-0.02694i,0.039922-0.01786i,0.030816-0.0028933i,0.038364+0.0025826i,0.042672-0.0031792i,0.030304-0.013815i,0.017506-0.013538i,0.021435-0.0029203i,0.032247+0.010758i,0.036257+0.030454i,0.035208+0.037284i,0.033116+0.016942i,0.025042-0.0093248i,0.011849-0.014782i
-0.014965+0.014246i,-0.0071925+0.066213i,0.062893+0.13381i,0.14683+0.14319i,0.13565+0.053481i,0.027304-0.062613i,-0.075537-0.077239i,-0.096902-0.01141i,-0.052958+0.031298i,-0.0054403+0.021593i,0.0079131-0.0035326i,-0.00016775-0.0083849i,-0.0057259-0.0014745i,-0.0015803+0.0020286i,0.0079502+0.0035463i,0.010152-0.0022006i,0.0055772-0.011825i,0.0029352-0.021793i,0.0059243-0.034959i,0.0078533-0.039603i,-0.0007906-0.025738i,-0.0096087-0.00060403i,-0.0045845+0.012547i
-0.010403-0.024001i,-0.076268-0.039162i,-0.19236-0.01883i,-0.25324+0.046483i,-0.16509+0.099087i,-0.010987+0.10305i,0.066533+0.064829i,0.05582+0.02899i,0.022101+0.019559i,0.0024594+0.026018i,-0.0037348+0.0302i,-0.013512+0.025328i,-0.022949+0.025985i,-0.016437+0.030131i,-0.003829+0.025258i,-0.00065765+0.021054i,-0.0052474+0.028668i,-0.012207+0.041318i,-0.025441+0.046332i,-0.03392+0.04582i,-0.018256+0.042561i,0.0076475+0.027485i,0.013299+0.0075255i
0.0061356-0.024908i,0.021765-0.069271i,0.048172-0.1417i,0.049262-0.17652i,0.033075-0.13942i,0.019054-0.1052i,0.0016294-0.10816i,-0.024305-0.1028i,-0.040182-0.070107i,-0.03014-0.036642i,-0.0064261-0.022523i,0.016271-0.028536i,0.021363-0.04335i,0.0019609-0.044101i,-0.018476-0.025034i,-0.020272-0.010346i,-0.016623-0.014235i,-0.012141-0.021234i,0.00824-0.020556i,0.027635-0.023151i,0.016084-0.032648i,-0.012289-0.033133i,-0.020633-0.017826i
0.043609-0.019424i,0.09056-0.046049i,0.11762-0.087957i,0.067968-0.097061i,-0.014513-0.0023999i,-0.011863+0.14351i,0.055113+0.20165i,0.091541+0.15102i,0.078419+0.069422i,0.037795+0.017688i,0.0015376+0.0048104i,-0.01027+0.010508i,-0.00095808+0.012302i,0.014853-6.9449e-05i,0.019043-0.018464i,0.010667-0.02537i,0.0058017-0.018709i,0.0049889-0.010809i,-0.0054347-0.0095517i,-0.020761-0.0072274i,-0.020104+0.0065634i,-0.00038746+0.020918i,0.013084+0.01632i
0.015532+0.034948i,0.068164+0.10505i,0.1651+0.16957i,0.22755+0.13543i,0.1543-0.0099017i,-0.010734-0.12488i,-0.10284-0.13195i,-0.092718-0.088696i,-0.051318-0.041393i,-0.0115-0.007907i,0.013114+0.0086714i,0.020493+0.01964i,0.021483+0.026152i,0.018215+0.021834i,0.014216+0.01414i,0.014974+0.011225i,0.0175+0.0071309i,0.015004+0.0031361i,0.012445+0.010072i,0.021094+0.019191i,0.033618+0.0082764i,0.029167-0.015193i,0.010006-0.020957i
-0.0090882-0.0018913i,-0.052308+0.02865i,-0.11867+0.081643i,-0.14624+0.12256i,-0.088598+0.12384i,-0.0091597+0.090585i,0.011506+0.065022i,0.0063581+0.05686i,0.0086326+0.040485i,0.0057285+0.012585i,-0.009129-0.01292i,-0.028315-0.024295i,-0.034379-0.017086i,-0.018319-0.00051i,0.00046729+0.0084679i,0.00085352+0.0092027i,-0.0093595+0.016244i,-0.0089056+0.022864i,0.0002447+0.011579i,-0.0041653-0.0075433i,-0.025639-0.0057859i,-0.036871+0.017365i,-0.022403+0.029081i
-0.027895+0.0093816i,-0.067615+0.013347i,-0.096619+0.010449i,-0.068943-0.0046768i,0.005272-0.042781i,0.063346-0.091154i,0.074801-0.11946i,0.047307-0.10673i,0.010994-0.067055i,-0.004513-0.023155i,0.0042226+0.006941i,0.015896+0.0091276i,0.0093056-0.0059972i,-0.012535-0.013126i,-0.030204-0.003603i,-0.031268+0.0062983i,-0.020055+0.0022432i,-0.0094271-0.0084731i,-0.0079177-0.0098672i,-0.007074+0.003055i,0.00774+0.01339i,0.026926+0.0039522i,0.026341-0.010029i
0.0084212-0.060273i,0.011723-0.14704i,-0.014928-0.24077i,-0.077232-0.21612i,-0.098544-0.028633i,-0.053848+0.15209i,-0.01202+0.19354i,-0.0024019+0.14276i,0.0015054+0.08068i,0.0057714+0.031618i,0.0062875-0.0018392i,0.011377-0.01434i,0.024829-0.010468i,0.036298-0.010738i,0.037064-0.025357i,0.026744-0.041753i,0.00753-0.043082i,-0.0081964-0.023423i,-0.0056191-0.0010534i,0.0051684-0.0041365i,-0.0017351-0.027149i,-0.024616-0.033908i,-0.035266-0.017603i
0.03264+0.020282i,0.10705+0.045163i,0.22464+0.049418i,0.266-0.012532i,0.14183-0.10512i,-0.013071-0.13178i,-0.05873-0.098243i,-0.034675-0.066538i,-0.014981-0.04421i,-0.013688-0.019522i,-0.015993+0.009372i,-0.010316+0.02977i,-0.0051237+0.024549i,-0.0076482+0.0076302i,-0.010791+0.005479i,-0.0059296+0.020374i,0.0091127+0.033145i,0.02126+0.027828i,0.013817+0.010331i,-0.0041963+0.0091009i,-0.0033225+0.030416i,0.020421+0.042156i,0.03705+0.028314i
0.016238-0.0087644i,0.034478+0.010455i,0.040424+0.058081i,0.026867+0.096234i,0.022198+0.082525i,0.014179+0.031902i,-0.0018118-0.0031857i,-0.0056167-0.0068541i,0.0018644-0.00014279i,0.013442-0.0035104i,0.015416-0.018625i,0.0033067-0.023123i,-0.0024521-0.0040307i,0.011317+0.019033i,0.033306+0.022981i,0.04098+0.0065069i,0.026514-0.015078i,0.0046283-0.025516i,-0.0041514-0.016122i,0.0075199-0.0065147i,0.02117-0.018108i,0.014079-0.034553i,-0.0037965-0.033701i
0.0022996+0.047111i,-0.015361+0.12625i,-0.022731+0.19669i,0.0043764+0.17242i,0.049212+0.060561i,0.083753-0.038815i,0.083303-0.065932i,0.053384-0.040305i,0.030254-0.011737i,0.0167-0.00027777i,0.0024176+0.0062493i,-0.0064447+0.007506i,-0.0090018-0.0068463i,-0.020591-0.022531i,-0.047789-0.0197i,-0.07178+0.0004011i,-0.071444+0.023306i,-0.0432+0.033199i,-0.011401+0.020667i,-0.011002+0.0021899i,-0.034392+0.0074981i,-0.041033+0.032601i,-0.024083+0.04799i
-0.033391-0.043033i,-0.099719-0.10671i,-0.19587-0.15447i,-0.23577-0.09873i,-0.15309+0.03889i,-0.042306+0.14569i,0.012795+0.15463i,0.020313+0.092478i,0.0015724+0.040309i,-0.0025523+0.026592i,0.01689+0.012987i,0.025638-0.0090458i,0.015985-0.0077599i,0.012905+0.010283i,0.027138+0.014572i,0.048901-0.00089056i,0.062543-0.019797i,0.053941-0.022944i,0.031634-0.0070701i,0.024389+0.010534i,0.036445+0.007466i,0.040397-0.015631i,0.02704-0.034788i
0.026874+0.0034937i,0.073373-0.0043144i,0.13851-0.06013i,0.13346-0.13281i,0.026517-0.13037i,-0.067855-0.081807i,-0.094719-0.049818i,-0.083358-0.024379i,-0.051654-0.013168i,-0.033461-0.014718i,-0.035888-0.0016875i,-0.027611+0.016169i,-0.0061923+0.0073024i,0.0046154-0.023554i,-0.0063297-0.047954i,-0.031907-0.049868i,-0.053284-0.032225i,-0.053846-0.012551i,-0.035596-0.0077455i,-0.023596-0.01921i,-0.03038-0.026655i,-0.03921-0.016809i,-0.037051-0.0028972i
-0.00017917-0.038247i,0.014808-0.076103i,0.044555-0.084441i,0.059241-0.050291i,0.035905-0.018107i,0.0053421+0.010664i,0.015336+0.029869i,0.04564+0.015516i,0.050089-0.0071286i,0.032205-0.011813i,0.021943-0.0082089i,0.019117-0.0092513i,0.0096463-0.0040572i,0.0032535+0.017108i,0.015936+0.045022i,0.041486+0.062931i,0.055201+0.062202i,0.044175+0.045739i,0.018597+0.028916i,0.0026838+0.029761i,0.012436+0.03759i,0.034101+0.03301i,0.044809+0.020653i
0.045434+0.036952i,0.10654+0.11671i,0.16916+0.18958i,0.17642+0.15743i,0.12776+0.027457i,0.063104-0.091626i,0.0081585-0.12466i,-0.023075-0.078911i,-0.01857-0.016645i,0.0034748-0.0027989i,-0.0021966-0.014732i,-0.01811-0.0040003i,-0.0050272+0.0088515i,0.016334-0.0034459i,0.01415-0.031421i,-0.0083223-0.056075i,-0.023795-0.069023i,-0.017144-0.064363i,0.0029759-0.046794i,0.017283-0.037172i,0.010813-0.038557i,-0.007839-0.03476i,-0.018364-0.023716i
-0.037387-0.0095579i,-0.11542-0.013226i,-0.20324+0.018652i,-0.20085+0.082012i,-0.093808+0.12565i,0.014113+0.13381i,0.054701+0.1236i,0.050131+0.094583i,0.027514+0.055086i,0.010344+0.039234i,0.018831+0.030294i,0.024434+0.0077331i,0.0051197-0.003574i,-0.02161+0.0080078i,-0.03524+0.031752i,-0.033034+0.0553i,-0.026849+0.069492i,-0.023901+0.065435i,-0.025514+0.045894i,-0.029671+0.032125i,-0.026132+0.034553i,-0.014862+0.037434i,-0.010975+0.031929i
0.028093+0.008202i,0.057524+0.0060076i,0.058641-0.039633i,0.010007-0.093068i,-0.028409-0.087124i,-0.020167-0.063929i,-0.0090004-0.079658i,-0.032362-0.095544i,-0.050499-0.070255i,-0.035573-0.033654i,-0.018411-0.016271i,-0.017856-0.0097577i,-0.015203-0.0030608i,0.0060276-0.0051472i,0.031022-0.024785i,0.044801-0.048518i,0.051543-0.053244i,0.052555-0.037848i,0.047247-0.018011i,0.041246-0.0077409i,0.033501-0.015115i,0.022825-0.026955i,0.020677-0.027641i
-0.0359-0.0248i,-0.072997-0.06799i,-0.077627-0.10873i,-0.045727-0.09103i,-0.03013-0.007767i,-0.036489+0.086947i,-0.021572+0.13719i,0.025182+0.11473i,0.047561+0.047539i,0.020743+0.0049613i,0.0031267+0.0071314i,0.019079+0.006796i,0.025221-0.016933i,0.0017443-0.030273i,-0.030394-0.016496i,-0.05521+0.0038174i,-0.072797+0.0092915i,-0.075628+0.00024566i,-0.059195-0.011369i,-0.042929-0.017179i,-0.036717-0.0098671i,-0.030313+0.0026683i,-0.023805+0.0027358i
0.055136-0.0011108i,0.15137+0.015775i,0.25372+0.022285i,0.2478-0.015687i,0.12784-0.075659i,0.024958-0.1032i,-0.0046103-0.10144i,-0.010732-0.073527i,-0.00083866-0.029956i,0.01795-0.011064i,0.010447-0.013147i,-0.0082778-0.0034112i,-0.003258+0.016642i,0.021224+0.027569i,0.048365+0.025328i,0.069885+0.018602i,0.080567+0.018781i,0.074427+0.025006i,0.052703+0.029362i,0.035763+0.028666i,0.033783+0.018695i,0.032848+0.0084292i,0.026252+0.015534i
-0.03243+0.0054181i,-0.092456+0.041414i,-0.13787+0.11372i,-0.10959+0.1663i,-0.043026+0.13855i,-0.026713+0.076726i,-0.045534+0.05932i,-0.04072+0.064747i,-0.022137+0.057043i,-0.010653+0.036447i,-0.0053419+0.018239i,-0.00040238+0.015125i,0.0076993+0.011769i,0.004954-0.004867i,-0.016322-0.025545i,-0.04043-0.040405i,-0.050182-0.05236i,-0.042181-0.056513i,-0.026662-0.047576i,-0.017667-0.034475i,-0.018906-0.020607i,-0.020378-0.011909i,-0.015158-0.019968i
0.038977-0.0050072i,0.078808-0.010417i,0.078092-0.023618i,0.026528-0.045999i,0.0094996-0.069159i,0.05094-0.093247i,0.072254-0.11372i,0.038656-0.10375i,-0.0035781-0.064695i,-0.012516-0.021923i,-0.0035617-0.0095492i,-0.01203-0.021402i,-0.034119-0.015023i,-0.035912+0.013313i,-0.013183+0.042077i,0.0085536+0.065187i,0.013394+0.084191i,0.0045919+0.085634i,-0.0046239+0.064924i,-0.0049445+0.042768i,0.0031711+0.031581i,0.0091346+0.026602i,0.0019626+0.024655i
