-0.0030113+0.0020575i,-0.0034187+0.00085635i,-0.0040853-0.00026504i,-0.0031429-6.6583e-05i,-0.0026268+0.0013222i,-0.0016673+0.0016757i,-0.0002649+0.00097611i,0.00074242+0.0008915i,0.0010001+0.00065879i,0.00027793+0.00017473i,0.00019686+0.0001576i,-4.7365e-05+0.00010855i,-0.00047645+0.00047919i,-0.00063925+0.00072431i,-0.0010286-4.5689e-05i,-0.00067273-0.00054678i,9.8266e-06-0.00030636i,0.00023673-0.00048135i,0.00024398-0.0008928i,0.00020857-0.00082469i,6.0955e-05-0.00017539i,-0.00058317+0.0001957i,-0.001263-0.00020594i
0.011431-0.017206i,-0.0055729-0.051478i,-0.06649-0.11321i,-0.13494-0.17202i,-0.13953-0.16718i,-0.088003-0.10728i,-0.043988-0.051861i,-0.027579-0.017127i,-0.02119+0.0078168i,-0.0099212+0.018535i,0.0013552+0.01365i,0.0057123+0.0037514i,0.0034062-0.00021088i,0.0019551+0.0011164i,0.0028586+0.00059617i,0.002076-0.00044196i,0.0014419-0.00070201i,0.0013341+0.00027844i,0.0037518+0.0015319i,0.0079228-0.0015937i,0.0051432-0.0093019i,-0.0040609-0.014152i,-0.0095447-0.01223i
-0.018475+0.034538i,-0.052366+0.060712i,-0.12218+0.10232i,-0.19495+0.1529i,-0.19863+0.15592i,-0.1196+0.10006i,-0.045577+0.045416i,-0.010136+0.025425i,0.014861+0.020477i,0.02281+0.010601i,0.013546-0.00069732i,0.0022982-0.0060105i,-0.0024329-0.005176i,-0.0023632-0.0039241i,-0.00067766-0.0046597i,0.0023244-0.0051634i,0.0055577-0.005343i,0.0064748-0.0074618i,0.0035023-0.0096681i,-0.0028751-0.0065557i,-0.0082992+0.003091i,-0.0065771+0.013443i,-0.0024047+0.016739i
-0.020039-0.019341i,-0.0081869+0.0073869i,0.028597+0.087411i,0.076272+0.17761i,0.094189+0.19241i,0.064697+0.12693i,0.030009+0.061733i,0.02367+0.026716i,0.024823-0.0010065i,0.017404-0.01733i,0.0064817-0.01572i,-0.00052394-0.0070421i,-0.0014778-0.0017475i,-0.0023931-0.0007683i,-0.0045806+0.0034601i,-0.0054025+0.0096231i,-0.0062164+0.011336i,-0.0076168+0.013587i,-0.0048679+0.017975i,0.0037081+0.015474i,0.010772+0.0038746i,0.008487-0.0051775i,0.0022391-0.0049316i
0.041105-0.0099726i,0.085399-0.019657i,0.17297-0.040252i,0.27167-0.073659i,0.27293-0.085092i,0.17165-0.059557i,0.080898-0.031939i,0.031676-0.030457i,-0.0047414-0.032186i,-0.024285-0.017172i,-0.022407-0.0010551i,-0.013282+0.0064211i,-0.0063433+0.0072665i,-0.0027751+0.0064743i,-0.00080004+0.0058768i,9.1798e-05+0.0011396i,-0.0011945-0.0034012i,-0.00035795-0.0060002i,0.0022587-0.0092599i,-0.00068911-0.011346i,-0.0063902-0.010749i,-0.0077159-0.007269i,-0.0040742-0.005483i
-0.0099794+0.020451i,-0.017357-0.024506i,-0.031566-0.12248i,-0.055802-0.22558i,-0.062535-0.23714i,-0.036645-0.15111i,-0.010625-0.069025i,-0.0062635-0.028649i,-0.015479-0.0052445i,-0.019044+0.0087727i,-0.010715+0.012903i,0.00012695+0.0072459i,0.0036238-0.0022762i,0.0017659-0.0090391i,0.00044025-0.013239i,0.0020885-0.014583i,0.0059729-0.014952i,0.0087287-0.016743i,0.0071765-0.019646i,0.0029806-0.016052i,0.0035338-0.0031031i,0.01057+0.0060403i,0.013348+0.0053868i
-0.020541-0.035479i,-0.055701-0.04938i,-0.14727-0.058261i,-0.25965-0.053331i,-0.28026-0.032235i,-0.18852-0.0057712i,-0.092253+0.0096166i,-0.045476+0.02111i,-0.012986+0.035504i,0.013641+0.034666i,0.021542+0.019485i,0.018088+0.0069859i,0.013332+0.00036197i,0.0068013-0.0027079i,-0.0012077-0.0024721i,-0.0062582+0.003508i,-0.0075764+0.01245i,-0.0075259+0.016423i,-0.0067698+0.016341i,-0.0014698+0.012302i,0.0050812+0.0010396i,0.0023502-0.0084335i,-0.0055107-0.0070091i
0.041887+0.028247i,0.039583+0.065037i,0.020049+0.16322i,0.0086162+0.28044i,0.011313+0.29208i,0.0086615+0.18204i,-0.0034085+0.082226i,0.0031947+0.040039i,0.017295+0.011179i,0.014814-0.007486i,0.0053349-0.0094928i,-0.0041729-0.0064521i,-0.0099585-0.0017986i,-0.0089967+0.0033631i,-0.0080984+0.0069886i,-0.0080289+0.0078737i,-0.0063103+0.0054096i,-0.0061969+0.0048349i,-0.0075246+0.0070856i,-0.0092116+0.0068225i,-0.011509+0.003727i,-0.0094574+0.00043244i,-0.0041522-0.0023981i
-0.023628+0.027965i,0.0098839+0.048744i,0.098951+0.079868i,0.207+0.10323i,0.24074+0.090254i,0.16792+0.047723i,0.081987+0.018112i,0.043712+0.0027755i,0.022914-0.019841i,-0.00093318-0.030426i,-0.012233-0.020621i,-0.0096778-0.0080953i,-0.0063618-0.0013728i,-0.0045903-5.5797e-05i,-0.0030523-0.0019967i,-0.0016393-0.0050142i,0.0016017-0.0080301i,0.0066662-0.010552i,0.0092364-0.010262i,0.0088161-0.0052788i,0.0088965+0.0017608i,0.010179+0.0048321i,0.0096996+0.0035058i
0.021171-0.044405i,0.04219-0.087213i,0.090746-0.16837i,0.13139-0.28755i,0.10582-0.32285i,0.046159-0.21656i,0.015086-0.095127i,0.0013866-0.041595i,-0.01633-0.018358i,-0.02255+0.0011149i,-0.0139+0.011863i,-0.00035412+0.011358i,0.0088366+0.0065871i,0.011052+0.0045235i,0.010849+0.0060469i,0.0097848+0.01052i,0.0080859+0.012443i,0.0059574+0.010412i,0.0043489+0.0051871i,0.0053855-0.0022111i,0.0025049-0.0082253i,-0.0049367-0.0082447i,-0.0074648-0.0019522i
0.027179+0.04765i,0.013293+0.033939i,-0.074673-0.024783i,-0.20082-0.087735i,-0.2371-0.099294i,-0.1647-0.071955i,-0.087607-0.046616i,-0.050279-0.025102i,-0.02844-0.001334i,-0.012339+0.012243i,-0.0057874+0.012726i,-0.0030236+0.0068803i,-0.0015319-0.0005952i,-0.00048616-0.0062865i,0.0015204-0.010112i,0.0023084-0.011559i,0.00016605-0.0074841i,0.00018034-0.0014305i,0.0041796+0.0018079i,0.0030113+0.0011572i,-0.0015876+0.00032193i,-0.0018085-0.00052267i,-5.5243e-05-0.0046184i
-0.055106+0.0096414i,-0.10156+0.036248i,-0.17013+0.10978i,-0.23433+0.21315i,-0.22633+0.2567i,-0.1292+0.18766i,-0.049145+0.088101i,-0.020383+0.04097i,0.0060374+0.020672i,0.019418-0.0011584i,0.012329-0.0097054i,0.0016803-0.0088298i,-0.0065696-0.0090643i,-0.012142-0.0099658i,-0.017617-0.012464i,-0.021988-0.014535i,-0.019066-0.014551i,-0.010839-0.013107i,-0.0027758-0.01138i,0.0023889-0.0086633i,0.0051553-0.0045827i,0.0043718-0.0012188i,-6.3029e-06+0.0026696i
0.03172-0.022241i,0.06297-0.006316i,0.11917+0.065982i,0.21636+0.15292i,0.26854+0.15566i,0.19105+0.082796i,0.080306+0.034395i,0.033384+0.020652i,0.017707+0.0022198i,0.0027273-0.010412i,-0.0052963-0.0085595i,-0.0039454+0.00072249i,-0.00096872+0.009189i,-0.0025525+0.013299i,-0.0030551+0.017077i,-0.00029536+0.020078i,-0.0017203+0.018848i,-0.0082502+0.013713i,-0.015358+0.0079412i,-0.016465+0.0030683i,-0.011977-0.0010968i,-0.0060476+0.00018585i,0.00070383+0.0040616i
0.00056357+0.059861i,0.029102+0.071367i,0.11428+0.014512i,0.21443-0.10488i,0.22792-0.18458i,0.15524-0.15699i,0.084898-0.08543i,0.044444-0.046485i,0.014003-0.031092i,-0.0057536-0.016265i,-0.011261-0.0058875i,-0.010943-0.00051666i,-0.0056447+0.0019522i,0.003247+3.0374e-05i,0.0094743-0.0042828i,0.012888-0.0070677i,0.015861-0.0050128i,0.01775+0.001854i,0.01692+0.0069804i,0.012666+0.0075998i,0.0076137+0.0053749i,0.0072322-0.0011275i,0.0083595-0.011989i
-0.053029-0.026887i,-0.092416-0.065005i,-0.14484-0.14249i,-0.22183-0.24173i,-0.25288-0.25452i,-0.18357-0.15775i,-0.081713-0.071083i,-0.025256-0.036102i,-0.0054801-0.01106i,0.0085677+0.0021536i,0.013813+0.0014795i,0.015065-0.0011944i,0.015075-0.0078523i,0.0067392-0.01288i,-0.0045391-0.014278i,-0.012193-0.015839i,-0.013202-0.015104i,-0.0042419-0.013386i,0.0077178-0.01211i,0.014713-0.01178i,0.010476-0.012056i,-0.002899-0.0094991i,-0.014306-0.0017092i
0.046771-0.0094528i,0.029149-0.019962i,-0.061775+0.0095247i,-0.18221+0.089064i,-0.22389+0.14887i,-0.14727+0.12473i,-0.066499+0.060134i,-0.040113+0.027396i,-0.016785+0.018883i,0.00095856+0.0046109i,-0.0011602-0.005443i,-0.0065576-0.006726i,-0.010777-0.0041877i,-0.010783+0.0024595i,-0.0054628+0.011525i,-0.00010911+0.017912i,-0.0012155+0.017232i,-0.010444+0.010664i,-0.018115+0.0053113i,-0.016682+0.0011734i,-0.01165-0.0021397i,-0.0071302+0.00011178i,-0.0014905+0.0045176i
-0.043464+0.052581i,-0.054787+0.095724i,-0.033308+0.18176i,0.049241+0.29874i,0.15105+0.32134i,0.15509+0.20105i,0.076027+0.086599i,0.028961+0.044177i,0.018098+0.015343i,0.0031424-0.0037123i,-0.0069046-0.0043204i,-0.010097-0.0013471i,-0.010499+0.0012289i,-0.0043051-0.00057663i,0.0061906-0.0091474i,0.015217-0.016406i,0.018027-0.013855i,0.016811-0.0038219i,0.016138+0.0035647i,0.014037+0.0070446i,0.012889+0.0096373i,0.016543+0.0055602i,0.016914-0.0042433i
-0.027263-0.077801i,-0.034384-0.11008i,0.047652-0.11988i,0.19256-0.15654i,0.23908-0.18917i,0.15619-0.13832i,0.078688-0.047453i,0.051296-0.004877i,0.031539+0.00070698i,0.017911+0.0087379i,0.015897+0.012344i,0.014913+0.010843i,0.015656+0.0090498i,0.010624+0.0025751i,-0.0056125-0.0027972i,-0.018941-0.0029688i,-0.01809-0.0028222i,-0.0076589-0.0050151i,-0.0014784-0.0056858i,0.0017967-0.0015392i,0.0054326+0.0026192i,0.0040035+0.0044914i,0.00031203+0.00769i
0.077423+0.026022i,0.10786-0.014948i,0.079498-0.10869i,-0.00033114-0.23078i,-0.068294-0.27893i,-0.083128-0.19613i,-0.05038-0.089257i,-0.020143-0.040252i,-0.013164-0.013504i,-0.0018556+0.0019394i,0.0059584-0.0026327i,0.0037279-0.0074686i,0.0022635-0.00883i,0.00075082-0.0047061i,0.0045632+0.0074645i,0.010509+0.018814i,0.0055632+0.023665i,-0.0055344+0.020564i,-0.011268+0.012799i,-0.010527+0.0033311i,-0.0090584-0.0053025i,-0.0070285-0.0079837i,-0.00074765-0.0092206i
-0.056437+0.023836i,-0.093041+0.03248i,-0.16795+0.027718i,-0.29412+0.055555i,-0.33756+0.12236i,-0.21519+0.13186i,-0.087481+0.062632i,-0.051117+0.01196i,-0.031849+0.0041001i,-0.010506-0.0047799i,-0.0060711-0.011517i,-0.0074832-0.011116i,-0.0067226-0.012902i,-0.00025713-0.017642i,0.0094524-0.023389i,0.015887-0.029059i,0.020954-0.029704i,0.025056-0.022019i,0.023972-0.014036i,0.017116-0.012781i,0.0072684-0.01503i,-0.00016331-0.015582i,-0.0045563-0.013796i
0.037303-0.088748i,0.030349-0.12684i,0.011137-0.042056i,0.028268+0.14077i,0.077094+0.2484i,0.0847+0.19052i,0.038791+0.095359i,0.010377+0.056034i,0.01076+0.032212i,0.0057796+0.01415i,0.0022505+0.012933i,0.006642+0.013457i,0.0052458+0.015684i,-0.0044389+0.018718i,-0.018396+0.017656i,-0.030551+0.015832i,-0.030949+0.0089908i,-0.021019-0.0016457i,-0.010857-0.0065761i,-0.003362-0.001036i,0.0038952+0.0062508i,0.0075436+0.0093036i,0.005654+0.014691i
0.074449+0.068458i,0.13354+0.069652i,0.19279+0.04665i,0.27639+0.015385i,0.31829-0.037235i,0.2204-0.074376i,0.083-0.043923i,0.030418+0.00071809i,0.01539+0.0085892i,-0.0031415+0.011203i,-0.0074247+0.0129i,-0.0078694+0.0044482i,-0.009329+0.00014207i,-0.0056486+0.0033403i,0.0031296+0.012277i,0.013929+0.025745i,0.01328+0.036389i,0.0004331+0.037927i,-0.0067261+0.028927i,-0.002307+0.013832i,0.0032968+0.0040221i,0.0073619+0.0022339i,0.010067-0.00023584i
-0.081879-0.0017374i,-0.1026-0.00031864i,-0.083496-0.077948i,-0.082746-0.23612i,-0.11908-0.31592i,-0.11865-0.23198i,-0.063398-0.11794i,-0.024764-0.069163i,-0.017671-0.039988i,-0.0076781-0.010823i,0.0042631+0.00089323i,0.0090159+0.0025739i,0.013902-0.002855i,0.020075-0.015128i,0.021681-0.026925i,0.018492-0.038343i,0.016844-0.04289i,0.020152-0.031487i,0.02053-0.016459i,0.011744-0.0095932i,0.0011957-0.0065129i,-0.0036963-0.0052476i,-0.0059749-0.0049868i
0.11234-0.052828i,0.12679-0.094332i,0.039439-0.097877i,-0.14015-0.064342i,-0.26854-0.012216i,-0.22928+0.025218i,-0.11544+0.012332i,-0.050684-0.014314i,-0.023157-0.012806i,-0.0045002-0.0064786i,-0.00057198-0.0049685i,-6.2741e-05+0.00041556i,-0.0023085+0.008008i,-0.01257+0.018731i,-0.025705+0.027867i,-0.036056+0.032474i,-0.0345+0.028083i,-0.024728+0.014606i,-0.01476+0.0088375i,-0.0039402+0.016426i,0.0051084+0.020491i,0.0046518+0.013234i,-0.0016936+0.0071338i
0.0285+0.12211i,0.076168+0.16708i,0.075303+0.19147i,0.031824+0.26638i,0.022229+0.3355i,0.047976+0.26227i,0.031563+0.12486i,-0.0044601+0.0652i,-0.0055601+0.03984i,-0.008644+0.0095024i,-0.021162-0.0013005i,-0.025224-0.0053818i,-0.026161-0.0089982i,-0.01697-0.0069569i,0.0032339-0.0026274i,0.020357+0.0069063i,0.022459+0.020687i,0.011982+0.02811i,0.0019654+0.021982i,-0.0019089+0.009097i,-0.0018564+0.0013386i,0.0013712+0.001908i,0.0049997+0.0025308i
-0.084241-0.050743i,-0.10738-0.056867i,-0.017427-0.052805i,0.15147-0.071681i,0.24738-0.10303i,0.19234-0.094287i,0.08891-0.045605i,0.03782-0.012806i,0.016014-0.010608i,0.00026323-0.0078441i,0.0007745+0.0053808i,0.011943+0.01321i,0.022367+0.0065487i,0.026132-0.012989i,0.015651-0.036091i,-0.0025916-0.053207i,-0.011217-0.058483i,-0.0053188-0.04724i,0.0024482-0.032585i,-4.7135e-06-0.028871i,-0.0066924-0.02643i,-0.0059347-0.018698i,-0.0014078-0.011459i
0.099383+0.007255i,0.12265-0.014148i,0.101-0.082973i,0.0584-0.21264i,0.0091782-0.30567i,-0.02428-0.25806i,-0.0069437-0.14116i,0.019704-0.075454i,0.010235-0.044836i,-0.002987-0.016764i,-0.0033612-0.0069466i,-0.0050024-0.0061644i,-0.010444+0.0016169i,-0.024901+0.018383i,-0.039769+0.040987i,-0.039262+0.056009i,-0.027575+0.051101i,-0.016249+0.030639i,-0.0056218+0.015164i,0.0080865+0.012457i,0.016751+0.0085227i,0.011077-0.00061656i,0.00021847-0.0046482i
-0.07442+0.1388i,-0.08865+0.21266i,-0.12371+0.20424i,-0.22976+0.13478i,-0.30943+0.091513i,-0.23024+0.07418i,-0.094002+0.028272i,-0.039592-0.0034553i,-0.02658+0.0072024i,-0.015282+0.0079543i,-0.018415-0.0071708i,-0.026125-0.018945i,-0.030535-0.024481i,-0.01977-0.017753i,0.010852-0.0086587i,0.039165-0.0058644i,0.04723-0.0025679i,0.033788+0.0017558i,0.011135+0.004348i,-0.0034485+0.006212i,-0.0059212+0.010233i,-0.0011283+0.014709i,0.0039967+0.01241i
-0.047179-0.11204i,-0.067316-0.11771i,-0.035249-0.025706i,0.034775+0.11281i,0.08558+0.18305i,0.081493+0.1348i,0.034241+0.046241i,-0.0079347+0.0093048i,-0.0056128+0.0067922i,0.009848-0.0008782i,0.012045+0.003689i,0.020137+0.02066i,0.03432+0.02144i,0.036208+0.0026691i,0.019508-0.022946i,-0.010332-0.04427i,-0.034299-0.053021i,-0.036026-0.045982i,-0.026908-0.031756i,-0.030161-0.020382i,-0.039342-0.011603i,-0.033316-0.0044158i,-0.018041-0.0012938i
0.094336+0.025106i,0.13154-0.010044i,0.17787-0.038328i,0.27356-0.056583i,0.33525-0.095516i,0.25682-0.11491i,0.11948-0.070508i,0.055987-0.024939i,0.034712-0.021526i,0.013302-0.020474i,0.0025788-0.015341i,-0.0067742-0.017527i,-0.017791-0.010632i,-0.029891+0.010126i,-0.039706+0.037066i,-0.032584+0.060519i,-0.013321+0.065837i,0.0011745+0.051563i,0.007186+0.029984i,0.01183+0.012028i,0.012211+0.00081171i,0.0027573-0.0049676i,-0.0074897-0.0042159i
-0.15022+0.046261i,-0.21494+0.06377i,-0.21831+0.0048968i,-0.18876-0.13885i,-0.17441-0.22874i,-0.13927-0.15101i,-0.051127-0.025893i,0.0083383+0.0090688i,0.0010816-0.00040444i,-0.012516-0.0049668i,-0.012435-0.013483i,-0.014325-0.022436i,-0.016949-0.029961i,-0.0093738-0.034038i,0.011344-0.035434i,0.028912-0.037207i,0.03184-0.030215i,0.023946-0.011649i,0.014867+0.0069358i,0.019012+0.0092525i,0.030381-0.0039901i,0.030135-0.014272i,0.022338-0.013384i
0.027113-0.10843i,-0.018803-0.12176i,-0.10245-0.047328i,-0.18422+0.046984i,-0.21742+0.095688i,-0.15786+0.088221i,-0.060996+0.042184i,-0.022233+0.0037428i,-0.01647+0.0044793i,0.0027659+0.014424i,0.02188+0.016482i,0.037885+0.02283i,0.051067+0.021565i,0.047897+0.0042453i,0.026041-0.016672i,-0.0079619-0.02926i,-0.036084-0.023339i,-0.036613-0.0088658i,-0.014025-0.0055991i,-0.00088892-0.012405i,-0.0052588-0.014282i,-0.005462-0.0098967i,0.001314-0.0099113i
0.085366+0.08736i,0.1542+0.1062i,0.17822+0.14321i,0.17786+0.23338i,0.20667+0.28106i,0.20371+0.18221i,0.12277+0.040412i,0.047605-0.015344i,0.018608-0.013768i,0.003224+0.0015229i,-0.0074783+0.011507i,-0.016925+0.004414i,-0.027926+0.0040626i,-0.032533+0.021i,-0.027825+0.041863i,-0.0064251+0.052613i,0.024094+0.039028i,0.036852+0.007319i,0.026036-0.016455i,0.008776-0.014667i,-0.00087321+0.0012035i,-0.0040476+0.010708i,-0.0077291+0.014424i
-0.1022-0.072279i,-0.12454-0.11579i,-0.052857-0.14523i,0.087506-0.17144i,0.17215-0.18139i,0.13239-0.12831i,0.054634-0.040896i,0.023156-0.00071643i,0.0054348-0.014383i,-0.016248-0.020619i,-0.018291-0.0096349i,-0.011029-0.004896i,-0.0085567-0.011235i,-0.0073074-0.022705i,-0.0021323-0.029424i,0.0038205-0.030902i,0.0020153-0.032449i,-0.0091109-0.029629i,-0.021666-0.010128i,-0.018869+0.0088817i,-0.0067421+0.0038969i,-0.0024397-0.0071367i,7.2217e-05-0.0059708i
0.066491-0.066815i,0.024867-0.14204i,-0.080598-0.19444i,-0.1611-0.22043i,-0.17816-0.22599i,-0.15442-0.15902i,-0.096257-0.041494i,-0.038537+0.0079824i,-0.015151+0.0054355i,0.0042427+0.0051605i,0.025406-0.0028195i,0.037759-0.0091553i,0.043155-0.011365i,0.032519-0.015924i,0.013419-0.013872i,-0.0014581-0.00495i,-0.0095913+0.010944i,-0.005985+0.02648i,0.0036893+0.019001i,0.00016872-0.0061183i,-0.011875-0.016759i,-0.01249-0.014369i,-0.0078655-0.017392i
-0.023991+0.12032i,-0.022923+0.19405i,-0.066606+0.23611i,-0.15131+0.26255i,-0.18631+0.28362i,-0.10445+0.23096i,-0.0011757+0.11158i,0.029729+0.037196i,0.025127+0.02174i,0.01196+0.018624i,-0.0083291+0.015604i,-0.031358+0.0097196i,-0.050794+0.011569i,-0.047981+0.026332i,-0.027151+0.036808i,-0.0057327+0.03115i,0.01016+0.01196i,0.011058-0.0086336i,0.0015955-0.018555i,0.0027941-0.015874i,0.014756-0.010147i,0.018085-0.0075883i,0.011682-0.0024405i
0.014316-0.05916i,0.042832-0.059398i,0.10446+0.0064858i,0.1893+0.092754i,0.24133+0.13293i,0.19626+0.09768i,0.095589+0.037827i,0.043318+0.0050453i,0.028405-0.02791i,-0.0057189-0.045283i,-0.027132-0.015986i,-0.010381+0.016542i,0.010503+0.020265i,0.018173+0.0049939i,0.013246-0.0092882i,-0.0050437-0.0064125i,-0.030944+0.0082288i,-0.04716+0.021347i,-0.030677+0.033532i,0.0084065+0.03626i,0.032429+0.019177i,0.029819+0.0032105i,0.020947-0.00093033i
0.098913-0.0083045i,0.16971-0.11321i,0.179-0.24481i,0.14297-0.32046i,0.10887-0.33826i,0.048746-0.27257i,-0.022135-0.1398i,-0.034582-0.053092i,-0.026426-0.036032i,-0.026934-0.022228i,-0.010665-0.0098023i,0.012189-0.014267i,0.030247-0.022504i,0.031164-0.028974i,0.016486-0.02981i,0.014226-0.026433i,0.03074-0.021162i,0.050017-0.018918i,0.050527-0.026685i,0.022888-0.0292i,-0.0052063-0.012696i,-0.01085+0.0028737i,-0.0088706+0.0048358i
-0.10781-0.0084087i,-0.19441-0.011934i,-0.27725-0.051294i,-0.36807-0.087739i,-0.42075-0.057227i,-0.32403+0.00035808i,-0.1463+0.028108i,-0.047733+0.027807i,-0.028203+0.037752i,-0.015869+0.049825i,-0.0078024+0.036569i,-0.023334+0.016796i,-0.045038+0.01117i,-0.048194+0.0158i,-0.038144+0.020525i,-0.024432+0.014014i,-0.0048121-0.013649i,0.0088384-0.047185i,-0.0028636-0.05353i,-0.025253-0.031432i,-0.029772-0.0099878i,-0.022694-0.0022358i,-0.015567+0.0014751i
0.036079+0.024158i,-0.025576+0.077411i,-0.096805+0.21373i,-0.071395+0.36127i,0.024634+0.40655i,0.085084+0.31615i,0.083843+0.16672i,0.058789+0.07355i,0.060523+0.028714i,0.061061-0.018662i,0.03607-0.039906i,0.02265-0.029686i,0.020098-0.021436i,0.014371-0.015643i,0.013145+0.0030647i,0.01209+0.038001i,0.007092+0.080296i,0.0068258+0.10733i,0.017735+0.094819i,0.028048+0.049548i,0.025251+0.0090975i,0.018886-0.0051315i,0.015255-0.0098766i
0.013309+0.10662i,0.15199+0.15797i,0.32454+0.12973i,0.43197+0.027823i,0.44961-0.05163i,0.3452-0.07354i,0.17001-0.052603i,0.073338-0.019285i,0.0539-0.02458i,0.029757-0.036235i,0.0075807-0.022189i,0.0019854-0.008038i,0.0062686-0.0056403i,0.0114-0.017469i,0.0029111-0.03692i,-0.015739-0.046611i,-0.026942-0.036072i,-0.021785-0.016682i,-0.0044911-0.014478i,0.0087898-0.026494i,0.01083-0.027201i,0.010072-0.015474i,0.012732-0.0089538i
0.038778-0.12847i,0.070984-0.22818i,0.086154-0.33498i,-0.007151-0.44168i,-0.18001-0.47111i,-0.25703-0.33937i,-0.19424-0.14677i,-0.1075-0.049537i,-0.081393-0.020848i,-0.077791+0.017998i,-0.045822+0.054785i,-0.0080721+0.05927i,0.0086315+0.044317i,0.0045601+0.029038i,-0.017327+0.014268i,-0.045516-0.0047598i,-0.071545-0.034128i,-0.095503-0.056442i,-0.095105-0.038557i,-0.054328-0.0035201i,-0.013171+0.0011337i,-0.0075079-0.0090881i,-0.013158-0.0034023i
0.0089222+0.030707i,-0.085828-0.071426i,-0.2924-0.13529i,-0.4621-0.025043i,-0.45779+0.14443i,-0.30123+0.16708i,-0.13755+0.081915i,-0.057384+0.028628i,-0.023304+0.016833i,-0.00084332-0.00095684i,0.0087358-0.027878i,0.013935-0.045803i,0.014155-0.045342i,0.01965-0.01858i,0.048043+0.010466i,0.083698+0.0088724i,0.10017-0.010629i,0.095768-0.023324i,0.078853-0.025754i,0.059545-0.018757i,0.047481-0.006232i,0.035965-0.0020141i,0.017193+0.0003982i
-0.17203+0.025071i,-0.24084+0.14129i,-0.20282+0.28495i,-0.011016+0.36099i,0.22806+0.34286i,0.31636+0.23514i,0.24403+0.10327i,0.15896+0.028006i,0.12159-0.0092629i,0.083278-0.039942i,0.026185-0.039944i,-0.02414-0.012167i,-0.04763+0.014262i,-0.040858+0.017041i,-0.025911+0.0029891i,-0.015331-0.0022341i,0.0022203+0.0026586i,0.029246-0.00039391i,0.035914-0.015961i,0.0098423-0.016703i,-0.0033468+0.0061715i,0.014398+0.013868i,0.024556-0.0027292i
0.17787+0.014017i,0.25539+0.070654i,0.33453+0.1248i,0.37909-0.026658i,0.28286-0.29634i,0.093968-0.34817i,-0.024471-0.17747i,-0.029096-0.044484i,-0.01627-0.016292i,-0.025847+0.0026111i,-0.017167+0.033558i,0.0111+0.041633i,0.023678+0.021191i,-0.0016762+0.0024495i,-0.043333+0.016703i,-0.056583+0.057596i,-0.039749+0.092225i,-0.017711+0.10334i,0.0047887+0.089261i,0.012299+0.051965i,-0.0082657+0.016075i,-0.025654+0.0037933i,-0.02312-0.0016751i
0.0044666+0.13274i,0.12607+0.029558i,0.15512-0.18337i,-0.041526-0.27739i,-0.28169-0.16495i,-0.32007-0.0092717i,-0.20884+0.065428i,-0.11384+0.083744i,-0.056312+0.080707i,-0.012472+0.060135i,0.013275+0.028596i,0.028927-0.0026305i,0.038695-0.024965i,0.040525-0.027978i,0.037821-0.025165i,0.031012-0.031101i,0.026531-0.033001i,0.027187-0.021697i,0.026243-0.0079825i,0.018306-0.0096748i,-0.00025996-0.01815i,-0.016987-0.0072481i,-0.010274+0.0095466i
-0.12854-0.24752i,-0.21813-0.32423i,-0.23911-0.25056i,-0.13605+0.0070486i,0.053531+0.30069i,0.19607+0.36415i,0.17853+0.21462i,0.098301+0.098007i,0.074081+0.050495i,0.061501+0.0088318i,0.028329+0.0045585i,0.00045254+0.03611i,-0.005514+0.061816i,0.0091141+0.043004i,0.0048795-0.010621i,-0.032508-0.037687i,-0.069611-0.024849i,-0.084856+0.0022279i,-0.063497+0.030225i,-0.0083811+0.036798i,0.033715+0.013208i,0.037768-0.0078778i,0.033529-0.0062159i
0.15886+0.11252i,0.075914+0.13492i,-0.059011+0.16118i,0.015297+0.099575i,0.22021-0.1245i,0.21836-0.31868i,0.052105-0.2816i,-0.019715-0.14927i,-0.026273-0.084008i,-0.059487-0.046896i,-0.076924-0.0068045i,-0.0605+0.010646i,-0.045303+0.011986i,-0.04436+0.020642i,-0.029579+0.033373i,0.00099147+0.027442i,0.012671+0.0086381i,0.0016579-0.0038089i,-0.012532-0.010112i,-0.013798-0.0076755i,0.0020427-0.0097176i,0.0040375-0.028118i,-0.017315-0.02693i
-0.22065+0.20178i,-0.18885+0.3192i,-0.11606+0.28952i,-0.20557+0.078543i,-0.42164-0.11314i,-0.47085-0.1348i,-0.31044-0.09316i,-0.16699-0.074396i,-0.09589-0.036528i,-0.04195+0.0037288i,-0.018554+0.0086416i,-0.022329-0.0047194i,-0.029987-0.019389i,-0.029927-0.012927i,-0.013361+0.0077222i,-0.0017026+0.0060034i,-0.01098-0.016276i,-0.023501-0.044945i,-0.037935-0.063171i,-0.049077-0.0438i,-0.028474-0.00088548i,0.01118+0.018116i,0.029103+0.0070064i
0.15497-0.26718i,0.27789-0.32035i,0.36672-0.22291i,0.29905-0.031031i,0.13259+0.19223i,0.06427+0.31333i,0.076483+0.24854i,0.050483+0.13293i,0.029694+0.058925i,0.035245-0.0065351i,0.021328-0.045789i,0.0069809-0.045359i,0.0087817-0.044143i,0.0050554-0.056836i,-0.012374-0.0623i,-0.018643-0.04278i,0.00032215-0.021414i,0.016358-0.0087376i,0.02265+0.0055376i,0.028937+0.0088949i,0.024141+0.0027942i,0.017342-0.00055912i,0.0074762-0.0054291i
