-0.00046552+0.001595i,-1.2599e-05+0.00017424i,-0.0012643-0.00039655i,-0.0013254-0.0012658i,-0.0014198-0.0005119i,-0.0019736+0.00012545i,-0.0014888+0.00012497i,-0.00025164+0.00090723i,0.00019493+0.0011949i,0.00054034+0.00014872i,0.00092001-0.00096685i,0.00043379-0.0010079i,-0.00056352-0.00076302i,-0.00083338-0.0005889i,-0.0002493-0.00065085i,-7.4359e-05-0.00058594i,0.00026203+0.00023188i,0.00085557+0.00015007i,0.00025558+4.327e-05i,-0.00011554+2.5756e-05i,-0.00013537+0.0001792i,-0.001192+0.00031358i,-0.00086667-0.00026917i
0.22746+0.90454i,0.23919+0.90953i,0.058353+0.61264i,-0.094626+0.38203i,-0.11659+0.32356i,-0.089387+0.31143i,-0.058084+0.28792i,-0.036634+0.18032i,-0.047744+0.02716i,-0.051199-0.068743i,-0.034276-0.14275i,-0.06827-0.18048i,-0.11261-0.11558i,-0.10008-0.010696i,-0.054953+0.06373i,-0.00056192+0.080663i,0.017591+0.046497i,-0.016891+0.031914i,-0.046354+0.063527i,-0.044968+0.079546i,-0.032515+0.053661i,-0.018284+0.022026i,0.0009189+0.0084708i
-0.52484+0.43661i,-0.31709+0.41087i,0.024742+0.13956i,0.14709-0.0061433i,0.19151+0.13221i,0.33311+0.25593i,0.37775+0.22368i,0.2639+0.1671i,0.12564+0.12877i,0.043422+0.083769i,0.0015606+0.048976i,-0.020817+0.042449i,-0.0076526+0.049646i,0.024959+0.037577i,0.023503+0.0024364i,-0.013995-0.024334i,-0.03987-0.020458i,-0.014508-0.0022719i,0.033438-0.0038857i,0.043059-0.0094642i,0.02245+0.007486i,0.0071416+0.02963i,0.0020295+0.040659i
-0.27697-0.72969i,-0.3792-0.69047i,-0.34526-0.40032i,-0.22188-0.24723i,-0.16449-0.36448i,-0.24256-0.456i,-0.30589-0.34796i,-0.20439-0.15406i,-0.017969-0.037355i,0.077611-0.00099895i,0.089958+0.033974i,0.08558+0.0475i,0.035881+0.016936i,-0.047493-0.0099697i,-0.080416-0.020052i,-0.051836-0.028627i,-0.01947-0.03907i,-0.025582-0.052975i,-0.054913-0.05358i,-0.061271-0.026899i,-0.03908+0.012932i,-0.011282+0.041071i,0.013335+0.045731i
0.79751-0.29602i,0.80544-0.29987i,0.53896-0.16757i,0.24847-0.043491i,0.011952+0.063512i,-0.16277+0.20127i,-0.1736+0.26813i,-0.085095+0.14831i,-0.070333-0.011048i,-0.093517-0.034135i,-0.051292-0.017448i,-0.0039422-0.056916i,0.0044438-0.075362i,0.018098-0.054277i,0.021798-0.041225i,0.0079096-0.025562i,0.0072129-0.0038548i,0.017039+0.0088568i,0.025408+0.01112i,0.023301-0.0016542i,0.007357-0.015546i,-0.0053891-0.0096645i,-0.0076806-0.00058974i
0.29283+0.77047i,0.30637+0.80301i,0.16782+0.5747i,0.036513+0.36929i,-0.020319+0.30929i,-0.048104+0.30004i,-0.028278+0.27527i,0.012367+0.2275i,0.024341+0.18259i,0.015446+0.11846i,-0.018085+0.048332i,-0.056624+0.03405i,-0.051053+0.038292i,-0.016912+0.0094492i,0.0053168-0.021769i,0.0032962-0.029469i,-0.0064221-0.022944i,-0.0076679-0.024432i,-0.012883-0.030729i,-0.022533-0.023004i,-0.0228-0.01254i,-0.019273-0.011355i,-0.020105-0.0023922i
-0.73353+0.1925i,-0.72523+0.12972i,-0.4367-0.038666i,-0.14611-0.11005i,0.067203-0.044816i,0.23564-0.02534i,0.23223-0.10615i,0.11831-0.15909i,0.062442-0.14444i,0.069196-0.10063i,0.091779-0.058317i,0.11581-0.051404i,0.11274-0.067578i,0.072752-0.061398i,0.029063-0.036513i,0.009393-0.01702i,0.0072736-0.0090416i,0.012437-0.0030332i,0.020019+0.0038686i,0.021768+0.0032604i,0.011773-0.0053698i,-0.0070497-0.012828i,-0.021579-0.010707i
-0.21338-0.67028i,-0.20742-0.63284i,-0.13077-0.34896i,-0.12461-0.17933i,-0.23314-0.22878i,-0.35784-0.253i,-0.3556-0.13699i,-0.23115-0.0097454i,-0.11999+0.023532i,-0.091543+0.019475i,-0.08335+0.039705i,-0.067833+0.060416i,-0.051583+0.079347i,-0.0084661+0.090155i,0.04552+0.067605i,0.064617+0.025645i,0.045513+0.0019325i,0.028441+0.0032966i,0.037959+0.0032308i,0.052374-0.007682i,0.049288-0.010568i,0.032593+0.0011549i,0.015261+0.0070521i
0.77899-0.14942i,0.82579-0.24216i,0.53248-0.23159i,0.22166-0.092252i,0.097539+0.094085i,0.10151+0.21072i,0.1399+0.1904i,0.1312+0.10252i,0.071046+0.05962i,0.036216+0.057345i,0.028663+0.032333i,0.014413+0.0027743i,0.0047434-0.0081005i,-0.0062534-0.013787i,-0.020132-0.0050125i,-0.019242+0.016693i,-0.0045506+0.02116i,0.0037018+0.0064902i,-0.0063391-0.0061547i,-0.023087-0.0035358i,-0.02393+0.0070584i,-0.0086146+0.0084201i,0.0039062+0.00061392i
0.12495+0.7898i,0.15725+0.88381i,0.13052+0.64603i,0.09399+0.34084i,0.09118+0.16649i,0.088903+0.075451i,0.068184+0.036463i,0.059571+0.031053i,0.071244+0.01869i,0.067816-0.022442i,0.031199-0.048763i,0.0011533-0.027741i,-0.0061703+0.0014785i,-0.013095+0.013966i,-0.024431+0.013729i,-0.035305+0.0049848i,-0.040465+0.0025646i,-0.040548+0.006112i,-0.039903+0.011637i,-0.0303+0.014314i,-0.019458+0.0024175i,-0.021479-0.0097537i,-0.022436-0.0051385i
-0.75658-0.029957i,-0.87801-0.032662i,-0.64676-0.036911i,-0.29319-0.054366i,-0.039025-0.10853i,0.085874-0.18762i,0.060046-0.21915i,-0.039006-0.16997i,-0.075226-0.099814i,-0.045724-0.059745i,-0.008229-0.047308i,0.010183-0.055612i,0.0070931-0.069205i,-0.0022134-0.063476i,-0.0046835-0.040819i,0.005841-0.021129i,0.014396-0.012951i,0.0095008-0.0045775i,0.0079777+0.0040032i,0.011196+0.0010496i,0.0085821-0.0066019i,0.0060265-0.010677i,0.0016285-0.01311i
0.052228-0.74559i,0.041173-0.79323i,0.04975-0.50484i,0.032613-0.21389i,-0.094371-0.076539i,-0.23853+0.044036i,-0.21429+0.14826i,-0.062968+0.15114i,0.031733+0.09086i,0.033408+0.062583i,0.024328+0.067169i,0.02575+0.057902i,0.019624+0.045512i,0.019235+0.036903i,0.02287+0.019976i,0.019633+0.0076851i,0.017843+0.0058537i,0.024725+0.003617i,0.027889-0.0019741i,0.021099-0.00017732i,0.017582+0.013057i,0.024913+0.024302i,0.031885+0.022288i
0.63733+0.13317i,0.68875+0.07662i,0.43205+0.0014728i,0.19149+0.0043928i,0.1477+0.037234i,0.14764+0.033648i,0.079405+0.0013687i,-0.013532-0.023622i,-0.062333-0.021003i,-0.060805-0.018822i,-0.04744-0.034719i,-0.043371-0.036236i,-0.029358-0.013959i,-0.0044399+0.0074771i,0.010153+0.016193i,0.0069908+0.010017i,-0.0081941-0.0038925i,-0.024712-0.012023i,-0.030409-0.0075146i,-0.023445+0.003893i,-0.012629+0.008625i,-0.0090493+0.0038376i,-0.0093273-0.00035424i
-0.17594+0.75107i,-0.039787+0.85711i,0.099838+0.56421i,0.033278+0.21413i,-0.10163+0.11028i,-0.097817+0.11968i,-0.007807+0.083061i,0.044397+0.024042i,0.043166-0.0093408i,0.031862-0.012365i,0.030061-0.00037534i,0.035346+0.01009i,0.032637+0.0030717i,0.015689-0.014868i,-0.0012721-0.021772i,-0.0056072-0.014047i,-0.0014354-0.00025823i,0.00031707+0.0068414i,-0.0060262+0.001648i,-0.019653-0.0051955i,-0.031927-0.0036209i,-0.03306+0.0048381i,-0.024468+0.0078496i
-0.63335-0.22462i,-0.7662-0.14992i,-0.58495-0.028224i,-0.28909-0.018995i,-0.10052-0.098755i,-0.034226-0.15624i,-0.035131-0.13548i,-0.041925-0.066249i,-0.024585-0.01609i,-0.011318+0.00051929i,-0.0097312+0.010763i,-0.013071+0.016487i,-0.022047+0.021702i,-0.022532+0.027106i,-0.013268+0.019171i,-0.0075571+0.0045497i,-0.0049725-0.0013477i,0.0017742-0.00080392i,0.012739+0.0017719i,0.023079+0.0045975i,0.025007+0.0010147i,0.017408-0.0071676i,0.0048819-0.011439i
0.47751-0.57557i,0.46992-0.75018i,0.28728-0.58648i,0.14136-0.24977i,0.076524-0.0071583i,0.02945+0.099761i,0.014245+0.11023i,0.036299+0.061303i,0.046117+0.015208i,0.030372+0.0013223i,0.016833-0.0019521i,0.023899-0.014257i,0.037746-0.029735i,0.037299-0.027926i,0.024991-0.0068183i,0.016933+0.0057221i,0.015844-0.0022798i,0.015975-0.0109i,0.017626-0.0086687i,0.020496-0.0038288i,0.020121-0.00036909i,0.018688+0.0053235i,0.020535+0.012717i
0.5348+0.45666i,0.62702+0.45507i,0.43096+0.31228i,0.21078+0.17763i,0.13896+0.058019i,0.095526-0.029301i,0.011373-0.015449i,-0.053918+0.041043i,-0.069043+0.059526i,-0.055412+0.046318i,-0.041767+0.029389i,-0.046076+0.030626i,-0.054292+0.04521i,-0.047799+0.041904i,-0.031619+0.019807i,-0.019903+0.0016107i,-0.015561-0.0012437i,-0.013181+0.0020151i,-0.011573-0.0023507i,-0.015043-0.0076663i,-0.019742-0.0047502i,-0.023221+0.0019453i,-0.02344+0.0081833i
-0.51561+0.28711i,-0.50849+0.3281i,-0.32362+0.18083i,-0.1929+0.062832i,-0.13029+0.10422i,-0.038113+0.16093i,0.06055+0.11454i,0.10129+0.017309i,0.084596-0.042273i,0.059789-0.051006i,0.045698-0.04817i,0.03608-0.050452i,0.030022-0.050454i,0.019458-0.039753i,0.0023127-0.019847i,-0.0054873-0.0015989i,-0.0019218+0.005688i,0.0026761+0.0031582i,0.0044485+0.0019567i,0.0064279+0.0025461i,0.0092389-0.0045717i,0.0094736-0.021009i,0.0048832-0.035371i
-0.30884-0.56933i,-0.37178-0.49925i,-0.20369-0.23952i,-0.022938-0.13633i,-0.027232-0.18074i,-0.10417-0.15809i,-0.096102-0.067441i,-0.03532-0.001097i,0.0034219+0.022736i,0.012755+0.026106i,0.016704+0.018478i,0.011963+0.0096486i,0.0093298+0.013177i,0.022005+0.0071642i,0.027916-0.013633i,0.018476-0.022647i,0.0027523-0.015613i,-0.013581-0.0075146i,-0.022071-0.0048213i,-0.017162-0.0052638i,-0.0061206-0.0050269i,0.0052209+0.0016818i,0.014129+0.010543i
0.49988-0.18694i,0.43598-0.28203i,0.17417-0.19981i,0.043119-0.012506i,0.082316+0.10079i,0.10412+0.083732i,0.050606-0.0028232i,-0.011957-0.064655i,-0.033723-0.061969i,-0.025217-0.032285i,-0.014549-0.0036275i,-0.0079638+0.0082179i,-0.016868+0.0086786i,-0.024441+0.024969i,-0.0053876+0.038328i,0.013099+0.029856i,0.016731+0.017162i,0.020304+0.01424i,0.023685+0.017813i,0.016949+0.020497i,0.0011832+0.024223i,-0.012554+0.028392i,-0.015317+0.027663i
0.082814+0.69193i,0.24216+0.7115i,0.24953+0.3839i,0.05485+0.083016i,-0.1216+0.0081058i,-0.13379+0.022023i,-0.080903+0.044208i,-0.044255+0.078867i,-0.021996+0.0874i,-0.013298+0.057106i,-0.018827+0.027309i,-0.0093629+0.017602i,0.015506-0.0052057i,0.0087353-0.031242i,-0.019105-0.020684i,-0.02352+0.00042305i,-0.01311+0.0019459i,-0.0073765-0.00353i,-0.0064638-0.0082786i,-0.006124-0.012678i,-0.0025567-0.019054i,-0.0012985-0.024286i,-0.0021363-0.022151i
-0.65507+0.034134i,-0.75183+0.16359i,-0.50706+0.19421i,-0.19172+0.084858i,-0.024672-0.018534i,0.026397-0.029942i,0.021434-0.018062i,-0.0025492-0.030866i,-0.0088727-0.057193i,-0.0040065-0.070674i,0.00070621-0.062023i,-0.00022136-0.039464i,0.0019991-0.0060598i,0.019732+0.0067543i,0.024461-0.015171i,0.007584-0.033161i,-0.0050281-0.032337i,-0.0057538-0.032533i,-0.0030186-0.036563i,-0.0013295-0.032556i,0.00091258-0.019671i,0.0070514-0.010025i,0.010987-0.0095415i
0.28087-0.65462i,0.24488-0.84176i,0.12096-0.65233i,0.055208-0.30877i,0.049604-0.12244i,0.02467-0.072033i,0.029731-0.026735i,0.080057+0.014115i,0.10978+0.030894i,0.10053+0.035165i,0.080491+0.025839i,0.056222+0.0032196i,0.024626-0.0074177i,0.0077071+0.010277i,0.016497+0.028492i,0.023097+0.025443i,0.014162+0.022502i,0.0034726+0.029448i,-0.00092136+0.038093i,0.00106+0.041068i,0.0029068+0.036448i,0.0047395+0.03253i,0.010629+0.028127i
0.65669+0.35186i,0.84205+0.36679i,0.65733+0.273i,0.35116+0.18816i,0.19555+0.14494i,0.13033+0.093384i,0.046084+0.045894i,-0.035599+0.020467i,-0.089564+0.016332i,-0.10726+0.035038i,-0.084265+0.052069i,-0.050606+0.050757i,-0.029795+0.038035i,-0.025591+0.019023i,-0.026801+0.0094007i,-0.016904+0.013676i,-0.0057964+0.013802i,-0.0066164+0.0083302i,-0.010127+0.007793i,-0.0090172+0.0081658i,-0.0098536+2.4273e-05i,-0.021199-0.01059i,-0.034236-0.0097073i
-0.46188+0.40803i,-0.53225+0.54385i,-0.4086+0.41496i,-0.26746+0.19194i,-0.23085+0.085863i,-0.20261+0.069726i,-0.11961+0.050413i,-0.034902+0.0047852i,-0.0016537-0.037681i,-0.0066206-0.054983i,-0.027196-0.054719i,-0.045008-0.037894i,-0.036837-0.017179i,-0.012255-0.013082i,-0.0018746-0.019999i,-0.007131-0.022196i,-0.0067122-0.016885i,0.0048277-0.0099472i,0.014569-0.01089i,0.012694-0.017844i,0.008071-0.018313i,0.010752-0.015989i,0.012022-0.018461i
-0.365-0.53505i,-0.48952-0.57027i,-0.33185-0.37752i,-0.073424-0.20897i,0.057852-0.15663i,0.067975-0.094724i,0.034093-0.011412i,-0.0043451+0.037832i,-0.015501+0.047385i,0.011331+0.037156i,0.051371+0.0093839i,0.059466-0.025133i,0.036035-0.032106i,0.017761-0.016949i,0.015229-0.0047764i,0.020825-0.003705i,0.021227-0.010347i,0.013684-0.015722i,0.0080821-0.013483i,0.0078957-0.0035385i,0.010334+0.0092342i,0.015727+0.023125i,0.023902+0.031753i
0.45169-0.23865i,0.45327-0.37934i,0.2249-0.28595i,0.035687-0.044753i,-0.0042057+0.11517i,-0.010514+0.13508i,-0.0066304+0.081063i,0.01983+0.031134i,0.051056+0.0089173i,0.048721+0.0025529i,0.025236+0.033388i,0.034596+0.06721i,0.04744+0.052831i,0.03007+0.028197i,0.0080395+0.019319i,-0.003185+0.01574i,-0.0015885+0.01275i,0.0055641+0.0029823i,0.0041012-0.0093363i,-0.0055575-0.012543i,-0.015181-0.008136i,-0.02136-0.004614i,-0.024744-0.0016231i
0.15567+0.56158i,0.36005+0.57646i,0.34512+0.2684i,0.1108-0.0072632i,-0.034295-0.07126i,-0.0052603-0.077988i,0.024298-0.076497i,-0.0038235-0.033982i,-0.028442+0.02108i,-0.022093+0.028589i,-0.038593-0.013707i,-0.075691-0.031527i,-0.071296-0.019445i,-0.043784-0.016452i,-0.026609-0.014103i,-0.022436-0.0081626i,-0.030026+0.0011602i,-0.038639+0.014289i,-0.036593+0.020079i,-0.02186+0.013694i,-0.0058341-0.0012192i,0.0016266-0.015985i,0.0024018-0.023805i
-0.53922+0.13849i,-0.61612+0.38519i,-0.34776+0.42895i,-0.070005+0.2062i,-0.027592+0.030688i,-0.054064+0.019967i,-0.030854+0.010811i,0.0013386-0.055442i,-0.00094732-0.11198i,-0.014707-0.10183i,0.017744-0.068952i,0.051816-0.064702i,0.03864-0.047044i,0.022591-0.013567i,0.02056-0.0012569i,0.022568-0.0033907i,0.024052-0.011283i,0.022253-0.018364i,0.022241-0.014466i,0.022763-0.0029121i,0.021955+0.0041172i,0.020519+0.0032539i,0.020977+0.00081536i
0.09596-0.55427i,-0.11513-0.74955i,-0.26838-0.54365i,-0.14922-0.21762i,0.021711-0.14564i,0.030998-0.18865i,-0.01163-0.12175i,0.0039121+6.7116e-05i,0.056302+0.059921i,0.071507+0.049077i,0.038881+0.052119i,0.016297+0.075543i,0.0085079+0.060733i,-0.0030009+0.02973i,-0.0092613+0.014167i,-0.00998+0.0092097i,-0.0065904+0.011978i,0.0021815+0.017891i,0.0086567+0.017044i,0.0061426+0.0063765i,-0.0043938+0.00043008i,-0.01358+0.006129i,-0.01766+0.014175i
0.58496+0.2231i,0.86904+0.087217i,0.71486-0.090543i,0.32564-0.041176i,0.14332+0.14957i,0.13146+0.22204i,0.085423+0.15472i,-0.00015876+0.060947i,-0.072515+0.022311i,-0.085356+0.034999i,-0.065088+0.023445i,-0.059992-0.0080855i,-0.046448-0.016022i,-0.020723-0.012059i,-0.0044915-0.0073288i,0.0022451-0.0041458i,0.00012427-0.0070843i,-0.0081568-0.010362i,-0.014388-0.0075054i,-0.014015-0.0013927i,-0.0091866+0.00062299i,-0.0065858-0.0045362i,-0.0075955-0.011173i
-0.37827+0.37752i,-0.38106+0.66814i,-0.18266+0.62024i,-0.069906+0.26545i,-0.16881+0.0028774i,-0.25172-0.037446i,-0.17967+0.0036312i,-0.044823+0.017826i,0.025293-0.019452i,0.011274-0.047989i,0.0046355-0.039369i,0.028527-0.025527i,0.036938-0.0094842i,0.02755+0.0079726i,0.01407+0.011311i,0.0057539+0.0051153i,0.0065494-0.0011159i,0.0078495-0.0085256i,0.0040214-0.01402i,-0.0035046-0.010574i,-0.0053871+0.00088937i,0.001739+0.0081197i,0.008788+0.0076474i
-0.21972-0.50138i,-0.46648-0.62271i,-0.4722-0.41939i,-0.17436-0.13187i,0.1325-0.037187i,0.2348-0.054591i,0.16596-0.055333i,0.052206-0.023178i,0.0052995+0.0221i,0.027181+0.030611i,0.036278+0.013353i,0.011511+0.0068443i,-0.012871+0.0032045i,-0.019538-0.0062834i,-0.015377-0.011472i,-0.0099395-0.0051801i,-0.0057262+0.0064826i,-0.0038357+0.012537i,-0.0026215+0.012377i,-0.00041247+0.0099423i,-0.00056321+0.0056819i,-0.0042948+0.0048891i,-0.0079802+0.010405i
0.4112+0.010568i,0.59426-0.12548i,0.44916-0.19929i,0.096121-0.080424i,-0.1241+0.13023i,-0.14002+0.23538i,-0.065533+0.19222i,-0.0040331+0.093107i,0.0054165+0.034136i,-0.0032497+0.031794i,-0.0016153+0.03541i,0.0071798+0.020597i,0.015751+0.0016131i,0.020835-0.0055702i,0.021359-0.0049999i,0.015463-0.0040416i,0.0074493+0.00059031i,0.0063876+0.0072246i,0.010479+0.01149i,0.013511+0.01171i,0.014736+0.0062665i,0.013702-0.0030895i,0.012055-0.011085i
-0.16679+0.33198i,-0.12249+0.51532i,-0.019573+0.41834i,0.025051+0.097009i,-0.0075517-0.16089i,-0.044322-0.23246i,-0.067354-0.17312i,-0.072123-0.075854i,-0.051492-0.021511i,-0.036073-0.02225i,-0.039006-0.02822i,-0.036269-0.012316i,-0.020158+0.004048i,-0.01101+0.0079606i,-0.012455+0.0086067i,-0.011682+0.0041471i,-0.010044-0.0061465i,-0.011682-0.012325i,-0.010978-0.012137i,-0.0071031-0.011218i,-0.0033406-0.0078276i,-0.00095308-0.00039177i,0.00086277+0.0068666i
-0.14083-0.13992i,-0.28009-0.16194i,-0.27203-0.091645i,-0.1055+0.011846i,0.052963+0.06682i,0.12332+0.065012i,0.13568+0.019699i,0.12083-0.035566i,0.093108-0.061795i,0.066445-0.057475i,0.048366-0.047253i,0.030502-0.041446i,0.0092117-0.028524i,-0.0021519-0.015889i,-0.0036766-0.012801i,0.00069434-0.0096201i,0.011093-0.0081335i,0.020082-0.013935i,0.018836-0.019084i,0.0093423-0.0176i,0.002322-0.013785i,0.00065691-0.014761i,-0.0014422-0.017689i
0.10544-0.011268i,0.13189-0.1024i,0.098554-0.14421i,0.025139-0.11282i,-0.048983-0.077147i,-0.095245-0.040192i,-0.09973+0.029064i,-0.066933+0.090299i,-0.024391+0.099042i,-0.0013872+0.073933i,0.0086367+0.055733i,0.016596+0.043166i,0.016752+0.026629i,0.012127+0.016322i,0.010237+0.010835i,0.0051766+0.0070495i,-0.0055042+0.011863i,-0.014831+0.020243i,-0.016261+0.021021i,-0.0099015+0.014629i,-0.0038742+0.0092898i,0.00066998+0.009865i,0.0052122+0.009379i
0.042031-0.047432i,0.12348-0.054271i,0.14845-0.030102i,0.11894+0.011033i,0.098979+0.035918i,0.06743+0.010977i,0.0068292-0.052744i,-0.04843-0.10362i,-0.075747-0.10231i,-0.070039-0.057183i,-0.050676-0.016676i,-0.036205-0.0042657i,-0.025274-0.003201i,-0.016657-0.00050348i,-0.010622+0.0045268i,-0.0073779+0.0056305i,-0.0085839-0.0024637i,-0.015566-0.013168i,-0.022928-0.012773i,-0.022279-0.0019215i,-0.017119+0.0040619i,-0.019094+0.0040663i,-0.023852+0.005276i
0.1596+0.10421i,0.21555+0.20013i,0.16685+0.18994i,0.050046+0.098133i,-0.035687+0.046855i,-0.043242+0.043313i,0.014844+0.055522i,0.084245+0.063404i,0.10327+0.045277i,0.067471+0.015908i,0.027943-0.0054483i,0.012761-0.0095829i,0.011631-0.0019977i,0.010302+0.00098996i,0.0078205-0.0022034i,0.0076752-0.002601i,0.014569+0.0037371i,0.026156+0.012211i,0.031308+0.012747i,0.023299+0.0043055i,0.012292-0.0027301i,0.009216-0.0083851i,0.010149-0.014569i
-0.26813+0.14609i,-0.41927+0.19681i,-0.35906+0.18129i,-0.14375+0.11464i,0.0024974+0.053547i,0.026571+0.041781i,-0.019545+0.04822i,-0.083531+0.050138i,-0.10286+0.055954i,-0.059181+0.044082i,-0.0089988+0.012051i,0.0013572-0.011834i,-0.0070803-0.015411i,-0.0031712-0.012228i,0.0026103-0.0098236i,-0.00095316-0.005512i,-0.0087355+0.00055534i,-0.014936+0.007779i,-0.012298+0.013556i,-0.0025981+0.012856i,0.002423+0.011309i,0.0043604+0.018362i,0.0090565+0.026734i
-0.065641-0.40205i,-0.080588-0.60966i,-0.10022-0.52667i,-0.12087-0.248i,-0.11844-0.062505i,-0.088665-0.017564i,-0.024474-0.028079i,0.038619-0.060827i,0.056006-0.076759i,0.040178-0.049074i,0.025652-0.0060344i,0.02908+0.010688i,0.03263+0.0030388i,0.023206+0.00042099i,0.013012+0.00071823i,0.0060995-0.0046795i,0.004308-0.011983i,0.0090532-0.020452i,0.0087051-0.025121i,0.0013928-0.017237i,-0.00305-0.0061092i,-0.0060215-0.0035521i,-0.0084687-0.0051861i
0.44715+0.14508i,0.67235+0.22232i,0.60872+0.1535i,0.34722+0.00045346i,0.17532-0.072225i,0.12748-0.070397i,0.078493-0.028458i,0.029056+0.040777i,0.016819+0.075136i,0.010041+0.052565i,-0.017516+0.021231i,-0.039935+0.022623i,-0.033245+0.034901i,-0.024006+0.026653i,-0.019753+0.013829i,-0.0077076+0.0078268i,0.00016258+0.003664i,-0.0013302+0.0045352i,-0.0009134+0.0050785i,0.0029078+0.00014511i,0.0057728-0.0050314i,0.0096083-0.0085447i,0.011197-0.010548i
-0.3372+0.41102i,-0.5088+0.60677i,-0.42817+0.55752i,-0.20312+0.3495i,-0.086217+0.20903i,-0.054081+0.15379i,-0.020499+0.074795i,-0.010684-0.015255i,-0.025001-0.059868i,-0.027668-0.056438i,-0.0086302-0.047039i,-0.0015793-0.056141i,-0.016429-0.053686i,-0.017019-0.035278i,-0.0068552-0.020791i,-0.0014722-0.008291i,0.0033626-0.0017811i,-0.0011322-0.0055513i,-0.012625-0.0052793i,-0.013936+0.0022808i,-0.0068112+0.0049091i,-0.0032421+0.0034624i,-0.0037952+0.0016388i
-0.22849-0.47421i,-0.33357-0.72914i,-0.32388-0.65168i,-0.21455-0.37246i,-0.10975-0.22598i,-0.080253-0.16832i,-0.062792-0.065018i,-0.0084642+0.019351i,0.041025+0.033568i,0.049028+0.017471i,0.039579+0.020284i,0.048855+0.029977i,0.053937+0.017633i,0.036457+0.008343i,0.020422+0.009791i,0.01016+0.0081722i,0.0024912+0.011062i,0.0049542+0.01589i,0.0095169+0.011263i,0.0059187+0.00032679i,-0.00065867-0.005388i,-0.0033503-0.0047149i,-0.0012067-0.0031394i
0.56458-0.017498i,0.84479-0.019988i,0.75435-0.03791i,0.43135-0.019733i,0.22766+0.052999i,0.14687+0.065748i,0.05648+0.0067365i,-0.026591-0.032363i,-0.060056-0.019i,-0.049622+0.010828i,-0.038904+0.018924i,-0.045512+0.023799i,-0.036844+0.032618i,-0.018116+0.02349i,-0.010925+0.0090609i,-0.0094617-0.00094815i,-0.012854-0.010733i,-0.017904-0.010482i,-0.012633-0.0016119i,-0.0010361+0.00328i,0.0039233+0.0035892i,-0.00016152+0.0066928i,-0.0059105+0.011445i
-0.19018+0.50254i,-0.29542+0.75689i,-0.24153+0.67305i,-0.14007+0.34761i,-0.14943+0.12007i,-0.14171+0.062093i,-0.046815+0.053956i,0.035461+0.034985i,0.050331+0.0051702i,0.021132-0.017481i,0.0029601-0.029574i,0.00012762-0.043411i,-0.0050639-0.041564i,-0.00095406-0.023498i,0.0065107-0.012155i,0.010919-0.0065439i,0.019365-0.0042802i,0.024892-0.0091476i,0.017155-0.012025i,0.0022745-0.0063439i,-0.0043586+0.00044923i,-0.0022429-0.00013225i,-0.00023652-0.0063582i
-0.37146-0.36761i,-0.55848-0.54939i,-0.49245-0.45546i,-0.21855-0.22168i,0.0070091-0.11465i,0.048764-0.083587i,-0.017951-0.031388i,-0.07502+0.017296i,-0.069293+0.039657i,-0.017002+0.028659i,0.02474+0.010176i,0.039626+0.0094038i,0.035938+0.0098598i,0.018172+0.0064261i,0.0020148+0.0079195i,-0.0085347+0.013403i,-0.01848+0.022916i,-0.020752+0.028925i,-0.012358+0.019886i,-0.0038443+0.0026657i,-0.00067454-0.0061867i,0.0035689-0.0036086i,0.011405+0.0025017i
0.45491-0.19896i,0.68252-0.30847i,0.56131-0.28915i,0.22514-0.12296i,0.031498+0.043836i,0.0073067+0.073013i,0.034243+0.0065687i,0.06103-0.059759i,0.048868-0.07399i,0.014202-0.026478i,-0.004602+0.021166i,-0.014258+0.032793i,-0.016816+0.024907i,-0.0083692+0.010331i,-0.0021947-0.0034612i,-0.0015373-0.016042i,-0.0022764-0.029221i,-0.0080982-0.032636i,-0.012057-0.019336i,-0.0058843-0.0015762i,0.0011168+0.0051608i,-0.0028624+0.0039951i,-0.012287+0.0031929i
0.014097+0.46988i,0.041139+0.70451i,0.078803+0.59649i,0.071963+0.24432i,0.020203+0.0019271i,0.0016401-0.028293i,0.010357+0.033528i,0.016751+0.096206i,0.024157+0.097498i,0.0043607+0.036245i,-0.031775-0.012604i,-0.040752-0.024968i,-0.027952-0.019814i,-0.014436-0.0064841i,-0.0007381+0.0050287i,0.016496+0.012908i,0.035248+0.01887i,0.044038+0.018646i,0.032711+0.012002i,0.012095+0.0071365i,0.00060505+0.0053209i,0.00018175-0.0022542i,0.0030741-0.013363i
-0.41431-0.13304i,-0.64416-0.18062i,-0.58465-0.097831i,-0.28969+0.031669i,-0.071196+0.077654i,-0.025666+0.058427i,-0.041393+0.002948i,-0.06976-0.060418i,-0.074318-0.07197i,-0.025698-0.050369i,0.025346-0.043043i,0.037244-0.038802i,0.024708-0.025268i,0.0093952-0.014798i,-0.004853-0.008628i,-0.020263-0.00031614i,-0.033798+0.009782i,-0.032845+0.016832i,-0.015774+0.015797i,0.00024583+0.0063776i,0.0049802+6.7537e-05i,0.005708+0.0050471i,0.0084676+0.012605i
