-0.0037129+0.00049996i,-0.0022605-0.00041054i,-0.0009799+0.001019i,-0.00074342+0.0027654i,-0.00047813+0.0028955i,-0.00043032+0.0012872i,-0.00030411+0.0011253i,0.00028072+0.0012452i,0.0003193+0.00081706i,0.00038598+0.0005i,0.00089199-0.00016877i,0.0007683-0.0015914i,0.00029839-0.0017352i,0.00039547-0.00091944i,-8.9956e-05-0.00054808i,-0.00016462-0.00011063i,5.67e-05+7.5782e-05i,5.6886e-05-0.00037649i,0.00032302-0.00088449i,0.00075993-0.00032549i,0.00091192+3.5424e-05i,1.4428e-05-0.0004204i,-0.00015638-0.00065135i
0.0007064+0.0072047i,0.008459+0.020524i,0.021871+0.038781i,0.029008+0.042031i,0.016247+0.027784i,-0.0010895+0.01781i,-0.0018356+0.020826i,0.011389+0.028242i,0.019903+0.026379i,0.016123+0.017791i,0.010915+0.010852i,0.0089792+0.0024686i,0.0064312-0.0067061i,0.0029562-0.011669i,0.00025888-0.011281i,-0.0022376-0.0072354i,-0.0028385-0.0015841i,-0.0021196+0.0035062i,-0.0018324+0.0048154i,-0.0014765+0.0032891i,0.00021236+0.0013526i,0.0019235+0.00082662i,0.0019851+0.0019278i
-0.0074684+0.0027347i,-0.023524+0.0038999i,-0.046104+0.0074681i,-0.053871+0.013716i,-0.035417+0.013338i,-0.01659+0.00077257i,-0.010134-0.0062459i,-0.0037287-0.002369i,0.0059172+0.0041704i,0.0081539+0.0064304i,0.0024558+0.0071222i,-0.00093268+0.0093711i,-0.0012356+0.0084939i,-0.0021926+0.004276i,-0.0037371+0.00049611i,-0.0044872-0.0016133i,-0.0031033-0.002775i,-0.0016866-0.0036738i,-0.00074236-0.0027034i,0.00021674-0.00063324i,-0.00013053+0.0016668i,-0.00076549+0.0026996i,-0.00036097+0.0024043i
0.00097758-0.0085389i,0.0058403-0.023323i,0.012774-0.041571i,0.0088443-0.045867i,-0.0040108-0.027217i,-0.0025818-0.0079289i,0.005464-0.011522i,0.0050406-0.025093i,0.0014607-0.028092i,0.0004481-0.020401i,-0.0007493-0.013684i,-0.0050274-0.0097669i,-0.0086057-0.0032996i,-0.0081539+0.0044869i,-0.005753+0.0078206i,-0.0023895+0.0060965i,0.0015328+0.0032468i,0.004516+0.0011565i,0.0062516-0.00045565i,0.0049175-6.0988e-05i,0.0016805+0.00013559i,0.0011348-0.001316i,0.0016475-0.0023357i
0.0075007-0.00037154i,0.018493+0.012731i,0.028152+0.027734i,0.031933+0.026249i,0.025524+0.01068i,0.0061261+0.0053445i,-0.0067265+0.0077306i,-0.0089751-0.00036084i,-0.0085414-0.010885i,-0.0053392-0.011134i,0.0010996-0.0060798i,0.00735-0.0031547i,0.0078471-0.0014312i,0.0046918+0.0012639i,0.0025954+0.0045578i,0.0018367+0.0060891i,0.00053497+0.0049056i,-0.0030053+0.0032599i,-0.0045129+0.0015898i,-0.0032642-0.00074882i,-0.0011624-0.0025922i,0.0010012-0.0025929i,0.0019462-0.00065322i
-0.0093989+0.002761i,-0.026654+0.0066689i,-0.042492+0.011333i,-0.038924+0.016747i,-0.021802+0.019025i,-0.0089075+0.010727i,-0.011548+0.0083026i,-0.019877+0.017938i,-0.019095+0.020427i,-0.013357+0.013178i,-0.0090077+0.0080979i,-0.0051616+0.0085417i,0.00051335+0.0074548i,0.0058542+0.0023392i,0.0069948-0.0020023i,0.0042875-0.0036514i,0.00096271-0.0037104i,-0.0017229-0.0043687i,-0.00323-0.0056201i,-0.0023741-0.0053524i,-0.0005217-0.0038417i,-0.00085054-0.0019955i,-0.0024791-0.00055433i
-0.002393-0.011748i,0.0023492-0.028209i,0.002351-0.040933i,-0.0084917-0.032771i,-0.0164-0.012405i,-0.0074429+0.0055936i,0.0039938+0.015545i,0.003626+0.020592i,-0.00023264+0.024447i,-0.00041455+0.018892i,-0.0021253+0.0064991i,-0.0035873-0.0016406i,-0.003038-0.003948i,-0.0012657-0.0037474i,0.002229-0.0038839i,0.0043593-0.0040805i,0.0042989-0.0017565i,0.0048746+0.002062i,0.006285+0.0043837i,0.0054953+0.0039155i,0.0026585+0.002222i,0.001111+0.0012785i,0.00052614+0.00060874i
0.0091682+0.005085i,0.019308+0.019101i,0.029638+0.02763i,0.026744+0.013699i,0.01068-0.0059677i,-0.00032495-0.010048i,0.0071584-0.0045515i,0.025681-0.0013354i,0.030131-0.002307i,0.018863-0.0011452i,0.011433+0.0003305i,0.0096063-0.0013267i,0.0054255-0.0039603i,-0.00026604-0.0033939i,-0.0039531-2.3856e-05i,-0.004826+0.002262i,-0.0047513+0.0031362i,-0.0046413+0.0040442i,-0.0030266+0.0063478i,-0.0013009+0.0075042i,-0.0017466+0.0067154i,-0.0020705+0.0056587i,-0.00052113+0.0048029i
-0.009134+0.0046307i,-0.026235+0.0073662i,-0.041066+0.010667i,-0.028358+0.01601i,0.002103+0.012392i,0.017939-0.0023748i,0.021191-0.016763i,0.024659-0.024444i,0.025668-0.02538i,0.017613-0.018814i,0.0058598-0.0068649i,0.00015865+0.00060928i,-0.0012651+0.0026722i,-0.0022299+0.0038988i,-0.0034528+0.0030525i,-0.0047014+0.00075807i,-0.0039115-0.0011416i,-0.0015809-0.0054108i,-0.0010929-0.0097817i,-0.0012016-0.0088526i,-0.00013119-0.0052004i,0.00096252-0.0032623i,0.001221-0.0024946i
0.0051458-0.010733i,0.011674-0.029537i,0.018411-0.045505i,0.005758-0.032811i,-0.015119-0.00090371i,-0.019449+0.012544i,-0.019306-0.00041183i,-0.023632-0.018611i,-0.022712-0.023309i,-0.013246-0.016647i,-0.0060246-0.010536i,-0.0064348-0.0061124i,-0.0071018-0.0018592i,-0.0040728+0.000724i,0.001077+0.0018436i,0.0047552+0.0024664i,0.0057995+0.0031419i,0.0063326+0.0025185i,0.0068398-0.0011579i,0.0066781-0.0037509i,0.0069567-0.0033706i,0.006659-0.0024369i,0.0061465-0.002788i
0.014771+0.0067654i,0.025526+0.022919i,0.02613+0.038115i,0.0093251+0.026379i,-0.013701-0.0059905i,-0.031574-0.01922i,-0.042108-0.014608i,-0.049388-0.0088558i,-0.046225-0.0028165i,-0.028733+0.0024243i,-0.010954+0.0045006i,-0.0020175+0.0043356i,0.0019025+0.0031485i,0.0042189+0.00043426i,0.005797-0.00025406i,0.0056498+0.00096547i,0.0022166+0.0014805i,-0.0036211+0.002739i,-0.0059277+0.005506i,-0.0038787+0.006501i,-0.0026167+0.0046163i,-0.0027206+0.0024653i,-0.0027768+0.0017887i
-0.016497+0.0047912i,-0.040571+0.0066181i,-0.057564-0.0021907i,-0.038833-0.012496i,-0.0017937-0.010161i,0.015186-0.0025733i,0.0091339+0.013436i,0.0010625+0.032987i,-0.0021116+0.036281i,-0.0032054+0.02333i,-0.0035277+0.011533i,-0.00097116+0.0088239i,0.0031222+0.0087786i,0.0042208+0.0055988i,0.0011284+0.00081397i,-0.0012974-0.0023318i,0.00022437-0.0050874i,0.0011357-0.0063859i,-0.0016065-0.0044606i,-0.0051786-0.0025982i,-0.0064133-0.0030529i,-0.0064496-0.0039244i,-0.0064809-0.0033799i
-0.00046305-0.02446i,0.011827-0.047638i,0.029282-0.054497i,0.031608-0.024255i,0.01474+0.016235i,0.0045713+0.041082i,0.010298+0.053109i,0.022472+0.058259i,0.029392+0.046964i,0.023243+0.02211i,0.012779+0.0052059i,0.0088981-0.00069672i,0.0067525-0.0030528i,0.00026097-0.0027123i,-0.0050742-0.0016329i,-0.0051158-0.00054589i,-0.0019316+0.0018904i,0.0031839+0.0030777i,0.0069398+0.0010887i,0.007484-0.00062488i,0.0062881-0.00044998i,0.0056265+0.00057351i,0.0055503+0.0016094i
0.014817+0.015926i,0.030628+0.043824i,0.028727+0.068765i,0.00057002+0.059495i,-0.025684+0.026069i,-0.026006-0.00090638i,-0.0020313-0.014196i,0.024597-0.02249i,0.032955-0.023414i,0.023521-0.015099i,0.011677-0.0064208i,0.0064916-0.0040819i,0.0040314-0.0075167i,0.0014328-0.0083148i,-0.0007113-0.0024666i,-0.002384+0.0020259i,-0.0050698+0.0016037i,-0.0062634+0.00041311i,-0.0035702+0.0007429i,-0.0001392+0.0024419i,0.0013043+0.0046967i,0.0018934+0.0066219i,0.0020551+0.0072488i
-0.02545+0.0086587i,-0.062664+0.0055401i,-0.090007-0.012186i,-0.069614-0.032216i,-0.018867-0.038184i,0.021123-0.036519i,0.03831-0.044486i,0.035474-0.058549i,0.017953-0.055745i,0.0016651-0.033489i,-0.0049127-0.013868i,-0.0090639-0.0080253i,-0.011046-0.0037213i,-0.0050435+0.003828i,0.0033965+0.0070105i,0.006095+0.0049537i,0.0040724+0.00032179i,0.00091658-0.0038086i,-0.0035655-0.0051238i,-0.0056291-0.0043242i,-0.0042807-0.004197i,-0.0031021-0.0055734i,-0.0028308-0.0064289i
0.0090689-0.025904i,0.031709-0.059644i,0.0625-0.079441i,0.070144-0.055792i,0.046661-0.011562i,0.015673+0.011829i,-0.012181+0.0070108i,-0.035756-0.0077852i,-0.044095-0.014827i,-0.03251-0.011191i,-0.015886-0.00553i,-0.0083101+0.0002367i,-0.0089755+0.007065i,-0.0098507+0.0094082i,-0.0052202+0.0069364i,0.0010577+0.004456i,0.0035405+0.0058345i,0.0030602+0.0072628i,0.0013655+0.0048749i,0.0006306+0.00060935i,0.0023087-0.0026672i,0.0049252-0.0036835i,0.0053458-0.0040771i
0.022178+0.022026i,0.040811+0.06427i,0.041217+0.10886i,0.015454+0.10682i,-0.015636+0.057281i,-0.040568+0.0081802i,-0.063841-0.0092131i,-0.075307+0.0051795i,-0.058171+0.023035i,-0.026867+0.021534i,-0.0079293+0.013483i,-0.0017451+0.012674i,0.003974+0.010737i,0.0072118+0.0021347i,0.0032368-0.0063264i,-0.0013757-0.0087387i,-0.0038053-0.0054994i,-0.0044367-0.00049103i,-0.0026829+0.0030151i,-0.0012075+0.0049558i,-0.0018419+0.0059822i,-0.0032249+0.0061922i,-0.0040133+0.0068371i
-0.040149+0.0033186i,-0.091262-0.00031934i,-0.13661-0.018202i,-0.12638-0.035788i,-0.072753-0.032655i,-0.0209-0.014367i,0.0061602+0.010313i,0.013255+0.03507i,0.016623+0.046211i,0.016346+0.034424i,0.009992+0.015828i,0.0073101+0.0062908i,0.012108+0.001489i,0.01382-0.0011505i,0.0088058-0.0021165i,0.0044809-0.0035289i,0.0042147-0.0047783i,0.0059035-0.004964i,0.0059715-0.0038424i,0.002603-0.0015801i,-0.0015746-0.0003869i,-0.0045306-0.00036637i,-0.0051416-0.00080456i
0.016524-0.032555i,0.047458-0.081046i,0.086458-0.11764i,0.08919-0.10161i,0.051332-0.048404i,0.013934+0.0081377i,0.012788+0.048558i,0.042064+0.056601i,0.05485+0.032067i,0.035056+0.0062282i,0.015296-0.0013396i,0.010562-0.0056226i,0.0049175-0.011375i,-0.0042994-0.0074424i,-0.0073554+0.0026538i,-0.0041567+0.0068239i,-0.00044302+0.0053598i,0.00073434+0.0041941i,0.0023218+0.0024285i,0.0057659-0.0010294i,0.0072398-0.0022533i,0.0072505-0.00027979i,0.0075383+0.00075244i
0.025731+0.035269i,0.052897+0.090987i,0.066598+0.14666i,0.054559+0.14318i,0.028728+0.088173i,0.012749+0.030519i,0.015902-0.0092541i,0.026142-0.032643i,0.02848-0.044358i,0.015966-0.039319i,0.003207-0.022249i,-0.0021595-0.010996i,-0.0087587-0.0099634i,-0.011403-0.0082538i,-0.0071928-0.0027703i,-0.0048144+0.0015089i,-0.0062042+0.00060799i,-0.0087279-0.003406i,-0.0088149-0.0048717i,-0.0061663-0.0023851i,-0.0015357+0.00025904i,0.0016795+0.0029788i,0.00095261+0.0042123i
-0.048204+0.0022467i,-0.11608-0.003528i,-0.17605-0.015138i,-0.16765-0.012802i,-0.095548+8.2023e-05i,-0.019992-0.00065353i,0.017028-0.025216i,0.010365-0.057686i,-0.013598-0.058496i,-0.018088-0.03199i,-0.0093678-0.014093i,-0.0091751-0.0063693i,-0.0099392+0.0046924i,-0.0018729+0.01101i,0.005808+0.0061004i,0.0059141-0.00013043i,0.004223-0.0012552i,0.0052438+0.00018975i,0.0034226+0.00011318i,-0.0022701-0.00072539i,-0.0052282-0.0013023i,-0.0041925-0.0038656i,-0.0031445-0.0066933i
0.024023-0.043631i,0.064664-0.10148i,0.10428-0.14795i,0.092522-0.14297i,0.040049-0.093216i,-2.3935e-05-0.041276i,-0.023643-0.015909i,-0.044167-0.0068447i,-0.053159+0.0028532i,-0.040317+0.013798i,-0.01846+0.014715i,-0.0060839+0.011593i,-0.0019962+0.013763i,0.00066683+0.011567i,0.0025262+0.0035732i,0.0034712-0.00022357i,0.0023534+0.001934i,-2.2687e-05+0.0069295i,-0.00072424+0.0090823i,-0.00028436+0.0055063i,0.00071498+0.0013985i,0.0024187-9.3058e-05i,0.0032685-0.00039953i
0.024029+0.043937i,0.052522+0.1123i,0.072407+0.16788i,0.076764+0.14566i,0.063818+0.065779i,0.024506+0.0030254i,-0.020051-0.007266i,-0.039595+0.02073i,-0.026989+0.044869i,-0.0088546+0.036572i,-0.0047339+0.018769i,0.00021824+0.011881i,0.010335+0.0034708i,0.010629-0.0070386i,0.0026814-0.0077809i,-0.0010576-0.0034436i,-0.00045766-0.0039639i,-0.0014979-0.0075188i,-0.0018264-0.0050421i,0.00081129+0.00065139i,0.0021522+0.002703i,-0.0010864+0.0024404i,-0.0050119+0.0046848i
-0.05546-0.0045248i,-0.13234-0.017071i,-0.18856-0.023265i,-0.16902-0.00039654i,-0.10231+0.034066i,-0.037507+0.041621i,0.0010789+0.037267i,0.019114+0.043268i,0.032129+0.041364i,0.034018+0.021094i,0.021331+0.0027098i,0.011333-0.0022485i,0.0087736-0.0034749i,0.002389-0.0031266i,-0.0047486+0.0017039i,-0.0059414+0.0033329i,-0.0011696+0.0013363i,0.0057269-0.0016158i,0.007356-0.004199i,0.0051898-0.0036344i,0.0033903-0.0023409i,0.00074242-0.0026906i,-0.0012372-0.0034142i
0.040073-0.047633i,0.090235-0.10367i,0.11216-0.14437i,0.062066-0.13336i,-0.0082886-0.086046i,-0.037771-0.026783i,-0.018044+0.01339i,0.022598+0.011034i,0.041839-0.013846i,0.030763-0.02367i,0.017093-0.014494i,0.0089866-0.0098104i,-0.0039417-0.0082322i,-0.011744-0.00018963i,-0.0070194+0.0051338i,-0.0022408+0.0032516i,-0.0052146+0.0014917i,-0.0084466+0.0053373i,-0.0052587+0.0071716i,-0.0018673+0.0022873i,-0.0016439-0.00070367i,0.00074031+0.0015595i,0.0055399+0.0040824i
0.017892+0.059074i,0.034771+0.13209i,0.054334+0.16883i,0.069864+0.11785i,0.064696+0.040552i,0.046806-0.0076321i,0.033088-0.033669i,0.022838-0.047136i,0.010895-0.050283i,-0.0031456-0.037582i,-0.0078058-0.018032i,-0.0056476-0.0096903i,-0.0047213-0.0071281i,0.0025465-0.00077379i,0.011792+0.0027719i,0.012125+0.00073418i,0.0060495-0.0016023i,-0.00214-0.0031929i,-0.0079761-0.0032955i,-0.0086634-0.0015803i,-0.0066366+0.00013899i,-0.0044681+0.0022246i,-0.0029815+0.0021623i
-0.058842-0.020061i,-0.12824-0.049379i,-0.16449-0.051528i,-0.12322-0.0044902i,-0.047857+0.036058i,0.0001032+0.038471i,0.011391+0.019149i,-0.0058646-0.006573i,-0.031874-0.011227i,-0.036218-0.0018037i,-0.025097+0.0004913i,-0.016698+0.0021483i,-0.0060126+0.0062502i,0.003697+0.0054197i,0.0058785+0.0014686i,0.0049005+0.0021741i,0.0066645+0.0052584i,0.011194+0.0044962i,0.011694-0.00019181i,0.0072387-0.0024472i,0.0030652-0.0013499i,0.0019803-0.0033075i,0.0010457-0.0069243i
0.053195-0.040845i,0.11348-0.077004i,0.13268-0.097609i,0.067239-0.082508i,-0.0096087-0.042735i,-0.038288-0.014459i,-0.047919-0.0029912i,-0.051387+0.014381i,-0.042598+0.026544i,-0.025619+0.024935i,-0.010526+0.017026i,-0.006267+0.011046i,-0.0062382+0.0069149i,-0.0053665-0.0018691i,-0.0075639-0.0097347i,-0.008681-0.010235i,-0.0058169-0.0057994i,-0.0025287-0.00051363i,0.00079383+0.0041333i,0.0023238+0.006853i,0.002927+0.0056928i,0.0043892+0.0029675i,0.0035699+0.0023802i
-0.000352+0.071964i,-0.0099059+0.14084i,-0.015275+0.16133i,-0.0015842+0.093652i,0.0097209+0.0076946i,0.0038375-0.025208i,-0.0023003-0.017769i,-0.0015533+0.0021409i,0.013968+0.020168i,0.026781+0.019071i,0.020718+0.011461i,0.012787+0.0073448i,0.0071327+0.0014385i,-0.000973-0.00071292i,-0.0040798-0.00018891i,-0.0010953-0.0019262i,0.0015352-0.0052683i,-0.0008538-0.0077626i,-0.0055138-0.0069051i,-0.0061145-0.0034346i,-0.0036373-0.00076965i,-0.0035699+0.00053341i,-0.0057661+0.0028694i
-0.055481-0.044239i,-0.10672-0.098056i,-0.11663-0.1208i,-0.072404-0.073811i,-0.025842-0.011465i,-0.00082917+0.016045i,0.017143+0.025146i,0.037614+0.021248i,0.043856+0.0063697i,0.033329-0.0015596i,0.021884-0.0011608i,0.015372-0.0002881i,0.0098122-0.00010236i,0.0033092+0.0045395i,0.00050349+0.011135i,2.54e-05+0.01219i,-0.00073212+0.0092383i,-0.001038+0.0052273i,-0.000387+6.8004e-05i,0.00047682-0.003458i,-0.00020095-0.0040895i,-0.00094314-0.0035353i,0.00098558-0.0033432i
0.072471-0.01694i,0.14951-0.020387i,0.17285-0.0039254i,0.10841+0.012527i,0.036624+0.011869i,0.003784+0.0085732i,-0.0041429+0.0064763i,0.001871-0.002479i,0.0036936-0.021071i,-0.0060203-0.030234i,-0.0097667-0.02209i,-0.0048426-0.013003i,0.0014492-0.0066101i,0.0068692-0.0018398i,0.0068791+0.00073473i,0.0031828+0.0019071i,-0.000817+0.0010314i,-0.0034309+0.0034084i,-0.0013077+0.0092389i,0.0020204+0.0095486i,0.0020499+0.0055175i,0.0020107+0.0039599i,0.0052079+0.0052242i
-0.033321+0.072459i,-0.081879+0.1368i,-0.11646+0.14802i,-0.096125+0.093533i,-0.051966+0.048576i,-0.016571+0.022366i,-0.0020835-0.0092259i,-0.015511-0.026539i,-0.029814-0.022216i,-0.027373-0.016378i,-0.019088-0.014938i,-0.014785-0.01157i,-0.011765-0.0064479i,-0.0055513-0.005533i,0.00089599-0.0082438i,0.0037158-0.007826i,0.0061816-0.00479i,0.0069758-0.0028672i,0.0040525-0.001938i,0.00084958+3.6123e-05i,0.00065417+0.0015734i,0.0013113+3.4172e-05i,-0.001537-0.0022803i
-0.038453-0.077142i,-0.063286-0.16192i,-0.0554-0.20324i,-0.028854-0.15205i,-0.019618-0.079641i,-0.021834-0.033828i,-0.016667-0.0094386i,-0.014402-0.0026431i,-0.019849+0.0079922i,-0.014888+0.020122i,-0.0061518+0.01721i,-0.0058037+0.0075579i,-0.0088649-0.00078308i,-0.011298-0.0044025i,-0.0091518-0.0030719i,-0.0051614-0.0016821i,-0.0037162+0.0015417i,-0.00010238+0.0037401i,0.0049474-0.0019193i,0.0045874-0.0072213i,0.0013201-0.0053006i,0.001346-0.0035651i,0.0030295-0.0048722i
0.086917+0.010092i,0.17289+0.04489i,0.20345+0.079816i,0.14876+0.065965i,0.082456+0.016446i,0.039792-0.017888i,0.0081746-0.014131i,0.0034481+0.013468i,0.015994+0.026924i,0.014516+0.024121i,0.0068336+0.021571i,0.0062698+0.018786i,0.0089305+0.013689i,0.0063954+0.0093569i,0.00026216+0.007435i,-0.002965+0.004572i,-0.0049121+0.00011577i,-0.0065699-0.0027507i,-0.005916-0.0023131i,-0.0041422-0.00042127i,-0.0039088-0.0009331i,-0.0056213-0.0018026i,-0.0057007+0.0019432i
-0.071002+0.066253i,-0.15575+0.11969i,-0.20789+0.13131i,-0.16021+0.10163i,-0.067046+0.073201i,-0.011608+0.051568i,0.003949+0.031559i,0.0092288+0.020649i,0.021039+0.012974i,0.023969-0.0018419i,0.012548-0.0063399i,0.0048324+0.0019976i,0.0021479+0.0099371i,0.0018363+0.013663i,0.0031395+0.010903i,0.004271+0.0067209i,0.0073673+0.0032493i,0.0058705-0.0016495i,-0.0022468-0.0018031i,-0.0061349+0.0011513i,-0.0032081+0.0016671i,-0.0013949+0.00023879i,-0.0027643-0.0020931i
-0.016068-0.094129i,-0.010594-0.19901i,0.0057456-0.24889i,-0.0090959-0.18777i,-0.057399-0.084706i,-0.070656-0.016914i,-0.04043+0.0032405i,-0.013228-0.0096733i,-0.0075215-0.025713i,-0.0041712-0.025965i,0.0021725-0.023037i,0.0030079-0.022597i,0.0010794-0.02075i,0.0034212-0.015919i,0.0080454-0.0086465i,0.0074061-0.0028584i,0.0028478+0.0023643i,0.00081203+0.0065811i,0.0014122+0.0061555i,0.002694+0.0045003i,0.0030393+0.0047682i,0.0047578+0.0056829i,0.0087356+0.0041507i
0.086129+0.051571i,0.17067+0.11936i,0.20015+0.15837i,0.14694+0.104i,0.0783+0.0097104i,0.027325-0.032777i,0.0028566-0.029012i,-0.002521-0.025866i,-0.01187-0.02781i,-0.019235-0.017432i,-0.011645-0.0055963i,0.00031195-0.0039523i,0.0063438-0.0034829i,0.0080989-0.0045031i,0.0055087-0.0083587i,0.0013359-0.011012i,-0.0032796-0.010227i,-0.0045993-0.003513i,0.0027988+0.0029524i,0.0085432+0.0028444i,0.0055807+0.0009891i,-0.00070532+0.0010295i,-0.0037174+0.0034066i
-0.090938+0.041609i,-0.19775+0.070794i,-0.24393+0.076092i,-0.16351+0.070611i,-0.044224+0.072183i,0.022922+0.056706i,0.028725+0.03048i,0.0065904+0.022351i,-0.0049555+0.026654i,-0.0056142+0.023012i,-0.0087994+0.015279i,-0.012971+0.013305i,-0.015829+0.011301i,-0.017445+0.0057336i,-0.015101+0.00018083i,-0.0093708-0.0022743i,-0.0032787-0.0016362i,0.002296-0.0015251i,0.0019368-0.0030717i,-0.0015545-0.0047369i,-0.001796-0.005393i,-0.00053695-0.0072696i,-0.0013219-0.0092582i
0.025948-0.10857i,0.06244-0.21106i,0.075621-0.24464i,0.033193-0.15787i,-0.009053-0.04731i,-0.014684+0.0084457i,-0.010847+0.02002i,-0.0085305+0.02589i,-0.0011713+0.035018i,0.0075147+0.028973i,0.0055776+0.013202i,-0.00067071+0.0044552i,-0.00014218-0.00045331i,0.0016048-0.0024733i,-0.0004964+0.0011579i,-0.0020754+0.0056534i,-0.00055837+0.0069748i,0.00016232+0.0024022i,-0.0017507-0.0043242i,-0.0042489-0.0070999i,-0.0041155-0.0045103i,0.00076664-0.00081646i,0.007104+0.00043846i
0.072945+0.081358i,0.12921+0.17003i,0.14366+0.19727i,0.093878+0.10947i,0.025333+0.0076106i,-0.0060527-0.027872i,-0.0010279-0.025152i,0.0078209-0.015512i,0.013837-0.012077i,0.012886-0.012414i,0.008165-0.0073391i,0.0085539+0.0018285i,0.010869+0.012422i,0.0093765+0.020238i,0.0056755+0.018417i,0.0043879+0.010708i,0.003301+0.0034672i,0.00079454-0.0017393i,-0.00064734-0.0020286i,0.00053383+0.0027028i,0.0014872+0.0061917i,-0.001519+0.0066013i,-0.0056575+0.0063885i
-0.11287+0.0056361i,-0.21519-0.0021032i,-0.24144-0.011866i,-0.14667-0.013813i,-0.042929-0.025874i,-0.013954-0.038622i,-0.0092815-0.026353i,0.01039-0.022767i,0.018479-0.036161i,0.0084833-0.036809i,0.0020591-0.02216i,0.0020719-0.010082i,-0.0039229-0.0065439i,-0.0095246-0.00613i,-0.0044664-0.0055264i,0.0036422-0.0053293i,0.0026299-0.0038191i,-0.0030704+0.0018015i,-0.0029165+0.0081049i,0.00014727+0.0088617i,0.0027204+0.0053103i,0.0045283-0.00094295i,0.0026242-0.0066045i
0.063876-0.085287i,0.13028-0.16061i,0.15155-0.17364i,0.088499-0.10158i,0.017276-0.02469i,-0.0055169-0.0018605i,-0.012419-0.0089964i,-0.017733-0.009356i,-0.015839-0.0077803i,-0.011159-0.0046097i,-0.0033602-0.00087287i,0.0046733-0.0069267i,0.01076-0.017258i,0.013764-0.019926i,0.010267-0.015047i,0.0041705-0.0085356i,0.00099613-0.0023943i,-0.00045418+0.0015429i,-0.0016976+0.0014895i,-0.00058842-0.0017095i,-0.00080615-0.0042889i,-0.0015147-0.0013319i,0.0014493+0.0042132i
0.031446+0.10231i,0.045674+0.20003i,0.028313+0.22665i,-0.0088822+0.15487i,-0.028031+0.087375i,-0.023644+0.066333i,-0.014435+0.044213i,-0.022626+0.023638i,-0.03336+0.02836i,-0.026768+0.034129i,-0.015483+0.024742i,-0.010159+0.015703i,-0.0077562+0.016633i,-0.0058163+0.018174i,-0.0055505+0.013631i,-0.0050645+0.0092381i,0.0010043+0.006763i,0.0092946+0.0019084i,0.012022-0.0040531i,0.0089022-0.0068073i,0.0041051-0.0057317i,-0.0012103-0.002976i,-0.0061975-0.00010268i
-0.095542-0.041788i,-0.18096-0.092055i,-0.19339-0.12159i,-0.122-0.095379i,-0.065408-0.042104i,-0.043331+0.0020454i,-0.023781+0.022996i,-0.013637+0.024804i,-0.011037+0.023023i,-0.0038378+0.016475i,-0.0053968+0.0023235i,-0.019833-0.0037508i,-0.029816-0.0017468i,-0.026146-0.0011235i,-0.014797+0.0011032i,-0.0041553+0.0017023i,0.001489-0.0021349i,0.0028446-0.0047679i,0.00087217-0.0052533i,-0.0023722-0.0036656i,-0.0028385+0.00033452i,0.0028699+0.00040769i,0.009248-0.0051291i
0.092445-0.049357i,0.18298-0.082385i,0.21563-0.075278i,0.16205-0.038466i,0.10432-0.028451i,0.062403-0.039708i,0.026716-0.027976i,0.026642-0.0083974i,0.042292-0.012197i,0.039585-0.021624i,0.027195-0.017902i,0.021119-0.0082717i,0.023566-0.0021711i,0.024896+4.4827e-05i,0.020668-0.00018869i,0.014585-0.0034887i,0.0054302-0.0074476i,-0.0049489-0.0089561i,-0.009937-0.006359i,-0.010081-0.00088328i,-0.0077257+0.0036393i,-0.0044513+0.0078968i,-0.0020643+0.01138i
-0.023084+0.10905i,-0.053633+0.20088i,-0.073153+0.22429i,-0.051925+0.15294i,-0.012697+0.070833i,0.020353+0.017577i,0.031949-0.0093001i,0.029128-0.010052i,0.033683-0.010132i,0.026984-0.014342i,0.013324-0.00064448i,0.015131+0.017602i,0.017806+0.021285i,0.010541+0.014767i,0.0032817+0.0040342i,-0.0014463-0.0033953i,-0.006311-0.0016054i,-0.0079575+0.0042248i,-0.0060013+0.0077166i,-0.0019563+0.0073721i,0.0024697+0.0018801i,5.9888e-05-0.0064658i,-0.0077331-0.0088326i
-0.073084-0.078104i,-0.12584-0.15594i,-0.14016-0.18766i,-0.1154-0.13906i,-0.084607-0.070053i,-0.060001-0.022641i,-0.035937-0.0028557i,-0.026947-0.006964i,-0.03853-0.0062794i,-0.041463+0.0017927i,-0.031004+0.0022179i,-0.018877-0.0070446i,-0.013412-0.023662i,-0.014685-0.031741i,-0.015941-0.023502i,-0.014281-0.0093584i,-0.0098097+0.0025692i,-0.0048612+0.0087977i,-0.0011709+0.010671i,0.0019241+0.0097753i,0.0039876+0.0047127i,0.0064807-0.00097656i,0.010005-0.0032669i
0.10742-0.0080232i,0.19684-0.0075576i,0.2228-0.0079257i,0.14411-0.022766i,0.032801-0.027676i,-0.027055-0.0079671i,-0.033057+0.003012i,-0.032629-0.0081471i,-0.042011-0.012608i,-0.036475-0.0014136i,-0.015246-0.0044184i,-0.0056667-0.018475i,-0.006394-0.01462i,-0.0040799-0.00042997i,-0.0015798+0.0078627i,0.0015914+0.010886i,0.0091899+0.0096727i,0.015499+0.0032051i,0.01615-0.0024537i,0.013044-0.0043277i,0.0064375-0.0018563i,-0.00056424+0.0067283i,-0.0014304+0.01417i
