-0.0037129+0.00049996i,-0.0022605-0.00041054i,-0.0009799+0.001019i,-0.00074342+0.0027654i,-0.00047813+0.0028955i,-0.00043032+0.0012872i,-0.00030411+0.0011253i,0.00028072+0.0012452i,0.0003193+0.00081706i,0.00038598+0.0005i,0.00089199-0.00016877i,0.0007683-0.0015914i,0.00029839-0.0017352i,0.00039547-0.00091944i,-8.9956e-05-0.00054808i,-0.00016462-0.00011063i,5.67e-05+7.5782e-05i,5.6886e-05-0.00037649i,0.00032302-0.00088449i,0.00075993-0.00032549i,0.00091192+3.5424e-05i,1.4428e-05-0.0004204i,-0.00015638-0.00065135i
-0.058885+0.087324i,-0.1103+0.15523i,-0.1272+0.17916i,-0.077891+0.14478i,-0.017536+0.089332i,-0.00015802+0.039995i,-0.0010366+0.015315i,0.012505+0.015971i,0.030623+0.01734i,0.033344+0.010971i,0.024299+0.006592i,0.008+0.0091262i,-0.013191+0.020936i,-0.021543+0.032313i,-0.01185+0.028775i,-0.0005617+0.014897i,0.0041797+0.0033683i,0.0069573-0.0021282i,0.0085801-0.0060806i,0.0050882-0.0089748i,-0.00093522-0.0090399i,-0.0037906-0.0087111i,-0.0054192-0.0097404i
-0.035571-0.095525i,-0.066327-0.17221i,-0.076899-0.18285i,-0.062286-0.098755i,-0.027268-0.012593i,0.016015+0.0079528i,0.024468+0.0020862i,0.011876+0.016671i,0.024113+0.030165i,0.034321+0.017084i,0.014577+0.0094563i,0.0016455+0.019794i,0.013922+0.017538i,0.023412+0.0010418i,0.019353-0.0074614i,0.011525-0.0091221i,0.00045529-0.012394i,-0.01139-0.011985i,-0.018131-0.008146i,-0.019605-0.003514i,-0.013375+0.0018627i,-0.00074649+0.0033124i,0.0068543-0.00049533i
0.095655+0.032673i,0.17266+0.053015i,0.18109+0.049011i,0.11292+0.0098239i,0.054038-0.016804i,0.030139-0.009963i,0.013743-0.0070301i,-0.001166-0.017518i,-0.014175-0.026031i,-0.020566-0.024574i,-0.015607-0.015724i,-0.00041681-0.0052831i,0.018789+0.00052437i,0.028618-0.0015391i,0.022135-0.0061192i,0.0097145-0.006525i,0.0032859-0.0045001i,8.424e-05-0.0042033i,-0.0051192-0.0017808i,-0.004788+0.0041931i,0.0017977+0.0065464i,0.0027957+0.0053127i,-0.0016724+0.0075742i
-0.082427+0.05526i,-0.14026+0.10263i,-0.13394+0.096746i,-0.064419+0.029392i,-0.033191-0.034724i,-0.05108-0.043849i,-0.042108-0.018474i,-0.013042-0.014696i,-0.010615-0.026324i,-0.021366-0.020924i,-0.010862-0.012979i,0.0047846-0.024867i,-0.0050783-0.038367i,-0.024245-0.029836i,-0.026835-0.010452i,-0.01961+0.0020453i,-0.013195+0.0085243i,-0.0037015+0.01382i,0.0066079+0.016541i,0.011947+0.014112i,0.011544+0.0052964i,0.0057902-0.0063303i,0.00078891-0.011894i
0.0064523-0.09751i,-0.0031779-0.17262i,-0.018446-0.16274i,-0.034315-0.066065i,-0.039392-0.0014081i,-0.035007+0.00087976i,-0.028459+0.0017631i,-0.013576+0.018577i,-0.0041949+0.027947i,-0.0012274+0.029168i,0.0037034+0.02244i,0.00093012+0.0093975i,-0.0070334+0.00080726i,-0.0083698-0.00058692i,-0.0023886-0.00016884i,0.0037724-0.0020236i,0.0042325-0.0023522i,0.0016226+0.00057166i,0.0022837+0.0033949i,0.0048297-0.00022366i,0.0018137-0.0049371i,-0.0030017-0.00044289i,-0.0012397+0.0051867i
0.075355+0.056477i,0.13657+0.094347i,0.1307+0.088411i,0.045552+0.055933i,-0.01488+0.0598i,-0.0034768+0.071975i,0.01991+0.044768i,0.010575+0.012885i,0.008615+0.010093i,0.019774+0.010977i,0.0076584+0.0058423i,-0.018802+0.013729i,-0.027915+0.03326i,-0.014372+0.039098i,0.0017211+0.024156i,0.0073831+0.0083409i,0.0083936+0.0020185i,0.0097067-0.0032324i,0.0077618-0.012201i,0.00057896-0.018289i,-0.0068297-0.014825i,-0.0099511-0.0059836i,-0.0077297+0.001604i
-0.083455+0.030891i,-0.14675+0.05741i,-0.14186+0.062555i,-0.067467+0.034072i,-0.016313+0.012597i,-0.0052888+0.012193i,-0.00052012+0.0061486i,0.0058068-0.0028616i,0.014189-0.0091065i,0.019993-0.020337i,0.013068-0.023198i,0.0083901-0.011903i,0.012362-0.0083964i,0.0096719-0.012591i,-0.00074687-0.0090479i,-0.0072491+8.6426e-05i,-0.0069061+0.0032754i,-0.0057186+0.00014983i,-0.0076645-0.0035266i,-0.011589-0.00095282i,-0.009864+0.0063514i,0.0010634+0.0053062i,0.0064351-0.0039269i
0.013693-0.07693i,0.017308-0.14124i,0.010712-0.14994i,0.016564-0.096328i,0.047554-0.066188i,0.051202-0.069641i,0.015289-0.054889i,-0.017002-0.024568i,-0.027734-0.008424i,-0.024701-0.0070243i,-0.0090146-0.0030949i,0.016732+0.0039899i,0.033798+0.0044048i,0.030296-0.0019395i,0.016421-0.007711i,0.0080692-0.0096311i,0.0052695-0.0092854i,0.00069852-0.0066728i,-0.0059701+0.0031837i,-0.0059456+0.0148i,0.0021617+0.017928i,0.0061997+0.015107i,0.0057246+0.012141i
0.053478+0.043259i,0.10211+0.069416i,0.11148+0.060528i,0.058766+0.017732i,0.0019401-0.0064317i,-0.012106-0.0088179i,-0.0071536-0.0043948i,0.00093441+0.0023798i,-0.0054878-0.0012416i,-0.026222+0.001604i,-0.028973+0.0076915i,-0.022369-0.0033866i,-0.030024-0.011017i,-0.034316+0.0030321i,-0.018789+0.017934i,-0.0025052+0.017426i,0.0011428+0.010696i,0.0026941+0.0084755i,0.0077543+0.0082539i,0.013513+0.0060645i,0.014669-0.0017171i,0.0065962-0.01148i,-0.0018341-0.01136i
-0.056003+0.025087i,-0.094329+0.070454i,-0.1018+0.10918i,-0.081472+0.10478i,-0.085819+0.067715i,-0.10007+0.047095i,-0.067399+0.056144i,-0.0078132+0.058697i,0.031915+0.04342i,0.033149+0.024231i,0.013318+0.011426i,0.00051014+0.0037902i,0.001408-0.0026514i,0.0068777-0.0074797i,0.0073078-0.0080595i,0.0020493-0.0033577i,-0.0035938+0.00034056i,-0.005691+0.00040329i,-0.0025336-0.0020955i,0.00047814-0.00863i,-0.00093454-0.01211i,-0.002784-0.0069983i,-0.0031416-0.002569i
-0.0013729-0.045542i,-0.029-0.099536i,-0.057378-0.11399i,-0.054499-0.066711i,-0.021536-0.013666i,0.006902-0.0059614i,0.0081557-0.024462i,-0.0019976-0.031495i,0.0019031-0.019493i,0.022783-0.008128i,0.028402-0.0043873i,0.014272+0.008767i,0.010984+0.025039i,0.018015+0.020794i,0.015519-0.00081093i,0.0049324-0.01331i,0.0022207-0.010743i,0.0036968-0.0082598i,-0.00034422-0.0094077i,-0.0042921-0.0093225i,-0.0072272-0.0046966i,-0.0052985+0.0051556i,0.0018859+0.01004i
0.041567+0.0060014i,0.099116-0.014407i,0.12912-0.063889i,0.090644-0.095326i,0.049014-0.061058i,0.053568-0.00098768i,0.06985-0.0012018i,0.046001-0.047009i,-0.0018302-0.05939i,-0.019515-0.034372i,-0.0058898-0.015407i,0.0054081-0.016833i,-0.0030616-0.025372i,-0.019782-0.019511i,-0.022172+0.0020115i,-0.0085785+0.015181i,0.0038612+0.011904i,0.0080012+0.0064495i,0.0064335+0.0035307i,0.00045316+0.0047795i,-9.7733e-05+0.006528i,0.0052942-0.0019303i,0.0055493-0.01271i
-0.0068021+0.040845i,-0.012894+0.10135i,0.0051213+0.13971i,0.037622+0.09369i,0.029304+0.017441i,-0.0096219-0.0028119i,-0.029391+0.020577i,-0.021798+0.040024i,-0.011711+0.032885i,-0.018+0.013315i,-0.019717+0.005833i,-0.00096532+0.0047092i,0.0182-0.003974i,0.017736-0.011549i,0.0058785-0.0096313i,0.00024084-0.0055285i,-0.0028978-0.0054141i,-0.0082347-0.0024315i,-0.0096372+0.0056788i,-0.0063193+0.011573i,-0.0012546+0.012428i,0.00058975+0.011621i,-0.0025806+0.012421i
-0.047167-0.017635i,-0.11385-0.030787i,-0.18627-0.017323i,-0.19464+0.025709i,-0.12879+0.011182i,-0.074714-0.065076i,-0.084086-0.087002i,-0.090285-0.032326i,-0.048064+0.014912i,-0.0092946+0.012232i,-0.011847-0.0067445i,-0.035462-0.0074306i,-0.047092+0.014917i,-0.028249+0.033041i,-0.00075121+0.025456i,0.0050053+0.0096722i,-0.00027644+0.0048761i,-0.00040704+0.0025762i,0.0011437-0.0014085i,0.0045227-0.0047539i,0.0045516-0.0095426i,-0.0021243-0.0096069i,-0.0026617-0.0024437i
0.028155-0.059603i,0.060818-0.11131i,0.061589-0.11793i,-0.0021069-0.029689i,-0.063062+0.093772i,-0.031597+0.12915i,0.029932+0.070499i,0.042262+0.013617i,0.033989-0.004251i,0.031317-0.0043107i,0.025781-0.0017104i,0.016212-0.0050041i,0.0061974-0.014307i,-0.0033495-0.016284i,-0.0039975-0.0081256i,0.0024133-0.0013864i,0.0047703+0.00082325i,0.0060959+0.0017401i,0.0079006-0.0026667i,0.0049835-0.0081471i,0.0016424-0.00835i,0.0020525-0.0071934i,0.0029567-0.009002i
0.047911+0.065074i,0.10743+0.11578i,0.17087+0.11083i,0.20566+0.022443i,0.17069-0.040004i,0.06536-0.00030976i,0.0083623+0.068286i,0.03118+0.067655i,0.034682+0.016591i,0.0076738-0.0074911i,0.0024777+0.0082463i,0.024714+0.032455i,0.048754+0.035092i,0.045541+0.01143i,0.015426-0.010801i,-0.0045314-0.012381i,-0.0036943-0.0049837i,-0.00073808-0.00096566i,0.00061976+0.0032029i,0.0011529+0.0074383i,0.00062933+0.011391i,0.0048935+0.01789i,0.011519+0.017258i
-0.086845+0.026734i,-0.15707+0.041136i,-0.14979+0.024519i,-0.053775-0.050352i,0.01383-0.14134i,0.0044213-0.1581i,-0.029815-0.10553i,-0.056503-0.050406i,-0.064634-0.012354i,-0.052918+0.0043891i,-0.039383-0.0027754i,-0.039727-0.014823i,-0.048233-0.011074i,-0.041973+0.0087333i,-0.014644+0.024903i,0.008328+0.022013i,0.014444+0.0077989i,0.01147-0.0034546i,0.0034982-0.0061845i,-0.0028127-0.002142i,-0.0049806-0.0020476i,-0.008403-0.011832i,-0.013577-0.018286i
0.023789-0.098426i,0.018134-0.17922i,-0.040715-0.18762i,-0.11515-0.090177i,-0.092887+0.020892i,0.0044875+0.049855i,0.061738+0.01302i,0.059669-0.0099638i,0.041243+0.0085734i,0.033711+0.029044i,0.033545+0.021834i,0.031836-0.0045361i,0.0234-0.028171i,0.010301-0.030664i,0.00086101-0.020486i,-0.0039171-0.015227i,-0.009754-0.01291i,-0.013389-0.0090779i,-0.011733-0.0077325i,-0.0092851-0.0074469i,-0.005002-0.0029109i,-0.0016542+0.0032995i,-0.0042723+0.0083797i
0.068862+0.080348i,0.10955+0.12431i,0.049064+0.1076i,-0.12628+0.051122i,-0.26187+0.020194i,-0.22544+0.023757i,-0.11272+0.028709i,-0.032683+0.022964i,0.022231-0.0014519i,0.038791-0.032179i,0.019458-0.029384i,0.0051264+0.001011i,0.0085372+0.025938i,0.015506+0.025118i,0.012566+0.0077944i,0.00043264+0.0011558i,-0.0064947+0.0065257i,-0.0082152+0.01167i,-0.0076129+0.012695i,-0.00022894+0.007774i,0.0057272+0.0017351i,0.0077842+0.0040172i,0.013787+0.0075285i
-0.10398+0.021024i,-0.14705+0.083764i,-0.090177+0.17729i,0.024792+0.26704i,0.063947+0.28821i,0.024395+0.19108i,-0.016265+0.061326i,-0.042522+0.0019856i,-0.043228-0.0083475i,-0.026079-0.018367i,-0.021297-0.023629i,-0.029321-0.01677i,-0.03681-0.0050868i,-0.029761+0.008091i,-0.0083214+0.014459i,0.0096495+0.0086805i,0.012751+0.0020424i,0.010541+0.0015931i,0.0092909+0.0030262i,0.0055597+0.0047405i,0.00068112+0.0025039i,-0.0062006-0.0064054i,-0.012209-0.010954i
0.053302-0.11836i,0.079065-0.20938i,0.14308-0.21266i,0.31225-0.14765i,0.46086-0.11529i,0.38835-0.088991i,0.21054-0.034834i,0.11442-0.010382i,0.052772-0.015887i,-0.00017849+0.0065575i,0.002476+0.029613i,0.031901+0.01876i,0.046237-0.0067027i,0.031708-0.025296i,-0.0010265-0.023763i,-0.017383-0.0076713i,-0.010627+0.0048206i,0.0027091+0.0081989i,0.012669+0.0059614i,0.012272+0.0037476i,0.0083644+0.0073986i,0.011974+0.013457i,0.015079+0.013287i
0.043348+0.11084i,0.073122+0.14067i,0.032832+0.014188i,-0.09269-0.22464i,-0.1977-0.35475i,-0.20539-0.28692i,-0.14597-0.13585i,-0.085682-0.034555i,-0.056833-6.9495e-05i,-0.047235+0.0102i,-0.043954+0.010507i,-0.047364+0.01097i,-0.044577+0.019187i,-0.021622+0.021818i,0.008699+0.017369i,0.025274+0.012817i,0.024698+0.0060931i,0.014958-0.0033426i,0.0040997-0.0071683i,-0.0010886-0.0058532i,-0.0031093-0.0072674i,-0.0039694-0.0092624i,-0.00082054-0.013075i
-0.10845-0.042296i,-0.16853-0.054487i,-0.17263-0.039362i,-0.1931-0.0099837i,-0.23913+0.028427i,-0.17682+0.065687i,-0.069677+0.029066i,-0.043035-0.012531i,-0.016633+0.015494i,0.040769+0.020602i,0.054008-0.0053552i,0.036203-0.014811i,0.017091-0.016726i,-0.00070784-0.010085i,-0.0044769-0.0046733i,-0.0043208-0.014715i,-0.010947-0.022824i,-0.013912-0.021622i,-0.013668-0.020516i,-0.013437-0.016414i,-0.0080365-0.0098131i,-0.0063658-0.0072267i,-0.012412+0.00025886i
0.074469-0.062026i,0.046729-0.084765i,-0.12106-0.038312i,-0.32694+0.071198i,-0.39314+0.14165i,-0.28299+0.11293i,-0.11954+0.070806i,-0.0070019+0.032072i,0.029931-0.025065i,0.017472-0.053452i,0.013188-0.043144i,0.02544-0.02292i,0.030022-0.0087882i,0.01435-0.0015426i,-0.0088208+0.0037211i,-0.016713+0.010774i,-0.0071058+0.014729i,0.0019547+0.012601i,0.0055819+0.0089826i,0.0088802+0.0040784i,0.012134-0.0010128i,0.014905-0.0028265i,0.014645-0.0041677i
0.0080749+0.15255i,0.075511+0.28176i,0.17407+0.40117i,0.24133+0.53344i,0.23248+0.61606i,0.14423+0.48185i,0.032705+0.244i,-0.033515+0.13311i,-0.042371+0.1004i,-0.051769+0.058697i,-0.077999+0.035514i,-0.088603+0.02986i,-0.077321+0.027649i,-0.040394+0.027851i,0.0034375+0.020705i,0.021499+0.0063218i,0.01301-0.0035794i,-0.0015644-0.0023287i,-0.0076927+0.0060779i,-0.0085451+0.012031i,-0.011328+0.012795i,-0.01453+0.011183i,-0.012212+0.0074568i
-0.08498-0.16515i,-0.10086-0.31206i,0.091345-0.41325i,0.52151-0.46054i,0.86263-0.47043i,0.76331-0.37578i,0.40528-0.20847i,0.17815-0.089925i,0.10355-0.039015i,0.075426+0.0023879i,0.07277+0.026531i,0.071161+0.015029i,0.061074-0.0075341i,0.03944-0.022962i,0.0067745-0.022687i,-0.015377-0.0098667i,-0.01899+0.0032091i,-0.012918+0.0079891i,-0.0085575+0.0073153i,-0.0085197+0.0071924i,-0.0068916+0.006995i,-0.0041649+0.007951i,-0.0011732+0.012945i
0.11537+0.053392i,0.11457+0.076993i,-0.071717-0.01005i,-0.41099-0.29356i,-0.674-0.57073i,-0.63205-0.50801i,-0.33274-0.23645i,-0.088582-0.11905i,-0.044147-0.10875i,-0.047777-0.069227i,-0.025329-0.042677i,-0.018498-0.023268i,-0.017875+0.0082476i,-0.012401+0.023007i,-0.0022993+0.019745i,0.013187+0.012753i,0.023411+0.0046608i,0.023688+0.00038748i,0.021103-0.0014172i,0.018724-0.0072964i,0.015047-0.012994i,0.013324-0.016244i,0.010205-0.021541i
-0.075412+0.083272i,-0.062151+0.12905i,-0.059526+0.13515i,-0.21397+0.22377i,-0.39014+0.41513i,-0.31321+0.42846i,-0.15215+0.21319i,-0.11665+0.088251i,-0.072714+0.084837i,-0.013847+0.034454i,-0.014805-0.0034787i,-0.011172+0.0042558i,-0.0015414+0.0029279i,-0.0042083+0.011482i,0.0011941+0.021333i,0.00053134+0.00971i,-0.0080293+0.0016294i,-0.010019+0.00085741i,-0.0089971-0.0043853i,-0.0071144-0.0079775i,-0.0030777-0.0057997i,-0.0015999+0.00064664i,-0.0014788+0.0092136i
-0.084553-0.15053i,-0.26494-0.22354i,-0.43628-0.13526i,-0.38191+0.065303i,-0.16599+0.1463i,-0.038562+0.08423i,-0.017045+0.037442i,0.00050304+0.014927i,0.017154-0.010268i,0.017761-0.015464i,0.024228-0.016524i,0.028992-0.027951i,0.025217-0.031715i,0.017802-0.026393i,0.0078167-0.015298i,0.0065467+0.00038336i,0.013555+0.0053885i,0.015649+0.0039847i,0.011145+0.0073517i,0.0038477+0.010143i,-0.0047464+0.011912i,-0.0081337+0.012811i,-0.0037983+0.0087009i
0.20992+0.18044i,0.46257+0.36131i,0.67693+0.50446i,0.70174+0.54744i,0.55093+0.5248i,0.33453+0.3866i,0.15038+0.17989i,0.061605+0.085576i,0.042504+0.072227i,0.01088+0.061115i,-0.037386+0.058133i,-0.064157+0.056351i,-0.058722+0.045454i,-0.025121+0.02312i,0.012709-0.0047727i,0.029898-0.02567i,0.020298-0.033186i,0.0043959-0.026908i,0.0034204-0.013929i,0.010782-0.0020543i,0.017106+0.0045721i,0.020314+0.0023096i,0.015868-0.008594i
-0.139-0.14045i,-0.17225-0.3779i,-0.012361-0.70136i,0.3301-0.94845i,0.63144-1.0022i,0.59091-0.78461i,0.29186-0.39887i,0.11324-0.12853i,0.074656-0.060052i,0.064148-0.045472i,0.086603-0.017828i,0.10395-0.016682i,0.083335-0.031418i,0.043502-0.036755i,0.00057974-0.03336i,-0.033486-0.0208i,-0.041091+0.0014298i,-0.026497+0.014747i,-0.017667+0.0090556i,-0.019583-0.002733i,-0.017282-0.01131i,-0.012394-0.012138i,-0.0092812+0.0011021i
-0.022203-0.058214i,-0.24857-0.021798i,-0.67986+0.081726i,-1.1697+0.075774i,-1.4999-0.076473i,-1.3264-0.098763i,-0.70904-0.001714i,-0.27196-0.043279i,-0.18384-0.086201i,-0.14917-0.053376i,-0.095733-0.060798i,-0.080259-0.056552i,-0.068416-0.01011i,-0.053915+0.018663i,-0.045473+0.026213i,-0.025895+0.028408i,0.00044598+0.020239i,0.013147+0.0046649i,0.0097036-0.0048399i,0.0025369-0.0069i,-0.0025356-0.0064705i,-0.0066339-0.0057696i,-0.0089158-0.0058959i
0.078407+0.22204i,0.29109+0.40619i,0.49231+0.57094i,0.5048+0.84107i,0.41629+1.1939i,0.37655+1.0896i,0.27069+0.53223i,0.13055+0.21533i,0.12514+0.15784i,0.1075+0.079576i,0.008669+0.052395i,-0.028656+0.068337i,-0.023105+0.049252i,-0.017592+0.047458i,0.0098683+0.063356i,0.03016+0.0532i,0.019239+0.025881i,-5.0328e-05+0.0029899i,-0.0043546-0.0095123i,0.0015594-0.010652i,0.0062144-0.0061837i,0.0080173-0.0040584i,0.010592-0.0074254i
-0.18481-0.18089i,-0.36664-0.32324i,-0.37923-0.44346i,-0.021243-0.60753i,0.45463-0.80861i,0.52948-0.75787i,0.27751-0.4294i,0.11812-0.19991i,0.066639-0.15075i,0.06203-0.11215i,0.093905-0.073054i,0.091956-0.058761i,0.062134-0.044108i,0.034562-0.04118i,0.0083644-0.043797i,-0.0068588-0.030098i,-0.0065642-0.0093014i,-0.0021545+0.0090906i,-0.0032221+0.027914i,-0.0013297+0.035623i,0.0022027+0.027633i,0.0013681+0.017931i,0.0034734+0.015088i
0.24507+0.081837i,0.4324+0.15336i,0.40839+0.1622i,-0.0049778+0.052937i,-0.55055-0.066069i,-0.73054-0.039246i,-0.50844+0.042867i,-0.28855+0.051869i,-0.21074+0.047164i,-0.16722+0.05631i,-0.11836+0.053937i,-0.070317+0.058148i,-0.02059+0.059051i,0.0075356+0.044046i,0.019677+0.032545i,0.035129+0.018534i,0.036403+0.0031141i,0.022682-0.0016022i,0.016604-0.0056111i,0.011678-0.0081285i,0.002584-0.0028355i,-0.0061568+0.00062649i,-0.016965-0.001103i
-0.11825-0.00024527i,-0.11351-0.10432i,-0.046419-0.23822i,0.043421-0.17342i,0.17878+0.043211i,0.29572+0.06933i,0.2094-0.046589i,0.055485-0.017694i,0.038382+0.074932i,0.064486+0.092596i,0.072651+0.067197i,0.078559+0.0078395i,0.054465-0.042619i,0.041586-0.024932i,0.068593+0.0073563i,0.079988+0.012912i,0.059767+0.013564i,0.032821+0.0060719i,0.0051614-0.0078953i,-0.012865-0.011597i,-0.0115-0.0088683i,0.002108+0.00057167i,0.02062+0.015984i
-0.096788-0.2102i,-0.40414-0.32507i,-0.73207-0.1743i,-0.79654+0.18137i,-0.68426+0.41862i,-0.57465+0.44797i,-0.37378+0.42056i,-0.11032+0.32587i,0.036463+0.1597i,0.057259+0.025808i,0.020277-0.025986i,-0.02378-0.0062883i,-0.039878+0.029623i,-0.035485+0.022678i,-0.036215-0.030386i,-0.039611-0.078855i,-0.032248-0.09058i,-0.0269-0.067362i,-0.027943-0.027912i,-0.023622+0.002418i,-0.015294+0.019464i,-0.0025169+0.017954i,0.0086226-0.0078028i
0.0099674+0.30642i,0.058168+0.62528i,0.18257+0.78422i,0.41311+0.59899i,0.58624+0.27159i,0.48311+0.034226i,0.21334-0.084736i,0.055015-0.099413i,0.049414-0.10854i,0.019455-0.16278i,-0.054538-0.14219i,-0.06479-0.061516i,-0.048598-0.02412i,-0.060751-0.0047323i,-0.062062+0.022801i,-0.046348+0.020978i,-0.042025+0.0066956i,-0.026966+0.016476i,0.016336+0.026347i,0.059492+0.0076494i,0.070058-0.029493i,0.042893-0.053006i,0.0096339-0.041961i
0.02129-0.12834i,0.16104-0.11978i,0.28286-0.31568i,-0.026272-0.82637i,-0.61822-1.1587i,-0.75538-0.86957i,-0.35891-0.40213i,-0.049335-0.22598i,-0.0023519-0.16286i,0.020883-0.058895i,0.062199-0.0089559i,0.068203-0.013761i,0.055959-0.030685i,0.028138-0.0376i,-0.0081064-0.014382i,-0.043721+0.025477i,-0.040883+0.053565i,0.013287+0.038256i,0.050033-0.0041066i,0.035812-0.017011i,0.01171+0.0074143i,0.0070942+0.031512i,0.014747+0.033154i
-1.4123+7.9768i,-0.26532+7.9595i,3.3131+6.7184i,4.9306+2.9404i,3.8448-0.53814i,1.2292-2.1761i,-0.52382-1.4905i,-0.58257-0.30366i,0.22922+0.26587i,1.1059+0.021995i,1.0945-0.63877i,0.4167-0.9202i,-0.23804-0.93117i,-0.87584-0.9873i,-1.085-0.78561i,-0.43057-0.18002i,0.3687+0.17193i,0.45712+0.13763i,0.16242+0.18269i,0.046868+0.22387i,-0.065879+0.14148i,-0.1962+0.17235i,-0.084924+0.21796i
-0.21202+0.16992i,-0.48077+0.38238i,-0.43281+0.57193i,0.21873+0.54971i,0.9163+0.28525i,0.94466+0.095236i,0.59081+0.17165i,0.40241+0.22798i,0.3189+0.11565i,0.2276+0.0013237i,0.1541-0.066726i,0.091504-0.098402i,0.076969-0.08503i,0.080332-0.066005i,0.047589-0.031217i,0.0097708+0.0042204i,-0.017941+0.013651i,-0.024735+0.028089i,-0.00080632+0.040305i,0.020108+0.028257i,0.021997+0.012798i,0.024948+0.0053293i,0.031964+0.002903i
-0.012102-0.056355i,0.027772+0.015179i,0.1312-0.016568i,0.13246-0.39077i,-0.034338-0.78505i,-0.055388-0.70454i,0.15799-0.42144i,0.20321-0.32863i,0.031258-0.19407i,-0.012113+0.015003i,0.038814+0.055783i,0.011134+0.016001i,-0.025357+0.00027281i,-0.026131-0.031337i,-0.030447-0.066718i,-0.048286-0.083733i,-0.053118-0.070718i,-0.026178-0.033615i,0.0057418-0.0012752i,0.010568+0.018238i,0.00028997+0.027869i,-0.0066759+0.023634i,-0.015754+0.0091701i
0.24201+0.11467i,0.44571+0.12079i,0.40669+0.11995i,0.056184+0.26652i,-0.23184+0.43864i,-0.25608+0.31723i,-0.22196+0.036969i,-0.1964-0.070916i,-0.095373-0.072167i,-0.017664-0.089141i,-0.018363-0.061447i,-0.015429+0.0013822i,0.0091046+0.042771i,0.045365+0.043192i,0.055362+0.008786i,0.013211-0.0060821i,-0.021557+0.012211i,-0.025644+0.021042i,-0.029247+0.013108i,-0.036688+0.010946i,-0.034885+0.015581i,-0.023329+0.014046i,-0.012567+0.0075682i
-0.18716-0.0544i,-0.21929-0.044612i,-0.024411+0.055235i,0.31834+0.26314i,0.49521+0.46637i,0.35566+0.4843i,0.086241+0.3486i,-0.074446+0.24232i,-0.097004+0.15712i,-0.076486+0.079569i,-0.045377+0.048848i,-0.0039762+0.034392i,0.02534+0.011681i,0.021368-0.020106i,-0.00097315-0.040952i,0.010104-0.036695i,0.03848-0.033102i,0.027727-0.030648i,-0.0018256-0.0069898i,-0.0040089+0.020354i,0.013968+0.024917i,0.020923+0.013139i,0.012073+0.0086925i
0.10935-0.076846i,0.08342-0.18331i,0.015566-0.32238i,0.10178-0.5257i,0.34369-0.72721i,0.40955-0.66315i,0.28393-0.34982i,0.19121-0.13209i,0.094446-0.043866i,0.03588+0.020476i,0.050004+0.0052816i,0.032059-0.038286i,0.0079453-0.025945i,0.0089486+0.00077005i,0.00076263+0.027883i,-0.0095913+0.051763i,-0.013003+0.053621i,-0.0042039+0.046769i,0.015662+0.035849i,0.024252+0.011574i,0.0088558-0.014831i,-0.016611-0.020149i,-0.026899-0.0056041i
-0.0035241+0.16631i,0.053484+0.27928i,0.0032311+0.28538i,-0.37812+0.20475i,-0.84381+0.17247i,-0.76704+0.18839i,-0.28137+0.10487i,-0.020696-0.024641i,0.0099905-0.063201i,0.0022005-0.057055i,-0.029044-0.039638i,-0.030418-0.022372i,-0.0088372-0.041226i,-0.0067094-0.051003i,-0.010394-0.033734i,-0.025776-0.016389i,-0.037947-0.0020926i,-0.017393+0.0010941i,0.016813-0.010591i,0.027985-0.017914i,0.017342-0.0097664i,0.014268+0.0010194i,0.02401-0.002704i
-0.095576-0.20841i,-0.21109-0.3184i,-0.19998-0.14821i,0.16024+0.38446i,0.63833+0.86963i,0.66881+0.80213i,0.27375+0.45161i,0.016225+0.28941i,0.017998+0.20997i,0.038841+0.11256i,0.030457+0.075986i,0.031694+0.069431i,0.018947+0.060664i,0.0063199+0.047433i,0.011245+0.010816i,0.022515-0.034999i,0.024147-0.06112i,0.0026394-0.059443i,-0.031013-0.038252i,-0.044439-0.01176i,-0.03056+0.0057585i,-0.01659+0.0032528i,-0.019309-0.0062462i
0.079922+0.11897i,0.15894+0.17558i,0.23067+0.025215i,0.28671-0.46305i,0.27753-1.0069i,0.11023-1.0367i,-0.023944-0.60697i,-0.0065769-0.30111i,-0.026163-0.18879i,-0.062738-0.082578i,-0.035617-0.036278i,-0.02023-0.05368i,-0.016595-0.056381i,-0.0027244-0.051568i,-0.0072756-0.036897i,-0.015884+8.0259e-05i,-0.0089523+0.031709i,0.0029636+0.036087i,0.015992+0.023632i,0.024081+0.0099799i,0.01652+0.001956i,0.0019489+0.0072364i,-0.0039311+0.015787i
-0.15799+0.0030188i,-0.2831+0.069571i,-0.38583+0.19644i,-0.50481+0.37367i,-0.61537+0.54917i,-0.45834+0.58584i,-0.12458+0.40546i,0.023377+0.20987i,0.04231+0.13324i,0.057325+0.080232i,0.035433+0.034742i,0.0076597+0.027474i,-0.0044747+0.023651i,-0.019996+0.023719i,-0.022644+0.033071i,-0.010555+0.029396i,-0.0044991+0.011638i,-0.0073989+0.0043673i,-0.0074763+0.0077563i,-0.0043125+0.0043852i,0.00093524+0.0036264i,0.012123+0.0090009i,0.018268+0.010798i
