-0.00042956+0.00046992i,-0.0015747+0.00076232i,-0.0024929+0.00078363i,-0.0027779+0.00023841i,-0.0022118-0.00066242i,-0.0012885-0.00035358i,-0.0018771+0.00083395i,-0.0018283+0.0015744i,-0.00029611+0.00060167i,0.0011424-0.00045215i,0.0016706-0.00048532i,0.00068325-0.00086958i,0.00013263-0.00087204i,4.3657e-05-0.00044146i,0.00070135+9.8973e-05i,0.00040412+0.00038181i,-0.00094863+0.00031321i,-0.0015424+0.00014219i,-0.0009847+9.5848e-05i,-0.00035708-0.00013412i,-0.00012195-0.00028684i,2.8177e-05+3.819e-05i,-3.4135e-05-0.00012623i
-9.9031e-05-0.00015775i,-0.0010523+0.00010573i,-0.0010723+0.00052689i,-0.00070702+0.00064556i,-0.0011154+0.00046213i,-0.0007596-0.00069999i,-0.00010325-0.00066079i,-0.00040961-7.39e-05i,-0.00054181-0.00083923i,-0.00080888-0.00089937i,-0.0010279-0.00030846i,-0.0010679-3.7476e-05i,-0.00050613-0.00089216i,-0.00024977-0.0014757i,-0.00028608-0.00085704i,0.00045083-0.00064394i,0.00056292-0.00057983i,0.00037289-0.00023242i,0.00052463+0.00035836i,0.00055692+0.00028891i,0.00091931-0.00033688i,0.0011622-0.00043691i,0.00065145+0.0003599i
0.00022345+0.00028778i,-0.00083179-1.9432e-05i,-0.00031639-0.00035553i,0.00069306-0.00079224i,-8.0914e-05-0.0015604i,-0.00088323-0.0016563i,-0.00024622-0.0017623i,-0.00022537-0.0018168i,-0.00098273-0.00086921i,-0.00095577-0.00018027i,-0.00010596-0.00049226i,0.00039442-0.00044472i,5.739e-05-0.00018845i,-4.7494e-05-0.00055724i,0.00024141-0.00043497i,-0.0005301-0.00063538i,-0.0014088-0.0012919i,-0.00097526-0.00041052i,0.00030672+0.00054484i,0.00081815+0.00072458i,-0.00035177+0.00088242i,-0.00091668+0.00036464i,-4.6631e-05-0.0003268i
0.00065792-0.003364i,-0.00022196-0.0030641i,-0.001309-0.0028859i,-0.0010714-0.0022629i,-0.00087403-0.00070453i,-0.00046063+0.00016324i,-5.5701e-05+0.00022226i,-0.0011162-0.00027523i,-0.0013463-0.00045967i,-0.00040464+4.4973e-05i,-0.0002115+0.00022499i,-5.1766e-05-0.00012093i,0.00021227-0.00038492i,0.00096156-0.00044421i,0.0013596-0.00085745i,0.0010484-0.0010475i,0.00054466-0.0006737i,-0.0001851-0.00016011i,-0.00081875+0.00036682i,-0.00056862+0.00018801i,0.00032724-0.00013067i,0.00035742+6.3374e-05i,-0.00062604-0.0005878i
0.0013956-0.00092255i,0.0016037-0.001184i,0.0014312-0.0020603i,0.00023102-0.0023805i,-0.00012325-0.0026334i,7.4258e-05-0.0023342i,-9.3671e-05-0.0017669i,9.5949e-05-0.0012311i,-0.00012602-0.0009036i,-0.00035303-0.00058757i,1.6646e-05-1.9129e-05i,0.00023596-7.6123e-05i,0.0011635-0.0004766i,0.0014999-0.00074804i,0.0013911+1.018e-05i,0.00063992+0.0010643i,-0.00017242+0.0012223i,0.0001858+0.0013843i,0.00099393+0.0015273i,0.0012045+0.00088551i,0.00085136+0.0001991i,0.00077277+5.8582e-05i,0.00033106-8.5935e-05i
-0.0012931+0.0014666i,-0.0015888+0.0016024i,-0.00098151+0.00046056i,-0.00036127-0.00065887i,7.4286e-05-0.0012291i,-0.00035345-0.0014247i,-0.00075484-0.00067316i,-0.00048949+0.00038654i,-0.00051538+0.00035996i,-0.0004816-8.1884e-05i,-2.229e-06+8.3933e-05i,0.00020894+0.00055289i,-0.00022103+0.00075829i,4.6066e-05+0.00054383i,0.00043398-0.00030374i,-0.00024137-0.00058331i,-0.00076539-0.00052952i,-7.3977e-05+0.00012933i,0.00045548+0.00063603i,-0.00022906+0.00021349i,-0.00096291-0.00013291i,-0.00093146-0.00050853i,-1.3883e-05-0.00043022i
0.0015365+0.00075533i,0.0023719-0.00024612i,0.0025796+0.00016599i,0.0025196-0.00027246i,0.002357-0.0010774i,0.0016259-0.00083577i,0.00055814-0.00051414i,-0.00011433-0.00069034i,-0.00036332-0.00059835i,-0.00016221-0.00039251i,-3.7215e-05-0.00041287i,-9.4607e-05-0.00082366i,-0.00037869-0.00054658i,-0.00046857+0.00053753i,-0.00062988-7.2686e-05i,-0.00046683-0.00077673i,-0.00095808-0.00067403i,-0.0012717-0.0004673i,-0.00074734+0.00029213i,-0.00032686-0.00034212i,3.1135e-05-0.0004712i,-4.1882e-05+9.4689e-05i,0.00017296-0.00012225i
-0.0010442+0.002892i,-0.00074402+0.0025647i,-8.5882e-05+0.0017102i,-0.00017625+0.00079054i,-8.8977e-05+0.00035348i,0.00041201-0.00013776i,4.7251e-06-9.541e-05i,-0.00031353+0.00013349i,-0.0006447-0.00021486i,-0.0011896-0.00039985i,-0.00057815-0.0014479i,0.00056159-0.0013037i,0.00058909-0.0001658i,-0.00022371+8.2103e-05i,-0.00030644-0.00055232i,-0.00042753-0.0011804i,-0.00052781-0.00074474i,-0.00099941+0.00023573i,-0.00098526+0.00013402i,-0.00039433-1.3262e-05i,-0.00029899+0.00068691i,-0.00025159+0.00098427i,-0.00017169+0.00092297i
0.001923-7.8162e-05i,0.0028286-0.00028607i,0.0036903-0.0004208i,0.0026219-0.0016322i,0.001234-0.0025304i,-0.0005891-0.0027613i,-0.00085147-0.0015385i,-0.00059483-0.00018412i,-0.0012621-0.0007557i,-0.0013838-0.0010523i,-0.00050088-0.00065346i,0.000308-0.00047902i,0.00015707-0.000224i,-0.0002878+0.00033977i,-0.00024471+0.00071876i,-4.3059e-05+0.00020957i,2.5003e-05-0.0005708i,-4.3619e-05-0.00054793i,-0.00016356+9.8387e-05i,0.00020625+0.00029278i,0.00047086+1.0399e-05i,0.00058237-0.00073371i,0.00078548-0.00065412i
0.0011379-0.00029588i,0.0010553-7.1113e-05i,0.00024139-0.00014711i,0.00010561-0.0007705i,-0.00016903-0.0013121i,-0.00054153-0.0009917i,-0.00071726+0.00015872i,-0.00096914+7.9332e-05i,-0.0009832-0.0011872i,-0.00042594-0.00086204i,0.00078058+8.7087e-05i,0.0014745+0.00043483i,0.00081097+0.00051959i,-0.0002824-0.00021645i,-0.00061385-0.00074956i,0.00011274-0.00083944i,0.00056108-7.8778e-05i,-0.00010474+0.00025597i,-0.00069652+0.00022746i,0.00049319+0.00059212i,0.00075458+0.00067106i,1.6116e-05+0.00067533i,-0.00028587+0.0009294i
0.0010627+0.0014922i,0.00086857+0.00075697i,0.0013815+0.00045088i,0.0012686-0.00043845i,0.00016116-0.0017829i,-0.00076129-0.0015296i,-0.00044354-0.0003913i,-2.5595e-05+0.00056278i,-0.00015632+0.00020856i,-0.00052846-0.00048472i,-0.00047984-0.00018186i,-0.00049655+0.00070549i,-0.00088621+0.0011739i,-0.0010294+0.0010857i,-0.00076001+0.00040943i,-0.00040356-0.00039788i,0.00014821-0.0010107i,0.00029694-0.0012833i,-0.00010861-0.0011921i,2.6733e-05-0.0011147i,0.00062122-0.00054567i,0.00077922+9.1091e-05i,0.00030294+0.00049626i
-0.00091879+0.00013476i,-0.00095462+0.0010239i,-0.00011965+0.00080156i,7.5644e-05-0.00071161i,-0.00032908-0.0012912i,-0.00061893-0.0011477i,-0.00043976-0.001326i,-0.0005642-0.0016551i,-0.00017643-0.0011976i,0.00047322-0.00088137i,0.00061642-0.00077308i,-0.00035105-0.00029802i,-0.00096857-0.00029335i,-0.00065794+0.00014912i,-0.00039314+0.00018922i,-6.4147e-05+0.00019372i,7.7647e-05+4.3559e-05i,-0.00042581-0.00018662i,-0.00053239+9.0201e-05i,2.3994e-05+0.0001467i,0.00016658-0.00014887i,-6.5506e-05-7.2881e-06i,-0.00014607+0.00041716i
0.0018884+0.0012277i,0.0015376-3.1781e-05i,0.0021593-0.00044932i,0.0019609-0.00087842i,0.0010305-0.00089438i,0.00017902-0.0011419i,-0.00041626-0.0011435i,8.6357e-05-0.00085805i,0.0002167-0.00044952i,-0.00049626-0.00011584i,-9.0732e-05-0.00029048i,0.00053094+0.00032697i,0.00029363+0.00078845i,-0.00035233+0.00028829i,-0.00015816-1.2861e-05i,0.00063639-5.8652e-05i,-0.00021358+0.00037469i,-0.00085498+0.00076573i,0.00019094+0.0010412i,0.00062674+0.00079034i,0.000412+0.00015529i,0.0010322-0.00012832i,0.0017104-0.00058387i
-0.00043322+0.0003392i,-0.00049173+0.0015147i,0.00081561+0.0017983i,0.0014151+0.00014905i,0.00036132-0.0010683i,-0.00039056-0.0011659i,-0.00048086-0.0010606i,0.00026553-0.0002934i,0.000476+0.00061478i,0.00013665-0.0002459i,0.00032775-0.00060964i,0.00024128+0.00011419i,-4.5647e-05+0.00022574i,0.00024169+0.00029821i,0.0001771-0.00041109i,-0.00013552-0.0004986i,-0.00031438+0.00014866i,-0.00086145+0.00027491i,-0.0016049+0.0002479i,-0.0014781+0.00014083i,-0.00046183-2.9236e-05i,0.00022365+5.1299e-05i,0.000495-0.00015635i
-0.0010253+0.002265i,-0.0011248+0.001192i,0.0014655+0.00038554i,0.0022784-0.00036728i,0.0011943-0.0011983i,-0.00015837-0.0019321i,-0.00077605-0.0023746i,-0.0005318-0.0020853i,-0.00078621-0.0010216i,-0.0011106-0.00025398i,-0.00098224+0.00023312i,-6.0288e-05+0.00056984i,-3.6241e-05+0.0010064i,-0.00084701+0.00084343i,-0.00050048+0.00034219i,0.00013502-0.00028498i,-0.00052692-0.00077733i,-0.00035819-0.00047189i,-0.00062189-0.00027377i,-0.00073945+9.5124e-05i,0.0001731-6.0846e-05i,0.00042168-0.00044993i,0.00014181-0.00033277i
0.0023645-0.00073284i,0.0022296-0.0009975i,0.00054628-0.0023359i,-0.00012068-0.0020726i,1.4687e-05-0.0006356i,-0.00033293+0.0002436i,-0.0004034+0.00034277i,-0.00074731-0.00015216i,-0.00095149-0.0011608i,-0.00081229-0.0011671i,-0.00071095-0.00023595i,-1.457e-05+0.00022298i,0.00047633+0.00067999i,0.00023823+0.00043672i,-0.00019148-0.00020066i,-0.00044029-0.00049608i,-0.00011044+0.00032488i,1.5324e-05+0.0004381i,-0.00050196-7.2559e-05i,0.00020647-0.00021978i,0.0010464-0.00061897i,0.00058714-0.00054187i,-1.9496e-05-0.00046481i
-0.0015497+0.00029394i,-0.0016294+0.00071438i,-0.001914+0.00069428i,-0.0014044+0.00023495i,-0.00094535-0.00012641i,-0.00028307-0.00057575i,1.168e-05-0.00076924i,1.2114e-05-0.00032148i,-0.0006745+0.00014269i,-0.0011976+0.00016533i,-0.00061819-0.00079005i,0.00045668-0.0009927i,0.00085213-0.00045377i,0.00062813-7.911e-05i,0.00095685+0.00032191i,0.00020496+0.00022135i,-0.00048758+0.000248i,-0.00039646-0.00012505i,-0.00023893-0.0008378i,-8.9688e-05-0.0010576i,2.6314e-05-0.00087589i,-3.7448e-05-0.00061601i,-0.00066218-0.0003863i
-0.00068844-9.2862e-05i,-0.00085192-0.0004421i,-0.0008142-0.00090176i,-0.0006737-0.0013273i,-0.00087605-0.0012078i,-0.0010032-0.00060264i,-0.00043617-2.0443e-05i,0.00029633-7.837e-05i,0.0001525-0.00026001i,-9.729e-05-0.00017086i,-0.00027156+2.7794e-05i,-0.000625-0.00030888i,-0.00083436-0.00047799i,-0.00061709-0.00049258i,-0.00031219-0.00016125i,-0.00067773+0.00018684i,-0.0010945-0.00044535i,-0.00031572-0.00071775i,0.00040219-0.00012093i,-0.00019335+0.00016346i,-0.0010057+0.00014649i,-0.00073589+0.00049132i,-0.00066747+0.00091976i
0.0010793+0.00023973i,0.00065979+0.00034896i,0.00054865-0.00030413i,0.0016191-0.00096469i,0.0011762-0.001293i,0.00037759-0.0018452i,-0.00034055-0.0012345i,-0.00070689-0.00032906i,-0.00076993-0.00053866i,-0.00081983-0.00068979i,0.00016401-0.00070745i,0.00087413-0.00074216i,0.00036387-0.00041298i,-0.00038476+1.185e-05i,-0.0005165+0.00012718i,-8.9274e-05-0.00010975i,-5.8512e-05+0.00070505i,-0.00038497+0.0010763i,7.7911e-05+0.00029542i,-0.00013307+5.0178e-05i,-0.00081797-0.00013207i,-0.00031247+0.00017123i,0.0003153+0.00042273i
-0.001128+0.00079766i,-0.00062213+0.00093844i,-0.0001365+0.00059024i,5.4405e-05+0.0002754i,-0.00049648-0.00031085i,-0.00037286-0.00049942i,0.00015717-0.00030523i,0.00027454-0.00050121i,0.00026089-0.00062199i,0.00028652-0.00015367i,0.00026112+3.2494e-05i,0.00031743-0.00021161i,0.00037965-0.00040937i,0.00065055-0.0001008i,-0.00011172+9.3311e-05i,-0.00082395-0.00016593i,5.1734e-05-3.5677e-05i,0.00044771+0.00037744i,0.00017368-0.00018589i,0.00017066-0.00037119i,0.0002228+0.00029165i,-0.00053157-0.00013178i,-0.00098473-0.001053i
0.0013035-0.0021026i,0.0015475-0.0020671i,0.0008006-0.0035832i,-0.00022826-0.0040007i,-0.00028262-0.0030926i,-0.00066776-0.0019803i,-0.0012195-0.0010611i,-0.00086344-0.0012369i,-0.0003455-0.0017439i,-0.00045797-0.0018379i,-0.0006439-0.0014943i,-0.00026224-0.00085372i,0.0004475-8.0638e-06i,0.00091606+0.0013884i,0.0010805+0.001066i,0.00043819+0.00024977i,4.4619e-05+0.00014797i,-0.00045017+9.6568e-05i,-0.0008212-0.00037742i,-0.00029799-0.0001675i,0.0011326-0.00010728i,0.0010786-0.00016948i,-0.00043667+3.5355e-05i
0.0027445+0.001272i,0.0025144+0.00049698i,0.0026127-0.00075406i,0.0012806-0.0019121i,-0.00089546-0.0018654i,-0.0018082-0.0003581i,-0.0013275+6.3829e-05i,-0.001112-0.00067684i,-0.0014924-0.00038i,-0.001797-0.00024342i,-0.0014343-0.00015027i,-0.00065873+0.0005826i,0.0001276+0.0010963i,0.00055616+0.00036691i,0.00011846-2.6324e-05i,-0.0001024+0.00080067i,-0.00053584+0.0014956i,-0.00075707+0.00094229i,-0.00057871+0.00097494i,-0.00068855+0.00023441i,-0.00053014-0.00074606i,5.2424e-06-0.00031125i,-2.6466e-05-0.00053205i
0.0017376+0.00072141i,0.0018518+0.00027124i,0.002731-0.0010044i,0.0015727-0.0025522i,0.00048137-0.0032797i,-0.00010663-0.0028538i,-0.00076354-0.0019942i,-0.00087131-0.0011468i,-0.00086766-0.00091107i,-0.00067904-0.00028079i,-0.00025943+0.00014439i,0.00046791+2.8782e-05i,0.00024234+0.00043801i,-0.00055684+0.00090757i,-0.00030467+0.0010403i,-4.9781e-05+0.00094366i,-0.00083283+0.0011913i,-0.00056604+0.00084744i,-0.00027894+0.00022885i,-0.00025385+0.00042222i,-5.0355e-06-0.00015848i,-0.00048362-4.5624e-05i,-0.00029211+0.0001701i
0.0014479+0.0023108i,0.00062529+0.0037004i,0.0023115+0.0020947i,0.0027919-0.00035516i,0.0013044-0.0010445i,0.00084996-0.00083504i,-0.00010938-0.00078271i,-0.0003663-0.0012329i,8.5187e-06-0.00068257i,-0.0002303+9.9515e-05i,-9.1935e-05-0.00025703i,-0.0001786-0.00020035i,-0.00019877+1.847e-05i,0.00017876+0.00035748i,0.00055865-0.00011497i,0.00032697+2.7615e-05i,-0.00034878+0.00091368i,-0.00060328+0.000677i,-0.00085869+0.00094686i,-0.0004375+0.00084746i,0.00036503+0.00033853i,0.00062511-0.0010202i,0.00040553-0.0016309i
-0.00058745+0.0030653i,-0.00072182+0.0028844i,0.00019178+0.0017043i,0.0015987+0.00069592i,0.0017435-0.00039828i,0.00090779-0.00065396i,0.00028527-0.00042142i,0.00034179-0.00094948i,0.0008649-0.0011275i,0.00035354-0.0010801i,-0.00051298-0.0007535i,-0.00026678-9.1148e-05i,-8.9588e-05+0.00012341i,-0.0010228+0.00030397i,-0.0010725+0.00032051i,-0.00029663+0.00059129i,0.00014808+0.0006768i,0.00015685+0.00092998i,-0.00061406+0.0017532i,-0.00088592+0.00094128i,0.0002963+0.00035278i,0.0010763+0.00017662i,0.00011967-0.00027364i
4.3404e-05+0.0022806i,-0.0002906+0.0022112i,0.0012549+0.0013974i,0.0023923+0.00087699i,0.0018281-0.00026483i,-1.3119e-05-0.00019043i,-0.00088123+0.0014239i,-0.00020853+0.0013949i,0.00010344+0.0004258i,-0.00041304-0.00010748i,-0.0008914-0.0005359i,-0.0004414-0.001076i,0.00015257-0.0010597i,0.00020588-8.6184e-05i,-0.00022107-0.00028335i,-0.00020674-0.00037858i,0.0003484+0.00037917i,0.0008663+0.00074702i,0.00081115+0.0017044i,0.00046688+0.0015158i,0.0011176+0.00023511i,0.0012356-0.00068103i,0.00067524-0.0015745i
0.0010585+0.00054218i,0.0018132-0.0019217i,0.00058403-7.4513e-05i,0.00018413-0.0005359i,0.00020636-0.0024918i,-0.00049059-0.0023266i,-0.0001849-0.0013807i,-8.8956e-05-0.00066023i,-0.0013637-0.00070393i,-0.0017506-0.0008055i,-0.00115-0.00028297i,-0.00025865-8.4043e-05i,0.00052236+0.00073912i,0.00054331+0.00077824i,0.00049557+0.0002347i,0.0003726-7.2048e-05i,-0.00021628+4.6159e-05i,-0.00024936+0.00037888i,0.0007326+0.00029491i,0.00056402-0.00034788i,-0.00047207-0.00058493i,0.00039409-0.00052117i,0.00070231-0.00013491i
6.383e-05+0.0015791i,0.0011348+0.00085457i,0.0015995+0.0009018i,0.0016903-0.00023703i,0.0014563-0.0016623i,0.00020957-0.001542i,-0.00035704-0.00026507i,-0.00058151+0.00033625i,-0.00080501-0.00050931i,-0.00015751-0.0001116i,0.00067191+0.00051506i,0.00094752-0.00014313i,7.5566e-05-0.0003658i,-0.00084005+0.00040104i,-0.00091879+0.0012242i,-0.00080049+0.00069868i,0.00040389+0.0001437i,0.00070246+0.00014505i,0.00087138-0.00082911i,0.00095038-0.00082746i,0.00017693+0.00049544i,-0.00047108+0.00092705i,-0.00070045+0.0007003i
0.00087528-0.0015087i,0.00080195-0.0015739i,6.5e-05-0.0019782i,-0.001147-0.0017469i,-0.0014892-0.0012705i,-0.0013163-0.00052186i,-0.00057392-0.00011356i,0.00029412-0.00026195i,1.823e-05-0.0010679i,-2.1415e-05-0.0010022i,0.00021303+7.378e-05i,0.0001867+0.00057251i,0.00032638+0.00053616i,0.00091601+0.00029878i,0.0012462-0.00026604i,0.00088978+0.00018394i,0.0002326+0.0005188i,-0.00029052-0.00022095i,-2.3376e-05+5.3817e-07i,0.00055489+0.0012586i,0.0004554+0.0011155i,0.00070158+0.00019429i,0.00023524-0.0003456i
-0.0012722-0.00010423i,-0.0013723-0.00085322i,-0.0013736-0.00079765i,-0.00034908-0.00011612i,-0.00070312+0.00014382i,-0.0013907+0.00033342i,-0.00081704+0.00025332i,-0.00078141-0.00068472i,-0.00068603-0.00042139i,-0.0007092+0.0003724i,-0.00055364+0.00029507i,1.7149e-07-0.00042865i,0.00028083-0.0014216i,0.00033841-0.001672i,-3.5701e-05-0.0009592i,-0.00027517-0.000129i,-0.00064003+0.00034316i,-0.00081842+0.00027486i,-0.00056763-5.8436e-05i,-8.37e-05+0.00090994i,-0.00019665+0.0013598i,-0.00045575+0.00010745i,-0.00034899-0.00031743i
-0.00016219-0.001746i,-0.00051604-0.0021121i,-0.0012456-0.0021918i,-0.0022089-0.0012948i,-0.0021815-0.00086083i,-0.0013361-6.2803e-05i,-0.00096139-0.00046838i,-0.0013192-0.00047072i,-0.001329+0.00064157i,-0.00064366+0.00091611i,-0.00030414+0.00066226i,0.00038548+0.00027236i,0.0010101-0.00020606i,0.00063378-0.00072166i,0.00030667-0.00050493i,7.8009e-05-0.00032546i,0.00027216-0.00057727i,1.1806e-05-0.00061989i,-0.00012903-0.00011553i,-0.00016737+0.00015211i,-0.00045298-0.00050933i,0.00022997-0.00056737i,0.001038-0.00017325i
-0.00099017-0.00096005i,0.0010675-0.0010304i,0.00045094-0.00057792i,-0.00063024-0.0012026i,-0.0004376-0.002114i,-0.00043785-0.0018407i,-4.9172e-05-0.0012333i,0.00036968-0.001055i,0.00030014-0.0011635i,0.00014617-0.00087715i,0.00043136-0.00070019i,0.00071115-0.00064819i,0.00059325-0.00020069i,0.00012209-0.00032897i,-0.00019147-5.4522e-05i,0.00028578+0.00035335i,0.00035637+0.00024683i,-0.00048037+0.00042378i,-0.00078839+0.00037507i,-0.00032578-7.7043e-05i,-0.0002904+2.7411e-05i,-0.00046192+6.6517e-06i,-0.00060997-0.00048152i
5.3526e-05+0.0011897i,-0.00015492+0.00034161i,-0.00033885-0.00015289i,-0.00051036-0.0001824i,-0.00044736-5.7909e-05i,-0.00019945-4.9824e-05i,-0.00012656+0.00011298i,-4.0731e-05-4.6852e-06i,-0.00036146+0.00016875i,-0.00062596+0.00031541i,-0.00090788+0.00039324i,-0.0007733+1.4059e-05i,2.1476e-06-0.0009191i,0.00021857-0.0010628i,-1.6531e-05-0.0001158i,-0.00033621+0.00054917i,-0.00016105+0.000504i,8.8834e-05-7.3389e-06i,0.0002532+3.2567e-05i,0.0003431+0.00021447i,0.00063227+4.3659e-05i,0.0010662-0.00020927i,0.00064863-0.0003974i
0.00063894-0.0010386i,0.00088785-0.001147i,0.0013278-0.0024795i,-4.1356e-06-0.0032331i,-0.0005832-0.0024845i,-0.0001612-0.0017757i,-0.00011642-0.0015676i,0.00027386-0.0016438i,8.9645e-05-0.0017707i,-0.00044323-0.00079042i,-0.00014364-0.00015507i,0.00060294+0.00026972i,0.00030567+0.00084049i,-9.8936e-05+0.00085857i,-5.9772e-05+0.00054118i,-0.00035994+0.00021366i,-0.00056374+0.00025685i,-0.00043109+0.00036064i,-0.00021734-0.00057862i,0.00072236-0.00074386i,0.0010896-0.00017721i,0.00057307-1.8101e-05i,0.00016921-0.00031718i
0.0013314-0.00045279i,0.00078308-0.00072107i,-0.00052862-0.00048508i,-0.00045994-0.0013247i,-0.00012401-0.002098i,-0.0001831-0.0017814i,1.6582e-05-0.0011067i,-0.00037284-0.0012405i,-0.001343-0.0013524i,-0.0013412-0.00089534i,-0.00061269+0.0001572i,-0.00040446-3.237e-05i,-4.7876e-05-0.0010096i,5.5553e-05-0.00057024i,0.00014295-0.0001704i,0.00054225+0.00011616i,0.00057377-0.00031i,0.00058-0.00088977i,0.00022488-0.00039139i,-1.4296e-05-0.00012338i,0.00050865-0.00044383i,0.00088606-0.00078865i,0.00027545-0.00091076i
0.0008016-0.00042557i,0.0012588-0.0004307i,0.00042221-0.00071126i,-0.00019154-0.00076678i,-0.00054378-0.00092292i,-0.00011703-0.0013013i,0.00072489-0.00085969i,0.0012125-7.5158e-05i,0.0010374-0.00020691i,3.5077e-05-0.00079143i,-0.00023255-0.00071158i,0.00058468+0.00054922i,0.0013598+0.0014698i,0.0018352+0.00061869i,0.0013171+0.00010062i,4.823e-05-0.00016075i,-0.00079094-0.00098271i,-0.0008129-0.00090701i,-1.6724e-05-0.00059843i,8.7722e-05-0.00064659i,0.00020916-0.0012178i,0.00090047-0.0012303i,0.00065544-0.00054789i
3.2222e-05-9.447e-05i,0.00020958+2.5486e-06i,0.00085654-0.00043597i,0.00081912-0.0023612i,-0.0002826-0.0023454i,-0.00094229-0.00073705i,-0.0011539-0.00080662i,-0.0012285-0.00094615i,-0.0009888-0.00025594i,-0.0007337+4.2654e-05i,3.9837e-05+0.00028199i,0.00067838+0.00016558i,0.00049407-0.00036579i,0.00022701-0.00031438i,0.00055749+0.00045759i,0.00063943+0.00036294i,-8.2484e-05-0.00098074i,0.00011286-0.0010265i,0.000511+6.9482e-05i,0.00080653+0.00046553i,-3.8185e-05+0.00044825i,-0.00084572+0.00048922i,-0.00016957+0.00010588i
0.0022938-0.0012096i,0.0012742-0.0013446i,0.0010034-0.0019414i,0.0014945-0.0019636i,0.0005195-0.0015952i,-9.815e-05-0.0015748i,0.0003087-0.0017125i,0.00065861-0.0017414i,0.00036962-0.00092214i,0.00016565-0.00026628i,0.00032118-7.4478e-05i,4.7126e-07+0.00022749i,-0.00035362+0.00068612i,0.00022448+0.00064759i,0.00089013+0.00050331i,0.00048026+0.00014899i,-2.0103e-05-0.0010546i,-0.00046127-0.0009866i,-9.1373e-06-0.00028918i,0.00083071-0.00041074i,0.00059106-0.00065118i,-0.00032684-0.00074652i,-0.00061051-0.00086853i
-0.001829-0.00027873i,-0.0014409+0.00037405i,-0.00092196+0.00026347i,-0.00041739+0.0005725i,-0.00073399+0.00022455i,-0.00094952-0.00068652i,-6.1923e-05-0.00032638i,0.00043825-5.4449e-05i,4.5225e-05-0.00025659i,-0.00033279+0.00041603i,9.9326e-05+0.0012223i,0.0008155+0.0012108i,0.00079169+0.00053362i,0.00076529-5.1166e-05i,0.00048408+0.00011022i,0.00020619-0.00035732i,0.00011915-0.00081959i,-0.00022285+2.7988e-05i,-0.00080363+0.00023402i,-0.0003801-0.00043697i,-1.9514e-05+3.6186e-05i,-0.00024166+0.00017133i,-0.00015541-8.244e-05i
0.00073938+0.00024108i,-0.00019567-0.00010257i,-0.00049564-0.00055897i,0.0006331-0.00095507i,0.001231-0.0012029i,0.00030384-0.0017758i,-0.00057654-0.0014681i,-0.00024306-0.0014364i,-0.00012799-0.0010065i,8.8779e-05+7.9936e-05i,0.00073274+0.00037264i,0.00057963+0.00012343i,-0.00019414+0.0001945i,-0.00023733+0.00034403i,-0.00011995+0.00016923i,-0.00041574-0.00053258i,-0.00016121-0.00049886i,-2.3473e-05-7.2001e-05i,-0.0010335+0.00025791i,-0.0010549+0.00017056i,-0.00037057+9.5562e-05i,-0.00044236+0.00085574i,-0.00064213+0.00099575i
0.0016345-0.00017999i,0.0016274-0.00053702i,0.00063134-0.0020387i,-0.00074409-0.0023308i,-0.0020069-0.00059788i,-0.0023947+4.9179e-05i,-0.0022812-0.00061434i,-0.0016105-0.00091071i,-0.00095179-0.00080241i,-0.00049167-0.00058801i,1.9195e-06-0.00030875i,0.00058741+0.00017003i,0.00067758+0.00094839i,0.0006861+0.00080466i,0.0010444+0.00030971i,0.00082737+0.00077677i,0.0007052+0.00039285i,0.00059494-0.00026226i,0.00098663-0.00039641i,0.00071853-0.00020824i,0.00043997-0.00035247i,0.00087452-0.00072815i,0.00079123-0.00056244i
0.00020181+0.00075141i,0.0005712+0.0014957i,0.001518+0.0013454i,0.0020096-4.5738e-05i,0.0022421-0.00088462i,0.001532-0.00052985i,0.00043101-1.6595e-07i,0.00021541-0.00036543i,0.00054658-0.00073733i,0.00045932-0.00044387i,0.00014261-0.00025087i,0.0002092-0.00036856i,-0.00013025-0.00025746i,0.00036043-5.9497e-05i,0.001218+0.00043011i,-5.738e-05+0.00067506i,-0.00078859+8.959e-05i,-0.00049069+0.00028659i,6.7483e-05+0.00024188i,0.00017672-0.00021127i,-0.00043694+0.00020801i,-0.0004121+0.00016393i,0.00048152-0.00026385i
-0.0016257+0.00086954i,-0.00030743+9.7112e-05i,0.00030407+0.0011478i,0.00070925+0.00089605i,0.00090924-0.00022355i,0.00058276-0.00063219i,-0.00060241-0.00020181i,-0.0004905-0.00034084i,0.00012251-0.00066108i,0.00046852-0.0010637i,0.00011297-0.0013626i,-0.00034313-0.0011578i,-0.00061096-0.0010122i,-0.00036694-0.00074415i,0.00013128+0.00021004i,-0.00013272-3.133e-06i,-0.00069261-0.00056482i,-0.0010692+0.00017657i,-0.00045331+0.00094849i,-6.2854e-05+0.00078697i,7.9161e-05+0.00078478i,0.00034891+0.00058599i,0.00032932+0.00039191i
