-0.00042956+0.00046992i,-0.0015747+0.00076232i,-0.0024929+0.00078363i,-0.0027779+0.00023841i,-0.0022118-0.00066242i,-0.0012885-0.00035358i,-0.0018771+0.00083395i,-0.0018283+0.0015744i,-0.00029611+0.00060167i,0.0011424-0.00045215i,0.0016706-0.00048532i,0.00068325-0.00086958i,0.00013263-0.00087204i,4.3657e-05-0.00044146i,0.00070135+9.8973e-05i,0.00040412+0.00038181i,-0.00094863+0.00031321i,-0.0015424+0.00014219i,-0.0009847+9.5848e-05i,-0.00035708-0.00013412i,-0.00012195-0.00028684i,2.8177e-05+3.819e-05i,-3.4135e-05-0.00012623i
0.39987-0.37623i,0.49968-0.37133i,0.41976-0.23158i,0.29371-0.13534i,0.20789-0.14159i,0.1181-0.16373i,0.04233-0.11645i,0.025568-0.044272i,0.031225-0.016386i,0.016902-0.010941i,-0.00066296-0.0048706i,-0.0047779-0.0057074i,-0.0024702-0.010536i,-0.0034869-0.016071i,-0.011085-0.017601i,-0.023414-0.0090567i,-0.037599+0.0048278i,-0.04542+0.015853i,-0.036875+0.020361i,-0.019726+0.013342i,-0.010055+0.0016854i,-0.0042911-0.0015112i,0.0020968-0.0019602i
0.049979+0.60523i,0.013095+0.68976i,-0.020214+0.49828i,-0.040466+0.23722i,-0.081914+0.070226i,-0.12136+0.0073785i,-0.10931+0.017613i,-0.046305+0.034725i,0.0030159+0.023074i,0.01286+0.010422i,0.0089405+0.0066305i,-0.0027027+0.002882i,-0.017799+0.0024879i,-0.019826+0.0085103i,-0.004942+0.020265i,0.022293+0.030139i,0.049506+0.029479i,0.057978+0.019037i,0.040686+0.0098657i,0.01605+0.013288i,0.003892+0.020336i,-0.0025775+0.01825i,-0.010633+0.011957i
-0.54183-0.3405i,-0.60982-0.41214i,-0.45759-0.30224i,-0.29104-0.1376i,-0.20277-0.0068471i,-0.11421+0.088828i,-0.020085+0.090855i,0.0076083+0.024967i,-0.0097005-0.0087877i,-0.0088001-0.0061966i,0.0067301-0.0010418i,0.020109-0.0019524i,0.027569-0.0069519i,0.02367-0.0086119i,0.011713-0.016019i,-0.0049638-0.033888i,-0.023233-0.048931i,-0.0314-0.051378i,-0.023197-0.042614i,-0.0095758-0.032089i,-0.0017003-0.025641i,0.0036289-0.020293i,0.0080806-0.01112i
0.63994-0.22917i,0.72212-0.25839i,0.4905-0.19092i,0.23543-0.078124i,0.16781+0.0093397i,0.18416+0.018046i,0.15449-0.019234i,0.082403-0.038695i,0.025313-0.02493i,0.0032128-0.010872i,-0.002381-0.0090805i,-0.0033038-0.004283i,-0.0016604-0.003088i,-0.0066292-0.011339i,-0.019892-0.011724i,-0.029803+0.0078064i,-0.026148+0.036384i,-0.012579+0.053098i,-4.6356e-05+0.04861i,0.0043505+0.033645i,0.0049451+0.022875i,0.0090157+0.016633i,0.010582+0.0067001i
-0.21459+0.67727i,-0.2188+0.76941i,-0.090573+0.54072i,0.039336+0.24884i,0.079349+0.063821i,0.054978-0.059058i,-0.0092508-0.10492i,-0.048109-0.054541i,-0.031264-0.0047197i,-0.015911+0.0013605i,-0.020478+0.0017158i,-0.026191+0.013132i,-0.021552+0.031711i,0.0010162+0.040058i,0.030512+0.024229i,0.049319-0.010221i,0.049595-0.045957i,0.034494-0.062225i,0.012899-0.051945i,-0.00068245-0.028914i,-0.0030646-0.010941i,-0.0074699-0.0025703i,-0.011036+0.0019667i
-0.40225-0.61844i,-0.46685-0.6633i,-0.31851-0.41245i,-0.121-0.17948i,-0.070084-0.12674i,-0.1405-0.092939i,-0.15293-0.015491i,-0.07389+0.020318i,-0.0059165+0.0072128i,0.012664-0.0022437i,0.013656-0.0032032i,0.014838-0.015119i,0.0096628-0.031109i,-0.0045168-0.030026i,-0.022941-0.011085i,-0.039336+0.011743i,-0.051596+0.026752i,-0.055778+0.030811i,-0.04288+0.022929i,-0.023374+0.0037635i,-0.012095-0.015621i,-0.0041395-0.023564i,0.0031622-0.020039i
0.7571+0.043043i,0.82491-0.0016455i,0.50968-0.064693i,0.16036-0.052411i,0.020676+0.021525i,0.0029538+0.088953i,0.016204+0.11975i,0.036195+0.088665i,0.031998+0.032963i,0.015715+0.0092494i,0.010421+0.011011i,0.011454+0.016408i,0.00608+0.014753i,-0.0053317+0.010634i,-0.0055474+0.016664i,0.013513+0.029893i,0.041981+0.039916i,0.060048+0.037475i,0.052211+0.0286i,0.031259+0.027334i,0.018701+0.0314i,0.014452+0.029952i,0.0061533+0.022943i
-0.52765+0.5647i,-0.53964+0.64355i,-0.33856+0.41971i,-0.17985+0.16165i,-0.088629+0.097486i,0.052638+0.10719i,0.13082+0.046889i,0.077361-0.012499i,0.0070108-0.017952i,-0.01942-0.0096778i,-0.021325-0.0020503i,-0.010847+0.0085171i,0.0086252+0.017979i,0.029743+0.012543i,0.034123-0.018993i,0.011542-0.059418i,-0.023379-0.082435i,-0.041485-0.07634i,-0.036833-0.052423i,-0.026885-0.03017i,-0.020425-0.015807i,-0.016359-0.007889i,-0.0074152-0.0054659i
-0.11541-0.7693i,-0.18988-0.80855i,-0.15742-0.47749i,-0.033105-0.16935i,0.039708-0.11067i,0.029752-0.144i,0.017342-0.13936i,0.0082939-0.099192i,0.0040535-0.051296i,0.0099265-0.021898i,0.006498-0.014747i,-0.002721-0.018083i,-0.010358-0.021346i,-0.016091-0.016088i,-0.016946+0.0048728i,-0.0075363+0.036454i,0.0092422+0.058137i,0.017605+0.058457i,0.017304+0.041543i,0.016005+0.017079i,0.011372-0.0040902i,0.0075604-0.015229i,0.005308-0.017353i
0.68156+0.40125i,0.77988+0.36637i,0.55144+0.20519i,0.28729+0.11422i,0.15533+0.064038i,0.024218-0.022029i,-0.086872-0.036348i,-0.070169+0.0069371i,-0.017383+0.016773i,-0.0021366+0.015465i,0.006192+0.020851i,0.0055612+0.025541i,-0.0019836+0.032897i,-8.702e-05+0.030513i,0.012994+0.013895i,0.029965-0.011147i,0.041641-0.036668i,0.03992-0.05224i,0.024217-0.046727i,0.013009-0.019734i,0.01541+0.0071071i,0.015931+0.022134i,0.0087212+0.027995i
-0.721+0.26898i,-0.72442+0.36282i,-0.40966+0.26194i,-0.14992+0.082459i,-0.082599+0.037728i,-0.042301+0.099677i,-0.00097295+0.10547i,0.0031266+0.056778i,0.00043572+0.021006i,0.0010983+0.0026612i,0.0013143-0.0081282i,0.0057779-0.017469i,0.0080915-0.02809i,-0.0034431-0.030183i,-0.026807-0.020934i,-0.053943-0.0081379i,-0.079189+0.0053022i,-0.086124+0.017563i,-0.067166+0.018034i,-0.043547+0.0060231i,-0.029768-0.0058247i,-0.018792-0.014231i,-0.0074638-0.020572i
0.24193-0.71918i,0.14011-0.79269i,-0.027479-0.52669i,-0.082563-0.24793i,-0.038518-0.13843i,0.012828-0.074557i,0.048933-0.022941i,0.042326-0.013711i,0.021099-0.0090908i,0.018074-0.010831i,0.0086419-0.017218i,-0.00046862-0.0094467i,0.00083141-0.00064289i,0.0030576+0.007628i,0.01217+0.018724i,0.031743+0.028005i,0.052891+0.0301i,0.058979+0.025951i,0.046076+0.018705i,0.027724+0.0072213i,0.013731-0.0030468i,0.005619-0.0074092i,-8.1678e-05-0.0049643i
0.37182+0.63882i,0.47062+0.60021i,0.31717+0.32954i,0.088633+0.1425i,0.0089988+0.076669i,0.020607-0.007634i,0.0010367-0.055393i,-0.015861-0.030355i,-0.01075-0.0044014i,-0.013994+0.0088174i,-0.016965+0.023799i,-0.0096655+0.0324i,0.0033368+0.035837i,0.020735+0.024257i,0.025086-0.011655i,0.0041931-0.048586i,-0.019637-0.063621i,-0.028089-0.059575i,-0.027543-0.038804i,-0.02039-0.0092439i,-0.0097487+0.013025i,-0.0016894+0.025284i,0.0059053+0.025471i
-0.68842-0.099931i,-0.69285+0.027786i,-0.34851+0.12774i,-0.043451+0.10496i,0.0020706+0.064077i,-0.04175+0.06157i,-0.034858+0.050518i,0.0017026+0.024317i,0.021107-0.0093387i,0.011126-0.025821i,-0.00010388-0.020154i,-0.0091158-0.021406i,-0.026126-0.027686i,-0.036935-0.019071i,-0.030886+0.0094806i,-0.0093401+0.042593i,0.011228+0.061201i,0.020591+0.062428i,0.024668+0.046867i,0.019999+0.023545i,0.0084144+0.0044444i,-0.0002319-0.010701i,-0.0043069-0.017111i
0.49788-0.42848i,0.42653-0.51632i,0.21915-0.32836i,0.15375-0.092225i,0.1696-0.010363i,0.11011+0.010519i,0.05176+0.040058i,0.03384+0.027617i,0.012644+0.005869i,0.0056272+0.0038406i,0.015839-0.00020414i,0.019528-0.00046804i,0.017442+0.0049749i,0.01128+0.0037149i,0.0070257-0.0012838i,0.013094-0.0094272i,0.021867-0.024784i,0.02088-0.036399i,0.012806-0.033859i,0.0088048-0.02115i,0.011002-0.0093811i,0.01371-0.0024716i,0.012629+0.0035562i
-0.013698+0.64898i,0.0947+0.61783i,0.077385+0.29929i,-0.04337+0.046828i,-0.035245-0.011193i,0.076017-0.050292i,0.089685-0.097733i,0.027059-0.07747i,-0.0061904-0.021337i,-0.0041226+0.014735i,0.0028069+0.021406i,0.0064313+0.014114i,0.0097429+0.0062171i,0.0055901-0.0010413i,-0.012818-0.011263i,-0.041007-0.020446i,-0.066548-0.019092i,-0.071091-0.011997i,-0.056149-0.0056313i,-0.037045+0.00092156i,-0.019874+0.0063568i,-0.0046676+0.0071565i,0.0035121-0.0035315i
-0.43435-0.39546i,-0.50912-0.28305i,-0.34291-0.097722i,-0.17886-0.062794i,-0.16662-0.10681i,-0.17239-0.09487i,-0.12308-0.061362i,-0.069821-0.029358i,-0.022935-0.0091804i,0.00029886-0.018891i,-0.0070847-0.021597i,-0.012714-0.0051946i,-0.010845+0.0057082i,-0.0033434+0.011361i,0.016869+0.018413i,0.041722+0.020928i,0.059421+0.019106i,0.060328+0.017813i,0.045959+0.012094i,0.027456+0.00097119i,0.0076534-0.0080555i,-0.011421-0.008505i,-0.020123+0.0011653i
0.56705-0.046275i,0.54044-0.16089i,0.33345-0.12258i,0.20246+0.015203i,0.13127+0.069421i,0.0061421+0.074869i,-0.061397+0.10683i,-0.025235+0.096405i,0.0061095+0.043772i,0.0064376+0.011247i,0.0041271+0.00090906i,0.0027805-0.00061261i,0.0043827+0.0055129i,0.008047+0.0074198i,0.0038336+0.0002651i,-0.0089645-0.00478i,-0.01507-0.0054906i,-0.014131-0.0083873i,-0.014763-0.0071967i,-0.011948+0.0014513i,-0.0021437+0.010208i,0.010502+0.016049i,0.018616+0.015798i
-0.30315+0.39423i,-0.16536+0.43191i,0.00058353+0.2487i,0.047819+0.094662i,0.073969+0.096903i,0.13706+0.10589i,0.15183+0.050472i,0.10673-0.0084746i,0.053431-0.032777i,0.016964-0.021701i,0.0023567-0.0099026i,-0.0088977-0.015482i,-0.023622-0.018906i,-0.030746-0.011674i,-0.025888-0.0013029i,-0.014504+0.0031839i,-0.011544+0.00041131i,-0.014933+0.00055372i,-0.012594+0.0041529i,-0.005582+0.0052196i,0.0020473+0.00040407i,0.0088868-0.012613i,0.008406-0.025718i
-0.081668-0.45104i,-0.21955-0.38652i,-0.22584-0.18374i,-0.1306-0.076957i,-0.051783-0.069808i,0.0077359-0.067993i,0.033375-0.063179i,0.016494-0.036047i,0.0043361-0.0060825i,-0.00551-0.0061158i,-0.013766+1.1454e-05i,0.00012943+0.017112i,0.018457+0.019853i,0.024441+0.0094692i,0.021017+3.8422e-05i,0.015104-0.0018668i,0.014536-0.0020156i,0.015816-0.0033827i,0.013521-0.0045868i,0.007618-0.0059639i,-0.001117-0.003593i,-0.0080974+0.0064929i,-0.0072389+0.020002i
0.32518+0.24036i,0.33798+0.11832i,0.16197+0.029449i,0.01847+0.042116i,0.0040295-0.0012413i,-0.014958-0.09436i,-0.062653-0.10186i,-0.064872-0.051575i,-0.032832-0.0085216i,-0.0027615+0.019091i,0.011577+0.023068i,0.012357+0.014805i,0.011984+0.0083987i,0.010014+0.0014818i,0.002926-0.0034716i,-0.0032225-0.0034807i,-0.0052226-0.00026988i,-0.0052157+0.00017442i,-0.0059303-0.0015862i,-0.0050476+0.00052507i,0.0017819+0.0042161i,0.0085903+0.0038653i,0.009085-0.0045106i
-0.34468+0.050215i,-0.23371+0.1576i,-0.016727+0.11592i,0.07012-0.00056187i,0.0073875-0.015034i,-0.058405+0.0423i,-0.054977+0.064554i,-0.022774+0.033658i,-0.014988-0.0099524i,-0.017941-0.021835i,-0.010395-0.014563i,-0.010193-0.0063561i,-0.016672+0.0040906i,-0.013203+0.0062782i,-0.0022772-0.0062332i,0.002154-0.028169i,-0.0029656-0.039675i,-0.0047657-0.0296i,0.003448-0.012529i,0.010617-0.0073161i,0.0064549-0.014131i,-0.0033289-0.018717i,-0.0088108-0.014785i
0.18412-0.2495i,0.06437-0.27301i,0.0015125-0.17837i,0.052696-0.10415i,0.080816-0.057934i,0.08068+0.031024i,0.10488+0.08115i,0.099132+0.050342i,0.058151+0.020006i,0.028695+0.0086154i,0.013556-0.0029581i,0.012096-0.0090105i,0.015089-0.011918i,0.007033-0.0066339i,-0.0038208+0.016043i,-0.0028579+0.046966i,0.0081277+0.05864i,0.0096284+0.036932i,-0.0071578+0.0089523i,-0.023364+0.0056562i,-0.017215+0.020475i,0.0053435+0.028309i,0.02215+0.022539i
0.0177+0.27081i,0.075463+0.17845i,-0.020296+0.063083i,-0.15345+0.073165i,-0.11871+0.080513i,-0.0099441-0.039959i,-0.0013922-0.1446i,-0.038981-0.10843i,-0.021124-0.031037i,0.01348-0.0054188i,0.01247-0.0051465i,-0.0061866-0.0049157i,-0.019013-0.0029936i,-0.016579+0.0021364i,-0.0019606-0.0037389i,0.010292-0.026179i,0.0051335-0.044345i,-0.010991-0.039709i,-0.019445-0.02215i,-0.014561-0.012542i,-0.006887-0.01755i,-0.009061-0.027808i,-0.021532-0.031044i
-0.16289-0.15842i,-0.16868-0.0046512i,-0.086568+0.13028i,-0.023156+0.16197i,-0.026609+0.14312i,-0.068463+0.105i,-0.10317+0.081444i,-0.069347+0.071358i,-0.02577+0.03198i,-0.034164-0.0034092i,-0.031429+0.0043838i,-0.00029779+0.020974i,0.022147+0.023289i,0.02441+0.0072004i,0.0026584-0.012442i,-0.032525-0.0096073i,-0.047365+0.0083787i,-0.02467+0.023359i,0.013103+0.028906i,0.031802+0.022866i,0.022096+0.015755i,0.0037665+0.022712i,0.0011788+0.038687i
0.20813+0.021504i,0.1537-0.062847i,0.13895-0.080486i,0.2238-0.07961i,0.24317-0.10124i,0.15546-0.045336i,0.10066+0.045656i,0.088896+0.04584i,0.063929+0.0075i,0.040826+0.0045446i,0.02141+0.0040006i,0.0034791-0.0049902i,-0.0017279-0.0055362i,0.002207+0.0075104i,0.019549+0.030936i,0.056483+0.046173i,0.085135+0.038695i,0.071375+0.01445i,0.028376-0.0010751i,0.0021654+0.0073449i,0.0097539+0.018207i,0.026701+0.010996i,0.032941-0.011494i
-0.15981+0.071802i,-0.032329+0.032348i,0.037298-0.094922i,-0.0053638-0.19381i,-0.030212-0.17208i,0.0080974-0.10384i,0.047115-0.075905i,0.038461-0.06184i,0.0074074-0.03156i,-0.0025068-0.012373i,-0.0074056-0.0063682i,-0.02356+0.0033529i,-0.033802+0.0093118i,-0.023651+0.0027735i,-0.0060027-0.027084i,-0.011289-0.073715i,-0.038405-0.095833i,-0.048952-0.07692i,-0.031693-0.050996i,-0.019502-0.045858i,-0.027875-0.045133i,-0.038084-0.032568i,-0.038351-0.017133i
0.068755-0.13421i,-0.039055-0.048492i,-0.13363+0.041262i,-0.17792+0.072964i,-0.15863+0.073085i,-0.058857+0.040245i,0.015554-0.01816i,0.015244-0.045653i,-0.003902-0.02951i,-0.017402-0.0053999i,-0.0036722+0.011179i,0.029419+0.014601i,0.045093+0.0032596i,0.028115-0.010293i,-0.0086296+0.0047799i,-0.027754+0.053278i,-0.016736+0.08086i,-0.0029537+0.056848i,-0.0032429+0.018289i,-0.0066533+0.0056944i,0.0040089+0.019748i,0.029829+0.032016i,0.049595+0.028323i
0.015449+0.17154i,-0.00018046+0.10032i,-0.029592+0.12156i,-0.01723+0.22945i,0.01335+0.20481i,-0.033686+0.043246i,-0.11425-0.052168i,-0.10747-0.042458i,-0.026199-0.029514i,0.028747-0.032668i,0.026121-0.031965i,0.0010036-0.028932i,-0.019578-0.016805i,-0.019934+0.0043297i,0.0049627+0.0081972i,0.033519-0.019953i,0.034308-0.04348i,0.0098387-0.030296i,-0.014965+0.0010107i,-0.020472+0.019611i,-0.006352+0.0070705i,-0.0045348-0.026117i,-0.024552-0.045535i
-0.081041-0.14834i,0.022315-0.075867i,0.13905-0.042944i,0.1935-0.059364i,0.16849-0.01642i,0.1006+0.087867i,0.051619+0.15636i,0.031731+0.14127i,0.0082318+0.092553i,-0.013916+0.058248i,-0.0157+0.040256i,-0.0025142+0.035199i,0.013103+0.032588i,0.018428+0.013012i,-0.001714-0.020286i,-0.047191-0.033759i,-0.070818-0.017255i,-0.045517+0.0031356i,-0.0032183+0.012827i,0.017745+0.01228i,0.0042384+0.0094117i,-0.01885+0.023377i,-0.018777+0.046643i
0.15594+0.070053i,0.071871+0.035112i,0.023528-0.055329i,0.03921-0.17949i,0.059225-0.23744i,0.096027-0.19235i,0.12741-0.13161i,0.091268-0.093954i,0.028676-0.065558i,0.0062987-0.044232i,0.0068617-0.028345i,0.0045286-0.01699i,0.0027587-0.010561i,0.00031193+0.0053594i,0.0088228+0.0452i,0.044417+0.08077i,0.075112+0.070813i,0.064505+0.029903i,0.032619+0.00099175i,0.016846-0.00084758i,0.027433+0.0054071i,0.047116-0.0023252i,0.049054-0.017864i
-0.16905+0.040188i,-0.12289-0.023391i,-0.11526-0.04329i,-0.1673+0.013704i,-0.18976+0.043016i,-0.19731-0.006399i,-0.19033-0.046164i,-0.11559-0.034189i,-0.030351-0.028208i,-0.014236-0.041924i,-0.036544-0.033387i,-0.044728-0.011562i,-0.04101-0.0001782i,-0.025945+0.0017501i,0.0011656-0.019772i,0.0096751-0.057648i,-0.0059325-0.070879i,-0.017358-0.052487i,-0.018507-0.036125i,-0.023289-0.033628i,-0.037888-0.029776i,-0.049634-0.021828i,-0.046296-0.016466i
0.11397-0.14171i,0.099093-0.028822i,0.072402+0.10058i,0.088906+0.17612i,0.13376+0.20261i,0.15513+0.1956i,0.13505+0.17512i,0.10779+0.13991i,0.08148+0.11041i,0.047648+0.09953i,0.030818+0.07773i,0.031186+0.045551i,0.03533+0.022159i,0.028759-0.0066601i,-0.0037019-0.028744i,-0.033823-0.015253i,-0.032123+0.002831i,-0.018013-0.0041817i,-0.010361-0.0093851i,-0.0030862+0.0017649i,0.010683+0.019905i,0.03407+0.036562i,0.058858+0.034728i
0.0092239+0.19957i,-0.02971+0.13192i,-0.014897+0.046423i,0.043289-0.014592i,0.069611-0.085068i,0.054958-0.12757i,0.036755-0.13074i,0.0058958-0.12245i,-0.022042-0.10185i,-0.010147-0.071974i,0.0076681-0.047591i,0.000794-0.027817i,-0.010824-0.0077264i,-0.010217+0.017712i,0.0029355+0.039502i,0.019557+0.037261i,0.019392+0.022572i,0.0027384+0.018441i,-0.010625+0.021555i,-0.011339+0.016557i,-0.0040386-0.0043317i,-0.0089889-0.03233i,-0.029466-0.03725i
-0.13448-0.15922i,-0.062835-0.1518i,-0.028718-0.11925i,-0.083198-0.083838i,-0.11721-0.017271i,-0.066909+0.033578i,-0.0061885+0.022869i,0.022335-0.0040486i,0.041028-0.0191i,0.040862-0.029128i,0.023906-0.019265i,0.020691-0.0036208i,0.023795-0.0075092i,0.021418-0.014267i,0.02394-0.022306i,0.023059-0.036467i,0.016653-0.036032i,0.017877-0.020617i,0.017697-0.010467i,0.0087159-0.0037144i,-0.0019525+0.0074684i,-0.010772+0.022149i,-0.010376+0.033722i
0.22258+0.034177i,0.16522+0.071019i,0.11248+0.080862i,0.13668+0.070432i,0.15116+0.033098i,0.10766-0.030047i,0.044827-0.060078i,-0.0022754-0.036781i,-0.025269+0.00095399i,-0.020769+0.019242i,-0.0024677+0.013873i,0.0023164+0.0070671i,0.00087276+0.011277i,-0.0038068+0.00725i,-0.022088+0.0050988i,-0.037525+0.016298i,-0.037217+0.016213i,-0.031577+0.0034659i,-0.021183-0.00049744i,-0.0026622+0.0046293i,0.017029+0.0068357i,0.032995+0.0008671i,0.031271-0.012466i
-0.20929+0.10721i,-0.18047+0.027433i,-0.10051-0.050145i,-0.038448-0.08225i,-0.040625-0.069954i,-0.12915-0.015227i,-0.20332+0.048664i,-0.17474+0.06654i,-0.11123+0.033482i,-0.084945+0.010123i,-0.071832+0.014435i,-0.043346+0.016153i,-0.022103+0.007529i,-0.020782+0.0072021i,-0.017565+0.011576i,-0.0059211+0.012499i,-0.00056981+0.0089113i,-0.010223+0.00042544i,-0.027813-0.0071888i,-0.040727-0.008643i,-0.043593-0.0039254i,-0.032616-0.0054004i,-0.014176-0.013755i
0.067792-0.22063i,0.073038-0.12962i,0.013098+0.0015216i,-0.023978+0.084923i,0.069417+0.10326i,0.23638+0.060091i,0.31394+0.0013961i,0.28078-0.039023i,0.20968-0.05832i,0.12686-0.043845i,0.06327-0.00057095i,0.040997+0.026755i,0.03779+0.022649i,0.040205-0.001022i,0.04391-0.038161i,0.037941-0.06668i,0.026452-0.070592i,0.021511-0.052735i,0.025008-0.022384i,0.034775+0.0015012i,0.044405+0.0070621i,0.046037+0.0096591i,0.044238+0.0083327i
0.08709+0.24066i,0.036212+0.21095i,0.015451+0.13573i,0.02562+0.059382i,-0.0056502-0.052158i,-0.075181-0.1622i,-0.1116-0.18602i,-0.10414-0.11424i,-0.086191-0.018859i,-0.058468+0.019533i,-0.035691+0.0084887i,-0.040515+0.02106i,-0.036678+0.060199i,-0.0078762+0.065233i,-0.00021171+0.037376i,-0.021721+0.01955i,-0.032539+0.014525i,-0.018095+0.0040128i,-0.0012102-0.0048314i,0.0026031-0.0030735i,-0.0075024-2.2329e-05i,-0.026508+0.0063282i,-0.029683+0.018907i
-0.20667-0.13805i,-0.13207-0.15347i,-0.052708-0.10388i,-0.028901+0.0078591i,-0.0076543+0.15207i,0.012628+0.24639i,0.012015+0.2314i,0.023987+0.14012i,0.047237+0.023172i,0.042144-0.066709i,0.015781-0.099505i,0.010707-0.11577i,0.01507-0.13077i,0.0026939-0.097406i,0.010188-0.029631i,0.050336+0.0044287i,0.069163-0.0032088i,0.039831-0.020985i,-0.012529-0.033794i,-0.04888-0.027019i,-0.044042-0.0095229i,-0.010879-0.011579i,0.0098365-0.02037i
0.24476-0.048229i,0.22172-0.0026191i,0.19913+0.008758i,0.2504-0.01942i,0.27691-0.028441i,0.23018+0.013976i,0.19145+0.081648i,0.18211+0.11506i,0.17037+0.11636i,0.15168+0.12239i,0.12038+0.13343i,0.078413+0.13115i,0.032558+0.10733i,0.0023628+0.073533i,0.0019544+0.041253i,0.0023497+0.0048492i,-0.016042-0.018181i,-0.023132-0.0062579i,-0.00039531+0.018087i,0.025633+0.022078i,0.032016+0.0094672i,0.015819+0.0010247i,-0.0067635+0.00077013i
-0.17842+0.18839i,-0.22007+0.097748i,-0.2631-0.040484i,-0.33423-0.15645i,-0.3546-0.23499i,-0.31001-0.25576i,-0.26881-0.2382i,-0.25088-0.2091i,-0.24273-0.17601i,-0.21604-0.13779i,-0.1604-0.10087i,-0.11076-0.071334i,-0.073426-0.034713i,-0.039797-0.003827i,-0.034202+0.0026182i,-0.055428+0.0045616i,-0.069665+0.0084962i,-0.075922+0.0061565i,-0.087819+0.013381i,-0.089485+0.032218i,-0.059363+0.041185i,-0.0069175+0.025993i,0.028192+0.0021497i
0.020021-0.23061i,0.06513-0.10225i,0.083609+0.17746i,0.12744+0.46341i,0.201+0.51758i,0.1989+0.29071i,0.092534+0.060447i,0.039984-0.020679i,0.097305-0.047497i,0.12476-0.038855i,0.11416+0.012035i,0.13511+0.028601i,0.13186-0.014074i,0.065409-0.059489i,0.0051304-0.06277i,0.00044085-0.04908i,0.014275-0.061519i,0.010125-0.081717i,0.012057-0.082009i,0.033931-0.070358i,0.046411-0.043632i,0.050139-0.0069167i,0.057202+0.0054739i
0.15598+0.19263i,0.1455+0.12919i,0.22284-0.091059i,0.38703-0.41593i,0.4227-0.64992i,0.26154-0.596i,0.098089-0.38423i,0.024173-0.23658i,-0.060903-0.10381i,-0.13231+0.025777i,-0.12559+0.072616i,-0.079206+0.12901i,0.020604+0.21055i,0.13747+0.18197i,0.15964+0.059528i,0.1264-0.032929i,0.13447-0.081187i,0.1399-0.12251i,0.080944-0.12332i,0.0070417-0.067159i,-0.028111-0.013267i,-0.038868+0.018621i,-0.039101+0.046827i
-0.22768-0.061385i,-0.21024-0.10584i,-0.24891-0.064161i,-0.34722+0.14468i,-0.21279+0.42435i,0.15726+0.48067i,0.3426+0.30226i,0.29666+0.20553i,0.30029+0.14574i,0.27872-0.034479i,0.11696-0.13131i,-0.036953-0.083298i,-0.11918-0.017439i,-0.13921+0.033745i,-0.082232+0.046932i,-0.010133+0.030449i,0.032742+0.036071i,0.07249+0.03803i,0.10477-0.0047411i,0.10114-0.041851i,0.073437-0.031654i,0.059504-0.0013677i,0.059049-0.00084493i
0.19586-0.056313i,0.18542+0.065751i,0.19977+0.22027i,0.31936+0.28446i,0.36941+0.18566i,0.26968+0.022188i,0.24844-0.060925i,0.30477-0.15541i,0.17865-0.25529i,-0.036714-0.15765i,-0.090323+0.030281i,-0.07012+0.095798i,-0.097751+0.074714i,-0.093099+0.067159i,-0.024438+0.085937i,0.035659+0.10156i,0.029542+0.096313i,-0.027437+0.088313i,-0.079066+0.099369i,-0.094654+0.10313i,-0.074802+0.064162i,-0.058172+0.007461i,-0.058632-0.0049262i
-0.58323+9.5621i,0.64374+9.3013i,4.4852+8.8414i,6.5464+4.8772i,5.6863+0.59483i,3.0772-1.6619i,0.80577-1.3204i,0.15778-0.15756i,0.75339+0.31876i,1.3525-0.29003i,0.80137-1.3093i,-0.45098-1.6604i,-1.467-1.2002i,-1.9603-0.2976i,-1.8296+0.46303i,-1.2382+0.69042i,-0.54081+0.56758i,-0.014071+0.45973i,0.29157+0.49483i,0.41755+0.58591i,0.43594+0.63155i,0.37831+0.61362i,0.26797+0.5154i
-0.05964-0.18231i,-0.0019178-0.10419i,0.042274+0.036884i,0.067906+0.14653i,0.15294+0.22101i,0.30599+0.22877i,0.42325+0.14163i,0.38779+0.03221i,0.21132-0.024768i,0.032856-0.016882i,-0.037564+0.056308i,-0.036559+0.13801i,-0.041928+0.15151i,-0.054366+0.098691i,-0.057262+0.04081i,-0.062067+0.034731i,-0.067798+0.068871i,-0.052623+0.086928i,-0.010381+0.068589i,0.032955+0.029681i,0.047533-0.0098767i,0.025587-0.041269i,-0.01521-0.052387i
0.19488+0.14944i,0.16812+0.15979i,0.16482+0.10481i,0.17402+0.029069i,0.091633-0.0016969i,0.019033+0.020139i,0.078986-0.013004i,0.066708-0.10786i,-0.079095-0.078644i,-0.097732+0.076413i,0.021543+0.11019i,0.059968+0.0071231i,-0.0065414-0.052123i,-0.043513-0.022103i,-0.015055+0.044906i,0.036696+0.11658i,0.077025+0.18786i,0.097924+0.23077i,0.12059+0.21272i,0.12692+0.14363i,0.080963+0.059271i,0.010248+0.015004i,-0.023267+0.0068469i
-0.24641-0.046635i,-0.19356-0.11798i,-0.092009-0.17699i,-0.073473-0.20692i,-0.16986-0.17014i,-0.2848-0.071891i,-0.32378-0.0025682i,-0.27779+0.036173i,-0.15118+0.065085i,0.007001+0.025261i,0.075351-0.061188i,0.012549-0.097402i,-0.068246-0.054268i,-0.073243-0.0041064i,-0.041594-0.017512i,-0.035656-0.061291i,-0.036497-0.067164i,-0.0051317-0.037328i,0.038872-0.025516i,0.056652-0.042188i,0.034782-0.049092i,-0.0056591-0.03637i,-0.034977-0.024436i
