0.0027148+0.0010007i,0.0024026-0.00041483i,-4.7441e-05-0.0020944i,-0.0021742-0.0025472i,-0.0027772-0.0015767i,-0.0029683-0.00034935i,-0.0023193-1.0437e-05i,3.4905e-05-0.000443i,0.0019265-0.00080819i,0.0012874-0.0012402i,0.00014986-0.00074334i,0.00036282+3.4003e-05i,0.00089099+0.00030175i,-0.00013511-0.00014889i,-0.00077868-0.00023139i,-0.00068995+0.00071312i,-0.00068143+0.00075408i,8.6593e-05+0.00021223i,0.0010812+0.00032022i,0.00078799+0.00018537i,0.00024777-0.00052486i,-0.00021917-0.00047759i,-0.00069839+2.2114e-05i
0.054543+0.26773i,0.078121+0.3482i,0.08998+0.26573i,0.057948+0.094539i,0.011119-0.00021349i,-0.027331-0.0028814i,-0.052977+0.013528i,-0.065454+0.023231i,-0.062377+0.025713i,-0.046378+0.01492i,-0.032671-0.0010077i,-0.01955-0.0017573i,0.0045356+0.0048586i,0.022933+0.0031788i,0.023585+0.0013809i,0.018208+0.0057639i,0.0088536+0.0095988i,-0.0033192+0.0076838i,-0.012413+0.0017014i,-0.017095-0.004073i,-0.016223-0.0076211i,-0.011339-0.0079676i,-0.0030906-0.0035494i
-0.29125-0.0046454i,-0.39837-0.045099i,-0.32067-0.028407i,-0.1384+0.0093313i,-0.0057014-0.0077478i,0.044289-0.060451i,0.048317-0.095255i,0.047557-0.098225i,0.052341-0.088791i,0.045646-0.071471i,0.029138-0.04715i,0.011583-0.030098i,-0.0059303-0.013749i,-0.01351+0.0014969i,-0.011026+0.0052178i,-0.0098004+0.0039253i,-0.0093146+0.00040359i,-0.011156-0.0040438i,-0.012426-0.0064706i,-0.0086863-0.0088837i,-0.0062667-0.010155i,-0.0061999-0.0088653i,-0.0059798-0.0045356i
0.11262-0.19236i,0.17319-0.27114i,0.15629-0.21372i,0.079793-0.10473i,0.017051-0.010564i,0.0072967+0.065539i,0.019766+0.094958i,0.012241+0.092121i,0.0036603+0.087682i,0.010581+0.065854i,0.017281+0.030817i,0.018635+0.0034326i,0.010122-0.012584i,-0.00062821-0.015613i,-0.00024536-0.013456i,0.0035866-0.013894i,0.0068801-0.011184i,0.01193-0.0038988i,0.014864+0.0015308i,0.013724+0.001217i,0.010697-0.0040192i,0.0067795-0.0094503i,0.0012952-0.011289i
0.12724+0.10853i,0.15035+0.16597i,0.089847+0.1598i,0.033095+0.095006i,-0.023073+0.034516i,-0.10212+0.0043386i,-0.13114-0.0019009i,-0.10447-0.023641i,-0.086168-0.044776i,-0.064688-0.026242i,-0.022594+0.00020005i,0.0059736+0.010123i,0.013381+0.010998i,0.01247+0.0068971i,0.0084031+0.0056832i,0.0080094+0.0051706i,0.0072142-0.00046156i,0.0023833-0.0051936i,-0.00078179-0.0041966i,0.00080643+0.0023089i,0.0065066+0.0095451i,0.012352+0.011935i,0.01033+0.010558i
-0.071101-0.014361i,-0.097656-0.071866i,-0.10756-0.11013i,-0.084482-0.076442i,-0.030661-0.053314i,0.02197-0.066265i,0.046303-0.054359i,0.06822-0.017698i,0.080756-0.0032606i,0.053986-0.0066525i,0.011761-0.00067443i,-0.013107+0.0083044i,-0.015339+0.012198i,-0.0051893+0.010742i,0.0014226+0.006344i,0.0021407+0.007837i,0.0034224+0.0088461i,0.004356-0.0012395i,0.001856-0.012358i,-0.001678-0.011504i,-0.002729-0.0036105i,-0.0028719+0.0012716i,-0.002789-0.00025187i
0.065375-0.0058815i,0.15763-0.0021055i,0.19262+0.0010259i,0.15224-0.0032785i,0.10215-0.001021i,0.063678+0.030747i,0.027327+0.058547i,-0.0084266+0.063927i,-0.024084+0.059996i,-0.011945+0.039223i,-0.00051009+0.0019572i,-0.0023666-0.02678i,-0.0093464-0.031155i,-0.012437-0.016948i,-0.008584-0.0036136i,-0.0069803+0.0017086i,-0.0070071+0.0088575i,-0.0021207+0.019267i,0.0035952+0.022513i,0.005873+0.016291i,0.0059196+0.0082481i,0.0073747+0.0031976i,0.010174-0.00067593i
-0.077676+0.15273i,-0.10349+0.25885i,-0.10747+0.24735i,-0.087939+0.17393i,-0.059836+0.11078i,-0.04953+0.041069i,-0.046743-0.015103i,-0.029372-0.04483i,-0.016201-0.054473i,-0.012404-0.03235i,0.0098324+0.0017168i,0.037519+0.01478i,0.038609+0.0053873i,0.015745-0.0060859i,-0.0035534-0.0090307i,-0.0052674-0.011644i,-0.0029459-0.016973i,-0.0059823-0.015966i,-0.0097592-0.0085159i,-0.01064-0.00099224i,-0.011159+0.0038257i,-0.0096898+0.0066024i,-0.0051856+0.0057621i
-0.1961-0.083987i,-0.25498-0.10866i,-0.20074-0.14285i,-0.14285-0.14735i,-0.10512-0.11126i,-0.052508-0.074098i,-0.01601-0.044913i,-0.0004765-0.013581i,0.006432-0.0017078i,-0.0064945-0.0055807i,-0.029054+0.0083805i,-0.035183+0.033681i,-0.017982+0.039369i,0.0029761+0.022045i,0.010764+0.0051786i,0.011495+0.0019803i,0.014085+0.0026852i,0.018026-0.0028848i,0.016991-0.010819i,0.0062096-0.011996i,-0.005134-0.00751i,-0.0094962-0.0032779i,-0.010346+0.00086964i
0.066204-0.22627i,0.079407-0.22445i,0.12618-0.1176i,0.15078-0.048236i,0.12557-0.031942i,0.081276-0.013874i,0.03975-0.0038529i,0.0085721-0.0064897i,0.0007203-0.011813i,0.0040271-0.023228i,-0.0025419-0.043012i,-0.021328-0.054361i,-0.031959-0.036025i,-0.020425-0.0059146i,-0.0069061+0.0070564i,-0.0095088+0.0078073i,-0.020511+0.011507i,-0.026282+0.019634i,-0.020579+0.022114i,-0.0090941+0.01483i,-0.00075817+0.0055129i,0.0027688-0.00031044i,0.0014968-0.0039812i
0.20185-0.044782i,0.13708-0.033285i,0.016295+0.040283i,-0.043657+0.090831i,-0.052947+0.1076i,-0.031559+0.11238i,0.0072587+0.089036i,0.023667+0.053791i,0.023432+0.040198i,0.028676+0.033184i,0.043253+0.017119i,0.054477-0.0050975i,0.040992-0.022289i,0.013678-0.024113i,0.0010574-0.018337i,0.0032609-0.017391i,0.0049135-0.022788i,-0.0027495-0.027246i,-0.012924-0.022267i,-0.01174-0.011178i,-0.0026972-0.0035297i,0.0042245+0.00134i,0.010392+0.0039693i
0.13254+0.13696i,0.11995+0.046181i,0.052544-0.04599i,0.0073887-0.092923i,-0.031957-0.1119i,-0.084681-0.079907i,-0.091991-0.017156i,-0.058417+0.0047378i,-0.042341-0.0043523i,-0.037725-0.00087123i,-0.027616+0.018258i,-0.013481+0.037587i,0.0019536+0.035838i,0.0096946+0.016792i,0.010118+0.0059738i,0.015605+0.0073832i,0.027528+0.0099087i,0.036876+0.0063518i,0.034842-0.0013802i,0.022729-0.0065175i,0.011755-0.0065359i,0.0047592-0.0031212i,-0.0016517+0.0040539i
-0.028419+0.21462i,0.032758+0.18697i,0.059058+0.12395i,0.076538+0.085679i,0.10656+0.031748i,0.098443-0.046947i,0.050109-0.076256i,0.031965-0.049637i,0.043473-0.035166i,0.031876-0.038307i,0.0029512-0.033799i,-0.020544-0.022975i,-0.030029-0.0063523i,-0.022348+0.0095599i,-0.015109+0.012842i,-0.017591+0.011217i,-0.022613+0.013821i,-0.023709+0.017011i,-0.01646+0.016547i,-0.0058099+0.010966i,-0.0012852+0.0035581i,-0.0028247-0.0043286i,-0.0065249-0.01444i
-0.21737+0.11409i,-0.18796+0.1211i,-0.1464+0.067092i,-0.11899+0.033683i,-0.081844+0.053485i,-0.02085+0.083004i,0.019443+0.075923i,0.0073939+0.056846i,-0.006766+0.057061i,0.0089175+0.046067i,0.025044+0.016021i,0.027747-0.011714i,0.017074-0.028053i,0.0019287-0.026979i,-0.002328-0.019407i,-0.0020112-0.019295i,-0.0054225-0.023001i,-0.0099931-0.024422i,-0.01545-0.019775i,-0.016882-0.0082746i,-0.0095813+0.0015664i,0.0021362+0.0040524i,0.014001+0.0035429i
-0.20393-0.11649i,-0.14055-0.097815i,-0.035941-0.08962i,0.01519-0.069698i,0.0034856-0.048946i,-0.055286-0.034258i,-0.0907-0.0094662i,-0.068075-0.0082785i,-0.048598-0.024656i,-0.039839-0.010937i,-0.016308+0.012511i,0.010106+0.019981i,0.026648+0.012911i,0.024042-0.00026822i,0.01422-0.0021254i,0.014323+0.0052165i,0.020836+0.012193i,0.025612+0.015882i,0.022194+0.010707i,0.012779+0.0044777i,0.0058375+0.0067204i,0.00068279+0.011842i,-0.0077392+0.017407i
-0.048793-0.23411i,-0.039895-0.13101i,-0.0078942-0.022126i,-0.023844+0.022192i,-0.030422+0.032443i,0.009405-0.0069906i,0.022595-0.051634i,0.019059-0.031551i,0.031516-0.0069141i,0.020396-0.012631i,-0.0059007-0.0086805i,-0.021025+0.0093887i,-0.021066+0.024553i,-0.011563+0.023641i,-0.0092166+0.011316i,-0.012479+0.0071997i,-0.013903+0.010265i,-0.013285+0.011227i,-0.0055258+0.010768i,0.0039248+0.0075749i,0.0061138+0.0022719i,0.0041083-0.0034283i,0.0019991-0.013637i
0.12749-0.2398i,0.023603-0.19585i,-0.0246-0.11157i,-0.0068051-0.10416i,-0.012403-0.097263i,-0.0050147-0.014457i,0.030991+0.036589i,0.016884+0.019377i,-0.016846+0.012018i,-0.011155+0.0082313i,-0.003113-0.012618i,-0.01473-0.027105i,-0.025374-0.023442i,-0.01988-0.0096018i,-0.0051551-0.0044001i,-0.0012537-0.01162i,-0.0045822-0.021537i,-0.0055363-0.028065i,-0.0060001-0.023957i,-0.0056958-0.014924i,-0.0036298-0.0085877i,0.0017805-0.0008828i,0.012542+0.0084962i
0.30981-0.043426i,0.24664-0.10144i,0.13804-0.065133i,0.10187+0.02307i,0.090303+0.042891i,0.019952+0.015086i,-0.033418+0.017576i,-0.010764+0.0091397i,0.011218-0.020945i,0.0080475-0.017781i,0.017974-0.0047136i,0.034185-0.012835i,0.032485-0.021699i,0.016425-0.016799i,0.0086747-0.0049909i,0.01245+0.0013254i,0.016178+0.0035556i,0.012605+0.0058489i,0.0024197+0.0030357i,-0.0055042-0.0011377i,-0.0071489-0.00061557i,-0.010498+0.0012569i,-0.020407+0.0045219i
0.21173+0.27023i,0.20968+0.22933i,0.10969+0.12365i,-0.028481+0.03592i,-0.094275+0.0053991i,-0.062439-0.015327i,-0.027717-0.036066i,-0.016129-0.011092i,0.0037487+0.017932i,0.0073643+0.015116i,-0.0001421+0.020404i,0.0061462+0.034864i,0.013106+0.033211i,0.011714+0.016627i,0.003754+0.0039024i,-0.003684+0.0061928i,-0.0070783+0.012851i,-0.0087483+0.015532i,-0.0066997+0.014922i,-0.0049919+0.012234i,-0.0059259+0.0076309i,-0.00335-0.0021578i,0.0013352-0.017539i
-0.12205+0.27258i,-0.14051+0.23472i,-0.078567+0.1422i,0.050938+0.020784i,0.1078-0.076525i,0.072777-0.067862i,0.046157-0.01696i,0.022325-0.011956i,-0.0071704-0.015303i,-0.010887-0.011052i,-0.015328-0.014582i,-0.031418-0.012424i,-0.033337-0.0035192i,-0.017414+0.0030755i,-0.0022939+0.0014313i,0.00080344-0.0049679i,0.0016539-0.0095381i,0.007791-0.011892i,0.010548-0.0087099i,0.0071017-0.0028674i,0.0037091+9.1443e-05i,0.0042856+0.0053914i,0.012618+0.013842i
-0.20512+0.029919i,-0.16365-0.065506i,-0.13387-0.069522i,-0.091925+0.08158i,-0.002883+0.18206i,0.029414+0.13026i,-0.0049852+0.071529i,-0.0040263+0.048991i,0.015673+0.018455i,0.016721+2.2781e-05i,0.019998-0.011214i,0.022426-0.028707i,0.012493-0.033202i,-0.0035839-0.018684i,-0.0079732-0.00085478i,7.2052e-05+0.0037066i,0.0047901+6.0487e-05i,0.0056685-0.0025451i,0.0068998-0.0078661i,0.0086857-0.01118i,0.0084365-0.0078157i,0.0018538-0.0023691i,-0.011277+0.0025096i
-0.12251-0.060489i,0.02737-0.039615i,0.10204-0.090653i,-0.024965-0.15528i,-0.15866-0.11427i,-0.13771-0.040345i,-0.073428-0.030627i,-0.050124-0.022341i,-0.031205+0.0035788i,-0.013222+0.013558i,0.00019717+0.02333i,0.01721+0.034214i,0.026347+0.026487i,0.018902+0.0060464i,0.0045209-0.0033746i,-0.0020735+0.0013593i,-0.0054167+0.0033992i,-0.013272-0.00013187i,-0.016495-0.0038518i,-0.012632-0.0056673i,-0.007563-0.0048405i,3.7193e-05-0.0058968i,0.0077548-0.012112i
-0.1218-0.11771i,-0.12845+0.047281i,-0.023351+0.18012i,0.13825+0.12237i,0.18377-0.023174i,0.11271-0.0713i,0.066634-0.039032i,0.050084-0.024816i,0.022193-0.020995i,0.0013752-0.011096i,-0.015402-0.0054126i,-0.033254+0.0054558i,-0.030608+0.017326i,-0.0082695+0.015737i,0.0041975+0.0042587i,7.089e-05-0.00070958i,-0.0020575+0.0030097i,0.001006+0.0058468i,0.0001663+0.0071406i,-0.0042495+0.0044909i,-0.0046339+3.7292e-05i,-0.00029814+0.0023987i,0.0057423+0.010186i
0.050698-0.22053i,-0.07394-0.23955i,-0.22451-0.15339i,-0.26034+0.032454i,-0.1529+0.15941i,-0.037814+0.13848i,-0.0087078+0.085126i,-0.0076675+0.061006i,0.00095055+0.034497i,0.0048303+0.0097864i,0.0091698-0.012609i,0.00452-0.036357i,-0.0099605-0.039413i,-0.015849-0.020532i,-0.0084913-0.0055573i,-0.0011829-0.00489i,0.00027699-0.0039191i,0.0036088+0.0043952i,0.0096229+0.012025i,0.012076+0.014357i,0.0094134+0.011482i,0.0010495+0.0049811i,-0.011182-0.00022286i
0.2387-0.030301i,0.29601-0.076886i,0.28663-0.19558i,0.14369-0.30867i,-0.042006-0.27193i,-0.10609-0.13006i,-0.075275-0.050021i,-0.049188-0.035635i,-0.033678-0.026248i,-0.016303-0.013279i,0.0048406+0.0028437i,0.030389+0.0096254i,0.040571-0.00049256i,0.027596-0.010873i,0.010643-0.0092937i,0.0069792-0.0037876i,0.0097128-0.0058187i,0.0073455-0.012749i,0.0043716-0.013329i,0.003775-0.0044761i,0.0023707+0.0051354i,0.0019713+0.0049725i,0.0026912-0.0040027i
0.056664+0.18253i,0.012245+0.28781i,0.059108+0.38409i,0.21079+0.33401i,0.26748+0.13558i,0.16155-0.010857i,0.064257-0.024601i,0.041041-0.0072137i,0.032019-0.006623i,0.015786-0.0066985i,-0.0027376+0.0015688i,-0.016045+0.021268i,-0.012185+0.034606i,0.0019658+0.027376i,0.0063308+0.012386i,-0.00012901+0.0074419i,-0.0053098+0.0087799i,-0.0064303+0.0033736i,-0.0091811-0.0068832i,-0.011429-0.013271i,-0.0073482-0.011131i,-0.00028773-0.002435i,0.0064734+0.0059759i
-0.082828+0.029872i,-0.21163-0.10256i,-0.37664-0.15613i,-0.42605-0.02304i,-0.27763+0.11972i,-0.094844+0.1158i,-0.032425+0.059683i,-0.031247+0.040061i,-0.020267+0.033206i,-0.0058927+0.019184i,-0.0015496-0.0021448i,-0.012117-0.023873i,-0.026397-0.027065i,-0.026652-0.012445i,-0.013323-0.0013143i,-0.0048256-0.0043794i,-0.008104-0.0084646i,-0.013938-0.0028722i,-0.016108+0.0032643i,-0.012062+0.0021957i,-0.0050983-0.00082028i,-0.0015576-0.0012741i,-0.0020684+0.0012636i
0.032995-0.0054855i,0.21298-0.11166i,0.35666-0.27277i,0.2877-0.37569i,0.091975-0.30748i,-0.023024-0.14485i,-0.028677-0.055697i,-0.011398-0.044258i,-0.0084687-0.038982i,-0.0080284-0.02156i,0.0064294-0.0048152i,0.030502-0.0037057i,0.038832-0.012471i,0.024575-0.014113i,0.0097999-0.0057019i,0.010947+0.0023073i,0.018851+0.0041909i,0.020195+0.0043672i,0.013623+0.0072595i,0.0033288+0.010845i,-0.0047804+0.009058i,-0.0068993+0.0024666i,-0.0047638-0.0041653i
-0.061888+0.081503i,-0.02175+0.27791i,0.059777+0.48221i,0.16307+0.49486i,0.19737+0.29791i,0.12932+0.091416i,0.060278+0.011773i,0.041991+0.0082491i,0.037225+0.004643i,0.023366-0.0028975i,0.0064685+0.0043702i,-0.003589+0.028207i,-0.0020295+0.043848i,0.0034802+0.034303i,0.0021069+0.01574i,-0.0044877+0.0085841i,-0.0063504+0.010452i,0.0018466+0.0081751i,0.01081+0.0008529i,0.0098336-0.0037835i,0.0031438-0.0040823i,-0.00059483-0.0025118i,-0.00014155-0.0012573i
-0.10244-0.096005i,-0.26193-0.13834i,-0.4615-0.17417i,-0.53139-0.11886i,-0.38103-0.0010657i,-0.15381+0.051035i,-0.035652+0.034864i,-0.019964+0.020342i,-0.019452+0.020216i,-0.0093588+0.019096i,-0.0074056+0.0080724i,-0.023447-0.010116i,-0.038857-0.016582i,-0.033696-0.0088289i,-0.018045-0.0037236i,-0.0095903-0.0086063i,-0.0087118-0.015657i,-0.0094653-0.017191i,-0.00607-0.015867i,0.0021055-0.013082i,0.0080719-0.0075534i,0.0077258-0.0012203i,0.0031205+0.0047863i
0.10393-0.082915i,0.22273-0.16466i,0.36875-0.29247i,0.37831-0.3769i,0.2107-0.30692i,0.048717-0.1341i,0.00043188-0.019899i,0.0033015-0.002381i,-0.0037954-0.011584i,-0.016425-0.0089191i,-0.0093695-0.0052255i,0.014315-0.015131i,0.02761-0.028495i,0.022573-0.026909i,0.013722-0.013676i,0.011972-0.002434i,0.012113+0.0025615i,0.006066+0.003538i,-0.0026601+0.0027805i,-0.0072104+0.0010525i,-0.0072602+0.0002534i,-0.0043094+0.00021854i,-0.0023343-0.00027442i
0.03449+0.0987i,0.016846+0.2607i,0.029723+0.46512i,0.085886+0.51762i,0.1089+0.34195i,0.054523+0.12787i,-0.0043765+0.037284i,-0.01149+0.026947i,0.0059203+0.013105i,0.01088-0.010177i,0.0058614-0.011041i,0.0058536+0.012666i,0.01071+0.031267i,0.011134+0.028193i,0.0049465+0.01612i,-0.0027537+0.010428i,-0.0075013+0.012834i,-0.0079814+0.01665i,-0.0066824+0.016625i,-0.0069242+0.010942i,-0.0057094+0.002331i,-0.001953-0.0032237i,0.0020657-0.0059614i
-0.075987-0.01181i,-0.23154-0.12117i,-0.41847-0.2312i,-0.47997-0.22949i,-0.3432-0.12895i,-0.14883-0.048587i,-0.045358-0.027341i,-0.020545-0.020443i,-0.0076481-0.0048433i,0.0096017+0.0054706i,0.0096359+0.0025651i,-0.012373-0.0054379i,-0.032727-0.0075782i,-0.032653-0.0055483i,-0.020047-0.005981i,-0.0087282-0.0085188i,-0.0023233-0.011515i,0.0025976-0.011218i,0.0061641-0.005008i,0.0072199+0.0021837i,0.0066973+0.0050272i,0.0054841+0.0039988i,0.0038373+0.003183i
0.055081-0.051137i,0.2162-0.15916i,0.40494-0.26842i,0.44721-0.2967i,0.29672-0.21746i,0.11706-0.095129i,0.034663-0.017005i,0.01687+0.003687i,0.0028649+0.0048518i,-0.011591+0.0086134i,-0.0086246+0.0057848i,0.0089363-0.011451i,0.019794-0.027156i,0.01833-0.025082i,0.012937-0.013764i,0.010465-0.0067101i,0.011095-0.0056339i,0.010891-0.0089683i,0.0095263-0.011853i,0.0072562-0.0084661i,0.0031734-0.0023183i,-0.00094625+0.0019721i,-0.0050092+0.0028683i
0.0067319+0.082458i,0.045086+0.25151i,0.050077+0.45858i,0.031339+0.51598i,0.021244+0.35372i,0.0042172+0.13725i,-0.022317+0.025225i,-0.030915+0.0031189i,-0.020293-0.0029666i,-0.0094183-0.013943i,-0.0012602-0.013214i,0.010094+0.0046151i,0.019768+0.020586i,0.017869+0.020854i,0.0092222+0.013629i,0.0025018+0.0093624i,-0.0016963+0.0083166i,-0.0039503+0.0060731i,-0.0051489+0.0014309i,-0.0040395-0.0021172i,-0.00099645-0.0025746i,0.00026352-0.0017685i,0.0011086-0.0022517i
-0.078389-0.014355i,-0.20236-0.052837i,-0.35658-0.15006i,-0.40018-0.21497i,-0.2735-0.16557i,-0.097565-0.082052i,0.00043321-0.044983i,0.018897-0.033509i,0.016141-0.017058i,0.019789-0.0014197i,0.01743+0.0044186i,-0.0016433+0.0060622i,-0.020414+0.0077042i,-0.022722+0.0055346i,-0.014489+0.0009236i,-0.0083256-0.0016702i,-0.0074071-0.0012204i,-0.008009+0.0014589i,-0.0090897+0.003744i,-0.0083389+0.00318i,-0.0047825+0.0021826i,-0.00081369+0.0027953i,0.0032248+0.0040185i
0.036897-0.051065i,0.13379-0.10188i,0.29152-0.16512i,0.36944-0.17495i,0.27409-0.10892i,0.12509-0.018564i,0.046301+0.037352i,0.02503+0.043957i,0.010004+0.028906i,-0.005511+0.020959i,-0.0092355+0.016296i,-0.0056503+0.00074582i,-0.0020742-0.015062i,0.0021741-0.015775i,0.0053982-0.0089618i,0.0071553-0.005728i,0.0089774-0.004947i,0.0093605-0.0037231i,0.0079287-0.0010266i,0.0045747+0.0019169i,0.00021923+0.0026548i,-0.0028469+0.0024507i,-0.0042765+0.0030838i
0.01033+0.054956i,-0.011809+0.17948i,-0.044378+0.34148i,-0.071029+0.39656i,-0.071261+0.2785i,-0.061592+0.11841i,-0.058969+0.03161i,-0.048363+0.0036876i,-0.029424-0.0098989i,-0.018198-0.019299i,-0.011908-0.016769i,0.00030237-0.0058545i,0.011567+0.0029881i,0.010372+0.0059644i,0.0034468+0.0060632i,0.0012446+0.0068501i,0.0039733+0.0073733i,0.0068998+0.0055095i,0.0076311+0.0037571i,0.0056065+0.0040074i,0.002352+0.00348i,-0.00049371+9.8351e-06i,-0.0020146-0.0039784i
-0.067942-0.022393i,-0.18285-0.092743i,-0.29583-0.19535i,-0.30231-0.24938i,-0.19271-0.19614i,-0.070821-0.10565i,-0.0028929-0.053447i,0.020487-0.032793i,0.023968-0.017974i,0.022382-0.0081463i,0.017032-0.0034796i,0.0060724+0.0022942i,-0.0040101+0.0064903i,-0.006839+0.0046103i,-0.0068248+0.00097943i,-0.008876-0.0010109i,-0.011417-0.0020885i,-0.011994-0.0028297i,-0.010312-0.003828i,-0.0062364-0.0043308i,-0.0023236-0.0027558i,-0.0004369+0.00010734i,0.00075586+0.0023495i
0.039156-0.052793i,0.13373-0.12765i,0.26896-0.16851i,0.32469-0.13028i,0.23586-0.054027i,0.10167+0.0052505i,0.025246+0.037552i,0.002611+0.044302i,-0.0028464+0.033661i,-0.0053218+0.022549i,-0.0066629+0.013472i,-0.0086605+2.2718e-05i,-0.01046-0.0096331i,-0.0071985-0.0082111i,-0.0012852-0.0042003i,0.0025205-0.0039624i,0.0036559-0.0055594i,0.0021347-0.0061499i,0.0001375-0.0062586i,-0.00035754-0.006416i,-0.00010824-0.0040748i,-0.00039845-0.0003066i,-0.0026617+0.0012948i
0.026515+0.039112i,0.043968+0.12885i,0.011456+0.25137i,-0.052442+0.28719i,-0.07969+0.19197i,-0.069745+0.068108i,-0.058438-0.0016641i,-0.045527-0.02022i,-0.028535-0.01805i,-0.01658-0.015128i,-0.0071923-0.014584i,0.0040523-0.014i,0.010018-0.012577i,0.0061455-0.0086882i,0.0016956-0.0021725i,0.0018199+0.0043616i,0.0027716+0.0093435i,0.0029971+0.01103i,0.0017737+0.0086959i,-0.0015443+0.0044721i,-0.0031542+0.00044104i,-0.0011506-0.0017672i,0.00028512-0.0041477i
-0.031859+0.00095788i,-0.095971-0.025831i,-0.17121-0.10329i,-0.17515-0.17344i,-0.10071-0.15712i,-0.020529-0.092712i,0.024506-0.047979i,0.036433-0.028925i,0.028707-0.018781i,0.019129-0.011077i,0.017236-0.0039995i,0.016512+0.0056051i,0.01237+0.01043i,0.0094177+0.0052196i,0.0049473-0.001164i,-0.0013446-0.0036168i,-0.004459-0.0038402i,-0.0044237-0.0040786i,-0.0030355-0.0035342i,-0.0014986-0.001292i,0.00071803+0.00078889i,0.0027188+0.0013624i,0.0038866+0.0012792i
0.013334-0.016595i,0.067221-0.040886i,0.16004-0.058445i,0.21417-0.035093i,0.16484+0.0068745i,0.076969+0.032636i,0.022874+0.043316i,0.0034484+0.03966i,0.00015684+0.024706i,0.0010243+0.014154i,-0.00046492+0.010643i,-0.0062591+0.0076394i,-0.010194+0.0054178i,-0.0064372+0.0054865i,0.0012634+0.0036153i,0.0054427-0.00147i,0.0054088-0.0049657i,0.0054697-0.0052989i,0.005609-0.0038788i,0.0041085-0.0019i,0.001593+0.00023235i,-0.0011872+0.001918i,-0.0026795+0.0020796i
-0.001584+0.029419i,-0.015724+0.092195i,-0.047559+0.17117i,-0.08237+0.1914i,-0.086015+0.12451i,-0.064917+0.042473i,-0.044503-0.0029614i,-0.025759-0.016461i,-0.0098497-0.014637i,-0.0041662-0.008226i,-0.002479-0.0050085i,0.001524-0.0089095i,0.0015909-0.013149i,-0.0031233-0.0097328i,-0.0045764-0.0017273i,-0.0021615+0.0030982i,-0.0013829+0.0026347i,-0.0021213+0.0014739i,-0.0013716+0.00073238i,0.00082109-0.0009387i,0.0016492-0.0015333i,0.0014278-0.0016515i,0.0014078-0.002395i
-0.042902-0.014594i,-0.09884-0.052199i,-0.14299-0.11029i,-0.12442-0.14392i,-0.057134-0.1181i,-0.0026906-0.065109i,0.022661-0.025324i,0.029176-0.0026599i,0.021789+0.0060332i,0.010653+0.0059135i,0.0060231+0.0065837i,0.0088626+0.010104i,0.013023+0.0095315i,0.012755+0.0028491i,0.0079649-0.002884i,0.0030818-0.0037963i,0.0014237-0.0019776i,0.0006621-0.00085313i,-0.0010132-0.0009536i,-0.0018701+0.00048356i,-0.0006397+0.0032385i,0.0012622+0.004611i,0.00159+0.0042555i
0.0092255-0.039083i,0.053588-0.076358i,0.11729-0.08065i,0.14266-0.035741i,0.10306+0.012737i,0.043718+0.032688i,0.0023199+0.036785i,-0.015794+0.032612i,-0.015821+0.021146i,-0.0099135+0.010568i,-0.009633+0.0056262i,-0.013794+0.0059971i,-0.012824+0.0094958i,-0.0051839+0.011399i,0.00174+0.0086686i,0.0041154+0.0048081i,0.0036431+0.0040866i,0.0025119+0.0040559i,0.0015213+0.0030349i,-0.0010047+0.0020716i,-0.0042075+0.0016265i,-0.0052042+0.0019797i,-0.0038636+0.0024998i
0.034814+0.010404i,0.050481+0.043497i,0.024692+0.090532i,-0.031676+0.10079i,-0.058155+0.060781i,-0.050312+0.015449i,-0.036395-0.010635i,-0.024248-0.018593i,-0.013384-0.01454i,-0.005941-0.0092921i,-0.0024613-0.010769i,-0.0028554-0.015571i,-0.0070914-0.015104i,-0.011679-0.0078983i,-0.010901-0.0009132i,-0.0056731+0.0018443i,-0.0027239+0.00087277i,-0.0021576-0.00040518i,-0.00085494+0.0007112i,0.00079312+0.00081082i,0.0018026-0.0013194i,0.00068907-0.0032741i,-0.00049154-0.0043499i
-0.002197+0.0018228i,-0.024178-0.0031683i,-0.054663-0.040339i,-0.057134-0.080122i,-0.028511-0.071862i,-0.0007982-0.036052i,0.014554-0.012229i,0.017616-0.0041702i,0.0093019-0.0040973i,0.0020501-0.0041823i,0.0044327-0.0015775i,0.010761+0.001209i,0.012296+0.00041812i,0.0089296-0.0036302i,0.0045625-0.0046968i,0.0012952-0.0026091i,0.00079287-0.001168i,0.0016533-0.0019257i,0.0011417-0.002795i,0.0011369-0.0023671i,0.0020133-0.0011731i,0.0021458-0.00083764i,0.0014725-0.0016706i
0.013441-0.0057085i,0.03155-0.0098428i,0.066917-0.018695i,0.082792-0.01033i,0.052064+0.0095418i,0.011448+0.022313i,-0.0084979+0.024183i,-0.011119+0.013542i,-0.0069325-0.0015658i,-0.0040581-0.0077777i,-0.0046228-0.0048135i,-0.0075945+0.00031278i,-0.0077258+0.0045133i,-0.003507+0.0073521i,-0.00062232+0.0064807i,-0.0011975+0.002889i,-0.0034343+0.00091299i,-0.0041872+0.00048095i,-0.0025954-0.00068796i,-0.0013547-0.0017335i,-0.0016079-0.0020177i,-0.002066-0.0021502i,-0.0024502-0.0017761i
