0.0027148+0.0010007i,0.0024026-0.00041483i,-4.7441e-05-0.0020944i,-0.0021742-0.0025472i,-0.0027772-0.0015767i,-0.0029683-0.00034935i,-0.0023193-1.0437e-05i,3.4905e-05-0.000443i,0.0019265-0.00080819i,0.0012874-0.0012402i,0.00014986-0.00074334i,0.00036282+3.4003e-05i,0.00089099+0.00030175i,-0.00013511-0.00014889i,-0.00077868-0.00023139i,-0.00068995+0.00071312i,-0.00068143+0.00075408i,8.6593e-05+0.00021223i,0.0010812+0.00032022i,0.00078799+0.00018537i,0.00024777-0.00052486i,-0.00021917-0.00047759i,-0.00069839+2.2114e-05i
-0.0030023+0.015344i,-0.01257+0.044074i,-0.023918+0.071196i,-0.035222+0.066841i,-0.038635+0.028579i,-0.033191-0.0063991i,-0.021333-0.018863i,-0.0040972-0.017047i,0.0086877-0.011197i,0.01082-0.0069823i,0.0083678-0.0072685i,0.004572-0.01105i,-0.0014235-0.012126i,-0.0061278-0.0067579i,-0.0061511-0.0019969i,-0.0024806-0.0019365i,0.00044607-0.0031895i,0.00057125-0.003358i,0.0015524-0.0017341i,0.003195-0.00025788i,0.0035105+0.00029199i,0.0030356-0.0007384i,0.0017871-0.001837i
-0.018691-0.0029899i,-0.047089-0.015319i,-0.058959-0.0361i,-0.038006-0.05255i,-0.0068508-0.048296i,0.0095611-0.030433i,0.013715-0.0098955i,0.015391+0.0063654i,0.01319+0.010737i,0.0083949+0.0077815i,0.0085363+0.0067361i,0.012365+0.0058906i,0.012188+0.00080654i,0.0068968-0.0047079i,0.0016334-0.0047488i,0.0017227+0.00019458i,0.0047692+0.0032402i,0.0046616+0.0032607i,0.0018109+0.0034569i,0.00040444+0.0042153i,0.0017306+0.0050993i,0.0035622+0.0042235i,0.0051757+0.002988i
0.0037739-0.016618i,0.012045-0.037113i,0.0362-0.037083i,0.05166-0.013971i,0.040375+0.0041647i,0.016142+0.0079017i,-0.0041697+0.010313i,-0.01175+0.013229i,-0.0085083+0.010228i,-0.0043439+0.0051934i,-0.0044129+0.0053223i,-0.0047964+0.0076398i,-0.0012563+0.0076338i,0.0030703+0.004523i,0.0033962+0.0013567i,0.00034184+0.00069021i,-0.0020154+0.0010307i,-0.0020444-0.00084285i,-0.0015421-0.0031376i,-0.001889-0.0016565i,-0.0028426+0.0010815i,-0.0030283+0.0026031i,-0.0020288+0.0028917i
0.014151-0.0027453i,0.019266+0.00069415i,0.008531+0.02078i,-0.012104+0.033163i,-0.016556+0.021584i,-0.0091062+0.0029164i,-0.0051794-0.0068961i,-0.0039376-0.0066739i,-0.0010042-0.0015895i,0.0011484+0.00041905i,8.0287e-05-0.0033979i,-0.0023463-0.0068395i,-0.0036998-0.0040178i,-0.00302+0.00051322i,-0.00025281+0.0011521i,0.0020084-0.00082026i,0.00264-0.0017663i,0.0035484-0.0011746i,0.003311-0.0013503i,0.0018335-0.0022231i,0.00058727-0.0027927i,-0.00032916-0.0032951i,-0.0016819-0.0031421i
0.0091607-0.00285i,0.0041964-0.0088327i,-0.011343-0.02065i,-0.019561-0.027566i,-0.0087111-0.017547i,0.005815-0.0011823i,0.010193+0.006729i,0.0040013+0.0072626i,-0.0042021+0.0059473i,-0.0056849+0.0042677i,-0.00090873+0.0026613i,0.0033776+0.0019043i,0.0015778+0.0023216i,-0.001725+0.0022044i,-0.0017407+0.0034079i,-0.0011797+0.0052992i,-0.0018616+0.0063367i,-0.002914+0.0063298i,-0.0030507+0.004992i,-0.0024162+0.0038886i,-0.0013752+0.0032798i,-0.00094582+0.0030261i,-0.00079469+0.0030867i
0.003041+0.0050133i,0.014529+0.0042959i,0.023685+0.0015674i,0.025107+0.0019341i,0.013812+0.0099363i,-0.0012252+0.016581i,-0.00987+0.012874i,-0.010903+0.0015286i,-0.0084659-0.0071471i,-0.0058403-0.0066337i,-0.0037986-0.0015528i,-0.0030242+0.0011645i,-0.0035678+0.0001811i,-0.0025865-0.0023171i,-0.0024828-0.0033908i,-0.0045746-0.0029899i,-0.0049929-0.0025715i,-0.0039315-0.002913i,-0.0030301-0.003153i,-0.0026802-0.0018786i,-0.0030935+0.00022076i,-0.0039276+0.00128i,-0.0039322+0.0010836i
-0.00072514+0.0063087i,3.0558e-05+0.017871i,-0.0046279+0.023639i,-0.013292+0.018027i,-0.020271+0.0066927i,-0.020981-0.00052258i,-0.012891-0.0036225i,-0.00044644-0.0059121i,0.0055278-0.006957i,0.0039549-0.0063704i,0.0017798-0.0047054i,0.00065079-0.0041811i,-0.00029937-0.0031739i,0.00064954+0.00084983i,0.0031545+0.0025705i,0.0043512+2.0346e-05i,0.0042879-0.0013574i,0.004846-0.0011232i,0.005069-0.00090899i,0.0043721-0.0017587i,0.0031324-0.0032433i,0.002189-0.0034909i,0.0018712-0.0038606i
-0.0076612+0.00085103i,-0.016146-0.0012039i,-0.019643-0.010697i,-0.014068-0.022137i,-0.0081879-0.023478i,-0.0069895-0.014018i,-0.004686-0.0021792i,0.00076362+0.0044271i,0.0034064+0.0035294i,0.0020066+0.0009321i,0.0022086+0.00039742i,0.0039663+0.00016125i,0.0024329-0.00043742i,-0.0015711+0.00059858i,-0.0028361+0.0031538i,-0.00035945+0.0046211i,0.00055086+0.0036061i,-0.001017+0.0010507i,-0.0020164+0.00031507i,-0.0011321+0.0012384i,0.0010993+0.0015663i,0.0024157+0.0011359i,0.0027989+0.0012838i
-0.0030959-0.0047101i,0.0013936-0.0082657i,0.014058-0.0081485i,0.022988-0.0049785i,0.016898-0.004964i,0.0029715-0.0081976i,-0.0054284-0.0055893i,-0.0045185-7.2111e-05i,0.0010503+0.00060433i,0.0035294-0.0015371i,0.0016797-0.001518i,-1.2117e-05-0.00023985i,-0.000515-0.0024597i,-0.0016331-0.0069299i,-0.0031564-0.0085745i,-0.0042023-0.0060538i,-0.0035876-0.0037132i,-0.0019004-0.003198i,-0.0019533-0.0031768i,-0.003357-0.0022461i,-0.0040491-0.0011766i,-0.0039597-0.0014605i,-0.0038038-0.0013059i
0.0039487-0.0021304i,0.0052567+0.0017411i,0.0057613+0.011524i,0.0031241+0.014379i,0.0019135+0.0035896i,0.0019406-0.0082932i,-0.0011795-0.0093969i,-0.0031287-0.0025813i,0.0002975+0.0020816i,0.0036387+0.0024517i,0.0028216+0.0010914i,0.001498-0.0010717i,0.0028542-0.0021977i,0.0057631-0.0021151i,0.0062153-0.0030354i,0.0049769-0.0029961i,0.0043371-0.001308i,0.0031628-0.00015265i,0.0020506+0.00010931i,0.0016383-0.00017037i,0.0010378-0.001442i,0.0010361-0.0023241i,0.00178-0.002406i
0.0037735-0.00097004i,-7.8897e-05-0.0025585i,-0.0054248-0.0032364i,-0.0040952-0.0033812i,0.0052024-0.0025006i,0.010452-0.0017596i,0.0065593-0.0012408i,-0.00064801+5.9214e-05i,-0.0045008+0.0025929i,-0.003252+0.0043986i,-0.00035872+0.0031987i,0.00081348+0.0014145i,-0.00038321+0.0018613i,-0.0016095+0.0038605i,-0.0015947+0.0048279i,-0.0010431+0.0047823i,-0.00025338+0.0044699i,-5.7057e-05+0.0033957i,0.00039672+0.00233i,0.00091472+0.0025139i,0.0016783+0.0028948i,0.0023209+0.0022007i,0.0022067+0.0018534i
4.8935e-05-0.00033227i,0.00064437-0.00041914i,0.0009105+0.0019853i,0.0035132+0.0073644i,0.0058709+0.012175i,0.0052613+0.012001i,0.001994+0.0071084i,-0.0014771+0.0011944i,-0.0036254-0.0018468i,-0.0035504-0.0012714i,-0.0017184-0.00080715i,-0.00073544-0.001179i,-0.00089074-0.0017522i,-0.001042-0.003244i,-0.0023153-0.0040647i,-0.003309-0.002489i,-0.0023343-0.00089514i,-0.00050635-0.000409i,-0.00038949-0.00049115i,-0.0016151-0.00075931i,-0.0012106-8.2973e-05i,-0.00015078+0.00048373i,7.0457e-05-0.00045383i
-0.0029465+0.0028244i,-0.0052595+0.0058747i,-0.0093612+0.0091678i,-0.014023+0.012639i,-0.014834+0.013821i,-0.01068+0.012403i,-0.0052892+0.0073788i,-0.0011434+0.0016656i,0.00018903-0.0022375i,0.0010265-0.0022264i,0.0028584-0.0013206i,0.0041111-0.0022347i,0.0040885-0.0029298i,0.0051525-0.0023327i,0.006052-0.0016187i,0.004712-0.002014i,0.0028733-0.0022351i,0.0006857-0.0026273i,-0.00058747-0.0028268i,-0.00036875-0.0020036i,-0.0002381-0.0015912i,-0.00037187-0.00090125i,0.00099123+0.00017162i
-0.0051613-0.0016701i,-0.0099939-0.0049015i,-0.01393-0.010139i,-0.01565-0.011387i,-0.016327-0.0062644i,-0.014546+0.0018219i,-0.0073577+0.0060569i,0.00095282+0.0049436i,0.0029968+0.0010033i,-9.9585e-05+9.428e-05i,-0.0019193+0.0027033i,0.00032591+0.004125i,0.0014484+0.0047138i,0.00055378+0.0057358i,0.0007223+0.0057714i,0.0012428+0.004973i,0.0011727+0.0035891i,0.00069937+0.0017955i,-0.00024445+0.00069155i,-0.00066439+0.00053591i,-0.00065736+0.00097889i,-0.00074763+0.0020385i,-0.00084912+0.0031956i
-0.0056787-0.0083292i,-0.0054754-0.011468i,-0.0017304-0.012665i,5.7241e-06-0.011276i,-0.0053872-0.008452i,-0.011562-0.005288i,-0.010949-0.00076717i,-0.0050428+0.0019642i,-0.0012646+0.00029534i,-0.0022099-0.0027211i,-0.0038375-0.0033729i,-0.0045809-0.0011571i,-0.0056596-0.00017821i,-0.0058065-0.0018258i,-0.0049163-0.0022858i,-0.0039489-0.00053663i,-0.0028809+0.00024688i,-0.0023406+0.0011044i,-0.0016999+0.0013287i,-0.0005296+0.00045025i,-0.00044707+0.00038507i,-0.0009365+0.00042429i,-0.001483+0.00021756i
0.0030499-0.0060459i,0.0044923-0.007366i,0.0046734-0.0059185i,0.00057812-0.0064198i,-0.0042862-0.011587i,-0.0071828-0.013788i,-0.0079684-0.0091081i,-0.0048343-0.0021474i,0.00032699+0.00059508i,0.0038123-0.00075146i,0.0040982-0.0022795i,0.0029232-0.0035993i,0.0021706-0.0055207i,0.0022799-0.0064532i,0.0028462-0.0045854i,0.0021223-0.0026294i,0.000785-0.0015349i,0.0010019-0.0020205i,0.0014042-0.0028289i,0.00070747-0.0022089i,4.4015e-05-0.0014735i,-0.00016697-0.0013624i,5.8234e-05-0.0015333i
0.0096877+0.0027821i,0.011929+0.0020252i,0.011175-0.0011536i,0.010734-0.008932i,0.0098476-0.015167i,0.0061178-0.014464i,0.00089385-0.0079285i,-0.0020681-0.0006498i,-0.00078449+0.0030867i,0.0016281+0.0036022i,0.0024517+0.002817i,0.0020647+0.0017031i,0.0023225+0.0018555i,0.0017024+0.0028113i,0.00044322+0.002795i,-0.00025537+0.002066i,0.00033568+0.0015274i,0.0023433+0.0014234i,0.0023694+0.0014656i,0.00028598+0.00091201i,0.00047595-1.5206e-05i,0.0016294-0.00036745i,0.00090557-0.0014194i
0.005691+0.0036216i,0.007042+0.0039699i,0.0092108+0.0027106i,0.012659+0.00072131i,0.012783-1.6988e-05i,0.0079972-0.00059138i,0.0022555-0.0013455i,-0.00071275-0.0021896i,-0.0017927-0.0027769i,-0.0028307-0.002596i,-0.0033336-0.0030331i,-0.0040687-0.0021648i,-0.0049458+7.4117e-05i,-0.0059437+0.0010483i,-0.004765+0.0015717i,-0.0024351+0.0017828i,-0.0023146+0.00093962i,-0.0034083+0.0010471i,-0.0030279+0.0015507i,-0.0012575+0.00092228i,0.00021871+0.00088337i,0.00051868+0.00077585i,0.0010766+2.7893e-05i
0.0013375+0.0030518i,0.00026296+0.0037013i,0.00048629+0.0039075i,0.002461+0.0044588i,0.00305+0.0049822i,0.002075+0.0046497i,0.0007579+0.0022888i,0.00064218-0.0010928i,0.001045-0.0030056i,0.0030448-0.0036235i,0.0053806-0.0031993i,0.0046154-0.0046712i,0.0020059-0.0071659i,0.00040168-0.0065689i,0.00052749-0.0049044i,0.00085693-0.0042751i,-9.6841e-05-0.003509i,-0.00088277-0.0019263i,-0.00074217-0.00052079i,-0.0012234+0.0004464i,-0.00176+0.00077337i,-0.00056872+0.00075396i,0.00089086+0.00031082i
-0.0039328+0.0072081i,-0.0048841+0.0068487i,-0.0037512+0.0059916i,-0.0019496+0.0058578i,-0.00043203+0.004937i,-0.0011587+0.0048114i,-0.0018623+0.0048208i,0.00034358+0.0044504i,0.0021468+0.0038251i,0.0017191+0.0034932i,0.0024+0.0045432i,0.0059093+0.004765i,0.0069723+0.0034831i,0.0045136+0.001665i,0.0024282+2.9046e-07i,0.0024887-0.00057455i,0.0025533-0.00028365i,0.0016246+0.0011418i,0.0013812+0.0015765i,0.0016757+9.9811e-05i,0.0011622-0.0012032i,0.0017331-0.0011773i,0.0029364-0.00092266i
-0.0026994+0.001468i,-0.0015794+0.00062529i,0.00010323+0.0021052i,-0.00072742+0.0042338i,-0.0035658+0.0043816i,-0.0077958+0.0036999i,-0.0084443+0.0039219i,-0.0047017+0.0040455i,-0.0017029+0.0023825i,-0.0021031-0.00018736i,-0.0045653-0.00066631i,-0.005351+0.0020539i,-0.0053006+0.004945i,-0.0047761+0.0048664i,-0.0026115+0.0030714i,-0.0005391+0.0019739i,0.00017375+0.001189i,-0.00052226+0.0014695i,-0.0011125+0.0021489i,-0.00025764+0.0013852i,0.0004689+0.00022415i,0.00068561+0.0002037i,9.0732e-05+0.00067272i
0.0032079-0.0060433i,0.0019374-0.0076761i,-0.00047588-0.0047845i,-0.0036451-0.0019328i,-0.0058468-0.0032151i,-0.0074863-0.0040348i,-0.008694-0.0016605i,-0.0059757+0.0024148i,-0.0016654+0.0032338i,-0.00015601-0.00057245i,0.0006134-0.003915i,-0.00061895-0.005409i,-0.0042101-0.0060856i,-0.0047931-0.0050461i,-0.0021941-0.0024099i,-0.00013404-0.00095965i,0.00095535-0.0011045i,0.00084869-0.0015382i,0.00030597-0.0011698i,0.00026615-0.00027131i,-0.00036045-0.00023409i,-0.00077724-0.00055582i,-0.0012194+0.00045302i
0.0033242+0.0011411i,0.004426+0.00027139i,0.0011561+0.00033046i,-0.002809-0.00087959i,-0.0036081-0.0039929i,-0.0034132-0.0055151i,-0.0048438-0.0034737i,-0.0048817+0.00045417i,-0.0022584+0.0023796i,0.00050051+0.0019052i,0.0025244+0.0014297i,0.0034713+0.00015536i,0.004303-0.0021322i,0.0045372-0.0022131i,0.0033649-0.00063507i,0.0026457+0.00028767i,0.0021553+0.00075823i,0.0013117+0.00054592i,0.00068249+0.00054145i,0.0004479+0.0010115i,0.0004093+0.00089125i,0.00089792+0.0011127i,0.00096395+0.00033733i
0.0057052+0.0022848i,0.0025934+0.0015198i,-0.00035162-0.00074616i,-0.0026034-0.0035127i,-0.0033678-0.0047356i,-0.0034669-0.0036825i,-0.0040201-0.00094358i,-0.0042855-9.5087e-05i,-0.0037698-0.00075368i,-0.0028515-0.0011779i,-0.0038819-0.0012984i,-0.0055555+0.00076611i,-0.0056151+0.0044502i,-0.0050733+0.0053521i,-0.0048733+0.0038652i,-0.0038928+0.0031075i,-0.0015218+0.0021616i,0.00074292+0.001315i,0.0005966+0.0011517i,-0.0011818+0.0011722i,-0.001041+0.0011122i,0.00067831+0.00035978i,0.002493+0.00017339i
-0.0013207+0.0055063i,-0.0019302+0.003819i,-0.0014399+0.00049409i,-0.00057408-0.001997i,-0.00043595-0.0029237i,-0.0012568-0.0020902i,-0.0026938-0.0011766i,-0.0021312-0.0028639i,-0.00031891-0.0043202i,0.0011797-0.004406i,0.0035519-0.0054362i,0.0025149-0.007015i,-0.0019444-0.008617i,-0.0039731-0.0083632i,-0.0039326-0.0061808i,-0.0028856-0.0038138i,-0.00098684-0.0020807i,-0.00022009-0.0013002i,-0.0011428-0.0011959i,-0.0013283-0.00077755i,-0.0011347-0.00032845i,-0.00072526-0.00021752i,-5.1339e-05-0.0010748i
-7.3671e-05-0.0047612i,1.83e-05-0.0088161i,-0.00050852-0.011857i,-0.00078424-0.010106i,-0.0012623-0.006125i,-0.0019718-0.0017243i,-0.00043724+0.00099265i,0.0020195+0.00059902i,0.0028508-0.00047645i,0.0026808+0.00042968i,0.0042052+0.0015908i,0.0067787+0.00062314i,0.0078455-0.0015942i,0.0067886-0.0024924i,0.0050442-0.0018057i,0.0040002-0.0009504i,0.0029146-0.00036117i,0.0014046-0.00022693i,0.00075059-0.0011982i,0.00096734-0.0013905i,0.0003098-0.00078469i,-0.00067029+0.0002869i,-0.00073313+0.00024919i
-0.0035256-0.0031804i,-0.0024497-0.0030625i,-0.00089275-0.0014499i,0.0010199-0.00069701i,0.00068993-0.0011201i,-0.0016232-0.0010283i,-0.0027275+0.0020169i,-0.00014168+0.0033527i,0.0013109+0.0011643i,-0.0010811+0.00033259i,-0.0025618+0.0026217i,-0.0010235+0.0054747i,0.0010707+0.0065932i,0.0014929+0.0051735i,0.0014719+0.0027564i,0.00087214+0.0023203i,0.00069374+0.0022969i,0.0010178+0.00079447i,0.0010763-0.00047729i,0.00087073-0.0011073i,0.00051153-0.00071121i,0.00012904+0.0013283i,-3.3697e-06+0.0027718i
-0.00039072-0.00054502i,0.0004418+0.001256i,0.0017998+0.0021545i,0.0037281+0.0009876i,0.0041801-0.0011403i,0.0014627-0.0023654i,-0.0014073-0.00063877i,-0.0013845+0.0015465i,0.00024734+0.00075172i,0.00037652-0.0013553i,-0.0013354-0.0022104i,-0.0036623-0.0021035i,-0.0054632-0.0026617i,-0.0045631-0.0023486i,-0.0017928-0.0014529i,-0.0003421-0.0013348i,0.00017939-0.0012167i,0.00025791-0.00061427i,-0.00040201-0.00010302i,0.00045057-0.0004416i,0.0010274-0.00073539i,0.00040601-0.00043596i,-0.00028959-0.00024912i
0.00045777+0.0026551i,0.0037945+0.0034426i,0.0050921+0.0045792i,0.0047726+0.0035749i,0.0033594+0.00088835i,0.00062655-0.0017636i,-0.0018879-0.0011762i,-0.0023077+0.0022237i,-0.00065061+0.0036464i,0.0013963+0.0014577i,0.0020358+0.00015026i,0.0038059-0.00049773i,0.0052219-0.0028809i,0.0044768-0.0033619i,0.0041649-0.00062097i,0.0034114+0.00038113i,0.0024084-0.00018817i,0.0015983-0.00017568i,0.0012273-0.00022984i,0.00093588+9.4061e-05i,-0.00029557+0.00031352i,-0.0007841-0.00063947i,-0.00053407-0.0015772i
-0.0011735+0.0024351i,-0.0027402+0.0041146i,-0.0026769+0.0067681i,0.00084812+0.0069385i,0.0028143+0.0045453i,0.0005808+0.0014007i,-0.0029957+0.00015288i,-0.0043553+0.00016229i,-0.0027883+0.00058449i,-0.0011788+0.0013205i,-0.0007666+0.00059904i,-0.00012408+0.0012871i,0.00054765+0.0033315i,0.00013051+0.0028902i,-0.0014925+0.0014877i,-0.0025329+0.0012548i,-0.0022038+0.0012376i,-0.00079961+0.0011063i,-0.00023131+0.00066041i,-0.00081423-0.0001179i,-0.0008886-0.00041784i,-0.00062121-0.0007184i,-0.0003321-0.00029758i
2.5473e-05-0.003918i,-0.0041761-0.0037898i,-0.0059289-0.0012352i,-0.0050361+0.0021612i,-0.0031752+0.0031675i,-0.0019577+0.0019156i,-0.0014274+9.3679e-05i,-0.00061223-0.0010845i,0.00023347-0.002034i,0.00051884-0.0020112i,-0.00072887-0.002818i,-0.0034191-0.0040575i,-0.0058564-0.0032084i,-0.005167-0.0014728i,-0.0026516-0.00040552i,-0.0009186+5.5953e-05i,-0.00038154+0.0010209i,-0.0010974+0.0012882i,-0.0014358+0.00071573i,-0.00098543+0.00041424i,-0.0011325+0.0010575i,-0.00057459+0.00068349i,0.00036229-0.00069874i
-0.0037683-0.00020736i,-0.0038865+0.00096784i,-0.0046299+0.0040045i,-0.0052135+0.0053424i,-0.0034745+0.0045984i,-0.0017193+0.0036383i,-0.0012216+0.002659i,-0.00070524+0.00033066i,-0.00016054-0.001665i,0.0022673-0.0010941i,0.0054018-0.00058932i,0.0064818-0.0023356i,0.0054488-0.0052784i,0.003722-0.0053108i,0.0029399-0.0028944i,0.0018229-0.00041851i,0.00063414+0.00069232i,-0.00060579-0.00056496i,-0.0020483-0.0023416i,-0.0025101-0.0021866i,-0.0017157-0.0013731i,-8.6817e-05-0.00055382i,0.0017841-0.00010714i
-0.00084446-0.0043986i,-0.0040197-0.005744i,-0.0080795-0.0065621i,-0.0095037-0.0039478i,-0.0082943+0.00053404i,-0.0055771+0.0028977i,-0.0024736+0.0022126i,-0.00033741+0.00067314i,0.00083202-0.00012465i,0.00041038+0.0009526i,0.00037893+0.0033459i,0.0018089+0.0050753i,0.0033466+0.0045178i,0.0037184+0.0034982i,0.0027768+0.001938i,0.00027088-0.00014583i,-0.0014026-0.00060773i,-0.00044202-0.0010189i,0.00051845-0.001398i,0.00027238-0.0015549i,0.00022636-0.0012255i,0.00024871-0.00037825i,0.00077271+0.00012752i
0.00079117+0.0033818i,0.00052176+0.0010718i,-0.0021494-0.0023221i,-0.0038728-0.0043615i,-0.004602-0.0044859i,-0.0066166-0.0027291i,-0.0068492+0.00021621i,-0.0036739+0.0016869i,-0.00081722+0.00041239i,-0.00010807-0.00079602i,-0.0014785-0.00039452i,-0.0035921+0.00028797i,-0.004076+0.00045627i,-0.0033716+0.00044627i,-0.0012316-0.00047805i,0.00047182-0.0020264i,0.0007857-0.0026592i,0.00075846-0.0015002i,-0.000116-0.00037825i,-0.00038581-0.00048737i,-0.00017156+0.00028403i,-0.0010866+0.0017357i,-0.0020605+0.0016573i
-0.00042056-0.0020127i,-0.0010156-0.0021241i,-0.00018049-0.005423i,-0.00047541-0.0078059i,-0.0030215-0.0079467i,-0.0054499-0.0045784i,-0.0057453-0.00051892i,-0.0035789+0.0010143i,-0.0016188+0.00083253i,-0.000207-0.00055125i,0.00098177-0.0017946i,0.0013164-0.0034077i,0.00079814-0.0040703i,-0.00015675-0.0013579i,-0.00012606+0.001296i,0.00085312+0.0011796i,0.0011607-0.00011474i,0.00048445-0.00049749i,0.0003588-0.00065814i,0.00055632-0.00088733i,0.00058412-0.00020831i,0.0001034+0.0011905i,-0.00062757+0.0015433i
-0.0038862+0.0023962i,-0.0036176+0.00049716i,-0.00028171-0.0012364i,0.0042089-0.0040396i,0.0044364-0.0069519i,0.00038636-0.0076803i,-0.002738-0.0050728i,-0.0035414-0.0018206i,-0.0025066+6.6054e-05i,-0.00073512+0.00077256i,0.00068649+0.0014419i,0.0017842+0.0021955i,0.002351+0.0003994i,0.0010969-0.0015501i,-0.00033198-0.0014104i,0.00038654-3.4604e-05i,0.0014172+0.00036421i,0.0010745-6.4318e-06i,0.00039035+9.5377e-05i,-0.00032958+0.00025666i,-0.00056656+0.00052095i,-0.00042637+0.00028728i,-0.0004782-0.00017172i
0.00017852-0.0022904i,0.0028152-0.0039078i,0.0052474-0.0029738i,0.0075479-0.0034844i,0.007533-0.0054735i,0.0038959-0.0070048i,-9.1468e-05-0.0058917i,-0.0013957-0.0038407i,-0.0014729-0.0028214i,-0.0020166-0.0023642i,-0.002325-0.0012911i,-0.0033079-0.00094272i,-0.0035272-0.0011535i,-0.0020735-0.0013747i,-0.00039408-0.00022195i,0.0013673+0.00106i,0.0019453+0.0011478i,0.0015341+0.0013643i,0.0008839+0.0013121i,-7.4565e-05+0.00029184i,-0.00075226-0.00020928i,-0.00028993-0.000691i,0.00045835-0.00080385i
-0.0002289-0.0024519i,0.0019304-0.00084497i,0.0033427+0.0025509i,0.0050499+0.0039026i,0.0064295+0.0011575i,0.0051641-0.0025851i,0.002179-0.0029952i,0.0024817-0.001864i,0.0038146-0.0019524i,0.0035556-0.0030862i,0.0033139-0.0041028i,0.0026032-0.0048171i,0.0017641-0.0051629i,0.00047351-0.0039956i,-0.0012273-0.0017338i,-0.0022039+0.0012947i,-0.0021175+0.0023062i,-0.0011506+0.00089849i,-0.00056267-0.00023926i,-0.00048361-5.8197e-05i,-0.00020744-0.00031918i,0.00019225-0.00039534i,-0.00015351-0.00036629i
-0.0046754+0.003451i,-0.0033273+0.0055304i,-0.0010772+0.010279i,0.00295+0.012541i,0.0070877+0.0089162i,0.00662+0.0035142i,0.0019517+0.0016867i,-0.00036817+0.0025958i,0.0013609+0.0025499i,0.0027983+0.0020654i,0.0036417+0.0016816i,0.0047567+0.0010918i,0.004427+0.00068775i,0.0029475-0.0020318i,0.00055457-0.0047787i,-0.0015463-0.0044331i,-0.0023311-0.0024735i,-0.0015093-0.001643i,-0.0014402-0.0012592i,-0.0016393-8.0279e-05i,-0.00064153+0.00081522i,0.00028384+0.0010294i,0.00029083+0.00073065i
-0.0027048+0.00091709i,-0.0032221+0.0032485i,-0.0042036+0.0048217i,-0.0034814+0.0059251i,-0.0017858+0.0063539i,-0.00082538+0.0047379i,-0.00071498+0.0034763i,-0.00050619+0.0032203i,0.0003581+0.0028454i,0.00065177+0.0022929i,0.00058626+0.0029101i,-0.00019069+0.0038662i,-5.3321e-05+0.00313i,0.0014809+0.0018086i,0.0024063-0.00031829i,0.0025127-0.0021153i,0.0012053-0.0016756i,0.00017217-0.00060268i,3.8214e-05-0.00025499i,5.8001e-05-0.00086631i,0.00024173-0.0011507i,0.00076363-0.00023049i,0.0016887+0.00078028i
-0.00049835+0.0010284i,-0.00063117+0.00209i,-0.0016364+0.0038231i,-0.0047057+0.00398i,-0.0058955+0.0037299i,-0.0042466+0.0045869i,-0.0040353+0.0042766i,-0.0051371+0.0031208i,-0.0038909+0.0030169i,-0.00086526+0.0023739i,0.00010649+0.00042555i,-0.0007665-0.0018364i,-0.0012781-0.0032257i,-6.2985e-05-0.0022167i,0.00061518-0.00043618i,-0.0004036-0.00013246i,-0.00098526-0.00044791i,-0.00068714-6.257e-05i,-0.00052522+9.4043e-05i,-0.00028946-0.00020908i,0.00035587-0.0001392i,0.00050877-0.00011763i,0.00054897+0.001027i
-0.0014754-0.0035797i,-0.0030607-0.0044903i,-0.0061468-0.0041522i,-0.0089474-0.0024649i,-0.0098848-0.00072579i,-0.0080344+0.0006767i,-0.005145-0.00020067i,-0.0040502-0.0022218i,-0.0037325-0.0017559i,-0.001704+0.00085291i,-0.00027729+0.0022698i,0.0015485+0.0020281i,0.0017342+0.0009569i,0.00042723+0.00036131i,0.00051456+6.7143e-05i,0.00093455-0.00068858i,0.0016036-0.0013905i,0.0015895-0.0014196i,0.00063567-0.0013143i,-0.00045288-0.00053649i,-0.00072589+0.00018929i,-0.00052178+0.00024476i,-0.00080475+0.00050137i
-0.00013619+0.0023697i,0.00022807+0.0014869i,-0.00054764-0.0015648i,-0.0029598-0.005742i,-0.0060325-0.0083539i,-0.0080134-0.0073038i,-0.0064654-0.0035505i,-0.0031169-0.0021869i,-0.0024682-0.0028073i,-0.0029879-0.0021783i,-0.002932-0.00052521i,-0.002934+0.00066598i,-0.0020515+0.0010233i,-0.00020412+0.00032205i,0.00099666-0.00030414i,0.0016177+0.0010143i,0.0018649+0.001766i,0.0011071+0.00030972i,-9.1696e-05-0.00018998i,-0.00016365-5.5982e-06i,0.00034885+0.00041875i,0.00045766+0.00068078i,0.00070285-0.0003765i
-0.0017325+0.0053946i,-6.8815e-05+0.0044661i,0.0008535+0.00037574i,0.0022241-0.0055319i,0.0002771-0.0092218i,-0.0042344-0.0087741i,-0.0057416-0.0044391i,-0.0026902-0.0028188i,-4.0303e-05-0.0040002i,-0.00013086-0.0039381i,-0.0004073-0.0043609i,-0.00016225-0.005711i,-0.00099473-0.0050713i,-0.0026633-0.0023841i,-0.0029717+0.00019552i,-0.0017932+0.0018367i,-0.00069346+0.0016787i,-0.00064956+0.00073357i,-0.000744+0.00037789i,-0.00063643+0.00027233i,-0.00034942+0.00091411i,0.00032025+0.0016276i,0.00048858+0.0011384i
