-0.002279-0.00057677i,-0.0026448-0.00037734i,-0.0039182+0.00061492i,-0.0032559+0.0014464i,-0.0013706+0.0027562i,-0.0011603+0.00244i,-0.0013613+0.0018987i,-0.00043117+0.0010975i,0.00071395-0.00017421i,0.00054821-0.00085794i,0.00043161-0.00076525i,0.00067465-0.00058574i,0.00069575-0.00084256i,0.00097297-0.00048637i,0.00035801+7.5489e-05i,0.00036504+2.3217e-05i,1.472e-05-0.00035867i,-0.00043827+8.5503e-05i,-0.00027397-0.00011521i,-5.3243e-05-0.00053928i,0.00017474-0.00021659i,0.00023044-0.000349i,0.00051331-0.00082972i
-0.1013-0.0021821i,-0.16359+0.033033i,-0.12884+0.084666i,-0.032352+0.073831i,-0.018381-0.0087027i,-0.052264-0.039619i,-0.023919+0.0039264i,0.0086981+0.018678i,-0.0056278-0.0034754i,-0.019318-0.019744i,-0.021792-0.025072i,-0.022315-0.023325i,-0.015636-0.019711i,-0.0052681-0.01048i,0.0031992+0.00090966i,0.0021774+0.0065689i,-0.0038011+0.0066431i,-0.0020464-0.0025315i,0.0034988-0.014144i,0.0040374-0.015303i,0.0062255-0.011189i,0.014363-0.012108i,0.018214-0.018936i
0.089644-0.074454i,0.12286-0.16667i,0.066249-0.22785i,-0.016685-0.20058i,-0.0065077-0.13744i,0.018023-0.11403i,-0.032798-0.10341i,-0.062973-0.061174i,-0.039901-0.020126i,-0.022812+0.0042907i,-0.009593+0.018615i,0.0066139+0.019449i,0.012935+0.017019i,0.013598+0.016557i,0.015938+0.018821i,0.02224+0.021011i,0.02071+0.01499i,-0.0013367+0.0057701i,-0.027913+0.005689i,-0.037436+0.013652i,-0.029951+0.021953i,-0.015932+0.024006i,-0.0034054+0.020881i
-0.013391+0.12163i,0.018834+0.23428i,0.099978+0.27045i,0.13575+0.20365i,0.061706+0.14463i,0.003385+0.1382i,0.029146+0.10134i,0.028364+0.026971i,-0.014507-0.0093376i,-0.031879-0.0028807i,-0.024786+0.0091182i,-0.017485+0.008473i,-0.013723-0.0031295i,-0.0082566-0.016538i,-0.0031006-0.03206i,-0.0067356-0.043489i,-0.013108-0.036088i,-0.010704-0.01269i,0.0048182+0.0081454i,0.022757+0.010016i,0.027109-0.0060904i,0.016431-0.020553i,0.0021497-0.024851i
-0.075161-0.11511i,-0.18107-0.19937i,-0.29597-0.20624i,-0.31472-0.13796i,-0.21807-0.11183i,-0.12994-0.12354i,-0.084242-0.070397i,-0.014661+0.0024688i,0.040225+0.016916i,0.042508+0.0048456i,0.030696+2.5209e-05i,0.021056+0.0022928i,0.010365+0.0099082i,0.00032025+0.017161i,-0.0040654+0.024678i,0.0026091+0.032115i,0.017898+0.033744i,0.032621+0.027365i,0.032224+0.017603i,0.016329+0.013306i,0.0008413+0.017444i,-0.0042508+0.024637i,-0.000416+0.026224i
0.13371+0.049272i,0.28698+0.067518i,0.40644+0.030804i,0.38712-0.0070723i,0.27918+0.045334i,0.2009+0.097345i,0.11898+0.055806i,0.0022335+0.018135i,-0.053205+0.028247i,-0.031684+0.024166i,-0.0078382+0.0024106i,-0.0016139-0.0074872i,0.0006839-0.0059729i,0.0016344-0.0028282i,-0.0040268-0.0051296i,-0.018121-0.013785i,-0.029677-0.02382i,-0.029653-0.030771i,-0.018557-0.034241i,-0.0054858-0.033i,0.00073418-0.028104i,0.0015194-0.02457i,-0.0028691-0.022024i
-0.13585+0.042904i,-0.28231+0.11721i,-0.37403+0.2169i,-0.33818+0.24258i,-0.26836+0.13789i,-0.22998+0.036903i,-0.14468+0.0085752i,-0.033879-0.023969i,0.0014818-0.051944i,-0.0164-0.034949i,-0.021087-0.0096307i,-0.0078887-0.0034428i,0.0051746-0.005117i,0.014174-0.0047176i,0.025523-0.0018785i,0.039892+7.9008e-05i,0.044826-0.0030493i,0.034176-0.0083582i,0.012785-0.0056789i,-0.0041313+0.0053839i,-0.004597+0.013432i,0.0015118+0.013886i,0.008318+0.0143i
0.084645-0.12219i,0.17592-0.2726i,0.21936-0.40279i,0.20826-0.38681i,0.23139-0.24467i,0.2407-0.12306i,0.14529-0.046978i,0.035067+0.023004i,0.0027631+0.051179i,0.0058524+0.034065i,-0.00088557+0.017685i,-0.012087+0.0092532i,-0.018269+0.0029963i,-0.019474-0.0025237i,-0.028309-0.0098798i,-0.050116-0.0091733i,-0.067897+0.0054986i,-0.067107+0.022087i,-0.043616+0.026224i,-0.014226+0.013524i,-0.0039717-0.0022164i,-0.0067069-0.0067428i,-0.0092941-0.006941i
0.0050296+0.15252i,0.01569+0.33337i,0.047985+0.46282i,0.047123+0.42268i,-0.039171+0.29173i,-0.10312+0.18388i,-0.059936+0.087719i,0.0051004+0.0049373i,0.018549-0.018278i,0.009899-2.0956e-05i,0.010352+0.012765i,0.013191+0.0099554i,0.010479+0.0013268i,0.0020496-0.00060486i,0.0043589+0.0079479i,0.025887+0.012877i,0.048728+0.0062545i,0.055083-0.0023825i,0.042316-0.0030891i,0.021931+0.0071171i,0.011427+0.017097i,0.013814+0.017793i,0.020128+0.01135i
-0.085116-0.11157i,-0.19266-0.2599i,-0.26923-0.36794i,-0.22347-0.36873i,-0.084025-0.32906i,0.015235-0.27003i,0.012776-0.14483i,-0.015028-0.016153i,-0.0085951+0.018529i,0.0045184-0.009564i,0.0043942-0.022287i,-0.00056175-0.008741i,0.002383+0.0094356i,0.012115+0.017786i,0.0093526+0.01758i,-0.008199+0.021953i,-0.018755+0.031467i,-0.013112+0.031104i,-0.003765+0.013368i,0.00015682-0.008055i,-0.00049747-0.019219i,-0.0028007-0.023893i,-0.011559-0.02429i
0.14017+0.040735i,0.30605+0.097657i,0.41107+0.14321i,0.34308+0.1632i,0.18571+0.18731i,0.070209+0.17937i,0.024353+0.074877i,0.0033248-0.046981i,-0.016854-0.072024i,-0.020269-0.029877i,-0.009612-0.0050165i,-0.0012091-0.0073881i,-0.0042859-0.013576i,-0.0072696-0.012237i,0.0089911-0.011676i,0.034922-0.027432i,0.043471-0.051222i,0.029831-0.057984i,0.0087412-0.037567i,-0.0036407-0.0096814i,-0.0037072+0.0056367i,-0.0028973+0.0092084i,-0.00071387+0.0095382i
-0.13751+0.052055i,-0.30228+0.096698i,-0.41838+0.10516i,-0.38498+0.042164i,-0.26993-0.054317i,-0.17199-0.094655i,-0.085276-0.028701i,-0.0097659+0.046483i,0.0089857+0.04318i,-0.016281+0.013112i,-0.030148+0.0061737i,-0.022096+0.010332i,-0.0075541+0.0094066i,0.0027009-0.0013915i,-0.0068087-0.009593i,-0.028155+0.0021345i,-0.036272+0.023919i,-0.025201+0.031667i,-0.0096044+0.022574i,-0.0016814+0.011751i,-0.0020823+0.0067476i,-0.0066556+0.006698i,-0.012396+0.010138i
0.06606-0.1174i,0.16712-0.23856i,0.25258-0.28886i,0.25395-0.19701i,0.20175-0.048327i,0.1466+0.03096i,0.059487+0.01171i,-0.028119-0.015666i,-0.04449+0.0043525i,-0.0092352+0.026584i,0.016491+0.022924i,0.016223+0.0081478i,0.0026101+0.00091068i,-0.007056+0.006458i,0.00018052+0.0062231i,0.0118-0.012414i,0.01036-0.030835i,0.0017831-0.030719i,-0.00041824-0.014369i,0.0065407+0.0037806i,0.014509+0.012414i,0.02133+0.013018i,0.029256+0.0049383i
0.0052126+0.1265i,-0.005683+0.27417i,-0.044218+0.36476i,-0.083154+0.29992i,-0.11447+0.16024i,-0.11839+0.074035i,-0.061009+0.04553i,-0.0033934+0.02746i,0.0011427+0.010366i,-0.015258+0.0040111i,-0.015948+0.006925i,-0.0037126+0.01052i,0.010295+0.0090752i,0.01416+0.004043i,0.00047076+0.0081952i,-0.012914+0.0269i,-0.011362+0.040309i,-0.0035829+0.031345i,0.0016119+0.0075463i,-0.00010312-0.013603i,-0.0039694-0.022531i,-0.0070819-0.022852i,-0.011625-0.016058i
-0.082986-0.08784i,-0.15124-0.19905i,-0.15945-0.27702i,-0.074974-0.23469i,0.041914-0.13749i,0.098424-0.087452i,0.066491-0.062614i,0.018556-0.034668i,0.011973-0.019168i,0.022129-0.022087i,0.015586-0.027324i,-0.0023934-0.024169i,-0.016031-0.01295i,-0.01227-0.0009519i,0.0052609-0.0050254i,0.012136-0.024072i,0.0061923-0.033626i,0.0015657-0.025873i,0.00035352-0.0092608i,0.001531+0.0035921i,0.0031225+0.0069496i,0.0039069+0.0051914i,0.0047362-0.0025936i
0.11267+0.012732i,0.22867+0.055215i,0.28175+0.09886i,0.20342+0.10328i,0.081449+0.1007i,0.019602+0.10593i,0.015213+0.082377i,0.023219+0.045563i,0.010917+0.024972i,-0.011573+0.024638i,-0.016764+0.026451i,-0.0066585+0.017909i,0.0033482+0.0016615i,0.00023472-0.0099657i,-0.012685+0.0014648i,-0.015352+0.029693i,-0.0069414+0.045488i,-0.002332+0.038454i,-0.0046727+0.020335i,-0.0091366+0.0079678i,-0.010824+0.0051113i,-0.011055+0.0062987i,-0.012294+0.012151i
-0.089472+0.04739i,-0.19582+0.079652i,-0.24981+0.072242i,-0.18002+0.016186i,-0.08166-0.065041i,-0.047356-0.11275i,-0.045462-0.08982i,-0.034055-0.038588i,-0.015347-0.015109i,-0.0039496-0.017901i,-0.00041357-0.014725i,0.00010877-0.0044265i,-0.0023155+0.0040562i,-0.00069312+0.0078573i,0.0072182-0.0046892i,0.010349-0.026255i,0.0084102-0.035278i,0.008871-0.027939i,0.01241-0.011656i,0.013881+0.0026014i,0.011787+0.0071839i,0.012275+0.0025945i,0.014416-0.0065597i
0.043271-0.092068i,0.10104-0.17864i,0.13341-0.20993i,0.098643-0.14018i,0.064338-0.043261i,0.058802+0.016265i,0.040277+0.026034i,0.0099663+0.0063954i,-0.0050948-0.00059618i,-0.0017455+0.0098458i,0.0063962+0.014681i,0.010828+0.0092921i,0.010055+0.0029374i,0.0047435+0.004059i,0.0038637+0.018142i,0.013105+0.033348i,0.021104+0.035456i,0.01772+0.025231i,0.0061626+0.0094011i,-0.0047967-0.0022081i,-0.008192-0.0043891i,-0.0080244-0.00090505i,-0.0073832+0.0055769i
0.030355+0.08329i,0.04127+0.17733i,0.034863+0.20971i,0.0058472+0.13094i,-0.051307+0.036413i,-0.090616-0.0094298i,-0.063317-0.027876i,-0.01451-0.037895i,0.00076126-0.040917i,-0.011623-0.03543i,-0.021534-0.025521i,-0.024376-0.015412i,-0.023256-0.0046958i,-0.012742-0.0017609i,-0.005878-0.017307i,-0.014327-0.03886i,-0.023222-0.048343i,-0.01788-0.043069i,-0.0027562-0.026627i,0.010123-0.0084221i,0.015124+0.0025174i,0.013265+0.0040428i,0.0082062-0.002746i
-0.073141-0.043015i,-0.14195-0.10418i,-0.16425-0.1261i,-0.10804-0.073199i,-0.017676-0.01819i,0.052243+0.0044859i,0.055991+0.026669i,0.015955+0.044409i,-0.006443+0.041312i,-0.0013753+0.027348i,0.0086829+0.014661i,0.014114+0.0050979i,0.014843-0.0029159i,0.012825-0.0042969i,0.013363+0.0070142i,0.019342+0.023166i,0.021736+0.032125i,0.013387+0.02932i,-0.00089031+0.018819i,-0.0094854+0.0079924i,-0.0063222+0.00010171i,-0.00032795-0.0024671i,0.0029995+0.0023167i
0.078537-0.0098847i,0.16646-0.0060582i,0.19995+0.00070037i,0.12921+0.0033427i,0.024605+0.026653i,-0.049737+0.04786i,-0.070743+0.019162i,-0.053434-0.019164i,-0.037292-0.021736i,-0.028573-0.0029074i,-0.019462+0.010682i,-0.01149+0.014519i,-0.0065008+0.013642i,-0.0063657+0.0055185i,-0.016617-0.0092954i,-0.034512-0.019869i,-0.043887-0.021869i,-0.035513-0.016828i,-0.015149-0.0087788i,0.00082031-0.0051386i,9.7378e-06-0.005324i,-0.0050862-0.0077889i,-0.0040121-0.013281i
-0.047188+0.055112i,-0.1106+0.1094i,-0.13683+0.13415i,-0.07804+0.10331i,0.0076196+0.027885i,0.052226-0.041272i,0.055191-0.034559i,0.040623+0.014114i,0.028778+0.03193i,0.022195+0.016908i,0.016727-0.0010501i,0.013208-0.010472i,0.011161-0.014i,0.010795-0.01111i,0.017996+0.00016953i,0.034013+0.011347i,0.044647+0.015948i,0.038779+0.015878i,0.020718+0.013469i,0.002623+0.011352i,-0.0064622+0.010792i,-0.0075019+0.01244i,-0.0057711+0.01437i
0.0018211-0.078012i,0.017676-0.16061i,0.024984-0.20391i,0.005301-0.15008i,-0.010846-0.035529i,-0.0056272+0.05284i,-0.010066+0.049368i,-0.023072-0.0016573i,-0.02622-0.020289i,-0.019845-0.0080264i,-0.014277+0.0038832i,-0.014804+0.0085798i,-0.018739+0.011801i,-0.020719+0.013516i,-0.027399+0.011652i,-0.039762+0.010109i,-0.044019+0.0086468i,-0.032756+0.0032132i,-0.012316-0.0054779i,0.0057227-0.0092352i,0.015364-0.0021799i,0.015722+0.0043503i,0.0079191+0.0025698i
0.043258+0.057036i,0.082843+0.12981i,0.11236+0.17067i,0.11558+0.11254i,0.076189-0.0063194i,0.022292-0.076557i,0.016763-0.055303i,0.041887-0.0062815i,0.0461+0.0047879i,0.024187-0.0062271i,0.0055803-0.011539i,0.0018282-0.015502i,0.004321-0.019565i,0.0096647-0.018007i,0.022636-0.012445i,0.039612-0.012255i,0.046871-0.014397i,0.036286-0.009968i,0.016075-0.0023119i,0.00066637-5.2171e-06i,-0.0034507-0.0051243i,0.00085583-0.0079499i,0.0091207-0.0028838i
-0.058528-0.018114i,-0.13187-0.051473i,-0.18256-0.074452i,-0.16331-0.039817i,-0.076664+0.024242i,0.0019699+0.052715i,0.001702+0.032958i,-0.038928+0.0047772i,-0.048261+0.00068421i,-0.025001+0.008145i,-0.002169+0.015169i,0.006614+0.02326i,0.0059753+0.029184i,0.0032528+0.027946i,-0.0047028+0.023246i,-0.017356+0.022839i,-0.023488+0.023136i,-0.019951+0.016451i,-0.013815+0.0047606i,-0.010287-0.002986i,-0.0081859-0.0041707i,-0.0065869-0.0059617i,-0.0073998-0.011068i
0.063149-0.02699i,0.1383-0.045944i,0.19008-0.066999i,0.14734-0.092889i,0.030962-0.10053i,-0.057476-0.080308i,-0.05104-0.049897i,0.0048273-0.032005i,0.025841-0.028361i,0.010195-0.019831i,-0.0040928-0.014628i,-0.0086951-0.019379i,-0.0084189-0.024346i,-0.0042809-0.027139i,0.005197-0.031899i,0.014504-0.039359i,0.018175-0.041762i,0.01715-0.031699i,0.011993-0.011344i,0.0059078+0.0085767i,0.0028128+0.017668i,0.0016207+0.0159i,0.00093123+0.010496i
-0.028791+0.056706i,-0.079098+0.11654i,-0.11627+0.16685i,-0.081148+0.17138i,0.0071014+0.12479i,0.071743+0.062603i,0.058418+0.026032i,0.0011064+0.021291i,-0.026961+0.025861i,-0.016991+0.019346i,0.0021413+0.010816i,0.01447+0.010037i,0.017105+0.015506i,0.01339+0.020269i,0.0039141+0.023682i,-0.0071813+0.030891i,-0.013315+0.033707i,-0.013312+0.023425i,-0.0078497+0.0077632i,0.0012475-0.003054i,0.009606-0.0062827i,0.0090307-0.0048547i,0.00060113-0.00039725i
-0.010047-0.05754i,-0.0033314-0.13123i,0.0010409-0.19076i,-0.024389-0.1757i,-0.070962-0.097428i,-0.097206-0.012795i,-0.066716+0.020886i,-0.016289-0.0034369i,-0.0011602-0.028758i,-0.010759-0.022106i,-0.021235-0.0071231i,-0.025957-0.0052177i,-0.026156-0.012616i,-0.024582-0.018017i,-0.019279-0.022219i,-0.014244-0.028603i,-0.011577-0.030444i,-0.0066628-0.021445i,0.00044193-0.0080544i,0.0048236-0.0017016i,0.0031135-0.0037745i,0.001259-0.0052538i,0.00583-0.0034605i
0.036299+0.036645i,0.075634+0.097802i,0.10475+0.15203i,0.12006+0.14139i,0.12656+0.070765i,0.10904-0.01104i,0.056633-0.037249i,0.007645+0.0033307i,-0.0025036+0.038988i,0.0058132+0.031721i,0.015343+0.010692i,0.023485+0.0016251i,0.027039+0.0046674i,0.026331+0.0092833i,0.02295+0.015706i,0.020792+0.025867i,0.017526+0.031328i,0.0097306+0.02519i,0.00086126+0.012339i,-0.0058616+0.0030256i,-0.010475+0.0020775i,-0.011148+0.0056912i,-0.0074299+0.0048792i
-0.051643-0.0035015i,-0.1155-0.028463i,-0.16273-0.058587i,-0.16174-0.052301i,-0.13043+0.0011002i,-0.081613+0.05583i,-0.032366+0.055207i,-0.01224+0.0096147i,-0.017829-0.017241i,-0.021091-0.0075856i,-0.018963+0.0092849i,-0.020905+0.014949i,-0.025665+0.010493i,-0.026358+0.0053271i,-0.024467-0.00024677i,-0.023401-0.0085514i,-0.018921-0.013495i,-0.0083571-0.012094i,0.0016178-0.0079171i,0.0069594-0.0022775i,0.011145+0.0037839i,0.013637+0.0037667i,0.010997-0.0019901i
0.037524-0.026778i,0.10169-0.042996i,0.16173-0.044452i,0.17169-0.046628i,0.13457-0.074287i,0.071622-0.098317i,0.021756-0.075712i,0.018549-0.023518i,0.033753+0.0049526i,0.030505-0.00034513i,0.018312-0.01445i,0.014551-0.019844i,0.01765-0.015567i,0.020628-0.0097922i,0.023364-0.0035324i,0.027614+0.0043448i,0.027934+0.0088129i,0.018844+0.0074423i,0.0050824+0.0040274i,-0.0027931+0.00077541i,-0.0025718-0.0030474i,-0.00094743-0.0057975i,-0.0016827-0.0034468i
-0.014005+0.045764i,-0.051969+0.092122i,-0.10089+0.12004i,-0.11202+0.11612i,-0.06868+0.10696i,-0.010978+0.095149i,0.016651+0.06541i,0.001906+0.023675i,-0.022219-7.9406e-06i,-0.024479+0.0040824i,-0.01292+0.018548i,-0.0055328+0.025258i,-0.0080561+0.02315i,-0.01148+0.017657i,-0.012536+0.0095541i,-0.016916+0.0012739i,-0.019573-0.0045798i,-0.013262-0.0060175i,-0.0037959-0.003372i,-0.00021805-0.0012312i,-0.0037547-0.0026978i,-0.0080509-0.0056658i,-0.0078351-0.0055807i
-0.014-0.03827i,-0.010356-0.092905i,0.011764-0.14322i,0.022973-0.15255i,-0.0027434-0.12816i,-0.03799-0.093247i,-0.047872-0.056219i,-0.022883-0.029475i,0.0061405-0.022523i,0.0092714-0.023852i,-0.00074765-0.024433i,-0.0035377-0.023661i,0.0017839-0.02198i,0.0072419-0.018928i,0.012328-0.014203i,0.018503-0.010914i,0.02086-0.0081331i,0.015316-0.0033884i,0.0067292+0.0031652i,0.0018232+0.0090236i,0.0011182+0.01492i,0.0029354+0.020054i,0.0043886+0.01795i
0.038361+0.016503i,0.066261+0.059816i,0.074136+0.10889i,0.059864+0.12142i,0.048208+0.089155i,0.048044+0.050261i,0.042145+0.024701i,0.013611+0.013367i,-0.016944+0.015608i,-0.019415+0.022019i,-0.00094772+0.022856i,0.010423+0.018568i,0.007133+0.015231i,-0.00039304+0.013628i,-0.0083705+0.011102i,-0.017084+0.0090015i,-0.020441+0.0075418i,-0.014279+0.0031732i,-0.0036315-0.002934i,0.0050147-0.006623i,0.010272-0.0083073i,0.010911-0.0087506i,0.0085542-0.006409i
-0.034491-0.00085842i,-0.077909-0.017891i,-0.11303-0.048934i,-0.11151-0.056941i,-0.084573-0.033126i,-0.060231-0.0078967i,-0.042682-0.00062185i,-0.022659-0.0086574i,-0.007352-0.0202i,-0.0087216-0.024566i,-0.019281-0.020153i,-0.021139-0.014421i,-0.014299-0.012008i,-0.0080693-0.010229i,-0.0015105-0.0079593i,0.0058169-0.0081459i,0.0099063-0.0084221i,0.0083324-0.005055i,0.0041862-0.0005796i,0.00074986-0.00073082i,-0.00029087-0.0052786i,0.0020175-0.010286i,0.0025736-0.01399i
0.024978-0.018789i,0.06713-0.028421i,0.10983-0.021918i,0.1126-0.012544i,0.079998-0.012751i,0.048762-0.016701i,0.033508-0.010654i,0.020836+0.0072013i,0.0078938+0.02642i,0.0081556+0.032838i,0.017703+0.019802i,0.018463+0.0080064i,0.011423+0.0079695i,0.0067316+0.0086336i,0.0014497+0.0093775i,-0.0053328+0.012291i,-0.0089469+0.01303i,-0.0080244+0.0077779i,-0.0065847+0.0011324i,-0.0087581-0.00016879i,-0.012884+0.0025423i,-0.016898+0.0044228i,-0.016931+0.0054308i
-0.0056622+0.032659i,-0.029887+0.062097i,-0.059613+0.079078i,-0.060672+0.07305i,-0.029825+0.059498i,-0.0025872+0.040021i,-0.0061299+0.017343i,-0.020108+0.0022309i,-0.022114-0.010165i,-0.023969-0.014364i,-0.026102-0.0029735i,-0.019594+0.0039906i,-0.010855-0.00047929i,-0.0041231-0.0033152i,0.0046616-0.0057832i,0.010853-0.010021i,0.011044-0.01179i,0.0090151-0.0066474i,0.0081601+0.0011591i,0.0087208+0.0057895i,0.0096051+0.0095614i,0.010404+0.012933i,0.0089275+0.013099i
-0.014728-0.021364i,-0.013479-0.05833i,0.0026235-0.090762i,0.0081325-0.095242i,-0.014262-0.076117i,-0.035168-0.040771i,-0.019408-0.013457i,0.010797-0.0057658i,0.024052+0.0021603i,0.027016+0.0088904i,0.024233+0.0026004i,0.016496-0.0029749i,0.010287-0.00017936i,0.0035766+0.0037611i,-0.0035914+0.0089833i,-0.0059447+0.015417i,-0.0037363+0.017167i,-0.0018795+0.011908i,-0.0016023+0.0047293i,-0.00073109-8.3169e-05i,0.0038701-0.0020796i,0.0096635-0.001662i,0.014626+0.00024867i
0.023523+0.01534i,0.042858+0.042391i,0.050443+0.075352i,0.057296+0.082565i,0.081915+0.049868i,0.081707-0.00076267i,0.036039-0.017935i,-0.002008-0.0010058i,-0.015119+0.0031364i,-0.023916-0.0016541i,-0.022726+0.0041783i,-0.014873+0.0065055i,-0.010482+0.0013142i,-0.0054202-0.0045711i,0.00037897-0.011507i,0.0022348-0.01853i,0.002194-0.019943i,0.004233-0.014066i,0.0060353-0.0072224i,0.0038499-0.0051049i,-0.00045533-0.007624i,-0.0031537-0.013284i,-0.0051893-0.018169i
-0.023309+0.0077222i,-0.052233-0.0020194i,-0.075753-0.028044i,-0.093581-0.042211i,-0.11105-0.0082593i,-0.088846+0.041455i,-0.031408+0.040107i,0.00073612+0.00037291i,0.0077031-0.016762i,0.016492-0.013354i,0.01742-0.013613i,0.011801-0.011682i,0.0099226-0.005041i,0.0078998+0.0021348i,0.0047986+0.010183i,0.0042126+0.016961i,0.0047411+0.015542i,0.0019129+0.0079056i,-0.0022642+0.00325i,-0.0033276+0.0047651i,-0.0033892+0.0090854i,-0.0053834+0.010403i,-0.0077804+0.0077279i
0.012873-0.015939i,0.038169-0.024635i,0.072039-0.015981i,0.10437-0.014125i,0.11406-0.058861i,0.074574-0.097596i,0.017517-0.06554i,-0.0052698-0.011469i,-0.012488+0.0078968i,-0.024369+0.011801i,-0.02055+0.015485i,-0.011424+0.012886i,-0.0094968+0.007852i,-0.0066951+0.0012659i,-0.0047433-0.0090756i,-0.0084892-0.017266i,-0.012099-0.017048i,-0.0094657-0.011692i,-0.0038074-0.0066211i,0.00087947-0.0027119i,0.0052129+0.0012915i,0.0071807+0.0057567i,0.0046332+0.0114i
0.0039301+0.017155i,-0.0086132+0.037846i,-0.041191+0.048661i,-0.081037+0.066865i,-0.085544+0.11766i,-0.039021+0.14211i,0.0036341+0.084998i,0.00083373+0.014552i,-0.0051724-0.0099777i,0.005422-0.016377i,0.007238-0.019084i,0.0058341-0.014944i,0.0081342-0.011241i,0.0084868-0.0048405i,0.010887+0.0056704i,0.015699+0.013303i,0.016111+0.014501i,0.011491+0.01221i,0.0074512+0.010144i,0.0052342+0.0050985i,0.0039451-0.0033693i,0.0053684-0.0074453i,0.011236-0.0066896i
-0.010927-0.012577i,-0.013574-0.033761i,0.0088625-0.057686i,0.041628-0.095689i,0.034651-0.15146i,-0.018707-0.16352i,-0.04553-0.093279i,-0.019052-0.016996i,-0.0032314+0.012162i,-0.010599+0.023366i,-0.009893+0.025386i,-0.0076487+0.019356i,-0.0086557+0.015241i,-0.0086364+0.0071386i,-0.013287-0.0021807i,-0.020212-0.0054682i,-0.01994-0.0036909i,-0.011194-0.0021387i,-0.0028007-0.0024419i,-0.0017615-0.0010165i,-0.005738+0.00044395i,-0.0069974-0.0021646i,-0.0052001-0.0083532i
0.016256+0.0049174i,0.029059+0.018369i,0.023544+0.04643i,0.0094997+0.10003i,0.036235+0.16198i,0.090224+0.15781i,0.084488+0.077187i,0.024063+0.013652i,-0.0071544-0.0054836i,-0.0051298-0.018475i,-0.0034225-0.022347i,-0.0028312-0.01963i,-0.0025698-0.018142i,0.00030838-0.011398i,0.0099104-0.0034133i,0.019312-3.6276e-06i,0.020893-0.00127i,0.015066-0.0039766i,0.0079082-0.0058771i,0.0045198-0.0047356i,0.0035697-1.6194e-05i,-0.00011546+0.0043471i,-0.0078366+0.0042824i
-0.018608+0.0055008i,-0.034232+0.003928i,-0.037569-0.02048i,-0.039323-0.083705i,-0.085568-0.1472i,-0.14053-0.12933i,-0.10995-0.049832i,-0.027443-0.0079737i,0.0096944-0.00013104i,0.0090633+0.016312i,0.0093002+0.025291i,0.010597+0.023831i,0.0098625+0.021226i,0.0049714+0.014857i,-0.0053338+0.0091936i,-0.014661+0.0080319i,-0.01704+0.0081907i,-0.013761+0.0062453i,-0.0092937+0.003024i,-0.0052725+0.00031843i,0.00059511-0.00047308i,0.0066543+0.001419i,0.0081316+0.0070826i
0.0066852-0.015482i,0.016688-0.023595i,0.026555-0.0033934i,0.056487+0.058517i,0.13418+0.10767i,0.18554+0.076884i,0.12658+0.014202i,0.032086+1.5751e-05i,-0.0067327+0.0031285i,-0.012589-0.011764i,-0.014724-0.02009i,-0.014897-0.019107i,-0.015434-0.015576i,-0.0096664-0.0093646i,0.0019613-0.0083531i,0.011119-0.01211i,0.013314-0.013423i,0.0094552-0.0092708i,0.0037189-0.0024863i,-0.0010152+0.00086073i,-0.0045061-0.00085839i,-0.0037005-0.0037293i,0.0017379-0.0035428i
0.0013826+0.015565i,0.0013246+0.028663i,-0.010781+0.014183i,-0.063066-0.038781i,-0.15966-0.063004i,-0.20062-0.016833i,-0.1272+0.023601i,-0.038611+0.0066581i,-0.0058306-0.0080369i,0.0057617+0.0058273i,0.01584+0.01377i,0.020813+0.010806i,0.022399+0.0071815i,0.016214+0.0049962i,0.005162+0.007682i,-0.0036225+0.013536i,-0.0048717+0.01636i,0.00038532+0.013209i,0.0058524+0.0082113i,0.0061946+0.0074141i,0.0026756+0.0083201i,-0.00052469+0.0045909i,-0.0012987-0.0040403i
-0.010101-0.0082939i,-0.017953-0.016502i,-0.0038475-0.0042248i,0.067006+0.025924i,0.17243+0.012521i,0.20115-0.049124i,0.11784-0.067271i,0.032556-0.025646i,-0.0007177-0.0025286i,-0.018744-0.0099277i,-0.028384-0.010472i,-0.029554-0.0045969i,-0.027382+0.00068508i,-0.017831+0.0037048i,-0.0073814-0.0016724i,-0.0016862-0.010596i,-0.0010157-0.014793i,-0.0042932-0.013202i,-0.0035823-0.0090265i,0.0027934-0.0051088i,0.0076952-0.0012027i,0.0059093+0.0033136i,-0.0010301+0.0045267i
0.013185-0.01054i,0.025659-0.012083i,0.0096758-0.021765i,-0.06887-0.022359i,-0.16583+0.030596i,-0.17529+0.10193i,-0.094729+0.09503i,-0.029881+0.030844i,-0.0083617-0.0004807i,0.0081455+0.0026119i,0.019374+0.0033737i,0.022328-0.0026539i,0.020453-0.010954i,0.011954-0.012342i,0.0049874-0.003837i,0.0036245+0.0064836i,0.0052487+0.011404i,0.0068142+0.0075871i,0.0050387-0.0014623i,0.0013706-0.0087603i,7.9047e-05-0.011028i,0.0019133-0.008434i,0.0011021-0.0026109i
