-0.0021294+0.00014801i,-0.00074494-0.00055173i,-0.0015842-0.00022669i,-0.0024837+0.0015376i,-0.0016665+0.0034316i,-0.00060159+0.0032099i,-0.00028889+0.0014219i,-0.00028531+0.00047687i,-0.00017401+0.00060188i,0.00050796+0.0016876i,-6.573e-05+0.0010682i,-0.0003316+0.00011248i,-0.00042771+0.00023711i,-0.00073778+0.0003242i,-0.00031871+0.00062567i,-0.00024789+0.0010322i,1.5943e-05+0.00062638i,9.6446e-05+0.0005653i,-0.00025992+0.00030512i,0.00057062-0.00047703i,0.0011414-0.00027429i,0.00081093+4.7658e-05i,0.00014047+8.5861e-05i
-0.2859+0.25796i,-0.30568+0.2249i,-0.17309+0.061582i,-0.012772-0.074763i,0.068268-0.11817i,0.039533-0.097977i,-0.0094703-0.058582i,0.010629-0.056077i,0.029687-0.09813i,0.0048457-0.10559i,-0.0076759-0.065051i,0.0077003-0.038982i,0.018463-0.037844i,0.0098765-0.026849i,-0.003862+0.0016471i,-0.013416+0.021222i,-0.029245+0.023148i,-0.044063+0.0266i,-0.037372+0.033978i,-0.013851+0.034638i,0.011397+0.028444i,0.029472+0.022594i,0.036719+0.023192i
-0.043825-0.43684i,-0.10216-0.45903i,-0.16271-0.2852i,-0.19455-0.16463i,-0.2206-0.14157i,-0.21331-0.049235i,-0.13118+0.047734i,-0.056889+0.045836i,-0.017185+0.026716i,0.029926+0.011609i,0.056665-0.026343i,0.046988-0.051119i,0.026673-0.052058i,0.0098066-0.048357i,0.0033495-0.051963i,-0.0024918-0.058981i,-0.005223-0.047529i,0.013135-0.019392i,0.045694+0.0014403i,0.063684+0.0034426i,0.053956-0.0065562i,0.031296-0.016795i,0.0062666-0.02403i
0.31438+0.28453i,0.37271+0.30744i,0.27513+0.18543i,0.082745+0.10354i,-0.059356+0.12336i,-0.032015+0.11215i,0.054764+0.035518i,0.054865-0.020865i,-0.0060482-0.013813i,-0.061783+0.02323i,-0.093912+0.057075i,-0.10281+0.068229i,-0.086299+0.05783i,-0.050204+0.043764i,-0.028649+0.031681i,-0.029599+0.027531i,-0.025258+0.015899i,-0.024204-0.015612i,-0.044041-0.035001i,-0.056933-0.01905i,-0.042831+0.005029i,-0.023974+0.007584i,-0.017117-0.0044452i
-0.45084+0.051112i,-0.52245+0.079742i,-0.37528+0.11454i,-0.12195+0.14567i,0.059637+0.12681i,0.07394+0.043237i,0.0075741-0.0042565i,-0.0087656+0.00074109i,-0.0018431-0.041599i,-0.024969-0.090403i,-0.028959-0.09413i,-0.006954-0.09742i,-0.0018407-0.088925i,0.0029343-0.046121i,0.029621-0.016921i,0.04506-0.02336i,0.026342-0.026266i,0.0020248+0.00074123i,0.0017615+0.029869i,0.017803+0.026805i,0.028788+0.0066258i,0.032403+0.0020872i,0.035619+0.0091541i
0.31641-0.31072i,0.39805-0.28777i,0.36149-0.15924i,0.27119-0.17243i,0.12742-0.2883i,-0.062394-0.23595i,-0.13231-0.069559i,-0.075944+0.02457i,-0.0061833+0.086432i,0.069729+0.11807i,0.11414+0.070692i,0.09374+0.030108i,0.066082+0.032019i,0.047491+0.020677i,0.017232+0.001078i,0.0020426-0.0049465i,0.016473-0.0086336i,0.033574-0.018187i,0.031404-0.020794i,0.0073664-0.0031194i,-0.018578+0.021255i,-0.026286+0.023167i,-0.023583+0.0036239i
0.071505+0.34251i,0.11593+0.2226i,0.063577-0.10247i,-0.16506-0.21323i,-0.3253+0.012047i,-0.13932+0.20971i,0.087314+0.13404i,0.069674-0.026506i,-0.035197-0.071646i,-0.10091-0.037803i,-0.148+0.017214i,-0.16629+0.062391i,-0.13603+0.066544i,-0.077853+0.04034i,-0.039411+0.01945i,-0.037819+0.031094i,-0.03777+0.05486i,-0.026105+0.046547i,-0.018503+0.0092987i,-0.0070646-0.01837i,0.0092222-0.029643i,0.0083332-0.030985i,-0.0058552-0.013456i
-0.44932-0.26446i,-0.68506-0.20954i,-0.72746+0.078511i,-0.40665+0.37443i,0.080552+0.37544i,0.27733+0.10727i,0.17356-0.04627i,0.10601-0.008989i,0.1442-0.068557i,0.11537-0.20158i,0.03593-0.20446i,0.012101-0.13472i,-0.0032925-0.10026i,-0.03636-0.062853i,-0.032015-0.02416i,-0.015666-0.021535i,-0.036045-0.017282i,-0.044879+0.018199i,0.00043366+0.044136i,0.046699+0.025721i,0.042856-0.0066937i,0.0062743-0.014153i,-0.032859-0.0021906i
0.50829+0.050599i,0.73085+0.16047i,0.83569+0.1545i,0.68736-0.15051i,0.20555-0.45223i,-0.24472-0.35438i,-0.24645-0.15098i,-0.031677-0.17547i,0.014379-0.16597i,-0.014301+0.027263i,0.018765+0.18478i,0.043132+0.2134i,0.054491+0.16318i,0.070187+0.071679i,0.033517+0.0057172i,-0.030285+0.0040739i,-0.045913+0.019354i,-0.024173+0.01917i,-0.0040015+0.027758i,0.013109+0.045525i,0.030408+0.044341i,0.038937+0.015111i,0.030597-0.03014i
-0.23329+0.22259i,-0.226+0.03808i,-0.24182-0.33928i,-0.44735-0.38454i,-0.54501+0.09332i,-0.21495+0.53176i,0.17535+0.52526i,0.24076+0.31245i,0.15718+0.1466i,0.083624-0.036234i,-0.05714-0.24706i,-0.23212-0.34167i,-0.29464-0.25351i,-0.19495-0.098095i,-0.047547-0.048162i,-0.010261-0.089223i,-0.058854-0.096959i,-0.080935-0.065731i,-0.066512-0.033516i,-0.036591-0.003856i,0.0037981-0.0027415i,0.018919-0.035412i,-0.0069858-0.060326i
-0.11172-0.43595i,-0.26408-0.36013i,-0.34347+0.025278i,-0.12473+0.28743i,0.15677+0.098056i,0.11559-0.22325i,-0.038555-0.26885i,-0.016659-0.12017i,0.0746-0.036778i,0.11557-0.039292i,0.12878-0.039401i,0.14507-0.049592i,0.13895-0.080659i,0.080217-0.058431i,0.0076089+0.00050816i,-0.032308+0.019045i,-0.034467+0.012547i,-0.0096359+0.032817i,0.023047+0.065462i,0.033107+0.087161i,0.025339+0.10182i,0.037871+0.079353i,0.060712+0.013699i
0.38081+0.26263i,0.54939+0.23564i,0.60022-0.080016i,0.341-0.49196i,-0.23043-0.62555i,-0.63115-0.32432i,-0.54734+0.045402i,-0.23954+0.095251i,-0.044824-0.023297i,0.015575-0.075044i,0.021663-0.11306i,-0.019815-0.20519i,-0.077457-0.25556i,-0.071325-0.19716i,0.0083443-0.12643i,0.058402-0.11838i,0.028945-0.11766i,-0.0098808-0.084714i,-0.012592-0.038203i,-0.0039382-0.008351i,-0.0013444-0.0042056i,-0.00030117+0.0013509i,0.0020964+0.0077039i
0.64637+7.3153i,3.3492+6.5155i,6.4272+5.3536i,7.0047+2.2158i,5.7471-1.0096i,3.2762-2.8471i,0.83322-2.0823i,-0.023695-0.070083i,0.68639+1.0942i,1.4095+0.67028i,0.91012-0.259i,-0.092144-0.57671i,-0.79211-0.34993i,-1.1663+0.20367i,-1.05+0.75623i,-0.55018+0.92704i,-0.070486+0.697i,0.096264+0.2644i,-0.066499-0.075981i,-0.30309-0.16499i,-0.40068-0.14045i,-0.35554-0.083939i,-0.20557-0.025162i
0.42107-0.21745i,0.59821-0.19242i,0.71649-0.062812i,0.7732-0.11849i,0.62008-0.39263i,0.18123-0.57109i,-0.22128-0.51945i,-0.30164-0.34927i,-0.19672-0.14674i,-0.055684+0.033343i,0.10004+0.11758i,0.17652+0.07911i,0.12368+0.0098611i,0.062153-0.021042i,0.076852-0.030333i,0.12071-0.033805i,0.13834-0.029458i,0.12187-0.012521i,0.081738+0.0048088i,0.025989-0.012081i,-0.034429-0.030844i,-0.057556+0.0034582i,-0.024284+0.052427i
-0.059992+0.37929i,-0.078918+0.24981i,-0.19688-0.10458i,-0.40822-0.23061i,-0.42117+0.0082195i,-0.15452+0.23321i,0.022035+0.26177i,-0.027197+0.21156i,-0.091339+0.16575i,-0.085195+0.13493i,-0.049382+0.13512i,-0.003755+0.17087i,0.028132+0.17819i,0.00068217+0.10366i,-0.068996+0.023298i,-0.098013+0.0043069i,-0.073844+0.006072i,-0.045656-0.0072411i,-0.025463-0.025636i,-0.017689-0.028605i,-0.026027-0.016493i,-0.027898-0.00064734i,-0.014301+0.018306i
-0.32964-0.31026i,-0.46587-0.21068i,-0.41305+0.17967i,-0.11004+0.47885i,0.21325+0.34247i,0.23554-0.02968i,0.056338-0.22878i,-0.041949-0.18593i,-0.025594-0.10991i,0.040949-0.054869i,0.14343-0.013879i,0.24068-0.029437i,0.24402-0.070285i,0.14108-0.060538i,0.05152+0.029162i,0.051547+0.11666i,0.081354+0.1354i,0.085938+0.10753i,0.057857+0.043504i,0.016022-0.026243i,-0.00053092-0.042563i,0.016528-0.019372i,0.041178+0.0085434i
0.45953+0.10784i,0.56127+0.087856i,0.48108-0.066594i,0.28032-0.23446i,0.03855-0.23549i,-0.1243-0.099333i,-0.17047+0.016246i,-0.16017+0.069152i,-0.13115+0.11777i,-0.068975+0.10875i,-0.0071812+0.02365i,-0.0028268-0.048953i,-0.030663-0.055603i,-0.022448-0.032986i,0.028488-0.038504i,0.079591-0.069137i,0.098926-0.088843i,0.082856-0.087635i,0.038782-0.069637i,-0.013577-0.045199i,-0.054186-0.032351i,-0.071247-0.021457i,-0.048882-0.0049889i
-0.3794+0.24601i,-0.40978+0.32169i,-0.27848+0.34271i,-0.09858+0.34975i,0.083623+0.32102i,0.16885+0.20552i,0.08617+0.081298i,-0.028972+0.04723i,-0.041109+0.057403i,-0.0067584+0.062318i,0.01047+0.071168i,0.024458+0.098148i,0.041237+0.106i,0.034795+0.066706i,0.0006272+0.032797i,-0.013914+0.030823i,0.008977+0.022458i,0.02473+0.0015173i,0.014833-0.0032341i,0.0010959+0.012357i,-0.0022103+0.031018i,0.0043562+0.038709i,0.010127+0.027559i
0.18103-0.45995i,0.23628-0.58016i,0.20749-0.52409i,0.14954-0.41259i,0.1234-0.32138i,0.11806-0.22049i,0.099985-0.11756i,0.055942-0.046191i,0.014245-0.019863i,0.0083535-0.015888i,0.02714-0.0036836i,0.05496+0.0077492i,0.062744+0.00031806i,0.031978-0.0076701i,0.0027398+0.0092587i,0.0049941+0.026488i,0.0050374+0.014566i,-0.014641-0.015619i,-0.029373-0.045795i,-0.029126-0.062264i,-0.026068-0.05529i,-0.022394-0.033166i,-0.016406-0.006048i
0.10349+0.41918i,0.014679+0.47518i,-0.14001+0.40046i,-0.17947+0.34265i,-0.069017+0.23762i,-0.00047626+0.033825i,-0.057929-0.05706i,-0.081406+0.012722i,-0.04411+0.067885i,-0.042973+0.045355i,-0.055872+0.018141i,-0.042896+0.011115i,-0.0234+0.012458i,-0.0081592+0.019253i,0.018608+0.021882i,0.05289+0.016516i,0.071913+0.012018i,0.060842+0.010103i,0.019195+0.0099334i,-0.023136+0.012601i,-0.034147+0.015664i,-0.022331+0.01813i,-0.00050388+0.020152i
-0.38289-0.17737i,-0.3493-0.12905i,-0.06114-0.00057401i,0.20658+0.0051302i,0.21245-0.07244i,0.068161-0.043242i,-0.0058298+0.031908i,-0.0069467+0.033842i,-0.003837+0.018619i,0.010669+0.040569i,0.042698+0.048188i,0.062323+0.037486i,0.061671+0.039967i,0.050767+0.031842i,0.030199+0.0023092i,0.0094427-0.022864i,-0.0031521-0.035195i,-0.0064619-0.032533i,0.0062063-0.011889i,0.024063+0.0077861i,0.027168+0.015405i,0.021376+0.020013i,0.016918+0.018072i
0.43339-0.074035i,0.44791-0.10996i,0.20353-0.1361i,-0.028348-0.10207i,-0.039849-0.031085i,0.068479-0.031368i,0.12847-0.079594i,0.10176-0.093952i,0.055899-0.064878i,0.044463-0.021685i,0.052618+0.019196i,0.067025+0.045212i,0.07735+0.031944i,0.057962-0.0043481i,0.013605-0.018277i,-0.019209-0.010926i,-0.029147-0.0052914i,-0.029194-0.0098184i,-0.029029-0.027227i,-0.033902-0.038132i,-0.035801-0.025455i,-0.025707-0.0079196i,-0.015216+0.002185i
-0.24138+0.34786i,-0.16823+0.39479i,0.078866+0.26381i,0.23624+0.062325i,0.19416-0.060893i,0.077243-0.05765i,-0.018463-0.010956i,-0.065426+0.021632i,-0.07009+0.031649i,-0.048857+0.020092i,-0.022154-0.0030641i,-0.010683-0.034583i,-0.027597-0.055272i,-0.053902-0.044904i,-0.049692-0.0078554i,-0.015564+0.02654i,0.012822+0.032634i,0.016947+0.023638i,0.0037473+0.018777i,-0.0024901+0.014935i,0.0079854-0.0022379i,0.014685-0.024459i,0.014387-0.026538i
-0.021915-0.50705i,-0.13972-0.65952i,-0.3617-0.55799i,-0.50294-0.28149i,-0.40535-0.039788i,-0.18442+0.040872i,-0.048131+0.026579i,-0.009608+0.029768i,0.022609+0.043518i,0.037269+0.024401i,0.026304+0.0019603i,0.01841+0.005276i,0.011237+0.024859i,0.006883+0.039841i,0.0090693+0.029947i,0.0078909+0.0089025i,0.0062723+0.0031269i,0.011316+0.012496i,0.019581+0.018101i,0.011142+0.010299i,-0.018919+0.010712i,-0.03659+0.0305i,-0.024146+0.041187i
0.24378+0.40893i,0.28427+0.57021i,0.29824+0.59376i,0.35702+0.4952i,0.35143+0.28561i,0.18962+0.047851i,0.020235-0.062826i,-0.016766-0.070134i,0.0032953-0.069306i,0.013306-0.049503i,0.0211-0.023381i,0.022303-0.0084699i,0.024733+0.0076341i,0.031642+0.016282i,0.031843+0.020224i,0.034144+0.025143i,0.037915+0.019917i,0.034605+0.0015494i,0.024885-0.015035i,0.021512-0.016406i,0.028827-0.011955i,0.031365-0.010497i,0.021821-0.011206i
-0.41737-0.12752i,-0.45974-0.17965i,-0.31034-0.21883i,-0.1798-0.24718i,-0.13158-0.17506i,-0.062026-0.020932i,-0.0033054+0.045268i,-0.030576+0.018876i,-0.078442+0.0030724i,-0.073325+0.0053303i,-0.043809+0.010207i,-0.017264+0.015056i,0.0071185+0.00029481i,0.016294-0.028154i,0.0060225-0.042587i,-0.0067116-0.035847i,-0.0045063-0.023687i,0.0059081-0.025161i,0.0020868-0.043564i,-0.022528-0.054171i,-0.042668-0.039092i,-0.036627-0.017712i,-0.018142-0.0027301i
0.42438-0.13282i,0.50365-0.098931i,0.36859+0.039623i,0.23676+0.16324i,0.20005+0.1417i,0.13332+0.044984i,0.053881+0.024759i,0.02181+0.068024i,0.011352+0.088155i,0.00040943+0.070777i,0.0023172+0.050975i,0.011558+0.041158i,-0.0012673+0.035303i,-0.026348+0.032892i,-0.026018+0.035632i,0.00086784+0.034091i,0.017551+0.018262i,-0.002273+0.0082028i,-0.03371+0.027836i,-0.03446+0.053713i,-0.010058+0.04873i,0.0033077+0.022601i,0.0022456+0.0060059i
-0.21085+0.31413i,-0.20718+0.25619i,-0.082584-0.03034i,-0.013737-0.26669i,-0.014888-0.25509i,0.029922-0.13375i,0.045619-0.069915i,0.013815-0.030621i,0.0088016+0.017838i,0.02304+0.042702i,0.025382+0.030919i,0.01532+0.011603i,0.012177+0.010784i,0.020519+0.013037i,0.024272+0.0024453i,0.019606-0.013554i,0.015706-0.017828i,0.025983-0.013194i,0.044023-0.019575i,0.04108-0.033183i,0.014288-0.02866i,-0.0057171-0.0032806i,-0.0044576+0.014695i
-0.098113-0.41078i,-0.22705-0.39968i,-0.35014-0.079916i,-0.31954+0.22514i,-0.18494+0.21917i,-0.11866+0.041002i,-0.10191-0.04739i,-0.049526-0.039282i,0.0099049-0.04177i,0.028573-0.053454i,0.029213-0.037375i,0.042925-0.014263i,0.053401-0.0079704i,0.040956-0.0065571i,0.018864-0.00071285i,0.0028546+0.0034527i,-0.011971-0.0019967i,-0.030486-0.0060045i,-0.037746-0.0021451i,-0.022015+0.0024081i,0.0020805+0.0056549i,0.015931+0.003i,0.014763+0.00051401i
0.30493+0.33989i,0.45296+0.37026i,0.49101+0.15361i,0.407-0.074147i,0.26479-0.093133i,0.13843+0.012757i,0.070688+0.083981i,0.03344+0.068365i,-0.0063498+0.033755i,-0.024832+0.028041i,-0.018729+0.027994i,-0.011728+0.018913i,-0.0073305-0.0020175i,-0.0070711-0.028955i,-0.0087728-0.039067i,-0.0023727-0.029846i,0.014605-0.015316i,0.03184-0.0089386i,0.0269-0.015057i,-0.00051009-0.021811i,-0.021145-0.022873i,-0.019449-0.020912i,-0.00606-0.016466i
-0.42567-0.078281i,-0.56035-0.029383i,-0.48841+0.12192i,-0.32103+0.20888i,-0.18399+0.15014i,-0.072565+0.052127i,0.0062253-0.012152i,0.030035-0.023713i,0.028171-0.0090789i,0.023758-0.002409i,0.02422-0.0049236i,0.023919-0.0093696i,0.0071839-0.0023047i,-0.016102+0.017332i,-0.03042+0.033515i,-0.035511+0.042744i,-0.03498+0.045254i,-0.030932+0.042421i,-0.022286+0.041903i,-0.010324+0.041768i,-0.0022892+0.035582i,-0.0046321+0.028325i,-0.0073742+0.025326i
0.44681-0.17766i,0.62952-0.29857i,0.59548-0.38435i,0.43442-0.37456i,0.27849-0.26915i,0.14688-0.1564i,0.038909-0.10296i,-0.030846-0.079746i,-0.054799-0.039646i,-0.037996-0.00095557i,-0.016339+0.011216i,-0.0080744+0.014202i,0.0011982+0.020403i,0.016273+0.023898i,0.031416+0.020346i,0.04526+0.011104i,0.052169-0.0023207i,0.045179-0.016849i,0.031658-0.025964i,0.017875-0.029573i,0.0034083-0.026933i,-0.0029483-0.015495i,0.00020503-0.0083328i
-0.29868+0.33012i,-0.45956+0.41536i,-0.52087+0.33589i,-0.4855+0.22629i,-0.34119+0.15081i,-0.16537+0.044496i,-0.092465-0.022342i,-0.079175-0.0010862i,-0.04734+0.019604i,-0.015671+0.0038387i,0.0025888-0.0065217i,0.01342-0.0029486i,0.013703-0.0052855i,0.0072855-0.013567i,0.005055-0.0091874i,0.0074383+0.0024532i,0.0035901+0.007786i,-0.009387+0.0039933i,-0.021309-0.0073699i,-0.020087-0.013666i,-0.0062363-0.0070068i,0.0065975+0.00099205i,0.0067698+0.0025189i
0.019563-0.38963i,0.058182-0.4513i,0.13303-0.25097i,0.21799-0.022242i,0.18854+0.063189i,0.0507+0.11259i,-0.024794+0.15055i,-0.0077061+0.11375i,0.0086679+0.046103i,-0.0016028+0.014632i,-0.0083539+0.0088464i,0.00015846+0.0024963i,0.0077122-0.00053751i,0.0054092-0.0033104i,0.0037186-0.017742i,0.0092193-0.035884i,0.018129-0.043236i,0.022523-0.030684i,0.019962-0.0068101i,0.010896+0.0041241i,0.00069012-0.0015538i,-0.0018272-0.0083496i,0.002906-0.0054729i
0.18331+0.34238i,0.18331+0.4235i,0.038681+0.29274i,-0.087231+0.12913i,-0.036102+0.044642i,0.09774-0.015684i,0.13873-0.038424i,0.092641-0.0023151i,0.04951+0.038412i,0.029235+0.044562i,0.012752+0.034612i,-0.0027014+0.032008i,-0.0082424+0.027362i,-0.013316+0.01303i,-0.02547+0.0047232i,-0.038992+0.0092285i,-0.046146+0.01648i,-0.037457+0.01462i,-0.020977+0.0056441i,-0.013398+0.0026049i,-0.014662+0.0086423i,-0.018378+0.013283i,-0.016825+0.013727i
-0.29933-0.13605i,-0.27091-0.11034i,0.024782+0.0083831i,0.28108+0.053969i,0.25334+0.013642i,0.10511-0.022923i,0.027222-0.05713i,0.0013216-0.078982i,-0.014685-0.062745i,-0.014773-0.033837i,-0.00353-0.018275i,0.0078471-0.013783i,0.017487-0.0094782i,0.023949+0.00023836i,0.026277+0.01462i,0.033287+0.02661i,0.042415+0.027085i,0.039993+0.016407i,0.027554+0.0020069i,0.016991-0.0074477i,0.013485-0.0088052i,0.013928-0.0039807i,0.015815+0.0023208i
0.35687-0.10805i,0.37308-0.25795i,0.097904-0.39905i,-0.17163-0.40834i,-0.18272-0.32217i,-0.09491-0.23136i,-0.066878-0.12853i,-0.051871-0.031112i,-0.018847+0.018079i,0.0099645+0.030501i,0.030569+0.039318i,0.044844+0.044359i,0.038805+0.032122i,0.015283+0.013041i,-0.0017154+0.0012799i,-0.0057924-0.0058732i,-0.0044009-0.012127i,-0.0096785-0.016564i,-0.025029-0.016118i,-0.033942-0.011916i,-0.030724-0.0085058i,-0.024534-0.0054536i,-0.018766-0.0048053i
-0.27922+0.27204i,-0.29837+0.41958i,-0.11722+0.45032i,0.025448+0.3745i,-0.023464+0.28374i,-0.10843+0.22582i,-0.10062+0.16453i,-0.04074+0.080612i,-0.0002487+0.0036281i,0.00032711-0.031748i,-0.0038868-0.037338i,0.0002629-0.041371i,-0.00070084-0.035579i,-0.00044818-0.019125i,0.0082358-0.0076009i,0.017678-0.0052486i,0.019968-0.0056315i,0.019318+0.000668i,0.022504+0.011672i,0.024387+0.017116i,0.02499+0.014438i,0.025966+0.007722i,0.023274+0.0032433i
0.059759-0.36954i,-0.024187-0.51902i,-0.19842-0.45808i,-0.24205-0.26905i,-0.089768-0.10781i,0.074018-0.026055i,0.11501+0.00417i,0.059019+0.014062i,-0.0023745+0.024969i,-0.014932+0.026835i,-0.0090377+0.01017i,-0.013141-0.0018418i,-0.01322-0.00029698i,-0.0095624+8.9364e-05i,-0.016943-0.0054759i,-0.033039-0.0068838i,-0.043082-0.0058644i,-0.041823-0.0067396i,-0.030414-0.0055137i,-0.01714-0.0050223i,-0.018498-0.0043703i,-0.026041+0.00030367i,-0.024404+0.0031472i
0.10501+0.41205i,0.24139+0.62683i,0.36578+0.63029i,0.35622+0.46857i,0.22974+0.28125i,0.11976+0.096049i,0.058239-0.051299i,0.01512-0.089167i,-0.0093485-0.051981i,-0.014406-0.016895i,-0.014458-0.0037639i,-0.016852+0.0033619i,-0.013959+0.0074549i,-0.0075302+0.006659i,0.0048716+0.01334i,0.028294+0.024737i,0.045181+0.028032i,0.046191+0.018256i,0.034649-0.0040788i,0.01862-0.019766i,0.013261-0.017488i,0.017991-0.0072627i,0.019657+0.0037675i
-0.22338-0.3026i,-0.33644-0.48176i,-0.32814-0.50113i,-0.18547-0.40282i,-0.01717-0.29969i,0.035366-0.19776i,-0.011495-0.090537i,-0.045548-0.0080587i,-0.029236+0.030226i,-0.0010815+0.036386i,0.01389+0.044056i,0.023593+0.051827i,0.027116+0.042087i,0.021107+0.02237i,0.0088233+0.0014496i,-0.0052382-0.016086i,-0.01095-0.020871i,-0.010967-0.011759i,-0.013002+0.00093023i,-0.017732+0.0067171i,-0.022544+0.0062909i,-0.022991+0.0032903i,-0.018343-0.0012075i
0.32593+0.13653i,0.47406+0.2181i,0.42092+0.22069i,0.20432+0.16223i,-0.011909+0.09148i,-0.13362+0.046756i,-0.15097+0.059561i,-0.088266+0.075605i,-0.022817+0.044962i,-0.0044606+0.0048695i,0.0036118-0.010699i,0.021224-0.01063i,0.0247-0.0074662i,0.011028-0.0027451i,0.00028518+0.0047919i,0.00288+0.011373i,0.011596+0.011721i,0.013421+0.0051839i,0.0046524+0.00062182i,-0.0019703+0.0046185i,0.0014618+0.0071888i,0.0067432+0.003731i,0.0085569+0.0016244i
-0.33921-0.0070796i,-0.52064-0.056207i,-0.47588-0.11133i,-0.25539-0.11946i,-0.052722-0.055353i,0.068753+0.039205i,0.11625+0.081907i,0.095407+0.059507i,0.048839+0.030406i,0.024203+0.017962i,0.01273-0.00020832i,-0.0031726-0.019418i,-0.010144-0.022618i,-0.0021619-0.019875i,0.00099354-0.018466i,-0.010341-0.015054i,-0.023929-0.010916i,-0.02559-0.0052915i,-0.0091916+0.00092182i,0.0093325+0.0010705i,0.013047-0.0015605i,0.0067551-0.00057202i,0.00077514+0.00080566i
0.24521-0.079958i,0.36852-0.050212i,0.30138+0.08266i,0.11856+0.17504i,-0.0061922+0.12496i,-0.029753+0.0085264i,0.019227-0.07042i,0.061728-0.085683i,0.055419-0.058402i,0.030766-0.027055i,0.015271-0.0097404i,0.012932-0.001487i,0.0094203+0.0034542i,-0.0024432+0.012995i,-0.0046044+0.029612i,0.014174+0.041953i,0.033363+0.034992i,0.030055+0.011544i,0.00915-0.0093623i,-0.010198-0.020442i,-0.019661-0.020357i,-0.01874-0.0080274i,-0.0095083+0.0065266i
-0.12618+0.19513i,-0.15418+0.23155i,-0.056377+0.084524i,0.087148-0.064378i,0.16876-0.058831i,0.16381-0.028108i,0.073093-0.057429i,-0.025887-0.073234i,-0.058118-0.052606i,-0.045324-0.022834i,-0.030397+0.0085811i,-0.024+0.029583i,-0.015527+0.029587i,0.0015417+0.010332i,0.016919-0.017603i,0.019642-0.040012i,0.01186-0.041481i,0.007261-0.021042i,0.0084247-0.00043426i,0.0073335+0.0069439i,0.0052207+0.0055057i,0.0068589-0.00069701i,0.0080303-0.0089081i
0.045152-0.22008i,0.038318-0.2817i,-0.0075011-0.14638i,-0.077711-0.0088099i,-0.14976-0.021619i,-0.19459-0.045441i,-0.18521-0.0071598i,-0.12977+0.032363i,-0.065816+0.038153i,-0.020406+0.023638i,0.012377+0.0083802i,0.033617-0.0026269i,0.028323-0.0050153i,0.004584+0.0029913i,-0.014659+0.01399i,-0.019374+0.02063i,-0.014533+0.017201i,-0.009446+0.0040204i,-0.010362-0.0043225i,-0.015004+0.0010495i,-0.015698+0.013182i,-0.012559+0.020946i,-0.0085198+0.021608i
0.063256+0.16705i,0.1171+0.15347i,0.097342-0.0195i,0.070093-0.10661i,0.11853-0.016629i,0.15263+0.062194i,0.09241+0.077592i,0.014625+0.076394i,-0.017733+0.063245i,-0.015537+0.041665i,-0.0078227+0.014665i,-0.0073398-0.0020432i,-0.00021274-0.0058795i,0.0082036-0.015769i,0.0022921-0.027475i,-0.012391-0.026221i,-0.020554-0.013443i,-0.017184-0.00024839i,-0.0065398+0.0020188i,0.0091814-0.0045449i,0.022541-0.013722i,0.02334-0.022424i,0.014315-0.023117i
-0.18163-0.11939i,-0.31905-0.04677i,-0.30786+0.14122i,-0.21114+0.19673i,-0.16955+0.07087i,-0.12775-0.015833i,-0.015876-0.010149i,0.074789+0.0022833i,0.087134+0.00083717i,0.060577-0.0099151i,0.030138-0.016681i,0.0098689-0.011193i,-0.0026854+0.0010399i,-0.0091085+0.020189i,-0.0037658+0.042974i,0.012551+0.057973i,0.024466+0.051085i,0.019195+0.028922i,0.0064491+0.012582i,-0.00474+0.003627i,-0.016061+0.0032485i,-0.021454+0.014865i,-0.015104+0.026459i
0.23444+0.065277i,0.35625-0.025691i,0.31231-0.13718i,0.21941-0.10574i,0.20851+0.0058348i,0.18945+0.018261i,0.097109-0.027571i,0.01767-0.035718i,-0.010334-0.022138i,-0.021667-0.004429i,-0.024426+0.016149i,-0.011898+0.027579i,0.006553+0.020336i,0.016682+0.0021821i,0.019108-0.016656i,0.020165-0.030876i,0.022152-0.02973i,0.022186-0.016188i,0.01499-0.0057537i,0.0048607-0.0053076i,7.005e-05-0.012046i,0.0038835-0.020151i,0.010269-0.024556i
-0.22976+0.063191i,-0.28162+0.22944i,-0.14838+0.31494i,-0.030871+0.16998i,-0.084023-0.027102i,-0.14984-0.066471i,-0.10841-0.036179i,-0.042293-0.029589i,-0.0083726-0.028404i,0.0037139-0.017252i,0.014215-0.00041281i,0.021181+0.0093457i,0.011755+0.013528i,0.0010509+0.014594i,0.00046677+0.010878i,0.0034538+0.0044157i,0.0014365-0.0065021i,0.00010706-0.016223i,0.0029948-0.017329i,-0.00064584-0.007276i,-0.0075776+0.010294i,-0.0097971+0.021454i,-0.0093444+0.022093i
0.24036-0.17504i,0.29134-0.404i,0.16774-0.49272i,0.050092-0.3001i,0.083306-0.042991i,0.11833+0.042662i,0.050248+0.032712i,-0.022666+0.025607i,-0.040975+0.027242i,-0.025358+0.032542i,-0.0045431+0.020321i,0.0071404-0.0068419i,0.010876-0.026829i,0.0047553-0.032663i,-0.0092417-0.027293i,-0.01888-0.017371i,-0.01612-0.0094621i,-0.014422-0.0063024i,-0.018859-0.004558i,-0.013726-0.00072687i,-0.0010538+5.7268e-05i,0.0052758-0.0055572i,0.0045833-0.011444i
