-0.0010949-0.00026672i,0.00054569-0.0010621i,-0.00098659-0.00071654i,-0.0012665-0.00015394i,-0.00055747+0.0013447i,-0.00015005+0.0014159i,0.0002407+0.0013449i,0.00059741+0.0021183i,0.00081956+0.0018865i,0.00093247+0.0011648i,0.0009542+0.00014004i,0.001186-0.00044638i,9.6565e-05-8.3482e-05i,-0.0010311+0.00010528i,-0.00083084+0.00024997i,-0.0007181+0.00049564i,-0.00050094+0.0001994i,-0.00053801-0.00040578i,-0.0010109-0.0002685i,-0.00097225+0.00016946i,-0.00065051-0.00060825i,-0.00044411-0.0010633i,-0.00041318-0.00066034i
0.066894-0.17294i,0.060496-0.26405i,-0.011432-0.24908i,-0.091447-0.1526i,-0.13901-0.081872i,-0.14413-0.036392i,-0.085615+0.015431i,-0.014708+0.03664i,0.01012+0.034992i,0.023388+0.045457i,0.053195+0.045885i,0.064327+0.025323i,0.041036+0.014097i,0.0056336+0.031869i,-0.022366+0.073251i,-0.037046+0.11198i,-0.037232+0.11681i,-0.026856+0.081554i,-0.017128+0.032509i,-0.014859+0.0071593i,-0.018221+0.0078802i,-0.019299+0.01396i,-0.010109+0.015557i
-0.0054283+0.21659i,0.013074+0.32842i,0.030395+0.32341i,0.049365+0.23491i,0.081013+0.18472i,0.11543+0.16107i,0.12156+0.085377i,0.090219-0.0017009i,0.059451-0.030477i,0.054481-0.031731i,0.04134-0.044315i,0.012125-0.044791i,-0.00067224-0.029198i,0.011778-0.018856i,0.037226-0.018058i,0.060557-0.021327i,0.067592-0.017119i,0.05682-0.0015636i,0.038421+0.01318i,0.024243+0.014328i,0.015836+0.0053979i,0.0066811-0.0026571i,-0.00062785-0.007905i
-0.07503-0.17879i,-0.090057-0.25848i,-0.050085-0.24012i,-0.0011065-0.1508i,0.020983-0.080772i,0.035734-0.064177i,0.013113-0.054003i,-0.032217-0.011685i,-0.035097+0.0093572i,-0.016655-0.019168i,-0.015188-0.042537i,-0.022381-0.039823i,-0.024907-0.030723i,-0.02486-0.031667i,-0.027101-0.038785i,-0.022081-0.039308i,-0.0044827-0.039838i,0.0033548-0.043132i,-0.0055015-0.035886i,-0.010625-0.017998i,-0.0057997-0.001243i,-0.0004817+0.0048897i,-0.0023165+0.0020417i
0.13315+0.095357i,0.18184+0.1209i,0.1346+0.086699i,0.055719-0.0007529i,0.0038204-0.10311i,-0.059173-0.14075i,-0.080035-0.094956i,-0.035761-0.050202i,-0.024798-0.021961i,-0.05355+0.02513i,-0.055117+0.062683i,-0.030147+0.065171i,-0.0085714+0.047473i,0.0010879+0.027485i,-0.002187+0.0056685i,-0.022363-0.019783i,-0.051267-0.025442i,-0.057882+0.00050146i,-0.02603+0.026119i,0.0084241+0.02353i,0.015336+0.005813i,0.0062391-0.003397i,-0.00010782-0.0020976i
-0.18466-0.018295i,-0.2463-0.020749i,-0.19547-0.028384i,-0.10246-0.012067i,-0.044192+0.040789i,-0.0097876+0.066114i,-0.012906+0.058964i,-0.033905+0.059732i,-0.015268+0.051878i,0.023148+0.02841i,0.043956+0.015216i,0.047819+0.014822i,0.037337+0.018614i,0.020116+0.031633i,0.0099324+0.05299i,0.0060502+0.072455i,0.0038224+0.076161i,0.0058766+0.048589i,0.00086638+0.0053195i,-0.015636-0.017711i,-0.025355-0.011228i,-0.021163+0.0050131i,-0.010452+0.014435i
0.13877-0.05628i,0.16251-0.05903i,0.10326+0.00060751i,0.034927+0.041661i,-0.0043839+0.019946i,-0.010695+0.01118i,0.034278-0.00056517i,0.067153-0.040342i,0.047616-0.047222i,0.027786-0.028134i,0.018102-0.034698i,0.0019764-0.049036i,-0.006032-0.044541i,0.002243-0.033599i,0.02012-0.02578i,0.042284-0.022068i,0.064425-0.022212i,0.067092-0.018379i,0.046171-0.0081912i,0.026722+0.0032227i,0.020134+0.0055226i,0.017544-0.0027859i,0.013088-0.0099967i
-0.070252+0.12897i,-0.026163+0.14145i,0.058131+0.037401i,0.10173-0.05339i,0.11525-0.035892i,0.098036+0.0064188i,0.027857+0.03637i,-0.022706+0.059625i,-0.015664+0.046391i,-0.00023109+0.010031i,0.00060186-0.0027521i,-0.0020575+0.0026037i,-0.002843+0.00079952i,-0.0051157-0.014322i,-0.016259-0.038409i,-0.032324-0.059728i,-0.049462-0.069473i,-0.060636-0.058837i,-0.050482-0.029473i,-0.026728-0.0056889i,-0.012355+0.0022906i,-0.012198+0.0050593i,-0.013147+0.0022117i
-0.01783-0.15451i,-0.076251-0.1624i,-0.1203-0.053745i,-0.1171+0.024024i,-0.12197-0.024301i,-0.12927-0.089835i,-0.07869-0.090416i,-0.014973-0.065651i,-0.0022742-0.037927i,-0.014131-0.00459i,-0.015254+0.011078i,-0.015451+0.0070912i,-0.019698+0.0064453i,-0.020407+0.016528i,-0.020254+0.024837i,-0.029456+0.032363i,-0.039898+0.049457i,-0.030542+0.061245i,-0.0034446+0.051247i,0.016037+0.025651i,0.018598+0.0041066i,0.013429-0.0011111i,0.0039492+0.003456i
0.085597+0.12722i,0.14723+0.085986i,0.12553-0.045971i,0.054562-0.11439i,0.045244-0.063307i,0.078403+0.00879i,0.059542+0.025101i,0.0060783+0.012139i,-0.012166-0.0020953i,-0.0034181-0.01246i,0.0085447-0.010074i,0.021916+0.00028292i,0.025195+0.0058583i,0.018038+0.0096937i,0.013293+0.021768i,0.016629+0.034591i,0.023075+0.035458i,0.023638+0.022764i,0.010443+0.0038671i,-0.014212-0.0045454i,-0.029786+0.0032332i,-0.023152+0.011127i,-0.005432+0.011669i
-0.16243-0.061621i,-0.22451+0.0092385i,-0.1572+0.12927i,-0.028001+0.15417i,0.014337+0.075487i,-0.022047-0.0053457i,-0.025817-0.031397i,0.0022309-0.015983i,0.0080421+0.0063477i,0.0007951+0.0089562i,-0.01401-0.003875i,-0.026684-0.0084247i,-0.018569-0.0025775i,-0.00053454+0.00017673i,0.015227+0.0012527i,0.036186+0.0046868i,0.059377+0.00032896i,0.0659-0.01162i,0.053081-0.017544i,0.039874-0.01221i,0.033024-0.0066733i,0.024157-0.011889i,0.011588-0.020228i
0.18103-0.013692i,0.23003-0.096045i,0.1451-0.17476i,0.0076176-0.14851i,-0.050499-0.043619i,-0.034633+0.044874i,-0.032008+0.066707i,-0.038804+0.037246i,-0.028605+0.018259i,-0.0037121+0.028562i,0.023791+0.03121i,0.030884+0.013034i,0.019713-0.0050269i,0.0078465-0.019491i,-0.0022166-0.045268i,-0.021131-0.078326i,-0.047217-0.094213i,-0.063785-0.077558i,-0.058358-0.040765i,-0.036344-0.011881i,-0.018895+0.0027823i,-0.016262+0.015981i,-0.016121+0.023611i
-0.17264+0.095195i,-0.19465+0.19285i,-0.099956+0.22574i,0.020876+0.13289i,0.060148-0.0080629i,0.028275-0.077997i,0.01998-0.048843i,0.040477+0.0043946i,0.043808+0.0056542i,0.018201-0.020365i,-0.0044849-0.022658i,-0.0080917-0.0092961i,-0.0081982-0.0011461i,-0.0094833+0.0072969i,-0.010645+0.02356i,-0.012758+0.041076i,-0.012941+0.053747i,-0.0082532+0.057444i,-0.00039792+0.049096i,0.0042956+0.028092i,0.0068547+0.0002394i,0.008882-0.017863i,0.0049386-0.016601i
0.11408-0.16751i,0.12025-0.27539i,0.042939-0.28249i,-0.047004-0.15795i,-0.061907-0.0051439i,-0.014819+0.048417i,0.0013261-0.00072602i,-0.027067-0.053559i,-0.039128-0.045514i,-0.016024-0.020224i,-0.0020937-0.017848i,-0.00717-0.015784i,-0.0086243-0.006387i,-0.0083536-0.00089357i,-0.010413+0.0028629i,-0.011987+0.0092727i,-0.011509+0.01232i,-0.0060721+0.006426i,-0.0013254-0.00053448i,-0.0030449+0.0045366i,-0.0083786+0.016963i,-0.0072762+0.021025i,0.0013675+0.012427i
-0.049043+0.20066i,-0.031949+0.30635i,0.033477+0.28827i,0.10103+0.13209i,0.1104-0.04653i,0.065428-0.11264i,0.032068-0.061035i,0.034896+0.012625i,0.027368+0.034618i,0.0016628+0.030536i,-0.0052396+0.032739i,0.003749+0.028391i,0.0079111+0.020298i,0.0096407+0.017385i,0.013541+0.016909i,0.020593+0.019263i,0.028379+0.020923i,0.033673+0.016011i,0.034915-0.00079404i,0.027112-0.021802i,0.011695-0.027363i,-0.0017673-0.019858i,-0.0079516-0.01246i
-0.044191-0.19909i,-0.082819-0.29227i,-0.1262-0.27385i,-0.16062-0.12316i,-0.16459+0.056384i,-0.14565+0.13543i,-0.12079+0.097345i,-0.094258+0.024214i,-0.055061+0.0025192i,-0.010122+0.01389i,0.014171+0.011922i,0.013864+0.00027122i,0.0076351-0.0093653i,0.0054882-0.016072i,0.0040683-0.026375i,-0.0018065-0.044542i,-0.011778-0.057264i,-0.025478-0.049497i,-0.035973-0.022626i,-0.028479+0.00076993i,-0.009421+0.0090946i,0.0018176+0.014521i,0.0019144+0.020132i
0.10515+0.16144i,0.17374+0.23689i,0.20063+0.21014i,0.19512+0.061916i,0.17248-0.10526i,0.14882-0.15807i,0.13251-0.08226i,0.1136+0.00081223i,0.08241+0.0065276i,0.046916-0.023624i,0.024937-0.037974i,0.01452-0.030741i,0.010967-0.014452i,0.01189-0.0021547i,0.010179+0.0070491i,0.0063246+0.018755i,0.0042526+0.030962i,0.009024+0.038788i,0.014457+0.038139i,0.0068014+0.031397i,-0.0036421+0.01762i,-0.002926-0.0015038i,0.0017873-0.011657i
-0.16522-0.099272i,-0.23884-0.15368i,-0.24884-0.12667i,-0.20155+0.0084226i,-0.13335+0.15119i,-0.085197+0.17938i,-0.073512+0.077533i,-0.078206-0.020614i,-0.069151-0.031051i,-0.045756-0.0079202i,-0.033129+0.0011108i,-0.031645+0.0025471i,-0.031816+0.0020327i,-0.029259+0.00026046i,-0.018163+0.0009246i,-0.0047456+0.00062971i,0.0031939-0.0072988i,0.0047306-0.019424i,0.0067754-0.024662i,0.011393-0.019968i,0.0083096-0.0079078i,0.00049231+0.0020308i,-0.0024965+0.0012306i
0.15923+0.023435i,0.22644+0.044695i,0.21726+0.032187i,0.15344-0.070041i,0.083263-0.19314i,0.039596-0.21756i,0.032982-0.12069i,0.0403-0.021907i,0.029808+0.0050121i,0.0053974+0.0050729i,-0.0038035+0.013792i,0.0058365+0.016764i,0.015293+0.0087001i,0.013044+6.4224e-05i,0.00027831-0.0027121i,-0.01451+0.0041759i,-0.017225+0.015804i,-0.0051192+0.019705i,0.0068184+0.0076029i,0.0067674-0.0059339i,0.00346-0.0048144i,0.0024194+0.0014005i,0.00026559+0.0020754i
-0.14318+0.058906i,-0.19617+0.058544i,-0.16147+0.043534i,-0.083752+0.070924i,-0.040891+0.13554i,-0.043077+0.15658i,-0.062377+0.10472i,-0.058188+0.05061i,-0.027576+0.03818i,0.0045877+0.03733i,0.020231+0.023422i,0.01368+0.0070497i,-0.00045024+0.0021118i,-0.0046178+0.0060468i,0.0059801+0.0030137i,0.018797-0.017313i,0.010141-0.040343i,-0.016015-0.042148i,-0.03469-0.020771i,-0.031833-0.0023636i,-0.017083-0.0024832i,-0.0083015-0.0030893i,-0.0061506+0.0061821i
0.089118-0.095371i,0.12495-0.10061i,0.10515-0.051352i,0.06324-0.039167i,0.060527-0.08771i,0.084625-0.1102i,0.099477-0.071479i,0.074738-0.031351i,0.037328-0.018455i,0.023776-0.021694i,0.02235-0.027419i,0.017658-0.02241i,0.016215-0.012967i,0.014631-0.012754i,-0.0033742-0.01044i,-0.023928+0.011263i,-0.020238+0.039137i,0.00077646+0.049627i,0.019887+0.039901i,0.024387+0.024934i,0.015748+0.012642i,0.010974+0.0011577i,0.012315-0.010169i
-0.018156+0.11782i,-0.023906+0.12115i,-0.021472+0.041176i,-0.030062+0.00082505i,-0.049412+0.052502i,-0.068313+0.082331i,-0.071252+0.04202i,-0.040114-0.0078242i,-0.018954-0.027533i,-0.02751-0.019198i,-0.033994-0.0031494i,-0.03087+0.0044812i,-0.02859+0.0091204i,-0.019602+0.017969i,0.0085586+0.019586i,0.035616+0.0014025i,0.034514-0.021691i,0.015847-0.030352i,5.2327e-05-0.027844i,-0.0090773-0.021038i,-0.015898-0.011413i,-0.021003-0.00083235i,-0.021604+0.006958i
-0.046212-0.11111i,-0.057111-0.10597i,-0.02131-0.022726i,0.027927+0.0044532i,0.032247-0.06996i,0.011134-0.10499i,-0.0056006-0.056797i,-0.023296+0.0033661i,-0.013515+0.025186i,0.0079733+0.0089713i,0.0081807-0.005435i,0.0069035-0.0053526i,0.012699-0.010791i,0.0059101-0.01831i,-0.018306-0.012745i,-0.03724+0.0077863i,-0.029971+0.027442i,-0.0074554+0.029057i,0.0060181+0.019159i,0.0078332+0.015177i,0.014953+0.016601i,0.024834+0.0093342i,0.021731-0.0033342i
0.091603+0.065984i,0.11775+0.037608i,0.052139-0.047346i,-0.026086-0.065794i,-0.029103-0.0023488i,-0.012412+0.029783i,-0.0056558+0.018728i,0.014096+0.0011849i,0.011488+0.00083297i,0.00254+0.02624i,0.016137+0.032985i,0.019183+0.014757i,0.0069213+0.0098266i,0.0070605+0.013848i,0.022938+0.0038558i,0.031983-0.023187i,0.018953-0.045475i,-0.0059287-0.038749i,-0.017352-0.012045i,-0.010578+0.0042378i,-0.0090046+0.0037146i,-0.017787+0.0066429i,-0.017248+0.017419i
-0.13665-0.009968i,-0.15658+0.048525i,-0.058479+0.11277i,0.054184+0.097606i,0.082116+0.044344i,0.082556+0.026492i,0.066321+0.021818i,0.018891+0.018197i,-0.00058513+0.011237i,0.003671-0.011848i,-0.0057653-0.020993i,-0.010049-0.0087937i,-0.0030026-0.0055366i,-0.004844-0.013591i,-0.021354-0.0097562i,-0.033613+0.015824i,-0.024654+0.038915i,0.0021348+0.036117i,0.027146+0.012078i,0.031884-0.012436i,0.022263-0.024147i,0.014645-0.026171i,0.011298-0.026944i
0.12732-0.058266i,0.13506-0.15291i,0.014082-0.19365i,-0.1063-0.13334i,-0.13299-0.073781i,-0.12593-0.058003i,-0.079975-0.048977i,-0.011636-0.052157i,0.0030694-0.048729i,-0.0066478-0.02369i,-0.0021491-0.013017i,-0.001859-0.013758i,-0.0032387+0.00076559i,0.0076633+0.017767i,0.029112+0.013435i,0.040026-0.013351i,0.025583-0.032694i,-0.0022578-0.029349i,-0.025422-0.017712i,-0.035192-0.0057057i,-0.034031+0.0084585i,-0.027761+0.019113i,-0.019417+0.020791i
-0.10605+0.13031i,-0.079074+0.2396i,0.050185+0.24629i,0.15035+0.13271i,0.14932+0.041716i,0.10576+0.024299i,0.033332+0.037908i,-0.028117+0.064257i,-0.018407+0.063094i,0.0038888+0.03185i,0.0024332+0.020244i,0.0055305+0.01888i,0.0062668+0.0010477i,-0.0098325-0.013393i,-0.029778-0.0028964i,-0.032949+0.021966i,-0.017929+0.031187i,-0.001721+0.019569i,0.0024817+0.0072498i,0.00049125+0.0063436i,0.0081384+0.0079828i,0.02073+0.00060101i,0.019506-0.0097405i
0.045577-0.17283i,-0.025706-0.28222i,-0.14303-0.25992i,-0.19365-0.13118i,-0.16995-0.047464i,-0.12257-0.036639i,-0.046655-0.047645i,0.01338-0.062709i,0.0061645-0.049242i,-0.0083358-0.012554i,0.0012572-0.0048697i,0.0014597-0.014847i,-0.002758-0.0089201i,0.0064814+0.0019458i,0.018951-0.0057056i,0.016059-0.023932i,0.0025186-0.023189i,-0.0034452-0.0014709i,0.0027258+0.018568i,0.01206+0.022594i,0.0089647+0.015981i,-0.00425+0.014512i,-0.0064757+0.01927i
0.030156+0.18958i,0.14088+0.28596i,0.24894+0.23069i,0.25587+0.087305i,0.21366+0.017472i,0.16914+0.025613i,0.095345+0.044342i,0.031659+0.05586i,0.021634+0.040116i,0.020957+0.0083116i,0.0086209+0.0014293i,0.0036659+0.0096033i,0.00036704+0.0054893i,-0.0091485-0.0053609i,-0.019377-0.0045192i,-0.01798+0.0074855i,-0.0055693+0.01002i,0.0050747-0.00055268i,0.010878-0.013115i,0.0083896-0.024332i,0.00019853-0.029658i,-0.002027-0.028748i,-0.00060721-0.026226i
-0.10687-0.18169i,-0.24449-0.24211i,-0.33555-0.1695i,-0.30014-0.034138i,-0.22445+0.022706i,-0.16781+3.0524e-05i,-0.094384-0.036267i,-0.040876-0.057956i,-0.036411-0.041324i,-0.029108-0.012486i,-0.013666-0.01033i,-0.010063-0.012223i,-0.0047664+0.0027101i,0.010161+0.01672i,0.024761+0.012862i,0.025646-0.0035886i,0.014205-0.013655i,0.002209-0.011805i,-0.0059574-0.0055755i,-0.0074329+0.0034324i,-0.0048207+0.012017i,-0.0056747+0.01586i,-0.0075989+0.013467i
0.16016+0.12922i,0.31599+0.14568i,0.37677+0.057372i,0.2963-0.054466i,0.18872-0.087274i,0.11549-0.044428i,0.045419+0.011934i,0.0099173+0.04393i,0.018051+0.032689i,0.016375+0.01504i,0.0083149+0.021494i,0.010557+0.022754i,0.0077054+0.0047939i,-0.0054216-0.0087762i,-0.018745-0.0050568i,-0.022035+0.0049112i,-0.020239+0.0079086i,-0.021814+0.0023997i,-0.020203-0.00065969i,-0.011325+0.0021418i,0.0010811+0.00084702i,0.010849-0.0057162i,0.0098925-0.006681i
-0.21068-0.063495i,-0.35984-0.03875i,-0.38182+0.053733i,-0.25618+0.12614i,-0.13153+0.11297i,-0.073683+0.045056i,-0.03232-0.011683i,-0.0075944-0.028027i,-0.0089217-0.012223i,-0.0060386-0.0025766i,0.00063968-0.015134i,-0.00057838-0.023216i,-0.00015001-0.014221i,0.007352-0.0011747i,0.013864+0.0049369i,0.011912+0.0078653i,0.009956+0.015968i,0.016655+0.026488i,0.022556+0.023679i,0.017634+0.007648i,0.0035602-0.002505i,-0.0093559+0.0022029i,-0.0092097+0.0089709i
0.20386-0.0039874i,0.34157-0.064298i,0.34382-0.1459i,0.2071-0.17983i,0.089116-0.13443i,0.050464-0.057473i,0.027989+0.0002259i,0.01477+0.017138i,0.016637+0.0071592i,0.018973+0.0043168i,0.019178+0.011344i,0.016007+0.011904i,0.0056015+0.0018597i,-0.0095789-0.012356i,-0.018936-0.019831i,-0.018316-0.019413i,-0.016118-0.01825i,-0.016109-0.0175i,-0.016151-0.012025i,-0.018024-0.003173i,-0.017661+0.0019906i,-0.0091798-0.00013937i,-0.00055683-0.0044628i
-0.19349+0.081328i,-0.30271+0.16901i,-0.28278+0.23044i,-0.14244+0.2083i,-0.032469+0.12151i,-0.0076651+0.037826i,-0.0073643-0.0088456i,-0.014307-0.016096i,-0.020867-0.0058195i,-0.020726-0.0084929i,-0.022312-0.020008i,-0.023187-0.018787i,-0.014502-0.0017956i,0.0052243+0.014293i,0.022851+0.017934i,0.031681+0.012545i,0.035945+0.0044298i,0.035054-0.0047926i,0.027573-0.0093142i,0.02013-0.0045541i,0.014586+0.0035404i,0.0052785+0.0084798i,-0.003941+0.0079185i
0.15209-0.12898i,0.23403-0.24323i,0.2052-0.28974i,0.074512-0.22993i,-0.027251-0.12325i,-0.048907-0.038838i,-0.031261-0.00056827i,-0.0068419-0.0034378i,0.0051454-0.011236i,0.0092697+0.00014915i,0.014016+0.013523i,0.013515+0.01356i,0.0042205+0.0033667i,-0.013486-0.0063798i,-0.027963-0.0086682i,-0.035824-0.008701i,-0.044906-0.0068996i,-0.047135+0.00093366i,-0.033802+0.010334i,-0.011529+0.012704i,0.007768+0.0058602i,0.017564-0.0040897i,0.016496-0.0066882i
-0.096592+0.16487i,-0.14261+0.28785i,-0.10056+0.32046i,0.015771+0.22697i,0.093985+0.097364i,0.095066+0.014255i,0.058639-0.001405i,0.028642+0.021533i,0.012919+0.026262i,-0.0035712+0.0094566i,-0.01364-0.0015603i,-0.0099875-0.0032098i,0.00051944+0.0013375i,0.012976+0.0081185i,0.021649+0.012889i,0.025679+0.015148i,0.03053+0.012403i,0.031075+0.0029236i,0.019734-0.010152i,0.0010848-0.01889i,-0.013616-0.017235i,-0.019139-0.0064336i,-0.014863+0.0012068i
0.031247-0.17457i,0.038319-0.29347i,-0.001929-0.30874i,-0.086432-0.19409i,-0.13979-0.055506i,-0.12835+0.019961i,-0.087113+0.016394i,-0.05777-0.017529i,-0.034204-0.016958i,-0.0025643+0.0045801i,0.015291+0.014086i,0.013823+0.013236i,0.0046771+0.0048791i,-0.0074115-0.0053992i,-0.018465-0.013005i,-0.028393-0.015334i,-0.036928-0.0098789i,-0.035001+0.0034939i,-0.020261+0.015485i,-0.0072616+0.01594i,-0.0022807+0.010814i,0.00043676+0.005836i,0.0013365+0.001146i
0.022485+0.15843i,0.0515+0.26424i,0.093507+0.25127i,0.14678+0.105i,0.17576-0.046958i,0.15099-0.10681i,0.10272-0.067642i,0.069601-0.011335i,0.041936-0.0014235i,0.011692-0.014563i,-0.002095-0.022171i,-0.0022938-0.021523i,0.0029947-0.010592i,0.014466+0.00091501i,0.028244+0.0055051i,0.04012+0.0035548i,0.044754-0.0031574i,0.036783-0.012258i,0.020053-0.015762i,0.0089508-0.0083357i,0.0048835+0.00084599i,0.00011515+0.0056664i,-0.0043078+0.0073245i
-0.070412-0.124i,-0.11343-0.20659i,-0.13663-0.18488i,-0.14908-0.044868i,-0.15044+0.094862i,-0.12126+0.1359i,-0.082853+0.07769i,-0.058715+0.01535i,-0.03133+0.0045083i,0.00063527+0.013055i,0.013895+0.014507i,0.0082545+0.010454i,-0.0053154+0.0040516i,-0.020021-0.00015337i,-0.030999+0.00014975i,-0.039462+0.0053414i,-0.042086+0.01558i,-0.032863+0.025425i,-0.0148+0.025497i,-0.00022519+0.014869i,0.0068396+0.0020719i,0.011919-0.0077633i,0.011773-0.009925i
0.091122+0.08212i,0.14749+0.13048i,0.15517+0.10103i,0.13635-0.023444i,0.11936-0.14853i,0.08723-0.16586i,0.061642-0.079391i,0.05414-0.0075694i,0.030193-0.002773i,-0.007751-0.013957i,-0.024618-0.015917i,-0.017466-0.015105i,-0.0034149-0.011332i,0.0085972-0.0056658i,0.017273-0.0018334i,0.025251-0.0044746i,0.029261-0.0148i,0.021479-0.025836i,0.0038553-0.027192i,-0.010904-0.018275i,-0.017452-0.0060273i,-0.017431+0.0037609i,-0.0089501+0.0041154i
-0.097134-0.041833i,-0.1535-0.06783i,-0.14841-0.043721i,-0.11444+0.055572i,-0.098314+0.15758i,-0.089139+0.15984i,-0.089799+0.072139i,-0.085034+0.0074238i,-0.048492+0.006139i,-0.0017986+0.016085i,0.017684+0.019225i,0.014577+0.023776i,0.0068485+0.023513i,0.0010836+0.017438i,-0.0036135+0.0085503i,-0.011547+0.0028255i,-0.018029+0.00707i,-0.011276+0.015777i,0.0064017+0.019125i,0.016849+0.015198i,0.017079+0.0068111i,0.012005+0.00021358i,0.0014367+0.001127i
0.079122+0.0033495i,0.1193+0.011265i,0.10902-0.0078846i,0.075509-0.09616i,0.058953-0.19628i,0.06582-0.19328i,0.08792-0.1008i,0.085441-0.033197i,0.043238-0.018645i,0.0003365-0.014641i,-0.013661-0.013874i,-0.011082-0.018174i,-0.005448-0.019621i,-0.0010605-0.017601i,0.002856-0.011843i,0.01021-0.0083991i,0.013672-0.013197i,0.005617-0.017159i,-0.0058818-0.013753i,-0.0083091-0.0067696i,-0.0051261-0.0026654i,-0.0045201-0.00074621i,-0.0030857+0.00023084i
-0.062601+0.019838i,-0.08303+0.021459i,-0.06378+0.027551i,-0.024522+0.10013i,0.0026252+0.19937i,-0.0065746+0.20168i,-0.042763+0.11461i,-0.052265+0.049159i,-0.019775+0.028374i,0.013207+0.016571i,0.022827+0.010549i,0.019175+0.01036i,0.012949+0.010989i,0.0092007+0.0092502i,0.0036006+0.003268i,-0.0081358+0.0031358i,-0.015358+0.012899i,-0.0079872+0.017483i,0.0038896+0.0092746i,0.0049622-0.003032i,-0.00017869-0.0078227i,-0.00070311-0.0054017i,0.0014897+0.00019515i
0.032619-0.02844i,0.042994-0.027837i,0.025396-0.028209i,-0.017397-0.08858i,-0.053382-0.16932i,-0.042712-0.1641i,0.0064793-0.085089i,0.029992-0.030258i,0.0065202-0.015493i,-0.020077-0.0068561i,-0.026508-0.0049174i,-0.021597-0.010672i,-0.016394-0.013957i,-0.017381-0.0081253i,-0.015215+0.0036446i,-0.0045083+0.0066688i,0.0028596-0.0035038i,-0.0034302-0.010812i,-0.015975-0.0047013i,-0.020411+0.0052063i,-0.017669+0.011744i,-0.012686+0.012008i,-0.0044671+0.0023303i
-0.011505+0.024183i,-0.012321+0.0095495i,0.00068166+0.00069115i,0.042966+0.048593i,0.081942+0.10279i,0.054115+0.088779i,-0.017065+0.033857i,-0.043441+0.0048185i,-0.016363+0.0021805i,0.012072+0.0018266i,0.022802+0.0050685i,0.022229+0.012985i,0.0212+0.016704i,0.024947+0.0074501i,0.022534-0.0080221i,0.011272-0.012283i,0.003047-0.0031814i,0.0059609+0.006668i,0.013761+0.0083914i,0.017486+0.0069878i,0.019883+0.0044453i,0.020029+0.0008307i,0.010887+0.0035744i
-0.010605-0.011215i,-0.0080288+0.013828i,-0.010766+0.028764i,-0.043327-0.017496i,-0.074682-0.075141i,-0.037782-0.070352i,0.034237-0.030715i,0.050243-0.0094487i,0.019763-0.00072917i,-0.0040581+0.0045395i,-0.012974+0.00062067i,-0.015914-0.009008i,-0.020216-0.013497i,-0.025157-0.0032744i,-0.021216+0.013358i,-0.0092543+0.017637i,-0.0016684+0.0089634i,-0.00081402+0.0034494i,-0.0010257+0.0061162i,-0.0014143+0.0049449i,-0.0042945+0.00018055i,-0.009123-0.0026857i,-0.010184-0.0064644i
0.0060323-0.011551i,-0.0051714-0.045012i,-0.0036267-0.063942i,0.037662-0.027429i,0.068488+0.024303i,0.028293+0.036158i,-0.034368+0.024785i,-0.039399+0.016391i,-0.011361+0.004202i,0.0067947-0.0067725i,0.015938-0.0093288i,0.020647-0.0037611i,0.024105+0.0015736i,0.026491-0.0077869i,0.018714-0.024575i,0.0028883-0.027666i,-0.0047258-0.01693i,0.00015528-0.010705i,0.0081169-0.01377i,0.010624-0.014543i,0.0066728-0.013352i,0.0031356-0.010935i,0.0040585-0.0012393i
-0.0048852+0.032489i,0.023864+0.071128i,0.032582+0.087968i,-0.017108+0.055915i,-0.058921+0.016523i,-0.028438-0.0011838i,0.022093-0.0064892i,0.023771-0.0031355i,0.0024764+0.0052747i,-0.0091502+0.010924i,-0.015172+0.011294i,-0.020016+0.0063158i,-0.025475+0.0034372i,-0.027887+0.015498i,-0.018291+0.034302i,-0.0026655+0.035955i,0.0030565+0.020198i,-0.0011085+0.0075439i,-0.0070027+0.0050727i,-0.012304+0.0064698i,-0.014773+0.010848i,-0.013458+0.015614i,-0.0093581+0.0087554i
-0.019008-0.035231i,-0.059546-0.072892i,-0.075399-0.092396i,-0.023872-0.080521i,0.025216-0.066376i,-0.00080365-0.052553i,-0.039831-0.032753i,-0.031195-0.028142i,-0.012851-0.026975i,-0.0053692-0.018029i,0.00097195-0.011444i,0.0081702-0.0066282i,0.018847-0.0055348i,0.024457-0.02051i,0.014401-0.040323i,-0.0014027-0.040274i,-0.0079325-0.023392i,-0.007964-0.0087348i,-0.0068875-0.0041523i,-0.001685-0.0054801i,0.0084624-0.0082903i,0.017053-0.010409i,0.016208-0.0063934i
0.038189+0.034609i,0.094904+0.059162i,0.12029+0.072073i,0.07501+0.074269i,0.033442+0.074166i,0.051987+0.063193i,0.06841+0.041468i,0.046975+0.037404i,0.027533+0.035936i,0.021294+0.023093i,0.0154+0.014375i,0.0049796+0.0087323i,-0.010402+0.009312i,-0.016349+0.026143i,-0.0034076+0.044552i,0.013041+0.042486i,0.017229+0.026273i,0.013456+0.015787i,0.0093776+0.013051i,0.0023201+0.012554i,-0.0065821+0.01191i,-0.012831+0.0097088i,-0.014231+0.0050487i
