-0.0010949-0.00026672i,0.00054569-0.0010621i,-0.00098659-0.00071654i,-0.0012665-0.00015394i,-0.00055747+0.0013447i,-0.00015005+0.0014159i,0.0002407+0.0013449i,0.00059741+0.0021183i,0.00081956+0.0018865i,0.00093247+0.0011648i,0.0009542+0.00014004i,0.001186-0.00044638i,9.6565e-05-8.3482e-05i,-0.0010311+0.00010528i,-0.00083084+0.00024997i,-0.0007181+0.00049564i,-0.00050094+0.0001994i,-0.00053801-0.00040578i,-0.0010109-0.0002685i,-0.00097225+0.00016946i,-0.00065051-0.00060825i,-0.00044411-0.0010633i,-0.00041318-0.00066034i
-0.060226-0.022727i,-0.12901-0.029297i,-0.15939-0.034063i,-0.11747-0.05102i,-0.083101-0.070108i,-0.093426-0.062768i,-0.090033-0.041023i,-0.06485-0.034092i,-0.044704-0.026249i,-0.028587-0.012217i,-0.016528-0.0074401i,-0.0064002-0.0071282i,0.0054513-0.012799i,0.0073814-0.031763i,-0.0085561-0.047942i,-0.024627-0.044783i,-0.023398-0.028997i,-0.014239-0.015655i,-0.0055825-0.0087015i,0.0022057-0.0065385i,0.0052809-0.0096307i,0.0036477-0.012703i,0.0041936-0.0097666i
0.069075-0.0015292i,0.14426-0.016267i,0.17834-0.025393i,0.14637+0.0008203i,0.1227+0.03493i,0.12424+0.034806i,0.099672+0.02553i,0.066808+0.027008i,0.045569+0.014979i,0.0276-0.0011221i,0.017416-0.003746i,0.01051-0.0011344i,0.0018323+0.009906i,0.0043163+0.032854i,0.021778+0.04751i,0.034442+0.039469i,0.028681+0.019975i,0.017293+0.0044893i,0.010444-0.0023594i,0.0040242+0.00048191i,-0.0011551+0.010757i,-0.0031515+0.019624i,-0.0037377+0.019595i
-0.078308+0.026078i,-0.14499+0.066736i,-0.1728+0.080694i,-0.14764+0.035646i,-0.13754-0.021066i,-0.14395-0.031856i,-0.11367-0.024779i,-0.069889-0.024366i,-0.043607-0.01053i,-0.026599+0.007444i,-0.018946+0.010736i,-0.013678+0.006246i,-0.005969-0.0055672i,-0.010906-0.027341i,-0.028987-0.040928i,-0.040752-0.033431i,-0.036058-0.016231i,-0.024877-0.0014453i,-0.014227+0.004094i,-0.003962-0.0032177i,0.0046125-0.014483i,0.0093104-0.020188i,0.0092356-0.019012i
0.061212-0.058052i,0.11621-0.12267i,0.13801-0.14517i,0.13194-0.089806i,0.14512-0.026412i,0.15254-0.0015869i,0.11883+0.014019i,0.07593+0.02458i,0.047163+0.012155i,0.027584-0.0045828i,0.020694-0.010035i,0.01754-0.0099509i,0.011465-0.00030834i,0.017857+0.020124i,0.03605+0.031165i,0.044769+0.023656i,0.035885+0.010972i,0.021698+0.0019345i,0.0097397-0.0015207i,-0.001661+0.0030786i,-0.0074903+0.011766i,-0.0074253+0.017141i,-0.0057963+0.014745i
-0.043224+0.078723i,-0.075371+0.15722i,-0.089944+0.17963i,-0.10794+0.11486i,-0.15169+0.049214i,-0.16196+0.020911i,-0.1201-0.0064535i,-0.080657-0.022797i,-0.053167-0.0082689i,-0.029986+0.0092819i,-0.02277+0.01476i,-0.019624+0.01495i,-0.013865+0.0035123i,-0.022921-0.015348i,-0.041728-0.023651i,-0.048409-0.0161i,-0.037609-0.0050403i,-0.02063+0.0036765i,-0.0068042+0.0081255i,-0.00045918+0.0031486i,-0.00079431-0.0078168i,-0.0037663-0.016156i,-0.0055273-0.015849i
0.0091737-0.091372i,0.0092456-0.17918i,0.018941-0.20468i,0.06566-0.14596i,0.13498-0.087841i,0.15292-0.053443i,0.11659-0.012615i,0.084418+0.007757i,0.056297-0.0069551i,0.031146-0.022583i,0.023405-0.028334i,0.017488-0.026782i,0.012335-0.010359i,0.025655+0.0096435i,0.046321+0.015857i,0.051466+0.0083423i,0.039266-0.0015542i,0.023104-0.0084616i,0.011945-0.0099718i,0.0073043-0.0029505i,0.0056142+0.0094507i,0.0056146+0.019397i,0.0061076+0.02072i
0.022846+0.093295i,0.054636+0.17804i,0.053888+0.19936i,-0.013741+0.14797i,-0.098604+0.10385i,-0.13064+0.06588i,-0.11196+0.018906i,-0.083446+0.0041566i,-0.050912+0.020174i,-0.023567+0.033444i,-0.014056+0.039399i,-0.010442+0.035037i,-0.012027+0.017378i,-0.028083+4.8625e-05i,-0.046833-0.0053932i,-0.050943+1.4928e-05i,-0.039885+0.0068836i,-0.021152+0.011322i,-0.0044478+0.011697i,0.0032715+0.0040702i,0.0032023-0.0077963i,-0.00021508-0.01616i,-0.0033387-0.016952i
-0.058969-0.079817i,-0.11552-0.14445i,-0.11886-0.16383i,-0.033735-0.13779i,0.063457-0.1195i,0.10087-0.086356i,0.091806-0.033131i,0.068033-0.016892i,0.035376-0.028199i,0.009705-0.034509i,0.0024323-0.040067i,0.0043049-0.038331i,0.011496-0.023141i,0.027913-0.008847i,0.045996-0.0067078i,0.048114-0.013224i,0.034298-0.018268i,0.015247-0.018653i,-0.00055149-0.016672i,-0.0080887-0.0078259i,-0.0089403+0.0055084i,-0.0055899+0.013109i,-0.00023152+0.011648i
0.082362+0.048804i,0.15878+0.086288i,0.16258+0.098631i,0.069534+0.096482i,-0.028022+0.10043i,-0.069269+0.07405i,-0.072214+0.025705i,-0.054359+0.015008i,-0.021819+0.025679i,0.0021964+0.030292i,0.0081953+0.036131i,0.0068325+0.037632i,-0.0021845+0.027954i,-0.021358+0.016754i,-0.039539+0.015455i,-0.042453+0.019872i,-0.030008+0.020069i,-0.013364+0.017505i,8.5709e-05+0.013042i,0.005634+0.0046706i,0.0038401-0.0046366i,-0.0021022-0.010112i,-0.0081446-0.0087441i
-0.10094-0.017988i,-0.18369-0.025033i,-0.18842-0.030756i,-0.0928-0.056045i,0.0033837-0.085589i,0.047227-0.064758i,0.058388-0.018877i,0.043833-0.0104i,0.011221-0.018903i,-0.0081116-0.021232i,-0.010756-0.029815i,-0.012045-0.037191i,-0.0054831-0.030738i,0.015112-0.022633i,0.033018-0.022928i,0.033418-0.024519i,0.020796-0.020791i,0.0048912-0.013915i,-0.0055536-0.0070741i,-0.007242+0.00075482i,-0.0034257+0.010505i,0.0038124+0.016283i,0.0083695+0.014034i
0.090663-0.020257i,0.1685-0.045255i,0.17517-0.043738i,0.09683+0.0029807i,0.014579+0.048322i,-0.036886+0.037137i,-0.059247+0.0084545i,-0.041807+0.0094017i,-0.0090893+0.015325i,0.0076349+0.018304i,0.014713+0.029715i,0.019124+0.03416i,0.01022+0.024915i,-0.011623+0.020284i,-0.028778+0.025995i,-0.029489+0.027949i,-0.019405+0.023926i,-0.0041408+0.019315i,0.0088504+0.013024i,0.011535+0.0038738i,0.0063006-0.0077473i,-0.00079049-0.014294i,-0.004057-0.010485i
-0.082199+0.056864i,-0.13956+0.11091i,-0.13921+0.11425i,-0.078956+0.04209i,-0.022007-0.026581i,0.022642-0.027238i,0.049504-0.0074464i,0.033123-0.0098958i,0.0052561-0.012266i,-0.0062849-0.01544i,-0.015019-0.028168i,-0.022268-0.031838i,-0.012433-0.023849i,0.0094738-0.022203i,0.023693-0.029153i,0.0245-0.032051i,0.016903-0.027245i,0.004806-0.018969i,-0.0058308-0.011235i,-0.0097166-0.002605i,-0.0076449+0.0074507i,-0.0023974+0.011218i,0.00090612+0.0063549i
0.051134-0.075958i,0.086927-0.14775i,0.083268-0.15576i,0.047298-0.077701i,0.021026-0.0055352i,-0.0084536-0.0021881i,-0.03171-0.012028i,-0.017722+5.4333e-05i,0.0061661+0.0070366i,0.0158+0.012724i,0.024045+0.023522i,0.027642+0.025814i,0.014855+0.023613i,-0.0047481+0.028856i,-0.015753+0.035975i,-0.015236+0.035952i,-0.0078892+0.028679i,0.001565+0.017333i,0.0089457+0.006784i,0.011846-0.0022759i,0.0082112-0.01091i,0.0013552-0.011934i,-0.0021857-0.0055949i
-0.017075+0.091587i,-0.018618+0.16734i,-0.0041887+0.17291i,0.0041692+0.094698i,0.0047687+0.031047i,0.023277+0.025712i,0.033178+0.024965i,0.0089143+0.012017i,-0.014621+0.0037685i,-0.021868-0.005825i,-0.030153-0.017187i,-0.033692-0.020635i,-0.021594-0.020191i,-0.0042231-0.026215i,0.0060436-0.034694i,0.0061008-0.034406i,-0.00050792-0.026364i,-0.0082192-0.015758i,-0.013506-0.0069532i,-0.013857+0.0015351i,-0.0080928+0.011887i,-0.0012899+0.015274i,-0.00092837+0.010102i
-0.021543-0.094377i,-0.051761-0.16633i,-0.069164-0.16637i,-0.047663-0.096109i,-0.023197-0.055703i,-0.040338-0.055296i,-0.048905-0.042833i,-0.016503-0.027951i,0.0092552-0.021422i,0.018365-0.0075339i,0.031152+0.0068507i,0.038144+0.010904i,0.028674+0.012603i,0.0137+0.019984i,0.0033488+0.02805i,0.00016935+0.028186i,0.0020786+0.02022i,0.007582+0.010734i,0.01286+0.0036717i,0.013139-0.0056568i,0.007006-0.016568i,0.00074539-0.017818i,0.0021665-0.01056i
0.051369+0.073356i,0.10784+0.12882i,0.13102+0.11887i,0.090611+0.059726i,0.048396+0.03653i,0.054779+0.044315i,0.054563+0.040234i,0.021408+0.033734i,-0.00027451+0.0311i,-0.0098662+0.018301i,-0.025303+0.0039341i,-0.033124-0.00016396i,-0.024582-0.0038639i,-0.01201-0.01568i,-0.0059481-0.026094i,-0.0045408-0.027444i,-0.0048975-0.019928i,-0.0082178-0.0091345i,-0.011598+8.4045e-05i,-0.011283+0.011083i,-0.0053214+0.021777i,-0.00031276+0.02159i,-0.0020865+0.01253i
-0.083423-0.047353i,-0.15525-0.074077i,-0.17562-0.060121i,-0.12043-0.032541i,-0.074472-0.040016i,-0.072518-0.052835i,-0.057535-0.04595i,-0.025019-0.039628i,-0.0083535-0.031989i,0.0025403-0.015023i,0.021448-0.0045229i,0.030631-0.0044804i,0.021587-0.0010415i,0.011048+0.011955i,0.0083918+0.02327i,0.0074878+0.024446i,0.0061204+0.018069i,0.0068567+0.0082091i,0.0092306-0.00044682i,0.0086902-0.010163i,0.00091067-0.019631i,-0.0055597-0.018537i,-0.0018522-0.011687i
0.091394+0.014398i,0.17286+0.0082421i,0.18715-0.015159i,0.12669-0.013874i,0.089545+0.025832i,0.088767+0.049122i,0.063718+0.045355i,0.026121+0.043559i,0.009905+0.034612i,-0.0013709+0.015295i,-0.019061+0.0059205i,-0.026132+0.006781i,-0.019128+0.0020561i,-0.014001-0.011145i,-0.014378-0.019886i,-0.013182-0.018409i,-0.011297-0.012062i,-0.011336-0.0045208i,-0.011746+0.0015248i,-0.0073964+0.0097136i,0.0019306+0.018118i,0.0054902+0.017396i,-0.00036972+0.01307i
-0.090385+0.023097i,-0.16321+0.058328i,-0.17151+0.086055i,-0.11817+0.057891i,-0.097023-0.0087136i,-0.10546-0.044339i,-0.078892-0.049698i,-0.037793-0.053091i,-0.018593-0.041378i,-0.0026688-0.018833i,0.018111-0.0099723i,0.025157-0.01167i,0.018553-0.0051407i,0.015866+0.0082271i,0.017138+0.014963i,0.015297+0.014248i,0.011673+0.0090503i,0.010048+0.0028834i,0.010584-0.0021236i,0.0064228-0.010287i,-0.0033217-0.017195i,-0.0061894-0.01646i,0.0011246-0.013933i
0.070965-0.055931i,0.12353-0.12066i,0.12826-0.14826i,0.098684-0.097748i,0.10331-0.02354i,0.11549+0.017312i,0.085554+0.038966i,0.051158+0.053149i,0.03357+0.045007i,0.012007+0.025061i,-0.010535+0.017112i,-0.017637+0.016979i,-0.013672+0.010001i,-0.013231-0.0015549i,-0.016307-0.0093257i,-0.015177-0.010326i,-0.01038-0.0058766i,-0.0073821-0.00030917i,-0.0080015+0.0057849i,-0.0053693+0.014927i,0.0038701+0.021692i,0.0069455+0.020196i,0.001019+0.016736i
-0.046758+0.079557i,-0.071741+0.16217i,-0.059605+0.18808i,-0.049633+0.11815i,-0.085629+0.034093i,-0.10991-0.010096i,-0.086658-0.037551i,-0.063571-0.049719i,-0.04761-0.035671i,-0.020644-0.019484i,0.0044331-0.017942i,0.012376-0.019243i,0.010092-0.010795i,0.01182+0.00097167i,0.017151+0.0060659i,0.016095+0.0046364i,0.0097036+0.0012247i,0.005632-0.0016428i,0.0068492-0.0057829i,0.0033021-0.012862i,-0.0079743-0.019181i,-0.012207-0.019768i,-0.0071737-0.018169i
0.0079725-0.09435i,-0.00063485-0.1802i,-0.019817-0.20623i,-0.0020606-0.13732i,0.065553-0.056189i,0.10586-0.011386i,0.092379+0.022783i,0.072648+0.037883i,0.052998+0.02505i,0.024981+0.013168i,0.0019525+0.015475i,-0.0054929+0.018582i,-0.0041097+0.011055i,-0.0083512+0.00088407i,-0.014481-0.0012835i,-0.013326-5.8178e-05i,-0.0079939+0.00070242i,-0.0049604+0.0023433i,-0.0045158+0.0060887i,0.0017255+0.013072i,0.013661+0.017641i,0.016457+0.016404i,0.0094015+0.015354i
0.024421+0.089602i,0.068674+0.16906i,0.09458+0.18418i,0.04661+0.11839i,-0.047831+0.052769i,-0.099473+0.015216i,-0.09443-0.018795i,-0.076049-0.030546i,-0.053459-0.017035i,-0.025827-0.0086331i,-0.0051548-0.014864i,0.0010548-0.020281i,0.0010919-0.011899i,0.0064784-0.0018519i,0.011451-0.0010463i,0.0079792-0.0024602i,0.0019497-0.0023562i,0.00081751-0.0030914i,0.0028321-0.006756i,-0.0025412-0.013685i,-0.013747-0.016355i,-0.015909-0.013798i,-0.0091208-0.013316i
-0.060033-0.072237i,-0.12954-0.13265i,-0.16145-0.13593i,-0.088011-0.086225i,0.02663-0.056753i,0.079916-0.035188i,0.081237+0.0045641i,0.074171+0.020617i,0.055529+0.010756i,0.028595+0.0067702i,0.0108+0.013428i,0.0064557+0.016043i,0.0032072+0.0070293i,-0.0055292+8.9732e-05i,-0.0099374+0.0015597i,-0.0070961+0.0018733i,-0.0021452-0.00018844i,-0.00051522-5.002e-05i,-0.0015673+0.0046443i,0.0029238+0.011375i,0.012378+0.014191i,0.015124+0.01378i,0.010556+0.013771i
0.077343+0.045398i,0.1661+0.074663i,0.199+0.066429i,0.11426+0.041717i,-0.0073324+0.044266i,-0.064341+0.032172i,-0.077636-0.0067391i,-0.0794-0.015092i,-0.060588+0.0011611i,-0.033165+0.0042793i,-0.014173-0.0056935i,-0.0070372-0.0097066i,-0.0023222-0.002278i,0.0061965+0.0011449i,0.01069-0.0016772i,0.0075986-0.0014884i,0.0020614+0.00089922i,-0.00012155+0.001079i,-6.6059e-05-0.002999i,-0.0060483-0.0079159i,-0.016652-0.0088659i,-0.020652-0.0096082i,-0.016395-0.01067i
-0.09663-0.010537i,-0.19064-0.0019801i,-0.21419+0.021583i,-0.11596+0.014289i,0.0028934-0.025827i,0.058518-0.028278i,0.079656+0.0025256i,0.080389+0.0032531i,0.055565-0.011212i,0.028783-0.009001i,0.014516+0.0023704i,0.0098018+0.006638i,0.0032204+0.0010114i,-0.0070277-0.00067781i,-0.010532+0.0036883i,-0.007311+0.0056999i,-0.0030131+0.0028951i,-0.0017287+0.00073787i,-0.0018567+0.0051736i,0.0062844+0.010747i,0.018965+0.010701i,0.022756+0.0083585i,0.017194+0.0080089i
0.088624-0.024484i,0.17875-0.067309i,0.19499-0.1036i,0.10276-0.069605i,0.0059425+0.0032814i,-0.044036+0.019239i,-0.076708+0.00038111i,-0.079317+0.011113i,-0.051698+0.023086i,-0.026333+0.014231i,-0.013491+0.00033019i,-0.0084044-0.0051589i,-0.0016495-0.00088093i,0.0073455-0.00032678i,0.0084529-0.0058828i,0.0031536-0.0074795i,-0.001224-0.0032207i,-0.00095932-0.00051391i,0.0010431-0.0044086i,-0.0051852-0.009162i,-0.017368-0.0081002i,-0.021251-0.0049897i,-0.015898-0.0031569i
-0.077047+0.054617i,-0.1449+0.12857i,-0.14525+0.16914i,-0.066831+0.1058i,-0.00018692+0.005607i,0.033401-0.019975i,0.065266-0.0090559i,0.068424-0.023469i,0.043709-0.031428i,0.024836-0.018871i,0.017118-0.0039702i,0.012459+0.0010181i,0.0031934-0.0027025i,-0.0055167-0.00070789i,-0.0050161+0.0039752i,-0.00022185+0.0027933i,0.0030602-0.0026048i,0.0021032-0.0043257i,0.0012631+0.00085091i,0.0088023+0.0045048i,0.019509+0.002961i,0.021554+0.00093649i,0.016945-0.00028551i
0.051543-0.080444i,0.087449-0.17868i,0.072531-0.22479i,0.017888-0.14265i,-0.0097642-0.031071i,-0.028721-6.1718e-06i,-0.059778+0.0059779i,-0.057981+0.031771i,-0.033394+0.040213i,-0.017754+0.027458i,-0.011621+0.011429i,-0.0095921+0.0033921i,-0.002064+0.0045039i,0.0059895+0.0011843i,0.0052882-0.0039191i,0.00033987-0.0024006i,-0.0018669+0.0028155i,-0.00034476+0.0050511i,-0.00090148+0.00097632i,-0.0096601-0.0035641i,-0.021037-0.0025471i,-0.024052+0.00018557i,-0.019014+0.0021301i
-0.024157+0.093374i,-0.021983+0.20168i,0.012388+0.24249i,0.041158+0.14543i,0.028882+0.032686i,0.031118+0.0049517i,0.057842-0.0067272i,0.047468-0.035474i,0.017464-0.041364i,0.0051744-0.028163i,0.0051475-0.013757i,0.0061356-0.0052933i,-0.0019741-0.0043865i,-0.0096008-0.00072169i,-0.0073729+0.0038947i,-0.0028668+0.0020107i,-0.0023409-0.0035189i,-0.0041073-0.0058538i,-0.0025656-0.0010066i,0.0064509+0.0025569i,0.018789-0.00050391i,0.023704-0.0048568i,0.017681-0.0070241i
-0.016648-0.094444i,-0.055565-0.19623i,-0.10372-0.22624i,-0.099468-0.12975i,-0.046826-0.033135i,-0.035799-0.014622i,-0.055776+0.0032116i,-0.037023+0.032334i,-0.0075453+0.032394i,-0.00042992+0.01951i,-0.0029437+0.0094493i,-0.0042993+0.0047022i,0.0034214+0.0044987i,0.010356+0.00014202i,0.0068794-0.0041022i,0.001701-0.0020171i,0.0013927+0.0023379i,0.0045313+0.0030178i,0.0031736-0.00039053i,-0.0074449-0.00061427i,-0.01975+0.0053301i,-0.023435+0.011751i,-0.016267+0.0131i
0.045942+0.084973i,0.12455+0.16906i,0.18872+0.17987i,0.15553+0.086867i,0.067425+0.01589i,0.04084+0.010332i,0.052557-0.01001i,0.029995-0.033176i,0.0048018-0.027344i,0.0015335-0.016337i,0.0045145-0.010084i,0.0044336-0.0078646i,-0.0042557-0.0049055i,-0.0099136+0.0028035i,-0.0060066+0.0057784i,-0.0017839+0.0014257i,-0.0022937-0.0026601i,-0.0047393-0.0023761i,-0.0018939+0.0017047i,0.0090556+0.00041139i,0.020145-0.0067723i,0.020518-0.012738i,0.011634-0.014153i
-0.076781-0.064096i,-0.17903-0.12062i,-0.24895-0.11178i,-0.1883-0.033507i,-0.074633+0.00067004i,-0.044143-0.013395i,-0.053179+0.0078931i,-0.026751+0.032931i,-0.003123+0.030095i,0.0010304+0.024i,0.0017131+0.0172i,0.0023798+0.0092284i,0.0095602+0.00089066i,0.013411-0.0082203i,0.0077252-0.0090667i,0.002637-0.0027202i,0.002244+0.0030539i,0.0046834+0.0039143i,0.003021+0.00096794i,-0.006031+0.0020979i,-0.016035+0.0095011i,-0.017529+0.015659i,-0.0097101+0.015167i
0.090945+0.032286i,0.21141+0.048544i,0.27888+0.013967i,0.19975-0.041958i,0.080619-0.030566i,0.051222+0.0063586i,0.049039-0.013671i,0.013413-0.037481i,-0.01088-0.030587i,-0.012216-0.021195i,-0.0074408-0.012776i,-0.0033522-0.0047988i,-0.0071563+0.0027527i,-0.0093421+0.010028i,-0.0048163+0.0094349i,-0.0020575+0.0015722i,-0.0038504-0.0046363i,-0.0072231-0.0042851i,-0.0055328-0.00079422i,0.0040999-0.0030427i,0.013198-0.012119i,0.013245-0.017848i,0.0052726-0.016443i
-0.10133-0.0011421i,-0.22585+0.02422i,-0.28492+0.082836i,-0.18961+0.10962i,-0.072613+0.048993i,-0.054116-0.0041484i,-0.044555+0.017211i,-0.0001861+0.033664i,0.022384+0.021147i,0.019277+0.011016i,0.010376+0.0037514i,0.0022293-0.0016836i,0.0023742-0.0085537i,0.0028411-0.014538i,0.00026345-0.011346i,0.00048726-0.0038253i,0.0038111+0.00089858i,0.0074606+2.7265e-06i,0.0044876-0.0024732i,-0.005704+0.0026758i,-0.014158+0.013532i,-0.013697+0.020367i,-0.0049211+0.018721i
0.092222-0.03651i,0.20351-0.10146i,0.24674-0.18114i,0.15159-0.18153i,0.0545-0.08277i,0.049341-0.011509i,0.035541-0.019642i,-0.010007-0.020358i,-0.024835-0.003586i,-0.016265-0.0011715i,-0.005984-0.0025858i,0.00053824-0.0019324i,-0.0014044+0.0038584i,-0.0022066+0.011279i,0.00074849+0.00947i,-0.00053831+0.0027517i,-0.0051372-0.00040444i,-0.0076781+0.0017193i,-0.0036655+0.003583i,0.0052999-0.0028222i,0.011944-0.014961i,0.010242-0.022436i,0.0012195-0.019375i
-0.080955+0.066469i,-0.16545+0.17089i,-0.1817+0.26357i,-0.089346+0.23071i,-0.026311+0.097218i,-0.043848+0.013972i,-0.03268+0.011362i,0.007049+0.004549i,0.014721-0.0076041i,0.0088017-0.0022516i,0.0056189+0.0032703i,0.0022214+0.0038631i,0.0026301-0.0036633i,0.0012176-0.013031i,-0.0010136-0.0114i,0.00025911-0.004188i,0.0032348-0.00060488i,0.0049621-0.0024433i,0.0023212-0.0030792i,-0.0038987+0.0051089i,-0.0081715+0.01825i,-0.0049831+0.024397i,0.0024136+0.019092i
0.050281-0.08801i,0.1002-0.21933i,0.087055-0.32298i,0.0073861-0.26738i,-0.011026-0.10755i,0.036396-0.019215i,0.033727-0.013431i,0.0010238-0.0029881i,-0.0051837+0.0074754i,-0.0048543+0.0037396i,-0.0045894+0.00030663i,-0.0019624-0.00038435i,-0.0011866+0.0071026i,0.002015+0.015246i,0.0042683+0.012551i,0.0018921+0.0041152i,-0.0029674+0.00027395i,-0.0053824+0.0026541i,-0.0020211+0.0023253i,0.0034053-0.0074569i,0.0042093-0.021096i,-0.00042393-0.025782i,-0.0056573-0.018609i
-0.018755+0.10116i,-0.023033+0.24149i,0.019452+0.34355i,0.080386+0.26817i,0.054354+0.097275i,-0.023238+0.01754i,-0.028698+0.016722i,-0.00057534+0.004778i,0.0034828-0.0049839i,0.0047439-0.001293i,0.0048329+0.00019277i,8.113e-05-0.0003383i,-0.0040305-0.0072678i,-0.0083187-0.01341i,-0.0083377-0.0098218i,-0.0037438-0.0029072i,0.0019423+0.0006197i,0.0057301-0.00088592i,0.0042259-0.0012198i,-0.00020296+0.0068297i,-0.00050652+0.019261i,0.0029924+0.02412i,0.0056429+0.017598i
-0.018583-0.10371i,-0.06133-0.24066i,-0.13578-0.3287i,-0.16924-0.24309i,-0.089583-0.086426i,0.012425-0.025542i,0.019134-0.024429i,-0.0085225-0.006292i,-0.0094906+0.0051037i,-0.0058615+0.0025228i,-0.0017936+0.00086413i,0.00392-0.0014477i,0.0087867+0.002114i,0.013941+0.006727i,0.012097+0.0043947i,0.002752-0.00020925i,-0.0053524-0.00075655i,-0.0077063+0.003368i,-0.0043881+0.0043911i,-0.001598-0.0052174i,-0.0033788-0.018255i,-0.0067375-0.021825i,-0.0085238-0.015638i
0.046545+0.088813i,0.12939+0.2108i,0.23314+0.27634i,0.24917+0.18229i,0.12606+0.047281i,0.0038778+0.0095127i,-0.0080714+0.0087126i,0.010644-0.00951i,0.0075354-0.012937i,0.0054236-0.0045669i,0.0044858+0.0012811i,0.00010742+0.0048871i,-0.0062808+0.0015903i,-0.011504-0.0027884i,-0.0092157-0.0028546i,-0.0012605-0.0023765i,0.004437-0.0035724i,0.0044209-0.0065062i,0.00086379-0.0054632i,-0.00013311+0.005723i,0.0040339+0.018893i,0.0082202+0.022011i,0.009247+0.016292i
-0.075074-0.066896i,-0.19147-0.15716i,-0.31224-0.19794i,-0.30349-0.1121i,-0.14511-0.0099027i,-0.011666+0.00097585i,0.0043925-0.00029036i,-0.005077+0.022927i,-0.00044758+0.024551i,-0.0013326+0.012419i,-0.0019416+0.0038471i,-0.00068173-0.0038251i,0.0039554-0.0042162i,0.0102-0.00037596i,0.010131+0.00056103i,0.0038856-0.00021908i,-0.001773+0.00013545i,-0.0020584+0.0038632i,0.001033+0.0042995i,-0.00053963-0.0054589i,-0.0077636-0.017195i,-0.012735-0.019837i,-0.012035-0.013955i
0.089555+0.041571i,0.23348+0.093053i,0.36634+0.096445i,0.33612+0.013597i,0.15475-0.04609i,0.011112-0.020687i,-0.01439-0.0064985i,-0.011134-0.023771i,-0.01562-0.021509i,-0.010054-0.01069i,-0.0040854-0.0036121i,-0.0016128+0.0039335i,-0.0059448+0.0053312i,-0.013483+0.0030999i,-0.01259+0.0026359i,-0.0044331+0.0028096i,0.0019594+0.00058417i,0.0010658-0.0028956i,-0.0014478-0.0010525i,0.00233+0.0078664i,0.010501+0.016435i,0.014684+0.018008i,0.012581+0.012587i
-0.098562-0.010073i,-0.25214-0.019964i,-0.38901+0.013069i,-0.34263+0.083376i,-0.14886+0.087752i,-0.010897+0.02617i,0.015037+0.0053594i,0.017023+0.016639i,0.021777+0.0099906i,0.014405+0.00077626i,0.0058821-0.0033306i,0.00068248-0.0083534i,0.0029739-0.0088349i,0.0096643-0.007126i,0.0084936-0.0067209i,0.00093948-0.0048691i,-0.0048756-0.0010468i,-0.0049278+0.0030714i,-0.00088458+0.0019445i,-0.0037022-0.0060371i,-0.01349-0.013517i,-0.018006-0.014016i,-0.014248-0.010344i
0.094068-0.021363i,0.24354-0.058537i,0.37261-0.12745i,0.31963-0.18614i,0.13083-0.14676i,0.0095502-0.04983i,-0.010672-0.01174i,-0.015873-0.011377i,-0.016624+0.00052425i,-0.0054694+0.0076776i,0.0026995+0.007966i,0.0060182+0.0091991i,0.0020357+0.0095644i,-0.0058056+0.010311i,-0.0047313+0.0088945i,0.0015121+0.0035207i,0.0041808-0.0021187i,0.0019137-0.0054545i,4.9973e-05-0.0038153i,0.0059905+0.0030515i,0.015603+0.0093506i,0.018617+0.011303i,0.014405+0.010085i
-0.084697+0.046759i,-0.21857+0.12781i,-0.32509+0.23129i,-0.26406+0.27183i,-0.094823+0.18833i,0.0019684+0.064086i,0.013604+0.017031i,0.016114+0.013216i,0.011164+0.00011903i,-0.00076575-0.0048003i,-0.0063392-0.0027547i,-0.0086535-0.004054i,-0.0044411-0.0070589i,0.0028965-0.0099648i,0.0037443-0.0079258i,-0.00090816-0.0015509i,-0.004225+0.004257i,-0.0023151+0.0066067i,-0.00041717+0.0033702i,-0.0072712-0.0023494i,-0.018076-0.0070194i,-0.021146-0.0082535i,-0.016639-0.0081931i
0.061392-0.070066i,0.16807-0.18314i,0.24755-0.3179i,0.18324-0.34973i,0.046665-0.22697i,-0.017319-0.079156i,-0.020017-0.024473i,-0.018392-0.017885i,-0.0113-0.0069916i,-0.0011254-0.0025497i,0.0046206-0.0023457i,0.008532+0.00052443i,0.0066534+0.0050061i,0.00081675+0.009053i,-0.00090201+0.0075949i,0.0019056+0.0021757i,0.0036699-0.0035561i,0.00039346-0.0058628i,-0.0015428-0.0027183i,0.0055728+0.00060747i,0.016421+0.0022984i,0.01991+0.0039426i,0.015652+0.0056274i
-0.041136+0.085636i,-0.10662+0.22621i,-0.14903+0.38065i,-0.084083+0.39554i,0.017977+0.23806i,0.041945+0.075633i,0.027375+0.021563i,0.025131+0.014009i,0.018196+0.0046462i,0.0067523+0.0023704i,-0.00034488+0.0018737i,-0.0067185-0.0018825i,-0.0082719-0.0073587i,-0.0044358-0.012726i,-0.0025924-0.011153i,-0.0042795-0.0039404i,-0.0048997+0.0021857i,-0.0020689+0.0043628i,-0.00017076+0.0026601i,-0.0064334-0.00015851i,-0.016824-0.0005637i,-0.019904-0.00056756i,-0.016608-0.0027927i
