0.0017604+0.00092419i,0.0020723-0.00051563i,0.000733-0.0018677i,-0.0015199-0.0020374i,-0.0024734-0.00051957i,-0.0017658+0.0018262i,0.00037133+0.0028577i,0.0023025+0.0015747i,0.0028454+2.9921e-05i,0.002233-0.00075552i,0.00089731-0.0015787i,-0.00036747-0.0015889i,-0.00060505-0.00082693i,-0.0008655+0.00038893i,-0.0017787+0.00034186i,-0.0017967-0.00042319i,-0.0013709-0.00098377i,-0.0011258-0.00053926i,-0.00025079+0.0008857i,0.0007813+0.00061941i,0.00078902-0.00079267i,-0.00044614-0.001614i,-0.00078504-0.0010543i
-0.10719+0.038292i,-0.24368+0.034349i,-0.34838-0.0010376i,-0.30944-0.037025i,-0.16608-0.051069i,-0.044213-0.056443i,0.0063038-0.051002i,0.014982-0.029482i,0.013315-0.0082816i,0.0069381-0.0046066i,-0.0062281-0.010556i,-0.01673-0.010877i,-0.015198-0.0053816i,-0.0081046-0.0014888i,-0.0046129-0.0020669i,-0.0048898-0.0027874i,-0.0062487-0.0021485i,-0.007234-0.0010844i,-0.006935-8.0089e-05i,-0.0040388+1.9008e-05i,-0.00015935+0.00039909i,0.0019723+0.00099036i,0.0033651+0.0015774i
0.081382-0.059308i,0.21006-0.093177i,0.31769-0.081556i,0.29281-0.032062i,0.16932+0.012561i,0.062802+0.039329i,0.01137+0.040192i,-0.01061+0.021483i,-0.017069+0.0061507i,-0.0089178+0.0033023i,0.0064684+0.0045124i,0.015653+0.0030747i,0.012743-0.0008132i,0.0052756-0.0020661i,0.0017274+0.00091144i,0.0036436+0.0034936i,0.0064324+0.0037053i,0.007041+0.0028678i,0.0053278+0.0014773i,0.0029288+0.0016471i,-0.00021045+0.0027313i,-0.0027829+0.0020264i,-0.0042184+0.00087601i
-0.057951+0.07819i,-0.16191+0.14241i,-0.26258+0.15424i,-0.2538+0.09712i,-0.14822+0.025002i,-0.051372-0.026201i,-0.0019997-0.043573i,0.01618-0.033441i,0.017368-0.015745i,0.0075249-0.0054718i,-0.0078564-0.00050577i,-0.016149+0.0038536i,-0.011523+0.0058293i,-0.004737+0.0035826i,-0.003996-0.00090864i,-0.0062068-0.0033391i,-0.0068782-0.0020799i,-0.0064596+7.8747e-05i,-0.0046613+0.0014409i,-0.0022432+0.00019882i,3.4312e-05-0.0021998i,0.001532-0.0025968i,0.001885-0.0010819i
0.028077-0.085784i,0.1055-0.16851i,0.19907-0.19958i,0.21095-0.14103i,0.13641-0.049159i,0.064212+0.016757i,0.024209+0.040459i,0.0012905+0.035715i,-0.008519+0.021357i,-0.0040849+0.00857i,0.0063642-0.0022899i,0.011553-0.0089659i,0.0090705-0.0090852i,0.003861-0.0055629i,0.001736-0.0015686i,0.00319+0.00051455i,0.0058301+0.0001012i,0.0057473-0.0021401i,0.0036736-0.0039762i,0.0020154-0.0025583i,0.0012105-0.00058409i,0.00095202+0.0007471i,-0.00039067+0.0020668i
-0.00061454+0.081219i,-0.0494+0.17334i,-0.1292+0.22416i,-0.15577+0.17229i,-0.10921+0.069328i,-0.056224-0.0072323i,-0.026629-0.038139i,-0.0099323-0.037048i,-4.3639e-05-0.022255i,0.00098923-0.0067605i,-0.0038588+0.0057428i,-0.0069119+0.01317i,-0.0045795+0.01229i,-0.0017579+0.0061864i,-0.00316+0.0014394i,-0.0053955-0.00020701i,-0.0048614-0.00055346i,-0.0029611+0.00018565i,-0.0017126+0.0011115i,-0.0010297-0.00039051i,-0.0012684-0.0031237i,-0.0013359-0.0040392i,0.00025508-0.0029035i
-0.023-0.069908i,-0.0031948-0.16171i,0.056527-0.22625i,0.098211-0.18697i,0.087363-0.087521i,0.062977-0.011971i,0.044051+0.018348i,0.024256+0.021004i,0.0077193+0.014151i,9.7732e-06+0.0041654i,-0.0022129-0.0069961i,-0.0024783-0.014077i,-0.0014675-0.012688i,-0.0011084-0.0063136i,0.00067801-0.001146i,0.0025611+0.00048977i,0.0032339+5.803e-05i,0.002816+9.5749e-05i,0.0009383+0.00048577i,-0.00054988+0.0013024i,-0.0010036+0.0028759i,0.00014631+0.0036518i,0.001311+0.0029163i
0.039274+0.052628i,0.04527+0.13959i,0.008022+0.21117i,-0.039627+0.18508i,-0.050633+0.09597i,-0.039526+0.025135i,-0.025585-0.0074596i,-0.011253-0.016694i,-0.0012413-0.01407i,0.0033573-0.0053582i,0.0052085+0.0058317i,0.0056114+0.012724i,0.004741+0.010864i,0.0018502+0.0056992i,-0.0018775+0.0025131i,-0.0040844+0.0011227i,-0.0044696+0.00098754i,-0.0030282+0.0011049i,-0.00071198+0.001134i,-0.00013207+2.5645e-05i,-0.0016075-0.0014947i,-0.0030835-0.002387i,-0.0033734-0.0023148i
-0.044773-0.031803i,-0.069749-0.10547i,-0.051511-0.17811i,-0.00035663-0.16705i,0.031747-0.090904i,0.039044-0.027079i,0.032611+0.002883i,0.018535+0.011695i,0.0064157+0.0097996i,-0.0017328+0.0029089i,-0.0085903-0.0048348i,-0.013565-0.01072i,-0.01312-0.011813i,-0.0071494-0.0078612i,-0.00091422-0.0040923i,0.002911-0.0023325i,0.0036757-0.0013075i,0.0023788-0.0003993i,0.0020741+0.00045565i,0.0033021+0.0012656i,0.0041879+0.0021435i,0.0043551+0.0014911i,0.0031597-3.9073e-05i
0.048218+0.019635i,0.089111+0.073957i,0.090337+0.1396i,0.039454+0.14359i,-0.0071732+0.083434i,-0.026074+0.026525i,-0.027458-0.0027435i,-0.02012-0.011916i,-0.010208-0.0099018i,0.00041957-0.0051545i,0.010425-0.00043184i,0.016372+0.0043578i,0.016262+0.0056128i,0.0089373+0.0038632i,2.4297e-05+0.0035211i,-0.0040665+0.0035092i,-0.0038408+0.0024678i,-0.0022783+0.0020509i,-0.0011831+0.0015435i,-0.0013654+0.00028274i,-0.0021696-0.00081739i,-0.0037639-0.0011263i,-0.0041679-0.00023177i
-0.043533+0.001241i,-0.091006-0.035562i,-0.10492-0.093668i,-0.06059-0.11498i,-0.0053904-0.079253i,0.026408-0.038555i,0.034342-0.015459i,0.024816-0.0039246i,0.01031+0.0016501i,-0.0013357+0.0040695i,-0.011345+0.0047638i,-0.018441+0.0047723i,-0.018289+0.0021863i,-0.012965-0.00052485i,-0.0062752-0.0025125i,-0.00046698-0.0039606i,0.001873-0.0033627i,0.0017539-0.0019909i,0.0017749-0.00025153i,0.0024786+0.00051377i,0.0032196-2.3132e-05i,0.0036503-0.0012117i,0.0035083-0.0020931i
0.040021-0.011121i,0.090723+0.0076667i,0.11807+0.056163i,0.084858+0.084677i,0.031923+0.06524i,0.0015384+0.034979i,-0.0094471+0.015255i,-0.0094987+0.0039264i,-0.005425-0.0014611i,0.00035017-0.0055417i,0.007689-0.010527i,0.013901-0.010971i,0.014786-0.0074853i,0.010525-0.0039303i,0.0037389+0.00043148i,-0.00031376+0.0039235i,-0.00069224+0.004346i,-0.00029366+0.0025572i,-0.00073249+0.00075203i,-0.0020688+0.00070998i,-0.0029958+0.0015602i,-0.003486+0.0028507i,-0.0022121+0.0039332i
-0.030959+0.021363i,-0.077596+0.017798i,-0.1125-0.016889i,-0.089115-0.047634i,-0.035374-0.043158i,0.0016793-0.026775i,0.01512-0.015414i,0.012575-0.0079183i,0.0057481-0.0020324i,0.00060128+0.0040402i,-0.0043348+0.010862i,-0.009729+0.014434i,-0.011883+0.011317i,-0.0093716+0.0055037i,-0.0052469+0.00071707i,-0.0028498-0.0013629i,-0.0021182-0.0026221i,-0.0013883-0.0041795i,0.00022203-0.0038275i,0.0022865-0.00259i,0.0026251-0.0019166i,0.001452-0.0018787i,0.0011814-0.002046i
0.018163-0.024532i,0.057296-0.032878i,0.095653-0.011521i,0.083483+0.021382i,0.038062+0.028932i,0.0070914+0.020032i,-0.0034656+0.011364i,-0.0037055+0.0052596i,-0.0010084+0.0002095i,-0.00063694-0.0069801i,-0.001136-0.015341i,0.0020251-0.01903i,0.0060836-0.017039i,0.0054618-0.011151i,0.0026965-0.0033298i,0.0022936+0.0018378i,0.001907+0.0028686i,0.00056624+0.0018302i,-0.0010781+0.0014215i,-0.0016045+0.0014533i,-0.001024+0.0017783i,-0.00020839+0.0017742i,0.0003277+0.0013943i
-0.0023004+0.02247i,-0.032022+0.037854i,-0.070205+0.02804i,-0.07086-0.0038851i,-0.035332-0.021657i,-0.0039201-0.021649i,0.0083954-0.01725i,0.0070079-0.010198i,0.0022336-0.0016371i,0.0017971+0.0055446i,0.0040239+0.011349i,0.0017606+0.016779i,-0.0019433+0.018704i,-0.0027031+0.014038i,-0.0033381+0.0063717i,-0.0035193+0.000451i,-0.0031104-0.0010114i,-0.0022474+0.00020885i,-0.00098436+0.00028816i,-0.00021818-0.0009596i,-3.3624e-05-0.0021536i,-0.00034796-0.0026258i,-0.00096158-0.0017075i
0.0017277-0.018941i,0.022848-0.040738i,0.055788-0.043275i,0.062999-0.015626i,0.039904+0.0095044i,0.018412+0.016339i,0.0080122+0.011635i,0.0033712+0.0026089i,-5.4773e-06-0.0043982i,-0.0055425-0.0077566i,-0.011141-0.010289i,-0.012073-0.014314i,-0.0082245-0.015595i,-0.0036871-0.010971i,-0.00055552-0.0046835i,0.001158-0.0010178i,0.0021777+0.00013177i,0.0019284+0.0010063i,0.00088193+0.0023121i,0.00048378+0.0029226i,0.00096835+0.0019518i,0.00059233+0.0012734i,-0.00098996+0.0012232i
7.9148e-05+0.014879i,-0.012739+0.037799i,-0.037899+0.04909i,-0.047399+0.029131i,-0.029018+0.0038744i,-0.0087588-0.0075421i,0.0011403-0.0088086i,0.0034439-0.0038993i,0.0048508+0.0017559i,0.0085397+0.0033281i,0.012149+0.00385i,0.014241+0.0082128i,0.012297+0.012287i,0.0058689+0.010058i,-0.00082917+0.0044878i,-0.00349+0.0017845i,-0.0038726+0.0010735i,-0.0032516+0.00066768i,-0.0012241+0.00029398i,1.6089e-05+0.00051629i,-0.0005803+0.0010727i,-0.0014203+0.00077788i,-0.00058217+0.00052065i
-0.0024094-0.01415i,0.0039586-0.035975i,0.022201-0.048287i,0.034426-0.032621i,0.027008-0.0076176i,0.015723+0.0048473i,0.0074371+0.0062041i,0.0012256+0.0025309i,-0.0025684-0.00030007i,-0.0068133-0.00038342i,-0.012737+0.00015876i,-0.015985-0.0022849i,-0.014141-0.0058309i,-0.0090725-0.0067982i,-0.0033649-0.0050998i,0.000385-0.0026772i,0.0022755-0.0019016i,0.0031004-0.0015404i,0.0028552-0.00037452i,0.0021615-0.00021644i,0.0015162-1.6883e-05i,0.0014501+0.00051288i,0.0010812+0.00024468i
0.0079871+0.010194i,0.0095391+0.028474i,-0.0041208+0.041781i,-0.02+0.031855i,-0.018458+0.0095095i,-0.0076248-0.0042766i,-0.0011633-0.0090133i,0.00042794-0.0073067i,0.0018212-0.0019152i,0.0048748-0.0010619i,0.0091356-0.0035886i,0.012909-0.0025595i,0.014012+0.00090477i,0.010903+0.0030564i,0.005029+0.0042373i,0.00039324+0.0040686i,-0.0020808+0.0028748i,-0.0023564+0.0019326i,-0.0016201-0.00014664i,-0.00022078-0.0017226i,0.00042661-0.0016269i,8.9328e-05-0.00059112i,-0.00030631+0.00021671i
-0.015258-0.0073093i,-0.019493-0.019625i,-0.010068-0.034265i,0.008559-0.030644i,0.018136-0.012591i,0.017467-0.0015477i,0.012434-0.0012012i,0.0052815-0.0036507i,-0.0016263-0.0035369i,-0.0058561+0.00034148i,-0.0095537+0.0055243i,-0.01277+0.0068758i,-0.013622+0.0026515i,-0.010303-0.0020233i,-0.0042225-0.002752i,-0.00051948-0.0026309i,0.00014241-0.0033146i,0.000134-0.0032184i,-0.00015181-0.0023075i,-0.00096545-0.001753i,-0.0014691-0.0014911i,-0.0017649-0.00094693i,-0.002356-0.00048993i
0.010058+0.001737i,0.018394+0.013335i,0.0147+0.02919i,0.0024255+0.030297i,-0.0029033+0.01671i,0.00027037+0.0051787i,0.0056237-0.00053616i,0.0087774-0.0019744i,0.009752-0.0020049i,0.0084354-0.0047984i,0.0059423-0.009246i,0.0061978-0.010541i,0.0082995-0.007715i,0.0072378-0.0036262i,0.0037097+0.00039656i,0.001497+0.0027131i,0.00048723+0.0032776i,-0.00055663+0.003051i,-0.0015062+0.0019282i,-0.0014881+0.00074232i,-0.00073561+0.00058938i,0.00031989+0.00074775i,0.0012996+0.00042682i
-0.005868+0.0010155i,-0.013991-0.0050424i,-0.016497-0.018278i,-0.0073227-0.022123i,0.002655-0.012509i,0.0073513-0.0029429i,0.0056835+0.0011481i,-0.0014073+0.0025654i,-0.0059861+0.0041455i,-0.0048049+0.0060467i,-0.0024327+0.0087049i,-0.00369+0.010873i,-0.0066744+0.0097959i,-0.0062682+0.0055059i,-0.003746+0.0010294i,-0.0019107-0.0014705i,-0.0015898-0.0022853i,-0.0014717-0.0021825i,-0.00091409-0.0014711i,-0.00031209-0.00076382i,-0.00080121-0.00025636i,-0.0015135+0.00025386i,-0.0021655+0.00068469i
0.0026432-0.0055927i,0.01035-0.00096691i,0.015421+0.009678i,0.009469+0.016119i,0.0011289+0.011415i,-0.00047897+0.0035552i,0.0010895-0.0024948i,0.0030075-0.0065362i,0.002964-0.0082263i,7.8955e-05-0.0085469i,-0.0029976-0.0087032i,-0.0018532-0.0091892i,0.0020896-0.008004i,0.0034996-0.0043624i,0.0024538+1.3653e-05i,0.0010999+0.0022991i,0.00057932+0.0029456i,0.00061622+0.0024218i,0.0008402+0.0018404i,0.00034216+0.0015015i,-0.00026293+0.00074815i,-0.00049764+6.3952e-05i,0.00044891-0.0010905i
-0.00011617+0.002575i,-0.007817-0.00095836i,-0.014033-0.0084668i,-0.0098524-0.014253i,0.00025013-0.012151i,0.0067255-0.0067751i,0.007838-0.0035295i,0.0041878-0.00015052i,0.00034308+0.0030461i,0.0005137+0.0043236i,0.0024777+0.0045991i,0.0023192+0.0065366i,-0.00029012+0.007215i,-0.0028597+0.0047368i,-0.0040035+0.0024371i,-0.0037509+0.00048792i,-0.0030002-0.0012944i,-0.0014998-0.0016613i,1.7692e-05-0.00094478i,0.00064865-0.00064415i,0.00086377-0.00091506i,0.0003594-0.00044132i,-0.00027947+0.00024347i
0.0033808+9.0061e-05i,0.012516+0.00015373i,0.019297+0.0031568i,0.016296+0.0071605i,0.0091348+0.0063691i,0.0057694+0.0025622i,0.0043644-0.0014299i,0.0029977-0.0050135i,0.001397-0.0069801i,-0.00048265-0.0075984i,-0.0026094-0.0065465i,-0.0035632-0.0054837i,-0.0024446-0.0050492i,-0.0012534-0.0042216i,-0.00015054-0.0028008i,0.0018415-0.00031621i,0.003223+0.0010063i,0.0032879+0.0017571i,0.0021932+0.0022871i,0.0012746+0.0013619i,0.0010294+1.2277e-05i,0.00078072-0.0007869i,-0.00017585-0.00087482i
-0.0035055+0.00079672i,-0.0098608+0.0037932i,-0.015135+0.0036452i,-0.013377+0.00069034i,-0.0038977-0.00059738i,0.0039222-0.001005i,0.0052727-0.0012364i,0.0048864+0.0012561i,0.0046028+0.0051007i,0.0046194+0.0065163i,0.0047037+0.0048215i,0.0039209+0.0034216i,0.003052+0.0030209i,0.001507+0.0023805i,-0.00023976+0.0013653i,-0.001388+0.0011859i,-0.0028396+0.00060064i,-0.0032605-0.00065888i,-0.0023025-0.0010603i,-0.0017277-0.0013815i,-0.0012804-0.0015215i,-0.0011097-0.0010847i,-0.00091436+9.3175e-05i
0.0015395-0.0014811i,0.0060586-0.0051428i,0.011293-0.004415i,0.012138-0.00033065i,0.0089187+0.0030328i,0.0061921+0.0017723i,0.0041507-0.0017123i,-0.00010556-0.0035286i,-0.0052246-0.0041106i,-0.0075145-0.003348i,-0.0078792-0.0023949i,-0.0073326-0.0018915i,-0.0047034-0.0029567i,-0.0027582-0.0028723i,-0.0024544-0.0012258i,-0.0003616-0.00012655i,0.0015531+0.00073626i,0.0017943+0.00081025i,0.0019134+0.00080224i,0.0011208+0.00071421i,-0.00046268+0.00022305i,-0.00073082+0.00039442i,-0.00047064+0.00052806i
-0.0034129+0.0015602i,-0.0052484+0.0055293i,-0.0089718+0.0067957i,-0.0093255+0.0041214i,-0.003529-0.00033301i,0.0021926-0.0028308i,0.005008-0.0033868i,0.0047754-0.0041907i,0.0049662-0.002842i,0.0060917-0.0013566i,0.0058215-0.0021451i,0.004202-0.0021856i,0.0033124-0.00071472i,0.0032314-8.3049e-05i,0.0019063+0.00028363i,-0.00021941+0.00056323i,-0.00141+0.0008165i,-0.0013304+0.0014709i,-0.0017707+0.0018328i,-0.0019261+0.00090467i,-0.00053612+5.5705e-05i,0.00017596-0.00058802i,0.00017696-0.00069719i
-0.00029545-0.003466i,0.0014441-0.0068091i,0.0046644-0.010176i,0.0061414-0.0080315i,0.0048104-0.0023853i,0.005299+0.00044607i,0.0050426-0.00024015i,0.0015619-0.0016438i,-0.0025923-0.0019381i,-0.0050412-0.00069636i,-0.0054788+0.00094514i,-0.0043906+0.00189i,-0.0027855+0.0013527i,-0.0016941+0.00059984i,-0.00073003+0.001843i,0.00097564+0.0021442i,0.0017898-0.00047516i,0.0017613-0.0015235i,0.0020691+0.00042138i,0.0017575+0.0012035i,0.0013302+0.00089081i,0.00062164+0.0015688i,-0.00041233+0.0013146i
-0.0002447+0.0016063i,-0.00069498+0.0053034i,-0.0032597+0.0086128i,-0.0036534+0.0088884i,-0.00014308+0.0059968i,0.0038032+0.0015957i,0.0059581-0.0024297i,0.0062693-0.003539i,0.0070745-0.0021996i,0.0079548-0.001324i,0.006405-0.00165i,0.004544-0.0011702i,0.0033849-0.00054715i,0.0023268-0.0017619i,0.00026096-0.0016113i,-0.0019376+0.0017163i,-0.0023295+0.0035217i,-0.0018732+0.002818i,-0.0017955+0.0014551i,-0.0018896+0.001139i,-0.001768+0.00076353i,-0.00085383-7.4947e-06i,6.5023e-05-0.00080245i
-0.00042623-0.0011888i,0.00084461-0.0038273i,0.0021599-0.0047669i,0.0034849-0.003238i,0.0049757-8.78e-05i,0.0069611+0.0011245i,0.0065604+0.00047868i,0.00061653+0.0018361i,-0.0054836+0.0048538i,-0.0063437+0.0071789i,-0.004577+0.0064609i,-0.0030056+0.0038274i,-0.0019468+0.0013477i,-0.00089129+0.0016457i,0.00037257+0.0016474i,0.0014057+0.00020266i,0.0013124-0.0019497i,0.0011685-0.0030702i,0.001878-0.0020148i,0.0021233-0.00087501i,0.0014707+1.8924e-05i,0.0009918+0.00054569i,0.00092395+0.00061287i
-0.0009175+0.0024305i,0.00048713+0.0038791i,0.0014554+0.0062306i,0.00029627+0.0062504i,4.5786e-05+0.0031817i,0.001983-0.00081056i,0.0024072-0.0040618i,0.00085991-0.006676i,-6.092e-06-0.0084726i,0.00035994-0.0085746i,0.00021129-0.0072299i,3.6505e-05-0.0048412i,0.00082745-0.0033541i,0.0012239-0.0040866i,-0.00049226-0.0042022i,-0.0017652-0.0017559i,-0.0015783+0.00092883i,-0.00064265+0.0012908i,0.00043209+0.00089742i,0.00016129+0.00071125i,-0.00040119+0.0002456i,-0.00079327-0.0003896i,-0.0018968-0.00026152i
-0.0020759-0.001054i,-0.0045508-0.0024768i,-0.0036866-0.0044114i,-0.00024595-0.0052791i,0.0014433-0.0036547i,0.0025004-0.0017133i,0.0039387-0.00075996i,0.0046498+0.0007141i,0.0045221+0.0025151i,0.0028179+0.0040607i,0.00087965+0.0046804i,-0.00060592+0.0046733i,-0.0013459+0.004767i,-0.0016159+0.0054121i,-0.00037408+0.004714i,0.00071932+0.0021299i,-0.00022864-0.0010782i,-0.0007409-0.0024252i,-0.00023422-0.0021427i,2.6435e-06-0.0021871i,0.00019222-0.0013413i,-0.00030626-2.7716e-05i,-0.00075723-0.00019508i
-0.00044487+0.0015552i,0.0041731+0.0037321i,0.00603+0.0068456i,0.0059902+0.0069127i,0.0064339+0.0038629i,0.0072642+0.00010108i,0.0056443-0.0012795i,0.0022339-0.00099509i,-0.00083354-0.00070223i,-0.0019992-0.0017167i,-0.0016955-0.003088i,-0.00078232-0.0034033i,0.00029844-0.0047265i,-0.0004163-0.005892i,-0.0029035-0.0043803i,-0.003331-0.00099329i,-0.0015266+0.0013211i,-0.00072964+0.00088149i,-0.0010031-0.00024724i,-0.0012704+0.00038657i,-0.0018922+0.0013537i,-0.0018079+0.0013108i,-0.0010668+0.0013671i
-0.00087575+0.00071813i,-0.00029471-0.00027899i,-0.0025579-0.001699i,-0.0018339-0.0018358i,0.0018723+0.00044849i,0.0055532+0.00064225i,0.0062251-0.0013949i,0.0037812-0.0016588i,0.0018227+0.00054884i,0.0023348+0.0035768i,0.0024701+0.0046839i,0.0010438+0.0043142i,0.00051453+0.0044625i,0.0024535+0.0044701i,0.0037092+0.0029001i,0.0023387+0.00010589i,-0.0002885-0.00073838i,-0.0011166+5.3254e-05i,-0.00056281-0.00029221i,-4.5771e-05-0.00039765i,0.00044172+0.0002251i,0.0005956-4.5383e-05i,0.0012343-0.00023092i
-0.00055898-0.00135i,-0.00018327-0.0012871i,0.00086165+0.0011528i,0.001707+0.0018195i,0.0022983+0.00080495i,0.0024196+0.00048229i,0.0020495-0.0007344i,0.00025954-0.0027034i,-0.0025218-0.0032981i,-0.0040837-0.0030148i,-0.0057174-0.0024038i,-0.005997-0.0023733i,-0.004216-0.0036817i,-0.0046043-0.0042337i,-0.0053358-0.0021889i,-0.0035801+0.00049866i,-0.0008562+0.0013644i,-0.00023793+0.00082293i,-0.00011481+0.00040457i,0.00088608+0.00010434i,0.00063888+0.00059706i,-0.00013173+0.00082396i,-6.972e-05-0.00012141i
-0.0029559+0.00074842i,-0.0027846+0.0020951i,-0.0029848+0.0023732i,-0.0025546+0.00059139i,-0.00085016-0.0014772i,0.0017699-0.0021734i,0.0040718-0.0020904i,0.0051502-0.0016209i,0.004515-0.0012414i,0.0046432-0.0016668i,0.0051859-0.0018156i,0.0047903-0.0012623i,0.00451+0.00014229i,0.0056682+0.0007567i,0.0052272-2.8123e-05i,0.0026422-0.00039049i,0.00050901-9.5709e-05i,5.5642e-05+2.3888e-05i,-2.0303e-05+8.7135e-05i,-0.0015596+0.00037421i,-0.0021569+0.00032569i,-0.0012134-0.00066085i,-0.00059371-0.001893i
0.003528-0.0005477i,0.0042814-0.0011974i,0.0049763-0.0013681i,0.0052435-0.00033711i,0.0047324+0.00063188i,0.0049787-0.00066089i,0.0050625-0.00075262i,0.0017824+0.00082927i,-0.0013615+0.0025827i,-0.0021686+0.0035065i,-0.0029864+0.0035644i,-0.0039627+0.0024033i,-0.0052279+0.00013788i,-0.0070675-0.00045711i,-0.0064902+0.0010519i,-0.0042458+0.0019416i,-0.0024624+0.00069437i,-0.0013613-0.00025066i,-8.0721e-05-0.00051313i,0.0013815-0.0010636i,0.001381-0.00056321i,-7.6584e-05-5.7399e-05i,-0.0015091-0.00013446i
1.2418e-05+0.0016076i,-0.00038461+0.0016169i,-0.00049653+0.000465i,0.00053214+0.0010597i,0.0032556+0.0025891i,0.0064188+0.0018976i,0.0061595-0.00077211i,0.0025373-0.0031109i,0.00087419-0.0026029i,0.00042179-0.0016115i,-0.00058342-0.0019379i,-0.00020666-0.0018655i,0.0031687-0.001363i,0.0060312-0.0015264i,0.0048503-0.0011514i,0.0024454-0.00096665i,0.0007044-0.0013516i,0.00018452-0.001444i,6.758e-05-0.00070782i,-0.00040878+0.00030615i,-0.00049539-5.377e-05i,-0.00094767-0.00034432i,-0.0017419+0.00030014i
-0.0030913-0.00041824i,-0.00062162-0.0013846i,0.0020674-0.00014657i,0.0024365+0.00026276i,0.0022466-0.00018415i,0.0027583-0.000202i,0.0032728-0.00053172i,0.002211-0.0011179i,0.00090973-0.0006746i,0.00092689-0.00018282i,0.00018686+0.00037397i,-0.0016422+0.0017226i,-0.004135+0.0029074i,-0.0065854+0.0034407i,-0.0060759+0.0034126i,-0.0032843+0.0028633i,-0.00092615+0.0023082i,-0.00087491+0.0017436i,-0.0010131+0.00037187i,-0.00045855-0.00032707i,-0.00073184-0.00091293i,-0.00071171-0.00065091i,-0.00058259+0.00065219i
0.0015232-0.0025981i,-8.0578e-05-0.0018857i,-0.0016529-0.0010015i,-0.0018501-0.00031445i,-0.00061009-0.00069268i,0.0024353-0.0013699i,0.0042048-0.0017939i,0.0030279-0.0020633i,0.0011587-0.0023848i,5.6225e-05-0.0021681i,-0.0012309-0.0022139i,-0.0017256-0.0030931i,0.00051296-0.0043248i,0.002693-0.004837i,0.0027013-0.0029623i,0.0014793-0.0011663i,-0.00023809-0.0004883i,-0.00059732-0.00036216i,-0.00058148-0.00055614i,7.2238e-06-0.00060353i,0.00096121+0.00013021i,0.0019093+0.0010107i,0.0019442+0.00064232i
-0.0013637-0.00013323i,-0.00078613+0.0014984i,-1.7511e-05+0.0019855i,5.3823e-05+0.00194i,0.0012141+0.0027053i,0.0043856+0.0036303i,0.0055907+0.0024364i,0.0034516-6.3385e-05i,0.0012901-0.00071455i,0.00073075+0.00055483i,0.0012823+0.0015858i,0.0020301+0.0027076i,0.00096462+0.0041874i,-0.00079058+0.0051661i,-0.0011778+0.0046714i,-0.0010916+0.0036501i,-0.0011542+0.0026671i,-0.00021693+0.0019555i,0.00082355+0.001349i,0.00068569+8.35e-05i,-0.00021051-0.00067102i,-0.00025392-0.0010214i,0.00039663-0.00061545i
-0.0029502+0.0026159i,-0.0014783+0.001783i,0.0012966+0.0022908i,0.002899+0.0010835i,0.0042513-0.0013877i,0.0055046-0.0029537i,0.0044695-0.0033307i,0.0024527-0.0020978i,0.00093936-0.00027812i,-0.00044816-2.0727e-05i,-0.0026453-0.0011878i,-0.0041013-0.0027483i,-0.0029168-0.0043418i,-0.0017792-0.0059182i,-0.0014563-0.0056128i,-0.00059178-0.0029871i,-0.00040456-0.0014706i,-0.00063938-0.0013298i,-0.001217-0.00052846i,-0.00095109+0.00051338i,0.00079796+0.00082568i,0.0014472-0.00027248i,0.00052301-0.0016355i
0.0016822-0.0014337i,0.0039941-0.0014898i,0.0040973-0.001828i,0.0032954-0.0015801i,0.0047976+0.00020585i,0.0064747+0.00010195i,0.0059089-0.0014108i,0.0038016-0.0015047i,0.0010078-0.0010292i,-0.00094735-0.002156i,-0.00054262-0.0026985i,0.001167-0.00027569i,0.0021005+0.0032465i,0.0020727+0.0045392i,0.0010971+0.0038434i,0.0004741+0.0021788i,0.00042674+0.00047995i,7.5461e-05+0.00016932i,-0.00035599+0.00047758i,-0.0005252+0.00078781i,-0.00099412+0.0011713i,-0.0012807+0.001563i,-0.001217+0.0010823i
0.00097866+0.0014188i,-0.00063906+0.0032704i,-0.0022831+0.0030588i,-0.0025011+0.0022259i,-0.0020937+0.0024993i,-7.9408e-05+0.0019111i,0.001969+0.00045016i,0.0017128-0.00030416i,0.0011921-0.00015335i,0.0019709+0.0013469i,0.00099262+0.0021695i,-0.00188+0.00062201i,-0.0036405-0.0010493i,-0.004115-0.0017661i,-0.0030409-0.0017959i,-0.0010595-0.0011585i,-1.5658e-05-3.6973e-05i,-0.00042689+0.0003424i,-0.000495+0.00031928i,0.00023901+0.00061529i,0.00052232+0.00077633i,0.00010323+0.00020555i,-0.0002362-7.5759e-05i
-0.002362+0.0015956i,-0.00016412+0.0012126i,0.0026556+0.0005489i,0.0034995-0.00085601i,0.0037077-0.0021993i,0.0034765-0.0032289i,0.0030804-0.0028332i,0.0010573-0.0016105i,-0.00078988+4.1547e-05i,-0.00097293+0.00023647i,-0.0017861-0.0016825i,-0.00072814-0.0026019i,0.0024893-0.0014884i,0.0029689-0.00077724i,0.00023676-0.00087659i,-0.00099381-0.00079701i,-0.00079965+3.1503e-05i,-0.00046593+0.00040975i,0.00057033+0.00029674i,0.00066558-0.00014823i,0.00019094-0.00016019i,0.00063944+0.00039928i,0.00085397+0.00070986i
