-0.0042235-0.0021807i,-0.0037946-0.0022015i,-0.0024921+0.00048382i,-0.0018515+0.0021704i,-0.0012897+0.0018381i,-0.00014654+0.0013958i,-0.00026655+0.0014753i,0.00027095+0.0016606i,0.0016141+0.0013444i,0.0020471+4.8776e-05i,0.0017942-0.00086186i,0.00078883-0.0010884i,0.00023697-0.0013812i,-0.0002695-0.0014343i,-0.00091586-0.0010605i,-0.00096755-0.00038844i,-0.0007393+0.00080763i,-0.00065527+0.00065894i,-0.00027253-0.00013542i,0.0004312+0.00034213i,0.00065516+0.00094232i,0.00072704+0.00041412i,0.0004698-4.8017e-05i
0.00036587+0.00045688i,0.00050616+0.0012767i,0.00067703+0.00078588i,0.00066021+0.00061994i,0.0013251+0.0011963i,0.0010651+0.00015494i,7.9918e-05-0.00054057i,-9.5668e-06-0.00050977i,-0.00022419-0.00028475i,-0.0010967-0.00031898i,-0.00084092-0.00030423i,-0.00015062-2.8227e-05i,6.2744e-05+0.00016873i,0.00040393+0.00026045i,0.0011647+0.00034597i,0.0012596+0.0003085i,0.00097657+0.00010677i,0.00041059+0.00025806i,-0.00033294+0.00012016i,-0.00076691-0.00054728i,-0.00056678-0.00013753i,0.00022065+0.00039766i,0.00072218+0.00024797i
-0.00052262-0.0019489i,0.00057853-0.0023781i,0.00027235-0.0026243i,0.00048026-0.0021797i,0.00083154-0.0009016i,-8.9951e-05-0.00078092i,-0.00016871-0.0014985i,0.0011251-0.00099373i,0.001068-0.00060331i,-0.00036552-0.0011453i,-0.00097528-0.00071421i,-0.0010552+0.0001267i,-0.0009941+8.0096e-05i,-0.00029637-0.00010342i,0.00078421-0.00021741i,0.0010799-0.00025568i,0.00099827+0.00034582i,0.00057463+0.00032391i,0.00045228-0.00015804i,0.00023252-0.00029119i,0.00031491-0.00048854i,0.00027624-0.00043304i,0.00017309-0.00012329i
-0.0012365+0.0027559i,-0.00048446+0.0020272i,-0.00021115+0.0037277i,0.0010538+0.0039154i,0.0018269+0.0016485i,0.0018098+0.00018716i,0.00092157-3.8143e-05i,-0.00013358+0.00022131i,-0.00035186+0.000282i,0.00012352-0.00070647i,0.00082543-0.0010817i,0.00039861-0.00094437i,-0.00088062-0.0014611i,-0.00051794-0.0013499i,0.00070544-0.0014761i,0.00044913-0.0010632i,-0.00038985+2.6382e-05i,-0.0003343+0.00019587i,-0.00041693+0.00014008i,3.3644e-05+0.00030033i,0.00063944+0.00020965i,-0.00072083-0.00021525i,-0.0014015+0.00021633i
-0.0023011-0.00036599i,-0.0019591-0.00061324i,-0.0017749-0.00053896i,-0.00041012+0.00042456i,0.00038995+0.00081463i,-7.7097e-05+0.0011528i,-0.00032161+0.0012983i,0.00021559+0.00050132i,0.0011725-0.00011785i,0.00084201-0.0004343i,0.00029486-0.00078739i,0.00016496-0.0006387i,-0.00015519-0.00080268i,0.00041761-0.0012303i,0.00057745-0.00072267i,-0.00041726-0.00086677i,-1.9047e-05-0.00063522i,0.00041111-0.00033973i,3.2703e-05-0.00037539i,-0.00039716+0.00020246i,-0.00063433+0.00029471i,0.00022216-0.00015194i,0.00092514-9.7299e-05i
-0.0021285+0.00092452i,-0.0013227+0.00077575i,-0.00094622+0.0018136i,-0.00018511+0.0016018i,0.00087376+0.00026213i,0.0012887-0.00090618i,0.0003585-0.00082301i,0.00027365+4.5414e-05i,0.000854+0.00082433i,0.0010228+0.00080809i,0.00039977+0.00041861i,-0.00049399-0.00030952i,-0.00034917-0.00017365i,-0.00038593+7.2094e-05i,-0.00075799-0.0001034i,-0.00044513-0.00013681i,0.00032753-0.00040154i,0.00053663-9.0821e-05i,-3.1951e-05-0.00028479i,-0.0010296-0.00067453i,-0.0017725-0.00042973i,-0.0012396-4.2216e-05i,-0.00015303-0.00013271i
-0.0022878-0.0010916i,-0.0029105-0.00029155i,-0.0018577+0.001619i,-0.0016889+0.0033904i,-0.0011416+0.0026614i,0.00013581+0.0007428i,0.00040449+1.011e-05i,0.00053974-0.00053515i,0.0011444-0.0010765i,0.0011868-0.00085414i,0.00052927-0.00030155i,0.00068925+0.00013668i,0.00047275-0.00083172i,0.00013714-0.0011869i,2.418e-05-0.00014887i,-0.00017357-5.5218e-05i,-0.00010512-0.0005328i,0.00011608-0.00047766i,-9.3578e-05+0.00014576i,-0.00027655+0.00024837i,-0.00030764+0.00053647i,-0.0012665+8.517e-05i,-0.00097047-0.00070288i
0.0029432-0.0010655i,0.0019081-0.00098189i,0.0023067-0.0015289i,0.0022866-0.0019159i,0.0007559-0.0021095i,-0.00020465-0.0017305i,-9.1417e-06-0.0010735i,0.00013371+2.0747e-05i,0.00013185+3.7525e-05i,-4.1228e-05-0.00090532i,-0.00052299-0.00064028i,-0.00078251+0.00010071i,-0.00030496+0.00065458i,1.2079e-05+0.00084491i,0.00042327+0.00021291i,0.00043777+2.0567e-05i,0.00040172-0.00019867i,0.00029754-0.00057858i,0.00029231-0.00047672i,-0.00030327-0.00047717i,-0.00080443-0.0010399i,-0.00040396-0.00077393i,-0.0002024-3.7946e-05i
0.00044622+0.00030196i,0.00025658+0.0011061i,0.00094966+5.569e-05i,0.0011747-0.00099882i,0.00048011-0.0016576i,-8.4965e-05-0.0013086i,-0.00076549-0.00021908i,-0.001178+0.00012491i,-0.00019758+0.00038465i,-9.5563e-05+0.0001126i,-0.00067691-0.00048883i,-0.0013169-3.6356e-05i,-0.0010382+0.00044318i,-0.00038371+0.00045527i,-0.00084453+0.00012686i,-0.0012655-0.00033805i,-0.00037455-0.00065493i,0.001203-0.00041829i,0.0010821-0.00034709i,0.00069302-0.00047808i,0.0013414-0.00071278i,0.00097384-0.0008987i,0.00058088-0.00086674i
0.00049932-0.0009916i,0.00089008-0.00099857i,0.002179-0.00096373i,0.0027007-0.0016836i,0.0020095-0.0018607i,0.00016045-0.0013965i,-0.001008-0.00021167i,-0.00086358-5.1605e-05i,-6.326e-06-0.0010704i,0.00047781-0.0012457i,-0.000267-0.0013227i,-0.00061185-0.00089561i,-0.0004312+0.0002258i,-0.00022639+0.00097553i,-0.0002155+0.0003479i,-0.00039786-0.00059813i,0.00019711-0.00054559i,0.0010641-0.00011346i,0.0011963+0.00016162i,0.00090512-0.00012825i,0.00052467-4.2581e-05i,0.00014518+0.00016924i,0.00035946+0.0002521i
0.00031971+0.00016168i,0.00061086+0.0011833i,0.00056634+0.00041077i,-1.5374e-05-0.0005225i,0.00081399-0.0013591i,0.0014908-0.00033013i,0.00053898+0.00075233i,0.00022135+0.00022064i,0.00050446+8.3422e-05i,0.00025186-0.00036047i,-0.00092145-0.00089465i,-0.0021111-0.00038772i,-0.0018365-0.00026445i,-0.0011951-0.00052132i,-0.000206-0.00029017i,0.00067326-0.00016811i,0.00042364+0.00050373i,3.2487e-05+0.0011281i,-0.00021729+0.00048705i,-0.00094801+0.00014919i,-0.00051997-5.6433e-05i,0.00019051-0.0001836i,-9.3553e-06-0.00019319i
-0.00090087+0.00036303i,-0.0013897+0.00077247i,-0.0017764+0.00054876i,-0.00012432+0.00045875i,0.00145-2.2688e-05i,0.0010584-0.00064713i,0.00036535+1.0622e-05i,0.00032492+0.00071248i,7.3881e-05+0.00010628i,0.00031909-0.00039915i,0.00083951-0.00040819i,0.00029586-0.00051691i,5.4434e-05-0.00053576i,0.00015845-0.00017141i,8.517e-05+0.00017328i,0.00045804-0.00016743i,0.0008691-0.00045118i,0.00067112-0.00020988i,0.00024743+0.00011229i,-4.1154e-05-0.00069042i,-0.00047439-0.0010165i,-0.00065143-0.00030886i,-0.00046441-1.4336e-05i
-0.00011762-0.0010124i,0.00047185-0.0011149i,0.00080585-0.00077409i,0.0016106+9.6643e-05i,0.0010473+0.00026835i,0.00083373+0.00018378i,0.0011602+0.0012227i,0.00033589+0.0017831i,-0.00023426+0.0011902i,-0.00020067+0.00037271i,-0.00055116-2.2638e-05i,-0.00071153-0.0005456i,-0.00064344-0.00026322i,-0.0006509+0.000116i,-0.00079593-2.0227e-05i,-0.00044906+9.7624e-05i,-0.00047109-0.00042545i,-0.0012086-0.00070849i,-0.0014113-0.00014691i,-0.0010195+0.00015264i,-0.00081066-0.00010793i,-0.00076223-0.00014459i,-0.00025304+0.00028884i
-0.0023036+0.0053493i,-0.0016456+0.0060693i,0.00030916+0.006337i,0.0025933+0.0040148i,0.0032442+0.0015004i,0.001869-0.00060333i,0.00028359-0.00088837i,-0.00013554+0.00022239i,0.00064823+5.8982e-05i,0.00055856-0.00033037i,0.0002375-0.00095264i,-4.4715e-05-0.0015721i,-0.00044352-0.0013133i,-0.00061433-0.00041803i,-0.00056126+0.00022018i,-0.00014336+0.0004316i,-0.00077914+0.00050373i,-0.0015244-0.00050893i,-0.00040438-0.0010011i,0.0004319-0.00019872i,-0.00026089+0.00031913i,-0.00064288+0.00096686i,-0.00073743+0.00045229i
-2.0936e-05+9.1472e-05i,-0.00078711+0.00039625i,-0.001224+0.00038281i,0.00061802-0.0004634i,0.0012761-0.00094245i,0.00061224-0.0004505i,0.00044529+2.3686e-06i,0.0015362+0.0003061i,0.0019898+2.6432e-05i,0.0010674-0.00099728i,-1.5285e-05-0.00079489i,-0.00040707+0.00034121i,-8.7815e-05+0.00036673i,0.00019559-0.00045629i,0.00066048-0.00032278i,0.00060656+0.00015668i,0.00026202+0.00024443i,0.00010631-0.00012772i,-5.4595e-05-0.00036621i,3.8322e-05-0.00040318i,-5.8022e-05-0.0002774i,-0.00066446+8.1476e-05i,-0.00070183-0.00017449i
0.0014068+0.00033257i,0.0014725-0.00019784i,0.0021-0.0011417i,0.0021978-0.0010371i,0.0015763-0.00063038i,0.0011358-0.00040945i,0.00055174+0.00026537i,0.00032655+0.00076995i,0.00012568+0.00037949i,-0.0004145-0.00062394i,-0.00025405-0.00077415i,-0.00036442-0.00036415i,-0.00080552-0.000245i,-0.00018267-0.00034448i,0.00030632-0.00031282i,-0.00031429+0.00027434i,-0.00057625+0.00051037i,-0.00031248+0.00020118i,-0.00024039+0.00040255i,-0.00024298+0.00058922i,-0.00021103+7.4959e-06i,0.00022762-0.00015024i,0.00055019+0.0001799i
0.00034037+0.00048083i,0.00057738+0.0014441i,0.002818+0.002054i,0.0035157+0.0023891i,0.0019395+0.00096164i,0.0012066-0.00058343i,0.0013004-0.00050896i,0.00072931-0.00030429i,-0.00023584-0.00074371i,-0.00050799-0.0013032i,-0.00050489-0.00099584i,-0.00078582-0.00042369i,-0.00070584-0.0007464i,-0.00079601-0.00046326i,-0.00038436-0.00010559i,0.0002074-0.00023148i,-4.9861e-07-0.00019409i,3.8714e-05+0.0003067i,0.00029011+0.0006068i,3.9707e-05+0.0005472i,0.00014414+0.00084277i,-0.00031301+0.00069412i,-0.00049188+0.00034103i
-0.00096712-0.0019068i,-0.0013491-0.0019072i,-0.0021567-0.0017535i,-0.0012773-0.0016787i,1.211e-05-0.0010687i,0.00058193-0.00059657i,0.00036559-0.00061857i,0.00065487-2.0143e-05i,0.00048767+0.00075994i,-0.00016125+0.00050308i,0.00040093+0.0011071i,3.4613e-05+0.0013349i,0.00019215+0.00013864i,0.00045042-0.00033887i,-0.00018022-0.00017336i,-0.00049895-0.00022583i,-0.00077104-3.5471e-05i,-0.001091+0.00038492i,-0.00034574+0.00036347i,0.00050012-0.00011649i,0.00042273-0.00096466i,0.00022169-0.00070662i,-0.00068581-0.00030253i
-0.0017334+0.00096133i,-0.0021526+0.00051049i,-0.0020587+0.00067689i,-0.001108+0.00090838i,-0.00022897+0.00035325i,0.00054183-0.00017174i,0.00078341-0.00022787i,0.00088192-7.2526e-05i,0.00064422+0.00011994i,0.00047948-0.00046956i,0.00011477-0.00063455i,-0.00059702-0.00042475i,-0.00060058+4.5337e-05i,-0.00044988+0.00018864i,-0.00063372+0.00015661i,-0.00038324-0.00039894i,-0.00013465-0.00085101i,-0.0004362+9.4503e-05i,-0.00055362+0.0006698i,-7.2465e-05+0.00016688i,0.00077591-0.00013225i,0.00061321-7.9604e-05i,-0.00034322-0.00013808i
0.00095589+0.000589i,0.0012589-8.8808e-05i,0.0017402+0.00029194i,0.0017484-0.00074574i,0.001449-0.0018439i,0.00014844-0.0021111i,-0.00017682-0.0014483i,0.00040647-4.417e-05i,0.00043764+8.2646e-05i,0.00087896-0.00052886i,0.00041637-0.0011305i,-0.00027433-0.00081017i,-0.00047154+0.00018571i,-0.00060846+0.00032575i,-0.00047898+0.00035341i,-0.00081834+0.0010386i,-0.0012025+0.0014286i,-0.00094994+0.00082243i,-0.0001798-0.00011784i,0.00086643-0.00056192i,0.00046491-2.8403e-05i,-0.00043828+0.00047289i,-0.00027953-0.00018804i
-0.00020909+0.0013867i,0.00062721+0.0012016i,0.0024165+0.0012914i,0.0029451+0.0014473i,0.0029095+0.00058712i,0.0025861-0.0001411i,0.0014728+0.00036809i,0.00080063+0.00081225i,0.0011142+0.00076046i,0.0013+0.00012072i,0.00040941-0.00045063i,-0.00020613-0.00012395i,-0.00021938+0.00024217i,-0.00014809+1.605e-05i,-4.7679e-05-0.00026789i,0.00013482+7.4576e-05i,0.00037563+0.00043299i,0.00039735+0.0010312i,-4.8262e-05+0.0011512i,-0.00016673+0.00038441i,-8.4247e-05-0.00061157i,-0.00038794-0.00048586i,-0.0003545-0.00020118i
-0.00087528-0.001901i,-0.00042045-0.0010962i,-0.0015906+0.00018108i,-0.0013623+0.00032153i,-0.00091432+0.00022514i,-0.00093266+0.00066234i,0.00044219+0.00087907i,0.00096074+0.00061411i,0.00052002+9.0989e-05i,0.00031541-0.00048323i,0.00033351+5.8148e-05i,0.0005964+0.00047582i,-0.00052249-0.00012872i,-0.00073706-0.0003307i,-0.00027185+0.00067217i,-0.00057919+0.00055329i,-0.0005307-0.00043997i,-0.0003924-0.00045836i,-0.00019264-9.9441e-05i,6.4902e-05+0.00061357i,-0.00033533+0.00060947i,-0.00046302+0.00024005i,9.4949e-06+0.00031527i
0.0017444+0.00038174i,0.0017181-0.00022835i,0.0029982-0.00072286i,0.0025702-0.00077796i,0.0018043-0.00073036i,0.0011726-0.0010971i,0.00025736-0.0011434i,-9.1111e-05-0.00018867i,-0.00023797+0.0011195i,-0.00097223+0.00043228i,-0.0014064-0.00066633i,-0.0013996-0.00044422i,-0.0012068+0.00011067i,-0.0011041+0.00020926i,-0.00068419-0.00052871i,-0.00023356-0.00044806i,-0.00020433-4.4672e-05i,0.000723-0.00011529i,0.00088247-0.00062135i,0.00022041-0.00069108i,-0.00039047-3.3708e-05i,-0.00050767-0.00012237i,-0.00085646-3.0668e-05i
-0.00091415+0.0019479i,-0.0011678+0.0023546i,0.00031222+0.0022037i,0.0015965+0.0025354i,0.0020645+0.0013769i,0.0020254+0.00035234i,0.0010334-0.00017428i,7.6534e-05-0.00025345i,0.00029319+0.00036031i,0.00043039-0.00015272i,8.6553e-05-0.0010849i,-0.00031-0.00015271i,-0.00017612+0.00036489i,8.4011e-05-0.00024823i,-0.00021178-0.00049844i,-0.00055794-0.00045056i,0.00012211-6.0088e-05i,0.00047251+0.00056421i,-0.00026462+0.0015575i,-0.0010859+0.0014664i,-0.0011927+0.00093188i,7.1029e-05+0.0002071i,0.0014803+9.4115e-05i
0.00015471+0.000936i,0.00031642+0.0011855i,0.00053897+0.00050131i,0.0014668-0.0006142i,0.0022552-0.00059663i,0.0021654-0.0002664i,0.0014862-0.00064774i,0.0011291-0.0008844i,0.00094849-0.0013288i,0.00042537-0.001201i,-0.00010402-0.00034434i,-0.00041501-0.00030009i,-0.0010199-0.00054249i,-0.00078014-0.00035167i,0.00036133+0.00029656i,0.00087825+0.00017887i,0.00032445-0.00049316i,1.8588e-05-0.00066903i,-0.00025999-0.0002482i,-0.00048691+0.00024759i,0.00021899+6.0986e-05i,0.00041933-0.00024999i,-0.00025979+0.00020967i
0.00088978+0.0015097i,0.00092785+0.0011468i,0.00089077+0.00062942i,0.001553+0.00085911i,0.0018783+0.00036902i,0.0018033-0.0010603i,0.00080455-0.00039041i,-0.00016792+0.00047334i,-0.0007316+2.0497e-05i,-0.00034737-0.00081533i,-0.00056725-0.0011628i,-0.00091882-0.0011516i,-0.00086303-0.00077658i,-0.00075049-0.00013196i,-0.00029397+0.00058321i,-0.00018641+0.00055896i,0.00042297+0.00013411i,0.00022417-5.4836e-05i,-1.1401e-05-0.00071486i,0.00040177-0.00038142i,0.00026035+0.00046476i,0.0001113+0.00078803i,0.00043439+0.0003827i
0.00054499+0.0035661i,0.00032264+0.0023301i,0.0015136+0.00096661i,0.0036402-0.00022377i,0.0039343-0.00087291i,0.002363-0.0012329i,0.0011692-0.00065359i,0.00049559-7.4856e-05i,0.00058032-0.00026903i,0.00092376-0.0011418i,0.00042423-0.001322i,-0.00060869-0.00014589i,-0.00091718+0.00030947i,-0.0007403-2.1917e-06i,-0.00071926-0.00033845i,4.715e-06-0.00091718i,0.00054689-0.001076i,0.00078222-0.00018037i,0.00083496+0.00084825i,2.5763e-05+0.00096324i,-0.00076219+0.0005824i,-0.00053809-0.000274i,3.5242e-06-6.9242e-05i
-4.3149e-05+0.00037765i,-0.00049304+0.00060376i,0.001219-0.00011781i,0.00063321+0.00050304i,-0.00094079+0.00075995i,-0.0004776+0.00073888i,-0.00061035+0.00064023i,-0.00059645+0.00037923i,0.00017484-3.4629e-06i,0.00014228-0.0012316i,-0.00026332-0.0014854i,-0.00063344-0.0002359i,-0.00065537+0.00029991i,-0.00083765-7.7235e-05i,-0.0008181-0.00055048i,-0.00029391-0.00045166i,-0.00034098-1.1881e-05i,-0.00055993+9.0709e-06i,-0.00041633-0.0002638i,-0.00024356-0.00015324i,-0.00014112-0.00021426i,-8.7238e-05+3.7396e-05i,-0.00021618+0.00099578i
0.0010803-0.0032737i,-0.00086373-0.0021235i,0.00032265-0.0036598i,0.0011242-0.0033416i,0.00065773-0.0013899i,-9.1252e-05-0.00030653i,-0.00025819-0.00078779i,0.00013008-0.00093358i,0.00039822-0.0005621i,9.3035e-05-0.00094491i,0.00024925-0.00046393i,-0.00013622+0.00019918i,-0.00072614+0.00030706i,-0.00062238+0.00075698i,0.00023699+9.9548e-05i,0.00098797+0.00030489i,1.0867e-05+0.0003328i,-0.00028768-0.00068722i,-1.7434e-05-0.00095302i,-0.00028511-0.00056144i,0.00012691+0.00030506i,0.00044553+0.00068778i,-0.00026358+1.8014e-05i
-6.8445e-05-0.0023037i,0.00026769-0.002441i,-0.00043016-0.0020998i,-0.0006455-0.0014754i,-0.00016401-0.0009485i,0.00036824+5.0254e-05i,-0.00011145+0.00084484i,-0.00038789+0.0011726i,-0.00061107+0.00045557i,-0.00096567+0.00010274i,-0.0012618+0.00010732i,-0.00025052-0.00044587i,0.00035375-0.00022387i,-4.3646e-05-0.00014906i,-5.4205e-05+6.0292e-05i,0.00043633+0.00012184i,0.0010381+0.00014801i,0.00058503-0.00016918i,-0.00040854-0.00022564i,-0.0015668-6.144e-05i,-0.0010723-0.00051095i,0.00017962+0.00017653i,2.0743e-05+0.00075223i
-0.0013134-0.00059424i,-0.00076673-0.0013542i,-6.9386e-05-0.00014025i,0.00054354+0.0004906i,0.0012002-0.00024863i,0.0011649-0.00047971i,0.00041204-0.00028484i,0.00010469-0.00028748i,0.00035657+0.00045112i,8.1104e-05+0.0013114i,-0.00021552+0.00092053i,-0.00060367-0.00012535i,-0.0013061-0.00057861i,-0.0012343-0.00035294i,-2.999e-05-0.00020761i,0.00037417-0.00021448i,0.00011936-9.3401e-05i,-0.00021426-1e-05i,-0.00025263-0.00032591i,-0.00026974-9.93e-05i,-0.00075315+0.00039889i,-0.00050366+0.00095658i,0.00014246+0.00037163i
0.0023723+3.5136e-05i,0.0017056-0.00036719i,0.0022399-0.00064798i,0.0019086-0.0013828i,0.0010518-0.0015719i,0.00091505-0.00061012i,0.00025495+0.00011401i,-0.00018298-0.00021074i,0.00028293-0.00012105i,0.00062981-0.00015641i,-0.00016495-0.00038775i,-0.00081412-0.00045263i,-0.00082351-0.00012073i,5.2072e-05+0.00062253i,0.00042601+0.00036909i,0.00085726-0.00059262i,0.00076295+0.00016682i,-3.8566e-05+0.0010083i,0.00012351+0.00040311i,0.00060181+0.00051103i,0.00096778+0.0011365i,0.00046929+0.00056384i,9.8084e-05+0.00030086i
0.00041563-0.0011021i,-0.00040543-0.00023576i,-0.00053705+0.00015919i,0.00040827-0.00064463i,0.00099798-0.0010732i,0.00012353-0.00067782i,0.0002728-0.0010274i,0.0013543-0.0012117i,0.0015367-0.00044979i,0.0010488-0.00036516i,0.00052197-0.00034303i,-0.00033342+0.00067908i,-0.0009144+0.00047925i,-0.00094564-0.00072284i,-0.00076179-0.00029771i,0.00010013-0.00039943i,0.00059661-0.00096157i,0.00018718+0.00022026i,2.712e-05+0.00047006i,0.00067587-0.0002297i,0.0010079-0.00054684i,0.00048543-0.00069012i,0.00042321-0.00025674i
-0.00025168-0.00031779i,-0.001215-0.00082671i,-0.00071377-0.0014353i,0.00046758-0.001318i,0.0010162-0.0011871i,0.00042078-0.00062877i,-0.00012787-0.00026263i,-0.00035691-9.9247e-05i,-0.0001951+0.00015373i,-0.00036374-9.5204e-05i,0.00012891-0.00014144i,0.00040156+0.00047576i,0.00015669+0.00070222i,0.00042631+3.8654e-05i,0.00020494-4.7402e-05i,0.00019769+0.00032182i,0.00038075-0.00013057i,-9.8654e-05-0.00033146i,-0.00054144+0.0002995i,-0.00077857+0.00028249i,-0.00051697-0.00010647i,7.5684e-06-7.2909e-05i,0.00052734-0.00020586i
-0.0014675+0.0010562i,-0.00096689+0.0017314i,0.0018165+0.0023004i,0.0030634+0.0023856i,0.0017096+0.0018563i,0.00053872-7.3138e-05i,-0.00022147-0.00010416i,-0.00084548+0.00056139i,-0.00074354+0.0001304i,-0.00048249-0.00036434i,-0.000221-0.00068052i,-1.6163e-05-0.00044414i,-0.00061373-2.3901e-05i,-0.000308-0.00024746i,-2.4017e-06-0.00014702i,-0.00049267+8.436e-05i,-0.00057768-0.00074899i,0.00035501-0.0012445i,0.00086259-0.00028056i,0.00013804+0.00027188i,-0.00023511+0.00031034i,-7.2635e-05+0.0005607i,0.00028533+0.00081881i
-0.00014146-0.0011518i,0.0003955-0.0017478i,0.00032336-0.0020312i,0.00082547-0.0020655i,0.0010144-0.0024345i,0.00022211-0.0020579i,0.00048069-0.00087675i,0.00020677-5.4841e-05i,-0.0004985-0.00027402i,-0.00037857-0.0012472i,-0.000303-0.0013846i,-0.0010057-0.00037035i,-0.00052818+7.9335e-05i,0.00072816-0.00014582i,0.00054031-0.0001176i,-0.00022756-0.00030231i,-0.000598-6.1778e-05i,-0.0010191+0.00031213i,-0.00075165+0.0008507i,-0.00041001+0.00048146i,-6.5722e-05-0.00081368i,0.00056568-0.0010512i,0.00065298-0.0012602i
0.00090382+0.00096313i,0.0016437+0.0012797i,0.0019869+0.0005595i,0.0016672+0.00014972i,0.0019938-0.00030299i,0.001102-0.00052521i,0.0004012-0.00012976i,0.00075516+0.00039587i,0.00033555+0.00052755i,-0.00087348-3.9825e-05i,-0.0014565-0.00077846i,-0.0013592-0.00044277i,-0.00090066+0.00010693i,-0.00043166-0.00011235i,-0.00047647-0.00031725i,-3.0668e-05-6.3482e-05i,0.00054088+0.00026993i,0.00075172+0.00026498i,0.00054096-6.69e-05i,0.00019605-0.00068173i,0.00068444-0.00075528i,0.00090676+0.00041943i,0.00050435+0.0013995i
0.0020753+0.00094292i,0.0024879+0.00096013i,0.0032317+0.00051531i,0.0020036-0.00063296i,0.00065716-0.0015374i,0.00022093-0.00179i,-0.00028876-0.0012454i,-0.00041027-0.0004918i,0.00014303-0.00090432i,0.00030239-0.0016798i,-0.00011173-0.00071712i,-0.00074132-0.00015592i,-0.00074933+0.00014384i,-0.00046973+0.0010338i,-0.00018241+0.00047331i,0.00066924-2.6306e-05i,0.0010875-0.00018155i,0.0012259-0.00018731i,0.00053223+0.00066862i,-0.00063287+0.00082721i,-0.00027977+0.00056161i,-0.00017951+0.00048427i,-0.00014459+0.00023613i
-0.00055724+0.0011662i,-0.00064151+0.0013558i,0.00034998+0.0011341i,0.0028399-0.00020155i,0.0034368-0.0010518i,0.0021609-0.000892i,0.0004625-0.00040569i,0.00048095-7.5812e-06i,0.0009826+9.1976e-05i,0.00085079-0.00019272i,0.00036844-0.00093535i,0.00025143-0.00071104i,-0.00019496+0.00045492i,-0.00026541+0.00076212i,4.4115e-05-0.00011588i,-0.00037032-0.00068293i,-0.00031588-0.0002974i,4.7906e-06-0.00056048i,0.00039231-0.0010071i,0.00073637-0.00094057i,0.00082508-4.5046e-05i,0.0006472+0.00067333i,0.00030694+0.0003376i
-0.0028012+0.0020199i,-0.0022762+0.0028376i,-0.00093505+0.0030615i,0.00060638+0.0027133i,0.0010721+0.0015378i,0.001115+0.00025019i,0.00031869-0.00032221i,-8.1404e-05-0.00063741i,0.00012177-0.00075382i,0.00031245-0.0005137i,0.00034801-0.00060076i,-3.6407e-05-0.00082087i,-0.00046495-0.00095326i,-0.0012331-0.0011095i,-0.0015222-0.00077606i,-0.00099891-0.00033373i,-0.00082702-0.00041107i,-0.00013158-0.00063072i,0.00056928-0.00022826i,9.9656e-05-0.00047556i,0.00048192-0.00086477i,0.00081269+0.00010055i,0.00012137-8.5891e-05i
0.00018654+0.0013432i,-0.00035447+0.00091893i,0.00065448+0.00073926i,0.0024805+0.0012132i,0.0027011+0.0003816i,0.0015148-0.00059029i,0.0010312-0.00032408i,0.0010881-0.00030713i,0.0018822-0.00080769i,0.0019771-0.0017698i,0.0006631-0.0021797i,-0.00026358-0.0010104i,-0.00057253-0.00057262i,-0.00065342-1.7578e-05i,-0.00031367+0.00070417i,0.00017684+0.00043658i,-1.9499e-05+5.3503e-05i,-0.00024544-0.00011141i,-7.2262e-05-7.1289e-05i,-0.00017215+0.00017868i,0.00013215+0.00034324i,0.00056476+0.00073104i,0.00059091+0.00079957i
0.00018418-0.00085131i,0.00045249-0.00044786i,0.00066902-0.00058939i,0.00061791-0.00031193i,0.00038236-0.00010781i,0.00055872+0.00011081i,0.0008924+0.00024366i,0.00097348-0.00076694i,0.00059532-0.0011615i,0.00027125-0.00068477i,0.00023882-0.00037239i,-0.00011404+3.0706e-05i,-0.00076545-2.1985e-05i,-0.00061863-0.0010252i,0.00016787-0.0015891i,0.00058071-0.00076065i,0.00048337+9.1649e-05i,0.00023569+0.00025485i,-0.00026034-0.00014477i,-0.00083128-0.00051284i,-0.0011522-0.00049474i,-0.00013074-0.00034049i,0.0011327-0.00036208i
-0.00074521+0.0013288i,0.00014826+0.0012301i,0.00068956+0.0020735i,0.0012306+0.0017629i,0.0011687-4.7994e-05i,0.00086647-0.00053718i,0.00068094+0.00015785i,0.00034337+0.00083149i,0.00052967+0.0004002i,0.00027937-0.00075354i,-0.00087926-0.0015446i,-0.0011509-0.00070735i,-0.00035015-1.4288e-05i,-0.00016191-8.0526e-05i,-0.00069457-0.00037094i,-2.3544e-05-0.00048366i,0.00052533-0.00069024i,0.00061579-0.00016248i,0.0009665+0.0004826i,0.0007374-2.103e-05i,0.00050223-0.00062047i,0.00018571-0.00036869i,-0.00030687+0.00022074i
-0.00041435-0.0018672i,-0.00072725-0.0031491i,-0.00071212-0.0021078i,-0.00026322-0.0013833i,0.00018207-0.00060232i,-0.00012622+0.00028084i,-0.00050972+0.00047371i,0.00014246-0.00017286i,0.000288-0.00029825i,9.4768e-05+0.00011151i,0.00032405-0.00025922i,7.4158e-05-0.00038072i,-0.00065607+3.8923e-05i,-0.00035306-0.00070965i,0.00078104-0.0013092i,0.00026575-0.0003608i,-0.00021488-0.00035062i,-0.00013544-0.00034105i,-0.00062158-0.00036982i,-0.00058306-0.00077471i,-0.00079539-0.00066735i,-0.0011208-0.00060868i,-6.1183e-05-0.00036062i
