-0.0029346+0.0001169i,-0.0030842-0.0012575i,-0.0033944-0.0018076i,-0.0024261-0.001196i,-0.0011676-0.00016985i,-0.00064082+0.001227i,-0.0003916+0.0022474i,0.00063304+0.0018489i,0.0011859+0.00039073i,0.00094932-0.00066106i,0.00043004-0.00063845i,7.6313e-05-0.00054313i,0.00063751-0.0011421i,0.00049609-0.00019158i,-4.7274e-05+0.00079412i,0.00059457+0.00068063i,0.00083798+0.0010289i,0.00055877+0.00054527i,0.00063015+8.7085e-05i,2.8389e-05-3.4787e-05i,-0.00018892-4.3749e-06i,-0.00038787+0.00035128i,-0.00026785+6.7286e-06i
-0.00086553-0.0012886i,-0.00029016-0.0018666i,0.00018929-0.0021824i,-0.0011536-0.001826i,-0.0020846-0.0015163i,-0.0013125-0.00073505i,-0.0001771-0.00019141i,0.0003832-9.9628e-05i,0.00033736-6.3171e-05i,0.00017351-0.00069716i,-0.00018915-0.0015724i,-0.0010231-0.00089881i,-0.0011815+0.00043445i,-0.00056543+0.00031882i,-0.00048911-0.00020573i,-0.00055538+0.00026604i,-0.00017949+0.0002983i,0.00018396+2.0496e-05i,0.00024491+0.00023423i,-0.0001211+0.00059156i,0.00014682+0.00092451i,0.0002686+0.0005054i,0.00014377-8.5056e-05i
5.0361e-05-0.00068551i,-0.00025462-0.0012659i,0.0006295-0.0019764i,0.00042463-0.0019799i,-0.00014527-0.0015525i,-0.00049766-0.00018749i,-0.00027857+0.001042i,0.00027654+0.00048786i,0.0008838-0.00022672i,0.0014165-7.8983e-05i,0.0013164-2.5091e-05i,0.00033614-0.00039299i,-0.00052399-0.00064346i,-0.00054184-0.00034563i,-0.00052273+0.00056366i,-0.00032416+0.00053565i,-0.0001544+0.00043772i,0.00025072+0.000682i,0.0005092+0.00044831i,0.00066717+0.00021277i,0.00056724+0.00040712i,0.00051435+0.0010947i,0.00051743+0.0014491i
-0.0015566-0.0032444i,-0.0016295-0.0037632i,-0.002715-0.0029351i,-0.0025146-0.0016618i,-0.0016464-0.00031604i,-0.00092341+0.00057997i,0.00016262+0.0003708i,0.00014227+0.00052834i,-0.00038884+0.00042414i,-0.00030856-5.9853e-05i,-0.00024052-0.00033696i,-0.00048227-0.00070671i,0.0002803-1.1459e-05i,0.00064942+0.00078702i,-6.8167e-05+0.00069111i,-6.5386e-05+3.5884e-05i,-0.00025722-0.00019291i,-0.00046601+0.00013458i,-0.00023082-0.00016684i,-0.00050921-0.0004864i,-0.00098915-0.00022762i,-0.0011953+0.00046146i,-0.00095628+0.00095924i
-0.00045236+0.0002645i,-0.0012718+0.00024739i,-0.00046817+0.00050474i,0.00052192-0.00011158i,0.00032607-0.00088232i,-0.00031787-0.00041296i,-0.00012229+0.00077349i,0.00029922+0.00082294i,0.00032755-0.00076752i,0.00034911-0.001208i,-0.00010326-0.00015624i,8.4825e-05+0.00056904i,1.8013e-05+9.2003e-05i,0.00023915-0.0001408i,0.0006169+0.00061085i,-0.00017792+0.00060016i,-0.00049831+0.00020724i,-0.00037559-0.00068818i,-0.00072407-0.0012306i,-0.00099368-0.00045424i,-0.00067504+0.00061826i,-2.7816e-05+0.00048608i,-1.3734e-06+0.00043003i
0.0004893+0.00084272i,0.00055401+0.00081428i,0.00066718+0.00094933i,0.00041495+0.00010589i,-0.00024096-0.001444i,-0.00046034-0.0022083i,9.1904e-05-0.0012906i,0.00091263-0.0003158i,0.00090779-0.0001923i,0.00012977-0.00053516i,2.4746e-05-0.00055295i,9.4606e-05-0.00079857i,0.00034955-0.0010147i,0.00011595-0.00022701i,-0.00058497+5.1652e-06i,-0.00041155-0.00028669i,-0.00053433+0.00013096i,-0.0011316+0.0008194i,-0.00077282+0.00061681i,-0.00057538+0.00028891i,-0.00034066+0.00040811i,0.0003076-4.4103e-05i,0.00075012-0.00057117i
0.0021921+0.0020579i,0.0038658+0.0026792i,0.0035228+0.0020982i,0.0013471-0.00036582i,2.4886e-06-0.0013761i,-0.00044142-0.00074857i,-0.0001841-0.00030585i,0.00038843-0.00055409i,0.0017648-0.00082797i,0.0016698+6.0832e-06i,0.0004009+8.7679e-05i,0.00077101-0.00078554i,0.0011275-0.0013557i,0.00060533-0.0016243i,0.00085055-0.0014899i,0.00024293-0.00072382i,-0.00020386+0.00024084i,-0.00019816+0.00055546i,-0.00048162-4.0953e-05i,0.0001496+3.2774e-05i,0.00089869+0.0002744i,0.00071135-0.00074265i,0.00011746-0.0010807i
-0.0010611+0.0018437i,-0.0018846+0.00039727i,-0.0035521+0.00061922i,-0.0027211+8.0014e-05i,-0.00084987-0.00024704i,-1.8083e-05+0.0003035i,0.00071913+0.00086033i,0.0008275+0.00054271i,0.00081219-0.00020522i,0.0012136-0.00032457i,0.000453-0.00023876i,0.00019539+0.00030521i,0.0010294+0.00048101i,0.00131-0.00033762i,0.0011404-0.001123i,0.00052889-0.00074702i,0.00033858-0.00014318i,0.00018913-0.00046095i,-0.00022765-0.00070034i,-0.00026915-0.00040788i,-8.2083e-05+0.00027631i,-0.0003382+0.00064332i,-0.0004711+3.1519e-05i
-6.9515e-05-0.00052608i,0.00082083-0.0007017i,0.0004642-0.00083544i,0.00052153-0.00078409i,0.00074941-0.00050991i,0.00015341-0.00046751i,-4.9052e-05-0.00033278i,-7.2098e-05+0.00014037i,0.00037875-0.00024884i,0.00069802-0.0013011i,-3.1557e-06-0.0013723i,-0.00044635-0.00056132i,-0.00037519-0.00051803i,-9.5759e-05-0.00057247i,0.00015545-8.5826e-05i,-2.0565e-05+0.00043137i,4.0147e-05+0.00042776i,6.8251e-05-0.00032027i,0.00035651-1.1165e-05i,0.00049987+0.00086509i,0.00079209+0.0011185i,0.0010057+0.0014473i,0.00067294+0.0013217i
0.0009514-0.00094215i,0.00010909-0.001803i,0.00052885-0.0025577i,-0.00029407-0.0029209i,-0.000853-0.0026259i,-0.00063675-0.00093889i,-0.00012444+3.9131e-05i,0.0010984-0.00013196i,0.00070463-3.4094e-06i,-0.00026399-5.3094e-05i,0.00018608-0.00022107i,-1.1254e-05+0.00011367i,-0.00040816-0.00012147i,0.00025625-0.00033402i,0.00042394-0.00010328i,0.00016087-0.00026559i,7.6415e-05-0.00080171i,-8.0953e-05-0.00072635i,-0.00010725+0.00022751i,7.0364e-05+0.00077299i,0.0004061+0.00095365i,-0.0002234+0.00066595i,-0.0010224-0.0002096i
-0.0012155-0.0012146i,-0.0021464-0.00046214i,-0.002058-0.00030011i,-0.0013307-0.0008148i,-0.0002-0.00095722i,3.6771e-05-0.00016449i,-0.00015825+0.00016777i,0.00027725-0.00029418i,0.00053849-0.00056433i,0.00029462+0.00019131i,-0.00049857+0.00060893i,-0.00098763+0.00090714i,-0.00082376+0.0010428i,-0.00077501+0.00055037i,-0.00037472+0.00070085i,-0.00031941+0.00073588i,-0.00065685-7.7179e-05i,-0.00035762-0.00027731i,0.0002249+0.00021654i,0.00035976-0.00027057i,8.2383e-05-0.0010092i,4.1597e-06-0.00041611i,0.00021595+0.00048341i
0.0012663+0.00043414i,0.00095896+0.00015958i,0.0019298-0.00034421i,0.0022093-0.00046524i,0.00025402-0.0014468i,-0.00076544-0.0017246i,-7.9494e-05-0.00040561i,0.00072478+4.3039e-05i,0.0011782-0.00069628i,0.0010911-0.00044175i,0.00074806-0.00055669i,-0.0001191-0.00056412i,-5.9869e-05+0.00064846i,0.00013708+0.00049331i,0.00020136-0.00055483i,0.00068153-0.00047752i,0.00033623-0.00064144i,0.00024658-0.0012787i,-8.3023e-05-0.0008581i,-0.00027317-3.356e-05i,-2.9813e-05+0.00019194i,0.00025832+0.00030987i,0.00038158+0.00050352i
-0.0026075-0.00078064i,-0.0024833-0.00044734i,-0.0020004-0.00053117i,-0.0013887-0.0014469i,-0.00036107-0.0012537i,0.00061111-0.00039776i,0.0011074-0.00016893i,0.00076973-0.00021917i,0.00052806+0.00025583i,0.00082367+0.00041008i,0.00028811-0.00051287i,-0.00063322-0.00071347i,-0.00081505+0.0001474i,-0.00018621+0.0002944i,-0.0001776+0.0001891i,-0.00067159+0.00066568i,-0.0001219+0.0007646i,-0.00041772-0.0002956i,-0.0006098-0.0005156i,-0.00042617+0.0001812i,-0.00036758+0.00028572i,-0.00019716+0.00012732i,0.00018113+0.00036848i
-6.3364e-05-0.00033167i,-0.00037135+0.00034994i,-0.00031217+0.00055903i,-0.00054128+0.00014717i,-0.00059383-0.00091887i,-0.00030085-0.00094668i,-0.00029337-0.00048649i,2.9788e-05-0.0005325i,0.00052544+0.00017483i,0.00035256+0.00036664i,4.4335e-05-3.3082e-05i,0.00041116+6.1713e-05i,0.00078678+0.0010116i,0.0003427+0.0014953i,-8.9706e-05+0.00053456i,0.00033139-3.1506e-06i,0.00018361-0.00016616i,0.00071411-0.00021669i,0.00091502-2.6439e-05i,0.00036224-0.00030238i,0.00071359+3.6717e-05i,0.00068279+0.00023465i,-0.0003698+0.0004051i
0.00083611+0.00096989i,0.00098834-0.00075663i,0.0012076-0.0014283i,0.0012209-0.0016652i,0.00078835-0.0016679i,0.00023826-0.0013883i,-0.00023673-0.0010157i,-8.9305e-05-0.00022399i,0.00057989-0.00024381i,0.0012905-0.0010093i,0.00095452-0.0015078i,0.00021644-0.00076597i,0.00044751+8.1174e-05i,0.00098486-0.00019848i,0.00083684-0.00047067i,0.00051681-0.00031828i,0.00036222-0.00011242i,0.00052906-0.00010446i,0.00041474-0.00014671i,-8.0907e-05+8.64e-05i,-0.00068839+0.00027078i,-0.00081244+0.00075659i,-0.0005734+0.0011564i
0.00036065-0.00012644i,6.073e-05+1.7858e-05i,0.00042645+5.291e-05i,-0.00078928-0.0011266i,-0.00074553-0.0017711i,-0.00023884-0.00093507i,0.00020289-0.00013786i,0.00074001+0.00017708i,0.00054338+0.0002158i,0.00041404-0.00023199i,-5.9214e-05-0.00042921i,-1.536e-05-0.00017673i,0.00043916+0.00041071i,0.00043668+0.00050481i,8.7158e-05+0.00048869i,-0.00072911+0.00037752i,-0.00070336+2.6378e-05i,-0.0002907-2.5797e-05i,-3.2785e-05+0.00012788i,5.9001e-05-4.8959e-05i,0.00076798-0.0003611i,0.00069644+6.9845e-05i,0.00044036-0.00020443i
0.00037218+0.0004031i,0.00096692+0.00030173i,0.0011026-0.0011616i,0.00059343-0.0013039i,0.00021288-0.00094501i,0.00040012-0.00015205i,0.00062394+0.00064029i,0.00094509+0.00083415i,0.0013212+0.00040824i,0.0010481-0.00011949i,0.0005207+0.00025171i,0.00039424+6.619e-05i,0.00041235-0.00035603i,-0.00012565-0.00042726i,0.00012864-0.00060909i,0.00071841-1.3963e-05i,0.00078887+0.00017702i,0.00043692+3.0613e-05i,-2.3371e-05-0.00023424i,4.6865e-05-3.1975e-05i,-0.00011665+0.00029907i,0.00027091+0.00024142i,0.00056569-0.00011905i
-0.00094938-0.00066687i,-0.0012033+7.5458e-05i,-0.0011036-0.0011497i,-0.0007382-0.0016208i,-0.001509-0.001147i,-0.001347-0.0010778i,-0.00051186-0.0012808i,-0.00036584-0.0012516i,-0.00028072-0.00131i,-0.00023257-0.0011096i,-0.00025701-0.0008563i,-0.00028309-5.0295e-05i,-2.8534e-06+0.00083562i,0.00036627+0.0012471i,-0.00013329+0.0011648i,-0.00010635+0.00046231i,0.00058976+0.0003053i,5.5315e-05+0.00023359i,-0.00092783-0.0006099i,-0.00060245-0.00072513i,0.00023777-0.00017638i,0.00066237+6.5926e-05i,0.00048279+4.0356e-05i
-0.00071744+0.00028569i,-0.00032712+0.0015223i,-0.00027403+0.0011363i,-0.0012157-0.00013801i,-0.0013779-0.0001966i,-0.00059699-0.00055792i,0.00022073-0.00045589i,0.0010714+0.00055111i,0.0013337+5.0602e-05i,0.00086366-0.00086936i,0.00023568-0.0013922i,0.00060615-0.00057705i,0.00082574+0.00051455i,0.0005457+0.0005587i,0.00051981+0.00079814i,-0.00022643+0.00058363i,-0.0012136+1.7595e-05i,-0.0013733-0.0002066i,-0.00054574-0.00014713i,7.9011e-05-1.4398e-05i,0.0004279+0.00020785i,0.00075087+0.00036953i,0.0006875-0.0002094i
0.0044654-0.00072129i,0.004381-0.00057046i,0.003629-0.0015349i,0.0018391-0.0025058i,0.00085112-0.0031318i,-0.00074157-0.002359i,-0.0013536-0.000258i,-7.1869e-05+0.00056627i,0.00073154+0.00030142i,0.00039051+0.00011305i,-0.00031675-0.00091929i,0.00016694-0.00054832i,0.00044323+0.00019689i,0.00014037-0.00051302i,-0.00031833-0.0013612i,-0.0010006-0.0012994i,-0.00069977-0.00027189i,-0.0003362-9.4976e-05i,-9.7046e-05-0.00068492i,-0.00025229-0.00043561i,-0.0003681+0.00018622i,-0.00015877+9.5247e-05i,-0.0004264-0.00029757i
-0.0012877-0.00063717i,-0.0020097-0.0015582i,-0.0030506-0.00088847i,-0.0021302-0.00078846i,-0.0012784-0.00035153i,-0.00019781-2.7449e-06i,0.00072307-0.0010221i,0.00033328-0.00074982i,-0.00027419+0.00029961i,-0.00021566+0.00046737i,4.7696e-05+0.00024542i,6.7728e-05+0.00068566i,-0.00025121+0.00069329i,0.0001929+0.00038059i,0.00042535+0.00079321i,0.00026019+0.00028741i,0.00051597-0.00048282i,0.0007513-0.00064864i,0.00041864+0.00027029i,0.00013591+0.00084622i,7.6889e-05+0.00044603i,6.8158e-05+3.3525e-05i,0.00030973+3.4428e-05i
-1.1703e-06-0.00030585i,7.2117e-05-0.00056873i,-0.0006089-0.00030777i,-0.00015315-0.00037532i,0.00082111-0.00048337i,0.00038455-0.00032557i,0.00024979-0.00041269i,9.1097e-05+0.00033236i,-0.00018192+0.00091341i,6.7521e-05+0.00024854i,0.00027278+0.00063737i,3.9038e-05+0.0011512i,-0.00028341-0.00022108i,-0.00045707-0.00058774i,-0.00044603+0.00044022i,0.00010552+0.00050782i,0.00044317+0.0003876i,0.00023688+0.00039309i,0.00014221-4.0183e-05i,-4.4935e-05+0.00047872i,-0.00031336+0.0011263i,-0.00076091+0.00097159i,-0.00072823+0.00075802i
-7.3138e-05+0.0014707i,0.00022141+0.0010774i,-0.00012325+0.00030396i,0.00025388-0.00014656i,0.0013378-0.00073718i,0.001438-0.0013598i,0.00050986-0.0011083i,-7.5794e-05-0.00081614i,0.00010668-0.00048954i,0.00050862-0.00093301i,0.00032129-0.00086082i,0.0001558+7.5748e-05i,0.00048714+0.00032681i,0.00010354+0.00016017i,-0.00054622+6.3141e-05i,-0.00045092+0.00056377i,-5.8432e-05+0.0010595i,-0.0001076+0.0003623i,-0.00060961-0.00017229i,-0.000384+3.2726e-06i,0.00045734+0.00013719i,0.00062751-0.00010314i,0.00027964+0.00024343i
-0.0020647+0.003218i,-0.0012885+0.003756i,-0.0017251+0.0041938i,-0.0011374+0.0030859i,0.00010713+0.0012798i,0.00063252+0.00037932i,0.00030655+0.00023825i,3.6194e-05+0.0003452i,0.00072288+0.0003654i,0.0007324-6.255e-05i,0.00080595-0.00030983i,0.0011866-0.00049595i,0.00097925-0.00016025i,0.0010761+0.00066869i,0.0016515+0.0010028i,0.0014529+0.00018739i,0.00068363-0.00075919i,-1.3375e-05-0.0013042i,-0.00021372-0.00053997i,-0.00030237+0.00063719i,0.00025345+0.00032745i,0.00070509+0.00046443i,0.00062758+0.0004642i
0.0002481+0.0004192i,0.00036772-0.0011123i,0.0012772-0.0025247i,0.00018608-0.0028808i,-4.6254e-05-0.0026882i,0.00097216-0.0012554i,0.00074418+0.00016286i,0.00059937-0.0002305i,0.0009467-0.00094849i,0.0003849-0.00083799i,-0.00042232-0.00047869i,-0.00064318-0.0004985i,-0.00071488-0.00035743i,-0.00053351+3.5761e-07i,0.00052603+0.00033588i,0.00078926+0.00050482i,0.00026768+0.00062079i,-0.00026161+0.00035456i,-0.00043905-0.00022088i,0.00033732+9.1524e-05i,0.0010345+5.0741e-05i,0.00055623+2.0778e-05i,-0.00050044+0.00016718i
-0.0023142-0.0011149i,-0.0033812-0.0015625i,-0.0044315-0.0021146i,-0.0031187-0.0011774i,-0.0016512-0.00078212i,-0.00025528-0.0010311i,0.00047085-0.00053991i,9.059e-05+0.00062048i,2.498e-05+0.0010108i,0.00046709+0.0006255i,0.00038411+0.00050917i,0.0002512+0.0014855i,0.00077409+0.0013471i,0.00041014+0.00059978i,0.00029521+0.00070302i,-7.9384e-05+0.00063924i,-0.0006444+0.00053599i,-0.0013015-0.00012645i,-0.0011575-0.00041793i,-0.0003033+0.00019975i,-0.00022348+0.00066567i,0.0001289+0.00065435i,0.00017197+0.00043842i
0.00097768-0.0004994i,0.0025459-0.001149i,0.0020041-0.0026445i,2.4557e-05-0.0018036i,-0.00093098-0.00041236i,-0.00037561+6.4874e-06i,0.00093038-0.00023268i,0.0013514-0.00098982i,0.00097374-0.00074201i,0.00042684+0.00026732i,0.00033212+0.00035521i,0.0010279+0.00012351i,0.0005189+0.00049376i,-0.00030192+0.00069813i,-0.00055585+0.00074705i,-0.00067932+0.00095265i,-0.00070959+0.00049531i,-0.00021848+0.00026217i,3.9529e-05+0.00088542i,-0.0004157+0.00097375i,-0.00053175+0.00036072i,-0.00035649+8.4087e-05i,-0.00058648+1.4354e-05i
-0.0014095+0.00046566i,-0.0028146+0.0007582i,-0.003761+6.2387e-05i,-0.0028301-0.00072162i,-0.0012944-0.00081435i,-0.00011159-0.00092836i,0.00035064-0.00087557i,0.00067234-0.00072094i,0.0011816-7.0776e-05i,0.0011362-0.00033778i,0.00076982-0.00059986i,0.0006625+0.00042828i,0.00030921+0.0007953i,0.00033991+0.00062006i,0.00052961+0.00044778i,-0.00011446+0.00042132i,-0.00017018+0.00085568i,-0.00047073+0.00079799i,-0.00068157+0.00018502i,-8.4754e-05-0.00061465i,0.00029825-0.00058088i,0.00013786-0.00035541i,0.00067889-0.00013732i
-0.0026387-0.00048364i,-0.0020857-0.00018451i,-0.0025704-0.00056801i,-0.0012936-0.00095135i,2.9615e-05-0.00082148i,0.00024924-0.00032956i,0.00027775+0.00011971i,0.0012567+0.0004653i,0.0016271+0.0009481i,0.00084484+0.0011323i,0.00048001+0.00088669i,0.00062358+0.00011502i,0.00029028+7.5825e-05i,0.00066489+0.0003673i,0.0011677+0.00042877i,0.00019991+0.0003281i,-5.3773e-06+0.00051131i,0.00030041+0.00041065i,-0.00031772+0.00068525i,-0.00053753+0.0009988i,-0.00023+0.00052449i,0.00019152-1.2595e-05i,-0.00014335-8.0821e-05i
0.0014325-0.0015913i,0.00034037-0.00081749i,-0.00019899-0.0012862i,-0.00089258-0.0018872i,-0.00093373-0.0016079i,-0.00021275-0.00077403i,0.00040701+0.00013391i,0.0012533+3.5527e-05i,0.0010282-0.0003221i,0.00027104-0.00040897i,-0.00013238-0.00076145i,-0.0003428-0.00017914i,-0.0002033+1.038e-05i,0.0005535-0.00044469i,9.7069e-05-0.00023482i,-0.00096802+0.0003414i,-0.00072866+0.00038668i,3.7666e-05+6.5113e-05i,6.1059e-05+2.3104e-05i,-0.00059424+0.00078901i,-8.3777e-05+0.001131i,0.00081868+0.00052425i,0.00043035+0.0004588i
0.00033389-0.0016145i,0.00069025-0.0024865i,0.00072181-0.0033422i,0.00021688-0.0039047i,0.00050224-0.0036321i,5.6484e-05-0.0022867i,-0.00082586-0.001221i,-0.00033716-0.00067653i,-3.9813e-05-0.0006602i,-0.00031426-0.00039395i,-0.00049125-4.9157e-05i,-0.00060069-0.00027014i,-0.00057918-0.00060126i,-0.00050366-0.00069161i,-7.5671e-05-0.00028424i,0.00079385-6.5046e-05i,0.00093481-2.8471e-05i,0.00012749+0.00031563i,-0.0012531+0.00056264i,-0.0019453+0.00025141i,-0.0017021-8.8687e-05i,-0.0013381+0.00047231i,-0.00030633+0.0015589i
0.0012636-0.001338i,0.00050512-0.0015099i,0.00082051-0.0018999i,-0.00067974-0.0010518i,-0.0021664-0.00033463i,-0.001833-0.00012166i,-0.0010506-0.00034684i,-0.0003755-0.00095508i,-0.00024319-0.00143i,-0.00010592-0.00080678i,-0.00031149-1.6015e-05i,-0.00066386+0.0006394i,-0.00062029+0.00054295i,-0.00011152+0.00030203i,0.00025392+0.000256i,0.0003957-6.8003e-05i,0.00052139-0.00035474i,0.00023311-0.00048476i,-0.00057937-0.00048206i,-0.00022268-0.00030092i,0.00069119+0.00013612i,0.00058312+0.00054199i,0.00063742+0.00098172i
0.00095391-0.0018755i,0.00029755-0.0015315i,0.00031481-0.0022036i,0.00022764-0.0023746i,-0.0002617-0.002051i,-1.2188e-05-0.0011836i,0.00038311+0.00010613i,0.00050889+0.00070948i,0.0010082+0.00015853i,0.00096207-0.00060978i,0.0002489-0.00052012i,-0.00010265-0.00010364i,-7.9905e-05-0.0001201i,0.00018281+0.00025267i,0.00059734+0.000457i,0.00016528+0.00054324i,-0.00041725+0.00088614i,-0.00012805+5.2783e-05i,0.00034789-0.00069711i,0.0002221-0.00054199i,-0.00016534+4.6837e-05i,-0.00093276+0.00053402i,-0.00090774+0.00042921i
0.0018153+0.00065648i,0.0013608+7.8812e-05i,0.0007842-0.00075395i,0.00099969-0.002317i,0.00049282-0.0022274i,-0.00014677-0.001885i,0.00020395-0.0013951i,0.0010702-0.00081153i,0.001788-0.00075422i,0.00093688-0.0005256i,0.00012181-0.00045865i,0.00045552-0.00089307i,0.000621-0.00099629i,0.00020876-0.00063612i,-0.00048226+2.2697e-05i,-0.00054327-0.00017729i,0.00021924-0.00028404i,-5.8037e-05+0.00029193i,-0.00019747-0.00029068i,0.0002049-0.00010366i,-4.4635e-05+0.00066764i,0.00025011+0.00071176i,0.00049917+0.0010344i
-0.00032328+0.00041003i,-0.0012809+0.00057298i,-0.002838+0.00088474i,-0.0030743+0.00024881i,-0.0018205+0.00021537i,-0.00074245-0.0004679i,-5.4772e-05-0.00049869i,0.00038885-0.00023614i,-9.6092e-05-0.0003998i,-0.0002845+0.00011907i,0.00023342-3.3664e-05i,0.00018428-0.00031697i,-0.00023984-5.1223e-05i,0.00019106+0.00037612i,0.00079986+0.00024743i,0.00057346-0.00016125i,8.1855e-05-0.00015661i,-0.00038653+0.00010472i,-0.00036473-0.00036657i,-0.00037525-0.00084223i,-0.00021445-4.3606e-06i,0.00018596+0.00099259i,-0.00047335+0.00070832i
0.00028063-0.0032781i,6.2449e-05-0.0037338i,0.00020919-0.0037629i,-0.00015108-0.0031324i,-0.001346-0.0024116i,-0.00090027-0.0010296i,0.00040903+0.00043474i,0.0016191+0.0009548i,0.0015647+0.0010333i,0.00057869+0.0002444i,-0.00010514-0.00045633i,-0.00054588-0.00025167i,-0.00021436-5.4231e-05i,2.8375e-05-0.00036261i,-0.00050879-0.00050171i,-0.0013429-0.00026009i,-0.00097175+0.00019234i,-0.00044247+0.0002959i,-0.00070151+0.00016582i,-0.0009483+0.00012411i,-0.00087168-0.00038874i,-0.00051481-0.00043225i,-8.7408e-05-0.00017226i
-0.00021888+0.00096931i,-0.0009662+0.00048728i,-0.00073497-0.00043534i,-0.00089986+7.0425e-05i,-0.001011+0.00066236i,-0.00091704-9.934e-05i,-0.00035572-0.00034095i,-4.4118e-06+0.00037613i,8.8549e-05+0.00033692i,0.00028229+0.000202i,-0.00012171+0.00037189i,-0.00057539+0.00076858i,1.0183e-06+0.00027832i,0.00044932-5.0337e-05i,0.00015595+0.0005001i,-0.00045171-7.2681e-05i,-0.0008028-0.00082427i,-0.00028139-0.00057782i,0.00014332-0.00016109i,0.00054936+0.00010964i,0.00060765+0.00014768i,0.00018901+0.0001044i,-6.3867e-05+0.00023489i
0.001336-2.0011e-05i,0.001577-0.00050182i,0.0012619-0.0010601i,8.9482e-05-0.00098268i,-8.8453e-05-0.0013053i,0.00062804-0.00054973i,0.00069155+0.00045736i,0.00042396+9.7357e-05i,4.6402e-05-0.00010255i,-0.00060874-0.0002614i,-0.0010654-0.00033626i,-0.00077096-0.00048911i,0.00030405-6.0554e-05i,0.0004203+0.00058992i,0.00045764+0.00060793i,0.00069625-0.00028564i,0.00014102-0.00017194i,-0.00018602+0.00115i,-0.0002281+0.00096794i,0.00023369+0.00016196i,0.00064939+2.1815e-06i,0.0004275-0.00033575i,0.00026793-0.0010227i
-0.00084918-0.00048159i,0.00036936-0.0010586i,-0.00018577-0.0015513i,-0.00073584-0.0019133i,-2.424e-05-0.0021705i,0.00018303-0.001809i,-0.00041827-0.00010795i,-0.0008815+0.00065781i,0.00010207-8.6163e-05i,0.00098361-3.2855e-05i,0.00087038+0.00059882i,0.00078976+0.00075418i,0.00068746+0.00051994i,0.00055058+0.0001527i,0.00033129-0.0003065i,0.00015866-0.00038794i,-0.00014735-1.8073e-06i,0.00011365-0.00010655i,0.00023336-0.0002197i,0.00027968-0.00048407i,6.4033e-05-0.00010683i,-0.00051235-1.4778e-05i,0.00017932+3.4801e-05i
-0.00090536+0.0018048i,-0.00044453+0.0010461i,-0.00052703+0.00089413i,-0.00025339+0.00029923i,0.00058118-0.00021908i,0.00077782-0.00082663i,0.00024221-0.00083939i,-7.0366e-05-0.00094542i,7.4535e-05-0.00033874i,0.00053912+6.2478e-05i,0.0011219-6.1972e-05i,0.00074083+0.00023497i,0.00057466+0.00025394i,0.00076877-6.1538e-05i,0.00024301+0.00023454i,-1.1313e-05+0.00017854i,3.2105e-05-0.00019162i,-0.00010805-1.8188e-05i,-0.0003137-0.00025247i,-0.00019333-0.00018753i,0.00057009+0.00037089i,0.00046448+0.00068257i,7.3158e-05-9.1086e-05i
-0.00073809-0.00012292i,-0.00085991+0.00013704i,-0.00026139-0.0020825i,0.00022642-0.0022203i,0.00040366-0.0012913i,0.00072892-0.00074673i,0.00063824-0.00056602i,0.0006017-0.00044484i,0.00068331+0.00033028i,0.00037393+0.00085343i,2.2746e-05+0.00032356i,6.7832e-05-1.8611e-05i,0.0001995-0.00028208i,-0.00013369-0.00083016i,0.00015169-0.00051381i,0.00022613+0.00037651i,-7.2936e-05+0.00061128i,-0.00067296-6.8855e-05i,-0.0013177-0.00011142i,-0.0011699-0.00023828i,-0.00060713-0.00078269i,-2.9256e-05-0.0001579i,0.00074403+0.00038814i
-0.0010306-0.0030568i,-0.0013749-0.0039942i,-0.00063593-0.0040401i,-0.00077886-0.0024251i,-0.0014906-0.0012436i,-0.0016506-0.00093248i,-0.0009216-0.00039856i,0.00027028-0.00018465i,-9.0479e-06+6.126e-06i,-0.00060769-0.00031366i,-0.00038709+6.2362e-05i,0.00041472+0.00030659i,0.00064813-0.00035181i,-9.6629e-05+0.00017873i,-0.00030752+0.00046702i,0.00015516-2.2594e-05i,0.00039822-0.0012137i,3.3232e-05-0.0012738i,-0.00037935-0.00026685i,-0.00081729+6.4131e-05i,-0.0012989-0.00017239i,-0.00088603-0.00058471i,-3.6911e-05-0.00076249i
0.00094212-0.00078506i,0.00044812+6.96e-05i,-0.00033703-0.0012233i,-0.0015656-0.0023037i,-0.001548-0.0015851i,-0.00031953-0.00019686i,0.00025216-0.00015433i,0.00029532-0.00079208i,0.00063316-0.00011278i,0.00046007+7.1704e-05i,0.00058066-0.00080735i,0.00047112-0.000231i,-0.00061742+0.00018694i,-0.0010097-5.0984e-07i,-0.001071+0.00068378i,-0.00066534+0.00086569i,-0.00022566+0.00056449i,-0.00046493+0.00037121i,-0.00039751+1.8765e-06i,-0.00041052-0.00025035i,-0.00037073+0.00021663i,1.731e-05+0.0006237i,-0.00025417+0.00074667i
