-0.0045294-0.00070519i,-0.0051468-0.00069731i,-0.0058067+0.0006856i,-0.0053892+0.0026609i,-0.0038424+0.0026095i,-0.001796+0.0033662i,-0.00061503+0.003438i,-0.00054211+0.0017991i,-0.00064192+0.0013539i,4.4147e-05+0.0016365i,0.0013961+0.00052256i,0.0018201-0.00067874i,0.0010499-0.0011313i,0.00020903-0.00086977i,-0.00038128-0.0012114i,-0.0003955-0.0010341i,-0.00050997+0.00038535i,-0.00020974+0.001195i,8.6381e-05+0.0010722i,-0.00071233+0.00041429i,-0.0014361-0.00052515i,-0.0006251-0.00045941i,0.00031801+0.00037794i
0.065811+0.18291i,-0.019398+0.18796i,-0.044077+0.14687i,-0.012199+0.11523i,0.010784+0.098114i,0.021335+0.077222i,0.026487+0.053547i,0.022883+0.03196i,0.0092111+0.013021i,-0.0011841+0.0061489i,0.0037425+0.0029176i,0.0053175-0.006581i,-0.0075694-0.013802i,-0.026849-0.012935i,-0.042773+0.00039714i,-0.039895+0.020529i,-0.022011+0.028624i,-0.0084157+0.021917i,-0.0013649+0.012068i,0.0042307+0.0056837i,0.0071967+0.0073578i,0.0086374+0.013436i,0.0085394+0.011871i
-0.17803-0.049755i,-0.13352-0.13946i,-0.083612-0.17196i,-0.073909-0.16966i,-0.068073-0.14726i,-0.057378-0.098517i,-0.068823-0.059484i,-0.097054-0.034125i,-0.098542-0.012805i,-0.069952-0.010354i,-0.043696-0.013453i,-0.021078-0.0070643i,0.0032755-0.0030354i,0.019786-0.0026827i,0.021115-0.0078409i,0.0049777-0.015589i,-0.018909-0.017014i,-0.036285-0.01636i,-0.043752-0.016471i,-0.043854-0.014209i,-0.040118-0.013311i,-0.035289-0.013181i,-0.028684-0.0060255i
0.14609-0.096076i,0.16512+0.0029427i,0.10996+0.090283i,0.051016+0.13576i,0.035864+0.13298i,0.035592+0.0896i,0.045009+0.069841i,0.070955+0.074003i,0.078037+0.063958i,0.058747+0.039866i,0.037083+0.011623i,0.017028-0.011868i,-0.002423-0.018769i,-0.012244-0.0063975i,-0.007673+0.017395i,0.014505+0.035436i,0.042787+0.039322i,0.058361+0.035331i,0.059016+0.028819i,0.048262+0.022015i,0.035509+0.017548i,0.028572+0.014036i,0.025328+0.0046313i
0.0043944+0.16143i,-0.078124+0.12885i,-0.096117+0.043155i,-0.083525-0.023982i,-0.078994-0.033799i,-0.052947-0.015329i,-0.036224-0.018368i,-0.044872-0.020653i,-0.029425-0.0024151i,-0.00020646+0.010995i,0.0074709+0.016751i,0.0047508+0.020733i,0.00164+0.020047i,0.0025248+0.011367i,0.0040805-0.0077756i,-0.0068299-0.027291i,-0.025619-0.033498i,-0.039945-0.028731i,-0.041826-0.021901i,-0.033284-0.015261i,-0.025974-0.0056291i,-0.021923+0.0065512i,-0.017761+0.016264i
-0.13001-0.085118i,-0.056441-0.11457i,0.024849-0.031081i,0.087008+0.075839i,0.10399+0.090761i,0.069096+0.047107i,0.052052+0.012585i,0.061963-0.016666i,0.045809-0.040001i,0.020129-0.037068i,0.016281-0.028087i,0.015802-0.027802i,0.011185-0.023454i,0.0088165-0.012321i,0.011129-0.00034336i,0.02096+0.0054053i,0.034863+0.00075448i,0.04885-0.0076549i,0.051504-0.013899i,0.037956-0.015735i,0.025633-0.01563i,0.019458-0.017024i,0.011742-0.019137i
0.14415-0.056605i,0.14268+0.0022197i,0.06516-0.020215i,-0.02356-0.067066i,-0.043043-0.049241i,-0.016173-0.022898i,-0.025686-0.024838i,-0.057785-0.016917i,-0.054767-0.0044209i,-0.030202-0.0069911i,-0.01419-0.0071546i,-0.00073574+0.0021879i,0.01221+0.0064132i,0.011848+0.00079979i,-0.0034315-0.010195i,-0.024731-0.013667i,-0.043482-0.0041345i,-0.058058+0.011134i,-0.061848+0.024505i,-0.046966+0.028564i,-0.026385+0.022504i,-0.011324+0.013735i,-0.00088509+0.010516i
-0.041345+0.14815i,-0.091905+0.1188i,-0.032676+0.089591i,0.06758+0.062477i,0.080015+0.027347i,0.0314+0.015076i,0.017226+0.018611i,0.025674+0.012508i,0.01044+0.013086i,-0.0085871+0.022813i,-0.014469+0.015296i,-0.019254-0.0057473i,-0.023025-0.019577i,-0.02161-0.018561i,-0.014049-0.0063552i,0.0018682+0.0025246i,0.020427-0.0027867i,0.035797-0.015708i,0.041114-0.023681i,0.031492-0.022199i,0.016764-0.018097i,0.0039796-0.016907i,-0.0080043-0.018665i
-0.088718-0.12481i,-0.039572-0.16564i,-0.067813-0.14298i,-0.12767-0.084058i,-0.10832-0.042912i,-0.048596-0.030314i,-0.036516-0.017944i,-0.047992+0.0054445i,-0.030005+0.011974i,-0.0063359+0.0015156i,0.0011698+0.0065856i,0.0086891+0.020729i,0.017569+0.026224i,0.021567+0.023505i,0.017783+0.014785i,0.0025572+0.0077732i,-0.016509+0.011897i,-0.030356+0.020874i,-0.031722+0.02321i,-0.020266+0.017336i,-0.010656+0.010423i,-0.0054576+0.010135i,0.0026485+0.014457i
0.12992+0.0098763i,0.12775+0.096891i,0.12227+0.10965i,0.11706+0.067546i,0.077895+0.04334i,0.037997+0.040797i,0.039974+0.028197i,0.055998+0.0068827i,0.055728+0.002774i,0.053449+0.0031069i,0.04813-0.015959i,0.026092-0.032363i,0.0024067-0.03019i,-0.0099688-0.019132i,-0.0088708-0.0049298i,0.0076699+0.0013161i,0.026053-0.0074674i,0.032757-0.020277i,0.026234-0.027036i,0.012067-0.023634i,0.0019022-0.012137i,-0.00077264-0.0028238i,-0.0034427+0.00076526i
-0.085121+0.097098i,-0.15354+0.033835i,-0.17151+0.01058i,-0.14939+0.033593i,-0.099782+0.038308i,-0.050924+0.012426i,-0.043018-0.0011816i,-0.056373+0.013142i,-0.054262+0.021361i,-0.042695+0.016535i,-0.023848+0.01645i,0.0026335+0.013253i,0.021907+0.0043568i,0.028856-0.0063796i,0.021273-0.018926i,0.0015922-0.019903i,-0.014763-0.002827i,-0.019257+0.017561i,-0.015215+0.027197i,-0.0085618+0.024426i,-0.0047617+0.015849i,-0.0019924+0.0096968i,0.0030719+0.0053514i
-0.017973-0.11231i,0.086303-0.10876i,0.14776-0.076738i,0.15293-0.0472i,0.12-0.019423i,0.072958-0.0017401i,0.058061-0.012354i,0.059328-0.040257i,0.045494-0.046i,0.028845-0.032403i,0.0078873-0.027135i,-0.016143-0.025674i,-0.031863-0.017853i,-0.037281-0.0026799i,-0.026706+0.011541i,-0.006043+0.0079751i,0.011396-0.011806i,0.019838-0.030641i,0.019143-0.034774i,0.015275-0.025991i,0.012758-0.015447i,0.008445-0.0098833i,0.0015441-0.0067175i
0.087547+0.037322i,0.01188+0.10302i,-0.06413+0.11498i,-0.092838+0.096554i,-0.069009+0.072089i,-0.029269+0.039438i,-0.031529+0.025195i,-0.043997+0.040135i,-0.030841+0.043199i,-0.012956+0.033421i,0.0046749+0.030887i,0.022948+0.023752i,0.032919+0.013017i,0.029672+0.0020014i,0.011709-0.0068376i,-0.0082866-0.0032951i,-0.021172+0.013457i,-0.026339+0.029244i,-0.023803+0.029693i,-0.019586+0.018027i,-0.014162+0.0061563i,-0.0061806-0.0035111i,-0.00022662-0.010684i
-0.078354+0.049841i,-0.068273-0.045392i,-0.0038839-0.10048i,0.056935-0.11422i,0.048543-0.10297i,0.0067115-0.056564i,0.0026434-0.031109i,0.0030162-0.043157i,-0.011983-0.040853i,-0.01529-0.029912i,-0.01711-0.025089i,-0.022638-0.013931i,-0.021535-0.0015173i,-0.012597+0.0088659i,0.0025059+0.013682i,0.014682+0.0049314i,0.016853-0.012858i,0.0098231-0.02852i,0.0017506-0.031085i,0.00017689-0.021337i,-0.00091694-0.010814i,-0.0072295-0.00034754i,-0.012917+0.0099919i
0.0038243-0.092202i,0.055672-0.029408i,0.021195+0.04134i,-0.040587+0.096542i,-0.030198+0.10243i,0.0047633+0.049302i,-6.1193e-05+0.027869i,-0.0029117+0.044689i,0.0102+0.039508i,0.015565+0.025125i,0.021243+0.016203i,0.029636+0.0022391i,0.03227-0.013148i,0.022246-0.022076i,0.0034728-0.018944i,-0.00751-0.0050523i,-0.0054632+0.014449i,0.0022504+0.030683i,0.00764+0.033536i,0.0059077+0.025937i,0.0030649+0.017722i,0.0043002+0.0076035i,0.0068556-0.0025886i
0.069678+0.040338i,-0.0031177+0.050713i,-0.011927-0.0042062i,-0.00026526-0.08094i,-0.033599-0.074961i,-0.041762-0.013221i,-0.014084-0.0091393i,-0.0093841-0.02751i,-0.012567-0.0086169i,-0.0033644+0.0062464i,-0.0047145-0.00012798i,-0.015007-0.0031816i,-0.01873+0.0031236i,-0.011665+0.0087674i,-0.00010891+0.0062051i,0.0051612-0.0041925i,0.002813-0.018135i,-0.0031711-0.029245i,-0.0072961-0.031276i,-0.0051393-0.025155i,-0.0019435-0.016099i,0.0012546-0.0043992i,0.0053722+0.0060298i
-0.071175+0.029998i,-0.048061-0.032157i,-0.039085+0.014511i,-0.0017541+0.11344i,0.05747+0.096803i,0.053645+0.019909i,0.020622+0.010107i,0.014884+0.023771i,0.010126+0.0079519i,0.0020033-0.0051727i,0.0093325-0.0056861i,0.018448-0.010485i,0.016743-0.014039i,0.01019-0.0077536i,0.0051211-0.00063295i,0.0034587+0.0036383i,0.0045452+0.0099341i,0.0085316+0.016386i,0.01138+0.016252i,0.0090127+0.010185i,0.0052434+0.0042157i,0.0015241-0.0022465i,-0.0013474-0.0080946i
0.011421-0.063685i,0.069945-0.0062651i,0.073123-0.043809i,-0.00058847-0.099231i,-0.049937-0.044434i,-0.025247+0.017793i,-0.0011223+0.00062i,-0.0026532-0.025092i,0.0085509-0.021788i,0.015495-0.022104i,-0.0030851-0.020663i,-0.018985-0.0054196i,-0.017772+0.0069436i,-0.011933+0.0085135i,-0.0064993+0.0055495i,-0.0039423+0.00056374i,-0.0063895-0.0062023i,-0.01124-0.011796i,-0.013688-0.011695i,-0.012174-0.005821i,-0.0091367-0.00041097i,-0.0052115+0.0029898i,-0.0015182+0.0051134i
0.043582+0.033632i,-0.056748+0.054301i,-0.045275+0.10775i,0.054063+0.10693i,0.073735+0.024966i,0.028481-0.022568i,0.0099847-0.00051847i,0.007827+0.022865i,-0.008866+0.026503i,-0.012665+0.032741i,0.0090214+0.029705i,0.025543+0.0087844i,0.024233-0.009109i,0.015676-0.014451i,0.0061461-0.013316i,-0.00032028-0.0080382i,0.00070581+0.00011219i,0.0067466+0.0062071i,0.010374+0.0057243i,0.0088587+0.0010088i,0.0031024-0.0025435i,-0.0046981-0.0040906i,-0.011035-0.0040141i
-0.027502+0.024568i,0.030275-0.088028i,-0.01379-0.15364i,-0.093615-0.10341i,-0.075968-0.017094i,-0.030808+0.01388i,-0.034181-0.0056196i,-0.046697-0.022171i,-0.036796-0.025611i,-0.027437-0.025115i,-0.030979-0.01132i,-0.0274+0.010839i,-0.015959+0.021039i,-0.0075259+0.01932i,-0.0016168+0.016328i,0.0027276+0.011919i,0.0013025+0.0022451i,-0.0033863-0.0073511i,-0.0048548-0.0086415i,-0.0028306-0.0055495i,0.00093645-0.0039083i,0.0059454-0.0015969i,0.010601+0.00089115i
-0.020704-0.028997i,0.025098+0.10864i,0.10185+0.1512i,0.12382+0.081577i,0.074794+0.017742i,0.032319-0.0062873i,0.033861-0.0034484i,0.043994+0.0069487i,0.038917+0.018687i,0.038436+0.018868i,0.04246-0.0072274i,0.031403-0.03185i,0.016983-0.032133i,0.010042-0.021303i,0.0038358-0.01279i,-0.0014312-0.007078i,-0.00081529-0.00015297i,-0.00068763+0.0054392i,-0.0069448+0.0057646i,-0.010434+0.0041533i,-0.0076837+0.0043647i,-0.0046062+0.0027698i,-0.0051972-0.00072851i
0.055457-0.015486i,-0.081483-0.082529i,-0.16938-0.072719i,-0.14987-0.017205i,-0.094017+0.018311i,-0.050494+0.037227i,-0.037526+0.036188i,-0.040393+0.02371i,-0.033764+0.011102i,-0.029239+0.00058633i,-0.026706+0.0072799i,-0.015383+0.019287i,-0.004962+0.019066i,0.0016356+0.012649i,0.0089014+0.0052218i,0.012817-0.0027037i,0.0077972-0.0089442i,0.0036442-0.0094229i,0.0076906-0.0065535i,0.010591-0.0055782i,0.010476-0.004269i,0.011743-0.00081059i,0.013166+0.0022889i
-0.0097572+0.070439i,0.13201+0.025382i,0.19623-0.022252i,0.16593-0.026414i,0.11469-0.028673i,0.067621-0.050265i,0.04433-0.059404i,0.040612-0.04948i,0.036995-0.034697i,0.035589-0.025045i,0.025567-0.030698i,0.0046001-0.034652i,-0.0073865-0.027218i,-0.0098852-0.017252i,-0.011697-0.0087415i,-0.01179-0.0021039i,-0.004485+0.0045391i,0.0025929+0.01011i,6.5191e-05+0.014497i,-0.0019313+0.018033i,-0.0026506+0.016471i,-0.0084233+0.011084i,-0.013291+0.0071502i
-0.074442-0.060078i,-0.13583+0.059438i,-0.15105+0.12215i,-0.13625+0.10469i,-0.091706+0.099742i,-0.032108+0.101i,-0.01026+0.077804i,-0.016022+0.057285i,-0.017943+0.044266i,-0.019875+0.039766i,-0.0087415+0.044739i,0.012397+0.03613i,0.015884+0.017979i,0.0051678+0.0073972i,-0.0015751+0.00321i,-0.0026088+0.00091123i,-0.0042933-0.0023122i,-0.0036833-0.0077543i,0.0011326-0.016118i,-0.00056903-0.021879i,-0.0069664-0.020601i,-0.0073382-0.016442i,-0.0046022-0.012408i
0.10874-0.016347i,0.072963-0.12838i,0.059113-0.1632i,0.090841-0.14426i,0.072417-0.14691i,0.0013844-0.131i,-0.027635-0.086683i,-0.023167-0.060469i,-0.019634-0.044667i,-0.010112-0.036555i,-0.01004-0.03384i,-0.013595-0.020608i,-0.0039606-0.0082333i,0.0071866-0.0054269i,0.0079542-0.0020187i,0.0042834-0.00012476i,0.0031797-0.0011104i,0.00095565+0.001328i,0.00015592+0.0091242i,0.0065986+0.012809i,0.011859+0.0094198i,0.010112+0.0079593i,0.0072606+0.0081704i
-0.068863+0.098682i,0.01942+0.14352i,0.026275+0.14476i,-0.036755+0.16122i,-0.024815+0.18119i,0.040261+0.1437i,0.04895+0.087915i,0.030067+0.057475i,0.023898+0.037178i,0.021264+0.026213i,0.022938+0.016336i,0.019613+0.0022627i,0.010458-9.3075e-05i,0.006649+0.0052136i,0.0067893+0.0060848i,0.0075453+0.0036468i,0.006336-0.00062918i,0.0011532-0.0095788i,-0.0087715-0.019319i,-0.019722-0.017181i,-0.020622-0.0067519i,-0.014448-0.0025783i,-0.0097671-0.0031772i
-0.041279-0.13444i,-0.12089-0.096368i,-0.096538-0.075232i,-0.037271-0.13134i,-0.066204-0.15516i,-0.10116-0.099883i,-0.074026-0.058247i,-0.04846-0.036254i,-0.034143-0.01127i,-0.019764-0.0066986i,-0.015303-0.011414i,-0.011739-0.011646i,-0.0063281-0.016248i,-0.0037827-0.021653i,-0.0050794-0.022266i,-0.0098785-0.017736i,-0.011453-0.0073058i,-0.0049092+0.0084422i,0.007072+0.017693i,0.016368+0.011823i,0.018743+0.00089902i,0.019176-0.0042853i,0.016771-0.005691i
0.13351+0.068812i,0.15112-0.01286i,0.081767+0.003152i,0.059014+0.12216i,0.12658+0.15174i,0.14294+0.079267i,0.09374+0.039518i,0.056491+0.025864i,0.031188+0.011993i,0.018876+0.011328i,0.018497+0.0093806i,0.014587+0.0039168i,0.0093101+0.0051049i,0.0053693+0.010604i,0.0063605+0.012558i,0.013369+0.0080078i,0.014957-0.0016802i,0.0033598-0.012328i,-0.013458-0.011259i,-0.020017+0.0036165i,-0.016302+0.014784i,-0.015042+0.01702i,-0.015556+0.019233i
-0.15656+0.063038i,-0.092221+0.13808i,-0.013176+0.058778i,-0.057188-0.078179i,-0.14089-0.077243i,-0.13035-0.02136i,-0.085902-0.0215i,-0.055911-0.025847i,-0.027972-0.019092i,-0.017845-0.015501i,-0.016356-0.0065511i,-0.0096106-0.0031567i,-0.0073162-0.006017i,-0.011463-0.0059538i,-0.019376-0.00073731i,-0.025942+0.010601i,-0.020036+0.022067i,-0.0013707+0.026397i,0.014828+0.015306i,0.015664-0.0056734i,0.0062947-0.018918i,0.0002251-0.022551i,-0.0030891-0.023078i
0.068642-0.17564i,-0.052313-0.17641i,-0.066743-0.024098i,0.075572+0.07942i,0.15849+0.022137i,0.12595-0.018422i,0.097839+0.0023638i,0.074795+0.0073562i,0.043204+0.0032125i,0.028267-0.00038255i,0.020611-0.0043196i,0.015327-0.0015943i,0.016251+0.0013109i,0.019541+0.00038022i,0.025023-0.006477i,0.02699-0.020979i,0.015585-0.03421i,-0.0047065-0.033458i,-0.014465-0.017208i,-0.0051203+0.0017389i,0.0062589+0.012407i,0.0096028+0.019145i,0.014363+0.023139i
0.099027+0.17965i,0.20219+0.073369i,0.09919-0.086723i,-0.10351-0.083503i,-0.14907+0.024074i,-0.11076+0.043773i,-0.10981+0.021902i,-0.093224+0.025536i,-0.05606+0.022861i,-0.031668+0.016113i,-0.018087+0.009108i,-0.01374+0.0023719i,-0.011363+0.0023282i,-0.0087511+0.0035339i,-0.010285+0.0093582i,-0.0085054+0.023245i,0.0041594+0.032547i,0.020378+0.023582i,0.021576+0.0040884i,0.0040219-0.0079856i,-0.011463-0.01115i,-0.017018-0.015224i,-0.023541-0.01814i
-0.2334-0.051712i,-0.23367+0.12935i,-0.03416+0.20645i,0.13094+0.079933i,0.11476-0.029009i,0.087785-0.031469i,0.099666-0.037184i,0.071152-0.047091i,0.034647-0.025347i,0.023847-0.010376i,0.020564-0.010795i,0.016657-0.013897i,0.0093725-0.017193i,0.0028837-0.017897i,9.309e-05-0.023154i,-0.0082827-0.03485i,-0.026228-0.035961i,-0.037399-0.019208i,-0.028636-0.0008428i,-0.0083671+0.0050069i,0.0089198+0.0046448i,0.020981+0.0055657i,0.030824+0.0040472i
0.22643-0.17036i,0.086394-0.32009i,-0.13903-0.25196i,-0.19269-0.037446i,-0.11577+0.051763i,-0.097756+0.049131i,-0.10067+0.073831i,-0.060757+0.073621i,-0.030339+0.040139i,-0.018411+0.021304i,-0.0090857+0.014251i,-0.0014663+0.01126i,0.0075588+0.010313i,0.011647+0.0093286i,0.012375+0.016612i,0.022974+0.027865i,0.038403+0.024107i,0.039777+0.006085i,0.022765-0.0066443i,0.00094097-0.0053704i,-0.012581+1.2918e-05i,-0.021514+0.0016373i,-0.030579+0.0063316i
-0.036284+0.30866i,0.18407+0.33695i,0.32417+0.14898i,0.23582-0.037039i,0.12316-0.05724i,0.11598-0.058069i,0.094203-0.10702i,0.036844-0.099249i,0.013757-0.054793i,0.0090261-0.030681i,0.0033235-0.0193i,-0.0010234-0.013339i,-0.0065225-0.0044494i,-0.0088336+0.0032119i,-0.013608-0.0025605i,-0.028518-0.0095292i,-0.041104-0.003397i,-0.036888+0.0088939i,-0.019383+0.011852i,-0.002108+0.0042336i,0.0074692-0.0039988i,0.014207-0.0082843i,0.020686-0.015234i
-0.22433-0.2728i,-0.42236-0.15097i,-0.41452+0.08703i,-0.22297+0.17342i,-0.11059+0.11231i,-0.10312+0.10628i,-0.051171+0.13549i,0.0067719+0.097134i,0.0097078+0.047073i,0.0018091+0.027594i,0.0017832+0.017988i,0.0059789+0.010148i,0.010239-0.0034651i,0.0086318-0.012804i,0.015078-0.0072421i,0.032446-0.006084i,0.041288-0.018065i,0.031838-0.027781i,0.014141-0.021762i,0.0013126-0.0068989i,-0.0048711+0.0051068i,-0.010683+0.013898i,-0.015212+0.024064i
0.3895+0.035i,0.47584-0.18628i,0.32686-0.35861i,0.12554-0.29325i,0.081184-0.16193i,0.078515-0.15252i,0.0028568-0.14774i,-0.038453-0.076486i,-0.019033-0.026051i,-0.0027093-0.016294i,-0.00033858-0.013998i,-0.0044025-0.0081585i,-0.00345+0.0043897i,0.0026583+0.010561i,-0.0054234+0.0056286i,-0.024423+0.008566i,-0.032148+0.023307i,-0.022587+0.030678i,-0.0084066+0.022589i,0.00011524+0.0069055i,0.0040441-0.0057476i,0.0058408-0.014746i,0.0056863-0.025465i
-0.32917+0.27076i,-0.26683+0.50236i,-0.056096+0.53313i,0.045098+0.33881i,-0.019116+0.19685i,-0.029862+0.1906i,0.038333+0.14639i,0.041124+0.059981i,0.0051867+0.022939i,-8.7168e-06+0.016627i,0.0081557+0.0072255i,0.0099919-0.0050337i,0.0010828-0.014261i,-0.0068958-0.012191i,0.0017396-0.0080749i,0.016194-0.016191i,0.017887-0.028808i,0.009411-0.029619i,0.0012968-0.018941i,-0.0022127-0.0055342i,-0.0011094+0.0041189i,0.0011181+0.011188i,0.0038011+0.020576i
0.054449-0.44661i,-0.13227-0.59706i,-0.29099-0.48472i,-0.22242-0.25663i,-0.066754-0.17338i,-0.046799-0.18044i,-0.085731-0.11669i,-0.054092-0.040094i,-0.0071588-0.018747i,0.00064072-0.016343i,-0.0050589-0.009886i,-0.0046913-0.00025702i,0.0062809+0.0057464i,0.012353+0.0031342i,7.1965e-05+0.0055353i,-0.011543+0.020598i,-0.0065734+0.031579i,0.0040135+0.027501i,0.0095286+0.013319i,0.0085087-0.0010718i,0.0027167-0.0089468i,-0.0018963-0.013115i,-0.0079629-0.018002i
0.2907+0.38582i,0.52648+0.39836i,0.56017+0.23111i,0.33984+0.10581i,0.14481+0.13641i,0.12088+0.15525i,0.11721+0.07759i,0.055724+0.024698i,0.0097194+0.030928i,0.0064207+0.032785i,0.010641+0.017329i,0.0058911+0.0013837i,-0.0048894-0.0021587i,-0.0074396+0.004167i,0.0037917+0.00048975i,0.010348-0.016443i,0.0028891-0.028814i,-0.0073368-0.027517i,-0.012774-0.015271i,-0.010423-0.0011988i,-0.0027913+0.0055782i,0.004213+0.0081742i,0.011607+0.011823i
-0.48552-0.08787i,-0.67866+0.036753i,-0.59153+0.15983i,-0.322+0.11054i,-0.15985-0.037122i,-0.14739-0.082007i,-0.11964-0.032049i,-0.053769-0.019816i,-0.021758-0.041113i,-0.022443-0.035569i,-0.017709-0.01248i,-0.0033312+0.0016481i,0.0067015+3.2245e-05i,0.0044446-0.0055314i,-0.0038741+0.0029706i,-0.003077+0.019629i,0.0056524+0.025508i,0.011444+0.018564i,0.010252+0.0045409i,0.002123-0.0069007i,-0.0058408-0.0072341i,-0.0089227-0.0038756i,-0.013425-0.0046999i
0.43251-0.27554i,0.5143-0.48272i,0.38049-0.50398i,0.19349-0.28208i,0.13434-0.049574i,0.14717+0.010175i,0.1119-0.015066i,0.057461-0.00086695i,0.040089+0.024691i,0.03762+0.013297i,0.023602-0.0074997i,0.0055582-0.013118i,-0.0027098-0.0061388i,0.0027053-0.0019391i,0.0070866-0.013277i,-0.001463-0.027399i,-0.012364-0.028497i,-0.016711-0.017112i,-0.012614-0.001248i,-0.0017889+0.0075012i,0.0054663+0.0055562i,0.0064512+0.0020461i,0.0090683-0.00043912i
-0.14211+0.50073i,-0.090732+0.71173i,0.0070442+0.63786i,0.021053+0.34011i,-0.058526+0.10715i,-0.10624+0.05077i,-0.082036+0.050479i,-0.055997+0.023012i,-0.052903-0.0009967i,-0.04169+0.0042751i,-0.016469+0.012628i,0.0042024+0.0090536i,0.0095445+0.00057952i,0.001547+0.0023779i,-0.0018226+0.018074i,0.0084362+0.029051i,0.017833+0.02496i,0.019101+0.012576i,0.011721-0.00027068i,0.00052131-0.0044582i,-0.0032468-0.00019323i,-0.001796+0.0033375i,-0.0032886+0.0047643i
-0.23667-0.46702i,-0.39631-0.60218i,-0.40366-0.48545i,-0.2279-0.23317i,-0.033793-0.079292i,0.044201-0.055799i,0.037423-0.055083i,0.033538-0.029347i,0.044804-0.0070785i,0.037936-0.0090684i,0.01402-0.013657i,-0.0044918-0.0088565i,-0.0077028-0.0030374i,-0.0043065-0.007072i,-0.010024-0.020188i,-0.022923-0.02484i,-0.027253-0.017275i,-0.019155-0.004216i,-0.0049221+0.0066516i,0.0055749+0.0054694i,0.0046509-0.0014308i,-0.0001395-0.0035757i,-0.001234-0.0024857i
0.48696+0.18227i,0.68754+0.19695i,0.60465+0.12458i,0.31591+0.045917i,0.086062+0.027121i,0.0036582+0.0442i,-0.0074115+0.051642i,-0.020851+0.040835i,-0.03694+0.033606i,-0.024717+0.033578i,0.0021251+0.023812i,0.016463+0.0071159i,0.016654-0.0022966i,0.015772+0.0026732i,0.024704+0.013455i,0.036071+0.013772i,0.035561+0.0049316i,0.02172-0.0048309i,0.003341-0.010759i,-0.0068908-0.0081044i,-0.0037133-0.0035138i,0.0026045-0.0031618i,0.0036553-0.0045182i
-0.48833+0.18887i,-0.64474+0.29574i,-0.54102+0.28142i,-0.28044+0.17256i,-0.089196+0.078374i,-0.019528+0.01641i,-0.011619-0.02523i,-0.0069445-0.039949i,0.005216-0.042484i,-0.0016522-0.038216i,-0.01619-0.021188i,-0.017452-0.0032678i,-0.011902+0.0040831i,-0.013575-0.00081537i,-0.02732-0.0074967i,-0.038931-0.0044859i,-0.03488+0.0021189i,-0.018169+0.0044959i,-0.0013205+0.0017553i,0.0039768-0.002764i,-0.0017817-0.00097101i,-0.0070599+0.0053633i,-0.0062175+0.0096557i
0.22367-0.45935i,0.27869-0.62341i,0.23158-0.52945i,0.12311-0.29733i,0.033825-0.13616i,0.0075017-0.054303i,0.021422-0.0081757i,0.023976+0.012402i,0.013737+0.021074i,0.017675+0.016404i,0.023723-0.0021896i,0.019174-0.017723i,0.012299-0.019888i,0.014678-0.013496i,0.027397-0.011102i,0.034388-0.016517i,0.026939-0.018407i,0.009097-0.014047i,-0.0070549-0.0068642i,-0.0087019-0.0015782i,-0.0019334-0.0031866i,9.4469e-05-0.0089354i,-0.0029886-0.013015i
0.14764+0.47578i,0.19808+0.62264i,0.14778+0.52704i,0.074881+0.31339i,0.057667+0.16406i,0.041077+0.083977i,-0.0016221+0.038326i,-0.020491+0.016762i,-0.013551+0.0021795i,-0.012108+0.0011306i,-0.012322+0.015805i,-0.005394+0.026231i,-0.000498+0.023601i,-0.0078741+0.017825i,-0.022762+0.020939i,-0.027898+0.029437i,-0.019932+0.027932i,-0.0062694+0.016486i,0.0042554+0.006098i,0.0052586+0.0034826i,0.003657+0.0083131i,0.0061529+0.013927i,0.011164+0.015718i
-0.41906-0.24012i,-0.53071-0.31581i,-0.41433-0.29189i,-0.23157-0.20295i,-0.14458-0.12102i,-0.094369-0.068622i,-0.031624-0.043309i,-0.0014766-0.028095i,-7.2976e-05-0.008096i,0.0056295-0.0044079i,0.006536-0.018544i,-0.0028563-0.025682i,-0.0074642-0.02115i,0.0011019-0.01877i,0.013319-0.026189i,0.015763-0.033894i,0.010751-0.028433i,0.0032694-0.011554i,-0.0031126+0.0019874i,-0.0049243+0.0026764i,-0.0063096-0.0040289i,-0.011588-0.009504i,-0.018135-0.010314i
0.45068-0.11372i,0.56689-0.11491i,0.45735-0.033923i,0.27946+0.042145i,0.18877+0.054388i,0.13072+0.042598i,0.061132+0.042048i,0.020738+0.035151i,0.0089176+0.016736i,0.0037397+0.012892i,0.0091417+0.021011i,0.019467+0.020146i,0.020976+0.013748i,0.011764+0.015687i,0.0023894+0.027936i,0.0013741+0.035136i,0.002623+0.026001i,0.0036083+0.0076745i,0.0054346-0.0052412i,0.006845-0.0056188i,0.01031-0.00097826i,0.017019+0.00093724i,0.022743-0.00064128i
-0.22791+0.3766i,-0.30802+0.43491i,-0.28588+0.28454i,-0.22398+0.10259i,-0.19359+0.033503i,-0.15417+0.013121i,-0.093589-0.017493i,-0.053778-0.025348i,-0.031389-0.0097024i,-0.019161-0.0075813i,-0.024086-0.016967i,-0.03019-0.016391i,-0.023959-0.009226i,-0.012783-0.012241i,-0.0086394-0.025565i,-0.011543-0.032926i,-0.010191-0.026039i,-0.0040533-0.012448i,-0.0031722-0.0016817i,-0.0065947+0.0019241i,-0.010642+0.0024683i,-0.017245+0.0049555i,-0.02279+0.01026i
