-0.0025054-0.00028677i,-0.0024711-6.8736e-06i,-0.0019814+0.0011473i,-0.00057287+0.0003218i,-7.1995e-05-0.00051615i,-0.00027594-7.61e-05i,-0.00033415+0.0008017i,0.00031785+0.0010304i,0.00099017+0.0004726i,0.0015599-0.0011128i,0.0021317-0.00086904i,0.0013676+0.00032502i,0.00062632+0.00061845i,0.00080113+0.00090009i,0.0010693+0.00031845i,0.00031513-8.9625e-05i,-0.00010708+0.00015054i,0.00053514+0.00032604i,0.00078112+0.00028744i,-0.00024623+4.9201e-05i,-0.00042459-0.00018481i,-0.00019475-0.00028563i,-0.00047347-0.00050319i
-0.049416+0.20845i,-0.038444+0.36046i,0.015611+0.42366i,0.074057+0.40252i,0.11233+0.339i,0.13301+0.18956i,0.10006+0.022803i,0.039986-0.034752i,0.014315-0.029447i,-0.0024206-0.030484i,-0.023878-0.029369i,-0.03641-0.028566i,-0.040355-0.023818i,-0.0306-0.010378i,-0.02046-0.0011342i,-0.014884+0.0054532i,-0.004188+0.0090558i,0.0048441+0.007747i,0.0077754+0.0067425i,0.0051198+0.0054367i,-0.00048387+0.0019275i,-0.0059395-0.0022829i,-0.01165-0.0029981i
-0.021636-0.22007i,-0.01982-0.32603i,0.075005-0.26368i,0.23497-0.09663i,0.30902-0.0097049i,0.22392-0.0021892i,0.1112+0.0059958i,0.054456+0.010387i,0.021173+0.0054817i,0.0062144+0.0044647i,0.01341+0.0043568i,0.026501-0.00063759i,0.025678-0.0065206i,0.012147+3.8425e-05i,0.0099435+0.0097518i,0.011816+0.0048086i,0.0021011-0.001393i,-0.0038002+0.0031615i,0.00090631+0.0080625i,0.0050988+0.0062088i,0.007478+0.0041053i,0.013542+0.0048845i,0.018989+0.0045918i
0.15596+0.095728i,0.24869+0.087418i,0.25323-0.033506i,0.17869-0.20263i,0.07879-0.28042i,-0.023436-0.2207i,-0.08866-0.10452i,-0.084798-0.034769i,-0.056457-0.017762i,-0.037025-0.0013523i,-0.025222+0.01625i,-0.024308+0.025584i,-0.021931+0.028739i,-0.0099874+0.020174i,-0.0026031+0.0063383i,-0.0002617-0.0010008i,0.0033508-0.0059445i,0.0042867-0.015331i,-0.00024933-0.021457i,-0.0042241-0.018616i,-0.0046953-0.014134i,-0.0075427-0.012742i,-0.011595-0.0092097i
-0.26113+0.01084i,-0.42777+0.023488i,-0.4512-0.04333i,-0.36325-0.17415i,-0.27903-0.24048i,-0.19397-0.16993i,-0.092706-0.060425i,-0.024253+0.0057056i,0.011307+0.034945i,0.027732+0.023984i,0.01967-0.0036855i,0.0030416-0.020466i,-0.0073157-0.022718i,-0.010347-0.016614i,-0.0081017-0.013208i,-0.0076863-0.0094749i,-0.006309-0.00035329i,0.00052446+0.0077559i,0.0062805+0.0088497i,0.0051578+0.0071151i,0.0011154+0.0067469i,-0.001107+0.0058073i,-0.0019364+0.0052825i
0.19335-0.11237i,0.25192-0.16314i,0.1522-0.10357i,-0.035723+0.052361i,-0.12049+0.18574i,-0.067308+0.20482i,-0.0054224+0.13764i,0.012534+0.068489i,0.019834+0.026368i,0.021546+0.0065412i,0.021234+0.011508i,0.03239+0.024988i,0.037417+0.021494i,0.023614+0.011248i,0.0045837+0.0079716i,-0.005428+0.0085153i,-0.0074471+0.0070006i,-0.0089289+0.0030768i,-0.010556+0.0028271i,-0.0075981+0.0064743i,-0.0026909+0.0091346i,0.0037078+0.011862i,0.01035+0.0092571i
-0.0058596+0.26337i,0.037608+0.42532i,0.056875+0.45785i,0.025914+0.40341i,0.0082045+0.34649i,0.021041+0.2458i,0.01728+0.1127i,-0.0060293+0.021679i,-0.02651-0.029877i,-0.044089-0.046988i,-0.046457-0.040128i,-0.040362-0.034367i,-0.034946-0.019171i,-0.020735+0.0023254i,-0.0071213+0.011816i,0.00034575+0.01135i,0.0055151+0.0072553i,0.00484+0.0014643i,0.001545-0.0031879i,-0.0020443-0.0056366i,-0.004546-0.0089444i,-0.006064-0.015369i,-0.0099916-0.019239i
-0.089146-0.27526i,-0.1367-0.40054i,-0.064653-0.32497i,0.11326-0.13299i,0.23484-0.039108i,0.21208-0.027077i,0.1377+0.0091721i,0.097393+0.047653i,0.063046+0.056968i,0.029782+0.048205i,0.015524+0.033209i,0.0155+0.018262i,0.016718+0.0020365i,0.010341-0.0088111i,0.007939-0.01146i,0.010112-0.015025i,0.0068938-0.015787i,0.005488-0.0040499i,0.0091325+0.0067855i,0.0098838+0.0065398i,0.0073671+0.0077638i,0.0067981+0.012898i,0.0054028+0.017047i
0.18826+0.064219i,0.28643+0.017349i,0.26466-0.094544i,0.18388-0.19365i,0.13382-0.22771i,0.087904-0.18972i,0.03876-0.11143i,0.018962-0.056713i,0.014628-0.025868i,0.015773+0.008048i,0.017825+0.029803i,0.012144+0.032503i,0.0065572+0.02027i,-0.00064282+0.00098258i,-0.01345-0.006916i,-0.020511+0.0021548i,-0.014573+0.0086534i,-0.0062498-0.0017088i,-0.0045353-0.012208i,-0.0023606-0.0084428i,0.002537-0.001692i,0.0024674+0.00075339i,-0.00058877+0.0032961i
-0.33244+0.079851i,-0.50419+0.17241i,-0.46695+0.17718i,-0.29108+0.059188i,-0.18201-0.04856i,-0.12266-0.059189i,-0.063383-0.045147i,-0.047066-0.040795i,-0.035202-0.016944i,-0.001203-0.015317i,0.012464-0.044027i,0.0025899-0.059633i,-0.0083999-0.0468i,-0.0072894-0.016171i,0.0037105+0.0064167i,0.011147+0.012089i,0.008534+0.012991i,0.001234+0.016406i,-0.0018996+0.018917i,-0.0020282+0.013258i,-0.0023558+0.001946i,-0.00050365-0.0083723i,0.0034749-0.014393i
0.17881-0.11701i,0.2494-0.14064i,0.19686-0.04275i,0.081749+0.10591i,0.030218+0.20305i,0.044754+0.18617i,0.059706+0.095904i,0.063812+0.037716i,0.066541+0.0061974i,0.038289-0.018201i,-0.0011231+0.0017793i,-0.0022951+0.037924i,0.011453+0.041328i,0.012902+0.025274i,0.01034+0.0071017i,0.0075899-0.01133i,0.0035733-0.018396i,0.0028896-0.010479i,0.0056742-0.003545i,0.0041765-0.0049186i,-0.0019666-0.0050237i,-0.0056118+0.0013557i,-0.0043274+0.0068368i
0.040019+0.27073i,0.12565+0.37492i,0.1436+0.27668i,0.0622+0.088486i,0.0032123-0.012521i,0.0063554-0.048655i,-0.0063595-0.069324i,-0.031823-0.082246i,-0.049027-0.090613i,-0.058111-0.061521i,-0.034257-0.01813i,-0.0092705-0.01127i,-0.012354-0.015937i,-0.020222-0.013318i,-0.026042-0.008954i,-0.029865+0.0042379i,-0.020738+0.01508i,-0.0046755+0.0053153i,0.0011505-0.012105i,-0.002257-0.014874i,-0.0027716-0.0072845i,-0.0020214-0.0029315i,-0.0072272-0.0032641i
-0.097058-0.31082i,-0.13358-0.4748i,-0.078081-0.43477i,0.015643-0.24778i,0.058186-0.12241i,0.01161-0.069491i,-0.072629+0.0093168i,-0.10417+0.10515i,-0.073153+0.14784i,-0.017885+0.11374i,0.015118+0.038722i,0.01767-0.013669i,0.018972-0.023717i,0.024331-0.016925i,0.029131-0.006106i,0.034091+0.0040476i,0.032513+0.0090219i,0.019926+0.015677i,0.0069959+0.024422i,0.0026385+0.027051i,0.0036557+0.02439i,0.0064798+0.018673i,0.0089637+0.013302i
0.17739+0.024577i,0.19598-0.032748i,0.087221-0.085294i,0.01151-0.058723i,0.052929-0.016484i,0.087309+0.00087887i,0.088211+0.018267i,0.11555+0.01299i,0.12148-0.012827i,0.070059-0.015935i,0.011087+0.012546i,-0.011254+0.041167i,-0.0038454+0.042679i,-0.00034209+0.023722i,-0.0059377+0.0051216i,-0.0073083-0.008064i,-0.0029484-0.015956i,0.0036699-0.018799i,0.0090471-0.018707i,0.0093213-0.016156i,0.0051311-0.014911i,-0.00089383-0.01536i,-0.0048409-0.010341i
-0.38994+0.17285i,-0.62675+0.36315i,-0.63458+0.44595i,-0.45628+0.30488i,-0.33086+0.086517i,-0.2248-0.02022i,-0.076883-0.045501i,-0.016136-0.097177i,-0.04583-0.12135i,-0.051184-0.083164i,-0.012109-0.049092i,0.011198-0.048703i,-0.0069078-0.050101i,-0.031227-0.027155i,-0.036221-0.0020691i,-0.031195+0.0059098i,-0.02697+0.0037625i,-0.024483-0.0018221i,-0.024554-0.0074808i,-0.021542-0.0088732i,-0.013539-0.003683i,-0.0046844+0.002356i,0.0023437+0.0021279i
0.2746-0.12629i,0.49416-0.11462i,0.57772+0.037935i,0.42898+0.24492i,0.17387+0.3963i,-0.017224+0.39506i,-0.097675+0.28562i,-0.10073+0.24183i,-0.034664+0.22059i,0.018723+0.12924i,0.0027807+0.048614i,-0.017331+0.026466i,-0.0081017+0.021123i,0.01199+0.012102i,0.028127+0.0011441i,0.032541-0.0045751i,0.02968-0.0013537i,0.021253+0.0068696i,0.013287+0.014981i,0.0094031+0.015624i,0.0062301+0.011923i,0.0036779+0.012379i,0.0014053+0.011778i
0.061616+0.20258i,0.1779+0.14484i,0.30841-0.13605i,0.44705-0.3665i,0.59767-0.33533i,0.59045-0.18749i,0.40299-0.10033i,0.26758-0.10411i,0.18361-0.13647i,0.07678-0.099495i,0.021792-0.018593i,0.015394+0.014998i,0.004712+0.014124i,-0.0068853+0.0081449i,-0.018188+0.0007383i,-0.027065+0.0028431i,-0.023091+0.0092053i,-0.0047223+0.0073099i,0.014188-0.0021256i,0.019668-0.0086777i,0.017703-0.013634i,0.010129-0.024135i,-0.0037239-0.028645i
-0.20687-0.27521i,-0.39636-0.37983i,-0.52306-0.35964i,-0.52172-0.37597i,-0.41503-0.49298i,-0.2467-0.46844i,-0.12567-0.2905i,-0.14744-0.15741i,-0.20425-0.053152i,-0.13709+0.030003i,-0.018764+0.024511i,0.032-0.010096i,0.035669-0.016007i,0.020819-0.0061767i,0.0013562+0.0085535i,-0.0018774+0.013798i,-0.0027792+0.0071451i,-0.015339+0.0018051i,-0.02624+0.0021543i,-0.025853+0.0065611i,-0.019979+0.013682i,-0.010941+0.024834i,0.0021803+0.031849i
0.25441+0.045776i,0.33657+0.073497i,0.15135+0.18369i,-0.23548+0.45646i,-0.49744+0.68707i,-0.43319+0.59352i,-0.22558+0.34979i,-0.069648+0.26257i,0.057028+0.24083i,0.10126+0.12372i,0.033206+0.015721i,-0.028398-0.0061787i,-0.029947-0.0019226i,-0.0043289+0.0036044i,0.021174+0.0075405i,0.03012+0.0059902i,0.028684+0.0059211i,0.024352+0.0035586i,0.014362-0.0020414i,0.00057364-0.0052079i,-0.010978-0.0041493i,-0.015135-0.0014929i,-0.015304-0.00027822i
-0.40933+0.07287i,-0.63443+0.1436i,-0.51991+0.21215i,0.013765+0.29417i,0.53678+0.32497i,0.6356+0.23652i,0.46631+0.10432i,0.36354-0.042789i,0.27442-0.19512i,0.10813-0.21427i,0.0081408-0.10339i,0.0045496-0.028618i,-0.007651-0.018859i,-0.029139-0.015008i,-0.03001-0.013652i,-0.029824-0.015888i,-0.030027-0.0084717i,-0.015744+0.0056349i,0.0013187+0.013961i,0.011231+0.012327i,0.021964+0.0033231i,0.028473-0.011348i,0.024514-0.023298i
0.26089-0.058555i,0.44662+0.047075i,0.5646+0.13199i,0.54483-0.12857i,0.35057-0.56744i,0.049514-0.65524i,-0.17057-0.41864i,-0.27398-0.19568i,-0.28342-0.041649i,-0.1833+0.046264i,-0.072138+0.049977i,-0.014069+0.042528i,0.030057+0.039237i,0.047973+0.0086818i,0.028756-0.020411i,0.012315-0.025014i,0.012276-0.017302i,0.014385-0.013396i,0.011978-0.011408i,0.0087045-0.0039427i,0.0034274+0.0047544i,-0.00648+0.013231i,-0.014183+0.020108i
0.12779+0.19674i,0.35471+0.11286i,0.4518-0.21001i,0.14705-0.41422i,-0.2678-0.26047i,-0.33734-0.012763i,-0.17963+0.089125i,-0.041102+0.11936i,0.049962+0.12892i,0.074787+0.10268i,0.056944+0.06577i,0.034552+0.016337i,0.0031569-0.023659i,-0.019597-0.01639i,-0.026986+0.017752i,-0.021917+0.043208i,-0.0098523+0.043547i,-0.0014832+0.021458i,0.0034235-0.0037987i,-0.00048229-0.01837i,-0.0093949-0.021636i,-0.0097923-0.018171i,-0.0080079-0.0083464i
-0.25008-0.38627i,-0.58357-0.62666i,-0.83427-0.53955i,-0.6558-0.075443i,-0.14712+0.336i,0.2267+0.38825i,0.30196+0.22218i,0.22353+0.024885i,0.095952-0.11648i,0.0016988-0.12409i,-0.0027605-0.062156i,0.017076-0.037495i,-0.0050719-0.022485i,-0.025751+0.012326i,-0.0141+0.031749i,-0.0069246+0.02395i,-0.014027+0.011043i,-0.023128+0.012873i,-0.028521+0.02676i,-0.022999+0.041316i,-0.011912+0.05042i,-0.0016091+0.048071i,0.005663+0.035249i
0.13781+0.26386i,0.1823+0.56795i,0.14341+0.76301i,0.077224+0.61755i,-0.027305+0.2485i,-0.21995-0.049452i,-0.39676-0.12508i,-0.42594-0.0057317i,-0.29641+0.13159i,-0.14815+0.10807i,-0.10456+0.01511i,-0.095444+0.001246i,-0.04535+0.016471i,-0.0015241+0.0025616i,0.01884-0.015261i,0.043536-0.016146i,0.065674-0.0053903i,0.073262-0.0049539i,0.066296-0.022889i,0.044117-0.045672i,0.019796-0.055896i,0.0046299-0.052142i,-0.0014834-0.042419i
-0.14094+0.076529i,-0.0023217+0.050741i,0.23589-0.076007i,0.29847-0.17896i,0.24565-0.11118i,0.31534+0.06148i,0.42701+0.14398i,0.44359+0.11171i,0.36564+0.0377i,0.21605-0.0042846i,0.097243+0.015593i,0.068028+0.010831i,0.039297-0.044143i,-0.012053-0.060895i,-0.033213-0.035157i,-0.030492-0.018626i,-0.028985-0.014308i,-0.032366-0.015967i,-0.043708-0.012847i,-0.047221+0.0086407i,-0.028095+0.030364i,-0.0050363+0.031624i,0.0012407+0.018452i
0.19985-0.2721i,0.1525-0.46315i,-0.016694-0.45319i,-0.14213-0.28507i,-0.20215-0.19576i,-0.27184-0.12124i,-0.26566+0.050651i,-0.16234+0.09823i,-0.10042+0.014427i,-0.062498+0.018336i,0.011421+0.056622i,0.02418+0.054313i,-0.0085661+0.079162i,0.013079+0.087126i,0.04778+0.032585i,0.048332-0.02094i,0.037472-0.027414i,0.029552-0.0013478i,0.028309+0.023952i,0.030997+0.032914i,0.025145+0.030378i,0.013459+0.030179i,0.0083891+0.038807i
-0.24083+0.31127i,-0.37357+0.49544i,-0.33608+0.54772i,-0.0099061+0.51545i,0.42179+0.44373i,0.62067+0.27961i,0.52574+0.091468i,0.32893-0.021743i,0.16353-0.045727i,0.077389-0.02022i,0.065186-0.02412i,0.051708-0.054325i,0.029279-0.044366i,0.02719-0.020003i,0.021553-0.015821i,0.016678-0.0097569i,0.022316-0.0030253i,0.031143-0.0091843i,0.03456-0.020151i,0.028221-0.021281i,0.021019-0.014224i,0.015753-0.017463i,0.0045324-0.025366i
-0.1429-0.28967i,-0.16837-0.21267i,-0.058722-0.0055418i,0.17858+0.088972i,0.39122-0.014519i,0.34461-0.19132i,0.025581-0.29018i,-0.21785-0.16864i,-0.15385-0.018637i,-0.069262-0.03415i,-0.10674-0.036641i,-0.072617-0.0057116i,-0.031488-0.073122i,-0.11004-0.12669i,-0.20116-0.099505i,-0.2101-0.07111i,-0.14764-0.060076i,-0.083755-0.045117i,-0.063707-0.023712i,-0.062608-0.0030278i,-0.054585+0.005424i,-0.045086-0.0032545i,-0.043934-0.017363i
-1.0092+8.1768i,0.37008+8.4262i,4.2216+7.2104i,6.0547+2.9982i,5.0052-0.85546i,2.2827-2.3954i,0.31553-1.5481i,-0.019331-0.33664i,0.59382+0.19495i,1.2867-0.17193i,1.0697-0.87411i,0.3321-1.0707i,-0.28916-1.0087i,-0.94177-0.97788i,-1.1698-0.6903i,-0.50931-0.073222i,0.31601+0.25574i,0.4587+0.18792i,0.20304+0.19606i,0.076834+0.20998i,-0.072027+0.10862i,-0.23155+0.14402i,-0.12472+0.21487i
-0.23296-0.27563i,-0.42826-0.48469i,-0.50905-0.57356i,-0.37904-0.37025i,-0.0045623-0.076822i,0.41518-0.10638i,0.46821-0.36737i,0.18213-0.38469i,-0.0047479-0.1858i,-0.024609-0.11978i,-0.057425-0.13347i,-0.060151-0.070493i,-0.0029863-0.025177i,0.0052474-0.053647i,-0.037277-0.075417i,-0.048203-0.055289i,-0.010949-0.035527i,0.025737-0.03414i,0.043062-0.042902i,0.03941-0.055717i,0.011792-0.050287i,-0.00044528-0.024247i,0.0082613-0.012175i
0.13952-0.021674i,0.088565+0.077651i,-0.079854+0.24836i,-0.21219+0.32686i,-0.25619+0.23716i,-0.20993+0.057073i,-0.078023-0.10996i,-0.041514-0.18374i,-0.089622-0.12603i,-0.060924-0.053187i,-0.027274-0.069804i,-0.044036-0.071511i,-0.0093023-0.041688i,0.059-0.070942i,0.082714-0.1154i,0.068443-0.11178i,0.041409-0.082337i,0.0161-0.052875i,0.0085279-0.023633i,0.0081006-0.0053136i,-0.0015727-0.00253i,-0.012144-0.00544i,-0.016503-0.011177i
-0.044799+0.29269i,0.064527+0.37707i,0.22965+0.28769i,0.27189+0.10868i,0.19297+0.0030313i,0.19136-0.040651i,0.25389-0.11897i,0.20939-0.1715i,0.087796-0.13264i,0.034747-0.091188i,0.022643-0.10194i,-0.0079431-0.09399i,-0.022362-0.050933i,-0.023314-0.031776i,-0.036979-0.049518i,-0.050963-0.062703i,-0.050322-0.045523i,-0.039306-0.020271i,-0.033131-0.013206i,-0.028373-0.01695i,-0.012995-0.018699i,0.00080694-0.015885i,0.004854-0.0065204i
0.031433-0.31938i,0.0014643-0.4098i,-0.028334-0.31519i,-0.029006-0.16039i,-0.016391-0.12741i,-0.0033246-0.22832i,-0.024133-0.33358i,-0.087827-0.3192i,-0.12386-0.21482i,-0.11808-0.11227i,-0.10349-0.038725i,-0.075541+0.0048599i,-0.033969+0.0216i,0.0085298+0.032337i,0.041938+0.049967i,0.059022+0.052147i,0.052248+0.031725i,0.029506+0.019779i,0.013899+0.020168i,0.0046895+0.0095047i,-0.0097126-0.0038372i,-0.015677+0.0031315i,-0.0044334+0.019702i
0.063589+0.20676i,0.10751+0.2051i,0.080843+0.017145i,-0.049705-0.17443i,-0.2294-0.2212i,-0.37282-0.17121i,-0.38936-0.023762i,-0.26287+0.11944i,-0.13621+0.14761i,-0.082341+0.11606i,-0.050521+0.082864i,-0.034193+0.063971i,-0.024043+0.058378i,-0.008924+0.040963i,-0.0012124+0.023117i,-0.0017251+0.019589i,-0.0030129+0.010377i,0.0063951-0.0083093i,0.01913-0.019021i,0.020726-0.01623i,0.013005-0.013264i,0.0037132-0.017416i,0.0015765-0.025848i
-0.18015-0.18132i,-0.30602-0.2117i,-0.32442-0.11233i,-0.19169+0.023148i,-0.019938+0.14006i,0.10293+0.26066i,0.22773+0.28643i,0.30608+0.16107i,0.26114+0.0083401i,0.17002-0.042189i,0.121-0.031408i,0.1021-0.029044i,0.068903-0.035098i,0.018517-0.031084i,-0.015929-0.012494i,-0.018105+0.0017029i,-0.0076037-0.003494i,-0.01302-0.01696i,-0.026146-0.021948i,-0.02056-0.018503i,-0.0024705-0.016736i,0.0034592-0.016577i,-0.002747-0.0094463i
0.27461+0.068603i,0.4046+0.063182i,0.36626+0.0015666i,0.18333-0.095893i,0.04596-0.17666i,0.050019-0.22034i,0.067863-0.27216i,-0.023962-0.28638i,-0.1395-0.17667i,-0.14475-0.046915i,-0.10617-0.011946i,-0.096868-0.015327i,-0.070802-0.0038624i,-0.01881+0.0041572i,0.024843-0.0041223i,0.039567-0.02756i,0.022293-0.041224i,-0.00056464-0.024957i,-0.0043179-0.004344i,-0.0081554+0.00045157i,-0.022039+0.006648i,-0.019547+0.024838i,0.0029991+0.036477i
-0.25381-0.036879i,-0.36447-0.099166i,-0.34812-0.15954i,-0.26788-0.13319i,-0.19312-0.08117i,-0.11954-0.1257i,-0.10141-0.16893i,-0.09397-0.087751i,-0.023427+0.017882i,0.036877+0.034169i,0.04716+0.021396i,0.040503+0.026808i,0.027346+0.029556i,0.012857+0.019654i,0.0021418-0.0018964i,-0.011263-0.011432i,-0.018369+0.0029236i,-0.011483+0.01406i,-0.0069272+0.0085412i,-0.010067+0.0009817i,-0.0062569-0.0014897i,0.0045982-0.0082961i,0.0064445-0.019295i
0.13614-0.083069i,0.10705-0.067463i,-0.0084146+0.082962i,-0.055861+0.20857i,-0.064266+0.16388i,-0.15232+0.06563i,-0.20494+0.04023i,-0.15446+0.016285i,-0.092297-0.029308i,-0.053494-0.028481i,-0.020783-0.014883i,-0.0057605-0.013869i,0.00052702-0.0047306i,0.0088395+0.0033852i,0.0071387+0.014639i,0.0039941+0.029445i,0.004586+0.020327i,-0.0015476-0.0017216i,-0.0088493-0.0042128i,-0.0049038+0.0082587i,0.0038229+0.0096206i,0.0013828-0.0034561i,-0.0067094-0.01374i
-0.13842+0.21055i,-0.14835+0.28462i,-0.081648+0.21236i,-0.039494+0.076108i,-0.072382+0.023637i,-0.10634+0.033257i,-0.077554+0.05151i,-0.022047+0.064511i,0.00016195+0.061175i,0.0080394+0.0301i,-0.0015011-0.016821i,-0.02875-0.039218i,-0.036378-0.035576i,-0.022126-0.031549i,-0.0050479-0.031013i,0.0028459-0.032549i,-0.0028038-0.025962i,-0.012168-0.011244i,-0.016094-0.0048507i,-0.016688-0.0085754i,-0.018104-0.0079963i,-0.018064-1.9523e-05i,-0.012288+0.0086782i
-0.011179-0.18538i,-0.034607-0.17403i,-0.0047454-0.0101i,0.10576+0.10151i,0.19167+0.064746i,0.1872+0.046298i,0.15735+0.043516i,0.099128-0.016158i,0.0243-0.039833i,-0.010303-0.0063103i,-0.013595+0.032919i,-0.001103+0.066553i,0.015761+0.075898i,0.01287+0.0594i,0.0034433+0.039342i,0.0019076+0.025195i,0.0058608+0.019514i,0.011332+0.023681i,0.017547+0.032357i,0.024595+0.032447i,0.02583+0.023704i,0.020952+0.020993i,0.017999+0.025461i
0.11386+0.23856i,0.22779+0.2657i,0.25891+0.098219i,0.1237-0.12i,-0.087722-0.21298i,-0.1871-0.20772i,-0.1885-0.16486i,-0.17846-0.077953i,-0.12607-0.0015465i,-0.051914+0.010655i,-0.014664-0.0067288i,-0.0071051-0.016705i,0.003162-0.018098i,0.018324-0.018216i,0.019989-0.018761i,0.0074051-0.016339i,-0.0035741-0.01549i,-0.0010369-0.021983i,0.008535-0.030994i,0.0074618-0.031135i,0.00091982-0.023308i,0.0044094-0.020794i,0.011251-0.026201i
-0.17289-0.15616i,-0.27293-0.1716i,-0.24739-0.091261i,-0.12836+0.0094656i,-0.033739+0.09901i,0.02131+0.15468i,0.083067+0.16101i,0.15533+0.13823i,0.17246+0.08708i,0.12198+0.032338i,0.075579+0.0073441i,0.06178-0.0050779i,0.043523-0.022485i,0.014998-0.027111i,0.00014414-0.015324i,0.001545-0.002366i,0.0056167+0.003134i,-0.0026639-0.001055i,-0.021601-0.0060077i,-0.027401-0.0024695i,-0.01635+0.0014564i,-0.010352-0.0033658i,-0.015922-0.0081386i
0.28547+0.085748i,0.44184+0.075542i,0.39904-0.00018718i,0.18648-0.075594i,0.01079-0.095666i,-0.059987-0.076538i,-0.072577-0.080955i,-0.087306-0.12649i,-0.11328-0.12921i,-0.10452-0.066852i,-0.073782-0.020165i,-0.057645-0.0070604i,-0.036921+0.0038382i,-0.0060112+0.0035891i,0.0090187-0.0087084i,0.0030304-0.018071i,-0.011157-0.018402i,-0.020775-0.0059958i,-0.013159+0.012986i,0.0014357+0.017379i,0.0015972+0.0084521i,-0.010336+0.0087612i,-0.01413+0.016411i
-0.25883-0.040225i,-0.38376-0.071527i,-0.38257-0.099344i,-0.28658-0.06418i,-0.15194+0.0067113i,-0.01516+0.016542i,0.0505-0.015639i,0.04686+0.0004122i,0.044559+0.031542i,0.049506+0.017333i,0.044485-0.0096396i,0.029069-0.023879i,-0.00040185-0.026538i,-0.027942-0.01377i,-0.033283+0.0051919i,-0.019647+0.017941i,-0.00077343+0.022809i,0.013842+0.021711i,0.019186+0.012546i,0.017159+0.0019941i,0.018016+0.00073502i,0.026684+0.0038901i,0.03198+0.0026844i
0.21487-0.10741i,0.26785-0.13816i,0.2113-0.043254i,0.13567+0.069541i,0.081214+0.064309i,0.010646+0.010798i,-0.054045-0.011883i,-0.076154-0.024485i,-0.072832-0.03097i,-0.063251-0.015465i,-0.05247+0.0080214i,-0.041178+0.033452i,-0.014939+0.0549i,0.013571+0.052679i,0.021676+0.035756i,0.017311+0.02192i,0.011986+0.006762i,0.0082343-0.0082475i,0.0068993-0.013103i,0.0045354-0.011755i,-0.0024788-0.013189i,-0.011822-0.016008i,-0.015353-0.014805i
-0.19148+0.17535i,-0.25281+0.22263i,-0.23826+0.13517i,-0.18918+0.024525i,-0.15149-0.013396i,-0.12247-0.02579i,-0.096132-0.0050129i,-0.062642+0.043537i,-0.032211+0.062226i,-0.011701+0.042385i,0.0068207+0.0040745i,0.013648-0.033314i,0.013233-0.05552i,0.015827-0.061812i,0.016195-0.054783i,0.010818-0.041803i,0.00095637-0.028854i,-0.0093552-0.017236i,-0.015794-0.010272i,-0.017574-0.0055207i,-0.014795+0.0011659i,-0.0097527+0.0072148i,-0.0051808+0.0090279i
0.047592-0.20978i,0.032233-0.20744i,0.052734-0.030409i,0.13993+0.12563i,0.18276+0.14681i,0.14234+0.13831i,0.12942+0.12889i,0.14611+0.07751i,0.11984+0.029658i,0.067921+0.023158i,0.022461+0.040225i,-0.0016687+0.065072i,-0.01041+0.071769i,-0.02035+0.058392i,-0.020376+0.043902i,-0.0064507+0.026921i,0.0038092+0.0092053i,0.0048245+0.0029395i,0.0041419+0.0059345i,0.0070351+0.0055648i,0.010824+0.0020958i,0.011682+0.0048975i,0.01137+0.011392i
0.050278+0.23576i,0.1424+0.25508i,0.15935+0.084338i,0.066961-0.11834i,-0.018336-0.20239i,-0.031049-0.21021i,-0.030593-0.19998i,-0.05843-0.17328i,-0.078955-0.1205i,-0.055548-0.059887i,-0.012278-0.034679i,0.0067135-0.044193i,0.0080772-0.046363i,0.01516-0.032595i,0.016567-0.020942i,-0.0009616-0.011028i,-0.018803+0.00082399i,-0.019102+0.0034401i,-0.011889-0.0049696i,-0.0087651-0.0090272i,-0.004196-0.008928i,0.0049704-0.01568i,0.0092873-0.026925i
-0.17149-0.19065i,-0.28499-0.17585i,-0.25318-0.033635i,-0.099621+0.065072i,-0.01168+0.061758i,-0.0043891+0.061919i,0.019326+0.069532i,0.040877+0.0588i,0.046155+0.055952i,0.053131+0.038977i,0.047695+0.013384i,0.03729+0.013547i,0.030187+0.019549i,0.021717+0.01588i,0.019385+0.009716i,0.023764+0.0018755i,0.026064-0.0028185i,0.018542+0.0016039i,0.0073581+0.011367i,0.00261+0.013662i,-0.0015352+0.0077364i,-0.0106+0.0071766i,-0.015466+0.01455i
0.25991+0.13094i,0.4203+0.081123i,0.38844-0.072547i,0.17065-0.18169i,-0.028302-0.17641i,-0.10425-0.14536i,-0.1288-0.13416i,-0.12818-0.11342i,-0.094399-0.091159i,-0.063392-0.06511i,-0.049222-0.038791i,-0.046453-0.029782i,-0.039356-0.024025i,-0.020821-0.021942i,-0.011887-0.023136i,-0.015121-0.017555i,-0.01548-0.013656i,-0.0089849-0.015577i,-0.0015949-0.016667i,-0.00053676-0.01134i,-0.0021656-0.0067941i,-0.0017786-0.0095293i,-0.00020084-0.013826i
