0.002016+0.0010606i,0.0019291-0.000309i,0.00040911-0.0025576i,-0.00067445-0.0030092i,-0.00093279-0.0014678i,-0.0018559+0.00061503i,-0.0019252+0.0019209i,-0.00060177+0.0023784i,0.00032716+0.0017943i,0.00080296+0.00091168i,0.0011095-4.6036e-05i,0.0011888-0.0012717i,0.00098631-0.0014768i,0.00071459-0.00062107i,0.00010598+8.7138e-05i,-0.00090368+0.00060441i,-0.00056307+0.00081334i,0.00054546+0.0013115i,0.00048661+0.0010164i,0.00072714-0.00044948i,0.00071827-0.0012979i,0.00022388-0.0014653i,-0.00016348-0.00080661i
0.060933+0.06367i,0.13599+0.1458i,0.19623+0.18717i,0.19409+0.10548i,0.15046-0.01484i,0.11802-0.0461i,0.10241-0.012149i,0.069635+0.0071165i,0.025167+0.004322i,-0.0045146+0.0029543i,-0.012439+0.0064734i,-0.0053146+0.0078792i,0.0032612+0.0050168i,0.0074467+0.00073345i,0.0083143-0.0022939i,0.0047879-0.0020472i,-0.0010602+0.00016699i,-0.0012574+0.00036398i,0.002067-0.0016649i,0.00078683-0.0019048i,-0.0030214+0.0003887i,-0.0028968+0.0008901i,0.0018573-0.0017846i
-0.083718-0.027777i,-0.18586-0.069332i,-0.26189-0.082999i,-0.23387-0.014538i,-0.14811+0.073438i,-0.10029+0.085006i,-0.084634+0.045322i,-0.04825+0.015972i,-0.0022057+0.0039354i,0.021858-0.0052497i,0.021582-0.012665i,0.011699-0.011654i,0.0049089-0.0046526i,0.001056-0.00045179i,-0.0022422-0.00028628i,-0.0019264-0.0031427i,0.00085749-0.0083306i,0.0010249-0.009948i,-0.00039346-0.0060141i,0.0018985-0.002053i,0.0045372-0.0029916i,0.00073128-0.0048141i,-0.0063857-0.0026996i
0.077448-0.011307i,0.1867-0.020306i,0.26798-0.041946i,0.2333-0.094085i,0.139-0.13794i,0.094612-0.11984i,0.084187-0.070051i,0.052023-0.034202i,0.012537-0.012479i,-0.0058662+0.0053382i,-0.0053751+0.014203i,-0.00022995+0.010892i,0.0028817+0.0032136i,0.0043201-0.0039079i,0.0025125-0.0073837i,-0.002565-0.0047055i,-0.0069946+0.0011672i,-0.0068588+0.0032464i,-0.003747-5.8932e-05i,-0.0032113-0.0021299i,-0.0041918+0.001449i,-0.00092269+0.0070894i,0.0043004+0.0075701i
-0.06714+0.045497i,-0.16207+0.099258i,-0.23189+0.15334i,-0.1894+0.18259i,-0.094412+0.17313i,-0.057896+0.12531i,-0.056781+0.064661i,-0.035883+0.018036i,-0.0078001-0.008839i,0.004729-0.021968i,0.0027461-0.024601i,-0.0012286-0.017556i,-0.0011976-0.0083996i,-0.0013781-0.0023392i,-0.0034809+0.00066876i,-0.0048894+0.0010823i,-0.0044533-1.8343e-05i,-0.0037117-0.0001298i,-0.0038841+0.0013668i,-0.0019878+0.00096865i,0.00027179-0.003306i,2.2311e-05-0.0063436i,-0.0016438-0.0037409i
0.035792-0.065071i,0.097989-0.15371i,0.14293-0.23473i,0.10463-0.25305i,0.033961-0.21414i,0.019964-0.15129i,0.030462-0.081889i,0.017973-0.025718i,0.00058688+0.0035073i,-0.0031284+0.014797i,0.0011253+0.016115i,0.0021845+0.011242i,-0.00096631+0.0057504i,-0.0030787+0.0010763i,-0.0031639+0.00014108i,-0.0020673+0.0039402i,-0.0013489+0.008022i,-0.00021502+0.0074463i,0.00093374+0.0036056i,-0.00094128+0.0021378i,-0.0036122+0.0049895i,-0.0022365+0.0046655i,0.0016909-0.0021021i
-0.0050363+0.072572i,-0.025416+0.1775i,-0.038266+0.27145i,-0.010336+0.27548i,0.020386+0.21166i,0.00013846+0.14102i,-0.031966+0.077981i,-0.032198+0.028259i,-0.017286+0.001951i,-0.0092445-0.009945i,-0.0092755-0.014847i,-0.0099631-0.011518i,-0.0081905-0.0059895i,-0.005707-0.00082152i,-0.0033872+0.0035895i,-0.0014448+0.0044523i,0.00045581+0.0030206i,0.00035117+0.0024329i,-0.00092296+0.00235i,0.00082985+0.00099116i,0.0020026-0.0010783i,-0.0013329-0.00043879i,-0.0057239+0.0031911i
-0.027063-0.061942i,-0.050863-0.16409i,-0.07391-0.25499i,-0.093713-0.25328i,-0.091421-0.18628i,-0.047113-0.12173i,0.0016855-0.064917i,0.018007-0.018342i,0.012882+0.0058562i,0.0085566+0.01515i,0.0097831+0.016187i,0.0097426+0.011805i,0.0070378+0.0082106i,0.0051808+0.0041855i,0.0044541-0.00037065i,0.0036966-0.0014131i,0.0031583+0.00031477i,0.0031732+0.001227i,0.0021678-0.00017857i,-2.2264e-05+0.00096492i,-3.2291e-05+0.0047256i,0.0034278+0.0056369i,0.0057064+0.0018345i
0.053518+0.044797i,0.11712+0.12414i,0.17184+0.20123i,0.18138+0.20433i,0.14147+0.15508i,0.070989+0.11153i,0.014473+0.06998i,-0.0046923+0.030638i,-0.0024046+0.0072415i,-0.003393-0.0048461i,-0.009948-0.008416i,-0.010576-0.0046747i,-0.0062937+0.0005726i,-0.0013947+0.0031907i,0.0030195+0.0030869i,0.0046948+0.0012358i,0.0047378-0.0018899i,0.0045598-0.0032132i,0.0030473-0.0013147i,0.0011656-0.0015974i,0.00071845-0.0050297i,0.00058706-0.0054545i,0.00082275-0.0017767i
-0.066272-0.015714i,-0.15416-0.060521i,-0.22986-0.11258i,-0.23003-0.12119i,-0.16157-0.094179i,-0.073819-0.072654i,-0.010373-0.047186i,0.013217-0.016382i,0.014313+0.0025159i,0.01607+0.0079567i,0.018287+0.0053119i,0.015463+0.0018702i,0.011165-5.1455e-05i,0.0067519-0.0026927i,0.0020457-0.0044003i,-0.0012702-0.0049057i,-0.0025293-0.0034436i,-0.00049692-0.0021178i,0.0027408-0.0024891i,0.0035839-0.0013214i,0.0020185+0.0022379i,0.00014506+0.002113i,-0.0023906-0.0029673i
0.062325-0.013849i,0.15741-0.0095951i,0.24761+0.0097887i,0.25421+0.024164i,0.18185+0.030399i,0.090497+0.037641i,0.020799+0.026806i,-0.0086992+0.0049613i,-0.011078-0.0066316i,-0.010247-0.0066626i,-0.010965-0.0027214i,-0.0088746-0.00051893i,-0.0036874-0.00049174i,0.00014131-0.0017739i,0.00029808-0.0034111i,-0.0015712-0.0049024i,-0.0033281-0.0064461i,-0.003312-0.0056722i,-0.0020415-0.0031334i,-0.00054714-0.0022648i,-6.4098e-05-0.0029374i,-0.0023555-0.00035491i,-0.0031623+0.0045434i
-0.050799+0.037195i,-0.13461+0.068242i,-0.2221+0.079575i,-0.23076+0.056856i,-0.1604+0.012513i,-0.075728-0.026564i,-0.012185-0.031595i,0.01638-0.016593i,0.017218-0.006999i,0.014293-0.0044396i,0.012664-0.004705i,0.0083134-0.0055195i,0.0042477-0.0058799i,0.00069819-0.0054403i,-0.0024228-0.0028975i,-0.0042115+0.0014661i,-0.0049975+0.0052184i,-0.0049453+0.0045863i,-0.0037083+0.00026522i,-0.0026652-0.0026424i,-0.00079267-0.0010931i,0.002491+0.0026141i,0.0040299+0.002576i
0.026919-0.048251i,0.089086-0.10804i,0.16243-0.15022i,0.17615-0.13282i,0.12361-0.068203i,0.053584-0.0059541i,-0.001791+0.021541i,-0.022966+0.01998i,-0.017567+0.010512i,-0.010481+0.0038275i,-0.0089901+0.00079181i,-0.0075461+0.0001455i,-0.0050199-0.00022842i,-0.0025311+0.00014839i,-0.0013246+0.0015433i,-0.0011479+0.001267i,-0.0020771-0.0001482i,-0.0034981+0.00083591i,-0.0029113+0.0030801i,-0.0025601+0.0014014i,-0.0032081-0.0032683i,-0.0016222-0.0055389i,0.0021529-0.0044326i
-0.0055376+0.052227i,-0.035962+0.12821i,-0.087406+0.19233i,-0.11223+0.17356i,-0.091286+0.089215i,-0.047792+0.012354i,-0.0059129-0.020693i,0.0097685-0.019629i,0.0065816-0.0083499i,0.0064468-0.0029735i,0.0076368-0.003163i,0.0043648-0.0030799i,-0.00062979-0.0011502i,-0.0042609+0.00088053i,-0.0044844+0.0027011i,-0.0012951+0.0055443i,0.0025479+0.0085715i,0.0039538+0.0070051i,0.0025639+0.00153i,0.00031395+9.8299e-05i,-5.282e-05+0.0034326i,-1.0235e-06+0.003869i,-0.002687-1.3944e-05i
-0.014849-0.048245i,-0.015423-0.12737i,0.006789-0.19975i,0.033466-0.18611i,0.039179-0.095376i,0.023472-0.010192i,-3.1833e-05+0.024795i,-0.0091803+0.023074i,-0.0054883+0.011078i,-0.005109+0.0047212i,-0.0068467+0.0049235i,-0.0065593+0.0051289i,-0.0037276+0.0040615i,2.7206e-05+0.0031847i,0.0017565+0.00068968i,-0.00014161-0.0028076i,-0.0019592-0.0040188i,-0.0010713-0.002149i,0.001285+0.00085309i,0.001838+0.0019016i,7.1108e-05+0.00088181i,-0.0024629+0.00095967i,-0.0034685+0.0037583i
0.029681+0.031606i,0.060895+0.097497i,0.06766+0.16802i,0.03753+0.1656i,0.001032+0.089742i,-0.0084663+0.012968i,0.0060512-0.020431i,0.015237-0.017331i,0.011973-0.0063191i,0.0079571-0.003724i,0.0046086-0.0049858i,0.0020253-0.0028006i,0.001742+0.00088267i,0.0018441+0.0034497i,0.0025782+0.003934i,0.0053115+0.0034391i,0.0082564+0.002921i,0.0069473+0.0009174i,0.0014543-0.0013242i,-0.0020765-0.00091914i,-0.00026549+0.0014507i,0.0040162+0.003605i,0.0054395+0.003314i
-0.043407-0.017057i,-0.093869-0.062325i,-0.12394-0.11874i,-0.08976-0.12291i,-0.025291-0.063848i,0.0043574+3.7833e-05i,-0.0041919+0.030225i,-0.010498+0.027601i,-0.0059424+0.015091i,-0.0020415+0.009659i,-0.00034592+0.00674i,0.0010667+0.0032897i,0.0028094+0.0015282i,0.0033975-0.00038558i,0.0012662-0.0025652i,-0.0029909-0.004226i,-0.0060009-0.0049717i,-0.0039953-0.0029941i,0.00037367-0.00070208i,0.0027877-0.0007279i,0.00093918-0.0026554i,-0.0017095-0.004484i,-0.0011449-0.0046548i
0.040488-0.0017956i,0.10228+0.016417i,0.14831+0.052692i,0.12144+0.0645i,0.048873+0.028811i,0.0026937-0.016951i,-0.0010404-0.038709i,0.0030194-0.034288i,0.0019787-0.019811i,0.0025809-0.0098504i,0.0036659-0.0056781i,0.0034811-0.0022517i,0.0032897-0.00020156i,0.0018793-3.2417e-05i,0.0013382-0.00043368i,0.002224-0.0015196i,0.0039726-0.0025632i,0.0038869-0.0033033i,0.0013091-0.0028834i,-0.00026458-0.00041192i,0.0007828+0.0022836i,0.0017405+0.0023749i,-0.00088281-0.00026145i
-0.032995+0.01101i,-0.090154+0.016406i,-0.14236-0.00014085i,-0.12422-0.019412i,-0.04983-0.0087836i,0.0027309+0.022188i,0.013713+0.039688i,0.010412+0.030692i,0.0081291+0.013601i,0.0060302+0.0043904i,0.0013371+0.00071974i,-0.0031801-0.001261i,-0.0042913-0.0025954i,-0.0032177-0.0038118i,-0.0037945-0.0033051i,-0.007275-0.0011866i,-0.010424+0.00033479i,-0.0086783-0.00040802i,-0.0030956-0.0023636i,-0.00051444-0.0046152i,-0.0014779-0.0051092i,-0.0037399-0.0016636i,-0.004219+0.0032132i
0.022738-0.028036i,0.069764-0.056095i,0.11991-0.063351i,0.10639-0.043191i,0.035998-0.029198i,-0.014656-0.035594i,-0.023033-0.039434i,-0.015853-0.02328i,-0.0078086-0.0060789i,-0.0020253-0.0031008i,0.00086011-0.0047947i,0.0025837-0.0041848i,0.0028848-0.0033422i,0.0010438-0.0012208i,0.00039554+0.00051634i,0.0021821-3.3105e-05i,0.0033378-0.00030186i,0.00051772+0.00057535i,-0.0035322+0.00070713i,-0.0036286+0.00075009i,-0.00022071+0.0018014i,0.0047432+0.0022685i,0.0076159+0.0013087i
-0.0063669+0.028539i,-0.036413+0.068974i,-0.076161+0.092571i,-0.073461+0.074001i,-0.020275+0.041976i,0.020561+0.032557i,0.023839+0.031995i,0.013162+0.017576i,0.0051566+0.0022636i,0.0016453-0.0011059i,-0.00032407+9.2678e-05i,-0.0027713+0.0014778i,-0.0039232+0.0025012i,-0.0044724+0.0013656i,-0.0059304+0.0018078i,-0.0068185+0.004984i,-0.0065813+0.0067792i,-0.0047525+0.004922i,-0.0027783+0.0012185i,-0.0039872-0.001035i,-0.006501-0.0016477i,-0.0068304-0.0019607i,-0.0044134-0.0023899i
-0.0054439-0.029851i,0.0054697-0.075158i,0.027851-0.11153i,0.028083-0.09441i,-0.0083922-0.04823i,-0.038205-0.027861i,-0.034464-0.025955i,-0.014581-0.016624i,-0.002221-0.0060755i,0.00056628-0.0031759i,0.00057047-0.0034332i,0.00037072-0.0026166i,0.0010592-0.00029019i,0.0013217+0.0017232i,0.0027876+0.00099955i,0.0060214-0.0016176i,0.0072565-0.0024177i,0.0054703-8.1555e-05i,0.0039653+0.003356i,0.003855+0.0060328i,0.0051779+0.0067737i,0.0052325+0.0038155i,0.0020948-0.0021982i
0.017925+0.021268i,0.026524+0.063767i,0.022987+0.10134i,0.019081+0.088534i,0.034872+0.044231i,0.048507+0.02346i,0.04078+0.022481i,0.021823+0.015662i,0.0079644+0.0076557i,0.0033629+0.0044557i,0.00015673+0.0022344i,-0.0031869+0.0017396i,-0.002873+0.0022053i,-0.0016098+0.0021953i,-0.0026531+0.0031495i,-0.0031804+0.0050192i,-0.0023437+0.0053226i,-0.001286+0.0025743i,-0.00031657-0.0012423i,-0.00090146-0.0022248i,-0.0024184-0.0010538i,-0.0051414+0.002419i,-0.0068909+0.0070862i
-0.019538-0.015033i,-0.043032-0.04787i,-0.05372-0.083332i,-0.047611-0.074551i,-0.049579-0.033242i,-0.056505-0.010465i,-0.047195-0.0085753i,-0.026819-0.0050536i,-0.011062+0.0010147i,-0.0035754+0.002029i,0.00053587-0.0015121i,0.003562-0.0045761i,0.0038334-0.0047494i,0.003554-0.003971i,0.0048221-0.0046742i,0.0045338-0.0064655i,0.0031834-0.0071847i,0.0028504-0.0045259i,0.002506-0.0013466i,0.0038469-0.00014451i,0.0068452-6.3223e-05i,0.0089113-0.0015244i,0.0097629-0.0028421i
0.022602+0.0022204i,0.0553+0.021049i,0.078967+0.044233i,0.074558+0.039318i,0.06431+0.0067299i,0.05913-0.0096781i,0.045693-0.0050995i,0.024506-0.0035855i,0.0097541-0.004793i,0.0044893-0.0018157i,0.0023191+0.0038567i,0.0016606+0.0075553i,0.0020192+0.0054577i,0.0012085+0.0019162i,-0.00094349+0.0024892i,-0.0025964+0.0040575i,-0.0034505+0.0032047i,-0.0037996+0.00049176i,-0.0040774-0.0012383i,-0.0052164-0.001692i,-0.0071062-0.00075926i,-0.0072339+0.0012498i,-0.0034042+0.0022975i
-0.018114+0.0070559i,-0.051388+0.0036185i,-0.081393-0.010418i,-0.081088-0.011901i,-0.065767+0.0087545i,-0.056274+0.019447i,-0.040191+0.013081i,-0.013815+0.0082207i,0.0038885+0.0053335i,0.0062381-0.00014787i,0.0022508-0.0050231i,-0.0011384-0.0075372i,-0.0017211-0.006462i,-0.0013084-0.0054526i,-0.001351-0.007075i,-0.0024548-0.0083969i,-0.0018705-0.0070612i,0.0005592-0.0031217i,0.0030682-0.0010121i,0.0058935-0.0017949i,0.0074047-0.0035464i,0.0053692-0.0060127i,0.0010164-0.0080092i
0.013129-0.011574i,0.041892-0.022405i,0.072978-0.024049i,0.074617-0.025369i,0.056422-0.036022i,0.044393-0.035419i,0.03138-0.019274i,0.013133-0.0060546i,0.0017856-0.00066294i,0.0011984+0.0025114i,0.0037494+0.0035361i,0.0042228+0.0029693i,0.001987+0.0021236i,-0.00040264+0.0029753i,-0.00063594+0.0062698i,-0.0010593+0.0079108i,-0.0030958+0.0071542i,-0.004427+0.0044704i,-0.0046443+0.0012995i,-0.0052279+0.00097722i,-0.0062012+0.0031518i,-0.0057208+0.006867i,-0.0040982+0.010272i
-0.0069414+0.016006i,-0.027645+0.035422i,-0.053581+0.049294i,-0.05662+0.051954i,-0.041415+0.052193i,-0.034166+0.044434i,-0.026991+0.024783i,-0.012495+0.0059741i,-0.00336-0.003508i,-0.0017957-0.0054913i,-0.0028295-0.0054167i,-0.0040006-0.0054648i,-0.0036251-0.0047693i,-0.0032122-0.003868i,-0.0042799-0.0047691i,-0.0037396-0.0056632i,8.788e-05-0.0047158i,0.0027312-0.003075i,0.0019426-0.0032337i,0.00095729-0.0039377i,0.0025603-0.0038238i,0.0043395-0.0045912i,0.0042152-0.0049188i
-0.0027399-0.015531i,0.0073303-0.0388i,0.02571-0.060775i,0.031082-0.06639i,0.022658-0.06289i,0.019087-0.051477i,0.016927-0.029958i,0.0097106-0.011284i,0.0049958-0.003174i,0.0050749-0.00048106i,0.0052042+0.0020579i,0.0042618+0.0044958i,0.0023164+0.0058872i,0.0025841+0.0059966i,0.005419+0.0063881i,0.0061126+0.0078243i,0.0024344+0.0094902i,-0.0018458+0.0089493i,-0.0035893+0.0062169i,-0.0045355+0.0053205i,-0.0053013+0.0068412i,-0.003831+0.007217i,-8.9204e-05+0.0057188i
0.0041917+0.014512i,0.0048135+0.0364i,-0.0021723+0.060979i,-0.0047608+0.06854i,-0.00058071+0.063589i,-0.0040618+0.051306i,-0.0087528+0.03155i,-0.005475+0.016214i,-0.0022276+0.0090969i,-0.0029376+0.0044559i,-0.0069782+0.00080917i,-0.009839-0.00031155i,-0.0071013-0.00012872i,-0.0041582-0.00019235i,-0.0049101-0.0017991i,-0.005184-0.0039959i,-0.0025023-0.0056151i,0.00056607-0.0055858i,0.0023189-0.00345i,0.0035692-0.002359i,0.0047821-0.0040711i,0.0038485-0.0072256i,-0.00031523-0.0090095i
-0.008187-0.0084226i,-0.015217-0.026709i,-0.016596-0.051893i,-0.016779-0.064131i,-0.018806-0.061898i,-0.011261-0.049993i,-0.0022932-0.029126i,-0.0024365-0.010718i,-0.0032052-0.0018015i,0.00032502+0.00021697i,0.0053939-0.0012045i,0.0075986-0.0016199i,0.0066298-0.00085112i,0.0063249+7.9312e-05i,0.0078086+0.00095738i,0.0081121+0.0021561i,0.0050741+0.0035813i,0.0016428+0.003516i,0.0010311+0.002774i,0.0016277+0.0033853i,0.0011131+0.0058296i,-0.0003684+0.0081897i,-0.0012694+0.010711i
0.0078331+0.001816i,0.021112+0.014703i,0.032345+0.034554i,0.035619+0.046772i,0.034327+0.046038i,0.023247+0.038878i,0.010096+0.024657i,0.0062919+0.0078885i,0.0047265-0.00076602i,0.0011345-0.0007899i,-0.0022336+0.0020126i,-0.0044256+0.0031249i,-0.0046022+0.00089762i,-0.0059182-0.0013587i,-0.0076628-0.002536i,-0.0078064-0.0038081i,-0.0068209-0.0052324i,-0.0037217-0.0065097i,-0.0016323-0.0073978i,-0.00080116-0.0082778i,4.0867e-06-0.0087676i,0.00087158-0.008622i,0.0012776-0.0066994i
-0.0094501-0.005055i,-0.024018-0.011732i,-0.041411-0.025737i,-0.04952-0.034917i,-0.046085-0.034727i,-0.031017-0.030334i,-0.013103-0.019726i,-0.0012511-0.0059074i,0.0046599+0.00052822i,0.0060335-0.00095011i,0.0045777-0.003391i,0.003568-0.0026136i,0.0042196-0.00018243i,0.0050806-0.00045756i,0.0056626-0.0015959i,0.0058014+3.7414e-05i,0.0042888+0.0026883i,0.0018238+0.0037904i,0.00020556+0.0032262i,-0.00065271+0.0020875i,-0.00042999+0.0026865i,0.00097481+0.0048621i,0.0038363+0.0056051i
0.006823-0.0034662i,0.023081-0.0036842i,0.043079+0.0017914i,0.053116+0.0076197i,0.048434+0.011136i,0.032668+0.015438i,0.013404+0.01275i,0.0013514+0.0051319i,-0.00085972+0.0018952i,-5.0164e-05+0.0023046i,-0.0021211+0.0029284i,-0.0055375+0.0027709i,-0.0065754+0.0021011i,-0.0067316+0.0022828i,-0.0078736+0.0032776i,-0.0087293+0.0030544i,-0.0081075+0.0010638i,-0.0061316-0.0015816i,-0.0047808-0.0027792i,-0.0041807-0.0025814i,-0.0031794-0.0027471i,-0.0024264-0.0047881i,-0.0032973-0.0076125i
-0.0028869+0.0067754i,-0.016419+0.012556i,-0.03574+0.013202i,-0.04841+0.0092768i,-0.048157+0.0022731i,-0.03599-0.0058958i,-0.018726-0.0074837i,-0.0070797-0.0051265i,-0.0037616-0.0049731i,-0.0031069-0.0061619i,-0.0012283-0.0070413i,0.0012529-0.0071325i,0.0037671-0.0062595i,0.0059007-0.0057416i,0.0057717-0.0050858i,0.0055193-0.0032269i,0.0051239-0.00029112i,0.0030752+0.0017192i,0.0012655+0.0014146i,0.00091768+0.0011933i,0.0011836+0.0032669i,0.0013128+0.006119i,0.001559+0.0074269i
0.00040666-0.0086367i,0.0091041-0.017966i,0.025373-0.025841i,0.038736-0.025517i,0.041796-0.016325i,0.03398-0.0029138i,0.018774+0.0032913i,0.0084374+0.0020024i,0.0052077+0.00046347i,0.0038215+0.00039479i,0.0019423+0.0025434i,-0.0014889+0.0057535i,-0.003791+0.0072149i,-0.0039718+0.0078008i,-0.0022822+0.0079456i,-0.0020471+0.0074082i,-0.0029733+0.0057025i,-0.0022599+0.003043i,-0.0012192+0.0013337i,-0.0013151+0.00076658i,-0.0011734-0.0011824i,-0.0010819-0.004064i,-0.0019506-0.0044784i
0.0027226+0.0022972i,-0.00060084+0.012526i,-0.011371+0.023746i,-0.02362+0.02962i,-0.030982+0.024708i,-0.027002+0.011463i,-0.014886+0.0035012i,-0.0055178+0.0052718i,-0.0023845+0.0060839i,-0.0028065+0.0028452i,-0.0030313-0.0012189i,-0.0015035-0.0042518i,0.00054961-0.0056871i,0.0019748-0.0065672i,0.0020588-0.0062106i,0.00225-0.0052247i,0.0029408-0.0041502i,0.0021401-0.0026234i,0.0014784-0.00034676i,0.0010727+0.001008i,0.00049215+0.0013135i,0.00075275+0.0030312i,0.0032357+0.0046201i
-0.0063714-0.0049378i,-0.006547-0.015224i,-0.00014566-0.029823i,0.011411-0.038854i,0.019251-0.035187i,0.018444-0.02075i,0.010043-0.0080074i,0.0017061-0.003554i,-0.0010433-0.001617i,0.0012741+0.00041824i,0.0026056+0.0018765i,0.0007935+0.0041081i,-0.0007871+0.0069595i,-0.00026298+0.0074908i,0.00021219+0.0051419i,-0.0006766+0.0030001i,-0.00049567+0.0015941i,0.00073204-0.00069161i,0.0010191-0.0019467i,0.001684-0.0013066i,0.0016856-0.00079786i,-0.00069912-0.0033458i,-0.0039967-0.0071657i
0.0031373+0.00083677i,0.0064247+0.0089192i,0.0066528+0.021347i,9.3514e-05+0.032491i,-0.0088721+0.032621i,-0.012882+0.021293i,-0.0077113+0.0095533i,0.0011507+0.0033333i,0.0041492+2.3147e-05i,0.0020932-0.0012195i,0.00037619-0.0018566i,0.00030811-0.0040135i,0.00060769-0.0059382i,-0.00034721-0.0062336i,-0.00086534-0.0062262i,-0.0006782-0.0055567i,-0.0013768-0.0043292i,-0.0011723-0.0027987i,0.00050152-0.0013376i,0.0012009-0.0004887i,5.6875e-05+0.0010872i,-0.00029067+0.0049582i,0.0015957+0.0079287i
-0.003427+0.0043243i,-0.0082999-0.00041083i,-0.012351-0.012183i,-0.010242-0.025758i,-0.0018491-0.029734i,0.006223-0.021592i,0.0064897-0.010165i,0.0036899-0.0024385i,0.003518+0.00038591i,0.0035863-0.00027772i,0.0024667+0.00033769i,0.0017984+0.003056i,0.0020682+0.0051877i,0.0022453+0.0048379i,0.0016196+0.0034843i,0.00051643+0.0029718i,-0.00062718+0.002768i,-0.00066721+0.00080228i,-0.00073446-0.0017605i,-0.00044822-0.0027072i,0.00066863-0.0039187i,-0.0006914-0.0057387i,-0.0033539-0.0050712i
0.0032278+0.0015361i,0.0087023+0.0038713i,0.017426+0.011274i,0.02121+0.020324i,0.013633+0.023609i,0.00082398+0.017047i,-0.0040733+0.0078807i,-0.0020401+0.0033406i,-0.00074155+0.0024275i,-0.00034925+0.0017876i,-0.00089196-0.00049045i,-0.0023429-0.0044229i,-0.0026055-0.0070245i,-0.0024081-0.0061469i,-0.0029789-0.0030093i,-0.0039221-0.00093771i,-0.0037381-0.00073927i,-0.0029995-0.00010535i,-0.0023296+0.0004033i,-0.0019713+0.00068281i,-0.0018636+0.0031317i,0.00095949+0.0059786i,0.006379+0.0060319i
-0.00077682+0.0055377i,-0.0061525+0.00564i,-0.014527+0.0011117i,-0.020672-0.010116i,-0.01639-0.019832i,-0.0067699-0.018185i,-0.0033016-0.0090558i,-0.0026618-0.0035176i,-0.00090649-0.0018753i,8.9248e-05-0.0004664i,0.00046293-0.0003389i,0.0018333+0.00083794i,0.0033715+0.0033533i,0.0040893+0.0037656i,0.0029535+0.0022136i,0.0014043+0.0012157i,0.0010519+0.0015152i,-2.3468e-05+0.0013695i,-0.00081741-6.415e-05i,-0.00031965-0.00068096i,-0.00033614-0.0022978i,-0.0025301-0.0050479i,-0.0060135-0.0068434i
0.00045135-0.0012592i,0.0063218-0.0021538i,0.016703-0.0020495i,0.024908+0.0020126i,0.022122+0.010058i,0.01135+0.012191i,0.0042066+0.0075033i,0.0030049+0.002831i,0.0030008+0.00099025i,0.0027356+0.00029945i,0.00044817-0.0009374i,-0.0034259-0.0030237i,-0.0062425-0.003371i,-0.0052431-0.0014179i,-0.0012696+0.0001853i,0.0015413+0.00036578i,0.0012351+0.0013418i,0.00069575+0.0032645i,0.00052929+0.0035424i,-0.00021507+0.0036673i,0.00050112+0.0056871i,0.0040154+0.0075616i,0.0071849+0.0063391i
-7.8585e-05+0.00029484i,-0.0042321+0.00279i,-0.014454+0.0032783i,-0.024686+0.00048557i,-0.024547-0.0062524i,-0.014329-0.0083662i,-0.0050897-0.0027486i,-0.0019769+0.0022418i,-0.0010136+0.0030899i,0.0013668+0.0018749i,0.003765+0.0010198i,0.0052095+0.0013221i,0.0058403+0.0023323i,0.0039615+0.0024424i,0.0012034+0.0017916i,3.6293e-05+0.00056346i,0.00012318-0.0010753i,0.00056905-0.0013716i,0.00039416-0.00055988i,0.00029844-0.00038002i,-0.00015592-0.0035289i,-0.0042921-0.0067297i,-0.0088536-0.0051328i
0.0013683-0.00069698i,0.0040081-0.0051737i,0.011384-0.0097963i,0.020922-0.0094554i,0.023193-0.0033393i,0.014465+0.002695i,0.0061234+0.0027008i,0.0034636+0.00039279i,0.0020495-6.8477e-05i,0.00033631-0.00085226i,-0.0010097-0.00065034i,-0.0033296+0.00053599i,-0.0039923+0.00035265i,-0.0019344-0.00064657i,-0.00020122-0.0021905i,0.00056149-0.0026285i,0.0015108-0.0019545i,0.002064-0.00096449i,0.0020933+6.5377e-05i,0.0019016+0.001471i,0.0025558+0.0036391i,0.0065237+0.0059904i,0.01058+0.0049483i
-0.0010924+0.0021992i,-0.0016649+0.0047031i,-0.0056631+0.0096597i,-0.012263+0.010217i,-0.015427+0.0040553i,-0.011672-0.0015053i,-0.0057946-0.0020816i,-0.001912-0.00094165i,0.00031999-0.0012249i,0.0022493-0.0015431i,0.0036099-0.0015708i,0.0039255-0.0013371i,0.0046855-0.0014503i,0.0030816-0.00051659i,-2.6209e-05+0.00046569i,-0.0017827+0.00097495i,-0.0024432+0.0012082i,-0.0019438-0.00074501i,-0.0016678-0.0020096i,-0.0019759-0.0027923i,-0.0038755-0.0042323i,-0.008177-0.0040019i,-0.011439-0.002565i
-0.0013259-0.00178i,-0.0026303-0.004307i,-0.0018937-0.010027i,0.0036917-0.01482i,0.0095022-0.01283i,0.0086612-0.0051719i,0.0043591-0.00065537i,0.002882+0.00013196i,0.0021599+9.3853e-06i,-3.8816e-05+0.00017397i,-0.0020137+3.3055e-05i,-0.002959+0.00029972i,-0.0030442-9.5245e-05i,-0.0020649-0.0013569i,-0.00088684-0.0019941i,-0.00052271-0.0024101i,-0.0018872-0.0023435i,-0.0010509-0.0018414i,0.00065596-0.00096894i,0.00052143+0.00064732i,0.0023933+0.003517i,0.0067953+0.0048216i,0.0099722+0.0022776i
