0.002016+0.0010606i,0.0019291-0.000309i,0.00040911-0.0025576i,-0.00067445-0.0030092i,-0.00093279-0.0014678i,-0.0018559+0.00061503i,-0.0019252+0.0019209i,-0.00060177+0.0023784i,0.00032716+0.0017943i,0.00080296+0.00091168i,0.0011095-4.6036e-05i,0.0011888-0.0012717i,0.00098631-0.0014768i,0.00071459-0.00062107i,0.00010598+8.7138e-05i,-0.00090368+0.00060441i,-0.00056307+0.00081334i,0.00054546+0.0013115i,0.00048661+0.0010164i,0.00072714-0.00044948i,0.00071827-0.0012979i,0.00022388-0.0014653i,-0.00016348-0.00080661i
-0.0017298-0.0017877i,-0.0018973-0.0025052i,-0.0015167-0.00054565i,-0.00099231+0.0013586i,-0.00018967+0.00086911i,0.00048996+0.00073841i,0.0009745+0.0013146i,0.00097374+0.00109i,0.00060278+0.00075188i,0.00025311+0.00018501i,0.00029211-0.00034654i,-0.00010547-8.3662e-05i,-0.00066512+0.00036014i,-0.00033455+0.00026839i,0.00056139+0.00016798i,0.00040401+3.597e-05i,-3.9298e-05+0.00017125i,0.00022155+0.00057852i,0.00025614-0.00016783i,-0.00024821-0.0010923i,-0.00088232-0.0014149i,-0.00087414-0.00085271i,-0.00014989-2.6209e-05i
-0.0013193-0.0020447i,-0.00092216-0.00092101i,-0.0010243-0.0010849i,0.00036489-0.00071849i,0.00090837-3.0044e-05i,0.00025034-0.00056219i,-0.00019429-0.0014144i,-0.00029682-0.00082429i,0.0002115+0.00047179i,0.00010672+0.00063736i,-0.00060104+0.00047564i,-0.00030888+0.00036406i,0.00034654+0.00017896i,0.00061349+0.00015448i,0.00016909+0.00039766i,-0.00082691+2.301e-05i,-0.00083722-0.00038862i,-0.00060141+0.00012897i,-0.00038722+0.00087596i,-9.0043e-05+0.00085067i,0.00031699+0.00035139i,0.00068607+0.00060026i,0.00022232+0.00049097i
-0.0017627+0.00030267i,-0.0017191+0.00017664i,-0.0012048+0.00025316i,-6.398e-05-0.0002762i,-4.3942e-05-0.0011642i,5.8401e-05-0.0014551i,-0.00015162-0.00067101i,-0.00056379-0.00063523i,-0.00050823-0.00061739i,-2.3155e-05-0.00030541i,0.0009739-0.00024817i,0.00096001+2.0564e-05i,0.00083292-5.4854e-05i,0.00042015+7.5213e-05i,0.000323+0.00022285i,0.00083311-0.00027955i,0.00013685-0.00017054i,-0.00086119-0.00013114i,-0.000399-0.00044853i,-0.00036565-0.00031117i,-0.00026947+0.0001733i,-4.6852e-05+0.00026525i,-0.00019301-0.00014206i
-7.602e-05+5.134e-05i,0.00040763+0.00039429i,0.00045862+2.5999e-06i,0.00066988-0.00028576i,0.00045193-0.00059881i,-0.00029265-0.00078793i,-0.0011435+5.085e-05i,-0.00095565-5.8523e-05i,-0.00068804-0.00021384i,-0.0010818-3.3242e-06i,-0.0011579+0.00033537i,-0.00042673+0.00010908i,0.00023888-0.00015637i,0.00015721+0.00053292i,0.00057656+0.000427i,0.00036405-5.7692e-05i,-0.00047767-0.00035599i,5.3562e-05-0.00050269i,0.00070366-5.5981e-05i,0.0008661+0.0004111i,0.00054109+0.00061124i,-0.00014734+0.00038246i,-0.00048769+0.00012389i
0.00025877+0.0011462i,-0.00023037+0.0013071i,-2.7058e-05-0.00011271i,0.00055485+0.00029844i,0.0008882+0.00090383i,0.001253+0.00036664i,0.0015134-7.3329e-05i,0.00099194+0.0002034i,0.00051746+0.00054543i,0.0010085+0.0003229i,0.00092097+0.00045715i,5.8173e-05+0.0005338i,-0.0003182+8.5191e-05i,0.00026237+5.4806e-05i,4.058e-05-0.00053554i,0.00029967-0.00077484i,0.0010018-3.3744e-05i,0.00027121-1.1039e-05i,-0.00040805-0.00049379i,-0.00072614-0.00069579i,-0.00050279-0.00051023i,-0.00059106-0.00041582i,-0.00031309-0.000432i
-0.0017438-0.0012844i,-0.0014234-0.0022647i,-0.0016932-0.0017009i,-0.0015071+0.00037752i,-0.00063176+0.00072493i,-0.00055715+0.00051574i,-0.00065447-7.2556e-07i,-0.00066307-2.8202e-06i,-0.00074775+0.00067918i,-0.00045129+0.00099772i,-8.8043e-05+0.00064353i,3.8489e-05-0.00028371i,-0.00034668-0.0006713i,-0.00018436+0.00019863i,-0.00065252+0.00097327i,-0.001015+0.00099768i,-0.00042037+0.00068801i,-0.0001046-0.00033392i,-0.00081165-0.00083396i,-0.0011763-0.00042543i,-0.00037305-0.00013225i,1.2326e-05+0.00011238i,-5.164e-05-5.3602e-05i
0.00046649-0.00174i,0.0010263-0.0010133i,0.00092313-0.0016349i,0.00021712-0.0017548i,-0.00074004-0.00071524i,-0.00012233-0.00056556i,0.00053073+0.00027983i,3.1813e-05+0.00045414i,-0.00024315+0.00014757i,0.00025345+0.00053625i,0.00059893+0.00037628i,6.3034e-06-5.144e-05i,-0.0007501+0.00023115i,-0.00050089+0.00089723i,-6.9984e-05+0.0009791i,0.00077011+0.00067141i,0.0012016-4.0793e-05i,0.00061761-0.00078086i,6.2983e-05-0.00064167i,0.00029214-0.00012944i,0.00034999-3.0297e-05i,-0.00020815-0.00029814i,-0.00046933-0.00085047i
-0.00063014+0.0018088i,-0.00093062+0.0023042i,-0.00064471+0.0021342i,0.00044716+0.0012666i,0.0014408+3.2158e-05i,0.0017237-0.0013342i,0.00079631-0.0010409i,-0.00045867+0.00033206i,-0.00064156+0.00038616i,0.00011488-0.00012952i,0.00077719-0.00027134i,0.0010576+0.00020347i,0.0012487-0.00018019i,0.00037339+0.00010469i,0.0001225+0.00056351i,0.00066119-0.00026197i,-0.0001885-0.00065713i,-0.00063522+0.00018292i,-0.00052265+0.00082999i,-0.00073707-0.00031991i,-0.00085858-0.00043404i,-0.00048652+0.00019916i,-0.00013051+0.00011721i
0.0011777-0.0023618i,0.0011605-0.0024538i,0.0010822-0.0025622i,0.00048157-0.0019974i,-0.00033043-0.0010118i,-0.0006973-0.00017121i,-0.00043644+0.00084041i,8.0995e-05+0.00081138i,-0.00012141+0.00035231i,-0.00047535-3.0355e-05i,-0.00020949-0.00085798i,5.082e-05-0.0010098i,2.4285e-06-0.0002675i,-0.00010147+0.00031239i,-0.00096011+0.0010326i,-0.0012182+0.00074594i,-0.00028775-3.3376e-05i,0.00049458-0.0004936i,0.0006978-0.00029652i,0.00043575+0.00081745i,-0.00010199+0.000996i,-0.00045389+0.00052352i,-3.5712e-05-7.1617e-05i
0.00050958-0.00030792i,0.0015854+0.00021497i,0.0014628-0.00029832i,0.0020372-0.00017809i,0.0020455+0.00023854i,0.0012412-0.00027311i,0.0010938-0.00046513i,0.0011852-0.0006044i,0.00085634-0.00035613i,0.00091564+0.00014247i,0.00087195+0.00018989i,0.00010305+0.00030533i,0.00042297-7.8327e-05i,0.00038905-8.403e-05i,-1.0818e-05-3.8751e-06i,-0.00026197-0.00035986i,-0.00035516-0.00047011i,7.4096e-05-0.00058019i,0.00011528-0.0005617i,-5.1798e-05-0.00016567i,-0.00039679+0.00073006i,-0.00041573+0.00098182i,0.00077174+0.0005369i
-0.00015581-0.0011987i,-0.00030265-0.00066911i,0.00030913-0.00033087i,0.00025831-0.00045475i,-4.8271e-05-0.00083423i,-0.00050712-0.00072235i,-0.00011994-0.00047478i,0.00031578+2.9793e-06i,-7.1929e-05+5.0516e-05i,-0.00017046-0.00025243i,-0.00050133-0.00046511i,-0.00078396-0.00070186i,-0.00049909-0.00069253i,-0.00049734+0.00044932i,-0.00052262+0.00088925i,-0.00073548-0.00035438i,-0.00092027-0.00015179i,-0.0002892+0.00075277i,0.00070609+0.00071376i,0.0012019-3.4437e-05i,0.00081437-0.00027086i,5.6442e-05-0.00032123i,0.0004692+2.901e-05i
0.00067617-0.00084453i,0.00042774-0.0003513i,0.0011711-0.00057772i,0.0016227-0.00036247i,0.0015569-2.9262e-06i,0.001081+0.00024548i,0.0002887+0.00024864i,-0.00024953+0.00014142i,-0.00017389+0.00063126i,8.3227e-05+0.0005533i,0.00016975+1.5094e-05i,0.00031487-0.00010298i,0.00080175+9.0602e-05i,0.0011925-0.00034836i,0.0009171-0.00070029i,6.794e-05-0.00051591i,-0.00049857-0.00060126i,-0.0001474-0.00036479i,0.00074014-0.00015591i,0.0008771-0.00021155i,0.001019+0.00025233i,0.00053985-4.1387e-07i,-0.00058351-0.0005462i
-0.00086589+0.00021947i,-0.00069391-0.00038149i,-0.00031005+0.00020719i,0.00020107+0.00039576i,0.0013003+0.00046939i,0.0013295+0.00022906i,0.00029106+0.00034792i,0.00020294+0.00056197i,0.0002738+0.00018428i,0.00021887+1.598e-05i,0.00027388-0.00032382i,0.00011264-0.00060215i,9.3093e-05-0.0010886i,0.00023075-0.00048929i,0.00039361+0.00075889i,5.5817e-05+0.0012566i,-0.0005833+0.00078939i,-0.0011485+7.3436e-06i,-0.00096364-3.4335e-05i,-0.00055733+0.00087079i,-0.00054131+0.0013048i,-0.00080747+0.00049603i,-0.00086925-0.00057897i
0.00043402+0.00036115i,0.00081911+0.00094814i,0.0019433+0.00078359i,0.0016814-0.0010035i,0.00068953-0.0020091i,-0.00039961-0.0015953i,-0.00057051-0.00021176i,0.00036179+0.00063372i,0.00081317+0.0011773i,0.00032333+0.0010867i,-0.00078011+0.00034982i,-0.0013974-0.00026174i,-0.00064713-0.00032561i,-0.00043138-0.00030049i,-0.0008169-0.00030658i,-0.00034508-0.00018006i,0.00055857-9.1394e-05i,0.0010816-0.00016025i,0.0012551+0.00025026i,0.00061496+0.00067186i,-0.00014284+0.00095538i,-0.00055508+0.00058125i,-7.9651e-06-0.00020024i
-0.00030052-5.6444e-05i,-0.00066087+0.00029732i,-0.0010247-2.0836e-05i,-0.00051644-0.00029141i,0.00099134-0.00012183i,0.0010873+7.9471e-06i,-0.00031636+7.1264e-06i,-0.00086584+0.0006364i,-3.1148e-05+0.001407i,0.00036122+0.0018175i,0.00036827+0.0013451i,0.00021641+0.00071004i,-4.4859e-05+0.00051546i,0.00025206+0.00040939i,-0.00043313+0.0001136i,-0.0010649-0.0001183i,-0.0011119+1.4715e-05i,-0.00071504+0.00046577i,-0.00071101+1.9113e-05i,-0.001223-0.00070956i,-0.00069921-0.0002274i,-0.00073459+3.5585e-05i,-0.00052712+0.00017968i
0.0019189+0.00079677i,0.0019769-0.00025559i,0.0016209+0.00030917i,0.0016476-2.0568e-05i,0.0017171-0.0013238i,0.00055595-0.0010064i,-0.00041913+0.00045226i,-0.00038075+0.00083072i,9.5235e-05+0.00045167i,-5.7929e-05-0.00013898i,-0.00057495-0.0010571i,-4.6335e-05-0.00077652i,0.00066803-3.5068e-05i,0.00082988+0.00067416i,0.00083708+0.00048213i,0.00059765-6.2228e-05i,-7.9413e-05+0.00010054i,-0.00068314-7.4189e-05i,-0.00061508-0.00064795i,8.635e-06-0.00095808i,0.00010152-0.00085788i,-0.00045752-0.00073531i,-0.00028593-0.00056628i
0.0003945-0.001228i,0.0010974+3.1856e-05i,0.0020666-0.00017739i,0.0021764-0.00097833i,0.0020226-0.00058128i,5.8317e-05-0.00018724i,-0.00042453-0.00017575i,0.00042816-0.00011288i,0.00050463+0.00026199i,-0.00020104+0.00060635i,-0.00051376+0.00016444i,-0.00076853-0.00027145i,-0.0010371-0.00011948i,-0.00040916-1.6467e-05i,-0.00019854-0.00028066i,7.7474e-05-0.00077416i,0.00094909-0.00084322i,0.0014119-0.0011121i,0.0013504-0.0011249i,0.00050722+0.00018003i,-0.00027949+0.00079872i,0.00035383+0.00046258i,0.00075013+0.00048489i
0.00094479-0.0016024i,0.0010238-0.0017477i,0.0014437-0.0019013i,0.0011519-0.0011698i,0.00092027-0.0013462i,0.00025047-0.0012365i,-0.00041805-3.9147e-05i,4.1349e-07+0.0010428i,0.0006017+0.00096692i,0.00099069+0.00040697i,0.00048818+5.5838e-05i,0.00040191+0.00052054i,0.00099691+0.0010529i,0.00076323-0.00015127i,-2.9991e-05-0.00073826i,-0.00014605-0.00055082i,-9.605e-05-0.00049077i,-0.00066257-0.00055635i,-0.00085029+1.8728e-05i,-0.00028309+8.4332e-06i,0.00028293-0.00038837i,-0.00067877-0.00016304i,-0.0011763+4.4525e-05i
0.00088524-0.00090952i,0.0017573-0.0010696i,0.0016726-0.00016412i,0.0012006-0.00044358i,0.0011922-0.0010217i,0.00081645-0.001507i,-0.00015364-0.0010947i,-0.00073083+0.00015369i,-0.00095678+0.00082812i,-0.00052482+0.00046023i,0.00052869+0.00073138i,0.0011461+0.00048529i,0.00097038+0.00018422i,0.00048429+0.00083888i,0.00042131+0.0012422i,0.00047289+0.00088118i,0.00068315+0.00013274i,0.00097872-0.00050166i,0.00060879-0.00053686i,-9.0407e-05-0.00013676i,-0.00011375-0.00027085i,0.00034719-7.2736e-05i,-4.7844e-05-9.8737e-05i
-0.0022727+0.0019678i,-0.0021868+0.0019319i,0.00063857+0.001953i,0.0025556+0.00050954i,0.0023887-0.00017227i,0.0014085-0.0002729i,0.0003731+0.00050829i,8.836e-05+0.00085253i,0.00030168+0.00054716i,0.00046149+0.00064619i,0.0011604-0.00029678i,0.0013686-0.00065206i,0.00092437-0.00060475i,0.00080279-0.00082663i,0.00060861-0.000575i,0.00039439-0.00046968i,0.00031704-0.00024975i,0.00047735+0.00023667i,0.00040086+0.00018204i,0.00045841-0.00047908i,0.00025874-0.00072755i,-0.00038029-0.00081307i,-0.00028377-0.00065669i
-0.00166-0.0015795i,-0.00073141-0.00076799i,-1.0084e-05-0.00087888i,-5.1762e-05-0.0011266i,-0.00022369-0.00063756i,-0.00019846-0.00095645i,1.4836e-05-0.0003332i,-0.00035303+0.00047939i,-0.00092349+0.00049568i,-0.00083271+0.0010103i,-0.00070101+0.0009927i,-0.00029084-0.00016722i,7.5535e-05-0.00081318i,0.00011293-0.0004764i,-0.0002502+0.00019434i,-0.00046102+0.00018635i,0.00047586-0.00020771i,0.0005456-0.00020647i,-0.00052143+0.00015285i,-0.00031657+0.00048165i,0.00066936+9.5062e-05i,0.0010357-0.00030731i,0.00049352+0.00012168i
0.0010287-0.00016437i,0.0007139+0.00072202i,0.0020996-0.00030546i,0.0024302-0.0013924i,0.0016496-0.0012638i,0.0015265-0.00021818i,0.00014739+0.00010016i,-0.00096688+0.00020447i,-0.00041969+0.00023133i,0.00044899+0.00016191i,0.00064793+0.00025299i,0.00028981+0.00050615i,-0.0001267+0.00020095i,-0.00010069-0.00032036i,0.00028356-0.00023508i,0.00054234-0.00020783i,-1.991e-05+0.00033048i,-0.00055958+0.00037589i,0.00014214-0.00014983i,0.00024585-0.00016199i,-0.00032859+0.00036522i,-0.00065093+0.0011648i,-0.00033173+0.0014503i
0.0012432-0.0014757i,-0.00015987-0.00066273i,-6.1795e-05-0.00071357i,-0.00021025-0.00071323i,-0.0012347-0.001605i,-0.001551-0.0015415i,-0.00070084-0.00052513i,0.00050825+9.3871e-05i,0.0010015+0.00037608i,0.00085031+0.00075188i,0.00027668+0.00044251i,-0.00016624+0.00029975i,-0.00055107+0.0005325i,-0.00038445-0.00047745i,-5.4864e-05-0.0013454i,3.1853e-05-0.00060739i,-7.7323e-06-9.8318e-05i,-0.00016173-0.0002976i,-0.00026789-0.00071213i,-0.00050456-0.00015145i,-0.00055848+0.00078875i,-0.00072693+0.00044168i,-0.001139-0.00017982i
0.00064862+5.0717e-06i,0.0011811-0.0010277i,0.0029509-8.9376e-05i,0.0035956+0.00015959i,0.0019922-0.00061092i,0.00068661-0.00074148i,0.00029464+3.7138e-05i,-0.00023988+0.00091863i,-0.00028673+0.0013391i,0.00057919+0.0012449i,0.0010445+0.0004941i,0.00070477+0.00013406i,-0.00018912+0.00030507i,-0.00051773+0.00013911i,-0.00014271+0.00045209i,0.00014178+0.00072013i,0.0003374+5.1232e-05i,-0.00026238-0.00059737i,-0.0005971-0.00047501i,-0.00058624+0.00023284i,-0.00046017+0.00062315i,-0.00033674+0.00018733i,0.00015935+6.055e-05i
0.00029209+0.0014696i,0.00050599+0.0023891i,0.0005807+0.0023371i,0.00021985+0.00079338i,-8.0045e-05-0.00041561i,-0.00043253+2.7319e-05i,-0.00068527+0.00055568i,-0.00027931+0.00083249i,3.0979e-05+0.00039633i,0.00018588-0.00015026i,0.00016121-0.00025301i,-0.00016753-0.0010808i,-0.00032729-0.00047034i,-0.00029607+0.00035957i,-0.00081457+9.0937e-05i,-0.00078062-7.6058e-05i,-0.00033686-0.00044753i,-2.5094e-05-0.0010667i,0.000283-0.00050622i,0.00055385+0.00045297i,0.00069114+0.00070304i,0.00013143+0.00097079i,0.00045362+0.00096627i
-0.0021482+0.00031414i,-0.0032064+0.00062159i,-0.0024809+0.0011866i,-0.0015647+0.00083082i,-0.00022046-7.1354e-05i,0.00035792-0.00038517i,-4.3069e-05-0.00030748i,0.00012874-0.00041683i,0.00067375+0.00041707i,0.00088297+0.001361i,0.00041565+0.0010883i,2.8239e-05+0.00063708i,0.00065745+0.00020041i,0.0010287-0.00027295i,0.0011387-0.00038588i,0.00081511-0.00033236i,0.00031375-0.00050629i,-0.00031666-0.00064836i,-0.001342-0.00082244i,-0.0013886-0.00064466i,-0.0002628-0.0011544i,-0.00018189-0.0012658i,-0.00034913-0.00088583i
0.0014092-0.00038333i,0.0031747-0.00024062i,0.0039828-0.00088043i,0.0019077-0.00082885i,-0.00014885+0.00053347i,-0.00098602+0.00056014i,-0.0012227-0.00030015i,-0.00055261-5.9366e-05i,0.000451+0.00037095i,0.0011277+0.00061487i,0.00078124+0.00067297i,-0.00062374-7.6071e-05i,-0.00056051-0.00010337i,-5.1349e-05+0.00041925i,-0.00049199-8.7645e-06i,-0.00034366-0.00040699i,0.00050594-0.0001519i,7.1721e-05+7.184e-05i,-0.00056814+2.7028e-05i,0.00029293-0.00021128i,0.0012086-0.00025951i,0.0015239+0.00020723i,0.00066963+0.00020774i
0.00087081+0.001588i,0.0009569+0.0032926i,0.0016425+0.0023975i,0.0016313-0.00028276i,0.0011725-0.002156i,0.00043028-0.0019033i,-0.00068609-0.00062654i,-0.00063532-7.4096e-05i,0.00023062+0.00017235i,0.00039942+0.00049722i,-0.00027056+1.4468e-05i,-0.00017564-0.00056234i,0.00050976-1.7395e-05i,0.00067111+0.00011852i,0.00095427-0.00039825i,0.0010729-0.00078368i,4.3014e-05-0.00010752i,-0.00073451+0.00077919i,-0.00019996+0.00058629i,0.0003892+0.0001707i,0.00038445+0.00045469i,0.00047507+0.0006613i,0.00024121-3.1614e-05i
-0.00072728-0.0017117i,0.00010744-0.0011188i,-0.00011591-0.00092858i,-0.00031257-0.0008161i,0.00062343-0.00049588i,-0.00019876-4.2697e-05i,-0.0009671+0.00072558i,-0.00043723+0.0009646i,0.00025637+0.0006194i,0.00035976+0.00037509i,0.00021612-0.00041281i,-0.00040952-0.0012522i,-0.0016541-0.00085623i,-0.0014193-0.00069982i,-0.00037985-0.00038738i,0.00029539+0.00045765i,0.00025129+3.2793e-05i,0.00036048-0.00034458i,0.00048138-0.00014014i,-1.103e-05-0.0002288i,-0.00035831+0.00027071i,-0.0010542-0.00018431i,-0.0007916-0.0005771i
-0.00067108+4.7715e-07i,-0.00022356-0.0006628i,-0.00072902-0.001051i,-0.0003048-0.00046977i,0.00035498-4.7997e-05i,0.00019713+0.00016455i,0.00062695+7.0347e-05i,0.00061517-0.00010259i,0.00047693+0.00048557i,0.00043079+0.00044777i,0.0010482-0.00015318i,0.00099214+0.00038274i,-5.0113e-05+0.00073621i,-0.00045344+0.00077043i,-0.00058863+0.00088278i,-0.00042543+0.00054596i,-0.00042342-0.00045148i,6.304e-05-0.00064745i,0.00073689-0.00050206i,0.00086222-0.00094278i,0.00035232-0.00087327i,-0.00022414-0.00043557i,0.00019063-0.00014492i
0.0012489-0.0011782i,0.00097337-0.00011782i,0.0014522+0.00068983i,0.00064653+0.00066706i,-0.00041061+5.3999e-05i,-0.00048825-0.00011836i,-0.00048845-0.00038234i,-0.00051327+0.00030868i,-0.00037212+0.00083025i,0.00062339+4.4246e-05i,0.0014864-0.00029217i,0.0010859-0.00046954i,0.00024647+4.4427e-05i,0.00033039+0.00043142i,0.0003354-0.00016459i,-0.00034994-0.00080267i,-0.00046201-0.00095289i,-0.00013561-0.00040983i,0.00025534+0.00040447i,0.00063642+0.00075275i,0.00024197+0.0001294i,-5.3175e-05-9.7046e-05i,9.2412e-05+0.00022903i
0.00063593-0.0009052i,0.00036223-0.00086182i,0.00023384-0.0013268i,0.00046654-0.00054889i,0.00025048+2.7715e-05i,0.00044399-0.00068667i,0.00060083-0.00075278i,0.00025775-0.00042032i,-9.7141e-06+0.00032668i,-0.00012736+0.00047894i,0.00056477+0.00014279i,0.00054265-0.00040907i,0.00038007-0.0002177i,0.0001508+0.00033924i,-0.00038988-0.00079044i,-0.00062894-0.0010362i,-0.00075662-9.2462e-05i,-0.00033973-0.00019212i,7.5592e-06-0.00058958i,0.00039376-0.00011686i,0.00061171+0.00022317i,-0.00013009+0.00026304i,-0.00011913+0.00020308i
0.0016699-0.00029199i,0.0010741+0.00058904i,0.00071939+0.00052571i,0.0013776-0.00044388i,0.0011411-0.0010952i,-0.00053204-0.0013719i,-0.0012731-0.0010555i,-0.00078685+0.00014997i,0.00024373+0.00052194i,0.00086811+0.00025552i,0.00070951-0.00016188i,9.7862e-05-0.00043433i,-0.00010232+0.00022609i,0.00029945+0.00058987i,0.00072132+0.00082272i,0.00082933+0.00094171i,-3.7685e-05+0.00047297i,-0.00053946+0.00043035i,0.00041568+0.00072131i,-3.6728e-06+0.00057679i,-0.00048216+0.00047245i,0.00029437+0.00023138i,0.00083082-4.3571e-05i
-0.00076804+0.0010485i,-0.0017599+0.0012067i,-0.0019196+0.0019453i,-0.00099445+0.00087651i,0.00021242-0.00036911i,0.00038843+5.5197e-05i,-0.00076892+0.0001903i,-0.0010974+0.0001095i,2.7002e-05+0.00037132i,0.0012335+0.00080132i,0.0017202+0.0010374i,0.0017469+0.0005047i,0.00081581-8.2053e-05i,-0.00038586-0.00077149i,-0.00034023-0.00098799i,-0.00025536-0.00081658i,-0.00037069-0.00048458i,8.3821e-05-0.00035972i,0.00082874-0.00041536i,0.00070936-0.00026252i,-0.00054222+9.4871e-05i,-0.00068583+0.00075168i,-0.00075446+0.00063314i
0.0012772+0.0010201i,0.0022651+0.00051446i,0.0029869+0.00077673i,0.0027226+0.00076279i,0.0020072-0.00036359i,0.0011159-0.00083707i,0.00079361+0.00053872i,0.00051177+0.00092372i,0.00011477+0.00024105i,0.00034512-4.9892e-05i,0.00080574-0.0007051i,0.00034664-0.00019016i,0.00018442+0.00067949i,0.00025523+0.00083782i,-0.00053722+0.00054644i,-0.0014857+0.00045971i,-0.0014268+2.5519e-05i,-0.00041141-0.00090593i,0.00016836-0.00083789i,0.00036654-5.1205e-05i,-3.8802e-05-0.00020067i,0.00038733+0.00015628i,0.00085307+0.0012155i
-0.00049078+0.001065i,0.00033182+0.0011361i,0.00023615+0.0011874i,0.0010081+0.00081057i,0.0011602+0.00037372i,0.0010714+0.00046955i,0.00082118+0.00072041i,-0.00014747+0.0014241i,-1.6878e-05+0.0012563i,9.018e-05+0.0005836i,-0.00017628+0.00059519i,-0.00063999+0.00014099i,-0.0007177-0.00029535i,-0.00031796-0.00037714i,0.00046545-0.00068756i,0.00092364-0.00047686i,5.1266e-05+0.00011748i,-5.817e-05+0.00049375i,0.00026458+0.00045096i,-0.00038978+6.4146e-05i,-0.00036241-0.00020137i,0.00010521-0.00018692i,0.00054601-4.404e-05i
-0.000689-0.0018373i,-0.00065024-0.0011682i,0.00032285-0.00095121i,0.00079083-0.0022518i,9.0963e-05-0.0027956i,-0.00066229-0.0017991i,-0.0014643-0.00069392i,-0.0013467-0.00033092i,-0.00031383-9.2386e-05i,0.00073983-2.0866e-05i,0.0012252-0.00044258i,0.00044654-0.00043593i,-0.0002278-0.00047951i,-0.00033969-0.00089307i,0.00025742-0.0010512i,0.0002654-0.00037743i,-0.00059367+0.00034765i,-0.00066027+0.00010981i,-0.00064127-0.00060036i,-0.00053656-0.00033986i,0.00022609+0.00067019i,0.00039223+0.0009362i,-0.00043684+0.0015139i
-0.00021812-0.00056802i,-0.00050903-0.00051682i,-0.00018096-0.00041603i,0.00047208-0.00025237i,3.8248e-05-0.00019174i,-0.00013746-2.227e-05i,0.00036151-0.00024419i,0.0011194-0.00057346i,0.0011717+9.9885e-05i,0.00083126+0.00012203i,0.00075859+0.0003258i,0.00020232+0.00070553i,-0.00053658+0.00051594i,-0.00054753-0.00018884i,0.00013637-0.0009563i,-0.00012796-0.0006113i,-0.00094113+4.2099e-06i,-0.00041555-7.362e-05i,0.00031667-0.00034067i,0.00019511-0.00012875i,-0.00041542-0.00020603i,-0.00090072-0.00042779i,-0.00053068-0.00082573i
0.0014034+0.00092318i,0.0013355+0.00096869i,0.0020917+0.0012066i,0.0016369+0.00091795i,6.5667e-05+0.00028719i,-0.00056813+0.00033374i,-0.00084927+0.00026357i,-0.0007207+0.00058883i,-1.5949e-05+0.0012908i,-0.00011247+0.0013636i,-7.667e-05+0.00063577i,0.00041468-0.0002003i,0.00077245-0.00079949i,0.00063827-0.0010468i,0.00056746-0.0011753i,0.00031177-0.0011172i,-0.00062879-0.0007444i,-0.00043664-0.00090887i,4.3835e-05-0.00077766i,-0.00036254-0.00018114i,2.7285e-05-5.418e-05i,0.0003136+6.8611e-05i,0.00031385+0.00050913i
-0.00109+0.0007263i,-0.00063792-0.00039569i,0.00034872+0.00026023i,0.0010675+0.00060359i,0.0011802+0.00031528i,0.00085654+8.6679e-05i,0.00041798+0.00020599i,-2.798e-06+0.00040196i,0.00032482+0.0011051i,0.001321+0.00094937i,0.0011877+0.00048465i,0.00044938+0.00035739i,0.00010029-0.00012461i,-2.0872e-05-0.0002468i,0.00061249-0.00012191i,0.0004795-0.000128i,-0.00040796-0.0002007i,-7.4747e-05+6.2986e-06i,0.00053176+0.00035916i,0.00015541+0.00017387i,-0.00057662+0.00044036i,-0.001263+0.00047414i,-0.0012782+0.0003313i
-0.0010838-0.0006458i,-0.0011127-0.00031956i,-0.00045294-0.00081834i,0.0013645-0.0018558i,0.0027894-0.0015949i,0.0017659-0.0010846i,-4.3968e-05-0.0006318i,-0.00080733+0.00012002i,-0.00070986+0.00048919i,-0.00021332+0.00031679i,0.0001892-0.00015766i,8.8338e-05-0.00018043i,-0.00058673+0.00054964i,-0.00084764+0.00067807i,-0.00053572+0.00058785i,-0.000418+0.00071134i,-0.00039546+0.00040232i,-0.00028296+0.00024041i,-0.00043896+2.1534e-05i,-0.00094661-8.1302e-05i,-0.00044195-0.00029801i,4.2647e-05-0.00055565i,-7.0579e-05-0.00038094i
-0.00071221+0.00051333i,-0.0013702-3.7186e-05i,-0.0013469-0.00066948i,-0.0016862-0.00044648i,-0.00139-0.00089038i,-0.00088573-0.0007832i,-0.001194-0.00028386i,-0.00095471-3.3955e-05i,-0.00050095+0.00020322i,-0.00061941+0.00066624i,-0.00027739+0.00015641i,-0.00032512-0.00090596i,-0.0008977-0.0010621i,-0.0015355-0.00069178i,-0.0017102-0.00080766i,-0.0010159-0.00046159i,-0.00043925+1.4082e-05i,0.00010185+5.6449e-05i,0.00070897+7.6944e-06i,0.00049353-6.8123e-05i,-0.0005626-0.00013205i,-0.0012645-0.00075934i,-0.00064519-0.00056937i
