-0.0046532+0.00089542i,-0.0048677+0.0020565i,-0.003506+0.0035594i,-0.0015019+0.0032175i,-0.00049974+0.0025815i,-0.00042891+0.0026798i,-0.00064854+0.0024774i,-8.2683e-05+0.0021038i,0.00041223+0.0011676i,0.0010725+9.9385e-05i,0.0011233-0.0001109i,7.5902e-05-0.0001933i,0.00053623-0.0011533i,0.0016737-0.0016623i,0.0010672-0.0020772i,0.0002318-0.00079499i,-0.00046869+0.0003792i,-0.00019076+0.00035993i,-0.00034619-1.2513e-05i,-0.00065724+5.1995e-06i,-0.00013799+0.00097023i,-1.7673e-05+0.0014063i,0.00041743+0.00068157i
-0.022748-0.010961i,-0.011925-0.0091673i,-0.0061866-0.0064305i,-0.0026372-0.0028702i,-4.2909e-05+0.0003046i,0.0014898+0.0003356i,0.0021731-0.00070656i,0.0014922-0.00089268i,0.00025427-0.0010506i,-0.00047656-0.0022825i,-0.00060965-0.0025489i,-4.9473e-05-0.0015096i,0.0012755-0.00044317i,0.0017734+0.00082227i,0.0018331+0.0003866i,0.0020783-0.00081951i,0.0012606-0.0012663i,0.00022678-0.0012901i,-0.00059856-0.00026675i,-0.00044763+0.0001997i,-2.1664e-05+0.00010612i,-0.00016581-9.9699e-05i,-0.0001637-0.00064283i
0.0081217-0.023574i,0.0077591-0.014416i,0.0041457-0.0087613i,-0.00023846-0.0045143i,-0.0017526-0.00036876i,0.00067957+0.0023889i,0.0030505+0.0020771i,0.0030675+0.00022987i,0.0021609-0.00051929i,0.0020531-0.00040024i,0.0017007-0.00035903i,0.00073138+0.00099741i,0.00047207+0.0032382i,0.00076894+0.004006i,0.00053416+0.0033945i,0.00027669+0.0018119i,0.00068675+0.00028358i,0.0005723+0.00038081i,-0.00028715+0.0010389i,-0.0008461+0.00062706i,-0.0010769-0.00011033i,-0.00087287-0.00073953i,-5.1255e-06-0.00049905i
0.024736+0.0028258i,0.01514+0.0052722i,0.008976+0.0046058i,0.0053267+0.0020785i,0.002452+0.00093829i,0.0018113+0.0023001i,0.0028043+0.0034859i,0.0029171+0.0029993i,0.0023644+0.0019594i,0.0018942+0.001927i,0.00042099+0.0017883i,-0.001714+0.0017428i,-0.0031585+0.0020263i,-0.0040121+0.0012112i,-0.0036003+0.00049326i,-0.001676+0.0012647i,0.00043879+0.0017848i,0.00065117+0.0011706i,0.00045909+0.00057166i,0.00062541-0.00015857i,0.0005217-0.00090627i,6.9898e-05-0.00052036i,-0.00059543+0.00072357i
0.0007667+0.022589i,-0.0041315+0.013907i,-0.0041241+0.0090737i,-0.00088828+0.0070988i,0.00069684+0.0047747i,0.00040496+0.0028748i,0.00039385+0.0019296i,0.00084669+0.0019004i,-0.0001375+0.0020498i,-0.0017634+0.0020153i,-0.0023637+0.0012993i,-0.0015283+0.00027886i,-0.0015926-0.0014876i,-0.0018902-0.0032155i,-0.00097498-0.0027415i,-0.00053273-0.0013284i,-0.00037997-0.00051743i,-2.2037e-05-0.00020574i,0.00021893+0.00019347i,-0.00011442+0.00067777i,-0.0002292+0.00021383i,-0.00043181+0.00032438i,-0.00057467+0.0007076i
-0.021405+0.0050195i,-0.012586-0.00018336i,-0.0070035-0.0015247i,-0.0047616-0.00018405i,-0.001844-0.00025383i,0.00057539-0.00177i,0.0012814-0.0014678i,4.2402e-05-0.00059774i,-0.0012465+1.0674e-05i,-0.0015369+0.00017904i,-0.0016182-0.00086195i,-1.2318e-05-0.0011198i,0.001929-0.00068137i,0.0026666-0.00055613i,0.0023817-0.00056149i,0.0012036-0.0014114i,2.0193e-05-0.0021738i,-0.00028193-0.0012018i,-0.000355-0.00013672i,-0.001152+0.00012918i,-0.00099566+0.00051621i,-0.000594+0.0010243i,-0.00081305+8.6235e-05i
-0.0090253-0.015291i,-0.0022631-0.0089245i,-6.2432e-05-0.0041668i,-0.00042524-0.0023725i,-0.00016598-0.00046693i,0.0016245+0.0011508i,0.0029846-3.4161e-05i,0.0026406-0.0015801i,0.0012928-0.0017306i,0.0011563-0.0018384i,0.0012935-0.0015333i,0.0011247+6.7028e-05i,0.0012786+0.0016163i,0.00073884+0.0022726i,6.4036e-05+0.0014677i,0.00057953+0.00070722i,0.0014949+0.0005634i,0.00094401-1.5758e-05i,-0.00071903-0.00060716i,-0.001311-0.00059992i,-0.00083195-0.00032047i,-0.00016005+0.00029819i,4.852e-05+0.00093716i
0.015159-0.013061i,0.0098324-0.0073215i,0.0053924-0.00552i,0.002997-0.0040679i,0.0017773-0.0011135i,0.0032266+0.0021455i,0.0055315+0.0034544i,0.0056868+0.0016338i,0.0040743+0.00018779i,0.0029141+0.00080387i,0.0016342+0.0013491i,-0.00014308+0.0017358i,-0.0014181+0.0024939i,-0.0015974+0.0023128i,-0.0013625+0.0018359i,-0.0011854+0.0016182i,-0.00044055+0.00083875i,0.00061227+0.00065028i,0.00059072+0.00079647i,5.0671e-05+9.5929e-05i,0.00030562-0.00094394i,0.00032518-0.0010035i,0.00022633-0.00014896i
0.014932+0.012833i,0.0092156+0.0088473i,0.0051808+0.0051321i,0.0039164+0.0028206i,0.0030027+0.0023757i,0.0017213+0.0036806i,0.0011141+0.0051603i,0.001391+0.0051558i,0.00035892+0.0043676i,-0.0016212+0.0030601i,-0.0015203+0.0012174i,-0.0007033+9.4033e-05i,-0.0017407-0.00047236i,-0.0026033-0.0012231i,-0.0021053-0.00090564i,-0.0018332+0.00027624i,-0.0011923+0.0013412i,-0.00019219+0.001006i,-0.00026499+0.00018544i,-0.00046914-0.00013605i,5.366e-05-0.00021946i,0.00036631-0.0002931i,-0.00020771-0.00033824i
-0.0092602+0.016569i,-0.0074468+0.0097078i,-0.0038824+0.0063351i,-0.0024283+0.0050833i,-0.0028064+0.0030942i,-0.0022402+0.0011681i,-0.0012781+0.00072051i,-0.001591+0.0005743i,-0.0027534+0.00049182i,-0.0033604+0.00016903i,-0.0020269+8.4959e-05i,-0.00016448-0.00036645i,0.00098196-0.0017542i,0.0012598-0.0016665i,-0.00016739-0.0012253i,-0.00083222-0.00089314i,-0.00084713+0.00022098i,-0.00097005+0.00040077i,-7.9363e-05+0.00082759i,-0.00021405+0.0010127i,-0.00061971+0.00013496i,-0.00097979-0.00047968i,-0.0011741-0.00080462i
-0.012404-0.0046264i,-0.0060598-0.0053171i,-0.003656-0.0039677i,-0.0026458-0.0024552i,-0.00046032-0.00094882i,0.00081677-0.00082054i,0.00068254-0.001701i,0.000464-0.0020996i,-0.00041978-0.00175i,-0.00061049-0.0019485i,-0.00042456-0.0023377i,-0.00014285-0.00092888i,0.00010137+0.00085801i,0.00066875+0.0016995i,0.00032817+0.0021135i,2.8135e-05+0.00093476i,0.00014062-0.00065847i,-0.0003428-0.00078966i,-0.00071476-0.00026658i,-0.00076388+0.00028143i,-0.00095759+0.00043535i,-0.0005211+0.00033527i,-9.633e-05+0.00012788i
0.0014524-0.015971i,0.0014938-0.0095467i,-0.0013939-0.0064676i,-0.0024656-0.0039173i,-0.0011023-0.0012731i,0.0021403+0.00090836i,0.0053262+0.00016947i,0.0053065-0.0020551i,0.0035101-0.0023457i,0.0023964-0.001407i,0.0013973-0.00055111i,-7.7738e-05+0.00056443i,-0.0010312+0.0015556i,-0.00023296+0.0017571i,0.00069396+0.0010674i,0.0011675+0.00056835i,0.001016-8.1751e-06i,0.000853-0.00055855i,0.00042185-0.00089712i,-0.00069806-0.00078639i,-0.00028449-0.00046303i,-0.00018436-0.00058997i,0.00027538+2.7097e-05i
0.015089+0.00090919i,0.0090151+0.0013639i,0.0059617+0.00057867i,0.0048271-2.4414e-05i,0.0041816-0.00071017i,0.0036555+0.0019849i,0.004434+0.0051438i,0.0044116+0.0041746i,0.0029878+0.0015957i,0.0020762+0.0011376i,0.00079321+0.0015267i,-0.00014944+0.00067742i,-0.00049694-0.00087698i,-0.00095644-0.0013839i,-0.0014368-0.00054629i,-0.0011783+0.00026607i,-0.00034235+0.00054805i,-0.00018105+0.00025217i,-6.6182e-05-0.00019452i,0.00014065-0.00015002i,0.00062801-0.00016486i,0.00073575-0.00057364i,0.00027087-0.00025214i
0.0029443+0.012946i,0.0012278+0.0085439i,0.0016143+0.0070543i,0.0011817+0.0065107i,0.00032798+0.0059838i,0.00035408+0.0050693i,0.00029039+0.0042004i,-0.00050049+0.0036448i,-0.001135+0.0031696i,-0.0021509+0.0027321i,-0.0017098+0.0018219i,-0.00021326+0.0012007i,0.00066286+0.000508i,0.0011798-0.00056614i,0.00076088-0.0008256i,-0.0003492-0.00034683i,-0.00094582-0.00071273i,-0.00070468-0.00047696i,-0.0010575+0.00046479i,-0.0003937+0.00040562i,0.00075262+0.00034976i,0.00066774+0.00034187i,0.00039156-0.00047104i
-0.011152+0.00666i,-0.0064964+0.003416i,-0.0028795+0.001812i,-0.0022976+0.00070689i,-0.002212-0.00038966i,-0.0019265-0.0012916i,-0.0023451-0.0013476i,-0.0029463-0.0013911i,-0.0023286-0.0014714i,-0.0017064-0.0014211i,-0.0019863-0.00093753i,-0.0020326-0.00045179i,-0.00151-0.00052059i,-0.001731-0.00021779i,-0.0016563-0.00041947i,-0.00042512-0.00025884i,-1.3894e-05-0.00016119i,-0.00027389-0.00035739i,-2.4051e-05+0.00043886i,-0.00035247+0.00084709i,-0.0005863-0.00020548i,-0.00041996-0.00099621i,-0.00029523-0.00098915i
-0.010877-0.012203i,-0.0081217-0.0081124i,-0.0069364-0.0035109i,-0.0042844-0.00053537i,-0.00012876+0.0012154i,0.0039632+0.00020235i,0.0052299-0.0025632i,0.0040162-0.0036651i,0.0015209-0.0024566i,-4.144e-05-0.00095262i,0.00043272-0.00093469i,0.00051332-0.00052349i,0.00058441-7.7042e-05i,0.0011079-0.00088356i,0.00089315-0.00064383i,0.0010038+0.00023938i,0.00063714+4.4831e-06i,-0.00041077-0.00045114i,-0.00048598-0.00032488i,-0.00032488-0.00069073i,-0.00022915-0.00042477i,-0.000501+0.00011479i,-0.00090787-0.00017505i
0.009867-0.0088037i,0.0080455-0.0052115i,0.0046676-0.0054435i,0.0023349-0.005908i,0.0016072-0.0040511i,0.0020783-0.00019074i,0.0048884+0.002492i,0.0064172+0.001606i,0.0045607+9.6024e-06i,0.00261-0.00050536i,0.0017358-0.00055839i,0.0009083-0.00046587i,0.0010113-2.2612e-05i,0.00060619+0.00078908i,-0.00051949+0.0013144i,-0.00035187+0.001268i,0.00013401+0.001103i,0.00069842+0.00026431i,0.00058789-0.0003669i,0.00021871-0.00031902i,0.00072093-0.00032049i,0.00041596-0.00063576i,0.00019927-0.00046697i
0.008249+0.0050879i,0.0038828+0.0050041i,0.0033355+0.0038712i,0.0036766+0.0036876i,0.0036867+0.0046076i,0.003225+0.0053253i,0.0017481+0.0046339i,0.0008739+0.0034974i,0.00037737+0.0027806i,-0.0001731+0.0016888i,-0.00012564+0.0010366i,0.00021593+0.0011132i,0.00084663+0.0018087i,0.001581+0.0013019i,0.00081805-0.00051893i,-0.00063516-0.00096107i,-0.0010797-0.00057557i,-0.00039637+0.00037271i,0.00090265+0.00039645i,0.0014961+8.5055e-05i,0.00046014-0.000248i,-0.00050421-0.00015555i,-0.00085546+0.0015564i
-0.0021866+0.011173i,-0.0017714+0.0063306i,-0.00056865+0.0015891i,-0.0014695+0.00059556i,-0.0030455+0.0022007i,-0.0034523+0.0025933i,-0.0027097+0.0024983i,-0.0015967+0.0016312i,-0.0013073+0.0010469i,-0.0018466+0.00086734i,-0.0017517+5.5969e-05i,-0.00093477-0.0004562i,-0.00076495+5.0081e-05i,-0.00075308+0.001369i,-0.00045905+0.0016956i,-0.00016218+0.00054988i,-0.00036871-0.00012035i,-0.00047005-9.4642e-05i,-0.00033011-0.00028809i,-0.00039952+5.1953e-05i,-0.00067797+9.6317e-05i,-0.00061187-0.00062674i,-0.00050584-0.00097748i
-0.010044-0.00078863i,-0.0054236+0.00029475i,-0.0025563+0.0024423i,-0.0010686+0.0022136i,-2.5429e-05+0.00054273i,0.0010567-0.00040201i,0.0012821-0.0013383i,0.00081692-0.0025019i,0.00010278-0.0026726i,-0.00051721-0.0010093i,-0.0011642-8.4506e-05i,-0.0017534-0.00046838i,-0.0015004-0.0011865i,-0.0011794-0.0013916i,-0.00071079-0.00016196i,0.00016181+0.0008144i,0.00042138+0.0010075i,0.00046828+0.0007022i,-0.00012485+2.6763e-07i,-0.00058049-0.00070369i,-0.00018219-0.0007672i,0.00019215-1.8245e-05i,0.00018251+0.00034028i
-0.00044109-0.0090929i,-0.00018264-0.0055631i,-0.0017889-0.0030244i,-0.0029853-0.0011935i,-0.0019836+9.0645e-05i,0.001102+0.00046898i,0.0051382+3.2615e-05i,0.0055837-0.001184i,0.002194-0.0010942i,-0.00022027-0.00044557i,-0.00029858-0.00029906i,9.9258e-05+0.0002249i,0.00068848+0.00027887i,0.0013714+7.575e-06i,0.00094257+0.00024902i,4.9941e-05+0.00037576i,0.00015163+0.00049746i,0.00066277+0.00068152i,0.00028566+0.00054876i,0.00046517+0.00042186i,0.00049853-4.9805e-06i,0.00050639+0.00017243i,0.00055149+0.00057552i
0.010012-0.00032334i,0.0072563+0.0011801i,0.0063867+0.00057269i,0.0059893-0.0011967i,0.0050952-0.0016751i,0.0041603+0.0005897i,0.0037281+0.0037716i,0.0033788+0.0036183i,0.0016287+0.0013121i,0.00025856-0.00015659i,0.00041339-0.00027513i,-7.4618e-05+0.00020906i,-0.0010674+0.00066623i,-0.0010807+0.00064111i,-0.0010759+8.0222e-05i,-0.0010801+0.00023029i,-0.00037661+0.000984i,-0.00013379+0.00062219i,-0.00041177+0.00028686i,-0.00025928-0.00034362i,-0.00045473-0.00057248i,-0.00034907+7.884e-05i,-0.00035596+0.00048574i
0.0027512+0.010129i,0.0013398+0.0070239i,0.0010039+0.0050481i,0.0015569+0.0039737i,0.00093447+0.0030684i,-0.00032749+0.0023282i,-0.0007957+0.0021239i,-0.00062158+0.0028574i,-1.1596e-05+0.0030187i,0.00022369+0.0017165i,8.8371e-05+0.00027708i,5.3455e-05-0.00035821i,-0.00071817-0.00022859i,-0.0012733-0.00046983i,-0.00027442-0.00092117i,0.00028778-0.00068325i,0.00033918-0.00081329i,0.00014739-0.00029936i,-0.00047909+0.00052302i,-0.00047241-5.4975e-06i,0.00053138-0.00010192i,0.0013433+0.00032722i,0.00066495+0.00022603i
-0.0058199+0.0038343i,-0.0039549+0.0010955i,-0.0027639+0.00040668i,-0.0023478+0.0012191i,-0.0019262+0.0019057i,-0.00085751+0.0013609i,-0.00032144+0.00053329i,-0.00090941+4.5695e-05i,-0.0013567+0.00068314i,-0.00080696+0.0010502i,-0.00010801+0.0010274i,0.00028811+0.00079087i,0.00024238+4.4535e-05i,0.00043709+0.00020181i,0.00066194+0.00076805i,0.00091628+0.00079859i,0.0009233+8.2901e-05i,0.00063368-0.0005011i,0.00032388-0.00019578i,0.00038256-0.00073482i,0.00078711-0.00068199i,0.0012683+0.00061218i,0.0016168+0.00053804i
-0.0036017-0.0017103i,4.5938e-05-3.7824e-05i,0.0015456+0.0015965i,0.00041381+0.0015363i,-0.0005551+0.00061115i,0.0011835+0.00050669i,0.002537-0.00060341i,0.0015363-0.002143i,0.00027393-0.0021965i,-0.00021462-0.00073877i,-0.00051253+0.00063123i,-0.00054708+0.00097041i,-0.00025329+0.00053277i,-0.00088512+0.00069419i,-0.001835+0.001059i,-0.0010768+0.0014035i,-0.0003845+0.0019581i,-0.00056979+0.0010535i,-8.6981e-05+0.00014361i,0.00015846+0.00014936i,0.00019982+0.00027501i,0.00012819+0.00011005i,-1.0946e-05-9.6746e-05i
0.0046005-0.0045546i,0.0034441-0.001518i,0.0010768-0.001081i,-0.00021958-0.0027834i,0.00063427-0.0034811i,0.0026987-0.00078178i,0.0046826+0.0017646i,0.0044805+0.0010858i,0.0024135-0.00026045i,0.00045393-0.0005893i,-0.00072675-0.0010573i,-0.001079-0.00058853i,-0.0011386-0.00025185i,-0.00097774-0.0010109i,-0.0013914-0.0010312i,-0.0019122+0.00020071i,-0.0015032+0.00090819i,-8.9007e-05+0.00057711i,8.4997e-05+0.00052668i,-0.00013451-0.00019668i,0.00038854-0.00037997i,0.00015262+0.00036579i,0.00033136+0.00026911i
0.001129+0.00137i,-4.9172e-05+0.0010316i,0.00016542+0.00056876i,0.0015871+0.0017131i,0.0028016+0.0041938i,0.0016749+0.0056236i,0.00050696+0.0042793i,0.00021914+0.0022778i,0.00039839+0.0015846i,0.00069578+0.00090275i,0.00061309-6.5411e-05i,0.00016155-0.00030601i,0.00035686-0.00098469i,0.0011303-0.0018464i,0.0020261-0.0024749i,0.0023682-0.0022512i,0.0012895-0.0012086i,0.00074943-0.00025361i,0.00018002+0.00013347i,-0.00030902-0.00012508i,0.0001776+9.7997e-05i,0.0010162+0.00044724i,0.0011368+0.0003034i
0.0011102+0.0025313i,7.1422e-05-0.00085793i,-0.00087335+0.0013553i,-0.0015618+0.0048116i,-0.0011987+0.0050324i,-0.00025517+0.0031867i,0.00084609+0.00095647i,0.0012366+0.00011117i,0.00049623-0.00035146i,-0.00026242+0.00047739i,0.00013712+0.00091531i,0.00063317-0.00072916i,0.0010719-0.00088305i,0.0015847+0.00020717i,0.0014141+0.0007591i,0.00087581+0.00051017i,0.0010127+4.2418e-05i,0.0009339-0.00025369i,0.0007142-8.7909e-05i,0.00022974-0.00073168i,0.00014313-0.0011251i,0.00014545-0.0012572i,-1.1861e-05-0.0014091i
-0.0030076+0.001569i,-0.00031664-0.00073727i,0.00041953-0.0016222i,-0.00098261-0.001394i,-0.00095228-0.00051789i,0.00015104+0.00022627i,0.0015863+0.00051424i,0.0017815+0.00092897i,0.00053071+0.0015937i,-0.00052443+0.0020741i,-0.0011482+0.0014161i,-0.0011925+0.00050048i,-0.00044661+0.00091059i,-7.1471e-05+0.0022178i,-0.0010263+0.0030982i,-0.0012526+0.0027596i,-0.00053149+0.0016873i,-0.00036728+0.00017546i,-0.00034524-0.00043787i,4.3206e-06+0.00062395i,0.0001384+0.0012305i,-0.00054217-7.3035e-05i,-0.00075676-0.00063754i
-0.0024709-0.0018906i,-0.00053119+0.00023526i,-0.00096525+0.0013193i,-0.0011372+0.00091532i,-0.00015286+0.00068302i,0.00084876+0.0011032i,0.0014454+0.00010802i,0.001848-0.0013022i,0.00091705-0.0010553i,-0.00033076+0.00021438i,-0.001032+0.00082006i,-0.0016966+0.00069389i,-0.0017978-8.3018e-05i,-0.0016232-0.00082339i,-0.0019428-0.00056245i,-0.0021774-0.00025731i,-0.0014393-0.00057991i,-0.0013594-0.0004544i,-0.0014006-0.00038861i,-0.00083036-0.00023482i,-0.00080325+0.00029107i,-0.00055069+0.00023582i,0.00020366+0.0004223i
0.002323+0.00065542i,0.00086542+0.0013553i,1.4763e-05+0.00066091i,-1.9145e-05-0.00075085i,-7.9432e-05-0.0011626i,0.00067692+0.00027016i,0.0020959+0.0018898i,0.0026834+0.0017264i,0.0021577+0.00025739i,0.00085849-0.00098511i,-0.00025908-0.0013877i,-0.0018428-0.001482i,-0.0029146-0.001527i,-0.0015592-0.0019797i,0.00011846-0.0024067i,0.00055333-0.0019847i,0.00037249-0.0004149i,-0.00061768+0.00059244i,-0.0012076+0.0010326i,-0.0012041+0.00058529i,-0.00027355-0.00051487i,0.00090928-0.00033342i,-4.7361e-05+0.00042718i
0.0032474+0.0033851i,0.0034047+0.0018142i,0.0042787+0.00056565i,0.0047198+0.0006797i,0.0034596+0.0016891i,0.0025903+0.002026i,0.0015284+0.0013435i,1.7514e-05+0.00022298i,-6.4972e-06-7.2904e-05i,0.00087816-6.8894e-05i,0.0016771-0.0009362i,0.001659-0.0017563i,0.00111-0.0018463i,0.001437-0.0016469i,0.0011971-0.0010464i,0.00060937+0.00056077i,7.1214e-05+0.00083515i,-0.00061992+0.00014825i,-0.00098797-0.00026334i,-0.00076243-6.5486e-05i,0.00014049-8.5646e-05i,0.0012876-0.00037133i,0.0015778+0.00023202i
-0.0040119+0.0011396i,-0.0032666+0.0012011i,-0.0037205+0.0015586i,-0.0041755+0.0029092i,-0.0035986+0.0033832i,-0.00073405+0.0023181i,0.0023997+0.0010816i,0.0019138+0.00073445i,-0.00018374+0.0015774i,-0.00085291+0.0018657i,0.00027221+0.0015978i,0.00093681+0.0014518i,0.001385+0.0015754i,0.0013005+0.0019187i,0.00019973+0.002195i,-0.00026021+0.0022i,-0.00046506+0.0014671i,3.9309e-05+0.00058817i,0.00078034+6.2307e-05i,0.00092566-0.00044268i,0.00040271-0.00077219i,-2.2767e-05-0.00053026i,0.00061703-0.00042761i
-0.0019195+0.00071309i,0.00046617+0.0013234i,0.0016073+0.0016998i,0.0015765+0.00075769i,0.0013643+0.0010094i,0.0019096+0.0024261i,0.0028278+0.0029421i,0.0024983+0.001567i,0.00085534+8.1677e-05i,-0.0010079-7.6637e-05i,-0.001624+0.00035846i,-0.001394+0.00037357i,-0.0018122+4.126e-05i,-0.0023131-9.1665e-05i,-0.0023295-3.2387e-05i,-0.00088412+3.5143e-05i,0.00050164+0.00024899i,0.00037603+0.00069414i,0.00013093+0.00099275i,-0.00075584+0.0010386i,-0.0010759+0.00058769i,-0.00040563-0.00024102i,5.6682e-05-0.0006876i
0.00019542-0.0019938i,0.001177-0.0003076i,0.00123+0.0021044i,0.00047279+0.0021622i,0.00027016+0.0016541i,-0.00022742+0.0019655i,9.9293e-05+0.0014634i,0.00064548+0.00070601i,0.00018109-0.00015079i,-0.00078088-0.00090147i,-0.0016402-0.0015444i,-0.0020299-0.0021i,-0.0013517-0.0019095i,-0.0011903-0.0017876i,-0.0012983-0.0014937i,-0.00081831-0.00076441i,-0.00073174-0.00029415i,-0.00034147-0.00017828i,-0.00024375-0.00025615i,-8.4719e-05+3.4401e-05i,0.00056133-9.2618e-05i,0.00025806-0.00027921i,-0.00064583+0.00016279i
0.0023415+0.0021585i,0.0012831+0.001342i,0.0017229-0.001107i,0.0019699-0.0028287i,0.0015514-0.0020736i,0.00099161-0.00082721i,0.0012758+6.663e-05i,0.0020342+0.00052048i,0.0013723+7.4143e-05i,0.00048899-0.00025193i,0.00017921-0.0009024i,0.00068189-0.0017679i,0.0015544-0.0018433i,0.0017291-0.0021203i,0.00038048-0.0018307i,-0.00057629-0.0013324i,-0.00070459-0.00088022i,-0.00087539-0.00096921i,-0.0011572-0.00082059i,-0.0014075-1.1526e-05i,-0.00093192-0.00015382i,-0.00086544-0.00095227i,-0.00062371-0.00053422i
0.001035+0.0039218i,0.0018124+0.0027038i,0.00234+0.0016682i,0.0021323+0.0015739i,0.0015677+0.0017977i,0.0013086+0.0016777i,0.0019642+0.00086745i,0.0024253+0.00035877i,0.0018843+0.00046447i,0.00064782+0.00092058i,8.9544e-05+0.0010637i,0.00079383+0.00082829i,0.0016544+0.0013651i,0.0011824+0.0016995i,-8.2162e-05+0.0015957i,0.00024819+0.0013265i,0.00078732+0.00011026i,-0.00027316-0.00091818i,-0.0013728-0.0011771i,-0.00074468-0.0003897i,-5.5587e-06+3.5409e-05i,-4.4186e-05+1.8837e-06i,0.00064958-0.00041612i
0.0014096+0.0038042i,0.0015364+0.0020616i,0.0021254+0.00069632i,0.00092646-0.0005971i,-0.00074007-0.00067161i,-0.00012995+4.9034e-05i,0.0018227+0.00085235i,0.002102+0.00062306i,0.0010383-1.7611e-05i,-5.5487e-05-0.0009276i,-0.0012578-0.001114i,-0.0025833+0.00022905i,-0.0033215+0.0014959i,-0.0027105+0.0017916i,-0.0029324+0.00148i,-0.0031896+0.00086109i,-0.0021832+0.00060456i,-0.00083712-0.00028801i,8.4252e-05-0.00080275i,2.9759e-06+5.4654e-05i,-5.8901e-05+0.000115i,-7.7235e-05-0.00029082i,-0.00053231-0.00028528i
-0.00077126-0.0043515i,-0.00092098-0.0033629i,-0.0010272-0.0023289i,-0.00032122-0.00040422i,-0.00060008+0.0025677i,-0.00097777+0.004754i,0.00040527+0.0031998i,0.0012181+0.00021973i,-0.00025785-0.00056107i,-0.0015763+5.0186e-05i,-0.0013723-0.00013413i,-0.00096222-0.00079667i,-0.0012009-0.00057517i,-0.0017267-0.00011477i,-0.0017258+0.00071956i,-0.001152+0.0010967i,-0.00068643-9.0357e-05i,-0.00026673-0.0006088i,-0.00034479-0.0005678i,-0.00062608-0.00070251i,-0.00074511+5.1177e-05i,-0.00056804+0.00033383i,-0.00055463-0.00013196i
0.0021398-0.0018932i,-3.4233e-05-0.00074317i,-0.0020955-0.00048691i,-0.0018457+0.00035768i,-8.8925e-05+0.0012825i,0.00026072+0.0018447i,0.00041452+0.001092i,0.0011571-9.7949e-05i,0.0020624-0.00062429i,0.0017973-0.0007575i,0.0012698-0.00066025i,0.0009349-0.00083495i,0.00064485-0.0013089i,-0.00013194-0.001303i,-0.00029815-0.0005272i,0.00024236-0.0001491i,-0.00073968-0.0005912i,-0.00095718-0.00039854i,-0.00036695+0.00045825i,-0.00025227+0.00042196i,-0.00011282-0.00022684i,0.00037689-0.00041909i,0.00064213-0.00062501i
0.001753+0.0019779i,0.0016276+0.00065371i,0.0013425-0.00036416i,0.0015904-0.0016566i,0.002197-0.001993i,0.0021939-0.00076567i,0.0017658-3.685e-05i,0.0015411+0.00037349i,0.0009843+0.00018985i,0.0010717+0.00070663i,0.0015633+0.0013194i,0.0011003+0.0012069i,0.0014431+0.001047i,0.002079+0.00066861i,0.0020253+0.00051097i,0.0012569+0.0007929i,0.00041846+0.00044746i,9.8989e-05+2.3529e-05i,-0.000137-0.00057208i,-0.00024451-0.00056096i,-6.8354e-05+0.00020673i,7.31e-05+0.00046204i,0.00091921+0.00063751i
-0.00049685+0.0045342i,-3.0195e-05+0.0027474i,0.00067265+0.0010911i,0.00044915+0.0015721i,8.1904e-05+0.001512i,0.00092703+0.0003489i,0.0020323+0.00030458i,0.0012379+0.00084842i,-3.8125e-05+0.00073001i,-0.00055455+0.00036654i,-0.0016247+0.00011055i,-0.0025+0.00038397i,-0.0021594+0.0010695i,-0.0015813+0.0017812i,-0.0014069+0.0019087i,-0.0013508+0.0012246i,-0.00084652+0.00018866i,5.9045e-05+0.00052723i,0.0002732+0.0013689i,-9.1503e-05+0.00070524i,0.00022506-0.00039624i,0.00075113-0.00029076i,0.00080369+0.00047815i
-0.001647+0.0014722i,-0.0014459-0.00012629i,-0.001101-0.00059387i,-0.0012212+0.00046498i,-0.00085643+0.0017984i,0.00016342+0.0026577i,0.001998+0.0027601i,0.0018328+0.0019957i,0.00010425+0.0010207i,-0.0011644+0.00038917i,-0.0015904-0.00021995i,-0.0018655-0.00037074i,-0.0020257-0.00021882i,-0.0017799+0.0005427i,-0.0015827+0.001076i,-0.0014685+0.00064893i,-0.00046146+0.00042768i,0.0011423+0.00074843i,0.0011815+0.00086165i,0.00021005+0.00053284i,0.0001422+0.00031837i,0.00051571-0.00018476i,9.4728e-05-0.00036911i
0.00026154-0.0021255i,0.00095442-0.0015491i,0.00068681+0.00018513i,0.0010782+0.0018641i,0.00085257+0.0029443i,0.00016355+0.002679i,0.00053656+0.0015767i,0.00082117+0.00042803i,0.00026091-0.00057174i,0.00027546-0.00083779i,0.0003505-0.00011147i,0.00028063+5.2839e-05i,0.00030733-0.00051492i,1.5279e-05-0.00066142i,-0.00013256-0.00072798i,-0.00050094+1.7769e-06i,-0.0013712+0.0002869i,-0.0013997+0.0002094i,-0.00082806+3.4909e-05i,-0.00036393-0.00031355i,0.00020914-0.00011709i,0.00020543+0.00023511i,0.00038417+0.00021709i
