-0.0018255+0.00028196i,0.00034008-0.00023854i,0.00042375+0.00035158i,-0.00053715+0.00095349i,-0.00085792+0.0018792i,-0.00029692+0.0021022i,-0.00028941+0.001121i,0.00045654+0.00087352i,0.0010366+0.0013329i,0.0013047+0.0010983i,0.0018231+0.00090807i,0.0010121+0.00044965i,0.00011981-0.00048901i,0.00018916-0.0008002i,-0.00021398-0.00036114i,-0.00080062+0.00010163i,-0.00060183+0.0004765i,-0.00045534+0.00074669i,0.00013637+0.00036459i,-0.00014083+0.00030107i,0.00029451+0.00016473i,0.00082292-0.00066623i,6.1434e-05-0.00052337i
-0.21995-0.13994i,-0.37954-0.15661i,-0.43408-0.10058i,-0.31568-0.056333i,-0.14213-0.057022i,-0.048835-0.043948i,-0.016413-0.0063429i,0.002909+0.010389i,0.0034551+0.0057987i,-0.011682+0.0030771i,-0.021805+0.0079328i,-0.01799+0.01462i,-0.0066003+0.013779i,9.2592e-05+0.0075807i,-0.001216+0.0058237i,-0.0042703+0.0084305i,-0.0059671+0.008384i,-0.0072682+0.0059149i,-0.0015843+0.0064893i,0.014686+0.010316i,0.028504+0.015039i,0.029276+0.017493i,0.020824+0.017769i
0.26391-0.029652i,0.40566-0.097127i,0.41975-0.15367i,0.29734-0.11316i,0.15294-0.019467i,0.066809+0.014376i,0.022327-0.0021838i,0.0022436-0.00758i,0.0052022-0.0093406i,0.014034-0.019456i,0.013682-0.024735i,0.0046481-0.021397i,-0.0035102-0.013329i,-0.0056251-0.0055939i,-0.0032327-0.0040118i,0.00090168-0.0077191i,0.0040106-0.0098149i,0.0044678-0.0098256i,-0.002079-0.0086271i,-0.018148-0.0047748i,-0.033118-0.0033302i,-0.035417-0.0047852i,-0.027032-0.0055082i
-0.19114+0.17797i,-0.27957+0.30476i,-0.27321+0.34755i,-0.19608+0.24403i,-0.12108+0.092509i,-0.063037+0.024445i,-0.013887+0.019117i,0.010368+0.014424i,0.010428+0.01351i,0.0050642+0.019926i,0.0043283+0.021348i,0.0071933+0.015327i,0.0079018+0.0055953i,0.0059615-0.00075332i,0.0052214+0.0010116i,0.0054016+0.0060939i,0.0035807+0.0092423i,0.0016794+0.010531i,0.0056709+0.0070674i,0.016632-0.0017564i,0.028555-0.0079361i,0.032236-0.0067497i,0.027379-0.0028667i
0.039457-0.25708i,0.051753-0.40958i,0.042833-0.43526i,0.046705-0.3026i,0.064425-0.1387i,0.046738-0.051308i,0.004131-0.017053i,-0.015096+0.0019766i,-0.014966+0.003406i,-0.013551-0.0057953i,-0.012619-0.011508i,-0.011293-0.0080858i,-0.0079243+0.00015865i,-0.0035081+0.0041646i,-0.0037267+0.0012516i,-0.0075131-0.0046059i,-0.0074574-0.0095968i,-0.0052702-0.011009i,-0.0071345-0.0045434i,-0.014854+0.0097134i,-0.023815+0.020604i,-0.025943+0.019524i,-0.021841+0.012101i
0.11843+0.21853i,0.18742+0.35429i,0.19275+0.37833i,0.11124+0.27741i,0.01684+0.15424i,-0.012741+0.071608i,-0.00094118+0.020255i,0.0045707-0.0078273i,0.0042165-0.011824i,0.0086673-0.002145i,0.014886+0.003737i,0.014665+0.0020602i,0.0062282-0.0017475i,-0.0017655-0.0026385i,-0.00093887-0.0020541i,0.0054487-0.00096911i,0.0093382+0.0018842i,0.0088617+0.0028152i,0.0079832-0.0026449i,0.010496-0.015655i,0.015748-0.028212i,0.017054-0.029213i,0.013572-0.022537i
-0.21787-0.10121i,-0.34776-0.18258i,-0.35754-0.21294i,-0.23012-0.17976i,-0.08922-0.12482i,-0.026043-0.070883i,-0.011323-0.024755i,0.00060985-0.0014854i,0.00394-0.00084971i,-0.0061528-0.0045751i,-0.014675-0.0017527i,-0.013317+0.0029362i,-0.0053288+0.0036256i,-0.00081921+0.0028569i,-0.001807+0.0039032i,-0.0050895+0.0052889i,-0.0082554+0.0032834i,-0.0092368+0.0003514i,-0.0075295+0.0041512i,-0.0032441+0.018056i,-0.0018189+0.031642i,-0.0037149+0.032111i,-0.0050981+0.024616i
0.22655-0.049238i,0.37386-0.049429i,0.39836-0.015414i,0.28187+0.033257i,0.14068+0.059551i,0.058912+0.045184i,0.02348+0.013676i,0.0059694-0.0020896i,0.0056782-0.0055068i,0.012799-0.010122i,0.01179-0.013604i,0.0044863-0.012231i,-0.002384-0.0065603i,-0.0050426-0.0016715i,-0.0026142-0.0017303i,0.002369-0.0039495i,0.0071153-0.004885i,0.0084126-0.0038413i,0.0031751-0.0062709i,-0.0069951-0.015779i,-0.013406-0.025687i,-0.011961-0.026106i,-0.0066183-0.0187i
-0.14367+0.16381i,-0.26506+0.23887i,-0.31117+0.21486i,-0.24643+0.10908i,-0.14528+0.014779i,-0.073621-0.0135i,-0.027846-0.0027728i,0.0004062+0.0036983i,0.0069642+0.0070747i,0.0022779+0.013069i,0.0010663+0.016051i,0.0037006+0.012687i,0.0041283+0.0032235i,0.0026889-0.0041346i,0.0018545-0.0021318i,0.00089115+0.0040916i,-0.0024746+0.0059493i,-0.0055972+0.0050295i,-0.00059916+0.0073394i,0.010863+0.012613i,0.018898+0.019398i,0.018317+0.021658i,0.014124+0.016935i
0.016572-0.20927i,0.074225-0.33432i,0.13412-0.33589i,0.14677-0.21369i,0.11911-0.085842i,0.076127-0.025645i,0.03174-0.0076829i,0.0047612+0.0038402i,-0.0035204+0.0055128i,-0.0043191-0.0012808i,-0.0053536-0.0055279i,-0.0057214-0.0033614i,-0.0012772+0.0025145i,0.0020873+0.0043058i,7.7491e-05+0.0008298i,-0.0016695-0.0044364i,0.00044127-0.0087863i,0.0014481-0.0093719i,-0.0041283-0.007602i,-0.014712-0.0064258i,-0.022552-0.0085352i,-0.021428-0.0099565i,-0.015206-0.0081795i
0.10344+0.16337i,0.11902+0.29614i,0.062847+0.33473i,-0.013568+0.24752i,-0.053387+0.13465i,-0.04748+0.065909i,-0.022332+0.028362i,-0.0077441+0.0049084i,-0.0033009-0.0024729i,0.00046792+0.00089674i,0.0064612+0.0022118i,0.0082146-0.0009462i,0.0023295-0.0023946i,-0.0023956-0.0015296i,-0.00059744-0.00029308i,0.0038809+0.0025526i,0.0048681+0.0056623i,0.0035543+0.0059632i,0.0065539+0.0024628i,0.016359-0.0020581i,0.024586-0.0040083i,0.022449-0.0031086i,0.013607-0.0015733i
-0.17028-0.065727i,-0.25228-0.1665i,-0.22331-0.23442i,-0.11176-0.20914i,-0.022555-0.13983i,0.0042138-0.079215i,0.0012243-0.034387i,0.0011529-0.009423i,0.0022617-0.0053734i,-0.0024014-0.0091405i,-0.0075527-0.005939i,-0.0073494-0.00055961i,-0.0030939+0.0003463i,0.00072623+0.00067919i,0.00011504+0.0019559i,-0.0021909+0.0021456i,-0.0023303-0.00057327i,-0.0020169-0.0030164i,-0.0046341+0.0013663i,-0.011301+0.010275i,-0.018499+0.014152i,-0.019243+0.010942i,-0.014037+0.0057533i
0.16524-0.048865i,0.28154-0.0093549i,0.29531+0.067212i,0.19529+0.11123i,0.089534+0.10205i,0.032623+0.067512i,0.009489+0.031163i,0.0015576+0.0067027i,0.0058142-0.0026849i,0.011591-0.0046885i,0.0092422-0.0062966i,0.002807-0.0064865i,-0.0026604-0.003554i,-0.0052715+0.00018157i,-0.002655+0.0012682i,0.0024649+0.00049493i,0.0047643+0.0016222i,0.0042053+0.0021125i,0.002925-0.0027368i,0.0047205-0.011794i,0.0077208-0.016565i,0.0077548-0.012961i,0.0070142-0.0062119i
-0.093295+0.12063i,-0.20809+0.15186i,-0.26526+0.094321i,-0.21308+0.0055364i,-0.1252-0.039575i,-0.063076-0.041039i,-0.02684-0.024736i,-0.0046366-0.011218i,0.0027306-0.0021164i,0.00050453+0.0067979i,-0.00014943+0.013336i,0.0021099+0.012939i,0.0031303+0.0053811i,0.0014186-0.0016095i,-0.0009823-0.0022137i,-0.0025409-0.0003094i,-0.004663-0.001089i,-0.0062192-0.0023211i,-0.0040808+0.0029823i,-0.00026231+0.01257i,0.0014919+0.018728i,0.0017744+0.017056i,0.00062443+0.0093361i
0.0032878-0.1439i,0.073853-0.23011i,0.1535-0.2144i,0.16584-0.11441i,0.12372-0.030374i,0.077082+0.0029395i,0.039456+0.0074061i,0.015116+0.0075845i,0.0053953+0.00439i,0.0014564-0.0020213i,-0.0037286-0.0046293i,-0.0059026-0.0025026i,-0.0022185+0.00017175i,0.001381+0.0011322i,0.0020914-0.00059988i,0.0029804-0.0031471i,0.0043922-0.0034088i,0.004598-0.0025342i,0.00014198-0.0047869i,-0.0065676-0.010587i,-0.0084565-0.014719i,-0.0056246-0.012927i,-0.0015002-0.0081364i
0.071189+0.10444i,0.062669+0.20866i,-0.010313+0.24262i,-0.071427+0.17464i,-0.079738+0.088654i,-0.058422+0.038978i,-0.030354+0.017009i,-0.01245+0.0057713i,-0.005026+0.0028656i,0.000568+0.0039579i,0.0066667+0.001733i,0.0090987-0.0030619i,0.0054721-0.0051555i,0.00023878-0.0036145i,-0.0019474-0.00070706i,-0.0015719+0.0013111i,-0.0013998+0.0023279i,-0.0011266+0.0026068i,0.0034139+0.0035076i,0.010748+0.006268i,0.014735+0.00794i,0.011513+0.0055153i,0.0050101+0.0028214i
-0.11229-0.03891i,-0.15725-0.12678i,-0.1155-0.19256i,-0.029211-0.17238i,0.022902-0.10962i,0.031147-0.0599i,0.018005-0.0266i,0.0071456-0.008332i,0.00122-0.0047041i,-0.0040374-0.0053006i,-0.0068618-0.0024988i,-0.0059132-0.00032103i,-0.0032239-0.0015228i,-0.0011942-0.0022216i,-0.00073921-0.001939i,0.00063662-0.0017455i,0.0032367-0.0019817i,0.0025633-0.002777i,-0.0034382-0.0016363i,-0.010943+0.00018527i,-0.014598+0.0010839i,-0.011814+0.0019424i,-0.0064265+0.0016232i
0.10288-0.03259i,0.18043+0.0094055i,0.18436+0.086103i,0.11126+0.11982i,0.040924+0.10032i,0.0055357+0.064336i,-0.0058651+0.030869i,-0.0045033+0.010499i,0.0018519+0.0017799i,0.0080782-0.0025429i,0.0083912-0.0058522i,0.004281-0.0068565i,0.00095605-0.0041366i,-0.0001624-0.00015458i,0.00049726+0.002254i,0.0012223+0.0030245i,0.00068978+0.003943i,0.00013014+0.0042107i,0.0027091+0.00090416i,0.0078977-0.0042889i,0.010503-0.0060085i,0.0075845-0.004125i,0.0036107-0.0020295i
-0.059632+0.077511i,-0.13999+0.08398i,-0.18277+0.025304i,-0.14285-0.039772i,-0.078415-0.060572i,-0.035016-0.050866i,-0.012759-0.03115i,-0.0031873-0.014395i,-0.00096853-0.0033769i,-0.0019241+0.0057033i,-0.0017516+0.012138i,-0.00074623+0.012885i,-0.0012996+0.00872i,-0.0032128+0.0028939i,-0.0038474-0.0010904i,-0.0026193-0.003153i,-0.00075685-0.0048363i,-0.00061021-0.0050885i,-0.0023206+0.00012412i,-0.0046465+0.0089498i,-0.0053615+0.013135i,-0.001701+0.010776i,-0.00048779+0.0056368i
-0.00029017-0.086062i,0.05781-0.13648i,0.12522-0.11476i,0.13245-0.042271i,0.095355+0.007214i,0.0552+0.019856i,0.0252+0.014651i,0.0096384+0.0069187i,0.004514+9.5062e-05i,0.00075464-0.005707i,-0.0054685-0.0069992i,-0.0085414-0.0038364i,-0.0043475-0.0016748i,0.00033627-0.0017297i,0.0012966-0.0013111i,0.0019239+0.00065655i,0.0022893+0.0026507i,0.0021382+0.002058i,0.00080985-0.0021129i,-0.0010188-0.0088607i,-0.0025032-0.012855i,-0.0050982-0.01119i,-0.0039835-0.0075306i
0.044424+0.057708i,0.02552+0.127i,-0.037768+0.14735i,-0.079194+0.097699i,-0.072992+0.041502i,-0.048549+0.011585i,-0.024828+0.0019324i,-0.0084977-0.00065467i,-0.00092209-0.0015633i,0.0033056-0.0012576i,0.0080654-0.0021115i,0.0090358-0.0035754i,0.006133-0.0020193i,0.0024311+0.0012146i,-0.00078005+0.00095323i,-0.002341-0.0013951i,-0.0027359-0.0025236i,-0.0024365-0.0017955i,0.00015974+0.0013249i,0.0046705+0.006083i,0.0080394+0.0075205i,0.0093531+0.0040882i,0.0065042+0.0023208i
-0.060609-0.020174i,-0.083803-0.081623i,-0.046935-0.13064i,0.01275-0.1144i,0.039919-0.068181i,0.035856-0.032248i,0.020054-0.011983i,0.010632-0.0028656i,0.0059215-0.00095753i,-5.689e-05-0.0015248i,-0.0038198+0.0001978i,-0.0041555+0.0012655i,-0.0043304-0.00075372i,-0.0040997-0.0026628i,-0.0012262-0.0016143i,0.0029362+0.00082436i,0.0051413+0.0019103i,0.0037344+0.0011922i,-0.00037274-0.0010923i,-0.0054773-0.0025986i,-0.0102-0.0015816i,-0.011616+0.0010366i,-0.0077362+0.00063747i
0.056223-0.017684i,0.10237+0.012131i,0.099458+0.068206i,0.048086+0.090377i,0.0058413+0.070275i,-0.010855+0.041803i,-0.011161+0.021212i,-0.005364+0.011626i,0.0014405+0.0057368i,0.0057545-0.0011837i,0.0050534-0.0070899i,0.0025522-0.0078798i,0.0028283-0.0049746i,0.0032209-0.0014985i,0.0013465+0.0014687i,-0.0014468+0.0026171i,-0.0037271+0.0020768i,-0.0037461+0.0014303i,-6.8629e-05+0.0018507i,0.0058351+0.0021257i,0.009251+0.00033644i,0.0086933-0.0027128i,0.0064116-0.0022405i
-0.029966+0.039905i,-0.079201+0.041084i,-0.10504-0.0027926i,-0.078212-0.045021i,-0.037656-0.051883i,-0.012881-0.03872i,-0.004178-0.019784i,-0.0032121-0.0065609i,-0.0025241+0.00033495i,4.3576e-05+0.0059015i,0.0026882+0.0093078i,0.0025291+0.0085773i,0.00043218+0.0053457i,-0.0016062+0.0028287i,-0.0015602+0.00071434i,0.0014387-0.0018227i,0.0045297-0.0033682i,0.003267-0.0035596i,-0.002382-0.0013387i,-0.0070105+0.0017846i,-0.0082961+0.0060737i,-0.0066222+0.0091837i,-0.0038874+0.0070914i
-0.0017669-0.045658i,0.033549-0.071983i,0.07757-0.053106i,0.080633-0.0064229i,0.054394+0.020402i,0.028487+0.021286i,0.010493+0.010166i,0.0017408+0.00036864i,-0.0022531-0.0024805i,-0.0059413-0.0017257i,-0.0085645+5.4692e-05i,-0.0069214+0.0010863i,-0.0029859-0.00087242i,7.2614e-05-0.0033181i,-0.00025933-0.0023003i,-0.0012403+0.00046692i,-0.0013739+0.0016255i,-0.00086057+0.0012495i,0.0013125-0.0011695i,0.003908-0.0065474i,0.0034172-0.012074i,0.00031636-0.013242i,-1.8112e-05-0.0096956i
0.025944+0.025319i,0.012496+0.062568i,-0.031734+0.07313i,-0.05723+0.044026i,-0.048158+0.012318i,-0.028557-0.001836i,-0.012197-0.0045699i,-0.0026184-0.0049057i,0.00040011-0.0063093i,0.0016189-0.007301i,0.0032927-0.0061321i,0.0036711-0.002993i,0.0030408+0.0010188i,0.0024513+0.0032183i,0.0017391+0.0014499i,0.0012823-0.0021214i,0.00089879-0.0043078i,0.0008227-0.0036276i,0.00087391+0.00070918i,0.0015942+0.0073556i,0.0039735+0.011337i,0.0059958+0.011032i,0.0044579+0.0087i
-0.033628-0.0059617i,-0.041761-0.040804i,-0.014932-0.071057i,0.020796-0.060174i,0.033252-0.03107i,0.027697-0.010666i,0.016684-0.0010359i,0.010308+0.00041919i,0.0089393-0.0012234i,0.0052266-6.8669e-05i,0.0012971+0.0036572i,0.00022882+0.0036515i,-0.0019513+8.7819e-05i,-0.004548-0.0017141i,-0.003761+0.00016283i,-0.00065103+0.0027211i,0.0015064+0.0041106i,0.0018448+0.0042464i,6.1001e-05+0.00091272i,-0.0039807-0.0035649i,-0.0083093-0.0055231i,-0.0097333-0.0046681i,-0.0070663-0.0043589i
0.025349-0.014782i,0.049404+0.0046957i,0.045067+0.039285i,0.014236+0.050989i,-0.0077083+0.038561i,-0.012407+0.022884i,-0.0077349+0.013327i,-0.0011218+0.0098943i,0.0032293+0.0065619i,0.0029751-0.00028078i,-0.00049094-0.0057971i,-0.0020577-0.0059444i,0.00060629-0.0038424i,0.003579-0.002637i,0.0030521-0.0020069i,0.00062455-0.00064589i,-0.0013119-0.0011773i,-0.0013456-0.0019825i,0.00048859+0.00056718i,0.0044008+0.00431i,0.0094423+0.0048007i,0.012126+0.0038291i,0.0095715+0.0038024i
-0.0092966+0.020789i,-0.037192+0.018886i,-0.053021-0.006888i,-0.034765-0.029692i,-0.010116-0.031808i,-0.00077147-0.021921i,-0.0025041-0.0080807i,-0.0040287+0.00066905i,-0.00078942+0.003824i,0.0046174+0.0045661i,0.0080103+0.0028932i,0.0062309-0.00064646i,0.0013711-0.0014242i,-0.0018397+0.0011318i,-0.0023208+0.0022265i,-0.00045548+0.001671i,0.0019925+0.00067019i,0.0011369-0.00030855i,-0.0030063-0.0012965i,-0.0080079-0.0011418i,-0.012054+0.0010579i,-0.012517+0.0032018i,-0.0093296+0.0026019i
-0.0049029-0.021517i,0.015654-0.035948i,0.039812-0.023528i,0.039746+0.0052022i,0.024846+0.018547i,0.011203+0.015024i,0.002131+0.0051496i,-0.0021743-0.00057759i,-0.0054129+0.0010444i,-0.0080507+0.0051854i,-0.0076464+0.0080943i,-0.0042086+0.008485i,-0.00085334+0.0049269i,-0.00019695-0.00016667i,-0.00045098-0.0022232i,-0.00082345-0.0019249i,-0.0014532-0.0021759i,-0.00059245-0.002572i,0.0030694-0.0028641i,0.0072871-0.0058225i,0.0086236-0.0099417i,0.008-0.010213i,0.0064215-0.0068328i
0.013731+0.0085776i,0.0078474+0.028598i,-0.017271+0.032495i,-0.032386+0.014969i,-0.025254-0.00097341i,-0.012334-0.0073687i,-0.0034936-0.0071868i,-0.0006736-0.0074773i,-0.0007695-0.010121i,-0.001556-0.011602i,-0.0023057-0.010717i,-0.0021394-0.0067967i,-0.0002728-0.0013347i,0.0015857+0.0024518i,0.0019893+0.0023474i,0.0023569+0.0012283i,0.0031943+0.0013396i,0.0029184+0.0016299i,0.00034467+0.0033504i,-0.0028429+0.0071012i,-0.0038296+0.011107i,-0.003861+0.01201i,-0.0041603+0.0087467i
-0.017096-0.0027892i,-0.021364-0.019738i,-0.0057506-0.033613i,0.015375-0.026048i,0.021647-0.0099505i,0.018328-0.0012963i,0.012094+0.00014477i,0.0094898-0.0014996i,0.010384-0.0027395i,0.0097199-0.0007457i,0.0076846+0.0037494i,0.0055242+0.0043785i,0.0024043+0.0017715i,-0.0015772+0.00038047i,-0.003087+0.00029937i,-0.0017657-0.00017206i,-0.0020426-0.0004317i,-0.0026896-0.00083485i,-0.00094875-0.0037755i,-7.6559e-05-0.0067573i,-0.0017115-0.0088381i,-0.0027699-0.0094334i,-0.00099229-0.007561i
0.011302-0.0073221i,0.021184-0.0002398i,0.018272+0.01888i,0.0035363+0.0264i,-0.0065194+0.018255i,-0.0084108+0.0093491i,-0.0044922+0.0052263i,0.0014372+0.0053683i,0.0043058+0.004795i,0.0011844+0.0018015i,-0.0048862-0.0010866i,-0.0072422-0.0019414i,-0.0035074-0.0023444i,0.00067673-0.0024523i,0.0013703-0.0012451i,0.0017737+0.00036065i,0.002485+0.00015021i,0.002893-4.9215e-05i,0.0029113+0.0038224i,0.0040505+0.0076689i,0.0072877+0.0088544i,0.0079341+0.0082756i,0.0050505+0.0068668i
-0.0015711+0.01144i,-0.013022+0.0095511i,-0.021024-0.0057631i,-0.013849-0.017897i,-0.0016229-0.016804i,0.0023208-0.0099001i,-0.00045789-0.0020552i,-0.0016703+0.0041165i,0.001181+0.0058917i,0.0060584+0.002455i,0.0089138-0.0033576i,0.0077257-0.006485i,0.0046043-0.0044133i,0.0014334-0.00086054i,-0.00061366+0.0015127i,-0.0020767+0.0017491i,-0.0033193+0.0014586i,-0.0037062+0.00057669i,-0.005399-0.0021556i,-0.0086345-0.0041806i,-0.010613-0.0036823i,-0.009523-0.0024588i,-0.0066499-0.0022676i
-0.0025768-0.008188i,0.0065701-0.014003i,0.019767-0.0081732i,0.019259+0.0036977i,0.010281+0.0085663i,0.0022602+0.0066248i,-0.0026464+0.0026895i,-0.0054526+0.0011745i,-0.0073889+0.0033067i,-0.0069014+0.0068381i,-0.0047227+0.0097792i,-0.0022+0.0094714i,-0.0010332+0.0058637i,-0.0010771+0.0016677i,-0.00010052-0.00073885i,0.0022072-0.0018742i,0.0037385-0.0032125i,0.0038517-0.0041613i,0.0047493-0.0034973i,0.0073929-0.0027027i,0.0091449-0.0028233i,0.0079596-0.0024863i,0.0055642-0.00070697i
0.0059604+0.00038789i,-0.00025754+0.0094283i,-0.011107+0.012544i,-0.014018+0.0047164i,-0.009476-0.0036044i,-0.0042098-0.0064167i,-0.0016106-0.0056277i,-0.0017997-0.0067762i,-0.0025582-0.0096526i,-0.0041072-0.011027i,-0.0056191-0.010438i,-0.005036-0.0076768i,-0.0032118-0.0035407i,-0.0012266-0.0012683i,-0.00038259-0.00018595i,-0.00039834+0.0016463i,0.00036642+0.0036607i,-3.5163e-05+0.005267i,-0.0021174+0.0060222i,-0.0043932+0.0062803i,-0.0055101+0.0073366i,-0.0052689+0.007248i,-0.0045767+0.0048207i
-0.0023051-0.00044344i,-0.0051908-0.0091721i,0.0014853-0.015674i,0.01007-0.010724i,0.0099458-0.0026171i,0.0057266+0.0023503i,0.0030682+0.0026228i,0.0047519-0.0004393i,0.0073798-0.0028184i,0.0087457-0.0033742i,0.010079-0.0011228i,0.008679+0.001411i,0.0038775+0.00095676i,0.00040253+0.00070291i,-0.00051318+0.00046974i,-0.0006028-0.0017377i,-0.0010619-0.0041689i,-0.0012316-0.0054136i,-0.00052795-0.0065502i,0.00073248-0.008168i,0.0017031-0.0083506i,0.0020545-0.006492i,0.0013364-0.0045934i
0.0020682-0.0020981i,0.0083434-0.00049768i,0.0071331+0.007494i,-0.00088168+0.010327i,-0.0042837+0.005294i,-0.0050192+0.00049314i,-0.002518-0.0003101i,0.0022739+0.0013182i,0.0042047+0.0020234i,0.0012216+0.0017815i,-0.0033556+0.0026309i,-0.0048944+0.002628i,-0.003221+0.00068098i,-0.0017155-0.00021104i,-0.00080331+0.0012053i,0.0011726+0.0026023i,0.0034214+0.0029889i,0.0050567+0.0035177i,0.0046735+0.0048629i,0.0036702+0.0069639i,0.0046099+0.0076109i,0.0045438+0.0059949i,0.0022406+0.0042913i
0.0003607-0.00071825i,-0.0034828+0.001593i,-0.0073206-0.0038691i,-0.0034419-0.0085664i,0.0028576-0.0054661i,0.0050438-7.7661e-05i,0.0032936+0.0030446i,0.001591+0.0044219i,0.0023004+0.0035889i,0.0031526-0.00078075i,0.0025829-0.0046994i,0.0022977-0.0055962i,0.002991-0.0037972i,0.0029453-0.0025715i,0.0012997-0.0021894i,-0.00081757-0.0015836i,-0.002843-0.0010195i,-0.0052264-0.0013415i,-0.0072594-0.0030322i,-0.0072804-0.003858i,-0.0065456-0.0026427i,-0.0055713-0.0010162i,-0.0035373-0.0010849i
-0.0016764-0.0046935i,-0.0006953-0.006773i,0.004367-0.0030051i,0.0057389+0.0027717i,0.0017636+0.004485i,-0.0021638+0.0034116i,-0.0046969+0.0021677i,-0.0055272+0.0019412i,-0.0043764+0.0017766i,-0.0014476+0.0032086i,0.00045761+0.0055861i,0.0007076+0.0048448i,5.1393e-05+0.002188i,-0.00065324+0.0012625i,0.00032155+0.0017342i,0.0026701+0.0010489i,0.0044461-0.0013015i,0.0060456-0.0030973i,0.0077929-0.0026536i,0.0079188-0.0013863i,0.0055694-0.001107i,0.003274-0.0011029i,0.002557-0.00029818i
0.0047509-0.0026105i,0.0034626-0.0025604i,-0.0023781-0.0014358i,-0.0039577-0.0026827i,-0.0012778-0.0044419i,2.3522e-05-0.0041027i,0.00093565-0.0033178i,0.00083953-0.0038731i,-5.462e-05-0.0045135i,-0.0017979-0.0045756i,-0.0043302-0.0037761i,-0.0051253-0.002418i,-0.0029904-0.001376i,-0.0010488-0.0010802i,-0.0014833-0.0010288i,-0.0023193-9.6808e-06i,-0.0021147+0.001612i,-0.0019764+0.003549i,-0.0030344+0.0050773i,-0.0045413+0.004472i,-0.0043885+0.0032394i,-0.0023255+0.0028341i,-0.0011682+0.0022848i
-0.001418+0.0028869i,-0.00027364+0.00060129i,0.0021194-0.0017204i,0.0042165+0.00048752i,0.0049292+0.0029345i,0.0037976+0.0030016i,0.0019698+0.0015726i,0.0026139+0.00035644i,0.0042263-0.00042684i,0.0057997-0.001995i,0.0069883-0.0029276i,0.0051434-0.0019424i,0.0018039+8.1465e-05i,0.00015213+0.00076003i,0.0013413-0.00079208i,0.00216-0.0018783i,0.0012558-0.0027754i,0.00040028-0.0044601i,0.0007116-0.0049979i,0.0018568-0.0044776i,0.0015956-0.0041746i,0.00081738-0.0030402i,0.00048587-0.00094792i
-0.0020732-0.0024562i,-0.00058306-0.0022526i,-0.00050842-0.00044357i,-0.0022772+0.00039774i,-0.0021547+0.0011503i,-0.00066665-0.0002899i,-1.6074e-05-0.0015888i,0.00086254-0.0012273i,0.0025084-0.00022649i,0.002231+0.0030955i,0.00067486+0.0067224i,0.00014741+0.0057277i,-0.00056661+0.0014239i,-0.0014097-0.0005905i,-0.0012162+0.00014189i,-0.00059571+0.0013697i,0.00044596+0.0025745i,0.0024842+0.0042489i,0.0031073+0.0061183i,0.0024358+0.006688i,0.0020561+0.0050023i,0.0016011+0.0028177i,0.0010964+0.002879i
0.0025511+0.00086975i,-0.00023893-5.9119e-05i,0.00012271-0.0010606i,0.0049058-0.0017402i,0.0053067-0.00027793i,0.0030139+0.0018594i,0.0013977+0.0033423i,0.0018022+0.0036546i,0.0020931+0.0026436i,-0.00060624-0.00011122i,-0.0035855-0.0026483i,-0.0030042-0.0026733i,-0.00057006-0.0018421i,0.00095079-0.0019644i,0.0011155-0.0022341i,-0.00020361-0.0025031i,-0.0021978-0.0023478i,-0.0041213-0.0026454i,-0.0060321-0.0031931i,-0.0067634-0.0023715i,-0.0044083-0.00050307i,-0.0020001+0.00049933i,-0.001977+0.00053136i
-0.0039388-0.0014487i,-0.0031339-0.0049163i,-0.0024465-0.0014858i,-0.0019422+0.0035356i,-0.0014059+0.0034777i,-0.0014721+0.001741i,-0.002334+0.0013196i,-0.0027493+0.00089588i,-0.002288-0.00095065i,0.00061932-0.0032289i,0.0042336-0.0027242i,0.0045441-0.0016489i,0.002317-0.0016722i,0.00070095+0.00010018i,0.0010492+0.0017772i,0.0017031+0.0022106i,0.0028536+0.0013502i,0.0046727-0.0012218i,0.005514-0.0017742i,0.004412-0.00059999i,0.0030357-0.00065847i,0.0018164-0.001668i,0.0015036-0.0020442i
0.0020743-0.0039467i,0.0029472-0.0028357i,0.00071863-0.0037812i,-0.0013987-0.0032131i,-0.00061076-0.0021389i,0.00048211-0.0020039i,0.00011901-0.0011345i,0.00036221-0.0014618i,0.0017591-0.0029901i,0.00061969-0.0023032i,-0.0028055+0.00054755i,-0.0034183+0.0026682i,-0.00095871+0.0020984i,-0.00018287-2.3626e-05i,-0.0017345-0.0016272i,-0.0017403-0.0012251i,-0.0015492+0.00039255i,-0.0025327+0.0019453i,-0.0038289+0.0026415i,-0.0037184+0.0021422i,-0.0014367+0.0016245i,-0.000222+0.0018688i,-0.00096894+0.0020295i
-0.00034266-0.00096223i,-0.0015857-8.2315e-05i,-0.0021907+0.00065806i,0.00027184+0.0013614i,0.0018121+0.003141i,0.0018543+0.0025209i,0.0013834+0.0010902i,0.0018034+0.00073854i,0.0030688-0.00026614i,0.0022168-0.002691i,0.0013475-0.0057433i,-0.00023495-0.0055428i,-0.0022346-0.0029425i,-0.0014633-0.0013533i,0.00015383-0.00088646i,0.0011396-0.00075327i,0.0018897-0.00084139i,0.0014028-0.0025792i,0.0016589-0.0040794i,0.0014387-0.0035568i,0.00020101-0.0026997i,-0.00030759-0.0022916i,-0.00032676-0.0012939i
