-6.3161e-06+3.4761e-05i,-1.6569e-05+0.00060212i,6.3692e-05-0.00028205i,-0.0006968-0.0003118i,-0.00195+0.00019802i,-0.0027952+0.0002753i,-0.0023485+0.00095352i,-0.0016334+0.0014662i,-0.0013553+0.00084275i,-0.00091748+0.00023397i,5.1724e-06-0.00040964i,0.00032939-0.00017929i,-0.00021462+0.00086571i,5.3482e-05+0.00089924i,0.00033611+0.00052926i,0.00048819-2.2034e-05i,0.00040441+0.00040547i,-2.5611e-05+0.00096986i,-0.00040943+0.0013357i,-0.00032044+0.0014475i,3.6581e-05+0.00046494i,0.00016199-0.00079621i,9.4093e-05-0.0005332i
-0.0018395-0.0006086i,-0.0011651+0.00037767i,-0.0014954+0.0003523i,-0.00051572+0.0003898i,0.00014874+0.00072696i,0.00068808+0.0015464i,0.00069496+0.00094701i,-0.00031643+0.00034207i,-0.00073822+0.00057301i,-8.5969e-05+0.00070985i,1.4523e-05+0.00045765i,0.00044666+0.00062237i,0.00093139+0.00095676i,0.0012126+0.0003682i,0.00095573+0.00016037i,-0.00020278+0.00028362i,-0.00053515+5.6016e-05i,-8.2713e-05+8.2539e-05i,0.00025956-5.2791e-05i,0.00038835+0.00058047i,0.00059278+0.001047i,0.00051759+0.00061998i,0.00072306-0.00076587i
-0.00020154+0.0011366i,0.00034249+0.0013173i,0.00095517+0.0011387i,0.00079626+0.0010503i,-3.4673e-05+0.00059416i,-0.00024454-0.00060201i,7.8009e-05-0.00076222i,-0.00039627-5.6627e-06i,-0.0008239+0.0011836i,-0.00064608+0.0012852i,-0.0003263+0.00029814i,-2.3168e-05-0.00051138i,0.00054258-0.00033651i,5.659e-05+0.00053622i,-0.00093882+0.00041932i,-0.00081542+0.00051196i,-0.00021515+0.00032642i,-0.00044022+0.00014521i,-0.00078053+0.0002783i,-0.00023854-3.7313e-05i,0.00048379-0.00016212i,0.0002508-0.00068895i,-0.00019677-0.0012092i
-0.0019517-0.00022324i,-0.00049304-0.00068921i,0.00048981-0.00045597i,0.00016213-0.00048808i,-0.00096858-0.00056199i,-0.0021382-0.00042242i,-0.0017452+1.9012e-05i,-0.00056293+0.00016464i,-4.8727e-05+2.6337e-05i,-0.00025614-0.00042757i,-8.6861e-05-0.00057533i,0.00011235+0.00020152i,0.000676+0.00098616i,0.00052333+0.00084416i,7.8083e-05+0.0005492i,6.3499e-05+0.00024989i,0.00034525-0.00024098i,-0.00013868-0.00029791i,-0.00089222+0.000543i,5.7797e-05+0.00065204i,0.00061164+0.00033952i,-5.3402e-05-8.9462e-05i,-7.8396e-05-0.00010384i
0.0011269+0.00082899i,0.001684+0.00019297i,0.00156-0.00065306i,0.00042816-0.00057476i,-0.0011238+5.1487e-05i,-0.0013457-2.9612e-05i,-0.00082912+0.00025715i,-0.00026461+0.00044741i,-0.00033024-0.00052057i,-0.00030899-0.00073487i,-8.5346e-05+8.4112e-05i,0.00014035+0.00043403i,-0.00018169-6.3677e-05i,0.00014925-0.0004709i,0.00066189+0.00014612i,-0.0002266+0.00078892i,-0.00060921+0.00030995i,0.00020921-0.00055567i,4.2059e-05+0.00015497i,-0.00030828+0.00099145i,1.6707e-05+0.00068586i,-9.7669e-05+0.00018854i,-0.00027922-2.4511e-06i
-0.00059531+0.00196i,-0.00071971+0.0022447i,-0.0003493+0.0021734i,3.8213e-05+0.0014787i,5.2901e-05+0.00126i,0.00023627+0.0011985i,5.1756e-05+0.00057571i,-0.00038545+6.7571e-05i,-0.00036167+0.00043423i,-0.00035346+0.00013543i,-0.00028943-0.00026959i,-0.00036889+0.00024401i,-0.00064199+0.00041634i,-0.00024804-3.1281e-05i,0.00042171-0.00029519i,0.00051387-0.00010701i,0.00031066+0.00032495i,0.0001576+0.00041682i,0.00033254+0.00019893i,0.00026618+0.00050025i,-0.00035227+0.00038904i,-6.8414e-06-0.00016845i,0.00037983-0.00055647i
0.00032038+0.00075973i,0.0016993+3.5753e-05i,0.0019341-0.00034814i,0.0018776-0.00068335i,0.0015617-0.0011079i,0.00085372-0.0008987i,0.00041053-0.00020532i,0.00023498+0.00012023i,-0.00044466+0.00011301i,-0.0010543+0.00032494i,-1.3643e-05+6.3619e-05i,0.00083544-0.00040962i,0.00040404-9.2063e-05i,-0.00033312-7.5208e-05i,-0.00064736+3.0484e-06i,-0.00059347+0.00030609i,6.7627e-05+0.00040954i,0.00028575+0.00048178i,0.00023049+5.0804e-05i,3.4781e-05-0.00053004i,0.00017067-0.00078672i,0.00058079-9.4094e-05i,0.00041925-0.00014048i
0.00026397-0.0008058i,0.00090442+0.00026579i,0.00051747+0.00072286i,6.3857e-05+0.00041472i,-0.00068354+0.00037485i,-0.001157+0.00039762i,-0.00089295+0.00097193i,-0.0007847+0.00093996i,-0.00043884+0.00067558i,-0.00043882+0.00057784i,-0.00051053+0.00020437i,0.00023908+8.1892e-05i,0.00071537+0.00034888i,0.00091466+0.00029313i,0.00095432+0.00041734i,-0.0001459+0.00018341i,-0.00047824+0.00027558i,-7.2722e-05+0.00038125i,0.00018965-7.0954e-05i,0.00028604-4.058e-05i,0.00039504+0.00018021i,0.00082817+0.00045476i,0.0010947+0.0004301i
-0.0013875-0.001123i,-0.00068835-0.00084859i,-0.0011253-0.00083736i,-0.0020133+2.0756e-05i,-0.002349+0.0010235i,-0.0015561+0.00053158i,-0.00075058-0.00031606i,-5.6986e-05-9.1947e-05i,-2.9738e-05+0.00050683i,-0.00083684-7.3859e-05i,-0.0007719-0.00036851i,-4.7617e-06+0.00022792i,-0.00017715+0.00049146i,-0.00067514-0.00021158i,-0.00024189-0.0010447i,-0.00062255-0.0008958i,-0.0010096-0.00036928i,-0.00056512-0.00061272i,-0.000193-0.00081232i,-0.00024137-0.00034787i,0.00027029+9.1971e-05i,0.00036584+0.00038972i,-0.00047636+0.00025482i
0.00057491-0.0012023i,-6.1131e-05+0.00036193i,-0.00093057+0.0010765i,-0.0022081+0.00088712i,-0.0032427+0.00096347i,-0.0020166+0.00047887i,-0.0001641+0.00012527i,0.00053247+0.00038918i,0.0005565-2.0709e-05i,0.00027038-0.0005287i,-0.00032476-0.00059285i,-0.00065712-0.00058834i,-0.00047858-0.00015763i,-0.00018241+0.00021197i,2.3072e-05+0.0005477i,0.0004181+0.0002896i,0.00032304+5.0699e-05i,0.00010184+0.00045719i,-0.00035785+0.00093477i,-0.00060144+0.00098572i,0.00013843+0.00089154i,0.00043132+0.00061996i,-0.00049707+0.00067837i
0.0035949+0.0011193i,0.0023266+0.00093932i,0.00071849+0.00011362i,0.00043677-0.0015719i,0.00062241-0.0020519i,0.00024913-0.0011133i,-0.00071025-0.00014633i,-0.00062681+0.00038508i,-0.00042875+0.00062694i,-0.00034864-0.00018327i,0.0001911-0.0013056i,0.00031729-0.0013095i,-0.00077789-0.00094192i,-0.0009625-0.00065201i,-0.00018162+0.00053655i,-0.0003976+0.00081873i,-0.00055187+3.4485e-07i,0.00034992-0.00026176i,0.00079576+0.00028369i,8.7453e-05+0.00022628i,7.4575e-05-5.219e-05i,0.00038349+1.9318e-05i,0.0003679-0.00061665i
-0.0006919+0.0010438i,0.00052003+0.0013027i,0.0020703+0.0012933i,0.001981-0.00024406i,0.0013289-0.0012997i,0.0011963-0.0016117i,0.00015988-0.0013089i,-0.00045398-0.00065214i,-0.00032666-0.00091387i,-4.7929e-05-0.00016697i,9.293e-05+0.00067918i,0.00039984-1.9807e-05i,0.00054203-0.0013464i,0.00054778-0.0014397i,0.00043166-0.00019377i,0.00018158+1.4666e-05i,5.5803e-06-0.00076105i,7.9253e-05-0.00067655i,0.00030756-0.0002907i,0.00049452-0.00034073i,-0.00012769+0.00027329i,-0.00022292+0.0006327i,0.00036293+1.6658e-07i
-0.00085796-0.0020332i,-4.4869e-05-0.00081781i,-0.0010427-0.00015411i,-0.00087343-8.2229e-05i,-0.00050541+0.00078375i,-0.0010732+0.000523i,-0.0017722-0.00045067i,-0.0011234-0.00027622i,-0.00090135+0.00082766i,-0.00081647+0.00090347i,-0.0001195+0.00067016i,0.00040452+0.00069421i,0.00034932+0.00043591i,0.00041714-7.3729e-05i,0.00082381-0.00024342i,0.00027258+0.0001004i,-0.00042109+0.00027709i,-9.4878e-05+2.1573e-06i,0.00066816-0.00043477i,0.00029808-0.0003838i,-0.00081266-0.00029911i,-0.00081205-0.00056421i,0.00025849-0.00029087i
0.00021126+0.0033476i,0.00038903+0.0032467i,-6.489e-05+0.002438i,0.00047525+0.0013083i,0.0005545+0.00049081i,0.0003197+0.00023482i,-0.00011797+0.00013705i,-0.00055649-6.4475e-05i,-0.00010302-1.4326e-06i,0.00011635+0.00020809i,-0.00014316-0.00025061i,-0.00031847-0.0004807i,0.00020555-0.00011739i,0.00092963-6.6615e-05i,0.00089961+0.00027345i,0.00059547+0.00014405i,-0.00016467+4.6974e-05i,-0.00064328+0.00035317i,5.4774e-05+0.00054539i,0.00050473+0.00054117i,0.00023303-0.00029046i,-6.1124e-05-0.0010607i,6.4788e-05-0.00063436i
-0.0026182-0.00045609i,-0.0021431+0.00034822i,-0.00098344+0.00092681i,-0.00056091+0.0003464i,-0.00087378+0.00023113i,-0.00079659+0.00027554i,-0.0008576+0.00026467i,-0.00056076+0.00084091i,-0.00032535+0.00085049i,-0.0001382+0.00077215i,0.00040458+7.677e-05i,0.00041696-0.00095662i,-0.00044516-0.00027112i,-0.00063146+0.00010555i,0.00034981+0.00032526i,0.00055075+0.00020829i,-0.00046267-0.00052592i,-0.00072901-0.00085271i,-0.0001427+7.8734e-05i,-0.00056773+0.0011938i,0.00016301+0.00076805i,0.00052271+0.00032951i,-0.00078329+0.00058555i
-0.00091941+0.00046248i,4.6613e-05+0.0011323i,0.00035051+0.00060222i,-0.00019262-0.00040713i,-0.00071203-0.00086845i,-0.00070088-0.00045823i,-0.0006984+0.00053494i,-0.00059063+0.0005092i,-0.00048253+0.00029154i,-0.00030224+0.0006214i,-0.00032348+0.000702i,-1.933e-05+0.00076653i,0.0008542+0.00052612i,0.00060902-0.00028807i,-0.00045202-0.00050364i,-0.00048848-8.1606e-05i,-0.00021579+2.7258e-05i,-0.00013203+0.00011852i,-5.6268e-05+0.00066726i,0.00019507+0.0004011i,0.00053894+0.00027666i,0.0005832+0.00084285i,0.0001942+0.0011i
0.0021499+0.0014568i,0.002126+0.0012664i,0.001914+0.00054416i,-3.585e-05-0.0012786i,-0.0013497-0.0022706i,-0.0016008-0.00072394i,-0.0017316+0.00063839i,-0.0012473+0.00049303i,-0.00021872-0.00023437i,8.6583e-05-0.00094375i,-0.00013276-0.00065016i,-0.00035708+1.3223e-05i,-9.7926e-05+0.00060469i,-0.00017555+0.00039944i,-0.00028172-0.00031268i,6.3448e-05+0.00015774i,-0.00022304+0.00080886i,-0.00096168+0.00046319i,-0.0010165-0.00028762i,-0.0008438-3.8381e-05i,-0.00096732+3.5158e-05i,-0.00037734-0.00048686i,-0.00048055-0.0005419i
-0.00050947-9.5753e-05i,-0.0014929+0.00013006i,-0.00099467+0.00079688i,-0.0005134+2.3877e-05i,-0.00067095-7.4188e-05i,-0.00013448-0.0002373i,0.00024233-0.00081674i,0.00059027+0.000112i,0.0009507+0.0003794i,0.0010153-0.00011168i,0.000302+0.00010141i,-0.00060666+0.00040468i,-0.00027451-0.000186i,-0.00016881-0.00052758i,-0.001134-0.00031788i,-0.0013772-0.00062635i,-0.00073708-0.00010659i,-0.00075589+0.00062866i,-0.00062064+0.00047264i,-0.00013604+0.0003735i,0.00019148+0.00059128i,0.00033002+6.5999e-05i,0.00017305-7.017e-05i
0.0014458+0.00024886i,0.0012556+0.000929i,0.00010864+0.00018844i,-0.00047453-0.00055391i,-0.0010174-0.0010053i,-0.0011822-0.0010121i,-0.00077998-0.00086737i,-0.00056455-0.0003778i,0.00024195+0.0004705i,0.00033427+0.00039031i,-0.00012169+7.3298e-05i,-1.0169e-05+9.1941e-05i,-3.1711e-05-1.8438e-05i,-0.00024878-0.00037775i,-0.00049167-0.0004516i,0.00017722-0.00018831i,0.00090004-0.00029114i,0.00019957-2.2061e-05i,-0.00037362+0.00048975i,-0.00047374+0.00013548i,-0.00065652-6.531e-07i,-0.00067737-4.6768e-05i,4.2851e-05+0.00044065i
0.00024879+0.00095477i,0.0011042+0.00048365i,0.001201+0.00027121i,-8.6297e-05-3.334e-05i,-0.001121+7.1375e-05i,-0.00093842-0.0003081i,-0.0010635-0.00056193i,-0.00071888+0.00010354i,-0.00012472+0.00070306i,-0.00024707+0.00077347i,0.00026745+0.00014078i,0.00076299-0.00049607i,-7.8918e-05-0.00039362i,-2.396e-05+0.0003322i,-0.00036186+0.00064469i,-0.00077972+0.00029557i,-0.00022454+0.00011606i,0.00011765+2.2498e-05i,-3.4889e-05+0.00013057i,-0.00056283+0.00041586i,-0.0004825-0.00036766i,0.00031559-0.0016645i,0.00025277-0.0014113i
-0.00087085+0.0012979i,0.00016846-8.8735e-05i,0.00079858+0.0002163i,0.00045228+0.00012718i,0.0001615-0.00083483i,-0.0005825-0.00083628i,-0.001554-0.00023747i,-0.0014125+0.00012288i,-0.00045527-0.00016987i,0.00079095-0.00018692i,0.0012422-0.00061626i,0.00068873-0.001082i,5.6687e-05-0.00035476i,0.00011275+0.00039553i,-0.00029853+8.5871e-05i,-0.00076092-0.00040593i,-0.00047311-6.6282e-05i,7.5767e-05+1.2705e-05i,0.00050851-8.4265e-05i,-0.00037977+0.00088662i,-0.0013088+0.0014242i,-0.00028034+0.00058169i,0.0013372-0.00012488i
0.00015691+0.0030441i,0.00068688+0.0031089i,0.0021864+0.002002i,0.0017856-0.00012965i,-0.00030283-0.001007i,-0.0020056-0.00066543i,-0.001924+0.00034442i,-0.0010765+0.001464i,9.9935e-05+0.00095277i,0.00025452-0.00084606i,-0.00052612-0.0015342i,-0.00072936-0.0010387i,-0.00042724-0.0005307i,0.00021005-0.00017146i,9.5443e-05+0.0003048i,-0.0008314+0.00073481i,-0.00019543+0.0011799i,0.0010091+0.0010891i,0.0009008+0.00054429i,0.00052626+0.00050414i,-8.6541e-05+0.0003631i,5.7487e-05-0.00033925i,0.00023339-0.00071174i
0.00085739+0.00042969i,0.00069508+0.0003207i,0.00087755+0.00018473i,0.00064445+0.00042651i,-0.00060539-0.00025131i,-0.0012044-0.0007796i,-0.00088845-4.733e-05i,-0.00062647+4.2375e-05i,-0.00093632-0.00069339i,-0.00040523-0.00077656i,0.00078631-0.0010113i,0.00033185-0.0011115i,0.00034895-0.00082337i,0.00065337-0.00026484i,6.0613e-05+5.8503e-05i,-0.00074892+0.00025325i,-0.0010541+5.2942e-05i,-0.00025968-0.00034842i,0.00070563-0.00011638i,0.00030514+8.3359e-05i,-0.00056649-0.00056763i,-0.00091982-0.00079663i,-0.00080639-0.00037239i
0.0017287-0.00039097i,0.00105-0.00015326i,0.00081348-0.0007608i,-0.00032356-0.0014754i,-0.001975-0.0007406i,-0.0023331+0.00040919i,-0.0012145+0.00041005i,-0.00069913+3.8175e-05i,-0.0005424+0.0002585i,-0.00050079+0.0007093i,-0.00060346+0.00034687i,-0.00024737+0.00034912i,6.3028e-05+0.00054892i,-0.00034108-0.00023328i,-0.00091173-0.0005625i,-0.00053881-0.00031509i,-0.0002088+0.0001062i,-0.00011915+0.00012542i,0.00018064+0.00034438i,-0.00027563+0.00039223i,1.7881e-05-0.00031747i,-8.5749e-05-0.00075479i,-0.00045183-0.00057288i
-1.1641e-05+0.0013807i,0.00071075+0.0015696i,0.0016527+0.00085971i,0.0024145-0.00080843i,0.0013941-0.0017999i,0.00036593-0.001199i,0.00014387+0.00030338i,6.5398e-05+0.00070258i,-0.00036923+0.00025114i,-0.00049974-0.00038385i,0.0006055-0.0008837i,0.001072-0.00048172i,0.00037475-2.721e-05i,5.319e-05-0.00042844i,-0.00010759-0.00052188i,-7.6183e-05-5.0228e-05i,5.6421e-05+7.3528e-05i,0.00020144+0.00023177i,-5.8312e-05+3.3974e-05i,-0.00030896-0.00021704i,-0.00070332-0.00018612i,-0.00034375-0.00033637i,0.00016693-0.00032848i
0.001531+0.001465i,0.0025315+0.00061576i,0.0026811+6.2156e-05i,0.0011857-0.000452i,-0.00021283-0.0010023i,-0.00071498-0.00031083i,-0.00039099+0.00055269i,1.0955e-05+0.00047071i,0.00011041-6.5351e-05i,8.7765e-05-0.00025967i,-0.00010298-0.00021173i,-0.00043682-0.00044029i,0.00029555-0.00056807i,0.00067692-0.00050693i,-0.00016703-0.00022948i,-0.00087048+0.00010387i,-0.0012793+0.0005874i,-0.0018161+0.0013111i,-0.0010629+0.0010871i,-0.00014578+0.00037012i,0.00012624-9.3802e-05i,0.00025448-0.00052127i,-0.00036682-0.00037193i
0.001775-0.0020925i,0.001185-0.0013065i,2.8272e-05-0.00046745i,-0.00078926+0.00056008i,-0.0007938+0.0014631i,-0.00024272+0.0018947i,-8.2495e-05+0.0014307i,-0.00050548+0.00080447i,-0.00066795+0.00042424i,-0.00058163+0.00021852i,3.0873e-06+0.00013523i,0.00016068+4.2385e-05i,-0.000429-1.4231e-05i,-0.0003542+0.00013268i,-0.00012453-1.048e-06i,1.8052e-05+6.0774e-05i,9.122e-05-6.4847e-05i,-0.00022911-0.00030826i,-0.00064012+0.00036263i,-0.00016686+0.0005282i,0.00017907+0.00026064i,-0.00023224-0.00011233i,-0.00064262-0.00055316i
0.00096247-0.00028429i,0.0006308+0.00075266i,0.00043579+0.00017337i,0.00033128-0.000704i,-0.00097854-0.0010205i,-0.0022509-0.0011817i,-0.0019949-0.00046187i,-0.0014086-2.6424e-05i,-0.00098083-0.00034468i,-0.00038618+0.00016034i,-0.00065909+6.1867e-05i,-0.00049544-1.1371e-05i,-7.6881e-05+0.0003883i,-0.00015715+0.00041395i,-1.1308e-05+0.00055672i,0.0004237+0.00075054i,0.00049705+0.00016292i,0.00075191-0.00070658i,0.0009155-0.00071777i,0.0002428+0.00021678i,-0.00031914+0.00038766i,-2.3409e-05+9.7309e-05i,5.0666e-05-0.00015183i
0.00062097-0.00067989i,0.00013273-0.0011621i,-0.00032686-0.001051i,-0.00093768-0.00051992i,-0.00061731-0.00056496i,-0.00086205-0.00010665i,-0.00093425-0.000388i,-0.00053788-0.00038165i,-0.00062617-0.00047956i,-0.00038037-0.0002514i,4.3323e-05-0.00011579i,0.00050615-0.00063881i,9.1147e-05-0.00075476i,0.0002016+5.6731e-05i,0.00075314+0.00021249i,0.00068194-0.00038243i,0.00070282-0.00053701i,-0.0006399-0.0005529i,-0.00090918-3.5482e-05i,0.00030269+0.00031725i,0.00062812+0.00010599i,0.00029475-1.0461e-06i,-2.9966e-05+0.00056393i
-0.00032463+0.0024703i,0.00063649+0.0029483i,0.0016362+0.002836i,0.00067995+0.00048249i,-0.00049483-0.0014905i,-0.001309-0.0013874i,-0.00047398-0.00036858i,0.00049716+0.00081067i,0.00072833+0.00088419i,0.00039458+0.00015626i,-0.00039721-0.00037144i,-0.00036702-0.0010789i,0.00013031-0.0011549i,0.00010676-0.00071408i,-0.00036843-6.6357e-05i,6.039e-05+0.00013239i,0.00029212+0.00059221i,-6.9581e-06+0.00047539i,0.00010139-2.0531e-05i,0.00068106-0.00015391i,0.00074307-0.00030483i,0.00056895+0.00033558i,0.00097422+0.0010071i
0.0015539-0.000428i,0.0015092-0.0010964i,0.0010248-0.0010767i,0.00018763-0.00040949i,-0.00082355-0.00034853i,-0.0018301-0.00077227i,-0.0009588-0.00048897i,0.00013045-0.00022713i,0.00063284-0.00040866i,0.00064903-0.00043075i,0.00016598-0.00037655i,0.00047058-0.00083389i,0.00091234-0.00091869i,0.00039898-0.00057515i,-0.00063904-0.00049444i,-0.00062712-0.00039633i,6.662e-05-0.000584i,-4.9101e-06-0.00033343i,-7.4397e-05+0.00024701i,0.00043089+0.0005464i,0.000374+0.00054477i,-8.597e-05-9.9255e-05i,-0.00016571-0.00045939i
8.852e-05+0.001213i,0.00092488+0.0014962i,0.0012521+0.0012451i,0.00060163+0.00093127i,-0.00019578+0.00072235i,-0.0011591+0.00069142i,-0.0014007+0.00024171i,-0.00063821+0.00011743i,0.00042603+0.00026633i,0.00044056-0.00024297i,-6.7952e-05-7.2011e-05i,-0.00029182+0.00017951i,-0.0004884-0.00019174i,-0.00035442+0.00016418i,-0.00054209+0.00055935i,-0.0010289+0.00060855i,-0.00033182+6.306e-05i,0.00036022-0.00021382i,0.00063921+0.00051024i,0.0010921+0.00040468i,0.00098483+0.00095133i,0.00032969+0.0014109i,0.00015079+0.0011198i
-0.0021063-0.00084557i,-0.0012566-7.7356e-05i,0.00017676+0.00050518i,0.00054232+0.00091356i,-6.6054e-05+0.0016208i,-0.00071393+0.00050764i,-0.00055941-0.00055429i,0.00035232+8.2175e-05i,0.00015494+0.00048468i,-0.0001333-0.00031822i,0.00028128-0.00039986i,9.7226e-05+7.2741e-05i,0.00039007+7.516e-05i,0.00046777+0.00026042i,0.0001847+0.00038083i,-0.00055535-0.00027269i,-0.0015259-0.00055159i,-0.0011617-0.00040282i,-0.00019794-0.00012847i,0.00017619-3.2414e-05i,0.00019895+7.7582e-05i,0.00015077+1.3219e-05i,0.00034828+0.00010355i
0.0021803+0.00024373i,0.0026727+0.0005031i,0.0024642+6.6214e-05i,0.00040681-0.00097769i,-0.0007058-0.00078926i,-0.00072383+0.0007945i,-0.0010308+0.0009615i,-0.0001072+0.00015799i,0.00027441-0.00035905i,0.00054088-0.0004961i,0.0014001-0.00053696i,0.00091378-0.00097898i,0.00046723-0.0012618i,0.00049981-0.0011193i,0.00025355-0.0010382i,9.0464e-05-0.00076252i,3.219e-05-0.00024743i,-3.6918e-05+0.00014012i,6.5315e-05+0.00027964i,0.00016429+0.0004036i,-0.00034547-4.9798e-05i,-0.00071725-0.00015343i,1.8512e-06+0.00023969i
0.00068782-0.0011566i,0.00027137+0.00066097i,0.000923+0.0010978i,-0.00028849+0.0014408i,-0.0022836+0.00090013i,-0.0029281+0.00089831i,-0.0022301+0.0012405i,-0.00085546+0.00052042i,0.00031787-0.00015866i,0.00016978-0.00012607i,-0.00088384+8.4324e-05i,-0.0011447+7.7309e-05i,-0.0012753+0.00036841i,-0.00091544-0.00019909i,-0.00048326-0.00060706i,-0.00055714+0.00027217i,-0.00033411+0.00028888i,-0.00064901-0.00034799i,-0.001082-0.00037455i,-0.00043504-0.00011295i,0.00042337-2.3437e-05i,0.00066452-6.6146e-05i,0.00043558-0.00045195i
0.0014209-0.0013231i,0.0016188-0.00061876i,0.0010763-0.00017587i,-0.00012797-0.00030114i,-0.00085227-0.00036467i,-0.00096038-0.00019541i,-0.00014705+0.00019091i,2.3015e-07+0.00022617i,-5.134e-05+0.00028103i,0.00027703+3.6281e-05i,6.5339e-05+0.00021394i,8.3836e-05+0.0010587i,0.00049814+0.00043013i,0.0005197-0.00091224i,0.00011833-0.00052271i,0.00014224+0.00034639i,-6.5769e-05+0.00028303i,-5.6579e-05-5.7869e-05i,0.000805-0.00076454i,0.00022153-0.00081911i,-0.00060623-0.0010317i,5.1065e-05-0.0011507i,0.00025176-0.00077446i
0.00090687-0.0007165i,0.00058604+0.00098201i,7.1083e-05-8.5551e-05i,-0.001514-0.0010954i,-0.0025421-0.00040933i,-0.0020275+0.00015535i,-0.0013417+0.00056795i,-0.00045296-4.2042e-05i,0.0004651+0.00017658i,0.00063063+0.00058731i,5.3188e-05+0.00029351i,0.00010697+0.00030386i,-1.9991e-05+0.00084464i,-0.00055033+0.00073851i,-0.00049084+8.9596e-05i,-0.00069176-6.3312e-05i,-0.0010087-0.00012871i,-0.00091586+0.00056319i,-0.00013009+0.0011419i,0.00025241+0.0005009i,-3.0973e-05+0.00035405i,-0.00013162+0.00027703i,-0.00023227+0.00036821i
-0.00035413-0.00062557i,0.00019571-0.0006598i,0.0004442-0.00092068i,-0.00022745-0.0010793i,-0.0014875-0.0010311i,-0.0015895-0.00116i,-0.00061523-0.00075618i,-0.00043193+0.00027281i,-0.00090746+0.0011755i,-0.00054381+0.0009977i,-0.00017964+0.00025737i,-2.1246e-06-5.7821e-05i,0.00062473+9.5717e-05i,0.001008-6.9814e-05i,0.0010389-0.00026539i,0.00036737+7.3778e-06i,-0.00084886+0.00039854i,-0.0011374+6.7255e-06i,-0.00030146-0.000828i,0.0003319-0.0013342i,0.00025007-0.00089175i,0.0004474-0.00021431i,-2.7616e-05+0.00016699i
0.0025372-0.00068541i,0.0021394+9.5473e-05i,0.00125-0.00010921i,-0.00048762+0.00061745i,-0.0011906+0.0011265i,-0.0015344+0.00068494i,-0.00087122+0.00076265i,-2.1813e-05+0.00074797i,6.8754e-05+0.00063376i,-0.00013156-0.00034294i,0.00083999-0.00061846i,0.00028395-0.00050863i,-0.00095909-0.00064145i,-0.00045455-0.00016842i,-0.00018852-0.00057966i,0.00013792-0.00058158i,0.00056517-2.3672e-06i,0.00012729+4.0709e-05i,8.1993e-06-0.00052368i,0.00051366-0.00052313i,0.00020653-7.3755e-05i,-0.00079184-0.00023483i,-0.00041358-0.00012823i
0.00038002-0.00024538i,-0.000338-0.00061741i,-0.00050579-0.00095466i,-0.00068798-0.0014051i,-0.0016585-0.0012688i,-0.0022998-0.0013159i,-0.0019381-0.00088136i,-0.00060693-9.5157e-05i,-0.00043468+0.00023003i,-0.0013627+3.681e-07i,-0.0011705+0.00012897i,-0.00033285+7.1692e-06i,-1.7795e-05-0.00079814i,-0.00011904-0.00023743i,-0.00062596+0.00028917i,-0.0007499-0.00043382i,-0.0005101-0.001381i,-0.00030065-0.001234i,-0.00010517-0.00037095i,-0.0001692+0.00039661i,-0.00019176+0.00070669i,0.00027376+0.00047452i,0.00033682+8.7831e-05i
0.0027724+0.0020982i,0.0031528+0.0010285i,0.0028591-0.00047659i,0.0012827-0.00051908i,-0.00045723-0.00035761i,-0.00059852-6.4773e-05i,0.00018436+0.00054619i,-0.00046354+0.00011864i,-0.00060299-0.00097724i,0.00058035-0.0014207i,0.0010053-0.00074835i,0.00081878-0.00018943i,0.00059355+0.00039415i,0.00072973-0.00033474i,0.00039327-0.0011551i,-0.00014993-0.0011156i,-3.0924e-05-0.00071303i,-0.00016075+0.00045896i,-0.00023496+0.0011412i,-1.0506e-05+0.00071134i,0.00017304+1.9849e-06i,0.0005155-0.00056393i,0.00040408-0.00075275i
-0.0016016+0.00096749i,0.00023192+0.001327i,0.00090144+0.0011746i,0.00015089+5.5921e-05i,-0.001028+5.3952e-05i,-0.0015625+0.00083411i,-0.0010775+0.0015766i,-0.00048174+0.00051983i,-0.00012439-0.0006137i,-0.00026931-0.00013485i,-0.00018014+0.0001043i,0.00055305+0.00013608i,0.00081942-0.0001234i,0.00021256-0.00026011i,-0.00031918-0.00023246i,8.2722e-05-0.00045134i,0.0012201-0.00089825i,0.0013486-0.00035764i,0.00019921+0.00011278i,0.00035375-0.00030923i,0.00040167-0.00089631i,-6.7189e-06-0.00039625i,-0.00042124+0.00081114i
-0.00032349-0.0010398i,-0.00041921-0.00044419i,-0.0012085+0.00051468i,-0.0012114+0.00080215i,-0.00089563+0.0016045i,-0.00059707+0.00089624i,-6.7005e-05-0.00033695i,-6.4137e-06+0.00037918i,-0.00035422+0.00027416i,-0.00017392+3.957e-05i,8.7909e-05+0.001105i,0.00018678+0.0013542i,0.00026118+0.0010026i,-0.00010621+0.00069463i,-0.00052497+0.00047317i,-0.00049175+0.00053408i,-0.0003242+0.00087152i,-0.00029182+0.00059557i,8.6388e-06+0.00038618i,0.00052065+0.00032527i,0.00092184+0.00012i,0.00064012+0.0002746i,0.00053261+0.00057941i
