-6.3161e-06+3.4761e-05i,-1.6569e-05+0.00060212i,6.3692e-05-0.00028205i,-0.0006968-0.0003118i,-0.00195+0.00019802i,-0.0027952+0.0002753i,-0.0023485+0.00095352i,-0.0016334+0.0014662i,-0.0013553+0.00084275i,-0.00091748+0.00023397i,5.1724e-06-0.00040964i,0.00032939-0.00017929i,-0.00021462+0.00086571i,5.3482e-05+0.00089924i,0.00033611+0.00052926i,0.00048819-2.2034e-05i,0.00040441+0.00040547i,-2.5611e-05+0.00096986i,-0.00040943+0.0013357i,-0.00032044+0.0014475i,3.6581e-05+0.00046494i,0.00016199-0.00079621i,9.4093e-05-0.0005332i
0.10919+0.38446i,0.24046+0.48657i,0.31843+0.3654i,0.30226+0.1657i,0.24874+0.072433i,0.18608+0.051371i,0.096474+0.031464i,0.018883+0.039179i,-0.011759+0.06074i,-0.018335+0.057711i,-0.022189+0.037796i,-0.027719+0.021648i,-0.027452+0.01819i,-0.017785+0.01402i,-0.0088404+0.0071679i,0.0015709+0.0046376i,0.010616+0.0012666i,0.0083612-0.0044945i,-0.0021515-0.0065395i,-0.010392-0.0035879i,-0.0078255-0.00032104i,0.0032934+0.0005472i,0.013386+0.0012502i
-0.35882-0.025502i,-0.44231+0.089336i,-0.32168+0.17653i,-0.12708+0.11493i,-0.0086724+0.007984i,0.04657-0.018634i,0.069056-0.014473i,0.059932-0.021827i,0.050398-0.020203i,0.05416-0.017489i,0.056418-0.024681i,0.044849-0.030076i,0.022056-0.021481i,0.0023517-0.0035009i,-0.0060105+0.006715i,-0.0070801+0.0053201i,-0.0094787-0.00027561i,-0.011523-0.0027184i,-0.0088704-0.0047193i,-0.0078949-0.0072394i,-0.0086003-0.0032337i,-0.0081527+0.0042804i,-0.0075211+0.00637i
0.25875-0.39699i,0.21028-0.59071i,-0.005193-0.54276i,-0.203-0.33371i,-0.25723-0.19986i,-0.2141-0.14837i,-0.13179-0.087938i,-0.060856-0.055093i,-0.033386-0.049266i,-0.018307-0.033026i,-0.0021733-0.016564i,0.0047077-0.0074877i,0.011369-0.0055135i,0.019462-0.0047221i,0.022083-0.0020728i,0.013471-0.0035299i,0.0021252-0.0014039i,-2.372e-06+0.0054954i,0.0074173+0.0087727i,0.016669+0.0050154i,0.015594-0.0043342i,0.0065968-0.01042i,0.00098359-0.0086705i
0.14324+0.34701i,0.24677+0.34873i,0.23139+0.20839i,0.088808+0.13136i,-0.04533+0.16043i,-0.075556+0.15354i,-0.050526+0.098121i,-0.031004+0.071085i,-0.022859+0.066714i,-0.026342+0.047486i,-0.039575+0.02145i,-0.044178+0.0084106i,-0.037125+0.0037604i,-0.024275-0.0055752i,-0.0099386-0.014365i,-0.00064981-0.010102i,0.0059172-0.00047196i,0.0082869+0.0020507i,0.00024917+0.0015862i,-0.0064596+0.0060253i,-0.0023035+0.0099077i,0.0053413+0.0078869i,0.0089705+0.00038248i
-0.47481+0.061082i,-0.56123+0.25229i,-0.32135+0.37299i,0.047758+0.30842i,0.23757+0.18447i,0.21089+0.094288i,0.11146+0.012379i,0.038695-0.039558i,0.013735-0.050897i,0.01232-0.034518i,0.025586-0.0029017i,0.041101+0.0089787i,0.030971+0.0024284i,0.0073047+0.0022366i,-0.0068958+0.0062487i,-0.0051769+0.0049657i,0.001633-0.0021805i,0.0036372-0.0091319i,0.0040558-0.010994i,0.0017876-0.0079766i,-0.0036036+0.0019037i,-0.007565+0.01344i,-0.0095685+0.022048i
0.22888-0.27408i,0.18472-0.33832i,0.098518-0.26887i,0.13128-0.23651i,0.20915-0.30016i,0.16898-0.2959i,0.065361-0.17345i,0.009619-0.05407i,-0.0018504+0.0031427i,0.005231+0.012621i,0.0086425+0.00044639i,0.00069142+0.0014878i,0.0085308+0.013993i,0.024368+0.01471i,0.022854+0.008662i,0.012268+0.0023433i,0.0028599-0.0033685i,-0.0046117-0.002162i,-0.006645+0.0026706i,-0.0056632+0.0018941i,-0.0030218-0.0060289i,0.00027645-0.01788i,0.0032117-0.025814i
0.25866+0.23823i,0.41853+0.11853i,0.33343-0.11463i,0.039841-0.2035i,-0.14275-0.13175i,-0.10606-0.053266i,-0.0082836-0.015173i,0.047072-0.0038989i,0.05321-0.0051441i,0.028793-0.0077409i,-0.0055215-0.013992i,-0.02693-0.019391i,-0.030134-0.017939i,-0.027634-0.011895i,-0.019503-0.006069i,-0.0096074-0.00093018i,-0.0041769+0.0036799i,-0.0012053+0.005671i,-0.00079441+0.0083501i,0.0021038+0.012054i,0.0067182+0.011517i,0.0068522+0.010375i,0.0032467+0.0090251i
-0.32819-0.087045i,-0.38714-0.024327i,-0.32028+0.080504i,-0.29568+0.16435i,-0.34483+0.21612i,-0.31429+0.21153i,-0.20615+0.138i,-0.13974+0.056022i,-0.1107+0.016989i,-0.062861+0.012336i,0.00011974+0.0072677i,0.030038-0.013327i,0.011878-0.029527i,-0.0084667-0.020265i,-0.0035897-0.0023478i,0.0038143+0.0041199i,0.0014598+0.0035597i,0.0033386-0.00047735i,0.012571-0.01309i,0.015683-0.025283i,0.008561-0.02247i,0.0022369-0.0094987i,0.0002557+0.000387i
0.073174-0.1504i,-0.06147-0.11353i,-0.12254+0.04198i,0.023878+0.16249i,0.16915+0.15486i,0.14499+0.090181i,0.061302+0.049974i,0.037129+0.052524i,0.058869+0.057791i,0.046234+0.033663i,-0.0036188+0.022943i,-0.018458+0.040321i,0.0061448+0.043292i,0.023547+0.021361i,0.019029-0.0032943i,0.0074057-0.012754i,0.0017268-0.0096965i,-0.0013465-0.00339i,-0.0060467+0.0054294i,-0.0067504+0.013401i,-0.0015363+0.011601i,0.0026498+0.00063082i,0.0015673-0.0065099i
-0.041727+0.34815i,-0.018219+0.40115i,0.070027+0.24869i,0.24298+0.0022882i,0.3902-0.18822i,0.36336-0.26315i,0.20862-0.23417i,0.077864-0.18566i,-0.0017005-0.15183i,-0.033274-0.087116i,-0.013647-0.02094i,0.0045605+0.00056094i,0.0041132+0.0090621i,0.0047468+0.017609i,0.0040694+0.01524i,0.00526+0.0070743i,0.0053911-0.0048166i,-0.0031356-0.0074711i,-0.0088998+0.00281i,-0.0080431+0.01084i,-0.0049915+0.013814i,0.0017718+0.017061i,0.01115+0.019599i
-0.027604-0.1595i,0.12448-0.15012i,0.23819-0.13994i,0.09242-0.2155i,-0.15967-0.26587i,-0.2383-0.16977i,-0.14094-0.020691i,-0.059564+0.069133i,-0.040152+0.10343i,-0.0017821+0.082326i,0.034707+0.016093i,0.026795-0.02059i,0.01149-0.021574i,0.0077617-0.019934i,0.01055-0.010207i,0.013521+0.001347i,0.011566+0.009222i,0.010735+0.0082286i,0.0067058-0.0040959i,-0.0059909-0.012188i,-0.019446-0.011958i,-0.029315-0.0090923i,-0.034442-0.0069745i
0.26437-0.23572i,0.20039-0.43226i,-0.032095-0.42108i,-0.19337-0.10598i,-0.15417+0.21514i,-0.030377+0.2526i,0.037375+0.10631i,0.065019-0.0023361i,0.090015-0.037134i,0.062814-0.038174i,0.0008656-0.011468i,-0.017407+0.0050258i,-0.014706-0.0057734i,-0.02712-0.0091984i,-0.034044-0.0053229i,-0.025391+9.0839e-06i,-0.005439+0.004604i,0.01025+0.00057899i,0.015618+3.0609e-05i,0.02302+0.0033514i,0.028532+0.00077135i,0.027736-0.0025344i,0.026175-0.0033308i
-0.23872+0.3244i,-0.3502+0.46803i,-0.31891+0.48889i,-0.11273+0.40606i,0.096401+0.27708i,0.12454+0.15261i,0.015796+0.078708i,-0.079367+0.058068i,-0.10401+0.05076i,-0.067159+0.036616i,-0.014518+0.0095098i,-0.00254-0.014736i,-0.011987-0.0071835i,-0.0030696+0.010088i,0.0066834+0.0090101i,0.0029594-0.0076671i,-0.0087108-0.021933i,-0.016054-0.016821i,-0.0097808-0.0064677i,-0.0041721-0.0058401i,-0.0016667-0.0030483i,0.0050977+0.00019397i,0.011003-0.0030171i
-0.12018-0.15405i,-0.028184-0.071468i,0.18112-0.0060556i,0.23982-0.13248i,0.08641-0.28032i,-0.023336-0.22792i,0.018223-0.098773i,0.10186-0.045365i,0.13095-0.046171i,0.082404-0.054949i,0.016551-0.027725i,0.0071514+0.015014i,0.029237+0.012895i,0.029219-0.010594i,0.019438-0.011981i,0.013588-0.0011819i,0.0051943+0.0056341i,0.00062281+0.0075776i,6.7614e-06+0.0068639i,-0.0024398+0.0085547i,-0.0053984+0.0087654i,-0.012451+0.0057495i,-0.018887+0.0062752i
0.16952+0.058307i,0.06484+0.043103i,-0.10459-0.016546i,-0.12755-0.13236i,-0.075506-0.28361i,-0.099218-0.35698i,-0.15129-0.29288i,-0.19214-0.20596i,-0.21464-0.12484i,-0.16123-0.021056i,-0.057609+0.031042i,-0.0040862+0.016269i,-0.0058541+0.012759i,-0.0071251+0.030177i,-0.00015663+0.035506i,0.012331+0.030439i,0.022516+0.018066i,0.012763+0.0040233i,-0.00018317+0.0035683i,0.0021023+0.00722i,0.0093909+0.0052678i,0.01542+0.0053623i,0.018329+0.0057784i
-0.050457+0.17662i,0.098907+0.17368i,0.21348+0.13325i,0.12407+0.17768i,-0.019776+0.30349i,-0.018001+0.34458i,0.05873+0.26792i,0.078803+0.23932i,0.089821+0.25657i,0.1238+0.17406i,0.095181+0.03433i,0.023307-0.017513i,-0.00086734-0.0010807i,0.012572+0.00062577i,0.020792-0.015924i,0.008705-0.032901i,-0.011013-0.031183i,-0.012333-0.013857i,-0.0049622-0.0057844i,-0.0068973-0.0017186i,-0.0096087+0.0084541i,-0.0091489+0.017185i,-0.0098349+0.020438i
-0.10354-0.39143i,-0.21161-0.5501i,-0.21263-0.49551i,0.021419-0.24305i,0.32753-0.040039i,0.36628-0.056079i,0.1714-0.15347i,0.079861-0.22212i,0.07485-0.28112i,0.00063118-0.23162i,-0.036978-0.089887i,-0.0018439-0.032688i,0.0013335-0.057103i,-0.019142-0.060939i,-0.021449-0.046102i,-0.011625-0.028213i,0.0041836-0.0096546i,0.015012-0.0050965i,0.014791-0.010118i,0.0098784-0.016255i,0.0017284-0.021236i,-0.003167-0.024768i,-0.002296-0.030432i
0.10941+0.31389i,0.032385+0.57704i,-0.037267+0.6537i,0.024205+0.29518i,0.061402-0.22343i,-0.014227-0.36144i,-0.079083-0.11917i,-0.13797+0.1153i,-0.17594+0.21697i,-0.11064+0.21597i,-0.025066+0.144i,0.0032981+0.090461i,0.017854+0.078493i,0.028079+0.068377i,0.027354+0.062702i,0.028987+0.056693i,0.021446+0.041916i,0.0068188+0.030817i,8.929e-05+0.026502i,0.0013893+0.021578i,0.0055287+0.0097581i,0.0080971-3.3731e-05i,0.011954+0.0015336i
-0.0428+0.0083886i,0.17184-0.14485i,0.27779-0.28546i,-0.031922-0.12687i,-0.38842+0.278i,-0.28219+0.47095i,0.066489+0.23558i,0.22801-0.072383i,0.22921-0.16097i,0.18602-0.15015i,0.086815-0.13209i,0.015594-0.072863i,0.0087307-0.029738i,-0.0050857-0.017144i,-0.030258-0.0010791i,-0.043641+0.0069446i,-0.034907+0.0029004i,-0.011134-0.0081939i,0.00069971-0.019225i,0.0031607-0.013425i,0.0036416+0.005192i,-0.0014589+0.019867i,-0.011053+0.02754i
-0.18283-0.22281i,-0.48418-0.20149i,-0.58165-0.028566i,-0.22875+0.10564i,0.21376+0.032597i,0.27559-0.1364i,0.052763-0.15668i,-0.10075-0.050941i,-0.15075-0.011579i,-0.15517+0.0019346i,-0.073843+0.029398i,0.0015945-0.0038557i,-0.0047031-0.036539i,-0.0016693-0.032899i,0.03571-0.042936i,0.067837-0.065554i,0.062568-0.079098i,0.01747-0.052481i,-0.0049557-0.0010018i,0.0013154+0.013545i,0.00059654+0.00079485i,0.0019055-0.0099978i,0.0073064-0.016173i
0.061892+0.39849i,0.12435+0.63785i,0.25851+0.5869i,0.36279+0.11349i,0.23937-0.3709i,-0.016825-0.36344i,-0.092207-0.0096568i,0.011791+0.2222i,0.079272+0.26309i,0.078672+0.20974i,0.033763+0.11282i,-0.033452+0.069107i,-0.050771+0.077726i,-0.034549+0.068647i,-0.024314+0.054336i,-0.013277+0.052819i,-0.0031204+0.047631i,0.0069212+0.029168i,0.011577+0.011809i,0.0031566+0.014219i,-0.0037606+0.027894i,-0.0024064+0.036896i,0.0050408+0.033997i
-0.16808-0.186i,-0.10315-0.35319i,-0.049873-0.45492i,-0.17362-0.45757i,-0.35476-0.4694i,-0.39621-0.57226i,-0.32777-0.69011i,-0.25494-0.67725i,-0.19316-0.50194i,-0.09844-0.25317i,0.048299-0.096361i,0.14705-0.10341i,0.1262-0.13523i,0.078621-0.096244i,0.052333-0.059131i,0.01195-0.048265i,-0.0078447-0.036195i,0.00081939-0.040066i,-0.0060695-0.052261i,-0.015747-0.042678i,-0.012995-0.02894i,-0.013081-0.027427i,-0.018089-0.03178i
0.24302-0.24398i,0.15772-0.40891i,0.030101-0.38529i,0.14599-0.23851i,0.42738-0.18961i,0.47157-0.2155i,0.19727-0.11939i,-0.085014+0.087072i,-0.16218+0.21851i,-0.10673+0.18959i,-0.082291+0.13709i,-0.058017+0.13796i,0.025739+0.093436i,0.093985+0.0048507i,0.11686-0.054071i,0.10316-0.080974i,0.051058-0.077095i,-0.0042502-0.0477i,-0.032769-0.020125i,-0.043304-0.0077584i,-0.03856-0.00018533i,-0.016637+0.010493i,0.0069403+0.0238i
-1.7423+7.411i,0.047173+5.6924i,3.0504+4.879i,5.1048+1.8206i,4.9795-1.4596i,2.8583-2.7147i,0.68497-1.4271i,-0.039413+0.39122i,0.54723+1.19i,1.4921+0.65848i,1.6582-0.52098i,1.1474-1.2977i,0.70318-1.3168i,0.6518-0.82286i,0.88842-0.48219i,0.71101-0.3702i,0.19479-0.12243i,-0.069723+0.028069i,-0.14725-0.070782i,-0.12283-0.10568i,0.063873-0.1065i,0.21854-0.26788i,0.12068-0.42042i
0.093641-0.082237i,0.28649-0.079835i,0.34901-0.098297i,0.069234-0.11835i,-0.3309-0.051173i,-0.49533+0.096644i,-0.38997+0.18744i,-0.22251+0.15353i,-0.13412+0.046693i,-0.10561-0.007957i,-0.051095+0.01258i,0.01602+0.02646i,0.05767+0.024288i,0.092656+0.033157i,0.12341+0.039327i,0.12043+0.041002i,0.092198+0.029458i,0.064993-0.017714i,0.031288-0.070478i,0.00083547-0.083014i,-0.0095278-0.060492i,-0.0090097-0.028933i,-0.0091797-0.0062267i
0.36621-0.11942i,0.38767-0.29003i,0.20807-0.39393i,0.081203-0.3028i,0.20669-0.19631i,0.3982-0.2933i,0.34899-0.46881i,0.1097-0.42925i,-0.031789-0.1871i,-0.023772-0.028409i,-0.0053681-0.0033142i,0.014978-0.0061339i,0.047238-0.029915i,0.041521-0.056426i,0.01024-0.05917i,-0.022079-0.051701i,-0.045702-0.036851i,-0.044855-0.01602i,-0.030138-0.0037635i,-0.015604+0.00013235i,0.0027007-0.0040205i,0.018349-0.016184i,0.021986-0.023728i
-0.16148+0.23894i,-0.12864+0.35722i,-0.014156+0.28319i,0.015994+0.013646i,-0.13845-0.22655i,-0.37604-0.21819i,-0.45551+0.022833i,-0.25369+0.23259i,0.011067+0.20233i,0.073437+0.043731i,0.0091364-0.027194i,-0.016256-0.020411i,-0.0075683-0.018628i,-0.0049076-0.028737i,-0.015669-0.045739i,-0.035153-0.049903i,-0.03223-0.023433i,0.00064865+0.007082i,0.028149+0.015742i,0.033682+0.0081136i,0.021189-0.0022191i,-0.0048486-0.0040096i,-0.021048+0.0010657i
0.095849-0.18465i,0.23374-0.27044i,0.20768-0.33451i,-0.096443-0.27884i,-0.38025+0.0043114i,-0.33526+0.39317i,-0.048589+0.54343i,0.16519+0.31175i,0.14673-0.016066i,0.022549-0.12174i,-0.029772-0.059934i,-0.034999-0.0083028i,-0.052185+0.011235i,-0.064878+0.01857i,-0.072807+0.010742i,-0.074443+0.0053086i,-0.053844-0.00019727i,-0.032046-0.021417i,-0.036642-0.043246i,-0.050503-0.04593i,-0.051734-0.031411i,-0.032765-0.011818i,-0.004848-0.0047184i
0.27111+0.045333i,0.2493-0.013938i,0.077177-0.01934i,-0.036379+0.10023i,0.055318+0.18694i,0.20679+0.085597i,0.17444-0.083863i,-0.041996-0.11152i,-0.20432+0.012808i,-0.17023+0.11062i,-0.078131+0.081816i,-0.042098+0.028918i,-0.016819+0.026023i,0.01677+0.03002i,0.03354+0.032756i,0.038769+0.040291i,0.026016+0.033621i,-0.0051577+0.027412i,-0.024842+0.036453i,-0.024049+0.04379i,-0.015632+0.034346i,-0.0093265+0.014009i,-0.0086794+0.0038883i
-0.22285-0.007108i,-0.26151-0.059047i,-0.24052-0.077503i,-0.22092+0.0046033i,-0.2082+0.061919i,-0.17527-0.016683i,-0.10826-0.089359i,0.0073052-0.027729i,0.13986+0.055426i,0.1747+0.036153i,0.10382+0.0037255i,0.050362+0.016022i,0.037+0.0087468i,0.0099174-0.010849i,-0.014455-0.012266i,-0.023338-0.0014728i,-0.018406+0.021361i,0.0035785+0.0328i,0.024255+0.026857i,0.035219+0.021757i,0.031931+0.018871i,0.016853+0.019094i,0.0053596+0.016886i
0.031628-0.2033i,-0.014118-0.13975i,-0.028022+0.046376i,0.047866+0.17769i,0.098841+0.21169i,0.057525+0.22032i,0.03642+0.17406i,0.067433+0.030057i,0.058152-0.12595i,0.0048157-0.15284i,-0.0072934-0.09309i,0.004353-0.060837i,-0.0040289-0.041428i,-0.0045391-0.010567i,-0.00079151+0.0060419i,-0.0013495+0.0039153i,0.003997-0.011683i,0.0075625-0.023158i,0.0078818-0.02552i,0.0055621-0.034647i,0.002512-0.037768i,0.0051563-0.029343i,0.0059132-0.021436i
0.090679+0.17279i,0.13353+0.12086i,0.13556-0.013116i,0.095195-0.059659i,0.087969+0.019822i,0.13535+0.10739i,0.13031+0.12123i,0.036908+0.10056i,-0.057203+0.1021i,-0.080793+0.10181i,-0.073675+0.070713i,-0.068777+0.046635i,-0.047581+0.039623i,-0.024327+0.02009i,-0.0099883+0.0039949i,0.0044485+0.0025427i,0.0096446-0.0021408i,0.00014625-0.010034i,-0.016495-0.010947i,-0.027238+0.00014748i,-0.020118+0.0088898i,-0.0059311+0.0039713i,0.0016106-0.00011895i
-0.22863-0.028906i,-0.26263+0.02989i,-0.18959+0.092984i,-0.052396+0.097828i,0.080761+0.021889i,0.12454-0.097274i,0.055766-0.17022i,-0.022484-0.15157i,-0.016841-0.095806i,0.026023-0.054228i,0.047776-0.015373i,0.048688+0.011338i,0.036668+0.014589i,0.023418+0.015183i,0.016231+0.01523i,0.009297+0.0092069i,-0.0015088+0.009426i,-0.0087649+0.019487i,-0.0053182+0.030491i,0.0018133+0.034824i,-0.0018702+0.02886i,-0.018698+0.020188i,-0.030337+0.013336i
0.26692-0.089108i,0.3288-0.10461i,0.27848-0.11604i,0.14349-0.16944i,-0.024751-0.22124i,-0.14296-0.1755i,-0.14294-0.041798i,-0.053435+0.068218i,0.022657+0.080294i,0.026628+0.018891i,-0.0017975-0.034993i,-0.0086898-0.045624i,0.0051622-0.04177i,0.0078316-0.046037i,-0.0076578-0.048698i,-0.024828-0.037285i,-0.023773-0.011734i,0.0037321+0.0045443i,0.032689-0.006208i,0.038384-0.0269i,0.02844-0.032059i,0.023388-0.019744i,0.026738-0.0086635i
-0.063085+0.19261i,-0.05384+0.15928i,-0.043695+0.047785i,-0.040437+0.0028243i,-0.017191+0.056045i,0.0063391+0.11304i,0.022033+0.11242i,0.033475+0.052225i,0.010625-0.0049362i,-0.031534+0.00024147i,-0.040799+0.027535i,-0.02874+0.022634i,-0.035523+0.010491i,-0.044548+0.021402i,-0.031833+0.035867i,-0.011038+0.035605i,0.0028877+0.014582i,-0.0020024-0.018271i,-0.024888-0.033352i,-0.037591-0.022931i,-0.025141-0.0069424i,-0.0060528+0.00036717i,-0.00095171+0.0013314i
-0.057731-0.19993i,-0.014699-0.21324i,0.016779-0.15951i,-0.05171-0.11927i,-0.14123-0.079562i,-0.11794-0.011117i,-0.024402+0.023832i,0.017437+0.01025i,0.0093192-5.0789e-05i,0.024533+0.0056669i,0.043377+0.005171i,0.032906+0.01215i,0.027437+0.026522i,0.031619+0.021814i,0.027087+0.0027765i,0.016881-0.01157i,0.0016955-0.013319i,-0.010272+0.00038312i,-0.0068178+0.015888i,0.0024822+0.016664i,0.0031881+0.0040626i,-0.0043661-0.010279i,-0.010693-0.014189i
0.16684+0.058701i,0.085934+0.047439i,-0.055056+0.045243i,-0.088253+0.072508i,-0.030161+0.077355i,0.0011656+0.025562i,-0.013492-0.030003i,-0.014819-0.042836i,0.010367-0.040531i,0.0048388-0.056109i,-0.03084-0.060121i,-0.041656-0.047971i,-0.02771-0.033353i,-0.0087828-0.013975i,0.0025739+0.0012256i,0.0011814+0.010233i,0.00088285+0.014598i,0.0020053+0.012965i,-0.00043636+0.011524i,-0.0032057+0.011423i,-0.0048027+0.012103i,-0.0021882+0.012208i,0.0038867+0.0075285i
-0.15038+0.088402i,-0.077333+0.081482i,0.035851+0.04123i,0.04698+0.047882i,0.00057394+0.092146i,-0.0061022+0.098705i,-0.0096499+0.067589i,-0.042124+0.052922i,-0.061295+0.059807i,-0.044983+0.061469i,-0.0098891+0.049152i,0.014288+0.034489i,0.020245+0.012367i,0.0078475-0.022886i,-0.014481-0.04096i,-0.02536-0.027577i,-0.01689-0.0078537i,0.0035365-0.00132i,0.018039-0.0088209i,0.0165-0.016512i,0.0061751-0.014281i,-0.0029951-0.0032976i,-0.0071113+0.0075179i
0.039837-0.1972i,-0.014678-0.17779i,-0.075491-0.068369i,-0.073015+0.021447i,-0.029319+0.057968i,0.011334+0.063621i,0.049352+0.047321i,0.081749+0.012696i,0.087871-0.021693i,0.052776-0.022828i,0.010117+0.0060156i,-0.0067689+0.020621i,-0.0148+0.017935i,-0.019467+0.033018i,-0.0091949+0.052184i,0.0059048+0.043215i,0.006731+0.016598i,-0.0080621-0.002265i,-0.02234-0.0027078i,-0.02452+0.0053892i,-0.017805+0.0069603i,-0.0068149-0.0016581i,0.0026496-0.013114i
0.12827+0.21063i,0.18382+0.20942i,0.19199+0.11848i,0.17922+0.031643i,0.16447-0.024735i,0.10506-0.053933i,0.01871-0.034579i,-0.030685+0.0025716i,-0.040974+0.019162i,-0.018226+0.013203i,0.010581-0.010962i,0.01076-0.02304i,0.0037707-0.0094925i,0.01144-0.0061452i,0.019408-0.01805i,0.015412-0.024071i,0.003114-0.017775i,-0.0030785-0.0032802i,0.0027476+0.0081624i,0.012164+0.011915i,0.019479+0.0094391i,0.018797+0.0057998i,0.0088007+0.006901i
-0.22432-0.103i,-0.25577-0.11695i,-0.19564-0.092287i,-0.13656-0.046123i,-0.11948+0.0020962i,-0.097099+0.026238i,-0.045563+0.0046983i,0.0031694-0.02884i,0.02729-0.037323i,0.030019-0.036894i,0.01787-0.03609i,0.010007-0.029723i,0.0049162-0.0298i,-0.0069112-0.030573i,-0.016346-0.019766i,-0.014842-0.0015497i,2.3293e-05+0.012503i,0.015184+0.012723i,0.016789+0.0010506i,0.0086094-0.0093633i,-0.0037313-0.0094888i,-0.010971-0.0042931i,-0.0093945-0.0014794i
0.26488-0.073783i,0.3144-0.075553i,0.27318-0.066019i,0.19121-0.10364i,0.11033-0.13899i,0.047687-0.091495i,0.0041705-0.0068814i,-0.023165+0.033542i,-0.038018+0.022369i,-0.048229+0.01014i,-0.045328+0.016737i,-0.034033+0.025541i,-0.021386+0.036433i,-0.0091018+0.03836i,-0.0060283+0.024299i,-0.012058+0.0063683i,-0.017226-0.0077298i,-0.014854-0.012317i,-0.0069512-0.0072113i,0.0020325-0.0017121i,0.007619-0.0061025i,0.0048449-0.013505i,0.00053201-0.012111i
-0.12614+0.19755i,-0.1782+0.17683i,-0.217+0.079165i,-0.21636+0.045972i,-0.1592+0.082472i,-0.068352+0.091066i,0.00091346+0.062123i,0.025676+0.049255i,0.039117+0.052028i,0.035368+0.028006i,0.0024404+0.00304i,-0.010252+0.0047503i,0.0055154-0.0012706i,0.012473-0.011344i,0.0083403-0.0048476i,0.0051677+0.010014i,0.0088865+0.017152i,0.010742+0.0070766i,0.0025356-0.011787i,-0.0098267-0.019396i,-0.015076-0.0067287i,-0.0065096+0.013307i,0.0058327+0.017094i
-0.044688-0.21453i,0.0058562-0.19682i,0.067478-0.11499i,0.035275-0.054825i,-0.029823-0.019157i,-0.032459-0.0023011i,0.0032717-0.01743i,0.024752-0.055625i,0.011808-0.081019i,0.003028-0.047535i,0.032104+0.002306i,0.048245+0.0042938i,0.021238-0.012373i,-0.0033966-0.01278i,-0.0012042-0.0072624i,0.0068825-0.0098988i,-0.0032853-0.015789i,-0.021003-0.0072149i,-0.023803+0.013479i,-0.012453+0.023651i,-0.0024283+0.011812i,-0.0031982-0.0094063i,-0.010762-0.019548i
0.18719+0.072931i,0.1258+0.055285i,-0.0047797+0.051135i,-0.037546+0.071092i,-0.0029684+0.045373i,-0.0057105-0.0093716i,-0.027901-0.017385i,-0.025037+0.012217i,-0.010004+0.028745i,-0.013156+0.004297i,-0.037492-0.029037i,-0.050721-0.026186i,-0.032423+0.00027184i,-0.0068813+0.012421i,-0.0030885+0.0061612i,-0.0095749+0.0063361i,0.00088174+0.016995i,0.018912+0.019434i,0.020938+0.0079913i,0.010039-0.0027459i,0.0016504-0.0030801i,0.0011742+0.0031873i,0.0043425+0.010464i
-0.17502+0.10906i,-0.095705+0.12629i,0.036394+0.082567i,0.070936+0.053747i,0.040675+0.079916i,0.023385+0.096378i,0.0032796+0.057017i,-0.03338+0.0072546i,-0.058006-0.0084682i,-0.044133+0.012461i,-0.0036131+0.027998i,0.018891+0.012367i,0.0077074-0.0094458i,-0.0065251-0.016484i,-0.0063261-0.010159i,-0.00017579-0.0056699i,0.00045214-0.013985i,-0.0033351-0.021302i,-0.0017533-0.015034i,0.0012531-0.0025046i,-0.00070533+0.0079412i,-0.0032287+0.014234i,-0.0034367+0.014804i
0.048247-0.23331i,-0.020416-0.24017i,-0.082652-0.15313i,-0.066064-0.10016i,-0.044072-0.1059i,-0.05974-0.091737i,-0.049201-0.024223i,0.00077358+0.042882i,0.044714+0.066327i,0.045892+0.045042i,0.0080549+0.022495i,-0.016732+0.033753i,-0.0031306+0.047062i,0.0091378+0.038764i,0.0029387+0.024241i,-0.0042884+0.015307i,-0.0072266+0.015015i,-0.0069678+0.017373i,-0.0030529+0.013977i,0.0043189+0.0033948i,0.010735-0.0092304i,0.013126-0.019377i,0.014701-0.025355i
0.13767+0.23156i,0.22065+0.21305i,0.22226+0.09922i,0.14849+0.045862i,0.10604+0.09552i,0.12351+0.1279i,0.11636+0.072934i,0.07145-0.0006874i,0.040591-0.036002i,0.037542-0.035097i,0.044565-0.026619i,0.040485-0.039543i,0.019225-0.052691i,0.0047201-0.041981i,0.0055761-0.023719i,0.0064371-0.014405i,0.0028304-0.012536i,0.0004313-0.010788i,-0.0019274-0.010394i,-0.0036409-0.0087441i,-0.00081676-0.0022553i,0.0014259+0.0035042i,-0.0050984+0.0048291i
-0.26315-0.11679i,-0.33325-0.09343i,-0.28761-0.031032i,-0.19605-0.025203i,-0.1516-0.079165i,-0.14333-0.084188i,-0.10426-0.029974i,-0.051647-0.00053675i,-0.031818-0.010269i,-0.034381-0.024991i,-0.034748-0.022455i,-0.024764+0.001281i,-0.0071341+0.016986i,0.0020837+0.010958i,-0.00010865+0.0034544i,-0.0039082+0.004996i,-0.00025303+0.0099779i,0.0061207+0.0087346i,0.0036746+0.0031026i,-0.0043854-0.0012278i,-0.011345-0.0036806i,-0.01645-0.0030583i,-0.013631+0.0019221i
