-0.00064576+0.00025138i,0.00061693-0.00094369i,0.00034377-0.0003163i,0.00011115-0.00081926i,-0.00043361-0.0011824i,-0.00023028-0.00062421i,0.00021812+0.00026036i,0.00077827+0.00041737i,0.0014256+0.0007481i,0.0015107+0.00030339i,0.00075564-0.00094539i,-3.4308e-05-0.00068018i,-3.4745e-05+0.00021768i,0.00037886+0.00035116i,0.0001336+0.00057127i,0.00042655+0.00041348i,0.0011589-0.00061663i,0.00068567-0.00096618i,-0.00039459-0.00031264i,-0.00067109-0.00056479i,0.00032863-0.0010737i,0.00048816-0.00034567i,-0.00034454-0.00046057i
0.033029+0.06636i,0.013247+0.13812i,-0.053041+0.22245i,-0.06802+0.27479i,-0.0043329+0.22133i,0.038944+0.092348i,0.028027+0.021353i,0.019171+0.015403i,0.014718+0.0047684i,-0.0016273-0.0060861i,-0.0097313-0.0052158i,-0.0055179-0.003419i,0.0045762-0.0032228i,0.014849-0.0047074i,0.018156-0.0051027i,0.013429-0.0051942i,0.0043753-0.0056557i,-0.0017456-0.0016558i,0.0010439+0.0068004i,0.012987+0.012664i,0.025184+0.010089i,0.024763+0.0026381i,0.016559-0.0017375i
-0.041557-0.045618i,-0.017032-0.10815i,0.063393-0.19278i,0.091897-0.25277i,0.021674-0.20595i,-0.034143-0.083117i,-0.026992-0.017897i,-0.015877-0.015714i,-0.0084801-0.0069811i,0.0058141+0.0034038i,0.0090144+0.0024871i,0.0029149+0.00087179i,-0.006246+0.00055544i,-0.014756+0.0026839i,-0.016786+0.0042633i,-0.012935+0.0042558i,-0.0055135+0.0057188i,0.00098054+0.0027984i,-0.000572-0.0071913i,-0.012446-0.014665i,-0.02466-0.012185i,-0.023512-0.0040491i,-0.014898+0.00046888i
0.046799+0.041264i,0.021749+0.090489i,-0.070917+0.16253i,-0.11469+0.21665i,-0.045918+0.17716i,0.019017+0.068094i,0.017482+0.011578i,0.0083878+0.01292i,0.0052956+0.0063886i,-0.0058234-0.0037483i,-0.0091633-0.0046262i,-0.0027418-0.0042018i,0.0060815-0.0032685i,0.013527-0.0048327i,0.015045-0.0061966i,0.010627-0.0055077i,0.0024366-0.0076454i,-0.0051328-0.0056094i,-0.0046608+0.0056238i,0.0078296+0.015814i,0.020225+0.015021i,0.020628+0.0064973i,0.015063+0.00049501i
-0.038641-0.023517i,-0.012331-0.067188i,0.083756-0.13211i,0.13368-0.18398i,0.063776-0.15524i,-0.014248-0.061474i,-0.020435-0.013605i,-0.0091592-0.018386i,-0.0039797-0.014254i,0.0055954-0.0044291i,0.0054267+0.00010984i,-0.00082474+0.0029107i,-0.0074634+0.0036927i,-0.01398+0.0048898i,-0.015855+0.0045163i,-0.012087+0.0049892i,-0.003954+0.0076118i,0.0037643+0.0050584i,0.0042607-0.0053443i,-0.0063395-0.014585i,-0.018048-0.014516i,-0.018462-0.0078515i,-0.01323-0.0024648i
0.048352+0.0057309i,0.014474+0.034763i,-0.088992+0.091237i,-0.14786+0.14098i,-0.085407+0.11909i,-0.0078733+0.046552i,0.0055089+0.015531i,0.0033481+0.021365i,0.003973+0.013517i,-0.003751+0.001487i,-0.0057533-0.0023033i,-0.0006633-0.0046683i,0.0062967-0.0065254i,0.012769-0.0070887i,0.014792-0.0055465i,0.011431-0.0058675i,0.0023886-0.0088579i,-0.0069625-0.0059835i,-0.0067582+0.0058922i,0.0048082+0.018578i,0.016696+0.020829i,0.017966+0.01431i,0.013544+0.0075688i
-0.045125-0.0055577i,-0.011979-0.020824i,0.099434-0.065809i,0.16567-0.11294i,0.095596-0.09682i,0.0069086-0.034047i,-0.008758-0.0099945i,-0.0033669-0.018811i,-0.0029986-0.012909i,0.0027152-0.0015226i,0.0034733+0.0035454i,-0.00080547+0.0065326i,-0.0061267+0.0063939i,-0.011221+0.0062528i,-0.01259+0.0057275i,-0.010305+0.0057346i,-0.0032207+0.0086252i,0.0056812+0.0062358i,0.0069597-0.0056465i,-0.0020524-0.018174i,-0.011883-0.021494i,-0.013462-0.015684i,-0.010861-0.0088967i
0.032263-0.016212i,-0.0042196-0.0051653i,-0.11891+0.030303i,-0.18977+0.071131i,-0.11805+0.069174i,-0.020342+0.026036i,0.0029965+0.0098667i,0.00093451+0.018301i,0.0020761+0.010409i,-0.0034881-0.0011977i,-0.005136-0.0050828i,-0.00081879-0.0078522i,0.0037634-0.009429i,0.0080368-0.0094273i,0.010537-0.00803i,0.010252-0.0081636i,0.0040732-0.0098984i,-0.0053459-0.0063157i,-0.0073849+0.0062618i,0.0011234+0.019107i,0.010455+0.022487i,0.012521+0.016967i,0.011136+0.010255i
-0.039648+0.027437i,0.0064422+0.028928i,0.12576+0.0011586i,0.19701-0.03751i,0.12573-0.040838i,0.025242-0.013041i,-0.0012148-0.0068433i,0.0018304-0.016629i,0.0019964-0.011594i,0.0053886-0.0026218i,0.0039304+0.0016467i,-0.001037+0.0051712i,-0.0042745+0.0062476i,-0.0078157+0.0072263i,-0.010647+0.0075928i,-0.009294+0.0069138i,-0.0017854+0.0079913i,0.0075351+0.0049528i,0.0089543-0.0073395i,0.00059577-0.020537i,-0.0078514-0.024138i,-0.0095456-0.019497i,-0.0083776-0.013066i
0.027341-0.019995i,-0.013176-0.035713i,-0.13031-0.020167i,-0.20178+0.01263i,-0.12874+0.016118i,-0.031664-0.0021175i,-0.010074+0.0012162i,-0.010558+0.014791i,-0.0054534+0.011315i,-0.0058873+0.0033102i,-0.0038935-0.0009922i,0.0014882-0.0054747i,0.0049789-0.0078733i,0.0078973-0.0075813i,0.010366-0.0060167i,0.0092123-0.0071391i,0.0014405-0.0093812i,-0.0079836-0.0058841i,-0.010366+0.0067326i,-0.004535+0.020817i,0.0024902+0.026364i,0.0048627+0.02233i,0.0058103+0.014177i
-0.017492+0.041379i,0.02807+0.058971i,0.14731+0.049286i,0.21701+0.016164i,0.13667+0.00029795i,0.03258+0.00592i,0.00846-0.0018368i,0.010124-0.01555i,0.0067693-0.012104i,0.0062239-0.0048506i,0.0011583-0.00047739i,-0.0056651+0.0045567i,-0.008681+0.005869i,-0.009994+0.0057829i,-0.011732+0.0060802i,-0.01087+0.0064869i,-0.002989+0.0063137i,0.007174+0.0019444i,0.010109-0.0092307i,0.0050968-0.021045i,1.2502e-05-0.024737i,-0.00088786-0.020836i,-0.0017852-0.014899i
0.020456-0.048185i,-0.033283-0.078i,-0.15205-0.078884i,-0.21939-0.053256i,-0.14525-0.032203i,-0.044922-0.019246i,-0.017353+0.0016348i,-0.014344+0.016494i,-0.0068287+0.012039i,-0.0042302+0.0033015i,0.00033658-0.0028064i,0.006214-0.0096579i,0.0089246-0.012639i,0.010497-0.011025i,0.0115-0.0082115i,0.0096813-0.0062176i,0.001868-0.0063961i,-0.008954-0.0029393i,-0.01275+0.0097782i,-0.0075164+0.023672i,-0.0023899+0.027353i,-0.0022853+0.022531i,-0.00098523+0.01616i
-0.0064566+0.042355i,0.043555+0.080386i,0.15514+0.089248i,0.21499+0.068112i,0.13818+0.047335i,0.038876+0.027472i,0.012814+0.0012664i,0.011922-0.014086i,0.0066654-0.011237i,0.0032568-0.0038697i,-0.0022016+0.0012958i,-0.0065495+0.0074845i,-0.0074699+0.010636i,-0.0091343+0.010319i,-0.010757+0.0078724i,-0.009178+0.0048683i,-0.0025419+0.0030752i,0.0063545+0.00077398i,0.010269-0.0091082i,0.0081101-0.022959i,0.0060429-0.027892i,0.006481-0.02295i,0.0049824-0.01665i
-0.0033175-0.056166i,-0.056442-0.096544i,-0.16475-0.11195i,-0.22115-0.095983i,-0.1465-0.067308i,-0.050076-0.035766i,-0.02138-0.0048039i,-0.016056+0.011143i,-0.0077122+0.0080501i,-0.0044182+0.0018188i,-0.00089844-0.0035299i,0.0017955-0.010147i,0.0025461-0.012051i,0.0049076-0.0098441i,0.0078614-0.0065874i,0.0081682-0.004512i,0.001701-0.0031497i,-0.0075449+0.0018093i,-0.012006+0.012505i,-0.010765+0.023721i,-0.0091822+0.026703i,-0.0088806+0.021833i,-0.0068478+0.015683i
0.0012912+0.05661i,0.059926+0.10197i,0.16655+0.12492i,0.21791+0.11296i,0.14232+0.079586i,0.047312+0.040726i,0.020729+0.0077727i,0.016986-0.0074232i,0.0086618-0.0066353i,0.0044318-0.003202i,-0.00050067+0.0015973i,-0.0045027+0.0072491i,-0.0047768+0.0089564i,-0.0054856+0.0077529i,-0.0067605+0.0052039i,-0.0062047+0.0030517i,-0.00064198+0.00076995i,0.0075878-0.0040325i,0.011207-0.013715i,0.0096066-0.024371i,0.0081634-0.026247i,0.0095158-0.020402i,0.0082571-0.015285i
-0.016509-0.052802i,-0.07418-0.10426i,-0.1734-0.13571i,-0.21679-0.12817i,-0.14107-0.090723i,-0.052319-0.044879i,-0.027758-0.0081925i,-0.020456+0.0086244i,-0.0093061+0.0074536i,-0.0035909+0.0035641i,0.0015908-0.00037673i,0.0056977-0.0068334i,0.006489-0.0091946i,0.0067223-0.0067007i,0.0072073-0.004917i,0.0065196-0.0036033i,0.0012564-0.00095566i,-0.0074801+0.0041357i,-0.012221+0.014627i,-0.011754+0.026014i,-0.011294+0.028606i,-0.012011+0.022747i,-0.00901+0.015617i
0.021088+0.057157i,0.077273+0.10895i,0.17088+0.14289i,0.20985+0.13617i,0.13176+0.095502i,0.045592+0.047337i,0.026028+0.010664i,0.022104-0.0063339i,0.011255-0.0070964i,0.003701-0.0034589i,-0.0020325+0.0013114i,-0.0062865+0.0062893i,-0.0064458+0.0076375i,-0.0057129+0.0059687i,-0.0069068+0.0031705i,-0.0061708+4.5038e-05i,-0.0017773-0.0027621i,0.0050331-0.0066971i,0.0093792-0.016293i,0.010261-0.026677i,0.012205-0.027212i,0.014087-0.019707i,0.01129-0.012667i
-0.01747-0.056082i,-0.077643-0.11373i,-0.16675-0.15349i,-0.20077-0.15123i,-0.13015-0.10941i,-0.052927-0.053079i,-0.031744-0.011425i,-0.022261+0.0053129i,-0.0087083+0.0050651i,-0.0019255+0.00092023i,0.0019185-0.0027766i,0.0047461-0.0066404i,0.005376-0.0084979i,0.00558-0.0073297i,0.0057029-0.0045981i,0.0050832-0.0016645i,0.0013699+0.0014821i,-0.0058259+0.0066213i,-0.011099+0.016992i,-0.011941+0.028147i,-0.012734+0.027827i,-0.014683+0.018658i,-0.012327+0.011505i
0.028561+0.052737i,0.086211+0.11086i,0.16966+0.15274i,0.19392+0.1494i,0.1202+0.1083i,0.047686+0.05321i,0.028341+0.011584i,0.018628-0.0046404i,0.0070932-0.0052671i,0.0018513-0.0028535i,-0.0014067+0.00033674i,-0.0043398+0.0044416i,-0.0055919+0.0061361i,-0.0053572+0.005856i,-0.0055661+0.003919i,-0.0052832-0.00022452i,-0.0020375-0.0049261i,0.0043522-0.010098i,0.0092562-0.018969i,0.0099762-0.028911i,0.012047-0.029648i,0.01443-0.019379i,0.010809-0.0098693i
-0.034101-0.054887i,-0.092364-0.11283i,-0.16884-0.15609i,-0.18903-0.15575i,-0.11831-0.11358i,-0.049414-0.05597i,-0.031709-0.014232i,-0.022104+0.0015875i,-0.0091312+0.0033299i,-0.0029011+0.0024957i,0.00083957-0.00010685i,0.0041991-0.0048279i,0.0038873-0.0070705i,0.0020086-0.0059854i,0.0021975-0.0031286i,0.0036918+0.00032098i,0.0018614+0.003457i,-0.004026+0.0082714i,-0.0084734+0.019095i,-0.010717+0.029656i,-0.013556+0.027887i,-0.014637+0.016567i,-0.010634+0.0087511i
0.033026+0.051028i,0.092643+0.10981i,0.16206+0.15571i,0.17365+0.15682i,0.10824+0.11233i,0.045791+0.053945i,0.027416+0.014903i,0.018426+0.0010886i,0.0079505-0.0011492i,0.0029602-0.0017358i,-0.001719+0.0003215i,-0.0057145+0.0041035i,-0.0047352+0.0047294i,-0.0031798+0.0044454i,-0.0029278+0.0033914i,-0.0021426+9.087e-05i,-0.00044416-0.0045827i,0.0025624-0.010404i,0.006943-0.020213i,0.0097183-0.028994i,0.011922-0.025968i,0.013172-0.013607i,0.010073-0.0057401i
-0.040091-0.047102i,-0.09409-0.10453i,-0.1545-0.15228i,-0.16189-0.15499i,-0.10334-0.11191i,-0.049785-0.052913i,-0.033115-0.012317i,-0.020973+0.0013121i,-0.0071218+0.0020638i,-0.00083328+0.00071128i,0.0022522-0.0009372i,0.0035539-0.0035678i,0.0033111-0.0044087i,0.0029623-0.0037782i,0.0022745-0.0022351i,0.0020017+0.00032073i,0.00043038+0.0035392i,-0.0037905+0.0094093i,-0.0080791+0.020394i,-0.010589+0.029944i,-0.01177+0.02744i,-0.011475+0.015199i,-0.007831+0.0062309i
0.042717+0.049344i,0.099126+0.10208i,0.15561+0.14716i,0.15849+0.14711i,0.097874+0.10204i,0.0461+0.047629i,0.032224+0.013003i,0.022401+7.7917e-05i,0.010382-0.002387i,0.0039612-0.0029959i,-0.00079017-0.0015771i,-0.0034394+0.00036356i,-0.003091+0.0017102i,-0.0011976+0.0029696i,-0.00011732+0.0022843i,-0.00082515-0.00075791i,-0.0015694-0.0053038i,0.0018272-0.011492i,0.0071235-0.021993i,0.0098479-0.030335i,0.011358-0.026275i,0.010808-0.014258i,0.0069596-0.0062829i
-0.041248-0.036622i,-0.094161-0.0936i,-0.14386-0.1434i,-0.14253-0.14833i,-0.087858-0.10443i,-0.044723-0.051899i,-0.03258-0.019182i,-0.020407-0.0039755i,-0.008054+7.7484e-05i,-0.0027385+0.00053979i,-0.00029234+0.00046444i,0.0014629-0.0010842i,0.001672-0.0036322i,-9.0841e-05-0.0046238i,-0.0016747-0.0022665i,-0.0015388+0.0015167i,-0.00071075+0.0043243i,-0.0022885+0.0094002i,-0.0063168+0.020675i,-0.0097669+0.030112i,-0.010978+0.026326i,-0.0094741+0.013651i,-0.0052226+0.0061298i
0.043318+0.039745i,0.093838+0.092018i,0.138+0.13941i,0.13312+0.14005i,0.081755+0.094859i,0.041304+0.044148i,0.027627+0.014476i,0.015882+0.0034299i,0.0052592+0.00072164i,0.0010028-0.0011329i,-0.0018915-0.0029532i,-0.0040122-0.0026865i,-0.0038493-0.00035299i,-0.0018814+0.0015293i,-0.00043944+0.0011296i,-0.00068931-0.00088658i,-0.00075558-0.0041298i,0.0011389-0.010478i,0.0044329-0.021965i,0.006109-0.031016i,0.0066474-0.027149i,0.0056119-0.01397i,0.0027741-0.0055875i
-0.044134-0.040268i,-0.096013-0.088396i,-0.13514-0.13297i,-0.12481-0.13453i,-0.078011-0.092179i,-0.04623-0.043254i,-0.033821-0.014197i,-0.019647-0.0037437i,-0.0078001-0.0017256i,-0.0021666-0.0013472i,0.0013958-0.0011108i,0.0031146-0.0022255i,0.0023085-0.0039844i,-0.00070054-0.0037756i,-0.001838-0.0017525i,-0.00085799-0.00028909i,-0.0007173+0.0017116i,-0.003114+0.0081891i,-0.0063007+0.019474i,-0.0075812+0.029068i,-0.007698+0.026108i,-0.0056956+0.014397i,-0.0015308+0.0073522i
0.040586+0.026409i,0.087566+0.075769i,0.12329+0.11957i,0.11043+0.12108i,0.064783+0.083865i,0.036263+0.041932i,0.027463+0.015905i,0.016672+0.0064135i,0.0072353+0.0024176i,0.0018378-0.00052326i,-0.0030489+5.5152e-05i,-0.0043166+0.0011403i,-0.0018481+0.0015818i,0.00071017+0.0024479i,0.0016554+0.001954i,0.0014382-0.0002126i,0.00088832-0.003452i,0.002025-0.0090424i,0.0049783-0.019129i,0.0067318-0.027717i,0.0057992-0.024379i,0.0030096-0.014144i,-0.00034326-0.0075869i
-0.045141-0.025865i,-0.087109-0.069334i,-0.11633-0.11265i,-0.10261-0.11614i,-0.064215-0.07911i,-0.041191-0.03928i,-0.030364-0.015311i,-0.016166-0.0042182i,-0.0055286-0.0012232i,-0.0024205-0.00059189i,-0.00084505-1.6119e-05i,-0.00028111-0.00086652i,-0.0012466-0.0020102i,-0.0021354-0.0022097i,-0.0022089-0.0020663i,-0.0022521-0.001479i,-0.0022427+0.00038632i,-0.0031505+0.0067107i,-0.0055378+0.01882i,-0.0068691+0.028659i,-0.0053864+0.025755i,-0.0024489+0.014934i,0.00083721+0.0076747i
0.037297+0.027761i,0.083084+0.066844i,0.10851+0.10672i,0.092126+0.10889i,0.058696+0.072757i,0.037454+0.035332i,0.025805+0.015222i,0.014506+0.0059991i,0.0066026+0.00036242i,0.0032787-0.0024753i,0.00097991-0.0032336i,-0.00035705-0.0027853i,-0.00072033-0.0018279i,-6.6844e-05+0.00045994i,0.0017405+0.0019544i,0.0024284+0.0013754i,0.00099618-0.00014517i,0.00091491-0.0058225i,0.0038901-0.017159i,0.0061169-0.026731i,0.0056691-0.024992i,0.0023811-0.015231i,-0.0014783-0.0092162i
-0.037047-0.018261i,-0.076964-0.060104i,-0.098421-0.099023i,-0.081898-0.098987i,-0.052977-0.0677i,-0.037633-0.035699i,-0.026929-0.015753i,-0.012159-0.0071359i,-0.0026765-0.0023419i,-0.00077331+0.0008305i,0.00043913+0.0015696i,0.0027007+0.001251i,0.0024908-0.00063719i,-0.00055013-0.0028359i,-0.0031507-0.0033009i,-0.002689-0.0025921i,-0.00098577-0.0014961i,-0.0021888+0.0037089i,-0.0045137+0.015788i,-0.005864+0.025815i,-0.0052973+0.02425i,-0.0024584+0.016124i,0.0014249+0.010273i
0.038097+0.01818i,0.07252+0.052931i,0.09248+0.091071i,0.078932+0.090259i,0.049292+0.055368i,0.032464+0.027148i,0.022714+0.013732i,0.010648+0.0062555i,0.0033428+0.0021982i,0.0015853+2.6245e-05i,-0.0015802-0.00078173i,-0.0042478-0.0014033i,-0.0024355-0.00063258i,0.0014836+0.0012004i,0.0030127+0.0021275i,0.0018443+0.0019434i,0.00089171+0.0013041i,0.0017772-0.0039774i,0.003302-0.014956i,0.0041829-0.02357i,0.0029052-0.02281i,0.00076334-0.015625i,-0.0010726-0.010469i
-0.034024-0.017047i,-0.070822-0.048105i,-0.084296-0.083166i,-0.066605-0.085995i,-0.046818-0.054684i,-0.036675-0.027549i,-0.026182-0.014746i,-0.014099-0.0069646i,-0.0065042-0.0035404i,-0.0032586-0.0027049i,0.00069389-0.0014343i,0.0032591-0.0012274i,0.0011687-0.0024294i,-0.0019017-0.0028049i,-0.0031195-0.0028107i,-0.0034238-0.0031432i,-0.0029263-0.0035719i,-0.0029575+0.0009348i,-0.0042589+0.013007i,-0.0048795+0.022523i,-0.0038061+0.022395i,-0.00067652+0.017035i,0.001808+0.012491i
0.030655+0.0099528i,0.063065+0.042522i,0.076648+0.072946i,0.056895+0.069614i,0.035952+0.044315i,0.028785+0.026285i,0.020845+0.015681i,0.010196+0.0080299i,0.0049917+0.0029215i,0.0030048+0.00021745i,0.00057233-0.00017983i,2.8075e-05-0.00021321i,0.001753+0.00077811i,0.0032818+0.0017834i,0.0034477+0.0015439i,0.0026645+0.0022538i,0.0011347+0.0036326i,0.00098606-0.0006209i,0.0028642-0.011507i,0.0047804-0.021103i,0.0051392-0.022195i,0.0032676-0.017397i,0.00069022-0.013749i
-0.032242-0.01058i,-0.059917-0.039007i,-0.070302-0.068907i,-0.055512-0.065096i,-0.037677-0.039057i,-0.030681-0.022059i,-0.022194-0.013006i,-0.0096127-0.004731i,-0.0031473+0.00041923i,-0.0028759+0.0015111i,-0.0016237+0.0014429i,-3.4591e-05+0.0015824i,-0.0013096+0.00086554i,-0.0031075-0.00095187i,-0.0032824-0.0012213i,-0.0025095-0.0020553i,-0.0023791-0.0044074i,-0.0026842-0.00115i,-0.0035921+0.0092972i,-0.0048959+0.019282i,-0.0053103+0.022229i,-0.0035519+0.018766i,-6.7759e-05+0.014182i
0.026992+0.0082578i,0.054742+0.032276i,0.062946+0.060107i,0.046656+0.05949i,0.03306+0.033326i,0.027787+0.017692i,0.017879+0.012426i,0.0069147+0.0073324i,0.0025267+0.002712i,0.0010924-0.00071098i,-0.0013521-0.0026719i,-0.0028762-0.0042762i,-0.0022653-0.0043038i,-0.00062842-0.0025117i,0.0017244+0.00023309i,0.0022262+0.002544i,0.001446+0.0043127i,0.0016922+0.0015803i,0.0022652-0.0090279i,0.0032316-0.017811i,0.0035432-0.018687i,0.0025007-0.016226i,0.0011641-0.012944i
-0.024025-0.0072413i,-0.050628-0.03004i,-0.05567-0.055557i,-0.037347-0.054058i,-0.031142-0.032662i,-0.032197-0.019626i,-0.021532-0.012985i,-0.0076183-0.0067822i,-0.00079968-0.0026305i,0.00024069-0.0014545i,0.0013046-0.00039012i,0.0039507+0.00060304i,0.0045917+1.4899e-05i,0.0030877-0.00093569i,0.00044688-0.0018417i,-0.0012505-0.004124i,-0.0016351-0.0068106i,-0.0029324-0.0037349i,-0.0036798+0.0068551i,-0.0040974+0.017042i,-0.0043637+0.01945i,-0.0038296+0.016783i,-0.0033081+0.013067i
0.023201+0.0076989i,0.047408+0.027823i,0.0539+0.047875i,0.037781+0.041531i,0.027806+0.022862i,0.025214+0.015201i,0.015765+0.011164i,0.0055543+0.0051929i,0.0019876+0.0013431i,0.0013112-0.00045749i,-0.0016417+9.8879e-05i,-0.0046624+0.0013296i,-0.0043343+0.0018708i,-0.0013708+0.0026421i,0.001108+0.0037007i,0.0012564+0.0043751i,0.0015692+0.00547i,0.0028855+0.0032885i,0.0031533-0.0056835i,0.0033604-0.013276i,0.004738-0.015175i,0.005687-0.014304i,0.0050572-0.011608i
-0.01949-0.00033617i,-0.038879-0.01935i,-0.044655-0.041767i,-0.032423-0.04055i,-0.025917-0.023106i,-0.026661-0.015864i,-0.018131-0.012252i,-0.007666-0.0064906i,-0.0042536-0.0024045i,-0.0036591-0.0010716i,-0.00074672-0.0016153i,0.0023261-0.0026201i,0.0024693-0.0031649i,0.00034362-0.0027692i,-0.0014075-0.0031853i,-0.0020736-0.005465i,-0.0032264-0.0080073i,-0.0037804-0.0046872i,-0.0024682+0.005575i,-0.002828+0.013821i,-0.004328+0.015561i,-0.0049886+0.015068i,-0.0048124+0.012588i
0.022701+0.0032238i,0.040074+0.01755i,0.039905+0.036588i,0.024456+0.033967i,0.020676+0.015997i,0.021046+0.011707i,0.011034+0.010311i,0.0023139+0.0051904i,0.00066726+0.0012021i,0.0011134-0.000925i,-0.00011815-0.0014015i,-0.0012583-0.0015229i,-0.00074781-0.0013962i,0.00026551-0.00028664i,0.0019213+0.0014124i,0.0026229+0.0033814i,0.0022192+0.0054594i,0.0016253+0.0040225i,0.0015512-0.003523i,0.0030334-0.011036i,0.0051732-0.013421i,0.0071034-0.013468i,0.0070406-0.011325i
-0.020098-0.0067168i,-0.041138-0.020773i,-0.041435-0.034597i,-0.024351-0.028226i,-0.022095-0.013706i,-0.02357-0.0091539i,-0.014005-0.007673i,-0.004501-0.0025104i,-0.0020185+0.001225i,-0.0023654+0.0017908i,-0.00087845+0.001635i,0.0014126+0.0017011i,0.0016669+0.0018728i,0.0014081+0.001013i,0.00021962-0.0010808i,-0.0015276-0.0038129i,-0.0032144-0.0069874i,-0.0040828-0.005298i,-0.0026054+0.0027213i,-0.0032377+0.010197i,-0.005844+0.012884i,-0.0065181+0.012685i,-0.0057653+0.0097102i
0.014719-0.0037009i,0.027909+0.013635i,0.030098+0.029025i,0.018057+0.021654i,0.015281+0.0094948i,0.018238+0.010039i,0.011047+0.011131i,0.0032217+0.0059203i,0.0013242+0.0012125i,0.00057337-0.00066833i,-0.0022186-0.0015569i,-0.004724-0.0015573i,-0.0059115-0.0011633i,-0.0048102-0.00088757i,-0.001792-0.00074508i,0.00035616+0.00068424i,0.0020216+0.0038674i,0.0024782+0.0041351i,0.001234-0.0025463i,0.0016703-0.0091658i,0.0049189-0.010681i,0.0072475-0.010311i,0.0069214-0.007498i
-0.019836-0.0021622i,-0.033052-0.009385i,-0.031613-0.024265i,-0.020369-0.021835i,-0.019457-0.008629i,-0.02136-0.0092809i,-0.012873-0.010756i,-0.003473-0.0054458i,-0.00030289-0.0023676i,0.00026909-0.0023001i,0.0021133-0.0021443i,0.005593-0.0020822i,0.0064555-0.002017i,0.0043702-0.002219i,0.0020011-0.0026165i,-0.00012755-0.0042736i,-0.0026269-0.0059145i,-0.0031657-0.004775i,-0.0017056+0.0012741i,-0.0023178+0.0079808i,-0.0050655+0.0098449i,-0.0069517+0.0086691i,-0.0071786+0.0060576i
0.013638+0.0030327i,0.031281+0.010271i,0.029941+0.01965i,0.015006+0.0164i,0.01659+0.0055728i,0.018866+0.0064992i,0.009425+0.0091642i,0.002413+0.0042914i,0.0019799-0.0007081i,0.0013001-0.00073699i,-0.0012624+0.0017706i,-0.003401+0.0024316i,-0.003666+0.001515i,-0.0032527+0.00093481i,-0.0019707+0.00052044i,-0.00020112+0.002831i,0.0021886+0.0059338i,0.0031513+0.0044341i,0.00068871-0.0014395i,0.0011623-0.0055535i,0.0047626-0.0059264i,0.0068834-0.0062331i,0.0064441-0.0044963i
-0.013956+0.0080878i,-0.023736-0.0037387i,-0.022449-0.014917i,-0.010331-0.011631i,-0.011811-0.0068125i,-0.016606-0.0092108i,-0.0098756-0.0082916i,-0.002677-0.0032317i,-0.001556+0.00027543i,-0.0019003-4.8115e-05i,-0.0017119-0.0020856i,-0.0010712-0.0029716i,0.00044673-0.0026446i,0.000737-0.0016293i,-9.72e-05-0.0018406i,-0.0018101-0.0039038i,-0.0040607-0.0058311i,-0.0043057-0.004026i,-0.0020548+0.002258i,-0.0013719+0.0069757i,-0.0048018+0.0068576i,-0.0077564+0.0052699i,-0.0070179+0.0035262i
0.016938-0.0011014i,0.024199+0.0012771i,0.022425+0.010452i,0.014379+0.0068401i,0.012535-0.0026355i,0.012424+0.00065122i,0.0047936+0.0046839i,-0.00053393+0.0022221i,-0.00047611-0.00075593i,0.00029584-0.0017219i,0.00062351-0.00093122i,-0.0001756-0.0011367i,-0.0015918-0.0021542i,-0.0022083-0.0018726i,-0.00090706-0.00053443i,0.0010286+0.0014328i,0.0027862+0.004003i,0.0035032+0.0042051i,0.00095257-0.00075329i,0.00076101-0.0050795i,0.0042753-0.0043529i,0.0063582-0.0024995i,0.0058113-0.00055545i
-0.0061175+0.0049383i,-0.018189+0.00050067i,-0.016726-0.0089717i,-0.0077584-0.011081i,-0.012396-0.0047783i,-0.017657-0.0073493i,-0.010085-0.009644i,-0.0019097-0.00424i,0.00029333-0.00042778i,0.00034391-0.00026867i,0.0012669+0.00056576i,0.0031083+0.0012884i,0.0044987+0.001148i,0.0036224+0.00057967i,0.001499-0.00085616i,-0.00087596-0.0026951i,-0.0034205-0.0049244i,-0.0038505-0.0045132i,-0.0014713+0.00063991i,-0.0010389+0.0043264i,-0.0042109+0.0040046i,-0.0061441+0.0023357i,-0.0045874-0.00021928i
0.0088792-0.0096415i,0.016145-0.0028781i,0.014562+0.003923i,0.0045733+0.00069065i,0.006237-0.0023343i,0.0091508+0.0046143i,0.0032115+0.0081681i,-0.00055339+0.0043018i,-0.00034223-8.1544e-05i,-0.00011951-0.00077148i,-0.0016478+0.0013153i,-0.0036677+0.0010965i,-0.0049457-0.00073349i,-0.0053603-0.00071999i,-0.0035275-0.00020118i,-0.00079795+0.00089151i,0.0017228+0.0036606i,0.0029378+0.0041916i,0.00078833+0.00027121i,0.00021779-0.0029321i,0.0028854-0.0020075i,0.0049647-0.00077644i,0.0046429+0.00035528i
-0.011076-0.00030301i,-0.01687-0.0019564i,-0.018282-0.0062146i,-0.012672-0.0012049i,-0.011321+0.003665i,-0.012108-0.0019328i,-0.0066529-0.0048626i,-0.0010806-0.0016723i,-0.00036309-0.00015255i,-0.00077615-0.0013979i,0.00032116-0.0042385i,0.0018889-0.0054358i,0.0030947-0.0042206i,0.0031937-0.0024878i,0.0026081-0.0009693i,0.00068284-0.0014081i,-0.0028938-0.0034253i,-0.0042177-0.0038537i,-0.0023674-0.00020259i,-0.0018772+0.0024239i,-0.0034575+0.0010201i,-0.0041258-0.00066666i,-0.0023297-0.0020373i
