0.0014996-0.0011609i,0.0020154-0.0014397i,0.0014704-0.0026626i,-0.00030591-0.0014021i,-0.001399+0.0011438i,-0.0014859+0.0017377i,-0.00064784+0.0010409i,0.00061322+0.0012903i,0.0012613+0.00081513i,0.0010866-0.00049645i,0.0006099-0.0010454i,-9.84e-06-0.00032568i,-0.00045085-5.7697e-05i,-0.00051898-0.00040981i,-0.00028688-0.00040013i,-0.00013449-0.00070284i,0.00029645-0.00049297i,0.00053002-0.00036472i,-0.00056973-0.00059255i,-0.0013302-0.00070327i,-0.00036734-0.00049367i,0.00025064-0.00035394i,6.7365e-05-0.00020088i
-0.093186+0.35901i,0.027789+0.44685i,0.18546+0.31292i,0.21473+0.13262i,0.18031+0.068064i,0.17918+0.0011666i,0.12631-0.090705i,0.036455-0.088057i,0.00027867-0.045185i,-0.0021548-0.03522i,-0.0022142-0.024553i,0.0044967-0.0059384i,0.0097278+0.0044553i,0.0078374+0.0092118i,-0.0013436+0.0072958i,-0.01104+0.0044936i,-0.009381+0.0044796i,0.0010573+0.0019414i,0.0083566-0.00075955i,0.010733+0.0007443i,0.012011-0.00078048i,0.0056663-0.0044314i,-0.0085611-0.00016279i
-0.28097-0.2995i,-0.44451-0.29795i,-0.39563-0.15239i,-0.15647-0.088141i,0.017647-0.14143i,0.038889-0.10732i,0.043512-0.010121i,0.064263+0.0044169i,0.052094-0.011471i,0.040973-0.0022168i,0.042779-0.010212i,0.026092-0.031385i,-0.0027062-0.030022i,-0.015969-0.0088469i,-0.010581+0.0033539i,-0.0036198-0.00014147i,-0.0034582-0.0026986i,-0.0056404+0.0050063i,-0.00092359+0.013506i,0.0087839+0.0089203i,0.010282-0.00091828i,0.010136-0.0032308i,0.017904-0.0027032i
0.41139-0.053246i,0.53575-0.17313i,0.4016-0.22032i,0.14263-0.10922i,-0.028641+0.026002i,-0.10068+0.071542i,-0.11391+0.084933i,-0.072807+0.10128i,-0.024442+0.082689i,-0.0151+0.035231i,-0.022284+0.0030113i,-0.018504-0.0062754i,-0.0051345-0.0079428i,0.0074742-0.010796i,0.011091-0.0048907i,0.013366+0.0091376i,0.01805+0.010588i,0.018023-0.0028716i,0.011665-0.016499i,-0.00098768-0.017661i,-0.013547-0.0057153i,-0.017943+0.0071923i,-0.01738+0.010469i
-0.21613+0.35995i,-0.23118+0.50911i,-0.14046+0.40224i,-0.045251+0.10017i,-0.0036011-0.12324i,0.029767-0.15145i,0.064069-0.1077i,0.05639-0.10146i,0.01077-0.091635i,-0.017823-0.041446i,-0.013838+0.0065141i,-0.0090103+0.026055i,-0.013565+0.028332i,-0.017735+0.019746i,-0.020189+0.0035191i,-0.021826-0.0084041i,-0.020861-0.0093798i,-0.016396-0.0087023i,-0.013888-0.0097634i,-0.011959-0.005621i,-0.0035319-0.002747i,0.00248-0.0083702i,0.00089753-0.013296i
-0.15167-0.35717i,-0.23604-0.44609i,-0.21328-0.32572i,-0.12514-0.077596i,-0.056152+0.12406i,-0.020009+0.15249i,-0.029892+0.075913i,-0.045016+0.045315i,-0.018764+0.044515i,0.0012669+0.021798i,-0.011308+0.010357i,-0.014244+0.015645i,-0.00079137+0.0074968i,0.0045189+0.00071334i,0.0058802+0.01148i,0.013673+0.017562i,0.017041+0.012717i,0.012514+0.014587i,0.011423+0.021797i,0.016971+0.019549i,0.022264+0.012364i,0.024323+0.011947i,0.022393+0.014953i
0.32801+0.084437i,0.39196+0.088069i,0.25926+0.074282i,0.078325+0.0067524i,-0.022971-0.11006i,-0.07045-0.15643i,-0.072223-0.10919i,-0.048411-0.060778i,-0.026017-0.022978i,0.011522+0.00064267i,0.040281-0.012586i,0.03649-0.021629i,0.024007-0.0054519i,0.021125-0.00014367i,0.019749-0.016155i,0.008559-0.026798i,-0.0018048-0.021952i,-0.0036721-0.015514i,-0.0018992-0.013999i,-0.0025648-0.015631i,-0.014922-0.018016i,-0.031007-0.015661i,-0.032439-0.011549i
-0.21251+0.21099i,-0.21392+0.24845i,-0.12859+0.17114i,-0.026395+0.1441i,0.081493+0.18981i,0.13396+0.17311i,0.098831+0.12773i,0.074473+0.11158i,0.069033+0.06816i,0.021945+0.021552i,-0.014193+0.017449i,-0.012589+0.0085425i,-0.016735-0.013793i,-0.026042-0.012605i,-0.021697+0.0041724i,-0.0098162+0.0077463i,-0.004758-0.0017692i,-0.0065522-0.008354i,-0.0073213-0.0088682i,-0.0049286-0.0056391i,0.0071368-0.0013366i,0.023722-0.0019817i,0.028314-0.0048579i
-0.07168-0.25414i,-0.1166-0.22541i,-0.060221-0.081593i,0.0099411-0.048995i,-0.029302-0.10455i,-0.064689-0.079061i,-0.017184-0.041326i,0.0037219-0.059326i,-0.0084645-0.0589i,-0.002817-0.0402i,-0.0029216-0.027077i,-0.0019645-0.00070051i,0.019809+0.020998i,0.029932+0.013161i,0.013401-0.0065635i,-0.0035643-0.0090264i,-0.0036052+0.0019748i,0.0036902+0.0065902i,0.0046294+0.004823i,-0.0026997+0.0055891i,-0.010833+0.013482i,-0.01335+0.021708i,-0.012688+0.021505i
0.25833+0.057327i,0.28091-0.037957i,0.15507-0.091226i,0.093864+0.0091844i,0.15809+0.10125i,0.16267+0.052642i,0.082527-0.0023944i,0.033262-0.0061612i,-0.0029924-0.0052318i,-0.025544+0.018819i,-0.0056635+0.029146i,-0.001875+0.0024056i,-0.022459-0.010655i,-0.022593+0.0019276i,-0.0084992+0.018107i,-0.0033098+0.021561i,-0.0090372+0.014661i,-0.013767+0.009176i,-0.008794+0.0082284i,0.0038287+0.0063917i,0.010256-0.0057738i,0.0049719-0.019982i,0.0010407-0.023631i
-0.19134+0.20082i,-0.11488+0.30392i,0.043245+0.21077i,0.041722-0.02204i,-0.078808-0.13304i,-0.10988-0.07964i,-0.076337-0.027446i,-0.069189-0.0059614i,-0.055348+0.0091099i,-0.02897+0.0027661i,-0.011479-0.003021i,0.010471-0.0035624i,0.021892-0.012691i,0.0088723-0.017018i,-0.0043921-0.010384i,0.0025326-0.0050375i,0.015527-0.008017i,0.016923-0.0098961i,0.0098878-0.0056011i,0.0021768-0.0025613i,0.00015981+0.00036409i,0.0030192+0.0059642i,0.0031409+0.009902i
-0.068399-0.29463i,-0.22465-0.33814i,-0.29162-0.17388i,-0.11528+0.017245i,0.092782+0.051071i,0.091947+0.020879i,0.017409+0.041232i,0.010638+0.061046i,0.025344+0.056034i,0.031308+0.037408i,0.015053+0.01699i,-0.016019+0.022067i,-0.024037+0.036221i,-0.0097443+0.025759i,0.0040904+0.00049117i,0.0049932-0.011932i,0.00083469-0.0041068i,0.0048147+0.0060514i,0.01362+0.0031072i,0.015127-0.0058529i,0.0058336-0.0079837i,-0.0053169-0.0022045i,-0.0079875+0.0034418i
0.26567+0.14853i,0.41501+0.083008i,0.3515-0.089887i,0.068687-0.18047i,-0.13948-0.13707i,-0.11606-0.092852i,-0.036217-0.090689i,-0.0026302-0.075379i,0.012189-0.056181i,0.0051019-0.044725i,-0.0071838-0.032871i,-0.0034959-0.035168i,-0.00073846-0.035565i,-0.0052347-0.011197i,-0.0073476+0.01662i,-0.0075248+0.020331i,-0.0099614+0.004834i,-0.015998-0.011075i,-0.022034-0.014349i,-0.020376-0.0052864i,-0.0082889+0.0018028i,0.0042264-2.2292e-05i,0.0091789-0.0031393i
-0.29051+0.089928i,-0.38717+0.23669i,-0.26519+0.34476i,-0.0050254+0.27618i,0.15258+0.12746i,0.15836+0.063896i,0.12724+0.058301i,0.10148+0.043544i,0.079604+0.022012i,0.058145+0.0067151i,0.03949+0.014645i,0.03818+0.039709i,0.044793+0.040663i,0.040169+0.0091752i,0.02719-0.021415i,0.016933-0.027322i,0.012512-0.016043i,0.013649-0.0047072i,0.015079-0.00026757i,0.012138-0.0019931i,0.0087506-0.003232i,0.0087603-0.00102i,0.0088036+0.00083582i
0.14412-0.22948i,0.14334-0.39105i,-0.0047858-0.40374i,-0.19022-0.21701i,-0.25882-0.026427i,-0.22714+0.023946i,-0.17838+0.0071767i,-0.13869-0.01318i,-0.11056-0.019489i,-0.082008-0.0039846i,-0.057013+0.00090654i,-0.054085-0.016744i,-0.053793-0.025928i,-0.039537-0.016616i,-0.025987-0.0041335i,-0.02205+0.0027659i,-0.022154+0.0062791i,-0.021487+0.0095508i,-0.016498+0.010797i,-0.0085581+0.0089421i,-0.0066624+0.0062646i,-0.009433+0.0021616i,-0.010387-0.0068156i
0.029956+0.24549i,0.10968+0.38751i,0.23458+0.36614i,0.32359+0.18468i,0.31733+0.023011i,0.23621-0.032631i,0.15368-0.024801i,0.11191-0.010345i,0.078372-0.016665i,0.040089-0.02735i,0.029765-0.030425i,0.037428-0.029309i,0.025962-0.01659i,0.0035779+0.00076855i,-0.0043464+0.01075i,0.0039514+0.010802i,0.012662+0.0023531i,0.014259-0.0075338i,0.011503-0.0095327i,0.0086294-0.0056546i,0.0073517-0.0065563i,0.0044956-0.0077095i,0.00015008-0.0006553i
-0.1376-0.16513i,-0.25567-0.2463i,-0.32283-0.18689i,-0.29776-0.014i,-0.23208+0.1102i,-0.17011+0.13257i,-0.12776+0.11586i,-0.10734+0.10391i,-0.080277+0.096309i,-0.037449+0.082415i,-0.0090374+0.06891i,-0.0026068+0.058373i,-0.00024428+0.039155i,0.0053157+0.017443i,0.010126+0.0051639i,0.01041+0.00055231i,0.0082698+0.00033621i,0.0063201+0.0039259i,0.0056308+0.006011i,0.0039738+0.0053614i,0.0010151+0.0085196i,0.0012537+0.015537i,0.0052321+0.018191i
0.17352+0.064038i,0.30614+0.084991i,0.36729+0.01438i,0.33436-0.1338i,0.25896-0.23726i,0.1722-0.24069i,0.09733-0.2065i,0.052329-0.16656i,0.022646-0.11829i,-0.0068274-0.074017i,-0.031901-0.046389i,-0.039074-0.026047i,-0.021548-0.0057486i,-0.0035287+0.0060674i,-0.00091303+0.0083762i,-0.004683+0.0050791i,-0.01122-0.00017384i,-0.016393-0.0058863i,-0.016158-0.012694i,-0.014115-0.015921i,-0.013523-0.017347i,-0.01172-0.020503i,-0.0088387-0.021128i
-0.17216+0.01448i,-0.30835+0.034034i,-0.34712+0.093003i,-0.25439+0.18131i,-0.12342+0.22897i,-0.015304+0.20935i,0.056084+0.16069i,0.074384+0.11469i,0.070321+0.079917i,0.072481+0.043059i,0.069058+0.0078469i,0.050443-0.010837i,0.023932-0.012824i,0.0070225-0.010687i,0.00072688-0.013062i,-0.0034371-0.010101i,-0.0026242+0.0002987i,0.003408+0.010378i,0.0094648+0.018282i,0.013722+0.0195i,0.016993+0.016286i,0.018991+0.013671i,0.015781+0.0094142i
0.15656-0.077134i,0.28441-0.15685i,0.295-0.23958i,0.16303-0.29242i,0.035563-0.27693i,-0.042009-0.19213i,-0.090448-0.089163i,-0.086037-0.032036i,-0.064617-0.018079i,-0.057447+0.00035397i,-0.043677+0.027561i,-0.017028+0.035938i,0.0018663+0.015802i,0.00063298-0.0064688i,-0.0056615-0.0099065i,-0.0036081-0.0066834i,0.0026578-0.0059939i,0.0057497-0.0073761i,0.00046677-0.0083135i,-0.0065354-0.0064996i,-0.011032-0.0035086i,-0.014609-0.00079111i,-0.013151-5.1258e-05i
-0.12078+0.15858i,-0.21416+0.31071i,-0.2099+0.38793i,-0.10285+0.34377i,-0.019908+0.246i,0.020082+0.13476i,0.039563+0.040581i,0.040749+0.0011159i,0.04215-0.015955i,0.033149-0.041988i,0.0066899-0.054743i,-0.017899-0.042204i,-0.022916-0.01576i,-0.011206+0.0034096i,-0.00053933+0.010158i,0.00432+0.011781i,0.0047843+0.0051223i,0.0021999-0.0046817i,0.0032705-0.009868i,0.0080897-0.01096i,0.012407-0.010587i,0.014146-0.010999i,0.0087375-0.0083629i
0.0093468-0.21563i,-0.0016544-0.40073i,-0.033725-0.44021i,-0.060755-0.32163i,-0.061325-0.2174i,-0.063291-0.137i,-0.057644-0.043446i,-0.030101+0.0087452i,-0.013708+0.023585i,-0.0027217+0.038612i,0.022089+0.040027i,0.041365+0.017631i,0.031539-0.0039423i,0.01074-0.0046133i,0.0043975-0.0015654i,0.0010418-0.0071069i,-0.0052299-0.006959i,-0.0092006+0.0014619i,-0.0096332+0.0073302i,-0.0074591+0.0078203i,-0.008212+0.0077067i,-0.0065951+0.011011i,0.0014332+0.011757i
0.13016+0.20284i,0.25478+0.35906i,0.28846+0.39401i,0.20629+0.31232i,0.1241+0.23914i,0.086734+0.14799i,0.047077+0.040632i,0.0006152-0.0048898i,-0.022483-0.010299i,-0.034453-0.010991i,-0.04464+0.0057604i,-0.041356+0.032448i,-0.022317+0.03912i,-0.0060795+0.023202i,-0.00065367+0.012122i,0.0067642+0.0092745i,0.01099+0.0047214i,0.0069394+0.00076281i,0.0015023-0.0019332i,-0.0039189-0.0049256i,-0.0051066-0.0081969i,-0.0050838-0.012611i,-0.0077126-0.013114i
-0.23413-0.07647i,-0.41713-0.11892i,-0.41969-0.1417i,-0.25007-0.16302i,-0.12422-0.17046i,-0.07341-0.10508i,-0.017924-0.028457i,0.015886-0.023569i,0.0096691-0.029789i,0.012126-0.018645i,0.019146-0.028162i,0.0042882-0.042299i,-0.0089123-0.029194i,-0.0023959-0.010836i,0.000437-0.010708i,-0.008528-0.010922i,-0.0091322-0.002044i,-0.00035818+0.004401i,0.0072242+0.0066635i,0.010748+0.006319i,0.0095586+0.0073153i,0.0089541+0.010591i,0.0091625+0.008042i
0.23196-0.099238i,0.38643-0.17945i,0.3952-0.14484i,0.29087+0.012289i,0.22718+0.12811i,0.17048+0.10778i,0.080827+0.056978i,0.03645+0.051713i,0.032488+0.039307i,0.021951+0.018805i,0.022103+0.014751i,0.035636+0.010209i,0.031245-0.0024134i,0.0086832-0.0083597i,-0.0041522-0.0050225i,-0.0056192-0.0067493i,-0.0064155-0.012228i,-0.0042945-0.012227i,-0.0017041-0.006404i,-0.0014954+0.00093465i,-0.0028576+0.002192i,-0.0062785-0.00049729i,-0.0072396+0.001954i
-0.10285+0.21994i,-0.15668+0.3576i,-0.17668+0.29669i,-0.19106+0.059217i,-0.21152-0.095231i,-0.17053-0.080391i,-0.094236-0.034268i,-0.062582-0.014553i,-0.046353+0.0088198i,-0.022926+0.018412i,-0.020696+0.014605i,-0.024621+0.018568i,-0.013474+0.017997i,-0.004673+0.0091213i,-0.0060142+0.012353i,-0.0027428+0.02382i,0.0041508+0.021412i,0.0029345+0.005263i,-0.0018647-0.0094317i,-0.0024953-0.01308i,5.1319e-05-0.0076425i,0.002202-0.0028812i,-0.0011599-0.0014499i
-0.083619-0.21524i,-0.13519-0.32711i,-0.084484-0.2687i,0.082074-0.094009i,0.21413-0.01613i,0.18494-0.04633i,0.089767-0.055936i,0.05052-0.039502i,0.033177-0.034575i,0.0056984-0.027003i,-0.0087072-0.019668i,-0.012906-0.021264i,-0.015582-0.01525i,-0.0072352-0.0015513i,0.0054588+0.0009066i,0.0063812-0.0059339i,-0.001034-0.0049562i,-0.0055499+0.0047282i,-0.004208+0.0097342i,0.00043079+0.0049572i,0.0031407-0.0018481i,0.003306-0.003057i,0.0064736-0.0018279i
0.18199+0.081905i,0.26682+0.11413i,0.17062+0.083613i,-0.071682+0.034984i,-0.21961+0.041587i,-0.16411+0.063645i,-0.058787+0.05537i,-0.014908+0.045687i,0.0067784+0.041811i,0.021663+0.02927i,0.024476+0.022697i,0.027017+0.018517i,0.021256+0.0050598i,0.007969-0.0038454i,0.0040957-0.0036382i,0.0084389-0.005258i,0.008338-0.0098838i,0.0016494-0.0092551i,-0.0041859-0.0036881i,-0.0070422+0.00053395i,-0.0062153+0.0013846i,-0.0039986-0.0014815i,-0.0035017-0.0024727i
-0.16736+0.073489i,-0.22717+0.12005i,-0.12376+0.11681i,0.086351+0.038458i,0.18265-0.053622i,0.11067-0.071756i,0.023919-0.038654i,-0.0060076-0.02754i,-0.02292-0.031128i,-0.031277-0.018145i,-0.028261-0.0030304i,-0.025615+0.0096471i,-0.01511+0.018954i,0.00076474+0.011821i,0.0040417-0.0015502i,-0.004081-0.0030746i,-0.0051466+0.0041598i,0.0034799+0.0067435i,0.01196+0.0036095i,0.012817+0.00078396i,0.0065985-0.00053716i,0.00044705+0.00044543i,-0.0019808+0.0017092i
0.048107-0.1411i,0.046287-0.20486i,-0.036666-0.14406i,-0.14596+0.019164i,-0.16285+0.13372i,-0.091525+0.11982i,-0.022226+0.056448i,0.0151+0.020036i,0.035843-0.0015039i,0.038995-0.022999i,0.03176-0.037534i,0.019007-0.045178i,0.00056494-0.036721i,-0.0098618-0.014939i,-0.0078315-0.0013756i,-0.0035666+0.00016789i,-0.00229-0.0001641i,-0.0020496-0.00014916i,-0.00059467+0.0004062i,0.0015469+0.002153i,0.002965+0.0043556i,0.0035492+0.005047i,0.0034082+0.0035255i
0.062046+0.11293i,0.11952+0.14187i,0.17788+0.059021i,0.21003-0.089936i,0.18258-0.16213i,0.10276-0.12107i,0.028195-0.045369i,-0.013663+0.0039046i,-0.032835+0.030865i,-0.02621+0.042206i,-0.005713+0.040306i,0.014259+0.037523i,0.025498+0.025574i,0.017316+0.006938i,0.0016455+0.00088905i,-0.0018817+0.0033789i,0.0030044+0.0007078i,0.0036288-0.0081967i,-0.0011997-0.013822i,-0.0036108-0.011672i,-0.0025311-0.0063288i,-0.0013603-0.0015077i,0.00041759+0.00036047i
-0.10502-0.014052i,-0.16558+0.014543i,-0.17138+0.09458i,-0.13607+0.18163i,-0.091341+0.1987i,-0.039724+0.13178i,-0.011385+0.041974i,-0.014505-0.01244i,-0.021187-0.031636i,-0.028836-0.027837i,-0.039492-0.010871i,-0.0479+0.0036679i,-0.042621+0.013701i,-0.023279+0.017007i,-0.0079559+0.010816i,-0.002867+0.0040089i,-0.0028767+0.0024614i,-0.0046725+0.0049921i,-0.0070246+0.0066585i,-0.0067622+0.0035832i,-0.0021325+7.4026e-05i,0.0016459-0.0026313i,0.00043192-0.0031728i
0.060589-0.067157i,0.071328-0.13452i,0.048104-0.20156i,0.037373-0.25655i,0.042066-0.26794i,0.026892-0.19143i,0.019553-0.082877i,0.034633-0.018813i,0.04167+0.007314i,0.033704+0.011657i,0.024134-0.0011076i,0.023118-0.019166i,0.019368-0.030248i,0.007459-0.024662i,0.0018641-0.010839i,0.00077792-0.0024076i,-0.0030003-0.00052079i,-0.0058323+0.00035287i,-0.0030978+0.0032981i,0.001555+0.0033677i,0.00081575-0.00010011i,-0.0021477-0.00098472i,-0.0019956-0.00095716i
0.020527+0.075014i,0.058692+0.12287i,0.076721+0.16248i,0.052143+0.22719i,0.039582+0.26408i,0.048113+0.19601i,0.032838+0.097414i,0.0086211+0.051836i,0.0025345+0.030904i,0.0062824+0.016467i,0.01316+0.015922i,0.016978+0.023622i,0.017081+0.028115i,0.017806+0.019938i,0.016966+0.0066525i,0.014706-0.0026833i,0.012097-0.0060791i,0.010361-0.0048852i,0.0085663-0.00044622i,0.0064227+0.0040057i,0.0056931+0.0031695i,0.0033997+0.0011482i,0.00027093+0.0034454i
-0.068553-0.025208i,-0.12144-0.019226i,-0.13782-0.04645i,-0.13255-0.15142i,-0.14625-0.21999i,-0.14145-0.15588i,-0.08797-0.059768i,-0.035244-0.023633i,-0.010227-0.014911i,-0.0034126-0.0074243i,-0.010534-0.0046795i,-0.022804-0.0091758i,-0.029182-0.013199i,-0.023926-0.0082101i,-0.014297-0.0026015i,-0.0083846+0.0011584i,-0.0036109+0.0054428i,0.00041201+0.0049911i,0.0028617-0.0013775i,0.0015182-0.0063634i,-0.0026089-0.0038918i,-0.0023057-2.3728e-05i,-0.00068375-0.0014886i
0.048415-0.037947i,0.064887-0.070939i,0.083849-0.0257i,0.15257+0.10894i,0.22297+0.17101i,0.19718+0.089258i,0.10172+0.0083362i,0.037077-0.0057378i,0.013381-0.011831i,0.0051305-0.023095i,0.009014-0.02764i,0.016775-0.025766i,0.018975-0.017603i,0.011507-0.010233i,0.00045821-0.0083001i,-0.0082155-0.008259i,-0.011852-0.0079304i,-0.010042-0.0068031i,-0.0060426-0.0038611i,-0.0006598-0.0017285i,0.0024817-0.0029739i,0.0019012-0.0031189i,0.0035336+7.0501e-05i
-0.00081755+0.058651i,0.023059+0.081189i,0.0017285+0.029244i,-0.12241-0.070864i,-0.22654-0.090293i,-0.18264-0.013402i,-0.080624+0.027903i,-0.034521+0.01519i,-0.021198+0.010799i,-0.0075429+0.021354i,0.0007002+0.033849i,0.0023503+0.039915i,-0.00067794+0.033994i,-0.003256+0.020914i,-0.0012559+0.011177i,0.0048534+0.0080402i,0.010227+0.0077037i,0.0091621+0.0048322i,0.0010248-0.00053515i,-0.0058282-0.00077334i,-0.0040419+0.0046192i,0.00023803+0.0064515i,-0.0014255+0.0042694i
-0.05089-0.034321i,-0.085934-0.020318i,-0.033723+0.032709i,0.14089+0.057626i,0.25584-0.00010845i,0.17652-0.069464i,0.056538-0.066808i,0.014515-0.039596i,-0.005022-0.028726i,-0.029395-0.020747i,-0.0405-0.018371i,-0.038922-0.017031i,-0.024569-0.012966i,-0.0085571-0.008057i,-0.0036646-0.0023614i,-0.00647+0.0010361i,-0.0094175+0.0019512i,-0.0073197+0.0032086i,-0.000169+0.0041457i,0.0049966+0.0015551i,0.0019043-0.0033601i,-0.0019356-0.0048618i,0.00078677-0.0048046i
0.056443-0.01241i,0.068278-0.059714i,-0.015663-0.10569i,-0.18642-0.060223i,-0.24854+0.052424i,-0.12722+0.10186i,-0.0082345+0.071273i,0.023806+0.045042i,0.034583+0.034815i,0.044327+0.015577i,0.047209-0.0011083i,0.0451-0.010086i,0.031276-0.010266i,0.013196-0.0035138i,0.0061837-0.00019872i,0.0091019-0.0060863i,0.011371-0.015288i,0.006233-0.016359i,-0.0019683-0.0075083i,-0.0031326+0.0013354i,0.0031217+0.0029292i,0.0057819+0.00030204i,0.002366+0.00089852i
-0.023918+0.054275i,-0.0010788+0.1108i,0.10932+0.12082i,0.23823+0.0067079i,0.22121-0.11849i,0.074951-0.1054i,-0.022483-0.024022i,-0.039498+0.012683i,-0.041438+0.020821i,-0.039424+0.030552i,-0.033481+0.036968i,-0.023796+0.037955i,-0.010258+0.025196i,-0.0015364+0.0059189i,9.1607e-06-0.00048619i,-0.00034071+0.0064254i,-0.00051033+0.013884i,0.00092012+0.012758i,0.004503+0.0035409i,0.0022725-0.0054888i,-0.0059054-0.0060406i,-0.0081128-0.0022698i,-0.0043791-0.0019236i
-0.020512-0.047769i,-0.085619-0.080042i,-0.20097-0.029023i,-0.25867+0.12861i,-0.17166+0.21367i,-0.040021+0.12086i,0.009361+0.0027149i,0.015804-0.034958i,0.027654-0.04568i,0.025337-0.05468i,0.010868-0.053562i,-0.0045665-0.048887i,-0.013852-0.03281i,-0.010592-0.010722i,-0.0039893-0.0035994i,-0.003471-0.0087375i,-0.0079152-0.010807i,-0.011002-0.0053571i,-0.0085929+0.0032868i,-0.0017228+0.0064018i,0.0025716+0.0018825i,0.00035024-0.001534i,-0.00092914+0.00059304i
0.048464+0.022893i,0.13193+0.011752i,0.22598-0.089681i,0.22877-0.24346i,0.13545-0.26965i,0.05233-0.1371i,0.030761-0.019967i,0.023604+0.018214i,0.014396+0.035459i,0.018774+0.044104i,0.028165+0.038954i,0.034896+0.028682i,0.029173+0.013125i,0.010485-0.00095342i,-0.0013109-0.0042756i,0.0022533+0.0010323i,0.010862+0.0056504i,0.01327+0.002325i,0.0068273-0.0049028i,-0.00031742-0.0039088i,-0.00078961+0.0042459i,0.0022485+0.0072534i,0.0026481+0.0021908i
-0.048438+0.010357i,-0.11417+0.071315i,-0.14945+0.20737i,-0.084743+0.33135i,0.0079657+0.29594i,0.01822+0.13584i,-0.018324+0.026231i,-0.030105-0.011367i,-0.032706-0.029687i,-0.039506-0.027695i,-0.041048-0.012833i,-0.042841+0.0039041i,-0.032342+0.018866i,-0.010852+0.020344i,-0.0024649+0.010196i,-0.0092663+0.0023382i,-0.01598+0.00040408i,-0.012205+0.0024217i,-0.0017533+0.0049539i,0.0052962+0.0029198i,0.0059317-0.0018372i,0.0035348-0.0014922i,0.0044632+0.0020972i
0.031978-0.034155i,0.053005-0.12483i,0.027519-0.27832i,-0.066794-0.38633i,-0.12606-0.33013i,-0.072182-0.1724i,0.0012919-0.066025i,0.024522-0.020946i,0.029459+0.0036262i,0.03144+0.0030883i,0.02579-0.01156i,0.01896-0.027015i,0.0074428-0.030626i,-0.0052423-0.016369i,-0.005603-0.0014422i,0.0046844-0.00036622i,0.013014-0.0078093i,0.010229-0.013797i,0.0003663-0.014134i,-0.0049434-0.0082591i,-0.0021806-0.002952i,0.00035639-0.0039583i,-0.0030384-0.0053155i
-0.012903+0.045484i,0.0074456+0.13474i,0.09557+0.26582i,0.22005+0.3281i,0.23811+0.25419i,0.12638+0.14109i,0.028991+0.081894i,-0.0059045+0.048869i,-0.023561+0.021642i,-0.027843+0.015654i,-0.015136+0.020193i,0.0036955+0.027284i,0.019692+0.02526i,0.022175+0.0087349i,0.012485-0.00065723i,0.0024016+0.0054274i,-0.0016268+0.014136i,0.00078829+0.015669i,0.0058233+0.0084965i,0.0053333-0.0014517i,-0.00044407-0.00578i,-0.0017524-0.0038858i,0.0024302-0.0020178i
-0.017803-0.042528i,-0.078695-0.11345i,-0.22418-0.18759i,-0.37052-0.18313i,-0.35437-0.10607i,-0.20694-0.053265i,-0.092903-0.040786i,-0.033856-0.026157i,0.0058115-0.016958i,0.013395-0.018029i,0.00052117-0.013188i,-0.01355-0.010703i,-0.022546-0.0073918i,-0.017363+0.003439i,-0.0046573+0.0054045i,0.0016414-0.0057617i,-0.0014421-0.015734i,-0.0088072-0.013589i,-0.012719-0.0013343i,-0.0086652+0.0084322i,-0.0030259+0.0087928i,-0.0035986+0.0060498i,-0.0056034+0.0062592i
0.031536+0.032309i,0.12402+0.078064i,0.29477+0.094019i,0.43356+0.037041i,0.39895-0.02539i,0.24358-0.030344i,0.11976-0.011836i,0.051721-0.00093006i,0.012939+0.013044i,0.0041983+0.020348i,0.0090458+0.011619i,0.018032-0.00068339i,0.024468-0.013619i,0.01539-0.019579i,0.0027962-0.010259i,0.0010291+0.0032436i,0.0060422+0.0093381i,0.011708+0.0067368i,0.012164-0.0015894i,0.0058082-0.007467i,0.00017665-0.0065929i,0.0012273-0.0047743i,0.0033417-0.0061055i
-0.05396-0.0069771i,-0.16365-0.00058327i,-0.31547+0.067547i,-0.38805+0.17758i,-0.30332+0.20865i,-0.16076+0.13889i,-0.074913+0.068265i,-0.03339+0.02725i,-0.012632-0.0010328i,-0.0065073-0.0071759i,-0.0041167+0.0025479i,-0.0090744+0.015102i,-0.01372+0.026616i,-0.0069379+0.022693i,-0.0024247+0.006032i,-0.0082627-0.0042039i,-0.017216-0.0043007i,-0.019357+0.0021911i,-0.010815+0.0093984i,0.0010555+0.01035i,0.007276+0.0057669i,0.0060727+0.0044708i,0.0040081+0.0072908i
0.055225-0.024125i,0.15779-0.090872i,0.27544-0.22718i,0.30254-0.3622i,0.2123-0.35889i,0.10095-0.23288i,0.039124-0.12218i,0.011571-0.059404i,0.0036041-0.020287i,0.0027051-0.0064106i,-0.0038842-0.0083035i,-0.01108-0.01653i,-0.016245-0.024589i,-0.016208-0.019135i,-0.008362-0.0067247i,0.0035649-0.00067933i,0.013562-0.0028856i,0.013544-0.010168i,0.0036104-0.01651i,-0.0068211-0.014162i,-0.009157-0.0059686i,-0.0066155-0.0026768i,-0.007423-0.004082i
