0.0014996-0.0011609i,0.0020154-0.0014397i,0.0014704-0.0026626i,-0.00030591-0.0014021i,-0.001399+0.0011438i,-0.0014859+0.0017377i,-0.00064784+0.0010409i,0.00061322+0.0012903i,0.0012613+0.00081513i,0.0010866-0.00049645i,0.0006099-0.0010454i,-9.84e-06-0.00032568i,-0.00045085-5.7697e-05i,-0.00051898-0.00040981i,-0.00028688-0.00040013i,-0.00013449-0.00070284i,0.00029645-0.00049297i,0.00053002-0.00036472i,-0.00056973-0.00059255i,-0.0013302-0.00070327i,-0.00036734-0.00049367i,0.00025064-0.00035394i,6.7365e-05-0.00020088i
-4.3064e-05-0.0019651i,-0.0010059-0.0022679i,-0.0011259-0.0003287i,-0.00019377+0.0010704i,0.00061759+0.0012344i,0.00016502+0.00066804i,-0.00061958+0.00023641i,-0.00046431+0.00068432i,-0.00010899+0.0010969i,-0.00047118+0.00072139i,-0.00030974+0.00011957i,-0.00063164-0.00026115i,-0.00057472-0.0006752i,0.00039154-0.00040606i,0.00075861-0.00028676i,0.0010005-2.103e-06i,0.0002315-0.00039401i,-3.7949e-05-0.00095955i,0.00075332-0.00038576i,0.00034178+9.1671e-05i,-0.00067922+0.00041265i,-0.0012696+7.4806e-05i,-0.00059337+0.00015485i
-0.00046346-0.00079927i,-0.0015797-0.0010896i,-0.0019444-0.0011974i,-0.0020852-1.4288e-05i,-0.0014438+0.00037324i,0.00026154-0.00036056i,0.00080348-0.00034895i,0.00044561-0.00022736i,-2.135e-05-0.00036769i,-7.9445e-05-0.00030285i,-6.5142e-05-0.00047128i,-0.0005403-0.00020198i,-0.00087907+0.00023005i,-0.00019265+9.4125e-05i,0.00071242-0.00012517i,0.00093162-0.00035633i,0.00034013-0.0001209i,-0.00031932-2.9967e-05i,-5.0754e-05+0.00046004i,0.00072687+0.00064995i,0.0011909+0.0004373i,0.00102+0.0004621i,0.0013554+0.0004817i
-0.00076828+0.00059476i,-0.0010711+0.00027321i,-0.00057754+0.00038172i,0.00064676+0.00080099i,0.0014011+0.0011196i,0.00099473+0.00026918i,-0.00034806+0.00019391i,-0.00047709-0.00014835i,0.00036478-0.00027793i,0.00015009+0.00040493i,-4.8465e-05-0.0003529i,0.00033575-0.00071528i,0.00066614+0.00069693i,0.00030084+0.0012761i,0.00044122+0.00012769i,0.00041247-0.00059041i,-0.00017327-0.00027114i,-0.00023341+0.00018151i,0.00015289+0.00051902i,0.00044211+0.00073018i,0.00021296+0.00054129i,-0.00032205+3.0127e-05i,-0.00055369+3.1241e-05i
0.0010666+0.0013706i,0.0014397+0.001668i,0.0010332+0.0014676i,0.00059085+0.0015253i,0.00052462+0.0017935i,0.00079026+0.0010851i,0.00047285+0.00035719i,0.00027412-0.00021438i,4.3056e-05-5.719e-05i,-0.00074592-8.7838e-05i,-0.00039514-0.00076196i,-7.8067e-05-0.00068381i,-0.0010264-0.00052877i,-0.001351-0.0006255i,-0.0010915-0.00082032i,-0.00070403-0.0010119i,2.5707e-05-0.00049601i,0.00096066-6.6524e-05i,0.0013298+0.00010737i,0.00065112-8.6001e-05i,0.00017572-0.00093111i,-0.00034429-0.00083351i,-0.00015497-0.00022116i
-0.0013063-0.00023969i,-0.001112-0.00087214i,-0.0003471-0.00053203i,0.00011172+0.00058521i,0.00066095+0.00085212i,0.00068078+0.00077789i,0.00012659+0.0007732i,-0.00035698+0.00045085i,-9.8997e-05+0.00024823i,0.00047956+0.00061771i,0.00026491+0.00040262i,3.3559e-05+2.3483e-05i,1.4415e-05+0.0002904i,0.0002271+2.5522e-05i,0.00037185-3.4872e-05i,3.2326e-05+4.9799e-05i,0.00039072-0.00026382i,8.7833e-05-2.0338e-05i,-0.00014856-6.0789e-06i,0.00070441+0.00017022i,0.0010588+0.00085394i,0.00065023+0.00079126i,0.00022726+0.00062217i
-0.00096429-0.00036604i,-0.0012979+0.0003015i,0.00019424+0.00096056i,0.0012012+0.00054046i,0.0019049-0.00016338i,0.0017351-8.0978e-05i,-0.00010413-0.00053826i,-0.0010533-9.9326e-05i,-0.00067594+0.00082485i,-0.00012519+0.00069312i,3.2678e-05-0.00024128i,-0.0005012-0.00047752i,-0.0010906-0.00061301i,-0.00056873-0.00086846i,0.00058777+0.00010858i,0.00067662+0.00091781i,0.00035731+0.00025197i,0.00064621+9.8747e-05i,0.00029372+3.7812e-05i,-0.00018856+8.9468e-05i,-0.00031059+0.0003304i,0.00018034-0.00014533i,-0.00016981+0.00015248i
0.0016869+3.627e-05i,0.0012254+0.00010749i,0.00086798+0.00013504i,0.00018415-0.00013629i,0.00021142+0.00020336i,0.0005258+0.00051834i,0.00061544+0.00035367i,0.00035522-3.7948e-05i,-0.00014807-0.00047302i,0.00015634-0.00064165i,0.00051391-0.00027955i,0.00027771+4.0789e-05i,4.5412e-05+0.0001872i,-0.00016968+0.00030297i,0.00040788+0.00057097i,0.0015212+2.2509e-05i,0.0012844-0.00032033i,-1.6671e-05+0.00013296i,-0.00059667+0.00032349i,-0.00027447+0.00023128i,0.00054641+8.6464e-05i,0.00044463+0.00040667i,-0.00015713+0.0008281i
-0.000491+0.00011087i,-0.00080295-0.00041792i,-0.00025425-0.00043468i,0.00055749+0.00079176i,0.00049851+0.0016778i,0.0005354+0.0016898i,0.00038598+0.0011954i,-0.00010305+0.00016264i,-0.00048872+0.00019728i,-0.00041845+0.00035929i,-0.00010046+0.00043629i,0.00071484-5.1036e-05i,0.00059605-0.00064258i,-0.00038188-0.00075713i,-0.0004148-0.0003058i,-0.00028688+6.059e-05i,-0.00084909-0.00043437i,-0.0011586-0.00037269i,-0.001083-0.00011002i,-0.00097917-0.00070835i,-0.00055818-0.0010046i,-0.00099486-0.0012815i,-0.0006325-0.00092236i
-0.0021555+0.00069192i,-0.002481+0.00062251i,-0.0020913+0.00033474i,-0.00049159+0.0010055i,0.00051857+0.0013362i,0.00095996+0.00054665i,0.00057768-0.00021301i,-9.8094e-05-0.00033299i,-0.00047036+7.8473e-05i,-0.00076097+2.9474e-05i,-0.00046968+0.00039636i,0.00038518+0.00055446i,0.0001498+0.00029968i,8.367e-05+0.00025397i,0.00025161+0.00047695i,-0.00043773+0.00048892i,-0.00062116+0.00062244i,-0.00013316+0.00080958i,0.00025493+0.0011607i,0.00061346+0.0013478i,0.000192+0.0011415i,-9.722e-05+8.3347e-05i,0.00015245-0.00030443i
0.00029452+0.00015486i,-0.00078529-0.00034227i,-0.00013777+1.4934e-05i,0.00058995+0.00096143i,3.5304e-05+0.0011278i,-0.00029698+0.0011593i,-0.00094335+0.00092394i,-0.00079519+0.000383i,-4.0197e-05+0.00045644i,-0.00028958+0.0005667i,-8.8801e-05-2.9932e-05i,0.00049147+0.00034387i,0.00029828+0.0011856i,0.00017379+0.000699i,0.0007363-2.7875e-05i,0.00099212+0.00029038i,-0.00028283-2.7155e-05i,-0.00084063-0.00077228i,-0.00077105-0.00071249i,-0.00073291-6.5337e-05i,-1.0083e-05-0.00029499i,0.00012166-0.00011421i,-0.00044683-5.8252e-05i
0.00064471+0.00020934i,0.0001061+0.00023821i,-0.00015975+0.00028627i,2.4394e-05+1.2021e-05i,-5.2633e-05+0.00046332i,-0.00016583+0.0011155i,-0.00039966+0.001357i,-0.00027263+0.0010037i,0.00035443+0.00055279i,-0.00015205-9.2672e-05i,-0.00032178-0.00039565i,0.00029484-8.309e-05i,0.00048156+7.3586e-05i,-7.3912e-05+0.00085664i,-0.00092919+0.0011701i,-0.0015736+4.6836e-05i,-0.00084569-0.00019235i,0.00034001+6.0404e-05i,0.00042274-0.0001629i,0.00030308-0.0003818i,-0.00029051-0.00011494i,-0.00038541+0.00011656i,0.00027593-0.00010462i
-0.0011648-0.0002236i,-0.002354-0.0011092i,-0.0013371-0.0013735i,0.00074146-0.00066059i,0.0002412-0.00019959i,-0.00040465-0.00032684i,-0.00080807-0.00066023i,-0.00038329-0.00061799i,0.00052683-0.00018228i,0.00034054+0.00050964i,-0.00034618+0.0011469i,-0.00048565+0.00089608i,-0.00019107+0.00017393i,0.00013022-0.00019166i,0.00013178-1.8163e-05i,-0.00012279+0.00016496i,-8.8847e-06+0.00011996i,0.00022722-0.00020432i,0.00022204-0.00021083i,0.00027256-3.4397e-05i,9.9906e-05+0.00031402i,0.00022691+0.00070065i,0.00051287-5.4522e-05i
0.0010076+9.63e-05i,0.0016872-3.396e-05i,0.0015967-1.2641e-05i,0.0018235+0.0011376i,0.0013646+0.0022902i,0.00039954+0.0013561i,-0.00016137+0.00078817i,0.0001334+0.0010275i,0.00051664+0.0009387i,2.7178e-05+0.00010756i,-0.00075273-0.00010346i,-0.0012718+0.00050678i,-0.00080108+0.00068663i,-0.00031579+0.00065556i,0.00025958+0.00040861i,0.00055145+0.00025131i,-0.00038587-0.00019687i,-0.00066799-0.00076765i,-0.00024348-0.0011073i,0.00014326-0.0010552i,0.0010653-0.00027803i,0.00085658-2.3032e-05i,9.8194e-05+0.000221i
0.00026057-0.00074224i,-0.00027487-0.0012698i,-0.0011417-0.0010584i,-0.0010236-0.00029272i,0.00014021+0.0009495i,0.00053504+0.00058562i,-0.0001403-0.00069067i,-0.00058975-0.00049361i,-0.00030516-0.00010761i,-6.1996e-05+9.833e-05i,-0.00022296+0.0010649i,0.00012903+0.00052631i,-0.00010776-0.00060949i,-0.00056029+0.00035125i,-0.00032393+0.00095745i,-0.00068995+0.00039231i,-0.00070158+9.2525e-05i,-0.0002672+0.00024594i,-2.0738e-05+0.00021449i,-0.00017304+0.00074737i,-0.00038361+0.00023953i,5.8125e-06-0.00063176i,8.3124e-06+0.0010739i
-0.00017532-0.00014621i,-0.00028071-0.00064827i,-0.00090883+0.0001084i,-0.00010032+0.00070893i,0.001874+0.0011826i,0.0015389+0.0011026i,0.00054919+0.0002994i,0.00014221+4.9808e-05i,0.00020868+0.00053824i,0.00015363+0.00087252i,-0.00017134+0.0003063i,-0.0002254-0.00010473i,-0.00021308+6.7913e-05i,-0.00037748-0.00021933i,0.00019821-0.00013281i,0.00015274+0.00042109i,-0.00055016-0.00021167i,-5.9273e-06-0.00023992i,0.00032262+0.00049039i,7.0952e-05+0.00042695i,0.00012807+3.0782e-06i,0.00017313-0.00050996i,0.00053767-0.00041859i
0.00041548-1.2528e-05i,0.00042264-0.00059187i,0.0010952-0.00019041i,0.0011579+0.00015041i,0.00044049+0.00018168i,-3.8055e-05-0.0001599i,-0.00017847-0.00060413i,0.00048763-0.0008334i,0.00090142-0.00030895i,7.4654e-05+3.9626e-05i,-0.00076519-9.3786e-05i,-0.00024857-6.9483e-05i,0.00032284+0.00016099i,7.7118e-06+0.00045194i,-0.00033085-0.00031541i,0.00035396-4.5774e-05i,0.00080568+0.00051523i,0.00055835+5.1554e-05i,0.00031849-0.00011121i,0.00020248+6.0593e-05i,-0.00019474-0.00026805i,-0.00078684-4.952e-05i,-0.00035927+0.00018262i
0.00225+0.0017473i,0.0022396+0.00025617i,0.0023299-0.00071221i,0.0016919-0.0007778i,0.00091417-0.00061062i,0.00016274-0.0001925i,-0.00052703-5.7673e-05i,-0.0010422+0.00011738i,-0.0011769+0.00031183i,-0.00071464-0.00015041i,6.8159e-06+9.3067e-05i,0.00018095+0.00037525i,-0.00012669+0.00018758i,0.00026984-0.00048336i,0.00083707-0.00080027i,0.00080505-0.00064373i,0.00075925-0.00042608i,0.00048086-0.00045209i,-0.00037112-0.00089007i,-0.00090442-0.00064673i,-0.00064799-0.00018335i,-0.00058197+0.00051459i,-0.00047912+0.00045085i
-0.0030005+0.00075266i,-0.0032869+0.00095557i,-0.0028165+0.0012337i,-0.0012379+0.0010412i,0.00083242+0.0012072i,0.0012477+0.00019228i,0.0007092-0.00096606i,-0.00024603-0.00059792i,-0.00016241+0.00021203i,0.00042811+0.00055395i,0.00091166+0.00082394i,0.0011093+0.00085402i,0.00042064+0.0003209i,0.00018328-0.00026901i,-0.00043431+0.00024827i,-0.0010714+2.2294e-05i,-0.00065577-0.00046283i,-0.00025655-0.00024775i,-0.0001154-0.00065174i,-0.00019619-0.0012987i,-0.00043209-0.00095344i,-0.00034654-0.00035765i,0.0001871+0.00035603i
-0.00065573-0.0010886i,-0.0012626-0.00094432i,-0.0015492-0.00044414i,-0.00051924+0.00037289i,0.00099618+0.0014335i,0.0011114+0.0017991i,0.00016786+0.00091854i,-0.00035536+0.00089663i,-0.00050453+0.00098682i,-0.00038005+6.5958e-05i,0.00066606-0.00094423i,0.0011456-0.00043937i,0.00038067+0.00025639i,-0.00014367-8.5056e-05i,-0.00017462-0.00019588i,-0.0001946-0.00023318i,6.0433e-05-0.00030609i,-0.00030136+5.7455e-05i,-0.0002001-0.0003498i,0.00056535-0.00075781i,0.00044735-0.00015824i,-0.00023095+0.00042963i,-0.00044606+0.00059496i
0.00010488+0.0026096i,0.00036687+0.0023215i,0.0010031+0.00096675i,0.0014154-0.00015905i,0.0015245+0.00018715i,0.00105+2.3457e-05i,0.00026451-0.00039753i,0.00010975-0.00051868i,0.00059948-0.00058965i,0.00039663-0.0004146i,-0.00042705-0.00090641i,-0.0002569-0.0015802i,3.4444e-06-0.00019325i,0.00011595+0.00062821i,-8.1434e-05+3.7121e-05i,0.00030155-0.00010519i,0.00071411+0.00010909i,0.00010922+0.00057204i,-0.00032071+0.00030678i,-0.00080932+4.6582e-05i,-0.00031865+0.00029207i,-2.6241e-05-8.2157e-05i,-0.000996-8.3122e-05i
-0.0014558+9.9224e-05i,-0.00076283+0.00046098i,0.00030577+0.0010817i,0.00015237+0.0012524i,0.00044356+0.0017746i,0.001192+0.0017087i,0.0013416+0.001256i,0.00039761+0.00079053i,0.00012946-0.00016225i,0.00055991-0.00014626i,0.00017731+0.00028592i,-0.00028634+0.00061369i,-0.00096077+0.00052424i,-0.0010405+0.00036991i,5.8049e-05+0.00013614i,0.00076345-0.00030862i,0.00073594-0.00064387i,0.00042535-0.00066234i,-0.00015326-0.00024006i,-7.4904e-06+0.00035695i,-3.0179e-05+0.00053778i,2.909e-05+0.0003503i,-6.6447e-05-0.00036601i
-0.0025455-0.0020463i,-0.0027983-0.0017139i,-0.0036691-0.00054093i,-0.0022641+0.00047345i,0.00070396+0.0017917i,0.0016844+0.0014153i,0.00084278+0.00016631i,0.00033431-0.00018691i,0.00045238-0.00028393i,0.00027373+0.00052445i,-2.9387e-07+0.0012342i,9.2913e-05+0.0011447i,-9.5074e-05+1.1173e-05i,0.00031441-0.00031145i,0.00033853+0.00045341i,0.00070142+0.00010939i,0.00023893+5.3734e-05i,-0.00074448+0.00078984i,-0.00064642+0.00044607i,-0.0006759+0.00011945i,-1.9614e-05-0.00030562i,0.0007337-0.00045497i,0.00029038+0.00049051i
-0.00041847+0.0017709i,0.00045051+0.0018905i,0.00062197+0.0024814i,0.00045084+0.0024193i,0.0010727+0.0018334i,0.0009562+0.0012611i,0.00012487+0.0011352i,-0.00035635+0.00090925i,-0.000331+0.00031831i,0.00016328+0.00029818i,-0.00044553+0.00041259i,-0.00074928-0.00019427i,0.00036655+2.7135e-05i,0.00019616+0.00073334i,-0.00051433+0.00067216i,-0.00048333-0.00011765i,0.00053799-0.00057908i,0.00099972-0.00017536i,0.00013573+4.8021e-05i,-1.3031e-05-0.00050866i,1.1483e-05-0.0010214i,-0.00012389-0.0010235i,-0.00030452-0.00044104i
-0.0012664-0.0018735i,-0.00095815-0.0017606i,-0.00082906+3.4523e-05i,-0.00056331+0.0012996i,0.00024503+0.0012864i,8.5729e-05+0.00027372i,-0.00047004-0.00031684i,0.00058981-0.00018862i,0.00090746+0.00019134i,0.00017587+0.00050223i,0.000402+0.00012168i,0.00082699-0.00033586i,0.00093179+0.00033388i,0.0003325+0.001009i,9.7644e-05+0.00049666i,0.00022069-0.00011368i,0.00073431+1.4984e-05i,0.0014495+0.00040779i,0.0011901+0.00015349i,-0.00012312-8.6935e-05i,-0.00011831+3.0584e-05i,0.00024329+1.4885e-06i,-0.00021488-0.00053332i
-0.00017341-0.0016199i,-0.00060926-0.0019021i,-0.0012847-0.0020906i,-0.0016724-0.00018859i,-0.0006557+0.0011567i,-0.00024158+0.00048025i,-0.00017078-0.00022808i,0.00069484-8.1156e-05i,0.00077345+0.00024392i,0.00062721+0.00029868i,0.00044033+0.00043563i,7.3498e-05+0.00086777i,-8.7694e-05-0.00022449i,-0.00021074-0.0014338i,-0.00059586-0.00093825i,-0.00068244+0.00022516i,-0.00025516+8.5768e-05i,5.8127e-05-0.00041215i,0.00035739-0.00059222i,0.00053805-0.00085945i,5.6769e-05-0.00040105i,-0.00034717+0.00031107i,8.0765e-05+0.00057551i
0.00035419-0.00046199i,-0.00025647-0.0015147i,-0.00046672-0.001376i,-0.00068713-0.00017647i,-0.00070532+0.00031247i,-0.00061458+0.001046i,-0.0012599+0.0010267i,-0.00092246+0.00050419i,0.00078008+0.00065473i,0.00084944+0.00013898i,-0.00013838-0.00015852i,-0.00085609+0.00020564i,-0.00083917+0.00062996i,-0.00096444+0.00067722i,-0.00093751+0.00064078i,0.00020551+0.00037303i,0.00072229+0.00030963i,0.00054583+0.00058225i,0.00037454+0.0002158i,0.00045609-0.00053429i,0.00020657-0.00014598i,6.216e-05+0.00044772i,0.00030666+0.0005892i
-0.00035408+0.00058036i,-0.0010332+0.00055285i,-0.0011852+0.00064897i,0.0001751+0.0015595i,0.0013327+0.0024516i,0.0014292+0.0014344i,0.00081586+0.00035179i,0.00020915+0.00049406i,-0.00040872+0.00038747i,-0.00062447+0.00024753i,2.8666e-05-0.00026814i,0.00092427-0.00016046i,0.0004971+0.00034835i,-0.00013537-0.00032909i,4.6411e-05-0.00039892i,0.00019182+0.00029711i,0.00074275+3.2253e-05i,0.00085395-0.00049257i,0.00058658-0.00052705i,0.00073291-0.00041237i,1.4418e-06+6.8854e-05i,-0.00036935+0.00031556i,0.00011819+0.00023653i
0.0011086-0.00025631i,0.0010667-0.0013317i,-4.5911e-05-0.0019503i,-0.00019572-0.0004549i,0.00049835+0.00054567i,0.0011657-0.00019898i,0.00053912-0.00054261i,-0.00036677-0.0005726i,-0.00065054-0.00022967i,-0.00029159+0.0005022i,0.00029875+0.00067077i,0.0006721+0.00082945i,0.00042424+0.00056169i,0.00032136+0.00026649i,-0.00014867-0.00010133i,-0.00064831-0.00083777i,-0.00047432-0.00088929i,0.00037807-0.00052034i,0.0004747+5.373e-05i,7.284e-05+0.00025124i,0.00045936+0.00011078i,0.00037561+9.1162e-05i,-0.00031602-0.00042028i
0.00053438+0.0028446i,0.0009013+0.0019495i,0.002152+0.0021856i,0.0019226+0.0010865i,0.0018849-0.00022727i,0.0012199-0.0005391i,0.00032945+7.8169e-06i,0.00047409+0.0005232i,0.0009171+0.00053862i,0.00068642+1.5028e-05i,-0.00036464-0.00065051i,-0.00041619-0.00080569i,5.6541e-05-0.0004352i,-0.00042894+0.0003892i,-0.0010916+0.00063222i,-0.00039798+0.00030037i,0.00077333+6.613e-05i,0.0012756-0.00020265i,0.00088755-0.00011593i,0.00028389+0.00062042i,0.00026715+0.00096231i,0.00063882+0.00092332i,4.7839e-06+0.0003983i
0.0026716-0.00079117i,0.0018584-0.00089371i,0.00071745+4.6411e-05i,0.00067501+0.00068256i,0.00084133+0.00059126i,0.00059684+0.00039952i,-8.4443e-05-1.266e-05i,-0.00050158+0.00024185i,-0.00033192+0.00033745i,-0.0005235-0.00034255i,-0.00022783-0.00068506i,0.00055767+0.00026478i,0.00033877+0.00092975i,-0.00043261+0.00051399i,-0.00014236+0.00093354i,8.1901e-05+0.00062665i,-0.00041783+3.7916e-05i,-0.00018687+0.00011101i,0.00055187+0.00011849i,0.00069131-2.8769e-06i,0.00040516+0.00017858i,-0.00037598+0.00018087i,-0.0010481-0.00038253i
0.00080504-0.00099474i,0.00080156-0.0018773i,0.00076675-0.0028312i,0.00022139-0.0011305i,8.6219e-05+0.00010619i,0.00053167+0.00089259i,-2.6909e-05+0.0016504i,-0.00044398+0.001347i,6.7414e-05+0.00060216i,0.00040808-0.0003338i,-0.00010455-0.00054973i,-0.00034466+0.00023886i,-0.00013151+0.001333i,0.0010154+0.00066603i,0.0014271+0.00019404i,8.5896e-05+0.00038239i,-0.00057777+8.4162e-05i,-6.5546e-05-0.0001886i,0.00056915-0.00023482i,0.0011743+0.00012207i,0.00058819+0.00051292i,-0.00018385+0.00028135i,-8.5205e-05+0.00067019i
-0.0019017-0.00075269i,-0.0018195-0.00076415i,-0.0012724+0.00031041i,-0.00047757+0.0007099i,0.00068305+0.00090186i,0.00093273+0.0012833i,4.6951e-05+0.0011106i,0.00033338+0.00034427i,0.00070457-0.00036358i,0.00012462-0.00056283i,-8.1043e-05-0.00031618i,0.00019416-0.00039839i,0.00033711-0.0004379i,-0.00017894-0.00049457i,-0.00069146-0.00084502i,-0.00052208-0.00076311i,-5.4925e-06-0.0003993i,0.00010024+0.00017106i,0.00028338+0.00024165i,0.00025247-0.00034016i,9.3372e-05-0.00056383i,0.00039455-0.00025884i,0.00043275+0.00021451i
-0.0020028-0.00022794i,-0.0018148+0.00055547i,-0.0015129+0.00079336i,-0.0011004+0.0015596i,-0.00042666+0.0022254i,0.00048283+0.00083851i,0.00055353-0.00061863i,0.00026891-0.00031118i,0.0004476+0.00027153i,0.00052151+0.00065991i,0.0006191+0.0012609i,0.00083121+0.00078939i,0.00071306-0.0003603i,0.00030405-0.00066819i,-0.00010295-0.00034062i,-0.00051801+0.00040098i,-0.00059476+0.00042797i,3.2639e-05+0.00033567i,1.4976e-05-0.00014957i,6.0299e-05-0.00064808i,0.00047026-0.00047782i,0.00092121-0.00019457i,0.00073559+0.00076939i
0.00028658+0.00015064i,7.8398e-05-0.00054818i,5.7904e-05-0.00079027i,-0.00074513-0.00033912i,-0.00026237+0.00088003i,0.00023253+0.0015159i,-0.00060106+0.00060668i,-0.00080679+0.00052582i,-0.001088+0.0003026i,-0.001311-0.00078976i,-0.00028722-0.00098353i,3.8086e-05-1.2294e-05i,-8.7494e-05+0.00080858i,-1.4277e-05+0.00095544i,-0.00031665+0.00047506i,-0.00010238+0.00029078i,-0.00015115+0.00047866i,-0.00022574+0.00027116i,0.00028045-0.00029518i,2.6807e-05-2.1866e-05i,-0.00059844+7.4504e-05i,-0.00079586+0.00025845i,-0.00086387+0.00035071i
-0.001325+0.00015931i,-0.0018765+0.00044924i,-0.0014447+0.00043443i,0.0001591+0.0014475i,0.0018925+0.0020433i,0.001897+0.00082488i,0.00069503-5.6018e-05i,0.00024504+9.1321e-05i,9.7641e-06+0.00072368i,0.00025284+0.00070966i,0.00056423+0.00012304i,0.00037136-0.00019019i,0.00024398-0.00093205i,0.0003587-0.00071258i,4.8819e-05+0.00030699i,-1.9526e-05+0.00016696i,0.0004125+0.0004111i,0.00046354+0.0010244i,0.00024256+0.0004069i,0.00032302-2.3489e-05i,0.00055909+2.9914e-05i,0.00024666+4.8108e-05i,8.7064e-07-3.4453e-05i
0.00051574+0.0016685i,0.00057267+0.00056428i,0.0009589-0.00031863i,0.0016684-0.00047403i,0.0018403-0.00030461i,0.00098714-0.00045239i,0.00040296+8.8584e-05i,-0.00042542+0.00038519i,-0.00030207+5.9229e-05i,-0.00010757-0.0003298i,-0.00074428-0.00035324i,-0.0011055-0.00052648i,-0.0004175-0.00068202i,-0.00033136-0.00053199i,-0.00039517-0.00038163i,1.6822e-05-2.1823e-05i,-0.00033165-0.0004093i,-8.4894e-05-0.00077862i,0.00028943-0.00015118i,5.6195e-05+0.00030761i,-0.00031747+0.00035159i,-0.00032986+0.00016511i,-5.2226e-05-9.0694e-05i
-0.0010522-0.0004126i,-0.00088702-0.00052463i,-7.623e-05-0.00083691i,0.00012917-0.00042511i,0.0012476+0.00053712i,0.0017298+0.00047229i,0.00040275+0.00013064i,-0.00021526+0.0001946i,-0.00027706+0.00055396i,-0.00067216+0.0007817i,-0.00081217+0.00015022i,-0.00070185-0.00028398i,-0.0006345+0.00011897i,-0.00080762+0.00080413i,-0.00092466+0.00079955i,-0.00076062+0.00070758i,7.9259e-05+0.00054922i,0.00074351+0.00057214i,0.00049926+0.00043345i,0.00034726+0.00054972i,0.00064403+0.00029336i,0.00053646-1.9236e-06i,-4.262e-06-0.0003031i
-0.0019023+0.00079131i,-0.0015179+0.0010235i,-0.0013218+0.0010417i,7.3894e-05+0.0012604i,0.0016971+0.00049393i,0.0011654-0.00023898i,9.8843e-05-4.1627e-05i,0.0002435+0.00043899i,0.00036441+0.00072344i,0.00017515+0.00070339i,0.00044572+0.00029426i,0.00058283+0.00037781i,0.00068931-6.7621e-05i,0.00018233-0.00096932i,0.00024154-0.001351i,0.00097124-0.0012696i,0.00067361-0.0008041i,0.00011357-0.00069937i,-0.0007348-0.00052199i,-0.00062143+0.00020341i,0.00013757+0.00051595i,0.0004171+0.00023394i,0.00046954+0.00020875i
0.00010621-0.00080801i,0.00067183-0.00077433i,0.0004669-0.00025908i,0.00071657+0.00056558i,0.0012574+0.0017162i,0.0013302+0.0016177i,0.00060886+0.00076383i,0.00024484-0.00022497i,0.00023035-0.0011647i,0.00022401-0.00084249i,0.00041772-0.00020326i,2.4361e-05+6.0465e-05i,-0.00069306+0.00027785i,-0.00070604-5.0413e-05i,3.6548e-05-5.9926e-05i,-0.00029883+0.00067502i,-0.0013086+0.0006462i,-0.00079799-0.00017736i,-3.8675e-06-0.00039564i,-0.00016822-0.00036988i,-0.00060569-0.0005516i,-0.0012806+1.1167e-05i,-0.0011368+0.00031507i
0.0020655-0.0011233i,0.0015775-0.00098316i,0.00061064-0.0013214i,0.00029177-0.0014103i,-7.9017e-05+0.00012556i,-4.4001e-05+0.0010358i,0.00023284+0.00097186i,0.00052667+0.0010566i,0.0007293+0.00073235i,0.00024816+0.00056574i,0.00048979+0.0004968i,0.00061277+0.00050548i,3.2497e-05+0.00068327i,8.435e-05+0.00061249i,0.00012464+0.00063903i,-0.0002259+0.00091109i,-0.00048816-0.00018247i,-0.00017544-0.0010701i,0.00022465-0.00024954i,0.00049355+0.0003012i,0.0006578+0.00046954i,0.00065875+0.00021746i,0.00033374-5.7117e-05i
-0.0011848+0.00051209i,-0.0018441+0.00020398i,-0.0014369-0.00032518i,-0.00022332-0.00023066i,0.0015793+0.00039898i,0.001684+0.00013683i,0.00084556+0.00023791i,0.0010212+0.00041224i,0.00071377+0.00033251i,-0.00045478-9.0556e-07i,-0.00058947-3.2515e-05i,0.00023701+0.00031608i,0.00013583+0.00028766i,-0.00033255-0.00013574i,-0.00076226+5.2407e-05i,-0.0008+9.0357e-05i,-0.00053462-0.00048662i,-0.00024169-0.0012109i,-0.00038531-0.00049307i,-0.00021648+0.00040285i,0.00013733-0.00081029i,-0.00026767-0.0010418i,-0.00047413+3.3268e-05i
-0.00026157-0.00038386i,-0.00087587+1.9667e-05i,-0.0010148+0.00021432i,-0.00056769+0.0010941i,0.00026901+0.0019817i,0.001059+0.0015231i,0.00080709-3.708e-05i,-0.00010932-0.00048669i,0.00025144+9.5891e-05i,0.00046086+0.00017229i,-0.00046259+0.00059509i,-0.00081637+0.00067746i,-0.00042577+0.00040472i,-0.00074792-6.7365e-05i,-0.001389-0.00045116i,-0.00064671-0.00015363i,5.323e-05-0.00050167i,0.00031021-0.0011026i,7.4881e-06-0.00071051i,0.00029725-4.0715e-05i,0.00037962+0.00076949i,-0.00021459+0.00095396i,-3.8705e-05+0.00046911i
