-0.00041271-0.00042983i,-0.00056341+9.4662e-06i,-0.00096221+0.00094989i,-0.0015454+0.00086077i,-0.0011942+0.0011892i,0.00022082+0.0016955i,0.00073817+0.0021441i,1.4959e-05+0.0021341i,0.00036729+0.0017615i,0.00092559+0.0014289i,0.0011637+0.00048225i,0.00055191-0.00054146i,0.00024136-0.00075781i,0.00062155-6.057e-05i,0.00029333+0.00053952i,-5.0344e-05+0.00051055i,0.00064426-0.00054943i,0.00096208-0.00021514i,6.061e-05+0.00061657i,-0.00077556+0.00080917i,-0.00066011+0.00021663i,-0.00071982-0.00021364i,-0.00086103+0.00028238i
-0.0063205-0.020574i,0.10989-0.040745i,0.13152-0.016287i,0.070415+0.043437i,0.023471+0.059595i,-0.0045821+0.039888i,-0.0058976+0.056233i,0.019356+0.069789i,0.019056+0.051638i,0.002717+0.036405i,-0.0016037+0.021479i,-0.0047849+0.0053993i,-0.0069683-0.0022001i,-0.0069409-0.0032019i,-0.0055717+0.0071222i,0.0054343+0.024971i,0.02203+0.035716i,0.031515+0.032013i,0.028603+0.018688i,0.015241+0.0065313i,0.0025237+0.00206i,-0.003299+0.0025537i,-0.006345+0.0055728i
0.009602+0.0019961i,-0.055048+0.087694i,-0.069401+0.074821i,-0.060984-0.016319i,-0.055104-0.044678i,-0.023771-0.030614i,-0.013919-0.057281i,-0.033407-0.071683i,-0.024086-0.049596i,-0.0026954-0.034336i,0.0023647-0.023675i,0.0023666-0.011219i,0.00077474-0.0031634i,-4.9154e-05-0.0019132i,-0.0027118-0.013697i,-0.015061-0.031251i,-0.033091-0.03831i,-0.043592-0.028579i,-0.036526-0.010392i,-0.01709+0.00092552i,-0.00071831+0.001261i,0.0048339-0.0044808i,0.0040878-0.012887i
0.0098688+0.004334i,-0.0052191-0.09644i,-0.0045443-0.077442i,0.044408+0.018156i,0.064746+0.032957i,0.023381+0.024355i,0.02152+0.061538i,0.048759+0.071745i,0.032629+0.050064i,0.0062101+0.037559i,-0.00086983+0.030113i,-0.00024145+0.024325i,0.0048833+0.017387i,0.007007+0.011835i,0.010322+0.017491i,0.025786+0.02878i,0.04682+0.027143i,0.056472+0.011513i,0.043376-0.0039802i,0.018382-0.0072399i,-0.00063387+0.0001567i,-0.0083723+0.0081128i,-0.0081586+0.015825i
-0.037814+0.0091537i,0.050058+0.070563i,0.056082+0.029294i,-0.034036-0.030617i,-0.05522-0.00328i,-0.0018803-0.0028033i,-0.019517-0.053778i,-0.06426-0.05825i,-0.055831-0.039792i,-0.038926-0.030531i,-0.029439-0.016068i,-0.018033-0.0053317i,-0.012451+0.00061897i,-0.0090306+0.0023695i,-0.012171-0.0085911i,-0.030921-0.021966i,-0.05178-0.018496i,-0.054766-0.0018114i,-0.036601+0.0093975i,-0.010438+0.00635i,0.0053371-0.0037491i,0.0087124-0.011017i,0.0057602-0.017604i
0.015842-0.051123i,-0.099326-0.030334i,-0.078258+0.038681i,0.05278+0.032966i,0.065341-0.038207i,0.002388-0.019146i,0.031376+0.042155i,0.076324+0.03761i,0.061341+0.016567i,0.040625+0.013718i,0.031538+0.010102i,0.027406+0.0047331i,0.025976-0.0030373i,0.021093-0.0071787i,0.022708+0.0017762i,0.039773+0.010782i,0.056462+0.0015048i,0.053012-0.017899i,0.031299-0.024699i,0.0087381-0.013496i,-0.0022932+0.0018308i,-0.0033617+0.012429i,0.0013048+0.0203i
0.027378+0.071666i,0.11298-0.03834i,0.03826-0.11975i,-0.089368-0.051277i,-0.054749+0.030338i,0.0037994-0.011163i,-0.052399-0.050473i,-0.090725-0.0193i,-0.060594+0.0049039i,-0.031178+0.0076171i,-0.018232+0.0088049i,-0.016418+0.010437i,-0.017563+0.017169i,-0.013434+0.017045i,-0.019121+0.003243i,-0.040671-0.0038973i,-0.055957+0.0080695i,-0.048015+0.023982i,-0.025674+0.024456i,-0.0066995+0.0083377i,0.00060203-0.0084852i,-0.0012112-0.019247i,-0.0079063-0.024718i
-0.10237-0.036085i,-0.098774+0.12982i,0.039514+0.17375i,0.1186+0.023591i,0.019926-0.063344i,-0.028251-0.00072263i,0.049948+0.024958i,0.079483-0.011684i,0.041149-0.021261i,0.015056-0.016067i,0.0083259-0.019613i,0.0086147-0.024841i,0.0081624-0.030446i,0.0052483-0.026867i,0.015252-0.013098i,0.038729-0.0098944i,0.049741-0.024428i,0.035648-0.035906i,0.011955-0.028482i,-0.0019287-0.0080778i,-0.0028437+0.0096519i,0.0033522+0.019194i,0.013749+0.023322i
0.12757-0.063203i,0.0052455-0.21244i,-0.17178-0.16818i,-0.1682+0.029712i,-0.022685+0.076453i,0.0062745-0.0030628i,-0.067779-0.0015895i,-0.07318+0.040862i,-0.027558+0.035056i,-0.0058784+0.020772i,-0.0032806+0.022524i,-0.0030559+0.030951i,0.0028492+0.038522i,0.0072024+0.031072i,-0.0080758+0.015228i,-0.033152+0.016404i,-0.039792+0.031906i,-0.023486+0.037664i,-0.0045839+0.026121i,0.0019085+0.0060387i,-0.0034117-0.010428i,-0.013675-0.017044i,-0.024836-0.016374i
-0.067203+0.16733i,0.14409+0.22188i,0.29005+0.073593i,0.17534-0.10639i,0.0020244-0.076604i,-0.00078216+0.011679i,0.061855-0.015567i,0.049229-0.051523i,0.007768-0.030527i,-0.010526-0.0086433i,-0.013403-0.00577i,-0.012133-0.012437i,-0.015498-0.021716i,-0.016094-0.020414i,0.0027414-0.014851i,0.027477-0.023892i,0.03224-0.03816i,0.017977-0.037816i,0.0032369-0.02255i,0.0020679-0.0044632i,0.011312+0.006653i,0.021001+0.0089527i,0.029176+0.0062269i
-0.077249-0.20791i,-0.2969-0.1264i,-0.342+0.093068i,-0.12992+0.19234i,0.037258+0.079273i,0.0091842-0.0071051i,-0.043017+0.036084i,-0.02349+0.05555i,0.0043448+0.01659i,0.011154-0.0057332i,0.012962+0.00078715i,0.018901+0.015226i,0.028619+0.022313i,0.02746+0.015409i,0.0047612+0.011705i,-0.018625+0.02589i,-0.019372+0.04053i,-0.0039505+0.035779i,0.0080657+0.018193i,0.0070002+0.0042435i,-0.0036299-0.0014194i,-0.014804-0.00065977i,-0.023245+0.0049499i
0.22275+0.1354i,0.36969-0.060971i,0.29723-0.2836i,0.062421-0.27532i,-0.046772-0.10424i,0.0015906-0.030321i,0.025603-0.066787i,-0.00062782-0.062369i,-0.015873-0.011193i,-0.014866+0.015266i,-0.012589+0.0082192i,-0.016679-0.0057529i,-0.025605-0.0083246i,-0.022461-0.0018464i,-0.00028502-0.0071941i,0.01648-0.03032i,0.011834-0.045779i,-0.0022849-0.039456i,-0.010567-0.022121i,-0.0067808-0.0072677i,0.0033422-0.0025803i,0.011475-0.0052096i,0.016138-0.012223i
-0.30519+0.044792i,-0.32885+0.29305i,-0.14971+0.45027i,0.056066+0.31463i,0.080035+0.085576i,0.0089247+0.023238i,-0.00093516+0.058258i,0.014661+0.043379i,0.0064672-0.0041482i,-0.0037894-0.020922i,0.0014484-0.011095i,0.014658-0.0019595i,0.025102-0.0014986i,0.020499-0.0056707i,0.0012754+0.003716i,-0.0081797+0.027618i,-0.00045277+0.038647i,0.007448+0.027491i,0.0093165+0.0088008i,0.0061564-0.002038i,-0.00047781-0.00087396i,-0.0042338+0.0063913i,-0.0059604+0.014178i
0.23441-0.23746i,0.13366-0.47086i,-0.097054-0.51567i,-0.21538-0.29788i,-0.13711-0.082372i,-0.046765-0.045146i,-0.036265-0.06053i,-0.026662-0.027065i,0.0039205+0.016884i,0.019025+0.026642i,0.0080624+0.014599i,-0.01255+0.006885i,-0.02427+0.0085454i,-0.017249+0.0091421i,-0.0012994-0.0078203i,0.0011348-0.032416i,-0.0081996-0.037952i,-0.013508-0.023953i,-0.012655-0.0048042i,-0.0077951+0.005898i,-0.0032581+0.0034409i,-0.0026414-0.0034478i,-0.0031812-0.0098982i
-0.049+0.37016i,0.15632+0.52962i,0.36763+0.45111i,0.35025+0.20008i,0.17319+0.047102i,0.068848+0.042419i,0.049881+0.050819i,0.02221+0.027416i,-0.016988-0.00025014i,-0.029959-0.0077348i,-0.014643-0.0019042i,0.0058341-0.00021316i,0.015326-0.0064573i,0.0090482-0.0094018i,-0.0018443+0.0069325i,0.0022973+0.028298i,0.014078+0.030868i,0.018484+0.017978i,0.014179+0.0022704i,0.0062978-0.0064375i,0.0028507-0.0061267i,0.0044956-0.0017123i,0.006011+0.0037064i
-0.19836-0.35787i,-0.45942-0.39715i,-0.58252-0.22979i,-0.42288-0.030706i,-0.19661+0.015149i,-0.1021-0.01966i,-0.074374-0.030432i,-0.032223-0.023908i,0.010179-0.017478i,0.021135-0.015373i,0.0059437-0.010834i,-0.0077751+0.00053014i,-0.0087538+0.011356i,-0.00027966+0.0090937i,0.0036726-0.011867i,-0.0064174-0.030123i,-0.015792-0.02927i,-0.014874-0.015154i,-0.0078816+0.00099447i,-0.00020964+0.008764i,0.00021075+0.0084952i,-0.0036349+0.0072247i,-0.0062451+0.0052104i
0.39744+0.18513i,0.64728+0.08597i,0.65759-0.096842i,0.4226-0.16343i,0.21645-0.095315i,0.13881-0.028214i,0.094403-0.0025316i,0.042416+0.010808i,-0.00045776+0.016094i,-0.013702+0.018655i,-0.00044059+0.015766i,0.01312+0.0059869i,0.013022-0.0012286i,0.0048904+0.0020717i,0.0042674+0.018686i,0.01517+0.029526i,0.021539+0.021537i,0.01742+0.0045853i,0.0077475-0.0090838i,0.00015898-0.011789i,-0.00011589-0.010031i,0.0032476-0.010805i,0.0056071-0.0103i
-0.45704+0.087287i,-0.61905+0.29403i,-0.54096+0.41497i,-0.32246+0.31454i,-0.18347+0.14902i,-0.13606+0.059743i,-0.094712+0.020396i,-0.050211-0.0079708i,-0.018629-0.021869i,-0.010448-0.019995i,-0.015505-0.0074149i,-0.017981+0.0060042i,-0.012642+0.011173i,-0.0033013+0.0017595i,-0.0052864-0.017611i,-0.016969-0.027609i,-0.020542-0.021337i,-0.013553-0.0075492i,-0.0037678+0.0045103i,0.0031159+0.0079709i,0.0042967+0.0091559i,0.002683+0.012399i,0.0015255+0.011248i
0.3318-0.35432i,0.36237-0.60358i,0.25953-0.63803i,0.15223-0.43361i,0.12007-0.22922i,0.11283-0.1306i,0.083747-0.065087i,0.052695-0.0099239i,0.029547+0.014238i,0.019717+0.014293i,0.019565+0.0023304i,0.016577-0.0089963i,0.0099164-0.0090702i,0.0065806+0.0018849i,0.014767+0.016853i,0.026723+0.022141i,0.025788+0.01471i,0.013152+0.0028795i,0.00023132-0.0062691i,-0.0058301-0.0083785i,-0.0067949-0.0097864i,-0.0065647-0.013375i,-0.0063997-0.012797i
-0.05525+0.50498i,0.035745+0.71764i,0.10331+0.6792i,0.053456+0.44261i,-0.041952+0.24518i,-0.08475+0.15574i,-0.079822+0.090474i,-0.06644+0.037906i,-0.045311+0.013917i,-0.030296+0.0070812i,-0.02702+0.0096125i,-0.022198+0.016814i,-0.015063+0.015905i,-0.013009+0.0019403i,-0.022681-0.01348i,-0.033356-0.017638i,-0.028388-0.012313i,-0.011923-0.0041541i,0.0021906+0.0024631i,0.0080815+0.0049108i,0.0096783+0.0074443i,0.011022+0.011205i,0.010464+0.012352i
-0.24956-0.43535i,-0.41641-0.57046i,-0.41265-0.51399i,-0.22297-0.35097i,-0.037078-0.24065i,0.032956-0.18449i,0.047183-0.1169i,0.050517-0.062782i,0.037568-0.037718i,0.023284-0.028024i,0.016126-0.02694i,0.010519-0.024205i,0.0063252-0.014683i,0.0098033-0.0026623i,0.025047+0.0059838i,0.036888+0.0062054i,0.032254+0.0026288i,0.015355-0.0018489i,-0.00028598-0.0057717i,-0.0067573-0.0065865i,-0.0090416-0.0075367i,-0.012458-0.0098911i,-0.014447-0.0090074i
0.4631+0.19545i,0.66109+0.23255i,0.59879+0.20505i,0.3276+0.17983i,0.10304+0.19434i,0.017956+0.1873i,-0.014328+0.1337i,-0.028083+0.084184i,-0.019515+0.053688i,-0.0092432+0.038646i,-0.0052964+0.039067i,-0.0007791+0.03853i,0.0016625+0.027406i,-0.0056676+0.012396i,-0.022621+0.0048804i,-0.034147+0.0045237i,-0.027949+0.0027013i,-0.0093346-0.00038909i,0.0057308+0.00055569i,0.010704+0.0029506i,0.0139+0.0051097i,0.018718+0.0066116i,0.019966+0.0044879i
-0.48731+0.11663i,-0.66635+0.17728i,-0.58122+0.13848i,-0.31737-0.0074423i,-0.12595-0.14705i,-0.056735-0.18501i,-0.02172-0.1491i,-0.0026151-0.10365i,-0.006427-0.067897i,-0.011471-0.044392i,-0.0095642-0.036039i,-0.0091462-0.031685i,-0.0058417-0.020829i,0.0070305-0.009246i,0.025838-0.0077992i,0.037044-0.013014i,0.030133-0.012598i,0.010516-0.0062093i,-0.0058666-0.0034995i,-0.011734-0.0040514i,-0.015603-0.0028953i,-0.022136-0.0012529i,-0.024263+0.0011941i
0.31904-0.37624i,0.43213-0.51627i,0.38222-0.4147i,0.23278-0.13855i,0.1357+0.076347i,0.09652+0.14489i,0.060269+0.1296i,0.033276+0.092673i,0.026303+0.057436i,0.023013+0.035898i,0.019258+0.031962i,0.019351+0.031169i,0.015092+0.023783i,0.0013987+0.016102i,-0.016239+0.016219i,-0.026413+0.020987i,-0.021861+0.017096i,-0.0085751+0.0057332i,0.0039448-0.0003822i,0.011206-0.00071843i,0.017263-0.0020929i,0.024141-0.0063011i,0.024632-0.011026i
-0.025642+0.48032i,-0.043285+0.6439i,-0.068625+0.50801i,-0.09764+0.17799i,-0.12466-0.062699i,-0.13378-0.13705i,-0.10974-0.12016i,-0.074419-0.079288i,-0.054122-0.04185i,-0.044143-0.020703i,-0.038481-0.018334i,-0.034959-0.016533i,-0.023234-0.010895i,-0.0043737-0.012137i,0.011259-0.022269i,0.017252-0.031556i,0.013424-0.026451i,0.0045609-0.010155i,-0.005726+0.0017682i,-0.012723+0.0057454i,-0.016243+0.0091709i,-0.019698+0.015273i,-0.01946+0.020236i
-0.26103-0.38979i,-0.33285-0.52142i,-0.22585-0.41533i,-0.031346-0.15537i,0.09939+0.037384i,0.14703+0.097489i,0.13177+0.082977i,0.089983+0.052357i,0.058806+0.024966i,0.042079+0.0087784i,0.036996+0.0081646i,0.034298+0.0087823i,0.02382+0.0063403i,0.007501+0.0095281i,-0.0055226+0.020915i,-0.0080047+0.030801i,-0.0038148+0.024644i,0.0019392+0.0074891i,0.0090611-0.0056179i,0.014209-0.011581i,0.015588-0.015273i,0.015435-0.022112i,0.012207-0.027213i
0.42796+0.14408i,0.54628+0.20289i,0.39133+0.17455i,0.10328+0.061039i,-0.094613-0.042804i,-0.16816-0.067712i,-0.15191-0.042817i,-0.097263-0.019229i,-0.056396-0.0041351i,-0.039167+0.0054072i,-0.036819+0.0071389i,-0.034049+0.0092654i,-0.021489+0.0085168i,-0.0055224-0.001697i,0.0030732-0.019461i,0.0014488-0.031303i,-0.00099049-0.025812i,-0.0010595-0.010174i,-0.0042734+0.0035234i,-0.0075369+0.011053i,-0.006801+0.016463i,-0.0043576+0.023897i,-0.00055744+0.029224i
-0.40704+0.14227i,-0.51981+0.15862i,-0.37534+0.092966i,-0.095706+0.041153i,0.10724+0.040067i,0.18062+0.025175i,0.15537-0.0057338i,0.093598-0.015523i,0.053169-0.017353i,0.035999-0.020126i,0.032334-0.017404i,0.030105-0.014259i,0.017938-0.0071199i,0.006615+0.0070881i,0.0068793+0.022934i,0.013641+0.029335i,0.013794+0.019263i,0.0072166+0.0019318i,0.0040678-0.011448i,0.0035397-0.017123i,0.00056244-0.020215i,-0.0039052-0.026086i,-0.010002-0.028392i
0.22853-0.34895i,0.30339-0.4206i,0.22473-0.29354i,0.036679-0.1256i,-0.12029-0.045383i,-0.17923+0.0033161i,-0.14441+0.03942i,-0.081941+0.034852i,-0.046249+0.022984i,-0.030705+0.024463i,-0.024839+0.026844i,-0.020001+0.026118i,-0.011214+0.017662i,-0.0062087+0.00055203i,-0.010116-0.016714i,-0.016722-0.022018i,-0.014888-0.01335i,-0.0066689-0.0012809i,-0.0022848+0.0093323i,3.5748e-05+0.015147i,0.0049005+0.017664i,0.012617+0.020588i,0.020395+0.020322i
0.037583+0.39726i,0.02271+0.4909i,0.014379+0.34292i,0.066011+0.12317i,0.14442+0.0021918i,0.1685-0.061312i,0.11534-0.082387i,0.056082-0.053964i,0.026855-0.032044i,0.010023-0.03059i,0.0054921-0.030156i,0.0046902-0.02509i,0.0017124-0.01287i,0.0053234+0.0021434i,0.01521+0.012328i,0.022281+0.012433i,0.016653+0.0042355i,0.0049073-0.0039475i,-0.0024048-0.009394i,-0.0061886-0.011422i,-0.010781-0.011866i,-0.017647-0.012553i,-0.02453-0.010308i
-0.26499-0.28177i,-0.31115-0.36093i,-0.22452-0.25451i,-0.14737-0.080952i,-0.15634+0.021274i,-0.15096+0.084529i,-0.088389+0.097783i,-0.04081+0.058345i,-0.024427+0.032776i,-0.011557+0.029766i,-0.0043766+0.029429i,-0.001168+0.026073i,0.00077387+0.013661i,-0.003595-0.00091676i,-0.014907-0.009221i,-0.02265-0.0073034i,-0.015675+5.1306e-05i,-0.0030188+0.0051058i,0.0049736+0.0083992i,0.0095929+0.0090378i,0.012772+0.0068193i,0.017914+0.0041431i,0.023504-0.00042562i
0.36658+0.052626i,0.44944+0.080938i,0.31738+0.051031i,0.16378-0.011683i,0.1331-0.068916i,0.10677-0.11941i,0.043404-0.11008i,0.015729-0.05598i,0.011601-0.029875i,-0.0012301-0.02656i,-0.0080412-0.022929i,-0.005376-0.016762i,0.00050393-0.0061207i,0.0094684+0.0028017i,0.020354+0.0033351i,0.024033-0.0031835i,0.016295-0.0083342i,0.0055323-0.0099905i,-0.0025097-0.010521i,-0.0065806-0.0074958i,-0.0085939-0.0036089i,-0.013772-0.0001857i,-0.018512+0.0052232i
-0.31384+0.18244i,-0.3898+0.21708i,-0.26781+0.15906i,-0.12694+0.091587i,-0.10095+0.094703i,-0.068081+0.12525i,-0.01059+0.099798i,0.00039088+0.048341i,-0.00095519+0.028497i,0.011192+0.023743i,0.015326+0.01913i,0.010617+0.016855i,0.0030357+0.010808i,-0.0077647+0.0040758i,-0.017363+0.0052436i,-0.016408+0.010718i,-0.0066285+0.010948i,0.0022295+0.0070138i,0.0076233+0.0054613i,0.010329+0.0028769i,0.010621-0.0019743i,0.011238-0.0063915i,0.011998-0.011198i
0.13435-0.32349i,0.1674-0.39939i,0.10814-0.28373i,0.060465-0.13589i,0.069104-0.10919i,0.033428-0.12327i,-0.013672-0.082718i,-0.0062507-0.036243i,0.00047644-0.023453i,-0.013659-0.016086i,-0.018438-0.008448i,-0.013722-0.0068809i,-0.0048518-0.0041845i,0.0082033-0.002928i,0.017211-0.0096271i,0.01354-0.016543i,0.0025152-0.015217i,-0.0048897-0.010149i,-0.0080096-0.0066351i,-0.0081262-0.0021449i,-0.0061568+0.0029393i,-0.006173+0.0077568i,-0.0053119+0.011677i
0.096137+0.3215i,0.12177+0.39776i,0.099445+0.26412i,0.027924+0.10269i,-0.030926+0.078845i,-0.00822+0.091712i,0.021499+0.053604i,0.0035595+0.020385i,-0.0046624+0.012757i,0.0070173+0.0049682i,0.011514+0.0028441i,0.0093553+0.0083031i,0.0025673+0.010956i,-0.0064041+0.011571i,-0.010085+0.014034i,-0.0046096+0.014863i,0.0035902+0.0096173i,0.0072058+0.0037108i,0.0081563+0.0015153i,0.0072369-0.00073004i,0.0043661-0.003369i,0.0030641-0.0056898i,0.0018235-0.007758i
-0.26493-0.19689i,-0.3383-0.23969i,-0.24958-0.14302i,-0.078163-0.047635i,0.018505-0.06608i,-0.0021518-0.080671i,-0.025842-0.041169i,-0.0068425-0.01918i,-0.0021159-0.014275i,-0.012128-0.0016457i,-0.014789+0.0030325i,-0.013099-0.0020102i,-0.0065339-0.0067289i,0.002021-0.011489i,0.0036796-0.016199i,-0.0029598-0.014693i,-0.0081317-0.0080403i,-0.0087203-0.0040613i,-0.0089276-0.0030498i,-0.0070502-0.0011104i,-0.0024994+0.00085426i,6.017e-05+0.0029337i,0.001237+0.0042639i
0.32403-0.011153i,0.41356-0.024447i,0.28483-0.063425i,0.063656-0.052109i,-0.038439+0.028199i,-0.013024+0.053688i,0.0082501+0.022912i,-0.0053624+0.015576i,-0.0075218+0.01484i,-0.00058278+0.0011125i,0.0045518-0.0019062i,0.010633+0.0059223i,0.012184+0.011971i,0.0087849+0.015102i,0.0086565+0.016105i,0.012654+0.011461i,0.014563+0.0033454i,0.013421-0.000662i,0.01213-0.0011493i,0.0092371-0.0022226i,0.0049744-0.0043271i,0.0028322-0.0047446i,0.0015634-0.003011i
-0.24488+0.20085i,-0.31392+0.2735i,-0.18463+0.24283i,0.011324+0.10639i,0.07048-0.035096i,0.026442-0.061361i,0.0038545-0.02555i,0.011693-0.018662i,0.010558-0.0168i,0.0043154-0.0019745i,-0.002582+0.0045068i,-0.013282+0.0024213i,-0.016433-0.00099246i,-0.01225-0.0058474i,-0.011-0.0093983i,-0.011599-0.0057919i,-0.010455+0.00098439i,-0.0090503+0.002183i,-0.0096408+0.00095927i,-0.007548+0.0016316i,-0.0031712+0.0015717i,-0.0020077+0.00076468i,-0.0020406-0.00015992i
0.075004-0.30301i,0.086924-0.41479i,-0.0086418-0.33258i,-0.11582-0.10957i,-0.10769+0.057675i,-0.044461+0.074587i,-0.015992+0.036288i,-0.011369+0.029461i,-0.0058868+0.026251i,-0.0043461+0.0097113i,-0.00033017+0.00051391i,0.010885-0.0024166i,0.016534-0.0028124i,0.016103+0.0016508i,0.016692+0.0021653i,0.015147-0.0046828i,0.011472-0.0093247i,0.010991-0.0078906i,0.01197-0.0063278i,0.0079467-0.0058798i,0.0025233-0.00416i,0.001683-0.002426i,0.0028188-0.00045331i
0.11799+0.279i,0.17985+0.38519i,0.22484+0.27898i,0.21174+0.034125i,0.12661-0.12215i,0.044347-0.11466i,0.012452-0.058973i,0.0042587-0.040953i,-0.0016698-0.032706i,-0.0010078-0.014364i,-0.0027122+0.00066028i,-0.013033+0.010921i,-0.018234+0.013025i,-0.016842+0.0079104i,-0.01515+0.0062748i,-0.01092+0.0086458i,-0.0070737+0.0087508i,-0.0074713+0.0059964i,-0.0082652+0.005689i,-0.0054034+0.0056599i,-0.0018156+0.0036762i,-0.0016978+0.0024423i,-0.0040655+0.001591i
-0.25002-0.15173i,-0.36861-0.20808i,-0.36676-0.11145i,-0.25008+0.081328i,-0.10545+0.18378i,-0.020771+0.14103i,-0.0011404+0.067257i,0.0027798+0.04079i,0.0057428+0.029658i,-2.2054e-05+0.01329i,-0.0016375+0.0012247i,0.0040326-0.0091708i,0.0079813-0.013902i,0.0099308-0.012055i,0.0090277-0.011745i,0.00402-0.012614i,0.0015607-0.012144i,0.004379-0.010541i,0.0060733-0.009894i,0.0039195-0.0077958i,0.001127-0.0039081i,0.0020218-0.0027135i,0.0058876-0.0036736i
0.28589-0.030418i,0.42291-0.050676i,0.39296-0.12652i,0.2186-0.23542i,0.044315-0.26361i,-0.028336-0.17869i,-0.026044-0.08311i,-0.020183-0.044461i,-0.022153-0.029503i,-0.014588-0.01406i,-0.0051258+0.00078558i,-0.0015114+0.016188i,0.00073356+0.022803i,0.0013687+0.018092i,0.0012322+0.013676i,0.0040549+0.011621i,0.004108+0.0094194i,-0.0014544+0.0084636i,-0.0036494+0.0092221i,-0.0007116+0.0078079i,0.0016526+0.0041365i,-0.00057749+0.0032565i,-0.0050839+0.0047479i
-0.20888+0.18134i,-0.31959+0.27351i,-0.28248+0.32603i,-0.10784+0.34161i,0.049852+0.28953i,0.086383+0.17378i,0.050793+0.075736i,0.030487+0.03725i,0.027479+0.022139i,0.01515+0.010455i,0.0018071+0.0015924i,-0.0053617-0.0092021i,-0.0078268-0.014061i,-0.0061927-0.012437i,-0.0054981-0.011508i,-0.0067634-0.010179i,-0.0043125-0.0084697i,0.00093252-0.0091478i,0.0021471-0.011418i,-0.00064257-0.0098619i,-0.0011651-0.0052722i,0.0021216-0.004575i,0.0053968-0.0087379i
0.065262-0.26599i,0.11563-0.4074i,0.078047-0.44981i,-0.059176-0.39864i,-0.16702-0.28927i,-0.15535-0.15695i,-0.082923-0.063956i,-0.041551-0.027941i,-0.030034-0.011688i,-0.017019-0.0019797i,-0.0032162+0.0034017i,0.0087795+0.011573i,0.015619+0.014578i,0.014881+0.010791i,0.013907+0.006268i,0.013086+0.0024508i,0.0084553+0.0020235i,0.0033288+0.0056646i,0.0033929+0.0081958i,0.005837+0.0055016i,0.004493+0.0018281i,0.00044775+0.0026212i,-0.0026857+0.0075081i
0.093116+0.24185i,0.1224+0.3952i,0.15574+0.43428i,0.22822+0.35155i,0.26925+0.2229i,0.20391+0.10054i,0.097691+0.032437i,0.043978+0.014144i,0.028686+0.0025076i,0.014978-0.0034481i,0.0018332-0.0014008i,-0.010782-0.0022571i,-0.017691-0.0026202i,-0.016518-0.0013056i,-0.014292+0.00044495i,-0.011495+0.0016365i,-0.0068081-0.0018879i,-0.0030344-0.0082899i,-0.0047837-0.0092949i,-0.008028-0.0038764i,-0.0058907-6.0987e-05i,-0.0014895-0.0038475i,-0.00041202-0.010408i
-0.20537-0.13478i,-0.30785-0.25403i,-0.34425-0.29911i,-0.35671-0.2354i,-0.3384-0.12599i,-0.23188-0.03545i,-0.10315-0.0042673i,-0.043728-0.0063117i,-0.026493+0.00034401i,-0.011832+0.004299i,-0.00072262+0.0011442i,0.0089831-0.00097724i,0.013659-0.0033831i,0.012271-0.0052517i,0.0099153-0.0078698i,0.0070809-0.0082202i,0.0053385-0.0030119i,0.0041827+0.0033934i,0.0058937+0.0036538i,0.0085492-0.00025419i,0.0060464-0.0013305i,0.0027199+0.0031923i,0.0032543+0.010293i
0.23663-0.0011992i,0.38281+0.047106i,0.43997+0.092372i,0.42876+0.069001i,0.37132-0.0077984i,0.2337-0.053297i,0.0957-0.033902i,0.041054-0.006696i,0.022854-0.0063761i,0.0066064-0.0072207i,0.00012847-0.0012816i,-0.0066121+0.0052038i,-0.0099286+0.011084i,-0.0057885+0.01248i,-0.0025606+0.012103i,-0.0015128+0.010158i,-0.0026293+0.0033379i,-0.005314-0.0029815i,-0.0080739-0.0013155i,-0.0070289+0.0037371i,-0.0035698+0.0043207i,-0.0041105-0.0015731i,-0.0078664-0.0081133i
-0.18157+0.12523i,-0.32764+0.15551i,-0.41181+0.11744i,-0.416+0.094085i,-0.34564+0.12163i,-0.20153+0.11437i,-0.080712+0.05222i,-0.042019+0.010693i,-0.027084+0.006912i,-0.012325+0.0060021i,-0.0052576+0.0026829i,0.0027182-0.0016269i,0.005574-0.0072467i,0.002385-0.010283i,3.5173e-05-0.01115i,-0.00049955-0.0088375i,0.0021927-0.0031695i,0.0064985+0.00063981i,0.0074782-0.0027998i,0.0053-0.0079805i,0.0037154-0.0063518i,0.0062408-0.00032378i,0.010849+0.0040352i
0.070189-0.19578i,0.17357-0.28602i,0.27973-0.27685i,0.32732-0.2416i,0.2718-0.23062i,0.14258-0.1715i,0.052234-0.070919i,0.033288-0.016582i,0.02204-0.0080633i,0.0066208-0.0045337i,0.0008388-0.0010883i,-0.0015683+0.005465i,0.0017093+0.011818i,0.0081456+0.01087i,0.0096469+0.0078009i,0.0061481+0.0044074i,-0.00023318+0.00057243i,-0.0046574-0.0002851i,-0.0028286+0.003957i,0.00030501+0.0083504i,3.4398e-05+0.0066713i,-0.0048479+0.0018348i,-0.01067-0.0011478i
