-0.002567-0.00023634i,-0.0023964-0.00049275i,-0.0020384+0.00046376i,-0.00066792+0.0014501i,0.00012889+0.001836i,0.00039327+0.0017363i,0.0002323+0.0017649i,9.9464e-05+0.0016301i,0.00067887+0.0011029i,0.0010266+0.00027526i,0.00094438-0.0002979i,0.00080299-1.8552e-05i,0.00072523+0.0003865i,0.00030124+0.00059439i,0.00016308-0.00043149i,0.00056501-0.0014756i,0.00044705-0.00060324i,0.00064788+0.00061257i,0.00021787+0.00088219i,2.4321e-05+0.00049731i,0.00021252-0.00022056i,-0.00015216-0.00028515i,0.00029877+0.00051142i
0.063677-0.080734i,0.11902-0.15131i,0.093019-0.17367i,-0.06404-0.10066i,-0.20568+0.02659i,-0.18856+0.083442i,-0.096431+0.050152i,-0.053301+0.02872i,-0.043618+0.053462i,-0.021968+0.06812i,-0.003388+0.047967i,-0.00094991+0.019605i,-0.01347+0.0032339i,-0.030895-3.9551e-06i,-0.034993+0.0027606i,-0.027149+0.0020244i,-0.026058-0.0051299i,-0.03742-0.010793i,-0.043919-0.0080254i,-0.030781-0.00094607i,-0.0090471+0.0040372i,0.0040547+0.0041877i,0.0073473-0.0038564i
0.021212+0.098667i,0.048989+0.18967i,0.10325+0.20536i,0.19256+0.099192i,0.25392-0.033565i,0.20771-0.091895i,0.10451-0.0767i,0.04108-0.060122i,0.014304-0.069064i,-0.0011941-0.06671i,-0.0030104-0.04233i,0.0038278-0.01961i,0.014389-0.01158i,0.024145-0.013225i,0.022739-0.015489i,0.014172-0.014602i,0.012846-0.012674i,0.021276-0.013477i,0.026017-0.015996i,0.018062-0.016364i,0.006727-0.014203i,0.0021536-0.0092138i,0.0049532+0.001275i
-0.078106-0.032794i,-0.15628-0.051989i,-0.21514-0.01113i,-0.23253+0.10841i,-0.21764+0.20972i,-0.15478+0.21216i,-0.063155+0.12678i,-0.0056342+0.051626i,0.019059+0.037376i,0.024816+0.037416i,0.013467+0.028957i,0.0029871+0.023379i,-0.0012928+0.027043i,-0.004414+0.036259i,-0.0055983+0.035481i,-0.0056857+0.02623i,-0.0069036+0.023998i,-0.0081131+0.03149i,-0.0064804+0.037319i,-0.0023907+0.030669i,0.00012925+0.018873i,-0.0019763+0.0099242i,-0.0098262+0.0032719i
0.072759-0.049196i,0.13552-0.10237i,0.17507-0.16666i,0.17753-0.24626i,0.15925-0.3131i,0.10757-0.28317i,0.038718-0.15966i,-0.0052168-0.061847i,-0.029402-0.045075i,-0.043239-0.051985i,-0.038957-0.04038i,-0.026706-0.022831i,-0.020431-0.018574i,-0.021742-0.024127i,-0.019611-0.021658i,-0.010874-0.013354i,-0.003991-0.012836i,-0.0020246-0.024134i,-0.0036435-0.035904i,-0.0056246-0.032873i,-0.0065398-0.021813i,-0.004796-0.013513i,0.0020509-0.0091672i
0.0066128+0.06613i,0.013468+0.14044i,0.017028+0.20009i,0.0028977+0.25773i,-0.0062036+0.32533i,0.014846+0.30151i,0.029079+0.1731i,0.022661+0.072105i,0.031845+0.045079i,0.049843+0.039216i,0.044743+0.02329i,0.027122+0.0049824i,0.020454-0.0058126i,0.021056-0.0098335i,0.014624-0.0066952i,0.0073285-6.7293e-05i,0.0093261+0.0038006i,0.015267+0.0082688i,0.016588+0.015083i,0.011957+0.017411i,0.0057998+0.013032i,0.0026166+0.0081541i,0.0010918+0.010629i
-0.060259-0.03333i,-0.11841-0.069683i,-0.14751-0.11755i,-0.13936-0.21108i,-0.14406-0.31361i,-0.16361-0.28109i,-0.12869-0.1241i,-0.065344-0.014398i,-0.055626+0.013577i,-0.068209+0.020533i,-0.049301+0.019374i,-0.021381+0.012512i,-0.010546+0.012473i,-0.0079314+0.016163i,-0.0030188+0.0096337i,-0.0023402-0.0035108i,-0.012169-0.0093453i,-0.026898-0.0079837i,-0.034501-0.0053832i,-0.028234-0.0037732i,-0.019131-0.0021607i,-0.015967-0.00036957i,-0.013812-0.0032943i
0.056654-0.030565i,0.10751-0.058949i,0.13131-0.03631i,0.14608+0.087483i,0.1943+0.21214i,0.21225+0.18545i,0.13167+0.060474i,0.042177-0.0066561i,0.033198-0.017667i,0.049413-0.02888i,0.036641-0.028365i,0.012455-0.015097i,-0.003231-0.0083146i,-0.0092072-0.0060735i,-0.0073479+0.00073111i,-0.0001599+0.0047547i,0.0078498+0.0021773i,0.017665-0.00068827i,0.026528+0.00020554i,0.025841+0.0033233i,0.019427+0.0036511i,0.015373+0.00055311i,0.017186+0.00033211i
-0.0073971+0.06724i,-0.010271+0.1232i,-0.022095+0.10858i,-0.10599-0.012353i,-0.23794-0.10585i,-0.2443-0.070232i,-0.10765-0.012802i,-0.0096797-0.0084299i,-0.0053734+0.00013357i,-0.016108+0.024814i,-0.010752+0.030184i,-0.00073775+0.019268i,0.0084914+0.009259i,0.013233+0.0010712i,0.0074363-0.0073119i,-0.0031846-0.0072643i,-0.0075458+0.0033246i,-0.0063224+0.013039i,-0.0036332+0.01462i,-0.0011602+0.009449i,0.00070855+0.0067262i,0.00067182+0.010376i,-0.0045468+0.01174i
-0.039623-0.034192i,-0.085168-0.056599i,-0.072151-0.016842i,0.083174+0.069301i,0.27307+0.083585i,0.27162+0.016027i,0.12027-0.0102i,0.029767+0.0093512i,0.020388-0.0066604i,0.015044-0.038849i,0.0030035-0.037404i,-0.0021595-0.015696i,-0.0043606+0.0012097i,-0.0065387+0.011835i,-0.0010467+0.015145i,0.0059066+0.010277i,0.0055138+0.0018502i,0.0016968-0.010225i,0.00064539-0.022256i,0.0015027-0.023902i,0.0019604-0.018894i,0.00085552-0.017028i,-0.00083371-0.01765i
0.05886-0.007016i,0.11403-0.041368i,0.079151-0.09404i,-0.10278-0.091363i,-0.26169+0.00039362i,-0.22525+0.075019i,-0.096035+0.056444i,-0.033916+0.01722i,-0.02152+0.023777i,-0.0034466+0.040623i,0.010644+0.029242i,0.0074925+0.0061898i,-0.0035948-0.010038i,-0.014564-0.018562i,-0.022837-0.013237i,-0.020018-0.00083962i,-0.0078492+0.0044053i,-0.00088215+0.0066204i,-0.0037827+0.011072i,-0.0086419+0.011944i,-0.007293+0.0084279i,-0.00035482+0.005942i,0.0043578+0.0072453i
-0.020597+0.053405i,-0.018054+0.12423i,0.07162+0.15473i,0.23367+0.048988i,0.29517-0.11529i,0.18527-0.14973i,0.057621-0.057889i,0.014363+0.0033051i,0.0022335-0.0068934i,-0.019009-0.025226i,-0.026426-0.020252i,-0.013277-0.0064783i,0.0032671+0.00032183i,0.016082+0.00025636i,0.019181-0.0062655i,0.010378-0.011713i,0.00053018-0.010343i,-0.0065741-0.0081575i,-0.01192-0.0056775i,-0.010609-0.0017284i,-0.0072459+0.00024175i,-0.0096077+0.0014333i,-0.012792+0.0027649i
-0.034557-0.05086i,-0.10021-0.10114i,-0.21476-0.081177i,-0.30752+0.068958i,-0.28494+0.21528i,-0.16692+0.18796i,-0.077115+0.060659i,-0.047657+0.00092481i,-0.021479+0.013253i,0.011149+0.020938i,0.019043+0.0086447i,0.0049704+0.0017589i,-0.0091412+0.0071712i,-0.016555+0.015506i,-0.01326+0.01954i,-0.0034448+0.0139i,0.0036052+0.0060707i,0.011719+0.0039481i,0.018849+0.0044386i,0.015365+0.0054721i,0.0076717+0.0057797i,0.0060696+0.0030141i,0.0092377-0.0015134i
0.056951+0.0071043i,0.1466-0.007081i,0.23797-0.099744i,0.24164-0.26355i,0.15786-0.34614i,0.08098-0.25285i,0.057744-0.11275i,0.044748-0.048814i,0.010819-0.035184i,-0.017798-0.018045i,-0.017872+0.001385i,-0.0034966+0.0039194i,0.0048158-0.0088323i,0.0056709-0.024105i,0.00060593-0.029172i,-0.0070798-0.020367i,-0.011893-0.0084693i,-0.014618-0.001609i,-0.012154+0.00019884i,-0.0038505-0.0032669i,0.00025851-0.0055378i,-0.00048014-0.0011089i,-0.00079765+0.004852i
-0.046222+0.039491i,-0.10117+0.12501i,-0.13017+0.27606i,-0.06658+0.42457i,0.033542+0.4386i,0.060442+0.29638i,0.029057+0.13851i,0.010394+0.059479i,0.023211+0.032463i,0.035539+0.012808i,0.025868-0.0015763i,0.01383+0.00051014i,0.015393+0.011996i,0.0226+0.021364i,0.024927+0.021151i,0.018846+0.01132i,0.01064+0.0020284i,0.0059952-0.0043919i,0.001269-0.0082438i,-0.0026281-0.0038034i,-0.0015086+0.0025046i,-0.00038532+0.0011373i,-0.0041462-0.0033566i
-0.0015856-0.055265i,-0.014519-0.15452i,-0.070418-0.293i,-0.17007-0.38447i,-0.21769-0.34967i,-0.1533-0.21105i,-0.058186-0.073886i,-0.009592-0.0098387i,-0.0085913+0.0040544i,-0.018959+0.012393i,-0.012523+0.016855i,-0.0049902+0.0082621i,-0.014612-0.00057901i,-0.030441-0.0011609i,-0.034767+0.0032224i,-0.022832+0.0081282i,-0.008894+0.010955i,-0.0020556+0.013587i,0.00069745+0.013153i,-0.00076613+0.0065779i,-0.003288+0.0017495i,-0.00082764+0.001643i,0.0029283+0.0013436i
0.039712+0.037212i,0.1185+0.10277i,0.25465+0.18386i,0.38076+0.2189i,0.37133+0.18791i,0.21538+0.12008i,0.048676+0.060011i,-0.020894+0.034128i,-0.0096301+0.014621i,0.0067431-0.013473i,-0.00024929-0.024182i,-0.0042064-0.015855i,0.0042838-0.013511i,0.014401-0.017839i,0.016146-0.01844i,0.0083536-0.014141i,0.0026374-0.010523i,0.00080212-0.011122i,0.00047022-0.008176i,0.0046509-0.0013887i,0.0096712+0.00074915i,0.0075768+0.00052079i,0.0027416+0.0038372i
-0.046952+0.0030248i,-0.14615+0.0032404i,-0.29773+0.0066194i,-0.41921+0.01163i,-0.40697-0.0068056i,-0.25986-0.04199i,-0.097725-0.065249i,-0.025013-0.065877i,-0.021903-0.033501i,-0.016121+0.0048894i,0.0015673+0.011879i,0.0053508+0.0051798i,-0.0011048+0.0098849i,-0.0056072+0.020948i,-0.0045565+0.023894i,-0.00060219+0.01442i,0.002751+0.0045486i,0.0069723-0.00032844i,0.0079094-0.0060646i,0.0013894-0.0087098i,-0.0042412-0.0053103i,-0.0043077-0.0023589i,-0.002152-0.0020632i
0.028974-0.033542i,0.096282-0.095074i,0.20406-0.18023i,0.29843-0.22995i,0.31468-0.18259i,0.2306-0.074758i,0.11673+0.0064912i,0.051494+0.029388i,0.025186+0.0084683i,0.0017379-0.013018i,-0.014307-0.0081087i,-0.011854+0.0011934i,-0.0069387-0.005507i,-0.0091582-0.020797i,-0.012189-0.026735i,-0.011769-0.017994i,-0.012892-0.0067738i,-0.017332+0.00029783i,-0.015637+0.0028511i,-0.0075765-0.0023456i,-0.0039445-0.0085043i,-0.0037872-0.0077148i,-0.00017763-0.0041674i
0.0014912+0.040361i,-0.0097248+0.1269i,-0.048884+0.2513i,-0.11747+0.3372i,-0.17027+0.30709i,-0.14187+0.18048i,-0.066255+0.054085i,-0.024451-0.0048342i,-0.0077103-0.00033522i,0.011948+0.013613i,0.019155+0.0060649i,0.012908-0.0022653i,0.01401+0.001316i,0.024273+0.0067657i,0.026298+0.0072132i,0.016441+0.003553i,0.0085835+0.0011389i,0.0057951+0.00012232i,0.00026944+0.0031396i,-0.0051841+0.01084i,-0.0043636+0.014661i,-0.0030715+0.012573i,-0.0040761+0.0085943i
-0.033988-0.022165i,-0.073322-0.081461i,-0.098241-0.18257i,-0.060293-0.27786i,0.02517-0.28361i,0.072652-0.17101i,0.065904-0.027669i,0.056292+0.039225i,0.03556+0.02844i,0.0016437+0.011836i,-0.0086444+0.016018i,-0.0028294+0.015561i,-0.0071892+0.0097045i,-0.01856+0.010984i,-0.022095+0.011692i,-0.015038+0.0094664i,-0.0061806+0.0090441i,0.0012543+0.010619i,0.006167+0.0087384i,0.0053198+0.0052326i,0.0021729+0.0058848i,0.00068501+0.0044212i,-0.00098896-0.0010017i
0.031816-0.0054139i,0.091207+0.013118i,0.16192+0.075744i,0.17714+0.17508i,0.10344+0.22735i,-0.006333+0.16116i,-0.08769+0.050154i,-0.11+0.0045799i,-0.068147+0.0064113i,-0.016062-0.0041712i,-0.0027742-0.018753i,-0.0066105-0.016475i,-0.0031493-0.013661i,0.0020441-0.017692i,0.005152-0.01699i,0.0052174-0.011582i,0.0036619-0.0089919i,0.0017932-0.010374i,0.0038033-0.0095591i,0.011225-0.005769i,0.015885-0.0049342i,0.013234-0.0034315i,0.009409+0.0020541i
-0.020097+0.019869i,-0.063998+0.03845i,-0.13782+0.020935i,-0.19548-0.066546i,-0.1722-0.16477i,-0.067585-0.17384i,0.039208-0.1239i,0.072208-0.092657i,0.039608-0.059697i,0.011387-0.014796i,0.011933+0.0052545i,0.014587+0.0034252i,0.011954+0.0049573i,0.010507+0.011325i,0.0085245+0.014897i,0.0054843+0.01062i,0.0040201+0.0029634i,0.0032907-0.0044767i,-0.00056203-0.011484i,-0.0052091-0.012693i,-0.0047941-0.008344i,-0.0028169-0.0035428i,-0.0033836+0.00067i
0.0046176-0.020974i,0.023077-0.054295i,0.079622-0.071782i,0.15924-0.024321i,0.18714+0.070708i,0.12006+0.12994i,0.027799+0.13417i,-0.0095025+0.11408i,-0.0050126+0.068176i,-0.0066967+0.017906i,-0.016601-4.6838e-06i,-0.017706+0.0030082i,-0.016671+0.003145i,-0.020164-0.0012636i,-0.020384-0.0040927i,-0.014765-0.0038134i,-0.010626-0.00055663i,-0.010169+0.0048511i,-0.0093052+0.0063284i,-0.0086536-0.00086884i,-0.0092137-0.0075798i,-0.0062114-0.0075059i,-0.00012849-0.0072254i
0.012276+0.01597i,0.014071+0.043428i,-0.026867+0.076636i,-0.12316+0.079249i,-0.19619+0.031881i,-0.1614-0.032768i,-0.074868-0.07776i,-0.030778-0.085643i,-0.017831-0.053902i,-0.0011999-0.016569i,0.010218-0.0046358i,0.0082003-0.0077569i,0.0062184-0.010445i,0.0096237-0.012445i,0.0091477-0.012892i,0.0030955-0.0081273i,0.00063617-0.0029438i,-3.378e-05+0.00078474i,-0.0042993+0.007088i,-0.0067645+0.014346i,-0.0059116+0.014438i,-0.0047155+0.0084779i,-0.0027627+0.0054639i
-0.0096972-0.0007093i,-0.019174-0.015717i,0.0052003-0.052022i,0.090463-0.091117i,0.17753-0.083788i,0.17415-0.016578i,0.11562+0.058712i,0.079076+0.083196i,0.049979+0.053805i,0.01127+0.022232i,-0.0092542+0.015156i,-0.0067322+0.014313i,-0.0025127+0.012254i,-0.0032213+0.013422i,-0.0040597+0.012747i,-0.0034469+0.0074894i,-0.0015258+0.0048977i,0.0042442+0.005288i,0.010105+0.0036299i,0.0082148+0.003559i,0.0031179+0.0060341i,0.0008171+0.0047099i,-0.0026642+0.00060913i
0.0093145-0.0035283i,0.021697+0.0031969i,0.016371+0.041254i,-0.033583+0.10787i,-0.10479+0.13605i,-0.13989+0.077003i,-0.14104-0.0073206i,-0.12695-0.037179i,-0.080794-0.022747i,-0.02509-0.015356i,-0.00030703-0.019229i,0.00029617-0.016229i,-0.001642-0.010989i,-0.0041261-0.010545i,-0.0052686-0.008389i,-0.0028489-0.0045217i,-0.00063729-0.0038239i,-0.00040711-0.0043898i,0.0036773-0.0034088i,0.011324-0.0025866i,0.01383-0.0019414i,0.0088672+0.0011954i,0.0044974+0.0034053i
-0.0036694+0.0071661i,-0.012326+0.0033687i,-0.017864-0.038328i,-0.0051423-0.12932i,0.031452-0.19684i,0.080448-0.16697i,0.11995-0.095294i,0.12155-0.055044i,0.07784-0.029548i,0.033133-0.00034504i,0.01705+0.014775i,0.014223+0.012891i,0.013674+0.0094049i,0.015788+0.0085437i,0.014227+0.0052657i,0.0097388+0.0020804i,0.0061698-8.4254e-05i,0.0018132-0.0055718i,-0.0036722-0.011564i,-0.0063262-0.012262i,-0.0019111-0.0087494i,0.0024144-0.00507i,0.0018387-0.00069942i
0.0010486-0.002386i,0.009343-9.7237e-05i,0.030508+0.036737i,0.056361+0.11883i,0.05104+0.18771i,0.0034195+0.18608i,-0.048283+0.151i,-0.063806+0.12101i,-0.043182+0.074878i,-0.022816+0.021677i,-0.018785-0.0027221i,-0.018837-0.0030089i,-0.019181+0.0021352i,-0.020307+0.0077032i,-0.016545+0.0089925i,-0.0093259+0.0063587i,-0.0053648+0.0042664i,-0.0038824+0.0052803i,-0.0029158+0.0043874i,-0.003415-0.002119i,-0.0046931-0.0069263i,-0.0029962-0.0064108i,4.6136e-05-0.0054796i
0.0007583+0.008463i,-0.0078822+0.0094955i,-0.04718-0.010154i,-0.11458-0.058988i,-0.14565-0.10521i,-0.10402-0.118i,-0.043622-0.11448i,-0.013731-0.10293i,-0.0022014-0.068032i,0.00857-0.028635i,0.013185-0.010244i,0.0098657-0.010398i,0.0045273-0.016825i,0.00017052-0.021291i,-0.0037551-0.019422i,-0.0068412-0.012524i,-0.0065788-0.0063841i,-0.005873-0.0016599i,-0.0067109+0.0056774i,-0.0074666+0.011023i,-0.0071175+0.0084311i,-0.004701+0.0028194i,-0.00055049+0.00034635i
-0.0077784-0.003001i,0.0046642-0.0040732i,0.055773-0.0022307i,0.14265+0.010133i,0.19201+0.037389i,0.15591+0.063602i,0.092461+0.081728i,0.055092+0.08311i,0.028025+0.057219i,0.00025449+0.027746i,-0.012411+0.015662i,-0.0073538+0.013251i,0.0032018+0.011418i,0.010418+0.0094674i,0.011588+0.0071005i,0.0071663+0.0032461i,0.0025149+0.0016017i,0.0033689+0.0017567i,0.0071402+0.00088133i,0.005911+0.0015542i,0.00026301+0.0044232i,-0.002574+0.0050421i,-0.0032689+0.0027909i
0.0060575+0.00075849i,0.00088841+0.0094153i,-0.03463+0.035452i,-0.10238+0.06453i,-0.14993+0.05643i,-0.13856+0.010164i,-0.10985-0.036825i,-0.091406-0.053532i,-0.060631-0.038618i,-0.021362-0.021105i,0.0012812-0.015425i,0.003507-0.0118i,-0.0022002-0.0060347i,-0.0095535-0.001793i,-0.013406+0.00063169i,-0.009907+0.0035713i,-0.0047018+0.0035681i,-0.0019708+0.0011247i,0.0021745+0.00044977i,0.0077682+0.0016966i,0.0079405+0.003526i,0.0033901+0.0036608i,-0.00014164+0.0021897i
-0.0051197+0.0058132i,-0.0025564-0.0050309i,0.016095-0.050101i,0.05888-0.12161i,0.10007-0.15046i,0.11294-0.10493i,0.11597-0.044914i,0.10756-0.015641i,0.070009-0.0027157i,0.030801+0.010167i,0.013934+0.017095i,0.0094556+0.013937i,0.0084512+0.0061758i,0.010491-0.0015713i,0.010433-0.0078691i,0.0060123-0.009446i,0.0029668-0.0061617i,0.0011082-0.0056983i,-0.0027053-0.0093911i,-0.0044311-0.0099436i,-0.0010739-0.0068219i,0.0022405-0.0029638i,0.0024494+0.0008879i
-0.0025361-0.0057142i,0.0031212+0.0064893i,0.0080659+0.053133i,0.0033287+0.12959i,-0.019222+0.16943i,-0.044796+0.14355i,-0.062229+0.10786i,-0.062717+0.083747i,-0.040197+0.048527i,-0.019431+0.010195i,-0.016006-0.0079192i,-0.01744-0.0067576i,-0.01545+0.0020384i,-0.010467+0.011945i,-0.0031162+0.016954i,0.0028957+0.013292i,0.004725+0.0065582i,0.0031699+0.0023836i,0.0011033-0.00014888i,8.0412e-05-0.0024819i,-5.8903e-05-0.0045925i,-0.00027505-0.0037379i,-0.00085407-0.0015327i
0.00088685-0.00016455i,-0.0090314-0.0055073i,-0.044122-0.034616i,-0.087499-0.084925i,-0.090528-0.11438i,-0.053365-0.10308i,-0.018677-0.086482i,0.00046115-0.071251i,0.011153-0.042327i,0.016863-0.016328i,0.017488-0.0068764i,0.014183-0.0085428i,0.0064092-0.013394i,-0.004318-0.016439i,-0.011585-0.013605i,-0.012897-0.0072936i,-0.0092927-0.0019568i,-0.0051826+0.00089056i,-0.0047406+0.0033354i,-0.0056048+0.0050286i,-0.0053191+0.0041075i,-0.0025898+0.0013855i,0.0012793-0.00070598i
0.0029708-0.0027621i,0.015399-5.9024e-05i,0.059121+0.0094278i,0.12214+0.036366i,0.13877+0.067684i,0.095982+0.072436i,0.049119+0.064562i,0.019701+0.057991i,-0.0015622+0.041759i,-0.013394+0.024372i,-0.012508+0.017664i,-0.0033979+0.015765i,0.0077105+0.012047i,0.015564+0.0081693i,0.016424+0.0039213i,0.010232-0.00096133i,0.0027885-0.003193i,0.00060614-0.0015011i,0.0023107+2.3876e-05i,0.0020701+0.00017977i,-0.0013815+0.00018865i,-0.0028641+0.00049671i,-0.0021665+0.00093062i
-0.0045178-0.00046407i,-0.014667+0.008818i,-0.047896+0.028694i,-0.09854+0.039167i,-0.12144+0.019823i,-0.095673-0.011138i,-0.067306-0.035749i,-0.055473-0.048519i,-0.041416-0.040218i,-0.021632-0.021458i,-0.0077774-0.0097575i,-0.005208-0.0056698i,-0.0080433-0.0020786i,-0.011545+0.002493i,-0.012074+0.0048343i,-0.0085425+0.0064734i,-0.0038456+0.0059315i,7.7317e-05+0.0028743i,0.0022667+6.6882e-05i,0.0034397+0.00026508i,0.0026543+0.0028755i,0.00028402+0.0029538i,-0.0018782-0.0003145i
0.0002339-0.0022895i,0.0047542-0.015626i,0.02209-0.051984i,0.059581-0.095386i,0.091395-0.098522i,0.090112-0.057937i,0.081373-0.019109i,0.073926-0.0017421i,0.049837+0.0023774i,0.020822+0.0039552i,0.0063494+0.0048063i,0.0035144+0.0030423i,0.0035617-0.0029751i,0.0049956-0.01138i,0.0053658-0.015275i,0.0023265-0.012191i,-0.00030631-0.0057119i,-0.00053294-0.0015541i,-0.00064225-0.00254i,-0.001286-0.0028178i,-0.0005603+0.00064454i,0.0015227+0.002617i,0.0021324+0.0035037i
0.0037337+0.0028469i,0.0086493+0.01526i,0.010162+0.049059i,-0.0049518+0.097148i,-0.031479+0.11326i,-0.043869+0.087507i,-0.042999+0.064091i,-0.035149+0.050797i,-0.014501+0.030728i,0.0007011+0.0072028i,0.00031873-0.0054217i,-0.0032432-0.0043632i,-0.0021658+0.0027592i,0.00050632+0.011993i,0.0029594+0.01641i,0.0049603+0.011396i,0.0050515+0.0042288i,0.0034324+0.00058159i,0.001349-0.00059032i,0.0005298-0.0016778i,0.001343-0.0023078i,0.0010612-0.0015069i,-0.00014523-0.00013674i
-0.0020125-0.00024936i,-0.011843-0.0046268i,-0.035019-0.025859i,-0.057265-0.065215i,-0.049283-0.086274i,-0.0241-0.070843i,-0.0064843-0.050693i,0.0035876-0.034145i,0.0093542-0.012734i,0.012719+0.0011861i,0.013512+0.0015265i,0.010571-0.0024054i,0.0032537-0.0058618i,-0.0077614-0.0087667i,-0.014782-0.0085353i,-0.01235-0.0037888i,-0.0053902-4.8011e-05i,-0.001242+0.00047204i,0.00011814+0.0017875i,0.00087234+0.0023569i,0.0013874-0.0003874i,0.0020862-0.0025781i,0.0028365-0.0026746i
0.0024403-0.0038577i,0.013178-0.0036029i,0.043179+0.006629i,0.081454+0.034494i,0.083501+0.060278i,0.049805+0.056234i,0.019041+0.041041i,-0.00074815+0.030912i,-0.014092+0.018838i,-0.017643+0.01105i,-0.011931+0.0099706i,-0.0026066+0.0094932i,0.0065696+0.0062298i,0.014256+0.0017361i,0.015935-0.0008548i,0.010393-0.0014375i,0.0029571-0.0010409i,-0.00054636-0.00064169i,-0.00015123-0.0011187i,-0.0013917-0.0010193i,-0.0038216-0.0011184i,-0.0038853-0.00015709i,-0.0023726+0.0014304i
0.0013521+0.0037427i,-0.0056417+0.0094652i,-0.028366+0.019746i,-0.063559+0.020961i,-0.076766+0.002841i,-0.05643-0.015138i,-0.037247-0.026298i,-0.029578-0.034815i,-0.021457-0.032393i,-0.013418-0.020168i,-0.0093864-0.0087318i,-0.0093371-0.0021214i,-0.011361+0.0035635i,-0.013776+0.008861i,-0.012845+0.010644i,-0.0075489+0.007861i,-0.0031228+0.0033346i,-0.0012883+0.00065266i,-0.00072187-0.00022259i,-0.00022023-0.0003317i,-0.00087216+4.6758e-05i,-0.0020085+0.00011707i,-0.002825-0.0010747i
-0.0034328+0.00040017i,0.00032318-0.0079427i,0.015556-0.029981i,0.045794-0.055033i,0.067493-0.053559i,0.058819-0.027858i,0.045423-0.0053272i,0.039109+0.0043208i,0.027115+0.0058632i,0.012546+0.0036621i,0.0032987+0.0007529i,0.00031446-0.0034282i,-0.00038668-0.01042i,-0.00078681-0.017363i,-0.00080338-0.018019i,-0.0016129-0.011525i,-0.00196-0.0034279i,-0.0016583+0.00069581i,-0.00081585+0.001118i,0.00056914+0.0027799i,0.0010113+0.0053803i,0.0017111+0.0052189i,0.0026921+0.0038624i
-0.0031754-0.0064362i,-0.000857+0.0033158i,-0.0013209+0.02743i,-0.011636+0.05737i,-0.028017+0.063778i,-0.030084+0.046463i,-0.024258+0.032482i,-0.019403+0.025935i,-0.0079994+0.018739i,0.0032198+0.0090568i,0.0061579+0.00045553i,0.0062243-0.0015395i,0.0086419+0.0031377i,0.010602+0.0090125i,0.0095047+0.01014i,0.0051604+0.0052251i,0.00031529-0.00016432i,-0.0012235-0.0015779i,-0.00042178-0.0014098i,0.0001041-0.002016i,-2.6705e-05-0.0022647i,-0.0011777-0.0015993i,-0.00217-0.0003635i
0.0042083+0.0011412i,-0.0034692-0.0019207i,-0.019002-0.016674i,-0.031175-0.041589i,-0.021752-0.05321i,-0.0033875-0.040319i,0.0053159-0.025032i,0.0072306-0.014907i,0.0069373-0.0045174i,0.0079038+0.0022096i,0.0087097+0.0035298i,0.0058898+0.0027896i,-0.0014058+0.0011022i,-0.0094338-0.0011511i,-0.011899-0.0014226i,-0.0069246+0.00026653i,6.2104e-05+0.00034569i,0.0027402-0.0012914i,0.0023209-0.0020662i,0.0025639-0.0024194i,0.0033216-0.0036128i,0.003996-0.0034467i,0.0037339-0.0024744i
0.0012122+0.0022257i,0.0086134+0.0035854i,0.027092+0.010122i,0.045704+0.026037i,0.041346+0.041316i,0.02134+0.037379i,0.0076715+0.025403i,0.00085844+0.016464i,-0.0043065+0.0062161i,-0.0079593+0.00035301i,-0.008363+0.001207i,-0.0046476+0.0032695i,0.0012353+0.0024252i,0.0074932+6.2341e-05i,0.0098543-0.00058897i,0.0059035+0.00078033i,0.0015666+0.0035116i,0.00091832+0.0042679i,0.00084287+0.0026295i,-0.00093277+0.0017156i,-0.0032357+0.0026344i,-0.0027963+0.003896i,-0.001289+0.0039708i
-0.0031392+0.0013877i,-0.0061223+0.0059919i,-0.018911+0.013192i,-0.036139+0.012961i,-0.039559+1.7104e-05i,-0.027922-0.0099735i,-0.01874-0.013285i,-0.013469-0.016132i,-0.0070792-0.015102i,-0.0042553-0.010269i,-0.0042593-0.0060602i,-0.0043841-0.0031881i,-0.0073193+0.0011282i,-0.010542+0.0068207i,-0.0090837+0.0091508i,-0.0055608+0.0054266i,-0.0037561+0.0015225i,-0.0034847+0.0011315i,-0.0033957+0.00056999i,-0.0020057-0.0013269i,-0.00069644-0.0019378i,-0.00063196-0.0024294i,-0.0015014-0.0018965i
0.0023981-0.003467i,0.0041558-0.0096957i,0.01226-0.022326i,0.028599-0.033521i,0.038682-0.027359i,0.029809-0.010854i,0.017513-0.00062581i,0.011081+0.0046066i,0.0049937+0.0076241i,0.0009997+0.0072809i,-0.00012167+0.0043855i,-0.00032979+7.6285e-05i,-1.3478e-05-0.0065143i,-0.0016154-0.012385i,-0.0049282-0.012213i,-0.0052733-0.007341i,-0.0028485-0.0029696i,-0.00048984-0.0014385i,0.0010327-0.00049943i,0.0026686+0.0014659i,0.0036037+0.0036607i,0.0035411+0.0043843i,0.0032825+0.0031949i
