0.0029134+0.00041887i,0.002181-0.0002311i,0.00023087-0.0014254i,-0.00036451-0.0026315i,-0.00075731-0.0012137i,-0.001063+0.0013033i,-0.0013353+0.002623i,-0.00098701+0.0028939i,0.00038795+0.0018643i,0.0014265+0.00094771i,0.0013642-0.00031801i,0.00046157-0.0017399i,-0.00030898-0.0012077i,-0.00073488-0.000355i,-0.0012059-0.00023691i,-0.0008077-0.00046262i,0.00021365-0.00031161i,0.00078549+0.00068081i,0.00079536+0.0010008i,7.8202e-05+0.00034402i,0.0002708+0.0001933i,0.00031742+8.1327e-05i,-0.00020345-0.00081222i
-0.12403+0.0017507i,-0.2208-0.0045005i,-0.20147-0.0027023i,-0.044867+0.0060234i,0.076428+0.012524i,0.054212+0.037041i,-0.0093605+0.062257i,-0.020077+0.042432i,-0.014624+0.0023801i,-0.019239-0.017284i,-0.016682-0.013901i,-0.0041894-0.0047089i,0.0086383-0.0051931i,0.0126-0.010376i,0.0096044-0.010551i,0.006542-0.0067325i,0.0035933-0.0019302i,0.00011674+0.0020218i,-0.0022323+0.002847i,-0.002457+0.00067847i,-0.0014034-0.001963i,-0.00011911-0.0018689i,0.0015585+0.00086905i
0.11516-0.038071i,0.20663-0.064597i,0.19201-0.081825i,0.047226-0.082099i,-0.061882-0.074032i,-0.034487-0.07405i,0.030042-0.066327i,0.044343-0.030548i,0.036539+0.0035699i,0.03087+0.014567i,0.017923+0.010894i,-0.00039228+0.0032089i,-0.012826+0.0015751i,-0.014473+0.0047844i,-0.0092509+0.0044682i,-0.0027504+0.00055753i,0.0011958-0.003369i,0.0020902-0.0043519i,0.0026961-0.0020204i,0.0032187+0.00076978i,0.0027705+0.0019459i,0.0010966+0.00061765i,-0.0020129-0.0028916i
-0.093581+0.060499i,-0.17424+0.11218i,-0.15702+0.13192i,-0.018398+0.10744i,0.081858+0.079346i,0.054809+0.083176i,0.00041534+0.084896i,-0.01172+0.048172i,-0.01348+0.0016i,-0.021912-0.020279i,-0.019006-0.016647i,-0.0033067-0.0052372i,0.010187-0.002196i,0.012379-0.0066437i,0.0050411-0.0097851i,-0.0039416-0.0075863i,-0.0080994-0.00082864i,-0.0057131+0.0048668i,-0.001738+0.003629i,-0.0012434-0.0009849i,-0.002202-0.0029464i,-0.0026337-0.00086587i,-0.0021622+0.0029058i
0.070534-0.085554i,0.13053-0.16456i,0.10498-0.20488i,-0.028486-0.18016i,-0.11537-0.13827i,-0.070091-0.11683i,-0.00095009-0.095048i,0.018766-0.054337i,0.020219-0.014214i,0.024304+0.0061798i,0.02085+0.0091848i,0.0051229+0.0058704i,-0.010916+0.0057246i,-0.016652+0.0099142i,-0.012678+0.011161i,-0.0052231+0.0063795i,-0.00080257-0.00044888i,-0.00047069-0.0044006i,-8.9448e-05-0.0018895i,0.00033651+0.00277i,-0.00047918+0.0039284i,0.00068826+0.0022015i,0.0019366-0.00063151i
-0.051635+0.097911i,-0.095435+0.19193i,-0.073813+0.23954i,0.031775+0.20531i,0.099705+0.14963i,0.061349+0.1079i,0.0051522+0.062899i,-0.010893+0.017875i,-0.017168-0.0069363i,-0.025742-0.011974i,-0.022467-0.0075248i,-0.0060162-0.0021593i,0.0096683-0.0037009i,0.012867-0.0091203i,0.0057209-0.0096646i,-0.0028621-0.0022591i,-0.006028+0.0059997i,-0.0032487+0.0069195i,0.00061412-9.4976e-05i,0.00043512-0.0063003i,-0.0018433-0.006128i,-0.0026102-0.0033266i,-0.0018133-0.001752i
0.016337-0.10858i,0.030644-0.21188i,-0.0060272-0.2642i,-0.099548-0.22138i,-0.13745-0.15384i,-0.07285-0.10808i,-0.0074006-0.063231i,0.0065965-0.02144i,0.0080148+0.0016577i,0.016564+0.0090484i,0.016993+0.0059974i,0.005686+0.00039414i,-0.0063558+0.0023337i,-0.010726+0.010027i,-0.0057318+0.014763i,0.0028244+0.012926i,0.0069642+0.006217i,0.0051173+0.00061125i,0.001278+0.0005974i,0.00015672+0.0036698i,0.0016895+0.0050376i,0.00296+0.0036423i,0.00315+0.0010695i
0.0070398+0.10284i,0.015355+0.21128i,0.05345+0.27525i,0.12176+0.24473i,0.13469+0.18052i,0.057918+0.12654i,-0.018081+0.06858i,-0.037038+0.021587i,-0.026983+0.00071308i,-0.020792-0.0066906i,-0.016633-0.005373i,-0.0050451-0.00069705i,0.0063417-0.0012864i,0.0098376-0.0052658i,0.0072625-0.006407i,0.0028083-0.003454i,-0.00074859+0.0010671i,-0.0020312+0.0030152i,-0.0021156+0.00014499i,-0.0031313-0.0033786i,-0.0029652-0.0037752i,-0.0019437-0.0023481i,-0.0010968-0.00099119i
-0.037708-0.092995i,-0.07261-0.19894i,-0.11745-0.25988i,-0.15782-0.22667i,-0.13754-0.1649i,-0.055179-0.11256i,0.0057281-0.052886i,0.016879-0.0052151i,0.017148+0.013106i,0.021934+0.013885i,0.018344+0.0078049i,0.0041779+0.0011559i,-0.0085918+0.00048232i,-0.010932+0.0036579i,-0.0027038+0.0057042i,0.0081469+0.0028863i,0.013292-0.0035127i,0.010592-0.0054104i,0.0046443+0.00017302i,0.0018395+0.0055787i,0.0023228+0.0057861i,0.0024871+0.0042472i,0.0007288+0.0035181i
0.056584+0.079097i,0.11283+0.17393i,0.16709+0.23549i,0.19455+0.21228i,0.1583+0.16132i,0.069579+0.11597i,0.0028843+0.064863i,-0.013914+0.027382i,-0.012781+0.0070285i,-0.01589-0.0046041i,-0.015841-0.0055557i,-0.0061474-0.0017297i,0.0059271-0.001493i,0.011929-0.0055194i,0.0080022-0.010933i,-0.0012437-0.010822i,-0.0073659-0.004891i,-0.0073759-0.00094295i,-0.0049417-0.00084581i,-0.0031179-0.0016684i,-0.0014452-0.0017457i,0.00094953-0.0028272i,0.0021958-0.0043624i
-0.070548-0.062316i,-0.14438-0.1453i,-0.20351-0.20721i,-0.20933-0.19862i,-0.14885-0.15452i,-0.05255-0.099097i,0.01003-0.033773i,0.024572+0.003044i,0.023752+0.0077268i,0.022379+0.0056871i,0.018273+0.0033979i,0.0083821+0.0016256i,-0.0037929+0.00244i,-0.0092921+0.0044956i,-0.0058396+0.0044123i,0.0003161-0.00051284i,0.004268-0.0077342i,0.0049791-0.0089163i,0.0046618-0.0034247i,0.0048832+0.00046475i,0.0025223-0.00025641i,-0.0014597-0.00069534i,-0.0021362+0.001889i
0.077194+0.04399i,0.16183+0.10732i,0.22216+0.16115i,0.21648+0.15874i,0.14811+0.12575i,0.056165+0.077318i,0.0014828+0.021477i,-0.0065945-0.0044324i,-0.004296-0.0059198i,-0.0099053-0.0059088i,-0.013687-0.0029029i,-0.0065805+0.0019516i,0.0050816+0.00093507i,0.0097249-0.0042107i,0.00342-0.0079601i,-0.0070071-0.0047779i,-0.013128+0.0017702i,-0.011606+0.0042098i,-0.0074695+0.0021765i,-0.004391+0.00092029i,-0.0010653+0.0017542i,0.0024396+0.00028576i,0.0037771-0.0030168i
-0.079729-0.020137i,-0.17178-0.065543i,-0.24209-0.11783i,-0.23147-0.13322i,-0.14364-0.11727i,-0.038312-0.076679i,0.022718-0.024379i,0.030971-0.0021094i,0.020964-0.0022002i,0.016843-0.00060392i,0.014832+0.00015841i,0.0084852-0.001735i,-0.0013902-0.0016218i,-0.0086418+0.001324i,-0.0079609+0.0040889i,-0.0019119+0.0036715i,0.0029436+0.0012385i,0.0038303-0.00080008i,0.0036869-0.0031017i,0.0030466-0.0055563i,-0.00017455-0.0051862i,-0.0050261-0.00070314i,-0.0070972+0.0043118i
0.077266-0.00055127i,0.16849+0.024873i,0.23491+0.067728i,0.21367+0.094037i,0.1218+0.091535i,0.026481+0.058382i,-0.021458+0.01045i,-0.02451-0.01059i,-0.015366-0.0094132i,-0.014679-0.0078064i,-0.013909-0.0034178i,-0.0055319+0.00019931i,0.0033097-0.00070883i,0.0066914-0.0033849i,0.0024684-0.0041515i,-0.0047804+0.00038844i,-0.0083136+0.0054922i,-0.0078746+0.0071087i,-0.0064771+0.0051295i,-0.0053463+0.0039207i,-0.0010394+0.0049775i,0.0056858+0.0026897i,0.0075137-0.0020492i
-0.071664+0.014244i,-0.16372+0.0061785i,-0.23552-0.024987i,-0.21552-0.057573i,-0.12152-0.070046i,-0.028967-0.048472i,0.010605-0.013873i,0.010038-0.0013839i,0.0067147-0.0011005i,0.01173+0.00086273i,0.014151+0.0013829i,0.0076702-0.00095691i,-0.002347-0.0016859i,-0.0084146+0.0020743i,-0.0049474+0.0068619i,0.004538+0.0064859i,0.010361+0.0025425i,0.0088454+0.00029458i,0.0048492-0.0018318i,0.0023194-0.0052256i,-0.0012134-0.0069524i,-0.0070822-0.0036663i,-0.0090226+0.0022581i
0.06379-0.024715i,0.14744-0.031229i,0.21378-0.0095217i,0.19139+0.030531i,0.10002+0.054653i,0.015346+0.035259i,-0.022153-0.0011653i,-0.023812-0.0092926i,-0.016337-0.0023758i,-0.014298-0.00083487i,-0.013819-3.6656e-05i,-0.0096712+0.00072543i,-0.0027255-0.00072451i,0.0029022-0.0027452i,0.004365-0.0034326i,0.0014213-0.00085199i,-0.0017636+0.0026068i,-0.0033858+0.0045129i,-0.004919+0.006013i,-0.0051596+0.0086769i,-3.6496e-05+0.0097225i,0.0083375+0.0058332i,0.011859-0.00050588i
-0.04816+0.032752i,-0.12459+0.053045i,-0.18884+0.037993i,-0.1687-0.0052556i,-0.080473-0.032273i,-0.0048437-0.012955i,0.019195+0.022221i,0.015048+0.026119i,0.010901+0.011628i,0.012229+0.0020325i,0.012644-0.0024454i,0.0076138-0.0027763i,0.00068348-0.00059945i,-0.0025442+0.0022069i,-0.0001098+0.0029437i,0.005389-0.00012627i,0.0093964-0.0039341i,0.0090118-0.0049412i,0.0061462-0.0049069i,0.003584-0.0061758i,-0.00057455-0.0081853i,-0.0071765-0.0065429i,-0.010611-0.0016164i
0.038904-0.045382i,0.10361-0.07847i,0.16063-0.075761i,0.14336-0.028592i,0.06545+0.013714i,-0.0029599+0.011293i,-0.028738-0.0072795i,-0.024446-0.0019615i,-0.01286+0.0083703i,-0.0095576+0.0066129i,-0.011293+0.0044476i,-0.0091094+0.0056701i,-0.0034408+0.0046279i,0.0021125+0.00095693i,0.0028199-0.0044529i,-0.00056195-0.0068433i,-0.0023809-0.0055705i,-0.0022571-0.0023849i,-0.0020793+0.0021946i,-0.0010814+0.0072233i,0.0022307+0.010136i,0.0069704+0.007143i,0.010066+0.00088747i
-0.024619+0.04615i,-0.077343+0.084211i,-0.12787+0.086135i,-0.11542+0.035752i,-0.043738-0.012247i,0.019249-0.008327i,0.038464+0.012277i,0.029237+0.0075927i,0.015642-0.0034233i,0.010262-0.0058137i,0.010149-0.0044723i,0.0090796-0.0024456i,0.0069919-0.0010409i,0.0044526-0.00024212i,0.002499-0.0002455i,0.0026911-0.0012783i,0.0032933-0.0019512i,0.0028669-0.0027054i,0.0028748-0.0043851i,0.0033867-0.0063306i,0.001545-0.0087269i,-0.0051918-0.0076433i,-0.011466-0.0026689i
0.011454-0.04559i,0.049603-0.090431i,0.089497-0.10356i,0.079141-0.058025i,0.02229-0.0083415i,-0.019137-0.0015861i,-0.019701-0.0090286i,-0.0030028-0.0011579i,0.0065037+0.005223i,0.0020016+0.0035059i,-0.0054662+0.0039011i,-0.0066895+0.0051635i,-0.0043008+0.0038293i,-0.0014074+0.00026963i,-0.0014292-0.0034314i,-0.0054128-0.0046988i,-0.0086114-0.0038335i,-0.0078893-0.0022986i,-0.0058475+0.0010155i,-0.004466+0.0044377i,-0.0013631+0.0068431i,0.0041424+0.0076484i,0.0083112+0.0059798i
-0.00515+0.039381i,-0.033653+0.082725i,-0.070938+0.096765i,-0.067481+0.05694i,-0.018684+0.013524i,0.022053+0.0090943i,0.025368+0.014996i,0.011199+0.0063678i,0.0030834-0.0017515i,0.0044576-0.0033378i,0.0079587-0.0050899i,0.008871-0.0070867i,0.0082675-0.0077947i,0.0051088-0.0057386i,0.00059222-0.001579i,-0.00075205+0.0028428i,0.00089567+0.0046733i,0.0024207+0.002298i,0.0030602-0.0015855i,0.0027145-0.0060495i,0.00083961-0.0099831i,-0.0032935-0.0096337i,-0.0075273-0.0063026i
-0.0070161-0.034407i,0.0081089-0.076612i,0.031897-0.094008i,0.027484-0.056424i,-0.009529-0.012632i,-0.033484-0.013206i,-0.028886-0.027486i,-0.015559-0.021198i,-0.0065998-0.0087443i,-0.0036528-0.0014617i,-0.003995+0.0023302i,-0.0052753+0.004i,-0.0069234+0.0033556i,-0.006821+0.0017282i,-0.0056156+0.00039795i,-0.0057496-3.8973e-05i,-0.0056841+0.00064542i,-0.0057054+0.0020248i,-0.0059391+0.0039266i,-0.0062175+0.0060632i,-0.0045069+0.0098485i,0.0017651+0.011727i,0.0079627+0.0092207i
0.0085095+0.028792i,0.00044776+0.06884i,-0.018053+0.088939i,-0.01388+0.060824i,0.021785+0.024724i,0.042626+0.020588i,0.032999+0.023006i,0.017451+0.0088108i,0.0085432-0.0049124i,0.0046171-0.0085341i,0.0037011-0.0074175i,0.0049927-0.0068697i,0.0053526-0.0073178i,0.0042595-0.0054445i,0.0029992-0.00032928i,0.003296+0.0046005i,0.004609+0.0062033i,0.0049574+0.0044669i,0.0042263+0.001219i,0.0032508-0.0023896i,0.0024141-0.0064845i,-0.00076314-0.0094847i,-0.004378-0.0088481i
-0.012265-0.023521i,-0.013863-0.059992i,-0.0040965-0.081249i,-0.0056115-0.055197i,-0.026759-0.018446i,-0.039665-0.013394i,-0.03457-0.012177i,-0.021459+0.0027264i,-0.0081699+0.0097583i,-0.0010557+0.0055131i,-0.0026107+0.0026173i,-0.0073228+0.0037904i,-0.0099581+0.0057311i,-0.0095627+0.0062334i,-0.0054544+0.0041176i,-0.0024585+0.00034799i,-0.0028029-0.0026503i,-0.0041757-0.0024279i,-0.0047021-0.00028436i,-0.0046437+0.0036309i,-0.0045076+0.0082347i,-0.0014575+0.010986i,0.0033768+0.0092061i
0.010405+0.017939i,0.017733+0.047541i,0.016127+0.066655i,0.021936+0.04414i,0.041169+0.012613i,0.046113+0.010854i,0.028827+0.012608i,0.0072219+0.00090121i,-0.0042882-0.0058346i,-0.0041248-0.0034336i,-0.00020671-0.0019925i,0.0041316-0.0035356i,0.0074474-0.0043274i,0.0070201-0.0036984i,0.0050848-0.0015874i,0.0053949+0.0027381i,0.007463+0.0053817i,0.0080053+0.0038298i,0.007394+0.00029594i,0.0073171-0.003106i,0.0069251-0.0067831i,0.004315-0.011333i,-0.00097844-0.012861i
-0.014318-0.014004i,-0.026619-0.041342i,-0.032084-0.060953i,-0.03723-0.044539i,-0.048022-0.020138i,-0.043685-0.016047i,-0.020972-0.011164i,-0.00055421+0.00085346i,0.0068746+0.0038051i,0.0044008+0.001414i,-0.0010317+0.0023614i,-0.0051434+0.0055586i,-0.0057903+0.0079844i,-0.0024026+0.0079272i,0.00046735+0.0031839i,-0.00012863-0.0038964i,-0.0018448-0.0073218i,-0.0037767-0.0056487i,-0.0059432-0.0013253i,-0.0071286+0.0029773i,-0.0069583+0.0071877i,-0.0053705+0.011408i,-0.0017954+0.011607i
0.013507+0.012081i,0.027496+0.031654i,0.03257+0.045318i,0.035561+0.029026i,0.045782+0.010848i,0.044152+0.014952i,0.025527+0.017464i,0.0083966+0.011345i,0.0016671+0.006977i,0.0014992+0.0041052i,0.0025917+0.0015612i,0.0047293-0.00024037i,0.0070982-0.0030145i,0.0074746-0.0060689i,0.0067078-0.0052452i,0.0058172-0.0014944i,0.0056035+0.0011821i,0.0061805+0.00099816i,0.0065829-0.00095338i,0.0069219-0.0033002i,0.0076667-0.0074076i,0.0055433-0.012099i,0.00061729-0.012481i
-0.016411-0.0036491i,-0.034249-0.019581i,-0.047526-0.031796i,-0.054846-0.021421i,-0.059242-0.0076093i,-0.047987-0.012252i,-0.025556-0.014766i,-0.0092114-0.0070688i,-0.0015928-0.0026735i,0.00018892-0.0016685i,5.8947e-05+0.0004938i,-0.00085669+0.0036949i,-0.0015875+0.0057337i,-0.0012091+0.0051055i,-0.0019155+0.0018809i,-0.0036684-0.0029072i,-0.0050941-0.0051638i,-0.0054818-0.0029761i,-0.0058058+9.2095e-05i,-0.0068903+0.002606i,-0.0079863+0.0067505i,-0.0063861+0.012537i,-0.0027933+0.014318i
0.014971-0.001451i,0.032099+0.0088531i,0.045147+0.018438i,0.051145+0.011272i,0.055534+0.0044628i,0.047048+0.012587i,0.028409+0.012761i,0.017001+0.0012411i,0.011551-0.0047254i,0.0073648-0.0037085i,0.0051433-0.0019844i,0.004875-0.0031552i,0.0038423-0.007224i,0.0012084-0.010101i,-0.0006732-0.0082684i,-0.00078525-0.0025499i,0.00058398+0.0013765i,0.0025914-7.1862e-05i,0.0043281-0.0022895i,0.0062386-0.0023596i,0.0077772-0.0047692i,0.0076074-0.0096414i,0.0045816-0.010973i
-0.012853+0.0024733i,-0.030286-0.0029635i,-0.047512-0.0073238i,-0.057988-0.00086033i,-0.058686+0.0039209i,-0.045783-0.0039341i,-0.026882-0.0046376i,-0.011603+0.0047423i,-0.0031256+0.0082104i,-0.00076336+0.0048753i,-0.0007093+0.0017979i,-0.0004955+0.00076859i,-0.00064218+0.0013436i,-0.001313+0.0031435i,-0.0018415+0.0025527i,-0.0029608-0.0018803i,-0.0039103-0.0041265i,-0.0053172-0.0015652i,-0.0058601+0.0012091i,-0.005608+0.0020894i,-0.0065694+0.0046199i,-0.0068692+0.010158i,-0.0039873+0.011738i
0.010024+0.00014657i,0.026508+0.0011061i,0.044794+0.002366i,0.057184-0.0035241i,0.060235-0.0050757i,0.046469+0.0029644i,0.021943+0.0017655i,0.0034987-0.0071874i,-0.003087-0.0087355i,-0.002604-0.0049305i,-0.00032077-0.0018068i,0.00056662-0.00092419i,-0.0001737-0.0026874i,-0.0018242-0.0030823i,-0.0014349+8.6769e-05i,0.00076426+0.0058042i,0.0015295+0.0084775i,0.0018291+0.0046882i,0.0029909-0.00061777i,0.0044472-0.0029458i,0.0070268-0.0045443i,0.0098053-0.0094454i,0.0076861-0.013084i
-0.0085896+0.001919i,-0.023137+0.0025384i,-0.0415+0.0031508i,-0.05226+0.0089787i,-0.052064+0.0094783i,-0.036451+0.00043044i,-0.014663-0.0015024i,-7.7562e-06+0.0028676i,0.0061798+0.0023196i,0.0042276-0.00011432i,-0.00048306-0.0011815i,-0.0034103-0.0015175i,-0.0038528+0.00031575i,-0.0024253+0.0033461i,-0.002059+0.0033113i,-0.0033108-0.00031172i,-0.0037307-0.0024637i,-0.004456-0.00043835i,-0.0049183+0.0017516i,-0.0047548+0.0013956i,-0.0067009+0.0025639i,-0.0085467+0.0071422i,-0.0063193+0.0095768i
0.0066229-0.0035113i,0.016559-0.0060305i,0.033559-0.012061i,0.048023-0.019612i,0.053085-0.015529i,0.038971+0.00056525i,0.01488+0.0090454i,0.00091573+0.0080155i,-0.0010065+0.0059685i,0.0022624+0.0033489i,0.003515+0.0006943i,0.001313-0.00018379i,-0.00053898-0.00048803i,-0.00010812-0.0011591i,0.0021635-0.00031534i,0.0049634+0.0028534i,0.0049155+0.0049337i,0.0030909+0.0029567i,0.0019631-0.00020658i,0.0015819-0.0021263i,0.0027963-0.004095i,0.0052148-0.0072809i,0.0053524-0.0089849i
-0.005032+0.0059083i,-0.016461+0.008727i,-0.031891+0.01409i,-0.045095+0.018611i,-0.047561+0.012239i,-0.034351-0.0029357i,-0.016691-0.0075326i,-0.0077895-0.0024748i,-0.005223+0.00038978i,-0.0033651+0.0013171i,-0.0013338+0.002143i,0.00080105+0.0025776i,0.0027797+0.0040358i,0.004051+0.0043042i,0.0037127+0.0015394i,0.0019185-0.002486i,5.9609e-05-0.0039402i,-0.00074869-0.0012843i,-0.0011985+0.0021694i,-0.0027533+0.0019679i,-0.0047665+0.001783i,-0.0077382+0.0046148i,-0.0091201+0.0073566i
0.0030922-0.0043158i,0.011715-0.0098627i,0.023443-0.019809i,0.034835-0.028497i,0.041216-0.022494i,0.03468-0.0047369i,0.020884+0.0027733i,0.012795-0.00046767i,0.0081717-0.0043553i,0.0022046-0.0065458i,-0.002094-0.0034197i,-0.0031761+0.0025588i,-0.0024108+0.0039973i,-0.0011148+0.0011619i,0.0005453-0.0010413i,0.0028418+0.00053167i,0.0036966+0.0026968i,0.0032026+0.0012956i,0.0023254+0.00061936i,0.0022944+0.0018381i,0.0042403+0.0021187i,0.0074878-0.00074681i,0.0081682-0.0040009i
-0.00315+0.0041636i,-0.012326+0.010952i,-0.026721+0.019272i,-0.040104+0.026827i,-0.044378+0.021482i,-0.03261+0.0078793i,-0.014287+0.0059778i,-0.0027347+0.012225i,0.0023719+0.011627i,0.0039808+0.0050645i,0.0035006-0.0011163i,0.0027641-0.0044957i,0.0025248-0.0049255i,0.0014637-0.0042046i,-0.00090191-0.0047283i,-0.0031575-0.0068572i,-0.0031225-0.0080214i,-0.0011131-0.0055863i,0.0011072-0.0028868i,0.001128-0.0030217i,-0.001505-0.0020354i,-0.0057298+0.0018542i,-0.0071318+0.0054596i
0.0012156-0.0006533i,0.0073909-0.0077468i,0.016122-0.017847i,0.027152-0.025345i,0.034259-0.018554i,0.026829-0.0049053i,0.010321-0.0017774i,-0.0013973-0.0044105i,-0.0057793-0.0032684i,-0.0047007+0.00074208i,0.00019356+0.0038235i,0.003745+0.0038053i,0.003774+0.0023217i,0.0029392+0.00091014i,0.003061+3.2933e-05i,0.0036953+0.0017382i,0.0031712+0.0030227i,0.0018411+0.0018366i,0.0010295+0.0012434i,0.0018003+0.0022449i,0.0048651+0.0030393i,0.0090884+0.0021068i,0.010853-0.00034478i
3.0179e-05+0.0042627i,-0.0037327+0.010652i,-0.012356+0.020067i,-0.024067+0.028602i,-0.030449+0.023258i,-0.021693+0.0076424i,-0.006054+4.5986e-05i,0.0030646-0.0022602i,0.0056297-0.0049131i,0.0036206-0.0041887i,-0.00014515-0.0016329i,-0.0023101-0.0025442i,-0.0021295-0.0037912i,-0.002789-0.0016581i,-0.0048073-0.00025646i,-0.0057389-0.0016411i,-0.0044944-0.0046668i,-0.002738-0.0056909i,-0.0011672-0.0059081i,0.00042044-0.0070276i,-0.0011024-0.0070148i,-0.0062309-0.0051049i,-0.0087385-0.0027845i
0.0013962-0.0035132i,0.0039746-0.010962i,0.010257-0.021248i,0.021453-0.027888i,0.029993-0.021139i,0.023781-0.0058473i,0.010108+0.0027906i,0.0027899+0.0044435i,0.0027853+0.0032615i,0.003386+0.00023718i,0.0015133-0.0029078i,-0.0004899-0.0031458i,-0.0013623-0.0022319i,0.00029662-0.0029461i,0.0031407-0.0023406i,0.0042929+0.00079146i,0.0028389+0.0043228i,5.506e-05+0.0057267i,-0.0017764+0.0046151i,-0.0015021+0.0041721i,0.0019265+0.0051426i,0.0077318+0.0044792i,0.010509+0.0011934i
0.00042548+0.0017373i,-0.0007619+0.007886i,-0.0066183+0.017407i,-0.015509+0.02421i,-0.022112+0.018829i,-0.018128+0.0062386i,-0.010544+0.0014226i,-0.0076134+0.0026561i,-0.0041324+0.0022326i,0.0012406+0.00038247i,0.0036402-0.001105i,0.0023444-0.0025728i,0.00072672-0.0020243i,-0.001284+0.0015323i,-0.0035404+0.003625i,-0.0039218+0.0011453i,-0.0023-0.0021077i,-0.0013413-0.0032532i,-0.0019065-0.0046614i,-0.0024686-0.0072019i,-0.0039199-0.0090523i,-0.0085317-0.008697i,-0.011769-0.0057884i
-0.00015464-0.0027757i,0.00063446-0.0092883i,0.0034844-0.021202i,0.011353-0.030218i,0.019858-0.024348i,0.017641-0.008487i,0.0090136-0.00052372i,0.0041696-0.0014713i,0.0015669-0.0034998i,-0.0015328-0.0018755i,-0.0031718+0.0025473i,-0.0019795+0.0045134i,0.00064901+0.0031756i,0.0027496-0.00055445i,0.0044023-0.0026784i,0.0050857+0.00042611i,0.0035331+0.0040562i,0.0011479+0.0052309i,-0.00056219+0.0070499i,-0.0014065+0.0098877i,-0.00019828+0.011778i,0.0045179+0.011551i,0.0085304+0.0081082i
0.00019984+0.00048071i,-0.0016668+0.0050484i,-0.005885+0.012422i,-0.013918+0.020338i,-0.019821+0.017987i,-0.014947+0.0083095i,-0.0055511+0.0061084i,-6.0191e-05+0.0076423i,0.0019697+0.0041635i,0.0017787-0.0018451i,0.0002981-0.004702i,-0.0014341-0.0035073i,-0.0023004-0.00071719i,-0.0021027+0.0019965i,-0.0027367+0.001929i,-0.003461-0.0011346i,-0.0019491-0.003969i,-0.00086698-0.0047489i,-0.0015687-0.0049267i,-0.0022315-0.0068211i,-0.004287-0.009562i,-0.0087542-0.010884i,-0.012211-0.0088529i
0.0015706-0.0040036i,0.00063726-0.0084979i,0.00046913-0.018143i,0.0035582-0.026298i,0.010468-0.022124i,0.011173-0.0092915i,0.0052231-0.0021213i,0.00056642-0.00027737i,-0.00055789+0.0015348i,0.00021026+0.0022512i,0.0017182+0.0022069i,0.0034601+0.001775i,0.0044012-0.00022026i,0.0044634-0.0027411i,0.0040475-0.0038355i,0.0036734-0.0014689i,0.0038507+0.0022695i,0.0033973+0.0054734i,0.0028139+0.0085197i,0.002826+0.011234i,0.0049236+0.01326i,0.010005+0.014903i,0.013349+0.013036i
0.0029404+0.00070644i,0.0032195+0.0040669i,0.0012632+0.011339i,-0.0046707+0.019681i,-0.010716+0.017296i,-0.0082569+0.0064684i,-0.0005167+0.001172i,0.0029039-5.3827e-05i,0.0025147-0.00092732i,0.0010358-0.00012993i,-0.00024125+0.00078934i,-0.00048832+0.0010914i,-0.00082197+0.0020981i,-0.0022741+0.0041945i,-0.0038033+0.0044568i,-0.003744+0.00088842i,-0.0029987-0.0034897i,-0.0030319-0.0061097i,-0.0024994-0.0074887i,-0.00070106-0.0086157i,-0.00068488-0.011298i,-0.0059379-0.014243i,-0.010733-0.012127i
-0.00314-0.0032251i,-0.0035544-0.0071672i,-0.004892-0.013885i,-0.001912-0.018231i,0.0060853-0.012784i,0.0084509-0.0032562i,0.0044377+6.4713e-05i,0.0017226+0.00013577i,0.0022576+0.0013932i,0.0014023+0.0019793i,-0.00017525+0.00071197i,-0.00013511-0.00055482i,-0.00022627-0.002424i,0.0015454-0.0049763i,0.0031783-0.0060982i,0.0036383-0.0040409i,0.0038348-0.00018994i,0.0038946+0.0025655i,0.0044259+0.0046653i,0.0042525+0.0070062i,0.0050564+0.010755i,0.0090866+0.014211i,0.012799+0.012982i
-0.0028329-0.0010453i,-0.0038135+0.0029671i,-0.0041842+0.0094358i,-0.0054842+0.01613i,-0.0082504+0.015049i,-0.0067926+0.0066037i,-0.0036749+0.00027872i,-0.0027741-0.0012743i,-0.0023063-0.0021759i,-0.00066564-0.0024112i,0.00055706-0.0020211i,0.00089446-0.0017832i,-0.0002631-0.00026076i,-0.0023645+0.0028501i,-0.0030714+0.0053216i,-0.0025083+0.0034533i,-0.0028378-0.00044509i,-0.0043869-0.0033321i,-0.004695-0.0059457i,-0.0033308-0.0091794i,-0.0037077-0.013771i,-0.0084743-0.017823i,-0.012303-0.017007i
-0.001457-0.0031788i,-0.0034207-0.0071988i,-0.0050403-0.014613i,-0.0028297-0.01963i,0.0042233-0.015938i,0.0061856-0.0079815i,0.0016027-0.004107i,0.00027177-0.0029425i,0.0029372-0.0025945i,0.0037252-0.0017977i,0.001461+0.00017475i,0.00068504+0.001122i,0.00089121-0.0004348i,0.00059327-0.0030362i,0.00098374-0.0043593i,0.0026522-0.002496i,0.0034354+0.00070229i,0.0033608+0.0022046i,0.0033828+0.002847i,0.0024746+0.0055368i,0.0031418+0.011612i,0.0077874+0.017068i,0.012328+0.016352i
