-0.0043028+0.00050501i,-0.0039782+0.00019543i,-0.0045585+0.0019251i,-0.0028908+0.0027963i,-0.00065156+0.0026038i,0.00047283+0.002143i,0.00052174+0.0022009i,0.0012602+0.0018641i,0.0024711+0.0014275i,0.0023418+0.0011143i,0.0012974+0.00071647i,0.00096184+0.00058584i,0.0003741+6.6261e-05i,-0.00071117-0.00032979i,-0.00049653-0.00026574i,0.00037638-0.00069487i,0.00092666-0.0007241i,0.00094166-0.00051813i,0.00025051-0.00056241i,-0.00022285-0.00029883i,-0.00014618-0.00013587i,0.00023518-0.00026571i,0.00060571+1.3829e-05i
-0.0206+0.052549i,-0.044733+0.051979i,-0.078042+0.010012i,-0.092898-0.030849i,-0.069026-0.045315i,-0.02921-0.047523i,-0.0071419-0.040383i,-0.0016958-0.023507i,-0.0021938-0.011922i,-0.0071988-0.0071487i,-0.0092975-0.0036312i,-0.007172-0.0028265i,-0.0047971-0.0030513i,-0.0023713-0.0033756i,-0.00032344-0.0034907i,0.00088005-0.001479i,0.0013129+0.0018671i,0.0011023+0.0050658i,0.00062283+0.0059949i,-0.00046184+0.0026332i,-0.0025874-0.0028486i,-0.0029658-0.0072891i,-0.0019616-0.0078318i
-0.053465-0.035951i,-0.057191-0.05664i,-0.01372-0.070582i,0.035229-0.071937i,0.0538-0.052172i,0.056362-0.020851i,0.047769-0.0016289i,0.026932+0.0018639i,0.0087476+0.0010602i,-0.0013249+0.00026966i,-0.0058265+0.0021379i,-0.0047114+0.003763i,-0.0010555+0.00043034i,0.0036761-0.0028136i,0.0061611-0.0037696i,0.0026104-0.0046962i,-0.0031649-0.0044784i,-0.0066533-0.0031842i,-0.0069653-0.0010181i,-0.0044017+0.0024126i,-0.00058551+0.0059736i,-0.00018025+0.0082719i,-0.0015826+0.0075496i
0.047211-0.042198i,0.069544-0.049518i,0.063983-0.011078i,0.04722+0.037601i,0.031309+0.059941i,0.0097859+0.061772i,-0.0049652+0.05188i,-0.0061363+0.034784i,-0.0022485+0.020973i,0.0029087+0.014023i,0.0059588+0.0085192i,0.0051843+0.0035441i,0.0034953+0.0016303i,0.0022418+0.0029354i,0.0016282+0.0036199i,0.0010429+0.00054644i,0.0014878-0.0040399i,0.0024401-0.0068269i,0.0012425-0.0077234i,-0.00099074-0.0075346i,-0.00037878-0.0066506i,0.0042744-0.0057228i,0.0062222-0.0042235i
0.026555+0.061706i,0.038543+0.085701i,0.017908+0.067773i,-0.02194+0.034273i,-0.05207+0.014407i,-0.061965-0.00027763i,-0.053256-0.0072818i,-0.034593-0.0033874i,-0.01628+0.0042711i,-0.0033092+0.0079246i,0.0022718+0.003726i,0.00048146-0.0017131i,-0.0046964-0.0025323i,-0.0081956-0.00010458i,-0.0084909+0.0031011i,-0.0048552+0.005871i,0.000729+0.0069117i,0.0048205+0.0057896i,0.0055561+0.0043383i,0.0035576+0.0044075i,-0.0010729+0.0041482i,-0.0054255+0.0025474i,-0.0054927+0.00043077i
-0.066287+0.018216i,-0.0929+0.027999i,-0.066945+0.021482i,-0.020088-0.0062329i,0.002843-0.04214i,0.010554-0.061709i,0.013525-0.054527i,0.010168-0.033846i,0.0023281-0.017947i,-0.0048024-0.011495i,-0.0084759-0.0082262i,-0.0089333-0.005766i,-0.007455-0.0055221i,-0.0052218-0.0063756i,-0.0041089-0.0053708i,-0.0048273-0.0014045i,-0.0051722+0.0034156i,-0.0042668+0.0069391i,-0.0019945+0.0080404i,0.0011448+0.0062845i,0.0062139+0.0045904i,0.009258+0.0052762i,0.0078561+0.0058527i
-0.0035425-0.06814i,-0.010181-0.095524i,-0.021328-0.069065i,-0.012046-0.017241i,0.02465+0.011313i,0.054295+0.017343i,0.054605+0.015216i,0.035798+0.0089733i,0.017932+0.00013691i,0.006941-0.0075102i,0.00075485-0.0079993i,-0.00051979-0.0029016i,0.0027308+6.7922e-05i,0.0069687+0.00051774i,0.0077906-0.0012719i,0.0048678-0.0057493i,0.00064421-0.0088365i,-0.003109-0.0073219i,-0.0057152-0.0054511i,-0.0073295-0.0059506i,-0.0091585-0.0075423i,-0.0098442-0.0091021i,-0.0081545-0.0083966i
0.066356+0.0098874i,0.093723+0.0040997i,0.068229-0.023333i,0.013821-0.030177i,-0.018957+0.00999i,-0.022933+0.05027i,-0.016154+0.053439i,-0.0089746+0.033676i,-0.0040347+0.017414i,0.001319+0.012561i,0.0066745+0.010768i,0.0078373+0.0062557i,0.0056071+0.0040409i,0.0033682+0.0065183i,0.0037079+0.0077185i,0.0055983+0.0046995i,0.0068252+0.00021818i,0.0051274-0.0038704i,0.0023235-0.0069926i,0.0022279-0.0043216i,0.0034639+0.0038416i,0.0021806+0.0090907i,-0.0013526+0.0091516i
-0.027631+0.068269i,-0.018428+0.095057i,0.028666+0.076595i,0.054556+0.02414i,0.012076-0.018519i,-0.040931-0.027517i,-0.05199-0.016789i,-0.033903-0.0040039i,-0.016604+0.003471i,-0.0093223+0.0067372i,-0.0056464+0.0055248i,-0.0034128+0.00098972i,-0.0043541-0.0020508i,-0.0061729-0.0014139i,-0.0068405+0.0014027i,-0.0065814+0.0044606i,-0.004975+0.0068551i,0.000151+0.0063822i,0.0046024+0.0045227i,0.0051243+0.0026737i,0.0056941-0.0011882i,0.008815-0.0045475i,0.010286-0.0060769i
-0.059729-0.046275i,-0.089901-0.034582i,-0.08631+0.025738i,-0.044473+0.066086i,0.0070702+0.027225i,0.023723-0.0337i,0.012414-0.049552i,2.2416e-06-0.030587i,-0.0044526-0.010854i,-0.0052858-0.0068648i,-0.0088654-0.0097944i,-0.010881-0.0073285i,-0.0071173-0.00472i,-0.0035263-0.0063704i,-0.005257-0.0082284i,-0.0076357-0.0077889i,-0.0071042-0.004593i,-0.0059899+0.00079649i,-0.0047318+0.0055464i,-0.0057066+0.0068166i,-0.0099468+0.0052093i,-0.013263+0.0033176i,-0.010866+0.0019548i
0.060754-0.045574i,0.05205-0.082305i,-0.015776-0.095973i,-0.069474-0.064315i,-0.039834-0.0067166i,0.027532+0.019908i,0.05151+0.010446i,0.033257-0.0026035i,0.01252-0.0054472i,0.0056219-0.0038536i,0.0028552-0.0037058i,-0.0016904-0.0037679i,-0.0020611-0.0025127i,0.00010807-0.0010163i,0.003211-0.0019729i,0.0069798-0.0039142i,0.0074239-0.0032536i,0.0029059-0.0012782i,-0.0018017-0.00099288i,-0.00045724-0.0034539i,0.005315-0.0052627i,0.0097887-0.0022331i,0.0083969+0.0022169i
0.02734+0.070733i,0.069817+0.069576i,0.098768-0.00024366i,0.079062-0.062469i,0.021499-0.042299i,-0.015434+0.024847i,-0.0077394+0.053723i,0.0090012+0.035695i,0.012443+0.013921i,0.0087124+0.0091931i,0.00906+0.010168i,0.011432+0.0057545i,0.0072978+0.00078134i,0.0028473+0.0023248i,0.0032483+0.0070516i,0.0036752+0.0081726i,0.0016835+0.0054777i,0.00045861+0.00078202i,0.00036031-0.0036415i,-0.00020401-0.0037426i,-0.0017462-0.0035821i,-0.0048951-0.0068545i,-0.00759-0.0092994i
-0.072196+0.0091786i,-0.083574+0.045714i,-0.013522+0.088601i,0.055705+0.081251i,0.036559+0.026911i,-0.028964-0.013226i,-0.057052-0.0057157i,-0.037333+0.015712i,-0.011746+0.01823i,-0.0033704+0.010148i,-0.0020061+0.006125i,0.00072298+0.0054303i,0.00029311+0.003792i,-0.0025592+0.0039565i,-0.0033001+0.00418i,-0.0040475+0.0020202i,-0.0043161+8.3485e-05i,-0.001547-0.00058464i,0.0011753+0.0007258i,0.0010837+0.0045855i,-0.00074426+0.011501i,-0.00023569+0.016624i,0.0018469+0.014581i
0.012336-0.074118i,-0.014343-0.093724i,-0.076472-0.030987i,-0.09258+0.042864i,-0.036166+0.028466i,0.010499-0.033524i,0.0030785-0.061615i,-0.020217-0.041783i,-0.022442-0.013521i,-0.011712-0.0067166i,-0.0088425-0.011563i,-0.013057-0.0085835i,-0.012387-0.0024392i,-0.008098-0.0032017i,-0.0048914-0.0069478i,-0.0024884-0.007711i,-0.00017198-0.0054673i,0.0014114-0.0013355i,0.00087566+0.0017051i,-0.00091746-0.00042055i,-0.00041903-0.0075683i,0.0035243-0.013135i,0.0073402-0.012123i
0.06947+0.034027i,0.08842+0.023414i,0.040312-0.05378i,-0.025796-0.095485i,-0.019121-0.037581i,0.038368+0.013936i,0.065375+0.0044385i,0.043179-0.020236i,0.01176-0.022749i,-0.0001808-0.011915i,-0.0023909-0.0090616i,-0.006584-0.011045i,-0.0069207-0.0095145i,-0.0019449-0.0075318i,0.0019957-0.005346i,0.0015174-0.00050535i,-0.0018739+0.0039279i,-0.0050721+0.0050496i,-0.0050569+0.0038907i,-0.0030966+0.0022922i,-0.0037334+0.002363i,-0.0078385+0.0035171i,-0.011106+0.0041232i
-0.055359+0.058295i,-0.056394+0.067779i,0.021961+0.041997i,0.079132-0.00028016i,0.03037-0.0059911i,-0.021035+0.041756i,-0.0074024+0.072983i,0.021879+0.053658i,0.024011+0.021902i,0.0090424+0.0094036i,0.0039374+0.0093988i,0.0095339+0.0063706i,0.010992+0.0019446i,0.0082196+0.0032479i,0.0062453+0.0059998i,0.0041997+0.0044244i,0.00048051+0.0014573i,-0.00029223+4.2929e-05i,0.0015189-0.0011551i,0.004127-0.0011281i,0.0087639+0.00094979i,0.012955+0.0025985i,0.013354+0.0025273i
-0.04244-0.078916i,-0.042297-0.082618i,-0.03088-0.012558i,-0.014692+0.044258i,-0.0086883+0.012414i,-0.045964-0.031143i,-0.074991-0.014312i,-0.054564+0.023636i,-0.017543+0.032283i,2.0424e-05+0.01923i,0.0029779+0.011997i,0.0059129+0.013158i,0.0051359+0.012199i,-0.00063239+0.0091462i,-0.0029345+0.0056364i,-0.001003+0.0015744i,0.0019222-0.0026618i,0.0023555-0.0058359i,0.00042097-0.0047942i,-0.0032317-0.0017327i,-0.0090092-0.0011851i,-0.013747-0.004135i,-0.014041-0.0067722i
0.10133-0.02154i,0.10328-0.017618i,0.03849-0.014825i,-0.010976-0.013333i,0.0040702-0.015334i,0.035337-0.046765i,0.020067-0.07433i,-0.017042-0.057471i,-0.025404-0.022802i,-0.011435-0.0062616i,-0.0062333-0.0066466i,-0.012351-0.0071446i,-0.015598-0.0049586i,-0.012768-0.0041639i,-0.0087155-0.0039746i,-0.0061666-0.0012705i,-0.0029308+0.002817i,0.0011405+0.0039094i,0.0023276+0.002758i,0.0016697+0.0020285i,0.0015825+0.0038464i,0.0022108+0.0093619i,0.003443+0.011252i
-0.012004+0.11153i,-0.019435+0.11865i,-0.018743+0.058301i,-0.014496+0.015663i,0.0022461+0.031059i,0.039763+0.053977i,0.067916+0.030436i,0.054646-0.013032i,0.020912-0.027615i,0.0031458-0.019014i,-0.0018003-0.014909i,-0.0063112-0.017297i,-0.0067657-0.014836i,-0.0015526-0.0088939i,0.0020669-0.0050891i,0.00039081-0.0033i,-0.0025564-0.00347i,-0.0037745-0.0023551i,-0.0031378-0.00043825i,-0.0021208+0.0003035i,0.00089536-0.0034007i,0.0052044-0.01165i,0.0064349-0.015085i
-0.11599-0.058072i,-0.13607-0.068497i,-0.083407-0.054532i,-0.037881-0.037999i,-0.05208-0.011404i,-0.065461+0.032205i,-0.034747+0.064301i,0.0057065+0.055736i,0.016519+0.025148i,0.0058267+0.0067339i,0.0023881+0.0038815i,0.0077634+0.0050223i,0.010924+0.0062562i,0.011163+0.0063495i,0.009919+0.0033534i,0.0069678-0.00061709i,0.0017523-0.0023708i,-0.0034153-0.00096526i,-0.0042593+0.0023019i,-0.0013419+0.0052979i,-0.001165+0.0089651i,-0.0054412+0.013545i,-0.0084365+0.014705i
0.09607-0.10241i,0.12363-0.13063i,0.097449-0.092585i,0.059661-0.051693i,0.029167-0.066965i,-0.01713-0.078139i,-0.05581-0.040368i,-0.051599+0.0079981i,-0.025488+0.025877i,-0.0098615+0.017839i,-0.0034718+0.012052i,0.0016751+0.012707i,0.0023949+0.010841i,-0.00091051+0.0072088i,-0.0017253+0.0048747i,0.00039745+0.0056249i,0.0030804+0.0067179i,0.0048211+0.0045133i,0.0039816+0.0010202i,0.0017943-0.0012858i,0.0020446-0.0031219i,0.0055377-0.0036006i,0.0072746-0.0028725i
0.075258+0.13187i,0.10259+0.1804i,0.086257+0.14878i,0.062687+0.087739i,0.071705+0.047258i,0.077649-0.0023896i,0.043931-0.047459i,-0.00054681-0.046102i,-0.013641-0.018187i,-0.0054777-0.00235i,-0.003639-0.0021756i,-0.0072746-0.0053841i,-0.010181-0.0077834i,-0.011719-0.0077702i,-0.011675-0.0049455i,-0.011149-0.0020235i,-0.0088324-0.00043518i,-0.0050713-0.0024911i,-0.0036102-0.0040982i,-0.0043027-0.0027978i,-0.0068405-0.0030817i,-0.011972-0.0059707i,-0.014113-0.0087088i
-0.15586+0.042037i,-0.22295+0.05711i,-0.20141+0.062054i,-0.13026+0.065119i,-0.07288+0.075392i,-0.016682+0.078443i,0.031541+0.047927i,0.039557+0.0021458i,0.020801-0.015297i,0.0075442-0.009314i,0.0018973-0.0074414i,-0.0039011-0.011086i,-0.0043954-0.010624i,-0.0011728-0.007272i,0.00075523-0.0063963i,0.0016868-0.0073264i,0.001051-0.0055493i,0.0023541-0.0011542i,0.0059365+0.0007309i,0.0076018-0.00087111i,0.008619+3.9688e-05i,0.012031+0.0043742i,0.015701+0.0078057i
0.0019857-0.17455i,0.00029151-0.25063i,-0.0198-0.24197i,-0.047724-0.17338i,-0.069498-0.098597i,-0.073155-0.027742i,-0.045772+0.024599i,-0.0076776+0.034261i,0.0057076+0.0139i,0.0011641+0.00093541i,6.0652e-05+0.00039689i,0.0025222+0.0024349i,0.0057877+0.0076019i,0.01015+0.0091681i,0.013244+0.005445i,0.012433+0.0022898i,0.0093952-0.00082653i,0.0046823-0.0028837i,0.00089749-0.0003641i,-0.0022625+0.0037341i,-0.0054915+0.0035798i,-0.0057661-0.0015165i,-0.005239-0.0058401i
0.173+0.049386i,0.25055+0.063955i,0.25265+0.038333i,0.19318-0.0085031i,0.11854-0.050253i,0.04632-0.064308i,-0.009908-0.037969i,-0.028549+0.0010151i,-0.017808+0.016672i,-0.0078899+0.010399i,-0.0024894+0.0054473i,-6.0663e-05+0.0042091i,-0.0035909+0.0031396i,-0.0044876+0.0062182i,-0.0041086+0.0097851i,-0.0062407+0.0093647i,-0.0078552+0.0081182i,-0.0091843+0.0080955i,-0.0096777+0.0095556i,-0.0056632+0.011118i,-0.0015953+0.009903i,-0.0046806+0.0099308i,-0.0081846+0.011834i
-0.099901+0.15886i,-0.12421+0.23368i,-0.090061+0.24629i,-0.030744+0.19577i,0.019799+0.12763i,0.04598+0.056857i,0.0324-0.003235i,0.0023445-0.019431i,-0.0091402-0.0042559i,-0.0050221+0.0050766i,-0.0033502+0.0039007i,-0.0027043+0.00027751i,-0.0038793-0.0075041i,-0.0099935-0.01075i,-0.013805-0.0080655i,-0.011896-0.0057338i,-0.0063114-0.0039948i,5.3218e-05-0.005451i,0.0012657-0.010789i,-0.002503-0.014489i,-0.0017417-0.013452i,0.0062805-0.012851i,0.0094983-0.014388i
-0.12638-0.1425i,-0.19607-0.16947i,-0.2231-0.12515i,-0.18707-0.053592i,-0.12411-0.002248i,-0.061815+0.024821i,-0.0049033+0.020939i,0.018554-0.0031737i,0.011091-0.012132i,0.0019992-0.005476i,-0.0031628-0.0028003i,-0.005709-0.0011975i,-0.00048648+0.000158i,0.0048216-0.005492i,0.0071537-0.010502i,0.0087992-0.010425i,0.0063656-0.0084547i,0.0023288-0.0064437i,0.0016136-0.0042729i,0.0025254+0.00040689i,0.00041904+0.0056124i,-0.004975+0.0069953i,-0.0080611+0.0054533i
0.17682-0.076758i,0.20431-0.14865i,0.15192-0.1971i,0.072712-0.17745i,0.01821-0.11627i,-0.012131-0.05945i,-0.018058-0.0092978i,-0.0003959+0.012807i,0.0083251+0.0039882i,0.0036706-0.0048298i,0.00042704-0.0077073i,-0.0018464-0.0066396i,2.2717e-05+0.0025664i,0.0084364+0.010121i,0.01365+0.010949i,0.011181+0.0082318i,0.0075384+0.0060464i,0.0078733+0.0089013i,0.01125+0.012598i,0.012571+0.007773i,0.010867-8.3666e-05i,0.010011-0.00039715i,0.0098846+0.0019176i
0.01496+0.18377i,0.091239+0.21199i,0.16318+0.16062i,0.15785+0.08338i,0.10144+0.027599i,0.051689-0.00014902i,0.0095767-0.0074281i,-0.015167+0.0073686i,-0.010437+0.017151i,-0.00082822+0.010471i,0.0048758+0.0028875i,0.0064774-0.0036523i,-0.0018093-0.0053373i,-0.010644+0.0024782i,-0.012748+0.0094021i,-0.012717+0.0087821i,-0.010962+0.0053205i,-0.0093389+0.00081234i,-0.012916-0.0022698i,-0.017013+0.0013896i,-0.016497+0.0041252i,-0.013962-0.0003257i,-0.011571-0.0041428i
-0.16432-0.053593i,-0.20038+0.02709i,-0.16159+0.12085i,-0.090964+0.12997i,-0.04161+0.08735i,-0.01435+0.051317i,0.0022906+0.018432i,-0.0038928-0.0021626i,-0.012113+0.0030379i,-0.007621+0.010539i,-0.0045816+0.011107i,-0.0025766+0.0073894i,-0.0040292-0.0053952i,-0.011816-0.015777i,-0.015286-0.016282i,-0.012759-0.012201i,-0.010029-0.0069395i,-0.0088191-0.0033989i,-0.0072556-0.0016028i,-0.00053746+0.0012921i,0.0078259+0.0059257i,0.010987+0.0099351i,0.0089481+0.011847i
0.10626-0.11056i,0.027571-0.15642i,-0.083543-0.13246i,-0.10478-0.069994i,-0.06783-0.038376i,-0.040592-0.024378i,-0.016352-0.0029728i,0.0053309-0.0010552i,0.0042517-0.010705i,-0.0052386-0.0092513i,-0.013115-0.0049121i,-0.01598+0.0020303i,-0.0040087+0.0080066i,0.0096329+0.0042121i,0.013961-0.0022754i,0.012797-0.0060252i,0.010184-0.0069272i,0.011292-0.0065655i,0.011354-0.010063i,0.0039299-0.016526i,-0.0047567-0.01829i,-0.0056995-0.01582i,-0.0020486-0.014045i
0.038637+0.13168i,0.09091+0.059676i,0.092587-0.065006i,0.044523-0.10007i,0.029048-0.057724i,0.03162-0.032449i,0.012153-0.020111i,0.0032841-0.00278i,0.0075367-0.0025515i,0.0041407-0.010625i,0.0022442-0.013878i,0.00077593-0.011804i,-0.00015099+0.0029714i,0.0058507+0.017286i,0.0099861+0.020617i,0.009325+0.017424i,0.0068939+0.011335i,0.0018062+0.0076144i,-0.0024487+0.0084951i,-0.0020622+0.013277i,-0.00077651+0.015623i,-0.0030974+0.011394i,-0.0060079+0.0057419i
-0.11661-0.038623i,-0.055579+0.012169i,0.065629+0.04268i,0.10193+0.017422i,0.048604+0.010754i,0.018413+0.023345i,0.014711+0.009805i,0.00089131+0.001733i,-0.0027115+0.012588i,0.0064449+0.014239i,0.013182+0.0092367i,0.014142+0.00010299i,0.0028978-0.010397i,-0.011622-0.0087499i,-0.01637-0.0025251i,-0.0141-0.00012891i,-0.0083978+0.001896i,-0.0018065+0.0039204i,0.004118+0.0036687i,0.010159+0.00034943i,0.013509-0.0040603i,0.012605-0.0054263i,0.010845-0.0045914i
0.11201-0.071034i,0.066749-0.021829i,0.0096942+0.07787i,0.0066621+0.10196i,-0.0017102+0.038989i,-0.029266+0.0077864i,-0.021222+0.015783i,-0.0070148+0.013465i,-0.0072091+0.014702i,-0.0037403+0.019536i,-0.0037884+0.01563i,-0.0054835+0.0081327i,-0.0036796-0.0058954i,-0.0041196-0.020839i,-0.0061995-0.024843i,-0.0081033-0.019151i,-0.0097611-0.01247i,-0.0096645-0.0091639i,-0.011502-0.0064727i,-0.016052-0.0010163i,-0.018261+0.0041814i,-0.014803+0.006479i,-0.010051+0.0072999i
-0.00067161+0.1445i,-0.049644+0.10765i,-0.1211+0.036175i,-0.12306+0.019815i,-0.048302+0.010631i,-0.011161-0.015379i,-0.02012-0.0071877i,-0.013801+0.0045113i,-0.0073303-0.0074386i,-0.014078-0.01415i,-0.020534-0.013321i,-0.021412-0.0086878i,-0.011436+0.0036014i,0.0049516+0.012564i,0.01506+0.0087152i,0.016092+0.00060675i,0.012004-0.00022712i,0.0060278+0.0038934i,0.0034892+0.0058671i,0.0068292+0.0056993i,0.011836+0.0053403i,0.012561+0.0048214i,0.009957+0.0044987i
-0.14982-0.087691i,-0.12108-0.13784i,-0.050762-0.17376i,-0.03413-0.14267i,-0.026173-0.047688i,0.011851+0.00036723i,0.016934-0.014292i,0.0022715-0.014974i,0.0027809-0.013103i,0.00076183-0.023551i,-0.0030053-0.022002i,-0.002516-0.009764i,-0.0039647+0.005437i,-0.0052591+0.018148i,-0.0025826+0.024647i,0.0016704+0.020961i,0.0043631+0.009456i,0.0053022-0.0011208i,0.0037742-0.010166i,-0.0020936-0.017508i,-0.0090328-0.019387i,-0.010963-0.01668i,-0.0096223-0.014194i
0.16874-0.1117i,0.22338-0.085929i,0.22327-0.031975i,0.16098-0.027352i,0.05663-0.035399i,0.0036516-0.0038291i,0.015906+0.0085548i,0.014615-0.0008226i,0.0035983+0.010871i,0.010134+0.020893i,0.016691+0.017854i,0.015724+0.0082414i,0.0074116-0.0074588i,-0.0058965-0.017079i,-0.016952-0.013145i,-0.01938-0.00093105i,-0.012987+0.0068711i,-0.0069419+0.0065965i,-0.005383+0.0082807i,-0.0059036+0.016155i,-0.0043083+0.020074i,-0.00049602+0.01573i,0.0027805+0.0082558i
0.043998+0.23045i,0.014544+0.2849i,-0.0089444+0.24935i,0.011841+0.15528i,0.030889+0.05133i,0.002531-0.0023826i,-0.015201+0.0088351i,-0.0022775+0.019262i,-0.0019923+0.019346i,-0.0042018+0.028773i,0.0023483+0.027532i,0.0072566+0.014555i,0.012057+0.00041729i,0.013019-0.011695i,0.0082961-0.020438i,0.0017707-0.023936i,-0.0023242-0.018114i,-4.1364e-05-0.0067304i,0.0059368+0.00066138i,0.012706-0.00093688i,0.017114-0.0060844i,0.013833-0.0080046i,0.0073547-0.0050658i
-0.25414-0.054723i,-0.29929-0.091802i,-0.24625-0.07439i,-0.14321-0.01186i,-0.049803+0.021118i,-0.0050055+0.0074133i,-0.0094452-0.00052702i,-0.009871+0.0047834i,0.0015846-0.0051949i,-0.0021356-0.019639i,-0.010445-0.021973i,-0.01514-0.014425i,-0.013271+0.0022578i,0.0003614+0.016022i,0.013898+0.014594i,0.016918+0.0040317i,0.0088728-0.0039387i,-0.0017003-0.004858i,-0.0093664-0.0021406i,-0.016043+0.0001367i,-0.018366+0.0034458i,-0.014572+0.0073765i,-0.0071446+0.0084996i
0.16149-0.23014i,0.20082-0.25871i,0.13719-0.20602i,0.026632-0.11387i,-0.016839-0.028978i,-0.0028389+0.0030778i,0.0032123-0.011083i,-0.0065628-0.01656i,-0.0040047-0.01189i,0.0032175-0.021935i,-0.0039809-0.030648i,-0.014338-0.026557i,-0.02074-0.013887i,-0.022655+0.0044345i,-0.013429+0.018424i,0.0018361+0.022579i,0.011799+0.019775i,0.012655+0.012128i,0.010424+0.0059448i,0.011186+0.0051504i,0.012643+0.0064565i,0.010965+0.0033445i,0.0044928-0.0034309i
0.15628+0.2591i,0.1678+0.29012i,0.13797+0.19169i,0.083814+0.048871i,0.017378-0.016722i,-0.0049409-0.0074743i,0.0063087+0.0017522i,-0.0020156-0.0047663i,-0.017907+0.0035375i,-0.014452+0.017299i,-0.00066648+0.017508i,0.010246+0.0079034i,0.011688-0.0064328i,0.0018983-0.018442i,-0.014877-0.016427i,-0.02749-0.0054182i,-0.025582+0.00050206i,-0.0135-0.0028535i,-0.0070782-0.012427i,-0.0092051-0.02045i,-0.011117-0.020664i,-0.01038-0.012877i,-0.0077787-0.0050228i
-0.31495+0.040267i,-0.32752+0.044747i,-0.20792+0.042616i,-0.063206+0.027984i,0.0094219-0.0053581i,0.0033899-0.011227i,-0.010646+0.0083741i,5.5974e-05+0.016516i,0.0028536+0.011774i,-0.0055552+0.016003i,-0.0039157+0.025511i,0.006592+0.025964i,0.013508+0.015185i,0.013512-0.0016441i,0.0080005-0.01741i,-0.001104-0.024445i,-0.010688-0.019039i,-0.014363-0.005504i,-0.010624+0.007621i,-0.0077857+0.015389i,-0.0055866+0.017531i,-0.00023606+0.0128i,0.0042063+0.0039882i
0.10284-0.3131i,0.089723-0.32162i,0.051963-0.2001i,0.027106-0.066777i,0.016196+0.00091684i,0.0079491+0.0043923i,0.0049914+0.0032974i,0.010904+0.013508i,0.022299+0.011812i,0.021884-0.00029485i,0.0060834-0.0045128i,-0.0122+0.0015794i,-0.016703+0.011841i,-0.0043269+0.018358i,0.013292+0.014518i,0.025976+0.0013409i,0.028285-0.010865i,0.022917-0.012261i,0.018224-0.0064155i,0.017605-0.0038665i,0.016526-0.0056395i,0.010588-0.0066652i,0.0038017-0.0037011i
0.24489+0.24115i,0.26277+0.2226i,0.15794+0.1386i,0.044662+0.078156i,0.0059673+0.039666i,0.014321+0.0098448i,0.012727-0.0066632i,0.0010832-0.010007i,-0.0061431-0.0053749i,-0.0027552-0.0066079i,0.0015501-0.020733i,-0.001109-0.031692i,-0.0061785-0.025258i,-0.0072485-0.0044666i,-0.002996+0.01797i,0.00089693+0.030601i,0.0019952+0.029569i,0.00079108+0.016957i,-0.0049561+0.0063649i,-0.011302+0.0047957i,-0.010816+0.006567i,-0.0051624+0.0074643i,0.0020275+0.0059379i
-0.32949+0.11368i,-0.31494+0.14943i,-0.19279+0.091226i,-0.099735+0.007931i,-0.051059-0.0067231i,-0.017382+0.0076141i,-0.0046389-0.0017843i,-0.015078-0.013132i,-0.02425-0.011982i,-0.022677-0.0065078i,-0.010882-0.0047366i,0.0012178-0.0087171i,-0.00018426-0.01244i,-0.011979-0.00983i,-0.021488-0.0032678i,-0.025138+0.00031974i,-0.021903+0.0042931i,-0.012559+0.0094523i,-0.0023887+0.0098778i,0.0045488+0.0097434i,0.0068489+0.009067i,0.0037743+0.0044614i,-0.004149-0.0016595i
0.055766-0.3455i,0.0065825-0.35922i,-0.013232-0.22649i,0.008203-0.10443i,-0.000844-0.055843i,-0.027213-0.024484i,-0.030914+0.0025621i,-0.017927+0.0097917i,-0.0065954+0.007704i,-0.0027417+0.0057023i,-0.0029179+0.011609i,0.00172+0.016086i,0.0077893+0.0072291i,0.0081323-0.009223i,0.00095822-0.024474i,-0.010351-0.030939i,-0.017663-0.027823i,-0.016095-0.020749i,-0.011128-0.019i,-0.010973-0.022257i,-0.01488-0.020631i,-0.01516-0.011963i,-0.0088588-0.0022535i
0.27492+0.21416i,0.31201+0.17139i,0.20552+0.078931i,0.08323+0.031118i,0.036847+0.0047853i,0.019713-0.014124i,0.0077495-0.0092062i,0.0061565+0.0061273i,0.0076001+0.013318i,0.006212+0.012503i,-0.0041254+0.0070315i,-0.01367+0.0061784i,-0.0061588+0.0077277i,0.010653+0.0026695i,0.025388-0.0052641i,0.034251-0.007291i,0.031795-0.0055379i,0.017387-0.0033602i,0.0018887+0.0019033i,-0.0030773+0.0080266i,0.00044371+0.0098601i,0.0055558+0.0053659i,0.0073426-0.0025676i
-0.31674+0.12925i,-0.29453+0.1809i,-0.14246+0.13726i,-0.022012+0.05596i,0.015445+0.026853i,0.026382+0.024322i,0.030223+0.016291i,0.024601+0.0048517i,0.0098309+0.000145i,-0.0027941+0.0022872i,-0.0054102+0.0032468i,-0.008974+0.0047441i,-0.011449+0.014726i,-0.0068501+0.026725i,-0.0016605+0.028798i,0.00083304+0.020674i,0.0048433+0.009391i,0.01486+0.0032993i,0.024167+0.0024614i,0.025803+0.0017327i,0.020721+0.00088201i,0.011974+0.0020896i,0.004546+0.0059697i
