-0.0043028+0.00050501i,-0.0039782+0.00019543i,-0.0045585+0.0019251i,-0.0028908+0.0027963i,-0.00065156+0.0026038i,0.00047283+0.002143i,0.00052174+0.0022009i,0.0012602+0.0018641i,0.0024711+0.0014275i,0.0023418+0.0011143i,0.0012974+0.00071647i,0.00096184+0.00058584i,0.0003741+6.6261e-05i,-0.00071117-0.00032979i,-0.00049653-0.00026574i,0.00037638-0.00069487i,0.00092666-0.0007241i,0.00094166-0.00051813i,0.00025051-0.00056241i,-0.00022285-0.00029883i,-0.00014618-0.00013587i,0.00023518-0.00026571i,0.00060571+1.3829e-05i
0.043495-0.33509i,-0.004984-0.33302i,-0.0395-0.1769i,-0.028779-0.036417i,-0.020817+0.0053433i,-0.019274+0.0094157i,-0.01148+0.0070238i,-0.0056305+0.0077807i,0.0017415+0.0057854i,0.007106-0.004181i,0.010767-0.013749i,0.012283-0.024161i,-0.001673-0.030363i,-0.022595-0.017844i,-0.031332+0.0078002i,-0.027698+0.02771i,-0.0218+0.032046i,-0.017432+0.022044i,-0.016524+0.0093521i,-0.017489+0.0060059i,-0.013785+0.008093i,-0.0052102+0.0064596i,0.0024721+0.0027684i
0.26478+0.21467i,0.27115+0.18079i,0.13409+0.076386i,-0.0021367+0.014067i,-0.032237-0.0029148i,-0.020701-0.017015i,-0.021376-0.017813i,-0.022101-0.0078814i,-0.013325+0.0010594i,-0.00090053+0.0021995i,0.0061273-0.0011586i,0.0083681-0.0065216i,0.0088027-0.016248i,0.0068081-0.026362i,0.0037618-0.035194i,0.00013648-0.039499i,-0.0042818-0.031555i,-0.010814-0.013133i,-0.01659+0.0028514i,-0.014355+0.0068586i,-0.0066621+0.0011138i,-0.0043447-0.005132i,-0.0089786-0.0055957i
-0.32262+0.11082i,-0.29904+0.12298i,-0.15122+0.058511i,-0.042823-0.01102i,-0.013346-0.017309i,0.0011141+0.00035073i,0.0050534-0.0021567i,-0.0034801-0.0086879i,-0.013622-0.010707i,-0.018889-0.0054795i,-0.01643+0.0076303i,-0.004932+0.023685i,0.015597+0.030786i,0.031658+0.020849i,0.028505+0.001936i,0.009106-0.012203i,-0.008387-0.016041i,-0.0069682-0.015145i,0.0054278-0.017421i,0.0066534-0.018788i,-0.0045439-0.010569i,-0.0099334+0.00045357i,-0.0059505+0.0031363i
0.076395-0.36105i,0.065118-0.35697i,0.058195-0.20708i,0.067353-0.079975i,0.045934-0.037303i,0.0034994-0.010374i,-0.0082313+0.011114i,-0.0041834+0.010492i,-0.00781+0.0068842i,-0.014747+0.0030084i,-0.026005-0.0047548i,-0.039268-0.0075437i,-0.041344+0.001667i,-0.025865+0.016626i,0.00065794+0.028145i,0.028869+0.031839i,0.043996+0.023169i,0.034595+0.010241i,0.015924+0.005694i,0.0087774+0.0077098i,0.013038+0.0075204i,0.014933+0.0028445i,0.011233-0.0034552i
0.27311+0.26077i,0.26917+0.25521i,0.1398+0.16067i,0.033735+0.081006i,0.009357+0.032052i,0.0070445-0.00069275i,0.0040079-0.0016323i,0.0082424+0.010788i,0.013164+0.016191i,0.017664+0.016471i,0.020508+0.0096114i,0.015786-0.0048565i,0.0019138-0.016886i,-0.012136-0.018422i,-0.021927-0.015058i,-0.028975-0.010018i,-0.026316-0.0054797i,-0.013988+0.0011344i,-0.0030146+0.01024i,0.0027745+0.010115i,0.0035589+0.00045654i,0.00035792-0.0036213i,-0.00098021+0.0035712i
-0.40124+0.11415i,-0.407+0.13357i,-0.25636+0.091578i,-0.11942+0.041228i,-0.052435+0.027981i,-0.0037833+0.02595i,0.022149+0.016032i,0.024445+0.0097829i,0.021756+0.0032408i,0.018734-0.0030958i,0.023182-0.0031408i,0.033597-0.0063262i,0.03396-0.013495i,0.019001-0.015036i,0.0016134-0.0051228i,-0.010807+0.0098685i,-0.016492+0.020591i,-0.011923+0.014892i,-0.0074708-0.0042346i,-0.0098415-0.008408i,-0.0087808+0.0051479i,-0.0023312+0.012286i,0.0014311+0.0094873i
0.12225-0.4378i,0.11887-0.45083i,0.077971-0.27298i,0.040899-0.091495i,0.01456-0.013482i,-0.0048932+0.0073324i,-0.0097258+0.006065i,-0.010938+0.00041683i,-0.013398-0.0033103i,-0.019441-0.0083648i,-0.031162-0.0056836i,-0.039465+0.007992i,-0.031559+0.019558i,-0.010568+0.016833i,0.0099323-0.0037065i,0.021877-0.033777i,0.020135-0.047669i,0.0077626-0.032176i,-0.0022847-0.0088205i,-0.0046847-0.0010174i,-0.0031188-0.0060964i,-0.0016262-0.012919i,-0.0028094-0.015822i
0.34481+0.33186i,0.35951+0.31538i,0.2173+0.15662i,0.06977+0.026522i,0.013174-0.0096358i,0.00041437-0.022162i,-0.017954-0.027667i,-0.035719-0.020704i,-0.039633-0.0069356i,-0.02572+0.0024186i,-0.0085093-0.0019502i,0.00067174-0.0084057i,0.0019582-0.0095276i,-0.0029769-0.0090398i,-0.013175-0.0032925i,-0.025857+0.009897i,-0.030932+0.0191i,-0.024004+0.016022i,-0.010826+0.012078i,-0.0018375+0.011555i,-0.0037545+0.012252i,-0.0069524+0.013085i,-0.0044134+0.008725i
-0.51065+0.14596i,-0.52432+0.17297i,-0.32875+0.11268i,-0.13809+0.017037i,-0.059334-0.031823i,-0.028999-0.01517i,-0.011052+0.0024154i,-0.0044037+0.0047034i,-0.0030439+0.0087573i,-0.0011431+0.012484i,0.00054365+0.0095815i,-0.00028692+0.0010735i,-0.00040614-0.0016534i,0.0086288+0.0089601i,0.026783+0.019967i,0.044022+0.021863i,0.049291+0.016094i,0.03578+0.0027142i,0.012479-0.0099233i,0.0034694-0.012002i,0.010395-0.0082084i,0.01364-0.0050006i,0.0089598-0.00062041i
0.12668-0.54738i,0.10439-0.54546i,0.058741-0.30398i,0.042245-0.08143i,0.030806-0.0051763i,0.0035614+0.0080354i,0.0021701+0.022514i,0.017244+0.024594i,0.021466+0.014078i,0.013727+0.0052922i,0.0020469+0.0095623i,-0.0042911+0.022018i,-0.0049378+0.024624i,-0.0097168+0.012556i,-0.020719-0.0029933i,-0.032259-0.014686i,-0.034521-0.01773i,-0.02115-0.0090803i,-0.0038811+0.00029766i,-0.0012722-0.00079581i,-0.01215-0.0076485i,-0.020067-0.0099585i,-0.018374-0.006036i
0.45697+0.38931i,0.50758+0.35256i,0.34348+0.19402i,0.15514+0.095161i,0.070143+0.061993i,0.049845+0.023757i,0.029565+0.0023236i,0.015932+0.0053593i,0.009355+0.0017849i,0.0032939-0.01002i,0.0063163-0.026843i,0.0087193-0.04718i,-0.0018784-0.053075i,-0.014933-0.035279i,-0.019286-0.0051619i,-0.015058+0.022509i,-0.0054976+0.03845i,0.0056213+0.035794i,0.015408+0.022919i,0.019605+0.019073i,0.021766+0.023825i,0.024626+0.025098i,0.022849+0.019646i
-0.61074+0.21547i,-0.61501+0.26572i,-0.38248+0.16092i,-0.17173+0.019884i,-0.066824-0.017958i,-0.0092756+0.00025753i,0.012898-0.0031063i,0.0099097-0.006788i,0.0071788+0.00078123i,0.0039717+0.0088471i,-0.00084243+0.017161i,-0.00057612+0.021108i,0.0087858+0.016484i,0.027381-0.00083822i,0.041676-0.034156i,0.03554-0.067912i,0.01617-0.079711i,-0.0037151-0.063738i,-0.017172-0.038342i,-0.018372-0.02439i,-0.014061-0.019631i,-0.0085924-0.018384i,-0.0026401-0.019977i
0.091666-0.65318i,-0.001873-0.66405i,-0.077932-0.3799i,-0.066883-0.13504i,-0.051065-0.065703i,-0.059792-0.035561i,-0.048757-0.0061129i,-0.037125-0.0032258i,-0.031805+0.0013019i,-0.015029+0.0068196i,-0.0035708+0.0080195i,-0.0026797+0.014527i,-0.0036379+0.020121i,-0.011541+0.024517i,-0.022428+0.033351i,-0.025147+0.040878i,-0.023479+0.037159i,-0.021987+0.025482i,-0.020988+0.01789i,-0.024323+0.016515i,-0.027794+0.016827i,-0.028581+0.015583i,-0.026868+0.014704i
0.5708+0.42716i,0.66777+0.37234i,0.4582+0.19636i,0.1807+0.10324i,0.054249+0.073966i,0.020707+0.024884i,-0.01111-0.0066342i,-0.034016-0.0069697i,-0.037803-0.0027574i,-0.032017-0.0079447i,-0.032593-0.02366i,-0.039557-0.030843i,-0.03812-0.018081i,-0.024753+0.0039656i,-0.0015168+0.023287i,0.023374+0.031806i,0.037675+0.030557i,0.036073+0.021084i,0.027798+0.0070369i,0.030265-0.003364i,0.037809-0.010592i,0.037654-0.012443i,0.032671-0.0098737i
-0.65756+0.27741i,-0.61077+0.35148i,-0.28702+0.21555i,-0.037403+0.033307i,0.019955-0.0094051i,0.030432+0.017308i,0.034289+0.016945i,0.024307+0.013404i,0.016024+0.010075i,0.0063891+0.0056971i,0.0089589+0.012536i,0.02408+0.012686i,0.028566-0.0060857i,0.016031-0.032774i,-0.012426-0.05014i,-0.044395-0.048307i,-0.056315-0.03275i,-0.041392-0.016418i,-0.023202-0.0093919i,-0.019772-0.0057724i,-0.019391+0.0019633i,-0.016523+0.0036076i,-0.016848-0.00091449i
0.03075-0.72767i,-0.11981-0.75374i,-0.1916-0.45468i,-0.10234-0.19489i,-0.011843-0.11973i,-0.011809-0.075067i,-0.0072876-0.011164i,0.022474+0.019884i,0.032393+0.021488i,0.025429+0.015283i,0.016772+0.0048796i,0.0079908-0.0067779i,-0.0052173-0.0060103i,-0.01258+0.013358i,0.00064606+0.030787i,0.02329+0.029333i,0.03616+0.016606i,0.033741+0.0079002i,0.026087+0.010165i,0.019203+0.0163i,0.0094267+0.016311i,0.0020165+0.016904i,0.0057046+0.020976i
0.62445+0.44244i,0.7008+0.38658i,0.41993+0.23917i,0.10342+0.15904i,0.0011398+0.094531i,0.0071395+0.019681i,0.0078455-0.0091523i,0.0095848-0.012763i,0.010973-0.01092i,0.010657-0.0030392i,0.0054109+1.018e-06i,-0.0051052+0.0047623i,-0.0014916+0.011055i,0.015075+0.0051171i,0.020751-0.012837i,0.010706-0.029896i,-0.0017072-0.034131i,-0.0066479-0.024153i,-0.0017486-0.015839i,0.0025223-0.020967i,-0.00162-0.027061i,-0.0037726-0.027574i,-0.0033013-0.029486i
-0.62738+0.3452i,-0.51944+0.46163i,-0.18039+0.32917i,-0.0088861+0.14901i,-0.016938+0.11596i,-0.0042684+0.10637i,0.0017346+0.039541i,-0.028694+0.0040272i,-0.036948+0.0040694i,-0.025608-0.0021768i,-0.012883-0.0086514i,0.00071302-0.014028i,0.0033062-0.019689i,-0.0059463-0.015863i,-0.014188+0.00096701i,-0.017965+0.019853i,-0.020702+0.030352i,-0.023395+0.026365i,-0.030973+0.016819i,-0.032637+0.021509i,-0.017145+0.031859i,-0.0056925+0.030189i,-0.0067099+0.02355i
0.0037203-0.7779i,-0.15702-0.84666i,-0.17476-0.57287i,-0.030532-0.30023i,0.035367-0.17802i,-0.0095851-0.088355i,-0.036621-0.015644i,-0.037976+0.014982i,-0.032436+0.024688i,-0.022363+0.016906i,-0.026208+0.0036667i,-0.037446+0.00088895i,-0.034729+0.0095417i,-0.013811+0.018901i,0.012979+0.013763i,0.030772-0.0035027i,0.03011-0.020144i,0.016948-0.024483i,0.0076361-0.014929i,0.0064669-0.0057547i,0.007677-0.0042229i,0.012342-0.0029116i,0.019143-0.0027529i
0.60505+0.39376i,0.62639+0.29011i,0.28673+0.098799i,-0.0087663-0.005558i,-0.04002-0.059522i,-0.018966-0.089723i,-0.020614-0.058764i,-0.00080173-0.030507i,0.0020881-0.028733i,0.00018775-0.016779i,0.01347-0.0062917i,0.022646-0.0067135i,0.018667-0.015913i,-0.0047104-0.026779i,-0.039561-0.018385i,-0.057128+0.0070463i,-0.040362+0.026584i,-0.009248+0.023437i,0.0096915+0.0053805i,0.0084331-0.0097043i,-0.00039526-0.015054i,-0.0050585-0.015903i,-0.011035-0.012672i
-0.59691+0.39831i,-0.482+0.59056i,-0.16351+0.50743i,-0.037116+0.28641i,-0.079542+0.16824i,-0.041273+0.12984i,0.025119+0.0737i,0.032057+0.029486i,0.019092+0.01433i,0.0029169+0.0062667i,-0.010432+0.0010368i,-0.017476-0.0018128i,-0.020667+0.0012083i,-0.012513+0.0071923i,0.0046842+0.0036907i,0.012249-0.0081939i,0.0080087-0.013666i,0.0073601-0.0055931i,0.0082143+0.0036446i,0.0073858+0.0091802i,0.0071906+0.011631i,0.0029382+0.011911i,0.0018297+0.012399i
0.038394-0.73684i,-0.050035-0.78762i,0.0027237-0.49214i,0.13649-0.18018i,0.15857-0.044001i,0.089871-0.0077463i,0.042616-0.0016831i,0.023726+0.0060324i,0.021756+0.013326i,0.017121+0.0066095i,0.0027598+0.0085542i,0.0042186+0.018022i,0.016464+0.016135i,0.02398+0.0066355i,0.026887-0.0073628i,0.020096-0.024009i,-0.00013833-0.032199i,-0.021919-0.021647i,-0.025419-0.0027667i,-0.016082+0.0053324i,-0.010921+0.0065752i,-0.005811+0.0062808i,-0.0017624-0.00011389i
0.55079+0.31031i,0.55188+0.11593i,0.24221-0.11568i,0.040857-0.1628i,0.073431-0.13558i,0.06601-0.13158i,-0.0092568-0.080868i,-0.030849-0.022642i,-0.01936-0.0013392i,-0.0013096+0.0026489i,0.017185-0.015355i,0.013177-0.037593i,-0.0024069-0.035636i,-0.0073772-0.011011i,0.0013169+0.019251i,0.01872+0.03597i,0.032595+0.033574i,0.034417+0.017545i,0.02325+0.0013166i,0.01031-0.0051728i,0.0058039-0.0068541i,0.0030615-0.0070545i,0.00025813-0.0027968i
-0.59166+0.37367i,-0.56116+0.58244i,-0.36182+0.49218i,-0.2736+0.22064i,-0.25376+0.068i,-0.16024+0.059956i,-0.061311+0.058854i,-0.021599+0.041763i,-0.013858+0.029875i,-0.014237+0.020334i,-0.022517+0.016492i,-0.031437+0.024024i,-0.025825+0.0312i,-0.014351+0.024854i,-0.015533+0.0073966i,-0.024597-0.0014247i,-0.021855+0.0033275i,-0.0090997+0.002023i,-0.0091384-0.0025316i,-0.015546+0.0024438i,-0.011467+0.0069266i,-0.0044995+0.0032777i,-0.0008757-0.00066517i
0.073412-0.6076i,0.0084542-0.56832i,0.055051-0.22926i,0.084737+0.037254i,-0.019877+0.1118i,-0.077613+0.12251i,-0.04081+0.075511i,-0.035237+0.015316i,-0.043911-0.0029418i,-0.032335-0.01521i,-0.019294-0.022133i,-0.0047375-0.022926i,0.00015717-0.026i,-0.0041888-0.019617i,-0.0028799-0.0070422i,-0.004626-0.003441i,-0.018754-0.0044471i,-0.029904+0.0051674i,-0.021741+0.014472i,-0.0078802+0.013739i,-0.0023458+0.0075554i,0.00041545+0.0023718i,0.003622+0.0013843i
0.51885+0.24878i,0.61982+0.013624i,0.43907-0.22646i,0.28829-0.19576i,0.30058-0.069525i,0.2485-0.065738i,0.11571-0.066399i,0.045797-0.023629i,0.023223-0.003617i,0.0046921+0.0035932i,-0.0050934+0.0011195i,-0.009841-0.0093548i,-0.0060995-0.012527i,0.00055647-0.020373i,-0.0029085-0.032838i,-0.0086764-0.031795i,-0.0035624-0.020744i,0.0097015-0.01323i,0.020038-0.01427i,0.020423-0.021731i,0.010807-0.017925i,0.0030225-0.0046822i,-0.0020053-0.0019014i
-0.55995+0.23882i,-0.59327+0.34848i,-0.43986+0.19955i,-0.27834-0.069851i,-0.17435-0.21488i,-0.10762-0.1866i,-0.052074-0.093326i,0.003078-0.041568i,0.018989-0.023116i,0.011383+0.0080694i,0.016616+0.036207i,0.019669+0.044424i,0.012016+0.036995i,-0.003342+0.030898i,-0.01645+0.036451i,-0.0074826+0.035446i,0.011291+0.015075i,0.014556-0.0074528i,-0.00073374-0.010755i,-0.01365+0.0059242i,-0.01068+0.021184i,-0.0055776+0.022052i,-0.0060567+0.017468i
0.055911-0.4527i,-0.086151-0.33933i,-0.14346+0.011178i,-0.14972+0.18862i,-0.20814+0.15493i,-0.21082+0.14515i,-0.1218+0.13055i,-0.070738+0.078819i,-0.046088+0.042155i,-0.01429-0.00099055i,-0.00785-0.038711i,-0.0098622-0.048205i,-0.0066573-0.038524i,0.0086559-0.021176i,0.037542-0.019102i,0.037564-0.031301i,0.0023303-0.022835i,-0.022897+0.009067i,-0.017386+0.03209i,0.00027068+0.028653i,0.010259+0.008232i,0.013876-0.0065496i,0.016858-0.01295i
0.45292+0.27953i,0.64268+0.13888i,0.58157-0.010089i,0.40896+0.036045i,0.30174+0.12836i,0.24054+0.08384i,0.1515+0.0037471i,0.070167-0.0045047i,0.032848+0.0084018i,0.0064535+0.00068608i,-0.023412-0.0015027i,-0.035776+0.0057399i,-0.024921+0.0052717i,-0.018229-0.00075419i,-0.031708-0.00087346i,-0.034392+0.012503i,-0.0079524+0.019826i,0.021485+0.0015334i,0.024872-0.025285i,0.0051761-0.036406i,-0.0095928-0.030473i,-0.010531-0.022219i,-0.0090296-0.012356i
-0.44189+0.074298i,-0.44531+0.083763i,-0.30333-0.088095i,-0.15523-0.20679i,-0.02109-0.14446i,0.039192-0.087662i,-0.0071797-0.069098i,-0.04404-0.03137i,-0.046536-0.0083143i,-0.042397+0.010402i,-0.014415+0.019358i,0.002821+0.013476i,-0.004406+0.022318i,-0.0012427+0.044519i,0.02076+0.055121i,0.033749+0.035721i,0.018205+0.0007238i,-0.010872-0.017452i,-0.032501-0.0083905i,-0.035951+0.014225i,-0.029729+0.032686i,-0.022833+0.039274i,-0.011727+0.033659i
0.038049-0.36951i,-0.17891-0.31661i,-0.30016-0.064605i,-0.23555+0.014533i,-0.16549-0.10957i,-0.14299-0.10478i,-0.071494+0.0013992i,-0.016741+0.02096i,-0.022182+0.0053197i,-0.011312-0.0039106i,0.0037181-0.034251i,-0.0015071-0.065738i,-0.0056788-0.080676i,-0.0085859-0.087562i,-0.01738-0.087829i,-0.029697-0.066735i,-0.029819-0.017449i,-0.0058691+0.02936i,0.024475+0.036447i,0.035325+0.014477i,0.030911-0.0059635i,0.024614-0.017179i,0.010698-0.02151i
0.27964+0.31193i,0.44146+0.27693i,0.38357+0.17417i,0.15798+0.13767i,-0.043199+0.15416i,-0.088291+0.12526i,-0.026701+0.037844i,0.022761-0.024167i,0.054585-0.021372i,0.070401-0.0027357i,0.055601+0.02199i,0.042463+0.042846i,0.03058+0.034239i,0.0052931+0.022424i,-0.015344+0.022326i,-0.015937+0.012785i,-0.0073306-0.016819i,-0.0090008-0.048794i,-0.016678-0.055453i,-0.012244-0.038387i,-0.0035928-0.022798i,-0.0054697-0.015931i,-0.0069469-0.012427i
-0.30556+0.016368i,-0.24717+0.075767i,-0.055572+0.025174i,0.097217+0.0056258i,0.19719+0.084134i,0.22944+0.11141i,0.14035+0.087062i,0.049465+0.093931i,0.012682+0.078977i,-0.021298+0.043975i,-0.034424+0.028897i,-0.028044+0.031614i,-0.012479+0.053156i,0.02119+0.065531i,0.049387+0.048647i,0.045359+0.026492i,0.015043+0.026717i,-0.010928+0.045722i,-0.011115+0.058997i,0.0025443+0.05367i,0.0087923+0.043512i,0.01019+0.0432i,0.011294+0.04041i
0.11471-0.30261i,-0.033016-0.38676i,-0.14309-0.30979i,-0.1215-0.26096i,-0.096836-0.30286i,-0.13382-0.27471i,-0.13432-0.15314i,-0.091349-0.056143i,-0.069178-0.018105i,-0.063757-0.020052i,-0.064241-0.038974i,-0.060185-0.054089i,-0.048144-0.067604i,-0.044005-0.064764i,-0.034628-0.034136i,-0.0040779-0.0060816i,0.034074+0.00042325i,0.056969-0.0068371i,0.048572-0.015513i,0.017085-0.014258i,-0.010166-0.013671i,-0.020071-0.022376i,-0.015822-0.025408i
0.093844+0.26799i,0.14509+0.27094i,0.04389+0.24087i,-0.074049+0.26766i,-0.092434+0.29932i,-0.06978+0.27449i,-0.061554+0.19204i,-0.070446+0.088221i,-0.055565+0.04184i,-0.0037898+0.044148i,0.032851+0.044418i,0.043861+0.027677i,0.034439-9.8705e-05i,0.0011853-0.010192i,-0.03145-0.0017823i,-0.048198+0.0010571i,-0.060421-0.011563i,-0.066632-0.028446i,-0.061786-0.031263i,-0.046945-0.018885i,-0.023304-0.0083421i,-0.00091796-0.0099393i,0.01006-0.014498i
-0.22415-0.022783i,-0.15661+0.095469i,0.079059+0.08545i,0.23493-0.045306i,0.23858-0.12502i,0.24145-0.1377i,0.23285-0.14037i,0.14188-0.085713i,0.038327-0.0043664i,-0.017497+0.018394i,-0.049825-0.0081839i,-0.082636-0.017209i,-0.075488+0.015474i,-0.026861+0.039183i,-0.0028753+0.030428i,-0.013982+0.021437i,-0.016957+0.027436i,-0.0032917+0.028328i,0.00087476+0.014493i,-0.0031283+0.0046449i,0.0052964+0.0091306i,0.019345+0.015907i,0.021129+0.015735i
0.16464-0.17535i,0.03334-0.31987i,-0.18315-0.34007i,-0.33835-0.26813i,-0.38935-0.17701i,-0.39057-0.096241i,-0.34341-0.040364i,-0.23382-0.029527i,-0.12495-0.06611i,-0.056414-0.098033i,-0.0031527-0.11063i,0.027427-0.12699i,0.015225-0.13149i,-0.0023768-0.11207i,0.0050963-0.095874i,0.0053706-0.093187i,-0.018161-0.074995i,-0.029751-0.026647i,-0.011274+0.012972i,0.0066061+0.019289i,-0.00091873+0.015548i,-0.019607+0.018359i,-0.028041+0.01876i
0.032112+0.23095i,0.16712+0.32069i,0.24381+0.3965i,0.28245+0.4026i,0.28867+0.26972i,0.24272+0.12795i,0.21296+0.075414i,0.20128+0.030883i,0.17261+0.016318i,0.16391+0.056593i,0.16528+0.074611i,0.166+0.05532i,0.16038+0.013911i,0.098079-0.021453i,0.015746-0.016069i,-0.0065958-0.0012197i,0.0086124-0.010056i,0.017228-0.022508i,0.016126-0.021904i,0.012392-0.014729i,0.018918-0.0089997i,0.033412-0.013254i,0.033353-0.019374i
-0.14105-0.14248i,-0.1252-0.20533i,0.02842-0.38384i,0.088614-0.5044i,-0.016915-0.36674i,-0.071381-0.15883i,-0.032228-0.077821i,-0.0088333-0.034401i,-0.039711+0.0044341i,-0.10661-0.0066728i,-0.15245-0.010977i,-0.16366+0.037115i,-0.14451+0.11976i,-0.056713+0.16007i,0.050694+0.10074i,0.082272+0.0095236i,0.056661-0.033935i,0.022918-0.040419i,-0.0079154-0.029403i,-0.027253-0.0032483i,-0.041264+0.02509i,-0.048379+0.042071i,-0.031794+0.029039i
0.060522-0.0019465i,-0.17012+0.003226i,-0.4715+0.17203i,-0.43305+0.33009i,-0.026657+0.27809i,0.21969+0.1522i,0.11316+0.17018i,-0.038675+0.22926i,-0.066817+0.17495i,-0.038491+0.094149i,0.0039052+0.069244i,0.042091+0.033623i,0.036638-0.0406i,-0.0053343-0.070118i,-0.029292-0.025942i,-0.019575+0.027986i,-0.0086101+0.059743i,-0.0024927+0.06935i,0.011834+0.052206i,0.025363+0.0093324i,0.019408-0.038796i,3.5397e-06-0.050238i,-0.0070429-0.018061i
0.055944+0.19681i,0.36921+0.33307i,0.67297+0.35742i,0.63022+0.17081i,0.2257-0.14946i,-0.087454-0.35871i,-0.066953-0.40474i,0.055358-0.34462i,0.10476-0.17878i,0.093369-0.0094409i,0.037888+0.074985i,0.0061684+0.10629i,0.022188+0.087217i,0.0094106+0.041986i,-0.032408+0.031629i,-0.027701+0.041616i,0.022574+0.010896i,0.046786-0.047438i,0.021447-0.068538i,-0.015334-0.035251i,-0.025765+0.0089636i,-0.014077+0.020756i,-0.010392+0.0058331i
-0.074187-0.21081i,-0.21013-0.39617i,-0.34709-0.58835i,-0.4403-0.44027i,-0.36862+0.12053i,-0.19813+0.55854i,-0.14002+0.61329i,-0.13354+0.49037i,-0.10295+0.28241i,-0.11715+0.050833i,-0.16071-0.1019i,-0.20878-0.15564i,-0.21572-0.10227i,-0.11925-0.019888i,-0.017183-0.0084682i,-0.019735-0.011419i,-0.062294+0.040649i,-0.057551+0.090787i,-0.02354+0.085912i,0.0017139+0.051946i,0.012522+0.015793i,0.015246-0.0080662i,0.020337-0.018245i
0.05521+0.056865i,-0.062667+0.10374i,-0.18251+0.29449i,-0.040267+0.33764i,0.2871+0.040603i,0.44943-0.25802i,0.34519-0.33592i,0.086485-0.25217i,-0.09357-0.086514i,-0.080779-0.03582i,-0.076599-0.10044i,-0.11248-0.10314i,-0.077042-0.075608i,-0.039631-0.066424i,-0.049592-0.042629i,-0.077353-0.028712i,-0.098324-0.03379i,-0.08094-0.028585i,-0.042821+0.00032907i,0.001663+0.03829i,0.054986+0.03956i,0.06911-0.0063386i,0.027754-0.03809i
-0.042755+0.063068i,0.12694+0.055673i,0.23581-0.17829i,-0.034041-0.46627i,-0.60195-0.47457i,-0.89998-0.20524i,-0.7319+0.036367i,-0.44361+0.11079i,-0.25506+0.099651i,-0.10684+0.057694i,0.029809-0.032931i,0.046502-0.16253i,-0.063316-0.19099i,-0.12337-0.078883i,-0.074282-0.010692i,-0.04126-0.043886i,-0.051078-0.04472i,-0.036807+0.0064817i,-0.0075611+0.020194i,-0.011172+0.0027887i,-0.023251+0.016865i,0.0049944+0.038323i,0.048759+0.020657i
-0.02637-0.088937i,-0.16052-0.046964i,-0.22515+0.072927i,-0.080732+0.2326i,0.25001+0.35387i,0.49949+0.34419i,0.51687+0.19224i,0.3602-0.015184i,0.14537-0.14225i,-0.0010543-0.12328i,-0.039671-0.063063i,0.012574-0.037288i,0.097837-0.061275i,0.092229-0.098884i,0.026255-0.075219i,0.0093358-0.05017i,0.0073314-0.073295i,0.0010527-0.081909i,-0.0063396-0.06934i,-0.044365-0.047665i,-0.071786-0.0077066i,-0.044697+0.022998i,0.00033527+0.029312i
1.1049+7.7016i,4.179+6.774i,7.4075+5.1921i,7.7996+1.4175i,5.9306-2.2481i,2.7767-3.8329i,0.12628-2.4637i,-0.48483-0.18847i,0.51757+0.98204i,1.4959+0.51752i,1.1923-0.59849i,0.16526-1.1402i,-0.74861-0.89604i,-1.2536-0.10148i,-1.0839+0.60681i,-0.5792+0.76538i,-0.20869+0.57655i,-0.096292+0.28035i,-0.19761+0.034659i,-0.33542-0.025139i,-0.35484+0.0046014i,-0.24832+0.029964i,-0.084681+0.0051385i
-0.13336-0.025093i,-0.14563+0.0061867i,-0.18842-0.026493i,-0.27558+0.010754i,-0.25469+0.14913i,-0.069066+0.17251i,0.10899+0.037811i,0.11706-0.074913i,-0.00011296-0.11598i,-0.11647-0.099088i,-0.15798-0.033981i,-0.11636+0.020519i,-0.04851+0.029677i,-0.012201+0.025663i,0.0097017+0.015869i,0.038162-0.019454i,0.084095-0.0568i,0.14298-0.071075i,0.14917-0.073994i,0.072555-0.059481i,-0.0091961-0.011718i,-0.017423+0.030147i,0.020184+0.031038i
0.035269-0.034014i,-0.037334-0.031667i,0.036684-0.01978i,0.2275-0.15958i,0.2369-0.40164i,-0.034712-0.42631i,-0.27324-0.18147i,-0.28507+0.0084269i,-0.25837+0.016489i,-0.24471-0.0051608i,-0.14942-0.014288i,-0.064492-0.056303i,-0.073273-0.051518i,-0.066634+0.017674i,-0.010779+0.031118i,-0.019402-0.023495i,-0.10697-0.052148i,-0.18481-0.035125i,-0.18145+0.0035076i,-0.096396+0.049238i,0.0030854+0.075095i,0.061326+0.055341i,0.068673-0.0028572i
0.003565+0.10324i,0.045401+0.073724i,-0.061503-0.00027239i,-0.30139-0.069258i,-0.47069-0.052268i,-0.37918+0.072068i,-0.061596+0.15145i,0.18995+0.077948i,0.2008+0.012854i,0.0848+0.040083i,0.0036829+0.052684i,-0.0056142+0.049173i,0.047663+0.059551i,0.096341+0.027234i,0.058175-0.022369i,-0.0089877-0.00087052i,0.0012285+0.057022i,0.054007+0.077576i,0.067818+0.047244i,0.046976-0.0073954i,0.03865-0.046117i,0.039814-0.060327i,0.0025512-0.044047i
