-0.00037003+0.0012501i,4.4866e-05+0.00031409i,-0.00071358-0.00045732i,-0.00036645-0.00018589i,-0.00010142+0.00064i,-0.00022701+0.0011444i,0.0002962+0.001364i,0.0015369+0.0011321i,0.0020697+0.0007026i,0.0024205-6.7432e-05i,0.0022842-0.00031805i,0.0014269-0.00028417i,0.00072426-0.00063965i,0.00064786-0.00094126i,-0.00012468-0.0010611i,-0.0011113-0.000692i,-0.00084822+4.6207e-05i,-0.00042185+0.00069349i,-0.00025439+0.0005887i,-0.00023974-0.00088123i,-0.00031012-0.0014761i,-0.00039371-0.0010203i,-0.0004181-0.00054601i
0.10918+0.12169i,0.086024+0.11925i,0.036539+0.053781i,0.039807+0.0054445i,0.077251-0.023354i,0.063154-0.046218i,0.028673-0.018488i,0.038198+0.012568i,0.046868+0.00011331i,0.022673-0.011468i,0.0043148-0.0041262i,-0.0016073+0.005327i,-0.0076918+0.016668i,-0.0097454+0.026898i,-0.0057186+0.029415i,0.002465+0.023549i,0.0072367+0.013083i,0.0055283+0.0043258i,0.0021951+0.0014553i,0.00098277+0.001111i,2.4001e-05+0.001828i,-0.0029184+0.0018225i,-0.0070141-0.00077501i
-0.16276-0.08321i,-0.1359-0.11862i,-0.058944-0.096643i,-0.033675-0.0291i,-0.035069+0.037106i,-0.00051421+0.051204i,0.012524+0.0093559i,-0.010608-0.0044947i,-0.009425+0.017359i,0.015814+0.017416i,0.027628+0.0021008i,0.022536-0.0057693i,0.01016-0.01502i,-0.0040031-0.023396i,-0.016455-0.021054i,-0.023463-0.012001i,-0.019447-0.005918i,-0.0083215-0.003381i,-0.0012482-0.0035173i,0.00038615-0.0019158i,0.0030023+0.0030041i,0.0061498+0.0050188i,0.0049594+0.0051861i
0.20199-0.0022337i,0.20633+0.078447i,0.12717+0.1181i,0.05677+0.059229i,0.012277-0.016123i,-0.027007-0.030988i,-0.027343-0.016087i,-0.020742-0.027986i,-0.032914-0.029085i,-0.030904-0.0044981i,-0.019148+0.0099209i,-0.0081369+0.015174i,0.0074939+0.020932i,0.021826+0.021721i,0.029596+0.012946i,0.029189-0.00089562i,0.018224-0.005853i,0.0025044-0.0022269i,-0.007596+0.0032257i,-0.0091634+0.0064494i,-0.0073922+0.0034108i,-0.0046231-0.0018672i,0.00049428-0.0035626i
-0.21053+0.11952i,-0.28032+0.058833i,-0.2458-0.0067909i,-0.13397+0.012788i,-0.028119+0.038674i,0.015965+0.015017i,0.0047747-0.0097621i,0.0034515-0.0084978i,0.017292-0.015696i,0.011665-0.028617i,-0.00126-0.035132i,-0.013122-0.03632i,-0.025808-0.022161i,-0.025767-0.0017728i,-0.014042+0.0077428i,-0.0040692+0.0076192i,-0.0018825+0.0045535i,-0.00198+0.002458i,0.0024541+0.00049622i,0.0079618-0.0043369i,0.009678-0.0086443i,0.0062945-0.0089811i,-0.00010046-0.0058974i
0.13613-0.26288i,0.24414-0.28272i,0.25988-0.21921i,0.1445-0.14879i,0.023654-0.07004i,-0.0096115-0.0032976i,0.0045753+0.01956i,0.0065174+0.024655i,0.010077+0.035428i,0.027036+0.032435i,0.034825+0.020031i,0.036641+0.0078009i,0.03411-0.0081072i,0.020811-0.020499i,-0.00032482-0.020654i,-0.020191-0.012227i,-0.022921-0.0029351i,-0.012349+0.0023656i,-0.0026677+0.0053221i,0.00064719+0.0080314i,-0.00070451+0.009983i,0.00050721+0.0097118i,0.0024096+0.0063841i
0.038328+0.34187i,-0.012562+0.43751i,-0.039919+0.385i,0.017332+0.22942i,0.058792+0.068887i,0.030936+0.0029828i,-0.0027755+0.011861i,-0.012591+0.019901i,-0.020665+0.010831i,-0.030768+0.0087784i,-0.037501+0.015448i,-0.038286+0.028166i,-0.021499+0.038106i,9.9093e-05+0.031692i,0.01141+0.016714i,0.018388+0.0063401i,0.019588+0.0034009i,0.013545+0.0019531i,0.0034718-0.0013231i,-0.0071671-0.0014899i,-0.01209-0.0006798i,-0.010757-0.0019717i,-0.0064112-0.0027796i
-0.27641-0.29001i,-0.34314-0.38464i,-0.30095-0.32555i,-0.21018-0.15013i,-0.10641-0.0024873i,-0.027641+0.023795i,-0.0042831-0.00089841i,-0.00095829-0.0077324i,0.0065967-0.011705i,0.0084975-0.027126i,0.0021631-0.037931i,-0.0070394-0.036801i,-0.013626-0.026671i,-0.011257-0.01379i,-0.00076995-0.0035149i,0.0083587+0.00053611i,0.010981-0.003756i,0.0072334-0.0092103i,0.0066062-0.008229i,0.014744-0.0051849i,0.020544-0.0038903i,0.016257-0.0026975i,0.0054-0.00033761i
0.4302+0.092174i,0.56513+0.11318i,0.47532+0.069672i,0.25408-0.013151i,0.074517-0.050384i,0.013922-0.020821i,0.026685+0.0016226i,0.03526-0.0028355i,0.023173-0.000253i,0.015829+0.016929i,0.024684+0.027732i,0.035162+0.019081i,0.029413+0.00078884i,0.0067003-0.0065891i,-0.017389-0.00072664i,-0.031807+0.003909i,-0.035524+0.0056859i,-0.02755+0.0077719i,-0.017277+0.0092588i,-0.012548+0.0083837i,-0.0089031+0.0056306i,-0.00368+0.0041036i,0.0020168+0.0013474i
-0.41014+0.18786i,-0.50947+0.28243i,-0.36263+0.27146i,-0.12234+0.173i,0.0063175+0.077564i,0.022032+0.027526i,0.017385+0.015598i,0.019993+0.010641i,0.011089+0.0063421i,-0.010495+0.010357i,-0.026637+0.017095i,-0.026845+0.01963i,-0.017412+0.015847i,-0.004425+0.0059549i,0.0081749-0.0074854i,0.015635-0.013369i,0.01597-0.0095005i,0.0099826-0.004483i,0.0025609-0.0023284i,-0.0050425-0.0030657i,-0.010303-0.004239i,-0.010006-0.004069i,-0.0049291-0.0021582i
0.24155-0.41417i,0.2563-0.57192i,0.12959-0.4777i,0.0056161-0.233i,-0.0090579-0.072376i,0.006876-0.034906i,-0.0053982-0.031939i,-0.018825-0.020385i,-0.012167-0.0046778i,0.0072501-0.0033535i,0.014982-0.015206i,0.0050841-0.013641i,0.0014241+0.0064094i,0.017122+0.02254i,0.034694+0.022756i,0.038299+0.010167i,0.034011-0.0042225i,0.025854-0.010812i,0.018726-0.0063011i,0.019617+0.0019103i,0.020501+0.0053182i,0.015319+0.0039444i,0.0056318+0.0011235i
0.044671+0.46575i,0.1159+0.57207i,0.1494+0.39445i,0.095434+0.138i,0.02463+0.030904i,0.0030896+0.015629i,-0.0012962-0.0064632i,-0.014008-0.019845i,-0.013778-0.0092964i,0.0027289+0.0052764i,0.015907+0.0060595i,0.011837-0.0032452i,-0.0077927-0.0078027i,-0.034139-0.0045191i,-0.057259+0.003572i,-0.065056+0.011938i,-0.056878+0.015852i,-0.039023+0.013812i,-0.023983+0.0074959i,-0.018265+0.0019459i,-0.012834+0.0005237i,-0.0044701+0.00094696i,0.0020829-0.001573i
-0.30396-0.34713i,-0.43599-0.3641i,-0.37516-0.18454i,-0.19045-0.027946i,-0.07866-0.0079078i,-0.055426-0.011425i,-0.031341+0.0080877i,-0.00076961+0.0148i,0.01046+0.0065818i,0.0019502-0.0039005i,-0.0097296-0.0051731i,-0.0014408-0.0039708i,0.019384-0.015103i,0.032043-0.031842i,0.033178-0.040096i,0.027522-0.033658i,0.018941-0.022008i,0.0089707-0.014214i,0.0022403-0.010089i,-0.0025893-0.0083657i,-0.0066408-0.0060978i,-0.0068666-0.0034751i,-0.0066078-0.0012024i
0.43849+0.12899i,0.55335+0.088412i,0.41326-0.0033459i,0.19293-0.0263i,0.093561-0.0052732i,0.057752-0.0010205i,0.019571+0.010661i,0.0082228+0.027508i,0.014307+0.025547i,0.015314+0.014768i,0.0075285+0.011957i,-0.0023355+0.023499i,0.0023786+0.041095i,0.021809+0.050763i,0.040858+0.04338i,0.04649+0.019571i,0.037915-0.0021601i,0.024241-0.0094526i,0.016156-0.0032756i,0.01782+0.0058793i,0.020278+0.0059883i,0.015955+0.0011423i,0.0081868-0.0011721i
-0.40711+0.10933i,-0.43759+0.19101i,-0.23764+0.19225i,-0.051656+0.11279i,-0.013067+0.071649i,-0.00028113+0.06849i,0.014325+0.038485i,0.0033572+0.01064i,-0.0075329+0.005912i,-0.0061053+0.0082908i,0.002+0.0018213i,-0.00079304-0.018372i,-0.026605-0.034041i,-0.061584-0.032469i,-0.08591-0.014146i,-0.088036+0.01207i,-0.071848+0.026324i,-0.051554+0.023753i,-0.036143+0.012929i,-0.027241+0.004862i,-0.019991+0.0027722i,-0.01179+0.0024129i,-0.0045199+0.0020123i
0.27654-0.30338i,0.245-0.398i,0.069383-0.31953i,-0.03247-0.15921i,-0.016897-0.079565i,-0.0076976-0.054048i,-0.0027763-0.02496i,0.011404-0.019161i,0.010585-0.02516i,0.004894-0.023327i,0.0066105-0.016956i,0.015882-0.0083641i,0.03036-0.0041719i,0.045797-0.0073837i,0.05449-0.015692i,0.048847-0.019494i,0.034774-0.012i,0.021866-0.0025146i,0.01285-0.0007847i,0.0044511-0.0026094i,-0.0010979-0.0012097i,-0.00057544-6.8972e-05i,-0.0032195-0.00049045i
-0.11482+0.37644i,-0.089642+0.40606i,-0.0088632+0.23617i,0.018455+0.059533i,0.003354+0.011347i,0.016858+0.0059926i,0.027125-0.0034471i,0.024923-0.0019312i,0.022248+0.0010565i,0.013393+0.004339i,-8.2856e-05+0.0083486i,-0.015489+0.0187i,-0.017499+0.036239i,-0.0003946+0.045566i,0.021597+0.035432i,0.037082+0.0091976i,0.037461-0.012444i,0.027865-0.012708i,0.022075+0.0026341i,0.024213+0.013326i,0.025548+0.010745i,0.019758+0.0033179i,0.015914-0.002048i
-0.069754-0.35098i,-0.089654-0.29976i,-0.081182-0.078624i,-0.034147+0.053328i,0.00098339+0.031108i,-0.0043129+0.0032897i,-0.00060134+0.00027818i,-0.00088457-0.0026981i,-0.013263+0.0024593i,-0.016097+0.0076242i,-0.0065918+0.00033921i,0.0060165-0.018326i,0.001692-0.037674i,-0.024402-0.045117i,-0.05703-0.030205i,-0.074286+0.0011164i,-0.064671+0.018885i,-0.042935+0.011458i,-0.026964-0.0013363i,-0.019585-0.0067046i,-0.018801-0.0080246i,-0.020305-0.0071053i,-0.017719-0.0034745i
0.23239+0.31002i,0.25126+0.29237i,0.17907+0.13801i,0.093001+0.037002i,0.046747+0.028984i,0.029898+0.017761i,0.0052934-0.0039799i,-0.014167-0.010833i,-0.016514-0.0040247i,-0.0082214+0.0046942i,-0.005118+0.0089927i,-0.010426+0.017438i,-0.0026332+0.029539i,0.020013+0.03585i,0.040798+0.02734i,0.047582+0.0094934i,0.038619+0.0017027i,0.02766-0.0012149i,0.0177-0.011204i,0.0060679-0.01701i,0.0030468-0.0090478i,0.0073438+0.00098918i,0.0043312+0.0015344i
-0.33606-0.24256i,-0.3006-0.28383i,-0.13959-0.22182i,-0.046623-0.12683i,-0.041022-0.045037i,-0.035291+0.0031506i,-0.022306+0.00051884i,-0.019721+0.00032464i,-0.011057+0.014725i,0.0017239+0.020261i,0.0037611+0.017399i,-0.0031239+0.013558i,-0.0060691+0.0103i,0.00042084+0.00063235i,0.0088333-0.014982i,0.015086-0.031861i,0.014522-0.042622i,0.0025659-0.030189i,-0.0048211-0.0025178i,3.2328e-05+0.012845i,0.0041403+0.012946i,0.0062627+0.0097408i,0.010694+0.0067197i
0.41636+0.049388i,0.36922+0.058349i,0.15556+0.03225i,0.027484-0.0052387i,0.01762-0.034442i,0.010897-0.038991i,0.0006872-0.0018367i,0.016069+0.022286i,0.028681+0.013839i,0.026803-0.0028222i,0.028466-0.013204i,0.040255-0.017925i,0.041362-0.025766i,0.019374-0.027648i,-0.015557-0.012613i,-0.045435+0.011007i,-0.051666+0.024009i,-0.035211+0.015646i,-0.019139+0.0019797i,-0.014871-0.00028675i,-0.013709-0.0017847i,-0.013482-0.0077347i,-0.013731-0.010045i
-0.48897+0.18569i,-0.5385+0.20131i,-0.37251+0.16079i,-0.17144+0.11431i,-0.049407+0.075622i,0.0047457+0.049536i,0.020181+0.035612i,0.027636+0.027741i,0.030098+0.015648i,0.015556+0.0054421i,-0.0089697+0.0024816i,-0.029956+0.0025263i,-0.037158+0.010348i,-0.027897+0.02772i,-0.0019759+0.039374i,0.025215+0.038241i,0.034974+0.030985i,0.029393+0.021108i,0.020828+0.0052288i,0.019149-0.0052759i,0.022122-0.0010377i,0.020521+0.0056123i,0.012712+0.0071535i
0.40394-0.37599i,0.48039-0.33373i,0.37234-0.12907i,0.20251+0.0059275i,0.080877+0.019038i,0.020004+0.0074053i,0.011572-0.0020452i,0.0072386-0.01909i,-0.012483-0.019876i,-0.02269-0.0031264i,-0.021422+0.011435i,-0.018423+0.015989i,-0.010094+0.008661i,0.0045522-0.01446i,0.010426-0.045462i,0.0066431-0.066421i,0.0003572-0.068408i,-0.010757-0.048294i,-0.0199-0.016836i,-0.022096-0.0027525i,-0.019648-0.0063009i,-0.012801-0.0080515i,-0.0040643-0.0054233i
-0.1181+0.58497i,-0.088907+0.58823i,0.0099933+0.32384i,0.060563+0.092389i,0.039115+0.031956i,0.029415+0.026294i,0.023192-0.0023234i,0.0053185-0.02195i,0.0023717-0.016489i,0.018139-0.0051659i,0.038456-0.001016i,0.043838-0.0015392i,0.028392+0.00322i,0.0063652+0.014635i,-0.012998+0.026546i,-0.027318+0.032886i,-0.03201+0.028921i,-0.020832+0.016545i,-0.0063682+0.0078192i,-0.0021262+0.0093863i,-0.0035822+0.010612i,-0.0058082+0.0059065i,-0.0062379-0.0020503i
-0.20005-0.69156i,-0.23536-0.81431i,-0.1924-0.62893i,-0.11327-0.35246i,-0.040082-0.16942i,-0.01218-0.084256i,-0.013004-0.040107i,-0.010752-0.00649i,-0.0028898+0.011016i,0.00073917+0.0094905i,-0.0018962-0.0034866i,-0.0077178-0.016278i,-0.01344-0.012719i,-0.012871+0.007181i,-0.00095116+0.030367i,0.0129+0.046557i,0.018942+0.05065i,0.01648+0.041642i,0.015576+0.024878i,0.022514+0.015018i,0.026235+0.015393i,0.020588+0.015276i,0.0096869+0.011956i
0.48763+0.52147i,0.47601+0.56826i,0.22803+0.39049i,0.037503+0.18614i,0.01335+0.056606i,0.022252-0.004987i,0.0040156+0.0016104i,0.00037685+0.0161i,0.001625+0.0088855i,-0.0080933+0.0036075i,-0.020576+0.0072965i,-0.023797+0.020539i,-0.00078257+0.025837i,0.029734+0.0002744i,0.033949-0.044785i,0.017301-0.073457i,0.0011623-0.068156i,-0.0079778-0.044948i,-0.012177-0.029423i,-0.015289-0.032466i,-0.013737-0.037946i,-0.0051541-0.030749i,0.0022173-0.017844i
-0.76294-0.13306i,-0.85533-0.020895i,-0.5762+0.1552i,-0.25733+0.20767i,-0.12505+0.1523i,-0.083533+0.1088i,-0.03433+0.070765i,-0.010279+0.034475i,-0.0055962+0.024289i,0.0091671+0.022768i,0.023808+0.016017i,0.024077+0.0073033i,0.0078318+6.4736e-05i,-0.014373+0.0050533i,-0.026529+0.025155i,-0.02127+0.038666i,-0.0060013+0.027451i,0.0021226+0.010041i,-0.0022016+0.0089161i,-0.0088475+0.020089i,-0.010337+0.025586i,-0.0088217+0.018651i,-0.0061027+0.0094577i
0.84105-0.22947i,0.99951-0.30522i,0.78177-0.23693i,0.44301-0.1112i,0.20125-0.03612i,0.082001-0.013303i,0.038565-0.012994i,0.019124-0.01673i,0.0050094-0.012415i,0.0037156-0.01218i,0.0055207-0.024459i,0.0042286-0.033821i,-0.0017445-0.027311i,-0.0040879-0.0071246i,0.0045469+0.012675i,0.011698+0.023373i,0.011596+0.026682i,0.0082088+0.022821i,0.0034072+0.018701i,0.00304+0.020364i,0.006598+0.016379i,0.0044678+0.005049i,-0.0019668-0.0047474i
-0.54314+0.56508i,-0.50642+0.59664i,-0.23279+0.2752i,-0.036172-0.01817i,0.025574-0.041916i,0.069372+0.0055246i,0.07309-0.0052466i,0.046575-0.0055708i,0.036348+0.0058098i,0.017421+0.0022758i,-0.011147+0.0023193i,-0.025107+0.01021i,-0.012531+0.016762i,0.014681+0.0021739i,0.026675-0.034217i,0.016013-0.061088i,-0.0017298-0.057947i,-0.0044342-0.035767i,0.012836-0.022809i,0.027006-0.03009i,0.022433-0.035106i,0.011672-0.022112i,0.0064362-0.0062627i
0.11434-0.88716i,-0.061052-1.0473i,-0.26236-0.74846i,-0.24147-0.35729i,-0.086977-0.19128i,-0.027264-0.14497i,-0.035783-0.07285i,-0.015575-0.012903i,0.0054281+0.0063482i,0.0061094+0.019768i,0.010205+0.035116i,0.02042+0.037795i,0.02008+0.02126i,0.00066957+0.0066862i,-0.023892+0.014548i,-0.027666+0.028441i,-0.012486+0.023052i,-0.0049662+0.0058865i,-0.013723+7.7232e-06i,-0.023968+0.01015i,-0.023338+0.02458i,-0.014651+0.02624i,-0.0058967+0.018595i
0.22902+0.87713i,0.29622+1.0169i,0.167+0.76303i,-0.009204+0.42495i,-0.061697+0.19593i,-0.04666+0.06124i,-0.031753+0.013102i,-0.013597-0.0090952i,-0.0077929-0.027098i,-0.0026251-0.022288i,0.00819-0.021159i,0.002984-0.024422i,-0.0086132-0.014011i,-0.010079-0.0010661i,-0.0019789+0.0036207i,0.004002+0.0036198i,0.00080483+0.0029311i,-0.0070118-0.0011429i,-0.01728-0.0057888i,-0.019003-0.0039668i,-0.0062765-0.004639i,0.0059919-0.011183i,0.0074801-0.018128i
-0.6218-0.51817i,-0.6919-0.39202i,-0.37257-0.042882i,-0.074269+0.12727i,-0.078331+0.11644i,-0.12527+0.12576i,-0.056554+0.096861i,-0.018048+0.033444i,-0.021523+0.017072i,-0.0094081+0.013489i,-0.0064994-0.0047529i,-0.016637-0.017681i,-0.019246-0.015063i,-0.0073642-0.003744i,0.005295+0.0011807i,0.0083396-0.0022229i,0.0053747-0.0059604i,0.0049751-0.003252i,0.017648+0.0054222i,0.030784+0.0077182i,0.02559+0.0036954i,0.0070856+0.0034887i,-0.0077486+0.0064492i
0.9142+0.15488i,1.1239-0.026575i,0.87125-0.22819i,0.49472-0.20964i,0.29494-0.061593i,0.19411+0.0025486i,0.092769-0.0051932i,0.031086-0.00027773i,0.018344+0.010569i,0.015681+0.013112i,0.00846+0.024731i,0.010445+0.041518i,0.016766+0.039093i,0.011732+0.025765i,-0.0021668+0.017979i,-0.014223+0.012824i,-0.018819+0.0093476i,-0.021429+0.0067534i,-0.026711+0.0012129i,-0.027383-0.00093603i,-0.017582+0.0017674i,-0.0014035+0.0025111i,0.0086479+0.0031943i
-0.83266+0.19408i,-0.90201+0.25231i,-0.59484+0.10635i,-0.26396-0.060411i,-0.055573-0.05962i,0.074027-0.016426i,0.084064-0.016062i,0.042492-0.0024664i,0.026753+0.0054692i,0.015058-0.0046885i,0.011653-0.011884i,0.012263-0.020315i,0.0059667-0.018833i,0.010323-0.014237i,0.022932-0.020764i,0.021097-0.025497i,0.0040742-0.016109i,-0.0065888+0.0025888i,-0.003177+0.010884i,0.0032883+0.0022099i,0.0076293-0.0088715i,0.0081618-0.010749i,0.0076227-0.011265i
0.51042-0.59707i,0.35108-0.70828i,-0.017524-0.41716i,-0.14164-0.096944i,-0.050905-0.0727i,-0.044587-0.12139i,-0.071246-0.058286i,-0.04666-0.00066407i,-0.037479+0.016558i,-0.037143+0.029423i,-0.02876+0.022262i,-0.025211+0.0077783i,-0.016151+0.0074544i,-0.0083075+0.014928i,-0.0092694+0.022532i,0.0021206+0.032608i,0.030396+0.031286i,0.047768+0.016049i,0.040321+0.011082i,0.018555+0.019318i,-0.0039029+0.023093i,-0.018139+0.017532i,-0.021846+0.011253i
-0.22654+0.83614i,-0.099975+1.0153i,0.071974+0.75035i,0.075457+0.35983i,-0.015995+0.14175i,-0.031848+0.064079i,0.0051382+0.03504i,0.027023+0.014335i,0.030848+0.010149i,0.033008+0.02221i,0.027086+0.028689i,0.0067556+0.03135i,-0.006102+0.027294i,-0.0049491+0.010679i,-0.006936-0.0076916i,-0.01425-0.024986i,-0.018173-0.037547i,-0.015653-0.044269i,-0.011607-0.049888i,-0.0063723-0.042008i,0.0079005-0.023968i,0.023416-0.011719i,0.027245-0.0059913i
-0.11603-0.75007i,-0.17624-0.75993i,-0.077801-0.44i,0.0083882-0.18697i,-0.067859-0.089634i,-0.10484-0.0021744i,-0.014113+0.01923i,0.033252-0.0095734i,0.035772-0.01042i,0.047786-0.012807i,0.05107-0.026756i,0.050255-0.032808i,0.040822-0.029851i,0.027583-0.01949i,0.021174-0.014162i,0.0015689-0.015481i,-0.032526-0.014625i,-0.053379-0.0031581i,-0.044165+0.013329i,-0.019276+0.015181i,-0.0056157+0.0052175i,-0.0067947-0.0077179i,-0.012689-0.022116i
0.50793+0.56093i,0.64951+0.44452i,0.45766+0.12093i,0.19731+0.033529i,0.13795+0.14842i,0.12679+0.11784i,0.036974+0.0093045i,-0.014222-0.011589i,-0.0078048-0.0033031i,-0.013647-0.0094291i,-0.036249-0.0087829i,-0.047691+0.0071209i,-0.035667+0.027306i,-0.021643+0.035733i,-0.017339+0.038832i,-0.0020884+0.048136i,0.022052+0.051016i,0.026228+0.035676i,0.0053383+0.018577i,-0.016185+0.015493i,-0.020954+0.016824i,-0.017601+0.016506i,-0.016928+0.02108i
-0.68978-0.31996i,-0.81507-0.22698i,-0.56568-0.040799i,-0.19635+0.027701i,0.041471+0.0059815i,0.10341+0.01744i,0.058205+0.041396i,0.021001+0.03771i,0.012095+0.010456i,0.0034829+0.0038724i,0.012103+0.020675i,0.022143+0.018349i,0.018203+0.00088416i,0.02325-0.013796i,0.032478-0.025075i,0.031605-0.037115i,0.022007-0.041233i,0.012821-0.027387i,0.013821-0.008788i,0.023543-7.2017e-05i,0.03055+1.24e-05i,0.028038+0.0028739i,0.025634+0.010012i
0.69038-0.022751i,0.71148-0.10842i,0.42883-0.099293i,0.18881-0.091201i,0.073228-0.19532i,-0.017892-0.22464i,-0.034626-0.1191i,-0.019641-0.057685i,-0.047523-0.033685i,-0.043222+0.0010806i,0.0025804-0.0011067i,0.028617-0.018071i,0.024393-0.017505i,0.002216-0.0066748i,-0.020346+0.0050636i,-0.038435+0.015769i,-0.043587+0.02673i,-0.027645+0.032229i,-0.0072546+0.026655i,-0.0016678+0.011807i,-0.012885-0.0032906i,-0.020657-0.014154i,-0.014321-0.025852i
-0.60495+0.31264i,-0.55492+0.38441i,-0.26825+0.18747i,-0.15623-0.027316i,-0.22572+0.0027617i,-0.1678+0.093503i,-0.0488+0.060859i,-0.018278+0.017878i,-0.0089362+0.030423i,-0.00093958+0.016543i,-0.036111-0.027444i,-0.076737-0.043963i,-0.077186-0.024874i,-0.049513+0.0013394i,-0.023333+0.013234i,-0.0036268+0.016064i,0.015089+0.01237i,0.024356-0.0064592i,0.017598-0.025919i,0.0071528-0.022694i,0.0080949-0.0019987i,0.012612+0.014639i,0.0053352+0.022068i
0.36916-0.50754i,0.22613-0.57536i,-0.075566-0.33498i,-0.19107-0.02945i,-0.070458+0.11632i,0.047079+0.11415i,0.068552+0.074817i,0.056676+0.069287i,0.07506+0.069701i,0.086478+0.051927i,0.065347+0.047936i,0.04576+0.051946i,0.042668+0.038023i,0.049963+0.0098806i,0.053155-0.017229i,0.044257-0.039711i,0.022616-0.063542i,-0.01138-0.066483i,-0.036876-0.031676i,-0.031684+0.0061921i,-0.0075975+0.014067i,0.010274+0.0011157i,0.016424-0.013909i
-0.097973+0.67349i,0.032587+0.83033i,0.17306+0.74822i,0.24142+0.588i,0.2569+0.35929i,0.1795+0.072016i,0.066784-0.072466i,0.039928-0.05972i,0.030172-0.030206i,-0.0023442-0.0031821i,-0.0088823+0.020691i,-0.0064599+0.032304i,-0.010275+0.041655i,-0.014307+0.038142i,-0.023322+0.024636i,-0.03149+0.020603i,-0.036037+0.028567i,-0.030165+0.035349i,-0.012257+0.02725i,-0.0022735+0.0051572i,-0.0069339-0.013336i,-0.011326-0.017277i,-0.0078224-0.014888i
-0.061752-0.6337i,-0.0041387-0.69751i,0.24354-0.55597i,0.42275-0.4623i,0.27642-0.37486i,-0.0035588-0.14304i,-0.11308+0.038651i,-0.069143+0.031241i,-0.019429-0.030389i,-0.0079845-0.049419i,-0.013926-0.048181i,-0.020562-0.048723i,-0.022211-0.039108i,-0.013237-0.012661i,0.001031+0.010845i,0.01371+0.015848i,0.024403+0.014785i,0.037364+0.013325i,0.047721+0.0033119i,0.037816-0.00026843i,0.017964+0.011484i,3.8753e-05+0.021204i,-0.018909+0.024643i
0.30838+0.4064i,0.28933+0.20065i,-0.019159-0.23491i,-0.31931-0.46295i,-0.29729-0.35518i,-0.053435-0.14373i,0.10791-0.014858i,0.07807-0.01828i,-0.015051-0.032667i,-0.022943+0.018888i,0.026281+0.05819i,0.050935+0.056186i,0.048937+0.031608i,0.029025-0.0034063i,-0.0019734-0.017011i,-0.027624-0.0060329i,-0.036521+0.002331i,-0.035756-0.0041143i,-0.03724-0.010444i,-0.027829-0.0088265i,-0.0032982-0.0093658i,0.021741-0.0183i,0.035552-0.03421i
-0.57269-0.25208i,-0.76276-0.047501i,-0.71663+0.33015i,-0.54377+0.55604i,-0.33598+0.46035i,-0.10457+0.16569i,0.051155-0.065272i,0.077604-0.068875i,0.061231+0.0044199i,0.017861-0.024454i,-0.056922-0.065703i,-0.099458-0.038326i,-0.092062+0.0059318i,-0.054626+0.033829i,-0.0017041+0.022067i,0.030034-0.015825i,0.022844-0.030164i,0.0014744-0.011656i,-0.0038213+0.020308i,0.0063436+0.036607i,0.0049718+0.027037i,-0.018021+0.016015i,-0.039717+0.019528i
0.5943+0.11683i,0.75268+0.12523i,0.78229+0.17686i,0.80781+0.23373i,0.6858+0.20803i,0.2958+0.13913i,-0.060179+0.11432i,-0.11012+0.12972i,0.02091+0.13735i,0.11543+0.12699i,0.15816+0.10852i,0.1894+0.075884i,0.17785+0.034515i,0.12046+0.010855i,0.061325+0.01109i,0.036399+0.0025795i,0.032041-0.032093i,0.013932-0.059955i,-0.017065-0.0576i,-0.040229-0.034328i,-0.038926-0.0059467i,-0.012007+0.010689i,0.020247+0.010118i
-0.50283+0.12097i,-0.48391+0.095514i,-0.29327-0.17603i,-0.20782-0.48239i,-0.17993-0.49005i,-0.032357-0.21068i,0.13411+0.03969i,0.15828+0.06147i,0.035403+0.010269i,-0.066633+0.041247i,-0.069676+0.051424i,-0.067525+0.031403i,-0.057857+0.058591i,-0.011838+0.059481i,0.0021708+0.01363i,-0.034345+0.0025543i,-0.064394+0.034815i,-0.050534+0.053375i,-0.0052886+0.0327i,0.035023-0.0021696i,0.047752-0.022556i,0.038982-0.013695i,0.023079+0.010552i
0.42728-0.31986i,0.34035-0.33574i,0.017854-0.076813i,-0.26912+0.23524i,-0.37317+0.3045i,-0.31598+0.14015i,-0.19544-0.047703i,-0.1612-0.077662i,-0.10742+0.032363i,0.057025+0.071951i,0.15948-0.0025412i,0.14533-0.086076i,0.083222-0.14374i,0.0011974-0.12604i,-0.034541-0.030923i,2.3785e-05+0.037019i,0.03596+0.03473i,0.038027+0.0086469i,0.01562-0.0049892i,-0.011683-0.0060311i,-0.017828-0.0060137i,-0.0067196-0.019817i,-0.0077681-0.040726i
-0.24177+0.4407i,-0.070718+0.47778i,0.26453+0.30834i,0.52539+0.16759i,0.56421+0.17163i,0.40851+0.18076i,0.22576+0.12219i,0.19237+0.026328i,0.19925-0.08624i,0.060917-0.12854i,-0.13979-0.058683i,-0.23447+0.060105i,-0.16898+0.14215i,-0.02128+0.1186i,0.049707+0.0087939i,0.0063004-0.070835i,-0.055095-0.07819i,-0.092217-0.049473i,-0.097736+0.0062911i,-0.061767+0.057697i,-0.021308+0.060452i,-0.013974+0.029977i,-0.023004+0.00051365i
