-0.00037003+0.0012501i,4.4866e-05+0.00031409i,-0.00071358-0.00045732i,-0.00036645-0.00018589i,-0.00010142+0.00064i,-0.00022701+0.0011444i,0.0002962+0.001364i,0.0015369+0.0011321i,0.0020697+0.0007026i,0.0024205-6.7432e-05i,0.0022842-0.00031805i,0.0014269-0.00028417i,0.00072426-0.00063965i,0.00064786-0.00094126i,-0.00012468-0.0010611i,-0.0011113-0.000692i,-0.00084822+4.6207e-05i,-0.00042185+0.00069349i,-0.00025439+0.0005887i,-0.00023974-0.00088123i,-0.00031012-0.0014761i,-0.00039371-0.0010203i,-0.0004181-0.00054601i
-0.0011996+0.00027958i,-0.0015992+0.0011791i,-0.001556+0.0020782i,-0.0011427+0.0020524i,-0.00045289+0.00030514i,-0.00018965-0.0010268i,-0.00010977-0.0011257i,0.00033563-0.00075255i,0.00072125+6.1423e-05i,0.0012141-0.00020948i,0.00092637-0.0011042i,0.00070828-0.00048856i,0.00043957-0.00011048i,0.00048394-0.00098967i,-0.00011771-0.00077649i,-0.00015494+0.00041213i,0.00019236+0.00050274i,0.00069334+0.00042403i,-2.9379e-05+0.0010124i,-0.00081637+0.00045743i,-0.00081233-0.00049862i,-0.00082056+0.00023375i,-0.00068813+0.00066676i
0.00028641+0.00038008i,8.2854e-05-0.00094456i,0.00166-2.0778e-05i,0.0022263+4.4746e-05i,0.001327-0.00093604i,0.00046533-0.00074981i,-7.3009e-05-0.00052414i,-0.00021749-0.00017047i,-0.00023698-3.6771e-05i,-0.00044799-0.00025045i,-0.00058737-0.00034831i,-0.00031522+2.9137e-07i,-0.00028635+9.6928e-05i,-0.00040194-0.0011877i,-0.00087638-0.0011042i,-0.00067754+0.00031222i,-9.135e-05+0.00073599i,0.00027257+0.00078319i,0.00055568+0.00085778i,0.00015311+0.00067038i,-0.00023381+0.00063386i,-0.00046139+0.00035818i,-0.00044015+0.00026199i
-0.00060748+0.002023i,-0.00010406+0.0014097i,0.0006902+0.0002321i,0.0010041-0.00039217i,0.0014432-0.0010296i,0.00148-0.0017561i,0.00035069-0.0012432i,-0.00052927+8.2299e-05i,-0.00049485+0.00021609i,7.7972e-05-0.00033716i,-5.5361e-05-0.00031254i,-0.00030183-0.00030914i,-0.00041725+9.5869e-06i,-0.00051497-0.00024974i,-0.00060684-0.00043019i,-0.00079973+0.00012865i,-0.000706+0.0006264i,-0.00050538+0.00091863i,-0.00043755+0.0010102i,-0.00020383+0.0003219i,6.7332e-05-0.00086174i,0.00012703-0.00098065i,-0.00040132+0.00034111i
-0.00071921-0.0013217i,-0.00021498-0.0013753i,9.4534e-05-0.00041395i,0.00019172+0.00052238i,-0.0002187+0.00071228i,-0.00014772+0.00044188i,0.00080246-0.00016219i,0.00072595-0.00048285i,-0.00028738-0.00028714i,-0.0006048-0.00012365i,-0.0005927-0.00097564i,-0.0001701-0.0010642i,0.00042341-0.00050655i,0.00039244-0.00093504i,-7.5135e-06-0.0013017i,-0.00053887-0.00054035i,-0.00079685+0.0005407i,-0.0010483+0.0002818i,-0.00045417-0.00021395i,0.00025075-4.9784e-05i,8.8754e-05-0.00019946i,-4.3383e-05-0.00069449i,0.00018016-0.00041315i
0.0014053+0.0019087i,0.0018584+0.0008344i,0.0025009+0.0010555i,0.0020267+0.00016311i,0.0010703-0.0017254i,0.0009406-0.0021618i,2.3237e-05-0.0018027i,-0.00081383-0.0019934i,0.00019892-0.0015967i,0.0012383-0.00043175i,0.00015823+0.00015171i,-0.00031261+0.00016356i,0.0001495+2.2797e-05i,-4.6835e-05+0.0002191i,0.00045651+0.0005519i,0.001241+0.00044294i,0.0011751+0.00028965i,0.00063463+0.00015886i,0.00050234+7.6255e-05i,0.0001213-0.0007924i,-0.00032486-0.0013172i,1.4971e-05-0.00072403i,-0.00015721-0.00066194i
-0.0013188+0.0005303i,-0.0015935+0.0023382i,-0.0015695+0.0031044i,-0.00059913+0.0025124i,0.0012642+0.0015482i,0.0019777+0.00022478i,0.0012291-0.00095487i,0.00033844-0.00038434i,-7.5304e-05+0.00082071i,-0.00028409+0.00060779i,-7.8465e-05-8.8135e-05i,-0.00032384+0.00023672i,-0.0010165+0.00016258i,-0.00043631-0.00092213i,-0.0001267-0.0012012i,0.000166-0.0011859i,0.00048865-0.0007658i,-0.00037452+0.00039947i,-0.00085009+0.00050346i,-0.00064611+0.00010507i,-0.00080548+0.000279i,-0.00068864+0.00097131i,-9.05e-05+0.00098467i
-0.00045111+0.00052084i,-0.00031616-1.1425e-05i,-0.00081547-0.00074372i,-0.00035324-0.00050551i,0.0011748+0.00042083i,0.0011932+0.00061739i,0.00031691-0.00024074i,0.00091579-0.00079443i,0.0011218-0.00024943i,-0.00050767+0.00022088i,-0.00060154+4.0066e-05i,-6.5695e-05-0.0007211i,-0.0005371-0.00024947i,-0.00044105+0.00039173i,0.00017086-8.751e-05i,0.00097959-0.0002237i,0.00047425+0.00011507i,-0.0002499+0.00018711i,0.00043364-0.00042346i,0.0012836-0.00033427i,0.00059912-0.00035496i,-0.00082415-0.00093725i,-0.00084017-0.00070111i
0.0025835+0.0027001i,0.0038915+0.0023082i,0.0043713+0.00065308i,0.0032193-0.0012072i,0.0013367-0.0025333i,-6.0767e-05-0.0022011i,-0.00088137-0.0013436i,-0.00066281-0.0017087i,0.00027501-0.002257i,0.001353-0.0018767i,0.0010262-0.0012833i,0.00015358-0.00026989i,6.2353e-05+0.00065746i,0.00052306+8.8071e-05i,0.00014666+0.00019483i,-0.00081023+0.0003745i,-0.00084874+0.00036309i,-0.00057385+0.00081328i,-0.00078305+0.00041884i,-0.00094254-0.00035145i,-0.00041738-9.3043e-05i,-0.00032999+0.00082182i,-0.00066479+0.00089972i
-0.0013668+0.001936i,-0.0011282+0.0017843i,-0.00040932+0.0018356i,0.00027052+0.0011282i,0.0010714-0.00037057i,0.00099526-0.00088519i,0.00028275-0.00046919i,0.00013119-0.00051883i,0.00055504-0.00067255i,0.00022267-0.0011717i,-0.0007558-0.0012118i,-0.0011507-0.0011195i,-0.00063537-0.0010496i,0.00021574-0.00068032i,3.7085e-05+0.00024121i,-0.001128+0.00064825i,-0.00091455-0.00015282i,0.00012297-0.00076696i,0.00070275-6.6922e-06i,0.00061597+0.00044102i,0.00040065+0.00010365i,0.0008553+9.6716e-05i,0.001175+0.00060918i
-0.00023211-0.0011438i,-0.00072482-0.0012197i,-0.00022086-0.0020653i,-0.00023742-0.002196i,-6.8952e-05-0.0010732i,-9.6243e-06-0.00066548i,-0.00036839-0.00062508i,-0.00034437-2.9603e-05i,-0.00010595-0.00010591i,0.00036423-0.0009241i,-0.00015022-0.00068526i,-0.00010307-0.00059265i,0.00038094-0.0011396i,-0.00032965-0.0005326i,-0.00080738+8.5873e-05i,8.3709e-05-0.00022267i,0.00055927+0.00033771i,0.00015839+0.00047885i,-0.00059838+0.0003438i,-0.00045465+0.00059546i,-1.6689e-05+0.00044155i,-0.00042014-8.9008e-05i,9.7538e-05-0.00014239i
-5.4569e-05+0.0020614i,0.00079274+0.0023828i,0.0013834+0.0025784i,0.00084116+0.0012876i,2.5485e-06-0.00012181i,6.4069e-05-0.0010757i,0.00045321-0.00059475i,0.00016074+0.00013897i,0.00042021+0.00022474i,0.00074391-0.0003099i,-9.6879e-05-0.00041545i,-0.00024156+0.00052453i,0.0013098+0.0001088i,0.0016477-0.00022198i,0.00032235+0.00058089i,-0.0010346-4.4311e-05i,-0.001145-0.0004487i,-0.00064954+0.00057619i,-0.00062594+0.00064319i,0.00020297-0.00026501i,0.00066265-0.00025575i,0.00020689+0.00058618i,-0.00060346+0.00056996i
0.0011654+0.00096979i,0.0012476-0.00013698i,0.0019974-0.0010427i,0.0021624-0.0015233i,0.002076-0.0024261i,0.0013511-0.0022406i,-0.00012831-0.0013235i,-0.00086255-0.0010676i,-0.00045245-0.0011533i,0.00035798-0.0012727i,-4.4554e-05-0.0012225i,-0.00013128-0.0011157i,0.00013497-0.00079756i,-0.0002265+0.0002031i,-0.00031143+0.0007702i,0.00035427+0.00066175i,0.00049542+0.00078454i,0.0003561+0.00095769i,0.00060619+0.00099293i,0.00074064+0.00021301i,0.00020935-0.00086425i,-0.00023452-0.00026323i,-6.3493e-05+0.00058589i
0.001007+0.00015005i,0.00049271-0.00028013i,0.00079348-0.00019075i,0.00014042+0.00021606i,-0.00083464-6.1502e-05i,-0.00061102-0.00069576i,0.00049131-0.0014107i,0.00093215-0.0014216i,0.00037336-0.0015075i,-6.7234e-06-0.0014292i,0.00020845-0.0011093i,0.00023347-0.00056219i,-5.5132e-05-9.7039e-05i,-5.9142e-05-0.0002415i,-0.0005038-0.00048193i,-0.0011805-0.00020956i,-0.00076535+0.00011368i,-0.00068852+0.00051436i,-0.00035077+0.0005371i,0.00012946+0.00020882i,-7.811e-05+2.6303e-05i,0.00016498+0.00013294i,0.00021752+0.00012735i
0.0011177-0.00074526i,0.0016594-0.00024277i,0.0029288+0.00023909i,0.0026962-0.0016148i,0.0010627-0.0026821i,-0.00061462-0.0021393i,-0.001582-0.0013722i,-0.00069108-0.00083278i,0.00078567-0.00098037i,0.00073991-0.0016145i,0.00081439-0.0011507i,0.00088476+0.00050004i,0.00069225+0.0012993i,0.00038115+0.00023309i,-4.9312e-06-0.00044604i,-4.6367e-05+2.4663e-05i,0.00038538-1.6948e-05i,0.00021339-0.00016792i,-0.00039627-5.2886e-05i,-0.0004632-0.00014958i,-0.00027972+0.00013683i,-0.00078876+0.00044839i,-0.00066688+0.00060398i
-0.0014715+7.5882e-05i,-0.0013647-9.1295e-05i,-0.0021192-1.5747e-05i,-0.0015272+0.00057333i,-0.00025548+4.3977e-05i,1.3333e-05-0.00061279i,0.00021102-0.00099795i,0.00027554-0.00058154i,-2.2378e-05+0.00033617i,-0.00025931+8.9194e-05i,-0.00048506-0.00025156i,-1.7076e-05+0.00021203i,0.00094969+0.00039716i,0.00099096+8.679e-05i,0.0003178+0.00018605i,-0.00031349-0.00043386i,-3.4534e-05-0.00078612i,0.0002889-0.00022973i,0.00010066-0.00045862i,0.00020525-0.0007359i,6.5613e-05-0.0002854i,-0.00029427-0.00065654i,-0.00046565-0.0004749i
-0.00094873+0.001341i,-0.0013491+0.0012255i,-0.00081974+0.0022272i,-0.00025838+0.0021988i,-0.00012652+0.0010502i,-0.00025846-0.00036897i,-6.9696e-06-0.0013153i,5.5158e-05-0.00068464i,-0.00026461-0.00012669i,-0.00041393+0.00014526i,-0.00048613+0.00040401i,-0.00070769+0.00086488i,-0.00069802+0.00084705i,-0.00021433+0.00035574i,-1.9955e-05-0.00031845i,1.1099e-05-0.00091708i,1.862e-05-0.00033184i,-0.00028413+0.00024021i,-0.00023326+0.00043852i,0.00019932+0.00034102i,0.00043646-0.00017227i,0.00056878-0.0003815i,0.00013542-0.0004479i
0.0010242+0.0023135i,0.0031415+0.0025089i,0.0040271+0.0020067i,0.0036844+0.00066287i,0.0030123-0.00063287i,0.0019818-0.001761i,0.00055532-0.0015405i,0.00031515-0.00083597i,0.00093043-0.00050843i,0.00054904-0.00051763i,-4.0416e-05-0.00061711i,0.00020754-0.00061073i,0.00042074-0.00068108i,0.00029179-0.00046927i,-0.00057786+0.00012395i,-0.00019256+0.00049089i,0.00084068+0.00013712i,0.00090687-0.00025449i,5.509e-05+0.00012054i,-0.00055228-0.0001595i,-0.00026008-0.00039466i,-0.00048954+0.00035646i,-0.00067696+0.00016364i
-0.00052774+0.0018906i,0.0005451+0.0019521i,0.0016883+0.0010214i,0.0019801+5.4414e-05i,0.0014443-0.0012014i,0.0010357-0.0014409i,0.00080649-0.00054059i,0.0011526+0.00015784i,0.00103+0.0005566i,0.0011763-0.00026507i,0.00096317-0.0011068i,0.00068096-0.00077649i,0.00079821+3.4467e-05i,0.00021789+0.00013287i,-0.00031008+0.00027496i,-0.00013318+0.00043749i,-0.0003377+0.00039426i,-0.00051857-0.00012623i,-2.484e-05+0.00015267i,-0.00019954+0.00050108i,-0.00046038-0.00020549i,3.3242e-05-0.00028484i,-2.0868e-05+0.00045604i
0.001515-0.0015375i,0.0013102-0.0028749i,0.00056284-0.002758i,-0.00053823-0.0024844i,-0.00089973-0.0025773i,-0.0002768-0.0019473i,0.0005894-0.0016203i,0.00022228-0.0007823i,-0.00022134-0.00060992i,-0.00079857-0.0010021i,-0.0010438-0.00080382i,-0.00041687-0.00029958i,-0.00023912+0.00043984i,0.00025796+0.00085465i,0.00063682+0.00054151i,0.00014319+1.7492e-06i,-0.00060216-0.00024347i,-0.0004872+0.00026979i,0.00015296+0.00087415i,-0.00054276+0.00080811i,-0.001302-0.00052847i,-0.0008279-0.00059987i,-0.00077747-0.00025859i
-0.00034036+0.0011431i,-0.00059096+0.001763i,-0.00046428+0.00065636i,9.3503e-06-0.00089384i,-4.2105e-05-0.0011125i,-0.00019227-0.00043419i,-0.00028405-0.00014785i,0.00010956-0.0002232i,0.00050781-0.00044971i,0.0005377-0.00081295i,0.00016288-0.0010982i,8.2606e-05-0.0014239i,0.00059589-0.00087763i,0.00017483+0.00031746i,-0.00012578+0.00056459i,0.00056902-0.00026241i,0.00048711-0.00021357i,9.8834e-05+2.8965e-05i,-0.00023437+0.00062368i,-0.00037072+0.00081322i,0.00069465+0.0001406i,0.0010144+1.4295e-05i,0.00023615+0.00023856i
-0.0013474-0.0027118i,-0.0025238-0.0036997i,-0.0036101-0.0032749i,-0.0030741-0.0015962i,-0.002281-0.0010307i,-0.00109-0.0011738i,0.00077318-0.0012997i,0.00085637-0.0019887i,-0.0001671-0.0017702i,-0.0006-0.00073432i,-0.00089251-0.00043421i,-0.0005505-6.5001e-05i,0.00023316+0.00035969i,5.7203e-05-2.1299e-05i,-2.4813e-05-0.00013709i,-0.00029279+0.00051487i,-0.0010583+0.00066635i,-0.00030687+7.0249e-05i,0.00054073-0.00030746i,0.00030347+7.0864e-05i,0.00023173+0.00011155i,0.00041907-0.00039878i,0.00037051-0.00022843i
-0.00077926+0.00091088i,-0.00013079+0.00206i,-0.00041885+0.0028547i,0.00010583+0.0015492i,0.000565-1.4533e-05i,0.00014397-0.00031298i,0.00030275-0.00053843i,0.00052732-0.0009471i,0.00037918-0.00046832i,0.00027857+0.00012073i,0.00048247+6.0861e-05i,0.00065891-0.00037301i,0.00018767-0.0009014i,-7.6496e-05-0.0012045i,-0.00056196-0.00082464i,-0.00081314+0.00050851i,-0.00092983+0.0010784i,-0.00079774+0.0006696i,0.00080883+0.00044278i,0.001292+0.00017075i,0.00065859-0.00033823i,0.00015044-0.00063547i,-0.00011456-0.00064745i
-0.0024467-0.0005943i,-0.0015214-0.00087382i,0.00054074-0.00013434i,0.0018956-8.1772e-05i,0.0011935-0.00038295i,0.00055639-0.00054949i,0.00060676-0.00065987i,0.00025689-0.0007106i,0.0010779-0.0012785i,0.0012841-0.002164i,0.00048727-0.0017164i,0.00012148-0.00094955i,6.0353e-05-0.00062556i,-0.00029212-0.0010351i,-0.00049011-0.0010603i,-0.00013846-0.00017658i,-0.00025205+0.00046109i,-0.0001074+0.00039804i,0.00115+0.00024307i,0.0010337+0.00073621i,0.00049012+0.001043i,0.0008122+0.00041523i,0.00090875-0.0007729i
0.0038698-0.0010164i,0.0029817-0.0024075i,0.0017633-0.0041659i,0.00086469-0.0043131i,0.00046511-0.0034566i,-9.5115e-05-0.0019226i,-0.00086928-0.0011178i,-0.00093276-0.0011912i,-0.00033666-0.00092731i,0.0001337-0.00056356i,7.5098e-05-0.00036325i,8.3657e-05-0.00017036i,-0.00015197+0.00012871i,0.00032506+0.00033174i,0.00094235-0.00019932i,0.00051006-0.00064172i,-0.0005116-0.00027045i,-0.00096982+0.00013461i,-0.00064884+0.00056466i,0.00010557+0.00033706i,-0.00020595-0.00013779i,-0.00078705+0.00011241i,-0.00076087+0.00069984i
-1.1094e-05+0.00042469i,-4.6511e-05+0.00028726i,0.00020693-0.0007023i,0.00011339-0.001481i,-0.00082036-0.0022212i,-0.0017727-0.0027665i,-0.0014956-0.0017563i,-0.00048818-0.0003106i,2.391e-06-0.00081768i,-0.00017231-0.0015983i,-0.00046408-0.0008146i,-0.00077697+0.00015786i,-0.00034946+0.00042196i,0.00038596+0.00068i,0.0008995+0.00050634i,0.00025184-0.00031301i,-7.1764e-05-0.00081233i,0.00037485-0.00026387i,0.00016826+0.00058225i,-0.00073364+0.00045769i,-0.00066165+1.6215e-05i,-0.00040172-0.00026913i,-0.00035823-0.0004167i
-0.00063659-0.00049616i,-0.0006665-0.00042437i,-0.0017103+0.00039721i,-0.0019029+0.00014808i,7.0154e-05-0.0012026i,0.0012029-0.0017121i,0.00055893-0.00069779i,-0.00021304-0.00046963i,-2.9398e-05-0.0010471i,0.00058681-0.0013818i,0.00015932-0.0015276i,8.4657e-05-0.0012781i,0.00040753-0.00072142i,0.00052251-0.00025884i,7.9247e-05-9.3986e-05i,0.00011067-0.00087014i,5.4174e-05-0.00022126i,-0.00081429+0.00067704i,-0.00050783+0.00054816i,0.00036953-6.8239e-05i,0.0010406-0.00010266i,0.0010769+0.00025834i,0.00047887+7.5014e-05i
0.0032185-1.1487e-05i,0.0023441-0.00034044i,0.0015804-0.00047146i,5.1321e-05-0.00081728i,-0.0012611-0.0010272i,-0.0010889-0.00017882i,0.00013159-0.00029997i,0.00050145-0.00077403i,0.00030461-0.0013118i,6.1145e-05-0.0010158i,0.00019587+0.00011863i,0.00037303+0.00081675i,0.00017917+0.00031888i,0.00030947-0.00082655i,0.00066686-0.00031903i,0.0004381+0.00046038i,0.00066737+6.4355e-05i,0.00081146+5.523e-05i,0.00040683+0.00029588i,0.00016045+0.00012488i,0.00014724+1.3398e-05i,0.00017505+0.00011379i,-0.00048873+7.1728e-05i
-0.0012743-0.00064735i,-0.0014889-0.00083604i,0.00012167-0.00092253i,0.00028907-0.0012869i,-2.6778e-06-0.00071703i,-0.00053617-0.00054127i,-0.00023741-0.00061067i,0.00090279-5.4442e-05i,0.00086631+0.00019573i,-0.00013115+0.00024552i,-0.00056259-0.00014169i,8.1156e-05-0.00085789i,0.0010861-0.00088042i,0.00060417-0.00052038i,7.2357e-05-0.00057981i,0.00060692-0.00021735i,0.0008892+0.00066617i,0.0010052+0.00094327i,0.00088726+0.00059447i,0.00024641+0.00035256i,-6.4344e-05+5.2822e-05i,-0.00035738-0.00069331i,-0.00013048-0.00071474i
0.0026639-0.0029663i,0.00067433-0.0025335i,-0.0020219-0.003661i,-0.0030392-0.0035882i,-0.0033578-0.0019702i,-0.0020554-0.0005925i,1.2082e-05-0.00070459i,0.0001275-0.00089562i,-0.00011617-0.00092591i,-0.00029739-0.0013869i,-0.00062447-0.0013758i,-0.00077983-0.00021983i,-0.00056553+0.00058249i,0.00022251-6.6511e-05i,0.00040961-0.00089335i,6.746e-05+5.6711e-05i,-0.00047097-3.0186e-05i,-0.00017905-0.0014275i,0.00020656-0.00053126i,0.00011726+0.0011037i,-0.00051554+0.0012091i,-0.00061349+0.00033448i,0.00012492-0.00022851i
-0.002418-0.0016606i,-0.0035404-0.0010204i,-0.0031937-0.00095882i,-0.0032734+0.00069955i,-0.003243+0.00156i,-0.0018454+0.00099069i,-0.00078024+2.2265e-05i,-0.00083822-0.00038075i,-0.0013771-0.00087107i,-0.0011807-0.0013605i,-0.00049375-0.00072411i,-0.00013894+0.00028868i,-0.00015943+9.1999e-05i,-0.00033679-0.00074843i,-0.00052649-2.2996e-05i,6.1757e-05+0.00045046i,0.00065128+5.1466e-05i,0.00070117+9.7897e-05i,0.00066915+0.00087207i,0.00049638+0.0010592i,0.00026121+0.00069731i,-5.2502e-05+0.00030002i,-0.00037158+0.00023388i
-1.546e-05+0.0012824i,0.00028385+0.00077012i,0.00038494+0.0011198i,0.0017052+0.0010758i,0.0020887+0.00083626i,0.00087089-0.00025887i,-9.8879e-05-0.00077202i,0.0001541+0.00011286i,0.00023394+0.00043983i,0.0003427-0.00050516i,0.00071512-0.00054i,0.0010285-0.00027125i,0.0011453-0.00083431i,0.0011361-0.0010381i,0.00048076-0.0002931i,-0.0001728+0.00024123i,-0.00016802+0.0005801i,0.00011006+0.00056974i,4.4168e-05-0.00012599i,-0.00015613-0.00057364i,-0.00054863-0.0002682i,-0.00055913-4.1254e-05i,0.00037686-0.00033295i
-0.0016633-0.00059602i,-0.00020869-0.00043245i,0.00096959-0.00024719i,5.4844e-05-0.00063289i,-0.00059677-0.00099692i,0.00059879-0.00076555i,0.00078439+0.00024061i,-0.0002597+0.00041607i,0.00011378-8.0963e-05i,0.0008291+6.4602e-06i,0.00074998+6.95e-05i,0.00027488+0.00023462i,0.00014516-6.0067e-05i,0.00040229-0.00042806i,0.00094535-0.00023341i,0.00099987-9.4835e-05i,-0.00012509+0.00028692i,-0.00029276+0.0006754i,0.00033838+0.0010057i,0.00103+0.00032804i,0.0014081-1.6423e-05i,0.0010023+0.00029036i,0.00013746+0.00036037i
-0.0021649+0.00040107i,-0.0011217+0.0012869i,-0.0008763+0.0017987i,-0.00025545+0.0017358i,0.00062734+0.0013101i,0.00077547+0.00075528i,0.0009428-9.5392e-05i,0.0005397-0.0002899i,5.4456e-05-0.00023151i,0.00088667-0.00048385i,0.00087926+6.5052e-05i,5.1891e-05+0.00050619i,6.8776e-05+0.00022291i,0.00048972+0.0001311i,-5.3101e-05+0.00049803i,-0.0011013+0.00073543i,-0.00082311+0.00035855i,-0.00042563+0.00039344i,-0.000497+0.00075578i,-0.00071917-0.00050122i,-0.0013003-0.0012861i,-0.0009824-0.00051644i,-0.00029741+0.00023986i
-6.0378e-05+0.0016045i,0.0010952+0.0014675i,0.0010108+0.00073826i,-9.0626e-05+0.00018219i,-0.00011658-0.00080336i,0.00039396-0.0013608i,0.0008022-0.0011159i,0.00085017-0.00093472i,0.00048406-0.00090794i,0.0001835-0.00097315i,-0.00047478-0.00074066i,-0.001168-0.00058458i,-0.00078037-0.00013753i,-5.2438e-05+6.4555e-05i,-0.00016098-4.8156e-05i,-0.00062926-0.00056649i,-0.00073969-0.0012063i,-0.00031645-0.0010442i,0.00044001-0.00063001i,0.00073141-0.00032093i,0.00058882+0.00015574i,0.00030626+0.00058955i,-0.0002095+0.00030803i
0.0016689+0.00071107i,0.0009078-0.00046723i,0.00020853-0.0021026i,0.00025522-0.0021786i,-2.3128e-07-0.0019111i,-0.00058644-0.0020008i,-0.00060464-0.0016742i,-0.00047935-0.0010572i,-0.00032166-0.0005636i,8.5529e-05-0.00054144i,0.00060883-0.0006606i,0.00081095-0.00039542i,0.00030883-0.00013111i,0.00015855+0.00030508i,0.0006383+0.00060761i,0.0003656-0.00011864i,-0.00024587-0.00083232i,-0.00070331-0.00093456i,-0.00056432-0.00090655i,0.00023309+0.00013482i,0.00016304+0.00070972i,-6.2976e-05+0.00090059i,-2.0212e-05+0.0011747i
0.0010881-0.0008346i,0.001005-0.0013016i,0.00047387-0.0012424i,-0.00084676-0.0013778i,-0.0010448-0.0025393i,-0.00084022-0.002124i,-0.00054555-0.0013694i,8.8333e-05-0.0010532i,-3.076e-05-0.0009211i,0.00016874-0.0010914i,1.8128e-05-0.00040603i,-0.00039985+8.2635e-05i,-0.00031492+0.00015743i,-0.00068461-0.00018828i,-0.00055612+5.3711e-05i,-0.00045376+3.6388e-05i,-0.0011074+1.709e-06i,-0.00054179+0.00053049i,0.00073055+0.00066532i,0.00037282-0.00016742i,0.00016705-0.0010673i,0.00058636-0.00090231i,-0.00026039-0.00032941i
-0.00030651+0.0020391i,-2.0733e-05+0.0017968i,-0.00020981+0.0016906i,0.00022434+0.00083068i,0.0011749+0.00032479i,0.00092111+8.0166e-05i,0.00018198-1.8223e-05i,0.00032936+0.00014172i,0.00065442-7.8031e-05i,0.00082905-0.00059176i,0.00026541-0.00055048i,0.00041485-0.00044879i,0.00081608-0.00034897i,6.4163e-05+0.0005353i,-0.00051619+0.00073348i,-0.00032748+0.00037031i,0.0002191+0.00062286i,0.00013556+0.00035393i,0.00014338-0.00028463i,0.00020808+0.00029274i,0.00011064+0.0010361i,-0.00035202+0.00043273i,-0.0007889-3.2244e-05i
-0.00022646+0.0018989i,0.00010107+0.0022854i,0.0014941+0.0019798i,0.002233+0.001872i,0.0017085+0.00067369i,0.00073622-0.00072169i,0.00044502-0.00094363i,0.0001211-0.00097261i,-0.00025878-0.0010648i,-0.0002862-0.001184i,-0.00021745-0.0004149i,-0.0003262+0.00057393i,-0.00077493+0.00056484i,-0.001072-0.00063554i,-0.00063376-0.0011097i,-0.00038865-0.00062574i,-0.00094902+0.00020478i,-0.0013851+0.00071782i,-0.00064796+0.00064934i,0.00037056+0.0005963i,0.00011596-3.1414e-05i,-0.00051432-0.00015732i,-0.00062441+0.00027754i
0.00027911-0.0016027i,0.00042327-0.0026943i,0.00087934-0.0025166i,0.0012994-0.0021794i,0.00073361-0.0020363i,-0.000134-0.00111i,-0.00015059-0.00016828i,-0.00029616-0.00065629i,0.00016442-0.0012433i,0.00074019-0.00068779i,0.0006061+0.00023375i,0.00054191+0.00060638i,0.0010523+0.00035413i,0.0013133-1.0334e-05i,0.00082704-5.9259e-05i,0.00089919+2.0429e-05i,0.00091129+2.1352e-05i,0.00036481-0.0003975i,0.0007986-0.00094934i,0.00093231-0.00037237i,-0.00075476-0.000269i,-0.0014337-0.00074285i,-0.0008884-0.00049411i
-0.00038017+0.00032351i,-0.0011914-0.00012068i,-0.0021808-0.00070756i,-0.0022487-0.00060988i,-0.0011797-0.00063099i,-0.0003702-0.00084913i,0.00017456-0.0012481i,0.00031594-0.0013321i,-0.00042255-0.001686i,-0.0006952-0.0017702i,-0.00052713-0.0015644i,-5.9892e-05-0.0017117i,0.00032942-0.0014956i,0.0004004-0.0012947i,-0.00020323-0.0012213i,-0.00064691-0.00058435i,-0.00019911+0.00016952i,0.00026629+0.0001601i,-0.00020265+7.3739e-05i,-7.4263e-05+0.00051065i,8.4404e-05+0.00017291i,-0.00084085-0.00036839i,-0.00085798-7.3514e-06i
0.0018502-0.0019605i,0.001246-0.0024289i,0.0012747-0.00094826i,0.00076822-0.00033926i,-0.00071479-0.00075489i,-0.0017165-0.0003875i,-0.0013587-0.00049181i,-0.00042284-0.0012001i,6.0985e-05-0.001536i,-1.6645e-05-0.0011771i,-0.00045444-0.0011054i,-0.00058404-0.0012089i,0.00085179-0.00067314i,0.0013851-0.00017164i,7.2571e-05+0.0008322i,-0.0003914+0.00039608i,0.00043563-0.0008038i,0.00090074-0.00074085i,0.00036739-0.00041549i,-2.6991e-06-0.00052187i,-4.8906e-05-0.0010695i,0.00032848-0.0008429i,-4.4404e-05-6.9232e-05i
0.0011635+0.00070158i,0.0016752+0.0017456i,0.0010279+0.0007505i,0.00085339+0.00037254i,0.0014163-2.6439e-05i,0.001361-0.00082703i,0.00075937-0.00068938i,0.00043859-4.768e-05i,0.00031544-0.00011209i,0.00042075-0.00088792i,-1.2682e-05-0.0010324i,-0.00061277-0.00029292i,-0.00060013-0.0003103i,-0.00014618-0.00035593i,0.00065041-0.00011929i,0.00094792+0.00046429i,0.00085453+0.0010405i,0.00088532+0.00083923i,0.00077489+0.00065033i,0.00026608+0.00039596i,-0.00012095-0.00017961i,-5.5755e-05-0.00060886i,0.0003198-0.00095336i
-0.003311-0.00073753i,-0.0032077+0.00056118i,-0.002413+0.00067415i,-0.0013964-0.00022474i,-0.00044989-0.0001713i,0.00039406+3.5448e-05i,0.00081529-0.00057151i,0.00070013-0.0010443i,0.00098004-0.0014978i,0.00073652-0.0012804i,-0.00057876-0.00077053i,-0.00049554+3.1752e-05i,-0.00010281+0.00093241i,-0.00046969+0.00056334i,-0.00026069+0.00066859i,0.00024207+0.00084665i,-0.00013476+0.00051302i,-0.00079833+0.00037764i,-0.00076842+0.00010709i,-0.0001607+0.00060825i,0.00022235+0.0011903i,8.8746e-05+0.00057491i,0.0002655-0.00027502i
