-0.0010106-0.0014519i,-0.0018382-0.0021772i,-0.0026313-0.0030907i,-0.0028104-0.0020593i,-0.0013926-0.0010789i,-5.2205e-05-0.00069945i,0.0003173+0.0001961i,0.0003718+0.00041747i,4.8362e-05+0.00023651i,0.0005476+0.00057291i,0.00060654-6.9864e-05i,-0.00074027-0.0005567i,-0.0015036-0.00023954i,-0.00087478+0.00013542i,4.6154e-05+0.00021878i,0.00045141-0.00042292i,0.00029442-0.00018194i,0.00042899+0.00046267i,0.00050577+0.00032475i,5.1354e-05-0.00017333i,6.2006e-05-0.00027582i,0.00018749+0.00010994i,0.00052519+0.00052396i
5.0818e-05+0.00021204i,-0.0002953+0.0003253i,0.00081921+6.699e-05i,0.0012631-0.0012721i,0.00049475-0.0021013i,0.00023834-0.00185i,-6.899e-05-0.0012039i,-0.00019275-0.00066959i,0.00019872-0.00055265i,0.0002702-0.00079911i,9.5503e-05-0.00080302i,-9.7867e-05-0.00037492i,0.00024528+0.00016409i,0.00030527-0.00038634i,-0.00045254-0.0012057i,-0.00097454-0.0011024i,-0.00029809-0.00077757i,0.00065273-0.00039946i,0.00022604-0.00077748i,-2.2783e-05-0.00036738i,4.5715e-05+2.7607e-05i,0.00023745-0.00053235i,0.00031177-0.00035087i
0.00031505-0.00040293i,-9.8143e-05+0.00098124i,-0.00030873+9.3274e-05i,2.8436e-05+9.2197e-06i,0.00019194+0.00085557i,0.00013392+0.00077001i,9.2548e-05+1.9281e-05i,-0.00050736-0.00085932i,-0.0011191-0.00077119i,-0.00086079-0.00024343i,-0.00069496+0.00041598i,1.4957e-05+0.0010895i,0.0010772+0.0011532i,0.0012367+0.00092692i,0.0011372+0.00066163i,0.00074885+0.00043116i,-0.00025243+0.00083075i,-0.000827+0.00047353i,-0.00064995+8.4927e-05i,1.3611e-07+0.00086201i,1.7146e-05+0.0015072i,-0.00017255+0.0011811i,0.00020479+0.00041797i
0.00016622-0.00057291i,-0.00070964-0.0016384i,-0.00095435-0.0018296i,8.2566e-05-0.00088423i,0.00026089-0.00069198i,-0.00023114-0.00058507i,-0.0005988+0.00015157i,-0.00088571-0.00035085i,-0.00013514-0.0002374i,0.000157+9.2108e-05i,-0.00046505+0.00034554i,-0.00012861+0.0007108i,0.0003511+0.00043031i,0.00052577+0.00064963i,0.00055256+0.0012454i,7.5179e-05+0.00064769i,0.00014261-0.00020285i,0.00032167-0.00037795i,-0.00010253+0.00032663i,0.00013148+0.00039111i,0.00047434-3.9705e-05i,-0.00013631-0.00038128i,-0.00015685-0.00057035i
-0.00040289+3.4596e-05i,0.00027611+3.9596e-05i,0.0010355+0.0004857i,0.0012071+0.00055269i,0.0012739+4.0163e-06i,0.00057545-0.00048266i,-0.00030298+0.00010367i,1.0295e-05+0.00026274i,0.00072567-0.0004379i,0.00054176-0.0011454i,-0.00045457-0.00085964i,-0.00058325-2.7726e-05i,-0.00040378-0.00011531i,-0.00037057-0.00048765i,-0.00042054-0.00033692i,-0.0011762-0.00025665i,-0.0011669+0.00025134i,0.00021399+0.00084656i,0.001054+0.00083382i,0.00069034+0.00033483i,0.00076259-0.00095876i,-0.00025523-0.0010389i,-0.00053758-0.00053515i
-0.00090487+0.0018415i,-0.0004802+0.0012231i,-0.00020503-0.00051932i,0.00070906-0.0013486i,0.001704-0.00081285i,0.0015088-0.0010728i,0.00038977-0.00094587i,-0.00047249+9.6568e-06i,-0.00052661+0.00025891i,6.7398e-05+0.00023311i,-0.00024632+0.00046251i,-0.00020938+0.00036745i,-8.2408e-05-0.00016331i,-0.00064143-0.00058008i,-0.00042821+0.00018387i,-0.00036989+0.00090225i,-0.00052595+0.00078774i,-0.00017435+0.00099888i,-0.00041115+0.00072409i,-0.00075912+0.00047664i,-0.00032703+0.00025759i,-5.0232e-05+0.00025602i,7.7039e-05+0.00032995i
-0.00097161+0.0014694i,0.00013582+0.0010609i,0.0013761+0.00097873i,0.0017141+2.2908e-05i,0.00094855-0.00078643i,-0.00024278-0.0010746i,-0.00061155-0.001025i,3.7759e-05+1.8465e-05i,1.0642e-05+0.0015289i,-0.00063624+0.0011841i,-0.00045756+0.00033618i,0.00013888+0.0006775i,0.00042993+0.0006012i,0.0003171+0.00077657i,3.189e-06+0.0011037i,-0.00033827+0.00082359i,-0.0003519+0.00047706i,-0.00027776+0.00012214i,-0.00076951+6.1136e-05i,-0.001057+0.00019476i,-0.00031758+0.00022392i,-0.00041819-6.722e-05i,-0.00011291-0.0001564i
-0.0016917+0.0014214i,-0.0014027+0.001166i,-0.00046386+0.00083446i,3.3673e-05-6.119e-05i,0.00079388-0.00086131i,0.00082934-0.0010744i,-0.00031746-0.00087061i,-0.0002493-0.0010829i,0.00026933-0.00061114i,6.2697e-05-0.00036536i,0.00058815-0.00067032i,0.00099567-6.2762e-05i,0.00028906+0.00045812i,-0.00051317+0.00066461i,-0.00061753+0.00058435i,-0.0010687+0.00014204i,-0.0009642-0.0002512i,-0.00050083-0.00023363i,-0.00045526-4.505e-05i,-0.00029513+0.00076014i,-0.0012175+0.0008139i,-0.0013454-0.00032747i,-0.00022929-0.0002737i
0.00061084+0.0021357i,-0.00015998+0.0014576i,0.00037045+0.00035815i,0.0018971-0.0010715i,0.0027939-0.0022019i,0.001381-0.002313i,-0.00092581-0.0026333i,-0.0007594-0.0018748i,0.00021079-0.00057006i,0.00033506-0.00038259i,0.00018915+0.00027789i,0.00017358+0.00084445i,-0.00033168+1.3909e-05i,-0.00062121-0.00078744i,-0.00032672-0.00070223i,-0.00076256-0.00055429i,-0.00043966+5.4475e-05i,-0.0001213+1.8912e-05i,-0.0001273+8.9362e-06i,0.00076432+0.00021926i,0.00077548+1.4139e-05i,0.00054761-0.00012241i,0.00069564-0.00047018i
0.00032484+0.00092126i,-3.7472e-05+0.0009551i,0.00040991-0.00029i,0.00049736-0.0011994i,1.634e-05-0.0014015i,-0.0001217-0.00074679i,-3.9265e-05-0.0002267i,0.00063108-0.00061852i,0.00047685-0.00081969i,0.00014479-0.00046663i,0.00024688+0.0003663i,-2.1206e-05+0.00093123i,1.4384e-05+0.00098605i,-0.00019118+0.00096884i,-0.00033431+0.0014089i,-0.00035896+0.0012269i,-0.00050304+0.00054657i,-0.00042293-1.5228e-05i,-0.00016355-0.00086901i,0.00044943-0.00042824i,0.0003954+0.00027824i,-0.00017924+0.00027104i,0.00018589+0.00066479i
0.00066986+0.0003611i,5.204e-05-0.00067377i,0.00029518-0.0011064i,0.0013674-0.0012869i,0.00075405-0.0014351i,-0.00054031-0.0014337i,-1.8745e-05-0.00071861i,0.0005308-0.0005184i,0.00036686-0.00051445i,-3.7955e-05-6.8261e-05i,0.00043533+0.00053057i,0.00046399+0.0010162i,-0.00071524+0.0011566i,-0.0008536+0.00042398i,-0.00019659+0.00073907i,-0.000112+0.0010655i,0.00014467+0.00088379i,0.00075353+0.0010404i,0.00069472+0.00075624i,-2.9321e-05+0.00046725i,-0.00014933+2.7636e-05i,0.00041204+0.00017319i,0.0010198-0.0004449i
0.0010313-6.1848e-05i,0.00065553-0.00025176i,-0.00023244+0.00026372i,0.00041542-0.00024142i,0.0012968-0.00080532i,0.0016734-0.0011578i,0.00055706-0.0015545i,-0.0015416-0.00076019i,-0.0015911-6.2654e-05i,-0.00049761+0.00032354i,-2.1032e-06+0.00047673i,0.00028976-0.00020629i,0.00047334-0.00032975i,0.00039436+0.00017733i,-0.00010164+0.00035715i,-0.00027779+0.0004478i,-0.00026504+0.00029287i,-0.00060975-0.00018083i,-0.00077493+3.8734e-05i,-0.00042788+0.00062753i,0.00028351+0.00053301i,0.0011722-6.6992e-05i,0.00082274-0.00059498i
0.0027937+0.0013086i,0.0019282+0.0011536i,0.002372+0.00037348i,0.0021262-0.000743i,0.0013544-0.0024495i,0.00080485-0.0029266i,2.414e-05-0.0024696i,-6.8627e-06-0.0013116i,-0.00017698-0.00018098i,-0.00074631+0.0001952i,-0.00061386+0.00016532i,-0.00029042+6.869e-05i,2.682e-06-0.00019503i,-0.0002506+0.00024807i,-0.00088778+0.00083117i,-0.0010833+0.00094354i,-0.00099746+0.00031666i,-0.00049086-0.00059436i,-1.0421e-05-0.00084725i,0.00044123-0.00033579i,0.00067672-0.00012289i,0.00038887-0.00047471i,0.00014207-0.00048981i
0.00012608-0.00059326i,0.00023625-0.0010661i,-0.0001807-0.00070386i,-0.00091477-0.0006398i,-0.00083447-0.0003947i,-0.00064168+0.00046795i,-0.00064946+0.0010593i,-0.00051862+0.00055473i,-0.00020888+0.00018815i,0.00053679-0.00014122i,0.0010674-0.00024041i,-0.00027889-0.00029689i,-0.0007383-0.00017801i,-0.0003775+0.00054128i,-7.8939e-05+0.00022915i,0.00055068+0.00046883i,0.00077177+0.00073573i,0.00085514-0.00031908i,-0.00015215-0.00027978i,-0.0010464+0.00035796i,-0.00082499+4.133e-05i,-0.00010233-0.00018651i,0.00032285-7.7874e-05i
-0.00018611-0.0013937i,0.00017768-0.0017439i,0.00020082-0.002067i,0.00021695-0.0013428i,0.00015976-0.00038208i,3.7582e-05-0.00091917i,-0.00046617-0.0019166i,-0.00070552-0.0016423i,0.00028212-0.00054209i,-0.00011416-5.3413e-05i,-0.00049237-0.00011897i,-0.00024372+8.4601e-05i,-0.00032389+6.2814e-05i,0.00017634-0.00054298i,0.00072383-0.00067289i,-8.3563e-05-0.00018156i,-0.00075045+0.00017028i,-0.00052356+0.00018465i,3.9108e-05-0.00060847i,0.00045136-0.00075188i,0.00032405+0.00044226i,-0.00049193+0.00044873i,-0.00083185-0.000566i
0.0013867+0.0010707i,0.0012358+0.00077543i,0.00090802-0.00018997i,0.00052393-0.0011004i,8.8242e-05-0.0013306i,-0.00020926-0.0010476i,-0.00049742-0.00042421i,0.000334-9.8476e-05i,0.0013271+9.1741e-05i,0.00098887+2.6862e-05i,0.00052466+0.00063318i,0.00051307+0.0010017i,0.00059453+0.00052576i,0.00044147+0.00036444i,-0.00039102+0.00023144i,-0.00014992+8.5896e-05i,0.00048618-0.00054836i,0.00067049-0.00059281i,0.00071963+0.00029966i,0.00057989+0.00082232i,0.00067657+0.00022721i,0.00026851-0.00031757i,0.00011613-0.00061992i
-0.0022655-0.0012983i,-0.0026825+4.1208e-06i,-0.0018902+0.00056222i,-0.00066874+0.00079304i,-0.00012114+0.00047323i,0.00010781+8.6095e-05i,6.5335e-05-0.00046343i,-0.00023807-0.00019138i,-0.00082338+0.00021107i,-0.00029347+0.00010527i,0.0003139+0.00080449i,0.00077508+0.0009512i,0.00095546-7.7889e-05i,0.0013523-0.00062109i,0.0010782+5.2727e-05i,-5.841e-05+0.00023391i,-0.00061937-0.00012155i,-0.00045816+0.00035156i,-0.00046406+0.00060192i,-0.00032751-0.00018908i,-0.00015915-0.00056622i,6.3545e-05-0.00034278i,-2.0151e-05-6.5623e-05i
0.00091657-0.0022222i,0.00045554-0.001463i,0.00034984-0.00090571i,0.00084599-0.00081973i,0.00083027-0.0012353i,0.00070785-0.00056901i,0.00017704-9.8837e-05i,0.00027703+0.00023701i,0.00074626+0.00053417i,0.00020033-0.00018534i,-0.00043683-0.00080215i,1.3643e-06-0.00044727i,0.00034347-0.00075433i,0.00037673-0.00029659i,-0.000145+0.00073137i,-0.0004643+0.00087358i,0.00021802+0.00060903i,0.00016606+0.00051896i,-0.00063145+0.00061678i,-0.00077934+0.00072185i,-0.00024097+0.00018705i,-6.1747e-05-0.00068446i,1.379e-06-0.0009702i
0.00031968-0.00040099i,0.001079-0.00074071i,0.00058045-0.00037447i,-9.7291e-05-0.00019101i,0.00058726-0.00090296i,0.0015873-0.0012706i,0.00071798-0.0014137i,-0.00080954-0.0010983i,-0.00059742-0.00027057i,0.00016634+0.00035565i,7.7521e-05+0.00083915i,9.5518e-05+0.0002236i,0.0012258-0.0004854i,0.0013181-0.00063712i,0.0011337-0.00043627i,0.001172-0.00024603i,0.00070249+8.8251e-05i,0.00011639+0.00083053i,-0.00021233+0.00054002i,4.6903e-05+2.8383e-05i,-0.00042319+0.00038522i,-0.000921+0.00061883i,0.00012487+0.00044016i
-0.00016244+0.00073116i,-0.00087974+0.00085067i,-0.00054658+1.2039e-05i,0.00035399-4.7158e-05i,7.7262e-05-5.5466e-05i,-0.0001958+8.3438e-05i,-0.00052213+0.00039883i,-0.00035951-9.6652e-05i,0.00019686-2.5331e-05i,0.00028287+0.00041078i,0.00036373+0.00023378i,0.00045039+0.00023202i,-0.00019648+0.00016362i,-0.00072441-0.00045871i,-0.00035807-0.00083712i,-0.0002884-0.00034091i,-0.00079549-0.00024048i,-0.00072836-0.00090328i,0.0001141-0.00039735i,0.00083172+0.0011107i,0.00083645+0.0021097i,0.00046094+0.0016931i,0.00044106+9.797e-05i
0.0022792+0.0018513i,0.0017174-6.5106e-05i,0.00097308-0.00038753i,0.0012568-0.00057328i,0.0010536-0.0017823i,-6.0726e-06-0.0023011i,-0.00016897-0.0014932i,-8.0015e-05-0.00083219i,-0.00034124-0.00072214i,-0.0003369-0.00088565i,-0.00043462-0.0014212i,-0.00048218-0.00094861i,-0.00098956-0.00013952i,-0.0017393-0.00062672i,-0.0014352-0.00064461i,-0.001042+0.00024428i,-0.0015676+0.0004553i,-0.0016325+0.00040475i,-0.0010313+0.0012738i,-0.00050398+0.00072333i,0.00013783-0.00083653i,0.00059101-0.00098751i,0.00067574-0.00078821i
0.00069151+0.0015392i,0.0013728+0.00064676i,0.002276+0.00066033i,0.0027239+0.00067277i,0.0028861-0.00050699i,0.0011678-0.0020179i,-0.00046133-0.002108i,1.4209e-05-0.001208i,0.00028792-0.00037726i,0.00028983+0.0002897i,0.00018718+0.00046769i,-9.0726e-05-0.00037419i,-0.0014316-0.00027051i,-0.002203+0.00031664i,-0.00078307-0.0001116i,-2.7791e-05-0.00019497i,-0.00014921-0.00069953i,-0.00031767-0.00084004i,-0.0011463-0.00037372i,-0.0013014-2.7742e-05i,-0.00084696+0.00010929i,-0.0008986+5.1507e-05i,-0.00038157-0.00067367i
0.00062931+0.0011035i,0.00053228+0.00062692i,0.00096395+4.97e-05i,0.00069367-0.00059049i,-0.00061904-0.00089012i,-0.0013204-0.001721i,-0.00091497-0.0017979i,-0.0004641-0.00051575i,-0.00077318+0.00011277i,-0.00093707+0.00054285i,-0.00015523+1.2261e-05i,0.00040437-0.00069465i,-0.00034628+0.00022294i,-0.00096511+0.00093058i,-0.00064087+0.00066332i,-0.00029189-0.00026233i,-0.00011022+4.0643e-05i,0.00015222+0.00039052i,-0.00037617+0.00051298i,-0.00060561+0.0009196i,-0.00017869+0.00040424i,-0.0003394-0.00053128i,-0.00010543-0.00050449i
-0.00014068+0.0015863i,0.0003955+0.00035621i,0.00074283-0.00043821i,0.0012006-0.0014016i,0.0010318-0.0019708i,-0.00016613-0.0018777i,-0.00071907-0.0014035i,-0.00083075-0.00066478i,-0.00062239-0.00014476i,-2.9454e-05-6.6346e-05i,-0.00017351-0.00043941i,-0.00057778-0.00074356i,-0.00026276+0.00011304i,-0.00020598+6.4573e-05i,-0.00087269-0.00017663i,-0.0011474+0.00045704i,-0.00054168+0.00027087i,-0.00040932-0.00019526i,-0.00084833-0.00044413i,-0.00089655+7.9543e-05i,-0.0006159+0.0003303i,-0.00041424-0.00019554i,-0.00023016-0.00062957i
0.0014144-0.0019034i,0.00029377-0.0021814i,-0.00032768-0.0022517i,6.8146e-05-0.0022308i,0.00022033-0.0014678i,-0.00020127-0.00067571i,-0.00020485-0.0010369i,0.00060909-0.001169i,-8.0151e-06-0.00064659i,-0.00048333-0.00032483i,-0.00010886+0.00029438i,0.00034525+0.00068867i,0.00057071+0.00059452i,0.00038108+0.0010175i,-4.0912e-05+0.002088i,-0.00088881+0.0014012i,-0.0005245+0.00021998i,0.00035462+0.00019916i,0.00015632+0.00018073i,-9.5548e-05-0.00051795i,-0.00027327-0.00034093i,-0.0004609+0.00030994i,0.00012575+8.643e-05i
-0.00091796+0.0010227i,-0.00055701+0.0012104i,0.00063215+0.00020824i,0.0013315-0.00053698i,0.00088948-0.00045346i,0.00070939-0.00087354i,-2.6293e-05-0.00062552i,-0.0010916-0.00022461i,-0.00096198+0.00025886i,-0.00030608-0.00013324i,9.3543e-05-0.00031116i,0.0001695-0.00015024i,0.00035757-0.00030302i,0.00034799-0.00065488i,0.00046972-0.0007034i,-0.0001158-0.00067745i,-0.00019979-0.00077402i,-0.00016367-0.00076387i,-0.00036417-0.00012768i,-0.00033893+0.00092182i,-0.00011532+0.00066684i,-7.1655e-05-0.00069312i,-0.0004404-0.00059411i
-0.00058336+0.00055708i,-0.0011082-0.00044724i,-0.00057967-0.0011935i,-0.0006904-0.0012859i,-0.0012748-0.002384i,-0.0020119-0.0018667i,-0.0019361-3.725e-05i,-0.00076827+0.00015544i,1.6025e-06+0.00010937i,-6.5337e-05+0.00059732i,6.8857e-05+0.00093326i,0.00043716+0.0007579i,2.9125e-05+0.00039711i,-0.00063452+0.00022705i,-0.00053487+0.0002021i,-0.00013789+0.00045117i,-6.0909e-05-0.00029362i,0.00027046-0.0010464i,-8.8348e-05-0.0003892i,-0.00053545-0.000438i,-0.00034052-0.00069387i,0.0001615+4.3296e-06i,0.00091437-0.00017417i
0.0021701+0.00060608i,0.0028803-0.0002659i,0.0018036-0.00014356i,0.0011737-0.0010098i,0.0017936-0.00181i,0.0016523-0.0013448i,0.00044846-0.001196i,-0.00021045-0.00094297i,-6.3085e-05-0.00030174i,0.00077434+1.7056e-05i,0.0013128+1.4628e-05i,0.00094676-6.1691e-06i,0.00022237-0.00029604i,-0.00038301-0.00046295i,-0.00047044-0.00071539i,-0.00010979-0.00078653i,0.00036076-0.0002874i,0.00086613+0.00021678i,0.00064208+0.00011124i,-7.5415e-05-0.0003059i,-0.00053731-0.00027989i,-0.00051036+0.00015993i,-0.00010139+0.00026219i
-0.00066563-0.00084433i,-0.0011168+0.0012868i,-0.001031+0.0019768i,-0.00061573+0.0017058i,-0.00049438+0.0017269i,-0.0004881+0.0015179i,-0.00056091-1.2513e-05i,-0.00057208-0.0011933i,-0.00065088-0.00104i,-0.00062515-0.00018832i,-0.00052408+0.00091659i,-0.00064873+0.0013467i,0.00047665+0.00057958i,0.00077595+0.0001486i,-0.00035147+0.00069298i,-0.00015537+0.00030398i,0.00048928-0.00067205i,0.00030742-0.0010016i,8.9736e-06-0.00040948i,0.00042781-7.1003e-05i,0.0007823-0.00019464i,0.00019087-0.00015769i,-0.00079276-0.0002397i
0.00091589-0.00062622i,-0.00016081-0.0013576i,-0.001209-0.00096985i,-0.00071031-0.00048974i,0.00012261-0.0016089i,0.00012926-0.0018374i,-0.00035748-0.0009774i,-0.00042725-0.00056968i,-5.8669e-06-0.00059037i,0.00030392+4.0467e-05i,0.00011348+0.00060817i,0.0002751+0.00013187i,0.00070976+0.00025106i,0.00053482+0.00032221i,-0.00021167+0.00080012i,-0.00042047+0.0011892i,-0.00042451+0.0011422i,-0.00049008+0.00079663i,0.00013491+0.000282i,0.00021606-0.00026099i,-0.00013275-0.00058363i,0.00042476-0.00069545i,0.0003771-0.00091539i
0.0012109-0.00067964i,0.0021062-0.00050678i,0.0016315+6.1087e-05i,0.00094811+0.00021394i,0.00088038-0.00050916i,0.001291-0.0011361i,0.00077065-0.0012147i,0.00030334-0.0012235i,0.00033134-0.00068047i,0.00092487+0.00051031i,0.0007712+0.00089603i,0.00075871+0.00064985i,0.00077378+0.0010004i,0.00014821+0.0015233i,0.00019201+0.00075052i,0.00081342-0.00017417i,0.00084944-0.00011428i,0.00039391+6.598e-05i,-0.00019768-3.668e-05i,-0.00050174-0.00010964i,-6.9566e-05-0.00043426i,0.00059276-0.00092721i,0.00020335-0.0009751i
-0.00058311+0.00023155i,-0.001247+0.0006617i,-0.001601+0.00111i,-0.0007441+0.00093682i,0.00012147+0.00045784i,0.00032909-3.8834e-05i,0.00031486-0.00014513i,0.00014966-0.00045124i,-0.00082481-0.00083307i,-0.0014357-5.771e-05i,-0.00092677+0.00075968i,0.00018459+0.00095578i,0.00016663+0.00051932i,9.2281e-05+0.00026795i,0.0011377+0.00028492i,0.00047532-0.00034116i,-0.00036131-0.0012122i,-9.3322e-05-0.0008527i,-0.00061905-0.00034611i,-0.00064863-0.00049081i,-0.00045404+3.0104e-05i,-0.00059728+0.00021561i,-0.00040977+0.00067215i
0.0011614-0.0003795i,0.0012424-0.00057645i,0.0008524-0.0015673i,0.0012957-0.00208i,0.0015378-0.001646i,0.00097192-0.0012679i,0.00024395-0.00047388i,-0.00031078-0.0001713i,-0.00028888-0.00025671i,-0.00046946+0.00043309i,-0.00070361+0.0002418i,-0.00056711+0.00011122i,-0.00035954+0.00099737i,-0.00015734+0.0013511i,-0.00035826+0.0010532i,-0.00010529+0.00059529i,9.4976e-05+0.00069828i,-6.0075e-05+0.00066783i,0.00010711+0.00049665i,8.906e-05+0.00066486i,-0.00036205-8.5331e-05i,-0.00067386-0.00064713i,-0.00029075-0.00086038i
-0.0011417-1.2881e-05i,-0.00082275+0.00025493i,-0.00032566+0.00047578i,0.00037352+0.0004977i,0.0014172-0.0010727i,0.0012194-0.0020983i,-7.8601e-05-0.0015389i,-0.00078729-0.00096741i,-0.0006402-2.4076e-05i,-0.00056462+0.00089485i,-0.0001375+0.00034505i,0.00021126-0.00031364i,0.00021595-0.000825i,0.00010723-0.0011855i,-0.00015904-0.00052145i,0.00025669+0.00023527i,0.00048051+0.00040522i,0.00083017-0.00091074i,0.00067659-0.0014411i,3.0094e-05-0.00036161i,-0.00038086+0.00082345i,0.0001744+0.0011368i,0.00044568+0.00017081i
-0.00079071+0.0008111i,-0.00022496-4.4322e-05i,7.4152e-05-3.8038e-05i,0.00048969+0.0002436i,0.0012439+0.00027899i,0.00067165-0.00058526i,-0.00033537-0.0014544i,-0.00072485-0.00069515i,-0.00051526+0.00055237i,-0.00019167+0.00095856i,0.00012754+0.00068137i,5.2977e-05+0.00030388i,-0.00052233-0.00024809i,-0.00024961-0.00068672i,9.8832e-05-0.00037659i,4.967e-06+0.00013707i,5.4763e-06+0.00065433i,3.8312e-05+0.0010107i,-0.00055693+5.2495e-05i,-0.0010126-0.00065732i,-0.00062047-0.00062277i,2.8147e-05-0.00023233i,0.00054465+0.00013067i
-0.00055489+0.0012376i,-0.00094361+0.001186i,-0.0012941+0.00081296i,-0.00031016+0.00043388i,0.00089805+0.00031414i,0.0010519-0.00043197i,-0.00028099-0.00045744i,-0.0012769+0.00033045i,-0.00073295+0.00039337i,-8.6778e-05+0.00029196i,0.00030521+0.00012878i,0.00041777-0.00041977i,0.00012871-0.00051422i,0.00037364+0.0003773i,-0.00025791+0.0011084i,7.523e-05+0.00039191i,0.00028157+1.0879e-05i,-0.00055337+3.5645e-05i,-0.00019705+0.0005171i,0.00073392+0.00059558i,0.00075668-0.00011407i,0.00018569-0.0005242i,6.144e-05-0.0010659i
4.4519e-05+0.00014907i,0.00039197+0.00021692i,0.00014941-0.00027434i,0.00084093-0.0015295i,0.0013552-0.0021675i,0.00057046-0.002018i,-0.00017567-0.0013266i,-0.00070748-0.00051148i,-0.00050243+6.7593e-06i,9.174e-05+0.00045348i,4.5132e-05+0.00048147i,-8.1862e-05+0.00026389i,-8.9138e-05-0.00066496i,0.0004909-0.0011375i,0.00090318-0.00026275i,-4.2917e-05-0.00011324i,-0.0011278+0.00020451i,-0.00079297+0.00075164i,-4.7038e-05+0.00076216i,1.1896e-05+0.00025863i,-0.00041931+0.00012286i,-0.00084301+0.0004413i,-0.00060569+0.00024494i
0.00022591-0.0010459i,0.00065285-0.00011031i,0.00033552+0.00036064i,0.00016506-0.0010215i,0.00099678-0.0014335i,0.0013619-0.0010358i,0.00026328-0.0010339i,-0.00050033-0.0008689i,-0.00058132-0.00073607i,0.00054546-0.00067635i,0.0011563+0.00030834i,0.00019387+0.00037184i,-0.00041023-0.00011339i,-0.00030398-0.00014397i,-6.8001e-05+0.00017583i,-0.00047211+0.00035131i,-0.00038109-0.00046226i,-4.2765e-05-0.00097895i,-0.00037155-0.000619i,-0.00023922-4.4116e-06i,-0.00037585-8.0734e-05i,-0.00031274-0.00067151i,0.0003272-0.00072067i
-0.0015984-0.00074151i,-0.0017382-2.4071e-08i,-0.0017661+0.00065115i,-0.00086104+0.00065912i,-0.00024264-3.3435e-05i,0.00012005-0.0012963i,-0.00058926-0.0020011i,-0.00071004-0.0017732i,-0.00015155-0.00031445i,-0.00013998+0.00031176i,8.4859e-05-0.00017484i,0.00054128+4.0855e-05i,0.0010247+0.00012553i,0.00084856+0.00043456i,3.711e-05+0.00078272i,-0.00041404+0.00023363i,-0.00042317-2.3115e-06i,-0.00040507+0.00021014i,-0.0005311-0.00015513i,-0.00050432-0.0003754i,-0.0005729-0.00012512i,-0.00049917+4.0107e-05i,2.5651e-05+0.00013082i
0.00032932-0.0018317i,0.00030853-0.0011834i,-2.8359e-06-0.0019516i,-0.00043039-0.0016377i,-0.00063894-0.00088861i,-0.0001254-0.00020559i,0.00017356+0.00018147i,-0.00013715-0.00029776i,-1.5686e-05-0.0009788i,8.368e-05-0.0010443i,-8.8973e-05-0.00041352i,0.00026676+0.0004551i,0.00074023+0.0010373i,0.00080141+0.0013499i,7.3795e-05+0.0011128i,0.00036846+8.126e-05i,0.00037942-0.00047736i,-0.00054936+4.8548e-06i,-2.3469e-07+0.00031295i,0.00078702+0.00012254i,0.00019697-0.0004019i,-0.00012998+0.00018178i,-0.00022511+0.0010899i
0.00058311+0.00028937i,0.0012119+0.0013253i,0.0012648+0.00059543i,0.0014808-0.00026933i,0.000888-0.00092137i,-0.00036563-0.0015627i,-0.00074127-0.0016322i,-0.0013229-0.0012354i,-0.0018788-0.0009762i,-0.00076344-0.0005519i,-0.00014993+0.00048688i,-0.00053753+0.00064837i,-0.00072486+0.00047952i,-0.00097573+0.0013208i,-0.0014377+0.0019414i,-0.00090798+0.00045686i,-2.4252e-05-0.00040443i,0.0002165+0.00040898i,-4.3478e-06+0.00082588i,-0.00012766+0.00052537i,0.00043401+6.7287e-07i,0.00077579-0.00016341i,0.00040912-0.00025784i
0.0024452+0.00052347i,0.0019194+6.0764e-05i,0.0018673-0.0011588i,0.00085528-0.0022959i,-0.00035721-0.0020957i,-0.00042814-0.00094184i,8.6048e-05-0.00025235i,0.0005992-0.00047615i,0.00079065-0.0004824i,0.00039113-0.00030066i,-0.00015152-0.00070988i,3.5211e-05-0.00060345i,0.00014986+0.00011809i,-0.00077816+0.00011216i,-0.00086939+0.00023196i,-0.00040147+0.00022033i,0.00036437+5.6512e-05i,0.00023285-1.9359e-05i,-0.00017254-5.936e-05i,-0.00015156+0.00032389i,-9.9553e-05+0.00040849i,0.00061421+7.3766e-05i,0.00075261-0.00061595i
-0.0016299-0.0010495i,-0.0010355-0.0013783i,-0.0011422-0.00235i,-0.00042293-0.0016859i,0.0013002-9.4922e-05i,0.0019857-0.00027112i,0.0014697-0.00045306i,0.00055854-0.00016647i,-0.00053766-6.1022e-05i,-0.00080311+0.0004922i,-3.7409e-05+0.00020859i,0.00047137+0.00026915i,0.0004786+0.00056383i,0.0011563+0.00021303i,0.0016-0.00028233i,0.0008857-0.00023611i,1.7666e-05+0.00019464i,-0.00041308+0.00062724i,-0.00036395+0.00029144i,-0.00012833-0.00039168i,-0.00026435-0.00038451i,-0.00015958+7.7033e-05i,-0.00040483+0.0002173i
