-0.0010106-0.0014519i,-0.0018382-0.0021772i,-0.0026313-0.0030907i,-0.0028104-0.0020593i,-0.0013926-0.0010789i,-5.2205e-05-0.00069945i,0.0003173+0.0001961i,0.0003718+0.00041747i,4.8362e-05+0.00023651i,0.0005476+0.00057291i,0.00060654-6.9864e-05i,-0.00074027-0.0005567i,-0.0015036-0.00023954i,-0.00087478+0.00013542i,4.6154e-05+0.00021878i,0.00045141-0.00042292i,0.00029442-0.00018194i,0.00042899+0.00046267i,0.00050577+0.00032475i,5.1354e-05-0.00017333i,6.2006e-05-0.00027582i,0.00018749+0.00010994i,0.00052519+0.00052396i
0.058614-0.0074821i,0.11842-0.022327i,0.12456-0.035244i,0.033533+0.028372i,-0.050568+0.16728i,-0.037086+0.22571i,0.0036365+0.14744i,0.015671+0.058235i,0.027746+0.020048i,0.03866-4.4614e-05i,0.03153-0.010653i,0.023931-0.0095375i,0.029604-0.0015895i,0.034956+0.0034489i,0.024642+0.00016436i,0.0095032-0.0010081i,0.00039125+0.0034527i,-0.0048094+0.0088744i,-0.0070542+0.011793i,-0.0033348+0.011735i,0.0037182+0.0097056i,0.0071037+0.0074649i,0.0042959+0.0065071i
-0.031564+0.048477i,-0.053225+0.10712i,-0.029291+0.12391i,0.020299+0.0045678i,0.001643-0.176i,-0.071792-0.21143i,-0.083309-0.10158i,-0.040753-0.0066504i,-0.015366+0.029787i,-0.007961+0.037806i,-0.0035988+0.029131i,-0.0065115+0.019831i,-0.017955+0.019496i,-0.022813+0.020547i,-0.013382+0.01355i,-0.0053443+0.002149i,-0.0039981-0.0063227i,-0.0012419-0.011311i,0.0039635-0.011625i,0.0066338-0.0078836i,0.0036639-0.0051346i,-0.00080466-0.0042911i,-0.0020553-0.0043395i
-0.016558-0.052988i,-0.055514-0.10794i,-0.1041-0.09678i,-0.078506+0.040874i,0.048861+0.17821i,0.1349+0.15367i,0.082644+0.040616i,-0.0034192-0.014429i,-0.029828-0.02095i,-0.01981-0.021746i,-0.0073048-0.020462i,-0.0017306-0.024832i,-0.0032162-0.034754i,-0.0076566-0.035264i,-0.011096-0.019927i,-0.0084876-0.0035211i,-0.0015494+0.0038986i,0.0015828+0.0069611i,3.1974e-05+0.0060332i,-0.00055815-0.00055011i,0.00102-0.0076125i,0.0014624-0.0098955i,0.001695-0.00592i
0.047362+0.020133i,0.11682+0.025483i,0.15367-0.032834i,0.053936-0.14579i,-0.12489-0.19199i,-0.18736-0.12838i,-0.106-0.060145i,-0.026353-0.045375i,-0.0065961-0.03849i,-0.0047683-0.018055i,0.0029681+0.0012798i,0.015141+0.014611i,0.024887+0.022647i,0.025872+0.022706i,0.016646+0.013329i,0.0046664+0.0050496i,-0.0036106+0.0024057i,-0.0084044-0.0018465i,-0.010907-0.0072608i,-0.012639-0.0064694i,-0.012742+0.00082177i,-0.0089401+0.0067014i,-0.0054513+0.0050929i
-0.043037+0.028818i,-0.096041+0.084696i,-0.086662+0.17264i,0.058423+0.21255i,0.2287+0.1373i,0.24442+0.02343i,0.14169-0.018i,0.061285-0.0055378i,0.02961+0.0027089i,0.012156-0.0007664i,-0.005512-0.0031483i,-0.022725+0.0018843i,-0.033578+0.007392i,-0.032799+0.0088327i,-0.018983+0.0097099i,-0.0019974+0.0067004i,0.0074382+0.0020768i,0.011325+0.003675i,0.010858+0.0096291i,0.0063749+0.012266i,0.0033527+0.0091879i,0.00098704+0.0044913i,-0.001191+0.0020072i
0.010056-0.052839i,0.0028673-0.13434i,-0.067062-0.20817i,-0.20817-0.16893i,-0.29884-0.01466i,-0.22994+0.10953i,-0.08755+0.11395i,-0.0053836+0.061606i,0.0071368+0.026078i,0.001811+0.014608i,0.0040691+0.0064125i,0.011465-0.0084714i,0.019781-0.024614i,0.022313-0.031718i,0.013969-0.025271i,0.0049499-0.011024i,-0.00015003-0.00066323i,-0.0052123+0.002206i,-0.0072944+0.0025426i,-0.0024651+0.0036801i,0.0032823+0.0055396i,0.0053311+0.0038904i,0.0022795+0.00025731i
0.029672+0.040051i,0.096738+0.0918i,0.21528+0.10718i,0.31806+0.0060104i,0.29421-0.14469i,0.14861-0.18164i,0.015954-0.094188i,-0.020936-0.008194i,-0.002461+0.011017i,0.0085584-0.00025322i,0.003541-0.00049381i,0.0021237+0.011736i,0.0077146+0.023504i,0.013655+0.025506i,0.014562+0.013747i,0.0076102-0.0010779i,0.0011883-0.0091644i,0.0029642-0.012313i,0.0088275-0.013267i,0.011982-0.013583i,0.010024-0.013893i,0.0064174-0.010223i,0.0068472-0.0032138i
-0.046592-0.00090164i,-0.13594+0.0043273i,-0.25101+0.059021i,-0.29377+0.18225i,-0.20789+0.27308i,-0.078399+0.21918i,-0.014424+0.084364i,-0.017082+0.0031658i,-0.025448+0.00089961i,-0.012833+0.015983i,-0.00028398+0.0099871i,-0.0056915-0.006371i,-0.022027-0.014399i,-0.032708-0.010883i,-0.028317-0.0019826i,-0.014448+0.0039948i,-0.0048071+0.0071552i,-0.003181+0.010736i,-0.0066645+0.01055i,-0.010676+0.0067157i,-0.0088238+0.0028895i,-0.0052339-0.00048617i,-0.0048347+5.4259e-05i
0.03201-0.031466i,0.091817-0.097847i,0.14788-0.21893i,0.12424-0.35033i,0.025033-0.38147i,-0.054722-0.26652i,-0.059125-0.11045i,-0.026985-0.030887i,-0.012091-0.023374i,-0.017341-0.026391i,-0.015579-0.016503i,0.0013531-0.0065107i,0.018477-0.0074083i,0.024076-0.012828i,0.015702-0.013181i,0.0034674-0.007839i,-0.0028411-0.0027254i,-0.0054142-0.0030933i,-0.007005-0.0065874i,-0.0087824-0.007449i,-0.010717-0.0045737i,-0.0072578-0.002802i,-0.001949-0.0049205i
0.0023964+0.047402i,0.0016496+0.13914i,0.025371+0.27848i,0.099336+0.37907i,0.17403+0.34032i,0.16893+0.1747i,0.091749+0.019086i,0.022811-0.029402i,0.011123-0.010549i,0.029017+0.0012878i,0.02944-0.0036325i,0.011638+0.0015642i,-0.0012765+0.018268i,-0.0045742+0.029906i,-0.00025847+0.028618i,0.007787+0.018345i,0.012863+0.0090497i,0.014517+0.0069366i,0.015099+0.012561i,0.015645+0.018612i,0.014573+0.016321i,0.0079591+0.0097728i,0.0013665+0.0063329i
-0.028496-0.036996i,-0.08877-0.10391i,-0.18714-0.20107i,-0.29295-0.25243i,-0.31708-0.1959i,-0.20413-0.068913i,-0.040715+0.021483i,0.041864+0.029339i,0.024178+0.01087i,-0.011695+0.018144i,-0.015164+0.028272i,-0.0066646+0.015741i,-0.0070264-0.0061818i,-0.010819-0.019704i,-0.012849-0.017389i,-0.010982-0.005839i,-0.0078556+0.001898i,-0.0076761+0.00090328i,-0.0087042-0.0027524i,-0.0081391-0.0036293i,-0.0069966+0.000117i,-0.0062376+0.0029337i,-0.0071423+0.0017087i
0.039643-0.0036748i,0.12443+0.0099101i,0.26486+0.033153i,0.38873+0.036542i,0.38177+0.013452i,0.21801-0.0017404i,0.032997+0.01482i,-0.038672+0.036156i,-0.019485+0.020839i,-0.0030768-0.013227i,-0.010363-0.022471i,-0.009529-0.010663i,0.0067417-0.00070743i,0.023455+0.001836i,0.027172-0.0031303i,0.017512-0.010379i,0.0060683-0.013061i,0.0020635-0.012447i,0.0058434-0.013634i,0.011096-0.017033i,0.010684-0.01732i,0.008135-0.010864i,0.008966-0.0043036i
-0.022177+0.027465i,-0.094648+0.067218i,-0.22331+0.12122i,-0.33946+0.16911i,-0.33616+0.17069i,-0.2009+0.10356i,-0.056537+0.0080439i,-0.0023365-0.04383i,-0.0017532-0.027425i,0.005943+0.006233i,0.016801+0.012632i,0.011041+0.0054498i,-0.005956+0.0049267i,-0.020977+0.011296i,-0.02268+0.01634i,-0.012748+0.01496i,-0.0046998+0.011528i,-0.0057598+0.011813i,-0.011622+0.014836i,-0.01355+0.01602i,-0.0076351+0.012844i,-0.001424+0.006502i,-2.591e-05+0.0036042i
0.0025855-0.037045i,0.027795-0.11171i,0.094254-0.22903i,0.16602-0.33303i,0.17254-0.33138i,0.098649-0.19631i,0.022491-0.031631i,0.0054981+0.045017i,0.0061163+0.029401i,-0.011205-0.00059759i,-0.022535-0.0022812i,-0.014553+0.0026939i,-0.0014885-0.0056379i,0.0034463-0.018581i,-0.00061064-0.022137i,-0.0067208-0.015491i,-0.0083946-0.0078963i,-0.0057812-0.0054429i,-0.0037087-0.0069322i,-0.0065351-0.0077585i,-0.010602-0.0056471i,-0.009342-0.0039059i,-0.0068467-0.0063552i
0.018365+0.027475i,0.041429+0.097932i,0.049813+0.23203i,0.035535+0.36082i,0.01048+0.35626i,-0.015628+0.18849i,-0.044739+0.0046134i,-0.060547-0.056571i,-0.034909-0.028863i,0.010915-0.0096739i,0.028379-0.016509i,0.016947-0.01583i,0.008262-9.3601e-05i,0.011648+0.014361i,0.016496+0.017213i,0.017229+0.010953i,0.015267+0.0049009i,0.014569+0.0042665i,0.017158+0.0080043i,0.019437+0.010871i,0.017056+0.0073507i,0.010143+0.0029901i,0.0055059+0.0029424i
-0.030812-0.00073177i,-0.084962-0.039695i,-0.15996-0.14144i,-0.20952-0.26547i,-0.17891-0.29875i,-0.065352-0.1932i,0.055591-0.059048i,0.096019-0.0077489i,0.055231-0.0022076i,0.0098508+0.016607i,0.0022528+0.032072i,0.0062651+0.023574i,-0.0013502+0.0068856i,-0.013343-0.0034651i,-0.017551-0.0043128i,-0.013161+0.0012374i,-0.0082409+0.0038618i,-0.0077243+0.00016396i,-0.010123-0.0041016i,-0.0098259-0.0033116i,-0.0057201+0.0021912i,-0.0029606+0.0055193i,-0.0036449+0.0047959i
0.022448-0.016181i,0.086774-0.020625i,0.20546+0.017068i,0.31733+0.09605i,0.30846+0.15363i,0.15686+0.1438i,-0.0077701+0.10451i,-0.067291+0.076299i,-0.043417+0.039344i,-0.021427-0.0015951i,-0.024487-0.01516i,-0.022187-0.0081718i,-0.0061878-0.00179i,0.011103-0.0011557i,0.018462-0.0057931i,0.013301-0.0094103i,0.0050784-0.0086337i,0.0025007-0.0072802i,0.0046295-0.0097327i,0.0049725-0.014526i,0.0022298-0.015461i,0.0012812-0.010857i,0.0029378-0.0070515i
-0.004653+0.02065i,-0.051071+0.05714i,-0.16843+0.088482i,-0.30798+0.082532i,-0.33514+0.033862i,-0.20646-0.030158i,-0.052953-0.080691i,0.011831-0.091701i,0.012506-0.05702i,0.010284-0.016311i,0.015533-0.0026109i,0.012611-0.0037921i,0.0012637-8.111e-05i,-0.0091062+0.010822i,-0.010811+0.018354i,-0.0056075+0.015934i,-0.0025366+0.010566i,-0.0044624+0.010058i,-0.0069152+0.014374i,-0.0053922+0.014799i,-0.00098461+0.0091409i,0.0010721+0.0040088i,0.0015569+0.003729i
-0.011556-0.018422i,0.0016145-0.069301i,0.073488-0.15646i,0.19203-0.22731i,0.2529-0.20106i,0.19005-0.077788i,0.087094+0.046985i,0.038094+0.090339i,0.019554+0.060657i,-0.0016314+0.023036i,-0.012276+0.011775i,-0.0064726+0.0094501i,0.0009232-0.0013968i,-3.7414e-05-0.014892i,-0.0059311-0.019463i,-0.0084486-0.013487i,-0.0061241-0.0063661i,-0.0026821-0.0048135i,-0.0020657-0.0052749i,-0.0051282-0.002513i,-0.0076855+0.0018041i,-0.0063948+0.0019221i,-0.0058794-0.001316i
0.019487+0.011577i,0.038278+0.056332i,0.029899+0.16501i,-0.030378+0.28395i,-0.10454+0.28488i,-0.13245+0.14289i,-0.12216-0.0086462i,-0.10217-0.060236i,-0.060889-0.037245i,-0.011383-0.01504i,0.010365-0.014812i,0.0063571-0.012537i,0.0023547-0.0014943i,0.0069915+0.0072878i,0.011404+0.008111i,0.010155+0.0043549i,0.0081039+0.0029114i,0.0099475+0.0038187i,0.014306+0.0030469i,0.015667+0.00112i,0.011698-0.00082184i,0.0064815-0.001353i,0.0053484-0.00051608i
-0.016619+0.0065227i,-0.053232-0.018706i,-0.10462-0.11027i,-0.1243-0.24453i,-0.071549-0.29798i,0.024136-0.20974i,0.10014-0.087487i,0.11122-0.029597i,0.065477-0.012806i,0.019916+0.0038011i,0.0066865+0.014845i,0.0064397+0.01058i,-0.0003471+0.0016608i,-0.0096779-0.0024137i,-0.011891-0.0012248i,-0.0073065+0.001249i,-0.0041466+0.00088978i,-0.0060308-0.001547i,-0.0085415-0.0024816i,-0.0059052-0.00041731i,-0.00088222+0.002132i,0.00067965+0.0018687i,-0.0012624+0.00095479i
0.0053176-0.011397i,0.048973-0.012928i,0.1404+0.025883i,0.22705+0.11703i,0.20801+0.19048i,0.082936+0.17877i,-0.035781+0.12709i,-0.070185+0.084996i,-0.044713+0.042129i,-0.020453+0.0038413i,-0.015528-0.0095311i,-0.010563-0.0047875i,0.0012135-0.0011412i,0.010797-0.0032078i,0.012096-0.0054293i,0.0072655-0.0050216i,0.0040966-0.0034017i,0.0040356-0.0036835i,0.0020791-0.006303i,-0.0019997-0.0078263i,-0.0047794-0.0069438i,-0.0035312-0.0037363i,-8.0296e-05-0.0026083i
-0.0028863+0.011202i,-0.034364+0.036802i,-0.12534+0.056601i,-0.24213+0.031646i,-0.26795-0.03461i,-0.16619-0.088274i,-0.047272-0.10569i,0.0079465-0.092597i,0.017247-0.052805i,0.015998-0.014775i,0.01429-0.00063278i,0.0076358+0.00077436i,-0.00090663+0.0044937i,-0.00444+0.0114i,-0.0027384+0.012976i,-0.001116+0.0080609i,-0.0025626+0.0052825i,-0.0040828+0.0067007i,-0.0037132+0.0091704i,-0.0023192+0.0089502i,-0.0013692+0.0044701i,-0.0017534+0.001685i,-0.00095834+0.0029351i
-0.0049623-0.0095826i,0.0010502-0.044088i,0.058475-0.10908i,0.16717-0.15301i,0.23004-0.11226i,0.18222-0.012458i,0.09635+0.067814i,0.043489+0.089308i,0.015441+0.063794i,-0.003239+0.030455i,-0.010968+0.013149i,-0.0079812+0.0046145i,-0.0036145-0.0046982i,-0.0047761-0.011555i,-0.00692-0.010127i,-0.0054332-0.0056109i,-0.0017583-0.0042598i,0.00050901-0.0042813i,-9.5908e-05-0.0029098i,-0.0018956+0.00079132i,-0.0023929+0.0041293i,-0.00030194+0.0039666i,-6.2596e-05+0.00081728i
0.0095182+0.0030353i,0.02357+0.032311i,0.01603+0.11301i,-0.039036+0.20534i,-0.10841+0.20163i,-0.1309+0.094127i,-0.11658-0.012106i,-0.09348-0.050028i,-0.057525-0.036678i,-0.017149-0.016537i,0.0063007-0.0095425i,0.010483-0.0068243i,0.010773-0.0019714i,0.01261+0.0011423i,0.010048+0.0019558i,0.0049039+0.001824i,0.0031335+0.0021412i,0.0055458+0.0031709i,0.008043+0.0026649i,0.0080449+0.0016716i,0.0052006+0.00073441i,0.0017695+9.0061e-05i,0.0013573-0.00043647i
-0.0076549+0.003551i,-0.031692-0.011087i,-0.070506-0.078557i,-0.080629-0.1852i,-0.025764-0.22908i,0.047698-0.16639i,0.090883-0.079883i,0.092054-0.034694i,0.056583-0.016182i,0.01876+0.00060734i,0.0032002+0.013375i,-0.00069448+0.014704i,-0.0052189+0.010597i,-0.0095621+0.0079181i,-0.0089588+0.0057761i,-0.0047454+0.0024333i,-0.0030977-0.00032372i,-0.0047407-0.0011286i,-0.0054911-0.0011125i,-0.0031278-0.0013855i,0.00022941-0.0022319i,0.00084574-0.0029372i,-0.00094658-0.0022056i
0.00078637-0.0025984i,0.027767-0.0065877i,0.091904+0.016368i,0.15073+0.083839i,0.1271+0.14571i,0.039071+0.14112i,-0.029962+0.10448i,-0.047038+0.070161i,-0.030713+0.03163i,-0.015243-0.0017415i,-0.01347-0.014986i,-0.011685-0.013903i,-0.0051103-0.011375i,-0.0016165-0.010615i,-0.0006402-0.0076048i,0.00069949-0.0022818i,0.0024038+0.00051509i,0.0029631-0.00071555i,0.0014858-0.0027219i,-0.00026599-0.0029785i,-0.00058477-0.0018276i,0.00041683-0.00017556i,0.00079801-0.00032504i
0.0018732+0.0033205i,-0.017741+0.021112i,-0.080967+0.038472i,-0.1677+0.021125i,-0.18911-0.03363i,-0.11981-0.072016i,-0.03964-0.076919i,0.0021483-0.062535i,0.016673-0.034843i,0.019755-0.011363i,0.017795-0.0020787i,0.012577+0.001662i,0.0081189+0.0057017i,0.0072358+0.0087466i,0.005933+0.0069931i,0.0016881+0.0029208i,-0.0020493+0.0025442i,-0.0022268+0.0038018i,-0.0011773+0.0037387i,-0.0020415+0.0039003i,-0.0030724+0.0036207i,-0.003492+0.0024246i,-0.0020241+0.0014278i
-0.0032735-0.005657i,-0.001348-0.027058i,0.03304-0.070568i,0.10851-0.098257i,0.1567-0.063138i,0.12641+0.0037183i,0.065484+0.048749i,0.024168+0.061868i,0.0026852+0.049766i,-0.0074874+0.030203i,-0.010203+0.018426i,-0.0099228+0.010938i,-0.0094535+0.0033491i,-0.0086703-0.00090034i,-0.0057141-0.0010778i,-0.0024028-0.00056283i,-0.0012794-0.0014094i,-0.0008989-0.0019859i,0.00030591-0.0015176i,0.0015032-0.0007931i,0.0018544+0.00032194i,0.0021045-9.93e-05i,0.0018586-0.00030545i
0.0048244+0.00030982i,0.015632+0.016608i,0.017625+0.067324i,-0.015573+0.12758i,-0.067593+0.12255i,-0.089104+0.053067i,-0.083732-0.0099046i,-0.069609-0.035723i,-0.044893-0.031323i,-0.018348-0.016988i,-0.00020405-0.012247i,0.0080825-0.01314i,0.011727-0.011552i,0.012337-0.010338i,0.009206-0.0086355i,0.0050408-0.0045783i,0.0029148-0.0023339i,0.0022444-0.0015744i,0.0026562+0.00054433i,0.0034732+0.0027068i,0.0029042+0.0035028i,0.0013351+0.0028009i,-9.5297e-05+0.0009754i
-0.0016056+0.00090968i,-0.018348-0.0066382i,-0.046968-0.04607i,-0.054248-0.11525i,-0.012806-0.14817i,0.036267-0.11129i,0.061384-0.060215i,0.062192-0.031732i,0.039854-0.015217i,0.016553-0.00086787i,0.0085925+0.0097811i,0.0068583+0.014739i,0.0028931+0.017138i,0.0004312+0.018274i,0.0012762+0.015505i,0.0022233+0.0091809i,0.0022073+0.0045916i,0.0011285+0.0027577i,-0.00081906+0.00033839i,-0.0023929-0.0033026i,-0.0028194-0.0055168i,-0.002814-0.0049203i,-0.0024054-0.002255i
-0.0029514-0.0039185i,0.011686-0.0081539i,0.050478+0.0019277i,0.089287+0.042662i,0.07464+0.08466i,0.023553+0.082748i,-0.010459+0.060188i,-0.017891+0.040687i,-0.012382+0.017632i,-0.0085572-0.00011142i,-0.012031-0.0044446i,-0.01536-0.0046275i,-0.014649-0.007123i,-0.013543-0.0083497i,-0.011683-0.0056882i,-0.0072378-0.0014169i,-0.0036249+0.00018408i,-0.0017771-0.00051064i,-0.00075673-0.001307i,0.00011578-0.001205i,0.0019525-0.0015091i,0.0023935-0.001438i,0.0010346-0.0007823i
-0.0012495+0.0051276i,-0.009803+0.015999i,-0.043545+0.031505i,-0.0962+0.025109i,-0.11134-0.011689i,-0.070917-0.037507i,-0.025502-0.038501i,0.0013809-0.027741i,0.013879-0.013522i,0.015641-0.0062385i,0.013514-0.006303i,0.012094-0.0062984i,0.012049-0.0046844i,0.012108-0.0038619i,0.010316-0.0024808i,0.0056195-0.00085405i,0.00226+0.00048403i,-0.0001366+0.0014218i,-0.0027207+0.0015911i,-0.0043342+0.0026667i,-0.0050751+0.0042291i,-0.0032451+0.0032236i,-0.0002453+0.00081435i
0.0014486-0.0027055i,0.00041945-0.015701i,0.01432-0.042169i,0.054664-0.060411i,0.084207-0.036826i,0.065813+0.006976i,0.031281+0.033932i,0.008201+0.039762i,-0.0035352+0.030589i,-0.0063401+0.019084i,-0.0052267+0.01381i,-0.0050828+0.012529i,-0.0067454+0.010616i,-0.0087494+0.0091832i,-0.0084154+0.0086511i,-0.0062462+0.006325i,-0.0046447+0.0036284i,-0.0025558+0.0022473i,0.00013767+0.0012868i,0.0017508-0.00054557i,0.0011241-0.0022244i,0.00026007-0.0024216i,-0.00046987-0.00091573i
0.002898+0.00063795i,0.0099266+0.0084076i,0.015201+0.035538i,0.001024+0.071148i,-0.030473+0.067869i,-0.047457+0.027908i,-0.048456-0.005593i,-0.044177-0.021661i,-0.031244-0.021611i,-0.016191-0.012346i,-0.0071835-0.0083327i,-0.0029159-0.010776i,0.00059627-0.013591i,0.0032267-0.015275i,0.0033238-0.014515i,0.00225-0.01177i,0.0016546-0.0086957i,0.0010372-0.0052826i,0.0011933-0.00097769i,0.0024426+0.0030256i,0.0036706+0.0047433i,0.0026178+0.0032962i,8.5824e-06+0.0016793i
-0.00068649+0.0032385i,-0.00922+0.0004835i,-0.0255-0.020309i,-0.031527-0.060693i,-0.0088249-0.082475i,0.016264-0.064041i,0.026496-0.037826i,0.028446-0.021478i,0.02052-0.0098662i,0.011369-0.0027786i,0.010178+4.5605e-05i,0.011736+0.0026019i,0.011389+0.0065239i,0.01093+0.009267i,0.010617+0.010395i,0.0085424+0.0090868i,0.0061796+0.0060064i,0.0029944+0.0034449i,-0.00016575+0.0009915i,-0.0013897-0.0011447i,-0.0026496-0.0018584i,-0.0023465-0.00020232i,0.00070971+0.00082661i
-0.0014278-0.0030137i,0.0050724-0.0072873i,0.024248-0.0080956i,0.045563+0.0092275i,0.037513+0.034151i,0.01114+0.036192i,-0.0029285+0.026442i,-0.0047549+0.018949i,-0.0016854+0.0092308i,0.00036333+0.0031634i,-0.002278+0.004858i,-0.0062865+0.0068158i,-0.0091092+0.0055274i,-0.012515+0.0036556i,-0.013733+0.0024638i,-0.011375+0.0019263i,-0.0072909+0.0019462i,-0.0029353+0.0015732i,7.3656e-05+0.00085974i,0.0017038+7.3733e-05i,0.0026506-0.0017749i,0.0020177-0.0030063i,0.0014675-0.0025005i
-0.0011952-0.00022015i,-0.0044928+0.0066431i,-0.02182+0.018098i,-0.050881+0.017862i,-0.05939-0.0036173i,-0.035397-0.018905i,-0.0095284-0.018643i,0.0037896-0.012736i,0.0084594-0.0047734i,0.0055107-0.00048i,0.0003984-0.0013297i,-0.00041123-0.0034334i,0.0016909-0.0054656i,0.0045934-0.0070734i,0.007815-0.0069544i,0.0069111-0.0049757i,0.0032547-0.0023323i,0.00091914-0.00015348i,-0.0013548+0.0016949i,-0.0025472+0.0028006i,-0.0014513+0.0034944i,-5.0107e-05+0.0020151i,0.00040829-0.0010308i
-0.00091886-0.0008849i,-0.0031766-0.0055393i,0.0014062-0.01639i,0.022799-0.024073i,0.041164-0.012466i,0.033865+0.0069243i,0.015878+0.016771i,0.0018601+0.018354i,-0.0060458+0.01288i,-0.0070583+0.0062686i,-0.0036743+0.0041188i,-0.0011808+0.0049969i,-0.00098803+0.0058679i,-0.00085404+0.0076371i,-0.0010492+0.0093498i,-0.0022423+0.0078839i,-0.0030196+0.0049469i,-0.0021105+0.0029728i,-0.00074329+0.00058056i,-0.00027225-0.0010683i,-0.00099851-0.00084773i,-0.002058+0.00022239i,-0.0020594+0.0010628i
-0.00095511-0.0016943i,0.0023788+0.00075312i,0.0077792+0.012458i,0.0062122+0.031486i,-0.0073625+0.034422i,-0.018759+0.016765i,-0.022423+0.00036411i,-0.02093-0.0094551i,-0.015297-0.011726i,-0.0090531-0.0069652i,-0.0050384-0.0033836i,-0.0038181-0.0036676i,-0.0041878-0.005225i,-0.0043637-0.007455i,-0.0032839-0.0088069i,-0.0014259-0.0079059i,-2.8791e-05-0.0060527i,0.0008542-0.0037645i,0.001677-0.0018615i,0.0023129-0.00042084i,0.0032524+0.00040993i,0.0021707+0.00023186i,-0.00029433+0.00067928i
0.0056201-0.0018393i,0.0013492-0.0046441i,-0.0073931-0.016344i,-0.012367-0.035755i,-0.0022434-0.045916i,0.0066392-0.034348i,0.007799-0.017115i,0.0097027-0.0071869i,0.0097557-0.0019947i,0.0074543-0.0011461i,0.0066346-0.0033409i,0.0069839-0.0046478i,0.007434-0.0038266i,0.0079813-0.0012062i,0.0081927+0.0020189i,0.0083612+0.0029211i,0.0073266+0.0017381i,0.0051299+0.00048702i,0.0021848-0.00043388i,-0.00012302-0.00028238i,-0.00061671+0.00047902i,0.00045842+0.0011726i,0.0018007+0.00090282i
-0.0016524+0.00055953i,0.0017027-0.00090959i,0.0090121-0.0020988i,0.016141+0.0013535i,0.011414+0.009425i,0.00095679+0.010693i,-0.0036933+0.0077098i,-0.0044734+0.0062066i,-0.0012322+0.0047789i,0.0046048+0.0039289i,0.0066767+0.0047113i,0.0053987+0.0061909i,0.003126+0.0060985i,-0.00075616+0.0045466i,-0.0050864+0.0035291i,-0.0069842+0.0031936i,-0.0050525+0.0019704i,-0.0015688+0.00033i,0.00065721-0.00069749i,0.00056164-0.0017688i,-0.00071881-0.0027191i,-0.0014231-0.0018449i,-0.0015817+4.736e-05i
-0.0026049+0.0037149i,-0.0047462+0.0074331i,-0.012467+0.013557i,-0.025649+0.013261i,-0.032426+0.0015891i,-0.022606-0.007081i,-0.0089685-0.0076088i,-0.00086127-0.0045196i,0.0024277+0.0010609i,0.00077528+0.0045826i,-0.0028411+0.0044766i,-0.0044599+0.0032892i,-0.0038516+0.00046609i,-0.0015653-0.0034931i,0.0014386-0.0048209i,0.0016804-0.0039788i,3.3026e-05-0.0019058i,-0.00055754+0.00054064i,-0.00093926+0.0011717i,-0.00057412+0.00061408i,0.00068627-0.00021993i,0.0015776-0.0012604i,0.00089931-0.0020153i
-0.0007254+0.0018674i,-0.0023168-0.00083214i,-0.00021884-0.0058166i,0.010954-0.0082033i,0.02149-0.0026162i,0.01741+0.0024663i,0.006721+0.0038909i,-0.00042554+0.0043055i,-0.0042272+0.0024804i,-0.0046953+0.00034906i,-0.0034611-0.0013682i,-0.0021107-0.0025567i,-0.00058719-0.0014062i,0.00052446+0.00030847i,0.00055367+0.0016063i,-0.00056215+0.0024563i,-0.001402+0.0019851i,-0.00079054+0.0012173i,-3.8362e-05+0.00090912i,-0.00019561+0.0010848i,-0.00078837+0.0016562i,-0.00025256+0.0020289i,0.0011693+0.0016339i
0.00013539-0.00070844i,0.0022056+9.441e-05i,0.0062505+0.0028117i,0.0083588+0.0077077i,0.0031088+0.0084396i,-0.0036531+0.0023297i,-0.0066217-0.0035375i,-0.006601-0.0086381i,-0.0050727-0.0092654i,-0.0032452-0.0045277i,-0.0015103-0.0004759i,-0.00010142+0.0015927i,0.00074724+0.0019813i,0.00032222+0.0010876i,-0.00034616-0.00072402i,0.00028933-0.0019814i,0.0012912-0.001382i,0.0013264-0.00024542i,0.0005197-0.00036729i,2.3179e-05-0.0012637i,-0.00011613-0.0016939i,-5.8368e-05-0.0018121i,-0.0008597-0.00096876i
-0.00063446-0.0017192i,-0.0015865-0.0015843i,-0.0031954-0.0049341i,-0.0040114-0.01439i,-0.0013442-0.021798i,0.0015177-0.016314i,0.0026594-0.0062407i,0.0043701-0.00042586i,0.0050224+0.0017286i,0.004012+0.00061682i,0.0026264-0.0017789i,0.00095299-0.0025407i,-0.00089078-0.0021127i,-0.00075699-0.0013936i,0.0010243+2.6245e-06i,0.0021332+0.0007749i,0.0016703-3.9352e-05i,0.00044337-0.00077778i,-0.00062178-0.00028487i,-0.00094815+0.00085439i,0.00050787+0.00082214i,0.0018796-0.00043446i,0.0014545-0.0021531i
0.0025394-0.00019255i,0.0019326-0.00087589i,0.0017988-0.0030388i,0.0022529-3.6965e-05i,0.00059233+0.0059919i,-0.0028816+0.0067484i,-0.0040618+0.0052736i,-0.0024045+0.0058031i,0.00088022+0.0051952i,0.0044082+0.0032221i,0.0058104+0.0018018i,0.0050457+0.0010073i,0.0035722+0.0011919i,0.0014529+0.0024341i,-0.00083214+0.0019754i,-0.0012953-0.0001095i,-0.00067926-0.0011243i,-0.00026841-0.0010828i,0.00022071-0.00052536i,-0.00019975-0.0010711i,-0.0012681-0.0019047i,-0.0022332-0.00017016i,-0.0019251+0.0013926i
