0.0015696-0.00080173i,0.00097343-0.0012242i,-0.00012916-0.002321i,-0.0020679-0.0021937i,-0.0032766-0.00077987i,-0.0035263+0.00076641i,-0.0023345+0.0026768i,-0.00073705+0.0022915i,0.00070068+0.00056001i,0.0018116-0.00045847i,0.0013579-0.0014295i,2.1929e-05-0.0012045i,-0.00098467+9.6701e-05i,-0.0013678-0.00024256i,-0.0013902-0.001171i,-0.0012222-0.0013536i,-0.00041261-0.001424i,0.0004653-0.00091117i,0.00024857+0.00017801i,-0.00063203+0.00044472i,-0.00063445-4.1235e-05i,7.404e-05+1.0984e-05i,0.00044476+0.0005393i
0.1866+0.092508i,0.22541+0.082194i,0.18655+0.069208i,0.13744+0.097657i,0.14504+0.15207i,0.20696+0.1738i,0.2375+0.11582i,0.2014+0.0385i,0.15881+0.013801i,0.11914+0.0033417i,0.047029-0.014081i,-0.01515-0.0018944i,-0.019025+0.021986i,-0.0015626+0.018737i,0.0011651+0.00017431i,-0.0044361-0.01661i,-0.013882-0.025395i,-0.024255-0.016528i,-0.025601+0.0054946i,-0.017352+0.020649i,-0.012309+0.02299i,-0.010605+0.02389i,-0.0016499+0.024702i
-0.14995+0.12096i,-0.1042+0.1598i,-0.045708+0.11992i,-0.046909+0.06865i,-0.044481+0.033178i,-0.038092-0.044054i,-0.069425-0.1027i,-0.088674-0.11693i,-0.093951-0.14199i,-0.099805-0.13498i,-0.063781-0.084789i,-0.013799-0.059798i,-0.0082692-0.054341i,-0.023147-0.033189i,-0.020717-0.01087i,-0.0090193-0.0033955i,-0.0024946+0.0020533i,0.0031335+0.01257i,0.0084441+0.017742i,0.0055091+0.017146i,0.0028799+0.015552i,0.0028063+0.0044307i,-0.0035083-0.012152i
0.048471-0.15787i,0.0041605-0.13326i,0.0018302-0.029569i,0.038738+0.01981i,0.015743+0.020887i,-0.034215+0.085645i,-0.0226+0.14601i,0.002454+0.14295i,0.010484+0.15164i,0.025852+0.15182i,0.020161+0.11163i,-0.0043663+0.081315i,-0.0034668+0.06968i,0.011192+0.046997i,0.0060798+0.019597i,-0.010328+0.0064917i,-0.016153+0.0034058i,-0.0070981-0.0021354i,0.0069609-0.013888i,0.015803-0.022524i,0.016034-0.018057i,0.012984-0.0044611i,0.01241+0.0040082i
0.090219+0.1124i,0.094137+0.037457i,0.037847-0.055331i,0.0089901-0.061032i,0.046885-0.048737i,0.090893-0.08858i,0.088332-0.11759i,0.057407-0.11419i,0.033367-0.11962i,0.015708-0.11932i,-0.0012636-0.099248i,-0.017937-0.079914i,-0.033424-0.059433i,-0.031808-0.021885i,-0.0014803+0.017783i,0.033743+0.030306i,0.043937+0.015825i,0.026798-0.0016191i,0.0010928-0.0041766i,-0.011978+0.0033293i,-0.0098826+0.0060287i,-0.00603+0.0020677i,-0.0086128+0.00041422i
-0.16119+0.01674i,-0.10838+0.12311i,0.011598+0.17169i,0.022801+0.12762i,-0.062576+0.13555i,-0.074283+0.19123i,-0.014295+0.16014i,-0.0086034+0.093378i,-0.041705+0.092368i,-0.028291+0.10159i,0.005558+0.065528i,0.01812+0.037291i,0.029201+0.030325i,0.032849+0.0036541i,0.010008-0.034867i,-0.023769-0.05022i,-0.044511-0.035137i,-0.04212-0.0082978i,-0.024104+0.0058878i,-0.011146+0.005202i,-0.0092988+0.0028042i,-0.010347+0.0009237i,-0.0099159-0.00059503i
0.10154-0.12536i,-0.0029083-0.20204i,-0.11793-0.20589i,-0.095983-0.1743i,-0.0063705-0.19006i,0.01516-0.20426i,-0.0079124-0.14114i,0.017808-0.073077i,0.071644-0.075436i,0.055921-0.092178i,-0.0016352-0.051859i,-0.017505-0.0081488i,-0.015782-0.0077069i,-0.024546-0.0055086i,-0.024521+0.013773i,-0.0097496+0.028528i,0.012409+0.03007i,0.024778+0.020587i,0.019753+0.012369i,0.013869+0.0098085i,0.015015+0.0080473i,0.018609+0.0056615i,0.021015+0.0020858i
0.007895+0.19923i,0.1043+0.22124i,0.14929+0.17076i,0.080137+0.14767i,0.0028881+0.18596i,-0.018036+0.21357i,-0.017243+0.17469i,-0.033239+0.11116i,-0.062295+0.078866i,-0.051231+0.057347i,-0.014288+0.010668i,-0.010972-0.02672i,-0.025381-0.015527i,-0.020461+0.011736i,-0.0015838+0.017532i,0.0098743+0.0026012i,0.0046503-0.016007i,-0.005337-0.021016i,-0.0071205-0.013971i,-0.0048531-0.0053725i,-0.0060946-0.0010427i,-0.0097717+0.00053736i,-0.01196+0.0024406i
-0.13074-0.13028i,-0.19678-0.079438i,-0.17644-0.016304i,-0.097063-0.031048i,-0.023734-0.077901i,0.048501-0.094166i,0.092987-0.096028i,0.086898-0.10759i,0.064431-0.10751i,0.034317-0.076312i,0.010763-0.030343i,0.012213-0.0038033i,0.026532-0.0088553i,0.038912-0.022968i,0.036293-0.024461i,0.019608-0.012075i,0.0065702+0.0030036i,0.0024741+0.0089013i,0.0019995+0.0027461i,0.00034114-0.0061977i,-0.0012531-0.0082756i,0.00045631-0.0080559i,0.0020135-0.011477i
0.173+0.042036i,0.18037+0.0033867i,0.12378+0.0061915i,0.064893+0.04667i,0.0011671+0.065523i,-0.059684+0.060386i,-0.066824+0.052012i,-0.059548+0.04606i,-0.075438+0.052825i,-0.068571+0.063293i,-0.045155+0.050801i,-0.041075+0.034684i,-0.042572+0.034869i,-0.04164+0.028865i,-0.040985+0.012244i,-0.032587-0.0030122i,-0.021433-0.012769i,-0.015698-0.011849i,-0.012648-0.004944i,-0.0097003-0.00035479i,-0.0079997+0.0010156i,-0.0084204+0.0033654i,-0.0084642+0.008521i
-0.12588+0.079711i,-0.083708+0.077733i,-0.031908+0.019175i,-0.019025-0.0055854i,0.016198+0.019389i,0.067132+0.02386i,0.065498+0.0057551i,0.051195+0.002304i,0.075115-3.0898e-05i,0.087391-0.026923i,0.06061-0.050137i,0.032131-0.051678i,0.015686-0.044532i,0.00395-0.022058i,0.004063+0.0074735i,0.0096006+0.021067i,0.0085232+0.022697i,0.0040006+0.022084i,-0.0003581+0.022302i,-0.003171+0.024909i,-0.0022417+0.02526i,0.00034558+0.019573i,0.001633+0.0088347i
0.019803-0.10959i,-0.014623-0.039833i,-0.0039308+0.056995i,0.013571+0.041038i,-0.059799-0.020139i,-0.14107-0.003062i,-0.12649+0.044378i,-0.092084+0.054179i,-0.093149+0.043173i,-0.086769+0.044993i,-0.051743+0.051741i,-0.020596+0.046476i,-0.0063665+0.032608i,0.0013834+0.010053i,-0.0005124-0.012271i,-0.0079152-0.018802i,-0.0073232-0.015708i,0.0043969-0.016058i,0.017905-0.020642i,0.021946-0.022737i,0.017395-0.01828i,0.012485-0.011113i,0.0099406-0.0070055i
0.058459+0.085923i,0.04525-0.013458i,-0.010437-0.10535i,-0.0054731-0.062935i,0.10991+0.024002i,0.21137+0.027865i,0.20191-0.020081i,0.15517-0.047639i,0.13446-0.042719i,0.10933-0.046718i,0.050014-0.058892i,-0.0036142-0.049167i,-0.019081-0.026072i,-0.011398-0.00044519i,0.0043673+0.017061i,0.01596+0.016841i,0.015283+0.010032i,0.0033187+0.0055328i,-0.012668+0.0053357i,-0.015566+0.008656i,-0.0055098+0.0091692i,0.0037602+0.0053416i,0.0059204+0.0022913i
-0.096023+0.011885i,-0.037484+0.10835i,0.053334+0.14448i,0.019747+0.066277i,-0.11107+0.0054385i,-0.17093+0.026279i,-0.12055+0.042225i,-0.07372+0.0069049i,-0.086741-0.032009i,-0.091634-0.016126i,-0.044224+0.015891i,0.0049368+0.018321i,0.019323+0.01292i,0.015153+0.0042212i,0.0036649-0.0076732i,-0.0051691-0.012586i,-0.0099017-0.013476i,-0.011542-0.0077502i,-0.0047319+0.0007207i,-0.0024459+7.9382e-05i,-0.013565-0.0031125i,-0.024635-0.0029312i,-0.027891-0.0045582i
0.073715-0.077379i,-0.024461-0.12571i,-0.13165-0.10322i,-0.085168-0.028318i,0.050158-0.0025194i,0.10681-0.01963i,0.06729-0.017889i,0.035271+0.013937i,0.05856+0.041411i,0.068642+0.02202i,0.025876-0.0014211i,-0.014742+0.0038115i,-0.021997+0.0033462i,-0.015529-0.0049593i,-0.0070613-0.0044684i,-0.0021675+0.0025569i,0.0027429+0.0096314i,0.0099331+0.0080207i,0.0089879-0.00019326i,0.0051614-0.0012975i,0.011815+0.0032273i,0.021771+0.0038391i,0.02483+0.0047829i
-0.025827+0.12717i,0.071955+0.13888i,0.13941+0.087348i,0.064093+0.032243i,-0.07271+0.015222i,-0.12222+0.019407i,-0.086748+0.016583i,-0.0707-0.0062394i,-0.096853-0.022578i,-0.092553-0.0065522i,-0.041236-0.00020269i,-0.0047153-0.019699i,-0.0039016-0.024632i,-0.013954-0.010502i,-0.016363+0.00061533i,-0.010456-0.00082611i,-0.011127-0.0086841i,-0.018854-0.0078713i,-0.01658+0.0016017i,-0.0075169+0.0073785i,-0.0063928+0.0062957i,-0.010118+0.0065167i,-0.010677+0.0082036i
-0.048417-0.11656i,-0.11701-0.085529i,-0.12699-0.0095494i,-0.049285+0.035885i,0.052407+0.059188i,0.1188+0.058631i,0.12813+0.028713i,0.10966+0.0139i,0.10098+0.017573i,0.083742+0.0022698i,0.040545-0.014658i,0.0076062-0.0038914i,0.0077236+0.012694i,0.020494+0.01314i,0.022822+0.0063348i,0.016883+0.005496i,0.018947+0.0098779i,0.026758+0.0074431i,0.023857-0.0042249i,0.011522-0.013437i,0.0031701-0.015181i,0.0027748-0.017023i,0.0057497-0.020933i
0.10447+0.088027i,0.12929+0.064668i,0.10872+0.010256i,0.056587-0.02434i,-0.0082093-0.039427i,-0.058731-0.029599i,-0.060573-0.0045695i,-0.041614-0.0066601i,-0.04213-0.024689i,-0.046345-0.013758i,-0.032754+0.011911i,-0.022645+0.014682i,-0.03365+0.004441i,-0.043104+0.0035877i,-0.036091+0.0053149i,-0.025677+0.00063225i,-0.026648-0.0050931i,-0.030562-0.00083654i,-0.023234+0.010247i,-0.011326+0.015856i,-0.0045949+0.015731i,-0.0030134+0.015157i,-0.0038864+0.013799i
-0.13117-0.030286i,-0.13144-0.027524i,-0.095635-0.015944i,-0.052899+0.016192i,-0.0035886+0.048797i,0.019157+0.053381i,0.0034377+0.035249i,-0.0063253+0.036145i,0.011362+0.0581i,0.029863+0.047265i,0.022107+0.010811i,0.01345-0.0025253i,0.029776+0.0019294i,0.042568+0.0018297i,0.037245+0.002966i,0.03124+0.0072166i,0.030608+0.0051978i,0.026173-0.0027737i,0.013126-0.006615i,0.00058509-0.0025827i,-0.0035493+0.0029358i,-0.0044359+0.0050422i,-0.0058262+0.0060948i
0.12113-0.020174i,0.12611+0.0096544i,0.10087+0.023728i,0.050128-0.035451i,-0.020624-0.10269i,-0.040472-0.093885i,-0.0024979-0.054404i,0.01496-0.061263i,-0.0071666-0.092849i,-0.030474-0.080736i,-0.023025-0.034821i,-0.010433-0.012538i,-0.021894-0.0099648i,-0.029924-0.0075106i,-0.023019-0.014077i,-0.021366-0.022615i,-0.026124-0.018895i,-0.022566-0.0088177i,-0.0076042-0.0029364i,0.0031595-0.0038213i,0.0050665-0.0079572i,0.006292-0.012815i,0.0091504-0.016873i
-0.087856+0.070616i,-0.13648+0.034804i,-0.14926+0.0064396i,-0.098377+0.06101i,-0.016843+0.1366i,0.033249+0.14417i,0.035006+0.10224i,0.019944+0.081349i,0.021436+0.091978i,0.035536+0.073599i,0.024199+0.0242i,0.0039692+0.00025748i,0.0097168-0.00315i,0.015632-0.0052061i,0.0075858+0.0031302i,0.0048324+0.016938i,0.0082313+0.021999i,0.0078004+0.017995i,0.0012079+0.01264i,-0.0037914+0.011372i,-0.0018642+0.0155i,-0.00051004+0.021075i,-0.0025177+0.023129i
0.030524-0.083711i,0.10727-0.050105i,0.15042-0.018876i,0.083326-0.04813i,-0.013923-0.080167i,-0.042268-0.080721i,-0.022301-0.07608i,-0.010649-0.088972i,-0.024979-0.10619i,-0.042344-0.08019i,-0.032649-0.028815i,-0.018989-0.0030915i,-0.025937+0.010034i,-0.027248+0.021317i,-0.014078+0.014006i,-0.0029385-0.0028604i,0.0016536-0.012477i,0.0028842-0.012723i,0.0064531-0.010273i,0.0097875-0.012917i,0.0058543-0.019108i,-0.0021984-0.021952i,-0.006648-0.020795i
0.018588+0.092368i,-0.05737+0.099363i,-0.11464+0.097453i,-0.054261+0.11212i,0.043277+0.11685i,0.061284+0.10006i,0.029603+0.085235i,0.013285+0.093988i,0.0254+0.10964i,0.039831+0.078672i,0.025363+0.022601i,0.0087508-0.0059054i,0.012374-0.019336i,0.013415-0.023961i,0.0073783-0.0092189i,0.0047683+0.0037873i,0.0023523+0.0033342i,-0.0017995-2.5209e-05i,-0.0076471+0.0002047i,-0.011684+0.0045609i,-0.007084+0.0087971i,0.0039883+0.0092575i,0.012028+0.0070986i
-0.062587-0.044223i,-0.0035371-0.077803i,0.068521-0.10382i,0.048283-0.11189i,-0.019496-0.10498i,-0.035595-0.075786i,-0.014175-0.049497i,-0.0082281-0.060042i,-0.024215-0.079695i,-0.038904-0.057291i,-0.02922-0.010922i,-0.014336+0.015011i,-0.0086639+0.025369i,-0.00066219+0.025217i,0.0038842+0.010133i,-0.0028113-0.00072625i,-0.011424+0.0018209i,-0.01268+0.0077276i,-0.0057376+0.0093476i,0.00038313+0.0069372i,-0.003073+0.0045831i,-0.010357+0.0047334i,-0.012089+0.0042151i
0.073832-0.013945i,0.03817+0.02935i,-0.022905+0.082741i,-0.01884+0.09089i,0.015851+0.065503i,0.018762+0.042599i,0.009238+0.033992i,0.01008+0.043289i,0.019276+0.055694i,0.025985+0.035947i,0.015812-0.0062882i,-0.00075564-0.031146i,-0.0090987-0.035678i,-0.012545-0.02861i,-0.006088-0.015196i,0.0079391-0.0086801i,0.018537-0.008504i,0.021604-0.0089304i,0.013897-0.0098218i,0.00462-0.0073432i,0.0035351-0.003863i,0.0046708-0.0054365i,0.0044333-0.0066439i
-0.070498+0.087186i,-0.049436+0.068533i,-0.0030265-0.0089202i,-0.0047266-0.06106i,-0.031148-0.04438i,-0.010766-0.012753i,0.021786-0.015095i,0.023777-0.041929i,0.010061-0.056735i,0.0011093-0.030013i,0.0065579+0.015462i,0.017591+0.03775i,0.019789+0.034522i,0.012951+0.022119i,0.00067558+0.01007i,-0.012751+0.0047674i,-0.02314+0.0032661i,-0.026062+0.0032182i,-0.018599+0.0043138i,-0.0074744+0.0042427i,-0.00038182+0.0045822i,0.0042776+0.0069671i,0.0056862+0.0054855i
-8.3272e-05-0.12955i,-0.031098-0.12963i,-0.061137-0.034585i,-0.050817+0.050299i,-0.033411+0.055871i,-0.052742+0.0325i,-0.061236+0.02806i,-0.050084+0.040584i,-0.042451+0.053173i,-0.031629+0.035176i,-0.032161-0.0086936i,-0.041895-0.031472i,-0.036438-0.022404i,-0.019843-0.005712i,-0.0039077+0.0068481i,0.010343+0.010736i,0.020466+0.0063185i,0.020596+0.00054796i,0.013248-0.00072482i,0.0067307+0.0026545i,0.0011567+0.0046756i,-0.0065168+0.0052405i,-0.012695+0.0099167i
0.098148+0.14685i,0.15817+0.15684i,0.15346+0.059811i,0.086259-0.024447i,0.05945-0.016602i,0.099023+0.010874i,0.11333+0.0045837i,0.094858-0.022511i,0.082954-0.049209i,0.068023-0.046246i,0.058039-0.014453i,0.056604+0.0030258i,0.039276-0.0011549i,0.015534-0.0066506i,0.0010942-0.010305i,-0.0070572-0.010332i,-0.010133-0.0037424i,-0.0064415+0.0035216i,5.0392e-05+0.0045186i,0.0044241-0.0018192i,0.0075131-0.010973i,0.013135-0.018588i,0.017949-0.024449i
-0.19593-0.084823i,-0.29252-0.062068i,-0.24327+0.037839i,-0.10804+0.091629i,-0.072469+0.060814i,-0.12772+0.042995i,-0.14231+0.052341i,-0.12125+0.064589i,-0.10291+0.079961i,-0.079077+0.065262i,-0.067612+0.025963i,-0.065236+0.011147i,-0.044329+0.015489i,-0.017831+0.014341i,-0.0032846+0.010823i,0.0020402+0.0061294i,-7.2981e-05-0.0018125i,-0.0041141-0.0058124i,-0.0057609-0.0045454i,-0.005958+0.00079239i,-0.0056265+0.011357i,-0.00854+0.022551i,-0.012063+0.029633i
0.24906-0.022417i,0.35361-0.099528i,0.27852-0.17308i,0.1234-0.15506i,0.097321-0.097172i,0.15938-0.090659i,0.16951-0.10962i,0.13724-0.12778i,0.10031-0.14059i,0.065138-0.11496i,0.050412-0.069294i,0.045336-0.047169i,0.027435-0.036338i,0.0093119-0.023345i,0.0048311-0.0145i,0.0071153-0.0084927i,0.0099587-0.0029496i,0.0074324-0.0025344i,0.00037484-0.0060522i,-0.0045315-0.0078872i,-0.0049648-0.011502i,-0.0018386-0.018831i,0.0005505-0.024899i
-0.23411+0.16483i,-0.30605+0.30777i,-0.20977+0.33657i,-0.076562+0.21629i,-0.079804+0.12401i,-0.13556+0.13685i,-0.12557+0.16061i,-0.093874+0.16255i,-0.071401+0.15978i,-0.050799+0.12987i,-0.041021+0.08598i,-0.030662+0.061274i,-0.0126+0.043519i,-0.0020754+0.024583i,-0.0039561+0.013212i,-0.0095558+0.0055065i,-0.01347+0.0032055i,-0.012093+0.0088902i,-0.0070808+0.013379i,-0.0047085+0.013078i,-0.0020782+0.013354i,0.0028062+0.016579i,0.0062526+0.019599i
0.12682-0.26747i,0.13155-0.44012i,0.039192-0.42537i,-0.025233-0.24484i,0.02597-0.13107i,0.086342-0.13877i,0.078375-0.15196i,0.052416-0.14567i,0.036736-0.13269i,0.026573-0.10092i,0.015372-0.065889i,-0.0031292-0.044955i,-0.016601-0.02882i,-0.013704-0.012669i,-0.003051-0.0032507i,0.0041825+0.00082347i,0.0075227-0.00014184i,0.0072996-0.004858i,0.0051037-0.0040116i,0.0036168-0.00015382i,0.00015416-0.0015267i,-0.0063787-0.0068108i,-0.012237-0.010973i
0.012991+0.3155i,0.088847+0.48297i,0.15601+0.43268i,0.11196+0.23427i,-0.0078678+0.13875i,-0.064498+0.15789i,-0.044497+0.1559i,-0.025465+0.1323i,-0.019529+0.11602i,-0.009682+0.091274i,0.0049693+0.05617i,0.017178+0.026685i,0.017176+0.010993i,0.0076203+0.0043858i,0.00015155+0.0030095i,-0.0010896+0.0027438i,0.00088488+0.0017077i,0.0055344+0.0010318i,0.0096979+0.00033093i,0.010971+0.00074135i,0.012469+0.0024262i,0.014153+0.0047058i,0.014966+0.0064783i
-0.16654-0.26606i,-0.30844-0.37534i,-0.33549-0.29496i,-0.19464-0.13254i,-0.032782-0.091915i,0.025254-0.12486i,0.023914-0.12736i,0.0231-0.12241i,0.023463-0.11783i,0.016361-0.09684i,0.001995-0.057991i,-0.0079022-0.020219i,-0.0071977-0.0021823i,-0.0014953+0.00094196i,0.0022733-0.0040041i,0.0013475-0.009633i,-0.0049349-0.010665i,-0.012383-0.009455i,-0.013217-0.0086224i,-0.011044-0.010352i,-0.010247-0.009838i,-0.0098345-0.0062643i,-0.010533-0.0048805i
0.26456+0.15316i,0.43296+0.18785i,0.41456+0.1131i,0.21478+0.038404i,0.04939+0.069405i,0.0087178+0.11564i,0.0099356+0.1157i,0.00072977+0.10747i,-0.011559+0.097626i,-0.01096+0.074346i,-0.0016992+0.03481i,0.0017236+0.0012403i,0.0031912-0.005789i,0.0030528+0.00088707i,-0.0012878+0.0083956i,-0.0031588+0.012449i,-0.0014904+0.012896i,0.0022381+0.011658i,0.0037606+0.0079545i,0.0015005+0.0057807i,0.00077629+0.005481i,0.0033223+0.005924i,0.0063356+0.006019i
-0.29326+0.002633i,-0.44272+0.049734i,-0.37918+0.10003i,-0.17161+0.071857i,-0.044298-0.010756i,-0.019744-0.05086i,-0.012921-0.054696i,-0.0036676-0.060524i,0.0067778-0.060203i,0.0060783-0.049253i,-0.0036208-0.025042i,-0.0064029-0.0029897i,-0.0083309-0.0013781i,-0.0083016-0.008416i,-0.0017339-0.015031i,0.0030174-0.018032i,0.0036949-0.014279i,0.00034471-0.0070495i,-0.0051336-0.0006194i,-0.0063444+0.0019671i,-0.0031584+3.4708e-05i,-0.001386-0.0050981i,-0.0023301-0.009057i
0.23712-0.12393i,0.33008-0.22052i,0.25157-0.2269i,0.093596-0.11924i,0.022119-0.0098059i,0.01301+0.02543i,0.0082517+0.029967i,-0.0047146+0.035658i,-0.024053+0.04177i,-0.023947+0.041363i,-0.014825+0.022659i,-0.014706+0.0047513i,-0.0084322+0.0036318i,-0.0013338+0.0098608i,-0.0043074+0.018755i,-0.0064261+0.023284i,-0.0040654+0.017025i,-0.00046661+0.0047154i,0.0034757-0.0023156i,0.0038381-0.0011644i,0.00042226+0.0028587i,-0.0025805+0.0079151i,-0.001878+0.010212i
-0.12628+0.20747i,-0.15265+0.31597i,-0.083389+0.27302i,-0.0071142+0.11906i,0.0065643+0.017146i,0.0099681-0.0021489i,0.021878-0.012348i,0.037441-0.033888i,0.050572-0.053371i,0.037448-0.053215i,0.018586-0.029832i,0.013572-0.012424i,0.0028344-0.0080898i,-0.0061911-0.0076017i,-0.001912-0.013175i,0.0041529-0.017575i,0.0055363-0.013648i,0.0028567-0.0048726i,0.00026224+0.0032954i,0.0010462+0.0055706i,0.0019355+0.0023044i,-0.00056762-0.002327i,-0.0039267-0.0043611i
0.0022333-0.20541i,-0.026951-0.28323i,-0.058794-0.20599i,-0.049834-0.070105i,-0.027191-0.015307i,-0.029466-0.0048224i,-0.036022+0.016639i,-0.050572+0.038327i,-0.06046+0.056148i,-0.037636+0.054806i,-0.011616+0.033556i,-0.0011951+0.019097i,0.0085779+0.01202i,0.011968+0.0087072i,0.006083+0.013888i,0.0012342+0.015612i,-0.0028478+0.010262i,-0.0037729+0.0051271i,-0.00091467-0.0010709i,0.0011947-0.0054027i,0.0040315-0.0032962i,0.0081066+0.00021421i,0.010269+0.00065932i
0.07965+0.15587i,0.1295+0.19018i,0.11488+0.11294i,0.054079+0.028037i,0.021933+0.016885i,0.033431+0.022794i,0.047322+0.0028911i,0.059521-0.030199i,0.059378-0.052367i,0.034939-0.047206i,0.0082023-0.031393i,-0.0090244-0.020835i,-0.017922-0.00728i,-0.014509-0.00061095i,-0.0082345-0.0098212i,-0.0063599-0.017565i,-0.0031257-0.01569i,-0.00018712-0.011573i,0.00093199-0.0068839i,0.0018219-0.0036156i,0.00070358-0.0022656i,-0.0023766+0.00045513i,-0.0047264+0.0032234i
-0.12541-0.060557i,-0.15755-0.050717i,-0.10221+0.0032848i,-0.037002+0.02662i,-0.033341+0.012633i,-0.049665+0.0082202i,-0.049582+0.023952i,-0.055959+0.053892i,-0.056387+0.070274i,-0.031497+0.053663i,-0.0015915+0.025247i,0.016323+0.0045428i,0.019493-0.010962i,0.013335-0.011713i,0.01048+0.0038507i,0.010459+0.014131i,0.0054534+0.013512i,-0.0018577+0.0089226i,-0.0079121+0.0046194i,-0.010407+0.0043998i,-0.0078122+0.0046866i,-0.0026937+0.0011995i,0.00031701-0.0044196i
0.10607-0.0059758i,0.10474-0.027902i,0.034353-0.040286i,-0.0057558-0.020614i,0.022082+0.0074181i,0.050806+0.0091972i,0.056126-0.015901i,0.060947-0.054581i,0.058238-0.072862i,0.032528-0.056334i,-0.0031655-0.023041i,-0.023593+0.0077795i,-0.019855+0.023888i,-0.0087109+0.018395i,-0.007677+0.00077938i,-0.011401-0.0091996i,-0.009985-0.0095424i,-0.004855-0.0060123i,0.0013569-0.00057158i,0.004757+0.0012212i,0.0032368+0.00071712i,0.001127+0.0037626i,0.0017524+0.0076871i
-0.058907+0.052535i,-0.027881+0.062171i,0.036709+0.036772i,0.041967+0.0067288i,-0.007109-0.0054812i,-0.037483+0.00049244i,-0.044361+0.018613i,-0.050037+0.044515i,-0.05136+0.056587i,-0.034155+0.039124i,-0.0064509+0.0051861i,0.005859-0.025461i,-0.0024417-0.035128i,-0.0096205-0.019308i,-0.0018196+0.003109i,0.0095809+0.01239i,0.012239+0.01167i,0.0088348+0.0090964i,0.0035507+0.0065864i,-0.0017152+0.0068763i,-0.0032178+0.006545i,-0.0047162+0.0011087i,-0.0075182-0.0037855i
-0.0038252-0.051226i,-0.043937-0.024341i,-0.077355+0.035356i,-0.04374+0.049328i,0.015525+0.02058i,0.045659+0.0056725i,0.058833-0.013299i,0.063625-0.052716i,0.056439-0.069594i,0.035365-0.044425i,0.011347+0.00052302i,0.0072569+0.032003i,0.01851+0.032048i,0.018315+0.010835i,0.0016872-0.0080789i,-0.011752-0.012367i,-0.011981-0.0096276i,-0.005148-0.0073301i,0.0025685-0.007009i,0.0066708-0.0079867i,0.008328-0.0065413i,0.011191-0.0042843i,0.012991-0.0032161i
0.025107+0.021333i,0.047455-0.033053i,0.040566-0.097628i,-0.0020537-0.081204i,-0.039605-0.020357i,-0.050085+0.0095388i,-0.053959+0.037465i,-0.058741+0.077763i,-0.058134+0.090754i,-0.042349+0.062214i,-0.023805+0.010304i,-0.027558-0.023439i,-0.035164-0.016764i,-0.022957+0.0060162i,-0.00059393+0.016668i,0.011883+0.012006i,0.0088144+0.0042886i,0.00051727+0.00049088i,-0.0055257+0.0013462i,-0.0049324+0.0043736i,-0.0032402+0.0052703i,-0.0068496+0.0069873i,-0.010523+0.0081796i
-0.032737+0.021823i,-0.01624+0.096327i,0.024702+0.14161i,0.041269+0.089382i,0.028635+0.026349i,0.026016+0.0085067i,0.031928-0.022506i,0.030136-0.067988i,0.030005-0.08257i,0.027668-0.056335i,0.026602-0.011928i,0.03629+0.010176i,0.036768-0.00063107i,0.01797-0.016148i,-0.0028219-0.016384i,-0.0096801-0.0062547i,-0.0058135+0.0015507i,-0.001547+0.0024596i,-0.0001516-0.0010785i,-0.001197-0.0047693i,-0.00014505-0.0064623i,0.0042212-0.0079814i,0.0073369-0.0090153i
0.00037541-0.045643i,-0.059136-0.098787i,-0.1169-0.10628i,-0.096893-0.042636i,-0.040854+0.002432i,-0.024366+0.0013761i,-0.026644+0.020032i,-0.018493+0.055465i,-0.017133+0.068873i,-0.019163+0.047605i,-0.028643+0.012537i,-0.042647+0.0030994i,-0.033896+0.017485i,-0.0088805+0.025362i,0.0078486+0.017329i,0.010345+0.0038036i,0.0056076-0.0032638i,0.0002411-0.00066487i,-0.0021875+0.0064114i,-0.0020051+0.0091546i,-0.002325+0.0082016i,-0.0027658+0.0086539i,-0.002405+0.0095303i
0.035606+0.04739i,0.12025+0.06381i,0.17255+0.040605i,0.11784-0.00010542i,0.043228-0.0019987i,0.035961+0.016244i,0.049149-0.0061167i,0.043773-0.048509i,0.035058-0.068183i,0.02757-0.05509i,0.0289-0.029655i,0.031451-0.024894i,0.015885-0.031732i,-0.0081182-0.028593i,-0.020069-0.016053i,-0.016921-0.0040315i,-0.0077764-0.00018707i,0.00046842-0.001585i,0.004744-0.0052844i,0.0032481-0.0065783i,-0.00083319-0.0052326i,-0.0028032-0.0067824i,-0.0025578-0.0086253i
-0.070339-0.012023i,-0.15296+0.021594i,-0.17759+0.073609i,-0.094574+0.077225i,-0.022851+0.022444i,-0.026636-0.0074167i,-0.03557+0.02354i,-0.030666+0.059745i,-0.026187+0.071478i,-0.022192+0.057655i,-0.022067+0.037157i,-0.017016+0.031616i,0.00082372+0.029976i,0.019021+0.019897i,0.023686+0.0074207i,0.015337-0.00029334i,0.0034494-0.0018391i,-0.0043832+0.0017394i,-0.0054474+0.0071725i,-0.0033669+0.010017i,-0.0007446+0.0093553i,0.0026861+0.0079514i,0.003894+0.0063459i
