-0.0012565+0.0008533i,-0.00043459+0.00040176i,-0.00075402+3.8287e-05i,-0.0010423+0.00010666i,-0.00089764+0.00090152i,-0.00063783+0.00074946i,-0.00069855+0.0010911i,0.00031426+0.0011258i,0.00078149+0.00048808i,0.00060203-5.8748e-05i,0.00072706-0.00078493i,1.4122e-05-0.001035i,0.00021536-0.00038569i,0.00024124+0.00029289i,7.3322e-05-0.00060834i,-5.7819e-05-0.0011072i,-8.1765e-05-7.6406e-05i,-0.00020529+0.00012417i,-0.00070866-0.00075149i,-0.00018811-0.00048859i,-0.00019576+0.0011713i,-0.00017894+0.0014852i,0.00031334+0.0004211i
-0.016427+0.21257i,0.010691+0.29738i,0.081348+0.24779i,0.15237+0.14089i,0.1785+0.076185i,0.1616+0.024182i,0.11861-0.029613i,0.069704-0.049262i,0.030887-0.04688i,-0.0011422-0.055324i,-0.026846-0.059461i,-0.028062-0.041544i,-0.013548-0.023228i,-0.0061934-0.014148i,0.009511-0.017124i,0.037165-0.049158i,0.044682-0.082499i,0.032163-0.07362i,0.017419-0.037345i,-0.0021227-0.0075086i,-0.019957+0.006348i,-0.030136+0.0088704i,-0.03102+0.010083i
-0.17993-0.13602i,-0.30496-0.19085i,-0.38852-0.14021i,-0.4146-0.0052018i,-0.34985+0.1039i,-0.2322+0.11434i,-0.16352+0.092757i,-0.1267+0.10883i,-0.075577+0.093656i,-0.057851+0.037644i,-0.053144+0.013844i,-0.023316+0.0043041i,-0.0049761-0.01212i,-0.0063798-0.014727i,-0.01474-0.014794i,-0.03242-0.0082362i,-0.036044+0.012243i,-0.017082+0.018749i,0.0037804+0.0049292i,0.015521-0.0069976i,0.019091-0.0062417i,0.02016-0.0007074i,0.01532+0.00011625i
0.20309-0.05958i,0.29097-0.084516i,0.26168-0.066444i,0.1592-0.060634i,0.033987-0.084792i,-0.071644-0.042666i,-0.073185+0.04308i,-0.024998+0.058457i,-0.014038+0.045141i,-0.0059542+0.063664i,0.0013707+0.068095i,-0.015412+0.046754i,-0.028329+0.024719i,-0.02157+0.014249i,-0.010578+0.0093538i,-0.011244-0.0075612i,-0.022808-0.036512i,-0.035279-0.058043i,-0.043178-0.052931i,-0.039536-0.028183i,-0.027773-0.0065379i,-0.017339+0.0064114i,-0.0057761+0.013745i
-0.055761+0.19191i,-0.087689+0.28273i,-0.090016+0.25846i,-0.024419+0.20654i,0.11908+0.18174i,0.22521+0.10893i,0.1862+0.0085245i,0.10221-0.036635i,0.068532-0.040775i,0.057544-0.035055i,0.055073-0.019726i,0.060661-0.0030501i,0.059718+0.0049916i,0.046346+0.00040626i,0.023821+0.0036768i,0.0068383+0.027797i,-0.0036474+0.056276i,-0.015804+0.072807i,-0.020049+0.072203i,-0.012159+0.055454i,0.00087504+0.028336i,0.0091389+0.0022788i,0.0073136-0.012146i
-0.12973-0.12515i,-0.15502-0.12342i,-0.047561-0.026472i,0.061529+0.041184i,0.027699+0.026411i,-0.012512+0.0119i,0.059004+0.0028438i,0.10322-0.02191i,0.058149-0.029042i,0.021626-0.027656i,0.01052-0.031939i,-0.00010158-0.021307i,-0.0053139-0.0035391i,-0.0026309+0.0016835i,0.004231-0.012417i,0.00044634-0.029773i,-0.012503-0.028926i,-0.016901-0.015923i,-0.0076173-0.0029531i,0.0096119+0.0050579i,0.021702+0.0059054i,0.019449+0.0023541i,0.011203-0.0043363i
0.17957-0.047353i,0.2282-0.10172i,0.12705-0.14014i,0.010097-0.15276i,0.0015813-0.17806i,-0.017979-0.18935i,-0.096282-0.11936i,-0.11628-0.030096i,-0.083667-0.0076082i,-0.075995-0.010997i,-0.071942+0.00039423i,-0.047221-0.0016517i,-0.023934-0.011027i,-0.013024-0.0047587i,-0.0058376+0.0094582i,0.0097583+0.023112i,0.034035+0.030829i,0.05247+0.027017i,0.056974+0.010335i,0.04707-0.010156i,0.028671-0.016722i,0.018591-0.006787i,0.012889+0.0049623i
-0.032187+0.16917i,0.053196+0.22323i,0.22489+0.12342i,0.29873-0.023049i,0.16953-0.027931i,0.017266+0.054259i,-0.019019+0.060563i,-0.015445+0.018483i,-0.020158+0.012851i,-0.013823+0.024115i,-0.0024072+0.014485i,-0.00081951-0.0036914i,-0.0042058-0.0116i,-0.0040832-0.013231i,-0.0059211-0.017805i,-0.0078805-0.031687i,-0.002805-0.052604i,0.003483-0.066845i,-0.0046291-0.064967i,-0.026455-0.049481i,-0.040184-0.033902i,-0.03834-0.027844i,-0.027984-0.023885i
-0.12029-0.13937i,-0.2327-0.17445i,-0.30938-0.087246i,-0.30495+0.0405i,-0.20862+0.096134i,-0.058009+0.085885i,0.043915+0.039041i,0.04952-0.013579i,0.028203-0.024241i,0.033376-0.0045067i,0.04515+0.016589i,0.048667+0.024389i,0.041231+0.0095366i,0.02258-0.0044861i,0.0084682+0.0041092i,0.0025991+0.020477i,-0.0068651+0.028441i,-0.017194+0.028109i,-0.017817+0.023885i,-0.0079909+0.020433i,0.0018368+0.019282i,0.0041004+0.014359i,0.0013007+0.0061226i
0.17284-0.024584i,0.27344-0.11799i,0.2631-0.27687i,0.1623-0.39707i,0.066965-0.3684i,0.027806-0.2531i,0.023981-0.15927i,0.016092-0.09064i,0.0054091-0.027327i,0.0086178-0.0020932i,-0.0053668-0.023774i,-0.037662-0.036305i,-0.051948-0.024337i,-0.048275-0.01457i,-0.03853-0.011566i,-0.033175-0.010244i,-0.037283-0.012816i,-0.044872-0.016717i,-0.048587-0.007168i,-0.037638+0.012151i,-0.019911+0.022314i,-0.012068+0.028194i,-0.0062668+0.034508i
-0.10532+0.1344i,-0.17332+0.24105i,-0.19158+0.31238i,-0.12808+0.35434i,-0.0043193+0.32659i,0.054905+0.18499i,-0.023735+0.037794i,-0.12049-0.0057516i,-0.12347-0.0010143i,-0.080533-0.012613i,-0.042605-0.015482i,-0.0077305-0.0024563i,0.012154+0.0099042i,0.01854+0.015809i,0.02568+0.0070809i,0.032635-0.0040967i,0.03248+0.0027559i,0.025104+0.014468i,0.016227+0.011736i,0.010902+0.00025657i,0.0094038-0.0076289i,0.013347-0.0092242i,0.014406-0.009801i
-0.043819-0.16063i,-0.086095-0.25803i,-0.13364-0.29532i,-0.2187-0.26962i,-0.31445-0.18615i,-0.30445-0.056637i,-0.16808+0.034397i,-0.046988+0.044042i,-0.0080438+0.026257i,-0.0077795+0.016031i,-0.018765+0.020652i,-0.026693+0.03393i,-0.020956+0.03844i,-0.010297+0.033929i,-0.0087616+0.022543i,-0.016942+0.0034148i,-0.02399-0.016609i,-0.023446-0.022883i,-0.01822-0.010168i,-0.011329+0.0078131i,-0.0047772+0.018582i,0.00031898+0.017141i,0.0059281+0.0060253i
0.12876+0.06588i,0.18639+0.14245i,0.19705+0.23335i,0.24554+0.24936i,0.3267+0.12874i,0.29542-0.0023864i,0.1533-0.0080813i,0.055833+0.036367i,0.020479+0.026283i,-0.0092704+0.0030804i,-0.014566+0.00029989i,0.0092649-0.0099087i,0.029644-0.025801i,0.029884-0.029389i,0.018866-0.016471i,0.011712+0.0023059i,0.012737+0.019141i,0.022939+0.028086i,0.032194+0.016322i,0.027766-0.0059449i,0.017252-0.016508i,0.0075529-0.015073i,-0.0042573-0.0090198i
-0.10452+0.075187i,-0.13775+0.082092i,-0.12294+0.02493i,-0.12556-0.0038342i,-0.1649+0.072824i,-0.1427+0.13249i,-0.046356+0.08647i,0.038818+0.031386i,0.070343+0.020698i,0.057973+0.020443i,0.031044+0.017365i,0.0098619+0.017936i,-0.00037279+0.018832i,-0.0012935+0.013324i,-0.0024805+0.0076645i,-0.0029231+0.011817i,0.00045133+0.012494i,-0.0055096+0.00057337i,-0.017519-0.0019925i,-0.016608+0.0067991i,-0.0035567+0.0054608i,0.0061963-0.0017558i,0.009921-0.0056883i
0.011805-0.099106i,0.040049-0.10339i,0.10313-0.036482i,0.15124-0.017569i,0.12261-0.095343i,0.039369-0.11778i,-0.018609-0.030489i,-0.043554+0.036206i,-0.04883+0.045095i,-0.024533+0.041132i,0.0053947+0.030753i,0.014135+0.0080195i,0.0024191-0.01384i,-0.010083-0.019799i,-0.0084499-0.018742i,-0.00094105-0.020727i,0.005096-0.017536i,0.011365-0.0096899i,0.012367-0.0054721i,0.005644-0.0014894i,-0.00097329+0.0022159i,-0.0016473-0.0020013i,-0.000651-0.0069749i
0.088931+0.031258i,0.11826-0.0059579i,0.075944-0.11706i,0.0059127-0.17625i,0.0029281-0.10041i,0.04685-0.034487i,0.05558-0.07613i,0.029552-0.12988i,0.0064915-0.11951i,0.0011659-0.075376i,0.0021839-0.045992i,-0.0011849-0.029293i,-0.0031725-0.011699i,-0.0019023-0.0025373i,-0.0020591-0.0011814i,-0.0051306-0.0061388i,-0.017864-0.015936i,-0.031095-0.016277i,-0.023081-0.0027346i,-0.00013497+0.0088543i,0.0074613+0.0082698i,-0.0052188+0.0076955i,-0.012986+0.0088309i
-0.071417+0.036496i,-0.076434+0.078812i,0.0042833+0.12318i,0.083386+0.13011i,0.075909+0.095527i,0.081963+0.06772i,0.12941+0.021782i,0.10543-0.02394i,0.032393-0.026149i,-0.0015579-0.020377i,-0.0015299-0.024633i,0.0057332-0.023514i,0.0093734-0.017975i,0.0093778-0.0088894i,0.010056-0.0030398i,0.0080439-0.0013349i,0.010775+0.0014773i,0.016954-0.0059948i,0.012481-0.028734i,-0.0023583-0.043219i,-0.012516-0.027745i,-0.010167-0.0001463i,-0.0082916+0.019158i
0.0018595-0.094634i,-0.049797-0.18184i,-0.1902-0.23153i,-0.30406-0.21491i,-0.28385-0.18271i,-0.23354-0.14204i,-0.20402-0.060945i,-0.13426+0.0047657i,-0.059762+0.01609i,-0.031021+0.012551i,-0.030343+0.01913i,-0.030669+0.031926i,-0.018892+0.035372i,-0.009742+0.02552i,-0.0046248+0.017871i,0.0045827+0.015399i,0.0046164+0.013049i,-0.0053385+0.014828i,-0.012048+0.020764i,-0.009135+0.023547i,-9.8336e-05+0.016651i,0.011801+0.0054724i,0.023283-0.0058351i
0.0538+0.070448i,0.14084+0.12781i,0.26007+0.1232i,0.3302+0.082429i,0.31716+0.07911i,0.24928+0.05138i,0.11901-0.0075745i,-0.0070021-0.00074644i,-0.037246+0.040735i,-0.021975+0.036838i,-0.017967+0.013244i,-0.012605-0.0055174i,-0.0085724-0.017686i,-0.0073792-0.018665i,-0.012146-0.017528i,-0.0225-0.015164i,-0.021995-0.01223i,-0.018963-0.014348i,-0.026039-0.011521i,-0.028827-0.00044499i,-0.018364+0.0015037i,-0.0071484-0.0087122i,-0.0012325-0.013001i
-0.091678-0.007264i,-0.21465+0.0024178i,-0.33799+0.058599i,-0.39956+0.12109i,-0.40406+0.13437i,-0.34317+0.12631i,-0.20232+0.11349i,-0.066532+0.058645i,-0.0089562+0.0027955i,0.010572-0.0063277i,0.025659-0.00017849i,0.027293+0.0046491i,0.01849+0.0074526i,0.0092049+0.0069804i,0.0070494+0.0046459i,0.0076376-0.00057832i,0.0030174+0.0015918i,0.0067256+0.015366i,0.023285+0.022462i,0.030399+0.012687i,0.019099+0.00044274i,0.0039114-0.0045268i,-0.0065267-0.010671i
0.066273-0.038731i,0.17395-0.094842i,0.28624-0.17646i,0.34293-0.24855i,0.34298-0.27413i,0.28436-0.25038i,0.15474-0.17963i,0.039746-0.072642i,0.00060245-0.0055016i,-0.0094649+0.0022215i,-0.019718+0.00097925i,-0.024423+0.0014332i,-0.022568-0.0018063i,-0.017341-0.0035436i,-0.014298+0.0030722i,-0.012673+0.014341i,-0.011606+0.017354i,-0.017949+0.01168i,-0.02862+0.0073071i,-0.030593+0.01084i,-0.020728+0.021665i,-0.006373+0.030928i,0.0014396+0.035302i
-0.019146+0.056902i,-0.078016+0.15195i,-0.13951+0.27544i,-0.15384+0.36025i,-0.13885+0.37409i,-0.11018+0.34658i,-0.032255+0.2555i,0.025556+0.10919i,0.015529+0.011826i,-0.0024415-0.0099297i,-0.0036074-0.0087218i,0.0047659-0.0032668i,0.015296+0.0027522i,0.017685+0.0069023i,0.018908+0.0046811i,0.024981-0.0073967i,0.031881-0.020997i,0.03598-0.027862i,0.036523-0.025874i,0.034053-0.017584i,0.028176-0.012407i,0.019232-0.015278i,0.0073948-0.019088i
0.0077365-0.045846i,0.032138-0.16038i,0.044206-0.32064i,0.0080814-0.411i,-0.031442-0.38912i,-0.034032-0.30284i,-0.028717-0.15966i,-0.012859-0.012639i,0.0085677+0.048947i,0.0057842+0.047212i,-0.0013048+0.040448i,0.0019107+0.028121i,-0.00046288+0.010842i,-0.0073257+0.003503i,-0.009095+0.0074028i,-0.0090425+0.013843i,-0.0097721+0.019202i,-0.0087787+0.020871i,-0.0070814+0.01844i,-0.0041419+0.014183i,-6.6332e-05+0.0053966i,-0.00041554-0.0048167i,-0.00163-0.0083639i
-0.00014769+0.031463i,0.024824+0.13661i,0.087548+0.25869i,0.15299+0.28439i,0.17001+0.22804i,0.15983+0.15637i,0.13347+0.04812i,0.064475-0.055947i,-0.00037684-0.07466i,-0.0060591-0.044194i,0.012665-0.029393i,0.016046-0.028331i,0.011732-0.024752i,0.010804-0.022019i,0.0088641-0.025609i,0.0005983-0.034784i,-0.0095042-0.042342i,-0.013561-0.045103i,-0.011041-0.045592i,-0.0091812-0.043314i,-0.016357-0.03248i,-0.023759-0.012738i,-0.02251+0.0012336i
-0.010853-0.04803i,-0.072018-0.14039i,-0.17932-0.22394i,-0.24142-0.19866i,-0.21186-0.11111i,-0.14349-0.082972i,-0.077345-0.090741i,-0.010717-0.070577i,0.028233-0.04021i,0.027342-0.018523i,0.013944-0.0035632i,0.0024986+0.0057661i,-0.0049812+0.011385i,-0.0056058+0.011864i,-0.0036458+0.012479i,-0.0028074+0.0214i,-0.0019597+0.032355i,-0.0056473+0.035611i,-0.013139+0.031115i,-0.013231+0.026736i,0.00083881+0.023994i,0.016213+0.020689i,0.021783+0.02058i
0.028907+0.060113i,0.12761+0.11487i,0.24783+0.12635i,0.25915+0.050936i,0.15452-0.038903i,0.049981-0.0525i,-0.016599-0.022565i,-0.067833+0.0023727i,-0.080029+0.017359i,-0.054807+0.004293i,-0.03784-0.02054i,-0.030419-0.020268i,-0.014277-0.0099258i,-0.0026792-0.0096656i,-0.0038343-0.016103i,-0.011934-0.024504i,-0.023326-0.026174i,-0.027985-0.018256i,-0.022331-0.0080503i,-0.014885-0.0045243i,-0.0098948-0.0067433i,-0.0033672-0.0098139i,0.00058979-0.014497i
-0.069084-0.04403i,-0.18778-0.059184i,-0.28998-0.023818i,-0.23874+0.050439i,-0.075064+0.10201i,0.01345+0.093769i,-0.0049637+0.061932i,-0.02587+0.038763i,-0.015546+0.018661i,-0.0084935+0.011645i,-0.0053203+0.023398i,0.0064644+0.028i,0.011984+0.02048i,0.0067792+0.017453i,0.0077763+0.023937i,0.022913+0.03273i,0.039187+0.031929i,0.041815+0.02386i,0.030739+0.020351i,0.015012+0.019653i,0.0030992+0.013921i,-0.0029079+0.0042832i,-0.00020947-0.0027842i
0.099586-0.0038183i,0.21257-0.055435i,0.2658-0.13748i,0.15137-0.16847i,-0.048952-0.1097i,-0.12433-0.019099i,-0.056162+0.03552i,0.01122+0.049016i,0.024565+0.039907i,0.01112+0.016786i,-0.0080685-0.0056544i,-0.018552-0.016369i,-0.019351-0.021832i,-0.020364-0.024547i,-0.026304-0.02577i,-0.038351-0.026235i,-0.044116-0.019959i,-0.032183-0.014818i,-0.014818-0.016052i,-0.006677-0.0096023i,-0.0068618+0.0075319i,-0.0084433+0.018711i,-0.013488+0.015901i
-0.092293+0.077705i,-0.16618+0.18481i,-0.17+0.26596i,-0.045139+0.20835i,0.12351+0.045071i,0.1724-0.070815i,0.096109-0.076447i,0.021216-0.03993i,-0.0019898-0.015394i,0.0097519+0.0059582i,0.040496+0.020104i,0.054344+0.010045i,0.040212+0.00034262i,0.028384+0.0066378i,0.034974+0.014354i,0.050904+0.012194i,0.055216+0.002096i,0.039635-0.0030494i,0.021865+0.001317i,0.019266+0.0026483i,0.026112-0.0056239i,0.026505-0.012363i,0.022126-0.0078387i
0.023933-0.12121i,0.027847-0.24604i,-0.0062935-0.30345i,-0.084084-0.18454i,-0.15971+0.036946i,-0.15233+0.15612i,-0.066699+0.10765i,-0.003062+0.0076734i,-0.0029183-0.034341i,-0.028873-0.024633i,-0.055291-0.0035694i,-0.062881+0.018013i,-0.04898+0.02717i,-0.036204+0.021122i,-0.040984+0.013315i,-0.05372+0.015585i,-0.05234+0.02111i,-0.037011+0.016207i,-0.022546+0.0027965i,-0.013746-0.0095601i,-0.0099783-0.016569i,-0.0097015-0.017805i,-0.012334-0.014128i
0.061096+0.11178i,0.13402+0.21491i,0.18803+0.24286i,0.18679+0.10317i,0.14526-0.12125i,0.082382-0.22547i,0.015333-0.14779i,-0.018209-0.023448i,-0.0089985+0.029375i,0.015377+0.016096i,0.030682-0.020085i,0.025324-0.041971i,0.01648-0.036344i,0.023223-0.02616i,0.040588-0.030742i,0.050386-0.048269i,0.041015-0.057208i,0.021816-0.04409i,0.0070428-0.019085i,-0.0036697+0.00080112i,-0.013366+0.008225i,-0.017791+0.0079891i,-0.011559+0.0021275i
-0.11606-0.044036i,-0.21796-0.089537i,-0.25774-0.098193i,-0.18473-0.001346i,-0.058166+0.16192i,0.044895+0.22909i,0.079314+0.12651i,0.037352-0.0013216i,-0.015731-0.030322i,-0.031003-0.00068414i,-0.023977+0.036433i,-0.0036954+0.058955i,0.013167+0.051035i,0.0069341+0.033862i,-0.014317+0.033516i,-0.029044+0.044995i,-0.029672+0.046626i,-0.025173+0.03115i,-0.020358+0.010038i,-0.012162+0.00070832i,-0.00013329+0.0095128i,0.0098185+0.020715i,0.0086868+0.024955i
0.11201-0.041094i,0.21611-0.073231i,0.25445-0.097228i,0.15803-0.13609i,-0.0042129-0.19894i,-0.10294-0.20755i,-0.086517-0.11512i,-0.0054659-0.016681i,0.050541+0.0031984i,0.052792-0.024706i,0.026499-0.050387i,-0.0028477-0.055483i,-0.014718-0.043915i,-0.0087138-0.038236i,0.0009167-0.050537i,0.00038599-0.064398i,-0.0066232-0.056414i,-0.0060197-0.030477i,0.0038204-0.0075718i,0.012674-0.00020031i,0.012767-0.0059238i,0.010584-0.010882i,0.014156-0.012353i
-0.054165+0.10024i,-0.11462+0.17121i,-0.14381+0.18375i,-0.08025+0.14854i,0.044458+0.13825i,0.12361+0.12156i,0.082096+0.053215i,-0.018451+0.002678i,-0.064742+0.014726i,-0.044703+0.040835i,-0.00014675+0.046258i,0.037614+0.029176i,0.042724+0.0074956i,0.024356+0.011788i,0.012776+0.043737i,0.018044+0.071005i,0.026817+0.069219i,0.022269+0.044813i,0.002475+0.017365i,-0.01659+0.00080769i,-0.020776-0.0051597i,-0.015733-0.0074063i,-0.010532-0.0049571i
-0.030699-0.10253i,-0.036815-0.18629i,-0.02639-0.21158i,-0.042284-0.16021i,-0.10926-0.10142i,-0.16367-0.05359i,-0.12535-0.0046425i,-0.029845+0.0026778i,0.017176-0.034193i,-0.0040684-0.05534i,-0.041103-0.041399i,-0.06004-0.014686i,-0.055927+0.0045016i,-0.044226+0.0011526i,-0.042579-0.022377i,-0.048693-0.039613i,-0.046693-0.036114i,-0.029321-0.021309i,-0.0061489-0.0042419i,0.0082059+0.01254i,0.0068224+0.023142i,-0.0033215+0.020855i,-0.012371+0.0051387i
0.078492+0.046117i,0.12387+0.10007i,0.10803+0.13046i,0.066594+0.10653i,0.082566+0.057138i,0.10985+0.0074863i,0.069182-0.019087i,0.00052372+0.0041668i,-0.018186+0.046452i,0.0058079+0.055833i,0.026028+0.030777i,0.027537-0.00093001i,0.016312-0.015523i,0.013839-0.007441i,0.034001+0.011559i,0.05675+0.020342i,0.054812+0.012691i,0.027446+0.0034156i,-1.1174e-05+0.0042211i,-0.0027869+0.0091217i,0.012362+0.006721i,0.023581+0.0026633i,0.024078+0.0069229i
-0.074911+0.025336i,-0.12522+0.024595i,-0.11073-0.00062112i,-0.04898-0.02674i,-0.029662-0.028892i,-0.040761-0.0022927i,-0.019148+0.013554i,0.0053725-0.017149i,-0.01249-0.053798i,-0.038881-0.047254i,-0.040294-0.008651i,-0.025806+0.026634i,-0.0066579+0.037051i,0.0001037+0.022139i,-0.019268-0.0004091i,-0.04418-0.010116i,-0.045691-0.0069858i,-0.022422-0.0059377i,0.0043676-0.015299i,0.014844-0.027354i,0.0079511-0.030689i,-0.0033481-0.022807i,-0.0092023-0.011177i
0.038919-0.06246i,0.07315-0.09099i,0.081991-0.059799i,0.049152+0.0051192i,0.022949+0.04297i,0.033661+0.036316i,0.036795+0.011591i,0.019259+0.014468i,0.028016+0.036844i,0.051417+0.031037i,0.04674-0.0025721i,0.023212-0.027052i,0.0058461-0.02771i,0.0089504-0.016142i,0.03314-0.010997i,0.053669-0.017814i,0.049314-0.022664i,0.027798-0.016992i,0.0064019-0.0054012i,-0.0094827+0.001425i,-0.019438-0.00045293i,-0.018368-0.0052455i,-0.0063954-0.0097575i
0.02312+0.059601i,0.033133+0.086901i,0.029472+0.041365i,0.01627-0.055424i,-0.012583-0.10607i,-0.036509-0.074518i,-0.023617-0.01694i,-0.0089984+0.0026569i,-0.031002+8.5308e-05i,-0.049499+0.012054i,-0.031128+0.025874i,0.00075332+0.026926i,0.017329+0.015037i,0.0047272+0.0020186i,-0.028617+0.007437i,-0.052792+0.024831i,-0.050791+0.029816i,-0.034807+0.015403i,-0.023226-0.0011863i,-0.017028-0.00071805i,-0.0089448+0.013259i,-0.0037532+0.024734i,-0.0056855+0.025572i
-0.057227-0.019472i,-0.080742-0.03315i,-0.063599-0.01136i,-0.014187+0.058728i,0.044324+0.11529i,0.066587+0.088196i,0.031504+0.019763i,0.006931-0.0015248i,0.032154-4.985e-05i,0.046748-0.018693i,0.02152-0.028735i,-0.0047962-0.022807i,-0.015576-0.013835i,-0.0089918-0.0083941i,0.010127-0.018655i,0.020147-0.035439i,0.013828-0.033802i,0.0030024-0.012691i,-0.00035783+0.0082792i,0.0035922+0.013575i,0.0086322+0.0049471i,0.01179-0.0064656i,0.011492-0.013162i
0.044666-0.033903i,0.062344-0.056771i,0.027736-0.084304i,-0.053364-0.12762i,-0.12946-0.15347i,-0.14514-0.11368i,-0.085279-0.051837i,-0.031804-0.028185i,-0.033571-0.010561i,-0.037066+0.017523i,-0.015575+0.026278i,0.0057595+0.018199i,0.010436+0.0069289i,0.00046518+0.0055897i,-0.0094541+0.024717i,-0.0076443+0.046492i,-0.00088529+0.046789i,0.00035229+0.028043i,-0.0019852+0.011131i,-0.0038223+0.0047611i,-0.0038095+0.0013168i,-0.0019295+0.000103i,0.00083832+0.0025109i
-0.0075671+0.051537i,-0.0059494+0.082992i,0.025303+0.097004i,0.10297+0.11016i,0.18686+0.10289i,0.19795+0.046448i,0.10575-0.011996i,0.016586-0.028966i,0.0021993-0.040981i,0.0045887-0.057494i,-0.0083785-0.047753i,-0.021624-0.025917i,-0.020945-0.0075503i,-0.0035317-0.0021719i,0.01016-0.020297i,0.0083895-0.041066i,0.0047856-0.041384i,0.0078283-0.027328i,0.010499-0.014832i,0.0075185-0.0054006i,0.00036818+0.0030797i,-0.0066095+0.0038219i,-0.010934-0.0013091i
-0.036918-0.030541i,-0.066269-0.047185i,-0.10047-0.044846i,-0.16824-0.034452i,-0.24461+0.0012005i,-0.21693+0.062274i,-0.085302+0.074712i,-0.0037831+0.035369i,-0.0027423+0.027435i,0.0014291+0.043842i,0.016744+0.031498i,0.022198+0.0094981i,0.01692-0.00062744i,0.0044491+0.0047464i,0.00076025+0.022731i,0.008589+0.034174i,0.011812+0.030309i,0.0065283+0.017085i,0.003065+0.0061559i,0.009027+0.0018634i,0.017732+0.0014077i,0.019561+0.0053082i,0.015112+0.0096177i
0.050221-0.0015493i,0.091667-0.0050641i,0.12822-0.013355i,0.18744-0.031675i,0.24669-0.074248i,0.19302-0.1147i,0.055565-0.069682i,-0.0090438+0.0091656i,-0.0089453+0.016345i,-0.021398-0.0064122i,-0.031987-0.0018842i,-0.028243+0.013099i,-0.017022+0.015618i,-0.007166-0.00030781i,-0.013808-0.022352i,-0.028529-0.033285i,-0.032201-0.030593i,-0.025281-0.020158i,-0.016864-0.010025i,-0.010514-0.0074041i,-0.0047418-0.012336i,-0.00096269-0.018406i,-0.00056614-0.018048i
-0.026799+0.036869i,-0.044197+0.065084i,-0.062724+0.077234i,-0.11741+0.095114i,-0.17173+0.14349i,-0.13319+0.16168i,-0.043701+0.083479i,-0.011871+0.0055023i,-0.0086635+0.0083767i,0.012579+0.023424i,0.022692+0.011258i,0.023039-0.0067539i,0.01895-0.015539i,0.011144-0.0065001i,0.014768+0.0090707i,0.02589+0.01569i,0.027729+0.013164i,0.017192+0.0049972i,0.0028881-0.0042023i,-0.0093509-0.0082581i,-0.019471-0.0054873i,-0.019694+0.0019242i,-0.0088755+0.0069747i
-0.0098141-0.055846i,-0.010866-0.096095i,0.012698-0.12132i,0.078459-0.16398i,0.11214-0.24291i,0.05599-0.24403i,-0.0031642-0.13313i,-0.0042383-0.046265i,-0.0041741-0.029698i,-0.021882-0.020474i,-0.022307-0.0008831i,-0.010883+0.015019i,-0.0015138+0.018255i,0.00018689+0.0065032i,-0.010881-0.0059292i,-0.025005-0.0081122i,-0.028538-0.0039453i,-0.021193+0.0022239i,-0.010982+0.0081089i,-0.0039403+0.01223i,-0.0025253+0.014042i,-0.0073179+0.0093563i,-0.013066+0.0028877i
0.037956+0.026136i,0.063481+0.0422i,0.045409+0.051113i,-0.016498+0.10359i,-0.03156+0.20115i,0.041154+0.20721i,0.082738+0.087902i,0.044581+0.0015926i,0.019291-0.0036692i,0.026565-0.0043406i,0.021752-0.017985i,0.0047201-0.028407i,-0.0073259-0.023759i,-0.0054277-0.0052873i,0.010914+0.0063996i,0.025989+0.0057626i,0.027545+0.0018044i,0.015546-0.0012034i,0.0015151-0.00051017i,-0.0015033+0.0043019i,0.0071011+0.00981i,0.019636+0.012701i,0.02585+0.0096473i
-0.04637+0.011806i,-0.079954+0.015593i,-0.071916-0.0118i,-0.044415-0.099963i,-0.066629-0.17342i,-0.11123-0.12911i,-0.087137-0.014666i,-0.024759+0.028865i,-0.011016+0.0070931i,-0.024138+0.0046017i,-0.01929+0.015932i,-0.0035084+0.021355i,0.006369+0.017175i,0.00032778+0.0047824i,-0.015458+0.0012458i,-0.026126+0.0089712i,-0.024192+0.014312i,-0.01014+0.012122i,0.0049032+0.0055758i,0.011353-0.0030076i,0.0078364-0.012295i,-0.0029037-0.016639i,-0.011977-0.012056i
0.024367-0.037401i,0.036052-0.061455i,0.015019-0.03376i,0.0035339+0.068778i,0.058357+0.14765i,0.10024+0.095153i,0.045273+0.0011243i,-0.017052-0.012066i,-0.011504+0.006297i,0.0086487-0.0060241i,0.0030788-0.017945i,-0.012875-0.015496i,-0.019855-0.0078572i,-0.009392-0.00037615i,0.0088245-0.0037579i,0.020504-0.015827i,0.019363-0.023368i,0.0071717-0.019431i,-0.0043688-0.008846i,-0.0062474+0.0013059i,-0.0013226+0.0066466i,0.0062857+0.0051521i,0.009268-0.0014696i
0.0088199+0.04167i,0.019921+0.071027i,0.028092+0.048585i,-0.0061803-0.039634i,-0.086495-0.10403i,-0.12105-0.061421i,-0.067249-0.0033647i,-0.024772-0.0064962i,-0.029406-0.0077522i,-0.025568+0.014042i,-0.0045178+0.022302i,0.016227+0.013759i,0.023186+0.0014297i,0.010326-0.0051964i,-0.0060865-0.00052589i,-0.011873+0.0095885i,-0.0088522+0.013682i,-0.002215+0.0069931i,0.00050819-0.0038369i,-0.0037005-0.010222i,-0.011021-0.0082733i,-0.01823+0.0011287i,-0.018507+0.011409i
