0.0024732-0.00053771i,0.0021317-0.0027004i,0.001597-0.0049492i,0.00012477-0.0047045i,-0.00089297-0.0017417i,-0.0007418+0.00013448i,0.00063039+0.00035267i,0.001554+0.00081564i,0.0019179+0.00056949i,0.0019614-0.0005274i,0.0010259-0.00072075i,0.00028425+0.00010089i,-0.00038904+0.00035281i,-0.0013402+0.00081699i,-0.0017976+0.0013086i,-0.00099272+0.00069851i,0.00051756+0.0001345i,0.00050283-0.00014958i,0.0003408+0.0003671i,0.00049145+0.00097225i,0.00014433+0.00020744i,0.00022648-0.00069389i,0.00080815-0.00017001i
-0.0045197-0.23446i,0.076945-0.24191i,0.147-0.13285i,0.089315-0.065191i,-0.073416-0.081722i,-0.20314-0.073493i,-0.19941-0.020721i,-0.092906+0.022373i,0.0036784+0.020203i,0.033016+0.0023222i,0.029599-0.0043808i,0.024697-0.0063472i,0.015954-0.006366i,0.005425-0.0048129i,-0.0011985-0.0066102i,-0.010182-0.0089688i,-0.024306-0.004662i,-0.02888+0.0047731i,-0.018956+0.011014i,-0.010692+0.0088172i,-0.010226+0.0022386i,-0.012005-0.0010629i,-0.008011-0.00083363i
0.37934+0.045425i,0.38817+0.056386i,0.20861+0.069555i,0.094771+0.060422i,0.13891-0.027692i,0.15438-0.14514i,0.075998-0.16044i,0.0010553-0.082425i,-0.021266-0.017039i,-0.022181+0.0039791i,-0.021135+0.017524i,-0.012673+0.030846i,-0.00028723+0.031975i,0.0096207+0.024405i,0.013772+0.017726i,0.016126+0.013012i,0.02055+0.0059412i,0.019245+0.0026363i,0.013601+0.0047704i,0.011722+0.0049551i,0.011311+0.0012896i,0.009415-0.0054852i,0.0041989-0.0091047i
-0.038278+0.35234i,-0.015327+0.41554i,0.0025409+0.27842i,-0.032266+0.1366i,-0.076716+0.1436i,-0.062876+0.19327i,-0.0043166+0.17347i,0.038529+0.10119i,0.042113+0.037764i,0.024616+0.01141i,0.0061142+0.01028i,-0.0027743+0.013251i,-0.0044984+0.0088199i,-0.010135+0.0038779i,-0.015869+0.00622i,-0.016866+0.011119i,-0.013011+0.012346i,-0.0068354+0.0056929i,-0.0034504-0.0033197i,-0.0049864-0.0064842i,-0.0067513-0.0028202i,-0.004054+0.0024665i,-0.00094763+0.0035631i
-0.40535-0.25912i,-0.54119-0.26197i,-0.41216-0.17118i,-0.18443-0.13578i,-0.10429-0.16027i,-0.12695-0.14277i,-0.13228-0.081788i,-0.11401-0.032061i,-0.09063-0.0065095i,-0.061963+0.0053624i,-0.028301+0.0019486i,-0.0059552-0.0093047i,0.00053423-0.01088i,0.00531-0.0060254i,0.010664-0.0058001i,0.011984-0.011469i,0.006069-0.014186i,-0.0017055-0.0085607i,-0.0024324-0.0016458i,0.0031278+0.0014412i,0.0065471+0.00094802i,0.003715+0.0003729i,0.0016741+0.0038208i
0.3064-0.40237i,0.37757-0.56541i,0.28702-0.47381i,0.17036-0.21762i,0.14077-0.035988i,0.14168+0.0015785i,0.11897-0.041192i,0.089046-0.087765i,0.063895-0.090779i,0.048103-0.064096i,0.038664-0.036602i,0.03257-0.019372i,0.024274-0.015008i,0.014802-0.010352i,0.011717+0.0006544i,0.0075596+0.0096914i,0.0012272+0.010689i,-0.0031642+0.0054006i,-0.0090526+0.0022175i,-0.01096+0.0019784i,-0.0061417+0.0004627i,-0.0014512+0.00039962i,-0.0017206+0.0028102i
0.2285+0.52054i,0.38734+0.6794i,0.36732+0.53669i,0.17396+0.25687i,0.011166+0.085552i,-0.027438+0.029586i,-0.0064215+0.029752i,0.01246+0.071321i,0.021538+0.10423i,0.022787+0.096233i,0.011494+0.065862i,-0.008781+0.04443i,-0.017915+0.036342i,-0.017036+0.023616i,-0.012436+0.0055401i,-0.0053015-0.0095946i,-0.00017011-0.013384i,0.0050575-0.0045387i,0.010322+0.001265i,0.0075531-0.00028845i,-0.0022835-0.00078756i,-0.0060467-0.00021817i,-0.0017901-0.0067923i
-0.59276+0.1178i,-0.8185+0.21493i,-0.6751+0.22825i,-0.3132+0.12919i,-0.06868+0.015155i,0.0024345-0.032612i,-0.014563-0.036423i,-0.054325-0.033296i,-0.068794-0.041163i,-0.068143-0.045374i,-0.05708-0.029746i,-0.035124-0.025862i,-0.021201-0.032388i,-0.0088688-0.025908i,0.0011875-0.01225i,0.0073305+0.0016164i,0.016867+0.0066991i,0.019634+0.0036017i,0.016161+0.00062951i,0.013029-0.0012532i,0.010615-0.0018103i,0.0089683-0.0036145i,0.0050101-0.0035092i
0.15754-0.55377i,0.16058-0.8041i,0.081751-0.69211i,0.010568-0.33898i,-0.010243-0.099809i,-0.034748-0.042108i,-0.038009-0.019459i,0.016838+0.0084756i,0.074437+0.013268i,0.086181-0.0049048i,0.060733-0.012783i,0.04344+0.0029538i,0.040178+0.01245i,0.026108+0.011391i,0.0074693+0.011373i,-0.0075907+0.012335i,-0.016874+0.014207i,-0.01605+0.0083299i,-0.013472-0.0006077i,-0.011769+0.00051721i,-0.0071019+0.006989i,-0.003774+0.010518i,-0.0051348+0.010797i
0.51465+0.32518i,0.75938+0.42323i,0.67069+0.32046i,0.34359+0.1379i,0.10782+0.04365i,0.031426+0.011284i,-0.0048028+0.00057965i,-0.043691+0.0096035i,-0.078537+0.028466i,-0.078318+0.054946i,-0.03987+0.056479i,-0.017722+0.035882i,-0.015344+0.026556i,-0.0078985+0.020588i,0.00088564+0.0105i,0.0046306-0.0040552i,-0.0013171-0.017876i,-0.010276-0.018983i,-0.010903-0.014247i,-0.0066266-0.013076i,-0.0055296-0.012238i,-0.0083375-0.0091587i,-0.0089231-0.0051393i
-0.45807+0.29718i,-0.63711+0.47692i,-0.52701+0.46188i,-0.27062+0.26056i,-0.14439+0.088331i,-0.10969+0.039028i,-0.060471+0.008251i,-0.0164-0.041794i,0.002774-0.081861i,-0.011273-0.086154i,-0.026384-0.051433i,-0.017132-0.02696i,-0.012992-0.025434i,-0.014722-0.016178i,-0.0070967-0.0018128i,0.006293+0.0098097i,0.018398+0.016215i,0.018813+0.017798i,0.013046+0.019628i,0.010753+0.014025i,0.0096988+0.0028285i,0.0090233-0.0026455i,0.0095767-0.00027836i
-0.14531-0.53925i,-0.26756-0.75715i,-0.28684-0.64365i,-0.16219-0.34842i,-0.014994-0.17943i,0.047541-0.13248i,0.037461-0.084415i,0.003858-0.011637i,0.0045576+0.052546i,0.038588+0.05432i,0.040194+0.013681i,0.017861-0.0044891i,0.012427-0.00097877i,0.014249+0.0010083i,0.011056-0.0018572i,0.0008981-0.0049964i,-0.0077866+0.0003764i,-0.0057132+0.0074328i,-0.002114+0.0078119i,-0.0013183+0.0068159i,0.002312+0.0063988i,0.00591+0.0059039i,0.0066047+0.005763i
0.4576+0.063763i,0.69119+0.032137i,0.62159-0.04244i,0.32915-0.038269i,0.13084+0.065902i,0.070587+0.12262i,0.039861+0.086898i,0.012033+0.020466i,-0.020782-0.015207i,-0.035488+0.00067965i,-0.013609+0.018781i,0.005205+0.012351i,0.0034684+0.0038844i,-0.0025889+0.0021478i,-0.0055532+0.003995i,-0.0054612+0.0019644i,-0.0046137-0.0054457i,-0.0016583-0.011298i,0.0017748-0.013454i,-0.0010451-0.0094834i,-0.0070245-0.002543i,-0.0090539-7.7496e-05i,-0.0088266-0.0010573i
-0.20059+0.40554i,-0.21994+0.61925i,-0.12402+0.56264i,-0.054419+0.27085i,-0.096121+0.010771i,-0.1399-0.089888i,-0.10425-0.066636i,-0.017989+0.00026155i,0.050676+0.018858i,0.043345-0.0057619i,0.0021727-0.0025134i,-0.0061242+0.019574i,0.0046449+0.020675i,0.004945+0.0081885i,-0.0011519+0.00068197i,-0.0020415+0.00090809i,0.0016682+0.00063347i,0.0017125-0.0025417i,0.0008022-0.0034155i,0.002289-0.0047708i,0.0022703-0.0079337i,0.0012623-0.0094838i,0.00067323-0.011617i
-0.25209-0.25685i,-0.43218-0.33348i,-0.42944-0.23212i,-0.1967-0.084595i,0.0529-0.053995i,0.15192-0.077138i,0.10851-0.077109i,0.0097477-0.056452i,-0.044161-0.021823i,-0.031624-0.0023384i,-0.011698-0.0098306i,-0.01234-0.020794i,-0.016027-0.019567i,-0.0076509-0.011701i,0.0025313-0.0030856i,0.0034583+0.0041344i,0.0005501+0.0083604i,-0.0031629+0.0092308i,-0.0078181+0.0087977i,-0.0077441+0.010524i,-0.0014541+0.010324i,0.0032478+0.0069267i,0.0043827+0.0051526i
0.29454-0.14061i,0.38895-0.27412i,0.29451-0.30323i,0.099244-0.15176i,-0.039602+0.048056i,-0.086816+0.13789i,-0.058699+0.11081i,0.0076533+0.031277i,0.034698-0.028423i,0.021199-0.02743i,0.020484-0.0026031i,0.032427+0.0023497i,0.030258-0.0033012i,0.016218-0.0013081i,0.0052654+0.0032741i,0.0010267+0.0021995i,-8.3765e-05+0.0012313i,0.0035418+0.0048146i,0.0087869+0.0051468i,0.00586+0.0020164i,-0.0023992+0.0045768i,-0.0068847+0.011433i,-0.0067695+0.014996i
0.048849+0.2438i,0.1566+0.35584i,0.22961+0.28964i,0.15761+0.088965i,0.023918-0.074158i,-0.049396-0.13264i,-0.074724-0.095422i,-0.077833-0.0038042i,-0.057115+0.056078i,-0.033096+0.053918i,-0.022738+0.032709i,-0.024386+0.028112i,-0.019379+0.032508i,-0.0061683+0.024436i,0.004133+0.0072415i,0.0064356-0.0071145i,0.0034129-0.015568i,0.0007439-0.014071i,0.0026375-0.0060244i,0.0061478-0.0053414i,0.003238-0.010465i,-0.0028445-0.012628i,-0.0060131-0.011408i
-0.21294-0.02652i,-0.32159+0.055073i,-0.29491+0.15296i,-0.1351+0.16204i,0.0209+0.11807i,0.09145+0.08179i,0.087905+0.024667i,0.037896-0.038316i,-0.0058717-0.062273i,-0.016605-0.048172i,-0.009527-0.029059i,-0.0062504-0.028006i,-0.013033-0.028476i,-0.013384-0.012743i,-0.0041303+0.0054755i,0.0039774+0.013193i,0.0099908+0.011026i,0.010976+0.00062349i,0.0046188-0.0078314i,0.00064602-0.0052926i,0.0062268+0.00040876i,0.014387+0.0010785i,0.017023-0.00039258i
0.03318-0.14581i,-0.032986-0.25918i,-0.12459-0.27323i,-0.14926-0.16849i,-0.13132-0.069957i,-0.11185-0.021064i,-0.063499+0.027165i,0.011634+0.068297i,0.067247+0.074361i,0.070272+0.047737i,0.038046+0.026563i,0.025681+0.023619i,0.033025+0.010359i,0.024639-0.0066078i,0.0048651-0.010013i,-0.010759-0.0017746i,-0.018554+0.011084i,-0.016514+0.015811i,-0.011983+0.0095121i,-0.011227+0.0026739i,-0.010182+0.0020395i,-0.006458+0.0061218i,-0.0012861+0.0089714i
0.11057+0.040236i,0.22438-0.0082295i,0.27448-0.085845i,0.20675-0.11089i,0.12738-0.096001i,0.079387-0.087173i,0.011592-0.076551i,-0.056299-0.050057i,-0.089549-0.018065i,-0.076818+0.0058977i,-0.043065+0.0094615i,-0.028785+0.0070263i,-0.023602+0.015342i,-0.0084103+0.014613i,0.0057937+0.0032575i,0.0093035-0.0069578i,0.0039194-0.012911i,-0.004059-0.0078065i,-0.0065874+0.0037654i,-0.0027843+0.0074924i,-0.0019071+0.00043283i,-0.0069051-0.0083181i,-0.011678-0.0085084i
-0.037102+0.099943i,-0.0013803+0.23548i,0.047326+0.29875i,0.043798+0.21736i,-0.0035023+0.11316i,-0.025593+0.051996i,0.0070236-0.00032799i,0.054122-0.045406i,0.067919-0.079355i,0.038492-0.0766i,0.015938-0.038913i,0.017395-0.019032i,0.009895-0.019991i,-0.0016457-0.0093181i,0.0011265+0.0064839i,0.014161+0.010714i,0.026401+0.0049927i,0.028479-0.00019244i,0.021389-0.0018238i,0.011994-0.0013063i,0.0061046+0.0017077i,0.0056629+0.0024556i,0.0042266-0.002024i
-0.088041-0.023789i,-0.22789-0.013867i,-0.29705+0.0026532i,-0.19814-0.0066458i,-0.063676-0.047327i,-0.004943-0.067596i,-0.0058664-0.027089i,-0.026615+0.040595i,-0.018776+0.083796i,0.0094627+0.069819i,0.010133+0.033372i,-0.0011695+0.020283i,0.00078727+0.016977i,-0.00017029+0.0087172i,-0.0094374+0.0034702i,-0.017606+0.0071951i,-0.018887+0.015039i,-0.012128+0.015544i,-0.0031265+0.0075082i,-0.0010859-0.000179i,-0.0046069-0.00048602i,-0.0062981+0.0055449i,-0.0018963+0.0090348i
0.034733-0.1034i,0.056322-0.25364i,0.054382-0.31299i,0.029297-0.17752i,0.017219+0.0039404i,0.01507+0.079629i,-0.000941+0.049328i,-0.025092-0.022247i,-0.052849-0.054467i,-0.05254-0.027824i,-0.020262-0.007522i,-0.0036344-0.014173i,-0.0086392-0.013086i,-0.0064469-0.0034397i,-0.00047265-0.0051018i,-0.0042545-0.016047i,-0.014765-0.023132i,-0.01893-0.02287i,-0.014448-0.017545i,-0.0076457-0.0098632i,-0.0011615-0.0039182i,0.00071508-0.0027539i,-0.0012759+0.00099721i
0.10684+0.049385i,0.25271+0.1121i,0.31099+0.12817i,0.17935+0.053291i,-0.0041368-0.028808i,-0.086002-0.048918i,-0.06274-0.014908i,0.010866+0.036519i,0.065077+0.041376i,0.050466+0.011786i,0.015539+0.009905i,0.012233+0.01985i,0.018644+0.0098836i,0.014017-0.00042791i,0.011114+0.0016894i,0.016825+0.0067977i,0.023396+0.0075433i,0.020016+0.0050472i,0.0082514+0.0022259i,0.00064992+0.00067597i,0.00035419+0.0010833i,0.0021046-2.0935e-05i,-0.0005955-0.0052452i
-0.087949+0.10796i,-0.18844+0.24458i,-0.21063+0.30071i,-0.086106+0.19669i,0.054071+0.046001i,0.089868-0.033173i,0.036859-0.04778i,-0.045266-0.026835i,-0.075352+0.01235i,-0.042954+0.021381i,-0.021106+0.0016933i,-0.02455-0.0014858i,-0.018293+0.0085543i,-0.0063624+0.0087008i,-0.0043952+0.0058817i,-0.0087864+0.014337i,-0.0092176+0.025773i,-0.0056347+0.027465i,-0.00056864+0.020629i,0.0044234+0.009619i,0.0056218-0.0018759i,0.0038273-0.0069502i,0.0058216-0.0058864i
-0.094055-0.11721i,-0.20069-0.2593i,-0.25686-0.30605i,-0.20917-0.16686i,-0.12543-0.002618i,-0.065103+0.047257i,-0.0068129+0.018596i,0.048489-0.036406i,0.0531-0.069203i,0.027918-0.046469i,0.022512-0.014401i,0.025066-0.012268i,0.012233-0.018221i,-0.00045352-0.013483i,-0.0022383-0.010732i,-0.004204-0.018913i,-0.0094346-0.02686i,-0.0094416-0.023492i,-0.0045916-0.012997i,-0.0013249-0.0047468i,0.0010712+0.00018039i,0.0023395+0.0037338i,0.0016211+0.0085036i
0.14799-0.056261i,0.32292-0.11832i,0.39435-0.16705i,0.26066-0.17837i,0.088613-0.15631i,0.012671-0.11693i,-0.019806-0.05219i,-0.029999+0.033397i,-0.011211+0.072517i,-0.0034836+0.05102i,-0.013635+0.029855i,-0.011261+0.029875i,0.0043384+0.024611i,0.01089+0.010831i,0.011676+0.0049413i,0.019506+0.0023873i,0.027002-0.0028735i,0.023952-0.0049945i,0.013208-0.0034079i,0.00060418-0.0019708i,-0.0096007+0.00025588i,-0.012781+0.0019798i,-0.013397-0.0015958i
0.011125+0.16936i,0.018192+0.36406i,0.042249+0.45684i,0.082721+0.34316i,0.092301+0.17883i,0.067182+0.07944i,0.033259-0.0053118i,-0.01752-0.074916i,-0.055209-0.08374i,-0.046635-0.053959i,-0.021409-0.036266i,-0.017882-0.031242i,-0.022592-0.012834i,-0.013321+0.0065059i,-0.0060568+0.012506i,-0.0099649+0.017114i,-0.015096+0.023605i,-0.016639+0.022418i,-0.013768+0.013569i,-0.0073303+0.0070189i,-0.0006541+0.0018035i,0.0029396-0.0034407i,0.0064763-0.007686i
-0.17193-0.043912i,-0.36005-0.093102i,-0.45898-0.097532i,-0.3649-0.039402i,-0.21167-0.0066568i,-0.11079-0.0014649i,-0.018868+0.031435i,0.073322+0.050113i,0.10716+0.028697i,0.076631+0.0096384i,0.044914+0.013283i,0.037946+0.0097807i,0.024986-0.0075418i,0.0040188-0.010861i,-0.0047472-0.0075913i,-0.0090213-0.011675i,-0.014983-0.015871i,-0.014296-0.012831i,-0.0074374-0.0049642i,-0.0015535+0.003188i,0.003803+0.0085602i,0.0069602+0.0093574i,0.0058764+0.011215i
0.090825-0.15066i,0.19928-0.3164i,0.24169-0.40518i,0.1718-0.32173i,0.10268-0.16902i,0.057252-0.06856i,-0.023016-0.011536i,-0.089945+0.043947i,-0.089377+0.075646i,-0.051207+0.060672i,-0.031013+0.032792i,-0.022781+0.026683i,-0.0023502+0.023314i,0.012938+0.0073945i,0.015171-0.002662i,0.018943-0.0025425i,0.026835-0.0021186i,0.027788-0.0016895i,0.020512-0.0018066i,0.012367-0.0040596i,0.0033506-0.0057007i,-0.0059675-0.0034669i,-0.013081+0.00093489i
0.1069+0.134i,0.23033+0.28959i,0.29783+0.35788i,0.22382+0.26145i,0.082041+0.1435i,0.0028232+0.065269i,0.0049453-0.023399i,0.018893-0.092343i,0.0092431-0.10436i,-0.0041679-0.068166i,-0.00108-0.035261i,0.0004527-0.026655i,-0.0072835-0.011568i,-0.0056579+0.0075096i,0.0006339+0.014441i,8.2393e-05+0.017738i,-0.0010697+0.019662i,-0.00093994+0.013432i,-0.00081443+0.0023219i,0.0015863-0.0042475i,0.0050292-0.0060718i,0.0063432-0.0077054i,0.0056072-0.011329i
-0.15891+0.061467i,-0.34121+0.13077i,-0.4196+0.16646i,-0.29836+0.1086i,-0.13309-0.0032337i,-0.043964-0.05034i,0.0013164+0.0024427i,0.035739+0.068824i,0.056543+0.078815i,0.044192+0.041745i,0.019196+0.019169i,0.0144+0.015502i,0.009612+0.0022609i,-0.0063206-0.0053469i,-0.014815-0.0013468i,-0.016525-0.0028613i,-0.019167-0.01128i,-0.017449-0.015784i,-0.011865-0.013863i,-0.0096659-0.0083781i,-0.0070236-0.00095482i,0.00016578+0.0048264i,0.008911+0.0068331i
-0.011374-0.16765i,-0.021723-0.35743i,-0.032446-0.43472i,-0.016994-0.2882i,0.027277-0.09158i,0.032343-0.008506i,-0.029993-0.014832i,-0.095333-0.03367i,-0.10717-0.022077i,-0.063547-0.0018543i,-0.026333-0.0016221i,-0.019177-0.0016836i,-0.0071848+0.0035116i,0.0079568-0.0014484i,0.010087-0.0090436i,0.0097046-0.010508i,0.010569-0.0082206i,0.006609-0.0016882i,0.0009728+0.0038043i,-0.0024716+0.0027527i,-0.0043414-0.00099369i,-0.0056922-0.0018611i,-0.0083502+0.0039298i
0.15839+0.046723i,0.34047+0.092883i,0.4192+0.099193i,0.27076+0.051727i,0.056608+0.015651i,-0.022329-0.002675i,0.019048-0.031296i,0.074316-0.0533i,0.078196-0.058644i,0.038576-0.033998i,0.015991-0.0040238i,0.01128-0.001367i,-8.5118e-05-0.0011943i,-0.0031357+0.0087493i,0.0035825+0.012197i,0.0065338+0.012866i,0.0031248+0.017605i,-0.0016774+0.021133i,-0.0029563+0.020305i,0.00020454+0.016237i,0.0033228+0.0093984i,0.0026545-0.00055637i,-0.0017642-0.011251i
-0.087392+0.13322i,-0.18474+0.29447i,-0.20744+0.3727i,-0.10721+0.24995i,-0.0051823+0.063066i,0.017165-0.006169i,-0.0032321+0.031823i,-0.023687+0.08602i,-0.018385+0.093649i,-0.0093729+0.048553i,-0.015029+0.015386i,-0.010338+0.011956i,-0.0018376+0.0018424i,-0.006016-0.0082928i,-0.011256-0.0062459i,-0.013472-0.0030415i,-0.011838-0.0032687i,-0.0031173-0.0043819i,0.0054691-0.0029891i,0.0052168-0.00058591i,-0.00030036+0.0016909i,-0.00076084+0.0035853i,0.0086791+0.0032088i
-0.10004-0.11777i,-0.22278-0.25759i,-0.30005-0.30315i,-0.23159-0.16826i,-0.094774-0.019406i,-0.034629+0.0024406i,-0.043199-0.041634i,-0.053642-0.082072i,-0.049301-0.078734i,-0.017013-0.042309i,0.010621-0.024335i,0.0087734-0.016263i,0.0082831-0.0032851i,0.015002-0.00066574i,0.013366-0.0072057i,0.010466-0.012559i,0.013237-0.014445i,0.015959-0.013426i,0.014351-0.010071i,0.011485-0.0074843i,0.0083133-0.0044281i,0.0024292+0.00059922i,-0.0059574+0.0089276i
0.14364-0.056731i,0.31577-0.13365i,0.38966-0.20511i,0.24422-0.20186i,0.059769-0.13086i,0.018785-0.061825i,0.055823-0.020706i,0.088869+0.0099191i,0.086581+0.019119i,0.044021+0.022422i,0.016703+0.030418i,0.012295+0.022148i,0.0014155+0.014143i,-0.0044151+0.01785i,0.0016927+0.019924i,0.0074118+0.018355i,0.0046851+0.014403i,-0.003075+0.0066685i,-0.0079046-0.0010693i,-0.007338-0.0013541i,-0.0024504+0.0021691i,0.00094011+0.00043477i,-0.0024394-0.0086791i
0.0069826+0.1512i,0.026713+0.34088i,0.081074+0.44621i,0.13538+0.31884i,0.11165+0.12145i,0.03319+0.050183i,-0.030751+0.049627i,-0.075258+0.049531i,-0.078528+0.041008i,-0.05451+0.011237i,-0.041455-0.0091589i,-0.027482-0.008849i,-0.012111-0.013027i,-0.0098905-0.015385i,-0.012571-0.0057699i,-0.014595+0.0022523i,-0.016988+0.0016994i,-0.018071-0.0024545i,-0.016974-0.0048712i,-0.013665-0.0063034i,-0.0080947-0.0075465i,0.00049819-0.005606i,0.013132-0.001786i
-0.14396-0.041532i,-0.33468-0.084362i,-0.46815-0.070661i,-0.38088+0.018979i,-0.18337+0.053531i,-0.073042-0.014128i,-0.030955-0.071785i,0.0095894-0.093858i,0.027085-0.087837i,0.030374-0.052925i,0.031814-0.027837i,0.02324-0.014787i,0.018316-0.0017505i,0.018711+0.0015611i,0.015492-0.0048246i,0.010571-0.009862i,0.0088728-0.0072586i,0.007183+0.00054934i,0.0033179+0.0064353i,0.0010795+0.0065597i,0.0019663+0.0020795i,0.00089774+0.0010956i,-0.0060409+0.008949i
0.086792-0.11185i,0.19731-0.27862i,0.23842-0.42274i,0.12913-0.38594i,0.033967-0.20753i,0.050598-0.061144i,0.067929+0.016114i,0.060886+0.071961i,0.050569+0.08678i,0.024245+0.067371i,0.0044288+0.052396i,-0.003334+0.036696i,-0.014554+0.021811i,-0.017339+0.015148i,-0.0072057+0.011853i,0.0026708+0.011077i,0.0065011+0.013761i,0.0066989+0.015793i,0.0056417+0.014814i,0.0019455+0.012673i,-0.0035307+0.0094793i,-0.0062242+0.0031896i,-0.0073311-0.0085194i
0.079583+0.11675i,0.19861+0.28168i,0.32394+0.38214i,0.32649+0.27678i,0.1709+0.11547i,0.0034793+0.065348i,-0.070784+0.043503i,-0.10266+0.0062422i,-0.099801-0.0083777i,-0.065529-0.015013i,-0.041695-0.019765i,-0.02512-0.01783i,-0.010002-0.019804i,-0.0052298-0.019351i,-0.0089079-0.010682i,-0.012612-0.0046612i,-0.011289-0.0057887i,-0.0031321-0.01013i,0.0059231-0.010099i,0.0069588-0.0066397i,0.0033093-0.0040576i,0.0031031-0.0010001i,0.0094888+0.0026823i
-0.1362+0.030509i,-0.33605+0.083142i,-0.48643+0.16274i,-0.39853+0.19846i,-0.18636+0.10829i,-0.059269-0.033091i,-0.0024916-0.086974i,0.043947-0.07937i,0.059164-0.062583i,0.049192-0.036458i,0.039476-0.018022i,0.031033-0.0055461i,0.026006+0.0065295i,0.021242+0.0086193i,0.014585+0.001605i,0.010539-0.0058695i,0.0098613-0.0099158i,0.0099401-0.010601i,0.0097469-0.010038i,0.0099315-0.0068311i,0.0088574-0.00086556i,0.0043606+0.0045499i,-0.0049512+0.0093443i
0.020249-0.13041i,0.048328-0.33596i,0.038593-0.51647i,-0.026901-0.4608i,-0.034424-0.21979i,0.0322-0.034413i,0.0442+0.036427i,0.01135+0.071607i,-0.0027278+0.076104i,-0.0061797+0.05263i,-0.0092408+0.035357i,-0.013915+0.024337i,-0.021445+0.015797i,-0.01894+0.012776i,-0.0073316+0.012721i,0.0001399+0.012856i,-0.0014448+0.011354i,-0.0085009+0.0081625i,-0.011589+0.0028972i,-0.008423-0.0013052i,-0.0037661-0.0024777i,-0.00048075-0.0036793i,-0.00027745-0.0099729i
0.11147+0.067076i,0.29264+0.17176i,0.4659+0.23666i,0.43963+0.15648i,0.21182+0.039289i,-0.0024702+0.010698i,-0.073106-0.0042632i,-0.074013-0.044937i,-0.062923-0.054803i,-0.041238-0.03749i,-0.023232-0.026845i,-0.0090779-0.026015i,0.00060176-0.028667i,0.0012338-0.023203i,-0.002006-0.011298i,-0.0052852-0.004606i,-0.0078305-0.0034089i,-0.010669-0.0022185i,-0.012605-0.00017887i,-0.011053-0.0015727i,-0.0056361-0.0041631i,0.00079763-0.0022554i,0.0084271+0.0030386i
-0.10034+0.077453i,-0.26494+0.20248i,-0.39895+0.33556i,-0.3223+0.34261i,-0.1188+0.17624i,-0.00084107-0.0092407i,0.036477-0.062245i,0.06691-0.037168i,0.070656-0.01699i,0.045998-0.0060161i,0.029847+0.0027259i,0.025914+0.012512i,0.023651+0.0184i,0.016995+0.012984i,0.0095469+0.0031585i,0.0067676-0.001382i,0.0084933+0.00076698i,0.010712+0.0047093i,0.0065664+0.0071847i,0.00012013+0.0069797i,-0.0028106+0.0049771i,-0.0050889+0.0035397i,-0.009334+0.0046544i
-0.033012-0.1167i,-0.082149-0.31382i,-0.1453-0.49735i,-0.18255-0.44383i,-0.12887-0.18961i,-0.018486-0.0020358i,0.015794+0.04547i,-0.01615+0.056729i,-0.028477+0.054348i,-0.021058+0.036077i,-0.017831+0.025956i,-0.022609+0.019663i,-0.027357+0.012637i,-0.020625+0.0088392i,-0.0084826+0.0064425i,-0.0023153+0.0048958i,2.274e-05+0.006387i,0.003504+0.0081319i,0.0063757+0.0079122i,0.0052646+0.0075887i,0.0020807+0.0047559i,-0.00032998-0.0014866i,-0.00055026-0.0091551i
0.1155+0.012457i,0.31021+0.047342i,0.50638+0.067355i,0.48282+0.012624i,0.23549-0.053128i,0.018171-0.045913i,-0.039798-0.032302i,-0.027167-0.050457i,-0.015558-0.053797i,-0.0088144-0.035416i,-0.0058858-0.022596i,0.00029789-0.023345i,0.0045965-0.025142i,0.0016837-0.015784i,-0.0020209-0.0042129i,-0.0031671-0.0012704i,-0.0028358-0.0057131i,-0.00045173-0.0097909i,0.0031056-0.0088053i,0.0050374-0.0037368i,0.0043755+0.00027898i,0.0041246+0.0024344i,0.0068906+0.0054189i
-0.053318+0.098801i,-0.16107+0.25746i,-0.26326+0.42899i,-0.21319+0.44084i,-0.050894+0.2522i,0.034855+0.054099i,0.040442-0.0041725i,0.048423+0.015145i,0.048761+0.021917i,0.030159+0.012168i,0.017723+0.008108i,0.017951+0.01415i,0.018816+0.018108i,0.012651+0.012921i,0.0052571+0.0063188i,0.0014478+0.0022189i,0.0013568-0.00024485i,0.0018035-0.0029741i,0.0022407-0.0067308i,0.0024658-0.0082705i,0.0015441-0.005902i,-0.0012122-0.0024141i,-0.0068709+9.4825e-05i
-0.065815-0.082242i,-0.16337-0.2399i,-0.27367-0.40555i,-0.31102-0.37686i,-0.22687-0.16376i,-0.096427-0.0023928i,-0.040288+0.03094i,-0.049138+0.02904i,-0.045618+0.026714i,-0.025499+0.014809i,-0.016881+0.0066601i,-0.020256+0.0062622i,-0.020466+0.0057331i,-0.011435+0.0028077i,-0.0018705+0.00074929i,0.0011717-4.4752e-05i,-0.0018943+0.0010279i,-0.0067769+0.0035734i,-0.0085625+0.0030931i,-0.0061583-0.00023349i,-0.001888-0.001141i,0.002243-0.0014707i,0.0041738-0.0058799i
