0.0027993+0.00062908i,0.0027719-0.0014155i,0.0017364-0.0037988i,-0.00015233-0.0048503i,-0.0023409-0.0033219i,-0.0038079-0.00069392i,-0.0023172+0.000825i,3.4641e-05+0.0012722i,0.0010477+0.00057415i,0.0013325-0.00024539i,0.00032496+0.00027051i,-0.00076005+0.0011288i,-0.0012807+0.00084426i,-0.001813+0.00053194i,-0.0018459+0.001278i,-0.0011306+0.0014555i,-0.00033774+0.00063417i,-0.0004127-0.00014771i,-0.00046421+3.5012e-05i,0.00062568+0.00078222i,0.0011036+0.0009412i,0.00089667+0.00028237i,0.0013467-6.7684e-05i
-0.099512-0.052707i,-0.16143-0.045657i,-0.14799-0.0028276i,-0.077131+0.020973i,-0.039981+0.041148i,-0.0089327+0.085683i,0.040689+0.084988i,0.041247+0.031322i,-0.0018652+0.0053121i,-0.016169+0.0047345i,-0.011251-0.013456i,-0.013884-0.02848i,-0.01135-0.02435i,-0.0057842-0.014563i,-0.0049443-0.0052516i,-0.0038759+0.0015743i,0.0021579+0.0042178i,0.009487+0.0014184i,0.010292-0.003455i,0.0064914-0.0057758i,0.0023853-0.0032564i,-0.004928+0.0032249i,-0.013303+0.0089406i
-0.13662+0.069793i,-0.24972+0.077929i,-0.30004+0.072126i,-0.2412+0.083705i,-0.14206+0.10111i,-0.051507+0.12183i,0.025792+0.10181i,0.049487+0.036242i,0.025589-0.0047593i,0.013599-0.0064898i,0.01463-0.01102i,0.0067427-0.020179i,-6.2017e-05-0.01808i,0.00041866-0.010145i,0.0015099-0.0047797i,0.003436-0.0034272i,0.0062931-0.0052138i,0.0054732-0.0081623i,0.00016292-0.0077858i,-0.0016807-0.0030322i,-0.00021436+0.0015398i,-0.0012456+0.0021323i,-0.0059663+0.0025771i
0.031565-0.015025i,0.0090717+0.0084139i,-0.027167+0.055097i,-0.0097115+0.089074i,0.02067+0.075161i,-0.0025741+0.056063i,-0.0073137+0.057092i,0.013708+0.025963i,0.003372-0.009923i,-0.0038958-0.0066588i,0.016863-0.0031288i,0.030845-0.010699i,0.027444-0.012805i,0.017172-0.011302i,0.0058883-0.0080453i,-0.0024677-0.0016974i,-0.0056259+0.005591i,-0.0015883+0.0098042i,0.0048069+0.0084836i,0.0067688+0.0051379i,0.0043185+0.0021344i,-0.0035966-0.0025533i,-0.013495-0.0072278i
-0.11468-0.15191i,-0.16011-0.23031i,-0.13478-0.25196i,-0.090632-0.22804i,-0.090761-0.16698i,-0.11288-0.067879i,-0.082827+0.021727i,-0.018522+0.035943i,0.0094367+0.013423i,0.013751+0.011444i,0.023666+0.0078634i,0.025631-0.0032796i,0.017448-0.0072224i,0.007125-0.0063353i,0.0028517-0.002484i,0.0059036+0.0032051i,0.010016+0.0076547i,0.012756+0.0071081i,0.011496+0.0017644i,0.005947-0.00053531i,-0.0010248+0.00054475i,-0.0080872+0.00028936i,-0.013929-0.0010738i
-0.10007+0.067431i,-0.19538+0.061792i,-0.24978+0.043479i,-0.23633+0.058781i,-0.18097+0.072659i,-0.11261+0.058701i,-0.055742+0.05434i,-0.0093555+0.04606i,0.0092241+0.014595i,-0.001637+0.00053347i,-0.004968+0.015411i,0.0037576+0.026887i,0.01004+0.023766i,0.012322+0.011229i,0.0085992-0.0015186i,0.0026497-0.0077699i,-0.0026235-0.0069963i,-0.0044209+2.8581e-05i,-0.0010744+0.0062519i,0.0023273+0.0081806i,0.0048092+0.0058129i,0.0057736-0.0024477i,0.0025991-0.011789i
0.13752-0.071403i,0.18185-0.083679i,0.17455-0.024963i,0.18096+0.043554i,0.17623+0.024099i,0.097825-0.034076i,0.018787-0.034223i,0.0036206-0.0032957i,0.0025734+0.012236i,-0.0097262+0.028379i,-0.0069058+0.043156i,0.0055742+0.039956i,0.0098731+0.024153i,0.0068833+0.0076637i,-0.0011395+0.0021349i,-0.0089639+0.0069698i,-0.011215+0.0122i,-0.0054445+0.014962i,0.0019173+0.012132i,0.0012287+0.0037637i,-0.0040977-0.0039171i,-0.008569-0.01044i,-0.011048-0.016571i
-0.12262-0.17393i,-0.14818-0.27018i,-0.12039-0.30287i,-0.088566-0.28186i,-0.067685-0.22903i,-0.060604-0.14549i,-0.062635-0.064818i,-0.043712-0.016103i,-0.012892-0.0020245i,-0.00029849-0.0054564i,-0.0083374-0.0042646i,-0.018144+0.0052942i,-0.016909+0.013237i,-0.0075712+0.014485i,0.0015877+0.0093898i,0.0067898+0.0034394i,0.006306+0.00017711i,0.0003387+0.00088015i,-0.0039622+0.0055616i,-0.0035926+0.0089578i,-0.0010494+0.00749i,0.0044852+0.0032113i,0.0087882-0.0022042i
-0.050747+0.16215i,-0.10921+0.2149i,-0.17396+0.20676i,-0.19998+0.20276i,-0.14256+0.19502i,-0.048547+0.12875i,-0.011205+0.0608i,-0.01585+0.041099i,-0.023027+0.024773i,-0.041636+0.0017822i,-0.056234-0.0011639i,-0.050328+0.0055142i,-0.029837+0.0069654i,-0.0094823+0.0033395i,-0.0039314-0.0023638i,-0.0082886-0.0055774i,-0.013123-0.0059565i,-0.014591-0.00070237i,-0.0093242+0.0064596i,-0.00068329+0.0039375i,0.006122-0.0039853i,0.010092-0.011281i,0.011825-0.017063i
0.18962-0.10607i,0.25245-0.13889i,0.2377-0.10141i,0.21553-0.036169i,0.19619-0.0045488i,0.13646-0.010297i,0.071203-0.026082i,0.028771-0.027614i,0.0073407-0.011571i,0.0014626+0.001625i,-0.0063667-0.0015015i,-0.018982-0.0088264i,-0.024911-0.0076478i,-0.020668-0.0039985i,-0.011525-0.0027323i,-0.0047368-0.0016931i,-0.001262-0.00074474i,-0.0029796-0.00030268i,-0.008011+0.00010628i,-0.010312+6.7944e-05i,-0.0096355-0.0023236i,-0.0048657-0.0042468i,0.0015968-0.0044898i
-0.23399-0.15498i,-0.32531-0.24113i,-0.32341-0.28297i,-0.27807-0.26496i,-0.21723-0.1818i,-0.13733-0.072041i,-0.070463-0.016616i,-0.044396-0.015996i,-0.03223-0.023367i,-0.014726-0.03774i,-0.0062325-0.050502i,-0.0063881-0.045903i,-0.0033236-0.028351i,0.0021758-0.0097946i,0.0027809-0.0049392i,2.0665e-05-0.0079517i,-0.00028645-0.010065i,-0.0039525-0.010013i,-0.007874-0.0049905i,-0.0023563+0.0015743i,0.0075827+0.0062082i,0.017925+0.010234i,0.02531+0.010881i
-0.035354+0.19862i,-0.049933+0.26094i,-0.070441+0.22164i,-0.090867+0.18092i,-0.085052+0.17096i,-0.050595+0.12124i,-0.017603+0.060679i,-0.0012041+0.023939i,-0.0057286+0.0082689i,-0.010498+0.0052925i,-0.0017028-0.0060399i,0.0037377-0.024261i,0.0008621-0.030568i,-0.0022872-0.02444i,-0.0012543-0.012589i,-0.0002628-0.0031666i,-0.001187-0.00085221i,-0.0019735-0.0038438i,-0.0019185-0.0071821i,-0.0011354-0.0087092i,0.00063993-0.0083698i,0.0023332-0.0056855i,0.0060102-0.0031144i
0.19912-0.26724i,0.26413-0.41097i,0.265-0.43076i,0.2221-0.34983i,0.13637-0.24419i,0.038089-0.1418i,-0.0032241-0.062647i,0.010288-0.03352i,0.024648-0.032987i,0.036083-0.028352i,0.040733-0.021631i,0.032726-0.01545i,0.018941-0.0052118i,0.009134+0.0039078i,0.0112+0.0044213i,0.014835-0.00024757i,0.013754-0.0020628i,0.011586-0.0042925i,0.0058523-0.004845i,0.00071614+0.0011985i,0.0011401+0.0086258i,0.0037786+0.016737i,0.0057687+0.024388i
-0.25462-0.18864i,-0.35361-0.26983i,-0.32452-0.26608i,-0.25486-0.2007i,-0.20869-0.13167i,-0.13921-0.0677i,-0.063515-0.026683i,-0.021938-0.013605i,-0.016599-0.017154i,-0.02229-0.013471i,-0.0069195-0.00053577i,0.017618+0.0014358i,0.025974-0.004929i,0.022526-0.005858i,0.01071-0.0025215i,-0.0016565+0.0012414i,-0.0037603+0.0024326i,0.00070575-0.00027847i,0.0056413-0.0030973i,0.008903-0.0043875i,0.0065965-8.0021e-05i,-0.00011359+0.010666i,-0.0024961+0.01938i
0.17493+0.18806i,0.35251+0.22306i,0.4238+0.1756i,0.34696+0.11411i,0.2304+0.058759i,0.13376+0.0011683i,0.064498-0.021503i,0.032854-0.0030841i,0.029908+0.020444i,0.03006+0.038572i,0.02809+0.041808i,0.017844+0.028593i,0.0025431+0.012277i,-0.0062633+0.0022967i,-0.0040024+0.0032016i,0.0025669+0.0064376i,0.0041851+0.0065913i,0.0043659+0.0061697i,0.0032532+0.0049355i,-0.0016545+0.0039235i,-0.0058798+0.001673i,-0.0099432-0.00028154i,-0.01437+0.0017775i
0.27155-0.28774i,0.39816-0.43012i,0.38956-0.43737i,0.26648-0.35874i,0.14453-0.27366i,0.053344-0.18061i,0.0024868-0.086687i,-0.0045698-0.029475i,0.0086166-0.020126i,0.0097897-0.030403i,-0.002377-0.01777i,-0.00065485+0.0072923i,0.0084265+0.017266i,0.0049906+0.018047i,-0.0029476+0.012482i,-0.0074517+0.004007i,-0.0084412+0.0029888i,-0.0032759+0.0066455i,0.00398+0.0094094i,0.0060524+0.011346i,0.0022554+0.011361i,-0.0091732+0.013041i,-0.021994+0.01957i
-0.16534+0.025821i,-0.18836+0.1808i,-0.11178+0.30207i,-0.047201+0.27549i,-0.037769+0.18955i,-0.019573+0.12533i,0.0026153+0.079867i,0.0020692+0.050734i,-0.016103+0.036782i,-0.038755+0.030898i,-0.046127+0.025879i,-0.033742+0.014207i,-0.01787-0.0019661i,-0.0084054-0.013504i,-0.007689-0.011667i,-0.0090787-0.0014735i,-0.0078831+0.0028926i,-0.0062221+0.0031293i,-0.0036254+0.0031272i,-0.0041765-0.00028615i,-0.0088092-0.0069977i,-0.016438-0.017686i,-0.022449-0.026154i
0.25939+0.28626i,0.46028+0.44658i,0.53751+0.4421i,0.45415+0.28013i,0.31292+0.13226i,0.20168+0.0527i,0.12066+0.0049408i,0.061876-0.01045i,0.033562-0.0049676i,0.024253-0.0033834i,0.0090824-0.0096687i,-0.0078432-0.0084439i,-0.0098852+8.1741e-05i,-0.0055223+0.0027451i,-0.0026992+0.00025774i,0.00041677-0.0038035i,6.0418e-05-0.0055771i,-0.0041748-0.0015378i,-0.0068481+0.0060143i,-0.0066509+0.010337i,-0.0020957+0.0086665i,0.00085176+0.00051095i,-0.0097301-0.0081365i
0.050847-0.10504i,-0.063593-0.10585i,-0.1866-0.039494i,-0.20165-0.0088606i,-0.16267-0.041603i,-0.13639-0.055459i,-0.11048-0.042022i,-0.086035-0.032778i,-0.061048-0.030811i,-0.036715-0.038189i,-0.021131-0.039471i,-0.0094747-0.026799i,-0.001055-0.015815i,0.00057882-0.012195i,-0.0038795-0.013541i,-0.007899-0.013981i,-0.0093653-0.010995i,-0.012877-0.0080965i,-0.014074-0.0048558i,-0.0087655-0.0047296i,-0.0045737-0.0093435i,-0.0044361-0.018569i,-0.0033427-0.028062i
-0.28413+0.20032i,-0.45717+0.4565i,-0.4405+0.59465i,-0.24931+0.48604i,-0.11438+0.29053i,-0.08357+0.18588i,-0.051594+0.15021i,-0.011127+0.113i,0.008848+0.067774i,0.010721+0.027233i,0.0059759-0.0041883i,0.0029048-0.02037i,0.0060372-0.022769i,0.012443-0.022061i,0.012995-0.018051i,0.010859-0.0077752i,0.011687-0.00055178i,0.010356-0.00064882i,0.0028005-0.0020028i,-0.0026785-0.00084617i,0.0032061-0.0037739i,0.018465-0.017725i,0.029332-0.035929i
-0.032847+0.056094i,-0.069558+0.012126i,-0.09599-0.055822i,-0.05983-0.092314i,0.0094881-0.11378i,0.0509-0.1319i,0.060484-0.13394i,0.046969-0.11673i,0.031564-0.082838i,0.030709-0.050857i,0.034113-0.025208i,0.030727-0.0015481i,0.020817+0.013124i,0.0076606+0.018874i,-0.00018155+0.014401i,-0.00019648+0.0041255i,0.0026539-0.0058662i,-0.0006395-0.014818i,-0.0089912-0.016842i,-0.010507-0.0093101i,-0.0047743+0.0024276i,0.0028806+0.014216i,0.0092998+0.020078i
-0.23336-0.28302i,-0.52731-0.44304i,-0.65651-0.41295i,-0.4796-0.22943i,-0.2364-0.13219i,-0.15699-0.13464i,-0.16184-0.088856i,-0.12954-0.017811i,-0.069072+0.014524i,-0.023568+0.011914i,-0.0033998+0.002087i,0.0028466-0.0037954i,0.010436-0.0079079i,0.020867-0.01186i,0.023316-0.012192i,0.014487-0.0028568i,0.0086696+0.0068694i,0.011107+0.0034385i,0.012033-0.0048322i,0.0095261-0.0053127i,0.013331-0.0016905i,0.030943-0.0041717i,0.051265-0.011378i
-0.052501-0.20784i,-0.10478-0.27222i,-0.094296-0.23832i,-0.019206-0.14102i,0.051964-0.055717i,0.080358-0.010742i,0.084843+0.012566i,0.081087+0.013733i,0.062852+0.012754i,0.047638+0.01836i,0.029702+0.020116i,0.0093848+0.025765i,0.001478+0.035395i,-0.00046596+0.037624i,0.0014295+0.028458i,0.0056338+0.014731i,0.0057688+0.0068519i,0.0078243+0.0036215i,0.010479-0.0013223i,0.0061513-0.0033572i,4.9883e-05+0.0051412i,-0.0029179+0.024401i,-0.0027132+0.040005i
0.19729-0.41772i,0.28762-0.78366i,0.24373-0.83948i,0.13375-0.51459i,0.13731-0.19684i,0.19882-0.1212i,0.14417-0.14814i,0.035857-0.10963i,-0.012291-0.038476i,-0.01164-0.002381i,-0.013483+0.0090286i,-0.024671+0.014509i,-0.029024+0.011363i,-0.029248+0.0004368i,-0.030755-0.0063377i,-0.029679-0.0034489i,-0.018159+0.0019213i,-0.002615+0.0016048i,0.0034247-0.0023884i,0.00030616-0.0022369i,-0.007156+0.005016i,-0.012498+0.019329i,-0.0082197+0.035311i
0.3391-0.076344i,0.47079-0.16646i,0.42306-0.15529i,0.27181-0.048855i,0.13998+0.014068i,0.040863+0.013697i,-0.014997+0.017386i,-0.014452+0.027354i,-0.00092155+0.01853i,-0.0019171+0.0041859i,-0.0054189-0.017533i,-0.0095607-0.036825i,-0.0063834-0.025685i,0.0098389+0.00031224i,0.020565+0.014382i,0.016851+0.01686i,0.0096715+0.020006i,0.0092156+0.027567i,0.012753+0.030687i,0.011558+0.024886i,0.0053321+0.016532i,-0.0031664+0.012127i,-0.011512+0.011028i
0.61136-0.023153i,0.97276-0.085479i,0.92098-0.16529i,0.49719-0.14999i,0.18696+0.0069546i,0.15425+0.1325i,0.18283+0.095901i,0.11912+0.016019i,0.029202+0.0084603i,-0.0012938+0.0276i,-0.010008+0.02218i,-0.027463+0.011031i,-0.042676+0.0015268i,-0.053677-0.0094218i,-0.049564-0.016259i,-0.030081-0.023424i,-0.015018-0.026114i,-0.011681-0.019969i,-0.014805-0.01324i,-0.017446-0.0092286i,-0.024135-0.0078516i,-0.042415-0.0035145i,-0.058479+0.008531i
0.21945+0.32603i,0.39059+0.52702i,0.38858+0.55429i,0.21434+0.41678i,0.064894+0.27011i,-0.0091339+0.14909i,-0.057442+0.055532i,-0.060634+0.013246i,-0.027592-0.014292i,-0.0038859-0.036452i,0.01818-0.04985i,0.036047-0.065519i,0.035531-0.066189i,0.031527-0.0516i,0.023271-0.037655i,0.0073674-0.019264i,-0.0012296+0.00098777i,-0.0043339+0.011265i,-0.0059157+0.015056i,-0.0027314+0.01444i,0.00070819+0.006074i,-0.0021804-0.01206i,-0.012971-0.025962i
0.15643+0.73437i,0.26513+1.1041i,0.30882+0.98665i,0.22144+0.5055i,0.023326+0.16742i,-0.091106+0.096253i,-0.042701+0.1061i,0.013714+0.075368i,0.0052326+0.031434i,-0.011911+0.01742i,-0.0041037+0.018098i,0.01082+0.015248i,0.011013+0.0092965i,-0.00066033+0.0073318i,-0.0017711+0.013914i,0.0098714+0.012697i,0.011604+0.0023009i,0.0012843-0.0013688i,-0.0090384-0.0013559i,-0.013856-0.0050637i,-0.01154-0.013743i,-0.0079351-0.027461i,-0.0074161-0.042359i
-0.089848+0.22914i,-0.1958+0.32968i,-0.23984+0.25981i,-0.20483+0.08165i,-0.12249-0.01667i,-0.018849-0.022443i,0.056216-0.017738i,0.081824-0.014097i,0.070556-0.00086557i,0.054953+0.013807i,0.048572+0.023162i,0.049399+0.020071i,0.050255-0.0011267i,0.042809-0.032078i,0.027095-0.047292i,0.013633-0.033591i,0.0087104-0.015061i,0.0044279-0.018851i,-0.0039511-0.029653i,-0.0090072-0.023905i,-0.0038718-0.011884i,0.0073844-0.010101i,0.010275-0.015742i
-0.78567+0.38952i,-1.26+0.73738i,-1.1851+0.89244i,-0.63613+0.67624i,-0.28382+0.25971i,-0.28359-0.051636i,-0.34952-0.14259i,-0.31083-0.10882i,-0.18278-0.072703i,-0.082306-0.063762i,-0.043156-0.035868i,-0.01521+0.0082729i,0.01333+0.028945i,0.032812+0.034323i,0.039353+0.038833i,0.033501+0.037407i,0.025249+0.029543i,0.023689+0.022234i,0.024543+0.015127i,0.019955+0.0065276i,0.020399+9.6386e-05i,0.032729-0.011712i,0.046635-0.028066i
-0.20966-0.19895i,-0.26991-0.53542i,-0.20451-0.7154i,-0.08477-0.57685i,0.038284-0.33833i,0.18763-0.10571i,0.31311+0.090046i,0.33602+0.16757i,0.23898+0.13975i,0.10615+0.10335i,0.022276+0.089161i,-0.0099595+0.074189i,-0.011061+0.048601i,-0.0090133+0.015229i,-0.018892-0.0060437i,-0.025232-0.0071022i,-0.019227-0.0032029i,-0.011054-0.0021248i,-0.0072396-0.0031126i,-0.0054131-0.0027382i,-0.0020933+0.0052509i,0.0086549+0.021238i,0.023104+0.030354i
-0.28775-0.38932i,-0.56197-0.58342i,-0.64683-0.44496i,-0.37673-0.13281i,-0.025246-0.047609i,0.038703-0.19377i,-0.11918-0.34436i,-0.24407-0.3539i,-0.21569-0.22028i,-0.097986-0.099736i,-0.038257-0.060256i,-0.042436-0.027568i,-0.029272+0.018545i,0.0058267+0.046936i,0.025032+0.05281i,0.023987+0.048195i,0.018898+0.034178i,0.019178+0.013841i,0.025013+0.0011248i,0.026931-0.0014237i,0.016555+0.0010322i,0.003078+0.0076432i,-0.0042129+0.02091i
0.060831-0.47312i,0.12434-0.82304i,0.050363-0.85386i,-0.09103-0.47817i,-0.081904-0.098331i,0.023879+0.041554i,0.059615+0.091738i,0.039564+0.14838i,0.036743+0.13734i,0.018392+0.045541i,-0.036741-0.02953i,-0.073272-0.042245i,-0.068448-0.029218i,-0.046456-0.012393i,-0.031866-0.008168i,-0.040239-0.010431i,-0.047054+0.0093609i,-0.030054+0.042387i,-0.010775+0.054301i,-0.0095049+0.037709i,-0.015712+0.022658i,-0.0097478+0.028867i,0.011109+0.032135i
0.62569-0.050896i,1.1657-0.20276i,1.2233-0.31827i,0.75942-0.27846i,0.40242-0.11884i,0.34632+0.020762i,0.40681+0.048397i,0.43943-0.025429i,0.3056-0.075827i,0.13183-0.0043076i,0.087616+0.05678i,0.076797+0.031443i,0.038363+0.012866i,0.0083936+0.010018i,-0.012066+0.0084917i,-0.0058717+0.016754i,0.010316+0.0041767i,-0.0048073-0.022682i,-0.027271-0.021945i,-0.021302-0.00050447i,-0.0057349+0.0051663i,-0.012545-0.0022656i,-0.03412+0.0031372i
0.10529+0.31097i,0.13807+0.43239i,0.074858+0.34582i,0.0037867+0.23352i,-0.043836+0.22159i,-0.14301+0.066215i,-0.36216-0.20123i,-0.58749-0.27086i,-0.53742-0.13932i,-0.27611-0.091528i,-0.12792-0.14719i,-0.10178-0.14516i,-0.083606-0.10488i,-0.075393-0.070061i,-0.070207-0.044855i,-0.069274-0.039623i,-0.059875-0.023863i,-0.025363+0.0034544i,-0.00011592+0.015646i,0.0010737+0.0093243i,-0.0050848-0.0079545i,-0.016329-0.026702i,-0.028707-0.035595i
0.40518+0.38638i,0.9135+0.56927i,1.0014+0.34222i,0.4209-0.064323i,-0.092653-0.12757i,0.014241+0.14326i,0.45505+0.41988i,0.81876+0.45671i,0.78183+0.2426i,0.43664+0.11653i,0.23291+0.14977i,0.19284+0.12262i,0.11976+0.05535i,0.03785+0.030289i,-0.0041814+0.023932i,-0.016464+0.01789i,-0.023901+0.007665i,-0.04597+0.0063224i,-0.058969+0.019947i,-0.04249+0.025389i,-0.018883+0.011513i,-0.010084-0.0050168i,-0.0094499-0.0071319i
-0.85077+0.43738i,-1.1986+0.93464i,-0.87426+1.0978i,-0.11743+0.71858i,0.23567+0.20655i,0.016791-0.11719i,-0.39777-0.30564i,-0.71826-0.32151i,-0.70115-0.17827i,-0.42763-0.1016i,-0.23309-0.10923i,-0.14509-0.076261i,-0.041515-0.048125i,0.039598-0.07502i,0.050277-0.098992i,0.027772-0.080552i,0.019139-0.048404i,0.026917-0.047872i,0.021762-0.060184i,0.007812-0.047599i,0.011272-0.02899i,0.024676-0.02646i,0.035866-0.028305i
-0.18002-0.0076995i,-0.14778+0.089451i,-0.085123+0.046673i,-0.23829-0.083113i,-0.42063-0.074115i,-0.23157+0.057877i,0.22914+0.14989i,0.56982+0.13427i,0.58758+0.036085i,0.35313+0.0070461i,0.1529+0.073586i,0.075181+0.08328i,0.0066375+0.018892i,-0.045174-0.041005i,-0.050706-0.087609i,-0.048112-0.10221i,-0.042582-0.056685i,-0.01474+0.006789i,0.015396+0.027704i,0.021945+0.01587i,0.024649+0.0091134i,0.043991-0.0036392i,0.04747-0.035896i
-0.50499-0.6965i,-1.0437-0.85256i,-1.0181-0.62081i,-0.30117-0.42167i,0.31786-0.55012i,0.3257-0.66248i,-0.075078-0.49024i,-0.43238-0.12528i,-0.4281+0.13843i,-0.24482+0.094775i,-0.18546-0.010098i,-0.13466+0.011929i,-0.0055777+0.019706i,0.056356-0.00016964i,0.046517+0.017823i,0.045931+0.029727i,0.040935+0.0052415i,-0.00075571-0.017422i,-0.03754-0.00081511i,-0.024282+0.036032i,0.0054042+0.054384i,0.0063417+0.05211i,-0.0013603+0.049605i
0.12921-0.35639i,0.15575-0.241i,0.19751+0.13239i,0.2262+0.48382i,0.25791+0.63554i,0.36881+0.53342i,0.44414+0.1395i,0.29505-0.27594i,0.1176-0.35329i,0.073594-0.24527i,0.022698-0.18953i,-0.060004-0.13285i,-0.064974-0.041761i,0.019817+0.014232i,0.096937+0.0023961i,0.090437-0.031662i,0.038626-0.030133i,0.024918+0.0036363i,0.042855+0.015004i,0.017575-0.0053498i,-0.048456-0.02i,-0.09057-0.016518i,-0.089069+6.9913e-05i
0.59624-0.52645i,0.55298-1.0838i,0.20675-1.2392i,-0.033189-0.88333i,-0.040725-0.50212i,0.030627-0.21048i,0.19493+0.010803i,0.2897+0.035892i,0.17837+0.047362i,0.11721+0.066387i,0.11972-0.032257i,0.079597-0.089405i,0.091824-0.063824i,0.12024-0.059985i,0.10734-0.048162i,0.086328-0.018089i,0.049483-0.0093893i,-0.013318-0.0036969i,-0.053264+0.033503i,-0.02345+0.069829i,0.036228+0.046861i,0.075096-0.0064916i,0.087291-0.045656i
-0.024925+7.4776i,2.3794+7.3377i,4.8359+6.2243i,5.2135+2.7742i,4.0843-0.53108i,2.0186-2.1818i,0.097774-1.5705i,-0.64482-0.10809i,-0.12338+0.74669i,0.76825+0.40604i,0.85028-0.49287i,0.27169-1.1011i,-0.41962-1.6753i,-1.1865-2.3751i,-1.4976-2.4038i,-0.9979-1.3862i,-0.35047-0.33865i,-0.30306+0.10686i,-0.68649+0.34356i,-0.71834+0.6294i,-0.22337+0.73869i,0.31334+0.44935i,0.44098-0.037142i
0.24725+0.47899i,0.36584+0.43118i,0.23088+0.23736i,-0.020225+0.092448i,-0.2276-0.059294i,-0.41136-0.25406i,-0.55807-0.32654i,-0.54536-0.19943i,-0.35669-0.019891i,-0.15173+0.067229i,-0.046198+0.078516i,0.013764+0.050365i,0.040899-0.033832i,0.013731-0.097324i,0.01401-0.077784i,0.06632-0.036621i,0.095613-0.026955i,0.076725-0.037755i,0.043233-0.040753i,0.02877-0.039718i,0.032483-0.063143i,0.030272-0.11021i,-0.0050243-0.13755i
-0.43614+0.78885i,-0.33382+1.0653i,-0.13708+0.78214i,-0.12443+0.22087i,-0.14274-0.13884i,-0.021628-0.36158i,0.019467-0.46211i,-0.019662-0.30727i,0.01378-0.10452i,0.035312-0.00092331i,0.021711+0.094442i,0.049166+0.14516i,0.048158+0.088913i,-0.015925+0.030577i,-0.058056+0.022303i,-0.057344+0.016284i,-0.052351+0.018707i,-0.038999+0.045365i,-0.0097257+0.052227i,0.0054853+0.025755i,-0.00035039+0.0087456i,0.0019852+0.0040223i,0.014008-0.011212i
-0.4977+0.0049053i,-0.53065+0.032368i,-0.33483+0.036366i,-0.11887+0.019667i,-0.091771+0.032307i,-0.25163+0.11007i,-0.38858+0.16802i,-0.36288+0.16167i,-0.25703+0.13422i,-0.155+0.14i,-0.045801+0.16547i,0.035987+0.18379i,0.074069+0.18816i,0.068504+0.17801i,0.036051+0.16922i,0.025107+0.14784i,0.041665+0.091424i,0.050181+0.019806i,0.037502-0.021784i,0.032993-0.017277i,0.048156+0.0002836i,0.055135+0.0022511i,0.035774-0.00064887i
-0.694-0.59045i,-1.071-0.49307i,-1.0005-0.096374i,-0.54885+0.20322i,-0.12363+0.25245i,0.17162+0.20876i,0.36618+0.08582i,0.33565-0.092596i,0.16396-0.18237i,0.029626-0.17053i,-0.06406-0.12842i,-0.12588-0.082078i,-0.12701-0.025667i,-0.073506+0.016859i,-0.013213+0.022322i,0.019181-0.00057785i,0.010448-0.023354i,-0.0065703-0.0050493i,0.015797+0.024511i,0.042459+0.020549i,0.028477+0.019758i,0.0043444+0.041777i,-0.0072208+0.055536i
0.10312-0.79955i,0.066807-1.0537i,0.026933-0.93624i,0.0089866-0.66288i,-0.063868-0.51942i,-0.23789-0.43276i,-0.30852-0.23353i,-0.15832-0.027332i,0.0061506+0.054961i,0.038152+0.05971i,0.029239+0.052935i,0.031159+0.055429i,0.030761+0.074659i,0.031887+0.10399i,0.040371+0.11592i,0.04804+0.091273i,0.049947+0.044732i,0.040183+0.004267i,0.0097821-0.012359i,-0.017885+0.0047424i,-0.020189+0.030475i,-0.017456+0.039905i,-0.014499+0.043461i
0.61093-0.25309i,0.70577-0.37996i,0.53177-0.29608i,0.32708-0.050264i,0.24804+0.21191i,0.20297+0.38822i,0.13073+0.40444i,0.046378+0.27167i,-0.012239+0.10816i,-0.00060689-0.0075719i,0.025251-0.080634i,-2.5241e-05-0.11353i,-0.043799-0.077608i,-0.054103-0.012866i,-0.03451+0.025898i,-0.0070929+0.030221i,-0.0043384+0.011863i,-0.028299+0.0066864i,-0.033993+0.016296i,-0.018683+0.0072075i,-0.024035-0.0049242i,-0.040793+0.0092808i,-0.039843+0.030331i
0.64275+0.27856i,0.7648+0.28831i,0.48685+0.23954i,0.13747+0.21906i,0.023861+0.10238i,0.0017061-0.18398i,-0.063659-0.34938i,-0.068684-0.26972i,0.0041522-0.12557i,0.055804-0.044164i,0.061956-0.022512i,0.0556-0.020053i,0.040703-0.019748i,0.019464-0.0066894i,0.013938+0.020338i,0.018669+0.040933i,0.02806+0.035074i,0.039007+0.0060603i,0.033883-0.019776i,0.011247-0.028255i,-0.0084486-0.031343i,-0.019994-0.037912i,-0.031021-0.035178i
0.054057+0.46545i,0.11159+0.51403i,0.10006+0.26411i,-0.0052843-0.010223i,-0.11394-0.059143i,-0.12732+0.031506i,-0.078722+0.12859i,-0.0070822+0.16241i,0.02695+0.12055i,0.015672+0.093838i,0.033381+0.10527i,0.065468+0.082303i,0.05237+0.033565i,0.015494+0.016185i,0.0019195+0.022286i,0.007667+0.012815i,-0.00050122-0.0049788i,-0.021143-0.0016728i,-0.028125+0.012381i,-0.01653+0.0067201i,-0.0076909-0.014122i,-0.005342-0.020123i,0.011959-0.010117i
