-0.0077186-0.00036062i,-0.0082694-0.00054374i,-0.0066182+0.0012907i,-0.0047228+0.0034481i,-0.0035062+0.0029197i,-0.0017834+0.0015193i,-0.00094554+0.0010745i,-0.00069643+0.0011483i,-7.5583e-05+0.00038415i,0.0010687+0.00060159i,0.0015744+0.0010728i,0.0012479-0.00025132i,0.00044178-0.0016969i,-0.00046487-0.0010608i,-0.0010281-0.00035874i,-0.0010984-0.00025883i,-0.00081302-0.0001217i,-0.00041722-0.00038957i,-0.00048663-0.00045574i,-0.00068077+0.0002729i,-0.0005816+0.00077193i,-0.00045126+0.00034859i,5.8815e-05+5.9307e-05i
-0.14551-0.14288i,-0.29565-0.095354i,-0.32257+0.062518i,-0.1643+0.15191i,-0.019543+0.11583i,0.00090346+0.05778i,-0.0057096+0.033028i,0.0051097+0.016372i,0.0044821+0.0057187i,-0.0041248+0.0068558i,-0.0072954+0.013837i,0.00036879+0.014881i,0.012689+0.0053428i,0.017454-0.0016786i,0.0088194-0.0015189i,-0.012987+0.0054423i,-0.032205+0.019377i,-0.032988+0.027673i,-0.018424+0.021115i,-0.0050948+0.0053256i,-0.0019773-0.0097298i,-0.0011131-0.017358i,-0.0016166-0.017985i
0.14587-0.097251i,0.11658-0.23551i,-0.014994-0.24879i,-0.053348-0.062944i,0.049377+0.085682i,0.10435+0.062879i,0.047364+0.012263i,0.0049415+0.011718i,0.011418+0.010265i,0.013805+0.0026023i,0.0039446+0.0013282i,-0.012188+0.0014557i,-0.029614+0.0075025i,-0.032476+0.020623i,-0.013977+0.032577i,0.019719+0.032392i,0.051311+0.022916i,0.062733+0.014216i,0.051908+0.007616i,0.032121+0.0065701i,0.016453+0.010266i,0.0040645+0.011281i,-0.0011367+0.0083781i
0.062673+0.14192i,0.20185+0.12149i,0.2713-0.019202i,0.16778-0.11684i,0.047858-0.09125i,0.021101-0.055275i,0.012196-0.048486i,-0.0087919-0.031693i,-0.014351-0.0124i,-0.0044665-0.0061168i,0.0055081-0.013803i,0.0019199-0.025426i,-0.0073503-0.026754i,-0.017442-0.025051i,-0.037082-0.027002i,-0.05919-0.026991i,-0.072829-0.026394i,-0.073024-0.022556i,-0.055006-0.012077i,-0.027759-0.0048598i,-0.008283-0.0037656i,0.00096347-0.0034065i,0.0013251-0.0026273i
-0.13181+0.029675i,-0.11946+0.14605i,-0.005509+0.20919i,0.045566+0.093023i,-0.041757-0.032696i,-0.085979-0.020753i,-0.028626+0.0082705i,0.0051506-0.0073462i,-0.0042607-0.012299i,-0.0041966-0.006717i,0.0024419-0.0082105i,0.0036829-0.012646i,0.00084119-0.019855i,-0.0032326-0.023202i,-0.0011739-0.012182i,0.010826+0.0096506i,0.02661+0.028318i,0.033266+0.031366i,0.025203+0.020038i,0.010842+0.012374i,0.0025659+0.013897i,0.00085844+0.01333i,0.00042002+0.010512i
-0.0016364-0.1149i,-0.11663-0.097072i,-0.23899+0.019444i,-0.20923+0.11926i,-0.093668+0.11136i,-0.031602+0.073466i,0.00048553+0.053905i,0.026815+0.028207i,0.030834+0.00689i,0.015429+0.0017153i,0.0010349+0.01117i,0.011097+0.02591i,0.034388+0.026372i,0.046674+0.01222i,0.042227-0.013831i,0.018417-0.043181i,-0.008903-0.057212i,-0.019068-0.051486i,-0.01638-0.032214i,-0.0081075-0.012649i,0.0020361-0.0032346i,0.010118-0.00024781i,0.012995-0.0012289i
0.081506+0.020014i,0.0568-0.071677i,-0.031346-0.1709i,-0.077639-0.11895i,-0.021646-0.0083193i,0.03023-0.0032222i,0.0091977-0.024271i,-0.0018546-0.011515i,0.016245-0.010976i,0.015691-0.018509i,0.0019822-0.014268i,-0.0087917-0.0071849i,-0.016745-0.0015877i,-0.019304+0.010432i,-0.013048+0.031788i,0.0016339+0.052074i,0.013691+0.061142i,0.016752+0.052599i,0.012229+0.029124i,-0.001176+0.0070621i,-0.015625-0.0027483i,-0.020697-0.0048488i,-0.015756-0.0039166i
-0.054424+0.055499i,0.044605+0.019168i,0.18732-0.067294i,0.2042-0.14814i,0.10633-0.16141i,0.025374-0.11682i,-0.015819-0.071576i,-0.03444-0.040057i,-0.037837-0.023677i,-0.030507-0.016164i,-0.021985-0.012281i,-0.022789-0.0080373i,-0.024537+0.0019907i,-0.017671+0.0040895i,-0.0056334-0.014267i,0.0066314-0.041221i,0.016235-0.058362i,0.020157-0.052627i,0.017866-0.0336i,0.012001-0.021284i,0.0026241-0.014526i,-0.0064459-0.0051866i,-0.0089225+0.0026465i
-0.018501-0.073486i,0.025977+0.010123i,0.087642+0.11298i,0.11603+0.082326i,0.079644-0.0063114i,0.018436-0.0075156i,0.0030184+0.024085i,0.0029466+0.026432i,-0.004509+0.025871i,0.00035046+0.026811i,0.0093449+0.020071i,0.0090499+0.0095966i,0.0027884-0.0019251i,-0.0088215-0.0071514i,-0.023109+0.0035129i,-0.034397+0.025178i,-0.036796+0.03942i,-0.027309+0.032538i,-0.01052+0.013525i,0.0051646+0.0013129i,0.016457-0.0031594i,0.023319-0.00698i,0.019365-0.0086417i
0.089986+0.017494i,-0.0053909+0.066891i,-0.14513+0.12105i,-0.16356+0.16664i,-0.076101+0.16383i,0.0037245+0.1036i,0.036215+0.054239i,0.042442+0.035653i,0.044461+0.026137i,0.036424+0.01092i,0.018505+0.00016158i,0.0062996+0.0039203i,0.0032585+0.012558i,0.011404+0.019415i,0.027873+0.020681i,0.04118+0.011359i,0.041815+0.001299i,0.027114+0.0025454i,0.0073712+0.011513i,-0.003112+0.01788i,0.00065085+0.01662i,0.0050934+0.0077659i,0.0031259-0.0023504i
-0.071232+0.095607i,-0.11922+0.0175i,-0.14255-0.072087i,-0.13338-0.031702i,-0.085494+0.048694i,-0.017995+0.030396i,0.008402-0.029922i,0.010871-0.048119i,0.014508-0.043112i,0.008281-0.032723i,0.0014711-0.021913i,9.3875e-05-0.023774i,-0.0028609-0.032478i,-0.016349-0.034211i,-0.039195-0.026102i,-0.056076-0.010884i,-0.054766-0.0013553i,-0.036599-0.0022102i,-0.015369-0.0040559i,-0.0058854-0.0010481i,-0.0090108+0.008523i,-0.011123+0.019778i,-0.004984+0.020453i
-0.094346-0.121i,-0.0033223-0.16768i,0.12159-0.16576i,0.13708-0.14974i,0.067444-0.11826i,0.0066369-0.063887i,-0.01545-0.040209i,-0.030451-0.050657i,-0.044334-0.055989i,-0.039249-0.043654i,-0.024995-0.026606i,-0.017197-0.015336i,-0.013922-0.0090619i,-0.0064105-0.0098231i,0.0069748-0.014988i,0.019076-0.017289i,0.024224-0.010447i,0.023331-0.0020773i,0.017795-0.0063393i,0.0080941-0.016313i,-0.0010361-0.019684i,-0.0044219-0.015407i,-0.0029716-0.0071055i
0.174-0.079111i,0.21396-0.0067234i,0.17094+0.059737i,0.10158+0.0087345i,0.043683-0.059498i,0.0015198-0.037458i,-0.0091966+0.023334i,-0.0039044+0.04749i,-0.0042511+0.045808i,-0.0020201+0.037891i,0.0031085+0.026998i,0.00989+0.024004i,0.019902+0.022731i,0.026045+0.01145i,0.025672-0.0074421i,0.016658-0.025083i,0.0095333-0.032972i,0.012697-0.029735i,0.015665-0.017797i,0.015777-0.0047058i,0.013318+0.00037572i,0.0085889-0.00083077i,0.0075667-0.0014952i
0.033832+0.22105i,-0.048721+0.26009i,-0.14724+0.19519i,-0.1661+0.11214i,-0.1235+0.049813i,-0.066059+0.014615i,-0.020828+0.01778i,0.018791+0.039518i,0.05282+0.039758i,0.05421+0.015992i,0.027784-0.0010362i,2.5662e-05-0.0017374i,-0.019081+0.0093514i,-0.021231+0.029856i,-0.0077856+0.04634i,0.0035421+0.046942i,-0.0043414+0.037076i,-0.023306+0.025471i,-0.032112+0.016619i,-0.024697+0.012204i,-0.007201+0.0069104i,0.0043056-0.0021036i,0.0009424-0.0090723i
-0.27396-0.022239i,-0.31553-0.083098i,-0.22267-0.10859i,-0.098695-0.043684i,-0.021555+0.023573i,-0.00028844+0.018917i,-0.0015469-0.017537i,0.0024046-0.037439i,0.0010361-0.041566i,-0.012575-0.029497i,-0.018925-0.0068293i,-0.0095496+0.0027829i,-0.0025384-0.0068089i,-0.010938-0.018581i,-0.020733-0.017582i,-0.014477-0.0044062i,0.0075726+0.0075174i,0.026466+0.013207i,0.024745+0.013211i,0.0059692+0.0095719i,-0.015212+0.0094243i,-0.023839+0.010746i,-0.017174+0.013458i
0.08965-0.29807i,0.16772-0.35079i,0.22397-0.24809i,0.23044-0.11814i,0.19649-0.046697i,0.13108-0.02063i,0.057532-0.016894i,0.0039737-0.025204i,-0.023105-0.033709i,-0.022094-0.028377i,-0.0072517-0.019253i,-0.0024065-0.018279i,-0.0050222-0.019829i,-0.0069732-0.020994i,-0.011483-0.019178i,-0.015485-0.018001i,-0.017671-0.022974i,-0.014798-0.030236i,-0.0057989-0.032733i,0.0019885-0.027917i,0.0084897-0.016807i,0.013308-0.0069209i,0.010757-0.0082569i
0.31272+0.16072i,0.37319+0.22867i,0.25686+0.1965i,0.10248+0.08761i,0.035291-0.0053439i,0.031885-0.034966i,0.030235-0.020931i,0.014365+0.011266i,0.0060382+0.03764i,0.0093144+0.034365i,0.006222+0.0121i,-0.0041625+0.0058894i,-0.0033884+0.018073i,0.0098381+0.023064i,0.017046+0.019148i,0.013989+0.023088i,0.01266+0.036085i,0.017629+0.041712i,0.021893+0.029938i,0.01989+0.010432i,0.014033-0.0017945i,0.011194-0.0016129i,0.010766+0.0051573i
-0.2375+0.29433i,-0.3324+0.36732i,-0.31342+0.26615i,-0.25556+0.12681i,-0.21443+0.068274i,-0.14646+0.039427i,-0.062094-0.00055056i,-0.0080095-0.020383i,0.023422-0.010686i,0.03668-6.5974e-05i,0.03124-0.0026958i,0.019412-0.017179i,0.0016798-0.030292i,-0.015152-0.026196i,-0.014184-0.018646i,-0.0019677-0.028482i,0.0017614-0.047605i,-0.006598-0.054102i,-0.013863-0.03945i,-0.01049-0.01572i,-0.0012905-0.0022091i,0.0023114-0.002253i,0.0029889-0.010707i
-0.26192-0.32668i,-0.33555-0.42663i,-0.25148-0.32152i,-0.11349-0.12157i,-0.047767+0.0064889i,-0.03741+0.051531i,-0.031813+0.040968i,-0.028625-0.010355i,-0.037394-0.055377i,-0.047293-0.059606i,-0.048505-0.029472i,-0.034617+0.0036829i,-0.019055+0.012117i,-0.01396+0.0033343i,-0.019805-0.0063365i,-0.038108-0.0014223i,-0.048932+0.021158i,-0.035588+0.039746i,-0.011738+0.038293i,0.0014826+0.020286i,-0.0016418+0.0043766i,-0.010657+0.0029648i,-0.017707+0.013404i
0.39242-0.20292i,0.52038-0.27806i,0.41701-0.23081i,0.24392-0.1304i,0.16683-0.077138i,0.11532-0.047632i,0.052324+0.004813i,0.025414+0.04696i,0.019817+0.039166i,0.0084694+0.014438i,0.0021105+0.0065647i,0.008181+0.010757i,0.021158+0.018097i,0.032007+0.021368i,0.044538+0.019438i,0.065305+0.0086737i,0.079549-0.012195i,0.069994-0.032426i,0.0393-0.035647i,0.010664-0.019848i,0.0040858-0.0040068i,0.014126-0.0043279i,0.025115-0.012563i
0.13251+0.44673i,0.18553+0.58588i,0.16174+0.42251i,0.078338+0.13398i,0.013673-0.028749i,0.0051709-0.0623i,0.028001-0.040067i,0.054537-0.002802i,0.068093+0.01876i,0.057567+0.014029i,0.02803-0.004205i,-0.010899-0.013783i,-0.035646-0.0071959i,-0.034888+0.00055979i,-0.028352-0.001176i,-0.03595-0.0084583i,-0.052431-0.0052172i,-0.053521+0.014088i,-0.033735+0.029688i,-0.01568+0.030486i,-0.013162+0.027338i,-0.019868+0.0262i,-0.0279+0.022451i
-0.4903+0.029053i,-0.64923+0.064834i,-0.48893+0.083719i,-0.21929+0.050251i,-0.10797+0.0069045i,-0.081186-0.010819i,-0.039637-0.044531i,-0.0094625-0.081475i,-0.0020469-0.068708i,0.003309-0.019912i,0.018319+0.014941i,0.032243+0.014916i,0.024395-0.0044381i,-0.0028557-0.013372i,-0.018883+0.0062163i,0.0019675+0.041124i,0.039251+0.051201i,0.051824+0.022353i,0.034909-0.013816i,0.012488-0.026716i,0.0063552-0.016371i,0.020188-0.0032957i,0.033864-0.00050847i
0.078181-0.50581i,0.076518-0.67817i,0.024018-0.51167i,0.0099675-0.19463i,0.046815-0.025763i,0.038013+0.0042136i,-0.019879+0.0038927i,-0.078927-0.0045028i,-0.097882-0.018031i,-0.071667-0.03274i,-0.046629-0.043818i,-0.03781-0.04239i,-0.029512-0.033681i,-0.014377-0.026107i,0.00025499-0.032048i,-0.0058897-0.054655i,-0.028614-0.06366i,-0.038568-0.041247i,-0.027122-0.012673i,-0.011054-0.0069385i,-0.0094011-0.023319i,-0.025195-0.040145i,-0.041588-0.039724i
0.50514+0.19361i,0.66908+0.22067i,0.50628+0.12479i,0.21136+0.0502i,0.088257+0.054685i,0.077334+0.030092i,0.041136+0.025589i,0.019789+0.090344i,0.029723+0.11753i,0.020834+0.072708i,-0.0069271+0.035024i,-0.020857+0.039998i,-0.0086822+0.054816i,0.0049603+0.048082i,-0.0042672+0.036362i,-0.023606+0.046804i,-0.021782+0.060654i,0.0055421+0.045442i,0.029431+0.010653i,0.032624-0.010518i,0.026867-0.003445i,0.027321+0.021297i,0.032434+0.036138i
-0.30735+0.4508i,-0.3696+0.62448i,-0.2304+0.5145i,-0.077945+0.25847i,-0.054948+0.10665i,-0.033943+0.067512i,0.0328+0.026087i,0.090515-0.0284i,0.11123-0.054992i,0.093401-0.046152i,0.06995-0.031303i,0.051724-0.041163i,0.024983-0.056346i,0.0063067-0.048279i,0.013918-0.037144i,0.035264-0.044862i,0.036486-0.054473i,0.0076569-0.039639i,-0.021239-0.0076672i,-0.026245+0.013861i,-0.015259+0.012473i,-0.0060218-0.0061281i,-0.0037979-0.02195i
-0.38639-0.42443i,-0.52673-0.52034i,-0.41347-0.35914i,-0.16798-0.164i,-0.040456-0.10189i,-0.027717-0.059082i,-0.002724-0.043851i,0.00072061-0.10368i,-0.042118-0.13425i,-0.065585-0.083147i,-0.055811-0.016944i,-0.041218+0.016432i,-0.035011+0.023404i,-0.028907+0.014809i,-0.025613-0.0030939i,-0.035844-0.010696i,-0.035131-0.004072i,-0.0093847-0.0011262i,0.015854-0.0019344i,0.020588+0.0060322i,0.011205+0.0234i,0.0039084+0.038333i,0.0042053+0.038967i
0.51053-0.28539i,0.61833-0.43276i,0.39543-0.42419i,0.088908-0.28429i,-0.025635-0.15715i,-0.03621-0.097463i,-0.061176-0.041439i,-0.090197+0.01208i,-0.088292+0.035111i,-0.04655+0.025318i,-0.009359+0.00059593i,0.0086494-0.0066403i,0.024597-0.0019163i,0.027979+0.0071573i,0.031276+0.03138i,0.052299+0.046701i,0.057899+0.034646i,0.030745+0.012292i,-0.00012001-0.0033969i,-0.010257-0.010315i,0.0013723-0.018897i,0.015386-0.035521i,0.012433-0.042902i
0.15482+0.59199i,0.24375+0.73704i,0.21277+0.54957i,0.065691+0.28412i,-0.025403+0.17405i,-0.0011597+0.11533i,0.022638+0.079971i,0.048555+0.12573i,0.087868+0.14472i,0.073511+0.074153i,0.016647+0.0075886i,-0.030872-0.0067037i,-0.05114+0.00065151i,-0.044693+0.0013596i,-0.029529-0.016271i,-0.028401-0.040013i,-0.023391-0.038793i,0.0042077-0.016916i,0.026868-0.0064079i,0.019167-0.010345i,-0.010355-0.0069708i,-0.03258+0.01431i,-0.028034+0.03301i
-0.59142+0.014955i,-0.7266+0.10671i,-0.45632+0.19405i,-0.057913+0.1668i,0.10047+0.056553i,0.072582-0.0033614i,0.060553-0.031623i,0.092738-0.083132i,0.10651-0.11137i,0.076204-0.072848i,0.055866-0.011995i,0.063545+0.010262i,0.053504-0.0012017i,0.015512-0.0098782i,-0.024962+0.0017585i,-0.040677+0.032295i,-0.033008+0.046348i,-0.024327+0.026336i,-0.021456+0.00051352i,-0.017837-0.0073219i,-0.0060191-0.00047413i,0.013246+0.0010893i,0.021668-0.0089566i
0.14265-0.59644i,0.12198-0.78173i,0.060651-0.63363i,0.071649-0.38266i,0.096376-0.26357i,0.026016-0.18999i,-0.052469-0.10554i,-0.1063-0.080081i,-0.14802-0.074551i,-0.12645-0.047948i,-0.083339-0.040577i,-0.071551-0.047152i,-0.065335-0.037515i,-0.03629-0.012805i,0.01312+0.0040843i,0.050414-0.0051177i,0.05622-0.015064i,0.04503-0.00042634i,0.033576+0.019052i,0.023712+0.020211i,0.0096676+0.005477i,-0.01021-0.0070463i,-0.024465-0.0035277i
0.52606+0.29788i,0.66754+0.27654i,0.4316+0.088292i,0.036943-0.039536i,-0.13031-0.012021i,-0.072751+0.014467i,-0.029711+0.014069i,-0.026519+0.057975i,0.0043397+0.098496i,0.031857+0.081065i,0.022825+0.052442i,0.0059121+0.051163i,0.012837+0.045707i,0.019436+0.012337i,-0.011761-0.018555i,-0.057512-0.016734i,-0.073113-0.0047065i,-0.059174-0.0078202i,-0.037038-0.0094554i,-0.013089-0.0016262i,0.0083883+0.0051596i,0.024146+0.0058746i,0.029975-0.0017068i
-0.43001+0.44603i,-0.47979+0.64535i,-0.31577+0.60872i,-0.15412+0.45958i,-0.076311+0.35828i,0.013649+0.25764i,0.083124+0.13767i,0.1057+0.071229i,0.11086+0.026959i,0.085756-0.022855i,0.059193-0.046134i,0.049338-0.052228i,0.025561-0.050114i,-0.0044464-0.025935i,-0.0017968+0.0071483i,0.029924+0.020917i,0.048355+0.018857i,0.041828+0.014167i,0.028509-0.0001527i,0.015853-0.017681i,0.007732-0.02177i,-0.00082314-0.013872i,-0.0084958+0.0010848i
-0.30719-0.53329i,-0.42497-0.59178i,-0.26576-0.34776i,0.06723-0.1137i,0.2296-0.088227i,0.1614-0.10987i,0.090578-0.096456i,0.06368-0.11583i,0.010029-0.12334i,-0.045332-0.063858i,-0.062472+0.0029309i,-0.05769+0.033221i,-0.045042+0.046214i,-0.0098776+0.037539i,0.022831-0.011288i,0.017714-0.066858i,0.00033757-0.086971i,-0.00011494-0.076785i,0.0030542-0.05472i,-0.0059645-0.027331i,-0.016369-0.00033528i,-0.0063681+0.015152i,0.012844+0.010459i
0.59552-0.14944i,0.70412-0.32236i,0.46469-0.42227i,0.13932-0.40982i,-0.032414-0.33647i,-0.11456-0.2221i,-0.1643-0.10601i,-0.18109-0.048732i,-0.16716-0.025045i,-0.097449-0.0099133i,-0.026647-0.01538i,-0.002021-0.023202i,-0.0041482-0.026837i,-0.028588-0.016292i,-0.049279+0.028691i,-0.037637+0.073349i,-0.014199+0.083216i,0.0063997+0.069732i,0.022972+0.047744i,0.026058+0.027521i,0.015551+0.013517i,-0.00043228+0.00092854i,-0.018126-0.0093493i
-0.044323+0.58836i,0.015183+0.72729i,-0.015561+0.52033i,-0.17164+0.26687i,-0.22545+0.20157i,-0.08701+0.17612i,0.034709+0.11215i,0.096786+0.10272i,0.16292+0.098587i,0.15283+0.034506i,0.070829-0.01656i,0.019651-0.026113i,0.006116-0.027858i,0.002816-0.019599i,0.012453-0.0093777i,0.026447-0.0069097i,0.032894-0.00078768i,0.023129+0.0084261i,-0.00055781+0.016151i,-0.015937+0.020385i,-0.011869+0.018353i,0.001073+0.01608i,0.015906+0.016855i
-0.55866-0.19188i,-0.7035-0.099596i,-0.4691+0.098941i,-0.09568+0.19559i,0.071254+0.1322i,0.057219+0.034774i,0.035213-0.016201i,0.039043-0.048618i,0.036124-0.082373i,0.013902-0.073471i,0.001226-0.021575i,0.0031394+0.021756i,0.0036404+0.03391i,-0.0038573+0.012649i,-0.027298-0.0088323i,-0.047524-0.0009744i,-0.041368+0.013961i,-0.02183+0.02148i,-0.0023257+0.022937i,0.015336+0.014248i,0.025586-0.004823i,0.020604-0.02655i,0.0031805-0.032183i
0.36689-0.46943i,0.38625-0.64791i,0.28004-0.54003i,0.22766-0.32116i,0.2023-0.20276i,0.097939-0.11945i,0.0081794-0.012364i,-0.032698+0.062406i,-0.07643+0.093029i,-0.089657+0.082303i,-0.076811+0.039282i,-0.073041+0.0099317i,-0.063196+0.0084383i,-0.037551+0.021041i,-0.0040573+0.028116i,0.011034+0.019054i,-0.0028159+0.0067009i,-0.014573-0.0091143i,-0.015962-0.030999i,-0.02284-0.038816i,-0.030605-0.02039i,-0.030638+0.010779i,-0.022767+0.028004i
0.3053+0.46031i,0.45341+0.47513i,0.32739+0.22591i,0.062568+0.0019785i,-0.035429-0.036795i,0.019191-0.038628i,0.042783-0.091323i,0.030405-0.13919i,0.037294-0.13741i,0.054915-0.099093i,0.054315-0.067899i,0.028739-0.056354i,-0.0012984-0.05702i,-0.019836-0.064725i,-0.030189-0.068673i,-0.033636-0.065631i,-0.028801-0.055333i,-0.020368-0.033579i,-0.0077774-0.012651i,0.0062241-0.0028035i,0.014594+0.0069705i,0.023662+0.012058i,0.027392+0.0014978i
-0.54755+0.1595i,-0.65301+0.31865i,-0.48143+0.36102i,-0.26661+0.29916i,-0.14592+0.24399i,-0.040903+0.16903i,0.017008+0.062819i,0.018914+0.017374i,0.04817+0.0094952i,0.074186-0.020422i,0.061451-0.033035i,0.054801-0.019329i,0.051659-0.011155i,0.028628-0.012934i,0.0044664-0.013999i,-0.0082533-0.01416i,-0.013107-0.022728i,-0.011629-0.039789i,-0.012949-0.049718i,-0.021979-0.039739i,-0.030702-0.02249i,-0.028409-0.01376i,-0.011384-0.012027i
0.02503-0.54932i,-0.061405-0.65469i,-0.056951-0.42598i,0.083346-0.15583i,0.14645-0.094485i,0.058236-0.086645i,-0.012949-0.020066i,-0.019321+0.023709i,-0.029785+0.039066i,-0.034259+0.059352i,-0.026617+0.062238i,-0.043073+0.048597i,-0.062669+0.045878i,-0.043517+0.051824i,0.0026686+0.048804i,0.042895+0.041129i,0.063088+0.039422i,0.067676+0.042567i,0.060282+0.045599i,0.044501+0.046899i,0.036073+0.041006i,0.030567+0.024195i,0.01645+0.0094032i
0.48271+0.18979i,0.62617+0.10984i,0.42785-0.057135i,0.084636-0.13441i,-0.095477-0.077965i,-0.10092+0.011613i,-0.070316+0.06031i,-0.074708+0.082154i,-0.0875+0.097931i,-0.064579+0.070923i,-0.042796+0.011697i,-0.041304-0.018001i,-0.031614-0.02188i,-0.018084-0.024683i,-0.013795-0.028308i,-0.018497-0.035397i,-0.013951-0.037228i,0.009161-0.035054i,0.029381-0.03798i,0.03365-0.045025i,0.025027-0.046026i,0.014837-0.032918i,0.01065-0.013137i
-0.3266+0.37231i,-0.32815+0.53866i,-0.18865+0.46784i,-0.077624+0.32842i,-0.0063852+0.25947i,0.099458+0.13262i,0.18611-0.059268i,0.23624-0.20958i,0.23925-0.28919i,0.14537-0.24883i,0.060745-0.12949i,0.056441-0.072938i,0.045846-0.083663i,-0.0020791-0.076138i,-0.041769-0.030021i,-0.049637+0.020494i,-0.041592+0.04229i,-0.036711+0.041913i,-0.033361+0.033626i,-0.027606+0.025493i,-0.020093+0.02655i,-0.012076+0.023746i,-0.0046485+0.01002i
-0.24987-0.44674i,-0.39224-0.50464i,-0.32179-0.36944i,-0.12673-0.28582i,-0.072334-0.29287i,-0.15777-0.2105i,-0.20941-0.083736i,-0.21772-0.016068i,-0.20636+0.028223i,-0.13885+0.051313i,-0.083192+0.045601i,-0.077749+0.067592i,-0.056416+0.10325i,-0.0021036+0.096055i,0.050667+0.05074i,0.078819+0.0023835i,0.076462-0.02279i,0.059535-0.02076i,0.041025-0.010149i,0.022581-0.0013219i,0.012896+0.004715i,0.01339+0.0065201i,0.015837+0.01169i
0.46362-0.07258i,0.53082-0.1831i,0.29359-0.17687i,0.0042416-0.047156i,-0.080438+0.049586i,-0.011312+0.098834i,0.060715+0.17756i,0.10168+0.25946i,0.12681+0.2607i,0.11671+0.16007i,0.059365+0.054205i,-0.0082328+0.0037952i,-0.050773-0.02929i,-0.073587-0.055235i,-0.088307-0.050674i,-0.095465-0.022357i,-0.080047+0.0075908i,-0.050609+0.020895i,-0.036355+0.015945i,-0.035274+0.011166i,-0.031406+0.0073804i,-0.020022-0.0032453i,-0.012692-0.0077644i
-0.080193+0.45032i,0.022626+0.56558i,0.14702+0.38553i,0.1736+0.11406i,0.12438-0.033636i,0.089158-0.13397i,0.099193-0.25154i,0.11539-0.34695i,0.10076-0.35867i,0.077859-0.26844i,0.067225-0.19198i,0.044073-0.18358i,0.004755-0.16158i,-0.026646-0.087683i,-0.034307-0.0081101i,-0.021495+0.027376i,-0.0081072+0.020081i,-0.0027673-0.0021765i,-0.0042373-0.026354i,-0.010196-0.034341i,-0.0096524-0.010966i,-0.0010432+0.018008i,0.0034506+0.023263i
-0.37986-0.26709i,-0.52437-0.24115i,-0.42852-0.12169i,-0.24374-0.046529i,-0.16468-0.024271i,-0.12571+0.017144i,-0.05528+0.045775i,0.025901+0.029434i,0.075703+0.010451i,0.057634+0.030419i,0.013805+0.088251i,0.0048889+0.13731i,0.028084+0.12243i,0.045993+0.044578i,0.029876-0.044019i,-0.0037803-0.091034i,-0.019787-0.086451i,-0.012956-0.066268i,0.00056112-0.059291i,0.0059283-0.046805i,0.012634-0.018897i,0.034393-0.0044658i,0.044724-0.0064578i
0.35557-0.25965i,0.38266-0.40693i,0.27713-0.38274i,0.25194-0.30269i,0.28688-0.31181i,0.18013-0.27721i,0.018866-0.10521i,-0.055382+0.06975i,-0.10588+0.1392i,-0.14049+0.12031i,-0.13122+0.069842i,-0.13059+0.042098i,-0.14375+0.051945i,-0.13174+0.068011i,-0.087237+0.068638i,-0.041565+0.060255i,-0.011105+0.044058i,0.019949+0.013929i,0.041378-0.016514i,0.033471-0.023104i,0.016105-0.0092766i,0.012847+0.0050205i,0.0097747+0.012782i
0.091851+0.40615i,0.17568+0.48411i,0.093562+0.35023i,-0.12053+0.20418i,-0.20861+0.13791i,-0.12627+0.078185i,-0.066828+0.057181i,-0.049926+0.076339i,-0.013337+0.017869i,-0.0055799-0.094422i,-0.034745-0.16818i,-0.064793-0.22483i,-0.086086-0.23303i,-0.064258-0.14932i,0.0062977-0.058912i,0.067668-0.044079i,0.08846-0.065799i,0.08716-0.067376i,0.073276-0.065581i,0.041612-0.064496i,0.011619-0.02699i,0.0058678+0.028349i,0.0065239+0.044391i
-0.40812-0.070439i,-0.46056+0.053762i,-0.16225+0.2069i,0.29581+0.25314i,0.5331+0.13297i,0.45091-0.10115i,0.26117-0.27373i,0.1715-0.33974i,0.13616-0.37095i,0.064461-0.31369i,0.045317-0.18366i,0.10364-0.12019i,0.11692-0.14244i,0.029704-0.15183i,-0.082825-0.11145i,-0.12676-0.072532i,-0.10165-0.058598i,-0.047694-0.057965i,0.0019213-0.077356i,0.012359-0.092234i,-0.0071858-0.067187i,-0.014829-0.02326i,-0.0085773+0.0015868i
0.2121-0.36922i,0.15488-0.5645i,-0.036544-0.61244i,-0.16879-0.56237i,-0.1072-0.4426i,0.025227-0.2351i,0.027041-0.054037i,-0.0051925+0.072073i,0.10241+0.10031i,0.17725-0.009815i,0.10804-0.072209i,0.056599-0.035352i,0.043335-0.018028i,-0.013615-0.011068i,-0.053061+0.0099149i,-0.018599+0.016157i,0.0433+0.010617i,0.089589+0.007708i,0.10519+0.01366i,0.086736+0.033865i,0.047814+0.072508i,0.024318+0.10132i,0.012104+0.075998i
0.23237+0.30357i,0.33649+0.38905i,0.24724+0.47935i,0.11906+0.77903i,0.20731+0.98957i,0.34534+0.64125i,0.23433+0.068678i,0.055434-0.16368i,0.081833-0.17866i,0.15535-0.22165i,0.12201-0.1993i,0.070252-0.099876i,0.026959-0.01974i,0.00081292+0.016851i,0.017171+0.0043588i,0.031956-0.0119i,0.030302+0.019698i,0.027083+0.052722i,0.018493+0.033252i,0.00091457-0.0057428i,-0.016724-0.01628i,-0.026814-0.005666i,-0.018585-0.00086982i
