-0.0077186-0.00036062i,-0.0082694-0.00054374i,-0.0066182+0.0012907i,-0.0047228+0.0034481i,-0.0035062+0.0029197i,-0.0017834+0.0015193i,-0.00094554+0.0010745i,-0.00069643+0.0011483i,-7.5583e-05+0.00038415i,0.0010687+0.00060159i,0.0015744+0.0010728i,0.0012479-0.00025132i,0.00044178-0.0016969i,-0.00046487-0.0010608i,-0.0010281-0.00035874i,-0.0010984-0.00025883i,-0.00081302-0.0001217i,-0.00041722-0.00038957i,-0.00048663-0.00045574i,-0.00068077+0.0002729i,-0.0005816+0.00077193i,-0.00045126+0.00034859i,5.8815e-05+5.9307e-05i
0.0019401+0.0016954i,0.0011547+0.00089577i,0.00081921+0.00020742i,0.0010471-0.0004761i,0.00055596-0.00035784i,-0.00047139+3.9553e-06i,-0.00069998-0.0005447i,-0.00028982-0.00011785i,-0.00050513+0.00060102i,-0.0010378+0.0010626i,-0.00083505+0.0014093i,-0.00052146+0.0012845i,-0.00020433+0.0013533i,-0.00027893+0.0018583i,-0.00015505+0.0018704i,-0.00014611+0.0012574i,-0.00085162+0.00028985i,-0.00083652-0.00107i,-5.2952e-05-0.0016055i,0.00049129-0.00064093i,0.00059947-0.00046937i,0.0010542-0.00084488i,0.00086272-0.00072842i
-0.00046693-0.0011013i,-0.00011502-0.0014303i,0.00018603-0.0012487i,-2.4904e-06-0.0013173i,-0.00083229-0.0013854i,-0.0015952-0.0009547i,-0.0014034-0.00042482i,-0.00081484-0.00052879i,-0.00087002-0.00060404i,-0.0015233-0.00048473i,-0.0010232+9.9375e-05i,-0.00010609+0.00079711i,1.4507e-05+0.001503i,0.00054918+0.0014997i,0.0017448+0.00046822i,0.0016637-0.00059509i,0.00087666-0.00072433i,0.00025754+6.1313e-05i,-0.00051642+0.00052306i,-0.00046871+6.43e-05i,-0.00020288-0.00075835i,-0.00052505-0.0013871i,-0.00093789-0.0012556i
0.0017381+0.0005372i,0.0017079-0.00021973i,0.0023124-0.00092126i,0.0017614-0.0013533i,0.00097404-0.00090666i,0.00021035-0.00070043i,-0.00052997-8.0394e-06i,-0.001024+0.0007007i,-0.001098+0.00059583i,-0.0013777+0.00063588i,-0.00071834+0.00033631i,-0.00044664+0.00041764i,-0.00022315+0.00068296i,2.1744e-05+0.00083655i,8.9698e-05+0.00060857i,-0.00016089-9.6771e-05i,-0.00048027-0.00066446i,-0.00025275-0.00034314i,-0.00077772+4.572e-05i,-0.0014912+7.2159e-05i,-0.00064706+0.00020039i,0.00028383+1.2655e-05i,0.00037661-0.00064675i
-0.0012023+0.0025595i,-0.0015722+0.0028318i,-0.0011414+0.0027315i,2.9091e-05+0.0021727i,0.00068074+0.00087297i,0.00014648-0.0003386i,-0.00080621-0.00053168i,-0.0011783-0.00047419i,-0.00084043-0.00029881i,-0.00060909-0.00044696i,-0.00093806-0.00023195i,-0.0010604+0.0012144i,-0.00055066+0.0010658i,-3.4389e-05+0.00056834i,-0.00031205+0.0010612i,-0.00021492+0.00025068i,0.00041137-0.00081444i,0.0001528-0.0011375i,-0.0006011-0.00052923i,-0.0010484+7.2038e-05i,-0.0010598-4.5841e-05i,-0.00097873-0.00069142i,0.00014313-0.00057125i
-0.0014655-7.8413e-05i,-0.00073527-0.00051137i,-0.00043612-2.4307e-05i,-0.00019836-5.9261e-05i,0.00038521-0.00044529i,-0.00062838-0.00035064i,-0.0017149-0.00010734i,-0.0012442+0.00010869i,-0.00071849+0.00028665i,-0.00095467+0.00067828i,-0.00062806+0.0011128i,0.00022403+0.0011258i,0.00026841+0.00068837i,0.00026634+0.00071381i,0.0001879+0.0010521i,-0.00023409+0.00085365i,-0.00039208+0.00050258i,0.00016545+0.00046278i,0.00017733+0.00065298i,0.00021923+0.0007274i,0.00022413+0.0002842i,-0.00040092-0.0002323i,-0.00060268+0.00027229i
-0.00086202-0.0030942i,-0.00057413-0.0019747i,-0.00025426-0.001129i,-0.00075575+0.00052199i,-0.0016545+0.001178i,-0.0016994+0.00045583i,-0.0016502+8.809e-05i,-0.0014622-0.0001943i,-0.00073188-0.00047889i,-0.000215-0.0001756i,0.00063997+0.00060519i,0.0013716+0.00089074i,0.0011542+0.00069908i,0.0011289+0.00039083i,0.00093277+0.0007503i,0.00019124+0.00038703i,-0.00040009-0.00067694i,0.00026213-0.0012111i,-0.00022654-0.00077995i,-0.00088553+6.3355e-05i,-0.0006797-0.00010629i,-0.00079158-0.0011162i,0.00041354-0.00082739i
0.00025392-0.001705i,0.00082268-0.0012098i,-0.00037774-0.00077372i,-0.0012295-0.00049516i,-0.0009107-0.00022131i,-0.00093335-0.00014763i,-0.0013832-0.0011599i,-0.00090985-0.0015077i,-0.00094949-0.00090826i,-0.00071453-0.00046567i,-0.000246+0.00017363i,-0.00041863+0.00033034i,-0.00051148+4.741e-05i,-0.00022555+6.5595e-05i,-0.00015366-0.00012702i,0.0002502+0.00041844i,0.00056986+0.00065602i,0.00076822-0.00034055i,0.0010078-0.00054984i,0.00010227+6.3514e-05i,-4.1079e-05+0.00048324i,0.00073342+0.00085567i,0.00043802+0.00045278i
0.00034698+0.0016261i,0.0012992+0.0016465i,0.0013288+0.0012419i,0.0010449+0.0007196i,0.00074985+4.6262e-05i,-0.00039748-0.00041664i,-0.0014133+0.00011016i,-0.0013553+0.00029416i,-0.00073179+0.0001025i,-0.00092543+3.6492e-05i,-0.0010181+0.00013501i,-0.00070115+0.00087155i,-7.2912e-05+0.0015802i,0.00078173+0.0016186i,0.00072692+0.0019238i,0.00061424+0.0018261i,1.6879e-06+0.00092548i,-0.00064448+0.00038382i,-0.00072685-0.00010546i,-0.00014854-0.00074823i,0.00033286-0.00069896i,4.91e-05-0.00044979i,-5.3518e-05-0.00071873i
-0.00036948+0.0010977i,-0.00085581+0.00065935i,-0.0013823+4.6609e-05i,-0.00029721-0.00027436i,0.00049005-0.00035147i,8.0957e-05-1.3865e-05i,-0.00035273+6.4602e-05i,-0.00016691-0.00021512i,-0.00015666-0.00083992i,-0.00016344-0.00082995i,-0.00011113-0.00015531i,-0.00014108+0.00017924i,6.9672e-05+0.00055479i,0.00014319+0.00088667i,-0.00014148+0.00063209i,-0.0010384+3.3928e-05i,-0.0015904+0.00071791i,-0.0011853+0.0008153i,-0.00088302-0.00020579i,-0.0005077-0.00047047i,0.0001848-0.00057464i,0.00072361-0.00076632i,0.00092478-0.00035368i
0.00071339+0.00077704i,0.001149+0.00030985i,0.0015231-0.00043119i,0.00077481-0.0014646i,0.00023366-0.0016538i,-0.00048993-0.00061607i,-0.0011226-0.00036124i,-0.0009826-0.00069293i,-0.0009199-0.00027477i,-0.0012274+0.00065568i,-0.0015119+0.00069784i,-0.0011767+0.00024385i,-0.00077888+0.00076418i,-0.00014408+0.0010467i,0.00026453+0.00057784i,0.00042958+0.00022739i,0.0002049-0.00090348i,-0.00010229-0.0017241i,0.00035275-0.0010115i,0.00046467-3.161e-05i,0.00029543+0.00024037i,0.00029978+0.00059609i,0.0005216+0.00091505i
-0.0013422-0.00048641i,-0.00073852+0.0002538i,-0.0015686+0.00051739i,-0.0015264+0.0004871i,-0.00041473+0.0011456i,-0.00030062+0.00022356i,-0.0008869-0.0010422i,-0.0015537-0.00096556i,-0.0019367-0.00032403i,-0.0012091+0.00025516i,0.00025547+0.00024657i,0.0010334-0.00030227i,0.00044911-0.00010859i,-0.00036072+0.00071866i,-0.00056463+0.00064855i,-0.00037766-0.00057007i,-0.00032323-0.00062041i,-7.597e-05-0.00029654i,-0.00022253-0.00060232i,-0.0002145-0.0010731i,-0.00017582-0.0014064i,-0.00017234-0.0010871i,7.4437e-05-0.00080573i
-0.00024796+0.0018101i,-0.00072797+0.001947i,0.00038241+0.0018678i,0.00093045+0.00033957i,0.00098997-0.00033728i,0.00070414+0.00029947i,-0.00048095+0.00039306i,-0.0013511+0.00038333i,-0.0010739-0.00050899i,-0.00063587-0.0013093i,-0.00055292-0.00028248i,0.00025849+0.00029806i,0.00070436+0.00040651i,7.4686e-05+0.00077357i,0.00022512+0.0011519i,7.9685e-05+0.00094445i,-0.00088118+0.00049701i,-0.0012241+0.00016939i,-0.0010971-0.00067681i,-0.00048837-0.00070462i,-0.00026791+0.00023632i,0.00011945+0.00066921i,0.00036087+0.00025634i
-0.0020573-0.0011836i,-0.0003784-0.0011802i,-0.00027205-0.00070231i,-0.00098929-0.00011909i,-0.0013138+0.00019774i,-0.0012924-0.00014879i,-0.0017939-0.00087952i,-0.0015639-0.00071318i,-0.0011711-0.00032359i,-0.0010829+0.0002564i,-0.00029474+0.0007161i,0.00037491+0.00062243i,0.00038916+0.00060306i,0.00052444+0.00019023i,0.00022987-0.00040188i,-0.00034303-7.6805e-05i,0.00013358-0.00034129i,0.00061163-0.00077644i,0.00010264-0.0010746i,-0.00061303-0.00063912i,-0.00048155-0.00086048i,0.00025119-0.0014414i,0.0006903-0.001244i
0.00055349+0.0012603i,0.00063461+0.0003114i,0.0010768+0.0015536i,0.0012832+0.0014582i,0.0005953+0.00074043i,-9.5661e-05+0.00025197i,0.00029488-0.0004159i,6.9608e-05-0.0007598i,-0.0014032-0.00065198i,-0.0019791-0.00029247i,-0.0010783-0.00040905i,-0.00063757-0.00090079i,-0.00064295-0.0001331i,-0.00035976+0.00062479i,0.00054856+0.00059572i,0.00072184+0.0004072i,0.00056543+0.00064924i,2.3297e-05+0.00052587i,0.00041212+0.00019859i,0.00036174+0.0003287i,-8.0546e-06-0.00012461i,0.00051463-0.00023539i,0.00052226+0.00045126i
-0.0011523+0.001239i,-0.0015981+0.0015602i,-0.00045425+0.00086878i,0.00078004+0.00014014i,0.00049354-0.0003238i,-0.00041-0.00065008i,-0.00099466-0.0004476i,-0.00061772-0.00056255i,-0.00013516-0.0012082i,-0.00042223-0.00088415i,-0.00049497+1.9767e-05i,-4.9936e-05+0.00042992i,2.469e-05+0.0011711i,-0.00037678+0.0016387i,-0.0009262+0.00095754i,-0.0013223+6.5816e-05i,-0.00057611-0.00010547i,5.0952e-05+0.00061915i,-2.7296e-05+0.00039767i,0.00055985+0.00055439i,0.00080264+0.00115i,0.0010484+0.00074027i,0.0010769+0.00051272i
-0.00040384+0.0006891i,-0.00018778+0.00038205i,-8.2743e-05+0.001485i,-9.6786e-05+0.0015545i,-0.00046752+0.0007738i,-0.00073861-3.7893e-05i,-0.00047616+0.00011924i,-0.0003318-6.6179e-05i,-0.00040423-0.00094387i,-0.00068537-0.00086982i,-0.00089042-0.00041844i,-0.00071079-0.00017829i,-0.00076493-0.00044845i,-0.0012992+0.00034512i,-0.0011848+0.0014507i,-0.00031468+0.0011066i,0.00046714+0.00011012i,0.0005614+0.00018962i,-6.0777e-05+0.00063513i,-0.00069362+0.00071332i,-0.00036442+0.00040704i,-6.5545e-05-2.5877e-05i,-0.00028698-0.00031318i
-0.0011564-0.0011574i,-0.00062272-0.00060597i,-0.00055684+0.00069056i,2.4067e-05+0.0015216i,-0.0001118+0.001313i,-0.00054953-0.00023169i,-0.00057623-0.00085699i,-0.00048866-0.00052698i,-2.8078e-05-5.8201e-05i,6.961e-05-5.0907e-05i,0.00025435+0.00021248i,0.0007123+0.00043178i,0.00040054-0.00029566i,0.00027364-0.00092107i,0.00058358-0.00044307i,0.0008502+0.00024092i,0.00062091+0.00060014i,-7.3681e-05-3.8307e-05i,-0.00056807-0.00019087i,-0.0010371-4.6457e-05i,-0.0013188-0.00015444i,-0.0003769-0.00035021i,-5.9335e-05-0.0001811i
-0.00017267+0.0018453i,5.5417e-05+0.0011114i,-0.00014267+0.00071118i,0.00023539-1.3604e-05i,0.00080009-0.00017001i,0.000537-0.00028552i,6.4541e-05-0.00017694i,-0.00034059+0.00057706i,-0.00094441+0.00046017i,-0.0012126+0.00011849i,-0.0010933-0.00016309i,-0.0013541-0.00054972i,-0.0017152-0.0012256i,-0.0011702-0.00065406i,-0.00083438+0.00057338i,-0.0010498+0.00050688i,-0.00071359-8.1503e-05i,-9.8587e-05-0.00046446i,0.00031192-6.9229e-05i,0.00023597+0.00010622i,-5.573e-05-0.00029878i,-0.00083195-0.00059307i,-0.0008609-0.0011021i
-0.00028983-0.0018571i,-0.000382-0.0018462i,-0.00036465-0.0021321i,-0.0017012-0.0018707i,-0.0022337-0.00078877i,-0.0021526-0.00030849i,-0.0013808-0.00029551i,-0.00044752-0.001004i,-0.00052777-0.0011961i,-0.00088969+0.00010892i,-0.00038459+0.0007937i,-8.5965e-05+0.00043793i,0.0001394+0.00072021i,0.00037001+0.00097297i,0.00010313+8.8791e-05i,0.00035211-0.00018562i,0.00054011-0.00023475i,2.4279e-05+0.00015268i,-0.00098674+0.00016441i,-0.00099846-2.0393e-05i,-0.00066491+0.00027648i,-0.00075665+5.4867e-05i,-0.00071115+0.00012564i
-0.0019228-0.0037651i,-0.002467-0.0024774i,-0.0032762-0.0012988i,-0.0028493-0.00018141i,-0.0023287+0.0015877i,-0.0014947+0.0016224i,-0.0012986+0.00069834i,-0.001313+0.00046483i,-0.0013456-0.00041164i,-0.00077366+7.8475e-05i,8.4198e-05+0.0013106i,0.00062091+0.0012084i,0.0003492+0.00049156i,-0.00034403-0.00019496i,-8.7442e-05-0.00053557i,0.0004309-0.00025739i,8.6973e-05+0.00019868i,-0.00066099+1.6036e-05i,-0.0010719-2.1025e-05i,-0.00075819+0.00066659i,8.5147e-06-0.00016791i,0.00049466-0.00088644i,0.00010954-0.00069393i
0.001593-0.00077682i,0.00090427-0.00056077i,-0.00039102-0.00059038i,-0.00057669-0.00058118i,-7.4337e-05-0.00025547i,-0.00060654-0.00022247i,-0.00087091-0.0010745i,-0.00058214-0.0018789i,-0.0004817-0.0015143i,-0.00077076-0.00096778i,-0.00076056-0.00034538i,-0.00086104+0.00033837i,-0.0010489+0.00018341i,-0.00083644+0.00044238i,-0.00035302+0.0007924i,-4.671e-05+0.00093496i,0.00029994+0.00063709i,-8.4482e-05-0.00023814i,-0.0009482-0.00058045i,-0.00036898-0.00060196i,0.00058577-0.00050188i,-6.7162e-05-0.00016631i,-0.00063211+0.00014692i
-0.0009569+0.001646i,-0.0010359+0.0016252i,0.00032467+0.001084i,0.0013506+0.00032911i,0.0015943+0.00016064i,0.00068813-0.001245i,-0.00051285-0.0019044i,-0.001111-0.00093775i,-0.0015013-0.00027469i,-0.0011244-0.00036744i,9.9236e-05+0.00027815i,6.5909e-05+0.00051782i,-0.00041633+0.00096939i,-0.00013247+0.0021069i,0.00047398+0.0017529i,0.00079876+0.0011454i,-6.0117e-05+8.7008e-05i,-0.00047175-0.00077191i,-0.00031417-0.00083713i,-0.00031789-0.00047998i,4.6895e-05-0.00052523i,0.00019445+4.8522e-05i,7.7443e-05+0.00091965i
0.00053029+0.00062277i,0.00071256+0.00052694i,4.7816e-05-0.00011686i,-0.00067297-0.0016503i,-0.00088957-0.0013958i,-0.0005773-0.00094594i,-0.00013964-0.00028722i,-0.0005064+0.0004174i,-0.00044928+0.00024318i,-0.00055558-0.00028815i,-0.0010899+0.00022572i,-0.00081878+0.0012147i,6.1644e-05+0.00093373i,0.00067511+0.00070722i,0.00085084+0.00043546i,0.00082475+0.00014687i,0.00039378+0.00044318i,0.00029281+0.00074469i,0.00027595+0.0008757i,-9.686e-05+0.00057805i,-0.00058543+0.00019456i,-0.00070968+0.00031687i,-5.7617e-05+0.00060546i
0.0011298-0.0021777i,-0.0010067-0.0017535i,-0.0020601-0.0022165i,-0.0020027-0.0011446i,-0.0015212-0.00067863i,-0.0003143-0.00090517i,-0.00051347+0.00017566i,-0.001246+0.00045805i,-0.0016812-0.00054897i,-0.0016333-0.00044637i,-0.0012226+0.00047616i,-0.0005594+0.00066843i,0.00026908+0.0005484i,0.00025669+0.00047245i,0.0002152+0.00065404i,0.00077075+0.00067756i,0.00059318+6.9423e-05i,3.7885e-05-0.00061942i,-0.001087-0.00068387i,-0.0016373-0.00023228i,-0.00069379+7.1927e-05i,-2.2361e-05+2.196e-05i,-0.00049097-5.7961e-05i
-0.00078555+0.00062994i,-0.0007115+0.00073117i,0.00028051+0.00056153i,0.00040052+8.5745e-05i,0.00016593+0.00014567i,0.00042253+0.00016397i,-0.00019894-0.00018355i,-0.00037058+0.00021428i,-0.00031753+0.00052781i,-0.00038432+0.00066823i,0.0003425+0.00059086i,0.00019027-0.00045351i,-0.00039578-0.00047743i,-0.0010413+0.0005573i,-0.0013268-5.8507e-05i,-0.0002649-0.00071181i,0.00011532-0.00019814i,0.00029866+0.00032388i,0.00067246-0.00041875i,0.00022937-0.00079598i,0.00037615-0.00014933i,0.00030216-0.00023748i,0.00025399-0.0008011i
0.00049135+0.0014294i,0.00090751+0.00077325i,0.0020846-0.00022577i,0.0015888-0.00096352i,0.00085216-0.001299i,0.00038589-0.001239i,0.00021837-0.00077514i,4.7365e-05-0.00043145i,-0.00034845-0.00038112i,-0.00048624-0.0003477i,-6.3326e-05-0.00033212i,-2.7203e-05+0.00043796i,-0.00015474+0.0014614i,0.00020444+0.0013882i,0.00019756+0.00046876i,-0.00032767+2.3857e-05i,-0.00053734+0.00070686i,-0.0002878+0.00071284i,-0.00018248+0.00024936i,-0.00011695+6.2981e-05i,0.00045381+0.00012737i,0.0010453-0.00016156i,0.00066331-9.8382e-05i
0.0027448+0.00027069i,0.0024332-0.00034173i,0.0033188-0.0021477i,0.0026178-0.003102i,0.00058026-0.0020024i,-0.001164-0.00071307i,-0.0015822-0.00031875i,-0.0012985+6.54e-05i,-0.0011125+0.0006204i,-0.0013466+0.00043388i,-0.00132+0.00021899i,-0.00034965+3.7841e-05i,-3.3406e-05+0.0006696i,-0.00070913+0.001344i,-0.00025263+0.0010315i,0.00013613+0.00030054i,-0.00030106-0.00040382i,-0.00071747-0.00010684i,-0.00085214-0.00036734i,-0.00065177-0.00070137i,-1.6891e-05+0.0002955i,0.00018695+0.001016i,0.00021949+0.00066644i
-0.00072004-1.7967e-05i,-0.0001978+0.00064864i,0.00048539+0.00165i,0.00012431+0.0016847i,-0.00034877+0.00053749i,-0.00074261+0.00024303i,-0.00063767+0.00044653i,-0.00067586+0.00012394i,-0.0016454+5.4109e-05i,-0.0022437+8.0518e-05i,-0.0014603+0.00012106i,0.00012439+2.9356e-05i,0.0004015-0.00045334i,0.00060533+5.1493e-05i,0.00050424+0.00050101i,-4.9774e-05+0.00028336i,0.00019652+0.00011864i,0.00015417-0.0002709i,0.00016937-0.00018633i,-8.4813e-06-4.4193e-07i,-0.00031934-0.00021415i,0.0001594-0.00028292i,6.454e-05+0.00048965i
-0.00044126-8.2784e-05i,-0.00083977+0.00050348i,-0.0015787+0.00026662i,-0.0015686+0.00021001i,-0.0011808+0.00033103i,-0.00055461+0.00017951i,-0.00053838-0.00012619i,-0.00055929-0.00045934i,-0.00057026-7.7901e-05i,-0.0011067-3.2074e-05i,-0.00053548-0.00060381i,-0.0004354-0.00030387i,-0.0010047+0.00031425i,-0.00062755+0.00060857i,-0.00017611+0.00082134i,-0.00045842+0.00086094i,-0.00066798+0.00036924i,-3.8333e-05-0.00048343i,0.00010288-0.0003858i,-0.00083904-6.3433e-05i,-0.00057039-0.00083253i,0.00065721-0.00086526i,0.00094277+0.00028596i
-0.0001217+0.0019774i,-0.00041384+0.0028677i,-0.00014788+0.0028893i,0.00062193+0.0017181i,0.0011994+0.00057839i,0.001194-0.00018689i,1.5487e-05-0.00042884i,-0.00098812-0.00013529i,-0.0010751-0.0002518i,-0.00073456-0.00057625i,0.00011-0.00015852i,0.00019601+8.1316e-05i,-0.00036407+0.00015368i,-0.00084535+0.00078382i,-0.00082211+0.0010918i,0.00015552+0.0010172i,0.00096199+0.00020793i,0.00045091-0.00033808i,-5.6287e-06-0.00021494i,0.00035939-0.00081949i,0.00012979-0.0016322i,-0.00048888-0.0011914i,-0.00018175-0.00043727i
0.0014392-0.0013385i,0.00069905-0.0011303i,0.00010661-0.00089577i,6.379e-05-0.0011436i,0.00072075-0.0012637i,0.00019898-0.00062883i,-0.00071486-0.00046557i,-0.00063064-0.00074142i,-0.00072465-0.00055571i,-0.0016061+3.5443e-05i,-0.0014752+0.00017223i,-0.00030902-9.5316e-05i,0.00011028+0.00086073i,-0.00053052+0.0013645i,-0.0003133+0.0005987i,0.00063227+0.00021572i,0.0008905+5.958e-05i,0.00062273-0.000686i,-0.00034611-0.00060625i,-0.001059-0.0002642i,-0.00050941-0.00031373i,0.00011878-0.00091801i,0.00029713-0.00094704i
-0.00056695+0.00178i,0.00083059+0.0018892i,0.0018485+0.0011916i,0.00081346+0.00035971i,-0.00039161+0.00045416i,-0.00097684+7.0834e-05i,-0.0013263-0.00064941i,-0.0010466-0.00047887i,-0.00095485-0.00040216i,-0.0015335-0.00075968i,-0.0018789-0.001433i,-0.0019382-0.00081291i,-0.0015059+0.00066824i,-4.5046e-05+0.0010847i,0.00047687+0.00070265i,-0.0001962+0.00071731i,-0.000145+0.00042592i,-0.000189-0.00042566i,-0.00046958-0.00030232i,-0.00026743+0.00062132i,0.00029498+0.00054815i,0.00038592-0.00071216i,-5.1014e-05-0.00073254i
-0.00093808+0.0010329i,-0.0010297+0.0011301i,-0.00030187+0.0023186i,0.00049596+0.0020673i,0.0015245+0.00046227i,0.00096141-0.00045483i,-0.00042473-0.00047022i,-0.00016078-0.00038459i,-0.00027808+0.00067212i,-0.0007176+0.0013407i,0.00017036+0.00060006i,0.00058287-7.7016e-05i,0.00029237-0.00029626i,0.00018787+0.0002363i,0.00013171+0.00042856i,-0.00023368+0.00057857i,-0.00046947+0.00044402i,-0.00059154-0.00051522i,-0.0010541-0.0010259i,-0.0008519-0.00012101i,-0.00041361+0.00040323i,-0.00030327+0.00024828i,0.00017656+0.00017196i
0.0013248+0.0022174i,0.0012958+0.001326i,0.0023784+0.00071881i,0.0026935-0.00040578i,0.0015603-0.00072948i,-0.00010264-0.00084302i,-0.00068844-0.00090692i,-0.00050283-0.0008348i,5.0905e-05-0.001251i,-0.00012726-0.0011135i,-2.506e-05-0.00038205i,0.00015603+0.00063166i,-0.00041196+0.0012823i,-0.00063925+0.0010385i,-0.00042341+0.00056499i,-0.00032617+0.00068951i,-0.00074955+4.2039e-05i,-0.00048046-0.0010221i,0.00039078-0.00068911i,2.5668e-05-0.00023614i,-0.0004858-0.0002553i,-0.00064256-0.0007245i,-0.00092888-0.00038445i
0.002045+0.00051114i,0.0031932-0.00037551i,0.0038823-0.00057067i,0.0020779-0.00086277i,0.00053366-0.0017083i,-0.00037945-0.0019569i,-0.0011463-0.0010068i,-0.0016411+0.00015968i,-0.0017701+0.00023737i,-0.0010793-0.00013243i,-0.00094498-0.00043975i,-0.00070065-0.00024673i,-0.00056041+0.0005364i,-0.00051694+0.00015336i,-0.00011344-8.5452e-05i,-6.9778e-05+0.00065256i,-0.00013835+0.000737i,-7.0276e-07+0.00029151i,0.00015196-0.00028264i,0.00086551-0.00020847i,0.00064765-0.0001774i,-0.0008842+0.00042361i,-0.0010946+0.00048507i
-0.0019844+0.0012598i,-0.0011483+0.0018483i,-0.00071043+0.0015317i,-0.00052996-0.00026527i,-0.00063966+0.00029637i,-0.00097007+0.0010344i,-0.00090197+9.5028e-05i,-0.0011341-0.0012373i,-0.0012808-0.0014786i,-0.00058828-0.00098042i,-0.00042611-0.00038798i,-0.00079485-0.00013001i,-7.1046e-05-5.9349e-05i,0.00030409+0.00011429i,-0.00035902-0.00031194i,-0.00053019-0.00043055i,-0.0006955-0.00051596i,-0.00080189-0.00071349i,-0.00035671-0.00059111i,0.00032058+3.5491e-05i,-0.00022509+0.00042394i,-0.00030012+0.00042013i,0.00076352+2.948e-06i
-0.0034856+7.9988e-05i,-0.0035057+0.00062596i,-0.0031405+0.00082157i,-0.001813+0.0011536i,-0.00057681+0.00089145i,2.7181e-05-0.00012341i,-9.0887e-05-0.00067031i,-0.00040956-0.0006297i,-0.0014096-1.8756e-05i,-0.0010967-5.0382e-05i,-0.00021627-0.00020068i,-6.0112e-05-0.00018118i,-2.3092e-05-0.000568i,-0.00030565-0.00021109i,-0.00026746+0.00010212i,-0.00034668-0.00021309i,-0.0007463-0.00097212i,-0.00039006-0.00050374i,-0.00031089+0.00024942i,-0.0011152+0.000109i,-0.00097284+0.00011778i,0.00016186+0.0005208i,0.00017842+0.0002711i
0.0014747-0.0013618i,0.0025638-0.0021837i,0.0018764-0.0023434i,0.00046102-0.00093829i,-0.00069704-5.9322e-05i,-0.00094863-0.00019665i,-0.0005897+6.1088e-05i,-0.00061013+0.00016647i,-0.00078032-0.00046483i,-0.0015779-4.7108e-05i,-0.0015019+0.00039899i,-0.00082999+0.00020702i,-3.9229e-05+0.00023167i,0.00054772+0.00025278i,0.00045303+0.00041067i,0.00049948+0.00074375i,8.6944e-05+0.00052838i,2.385e-05-0.00030411i,0.00044655-0.00020534i,0.00034535-9.9724e-06i,0.00012695-1.2447e-05i,0.00022543+0.00021031i,0.00045879+0.00043591i
0.0021701+0.00093102i,0.0017821+0.0013839i,0.0029421+0.00094001i,0.0028236+0.00015712i,0.0017165-0.0011387i,0.00071734-0.0014229i,0.00047899-0.00015015i,0.00036733-0.00018513i,-0.00021508-0.00039038i,-0.00032113-0.00054011i,-0.00010772-0.0005417i,-0.00037582+0.00031925i,-0.00040851+0.0012548i,-0.00042163+0.0011072i,-0.00062931+0.00062428i,-0.00090006+0.00052864i,-0.00028502-0.00018455i,0.00028662-0.00048233i,0.00021023-0.00025857i,8.6671e-05-0.0010573i,-0.00010398-0.0010052i,-5.1603e-05-0.0004106i,0.0002564-2.9268e-05i
0.00028764-0.0016751i,-0.00041853-0.00034185i,-0.0016497+0.00028579i,-0.0018594-0.00061568i,-0.0011195-0.00092139i,-0.0011499-0.00054642i,-0.0008752+6.758e-05i,-0.00042022+0.00028716i,-0.0010524-0.00033489i,-0.0011927-0.0011511i,-0.00036608-0.00085353i,-0.00027046+2.6017e-05i,-0.00094801+0.00057001i,-0.00066246-2.9218e-05i,-0.00062311-0.00042259i,-0.00062012-0.00015377i,-0.0002812-0.00032462i,-0.00055633-0.00086019i,-0.00076427-0.00060702i,-0.00040961+0.00010601i,0.0001025-0.00043757i,6.6457e-06-0.00098559i,-0.0012253-0.0010734i
5.7338e-05-0.00069092i,-0.00031209-0.0003118i,-0.00081261-8.3163e-05i,-0.0011238-0.00061612i,-0.00070507-0.00043716i,-0.00037092+0.00031059i,-0.00088367+0.00074903i,-0.00090817+0.0013135i,-0.00023449+0.00051745i,-0.00060565-0.00054732i,-0.00066932-0.00039673i,-0.0002517+9.5324e-05i,0.00011055+0.0010274i,-0.00045545+0.0013595i,-0.00026865+0.0011607i,6.4865e-05+0.0010293i,0.00051826+0.00083551i,0.00077187+0.00050373i,-9.2609e-05+0.00050339i,-0.00059117+0.00052264i,-0.00021493+0.00018906i,0.00070052-5.7233e-05i,0.00066904+0.00044509i
-0.0010427-0.0025158i,-0.00085416-0.0029446i,-0.0020352-0.0020763i,-0.0025456+0.00015315i,-0.0013876+0.00094811i,0.00038084+0.00058746i,0.00062648+0.0002074i,-0.00044885-0.00030863i,-0.00093967-0.00088766i,-0.0007363-0.00097176i,-0.00044164+0.0002636i,-7.7263e-05+0.0013814i,-0.00039399+0.0016465i,-0.00016643+0.0014507i,0.00050721+0.00086216i,0.0002986+0.00022838i,-0.00027027+0.00015167i,-0.00046094-5.7335e-05i,-0.0001353-0.00038692i,0.00022408-0.00070621i,0.00042663-0.001045i,-0.00018128-0.00072102i,-0.00049349+0.0001137i
