-0.00042841+0.00021459i,0.00036672-0.0010758i,-0.0010006-0.00085348i,-0.0012822+0.00051437i,-0.0011326+0.002004i,-0.00068395+0.0022127i,0.00016298+0.0016404i,0.00096678+0.00089729i,0.0012893+0.00020041i,0.0016532-0.0004761i,0.001761-0.00048379i,0.00054726-0.00065008i,-0.00011496-0.0010591i,2.1024e-05-0.0013648i,-0.00039823-0.00049242i,-0.00048909+0.00026709i,-0.00015631+0.00028071i,-0.00038807+8.6022e-05i,-0.00048284-0.00027132i,-0.00047598-0.00016686i,-0.00058731+2.2632e-05i,-0.00020517+0.00068817i,0.00052017+0.00096893i
0.058366+0.023876i,-0.14731-0.060397i,-0.39814-0.1152i,-0.4108-0.074969i,-0.21488-0.035759i,-0.066407-0.034961i,-0.01937-0.0086076i,0.006227+0.0077778i,0.013641-0.010792i,0.0026281-0.022103i,-0.0071727-0.014827i,-0.0069129-0.00045188i,0.0034396+0.010226i,0.013195+0.014551i,0.016431+0.019203i,0.01383+0.020681i,0.0058959+0.017412i,-0.00023097+0.013372i,-0.0013103+0.0079663i,-0.0025304+0.0016793i,-0.0056591-0.0036499i,-0.0060597-0.0079442i,-0.0021626-0.010412i
-0.021915+0.08344i,0.19185-0.0017801i,0.4126-0.16013i,0.38563-0.21781i,0.20033-0.1145i,0.083505-0.0061046i,0.033206+0.011291i,0.0049988+0.0081311i,0.0056955+0.011603i,0.013723+0.006029i,0.013456-0.0036544i,0.0053597-0.011204i,-0.0079008-0.0089781i,-0.016503-0.0016867i,-0.019208+0.0020405i,-0.01587+0.0027648i,-0.0075893+0.00032613i,-0.0020368-0.0041789i,-0.0016762-0.0047068i,8.082e-05-0.00012866i,0.0056012+0.0025032i,0.0066239+0.0033759i,0.0021086+0.0059302i
-0.10921-0.073803i,-0.21144+0.14085i,-0.24134+0.42149i,-0.1537+0.45267i,-0.075213+0.24637i,-0.058167+0.08845i,-0.02634+0.047108i,0.0031729+0.02777i,0.0021654+0.0084896i,-0.0073559+0.00016243i,-0.010142+0.0010746i,-0.00275+0.0019509i,0.0063145-0.0047748i,0.012041-0.01475i,0.015368-0.018394i,0.014277-0.011326i,0.011545+0.00032867i,0.010861+0.0080482i,0.011301+0.0079456i,0.0083314+0.003973i,0.001667+0.0036303i,-0.0024174+0.0032114i,-0.003434-0.00126i
0.16263-0.08413i,0.088159-0.31825i,-0.10249-0.52446i,-0.20376-0.46463i,-0.1285-0.24975i,-0.042361-0.11205i,-0.040795-0.041975i,-0.039286+0.0036313i,-0.012832+0.011022i,0.0033191-0.0017012i,0.0032082-0.0094239i,-0.0039352-0.0061734i,-0.0066095+0.0052907i,-0.0043393+0.015254i,-0.0026763+0.01773i,-0.0033037+0.011532i,-0.0052945+0.0022376i,-0.0072665-0.0023433i,-0.0051843+3.2179e-05i,-0.00032069+0.0021014i,0.0039803-0.00035262i,0.0073691-0.00053654i,0.0077676+0.0016609i
-0.022321+0.22458i,0.19947+0.34907i,0.47118+0.34365i,0.48938+0.20268i,0.27972+0.080527i,0.10925+0.028865i,0.039115-0.017409i,0.00059554-0.036894i,-0.013392-0.015773i,-0.0051139+0.0079535i,0.0078812+0.016132i,0.014035+0.0071294i,0.0038216-0.006475i,-0.011923-0.011396i,-0.018655-0.011239i,-0.013553-0.010596i,-0.0034163-0.0090563i,0.0025353-0.008669i,-0.00064481-0.0074014i,-0.0058901-0.0024884i,-0.0069223+0.0037423i,-0.0072648+0.0062162i,-0.0055601+0.0039115i
-0.20663-0.17466i,-0.45778-0.10861i,-0.61934+0.087341i,-0.5011+0.20092i,-0.24996+0.13953i,-0.091302+0.047617i,-0.022602+0.018008i,0.0050145+0.0052569i,0.0032611-0.0062736i,-0.0063641-0.0064489i,-0.0090729-0.00015164i,-0.001369+0.0073892i,0.011982+0.0057679i,0.022546-0.0020301i,0.024629-0.0051019i,0.014081-0.0037724i,-0.0011067+0.0010799i,-0.0078314+0.0049048i,-0.0071738+0.0026516i,-0.0071346-0.0027422i,-0.0089618-0.0064266i,-0.0062339-0.007586i,0.00044553-0.0066647i
0.29947-0.075128i,0.43209-0.30595i,0.39821-0.53287i,0.22409-0.50621i,0.082958-0.28774i,0.031152-0.12417i,-0.0015392-0.063744i,-0.01944-0.031877i,-0.012381-0.011707i,-0.00018046-0.0075285i,0.0037819-0.010528i,-0.0019552-0.0086385i,-0.0071928+0.0013191i,-0.0061067+0.012045i,-0.0014914+0.015434i,0.0039794+0.0079089i,0.0054927-0.0042774i,0.0018329-0.009365i,2.2426e-05-0.0056547i,0.0040067-0.0010047i,0.0068582+0.0014915i,0.0037485+0.0043749i,-0.0013023+0.0061365i
-0.12743+0.31042i,-0.057367+0.56874i,0.11137+0.68442i,0.20696+0.52108i,0.1622+0.25674i,0.095181+0.095779i,0.074157+0.022708i,0.052323-0.012311i,0.020988-0.014877i,0.0010622-0.0015568i,-0.0064803+0.0081003i,-0.004788+0.0062729i,-0.0024341-0.0044108i,-0.0069579-0.014233i,-0.010196-0.01516i,-0.0025163-0.0055881i,0.0094495+0.0056177i,0.015012+0.0089715i,0.010675+0.0064447i,0.0018482+0.0038629i,-0.0042014+0.0030985i,-0.0061091+0.00040189i,-0.0048948-0.0038653i
-0.18346-0.30247i,-0.41395-0.43434i,-0.5836-0.39553i,-0.50889-0.2123i,-0.28147-0.055899i,-0.11396+0.010988i,-0.040024+0.044151i,-0.0036147+0.046183i,0.0068751+0.023102i,-0.00052027+0.0045839i,-0.0092716-0.0013974i,-0.010099+0.0030688i,-0.00034206+0.0095051i,0.01119+0.0096528i,0.01358+0.0054641i,0.0050255+0.0016237i,-0.0049445+7.5234e-05i,-0.006931+0.0014198i,-0.0024348+0.00023239i,0.0021317-0.0049382i,0.003901-0.0081995i,0.0049001-0.0061218i,0.0048969+0.0011623i
0.36395+0.031675i,0.61801-0.041062i,0.69281-0.16591i,0.49755-0.21913i,0.22991-0.16239i,0.077363-0.086476i,0.013027-0.049857i,-0.014228-0.029528i,-0.015278-0.01423i,-0.004767-0.0052984i,0.0059396-0.002938i,0.0050526-0.004202i,-0.0051245+0.00047519i,-0.010806+0.009268i,-0.0089894+0.012243i,-0.0016982+0.0067714i,0.005931-0.0023186i,0.0072333-0.0072799i,0.0063609-0.0039793i,0.0055102+0.0018944i,0.0036021+0.0043923i,0.00016528+0.0028074i,-0.004577-0.0025327i
-0.25311+0.27156i,-0.37465+0.50375i,-0.34487+0.62116i,-0.17422+0.50118i,-0.02832+0.27505i,0.023073+0.12315i,0.037173+0.05438i,0.035337+0.01611i,0.0206-0.0032318i,0.0058141-0.0059733i,0.00056478-0.0032322i,0.0052427-0.0047806i,0.0072706-0.011055i,0.003498-0.016179i,-0.00010377-0.013894i,-0.0024963-0.0026563i,-0.0037418+0.0092297i,-0.0039257+0.012385i,-0.0067546+0.009152i,-0.009974+0.0057199i,-0.0086614+0.0014528i,-0.003187-0.0029112i,0.0040849-0.0041678i
-0.059959-0.36392i,-0.14247-0.60554i,-0.22194-0.65405i,-0.23205-0.44649i,-0.17307-0.19292i,-0.1117-0.05687i,-0.076745+0.00015409i,-0.043731+0.024284i,-0.015429+0.020176i,-0.0036939+0.0029036i,-0.0015941-0.0071711i,-0.00058267-0.0052535i,0.0023296+0.0004006i,0.0067761+0.0034278i,0.0079555+0.0009625i,0.0026976-0.0054799i,-0.0044468-0.0094185i,-0.0078065-0.0077943i,-0.0055771-0.0052591i,-0.0019669-0.0042219i,-0.0002429-0.0009676i,-0.00045207+0.0035069i,-0.0037971+0.0060405i
0.31854+0.16616i,0.54341+0.26544i,0.61274+0.2533i,0.4583+0.12153i,0.24203-0.0023034i,0.10214-0.050213i,0.030631-0.05743i,-0.0044466-0.042718i,-0.010263-0.020825i,-0.0037415-0.006208i,-0.00010043+0.0019315i,-0.0015032+0.0025315i,-0.0070508-0.00015409i,-0.011075+0.00066637i,-0.0076359+0.0020333i,0.0018218+0.00016956i,0.010104-0.0017041i,0.011286-0.0020372i,0.0082045-0.00030551i,0.0047597+0.0028166i,0.001221+0.0026607i,-0.00030683-0.00037843i,0.000468-0.0041533i
-0.31815+0.14863i,-0.53257+0.24385i,-0.56713+0.28182i,-0.36987+0.24322i,-0.14395+0.16694i,-0.028566+0.095398i,0.011518+0.046579i,0.018819+0.017279i,0.012748+0.005176i,0.0066492+0.0029945i,0.002267+0.0051414i,0.0033579+0.0067321i,0.0069479+0.0019224i,0.0054788-0.0037983i,0.0013257-0.0033306i,-0.0025245+0.0020468i,-0.0045852+0.0059779i,-0.0031207+0.00533i,-0.0023379+0.0015271i,-0.0031415-0.0013113i,-0.0021374-0.00081283i,-0.00055713+0.0021179i,0.0022294+0.0063686i
0.07297-0.32755i,0.14509-0.53685i,0.15465-0.57431i,0.065722-0.40594i,-0.02352-0.20889i,-0.046375-0.096141i,-0.039693-0.044859i,-0.030372-0.017089i,-0.019505-0.0012067i,-0.0076388+0.0041698i,-0.00041865+0.0039822i,0.0012056+0.0058765i,0.0043509+0.0080154i,0.0071565+0.0055501i,0.0059215+0.0010063i,0.0037293-0.0038749i,0.0014813-0.0076793i,0.00023215-0.0075865i,0.0015284-0.0066237i,0.0013312-0.0066582i,-0.0020894-0.0057063i,-0.0057257-0.0052333i,-0.010042-0.0048007i
0.19876+0.23065i,0.3003+0.41436i,0.30511+0.45249i,0.23386+0.2912i,0.16102+0.10745i,0.11015+0.017442i,0.072439-0.017279i,0.037373-0.02927i,0.010656-0.02359i,-0.0013849-0.010795i,-0.0042233-0.002546i,-0.0045028-0.0028999i,-0.0038725-0.0052653i,-0.0016835-0.0046753i,0.0024787-0.0021653i,0.0070802+0.001325i,0.008103+0.0035083i,0.0061098+0.0036036i,0.0037328+0.0038271i,0.002665+0.0022424i,0.0032757-0.0017099i,0.0042339-0.0035183i,0.005691-0.0036761i
-0.28293+0.017595i,-0.47351-0.025868i,-0.49668-0.057849i,-0.33285-0.015412i,-0.1577+0.048575i,-0.060073+0.066997i,-0.0095714+0.055134i,0.014248+0.033266i,0.01285+0.012941i,0.0014979+0.0029637i,-0.0039174-0.00076831i,-0.0025302-0.0018155i,-0.00096768-0.00025699i,-0.00065827+0.00096719i,-0.0020295+0.0011528i,-0.0044017+0.0014175i,-0.0051138+0.0030214i,-0.0042469+0.0049463i,-0.0029972+0.0043496i,-0.0023435+0.0037142i,-0.0023705+0.0055329i,-0.0033401+0.0067436i,-0.0046826+0.0070123i
0.15264-0.2115i,0.29633-0.31856i,0.33891-0.30892i,0.21381-0.21577i,0.064568-0.13518i,-0.0035745-0.076681i,-0.01971-0.029655i,-0.017306-0.0036482i,-0.010983-0.00033216i,-0.0086476-0.0033712i,-0.0079796-0.0028385i,-0.0083682+0.00021436i,-0.009065+0.0039451i,-0.0058006+0.0042228i,-0.0014224+0.0007625i,1.4693e-05-0.0022131i,0.00064412-0.0034561i,0.00057494-0.0022557i,-1.9973e-05-0.00020417i,-6.5085e-05+5.8272e-05i,-0.00075276-0.0016074i,-0.00087782-0.0044624i,-0.00020417-0.0079066i
0.067958+0.22089i,0.056125+0.38506i,0.016254+0.40903i,0.023045+0.27034i,0.056898+0.12608i,0.056289+0.054199i,0.032771+0.023257i,0.014336+0.005885i,0.007142-0.00405i,0.0036499-0.009478i,0.0021673-0.010665i,0.0023565-0.010144i,0.0017456-0.0086877i,0.0019082-0.0044016i,0.0037791+0.0011529i,0.0051414+0.0039458i,0.0031677+0.0027674i,3.6474e-05+0.00075219i,-0.0012922+0.00018946i,0.00070538+0.00026538i,0.004237+0.0012346i,0.0051235+0.0043109i,0.0046362+0.0065208i
-0.19994-0.070764i,-0.30251-0.17445i,-0.28623-0.21759i,-0.18798-0.1348i,-0.11181-0.031287i,-0.072206+0.0071865i,-0.04692+0.012247i,-0.024545+0.013274i,-0.0058726+0.010535i,0.0053411+0.0037745i,0.0098373-0.0014933i,0.010896-0.0023675i,0.0089633-0.0019595i,0.0038326-0.0021446i,-0.00048495-0.0008071i,-0.0015099+0.00048877i,-0.00064545+0.00013043i,-0.0010133-0.00012329i,-0.0036463-0.00062063i,-0.0057196-0.001378i,-0.0075108-0.0016447i,-0.010369-0.0030371i,-0.011893-0.0031268i
0.15954-0.10129i,0.28838-0.11127i,0.30746-0.070802i,0.19551-0.050822i,0.084765-0.062806i,0.031731-0.062925i,0.0039329-0.048077i,-0.0093753-0.027339i,-0.0085837-0.0094711i,-0.0023498+0.00040716i,0.0015848+0.0041996i,0.00039793+0.0037144i,-0.0028624+0.0005026i,-0.0035004-0.0025025i,-0.0016143-0.0044997i,-7.2429e-05-0.0041524i,0.00059932-0.0019049i,0.00061282-0.00096477i,0.0010353-0.0018298i,0.00096788-0.0039399i,0.00045912-0.005432i,0.0035443-0.0047235i,0.0071828-0.0042684i
-0.01509+0.16413i,-0.081754+0.25637i,-0.12377+0.24382i,-0.074548+0.15606i,-0.0027466+0.088185i,0.024958+0.04592i,0.024694+0.011939i,0.01585-0.0054067i,0.0053036-0.0045747i,0.00030304+0.0023013i,-0.00038957+0.0066604i,0.0021792+0.0060229i,0.0052429+0.0026181i,0.0054711+0.00094356i,0.005211+0.0010134i,0.0041685+0.0004379i,0.0034868-0.0011601i,0.0043234-0.0016664i,0.0043208+0.00015719i,0.0036122+0.0024741i,0.0025129+0.0044342i,-0.00031332+0.0066755i,-0.0022436+0.0078478i
-0.10524-0.096576i,-0.1285-0.19341i,-0.090027-0.21421i,-0.054325-0.13356i,-0.048773-0.055501i,-0.035978-0.023874i,-0.014849-0.011798i,-0.0052159-0.0065902i,-0.006103-0.0020748i,-0.0072697+0.0028518i,-0.0061331+0.006832i,-0.0036388+0.0104i,0.00013515+0.011845i,0.00053413+0.010042i,-0.0010516+0.0067881i,6.9324e-05+0.0045347i,0.0019609+0.0029988i,0.0023584+0.00156i,0.001381+0.00032549i,6.7341e-05-0.00064534i,-0.00024668-0.0027578i,8.3639e-05-0.0060734i,-0.00082534-0.0087613i
0.12416-0.024368i,0.20035+0.013876i,0.19305+0.05493i,0.12106+0.036024i,0.0716-0.0044025i,0.049746-0.015831i,0.032334-0.012488i,0.016645-0.011811i,0.0034301-0.012625i,-0.0056531-0.0097647i,-0.0094428-0.0053882i,-0.010246-0.0045554i,-0.010092-0.0057307i,-0.0076859-0.0064933i,-0.0046852-0.0054928i,-0.0031799-0.0029787i,-0.0034382-0.0013548i,-0.0037459-0.0001564i,-0.0024403+0.0021891i,0.00046337+0.0026702i,0.002415+0.0030112i,0.0038576+0.004852i,0.0048268+0.0045539i
-0.049475+0.094697i,-0.11665+0.12553i,-0.14056+0.096994i,-0.086775+0.060733i,-0.027967+0.053376i,-0.0025572+0.046883i,0.0086671+0.033372i,0.013518+0.01872i,0.010218+0.0032098i,0.0027201-0.0075673i,-0.0026183-0.011059i,-0.0020493-0.010517i,0.0014207-0.0083586i,0.0042748-0.0052956i,0.0059202-0.0022866i,0.006261-0.0015678i,0.0053261-0.0016258i,0.0027115-0.00057517i,-0.0010483+0.0010697i,-0.0050553+0.0011721i,-0.0082339+2.3195e-05i,-0.010523+0.00039162i,-0.010494+0.0014706i
-0.044203-0.082535i,-0.026146-0.14463i,0.0084228-0.14283i,0.0064489-0.085511i,-0.016796-0.042122i,-0.020906-0.020023i,-0.014928-0.0017058i,-0.0089158+0.0085609i,-0.0016288+0.0062544i,0.0030603-0.00041668i,0.0027996-0.0046132i,-0.00097278-0.0033342i,-0.0040924+0.0018425i,-0.0043337+0.0057637i,-0.0028156+0.0063304i,-0.0014016+0.0051626i,0.00046913+0.0040585i,0.0017929+0.0018554i,0.0033054-0.00144i,0.0040006-0.0037681i,0.0041591-0.0045901i,0.0054385-0.0044523i,0.0061693-0.0047439i
0.077671+0.0099954i,0.11096+0.05475i,0.091239+0.07806i,0.053853+0.049535i,0.036815+0.014663i,0.023349+0.0048107i,0.0065907+0.0050548i,-0.0016661+0.0054322i,0.00073136+0.0053632i,0.0047471+0.003828i,0.0068413+0.0025712i,0.0056485+0.00056524i,0.0027124-0.0040539i,0.00069549-0.0066247i,0.00055887-0.0069678i,-0.00016061-0.0059194i,-0.00086726-0.0036649i,-2.4678e-05-0.0025051i,-0.00021901-2.9759e-05i,-0.0013207+0.0033457i,-0.0027483+0.005852i,-0.0034091+0.0075336i,-0.0017457+0.0067947i
-0.045281+0.043078i,-0.092072+0.043717i,-0.097748+0.020688i,-0.059532+0.01267i,-0.029952+0.018085i,-0.0208+0.013506i,-0.018204+0.005318i,-0.01672+0.0035705i,-0.011746+0.0065144i,-0.0041709+0.0075833i,0.00322+0.0070303i,0.01044+0.005044i,0.014903+0.0017641i,0.014248+0.00053016i,0.010715+0.0012084i,0.0074088+0.00066173i,0.0052602-0.00017235i,0.0022806-0.00056039i,-0.0011182-0.0033931i,-0.0030625-0.0075771i,-0.0036672-0.0094532i,-0.0038328-0.0091298i,-0.0033156-0.0076638i
-0.0073039-0.053425i,0.015525-0.085316i,0.034905-0.074229i,0.023515-0.043917i,0.0066696-0.030623i,0.00077353-0.027967i,-0.0067306-0.025722i,-0.015183-0.020809i,-0.017422-0.011207i,-0.011788-0.0013996i,-0.0040537+0.0030701i,0.00018816+0.0042594i,-0.00091282+0.0045775i,-0.0048586+0.003927i,-0.0069438+0.0037194i,-0.0058863+0.0033067i,-0.0038881+0.0026006i,-0.0014361+0.0020998i,0.0033307+0.0023996i,0.0089888+0.003265i,0.012059+0.0044086i,0.011104+0.0046296i,0.0080904+0.004109i
0.037349+0.022906i,0.047398+0.051346i,0.03047+0.0589i,0.018505+0.037407i,0.020457+0.019125i,0.021584+0.0065451i,0.017354-0.0094035i,0.0094583-0.01981i,-0.00042957-0.018291i,-0.0077222-0.0096577i,-0.0090169-0.0018748i,-0.0078964-6.2648e-05i,-0.0068113-0.0036112i,-0.004284-0.0055961i,-0.0009033-0.005111i,0.0012148-0.0042147i,0.00094397-0.0021923i,-0.00076336+0.00098731i,-0.0041029+0.0043251i,-0.0089596+0.0062325i,-0.012287+0.0054514i,-0.01142+0.0043236i,-0.0090148+0.0038703i
-0.035496+0.017746i,-0.057793+0.0094054i,-0.051719-0.0059022i,-0.030177-0.0056111i,-0.017536+0.0018772i,-0.005274+0.0012417i,0.0097981-0.0037066i,0.015694-0.0076524i,0.010636-0.010333i,0.00081901-0.0092491i,-0.0072035-0.0045981i,-0.008561+0.00086419i,-0.0037959+0.0043929i,0.00052858+0.0068613i,0.0025103+0.0073825i,0.0035131+0.0051598i,0.0030133+0.0021631i,0.002192-0.0017858i,0.002062-0.006576i,0.0030492-0.010192i,0.0042701-0.011154i,0.0041313-0.0098403i,0.0030314-0.0066808i
0.0064329-0.032446i,0.023689-0.042356i,0.032007-0.030858i,0.022516-0.017239i,0.014137-0.013363i,0.014599-0.0062548i,0.017093+0.0026092i,0.018339+0.0027789i,0.015557-0.0024959i,0.0083238-0.0063609i,0.00030577-0.0061633i,-0.0052126-0.0030046i,-0.0063547+0.00039018i,-0.0044997-7.2248e-06i,-0.0024945-0.0020772i,-0.0011753-0.0020893i,0.00072783-0.0012113i,0.0030519+0.00063486i,0.0051704+0.0046431i,0.0066204+0.0099271i,0.0046999+0.012537i,0.0014914+0.011033i,-0.00047641+0.0072257i
0.023511+0.018212i,0.020814+0.033816i,0.0072526+0.034534i,0.0032292+0.022432i,0.006631+0.015611i,0.006395+0.015967i,0.0061689+0.018516i,0.0094933+0.018191i,0.012829+0.011681i,0.011804+0.0023719i,0.0091095-0.0045027i,0.0072199-0.0084753i,0.0046093-0.010317i,0.0031991-0.008254i,0.0029255-0.0042834i,0.0023954-0.0020792i,0.0017444-0.00099946i,-0.00072797-0.00075638i,-0.0063624-0.0017763i,-0.012162-0.0041225i,-0.013576-0.007283i,-0.010957-0.0082903i,-0.0067468-0.0066701i
-0.022323+0.008157i,-0.031945-0.0026799i,-0.025821-0.011043i,-0.015474-0.0074471i,-0.010785-0.0013928i,-0.010428+0.003121i,-0.012614+0.011163i,-0.012068+0.018956i,-0.0059015+0.019015i,0.00073482+0.012267i,0.0058642+0.0040139i,0.0097075-0.00058048i,0.0094894-0.00086287i,0.0043133+0.00039933i,-0.00036922+0.00032514i,-0.0014439-0.00014303i,-0.0015088-0.00049396i,-8.7804e-05-0.0024593i,0.0046124-0.0053255i,0.010664-0.0072331i,0.013194-0.0064824i,0.011542-0.0039104i,0.0086426-0.0013048i
0.0033639-0.017516i,0.01563-0.020223i,0.019853-0.011826i,0.012995-0.0047913i,0.0059006-0.003072i,-0.0013633-0.0028619i,-0.012776-0.0026168i,-0.020532-0.00018288i,-0.018847+0.0039958i,-0.01168+0.0051386i,-0.0044754+0.0025659i,-0.0021301-0.00012573i,-0.002122-0.0001453i,0.00062613+0.00072375i,0.0041174-0.00054962i,0.0046555-0.0015277i,0.0032084-0.0013348i,0.001157+0.0014481i,-0.00029543+0.0065829i,-0.0023324+0.010765i,-0.0051003+0.011668i,-0.0055366+0.0085273i,-0.0044816+0.0049545i
0.012807+0.010794i,0.0082035+0.020198i,0.0007226+0.019236i,-0.00071505+0.010462i,-0.0015096+0.0039197i,-0.0040744-0.0028315i,-0.0073886-0.011289i,-0.011776-0.014178i,-0.012334-0.0094631i,-0.0083839-0.0022046i,-0.0035963+0.0029837i,3.9695e-05+0.0028898i,0.0011866+0.00099778i,0.0011967+0.0025754i,0.0014302+0.0045178i,0.0017201+0.0038169i,0.0008319+0.0022125i,-0.0017614-0.00026236i,-0.0046704-0.0040657i,-0.0059934-0.0094437i,-0.0046324-0.012711i,-0.0019823-0.011122i,0.00043724-0.0068013i
-0.0080254+0.0036677i,-0.015914-0.0028779i,-0.012848-0.0071645i,-0.0049689-0.0059055i,-0.00019475-0.0067236i,0.0022549-0.011445i,0.0024169-0.016006i,-0.00069431-0.018322i,-0.004603-0.014582i,-0.0073802-0.0055656i,-0.0074411+0.003769i,-0.0034588+0.010346i,-0.00025886+0.010216i,-0.00059856+0.0041089i,-0.0016368-0.0014299i,-0.0016843-0.0029952i,-0.00080529-0.0029386i,0.0017877-0.0031515i,0.0056239-0.0010348i,0.0087056+0.0031764i,0.0090375+0.0063749i,0.0061555+0.0078071i,0.0026015+0.0062562i
0.0025245-0.0084399i,0.0093248-0.010529i,0.011101-0.0064156i,0.0083722-0.0017605i,0.0092558-0.00077414i,0.011636-0.0033048i,0.01284-0.008907i,0.012454-0.015153i,0.0064602-0.018225i,-0.0011863-0.016235i,-0.0063055-0.011072i,-0.0096332-0.0054039i,-0.010208-0.00081402i,-0.0057875+0.0011827i,0.00051643+0.0013368i,0.0039181+0.00098446i,0.0039041+0.0015073i,0.0014454+0.0026706i,-0.002734+0.003861i,-0.0077729+0.0042811i,-0.011006+0.0022549i,-0.010274+0.00081456i,-0.0069222-0.00047225i
0.004074+0.0029286i,0.0031183+0.0099584i,-0.00088487+0.010206i,-0.0026378+0.0059228i,0.0011886+0.0037619i,0.0072729+0.0024426i,0.014501+0.0012684i,0.020278-0.0014958i,0.019581-0.0050408i,0.014504-0.0069527i,0.010463-0.0079094i,0.0087281-0.0095637i,0.0057158-0.0096303i,0.00061343-0.0051462i,-0.0031286+0.00096223i,-0.0044426+0.0038446i,-0.0044747+0.0024702i,-0.0040451-0.00076124i,-0.0022737-0.0041664i,0.00090701-0.0080326i,0.0040307-0.0098354i,0.0052275-0.0071971i,0.0049427-0.0031754i
-0.005457-0.0014812i,-0.0081334-0.0027366i,-0.0072115-0.0056701i,-0.0030011-0.0031504i,0.00088988+0.0030308i,0.0049138+0.0073997i,0.0085229+0.012204i,0.0098828+0.015753i,0.0093795+0.014897i,0.00562+0.011025i,0.00043046+0.0072026i,-0.00062652+0.0047291i,0.002445+0.0027998i,0.0047034-0.00093432i,0.0031285-0.0044684i,0.00095325-0.0055676i,0.0013697-0.0046173i,0.0017846-0.0020956i,0.0023111+0.0016992i,0.0021802+0.0056617i,0.00054014+0.0080172i,-0.0017099+0.0065565i,-0.0034722+0.0031433i
0.0014168-0.0045944i,0.0053076-0.0039592i,0.0069258+0.00027144i,0.0052879+0.0032328i,0.0026646+0.0039923i,0.0011322+0.0060455i,-0.0019988+0.0095181i,-0.0049403+0.012151i,-0.0051716+0.010524i,-0.0040945+0.0042706i,-0.003609-0.0023694i,-0.0052361-0.0059768i,-0.0053596-0.0062136i,-0.0011249-0.0035603i,0.0039712-0.00070141i,0.0058145+0.00087811i,0.0044945+0.0017197i,0.0012071+0.0012014i,-0.0026063-0.00015244i,-0.0044737-0.002842i,-0.0046043-0.0047069i,-0.0043481-0.0054619i,-0.0028331-0.0051247i
0.0013338+0.0014705i,0.00057163+0.0027294i,-0.0037794+0.0037215i,-0.0034812+0.0039619i,-0.00092617+0.0028688i,-0.0027859+0.0023162i,-0.0079924+0.0033018i,-0.011133+0.0044407i,-0.0084461+0.0051054i,-0.0012624+0.0058627i,0.0065879+0.0058564i,0.01138+0.0030956i,0.00992-3.0095e-05i,0.00346-0.00089453i,-0.0016686-0.00090862i,-0.0034862-0.00061417i,-0.0033248-0.00029267i,-0.0015819-0.0011916i,0.0010998-0.0023955i,0.0047859-0.0020253i,0.0072116-0.00017018i,0.0062112+0.0010132i,0.0033764+0.0022046i
-0.0057658-0.0020122i,-0.003625-0.0038554i,-0.0017661-0.0048006i,-0.0010205-0.0026039i,0.00052368+9.1914e-05i,-0.00055033-0.0013593i,-0.007364-0.0050249i,-0.013048-0.006039i,-0.014443-0.0023677i,-0.012926+0.0029471i,-0.010505+0.0080838i,-0.0074234+0.012825i,-0.0045612+0.012414i,-0.0026644+0.0058183i,-0.00019783-0.00049766i,0.0019078-0.0037497i,0.0029621-0.0035432i,0.003297-0.00070438i,0.0024938+0.001503i,-0.00075804+0.0030724i,-0.0032882+0.0028844i,-0.0031462+0.0019363i,-0.0024212+0.0004163i
-0.00053866+0.00081168i,0.0015596+0.0023093i,0.0034252+0.0032902i,0.0033021+0.0010899i,0.0021599-0.0011384i,0.0011511-0.0053914i,-0.0013607-0.012555i,-0.0048682-0.017044i,-0.0066897-0.016816i,-0.0060827-0.015406i,-0.0048434-0.015106i,-0.0049292-0.014049i,-0.0047896-0.0088765i,-0.0022694-0.0014677i,0.0011436+0.004419i,0.0023682+0.0068909i,0.0016811+0.0065166i,1.1531e-05+0.0042748i,-0.00072982+0.0012312i,-0.00047558-0.0015381i,9.3129e-05-0.0024539i,0.0011322-0.0025777i,0.0021449-0.0022878i
0.0031829+0.0014105i,0.00051504+0.001044i,-0.00020239+0.0004402i,0.0011821-0.00095019i,0.0026516-0.00282i,0.0053722-0.0054928i,0.0088858-0.0088629i,0.010328-0.011142i,0.010024-0.0092422i,0.010764-0.0041228i,0.012051+0.0012244i,0.012873+0.002668i,0.011395-0.00036779i,0.0056397-0.0017946i,-0.00090829-0.00088041i,-0.0040464-0.00074326i,-0.0037833-0.0012687i,-0.0020991-0.0008448i,-0.00096664+0.00080283i,-0.00082096+0.0022729i,-0.0011249+0.0034419i,-0.00067583+0.0030021i,-0.0008665+0.0026228i
-0.00025803+0.00069716i,-0.00023366-0.0021597i,0.0011664-0.0021159i,0.0034584-0.00029286i,0.0056629-0.00011942i,0.008181-0.00064483i,0.011274-0.00042205i,0.012125+0.0003078i,0.0083904+0.0030554i,0.00065674+0.0057656i,-0.0070971+0.007286i,-0.010916+0.0081753i,-0.0092994+0.0053476i,-0.0048479+0.00013136i,-0.00061165-0.0034701i,0.0025408-0.0041094i,0.0038317-0.0027391i,0.0026479-0.0013842i,-0.00037133-0.0010358i,-0.0025411-0.0017864i,-0.0031954-0.0016579i,-0.003417-7.8194e-05i,-0.0027068-0.00019091i
