-0.00042841+0.00021459i,0.00036672-0.0010758i,-0.0010006-0.00085348i,-0.0012822+0.00051437i,-0.0011326+0.002004i,-0.00068395+0.0022127i,0.00016298+0.0016404i,0.00096678+0.00089729i,0.0012893+0.00020041i,0.0016532-0.0004761i,0.001761-0.00048379i,0.00054726-0.00065008i,-0.00011496-0.0010591i,2.1024e-05-0.0013648i,-0.00039823-0.00049242i,-0.00048909+0.00026709i,-0.00015631+0.00028071i,-0.00038807+8.6022e-05i,-0.00048284-0.00027132i,-0.00047598-0.00016686i,-0.00058731+2.2632e-05i,-0.00020517+0.00068817i,0.00052017+0.00096893i
-0.0011828-0.0010014i,-0.00080323+0.00023612i,-0.00082608+0.0014702i,-0.00060734+0.0014387i,0.00066566+0.0015534i,0.0012648+0.0010893i,0.0011547-4.4411e-06i,0.00083416-3.4278e-05i,0.00053267+0.00043939i,0.00060825+9.1663e-05i,0.00072048+0.00029415i,0.00052368+0.00090396i,0.00014405+0.00067467i,0.00010657+0.00086509i,0.00025109+0.00059577i,0.00053571+0.00010327i,0.00012+0.00083799i,4.824e-06+0.0011423i,0.00010923+0.00049233i,-0.00037538-0.00022655i,-0.00032196-0.00016244i,-0.00014931-8.9231e-05i,0.00018821+7.4957e-05i
0.0024265-0.0014853i,0.0016169-0.0024948i,0.00058477-0.001979i,0.00018852-0.00077503i,0.00062304+9.5682e-05i,0.0014878+0.00052074i,0.0018844+0.0011411i,0.00099444+0.0013225i,0.0002939+0.0010185i,0.00048497+0.00084389i,0.00049084+0.00038433i,0.00055134+0.00071086i,0.00040698+0.00086854i,0.00017209+0.00030093i,0.00055238-0.0005952i,0.00058937-0.00060566i,0.00039447-0.00043382i,0.00026464-0.00038788i,-0.0005035+0.00023929i,-0.00029013-7.4242e-05i,-0.00072187-0.00078989i,-0.00069577-0.0009114i,0.00077375-0.00035249i
0.0015784+0.00096006i,0.0016669+0.0014638i,0.0014558+0.00095597i,0.0017126+0.00040818i,0.0023099+0.00079677i,0.0028315+0.00030174i,0.0024048-0.00087253i,0.0010234-0.0012785i,0.00015061-0.00076038i,-0.00036197+0.00032598i,-0.0010312+0.00073431i,-0.00072739+0.00010459i,0.00031845-0.00018404i,0.00028938-0.00032318i,-0.00020522-0.00052902i,-7.0518e-05-0.00064333i,0.00040223-0.00078472i,0.00078775-0.000876i,0.00063258-0.00052622i,0.00021596-2.8069e-05i,-0.00029894+0.0003085i,-0.00041242+0.00067123i,-0.00020026+0.0008089i
-0.0010033+0.0010771i,-0.0016869+0.00027775i,-0.0011417+0.00059119i,-0.00015863+0.0017859i,0.00015772+0.0019248i,9.6074e-05+0.0012059i,0.00091725+0.00046541i,0.00089767-0.00024508i,0.00010979-0.00028861i,-0.0012705-0.0001142i,-0.001687-0.00024607i,-0.00085993-0.00044198i,5.1374e-05-0.00093014i,0.0017275-0.00084786i,0.0020596-0.00023173i,0.00081922+4.2814e-05i,0.0010041+0.0008042i,0.0014819+0.00083278i,0.0006542+0.0003053i,-0.00054288+0.0003464i,-0.0011845+0.00027734i,-0.00062295+9.5068e-06i,-5.1219e-05-0.00016077i
0.00050057-0.0010379i,-3.2989e-05-0.0009419i,0.00045688-0.00087986i,0.00010433-0.0017641i,0.00028564-0.0014276i,0.00028737-0.0008865i,0.0002498-0.00023038i,0.00030045+0.0001287i,0.00027028-0.001439i,0.00022689-0.0031257i,0.00013299-0.0025537i,2.2992e-06-0.0011689i,-0.00084303-0.00091871i,-0.00040122+2.0808e-05i,0.00056543+0.0014006i,0.0012198+0.0013366i,0.0013596+0.00068045i,0.00075635+0.00069894i,0.00018878+0.0010426i,5.8165e-05+0.00061623i,0.00018007-0.00040596i,-0.00028956-0.00051567i,-0.00048974-0.00021627i
0.0011721+0.0013749i,0.00099256+0.00113i,0.000828+0.0019229i,0.0015191+0.0022941i,0.0020498+0.0023805i,0.0021153+0.0016222i,0.0020912+0.00067278i,0.0012368-0.00042546i,0.00073361-0.0008895i,0.00068686-0.00080498i,0.00084505-0.00053658i,0.0013047-9.8162e-05i,0.0011521-0.00048957i,0.00059296-0.0008261i,-0.00010962-0.00036255i,-0.00039145-0.00052027i,4.6473e-05-0.00064442i,7.4242e-05-0.00013982i,-0.00052813-4.7015e-07i,-0.00045864-0.00011309i,-0.00035739-0.00031462i,-0.0002062-0.00021597i,-0.00036796-2.2977e-05i
-0.0017571-0.0013034i,-0.0011649-0.0017558i,-0.0009366-0.0011697i,-0.0014455+0.00051408i,-0.0014894+0.0016561i,-0.00055692+0.0016876i,1.2266e-05+0.0005815i,0.00026547-0.00050666i,0.00087674-0.0007465i,0.00089247-0.0008929i,0.00076369-0.00076988i,0.00072577-0.00037895i,0.00061185-0.00021569i,0.00055034+0.0004046i,0.00041096+0.00065407i,-0.00025532-0.00051404i,-0.0010801-0.0013964i,-0.0010969-0.00061614i,-0.0003778+3.6564e-05i,2.3753e-05+5.5886e-05i,-6.5918e-05-8.7325e-05i,-8.9187e-05-0.00018381i,5.7869e-05-0.00042337i
0.001553-0.00044746i,0.0012043+0.00054811i,0.0014683-0.00082098i,0.0010698-0.0015239i,0.0010505-0.0004392i,0.0019871+0.00050597i,0.0020734+0.00032167i,0.0012412-0.00077773i,0.0012897-0.0011161i,0.0012135-0.00063218i,0.00019541-0.00035214i,-0.00021435-0.0003556i,-0.0001292-0.00036093i,-0.00056516-0.00011056i,-0.0005634+0.00089364i,-0.00034249+0.0011973i,-0.00081194+0.00020782i,-0.0012905-0.00031291i,-0.00086868+3.7929e-05i,-0.00039752-5.1281e-05i,-0.00029858-0.00033501i,-0.00035081+3.6333e-05i,0.00015172+0.00027695i
0.0002007+4.8892e-05i,-0.0010653+0.00030612i,-0.00077582+0.0021044i,0.00048467+0.0023782i,0.00084734+0.0020647i,4.0095e-06+0.0012673i,-0.00049223+0.00043977i,6.9929e-05-4.0454e-05i,0.00044178+1.5117e-05i,2.8785e-05-0.00028028i,-0.00044833-0.00048878i,1.4195e-05-0.00029989i,0.00061897+0.00040262i,0.0002854-6.3942e-05i,-0.00025737-0.00062603i,4.089e-05-0.00045689i,0.0007255-0.00029983i,0.00095556+0.00014782i,0.0009367+0.00035594i,0.00053395+0.00016697i,-2.8646e-05+0.00039831i,-0.00042302-0.00012226i,-0.00039032-0.00018949i
-0.00056374-0.00038038i,4.176e-05-0.00058042i,0.0014084-0.00050289i,0.0012973-0.00017787i,0.00095223+0.00045935i,0.0013292-0.00033501i,0.0011271-0.0011821i,0.00064019-0.00099608i,0.00035743-0.00039694i,-0.00023268-4.988e-05i,-0.00097488-0.00012492i,-0.0010245+0.00030745i,-0.0010979+0.00036054i,-0.00038548+3.8848e-05i,0.0008937-0.00016453i,0.00091823-0.00028872i,0.00050232+9.7518e-05i,0.00010974+0.00084676i,0.00069972+0.0014129i,0.00073334+0.0011653i,-0.00026286-0.00015582i,-0.0005404-0.00096347i,-0.00047589-0.00052446i
0.00064998+0.0011484i,0.00059932+0.00053117i,0.0017387+0.00029221i,0.0021007+0.0002067i,0.0018252-0.00062261i,0.0013872-0.00077978i,8.5316e-05+0.00019745i,-2.2849e-05-0.00017364i,0.00026378-0.0004674i,-4.8548e-05-0.00049208i,0.00026911-0.00049861i,0.00067396-0.00085031i,0.00096828-0.0011903i,0.0006149-0.00030905i,3.8868e-05+0.00015015i,3.2231e-05+0.00056007i,-0.00014152+0.00085546i,-0.00013621+0.00017039i,0.00038683+0.00010318i,0.00021411-0.00031803i,1.6198e-05-0.0010842i,8.3265e-05-0.00074137i,0.00022027-0.00053605i
0.00035171-0.00011938i,0.00042717+0.00013217i,-0.00025317+0.0001341i,-0.00044718+0.00079639i,0.00060499+0.0010081i,0.0010872+0.00045466i,0.0011083-0.00013552i,0.0010724-0.0011381i,-0.00040503-0.0019476i,-0.0013483-0.0017607i,-0.0018012-0.00095406i,-0.0014297-0.00038208i,1.2089e-05-8.8747e-05i,0.0012087+0.0001934i,0.0012371+0.00053052i,0.00091932+6.0518e-05i,0.00067937-7.6719e-06i,0.00061761-0.0001869i,-0.00014908-0.00091595i,-0.00077821-0.00088036i,0.00010616-0.00090137i,0.00067823-0.0013225i,0.00021303-0.00058275i
2.0038e-05-0.0011021i,-6.8005e-05-0.0010853i,-0.00054374-0.00097073i,-0.00045643+0.0002415i,0.00057822+0.0010346i,0.0015212+0.001083i,0.0014935+0.00016514i,0.00090884-0.00067564i,0.00028984-0.001196i,-0.00053206-0.0017856i,-0.00051166-0.0019207i,0.00017489-0.00067455i,0.0010201+0.00037303i,0.0017258+0.00068084i,0.0016924+0.00041349i,0.001086-0.00040734i,0.00046646-0.00054915i,0.0004051+0.00013694i,0.00082885+0.00083029i,0.00089378+0.00075345i,-7.0924e-05+0.00042814i,-0.00034181+0.00049055i,-8.288e-05+8.4632e-05i
0.0015705+0.00024765i,0.0014369+0.00027605i,0.0024165+0.0011059i,0.0028383+0.001686i,0.0024815+0.001488i,0.0015153+0.00092451i,0.00073617-0.00012984i,0.00078316-0.0010608i,0.00091045-0.0016332i,-8.1497e-06-0.0017685i,-0.0006504-0.00060278i,-0.00028163-2.68e-05i,-0.00019058-0.0004109i,-0.0003058-0.00031362i,6.0629e-05-0.00048195i,0.0011231-0.00054609i,0.0016752+0.00014598i,0.00064872+0.00040181i,0.00012579-0.00038331i,1.578e-05-0.00093154i,-0.00018643-0.00080091i,-0.00053061-0.00052708i,-0.00034551-9.1785e-05i
0.00020769+0.00070727i,-0.00020978-0.0010968i,-0.0010026-0.0018814i,-0.00057358-1.1951e-05i,0.00096048+0.00093103i,0.0013447+0.00054611i,0.001404+0.00085487i,0.00097198+0.00056546i,-0.00026529-0.00045704i,-0.00040128-0.00060187i,0.00019446-0.00044858i,-0.00010652-0.00026675i,-0.00038338-0.00087351i,-0.00012096-0.0011373i,0.00037421-0.00025863i,0.00094801-0.00016064i,0.0011097+0.00018143i,0.0012219+2.9589e-05i,0.00072912-0.00020779i,0.00018372-0.00052183i,-6.4456e-05-0.00020489i,-3.2702e-06+0.00036111i,0.00058711+0.00013606i
-0.0010164-0.00085692i,0.0012043+0.0002755i,0.002101+0.00077439i,0.0022766+0.0012294i,0.0018148+0.00084791i,0.00076231-0.00038837i,0.00047402-0.00083315i,6.4507e-05-0.00060642i,-0.00055891-0.00062707i,-0.0001552-0.00080656i,0.00016283-0.00047734i,0.00016104+4.2172e-05i,0.00031159-1.7034e-06i,-6.3637e-06+0.00026912i,3.8275e-06+0.00033832i,-0.00012289-0.00058468i,0.00019584-0.00019843i,0.00049737+0.00097862i,0.00025325+0.0013877i,0.00012726+0.0010333i,-0.0001137+0.00044829i,-0.0004289-0.00020607i,-0.00085366-0.00010899i
0.0004703-0.0007044i,-0.00016645-0.00025182i,-0.0015257+0.0006646i,-0.001018+0.0012415i,-7.5389e-05+0.0016674i,0.00053008+0.001995i,0.0011637+0.00066229i,0.0018309-0.00090917i,0.0017894-0.0009382i,0.00051426-0.00071742i,0.00010206-0.00033414i,0.00058002+0.0001029i,-0.00064311-0.00025287i,-0.00092698-0.0004001i,4.7174e-05-0.00014849i,0.00015077+0.00038558i,-0.00048485+0.00024157i,-0.0010531-0.00029713i,-5.6652e-05+0.00025239i,0.00079344+0.0011556i,0.00078039+0.00071671i,0.00036264+2.0115e-05i,0.00019737-0.00017313i
0.00089649-0.0029058i,0.0019193-0.001918i,0.0012225-0.0011382i,0.0005503-0.00029858i,0.00088088+0.00086794i,0.0023109+0.0010935i,0.0027169+2.72e-05i,0.001745-0.00040335i,6.4207e-05-0.00052959i,-0.00098423-0.00026691i,-0.0012239-0.00011439i,-0.0005907-0.0010748i,0.00035026-0.0013211i,0.00041391-0.00073916i,-0.00010074-9.2532e-05i,-0.00018079+6.7359e-05i,0.00018314-0.00048371i,0.00049629-0.00040199i,0.00067454+0.00031i,0.00049172+0.00020135i,-0.00041488-0.00035433i,-0.00040372+5.2058e-05i,9.17e-05+0.00047172i
0.0003287+0.0011156i,0.00016918+0.002261i,-0.00025937+0.0022181i,-0.00028657+0.0019458i,0.00070797+0.0019054i,0.0016491+0.00041658i,0.0021467-0.0010166i,0.0014313-0.0013974i,0.00017259-0.0016982i,-0.00086844-0.001628i,-0.001235-0.00080713i,-0.00064238-0.00030403i,0.00035414+5.7498e-05i,0.00061288-7.804e-06i,0.00052194-0.00027534i,0.00064189-0.00030019i,0.00063793-4.5145e-05i,0.00061134+0.00010895i,0.00097354+0.00027994i,0.0007905+0.00040165i,0.00051913+0.00047944i,0.00039206+0.00010772i,9.6366e-05-0.00014769i
-0.00056443-0.00096833i,-0.00062006-0.0019039i,-0.0012598-0.0008671i,-0.0011886+0.00059636i,-0.00038101+0.00036675i,0.00056044+9.7203e-05i,0.00010063+7.336e-05i,0.000397-0.00019416i,0.0012048+0.00012413i,0.00085118-0.00010568i,3.6092e-05-0.00066349i,-0.00045716-0.00050403i,-0.00041855-0.00034056i,-5.7468e-05+0.00045225i,0.00010148+0.00081486i,0.00042431+3.5688e-05i,0.00053922+0.00020385i,4.622e-05+0.0008404i,-0.00057032+0.00016158i,-0.00070906-0.00032872i,-0.00071485+5.9966e-05i,-0.00037581+0.00021906i,0.00027683+6.7371e-05i
0.00060084+0.00055871i,-5.4968e-05-0.00030914i,0.00032544-0.00056308i,0.002081-6.6123e-05i,0.0034783+0.00072854i,0.0022739+0.00030277i,0.00048073-0.00081284i,0.00012377-0.0007935i,0.0005619-0.00028639i,0.00074864-0.00084014i,0.00083602-0.0013887i,0.00050792-0.00097507i,-0.00036488-0.00080453i,-0.00092255+1.2589e-05i,-0.00041301+0.00086274i,0.00075671+0.00028797i,0.0008818-0.0003106i,0.00024453-0.00025343i,-0.00041745-0.00046242i,-0.0005027-0.00057791i,5.1106e-05-6.5256e-05i,0.00012222+0.00084299i,-0.0001296+0.00046187i
0.00049809+0.0010244i,0.00060334+0.0012728i,0.00025484+0.0026825i,0.00091348+0.0030193i,0.0017417+0.0014671i,0.0016076+0.00021277i,0.0011647-0.00058918i,0.0010096-0.0011496i,0.0002673-0.0007447i,-0.00046652-0.000119i,-0.00060111-0.0001486i,-0.00023297-0.00021626i,0.00064641-0.00043922i,0.00041953-7.967e-05i,0.00027709+0.00090211i,0.00077767+0.0015446i,0.00086077+0.00051734i,0.0010146-0.00066993i,0.00064311-0.00056259i,-0.00060043+5.201e-05i,-0.00049656+7.5004e-05i,-0.00051977-0.00096682i,-0.00067581-0.0016186i
0.0016586+0.00093204i,0.0007785-0.00086705i,0.00024464-0.0025938i,0.00076864-0.0017199i,0.0013232+0.0001738i,0.0011963+0.0013207i,0.0013256+0.00090951i,0.0018595+0.00058727i,0.0019408+0.00047906i,0.00068325-0.00015998i,0.00010729-0.00079325i,0.00021105-0.0004237i,0.00010592+0.00012827i,-0.00017487+0.00034357i,-0.00021583-0.00032742i,-0.00054314-0.00072354i,-0.000225-0.00025757i,0.00079657-0.00041201i,0.00069813-0.0004404i,-0.00029921-0.0010204i,-0.00024522-0.00055392i,0.00040543+0.00026631i,0.00015782-6.7158e-05i
-0.00029363+0.00082384i,0.000172+0.00095411i,0.0016366+0.0011515i,0.0022648+0.0012171i,0.0015672+0.0016919i,0.00057781+0.00097506i,-0.00015005+0.00051896i,0.00035316+0.00017964i,0.0011335-0.00026035i,0.00025117-0.00054012i,-0.00066894-0.00040568i,-0.00039725+9.4914e-05i,0.00015745-0.0001976i,0.00038605-8.7067e-05i,0.00074603+0.00067327i,0.00073721+0.0008832i,0.000892+0.00084027i,0.0012021+0.00034215i,0.0005069-9.111e-05i,-0.00017838+9.1284e-05i,-0.00013201+6.6031e-05i,-4.7173e-05-0.00043729i,-1.1568e-05-0.00045966i
0.00040384-0.00066644i,-0.00012144-0.00071463i,0.00051888-0.00072804i,0.0006533-0.00051341i,0.00096411-0.00039468i,0.0017433-0.00061744i,0.0010952-0.00043369i,9.4078e-05-0.00023742i,-0.00014389-0.00051139i,-0.00043557-0.0010794i,-0.00086334-0.0010878i,-0.00091429-0.0007074i,-0.00062865+0.00020013i,6.2212e-05+0.00088362i,0.0014255+0.0009906i,0.0013154+0.0007753i,0.00064447+0.00040151i,0.00056179+0.00015597i,0.0010559+9.6367e-05i,0.0011218-0.00013068i,0.00056169-0.00059516i,0.00029267-0.00038755i,-0.00036359-0.00020909i
0.00074681+0.0016498i,0.0010074+7.632e-05i,0.00079164-6.849e-05i,0.00084649+0.00077156i,0.0011424+0.00056327i,0.0014114-0.00027216i,0.00096099-0.00057426i,0.00039067-0.00061258i,0.00027497-0.0012076i,0.00019848-0.0014516i,-0.00040915-0.0010817i,-0.00078057-0.00014858i,-0.00063542+0.00030738i,-0.00024929+8.2949e-05i,0.00047712+0.00025164i,0.00069986+0.00073302i,0.00046627+0.00095196i,0.00011216+1.8645e-05i,-0.00031211-0.00081109i,-0.00059294-0.0003821i,-3.7964e-05-0.00021834i,0.00044281-0.00035798i,0.00012911-5.5011e-06i
0.00083829+0.0017619i,0.00061594+0.001721i,0.00036903+0.0012264i,0.0001901+0.00052329i,0.00023256+0.00023277i,5.263e-05+0.00060094i,0.00013982+0.00030503i,0.00055699-0.00036241i,0.00035381-0.0015057i,-0.00029133-0.0016159i,-0.00072918-0.00059263i,-0.0011445-0.0004241i,-0.00060606-7.7515e-05i,7.7326e-05+7.1606e-05i,2.1885e-05+0.00023747i,5.8892e-05+0.00070247i,-0.00019323+0.00070681i,0.00024253+0.00067146i,0.00049866+0.00019631i,8.7514e-05+0.00021438i,-0.00040787+0.00058373i,-0.00064323-0.00028115i,-0.00012464-0.0010019i
-0.00010278-0.0012174i,-0.00093666-0.0017073i,-0.00045382-0.0024086i,-0.0002625-0.0010694i,-0.00022265-8.9064e-05i,0.00018837+4.0165e-05i,0.00081596-0.00016187i,0.001196-0.0012589i,0.00097509-0.0017978i,0.00068962-0.0015255i,0.0005946-0.00086625i,-0.00032214-0.00032632i,-0.00095551-1.5169e-05i,-0.00058999-0.00027046i,-8.9577e-05-0.00040875i,0.00031302-0.00023968i,0.00040514-0.00050759i,-0.00019724-0.0006458i,-0.0010478-0.00063334i,-0.0012397-0.00058644i,-0.00096091+0.00032661i,-0.00061124+0.00043862i,-0.00037248+6.504e-06i
0.0014405-0.00026735i,0.0018863-0.00086012i,0.0015532-0.00020262i,0.00089147-0.00060691i,0.00061614-2.1438e-06i,8.2801e-05+0.00093588i,0.00084449-0.00040245i,0.0016758-0.0006959i,0.00061574-0.00055992i,0.00030792-0.00098915i,0.00085825-0.00018161i,0.00081528+0.00082397i,0.00043502+0.00068146i,0.00090426+0.00040135i,0.00035789+0.0001458i,-0.00055485+8.6162e-05i,3.4288e-05-0.00012975i,0.00090943+4.9148e-05i,0.00069495+3.056e-06i,0.00037844+0.00047329i,0.00033493+0.00084609i,0.00076552-6.6895e-05i,0.00072146-0.00049305i
-0.00010992+0.0015522i,-6.8851e-05+0.0010719i,-0.00071013+0.0011574i,-0.0010365+0.00065i,-7.0558e-05+0.00077493i,0.00092955+0.001398i,0.0016167+0.0012561i,0.0012163+0.00041427i,0.00036966-0.00070881i,7.5865e-05-0.0010467i,-0.00027394-0.00015273i,-9.7335e-05-2.081e-05i,-0.00037044-0.00015142i,-0.00093044+0.00011731i,-0.00069297-0.00017817i,-0.00055037-0.00053847i,-0.00010022-0.00036199i,0.00043736-0.00015565i,-1.2677e-05+0.00032964i,-0.00089804+0.00050911i,-0.0007866+0.00048017i,-0.00011533+0.00058865i,0.00013125+0.00065207i
-0.0003714-0.00091451i,-4.1247e-05-0.0013339i,-0.00048418-6.5365e-05i,-0.00075476+0.00041503i,0.00022556+0.00074279i,0.00083502+0.00048097i,0.00052094-0.0003035i,0.00070518-0.00080068i,0.00056649-0.00067526i,0.00010471-0.00042034i,-0.00052286-3.3023e-05i,-0.000361+0.00016147i,4.485e-05-4.4238e-05i,0.00022543+0.00045559i,0.00018927+0.0011108i,0.00016924+0.00028159i,-0.00048019-0.00042082i,-0.00082059+7.2385e-05i,-0.00018578-6.7212e-05i,6.2519e-05-0.00049559i,-0.00015856-0.0010785i,0.00018366-0.00067679i,0.00056251+4.2045e-05i
-0.00028679-0.00078915i,-7.4199e-05-0.00019165i,-9.2783e-05+0.00030934i,-0.00021464+0.00090234i,0.00057624+0.0015089i,0.0018659+0.0010374i,0.001717-0.00019745i,0.00029336-0.00086659i,-0.0009756-0.00061662i,-0.00082389+0.00034866i,-0.0011397+0.00047217i,-0.0010814-3.0965e-07i,0.00018742-0.00053522i,0.00039464-0.00022909i,0.00029194-3.7683e-05i,0.00045041+0.00011302i,0.00066434+0.00067235i,0.00073686+0.00013232i,-7.7781e-05-0.00033081i,-0.00017721-0.00031985i,0.00072097-0.00055847i,0.00037031+4.4502e-06i,-0.00057375+0.0001021i
0.001811+0.00016895i,0.001055+0.00012336i,0.00032026-0.00072171i,3.8214e-05+0.00018829i,0.00025197+0.00079013i,0.0013392+0.0001861i,0.0013627-0.0004097i,0.00053143-0.00087568i,0.00018879-0.00085973i,-0.00054071-0.00053294i,-0.0015234-0.00055486i,-0.0014255-0.00088936i,-0.00093129-0.00024259i,-0.00098907+0.00013561i,-0.00046995-0.00011298i,0.00054092-0.00063583i,0.00087753-0.00054453i,0.0011613+3.1539e-05i,0.00077718+0.00023467i,0.00042907-2.8921e-05i,0.00047674-0.00035596i,5.2635e-05-0.00071038i,-2.4724e-05-0.00057217i
-0.0011302-0.00078004i,-0.00037701+0.00081253i,-0.001863+0.0011029i,-0.0023584+0.00028118i,-0.00064142+0.00098143i,0.00061396+0.0015574i,0.0010049+0.00058286i,0.0007424-0.00019378i,-3.3457e-05-0.00087166i,-0.00074083-0.00082639i,-0.00095491-0.00041665i,-0.00044757-0.00077735i,0.00053984-0.00058756i,0.00095449-1.7958e-05i,0.00077223-4.6045e-05i,-0.00033071+0.00021873i,-0.0012297+0.00032654i,-0.0011708-0.00028802i,-0.00064969-0.00031428i,-0.00032412+0.00074226i,-0.0002354+0.00080113i,-0.00041559-7.4672e-05i,-0.00029983-0.00024668i
0.00093638-0.0012196i,0.0013537-0.00031652i,0.00079975-0.0005633i,0.00036163-7.9585e-05i,0.00047454+0.0016189i,0.0007223+0.0011868i,0.00044821+7.451e-05i,-5.7486e-05+3.7105e-05i,0.00033952-0.00048921i,0.00070492-0.0010084i,0.00047283-0.0011732i,-9.3161e-05-0.0009185i,-6.8238e-05-0.00036149i,0.00016763-1.7977e-05i,1.4986e-06-8.8464e-05i,0.00039024+0.00046101i,0.0008089+0.00042907i,0.00033372-0.00017759i,-0.00023511-0.0006436i,-0.00070129-0.00091903i,-0.00085111-0.0005135i,-0.00037128-0.00039334i,-7.5044e-05-0.00077298i
0.00099763+0.00037777i,0.00022035-0.00071858i,-0.00031206+5.9845e-05i,-0.00045459+0.001476i,-0.0004968+0.0011359i,0.00048884+0.00084344i,0.0015487+0.00053369i,0.0012889+0.00053128i,0.00051212-8.1386e-05i,-6.1379e-06-0.00074921i,0.00050678-0.000673i,0.0011214-0.00088186i,0.00086339-0.0011341i,0.00053161-0.00073037i,-2.1292e-05-0.0010097i,-0.0001185-0.0011896i,0.00014487-0.00056857i,0.00026741-0.00038086i,0.00028937-0.0001313i,0.00016317+0.00055211i,-0.00018776+0.00016586i,-5.4914e-05-0.00045085i,0.00020917-0.00083949i
0.0020518+0.0023337i,0.0015396+0.00090643i,0.0014136-0.00049046i,0.00078235-0.00070069i,4.7984e-05-0.00024301i,1.1327e-05+0.00037052i,0.00053627+0.00063596i,0.00048775+0.00026077i,0.00031104-0.00037261i,0.00030982-0.0013957i,0.0002478-0.0007612i,-0.00020879+0.00073062i,-0.0005843+0.0011817i,-0.00038242+0.00083947i,0.00050256+0.0010537i,0.00099282+0.001398i,0.0002964+0.0003571i,-0.00028611-0.00013978i,-0.00021861+0.00079469i,0.00040432+0.0009987i,0.00068048+0.00063101i,0.00050178+0.00019746i,0.0010287-0.00040444i
0.00075152+0.00014182i,0.00022495+1.6692e-05i,0.00060421-0.00094101i,0.00064459-0.0012576i,0.00063664-0.00074822i,0.0004584-0.0002055i,0.00097513-0.00022791i,0.00072248-0.00075335i,-7.9734e-05-0.00086942i,-0.00047559-0.00079652i,-0.0011731-0.00027684i,-0.0017691+0.00060885i,-0.0011582+0.00037503i,5.7439e-05-4.4655e-05i,0.00022594-2.3132e-05i,0.00016826-0.00036992i,-0.0001167-0.00077668i,-0.00034029-0.00072807i,-0.00027965-3.2004e-05i,-0.00062695+8.4988e-05i,-0.00064547-0.00035579i,-7.8575e-05-0.00027013i,0.00010002-3.0707e-05i
9.0867e-05-0.0012576i,0.00029447-0.00030269i,0.0011054+0.00034898i,0.00052194+0.00019145i,0.00067769-0.00029933i,0.0010002-0.00058596i,0.00073665-0.0006206i,0.0004143-0.00075479i,0.00064166-0.00046601i,5.9192e-05-0.0002157i,-0.00085321-0.00048732i,-0.00067434-0.00018009i,-0.00041042-0.00032692i,0.00027539-0.00085514i,0.0009583-0.00080666i,0.00091012-0.00023935i,0.00028789+6.218e-05i,5.3174e-05-0.00017704i,-0.00014734-0.00079544i,9.8885e-05-0.00065129i,0.00041422-0.00067171i,-0.00030766-0.00051338i,-0.0010752+0.00028649i
0.0017662-0.0014264i,0.0014051-0.0013528i,-0.00033104-0.0012159i,-0.0014373-0.00060667i,-0.00047039+0.00013422i,0.00028359+0.00059457i,0.0013911+0.0002337i,0.0013735-0.00017558i,0.00022694-0.00071072i,-0.00024366-0.0012065i,-0.000386-0.0010264i,-3.1212e-05-0.0006104i,0.00010435-0.00018276i,-0.00044959-0.00057056i,-1.3253e-05-0.0010032i,0.00065794-0.00070017i,0.00056942-0.00049096i,-8.661e-05+0.00016881i,-3.7397e-05+0.0010783i,0.00039671+0.0014136i,3.9692e-05+0.00079469i,0.00016462+0.00016611i,0.000739-0.00059504i
-0.00067137-0.00020698i,0.00019315-0.00027743i,0.00058828-0.00025376i,0.00051145+0.00034718i,0.0002622+0.0012169i,0.00025343+0.0004906i,0.00071361-0.0010051i,0.0010299-0.0015839i,0.00051437-0.0014302i,-3.4353e-05-0.0017175i,0.00018054-0.0013128i,0.00051815-3.7169e-05i,0.0012392+0.0002953i,0.0013439-7.7294e-05i,0.00090306-0.00052327i,0.00091019+0.00022788i,0.00061473+0.00028934i,-0.00010979-0.00011776i,-0.00049826-0.00025553i,-0.00029717-0.00034103i,0.0002932-0.00023994i,0.00094303+0.0004575i,0.001616+0.0010115i
0.0004283-0.0024547i,0.00099855-0.0022547i,9.5857e-05-0.0015083i,-0.00092463-0.00089179i,-0.0014338-0.00033355i,-0.0010339+0.0010185i,0.00060739+0.0010171i,0.0020146-0.00020353i,0.0017579-0.0013099i,0.00074035-0.0018159i,8.1803e-05-0.0010347i,0.00011782-5.7149e-05i,-0.00020127+0.00028484i,-5.2732e-05+0.00044917i,0.000113+0.00046919i,-0.0001776+0.00031723i,0.00025759+5.714e-05i,0.000687+0.0002569i,0.00065048+0.00017257i,0.00091011-0.00043692i,0.00046604-0.00034383i,-0.00019165-6.4823e-05i,-0.00019609-9.0061e-05i
0.0013493-0.0001511i,0.0017952-0.00096783i,0.00054311-0.00070283i,9.8782e-06-7.5979e-05i,0.00047666+0.00013591i,6.8341e-05+0.00049072i,0.00062744+0.00099329i,0.001513+0.00024286i,0.00098874-0.0008718i,0.00030202-0.0005302i,0.00036339+0.00030198i,0.00059907-1.144e-05i,0.00040485-0.0004673i,8.7681e-05-0.00063283i,-0.00045931-0.00010498i,-0.00056171+0.0011093i,-0.00020731+0.0013118i,-0.00024511+0.0010502i,-0.0005242+0.00036884i,-0.00038269-0.0003774i,-4.3733e-05-0.0004448i,-0.00041753-0.00055502i,-0.00098021-0.00037677i
