0.0012513-0.00068483i,0.0011182-0.00085248i,-0.00032455-0.0018026i,-0.001578-0.0024991i,-0.0018231-0.0020389i,-0.0011991+0.00038858i,0.00077688+0.0017297i,0.0016495+0.0013044i,0.0020466-0.00034688i,0.0020278-0.0015095i,0.0014064-0.0011081i,0.00025123-0.0006145i,-0.00067808-3.7086e-05i,-0.001064+0.0012027i,-0.0012026+0.00094411i,-0.00060971-1.488e-05i,-0.00029803-0.00036322i,2.9853e-05-0.00014327i,-0.00042709+0.00073087i,-0.0003981+0.00058773i,0.00012122+0.00036946i,0.0001545+0.00012918i,0.00012344+0.00017804i
0.039954-0.010224i,0.085676+0.0028649i,0.1273+0.033427i,0.1321+0.056242i,0.10753+0.052419i,0.075076+0.034307i,0.0473+0.01072i,0.027352-0.011292i,0.012084-0.023576i,0.0026862-0.028497i,-0.0052586-0.030802i,-0.012169-0.027861i,-0.012878-0.016965i,-0.0068699-0.0043132i,0.001946+0.00068358i,0.0080451-0.001625i,0.0096439-0.0022932i,0.0069047-5.6164e-05i,0.0016102+0.00028346i,-0.003509-0.0020012i,-0.0051246-0.0032045i,-0.0019596-0.0017448i,0.0017099-0.00053001i
-0.0045625+0.04885i,-0.012458+0.10312i,-0.018454+0.13755i,-0.0097002+0.11727i,-0.00011438+0.067038i,-0.004301+0.033464i,-0.010204+0.019698i,-0.010129+0.010996i,-0.0028553+0.0026756i,0.0071731-0.0034641i,0.013691-0.0065245i,0.014664-0.0072705i,0.011733-0.011339i,0.0051167-0.016164i,-0.00091894-0.015269i,-0.0030296-0.01184i,-0.0050132-0.0065579i,-0.0043377+0.00061589i,0.0012517+0.0047944i,0.0058857+0.0049347i,0.0069184+0.0034108i,0.0048483+0.0023572i,0.0027282+0.0015904i
-0.045299-0.0083968i,-0.10249-0.024155i,-0.14529-0.049538i,-0.13938-0.065191i,-0.097005-0.064914i,-0.05972-0.055567i,-0.042846-0.034461i,-0.029925-0.0084719i,-0.017579+0.013758i,-0.0096544+0.022758i,-0.0072493+0.024523i,-0.0052379+0.027283i,-0.0012236+0.024725i,-0.00011203+0.014527i,-0.0045244+0.0045988i,-0.0092326+5.0887e-05i,-0.0087045-0.0020397i,-0.0039136-0.0020392i,0.0026856+0.0014944i,0.007488+0.005342i,0.0067816+0.0058202i,0.0024943+0.0032777i,-0.00022411+0.0010524i
0.024131-0.055899i,0.040028-0.12281i,0.028265-0.17159i,-0.01647-0.1522i,-0.047667-0.084641i,-0.028289-0.028242i,0.00039205-0.0073316i,0.0047335-0.00049107i,1.8966e-05+0.0032663i,-0.0052195+0.0013397i,-0.010928-0.0026719i,-0.015319-0.0046939i,-0.014906+0.00056802i,-0.0090842+0.010344i,-0.0027615+0.015146i,0.00012345+0.013555i,0.0036695+0.010131i,0.007231+0.0059689i,0.0047225+0.0015417i,-0.0015564-0.00074479i,-0.0053574-0.00023217i,-0.0043333+0.0023267i,-0.0020351+0.0030565i
0.045946+0.016877i,0.10494+0.03943i,0.14464+0.056047i,0.12386+0.058898i,0.067828+0.059323i,0.021514+0.057938i,0.0050531+0.048609i,0.010679+0.026506i,0.01538+0.0015542i,0.012206-0.010255i,0.012059-0.011454i,0.014962-0.014874i,0.012765-0.017766i,0.0088631-0.012944i,0.0076555-0.0050208i,0.0069863+3.0653e-05i,0.0032014+0.0012595i,-0.002777-0.0001969i,-0.0062801-0.0033124i,-0.0074224-0.00643i,-0.0075184-0.0067794i,-0.0058982-0.0043877i,-0.0039862-0.0017467i
-0.035062+0.044301i,-0.055437+0.10702i,-0.03147+0.16869i,0.036207+0.17091i,0.07079+0.10874i,0.047376+0.040219i,0.015072+0.0071178i,0.0032603+0.00055995i,0.0021946-0.002266i,-0.0018149+0.0015394i,-0.0020643+0.011576i,0.0038152+0.018172i,0.0094745+0.012774i,0.010149-0.001703i,0.0059557-0.010924i,0.0028506-0.01264i,0.00062634-0.014384i,-0.0024525-0.015176i,-0.0039775-0.010309i,-0.0019114-0.0029285i,0.0027785-0.0012408i,0.0040698-0.004147i,0.0020387-0.0039982i
-0.04403-0.013387i,-0.093583-0.024527i,-0.1266-0.025824i,-0.09023-0.020229i,-0.0075176-0.026845i,0.035971-0.035964i,0.031513-0.031161i,0.014674-0.022182i,-0.0023886-0.0099281i,-0.0098472-0.00045971i,-0.011455+0.00043431i,-0.015165+0.002452i,-0.015841+0.0071831i,-0.01233+0.0066758i,-0.0094224+0.00032052i,-0.0059335-0.0028383i,-0.00067434-6.0107e-05i,0.0042395+0.0037916i,0.0057292+0.0070204i,0.0057837+0.0085764i,0.0074166+0.0076842i,0.0079213+0.0048994i,0.0064058+0.0024109i
0.034269-0.029225i,0.050243-0.083872i,0.028615-0.1534i,-0.034918-0.17512i,-0.07931-0.11589i,-0.056458-0.039336i,-0.015622-0.0051054i,-0.0017136+0.0021711i,0.00064566+0.0065519i,0.0097743+0.0058418i,0.016035-0.0055428i,0.013713-0.01546i,0.0075579-0.015106i,-0.00041224-0.0061638i,-0.0039199+0.0040046i,-0.0053696+0.0083487i,-0.0085737+0.01302i,-0.0082878+0.017098i,-0.0040338+0.013008i,-0.00079974+0.0062668i,-0.0021589+0.00407i,-0.0042961+0.0067006i,-0.0031752+0.0068122i
0.042789+0.011619i,0.10264+0.015814i,0.13238+0.0068162i,0.073123-0.0067287i,-0.017336-0.0093509i,-0.053294+0.00013319i,-0.04356+0.0037177i,-0.026312+0.0036752i,-0.0092731+0.0077848i,0.0025333+0.0086765i,0.0072743+0.0075104i,0.010645+0.0037979i,0.012545-0.0029328i,0.012365-0.006293i,0.0091648-0.0046179i,0.0046023-0.0032418i,0.0013034-0.0064945i,-0.00069508-0.0087822i,-0.00041591-0.0071045i,-0.0011541-0.0058818i,-0.0053605-0.0056648i,-0.0084187-0.0048248i,-0.0065936-0.0040878i
-0.021828+0.015306i,-0.030173+0.062498i,-0.0044603+0.1283i,0.045898+0.15599i,0.072824+0.12059i,0.060947+0.053555i,0.032303+0.0077202i,0.010307-0.0016233i,0.0038328-0.0023316i,-0.0035963-0.0060152i,-0.015522-0.0039734i,-0.020972+0.0013821i,-0.017938+0.0024842i,-0.0090652-0.0009857i,-0.0010453-0.0048724i,0.0045-0.0053455i,0.01201-0.0054424i,0.016765-0.0075938i,0.011249-0.0081325i,0.0021756-0.0052153i,0.00045576-0.0036831i,0.0039694-0.005402i,0.0044012-0.004444i
-0.038428-0.011305i,-0.10185-0.026452i,-0.12885-0.019887i,-0.05542+0.010343i,0.043101+0.019434i,0.060244+0.0097516i,0.035508+0.013389i,0.028201+0.010493i,0.020321-0.005276i,0.0067515-0.011263i,0.0012797-0.0082696i,-0.00079642-0.003935i,-0.0069368+0.0023004i,-0.012814+0.0061563i,-0.013924+0.0057835i,-0.010979+0.0046995i,-0.0081835+0.0068832i,-0.0068575+0.0091255i,-0.005442+0.0065853i,-0.0035366+0.0026861i,0.00017665+0.0025067i,0.0030503+0.0044594i,0.0014905+0.0053459i
0.0078701-0.0096589i,0.0070582-0.055615i,-0.015136-0.12659i,-0.047206-0.16488i,-0.057973-0.13992i,-0.050193-0.089666i,-0.037631-0.045349i,-0.018854-0.015345i,-0.0028057-0.004921i,0.0043614-7.9895e-06i,0.0095761+0.0051757i,0.012157+0.0073313i,0.011344+0.0087072i,0.0064019+0.0095554i,1.0392e-05+0.0078826i,-0.0033125+0.0021495i,-0.0090984-0.0045627i,-0.015677-0.0067778i,-0.013556-0.0035987i,-0.0049786+0.00025321i,-0.0015375+0.0025141i,-0.0039438+0.0042607i,-0.0034791+0.0032764i
0.056897+0.02325i,0.1146+0.054816i,0.12169+0.061032i,0.030083+0.023092i,-0.062944-0.011277i,-0.063137-0.010061i,-0.024586-0.012913i,-0.016048-0.020203i,-0.019549-0.0088363i,-0.014658-0.00087623i,-0.011253-0.0032148i,-0.0092089-0.0045409i,-0.0023296-0.0028835i,0.0073316-0.00034504i,0.012338+0.00070981i,0.013194-0.00031812i,0.014745-0.0034306i,0.015021-0.0035266i,0.012259-0.00020538i,0.0084544+0.0010281i,0.0040705+0.00011263i,-1.9843e-05-0.0019359i,-3.2617e-05-0.0031543i
8.7116e-05+0.011507i,0.010291+0.062028i,0.023843+0.14029i,0.024141+0.18842i,0.00089516+0.18165i,-0.0074569+0.14443i,0.006199+0.091747i,0.0041202+0.043582i,-0.0064865+0.017453i,-0.0071223+0.0047851i,-0.0045505-0.0033944i,-0.0023896-0.008264i,-0.00040526-0.012074i,0.0025772-0.012872i,0.0055398-0.010104i,0.0036581-0.0040938i,0.0015652+0.0061825i,0.0038946+0.01332i,0.0045864+0.011036i,0.001478+0.0051797i,-0.0008387+0.0019939i,0.00033758+0.0017608i,0.00064077+0.0025362i
-0.046843-0.049499i,-0.07451-0.099424i,-0.044577-0.11039i,0.0503-0.053511i,0.10576-0.0038983i,0.060174+0.00097518i,0.0010714+0.011352i,-0.0037534+0.02301i,0.0067727+0.017442i,0.0048787+0.015078i,0.0045063+0.019588i,0.0074469+0.018609i,0.0063315+0.011657i,0.00025098+0.0025068i,-0.0064954-0.0051417i,-0.011633-0.0077162i,-0.015509-0.0076969i,-0.016844-0.0084034i,-0.013525-0.0082517i,-0.010752-0.0059443i,-0.0096987-0.0033308i,-0.0077495-5.6441e-05i,-0.0064807+0.0019696i
-0.015201-0.020193i,-0.02299-0.077544i,-0.0090896-0.16826i,0.029385-0.22629i,0.072445-0.20715i,0.083254-0.15859i,0.050637-0.10962i,0.020854-0.053771i,0.014216-0.014985i,0.0099814+0.0015176i,0.0036975+0.0075559i,-0.0015644+0.0077031i,-0.0049394+0.0085959i,-0.0042388+0.0088728i,-0.003785+0.0055125i,-0.0020807+0.0023928i,0.0039036-0.003572i,0.005657-0.010468i,0.0014108-0.0096458i,-0.00032234-0.0047077i,0.0012677-0.0027255i,0.0020863-0.0033176i,0.0030486-0.0036497i
0.018079+0.064939i,0.010423+0.11929i,-0.061116+0.11483i,-0.14977+0.043403i,-0.14667-0.00082815i,-0.056422+0.017827i,0.017378+0.021528i,0.024865-0.00028358i,0.0085696-0.0064157i,0.0069503-0.0070283i,0.0087709-0.015395i,0.0051471-0.021471i,0.00099617-0.016759i,0.00053273-0.0057932i,0.0037762+0.0041848i,0.0075896+0.011409i,0.0096666+0.01572i,0.010165+0.016467i,0.010531+0.013399i,0.011264+0.0085582i,0.011214+0.0036391i,0.0097471+0.0017599i,0.0076356+0.0014413i
0.020675+0.023895i,0.010423+0.092401i,-0.03961+0.19113i,-0.11445+0.25165i,-0.15836+0.23123i,-0.13824+0.16021i,-0.083455+0.099023i,-0.036693+0.055418i,-0.011403+0.018748i,-0.0031587-0.00306i,-0.0014454-0.0073601i,0.00076855-0.00065253i,0.0057117+0.0026187i,0.0073418-0.0017867i,0.0058723-0.0028644i,0.0031274-0.0022735i,-0.0035443-0.0024399i,-0.0072043+0.00019756i,-0.0029205+0.0026216i,0.001501+0.002237i,0.0012017+0.00143i,-0.0028187+0.0019618i,-0.0066461+0.0021349i
0.027693-0.075151i,0.08156-0.11896i,0.17275-0.06258i,0.24504+0.050494i,0.21771+0.059077i,0.10743-0.017461i,0.013839-0.047784i,-0.010278-0.027364i,-0.0030953-0.012003i,-0.0046162-0.0081202i,-0.013183-0.0021889i,-0.015186+0.007152i,-0.0077118+0.0099204i,-0.00068818+0.0023003i,0.00041989-0.0081177i,-0.00040247-0.0137i,0.0011971-0.01658i,0.0025475-0.019688i,-0.0011034-0.017445i,-0.0081521-0.010124i,-0.012201-0.0047183i,-0.011409-0.0016815i,-0.0083181+0.00064349i
-0.019872-0.02274i,0.023178-0.076217i,0.13306-0.17385i,0.23624-0.25368i,0.24316-0.23406i,0.17024-0.15106i,0.10145-0.089306i,0.052602-0.056024i,0.016475-0.025591i,0.0023176-0.0038624i,0.0018824+0.00033455i,0.0035887-0.004503i,-0.0012633-0.0086215i,-0.0096685-0.0060567i,-0.011333-0.0023854i,-0.0079719-0.00024469i,-0.003884+0.0036591i,-0.0021381+0.0053666i,-0.0053105+0.0042003i,-0.0066229+0.0030001i,-0.003383+0.0012875i,0.0019949+0.00030119i,0.0060624+0.0024585i
-0.07412+0.057923i,-0.16448+0.054611i,-0.24471-0.05701i,-0.27371-0.19611i,-0.25208-0.18411i,-0.17082-0.045605i,-0.073894+0.036177i,-0.02722+0.027673i,-0.021958+0.016435i,-0.014588+0.02328i,-0.00092294+0.023944i,0.0078298+0.011832i,0.0066643+0.0010517i,0.00033236+0.0026054i,-0.0021454+0.010003i,-0.002308+0.012241i,-0.0066619+0.010088i,-0.011545+0.011311i,-0.0081231+0.013107i,0.00081198+0.010431i,0.0071217+0.0064656i,0.0084881+0.0029851i,0.0081819-0.00021287i
0.011283+0.03009i,-0.032145+0.061732i,-0.18558+0.105i,-0.34286+0.16549i,-0.32057+0.18812i,-0.18155+0.12896i,-0.09807+0.062772i,-0.061598+0.051057i,-0.021789+0.041002i,-0.0071397+0.017446i,-0.0098556+0.010387i,-0.0099748+0.011142i,-0.00569+0.01356i,0.0046008+0.013784i,0.011322+0.0075155i,0.011002+0.00098735i,0.010257-0.0038159i,0.010063-0.0056522i,0.0084303-0.0054237i,0.0058874-0.0052614i,0.002758-0.0047066i,-0.0007006-0.0047506i,-0.0029786-0.0065741i
0.11628-0.046295i,0.19648+0.0031322i,0.22856+0.18101i,0.22162+0.3604i,0.22409+0.34454i,0.199+0.16306i,0.11765+0.026718i,0.055042+1.5601e-05i,0.041993-0.002315i,0.035262-0.016387i,0.02038-0.022661i,0.0069814-0.016893i,0.001731-0.0090998i,0.0059687-0.0078434i,0.0094615-0.012868i,0.0064874-0.01264i,0.0054769-0.0050247i,0.011673-0.0023421i,0.01315-0.0059893i,0.0052983-0.0079243i,-0.0027824-0.0039994i,-0.0074366+0.0039442i,-0.0090308+0.008779i
0.013203-0.015115i,0.070745-0.021781i,0.21392-0.00056179i,0.36727-0.01147i,0.34419-0.081411i,0.16873-0.093517i,0.066618-0.04643i,0.056764-0.039066i,0.034924-0.047508i,0.019093-0.029709i,0.021351-0.018822i,0.01594-0.014015i,0.0093297-0.010223i,-0.00073019-0.013704i,-0.012331-0.012741i,-0.01508-0.0082041i,-0.014027-0.0051103i,-0.013743-0.0025534i,-0.010724+0.0027929i,-0.0057194+0.0077306i,-0.0027428+0.0087558i,-0.0024876+0.0093863i,-0.0026356+0.012047i
-0.1704+0.0041436i,-0.24562-0.053514i,-0.18226-0.23381i,-0.084007-0.43216i,-0.10846-0.44085i,-0.15887-0.25889i,-0.11894-0.087556i,-0.064505-0.033433i,-0.052489-0.019157i,-0.044926+0.00090066i,-0.031505+0.010087i,-0.020802+0.010199i,-0.012637+0.0080616i,-0.010436+0.0075016i,-0.012044+0.010583i,-0.0076971+0.010393i,-0.0025155+0.0023028i,-0.0048109-0.0038595i,-0.0076086-0.00077414i,-0.0062256+0.004611i,-0.0010367+0.0035686i,0.0065269-0.0035272i,0.012864-0.0096658i
-0.0061306+0.00039691i,-0.032747-0.045798i,-0.13106-0.12966i,-0.27681-0.15032i,-0.30355-0.03441i,-0.15607+0.080364i,-0.041348+0.076994i,-0.042+0.057537i,-0.042562+0.062577i,-0.026812+0.0433i,-0.023416+0.021023i,-0.016222+0.012581i,-0.0065016+0.010289i,0.0032236+0.014397i,0.013115+0.015579i,0.014203+0.010815i,0.0095941+0.0073722i,0.0067584+0.0053882i,0.0039718-0.0016333i,-2.3174e-06-0.0098137i,-0.0013085-0.0112i,0.0020916-0.010212i,0.0050721-0.010543i
0.19225+0.067645i,0.27716+0.15486i,0.1699+0.26728i,-0.0044429+0.37821i,0.0051405+0.40483i,0.099404+0.2687i,0.10053+0.10842i,0.065721+0.054718i,0.060655+0.037908i,0.049698+0.013075i,0.032448+0.007308i,0.023828+0.0081457i,0.017533+0.0011444i,0.013779-0.0070989i,0.011579-0.012796i,0.0051691-0.013026i,-0.002117-0.0070202i,-0.0044614-0.0026648i,-0.0041886-0.0030027i,-0.0024774-0.0031439i,-0.0026805-0.00037685i,-0.0088927+0.0048295i,-0.017137+0.0071906i
0.007678+0.0057351i,-0.022279+0.033896i,-0.014081+0.13099i,0.09857+0.20532i,0.19889+0.10396i,0.15235-0.066202i,0.062323-0.10975i,0.053211-0.080771i,0.059152-0.07127i,0.037423-0.053104i,0.019211-0.028297i,0.0083874-0.01572i,0.0040592-0.011162i,-0.00052828-0.015558i,-0.0075703-0.01899i,-0.0079779-0.014334i,-0.0031402-0.0088696i,-0.0010754-0.0048572i,-0.0024408+0.0028883i,-0.00048439+0.010436i,0.0019213+0.010937i,-0.0020464+0.0086841i,-0.0078605+0.0091659i
-0.17665-0.12496i,-0.23609-0.21961i,-0.13364-0.25155i,0.025119-0.24936i,0.04036-0.25871i,-0.050521-0.19475i,-0.085406-0.094824i,-0.07461-0.064051i,-0.074762-0.05343i,-0.059288-0.029468i,-0.033034-0.021771i,-0.018279-0.02172i,-0.014543-0.014405i,-0.015672-5.4574e-05i,-0.013789+0.010474i,-0.0061687+0.012425i,0.0022175+0.011093i,0.0057183+0.01097i,0.0080596+0.011238i,0.0096074+0.0070107i,0.008282+0.0012354i,0.011812-0.00095663i,0.018891+0.00033369i
0.0044491+0.0080239i,0.051588+0.043507i,0.11946+0.012869i,0.076952-0.079612i,-0.081774-0.054876i,-0.14774+0.08053i,-0.094496+0.12998i,-0.077163+0.094324i,-0.079279+0.074849i,-0.04889+0.060044i,-0.020367+0.039226i,-0.0072073+0.026361i,-0.0038892+0.018551i,-0.0019213+0.017327i,0.0035884+0.01687i,0.0036674+0.0097501i,-0.0022674+0.0038994i,-0.0034125+0.0025354i,0.0003057-0.0012512i,0.0003806-0.0054746i,-0.003209-0.0059155i,-0.0045934-0.0039956i,-0.00012525-0.00085954i
0.11356+0.17764i,0.15566+0.26162i,0.11463+0.2162i,0.037704+0.11414i,0.031281+0.077781i,0.077014+0.058398i,0.090718+0.042343i,0.091602+0.070023i,0.098317+0.07949i,0.074319+0.053341i,0.036808+0.034819i,0.010762+0.024063i,-0.0025395+0.015966i,-0.00032892+0.0056101i,0.0019078-0.0094316i,-0.0017577-0.0148i,-0.0022832-0.012081i,-0.0015786-0.013139i,-0.0059149-0.014931i,-0.013569-0.0092473i,-0.015583-0.0026371i,-0.015983-0.0040826i,-0.019804-0.0089405i
0.052141-0.060274i,0.057967-0.19016i,-0.018131-0.27076i,-0.071636-0.19327i,0.023497-0.095604i,0.12884-0.1069i,0.11843-0.12438i,0.098009-0.087702i,0.097996-0.064215i,0.068839-0.057079i,0.033249-0.044175i,0.01222-0.030171i,0.0028339-0.015614i,-0.0019061-0.0091706i,-0.0052262-0.0093188i,-0.0031002-0.007309i,0.0028758-0.0043925i,0.0040521-0.0037534i,-0.0010538-0.00075322i,-0.0012126+0.0025981i,0.0041587+0.0023813i,0.0079213+0.0020053i,0.008366+0.00044712i
0.010029-0.13506i,-0.0057967-0.19151i,-0.055194-0.13836i,-0.11958-0.028658i,-0.16145+0.022151i,-0.17171+0.020067i,-0.15109-0.014393i,-0.12497-0.084037i,-0.11264-0.11454i,-0.082462-0.082725i,-0.039804-0.043927i,-0.008263-0.015913i,0.010364+0.0010963i,0.011657+0.01044i,0.0046716+0.018341i,0.0030429+0.016172i,0.0010188+0.0061123i,-0.0023145+0.004243i,0.0029418+0.0091879i,0.011788+0.0097615i,0.01476+0.0071135i,0.013511+0.0091938i,0.009689+0.014875i
-0.1736+0.06967i,-0.30397+0.25355i,-0.2789+0.43981i,-0.11319+0.43141i,-0.054423+0.26795i,-0.10589+0.1633i,-0.10935+0.13723i,-0.097406+0.10114i,-0.09801+0.068108i,-0.075607+0.052867i,-0.044362+0.039868i,-0.020574+0.02788i,-0.0022115+0.013655i,0.0090158+0.0034389i,0.011276+0.00059273i,0.0039509-0.0011399i,-0.0051768-0.00094903i,-0.0055515+0.0014669i,-0.0012236+0.0015309i,-0.00071018+0.00023382i,-0.0045729-1.0737e-05i,-0.011385-0.0016911i,-0.017406-0.001191i
-0.043812-0.011541i,-0.032692-0.011373i,0.073482-0.02157i,0.20784-0.035193i,0.2686-0.034759i,0.2455-0.014895i,0.19127+0.042365i,0.14672+0.11964i,0.11505+0.14735i,0.078208+0.10584i,0.040583+0.046981i,0.015844+0.0034548i,0.00088199-0.018541i,-0.0039781-0.023106i,-0.0029361-0.022905i,-0.0032372-0.017186i,-0.0023457-0.0045134i,0.001282+0.0017723i,0.00026764-0.0021502i,-0.0061782-0.0047298i,-0.0085067-0.0056445i,-0.0045562-0.009632i,0.0024746-0.010366i
0.28808+0.033295i,0.55806-0.091235i,0.61867-0.3137i,0.37298-0.42837i,0.12539-0.32269i,0.080986-0.17235i,0.11006-0.12934i,0.1175-0.1177i,0.10916-0.085405i,0.080647-0.054775i,0.04544-0.031867i,0.021936-0.014295i,0.0065672-0.0022575i,-0.0068521+0.0032057i,-0.012517+0.0059464i,-0.0046287+0.0067263i,0.006053+0.0021929i,0.0052028-0.0035408i,0.00022763-0.0023433i,0.0023846+0.00041696i,0.0057472+0.0011389i,0.010179+0.0070235i,0.017359+0.01215i
-0.054695+0.12004i,-0.10852+0.16949i,-0.20582+0.10815i,-0.29867+0.015682i,-0.30613-0.0054528i,-0.23824-0.01889i,-0.16832-0.08479i,-0.12405-0.1523i,-0.092105-0.16104i,-0.065202-0.10939i,-0.043702-0.041731i,-0.031782+0.0056048i,-0.022179+0.027021i,-0.0089241+0.028964i,-0.00035502+0.022698i,0.0036709+0.013076i,0.0052131-0.00034834i,0.0021204-0.0084882i,0.00083685-0.0075608i,0.001021-0.0037331i,-0.0025502-3.8141e-05i,-0.0089839+0.0017013i,-0.013906-0.0022353i
-0.24608-0.22301i,-0.5396-0.27086i,-0.6694-0.078803i,-0.45304+0.19948i,-0.14608+0.2643i,-0.044893+0.16515i,-0.10226+0.12377i,-0.14714+0.1337i,-0.13014+0.11059i,-0.086554+0.064059i,-0.044164+0.028166i,-0.014276+0.0024371i,0.00028052-0.012869i,0.010576-0.014477i,0.017311-0.016577i,0.0079924-0.020681i,-0.0081738-0.014539i,-0.010282-0.0024331i,-0.0042016-0.00078381i,-0.0037455-0.0060174i,-0.0040954-0.0075095i,-0.0024222-0.012748i,-0.0056926-0.017863i
0.21867-0.06896i,0.36609-0.072455i,0.41047+0.015982i,0.36341+0.092005i,0.30343+0.063079i,0.20897+0.025673i,0.11454+0.073868i,0.080669+0.1436i,0.066381+0.14944i,0.048487+0.10252i,0.04163+0.045224i,0.04234+0.0098125i,0.039065-0.0057299i,0.02268-0.016379i,0.0039911-0.018862i,-0.0049017-0.012472i,-0.0052207-0.0024026i,-0.0038909+0.0029463i,-0.0063899+0.0029958i,-0.006632+0.0047624i,-0.00078928+0.0077263i,0.0045746+0.013388i,0.0055715+0.022055i
0.018885+0.32659i,0.1562+0.50387i,0.30608+0.39798i,0.26785+0.057628i,0.066467-0.15373i,-0.011961-0.13267i,0.09338-0.096107i,0.17819-0.12097i,0.16094-0.11509i,0.10014-0.067434i,0.04036-0.026836i,-0.0026597-0.0029884i,-0.021577+0.010113i,-0.025439+0.01035i,-0.026926+0.010459i,-0.018689+0.016917i,-0.00034762+0.016617i,0.0077785+0.0086307i,0.0029561+0.0080869i,-0.0003756+0.013729i,-0.0024985+0.013775i,-0.0094845+0.0127i,-0.0097235+0.014942i
-0.27764-0.13468i,-0.43237-0.25852i,-0.43087-0.32379i,-0.31933-0.2445i,-0.23033-0.09408i,-0.15709-0.01285i,-0.094918-0.044429i,-0.073667-0.11268i,-0.069288-0.12697i,-0.054378-0.086872i,-0.03655-0.043556i,-0.024993-0.024254i,-0.021664-0.017527i,-0.014676-0.0017807i,-0.001492+0.012508i,0.0059817+0.011519i,0.0032531+0.0043088i,0.00095155+0.0048702i,0.0088598+0.006889i,0.012134+0.00034339i,0.0058779-0.0079809i,0.0059459-0.017157i,0.0099381-0.027695i
0.25224-0.19694i,0.34363-0.32486i,0.2573-0.30416i,0.11211-0.11573i,0.08393+0.053765i,0.059625+0.080107i,-0.070741+0.067358i,-0.1805+0.10746i,-0.16481+0.12309i,-0.087345+0.078476i,-0.024566+0.036236i,0.011445+0.021325i,0.027508+0.016357i,0.029664+0.0088762i,0.02697-0.00060346i,0.020842-0.011711i,0.0078171-0.016089i,-0.0012289-0.013555i,-0.0017629-0.01383i,-0.00040873-0.012662i,0.0012272-0.0049941i,0.0060031+0.0032758i,0.0077339+0.0059369i
0.14409+0.31316i,0.20077+0.52018i,0.17798+0.52852i,0.11823+0.3085i,0.086451+0.094189i,0.073405+0.025618i,0.073002+0.063279i,0.088511+0.11791i,0.089614+0.12317i,0.062584+0.081449i,0.025787+0.037693i,-0.0037199+0.021183i,-0.01154+0.021828i,-0.0050399+0.011644i,-0.0045956-0.0071207i,-0.0075755-0.012655i,-4.6819e-05-0.0098194i,0.007354-0.014702i,-0.0004604-0.018035i,-0.0095945-0.0085371i,-0.0096771+0.0021517i,-0.012725+0.0083561i,-0.019621+0.013339i
-0.29372-0.095906i,-0.45212-0.16363i,-0.44061-0.15199i,-0.29697-0.069121i,-0.18387-0.024155i,-0.089252-0.0076626i,0.047868-0.010414i,0.14686-0.059544i,0.13522-0.091765i,0.063332-0.068604i,0.010252-0.036297i,-0.0039948-0.027754i,-0.0059076-0.030449i,-0.010166-0.021573i,-0.011478-0.0051944i,-0.010011+0.0046485i,-0.0075762+0.0057773i,-0.0057635+0.0056895i,-0.0033009+0.0088838i,0.00024552+0.0061082i,0.0016585-0.005474i,-9.2993e-05-0.016894i,0.0009483-0.019907i
0.054181-0.2853i,0.10321-0.43009i,0.10903-0.38186i,0.077228-0.15444i,0.072933+0.02063i,0.060655+0.0063521i,-0.0022339-0.083118i,-0.055021-0.12256i,-0.059921-0.11314i,-0.040707-0.073559i,-0.011847-0.025724i,0.017449-4.3067e-05i,0.02942-0.00034199i,0.021023-0.0019931i,0.011739+0.0058262i,0.0088471+0.0079279i,-0.0015805+0.0033389i,-0.013208+0.008289i,-0.0088326+0.015114i,0.0012575+0.010966i,0.0046737+0.0075802i,0.0092097+0.011371i,0.01488+0.013337i
0.082028+0.26854i,0.11124+0.47967i,0.14755+0.50759i,0.19954+0.27294i,0.19089+0.019483i,0.10272-0.064687i,0.0044311-0.039944i,-0.058555+0.0089885i,-0.064987+0.050031i,-0.027136+0.055121i,-0.0046342+0.030746i,-0.016202+0.017757i,-0.023483+0.024505i,-0.0074437+0.019588i,0.0074846-0.0034041i,0.0080135-0.018364i,0.0059572-0.015744i,0.00879-0.010882i,0.0076219-0.0096801i,-0.001427-0.0043626i,-0.00996+0.005555i,-0.018798+0.011663i,-0.024871+0.010198i
-0.078534+0.098424i,-0.083113+0.090534i,-0.045645-0.014477i,-0.057619-0.13536i,-0.14304-0.14615i,-0.16964-0.03469i,-0.085256+0.072904i,0.0072366+0.089438i,0.035751+0.058057i,0.026523+0.029728i,0.01607+0.0047834i,0.0084514-0.013878i,0.0011729-0.01838i,-0.0054064-0.015474i,-0.010643-0.011779i,-0.013651-0.0058067i,-0.0058613-0.00097878i,0.0044303-0.0059179i,0.0019009-0.010231i,-0.0027457-0.0045106i,5.3178e-05-0.0037036i,0.0016158-0.01148i,0.0012849-0.014694i
0.13364-0.16917i,0.26911-0.32953i,0.26022-0.39702i,0.06794-0.24508i,-0.055767-0.0078738i,-0.026288+0.081362i,-0.0030046+0.036137i,-0.015597-0.004654i,-0.0099343-0.026987i,-0.0083369-0.039287i,-0.0090167-0.014892i,0.015474+0.011708i,0.033553+0.0073847i,0.0196+0.0002713i,-0.0021672+0.013307i,-0.0071961+0.027798i,-0.0063809+0.021822i,-0.013649+0.011587i,-0.014534+0.0092969i,-0.0033726+0.0041926i,0.0067008-0.00061966i,0.016991+0.0044832i,0.026436+0.011653i
