-0.0017603+0.0018119i,-0.0011351+0.0018028i,-0.0012538+0.00064822i,-0.0014225-0.0009799i,-0.0023237-0.0015157i,-0.0027576-0.00024773i,-0.0016503+0.0011352i,-0.00016956+0.0011495i,0.00047357+0.00063042i,0.00022298-8.747e-05i,-5.612e-06-0.00012389i,0.00024498+2.0878e-06i,0.00062284-0.00023433i,7.6912e-05-0.00026894i,-0.00028002+4.9679e-05i,-0.00038874+0.00054054i,-0.00050123+0.00050574i,-0.00047993-0.00010184i,-0.00017495-0.00073202i,-0.00020425-0.00059679i,-2.2619e-05+0.00020392i,0.00029268+0.0005647i,0.00025248+0.00029883i
0.059506+0.042476i,0.065165+0.083643i,0.033359+0.10075i,0.024531+0.07631i,0.065707+0.054947i,0.086037+0.032947i,0.066764+0.010033i,0.046329+0.0047486i,0.034101+0.00099573i,0.016059-0.010612i,-0.0054609-0.015518i,-0.013814-0.0075691i,-0.0070703+0.0041827i,0.0013174+0.01317i,0.0055129+0.016954i,0.0064233+0.014535i,0.0042948+0.0099636i,0.0033871+0.0046688i,0.0034489-0.0018691i,0.0010765-0.0053035i,0.00043691-0.0054641i,0.0032127-0.0083169i,0.003486-0.011595i
-0.042383+0.006446i,-0.081387-0.0069206i,-0.090567-0.030179i,-0.098304-0.010412i,-0.12771+0.029895i,-0.12246+0.03679i,-0.085826+0.022037i,-0.057501+0.012609i,-0.034633+0.011595i,-0.008985+0.0071222i,0.0080682-0.0022566i,0.0070762-0.0071974i,-0.003416-0.0069008i,-0.010958-0.007208i,-0.01152-0.0079301i,-0.0073761-0.0057088i,-0.0030754-0.003113i,0.00020492+0.0027788i,0.0040512+0.010363i,0.0062354+0.010889i,0.0051774+0.0077261i,0.0027145+0.0087424i,0.0028881+0.011425i
0.004846-0.052773i,0.024912-0.059266i,0.036066-0.049902i,0.02785-0.067407i,0.032563-0.10083i,0.043752-0.093373i,0.038288-0.06363i,0.025855-0.0429i,0.014706-0.025184i,0.0045136-0.0047596i,0.00011351+0.010429i,0.0037015+0.010945i,0.0094323+0.0014172i,0.010792-0.0038255i,0.0086732-0.001847i,0.0064133+0.0022757i,0.0038954+0.0043531i,-0.00030064+0.0033307i,-0.0074611+0.00054094i,-0.012046-0.00062302i,-0.011182-0.0013138i,-0.010649-0.0043i,-0.012531-0.0040935i
0.025868+0.015194i,0.031617+0.030942i,0.025214+0.039506i,0.033388+0.063799i,0.037669+0.10483i,0.022532+0.1124i,0.012543+0.08404i,0.0095361+0.053108i,0.006618+0.02935i,0.0015357+0.010265i,-0.0044308-0.0018303i,-0.0048337-0.0025061i,-0.0011849+0.0021718i,-0.0014279+0.0048752i,-0.0041244+0.0056678i,-0.0058393+0.0045583i,-0.0058174+0.0015419i,-0.00074912-0.0047304i,0.0068046-0.012427i,0.0085851-0.014739i,0.0058709-0.0099204i,0.0072593-0.004832i,0.0092115-0.0037925i
-0.021807+0.016875i,-0.02899+0.0086189i,-0.036918-0.0066009i,-0.067843-0.024099i,-0.091116-0.050885i,-0.076199-0.059785i,-0.04829-0.042111i,-0.028246-0.024105i,-0.011219-0.012856i,0.0067256-0.0076461i,0.018733-0.0062589i,0.017514-0.0059404i,0.0082521-0.005294i,0.0019573-0.0029932i,0.0011735-0.0029002i,0.0032506-0.0052294i,0.0061333-0.0050666i,0.0083845+0.0012833i,0.0087541+0.011482i,0.0083056+0.015886i,0.0061355+0.011554i,-0.00012552+0.0062962i,-0.0029817+0.0048283i
0.0015156-0.022949i,0.011038-0.033678i,0.035341-0.038013i,0.071138-0.043431i,0.097968-0.026653i,0.085823-0.0027822i,0.052832-0.0020945i,0.028977-0.00576i,0.015582+0.00098368i,0.0074217+0.0098956i,-1.5933e-05+0.015501i,-0.0024527+0.016662i,-0.00033+0.012211i,-4.9606e-05+0.0060567i,0.00097304+0.0034934i,0.0047024+0.0056646i,0.0042521+0.0084706i,-0.0035147+0.0075412i,-0.012938+0.0022429i,-0.015051-0.00098077i,-0.0080803-0.00091755i,0.00035303-0.0036677i,0.00091462-0.00697i
0.019714+0.016745i,0.0251+0.03898i,0.023823+0.067363i,-0.0063272+0.087238i,-0.061845+0.077845i,-0.07454+0.042858i,-0.043131+0.016221i,-0.019839+0.0060999i,-0.013293+0.00057423i,-0.01191-0.0075619i,-0.014205-0.016037i,-0.018846-0.015057i,-0.017566-0.0080953i,-0.010891-0.0061363i,-0.0078391-0.004714i,-0.0088653-0.00031222i,-0.0093206-9.5058e-05i,-0.0049499-0.003984i,0.0055974-0.0053136i,0.012997-0.0042591i,0.0098578-0.0012948i,0.004077+0.0040985i,0.0037538+0.0050218i
-0.021157+0.0047101i,-0.048128+0.0085337i,-0.067632-0.0023994i,-0.058597-0.039809i,-0.019016-0.07653i,0.010544-0.064692i,0.013446-0.02793i,0.0099867-0.010033i,0.0090015-0.0066117i,0.013413-0.0022418i,0.021216-0.00066154i,0.020381-0.0057791i,0.012893-0.0099486i,0.0059997-0.010087i,-4.3686e-05-0.010286i,-0.0034898-0.010058i,-0.0016098-0.0067069i,0.001454-0.00067832i,-0.001742+0.006141i,-0.0062323+0.010318i,-0.0054084+0.0081308i,-0.0049207+0.0017612i,-0.0057869+0.0010849i
0.010407-0.025986i,0.01953-0.046636i,0.028038-0.042117i,0.04147+0.0055426i,0.043527+0.057709i,0.01624+0.064119i,-0.005932+0.044041i,-0.0062686+0.026521i,-0.0068261+0.015179i,-0.013506+0.015745i,-0.014567+0.022754i,-0.0064777+0.02343i,0.0031861+0.0167i,0.0065018+0.0084189i,0.0067001+0.0023364i,0.005543-0.00079131i,0.0014514-0.0016423i,-0.0010102-0.0029332i,0.00011573-0.0095944i,-0.0003859-0.017193i,-0.0021626-0.015248i,0.00083557-0.0080569i,0.0018213-0.0055419i
0.024236+0.019643i,0.034552+0.034892i,0.016972+0.040094i,-0.028838+0.025712i,-0.056619-0.0054754i,-0.044531-0.028322i,-0.026773-0.025306i,-0.016371-0.013553i,-0.007838-0.011806i,-0.0064418-0.018509i,-0.009305-0.021187i,-0.011421-0.015967i,-0.010755-0.0076472i,-0.0062233-0.00050085i,-0.0016335+0.0046986i,0.0024441+0.0062021i,0.0052156+0.0017038i,0.0060087-0.00076869i,0.0085543+0.0063343i,0.01348+0.013144i,0.014036+0.0098165i,0.0092347+0.0048076i,0.0083316+0.0039007i
-0.029951+0.0038049i,-0.050365+0.0033892i,-0.041845-0.0080749i,0.00010408-0.02279i,0.037172-0.015032i,0.043667-0.0014292i,0.027786-0.0043217i,0.011434-0.0062535i,0.0090639+0.00033443i,0.016644+0.0050133i,0.02175+0.005793i,0.01832+0.0031938i,0.010556-0.0014712i,0.0048372-0.0036565i,0.0016442-0.002124i,0.0003867+0.0031429i,0.0014757+0.0080928i,0.00032044+0.0068426i,-0.009982+0.0026041i,-0.020112+0.0032473i,-0.017139+0.0071582i,-0.0088626+0.0070082i,-0.0068826+0.0067904i
0.0037753-0.036444i,0.002256-0.051601i,-0.0050714-0.033396i,-0.022273+0.0099316i,-0.042743+0.032391i,-0.039749+0.022906i,-0.018731+0.0091045i,-0.0074432+0.0036359i,-0.0065976+0.0023927i,-0.009568+0.0048079i,-0.01258+0.0084038i,-0.010951+0.0093989i,-0.006097+0.008195i,-0.0027475+0.00671i,-0.00017572+0.003794i,-0.00030847-0.0009927i,-0.0041819-0.0021392i,-0.0038436-0.00046206i,0.0058108-0.0041204i,0.013122-0.012693i,0.007385-0.015106i,-0.00035866-0.0088473i,-0.0019477-0.0079428i
0.036284+0.013741i,0.04297+0.0076681i,0.022409-0.013678i,-0.0054897-0.040961i,-0.0036184-0.052901i,0.0055012-0.037392i,0.0030141-0.014876i,0.0020949-0.0054659i,0.0041155-0.0082061i,0.0041987-0.014912i,0.0029258-0.019983i,0.0011938-0.020454i,-0.0023211-0.016331i,-0.0056356-0.0094453i,-0.0041565-0.0028413i,0.0016598-0.0026262i,0.0052679-0.007002i,0.0026587-0.0068751i,-0.0015198+0.0038486i,-0.00074834+0.015207i,0.0047025+0.013955i,0.0061295+0.0062555i,0.0045823+0.0054802i
-0.0074202+0.015697i,0.0012041+0.017513i,0.021199+0.007185i,0.032497+0.010375i,0.021907+0.031717i,0.0034023+0.035847i,-0.0034194+0.019781i,-0.00067513+0.0076899i,0.0041531+0.0056095i,0.0085046+0.0071355i,0.013461+0.008117i,0.01722+0.0068038i,0.016615+0.0037078i,0.010476+0.0005256i,0.0024805-0.00079866i,3.8362e-05+0.0021875i,0.0037862+0.0063376i,0.0084465+0.0041903i,0.0059486-0.007229i,-0.0055628-0.016636i,-0.011893-0.011885i,-0.0074009-0.0043495i,-0.0072368-0.0039816i
-0.0089698-0.011581i,-0.0066196+0.0044069i,0.0001256+0.021594i,-0.012405+0.018097i,-0.034677+0.0012922i,-0.03069-0.0084129i,-0.014587-0.0080074i,-0.0082091-0.005063i,-0.0072629-0.0023898i,-0.0089182+0.0012238i,-0.012825+0.0072016i,-0.013931+0.012338i,-0.0097676+0.011751i,-0.0039074+0.006187i,-0.00036688+0.000579i,-0.00212-0.00058951i,-0.0067203+0.0014813i,-0.0076416+0.0072937i,0.0020653+0.015102i,0.01645+0.013693i,0.019117+0.0036461i,0.011302-0.0017758i,0.0089876-0.0019897i
0.0031889-0.0052916i,-0.010574+3.6573e-05i,-0.016645+0.0068006i,-0.00023305+0.0042752i,0.016142-0.001106i,0.017771+0.00026099i,0.014622-0.0012515i,0.0097054-0.0053568i,0.0044161-0.0057645i,0.002238-0.007921i,-0.00044669-0.012924i,-0.0039225-0.014583i,-0.0028793-0.011791i,-0.00021922-0.0057731i,4.9743e-05-0.0011314i,-0.00042718-0.00057764i,0.00047122-0.0031078i,-0.0020336-0.0084268i,-0.013726-0.0092116i,-0.023614+0.0023571i,-0.018346+0.013782i,-0.0098205+0.01235i,-0.0096753+0.0096553i
0.0033918+0.0010716i,0.0043-0.01258i,-0.0019609-0.01209i,-0.010717+0.0058626i,-0.017248+0.012287i,-0.014377+0.0097435i,-0.0031736+0.01014i,0.0032669+0.0073086i,0.0028635+0.0037268i,0.0063266+0.0046884i,0.013418+0.0059674i,0.014497+0.0061453i,0.0090354+0.0063264i,0.001885+0.0054285i,-0.0012756+0.0011377i,-0.002068-0.0018499i,-0.0013673+0.002068i,0.0073749+0.0070462i,0.020946-0.0014133i,0.021627-0.0202i,0.0072995-0.026864i,-0.0013747-0.020699i,-0.00049411-0.016806i
0.0026695+0.013328i,0.015251+0.020064i,0.017026+0.015742i,0.0079936-0.0017224i,0.0063246-0.015261i,0.0018924-0.012243i,-0.0047495-0.002168i,-0.0037007+0.001689i,-0.00086643+0.00066441i,-0.0027654+0.0024896i,-0.0078307+0.0065983i,-0.011501+0.0059573i,-0.011314+0.00012265i,-0.0084873-0.0045677i,-0.0031714-0.0038174i,0.0034766-0.0020898i,0.0027826-0.0042429i,-0.007859-0.00062098i,-0.011415+0.017122i,0.0027371+0.031378i,0.017907+0.025814i,0.01895+0.01476i,0.013765+0.01102i
-0.011819+0.0095785i,-0.024696+0.022147i,-0.026377+0.029809i,-0.015013+0.031407i,-0.0072381+0.031225i,-0.011775+0.018996i,-0.01494+0.0079293i,-0.0085387+0.0068204i,-1.1512e-05+0.0041533i,0.0024347-0.0031843i,0.002911-0.010829i,0.0065038-0.013574i,0.0098718-0.011507i,0.0094643-0.0087902i,0.0037372-0.0045904i,0.00030593+0.0025217i,0.0063514+0.0051875i,0.01058-0.0062795i,-0.002861-0.022676i,-0.024974-0.022605i,-0.032297-0.0080154i,-0.024362+6.7641e-05i,-0.016828-0.0011457i
-0.0024529-0.022661i,-0.022336-0.035377i,-0.036235-0.032745i,-0.040585-0.018213i,-0.03639-0.012642i,-0.024689-0.014844i,-0.017695-0.010085i,-0.013141-0.0035653i,-0.0054996-0.00096025i,0.0011859+0.0021113i,0.0055735+0.0081297i,0.0061038+0.014094i,0.0042011+0.01539i,0.0043568+0.011219i,0.0041547+0.0029596i,-0.0019357-0.0040214i,-0.0093288-0.00037927i,-0.0034682+0.011721i,0.018412+0.014355i,0.035534-0.00047107i,0.032572-0.015988i,0.021389-0.016678i,0.015825-0.0095679i
0.019331-0.018043i,0.02276-0.030573i,0.017865-0.033121i,0.013544-0.023399i,0.01393-0.011272i,0.015752-0.0038922i,0.012981-0.0047129i,0.0087385-0.0057415i,0.0045692-0.0050805i,-0.0013786-0.0032658i,-0.0096377-0.0021456i,-0.016375-0.0041786i,-0.015553-0.0041748i,-0.0099606-0.00013444i,-0.0012704+0.0023834i,0.0072471-0.0023257i,0.0065374-0.011524i,-0.0084205-0.012579i,-0.027282+0.0051327i,-0.031177+0.029837i,-0.018884+0.037985i,-0.0089014+0.029442i,-0.0080092+0.019603i
0.011094+0.012536i,0.023179+0.012133i,0.01981+0.0045849i,0.00318+0.0033261i,-0.006416+0.0099407i,-0.0023176+0.014171i,0.0056889+0.012746i,0.0077781+0.0085885i,0.0064698+0.0034461i,0.0070888-0.0024526i,0.01186-0.0086153i,0.01438-0.01279i,0.00862-0.012022i,-7.3762e-05-0.0070864i,-0.0044788-0.00053193i,-0.0021616+0.0075728i,0.0056723+0.01187i,0.014637+0.0015495i,0.01487-0.024064i,0.00068092-0.044241i,-0.014631-0.04255i,-0.016375-0.029729i,-0.0096492-0.01983i
-0.013987+0.010383i,-0.0074068+0.011895i,-0.00047781+0.0020076i,-0.0031622-0.0088255i,-0.0050424-0.005787i,-0.0051118+0.00080007i,-0.0057908+0.0027208i,-0.004413+0.0034528i,-0.00054462+0.0040964i,0.003447+0.0065435i,0.0059715+0.012302i,0.0067822+0.013937i,0.0055963+0.0066561i,0.0024094-0.0017554i,-0.0020567-0.0039885i,-0.0075687-0.0028698i,-0.011735+0.00031798i,-0.0086793+0.011504i,0.0092131+0.029392i,0.034338+0.036125i,0.044829+0.025678i,0.036148+0.015324i,0.022108+0.011333i
-0.0035881-0.017594i,-0.0090997-0.018923i,-0.0068036-0.012733i,-0.0059304-0.0042928i,-0.012828+0.0026264i,-0.015745+0.001865i,-0.012545-0.0031777i,-0.0099689-0.002351i,-0.0076797+0.0012355i,-0.0094022+0.00039618i,-0.014455-0.0010769i,-0.012397-0.00081599i,-0.0034228+0.00028444i,0.0041869-0.00081817i,0.0057956-0.0028586i,0.0053969-0.0034084i,0.0075373-0.0050986i,0.0005173-0.010651i,-0.025179-0.012631i,-0.049807-0.0026905i,-0.050998+0.010231i,-0.036783+0.012111i,-0.023462+0.0064281i
0.0243-0.0098215i,0.023849-0.013065i,0.018826-0.010247i,0.0077086-0.011617i,-0.0072449-0.017117i,-0.0091061-0.017053i,-0.0057673-0.014094i,-0.0066858-0.010342i,-0.005187-0.0071241i,-0.00014417-0.0082558i,0.0035923-0.0092283i,0.0053025-0.0047301i,0.0054367+0.001206i,0.0045223+0.0050148i,0.0043905+0.005941i,0.0030352+0.0052986i,0.001548+0.0069856i,0.011371+0.0054155i,0.032568-0.011227i,0.044076-0.035952i,0.036705-0.045408i,0.024145-0.035902i,0.015082-0.021843i
0.01204+0.019395i,0.020245+0.029718i,0.025749+0.030171i,0.024777+0.018812i,0.018362+0.0083207i,0.013435+0.0076517i,0.012486+0.0054988i,0.0094476-0.00049584i,0.0062227-0.0012745i,0.0075286+0.0031088i,0.0077147+0.0068081i,0.0028674+0.0083428i,-0.0029414+0.0064525i,-0.0066701+0.0037816i,-0.0060247+0.0032499i,-0.0019064+0.00038975i,-0.00092595-0.0049197i,-0.007481+0.0025952i,-0.012433+0.030806i,-0.006054+0.058468i,0.0028379+0.0605i,0.0042149+0.043332i,0.0010405+0.026101i
-0.022908+0.014847i,-0.024581+0.026433i,-0.021998+0.034128i,-0.017112+0.03277i,-0.0094873+0.024102i,-0.0083449+0.019421i,-0.0038615+0.019871i,0.0021935+0.015043i,0.00112+0.0076946i,-0.0016266+0.0048505i,-0.0026638+0.0016461i,-0.0037932-0.0034516i,-0.0045935-0.0064354i,-0.0045201-0.0072794i,-0.0039954-0.0052406i,-0.0018126+0.0013557i,0.0030264+0.0058166i,0.001966-0.005661i,-0.016033-0.03164i,-0.038851-0.049468i,-0.044643-0.04532i,-0.033841-0.03159i,-0.020118-0.019177i
-0.012642-0.016978i,-0.019238-0.018009i,-0.023659-0.012177i,-0.02089-0.0041903i,-0.011629-0.0028958i,-0.0099945-0.0045706i,-0.012605-8.3322e-05i,-0.0080375+0.0022966i,-0.0017596-0.0014511i,0.0010284-0.0041098i,0.0042105-0.0045938i,0.0080908-0.0036168i,0.0090974-0.0022956i,0.0065696-0.0023339i,0.0015873-0.0035089i,-0.0054055-0.0043576i,-0.010209-0.0011365i,0.00033113+0.0060257i,0.031744+0.0097097i,0.060362+0.0077812i,0.062715+0.0048206i,0.047007+0.0025312i,0.029379+0.00096232i
0.012718-0.010909i,0.0057388-0.0097457i,-0.00099531-0.005746i,-0.0029829-0.002172i,-0.0057067-0.00040157i,-0.0043283-0.0059802i,-0.0029057-0.010142i,-0.0018152-0.0070687i,0.00024797-0.0037495i,0.00026785-0.00072866i,-0.0017529+0.0044942i,-0.0049822+0.0079574i,-0.0039897+0.009234i,0.00094502+0.0086041i,0.0046722+0.0036982i,0.0069043-0.0035049i,0.0056389-0.0078596i,-0.0059955-0.0018487i,-0.028238+0.018322i,-0.047509+0.037995i,-0.048672+0.039531i,-0.035754+0.027529i,-0.020873+0.017727i
-0.00063019+0.0072616i,-0.0096236+0.011452i,-0.0129+0.010784i,-0.0091187+0.0061791i,-0.0054715+0.0011462i,0.0018294-0.0042279i,0.0056828-0.0070536i,0.0038399-0.0056694i,0.0012773-0.0038018i,-0.0023996-0.0045371i,-0.0061648-0.0068392i,-0.0085353-0.0094933i,-0.0090404-0.0090526i,-0.0075389-0.0029554i,-0.0036381+0.0047098i,0.0013666+0.0096704i,0.0048722+0.0084957i,0.0072797-0.0027606i,0.0092009-0.028692i,0.011649-0.055038i,0.013424-0.058084i,0.011634-0.042376i,0.0055798-0.025532i
-0.011005-0.0013744i,-0.016741-0.0098282i,-0.023468-0.0096413i,-0.023533+0.0030305i,-0.011884+0.010423i,-0.0022648+0.010561i,0.00088729+0.0088259i,0.0026991+0.0061841i,0.0044543+0.0036409i,0.0064786+0.0012111i,0.0091753-0.00032582i,0.011461+0.00019646i,0.0094695-0.00077735i,0.0037706-0.0036056i,-0.0025165-0.0037709i,-0.0062693-0.001168i,-0.0053578+0.0002778i,0.0014456+0.0065325i,0.016395+0.025718i,0.029423+0.046917i,0.027693+0.051157i,0.017671+0.03924i,0.011059+0.023586i
-0.0029025-0.0095101i,-9.3633e-06-0.022946i,-0.0096942-0.027173i,-0.024918-0.012475i,-0.024467+0.0028717i,-0.018984+0.0090522i,-0.015647+0.0094898i,-0.010777+0.0086357i,-0.0057469+0.0080721i,-0.0031863+0.0093915i,-0.0034775+0.011476i,-0.0042478+0.01001i,-0.0034539+0.005473i,-0.0017178+0.00027041i,8.7769e-05-0.0045964i,0.0010951-0.0059767i,0.0013631-0.0030172i,-0.0053001-0.0025809i,-0.028277-0.0094896i,-0.052282-0.018856i,-0.054488-0.023091i,-0.039275-0.019314i,-0.023806-0.009683i
0.0093324-0.010655i,0.016018-0.011636i,0.019176-0.016385i,0.0066323-0.019122i,-0.0074907-0.010132i,-0.0088016-0.0048188i,-0.0086225-0.0075307i,-0.0091911-0.0079016i,-0.0068-0.005821i,-0.0054596-0.0053439i,-0.0041712-0.0071383i,-0.00022428-0.0092922i,0.0036454-0.008969i,0.0049969-0.006027i,0.0047482-0.0035197i,0.002756-0.0015786i,-0.00056906+0.00079241i,0.0041256-0.0014295i,0.024416-0.012789i,0.048157-0.02255i,0.053993-0.019801i,0.0404-0.011875i,0.022181-0.0084026i
0.0093772+0.0037637i,0.011889+0.01593i,0.019219+0.015251i,0.017116+0.0020385i,0.0029718-0.00049975i,0.00099639-0.0007737i,0.006059-0.0055575i,0.0058305-0.0068425i,0.006131-0.0042103i,0.0097137-0.0043075i,0.011067-0.0031414i,0.0082201+0.0025783i,0.0061741+0.0076725i,0.0056123+0.0091922i,0.0046746+0.00878i,0.0032278+0.0060892i,0.00099839+0.00090852i,-0.0027116+0.0050163i,-0.0095742+0.027741i,-0.019583+0.050537i,-0.025112+0.050693i,-0.021189+0.035015i,-0.011578+0.020487i
-0.0031585+0.013361i,-0.0028748+0.014929i,-7.4767e-05+0.009236i,0.0013042+9.3487e-05i,-0.0010727-0.0060396i,0.00069592-0.0031253i,0.0057844+0.001504i,0.0074008+0.0021322i,0.0056569+0.0029802i,0.004949+0.0034423i,0.0018541+0.0015066i,-0.0044002-0.00038962i,-0.0084515-0.00091498i,-0.01096+0.00035125i,-0.010795+0.0022277i,-0.0060379+0.0040914i,-0.0012496+0.0042909i,-0.0028421-0.0022835i,-0.012745-0.019803i,-0.020089-0.040992i,-0.014292-0.046825i,-0.0056957-0.035327i,-0.0049704-0.020075i
-0.0055928-0.00080947i,0.0022791-0.0098288i,0.0066109-0.0073359i,0.0043428+0.00089643i,0.00027617-0.00068296i,-0.004516+0.0028012i,-0.0045575+0.0085208i,-0.0018566+0.0073307i,-0.0027759+0.0040898i,-0.002924+0.002656i,6.94e-05+0.00043563i,0.0044267-0.003702i,0.0069902-0.0068187i,0.0051044-0.007991i,0.0011211-0.0076885i,-0.0016308-0.0055241i,-0.001351-0.002583i,0.0049584+0.00013758i,0.022172+0.004463i,0.039326+0.013544i,0.038337+0.021953i,0.025356+0.01993i,0.01511+0.010173i
0.011514-0.0029861i,0.016641-0.0012758i,0.014889+0.0059673i,0.0075593+0.0077209i,-0.0021847+0.0017656i,-0.010299-0.0011898i,-0.011465-0.00016805i,-0.0080527-0.00011024i,-0.0055159-0.0019914i,-0.0042542-0.0011225i,-0.0025144+0.0028435i,-0.0013879+0.0059622i,-0.00077264+0.0059249i,0.0018737+0.0036088i,0.0054646+0.0005188i,0.0056496-0.0020193i,0.0038693-0.0011467i,-0.0014442+0.0033623i,-0.015515+0.010327i,-0.032916+0.012682i,-0.038084+0.0057311i,-0.028555-0.00028504i,-0.015728+0.0010506i
0.0083688+0.012178i,0.00083737+0.027378i,0.00085542+0.029176i,0.0051478+0.014998i,0.0037444+0.003677i,-0.0010763-0.0032384i,-0.0028189-0.0048103i,-0.00096562-0.0038465i,0.0014835-0.0034847i,0.0016603-0.0023751i,-0.00023363-0.0011223i,-0.0023694-0.0014413i,-0.0018562-0.001451i,-0.00013633-0.0011528i,0.00092094-0.00041958i,0.0016861+0.00032684i,-8.3143e-06-3.973e-05i,-0.0015877-0.0044753i,0.0031366-0.016546i,0.015991-0.028027i,0.026075-0.02688i,0.022698-0.016976i,0.011095-0.010215i
-0.012702+0.0075439i,-0.024954+0.014239i,-0.025982+0.016749i,-0.016287+0.015905i,-0.0061091+0.012688i,-0.00092591+0.0055102i,0.00057773+0.0030551i,0.0015789+0.0031194i,0.0032855+0.0028743i,0.003548+0.0016724i,0.002432+0.00065324i,0.0015122+0.0027703i,0.00094025+0.0047025i,-0.00090044+0.0045661i,-0.002319+0.0033686i,-0.0019357+0.00078914i,-0.00057342-0.0026419i,0.0026932-0.0017653i,0.0065476+0.010901i,0.0058694+0.029661i,0.00020892+0.035682i,-0.0031054+0.025821i,-0.00023474+0.013654i
-0.0043163-0.01109i,-0.007652-0.023879i,-0.013685-0.020828i,-0.015594-0.0051658i,-0.0092916+0.00074086i,-0.0028518+0.00094466i,-0.002203+0.0031299i,-0.0033359+0.0057858i,-0.001969+0.0052901i,0.00023957+0.0029624i,0.00043765+0.00097833i,-0.002146-0.00055006i,-0.0050727-0.0015292i,-0.0067853-0.0026495i,-0.0080998-0.0026814i,-0.005517-0.00098867i,-0.00011606+0.00068239i,-0.00080917+0.0004616i,-0.011902-0.0051474i,-0.024004-0.016945i,-0.022978-0.024406i,-0.013963-0.019934i,-0.0081899-0.0096901i
0.0069527-0.0049159i,0.0088264-0.012437i,0.0023627-0.0091961i,-0.0038919+0.00063599i,-0.0044116+0.0039021i,-0.0027624+0.0024992i,-0.0049023-1.9053e-05i,-0.0064729-0.00093544i,-0.0061201-0.0015123i,-0.0053489-0.0009556i,-0.0031523+0.0004554i,-0.00034452-0.0025237i,0.0014437-0.0054664i,0.0031431-0.0059495i,0.0043843-0.0070847i,0.0033869-0.0049924i,0.0013353-0.00087874i,0.0041823-0.0011315i,0.015102-0.0050577i,0.028213-0.0062303i,0.031075-0.0014957i,0.021292+0.0020927i,0.010064+0.00045255i
0.00016508+0.00011653i,-0.0066699+0.0018288i,-0.012601+0.0020254i,-0.015614+0.0023254i,-0.014711+0.005707i,-0.010327+0.0035282i,-0.0062706-0.0026115i,-0.0029943-0.0051238i,-0.00041774-0.006767i,-0.0018054-0.0080176i,-0.0035139-0.0064871i,-0.001175-0.0035446i,0.0022777-0.0013719i,0.0050589+0.0011461i,0.0072356+0.0034449i,0.0078561+0.0034647i,0.0062909+0.0027544i,0.0031759+0.006233i,-0.001491+0.01597i,-0.010111+0.024088i,-0.016418+0.020517i,-0.012988+0.011409i,-0.0056903+0.0062587i
0.0014561-0.0037328i,0.0011574-0.011213i,-0.0037736-0.020653i,-0.01264-0.0194i,-0.0133-0.0080009i,-0.0072483-0.0040111i,-0.0015179-0.0050796i,0.0015602-0.0044413i,0.0058242-0.0014806i,0.0089517-0.00076073i,0.0066039-0.0014477i,0.0030032+0.0010229i,0.0018398+0.0035675i,0.00039667+0.0045424i,-0.0018299+0.0052846i,-0.0018697+0.0048535i,-0.0016092+0.0031667i,-0.0040013-0.00071386i,-0.0080221-0.0088497i,-0.0073468-0.018217i,-0.0012085-0.020007i,0.0013836-0.014399i,-0.00050337-0.0090697i
0.008639-0.0023421i,0.019416-0.011223i,0.019151-0.021776i,0.0051263-0.021215i,-0.0037944-0.010479i,-0.0013737-0.0019071i,0.0023317+0.00038273i,0.00098229+0.0012464i,0.00031606+0.0051307i,0.0016298+0.0076029i,0.0010198+0.0046392i,-0.0014307+0.0015414i,-0.0039819+0.0004318i,-0.0059491-0.0009734i,-0.0059568-0.0023397i,-0.0043352-0.0033892i,-0.0018578-0.0044197i,0.0028874-0.0048071i,0.010585-0.00080609i,0.015967+0.0076845i,0.013552+0.0135i,0.0089681+0.010903i,0.0065352+0.0048859i
0.0047012+0.00077848i,0.010135+0.0051615i,0.016556+0.0063211i,0.013949-0.00094107i,0.0011977-0.0054478i,-0.0032086+0.00033919i,-0.00082432+0.0024737i,-0.0016859-0.0010249i,-0.0041485-0.0025477i,-0.0034042-0.0013624i,-0.00052159-0.00095753i,0.0010554-0.003921i,0.00104-0.0069269i,0.00059509-0.0077759i,-5.4225e-05-0.0061215i,-2.959e-05-0.0022762i,0.0017185+0.0013993i,0.0013623+0.0049726i,-0.0058446+0.0069312i,-0.015155+0.0038278i,-0.017367-0.0013504i,-0.012792-0.0024068i,-0.0067724+0.0007915i
0.001934-0.0073734i,-0.007576+0.00011619i,-0.0044109+0.010261i,0.0042943+0.009967i,0.00063417+0.0021408i,-0.0046075+0.00168i,-0.0011084+0.0030854i,0.0036376+2.2395e-06i,0.0040221-0.0033647i,0.0027769-0.0033317i,0.0017813-0.0011424i,0.0022594+0.00066274i,0.003539+0.0013959i,0.0045874+0.00093347i,0.0028816+5.0402e-05i,-0.00068014+6.6688e-05i,-0.0038783+0.00079746i,-0.0044205-0.00095113i,0.00038685-0.0062133i,0.0083436-0.010137i,0.011927-0.0090981i,0.008281-0.007175i,0.0024405-0.0059776i
