-0.0030908-0.00017152i,-0.0029562-0.00052619i,-0.0036461-0.00021383i,-0.003891+0.0015241i,-0.0024336+0.0024945i,-0.00083269+0.0016612i,8.8641e-05+0.0012328i,0.0012072+0.0010419i,0.0015372+0.00084885i,0.0018567+0.00093961i,0.0021996+0.00037243i,0.0013555-0.0010993i,0.00075457-0.0017781i,0.00032664-0.001561i,-8.7068e-05-0.0016433i,-0.00022869-0.0011947i,-0.0003076-0.00027254i,-0.00054046+0.00010122i,-0.00063612-0.00010877i,-0.00042489-0.0003079i,-0.00032472+0.00044968i,-0.00064852+0.00097212i,-0.00092938+0.00044326i
0.098444-0.013379i,0.19281+0.041623i,0.22308+0.092353i,0.15972+0.073864i,0.075475+0.022319i,0.023502-0.019729i,0.0096684-0.037856i,0.012704-0.028283i,0.013711-0.012471i,0.0080512-0.0033343i,0.0028434+0.0024057i,0.0035907+0.0055106i,0.0034364+0.0045171i,0.0036378+0.0039172i,0.007714+0.0047117i,0.011105+0.0010273i,0.010324-0.0058746i,0.0068366-0.010896i,0.0026435-0.011423i,-0.001127-0.0060625i,-0.0015248+0.0010603i,0.0024277+0.0093187i,0.0066125+0.013805i
0.036264+0.1008i,0.0014063+0.20435i,-0.038661+0.24402i,-0.021311+0.17987i,0.018054+0.085281i,0.041952+0.0286i,0.047168+0.009407i,0.03332+0.0066672i,0.017014+0.010106i,0.0081353+0.011306i,0.0021258+0.010189i,-0.0041796+0.0083076i,-0.0077716+0.0044416i,-0.007924+0.0026807i,-0.0064676+0.0030336i,-0.0015464+0.003473i,0.0066632+0.0014907i,0.01241-0.0043295i,0.011305-0.00847i,0.0046613-0.0086475i,-0.0018321-0.010912i,-0.0061539-0.017388i,-0.010997-0.021105i
-0.10851+0.059992i,-0.21756+0.050785i,-0.26238+0.020016i,-0.19333+0.020456i,-0.080483+0.032758i,-0.0066566+0.039783i,0.015566+0.045798i,0.010293+0.039554i,-0.00025227+0.026047i,-0.0018774+0.013527i,-0.0010369+0.0026636i,-0.0039333-0.0017402i,-0.002922-0.0010294i,-0.0011328-0.0018001i,-0.001818-0.0018008i,-0.00089963+0.0024633i,0.00011306+0.0059578i,0.002066+0.0064831i,0.0048726+0.0036181i,0.0055094-0.0012843i,0.0017181+0.00024623i,-0.0018842+0.0089698i,-0.00059362+0.014981i
-0.089711-0.11205i,-0.10962-0.21704i,-0.093918-0.25321i,-0.085687-0.1756i,-0.082461-0.0598i,-0.066888+0.0095957i,-0.049262+0.028211i,-0.035175+0.025208i,-0.02726+0.014092i,-0.020975+0.0044951i,-0.011303-0.0022887i,-0.00079515-0.0077192i,0.0074016-0.0087163i,0.010017-0.0071412i,0.0072557-0.0045865i,0.0030685+0.00058013i,-0.00033563+0.0054939i,-0.00010002+0.010852i,0.0033456+0.013294i,0.0080223+0.0088811i,0.011292-0.00028162i,0.011183-0.010637i,0.0069071-0.014913i
0.10999-0.11929i,0.20866-0.16433i,0.23361-0.15458i,0.14993-0.11826i,0.039767-0.076591i,-0.028679-0.040184i,-0.048813-0.02533i,-0.038721-0.020438i,-0.023163-0.014967i,-0.013399-0.0074135i,-0.0036141-0.00081703i,0.0063945-0.00078582i,0.0084146-0.001225i,0.0053255+0.0019948i,0.0028232+0.0026409i,-0.0017616+0.0010291i,-0.0072696+0.00091193i,-0.008742+8.2728e-05i,-0.0058264-5.7498e-05i,-0.0024849+0.0036361i,-0.0030768+0.0097292i,-0.0050477+0.014169i,-0.0040652+0.012592i
0.14292+0.1027i,0.20965+0.18734i,0.20356+0.19323i,0.15067+0.097367i,0.094739-0.0011272i,0.048528-0.047998i,0.020115-0.05569i,0.0099381-0.044143i,0.012144-0.028256i,0.015029-0.016205i,0.013313-0.0067884i,0.0075272+0.0012578i,-0.00064197+0.0043186i,-0.0066061+0.0024647i,-0.0089853-0.0010873i,-0.010149-0.0036835i,-0.011251-0.0054425i,-0.010836-0.005302i,-0.0098211-0.0010089i,-0.0066818+0.0028189i,9.371e-05+0.00073095i,0.0069783-0.0057091i,0.0083208-0.010563i
-0.08051+0.16421i,-0.15423+0.24414i,-0.14961+0.23048i,-0.063668+0.14733i,0.006597+0.061668i,0.041937+0.0059497i,0.054279-0.014527i,0.043106-0.014534i,0.029372-0.0080768i,0.020632-0.0059621i,0.0073173-0.0056351i,-0.0037338-0.0010092i,-0.0040603-0.00034497i,2.6331e-07-0.0055546i,0.0017566-0.0096815i,0.0015715-0.011721i,0.0028075-0.014618i,0.0021821-0.016515i,-0.0014879-0.016408i,-0.0071843-0.013203i,-0.014479-0.0059873i,-0.018298+0.0036458i,-0.012411+0.011764i
-0.18607-0.061768i,-0.27215-0.11517i,-0.24826-0.092114i,-0.14495+0.00012086i,-0.052627+0.059397i,-0.0029155+0.06936i,0.020098+0.058736i,0.021719+0.042062i,0.010605+0.033004i,0.0040816+0.02579i,0.00032558+0.013637i,-0.00092511+0.0044828i,0.0046097-0.0006198i,0.010821-0.003553i,0.015015-0.0049774i,0.018732-0.0076809i,0.019661-0.0071873i,0.016143-0.0024891i,0.011723+0.00067707i,0.0092867+0.00044312i,0.010983-0.0011786i,0.013592-0.0034746i,0.010437-0.0040547i
0.040924-0.20158i,0.078879-0.29116i,0.058001-0.25605i,-0.008702-0.13245i,-0.034983-0.023282i,-0.03547+0.033697i,-0.034126+0.052372i,-0.021288+0.046248i,-0.01405+0.032805i,-0.0090252+0.026409i,0.003224+0.017073i,0.010365+0.0044367i,0.0099136+0.0028399i,0.0092938+0.010462i,0.010586+0.016583i,0.013023+0.018528i,0.014143+0.015352i,0.014174+0.0079726i,0.014647+0.00043038i,0.013671-0.0046164i,0.0046951-0.007292i,-0.010164-0.0057059i,-0.017292-0.00024634i
0.2149+0.0177i,0.30213+0.03845i,0.24336+0.013515i,0.092821-0.044381i,-0.015516-0.064867i,-0.046473-0.054673i,-0.047313-0.035018i,-0.040524-0.012764i,-0.0282-0.0091299i,-0.020023-0.012337i,-0.011016-0.0091434i,-0.0028795-0.0067799i,-0.004875-0.0037193i,-0.012333+0.0019998i,-0.015941+0.0086219i,-0.014917+0.016308i,-0.011639+0.02135i,-0.0093595+0.019277i,-0.0076362+0.014391i,-0.0021707+0.012512i,0.0066465+0.01119i,0.013444+0.0065013i,0.011183-0.000972i
0.005004+0.22712i,-0.0020512+0.31228i,0.0069203+0.24303i,0.019782+0.087043i,0.0053082-0.015737i,-0.010105-0.047795i,-0.011708-0.051746i,-0.016869-0.041142i,-0.014071-0.028012i,-0.010322-0.022482i,-0.013726-0.014719i,-0.01081-0.0056174i,-0.0070917-0.0057239i,-0.011668-0.010771i,-0.019967-0.011384i,-0.02505-0.0082548i,-0.023997-0.0062665i,-0.01539-0.0048414i,-0.0042033-0.0029617i,-0.00049734-0.0032339i,-0.0034486-0.0054281i,-0.0044035-0.0070302i,-0.00021592-0.0071881i
-0.22912+0.030474i,-0.31154+0.035743i,-0.22113+0.032673i,-0.043591+0.021583i,0.056176+0.010727i,0.063049+0.0085696i,0.043073-0.00041881i,0.02615-0.012147i,0.016842-0.0071918i,0.015594-0.0003568i,0.011643+0.0013885i,0.0091917+0.0041632i,0.013133-0.00026047i,0.015417-0.012461i,0.0091094-0.024125i,-0.0010291-0.029345i,-0.0074456-0.025328i,-0.0094612-0.016522i,-0.010575-0.0077435i,-0.010603+0.00089953i,-0.0063714+0.0090214i,0.0018939+0.011483i,0.0076246+0.0068457i
-0.058167-0.23506i,-0.073417-0.31937i,-0.053441-0.23593i,-0.0015337-0.076346i,0.040159+0.0027725i,0.049627+0.019369i,0.044693+0.021148i,0.034105+0.011483i,0.022518+0.0080885i,0.021603+0.011278i,0.022546+0.0057642i,0.017243+0.0030774i,0.017632+0.0082961i,0.02653+0.0078386i,0.031306-0.00066752i,0.027678-0.010929i,0.020646-0.016386i,0.014554-0.012934i,0.012248-0.0041982i,0.011295-0.0012286i,0.0049026-0.004784i,-0.0046845-0.0040856i,-0.0092882+0.0020502i
0.23918-0.076982i,0.31807-0.10443i,0.22897-0.075131i,0.056142-0.00065897i,-0.037579+0.039782i,-0.0535+0.0277i,-0.036456+0.020481i,-0.010955+0.018368i,-0.0039912+0.010367i,-0.0068136+0.0089011i,-0.0055118+0.004732i,-0.0098986-0.00058771i,-0.013792+0.0063112i,-0.0065177+0.016474i,0.0074652+0.020878i,0.020101+0.018472i,0.022336+0.012594i,0.012542+0.006423i,0.0014731+4.9942e-05i,-0.0031137-0.002165i,-0.0042937+0.0015584i,-0.0034407+0.0070602i,-0.0026725+0.0076182i
0.10139+0.23423i,0.14559+0.30859i,0.1174+0.23863i,0.025526+0.11274i,-0.040677+0.060526i,-0.04596+0.039308i,-0.035622+0.016704i,-0.019847+0.015987i,-0.0080331+0.0118i,-0.011566+0.0043371i,-0.012984+0.0051078i,-0.011539-0.0012412i,-0.018843-0.005932i,-0.025815+0.0037955i,-0.022271+0.017867i,-0.010823+0.024488i,5.0416e-05+0.021029i,0.0068007+0.01188i,0.0082419+0.0053051i,0.007029+0.0025187i,0.0068124-0.0030382i,0.004367-0.0096716i,0.0010585-0.010646i
-0.22209+0.13095i,-0.28026+0.19107i,-0.20851+0.15995i,-0.081712+0.041775i,-0.0055336-0.045552i,0.026471-0.03789i,0.028569-0.012245i,0.0088846-0.0019036i,0.0050037+0.0042831i,0.0078066-0.00023674i,0.0060998-0.0033868i,0.011495-0.0079327i,0.01221-0.019849i,-0.00031405-0.023752i,-0.015227-0.015144i,-0.022355-0.00082671i,-0.020526+0.009034i,-0.013733+0.0072184i,-0.0073977-0.0021766i,-0.0055769-0.007987i,-0.0052115-0.0049761i,-0.0032661+0.00053061i,-0.0014691+0.001072i
-0.15602-0.20218i,-0.23929-0.24035i,-0.22747-0.17995i,-0.12215-0.10737i,-0.030677-0.082045i,-0.0066415-0.06369i,-0.0051143-0.032727i,-0.0093997-0.016772i,-0.012952-0.0046791i,-0.003651+0.0015672i,0.0065789-0.00084049i,0.018068+0.0017275i,0.028952-0.0012367i,0.023657-0.011856i,0.0043458-0.0168i,-0.01162-0.015499i,-0.013951-0.011233i,-0.0066334-0.0037203i,0.0014934+0.0047061i,0.0057143+0.0083667i,0.005629+0.0064172i,0.0046493+0.0011013i,0.0040475-0.0027016i
0.1772-0.17191i,0.18556-0.27251i,0.10729-0.25555i,0.03377-0.11506i,-0.0076633+0.012071i,-0.032873+0.037233i,-0.036497+0.015224i,-0.027474+0.005013i,-0.023658+0.0075263i,-0.014417+0.011913i,-0.0050571+0.011153i,-0.0027538+0.01359i,0.0055414+0.016274i,0.015264+0.005457i,0.015862-0.012229i,0.0077596-0.023361i,-0.0048257-0.022301i,-0.010373-0.012187i,-0.0044067-0.0046908i,0.0026126-0.0037319i,0.0016924-0.002498i,-0.0022532+0.0014752i,-0.0048611+0.003747i
0.17699+0.15585i,0.29465+0.1282i,0.30135+0.03107i,0.19837-0.01176i,0.10903+0.0086617i,0.065909+0.025627i,0.034505+0.016376i,0.017866+0.0013966i,0.010811-0.0063748i,0.007267-0.0056048i,0.0028048-0.0054505i,-0.011527-0.0028859i,-0.020474+0.010518i,-0.01169+0.018925i,0.0027049+0.012667i,0.012131+7.5292e-05i,0.01628-0.010764i,0.01268-0.011756i,0.0020428-0.0027093i,-0.0044845+0.0059554i,-0.0030377+0.0059822i,0.0010064+0.0016451i,0.0043239-0.00034026i
-0.12555+0.1686i,-0.062974+0.2799i,0.062969+0.25897i,0.10077+0.1068i,0.062826-0.023398i,0.043831-0.058913i,0.040356-0.042518i,0.032809-0.026473i,0.026537-0.022888i,0.015932-0.018246i,0.0078646-0.01265i,0.0026731-0.013998i,-0.0025555-0.011637i,0.0020037-0.0032852i,0.012093+0.0023154i,0.018581+0.0050026i,0.017779+0.0045918i,0.011209-0.0010903i,0.0057682-0.0054983i,0.0026157-0.0048658i,7.0387e-05-0.001967i,-0.0024758+0.0023969i,-0.0023478+0.0022501i
-0.16003-0.092417i,-0.25161+0.0062732i,-0.2319+0.17296i,-0.12765+0.21394i,-0.076961+0.1281i,-0.071254+0.054319i,-0.041145+0.026943i,-0.01203+0.016959i,-0.0017081+0.013048i,-0.00072417+0.012557i,0.001129+0.011713i,0.0093036+0.0026088i,0.0090808-0.0081216i,7.7994e-05-0.0032831i,-0.0041695+0.011576i,0.0029376+0.018881i,0.015971+0.016024i,0.022488+0.010751i,0.015928+0.0034836i,0.0043379-0.002366i,-0.00013166-0.0012223i,0.0021295+0.0012917i,0.0060104+0.0021847i
0.070971-0.1365i,-0.048432-0.18291i,-0.22271-0.1112i,-0.23392+0.045438i,-0.10434+0.13873i,-0.027659+0.12717i,-0.018276+0.081636i,-0.015694+0.051662i,-0.013371+0.03964i,-0.0097546+0.029931i,-0.0035239+0.018525i,0.0050011+0.0070983i,0.0085885-0.0045157i,0.00085702-0.0078577i,-0.010079-0.0011706i,-0.018673+0.0073303i,-0.026129+0.011193i,-0.027229+0.0086744i,-0.015895+0.002637i,-0.002391-0.0033527i,0.00064004-0.0069574i,-0.0057597-0.0072303i,-0.011363-0.0059643i
0.10621+0.05613i,0.1012-0.078147i,0.0037758-0.27274i,-0.10119-0.30862i,-0.08274-0.19855i,0.0011402-0.10893i,0.02071-0.061456i,0.00013203-0.024786i,-0.0063082-0.0036897i,-0.0042457-0.0035518i,-0.0050181-0.0084002i,-0.0067221-0.0047336i,-0.0074845-0.0019539i,-0.014493-0.0072446i,-0.025284-0.0091974i,-0.027742-0.0029304i,-0.018626+0.0059836i,-0.0063646+0.011402i,-7.4528e-05+0.010235i,-7.7116e-05+0.0048298i,-0.00308+0.00093378i,-0.0031231+0.0014769i,0.00016305+0.0059812i
-0.057431+0.068242i,0.063067+0.0046096i,0.20294-0.14807i,0.15511-0.27491i,-0.007165-0.26413i,-0.070178-0.16426i,-0.044363-0.086901i,-0.020107-0.04742i,-0.0076103-0.027606i,0.003706-0.019144i,0.0098008-0.013341i,0.014195-0.005384i,0.024187-0.0020911i,0.03205-0.012088i,0.02596-0.025874i,0.009018-0.033116i,-0.0083287-0.036937i,-0.017241-0.033212i,-0.013158-0.017154i,-0.0025094+0.00057618i,0.00403+0.0054605i,0.0042235-0.0004903i,-0.00032153-0.0060616i
-0.039031-0.076618i,0.070527+0.027792i,0.2452+0.15114i,0.32109+0.14817i,0.21454+0.09916i,0.062368+0.10071i,0.0096709+0.084484i,0.0085927+0.040556i,0.0072694+0.014045i,0.012337+0.0095221i,0.015973+0.011467i,0.012549+0.012739i,0.011637+0.012864i,0.017563+0.0090129i,0.021808-0.0024302i,0.022365-0.013451i,0.026457-0.01227i,0.028794-0.0038428i,0.023384-0.00031831i,0.015857-0.0013009i,0.011385-0.00030875i,0.0094908+0.0021317i,0.0053751+0.00046753i
0.096415-0.015462i,0.037951+0.12033i,0.0024469+0.30444i,0.10723+0.35398i,0.21185+0.2325i,0.17762+0.099961i,0.094516+0.049639i,0.040889+0.026561i,0.0096922+0.014134i,-0.0049824+0.014696i,-0.011325+0.012846i,-0.015195+0.013868i,-0.010891+0.022669i,0.0038955+0.03021i,0.020724+0.026961i,0.027395+0.010306i,0.01753-0.0090525i,0.0028013-0.020093i,-0.0038458-0.019633i,-0.0044104-0.014415i,-0.0038381-0.010396i,-0.0041584-0.0083685i,-0.0015188-0.0091103i
0.001608+0.12837i,-0.14174+0.10631i,-0.31636+0.084145i,-0.34559+0.10943i,-0.22107+0.061736i,-0.099608-0.052259i,-0.055498-0.079483i,-0.033733-0.038713i,-0.022137-0.013499i,-0.024604-0.0023187i,-0.024608-0.00026098i,-0.026317-0.0081518i,-0.03391-0.01031i,-0.038518+0.00054017i,-0.031536+0.019026i,-0.010991+0.035961i,0.0090825+0.045501i,0.015166+0.045396i,0.01093+0.032958i,0.0042292+0.016637i,-0.0023102+0.0083031i,-0.0029915+0.0099697i,0.0013884+0.013467i
-0.16923+0.0026487i,-0.19083-0.11567i,-0.23314-0.22919i,-0.32195-0.17974i,-0.32378-0.028871i,-0.2106+0.041881i,-0.10712+0.020736i,-0.052387+0.0041266i,-0.016497+0.0025633i,0.0053156-0.0020253i,0.018933-0.010424i,0.025545-0.024481i,0.018358-0.030925i,0.0060067-0.021334i,-0.0020344-0.0075312i,-0.0070152-0.0024832i,-0.0096856-0.010306i,-0.0091585-0.02233i,-0.0069193-0.022633i,-0.00346-0.01126i,0.0010402-0.002531i,0.0048176-0.0013521i,0.0073745-0.0015784i
-0.0095291-0.20629i,0.077206-0.24737i,0.15884-0.26694i,0.14239-0.24475i,0.10188-0.11022i,0.10273+0.035217i,0.092009+0.057426i,0.055682+0.023606i,0.037256+0.0090252i,0.034274-0.0019905i,0.030404-0.010361i,0.029456-0.015271i,0.023665-0.026171i,0.0052209-0.036295i,-0.017464-0.032336i,-0.030847-0.010177i,-0.030396+0.018864i,-0.021647+0.038987i,-0.0097853+0.039594i,-0.00070201+0.026575i,-0.00024707+0.012983i,-0.0054643+0.0043807i,-0.011029+0.00288i
0.22632-0.024869i,0.28198+0.0083845i,0.3029+0.0041376i,0.28519-0.10044i,0.19429-0.19035i,0.10021-0.16257i,0.057558-0.085441i,0.03167-0.032997i,0.011133-0.0081242i,-0.0013847+0.00013306i,-0.009475+0.013436i,0.00040583+0.03364i,0.021575+0.039988i,0.030754+0.026974i,0.025847+0.0044359i,0.015288-0.02059i,0.0064342-0.042149i,0.0029354-0.049503i,0.003368-0.039536i,0.0024024-0.025974i,-0.00111-0.015694i,-0.0046239-0.0062918i,-0.0070752-4.3709e-05i
0.04153+0.23482i,0.04146+0.28475i,0.041151+0.25489i,0.031783+0.15798i,-0.050306+0.034014i,-0.13652-0.017008i,-0.11584+0.0020181i,-0.057105+0.011925i,-0.034814+0.012708i,-0.025188+0.018351i,-0.017824+0.018275i,-0.012145+0.016783i,-0.001823+0.0092684i,0.0051307-0.0054529i,0.0035433-0.014504i,-0.0024963-0.0097849i,-0.009999+0.004829i,-0.016999+0.015784i,-0.018709+0.015321i,-0.015334+0.009358i,-0.010472+0.0047259i,-0.0053587+0.0012407i,-0.00030141-0.0032438i
-0.22947+0.055801i,-0.26359+0.095968i,-0.19343+0.1433i,-0.070591+0.19738i,0.02944+0.21236i,0.041701+0.16731i,0.012374+0.10766i,0.0010978+0.056596i,-0.0036409+0.025829i,0.000965+0.014089i,0.0097236-0.00081016i,0.001596-0.0053213i,-0.0047701+0.01155i,0.008754+0.024708i,0.029898+0.017445i,0.043445-0.0072217i,0.046301-0.035348i,0.042097-0.050386i,0.032135-0.045545i,0.021747-0.031666i,0.016168-0.020317i,0.012664-0.012701i,0.0086876-0.0098149i
-0.069913-0.21781i,-0.12251-0.23344i,-0.12412-0.12981i,-0.032723-0.013166i,0.10223+0.010961i,0.15376-0.042209i,0.088847-0.06118i,0.026219-0.028405i,0.013371-0.0086417i,0.011574-0.007442i,0.0061719-0.010538i,-0.0048278-0.017878i,-0.013986-0.018605i,-0.01303-0.01073i,-0.0090437+0.0021965i,-0.0081273+0.019844i,-0.010844+0.039153i,-0.012969+0.048195i,-0.0089482+0.039892i,-0.0021478+0.024232i,0.0020288+0.010181i,0.0032993+0.00067408i,0.003472-0.0037319i
0.20734-0.07083i,0.19889-0.13728i,0.057937-0.15773i,-0.095321-0.11503i,-0.15286-0.081519i,-0.1286-0.081661i,-0.088866-0.072858i,-0.054897-0.038531i,-0.023948-0.013153i,-0.011607-0.0051683i,-0.0099455+0.0022581i,-0.0081096+0.0065675i,-0.014704+0.011829i,-0.022593+0.025865i,-0.013212+0.036099i,0.013293+0.027674i,0.037037+0.0053325i,0.044646-0.0098011i,0.039351-0.0090289i,0.029808-0.0013112i,0.017525+0.0054025i,0.0041566+0.010082i,-0.0020165+0.012772i
0.074914+0.18807i,0.13302+0.16515i,0.10661+0.035447i,-0.034466-0.032508i,-0.14718+0.043281i,-0.11699+0.12045i,-0.032986+0.089387i,-0.00486+0.026959i,-0.006337+0.0060721i,-0.0028718+0.00086979i,0.0042865-0.0089612i,0.014364-0.027004i,0.013767-0.047711i,-0.0039789-0.052833i,-0.031137-0.036412i,-0.056843-0.0038599i,-0.071594+0.025836i,-0.070296+0.035494i,-0.053943+0.030317i,-0.034822+0.022056i,-0.020828+0.016649i,-0.0079239+0.012338i,0.0019303+0.0061191i
-0.16634+0.069229i,-0.12346+0.12164i,0.018503+0.10443i,0.11948+0.012061i,0.12873-0.035866i,0.1241-0.0088456i,0.11454+0.0016817i,0.072439-0.016108i,0.028543-0.018144i,0.011509-0.0082832i,0.011792-0.0014022i,0.017669+0.0053129i,0.021377+0.0078665i,0.020137+0.0004618i,0.016869-0.011273i,0.019193-0.019658i,0.030576-0.026491i,0.037666-0.029719i,0.030095-0.022737i,0.017238-0.01296i,0.0054999-0.010399i,-0.0060158-0.01063i,-0.012108-0.0077369i
-0.063645-0.1365i,-0.10392-0.078658i,-0.070422+0.028945i,0.035382+0.021541i,0.075682-0.089263i,0.0073677-0.12546i,-0.033704-0.060663i,-0.011087-0.0079543i,0.003643+0.0046458i,0.0046915+0.014419i,0.012378+0.023465i,0.026356+0.02444i,0.044924+0.012232i,0.051697-0.010982i,0.032081-0.03325i,-0.0085699-0.041295i,-0.046756-0.029888i,-0.058922-0.01125i,-0.044238-0.00091931i,-0.024884-0.0027141i,-0.011822-0.0049331i,0.0007134-0.0022083i,0.0066197-0.0014138i
0.11553-0.054753i,0.03992-0.087873i,-0.078729-0.070353i,-0.11631+0.0011444i,-0.094229+0.047608i,-0.092908+0.055582i,-0.082089+0.065489i,-0.043343+0.062536i,-0.010081+0.042826i,0.0030279+0.020654i,-0.0070727+0.0077439i,-0.026112+0.018108i,-0.035209+0.036287i,-0.026683+0.043844i,0.0042301+0.039407i,0.045753+0.019531i,0.074363-0.0043525i,0.075505-0.016804i,0.054605-0.016091i,0.034444-0.0065213i,0.024672-0.0018804i,0.01502-0.0048832i,0.0047025-0.0038856i
0.042987+0.086085i,0.06157-0.01405i,0.038394-0.11745i,-0.01372-0.083985i,-0.0029032+0.014828i,0.056215+0.034048i,0.057096+0.002564i,0.019776+0.0015258i,0.0055265+0.01201i,0.00159+0.00082865i,-0.0095824-0.014827i,-0.014979-0.018674i,-0.0069979-0.011733i,0.0016127-0.0026158i,-0.0034284+0.001722i,-0.020347+0.00027575i,-0.040724-0.0050989i,-0.05256-0.0073825i,-0.045609-0.0045465i,-0.03149-0.0040117i,-0.023055-0.00047144i,-0.015079+0.0060068i,-0.0067307+0.0054599i
-0.07099+0.016859i,0.043382+0.02952i,0.15731+0.0208i,0.15955-0.020476i,0.097882-0.054983i,0.048766-0.076576i,0.011884-0.08384i,-0.010896-0.058279i,-0.017749-0.030513i,-0.014078-0.010261i,-0.0017819+0.00073529i,-0.00085481-0.0079113i,-0.01414-0.01273i,-0.017898-0.0011399i,-0.0004942+0.019614i,0.035116+0.039467i,0.071253+0.044479i,0.081044+0.032516i,0.0596+0.016258i,0.031992+0.0089641i,0.012886+0.0058813i,-0.0015941+0.0013391i,-0.0084665+0.00037607i
0.023668-0.040523i,0.035383+0.095396i,0.064786+0.20043i,0.089915+0.1603i,0.050114+0.076704i,-0.021563+0.063362i,-0.036886+0.064298i,-0.026394+0.028683i,-0.028546+0.010049i,-0.016343+0.020874i,0.012254+0.020248i,0.032233+0.0052036i,0.03762-0.0064987i,0.029373-0.015801i,0.0038359-0.027958i,-0.033073-0.0365i,-0.06192-0.033067i,-0.062776-0.020475i,-0.036685-0.0093323i,-0.011094-0.0087082i,-0.00055214-0.011304i,0.0038484-0.0077938i,0.0073112-0.0066236i
0.024615+0.058368i,-0.11552+0.071189i,-0.21978+0.075663i,-0.1894+0.087347i,-0.090742+0.086996i,-0.0018517+0.062816i,0.034291+0.036935i,0.020801+0.021156i,0.0073998+0.015836i,0.0069575+0.001545i,-0.0046207-0.012496i,-0.021593-0.012725i,-0.034431-0.010307i,-0.041558-0.0013998i,-0.032314+0.019489i,-0.005834+0.043104i,0.023027+0.055504i,0.038711+0.048759i,0.038719+0.030578i,0.032517+0.018539i,0.028613+0.011927i,0.021044+0.0015233i,0.0082888-0.0033735i
-0.10279+0.011583i,-0.14811-0.1331i,-0.18946-0.21216i,-0.21051-0.14563i,-0.16557-0.073963i,-0.083025-0.076838i,-0.034953-0.080635i,-0.012051-0.042905i,0.0081399-0.01768i,0.0079434-0.016968i,0.0011991-0.0072375i,0.016858+0.0058881i,0.037862+0.0046716i,0.036512-0.0086949i,0.011375-0.02989i,-0.022594-0.052253i,-0.04861-0.06602i,-0.056916-0.060916i,-0.047711-0.039239i,-0.031683-0.020098i,-0.022816-0.0080685i,-0.01676+0.0039952i,-0.0054781+0.0089732i
0.0032612-0.13627i,0.14643-0.1656i,0.22188-0.15205i,0.16034-0.12041i,0.062941-0.065435i,-0.010579+0.0016925i,-0.026946+0.026107i,-0.0011879-0.0011539i,0.0063787-0.024301i,0.0047154-0.011524i,0.017858-0.00034085i,0.023477-0.011662i,0.016207-0.023362i,0.010723-0.020558i,0.012714-0.0056691i,0.020686+0.015136i,0.027216+0.033734i,0.0254+0.041388i,0.015428+0.034524i,-0.00014798+0.022494i,-0.011924+0.015967i,-0.011947+0.011951i,-0.0073636+0.0069517i
0.18701+0.01266i,0.24757+0.13743i,0.26861+0.15909i,0.2515+0.045041i,0.18551-0.019713i,0.12434+0.01619i,0.089315+0.045259i,0.045524+0.029433i,0.0054071+0.020871i,-0.0052101+0.025581i,-0.0036053+0.025995i,-0.00077879+0.034394i,0.011027+0.044651i,0.025479+0.030849i,0.031129-0.0089809i,0.021936-0.05368i,0.0042235-0.07675i,-0.0077107-0.069574i,-0.0085566-0.042258i,0.0019397-0.019193i,0.01158-0.016799i,0.0096309-0.018414i,0.0055277-0.013144i
-0.033961+0.23328i,-0.1633+0.26216i,-0.21984+0.19726i,-0.16619+0.095198i,-0.10067-0.0048378i,-0.052258-0.066786i,-0.025519-0.060197i,-0.012694-0.00579i,0.010643+0.029244i,0.019529+0.015787i,-0.0024031-0.0035266i,-0.026412-0.0047527i,-0.035852-0.0011252i,-0.032359+0.010868i,-0.016684+0.035421i,0.005884+0.058441i,0.021942+0.063446i,0.024378+0.046935i,0.020182+0.022934i,0.015356+0.0093305i,0.012909+0.0054767i,0.0082851+0.0018125i,0.00019879+0.00058281i
-0.28773-0.047398i,-0.34527-0.13036i,-0.30697-0.098473i,-0.22087+0.037997i,-0.13738+0.10471i,-0.10841+0.071733i,-0.097784+0.03721i,-0.056623+0.033266i,-0.017409+0.024691i,-0.0040567+0.0099704i,0.0026717+0.0017589i,0.009323-0.0027528i,0.0099284-0.004335i,0.0085319-0.0046127i,0.010073-0.0091413i,0.01623-0.019072i,0.02499-0.031172i,0.02456-0.035963i,0.013006-0.02752i,0.002113-0.011906i,-0.002422+0.0045601i,-0.0030067+0.01469i,-0.0010658+0.015219i
0.075568-0.32148i,0.18925-0.3581i,0.24985-0.2551i,0.24111-0.12091i,0.20768-0.028392i,0.1473+0.022392i,0.079326+0.031102i,0.023105+0.0011681i,-0.012411-0.011812i,-0.0047362+0.0028422i,0.019954-0.0042938i,0.026351-0.030599i,0.021041-0.043338i,0.0063525-0.032717i,-0.014375-0.0032676i,-0.026908+0.028083i,-0.03141+0.047667i,-0.026702+0.049113i,-0.015081+0.030838i,-0.014213+0.0067294i,-0.020329-0.0049888i,-0.0175-0.0064437i,-0.0096643-0.0086754i
