0.00098814-0.00042028i,3.7074e-05-0.0010427i,3.2371e-05-0.0015786i,2.4342e-05-0.0016119i,-0.0010744-0.0010143i,-0.0013481+0.00069972i,-0.00062196+0.0014351i,0.0004684+0.0012683i,0.0014167+0.00074553i,0.0010945+0.00032887i,0.0010483+9.4811e-06i,-4.4015e-05-0.00054822i,-0.0013824-0.00094226i,-0.00046694-8.7338e-05i,2.4268e-05+0.00043589i,0.00012636+0.00020603i,0.00075613+5.8513e-06i,0.00085788-0.00046607i,0.00033053-0.00041271i,-0.00018658-5.6142e-05i,-0.00044217-0.00035859i,-0.00068873-0.00073807i,-0.00030779-0.00075645i
-4.2455e-05-0.0011046i,-0.00043324+0.00032434i,-0.00063497+0.0016663i,-0.00034391+0.0021022i,0.00073182+0.0020216i,0.0011139+0.0018716i,0.00030663+0.00043711i,0.00016001-0.0012121i,-0.00047556-0.00074545i,-0.0010235+0.00070452i,-0.0010702+0.0012502i,-0.0002168+0.0013126i,0.00092871+0.0012989i,0.001521+0.00063377i,0.0013081-0.0007383i,0.00083705-0.00086262i,0.00084796+5.8531e-06i,0.0010171-0.00015558i,0.0010908-0.00017065i,-0.00011416+0.00014547i,-0.00060896+0.00083189i,0.00026521+0.00092i,0.00083286-5.7677e-05i
0.00043904+0.00062405i,-0.00093695-3.2069e-05i,-0.00091676-0.0011453i,0.0003985-0.0017775i,0.0004135-0.0011689i,-0.00033641-0.00044063i,-0.00096725-6.8829e-05i,-0.0004235-0.00043666i,0.00026869-0.00062042i,0.00028527-0.00021822i,-0.00024714-0.00019103i,-0.00028605-0.00026181i,1.8192e-05+6.2576e-05i,-0.00036387-0.00060081i,-0.00054239-0.00064764i,-0.00022928+0.00015743i,7.1581e-05-0.00022108i,-0.00061994-0.00054837i,-0.0012767+2.2024e-05i,-0.0005608+0.00019485i,-0.00011759-0.00018419i,-0.00046822-0.00049261i,-0.00080558-0.00018638i
-0.00023051-0.00092873i,-0.00019232+6.5853e-05i,-0.00089554+0.0021355i,-0.0013761+0.0034673i,0.00013111+0.0033266i,0.00096526+0.0023026i,0.0001295+0.0016515i,-0.00022036+0.0010161i,-0.00027308+0.00030323i,-0.00079862-0.00037661i,-0.0014427-0.00088877i,-0.0015477-0.00085969i,-0.0011247-0.0002695i,-0.00079149+0.00066172i,-0.00065309+0.00032891i,2.7491e-05+0.00048974i,0.0005686+0.00097321i,0.00060618+3.4184e-05i,0.00019059-0.00088814i,-0.00029102-0.00075526i,3.8357e-05-0.00018269i,5.1333e-05-0.00014743i,0.00040549+1.3397e-05i
-0.0016449-0.0025184i,-0.0024895-0.0019427i,-0.001977-0.00076943i,-0.0016708+0.00081641i,-0.0014461+0.0018019i,-0.00024022+0.0018527i,0.00049515+0.0017169i,0.00056906+0.00079604i,0.00062999+0.00020399i,0.0010199+0.00021807i,0.0016884+0.00092836i,0.0017828+0.00098912i,0.0013793+0.00024852i,0.00074105-0.00040528i,0.00050234-0.00085647i,8.4993e-05-0.0005424i,0.00042934+4.3528e-05i,0.0015106+0.00040904i,0.0010391+0.00040374i,-0.00031899+0.00045794i,-0.0011568+0.00048681i,-0.00044873+0.0003661i,-6.4253e-05+0.00025422i
-0.00047629+0.00043737i,-0.00050754+0.0011218i,-0.00051652+0.0012007i,0.00056114+0.0019063i,0.0015744+0.0018574i,0.0020587+0.00015948i,0.0022437-0.00051547i,0.0010405-0.00017907i,0.00033969-0.00044763i,0.00060625+6.9345e-06i,0.00039505+0.00062629i,-0.0001002+0.00041906i,0.00014871+0.00022503i,0.0001286-0.00032195i,-0.00036018-0.00047199i,-0.00087844-0.00035496i,-0.0005635-0.000166i,-0.00026911-3.4683e-05i,-3.1935e-05+0.0001375i,-0.0001573+0.00039405i,-0.00069965+0.0004397i,-0.00040042+5.8053e-05i,-0.00089623-0.00026797i
0.00089539-0.00016227i,0.00081423+0.00034626i,0.00026106+0.00020295i,-0.00041665+0.00096861i,-0.00045348+0.0016129i,-0.00046261+0.0012208i,-0.00050008+0.0010008i,-0.00044739+0.00089469i,-0.00027291+0.00062933i,-0.00045268-4.7049e-05i,-0.00093217+9.7124e-05i,-0.00060394+0.00018909i,-0.00012984-0.00033866i,-0.00027809-0.00044081i,-0.00015547-0.00038836i,0.00025444-0.00012915i,0.00067483+9.4533e-06i,0.00095213+6.2923e-06i,0.0009883-3.0093e-05i,0.0002202-0.00054435i,-0.00046075-0.00059663i,-0.00016673-0.00037847i,-2.817e-06+3.6815e-05i
0.00018203-0.0010716i,-0.0019006-0.00088631i,-0.0028766+0.00011961i,-0.00052685+0.0016539i,0.0014122+0.0014117i,0.0014312+0.0010854i,0.00076747+0.0015545i,0.00055812+0.00083042i,0.0005322-1.1053e-05i,-5.7354e-05+0.00068406i,-3.8637e-05+0.0010336i,0.00050615+0.00070383i,0.00097362+0.0014523i,0.00079773+0.0015851i,0.00053302+0.00038552i,0.00054635-0.00066269i,0.00071089-0.0007765i,0.0009829-0.00081538i,0.00057336-0.00088806i,-2.111e-05-3.9773e-05i,6.3398e-05-2.0479e-05i,0.00025532-0.00025325i,-5.2694e-06+0.00015168i
-0.00087766-8.0733e-05i,-0.00093275+0.00085315i,-0.00077694+0.0015144i,0.00083928+0.0021831i,0.0022474+0.001557i,0.0020888+0.0008649i,0.0010315+0.00083379i,5.2469e-05+0.00016169i,-8.1219e-05-0.00069053i,6.1935e-05-0.0017094i,0.00044966-0.00076073i,0.00073637+0.00057983i,0.0013165+0.00025854i,0.0013493-0.00061252i,0.00023341-0.00097773i,-9.0863e-05-0.00070417i,-5.7408e-05-0.00010337i,0.00070629-0.00017234i,0.0011707-0.00080489i,0.00016747-0.0012861i,-5.8994e-05-0.00097343i,0.00032476-0.0006103i,0.00073196-0.00095468i
-0.00038352+0.0019763i,0.00011538+0.0015039i,0.00087827+0.0016376i,0.0010302+0.00052892i,0.0017201-0.00039811i,0.0022461-0.0012503i,0.001379-0.00085922i,0.00052756+0.0001238i,5.8309e-05+3.4867e-06i,0.00023323-0.0006747i,0.00082249-0.0010709i,0.00068843-0.0016159i,0.00021934-0.0020561i,-0.00021099-0.0019975i,-0.00065729-0.0011619i,-0.00088031-0.000566i,-0.00016887-0.00054778i,-7.9679e-06+3.2059e-05i,0.00047508+0.00050739i,0.00096325+0.00079496i,0.00029712+0.0012381i,-0.00052195+0.0014649i,-0.00056716+0.0015234i
0.00064359-0.0019079i,0.0001792-0.0011545i,-1.6959e-05-0.00068172i,0.00067526+0.00035663i,0.0021736+0.00081425i,0.0023466+0.00017467i,0.0010128-0.00020046i,2.7438e-06-0.00015134i,-0.00057306+0.00021899i,-0.00049518-0.00029541i,-0.00031539-0.0016081i,-0.00031678-0.0016279i,-0.00047449-0.00071669i,-8.5556e-05-0.00013478i,-0.00017866+7.7474e-06i,-3.6205e-05-0.00025533i,0.00017871-0.00057417i,6.8571e-05-0.00043005i,2.0414e-05-0.00020372i,-8.265e-05-0.00038867i,0.00073802+5.3871e-05i,0.00027909-1.7165e-05i,-0.00024822-0.00064695i
-0.00022004-0.0027663i,-0.0013244-0.0017499i,-0.0033765-0.00033288i,-0.0032406+0.0014377i,-0.0021772+0.0026234i,-0.0011608+0.0023865i,0.00038537+0.0013962i,0.0007395+0.00077431i,-0.00023315+0.00067388i,-0.00075312+0.0010364i,-0.00025863+0.0014244i,0.00056026+0.001672i,0.00048248+0.00072257i,0.00025703-3.4999e-05i,0.00024709+5.4037e-05i,-7.7945e-05+0.00069298i,-5.6406e-06+0.00053759i,0.00025295-0.0002701i,-0.00034173-0.00022212i,-0.00072858+0.00016937i,-0.00011437+0.00016935i,-5.9239e-05-0.00015047i,-0.00047536+0.00012188i
-0.0021448+0.0029337i,-0.0020286+0.0027065i,-0.0015005+0.0029727i,-8.8566e-05+0.0032336i,0.0017771+0.0027301i,0.0026809+0.0018074i,0.001706+0.0010869i,0.00024158+0.00054034i,-0.00055212+0.00099964i,0.000321+0.00093028i,0.00087052+0.00030995i,0.00071132-0.00037175i,0.00088381-0.0006136i,0.00022625+0.00013373i,-0.00078223+0.00052977i,-0.00084754+0.00045892i,0.00044194+0.00038052i,0.00084257-5.9062e-05i,-0.00047595-0.0009244i,-0.0011942-0.00084263i,-0.0018107-0.00042037i,-0.0020177-0.00012624i,-0.00088482+0.00028596i
-0.00054275-0.0012791i,-0.0011522+0.00065799i,-0.0010402+0.0017198i,-0.0001635+0.0012639i,0.0011093+0.0012924i,0.001637+0.0017497i,0.00099746+0.001031i,0.0013134+0.00090129i,0.0010308+0.0012481i,-0.00033728+0.00010013i,-0.00023514-0.00099632i,-9.505e-05-0.00097445i,0.00025518-0.0002901i,0.00086074-0.00029226i,0.00013263-0.00026123i,-0.00016715-0.000499i,-0.00035944-0.0011065i,-0.00013666-0.00069004i,0.00038597+0.00014068i,1.9271e-05+0.001017i,-0.00064164+0.0011676i,-0.00050804+0.00068402i,0.00028853+1.0752e-05i
0.0025849-0.002208i,0.0005391-0.002474i,-0.00077105-0.0018018i,-0.0010381-0.00084148i,-1.3078e-05-0.0011884i,0.0001015-0.00072112i,-0.00033201+4.1644e-05i,-2.113e-05-0.00042318i,-0.00031351-0.00036775i,-0.00071218+0.00019595i,-0.00056719+0.00051609i,-0.0003096+0.0010533i,-0.00011369+0.00052724i,0.0002089-0.00052385i,0.00066606-0.00066854i,0.00071425+5.8596e-06i,0.00043702+0.00093904i,-2.3204e-05+0.00023435i,-0.00019924-0.00062322i,-3.4041e-05-6.6761e-05i,0.0004778-0.00018048i,0.00049019-0.00079326i,-0.00016095-8.0749e-05i
-0.00026161-3.6695e-05i,-0.00035823+0.00012163i,-0.00048012+0.00024208i,0.00016642+0.0013959i,0.00016447+0.0023185i,-8.0963e-05+0.0019647i,0.00029071+0.00079688i,0.00010724+0.00019001i,-0.00024642-6.8791e-06i,-0.00041217-7.0268e-05i,0.00026745+0.00047526i,0.00071929+0.001202i,0.00010187+0.00079667i,-0.00020591-0.00033036i,-0.00012078-0.00023791i,-6.7757e-05+0.00035707i,0.00024939-0.00033196i,0.00024175-0.0014205i,-0.00086875-0.0014284i,-0.0014587-0.00093102i,-0.0013617-0.00091518i,-0.0012821-0.00052149i,-0.00022497+0.00037947i
-0.0026069-0.0013483i,-0.0036956+0.00089228i,-0.004242+0.0016454i,-0.0036614+0.0025067i,-0.0013647+0.0035675i,0.0013165+0.0030718i,0.0023414+0.0023803i,0.0021268+0.0012503i,0.0010138-0.00029033i,0.00024191-0.00066441i,0.00091455-0.00055296i,0.0010856-0.00024988i,-5.9846e-05-0.00048501i,-0.00034827-0.0008816i,0.00020471-0.0013444i,0.0001468-0.00099287i,-0.00022071+4.6379e-05i,0.00010741+0.00035635i,-0.00043407-0.0001887i,-0.0009849-0.00083587i,-0.00068797-0.00061213i,-0.00046759-0.00052038i,-0.00021661-0.00071537i
0.0010567-0.00074032i,0.00084749-0.00074895i,0.0015395+0.00031011i,0.0019459+0.00097571i,0.001573+9.8615e-05i,0.0016902-0.0012662i,0.0012938-0.0011584i,0.000633+0.00015803i,0.00065743+0.00080573i,0.00039015+0.00040719i,-0.00025889-0.00037388i,-0.00090198+7.6719e-06i,-0.00090448+0.00086625i,-0.00013903+0.00025694i,-0.00030309-0.00086456i,-0.000303-0.00088829i,0.00024562-0.00020692i,0.0006215-0.00037797i,0.00065432-6.3458e-05i,6.644e-05-2.7758e-05i,9.2155e-05-0.00063922i,-0.00050489-0.00040386i,-0.00056607-0.00018713i
-0.001066-0.002375i,-0.0013383-0.00047752i,-0.0024328+0.00099473i,-0.0021252+0.0021953i,-0.0011596+0.0027428i,0.00012656+0.0020516i,0.00055854+0.0006572i,-0.00024964+0.00033657i,-0.00030611+0.00053805i,-0.00023223+0.00058965i,-0.00044002+0.0011603i,1.5564e-05+0.0020073i,0.00057786+0.0010975i,0.00013537-0.00022384i,-0.00069199-0.00055723i,-0.00034702-0.00036056i,0.00051525+0.00011314i,-0.0002433+2.4848e-05i,-0.00042013+0.00053921i,-0.00033589+0.001237i,-0.00090047+0.0011756i,-0.00093359+0.00068082i,-0.00044246+0.0005354i
-0.0010622-0.00072379i,-0.0016777-0.00072477i,-0.0024249+9.158e-05i,-0.0020048+0.00070112i,-0.00088231+0.0016581i,-8.5632e-05+0.0024863i,5.5167e-05+0.0019448i,3.7801e-06+0.00051202i,-0.00011127-0.0005367i,-0.00049084+0.00021654i,0.00038588+0.00059952i,0.0016307+7.5124e-05i,0.0013793+0.00028815i,0.00088642+0.00035675i,0.00049086-0.00088415i,0.00026619-0.0012262i,-7.3511e-05-0.00042552i,-0.00083988+0.00030098i,-0.0010448+0.000739i,-0.00089573+0.00023778i,-0.00095386+0.00013688i,-0.0010552+0.00042715i,-0.0011018+0.00043019i
-0.00087828-0.002457i,-0.00045638-0.0011431i,-0.0010364+0.00065195i,-0.0013414+0.0024537i,1.0883e-05+0.0039163i,0.0018643+0.0033699i,0.0025197+0.0017182i,0.0012801+0.00106i,0.00060187+0.00053419i,3.6482e-05-0.00014495i,1.0506e-05+5.7347e-05i,0.00042443+0.00070891i,-0.00029262+0.00048029i,-0.00067584-0.0004342i,-0.00052278-0.0004163i,-0.00064605-5.973e-05i,-0.00047885+0.00060437i,-0.00023092+0.00069611i,-0.00097202+1.8147e-05i,-0.00091704+2.9092e-05i,0.00014396+0.00062768i,0.0003067+0.00072767i,0.00055124+0.00013417i
0.0017939-0.00021493i,-0.00031334-0.00071511i,-0.00062039-0.00019084i,-1.2054e-05+2.9998e-05i,0.00092632+0.00054458i,0.0013845+0.00010382i,0.00077958-0.0006152i,-0.00011596-0.00055209i,-0.00066756-0.00033708i,-0.00080478-0.0001799i,-0.0010578-2.789e-05i,-0.0011461+0.00084615i,-0.00026464+0.001085i,0.00038295+0.00059417i,-6.6073e-05+0.000624i,-8.6787e-05+0.0008533i,-2.7273e-05+0.00082051i,-0.00033998+8.269e-05i,-0.00023245-0.00021567i,-0.00064704+0.00017165i,-0.00045328+0.00037939i,0.00064612+0.00051206i,0.00083203+0.00025198i
-0.0037853-0.0014479i,-0.0040844+4.5845e-05i,-0.0047105+0.0012388i,-0.0040377+0.0029582i,-0.0011887+0.0040977i,0.0010003+0.0026125i,0.0010246+0.00055311i,3.3949e-05+0.0004479i,-0.00016056+0.00075432i,0.00032437+0.00068619i,0.00028299+0.00070391i,0.00052154+0.0011215i,0.00099882+0.00047501i,0.0011014-0.00035964i,0.00085379+4.8552e-05i,0.00082395+0.00031774i,0.00031123+6.8705e-05i,-7.9121e-05+0.00010129i,-8.2904e-05-0.00041808i,-0.00013574-0.00068074i,-0.00037156-9.4327e-05i,-0.00029833+0.00010592i,0.00014528-0.00024241i
7.8175e-05-0.00082236i,0.00011285-0.00028087i,0.00017223+0.0018528i,7.2379e-05+0.0037318i,0.00020325+0.0041401i,0.00033191+0.0037693i,-0.00015701+0.0019674i,-0.00014475+0.00088071i,3.0352e-05+0.0009972i,0.00025481+0.00070177i,0.001127+0.0003752i,0.0012395+0.00062425i,0.00089993+0.0006388i,0.00048604-0.00054402i,6.7084e-05-0.0016914i,-0.00023467-0.0016358i,-2.1476e-05-0.00070762i,-0.00020986-0.00035416i,-0.00012349-0.00048544i,-0.00051283-0.00032182i,-0.00043267-0.0001071i,0.00023884+0.00030325i,0.00011425+0.00065689i
-0.00020669-0.0011256i,-0.0014848-0.001703i,-0.0010281-0.0015081i,-0.00011644+0.00017127i,0.0009679+0.0011531i,0.0012787+0.0012309i,0.0004486+7.9333e-05i,0.00036023-0.00016677i,0.00032715+0.00098771i,0.00030149+0.00061808i,0.00033028-0.00048231i,-0.00024209-0.00052454i,-0.0010914-0.00022035i,-0.00094623+0.00041342i,-0.00060432+0.00043438i,-0.00062802-0.00021018i,-2.1844e-05+3.2989e-05i,0.00016352+0.00044131i,-0.00016975-2.7842e-05i,-7.6269e-05-0.00016984i,0.0003759+0.00023902i,8.2241e-05+0.00046882i,5.8319e-05+0.00078886i
0.0006391-0.0020036i,-4.8624e-05-0.00059493i,7.2222e-05+0.00053533i,0.00097453+0.0015321i,0.0010793+0.0020322i,0.0011195+0.0013879i,0.0007596+0.00053939i,-0.00022734-0.00070848i,0.00015995-0.0010832i,0.0010943-0.0005041i,0.00029756+0.00044771i,-0.00017659+0.00055497i,0.00061263+0.00064673i,0.0009074+0.00021657i,0.00058487-0.0004716i,0.00067434+0.00044772i,0.00071086+0.00098978i,1.0772e-05+0.0007687i,-0.00060818+0.00038483i,-0.00066261-5.5153e-05i,0.00031781-0.00013413i,0.00055838+0.0001726i,-0.00011986-0.00047474i
-0.00071531+0.00071369i,-0.0014439+0.0027786i,-0.0020989+0.0038031i,-0.00098913+0.0027874i,0.0006028+0.0022952i,0.00094548+0.0018658i,-4.6694e-05+0.0016755i,-0.00086788+0.0017559i,-0.00026035+0.0008345i,0.0010604+0.00039682i,0.0013183+0.00041767i,0.00098654+0.00027172i,0.00053789+0.00046883i,0.00044697-0.00031571i,0.00023811-0.0011333i,4.4456e-05-0.00052881i,-9.719e-05-0.00039486i,-0.00013243-0.00082936i,-0.00046115-0.00045523i,-0.00056549-0.00010074i,-0.0002913+2.5709e-05i,-0.00011504+0.00069549i,-0.00028955+0.00033917i
0.00010377-0.0010549i,-0.00013767-0.00052998i,-0.00017944+0.0011256i,0.00048649+0.0021221i,0.001586+0.0031349i,0.0024778+0.0029387i,0.0021498+0.00066362i,0.00084459-0.00018966i,-0.0004485+0.0004494i,-0.00074824+0.00082702i,-0.0012108+0.0010531i,-0.0011697+0.0012285i,-0.00020526+0.00081776i,-0.00021207-0.00033236i,-0.00042085-0.00070403i,-0.00024949-0.00019398i,-1.7632e-05+0.00029379i,0.00030588+0.00012639i,4.1949e-05-0.00037448i,-0.00023923-0.00042742i,-0.00082013+0.00028768i,-0.00096224+0.00043169i,-0.00039487-7.2495e-05i
0.00061986-0.00067159i,-0.00040712-0.00092862i,-0.0016009-0.0012462i,-0.0014198+4.3468e-05i,-0.00024857+0.0015536i,0.00032541+0.001096i,0.00015753+0.00040771i,0.00036705+0.00057749i,0.00067997+0.0010797i,0.00025642+0.0011011i,0.00065584+0.0007707i,0.0010023+0.00080612i,7.4974e-05+0.0013403i,2.3254e-05+0.00085652i,0.00034215+8.7177e-05i,-3.6724e-05+0.00030525i,-0.00026117-0.00019197i,-0.00071771-0.00014084i,-0.00079694+5.2022e-05i,-0.00032773-0.00018085i,-0.00045742+0.00027168i,-0.00070344+0.00030353i,-0.00018596-0.00016602i
0.00066295-0.00029786i,0.00069442+0.0023389i,-0.00030091+0.0020861i,-0.00055448+0.0014548i,0.00020704+0.0022803i,0.00044246+0.0027455i,0.00055825+0.0011961i,0.00052786+0.00064541i,0.00026055+0.00030057i,-4.7451e-05-0.00053222i,-0.00011517-0.00050235i,0.00060647-0.00074009i,0.001159-0.0011376i,0.0010513-0.0017639i,0.00065303-0.0012125i,0.00023965-0.00038297i,4.6987e-05-0.00024647i,4.5868e-05+8.8442e-05i,0.00049769+0.00039403i,0.00063152+0.0003327i,-0.00044486-0.00033251i,-0.00093325-0.0001835i,0.00010109-6.8691e-05i
-0.0011274-0.0021947i,-0.0009492-0.0010233i,-0.00084517+0.00062711i,-0.00072148+0.001571i,0.00045888+0.0017444i,0.0010032+0.0021881i,0.00049057+0.0018319i,0.00060353+0.00030992i,0.00010321-0.00069907i,-0.00038196-0.0011438i,-0.00052352-0.00068159i,-0.0003992+9.3786e-05i,0.00013027+0.00032993i,-0.00032238-0.00020541i,-0.00091563-0.00057133i,-8.856e-05-0.00017414i,0.00067569-0.00026919i,0.00076423-0.0003064i,0.0001933-0.00037205i,-4.4536e-05+0.00041583i,0.00010096+0.00093906i,-8.343e-07+6.0635e-05i,-0.00014476-0.00054721i
0.00088003-0.0010269i,-0.00018107-0.0021496i,-0.0004364-0.0014707i,-0.00069693+0.00037388i,-0.00055674+0.0019682i,0.00028717+0.0015682i,0.00081146+0.00094974i,0.00028144+0.00083052i,-0.00030492+0.00043123i,0.00018293+0.00028488i,-0.00012374+0.0014436i,-0.0010706+0.0015588i,-0.00046802+0.00065103i,0.00026912+0.00061572i,0.00031947+0.00038503i,-0.00013552-0.000566i,7.4581e-05-0.00091612i,0.0008249-0.00051803i,0.00069008+0.00017078i,0.00070644-0.00031448i,0.00070761-0.00037125i,0.00062485-0.00016756i,9.9568e-05+0.00030944i
-5.9889e-05-0.00053549i,-0.0016605+0.00073743i,-0.0024168+0.0015115i,-0.00065433+0.0027412i,0.0010227+0.0030061i,0.00071015+0.0019609i,-4.2941e-05+0.00090729i,0.00011084-1.4854e-05i,0.00043917+4.3357e-06i,0.0015131+0.0010914i,0.0022439+0.0010425i,0.0018384+0.00012021i,0.0017137-0.00054753i,0.0015099-0.0011379i,0.00071915-0.0014041i,-0.0002758-0.00080188i,-0.00025415-0.0002722i,-7.5776e-05+4.8775e-05i,-0.00086356+0.00045693i,-0.00039892+0.00015269i,0.00084527-0.00041745i,0.00071415-0.00068458i,0.00037926-0.00074144i
0.001566-0.00041885i,0.0019772-0.0003829i,0.0018414+6.3109e-05i,0.0020734+0.0008281i,0.0026791+0.001142i,0.0024227+0.0012315i,0.00077583+0.0012181i,0.00030363+0.00022634i,0.00078307+2.3809e-05i,-3.5477e-05-0.00010008i,-0.00086935-0.00064456i,-0.00076775-0.0005239i,-0.00072228-0.00064705i,-0.00016446-0.0014022i,0.00022101-0.0014662i,-9.9798e-05-0.00056554i,-0.00014899-0.00033224i,-0.00018134-0.00099486i,-0.00032731-0.00085125i,-5.2474e-05-0.00050804i,0.00055343-0.00065003i,0.00079257-0.00076604i,0.00068533-0.00010778i
0.0020078-0.00069363i,0.00059835-0.00098142i,2.8598e-05-0.0015912i,-0.0009674-0.00083146i,-0.0016426-0.00024989i,-0.00077304-4.2023e-05i,0.000115+0.00068682i,5.0518e-06+0.00062799i,-0.00067698+0.00025064i,-0.0012284-0.00019944i,-0.0010693+0.00028901i,-0.00026331+0.00085176i,-0.00044289+0.00094259i,-0.0006014+0.00034158i,0.00036939+0.0002636i,0.00071286+0.0004455i,0.00032584+0.00029263i,0.00046996+0.00035086i,8.6358e-05+0.00037144i,-0.00024067+0.00032037i,0.0003436+0.00029407i,0.00094758-0.00059603i,0.0010354-0.00062896i
-0.00040524-0.00065401i,-0.0014084-0.00051599i,-0.00084315+0.00041368i,0.00074859+0.0017549i,0.0016622+0.0025711i,0.0010031+0.002425i,2.7618e-05+0.0014246i,-0.0001614+0.00028043i,0.00041973+0.00024508i,0.0011608+0.0011406i,0.0015838+0.00099133i,0.0022099+0.00053274i,0.0022349+0.0012538i,0.0018585+0.0011588i,0.0017135+0.0010945i,0.0011937+0.0013048i,0.00094245+0.00041064i,0.00063163-0.00035607i,-0.00039959-0.00085265i,-0.00045537-0.0015049i,1.0194e-05-0.0011948i,-0.00063754-0.00050423i,-0.00015151+0.00028145i
0.0019205-0.0018344i,0.00082431-0.00034575i,-0.00011171+0.0022645i,-0.00063439+0.0035377i,0.0003487+0.0036695i,0.0014007+0.0025469i,0.0012768+0.0014667i,0.00067035+0.00089444i,0.00094408+0.00013779i,0.0012362-0.00015459i,0.0011118-0.0005866i,0.00084458-0.0010546i,1.8933e-06-0.00069041i,-0.00035254-0.00033078i,-0.00068332-0.0006988i,-0.00023769-0.0008168i,0.00047721+8.2287e-06i,0.0003504+0.00071799i,6.0808e-05+0.00021612i,-1.2027e-05-7.4817e-05i,8.9796e-05+0.00031348i,0.00016923+0.00031706i,0.0004586+0.00047581i
0.00060526-0.00092004i,0.00069354-0.0010944i,9.8936e-06-0.0017127i,0.00059134-0.0011302i,0.0023864+0.00059374i,0.0027876+0.00048562i,0.0019084+0.0011504i,0.0012266+0.0017109i,0.0006829+0.00013875i,-0.00066901-0.00053529i,-0.0015039+1.8659e-05i,-0.0012602+8.8411e-05i,-0.0011809-0.00022941i,-0.0011408-1.3185e-05i,-0.0011371+0.00028256i,-3.1507e-05+0.00029264i,0.00097974+0.00041371i,0.00083465+0.00059159i,0.00013249+0.0008037i,0.00036131+0.00053232i,0.00036936-2.0945e-07i,-0.00066475-0.00022828i,-0.0010127-0.00087175i
-0.0028315+0.0029175i,-0.0033403+0.0028235i,-0.0031008+0.0025616i,-0.0012196+0.002716i,0.00049717+0.0032566i,0.00039643+0.0022418i,0.00053207+0.00080233i,0.00045987+2.8271e-05i,0.00053885+0.00014525i,0.00040965+0.00029673i,0.0003521-3.4532e-05i,0.001394-3.811e-05i,0.0012441+9.4093e-05i,0.00030541-0.00076754i,-1.4308e-05-0.00066132i,-0.00033806+0.00023353i,-7.4625e-05+8.2484e-05i,0.00086689-0.00022844i,0.0012108-0.00020439i,-8.1328e-05-9.3281e-05i,-0.00093675+0.0004254i,-0.00029679+0.00072625i,-0.00041455+0.0012747i
0.0023618-0.0011327i,0.001285+0.0005727i,0.00085712+0.0016258i,8.143e-05+0.0020085i,-0.00096496+0.0021152i,-0.00065385+0.0011866i,-0.00077573+0.0007049i,-0.00074045+0.0013255i,-0.00030683+0.001255i,-0.00046491-5.9027e-05i,0.00052742-0.0001598i,0.00025232-0.00020122i,-0.0001611-0.0010813i,7.2298e-05-0.00074674i,-2.1435e-05-1.6371e-05i,4.5198e-05+0.00014186i,9.9705e-05+0.00025809i,0.00079173+0.00035898i,0.001062-0.00024583i,0.00040795-0.00025436i,0.00039557+0.00029917i,0.001329+0.00048733i,0.0010895+0.00074352i
-0.0013627-0.0011158i,-0.0010254-0.00048121i,-0.00098721+0.0021955i,0.00081252+0.0031684i,0.0036529+0.0029466i,0.0041801+0.0021584i,0.0025088+0.00078007i,0.00024383-5.7841e-06i,-0.0006599-1.0458e-05i,-0.0002408-0.00011435i,4.3089e-05+0.00090316i,3.7739e-05+0.0015719i,-0.00015098+0.001129i,-0.00030646+0.00027285i,-0.0002231-0.00034466i,0.0002034-0.00066192i,0.00031659+7.8956e-05i,0.00053523+0.00093622i,0.00044293+0.00017069i,-5.7684e-05-0.00052154i,-0.00019934-0.00046199i,-5.4704e-05-0.00046311i,0.00047839-0.00028763i
-0.00080202-0.00062997i,-0.0015667-0.0012653i,-0.0019157-0.0013986i,-0.00087897-5.3172e-05i,0.00020887+0.00038971i,0.00056258+0.00026612i,0.00067876+0.00057565i,-7.6678e-06+0.00046852i,-0.00036553+0.0003236i,-7.7642e-06+0.00067118i,0.00058261+0.0011108i,0.00084868+0.001492i,0.00032778+0.0013746i,-0.0002456+0.00075593i,-0.00041053-0.0002542i,-5.0883e-05-0.00030391i,-0.00052159+2.1535e-05i,-0.00096436-0.00065777i,-0.00054826-0.0008871i,-0.00044003-0.00025235i,-0.00032707-5.6023e-05i,-0.00027099-0.00039184i,-0.00040689-0.0002502i
-0.0013813-0.0018911i,-0.0021334-7.2629e-05i,-0.0033324+0.0011731i,-0.0025653+0.0019266i,-0.002362+0.0022595i,-0.0011856+0.0015685i,0.00020432+0.001105i,-0.00059975+0.0013176i,-0.00070106+0.00086117i,-1.9114e-05+0.0003873i,0.0004971-0.00035854i,0.00054821-0.00099374i,0.00048486-0.00056668i,0.00057128+0.00027255i,0.00060492+0.00026752i,0.00041325-0.000183i,2.3392e-05-0.00055475i,0.00022808-0.00073445i,1.0045e-05-0.00041726i,-0.00038705+0.00027005i,-0.0001299+0.00023646i,-0.000132-0.00010486i,-0.00039599+0.00047446i
