0.00098814-0.00042028i,3.7074e-05-0.0010427i,3.2371e-05-0.0015786i,2.4342e-05-0.0016119i,-0.0010744-0.0010143i,-0.0013481+0.00069972i,-0.00062196+0.0014351i,0.0004684+0.0012683i,0.0014167+0.00074553i,0.0010945+0.00032887i,0.0010483+9.4811e-06i,-4.4015e-05-0.00054822i,-0.0013824-0.00094226i,-0.00046694-8.7338e-05i,2.4268e-05+0.00043589i,0.00012636+0.00020603i,0.00075613+5.8513e-06i,0.00085788-0.00046607i,0.00033053-0.00041271i,-0.00018658-5.6142e-05i,-0.00044217-0.00035859i,-0.00068873-0.00073807i,-0.00030779-0.00075645i
-0.01335-0.096125i,-0.019849-0.082716i,0.00032911-0.041356i,0.020178-0.0044669i,0.011229+0.020234i,0.00050147+0.03084i,0.0052644+0.02013i,0.0046354+0.0091523i,0.00039638+0.0089688i,0.0020754+0.0076986i,0.0053849+0.00196i,0.0075087-0.00074148i,0.011751+0.0014256i,0.016795+0.002098i,0.015391-0.00086731i,0.0063312-0.0033165i,-0.0017901-0.0044103i,-0.0043697-0.0059722i,-0.0040879-0.0049219i,-0.00091428+0.0003911i,0.0052864+0.0043007i,0.0084454+0.002892i,0.0049281-0.00030395i
-0.09778-0.096234i,-0.084458-0.086002i,-0.031736-0.068093i,0.021101-0.067074i,0.054589-0.064428i,0.052149-0.050678i,0.025868-0.031178i,0.013091-0.016724i,0.01463-0.015943i,0.012214-0.020472i,0.0066777-0.018071i,0.008055-0.012648i,0.014375-0.010128i,0.016422-0.0083698i,0.013327-0.0072061i,0.0087309-0.0069712i,0.0027681-0.00453i,-0.0020951+0.0014577i,-0.0024957+0.008017i,-0.0012331+0.0085786i,0.0002813+0.0024462i,0.0011792-0.0037744i,0.00065437-0.0054304i
0.040801+0.11605i,0.038052+0.10271i,0.010715+0.075578i,-0.015471+0.053434i,-0.030954+0.020171i,-0.033894+0.00030141i,-0.022219+0.00449i,-0.011024+0.0062198i,-0.0070312+0.0042513i,-0.0041944+0.0092256i,-0.0019513+0.014422i,-0.0039791+0.01417i,-0.0097008+0.011826i,-0.013904+0.0119i,-0.011325+0.01256i,-0.0031854+0.010222i,0.0042177+0.0078475i,0.008386+0.0050777i,0.0077462-0.001472i,0.00068104-0.0072519i,-0.0076479-0.0062425i,-0.0089767-0.00052285i,-0.0029951+0.0028582i
0.18088+0.023716i,0.16065+0.015502i,0.072701+0.014247i,0.0050416+0.046483i,-0.0075852+0.085835i,-0.0013869+0.081084i,0.00088093+0.045431i,-0.0011895+0.022809i,-0.0018527+0.022862i,0.0015574+0.022992i,0.0021787+0.014696i,-0.0031865+0.0097314i,-0.0082247+0.01105i,-0.0084239+0.0088749i,-0.0063323+0.0053938i,-0.0038624+0.0060323i,-0.0025461+0.0024537i,-0.0035789-0.0059303i,-0.0070443-0.0095179i,-0.0092963-0.0060388i,-0.0063058+0.00023875i,-0.0024967+0.0045044i,-0.0016715+0.0058856i
-0.12449-0.12179i,-0.12097-0.11204i,-0.068348-0.07408i,-0.01707-0.047922i,0.014576-0.029384i,0.032017-0.020407i,0.023943-0.02033i,0.0079496-0.015811i,0.00096672-0.016336i,-0.0061461-0.022172i,-0.012476-0.02033i,-0.0097858-0.0145i,0.00035318-0.014369i,0.006628-0.019341i,0.0042259-0.02128i,-0.00169-0.016001i,-0.0040971-0.0076713i,-0.0016437+0.00097245i,0.0051327+0.0075528i,0.013364+0.007515i,0.016626+0.00021374i,0.011886-0.0066264i,0.0041562-0.0060421i
-0.1843+0.11836i,-0.15442+0.12528i,-0.063443+0.070713i,-0.015802-0.0076296i,-0.029359-0.059203i,-0.042493-0.052246i,-0.025895-0.020882i,-0.0077826-0.00952i,-0.0069307-0.0090645i,-0.0064283-0.0025265i,0.002822+0.0019531i,0.011658-0.0011701i,0.01283-0.0057402i,0.010205-0.0062595i,0.0075505-0.0046495i,0.0053015-0.0033744i,0.0054446-0.00025981i,0.0094624+0.0026741i,0.010731-0.0012804i,0.0044265-0.0074007i,-0.0031591-0.0073131i,-0.004812-0.0039018i,-0.001549-0.0042815i
0.22469+0.022424i,0.20276+0.017675i,0.10089+0.012965i,0.019326+0.023055i,-0.0087128+0.045529i,-0.0092452+0.050232i,-0.0039566+0.033437i,7.241e-05+0.021505i,0.008437+0.020459i,0.019455+0.015915i,0.019643+0.0082114i,0.0095579+0.0069438i,0.00096974+0.01371i,0.00053825+0.020086i,0.0057113+0.018776i,0.0074056+0.012492i,0.0027757+0.0061022i,-0.0062493+0.0012393i,-0.015134-0.00018378i,-0.017539+0.0046579i,-0.012106+0.013007i,-0.0031236+0.015634i,0.0026441+0.010827i
0.050622-0.227i,0.015178-0.23044i,-0.019318-0.11293i,0.0059725+0.011774i,0.058796+0.046758i,0.064152+0.024176i,0.031048+0.0049454i,0.0068888-0.00095433i,-0.0010449-0.0055264i,-0.0099754-0.0085406i,-0.019311-0.00176i,-0.019798+0.0087594i,-0.013492+0.011309i,-0.0099941+0.0068646i,-0.0096323+0.0042169i,-0.0070865+0.0036934i,-0.0048108+0.00097062i,-0.0042711+0.00066009i,-1.2e-05+0.0040769i,0.0070909+0.0021529i,0.0079449-0.0057581i,0.0025505-0.0079779i,0.00068277-0.0018349i
-0.20329+0.15619i,-0.16842+0.15627i,-0.061452+0.07144i,-0.0036293-0.015277i,-0.0083759-0.045258i,-0.015612-0.040084i,-0.0087202-0.026607i,-0.0031881-0.017038i,-0.0097926-0.010316i,-0.014439-0.00044337i,-0.0073885+0.0048485i,0.0018718-0.0010763i,0.0039975-0.012511i,2.5156e-05-0.019908i,-0.0056685-0.017321i,-0.0070039-0.009215i,-3.585e-05-0.0043759i,0.010871-0.0049253i,0.014912-0.0076697i,0.008758-0.0097446i,0.00024579-0.010884i,-0.0050042-0.010144i,-0.0070535-0.0069915i
0.12457+0.17445i,0.14087+0.16833i,0.074269+0.082091i,-0.032165+0.011602i,-0.091324+0.011584i,-0.063726+0.032498i,-0.016716+0.024163i,-0.00054438+0.010711i,0.010039+0.010137i,0.022664+0.0025872i,0.022564-0.011509i,0.012938-0.017585i,0.0055973-0.012899i,0.0071262-0.0078231i,0.010355-0.0098271i,0.0065646-0.010749i,0.00114-0.0050162i,-0.0021158-0.00104i,-0.007591-0.00082342i,-0.010952+0.0031648i,-0.0046335+0.0093359i,0.0042996+0.0090493i,0.0049745+0.004821i
0.011612-0.26507i,-0.028562-0.25421i,-0.051609-0.10764i,-0.012529+0.028425i,0.042128+0.059885i,0.041736+0.036355i,0.014534+0.02264i,0.0035292+0.017616i,3.3018e-05+0.0057309i,-0.0077937-0.0028869i,-0.013073+0.0028431i,-0.010347+0.013194i,-0.0037792+0.018957i,0.0020987+0.020741i,0.0062124+0.01814i,0.0061538+0.011912i,-0.0003404+0.006543i,-0.0066232+0.0081514i,-0.0055963+0.011248i,-0.0013298+0.0090049i,0.00071872+0.0051856i,0.0031391+0.0030192i,0.0066184+0.0013518i
-0.1587-0.02048i,-0.16413-0.0096834i,-0.061229-0.021312i,0.046037-0.060181i,0.061394-0.079559i,0.025432-0.060142i,0.0041995-0.030833i,-0.0012969-0.014184i,-0.0084437-0.0069812i,-0.010204+0.0052841i,-0.0029213+0.017014i,0.004169+0.01683i,0.0049245+0.0070371i,-2.7471e-06+0.001783i,-0.0029965+0.0053508i,-4.3178e-05+0.0075901i,0.0052969+0.00097981i,0.0087017-0.0079645i,0.010139-0.012391i,0.007008-0.012749i,-0.0027591-0.010687i,-0.0099385-0.0068389i,-0.008849-0.0032203i
0.19923+0.1583i,0.21823+0.1345i,0.11351+0.058446i,-0.02134+0.013668i,-0.075251+0.0083929i,-0.050219+0.010353i,-0.017262+0.0029386i,-0.0066456-0.0075749i,0.0042267-0.0063978i,0.016863-0.0099202i,0.013399-0.021167i,0.0034915-0.024944i,-0.00056377-0.022113i,-0.0040022-0.02014i,-0.0077625-0.018896i,-0.0075936-0.014959i,-0.0039685-0.008684i,-0.00093522-0.0054959i,-0.0026691-0.0043406i,-0.0033254-0.0018939i,0.00030493-0.00061938i,0.001921-0.00037408i,0.00027444+0.0021439i
0.02637-0.056854i,0.021721-0.066074i,-0.0080114-0.00041541i,-0.014014+0.091684i,0.020505+0.12209i,0.036485+0.074214i,0.01848+0.026814i,0.0069402+0.016025i,0.0039588+0.0089339i,-0.0043112+0.00054597i,-0.01045-0.0011874i,-0.0095765+0.0019633i,-0.0041064+0.0074051i,0.0025208+0.0062191i,0.0027118-0.0017656i,-0.0034953-0.0032357i,-0.0048872+0.0046727i,-0.00053118+0.013128i,0.0015925+0.015635i,0.0035634+0.010859i,0.0077799+0.0024546i,0.0088028-0.0030235i,0.0062977-0.0034277i
-0.20981+0.056251i,-0.2063+0.07501i,-0.090883+0.022822i,0.015434-0.05332i,0.031393-0.069021i,0.013338-0.030607i,0.010318-0.0030036i,0.0076528+0.001843i,0.00047867+0.0065989i,0.001478+0.019474i,0.012038+0.027708i,0.015666+0.024969i,0.010174+0.019657i,0.0089524+0.016318i,0.014051+0.01235i,0.015626+0.0062206i,0.010613+4.7647e-05i,0.0052254-0.0063382i,0.0011842-0.011194i,-0.0056469-0.0073583i,-0.010654+0.0018866i,-0.0082154+0.0053888i,-0.0042924+0.001002i
0.098112-0.051143i,0.096532-0.048164i,0.042474-0.047932i,-0.036847-0.051521i,-0.080134-0.041166i,-0.065744-0.015303i,-0.033131+0.0005352i,-0.013303-0.0036279i,-0.0028181-0.0092904i,0.0033133-0.013491i,0.0012963-0.014612i,-0.0015215-0.011884i,-0.0028579-0.013434i,-0.0054199-0.014061i,-0.0034254-0.0075042i,0.0028724-0.0033581i,0.0020898-0.004636i,-0.0052579-0.0037732i,-0.0064665+0.00065457i,-0.00049752+0.0038871i,0.0035887+0.004991i,0.0025607+0.005334i,0.0017125+0.0051976i
0.016003-0.13573i,-0.0042239-0.12421i,-0.014179-0.016582i,0.012269+0.078774i,0.040054+0.081681i,0.035396+0.032029i,0.012695+0.00024895i,-0.0029891+0.0008828i,-0.0091589+0.0018805i,-0.019814-0.0031739i,-0.027526-0.0049034i,-0.020991-0.0042468i,-0.0088616-0.0053808i,-0.0045779-0.0057615i,-0.010076-0.0022812i,-0.014569+0.0041329i,-0.0077685+0.010164i,0.0029804+0.012669i,0.0076349+0.008886i,0.0062843-0.0033423i,0.0031461-0.01667i,0.00089588-0.016825i,0.0020793-0.0064513i
-0.019883+0.20388i,-0.018511+0.19066i,-0.0055456+0.094979i,0.024009+0.010782i,0.050788-0.019334i,0.043368-0.02118i,0.020238-0.013645i,0.0094536-0.0074536i,0.0081222+0.00065591i,0.0147+0.010311i,0.024528+0.01178i,0.023065+0.010941i,0.017747+0.015815i,0.017007+0.015612i,0.013768+0.0073611i,0.0078858+0.00086351i,0.003673-0.0031197i,0.0011039-0.0097983i,-0.0040795-0.01194i,-0.010692-0.0022211i,-0.012889+0.0079932i,-0.01083+0.0073908i,-0.009089+0.0025054i
0.12616-0.010203i,0.13489-0.056361i,0.069994-0.085088i,-0.021588-0.050897i,-0.060354+0.012088i,-0.035538+0.040207i,-0.0063103+0.029798i,0.004026+0.0099058i,0.0080496-0.0064488i,0.013851-0.01617i,0.014835-0.014554i,0.009195-0.006304i,0.0013755-0.0017199i,-0.0025894-0.0035031i,0.00020998-0.0074654i,0.003271-0.010902i,-0.00024803-0.012416i,-0.0067194-0.0085035i,-0.0069968-0.0017315i,0.004387+0.0037271i,0.015842+0.0086136i,0.017086+0.0096961i,0.011136+0.004636i
-0.19319-0.16863i,-0.18428-0.10911i,-0.087968-0.013458i,-0.013955+0.024463i,-0.0092426+0.019729i,-0.015163+0.025073i,-0.0029641+0.023443i,-0.00084146+0.014533i,-0.010631+0.013999i,-0.025699+0.018764i,-0.035193+0.020405i,-0.030317+0.011788i,-0.02314-0.0014044i,-0.018943-0.0067113i,-0.01382-0.0029907i,-0.0088267+0.0047022i,-0.0012666+0.013458i,0.0092993+0.016858i,0.013172+0.0083581i,0.0026174-0.006383i,-0.0098121-0.016915i,-0.0097914-0.016545i,-0.00078422-0.010905i
-0.041768+0.166i,-0.048622+0.20895i,-0.042159+0.15028i,-0.026832+0.041494i,-0.010202-0.027754i,-0.013517-0.047457i,-0.024633-0.034866i,-0.018717-0.013243i,-0.0053976+0.0026177i,0.0057054+0.0091889i,0.011925+0.0063274i,0.012345+0.0012843i,0.014561-0.00033433i,0.017102-0.00027825i,0.013614+0.0020725i,0.010717+0.0034764i,0.0093199-0.00112i,0.0074106-0.0063724i,0.0048096-0.0037644i,0.00079128+0.0053914i,-0.0040987+0.012883i,-0.0081098+0.013789i,-0.0080557+0.01403i
0.27122-0.070943i,0.22541-0.17229i,0.10236-0.15058i,0.044401-0.035443i,0.045591+0.025069i,0.037104+0.010471i,0.016603-0.0047717i,0.0088435-0.006861i,0.011722-0.019351i,0.016656-0.03651i,0.018163-0.038762i,0.017325-0.024734i,0.018029-0.0096486i,0.016282-0.0029544i,0.011323-0.0049144i,0.0042671-0.012103i,-0.006389-0.017396i,-0.017656-0.013867i,-0.018891-0.0057002i,-0.0041513-0.0046696i,0.012823-0.00976i,0.017125-0.011667i,0.0096275-0.0081229i
-0.13652-0.13169i,-0.11882-0.11334i,-0.040473-0.063486i,0.015631-0.027382i,0.026815-0.0050322i,0.031043+0.020022i,0.036332+0.021412i,0.021992+0.0071117i,-0.00048387+0.0071674i,-0.015057+0.018049i,-0.020007+0.026228i,-0.018217+0.026522i,-0.017623+0.021728i,-0.017081+0.014024i,-0.013863+0.0065983i,-0.010732+0.0076048i,-0.0032112+0.016124i,0.0060503+0.019448i,0.0056747+0.012832i,-0.0056624+0.0068611i,-0.014792+0.0046821i,-0.012605-0.00015052i,-0.0072904-0.0070948i
-0.10531+0.26269i,-0.046095+0.33291i,-0.031615+0.23442i,-0.094318+0.094811i,-0.11608+0.046865i,-0.065146+0.035166i,-0.029593+0.016658i,-0.02512+0.012i,-0.01711+0.022224i,-0.0014534+0.030873i,0.0065172+0.027557i,0.002167+0.018549i,-0.0041871+0.0085141i,-0.0058105+0.00033483i,-0.0031667+0.0026141i,0.0061443+0.008776i,0.018598+0.0052151i,0.024663-0.0057203i,0.021529-0.012142i,0.016014-0.0054836i,0.011269+0.0082508i,0.0088825+0.015633i,0.011176+0.015738i
0.15809-0.058803i,0.10913-0.13488i,0.039767-0.11801i,0.04028-0.029941i,0.052037+0.013215i,0.015506+0.007813i,-0.013606+0.0071315i,-0.0032741+0.0017405i,0.0089384-0.019431i,0.0064392-0.037284i,0.0024701-0.042292i,0.0025084-0.038545i,0.006506-0.032532i,0.011677-0.023663i,0.013379-0.016699i,0.0056917-0.017573i,-0.010874-0.018308i,-0.024396-0.011805i,-0.02343-0.0055616i,-0.012184-0.010281i,-0.0051715-0.020626i,-0.0060707-0.020131i,-0.0059586-0.009537i
-0.099952-0.25031i,-0.1432-0.21715i,-0.060447-0.1316i,0.046846-0.10228i,0.060444-0.099686i,0.027697-0.06084i,0.023359-0.025676i,0.02742-0.021737i,0.018021-0.020687i,0.003511-0.0091364i,-0.0052724+0.0065031i,-0.00092378+0.014618i,0.0068316+0.014858i,0.0078263+0.011354i,0.0026518+0.0035782i,-0.0069117+0.0020089i,-0.011986+0.012711i,-0.0052499+0.022713i,0.0020036+0.022254i,-0.0032788+0.016771i,-0.011448+0.01239i,-0.012791+0.0062863i,-0.013787+0.0010122i
0.0025513+0.1845i,0.066993+0.23381i,0.041254+0.21041i,-0.066196+0.15858i,-0.10757+0.11839i,-0.04978+0.065882i,-0.012653+0.019981i,-0.019035+0.018957i,-0.01524+0.038455i,0.0033381+0.041493i,0.014354+0.031904i,0.010048+0.02785i,0.0025265+0.026356i,-0.0032303+0.018492i,-0.0068184+0.014582i,0.0021603+0.014035i,0.018653+0.0022691i,0.023842-0.014676i,0.016811-0.020328i,0.01402-0.010657i,0.018067+0.0025442i,0.021329+0.0061656i,0.019354+0.0026159i
0.10625+0.10256i,0.079649+0.0036138i,-0.015438-0.046375i,-0.032563+0.011369i,0.030397+0.052178i,0.040991+0.036351i,0.0058516+0.022811i,-0.010524+0.02087i,-0.013204+0.010557i,-0.015319-0.0054368i,-0.015584-0.018154i,-0.017375-0.022815i,-0.019004-0.020398i,-0.013128-0.013781i,-0.0030962-0.0095956i,-4.1166e-05-0.012501i,-0.0044623-0.01498i,-0.010301-0.0097531i,-0.010024-0.0037778i,-0.0049626-0.0095323i,-0.0027098-0.018075i,-0.0035063-0.014142i,0.001431-0.0067954i
-0.10869-0.16841i,-0.1371-0.12909i,-0.04251-0.13402i,0.050606-0.19266i,0.045516-0.1779i,0.014724-0.090603i,0.020154-0.036572i,0.024218-0.041098i,0.010207-0.046564i,-0.0014798-0.02634i,-0.0029378-0.0029932i,0.003325+0.00038869i,0.010074-0.009766i,0.013599-0.015754i,0.014595-0.01508i,0.0081477-0.0081126i,0.00052928+0.0077681i,0.0032918+0.019024i,0.0056967+0.017516i,-0.004904+0.014816i,-0.016389+0.014972i,-0.017937+0.013337i,-0.017672+0.012231i
-0.0077457-0.025501i,0.060159+0.033129i,0.10399+0.10263i,0.043139+0.12961i,-0.050354+0.11278i,-0.057136+0.070957i,-0.025225+0.02808i,-0.008744+0.011387i,0.0062956+0.010062i,0.019518+0.0085407i,0.026517+0.0094296i,0.029176+0.013132i,0.027323+0.014948i,0.017908+0.012068i,0.0041169+0.010007i,0.00023105+0.010616i,0.0029524+0.0057035i,-0.00043106-0.0016564i,-0.0023013-0.0014632i,0.007825+0.0055422i,0.020893+0.0078652i,0.022959+0.00064578i,0.017766-0.0040055i
0.054682+0.12554i,-0.014675+0.085297i,-0.11965+0.10045i,-0.098785+0.15637i,0.011463+0.12717i,0.036434+0.056073i,0.0017503+0.034791i,-0.0063079+0.042868i,-0.000264+0.035945i,-0.0078707+0.012861i,-0.022506-0.0025946i,-0.028324+0.0042449i,-0.024383+0.018398i,-0.017921+0.022715i,-0.01132+0.017158i,-0.008049+0.0073657i,-0.0082446-0.0027772i,-0.0075594-0.0089065i,-0.0055252-0.014042i,-0.007155-0.024638i,-0.011831-0.027875i,-0.011066-0.017564i,-0.0053895-0.011901i
-0.0024937-0.045602i,-0.053565-0.066478i,-0.069105-0.14303i,-0.053929-0.21219i,-0.032414-0.17548i,-0.0013251-0.093821i,0.018446-0.050727i,0.0093584-0.039743i,-0.0085657-0.025906i,-0.011571-0.0067314i,-0.0087475+0.0048313i,-0.013877+0.0036043i,-0.019805-0.0065295i,-0.017911-0.015876i,-0.0094159-0.018782i,-0.0016519-0.01515i,0.0039429-0.0090362i,0.007308-0.004954i,0.0031248-2.6032e-05i,-0.0051653+0.011586i,-0.010203+0.019323i,-0.0089186+0.019829i,-0.0051941+0.021742i
-0.012633-0.13022i,0.10228-0.15856i,0.18591-0.1332i,0.1339-0.058823i,0.024402+0.011004i,-0.013972+0.035i,-0.0038602+0.015869i,-0.0016217-0.0022583i,0.0026561-0.002747i,0.017914-0.00073313i,0.031721-0.0053283i,0.037229-0.018207i,0.034962-0.028588i,0.028274-0.023462i,0.020386-0.011362i,0.014205-0.0033375i,0.012497+0.0041786i,0.013511+0.0095957i,0.018791+0.0086527i,0.026398+0.0037646i,0.026542-0.0038644i,0.014673-0.010793i,0.0033644-0.012591i
-0.0044016+0.1396i,-0.02128+0.21969i,-0.038928+0.26975i,-0.0071477+0.25083i,0.044446+0.16391i,0.032777+0.079441i,0.00037512+0.050658i,0.00063616+0.040246i,0.0062129+0.020292i,-0.0037972+0.0031055i,-0.013906-0.0019874i,-0.0074161+0.0080272i,0.0096445+0.019285i,0.018951+0.018245i,0.015149+0.011947i,0.0050161+0.0057081i,-0.0075767-0.00020342i,-0.018463-0.0052382i,-0.02604-0.009576i,-0.030313-0.011527i,-0.023628-0.0058154i,-0.0090378-0.00010886i,-0.003732-0.0026883i
0.047615+0.037363i,-0.058575+0.049005i,-0.14741+0.017382i,-0.15783-0.037906i,-0.11737-0.051644i,-0.056222-0.03461i,-0.019062-0.023728i,-0.016253-0.019117i,-0.022983-0.01246i,-0.022089-0.0031491i,-0.018187+0.011896i,-0.02304+0.028198i,-0.030316+0.034548i,-0.031935+0.027047i,-0.029744+0.016694i,-0.021531+0.012389i,-0.010096+0.0095138i,-0.0020791+0.0086386i,0.00098907+0.013694i,0.00090339+0.018389i,-0.00090952+0.013417i,-0.0010625+0.0056295i,0.0039904+0.0030045i
-0.06568-0.16347i,-0.016926-0.29255i,0.048495-0.3225i,0.058511-0.22564i,0.02594-0.10028i,0.0095978-0.024822i,0.01403-0.014746i,0.013638-0.019562i,0.015091-0.0084395i,0.024685-0.0022232i,0.027015-0.0080947i,0.017046-0.017397i,0.0031735-0.023145i,-0.0029926-0.018616i,0.0023129-0.011696i,0.010647-0.0093957i,0.020479-0.010146i,0.030785-0.017029i,0.033871-0.026989i,0.027826-0.028552i,0.014267-0.017458i,0.0014803-0.00045576i,-0.0010569+0.010806i
0.0069177+0.10697i,0.079249+0.1824i,0.13316+0.21019i,0.1375+0.15821i,0.10077+0.074737i,0.048893+0.027807i,0.023694+0.023116i,0.025938+0.01954i,0.027612+0.0068608i,0.017053-7.1896e-06i,0.005392-0.0043499i,0.0072066-0.013774i,0.019828-0.026275i,0.02992-0.034635i,0.028269-0.033322i,0.014428-0.023567i,-0.0056105-0.0084996i,-0.024183+0.0056756i,-0.032648+0.011769i,-0.026934+0.0071907i,-0.010055-0.0040443i,0.0038722-0.012413i,0.0028026-0.013036i
0.081733+0.022027i,0.019548+0.094697i,-0.079858+0.14545i,-0.11485+0.14284i,-0.073641+0.092444i,-0.037043+0.033327i,-0.032718+0.016109i,-0.032454+0.023343i,-0.031797+0.020616i,-0.031483+0.014955i,-0.022972+0.018232i,-0.012635+0.026392i,-0.0055021+0.031802i,-0.0055147+0.02956i,-0.012029+0.022423i,-0.014363+0.015008i,-0.0094351+0.012521i,0.0012009+0.018543i,0.011836+0.025117i,0.0091512+0.026613i,-0.0037663+0.023204i,-0.012307+0.014539i,-0.012337+0.0068337i
-0.13449-0.14022i,-0.204-0.23105i,-0.19371-0.27041i,-0.13221-0.19664i,-0.062494-0.063792i,-0.0044492+0.0051493i,0.0087625-0.0041419i,-0.0051172-0.011762i,-0.0055137+0.00064681i,0.0047007+0.0057206i,0.0070343+0.0064738i,0.0013649+0.013384i,-0.0060306+0.025966i,-0.0077578+0.038036i,-0.00050324+0.041744i,0.0074611+0.032931i,0.0097786+0.010947i,0.0057356-0.017679i,-0.00052469-0.035263i,0.0016378-0.031089i,0.012591-0.015704i,0.020138-0.0027507i,0.022381+0.0016234i
0.098922+0.12837i,0.19951+0.12394i,0.25576+0.083778i,0.19515+0.016321i,0.072505-0.022386i,0.014372-0.0066412i,0.021862-0.0036928i,0.02072-0.02409i,0.01209-0.030262i,0.011478-0.026083i,0.0069272-0.025764i,-0.00036674-0.032133i,-0.0035516-0.045689i,0.00054184-0.057995i,0.006948-0.058527i,0.010549-0.045363i,0.010195-0.023766i,0.0022717-0.002879i,-0.0071459+0.0082591i,-0.014999+0.003332i,-0.02363-0.011456i,-0.024802-0.016516i,-0.017751-0.0087094i
0.096567+0.011786i,0.085835+0.051284i,0.032344+0.11206i,0.0036194+0.12685i,0.0011122+0.064212i,-0.026063+0.012673i,-0.035192+0.022112i,-0.013923+0.030201i,-0.0092656+0.017407i,-0.017729+0.0078861i,-0.017746+0.0038064i,-0.0093619+0.0031271i,-0.002943-0.0018377i,-0.014123-0.010413i,-0.034291-0.012301i,-0.045663-0.0078918i,-0.040392-0.0013483i,-0.01462+0.0039717i,0.011244+0.0049762i,0.019917+0.011205i,0.019139+0.025286i,0.016795+0.029913i,0.013101+0.022148i
-0.27597-0.11735i,-0.38657-0.10503i,-0.37204-0.096871i,-0.23059-0.070911i,-0.070194-0.025647i,0.01286-0.0065062i,0.01732-0.0042971i,0.011581+0.0056227i,0.020484+0.0099317i,0.023061+0.011343i,0.023547+0.020484i,0.028991+0.03105i,0.039586+0.04273i,0.053804+0.054954i,0.060212+0.057478i,0.056746+0.048965i,0.046947+0.033966i,0.027205+0.013034i,0.0043051-0.0050194i,-0.0043632-0.016272i,0.0011516-0.028163i,0.0025055-0.036242i,-0.002308-0.031834i
0.12434+0.018752i,0.24016-0.020672i,0.26375-0.052085i,0.16384-0.025302i,0.062902+0.032159i,0.037373+0.03953i,0.028699+0.00081734i,0.0030144-0.02123i,-0.0072937-0.018653i,0.00072981-0.015256i,0.0012639-0.015802i,-0.0086156-0.015024i,-0.01406-0.0143i,-0.0086345-0.022612i,0.0023527-0.036051i,0.009702-0.045107i,0.0068323-0.044353i,-0.0029-0.027513i,-0.0072429-0.0040754i,-0.012274+0.0097743i,-0.024877+0.018511i,-0.02786+0.027178i,-0.0166+0.027849i
0.23588+0.032214i,0.20846+0.0228i,0.13438+0.06179i,0.064155+0.084905i,-0.0013745+0.063016i,-0.038469+0.048085i,-0.029727+0.044315i,-0.019241+0.032748i,-0.02582+0.030025i,-0.03049+0.025689i,-0.036595+0.012039i,-0.044168+0.0073917i,-0.052827+0.0057349i,-0.065697+0.0016336i,-0.07243+0.0065096i,-0.06961+0.020117i,-0.056969+0.032446i,-0.030291+0.031979i,-0.0021671+0.016664i,0.016254+0.0031792i,0.031087-0.0031618i,0.038708-0.008394i,0.033133-0.010345i
-0.2276+0.064988i,-0.33081+0.12974i,-0.3324+0.10784i,-0.23362+0.0075689i,-0.1207-0.069451i,-0.05163-0.063835i,-0.016543-0.027603i,0.0080422-0.014509i,0.020285-0.018278i,0.022354-0.015292i,0.030565-0.0091905i,0.03873-0.014438i,0.040752-0.018726i,0.043441-0.0092111i,0.04172+0.0018405i,0.038131+0.0058137i,0.041226+0.0012778i,0.037204-0.0097002i,0.016951-0.013463i,-0.0020993-0.010371i,-0.014841-0.010059i,-0.027136-0.011437i,-0.032121-0.011789i
-0.1077-0.080185i,0.030173-0.16183i,0.13095-0.22236i,0.12222-0.15637i,0.090956-0.038041i,0.059819-0.0060714i,0.01914-0.021415i,-6.5043e-05-0.021164i,0.0010042-0.024722i,0.0058797-0.025156i,0.014954-0.015309i,0.024591-0.0080345i,0.036246-0.0097758i,0.045687-0.020021i,0.047509-0.030029i,0.040939-0.036057i,0.019894-0.03501i,-0.0045805-0.021606i,-0.013141-0.0052444i,-0.011281+0.005924i,-0.0046404+0.012943i,0.0082693+0.017309i,0.015847+0.020875i
0.17629-0.058488i,0.14399-0.03557i,0.1132+0.063783i,0.1126+0.13934i,0.086733+0.14156i,0.054302+0.11468i,0.043748+0.082715i,0.028007+0.054917i,0.012385+0.048957i,0.00073975+0.045326i,-0.015909+0.043952i,-0.021752+0.053029i,-0.022723+0.054623i,-0.032445+0.042128i,-0.040693+0.026352i,-0.041559+0.017379i,-0.034465+0.018669i,-0.018729+0.021419i,-0.0027878+0.014003i,0.0024306+0.0021388i,-0.0025228-0.0051194i,-0.0059128-0.0095668i,0.0016635-0.01588i
0.088434+0.080719i,-0.011744+0.17737i,-0.12948+0.23071i,-0.19434+0.16385i,-0.17796+0.050763i,-0.10782-0.011359i,-0.053521-0.024937i,-0.03101-0.015042i,-0.015696-0.0024239i,-0.0074522-0.0043949i,-0.012833-0.012156i,-0.02832-0.015745i,-0.040099-0.0069707i,-0.034625+0.01536i,-0.023446+0.03774i,-0.015406+0.050049i,-0.0022487+0.041528i,0.010425+0.013667i,0.010471-0.0099394i,0.0076252-0.018705i,0.010936-0.015564i,0.010192-0.003945i,-0.0018575+0.0064605i
