-7.6072e-06-0.00041391i,0.00060238-0.0012143i,-0.00017727-0.0014457i,-0.0010846-0.0017167i,-0.00084493-0.0015596i,-0.00037494-0.00079418i,-0.00016133-0.00013162i,0.00077163-6.6488e-05i,0.00082012+1.3482e-05i,0.00065745-2.714e-05i,0.00084803-0.00037673i,0.00011478-0.00043554i,-0.0008228-5.2312e-05i,-0.00050885-4.6129e-05i,0.00034983+4.4904e-05i,8.279e-05+0.00075992i,0.00041254+0.00046073i,0.0011129-0.00020704i,0.00055187+0.00015646i,4.3629e-05+0.00073478i,0.00028746+0.00056912i,0.00053376+0.00015825i,0.00024817+4.8669e-05i
-0.066828+0.082018i,-0.077207+0.083275i,-0.064633+0.046273i,-0.045635+0.02338i,-0.024762+0.016263i,-0.010708+0.0066575i,-0.0099385-0.0014241i,-0.014767-0.0010922i,-0.013433+0.0016198i,-0.0088912+0.0033717i,-0.0038999+0.0044744i,-0.00028753+0.002909i,-0.0008631-3.6883e-05i,-0.0037521-0.0029537i,-0.0053374-0.004964i,-0.0047638-0.0047617i,-0.0038587-0.0041158i,-0.0019401-0.0063104i,0.00013981-0.012202i,0.00057327-0.019162i,0.0007608-0.022411i,0.0021688-0.019125i,0.0030802-0.012487i
-0.055296-0.098812i,-0.060486-0.11654i,-0.028286-0.085215i,-0.0014919-0.05236i,0.0025215-0.030304i,0.0080181-0.014543i,0.0086818-0.0097426i,0.0022802-0.0069292i,0.00017697-0.0014359i,0.00078657-0.00038121i,-0.00048836+5.5765e-05i,0.00092371+0.0012783i,0.0029625-0.0016971i,0.0025529-0.004625i,0.0027023-0.004604i,0.002905-0.0042507i,0.0027974-0.0033862i,0.00081855-0.00039244i,-0.0043643+0.0052355i,-0.010574+0.010593i,-0.015018+0.012176i,-0.014935+0.0089631i,-0.010041+0.0033108i
0.11552-0.024311i,0.1458-0.022495i,0.10488-0.0078313i,0.055743+0.004037i,0.038655-0.00036481i,0.026229+0.00022332i,0.018708+0.0045846i,0.016171+0.0032362i,0.011331+0.00083114i,0.0065608-0.0022313i,0.002655-0.0044808i,0.00014405-0.0028122i,0.00013341+0.00089244i,0.00096093+0.0052829i,0.0010334+0.0090945i,0.00075949+0.010751i,0.00060693+0.013295i,0.0019449+0.014999i,0.0071804+0.014484i,0.016031+0.013607i,0.023445+0.012353i,0.024591+0.0116i,0.018579+0.010257i
-0.017147+0.11952i,-0.036733+0.15267i,-0.033359+0.11258i,-0.018265+0.057445i,-0.0086915+0.037679i,-0.0027682+0.0209i,-5.4464e-05+0.0077218i,0.00388+0.0030839i,0.0038179-0.0026621i,0.00030151-0.003403i,0.00030109-1.8205e-06i,0.00054263+0.0008304i,-0.002063+0.00031885i,-0.0044544+0.00032988i,-0.0056927+0.0013584i,-0.0045067+0.002111i,-0.0034368+0.00069143i,-0.0026137-0.004068i,-0.0015741-0.012065i,-0.0053506-0.021149i,-0.011301-0.025862i,-0.012095-0.023791i,-0.008395-0.017623i
-0.11417-0.053409i,-0.13687-0.084716i,-0.10926-0.069804i,-0.07029-0.031766i,-0.047976-0.018212i,-0.029439-0.011769i,-0.014612-0.0058113i,-0.0093832-0.0037909i,-0.0051776-0.0037182i,-0.0038543-0.0022995i,-0.0038479+0.00098883i,-0.0019628+0.0020558i,-0.00025625+0.0016974i,0.00111-0.00083554i,0.0017116-0.0063516i,0.00055593-0.011064i,-0.00066997-0.011814i,-0.0022173-0.0066886i,-0.004088+0.0030144i,-0.0054084+0.012213i,-0.0070212+0.018521i,-0.0091461+0.017707i,-0.011199+0.0094322i
0.09262-0.099385i,0.12316-0.10972i,0.10227-0.088301i,0.058012-0.064387i,0.034641-0.038286i,0.021867-0.019388i,0.0086173-0.010184i,-0.0015384-0.0048273i,-0.0042246+0.00059929i,-0.00043074+0.0012124i,0.00022236-0.0024043i,-0.00064431-0.0021485i,0.00049558+0.00066338i,0.0022893+0.0016302i,0.0049433+0.0022142i,0.0070197+0.0028576i,0.0070559+0.0032591i,0.0079165+0.0032571i,0.011792+0.003312i,0.01731+0.00063096i,0.021223-0.0062493i,0.020647-0.0088073i,0.016502-0.0040609i
0.071671+0.12144i,0.082988+0.14256i,0.069048+0.1157i,0.0593+0.076676i,0.050348+0.045676i,0.038039+0.025167i,0.025173+0.010786i,0.013764+0.0032713i,0.0056288-1.5595e-05i,0.003408-0.0025099i,0.0032323-0.0049514i,0.00026432-0.0045954i,-0.0021257-0.0010505i,-0.0035551+0.00094263i,-0.0052608+0.0027094i,-0.0061176+0.0048809i,-0.005793+0.0051224i,-0.0084422+0.00036658i,-0.015689-0.0094363i,-0.02287-0.014081i,-0.025802-0.0089322i,-0.022534-0.0029317i,-0.015069-0.00082853i
-0.14681+0.021647i,-0.17319+0.044868i,-0.13507+0.044662i,-0.084977+0.035706i,-0.047413+0.032659i,-0.020638+0.020725i,-0.0025939+0.0074413i,0.0079205+0.00056341i,0.010951-0.0050411i,0.0051081-0.0073248i,-0.0017034-0.0020869i,-0.0016277+0.0027152i,0.001089+0.00044038i,0.00093598-0.0031175i,-0.0032326-0.0040805i,-0.0090881-0.0032049i,-0.012548-0.0002926i,-0.010456+0.0067515i,-0.0034864+0.016062i,0.0039133+0.020846i,0.010141+0.020843i,0.011254+0.018932i,0.0079236+0.013829i
0.021421-0.14689i,0.0028199-0.1891i,-0.022355-0.15203i,-0.029892-0.09482i,-0.030445-0.067376i,-0.023068-0.043492i,-0.012789-0.019737i,-0.0063115-0.0082183i,-0.0030903-0.0038723i,-0.0041374-0.00095808i,-0.0061842+0.002587i,-0.0028359+0.0054959i,0.0017835+0.0056241i,0.0046451+0.0036836i,0.0060671+0.00070885i,0.0064244-0.0015003i,0.0084595-0.00067941i,0.01294+0.00033146i,0.018847-0.0021049i,0.020065-0.0088945i,0.012684-0.017279i,0.0050662-0.021915i,0.0036382-0.019672i
0.12445+0.06752i,0.17939+0.063869i,0.15656+0.017421i,0.097363-0.017307i,0.067275-0.020443i,0.039661-0.016199i,0.0074979-0.011167i,-0.0096491-0.005682i,-0.01396-0.0011564i,-0.010208+0.0012394i,-0.0011608+6.3644e-05i,0.0025043-0.0015275i,-0.0011981-0.00046008i,-0.0037904+0.0025305i,-0.0012277+0.0052275i,0.0042423+0.0053951i,0.0071477+0.0029999i,0.0011175-0.0013023i,-0.013392-0.005728i,-0.023991-0.0047516i,-0.024486+0.0023354i,-0.019712+0.0075976i,-0.015638+0.0059499i
-0.091084+0.090938i,-0.10511+0.13806i,-0.051442+0.14518i,0.0034008+0.11698i,0.0092192+0.088986i,0.0091497+0.0608i,0.011292+0.03028i,0.0068414+0.011374i,0.0040206+0.0033496i,0.0038288-0.0025897i,0.0037586-0.0050499i,0.0027528-0.005866i,0.000821-0.0076729i,-0.0017218-0.0063222i,-0.0055119-0.0011815i,-0.0084741+0.003298i,-0.0071627+0.0061141i,-0.00094282+0.0090908i,0.0066291+0.013708i,0.012532+0.015834i,0.017288+0.012671i,0.018176+0.0081538i,0.013364+0.0067894i
-0.055839-0.11073i,-0.093613-0.12601i,-0.12044-0.079223i,-0.1169-0.020438i,-0.082161+1.6413e-05i,-0.043958+0.0077582i,-0.0099192+0.012825i,0.0098145+0.010616i,0.01467+0.0087789i,0.010429+0.0042503i,0.0003145+0.0003062i,-0.0043015+0.0012828i,0.00014175+0.0016285i,0.0028512+0.0006943i,0.0020409-0.001293i,-0.00016877-0.0041959i,-0.0035602-0.0056426i,-0.001508-0.007709i,0.0072675-0.013219i,0.013316-0.016675i,0.0077481-0.013775i,-0.0020715-0.0092835i,-0.0049103-0.006362i
0.11201-0.023956i,0.12177-0.061105i,0.085959-0.10142i,0.049687-0.11352i,0.034802-0.08688i,0.027922-0.055193i,0.016456-0.02997i,0.0081341-0.01364i,0.0019587-0.005518i,-0.0031432-0.00010135i,-0.0053347+0.0034872i,-0.0059421+0.0057343i,-0.0057392+0.0096043i,-0.0034876+0.010275i,0.00071418+0.0046437i,0.003572-0.0027282i,0.0017993-0.0065654i,-0.0075398-0.0048659i,-0.021563-0.0016403i,-0.02868-0.00080624i,-0.021824+2.3472e-06i,-0.010657+0.002343i,-0.005238+0.0050872i
-0.015581+0.11034i,0.030174+0.12471i,0.079666+0.096237i,0.098448+0.063903i,0.090588+0.035506i,0.064152+0.0097185i,0.028254-0.010239i,0.0040365-0.017402i,-0.0038691-0.020295i,-0.0052376-0.018735i,-0.00023884-0.011245i,0.0038885-0.0054584i,0.00089731-0.0036623i,-0.0014587-0.0017023i,-0.0010456+0.0015509i,-5.3936e-06+0.0047228i,0.0016904+0.0067484i,0.0061269+0.0084064i,0.014066+0.011727i,0.017019+0.012152i,0.010692+0.0045851i,0.0046661-0.004358i,0.004622-0.0059641i
-0.081137-0.053875i,-0.11422-0.0038838i,-0.10088+0.060537i,-0.072941+0.080073i,-0.054909+0.067287i,-0.034943+0.042108i,-0.015151+0.018522i,-0.0078225+0.0058594i,-0.001465+0.0013527i,0.004926-0.0052156i,0.0044292-0.0074267i,0.0039359-0.0041762i,0.0078089-0.0041394i,0.008262-0.0053252i,0.0020641-0.0034033i,-0.0043077+0.0023212i,-0.0042911+0.0072652i,-0.0011699+0.0044727i,0.0014667-0.0066608i,0.005796-0.015004i,0.0084992-0.009173i,0.0059795+0.0013057i,0.0021696+0.0025098i
0.076661-0.053778i,0.043201-0.10214i,-0.032511-0.11264i,-0.071948-0.088599i,-0.068817-0.068783i,-0.052526-0.037367i,-0.029872-0.005146i,-0.012608+0.0089242i,-0.0091553+0.015788i,-0.0094226+0.017558i,-0.011876+0.010859i,-0.011205+0.0054216i,-0.0040174+0.0039007i,-0.0012563+0.0022881i,-0.0028531-0.00078661i,-0.0040711-0.0044063i,-0.0059229-0.0041431i,-0.0098642+0.0038633i,-0.020189+0.015193i,-0.030782+0.021311i,-0.027103+0.017755i,-0.014191+0.0094723i,-0.0054588+0.0047479i
0.0040322+0.06741i,0.054617+0.058043i,0.097045-0.0079064i,0.096452-0.054173i,0.076426-0.04432i,0.048072-0.025098i,0.022999-0.013303i,0.010721-0.0070953i,0.00088799-0.0059185i,-0.0092928-0.0016958i,-0.010001+0.0026236i,-0.008037+0.0021735i,-0.009777-0.00044254i,-0.0090364-0.0024752i,-0.0028218-0.0025774i,0.0030716-0.0026435i,0.0043956-0.0047605i,0.0099768-0.0046895i,0.024948-0.0011077i,0.035801+0.0042064i,0.028484+0.0074558i,0.013218+0.004816i,0.0043984-0.00097081i
-0.054797-0.02094i,-0.057399+0.016113i,-0.019365+0.078562i,0.021444+0.10959i,0.031273+0.094126i,0.032916+0.060029i,0.027368+0.024906i,0.018238+0.0029325i,0.018063-0.009971i,0.019254-0.016171i,0.017217-0.010038i,0.013995-0.0039009i,0.0061255-0.0021799i,0.00041904+0.0015831i,0.0023579+0.0061494i,0.0064258+0.0085775i,0.0091661+0.0071426i,0.0089451-0.0015971i,0.0066973-0.019382i,0.0062675-0.039112i,0.0096695-0.044973i,0.010202-0.033388i,0.0048912-0.017707i
0.04216-0.029604i,0.012473-0.028787i,-0.057899-0.017394i,-0.10188-0.00016251i,-0.079102+0.013279i,-0.035746+0.016699i,-0.0099141+0.010709i,-0.0051039+0.0056919i,-0.00013273+0.006384i,0.0076562+0.0022463i,0.0074726-0.0012164i,0.0053048+0.0037273i,0.0065261+0.0084937i,0.0049256+0.0092845i,-0.0018226+0.0071687i,-0.0074674+0.0042015i,-0.0087453+0.0031305i,-0.010992+0.0064102i,-0.021138+0.018965i,-0.034526+0.035008i,-0.039998+0.038509i,-0.033881+0.027162i,-0.021292+0.015549i
0.015144+0.042605i,0.014668+0.011374i,0.027088-0.04475i,0.037118-0.081921i,0.022243-0.076433i,0.0047682-0.048182i,-0.001891-0.021922i,-0.004855-0.006703i,-0.014745+0.0017511i,-0.022696+0.003924i,-0.024075-0.0011096i,-0.019983-0.0026684i,-0.010746+0.00011584i,-0.0032802-0.0009203i,-0.0022814-0.0056666i,-0.0074115-0.0092123i,-0.014246-0.0073403i,-0.011688-0.0040132i,0.0054069-0.0059616i,0.026964-0.0070401i,0.035157+0.0010698i,0.02783+0.010182i,0.017636+0.011048i
-0.055804-0.017089i,-0.017823-0.0085432i,0.03873+0.019299i,0.071093+0.039543i,0.073458+0.023581i,0.047853-0.0030569i,0.022723-0.01193i,0.014521-0.0087739i,0.0085391-0.010337i,-0.0018969-0.011518i,-0.0049455-0.0091383i,-0.0016411-0.00994i,0.0005095-0.011928i,0.0029-0.010998i,0.0074199-0.0073709i,0.012246-0.0051771i,0.012637-0.00657i,0.0056941-0.009045i,-0.0087254-0.018152i,-0.025956-0.035011i,-0.031226-0.045669i,-0.019791-0.041308i,-0.0074395-0.029377i
0.045642-0.041175i,0.014843-0.014018i,-0.030763+0.022258i,-0.049856+0.039117i,-0.033832+0.041627i,-0.0058375+0.025377i,0.0054359+0.0067166i,0.0072345-0.00092173i,0.01517-0.0041896i,0.021428-0.0038217i,0.019343+0.0030291i,0.014699+0.0074997i,0.009119+0.0051638i,0.0047116+0.0043743i,0.0030948+0.0073453i,0.002673+0.0094597i,0.0025659+0.0092483i,0.00050142+0.015499i,-8.0081e-05+0.038741i,0.0034095+0.065393i,0.0050606+0.069779i,0.00064676+0.05159i,-0.0030734+0.029195i
0.0248+0.082294i,0.017747+0.044786i,-0.0076771-0.025111i,-0.029956-0.060497i,-0.034101-0.049612i,-0.021469-0.017663i,-0.011216-0.0032473i,-0.013216-0.0049226i,-0.012768-0.0010355i,-0.0064917+0.0038798i,-0.0049267+0.0054161i,-0.0068036+0.0085635i,-0.0084202+0.0099193i,-0.011766+0.0068262i,-0.015892+0.0035296i,-0.01907+0.005751i,-0.015885+0.013979i,-0.00037739+0.01445i,0.021237-0.0050398i,0.038449-0.032479i,0.04377-0.043336i,0.035433-0.032198i,0.022529-0.01532i
-0.085129-0.028412i,-0.060143-0.015536i,0.011039+9.0425e-05i,0.052347-0.003908i,0.038705-0.011447i,0.0084169-0.010212i,-0.0028638-0.0021641i,-0.0063241-0.00062173i,-0.015715-0.0027265i,-0.019469-0.0042701i,-0.01542-0.0088352i,-0.010877-0.011325i,-0.0076064-0.0096654i,-0.0054122-0.0083288i,-0.0034204-0.010748i,-0.0011639-0.014046i,0.0020975-0.015341i,0.00014344-0.018419i,-0.019003-0.023547i,-0.052085-0.020423i,-0.072581-0.010449i,-0.063845-0.0050161i,-0.040338-0.0034648i
0.061796-0.082402i,0.04628-0.074573i,0.0038788-0.0083916i,-0.014771+0.049892i,-0.0070494+0.04653i,0.00066949+0.015797i,0.0016998+0.0046361i,0.0071885+0.0090974i,0.012198+0.0045398i,0.0094529-0.0042864i,0.0081802-0.0058394i,0.010017-0.0044582i,0.011048-0.0016985i,0.010772+0.0032471i,0.012315+0.0063062i,0.013051+0.0022656i,0.0070162-0.0044656i,0.00075183+0.00091425i,0.01203+0.023246i,0.039215+0.046071i,0.056542+0.05169i,0.050049+0.041467i,0.03155+0.025574i
0.043817+0.1047i,0.044235+0.094409i,0.011378+0.02584i,-0.021209-0.014833i,-0.011419+0.0024114i,0.014653+0.014531i,0.017362+0.0037666i,0.0094111+0.0014113i,0.013841+0.006114i,0.017688+0.0034985i,0.010174+0.0028428i,0.0031196+0.0095365i,0.0011569+0.015606i,0.00075411+0.018317i,-0.0012661+0.020634i,-0.0032373+0.022809i,0.0014422+0.020447i,0.0094883+0.0070286i,0.011934-0.022646i,0.0062181-0.057565i,-0.001115-0.073594i,-0.0019306-0.063549i,0.0014708-0.043742i
-0.09947+0.022949i,-0.10108+0.024328i,-0.034364+0.012226i,0.028942-0.0085493i,0.034958-0.0094091i,0.023443+0.0088104i,0.017415+0.0097352i,0.0066593-0.0042682i,-0.0056005-0.0073522i,-0.011285-0.0039631i,-0.013247-0.003664i,-0.013535-0.0035034i,-0.01095-0.0059809i,-0.0081029-0.010002i,-0.0067666-0.011419i,-0.0073515-0.010736i,-0.0091693-0.010182i,-0.017763-0.00957i,-0.037964+0.00025055i,-0.053681+0.025479i,-0.051877+0.047466i,-0.04091+0.046788i,-0.03182+0.032943i
0.021925-0.12119i,0.028287-0.12221i,0.011376-0.057159i,0.0034108-0.0027158i,0.012013-0.0075918i,0.004781-0.021897i,-0.0039829-0.011989i,-0.0018438-0.0043091i,-0.0059838-0.0078196i,-0.012416-0.0060651i,-0.0083649-0.00086338i,0.0011355-0.0016985i,0.0073444-0.0087546i,0.0089175-0.016769i,0.0079405-0.02163i,0.0019774-0.021957i,-0.0080581-0.011793i,-0.00749+0.00915i,0.016968+0.024022i,0.049964+0.017437i,0.062356-0.00073985i,0.048617-0.0074826i,0.030434+0.00089194i
0.10265+0.034419i,0.10633+0.032581i,0.059277+0.006584i,0.0064227-0.017356i,-0.011409-0.02209i,-0.0015114-0.028498i,0.0026309-0.023377i,0.0030032-0.0051954i,0.010309+0.0018818i,0.014027-0.00095815i,0.01308-0.00037148i,0.010968+0.002972i,0.0072262+0.0062697i,0.0044225+0.0092801i,0.0040575+0.010866i,0.0050765+0.012167i,0.0078912+0.012733i,0.011796+0.0043241i,0.0032395-0.016846i,-0.026533-0.034867i,-0.052993-0.033613i,-0.049379-0.023121i,-0.027937-0.019845i
-0.088439+0.11163i,-0.086747+0.11427i,-0.042808+0.072514i,-0.011669+0.033764i,-0.0091796+0.019643i,-0.004197+0.020234i,0.004225+0.010178i,0.0049061+0.0005069i,0.0069747+0.0019948i,0.011672-4.0306e-05i,0.0061062-0.0071386i,-0.0068759-0.0078996i,-0.0167+0.00038705i,-0.021435+0.009672i,-0.020164+0.012976i,-0.012263+0.012594i,-0.0035729+0.0105i,-0.003909+0.010151i,-0.0091708+0.023802i,-0.0018148+0.044656i,0.017048+0.051379i,0.02588+0.039748i,0.019263+0.024644i
-0.075104-0.095743i,-0.1009-0.08687i,-0.085178-0.043706i,-0.042395-0.0019748i,-0.011292+0.024651i,-0.0054975+0.03125i,-0.00050421+0.019404i,0.00028618+7.6202e-05i,-0.0094992-0.0090395i,-0.015413-0.0068924i,-0.012312-0.005244i,-0.0074355-0.0062306i,-0.0035976-0.0072359i,-0.0041224-0.0068835i,-0.0079885-0.0045603i,-0.010203-0.0011941i,-0.0058581+0.0034353i,0.010394+0.0057331i,0.03444-0.0043516i,0.046695-0.025328i,0.035517-0.038814i,0.017836-0.033405i,0.010011-0.020495i
0.15293-0.06073i,0.16283-0.08955i,0.10312-0.078737i,0.052337-0.041529i,0.039021-0.017786i,0.03035-0.01187i,0.010692-0.0064883i,-0.0012021-0.0041029i,-0.0061939-0.0080389i,-0.012065-0.0085343i,-0.01262+8.6849e-05i,-0.0025356+0.0081317i,0.011778+0.0053277i,0.020867-0.0011516i,0.022062-0.0025318i,0.019149-0.0025665i,0.014315-0.0088024i,0.0038472-0.021915i,-0.018067-0.030999i,-0.039266-0.017705i,-0.04015+0.010202i,-0.027758+0.020516i,-0.020989+0.012622i
0.0077954+0.1104i,0.05853+0.13956i,0.078809+0.10575i,0.049357+0.043871i,0.023558+0.0077383i,0.023448-0.0028048i,0.020569-0.008648i,0.0088814-0.0039752i,0.0088721+0.0063848i,0.012579+0.0074899i,0.0066895+0.0066443i,-0.002741+0.01194i,-0.0063763+0.016806i,-0.0032011+0.016067i,0.0056748+0.0092615i,0.011101-0.0035901i,0.0020247-0.013109i,-0.014953-0.0062991i,-0.018872+0.012731i,-0.003472+0.017341i,0.012333-0.0021755i,0.011762-0.017737i,0.0057686-0.013402i
-0.16141-0.0039824i,-0.21572+0.010186i,-0.17188+0.028179i,-0.090148+0.024507i,-0.044129+0.0050405i,-0.022164-0.00066206i,-0.0063957+0.0043146i,0.0031488+0.0046491i,0.0072808+0.005479i,0.010959+0.0053005i,0.012755+0.0017648i,0.0099196-0.0039848i,4.7922e-05-0.0072402i,-0.0096192-0.004825i,-0.016066-0.0024983i,-0.023202-9.2285e-05i,-0.02405+0.0093528i,-0.011364+0.018751i,0.0056331+0.012361i,0.0074351-0.0039018i,-0.0085802-0.0072709i,-0.017056+0.00084759i,-0.0092135+0.0020793i
0.032408-0.095918i,0.016988-0.15051i,-0.012573-0.14988i,-0.016873-0.085186i,0.0014474-0.025525i,0.0056196-0.0094208i,-0.002365-0.0079916i,-0.0064236-0.0012852i,-0.0084289-0.004841i,-0.011687-0.011634i,-0.0077014-0.013763i,0.0042264-0.015241i,0.011639-0.018436i,0.0069435-0.020768i,-0.0012867-0.014946i,-0.0056311-0.00088708i,-0.0037119+0.011964i,0.00082759+0.015779i,-0.0013401+0.013119i,-0.001152+0.013729i,0.012506+0.017363i,0.023862+0.015899i,0.018799+0.011332i
0.17998+0.035588i,0.22753+0.061432i,0.19049+0.056421i,0.11379+0.037269i,0.056085+0.029201i,0.02665+0.018772i,0.0093148+0.0077025i,-0.00096864+0.0009128i,-0.0041878-0.003322i,-0.004797-0.0071544i,-0.0077316-0.0059148i,-0.010278+0.00010297i,-0.0064907+0.0059574i,0.0033772+0.0054642i,0.0093075-0.0013487i,0.0095098-0.0065065i,0.0093445-0.0069552i,0.0097956-0.0027421i,0.010282+0.0021042i,0.0024252+0.00044361i,-0.014709-0.0068498i,-0.026185-0.0071926i,-0.019141-0.00070105i
-0.08286+0.089189i,-0.085508+0.1272i,-0.069765+0.12962i,-0.054693+0.077962i,-0.040754+0.021634i,-0.022734+0.0068145i,-0.0017421+0.005161i,0.01075+0.00095674i,0.011589+0.0018988i,0.010141+0.004305i,0.0054573+0.0023589i,-0.0059641+0.0018201i,-0.016007+0.0049825i,-0.018683+0.011384i,-0.0137+0.017497i,-0.0059855+0.017364i,0.00014054+0.0098186i,0.0055778-0.0021684i,0.0092024-0.012242i,0.011321-0.0095163i,0.016227+0.0074007i,0.023448+0.017232i,0.019778+0.0077893i
-0.19046-0.12088i,-0.22296-0.15264i,-0.15402-0.1416i,-0.061254-0.10524i,-0.011151-0.064895i,0.0040482-0.024774i,0.013009+0.00032761i,0.019701+0.00043029i,0.01425-0.0035478i,0.00049638-0.0019486i,-0.0079304+0.001723i,-0.0067693+0.0027181i,-0.0057783+0.0011621i,-0.0068376+0.0028417i,-0.0029798+0.0066486i,0.0065997+0.0050438i,0.012124-0.0028079i,0.0070856-0.010945i,-0.0024051-0.014956i,-0.0052214-0.020904i,-0.0011448-0.03595i,-0.0018062-0.048155i,-0.0058963-0.04046i
0.1574-0.015202i,0.16847-0.053098i,0.13351-0.053264i,0.090785+0.00097035i,0.060843+0.044652i,0.046651+0.035465i,0.026757+0.0079737i,0.0041783-0.00018164i,-0.0018338-5.7153e-05i,0.0024037-0.0011518i,0.006236+0.0040623i,0.012806+0.012602i,0.021926+0.010354i,0.023833-0.0015674i,0.015017-0.014901i,-0.00041642-0.023552i,-0.015787-0.018876i,-0.023762-0.0049833i,-0.023386+0.0099606i,-0.023444+0.023869i,-0.029768+0.037233i,-0.03177+0.046207i,-0.023248+0.040288i
0.14122+0.17767i,0.16807+0.2304i,0.081203+0.1911i,-0.020909+0.11816i,-0.040839+0.064998i,-0.016659+0.022705i,-0.0081512-0.0059564i,-0.018155-0.013958i,-0.016198-0.0086469i,-0.00035555-0.0066329i,0.011652-0.012161i,0.012238-0.015808i,0.0062834-0.010293i,0.0025747-0.0021643i,0.00047612+0.0057556i,-0.0040278+0.016218i,-0.0070718+0.022062i,-0.0038074+0.021929i,0.0081951+0.016037i,0.027851+0.0033904i,0.045774-0.0091087i,0.049344-0.014164i,0.038131-0.0084294i
-0.16518-0.11474i,-0.19749-0.11067i,-0.14543-0.087526i,-0.05958-0.092699i,-0.0073763-0.091274i,0.0072384-0.061087i,0.0078963-0.029898i,0.0086038-0.013096i,0.0043078-0.011135i,-0.007564-0.01357i,-0.019314-0.013892i,-0.025463-0.012583i,-0.025072-0.0082688i,-0.01742-0.003352i,-0.003871-0.0031674i,0.0075102-0.0067419i,0.011357-0.0096752i,0.0087147-0.012626i,-0.00013899-0.018558i,-0.017114-0.024587i,-0.0368-0.024158i,-0.044071-0.018985i,-0.033132-0.015974i
-0.080454-0.17501i,-0.074968-0.22186i,0.019304-0.15317i,0.11132-0.059297i,0.11461-0.029609i,0.058741-0.014492i,0.022134+0.0087496i,0.018609+0.016328i,0.019421+0.0065124i,0.010101-0.0022331i,-0.00018927+0.0036198i,-0.0012672+0.012897i,0.00026568+0.0083221i,-0.007903-0.0032289i,-0.022866-0.0089603i,-0.029466-0.0080854i,-0.024025-0.0025752i,-0.015618+0.0080618i,-0.0091452+0.021418i,-0.0013495+0.035316i,0.0097158+0.045958i,0.019636+0.044774i,0.020223+0.032545i
0.11597+0.2333i,0.12707+0.25739i,0.057074+0.19503i,-0.038385+0.13717i,-0.0733+0.10863i,-0.047418+0.061923i,-0.024782+0.017452i,-0.021666+0.0041225i,-0.018977+0.0083975i,-0.0098522+0.011699i,0.0004243+0.0071738i,0.0072893+0.0024235i,0.0094838+0.0046611i,0.0086002+0.014254i,0.010732+0.027602i,0.016308+0.036069i,0.020187+0.033272i,0.024608+0.018712i,0.02951-0.0029119i,0.026671-0.026067i,0.015218-0.043403i,0.004579-0.047326i,0.001616-0.039018i
0.044872+0.13326i,0.035699+0.15159i,-0.044756+0.05174i,-0.12345-0.04459i,-0.12697-0.0505i,-0.070427-0.022548i,-0.024888-0.015764i,-0.01521-0.017099i,-0.017764-0.0066095i,-0.014776+0.0066763i,-0.0082283+0.011765i,-0.0043625+0.0084605i,0.00093592+0.0026977i,0.011665-0.0077477i,0.020396-0.023708i,0.018132-0.032634i,0.0071091-0.030454i,-0.0067369-0.0247i,-0.021171-0.018212i,-0.029191-0.0053229i,-0.02769+0.012283i,-0.02458+0.020901i,-0.024223+0.017339i
0.020057-0.33563i,0.018529-0.36294i,0.073622-0.2336i,0.14864-0.10541i,0.1571-0.051245i,0.094904-0.015743i,0.045787+0.013229i,0.033412+0.014229i,0.031988-0.0022655i,0.029886-0.018222i,0.02336-0.023854i,0.015498-0.018826i,0.0034358-0.011831i,-0.015567-0.0051589i,-0.030293-0.00051119i,-0.033989+0.00061694i,-0.027584+0.003519i,-0.016289+0.014383i,-0.0022708+0.030122i,0.015998+0.033617i,0.029144+0.019311i,0.029819+0.0060153i,0.022584+0.0058605i
-0.07738-0.058426i,-0.073332-0.064444i,-0.023722+0.031764i,0.042772+0.12694i,0.080889+0.1259i,0.068694+0.077567i,0.03824+0.042495i,0.024828+0.025413i,0.023831+0.0083024i,0.014247-0.010206i,-0.0033194-0.019203i,-0.015237-0.015029i,-0.013886+0.00015649i,0.00092072+0.017647i,0.018287+0.027682i,0.028714+0.026703i,0.029408+0.015971i,0.024992-0.0011301i,0.019472-0.021052i,0.0053423-0.031695i,-0.01504-0.02326i,-0.02296-0.0093535i,-0.01631-0.0060738i
-0.17457+0.32232i,-0.18799+0.36245i,-0.17929+0.18967i,-0.19495+0.010514i,-0.16792-0.022156i,-0.064492-0.010616i,0.0040412-0.028659i,-0.0007957-0.03475i,-0.017859-0.016129i,-0.022481+0.0054789i,-0.018937+0.02529i,-0.0084988+0.031744i,-0.00010338+0.013664i,-0.0032701-0.015631i,-0.015142-0.034365i,-0.023729-0.032123i,-0.023325-0.01772i,-0.019579-0.0072455i,-0.020554-0.0038708i,-0.019335-0.00087848i,-0.0060487+0.0028624i,0.0061589+0.0031762i,0.0060333+0.0027826i
0.20535+0.05021i,0.22519+0.034198i,0.16953-0.036224i,0.087455-0.098069i,0.025947-0.10946i,0.00085639-0.083823i,0.0010107-0.052412i,0.0017198-0.033666i,-0.0070859-0.023091i,-0.0076679-0.016499i,0.0030775-0.017826i,0.0099562-0.018801i,0.0037022-0.0086621i,-0.0090397+0.011635i,-0.014416+0.030006i,-0.012437+0.032448i,-0.0080331+0.024082i,-0.00097047+0.018563i,0.0096224+0.019675i,0.019573+0.017778i,0.016593+0.0075423i,0.0048248+0.00049166i,0.0028992-0.0012629i
