-7.6072e-06-0.00041391i,0.00060238-0.0012143i,-0.00017727-0.0014457i,-0.0010846-0.0017167i,-0.00084493-0.0015596i,-0.00037494-0.00079418i,-0.00016133-0.00013162i,0.00077163-6.6488e-05i,0.00082012+1.3482e-05i,0.00065745-2.714e-05i,0.00084803-0.00037673i,0.00011478-0.00043554i,-0.0008228-5.2312e-05i,-0.00050885-4.6129e-05i,0.00034983+4.4904e-05i,8.279e-05+0.00075992i,0.00041254+0.00046073i,0.0011129-0.00020704i,0.00055187+0.00015646i,4.3629e-05+0.00073478i,0.00028746+0.00056912i,0.00053376+0.00015825i,0.00024817+4.8669e-05i
0.24273-0.22881i,0.26415-0.27491i,0.19656-0.10623i,0.1687+0.080981i,0.16208+0.090145i,0.078127+0.018544i,-0.0031456+0.0073546i,-0.010517+0.020791i,0.0052815+0.013992i,0.0047316+0.0010149i,-0.0073706-0.0061161i,-0.014963-0.0017085i,-0.0025163+0.0071976i,0.026724+0.0075401i,0.053867-0.0045502i,0.057328-0.0202i,0.035242-0.025428i,0.0090584-0.01997i,-0.0044603-0.015837i,-0.0059188-0.014741i,-0.00027476-0.010466i,0.0059207-0.0067036i,0.0028265-0.0066184i
-0.30579-0.15925i,-0.34005-0.14062i,-0.25485-0.075224i,-0.1379-0.016492i,-0.057553+0.027562i,-0.012853+0.045176i,-0.0037207+0.02564i,-0.011148+0.012383i,-0.002361+0.012143i,0.011101+0.010235i,0.015543+0.015509i,0.017521+0.019563i,0.006408+0.0052875i,-0.023242-0.015514i,-0.055364-0.020843i,-0.065125-0.0084889i,-0.046391+0.0047605i,-0.023298+0.0092918i,-0.016743+0.0081091i,-0.023108+0.0023847i,-0.030431-0.0064576i,-0.03222-0.010948i,-0.026525-0.005735i
-0.20837+0.1638i,-0.25997+0.22083i,-0.1604+0.089184i,-0.08813-0.098715i,-0.10474-0.11892i,-0.060928-0.022267i,0.015709+0.010685i,0.019721-0.013638i,-0.0033402-0.018896i,-0.0048311-0.015738i,-0.00090481-0.019896i,-0.0011482-0.024066i,-0.0030942-0.013658i,0.0004468+0.014699i,0.0076471+0.039369i,0.0095753+0.042835i,0.0070453+0.033526i,0.0079912+0.023213i,0.016705+0.016349i,0.022922+0.015238i,0.01982+0.024886i,0.017522+0.038497i,0.018907+0.033611i
0.27783+0.33501i,0.3586+0.28483i,0.24446+0.17873i,0.080994+0.1207i,0.030083+0.063989i,0.018733-0.0040611i,-0.0014958-0.014433i,0.0067972+0.0046338i,0.011092+0.0032962i,-0.0020686+0.0017359i,-0.011331+0.0041266i,-0.011789+0.0050491i,0.0016131-0.0012461i,0.022376-0.02421i,0.035141-0.048899i,0.03263-0.05548i,0.021544-0.040385i,0.013217-0.017799i,0.009782-0.0085085i,0.0097364-0.01382i,0.013598-0.024625i,0.017272-0.033546i,0.012134-0.030911i
0.13268-0.23781i,0.19008-0.25012i,0.11611-0.1233i,0.051418+0.050218i,0.07484+0.10276i,0.06935+0.031451i,0.015465-0.012355i,-0.0046831-0.0010054i,0.0061879+0.003044i,0.0076965-0.0064875i,0.0038128-0.0099424i,-0.00070195-0.005972i,-0.015097+0.0026549i,-0.039826+0.013932i,-0.055262+0.026657i,-0.04571+0.032638i,-0.023064+0.02331i,-0.0054664+0.0047692i,-0.0034382-0.0041549i,-0.013148+0.003681i,-0.022722+0.013914i,-0.029253+0.016383i,-0.027272+0.012944i
-0.048207-0.39711i,-0.19633-0.38556i,-0.15005-0.23157i,0.009002-0.11592i,0.048962-0.058409i,0.024315+0.0071504i,0.025683+0.018876i,0.012407-0.0095504i,-0.0038098-0.015435i,-0.0048158-0.017116i,-0.012272-0.01478i,-0.015253-0.0013978i,-0.0040626+0.011617i,0.016776+0.024642i,0.033636+0.030496i,0.031977+0.024663i,0.018414+0.013613i,0.0027891+0.0061842i,-0.00059344+0.0030598i,0.010332-0.0015713i,0.023068-0.0060108i,0.030787-0.0062633i,0.024566-0.0043011i
-0.21983+0.37375i,-0.20992+0.36826i,-0.11636+0.18514i,-0.064584-0.015559i,-0.072292-0.065842i,-0.05293+0.00046798i,-0.0094103+0.036319i,0.00031462+0.018094i,-0.006673+0.0087854i,-0.0010441+0.01614i,0.012369+0.02142i,0.024513+0.016456i,0.023135-0.0053696i,0.0065422-0.033588i,-0.010138-0.051485i,-0.017991-0.05387i,-0.017652-0.040726i,-0.010078-0.021725i,-0.0039709-0.010593i,-0.0078826-0.0094561i,-0.021405-0.01279i,-0.032721-0.014829i,-0.027891-0.010938i
-0.15491+0.17112i,0.00017679+0.22722i,0.038283+0.14292i,-0.054429+0.064452i,-0.04796+0.053599i,0.021739+0.010211i,0.015055-0.015531i,-0.0019344+0.012672i,0.0040908+0.018817i,0.0021789+0.0084324i,0.0042882-0.0020805i,0.0021378-0.014862i,-0.0094994-0.0073444i,-0.016956+0.018041i,-0.014431+0.037592i,-0.0058676+0.039073i,-0.0046194+0.028322i,-0.010649+0.015727i,-0.012185+0.008142i,-0.0044643+0.0090792i,0.0073363+0.017714i,0.014094+0.027413i,0.016249+0.026385i
0.45088-0.33266i,0.36619-0.36447i,0.1911-0.18038i,0.12518+0.032812i,0.13201+0.061826i,0.10142-0.0046446i,0.062317-0.022339i,0.050425-0.01882i,0.039796-0.026549i,0.019746-0.035605i,-0.0052916-0.032532i,-0.020272-0.011793i,-0.0055129+0.0067442i,0.026043+0.0036081i,0.039891-0.009652i,0.030082-0.011715i,0.015354+0.00033324i,0.0063305+0.015107i,0.004361+0.016984i,0.00037405+0.0019942i,-0.0077617-0.013434i,-0.0083079-0.018464i,-0.002951-0.015733i
0.09958+0.17958i,0.0040232+0.080083i,-0.038798+0.02407i,0.030982+0.0012111i,0.048675-0.048011i,0.0013251-0.052645i,0.0093127-0.032915i,0.024338-0.038462i,0.0066614-0.034963i,-0.004944-0.023339i,-0.010673-0.015047i,-0.006198-0.0053458i,-0.0026255-0.010112i,-0.018687-0.01926i,-0.034892-0.020847i,-0.03833-0.02028i,-0.028939-0.017071i,-0.009412-0.014693i,0.004016-0.01161i,0.0053431-0.00014819i,0.0050855+0.015455i,0.0052021+0.020011i,0.0023319+0.011094i
-0.55654+0.029405i,-0.44434+0.13798i,-0.19229+0.048785i,-0.11068-0.1276i,-0.15624-0.12235i,-0.13177-0.027082i,-0.080816-0.014636i,-0.073539-0.020567i,-0.063711+0.0098473i,-0.038458+0.033111i,-0.016392+0.039983i,-0.0027094+0.033005i,-0.0050613+0.020545i,-0.014053+0.020901i,-0.015882+0.030679i,-0.010081+0.035346i,-0.0037935+0.032235i,-0.0017565+0.02445i,0.00030189+0.013751i,0.0064796+0.0013277i,0.013473-0.014041i,0.013864-0.025101i,0.0088542-0.023997i
0.16963-0.40262i,0.16598-0.32504i,0.088666-0.14547i,-0.017635+0.0094227i,-0.044293+0.10517i,-0.016066+0.10449i,-0.033223+0.045156i,-0.050239+0.025705i,-0.015498+0.018457i,0.015797+0.00010495i,0.024399-0.0079098i,0.02082-0.010259i,0.013066-0.0085782i,0.01325-0.0063482i,0.017853-0.0049954i,0.021014+0.0013542i,0.023922+0.0055205i,0.022759+0.0072706i,0.014693+0.009209i,0.0015569+0.0091263i,-0.014311+0.014028i,-0.022699+0.021847i,-0.018219+0.022993i
0.39471+0.31462i,0.31268+0.13983i,0.090819+0.061622i,0.038376+0.15005i,0.13902+0.13806i,0.13961+0.04668i,0.073274+0.050273i,0.065294+0.051272i,0.061384-0.001977i,0.032053-0.036861i,0.0035781-0.039169i,-0.012656-0.026541i,-0.011299-0.012883i,-0.0034282-0.0098976i,0.00037169-0.018938i,-0.0025426-0.029555i,-0.012375-0.030982i,-0.019842-0.025991i,-0.015008-0.020355i,-0.00097674-0.019179i,0.011216-0.022618i,0.015643-0.023404i,0.013161-0.01809i
-0.41469+0.33181i,-0.3154+0.3292i,-0.094801+0.14273i,0.058771-0.049136i,0.08756-0.11102i,0.083477-0.064159i,0.092666-0.011579i,0.071656-0.0025494i,0.023436-0.0070872i,-0.0029797-0.0030281i,-0.0010471+0.0059475i,0.0074381+0.018523i,0.0091495+0.023176i,0.0012262+0.025774i,-0.0042495+0.03285i,0.0017718+0.031185i,0.010219+0.024884i,0.012951+0.019622i,0.0080199+0.011022i,-0.0030715+0.0035697i,-0.015146+0.0046701i,-0.02413+0.0064722i,-0.027317+0.0022612i
0.038602-0.44585i,0.018547-0.25586i,0.076969-0.064242i,0.061964-0.074453i,-0.03929-0.081885i,-0.04437-0.023866i,0.010955-0.031435i,-0.00075561-0.046431i,-0.023264-0.014199i,-0.019514-0.0026069i,-0.015806-0.014103i,-0.010046-0.021061i,-0.0023972-0.016519i,0.012032-0.003824i,0.027807-0.0015137i,0.027176-0.011399i,0.014731-0.022549i,0.0045326-0.023675i,0.0021928-0.010258i,0.0085263+0.0074688i,0.021955+0.019521i,0.034042+0.026694i,0.035177+0.028228i
0.41131-0.068758i,0.31359-0.19852i,0.032314-0.13582i,-0.13549+0.040203i,-0.10669+0.092752i,-0.051348+0.015891i,-0.044017-0.038i,-0.02821-0.023059i,0.00061696+0.0034444i,0.0012088+0.01392i,-0.016115+0.022717i,-0.024051+0.021969i,-0.025163+0.0016605i,-0.034179-0.027706i,-0.056389-0.047782i,-0.078268-0.039119i,-0.080514-0.0083342i,-0.062895+0.014035i,-0.038813+0.010871i,-0.027501-0.0080147i,-0.033016-0.025782i,-0.033573-0.035231i,-0.021141-0.033901i
-0.41114+0.18195i,-0.31421+0.11765i,-0.14698-0.010152i,-0.024839-0.028361i,0.0444+0.0038343i,0.022419+0.004679i,-0.031749+0.028289i,-0.014946+0.043585i,0.015616+0.016971i,0.02408+0.00089268i,0.031937-0.00025881i,0.030288+0.0016486i,0.015332+0.014762i,-0.0062541+0.03998i,-0.011586+0.06808i,0.010526+0.07847i,0.034073+0.06498i,0.040215+0.041588i,0.031424+0.02007i,0.019314+0.010562i,0.012609+0.014822i,0.0043697+0.021652i,-0.0026815+0.023982i
-0.1211+0.011758i,-0.15048+0.17441i,-0.010627+0.20423i,0.11367+0.065504i,0.076927-0.020026i,0.017914+0.02392i,0.022278+0.055301i,0.0078612+0.020262i,-0.022231-0.013568i,-0.026574-0.0262i,-0.024457-0.031682i,-0.021901-0.021172i,0.0050204-0.004594i,0.046331-0.003565i,0.069207-0.018071i,0.060226-0.033967i,0.031442-0.037723i,0.0053706-0.026886i,-0.0037407-0.011183i,0.0011408-0.0045099i,0.010467-0.0087927i,0.020765-0.014803i,0.027781-0.020383i
0.32229+0.22492i,0.31647+0.14088i,0.12893+0.068854i,-0.040585+0.035816i,-0.049384+0.022669i,0.02656-0.0020555i,0.053305-0.049234i,0.01674-0.058626i,-0.0050868-0.023477i,-0.00042283-0.0057668i,-0.0027636-0.0023039i,-0.0036427+0.00021419i,-0.010688-0.015366i,-0.035676-0.034084i,-0.061147-0.032946i,-0.065824-0.013416i,-0.045097+0.0068307i,-0.017303+0.016122i,-0.0021816+0.0217i,0.00037322+0.030566i,-0.0053252+0.036102i,-0.016845+0.02821i,-0.029327+0.012361i
-0.067435-0.40387i,0.010859-0.51755i,0.017273-0.43481i,-0.012157-0.18772i,0.037803-0.011495i,0.099315-0.0089756i,0.081774-0.056525i,0.043352-0.052468i,0.041256-0.03408i,0.037701-0.037105i,0.015891-0.030962i,-0.0012524-0.01497i,-0.012352+0.0020984i,-0.010495+0.025976i,0.012375+0.034627i,0.033192+0.014546i,0.0299-0.010915i,0.014406-0.021069i,0.012641-0.022529i,0.026659-0.030407i,0.034369-0.03679i,0.026875-0.025729i,0.016432-0.0035903i
0.15226-0.18854i,-0.036168-0.086543i,-0.067359+0.073459i,0.071298+0.12517i,0.11562+0.066783i,0.034587+0.024033i,-0.015339+0.038678i,0.0050789+0.039543i,0.018485+0.0049659i,0.0067707-0.013514i,0.0054795-0.00011884i,0.01436+0.01944i,0.019851+0.021543i,0.0197+0.005274i,0.0054887-0.014897i,-0.023145-0.018472i,-0.042605+0.0020592i,-0.037697+0.024792i,-0.022107+0.019012i,-0.020977-0.0088708i,-0.03041-0.024535i,-0.02536-0.025288i,-0.012115-0.02464i
-0.094661+0.78912i,0.04414+0.82135i,0.092031+0.50966i,0.021829+0.12215i,-0.032299-0.062769i,-0.033356-0.063619i,-0.02638-0.022352i,-0.028709-0.0019058i,-0.036424+0.0048184i,-0.040528+0.0075482i,-0.026768-0.0085019i,-0.0092038-0.029143i,-0.011845-0.026841i,-0.028878-0.0049886i,-0.034879+0.026226i,-0.016828+0.049512i,0.013413+0.047475i,0.036893+0.02249i,0.033092-0.00039301i,0.0078139+0.0029324i,-0.0099332+0.015704i,-0.016675+0.019657i,-0.014741+0.021715i
-0.41603-0.38654i,-0.20343-0.40234i,0.026781-0.38888i,-0.020843-0.30147i,-0.14233-0.1167i,-0.1235+0.0073865i,-0.072728+0.011065i,-0.059797+0.011739i,-0.039184+0.041633i,-0.010414+0.057053i,-0.0048742+0.04938i,-0.014127+0.032243i,-0.0081556+0.018225i,0.010348+0.0060147i,0.026588-0.010328i,0.03268-0.024677i,0.025336-0.031264i,0.007284-0.032522i,-0.010327-0.029943i,-0.01709-0.020376i,-0.015924-0.0029714i,-0.0076459+0.015985i,0.0032245+0.019544i
0.38766-0.49546i,-0.0077657-0.55578i,-0.26927-0.24014i,-0.10877+0.13361i,0.11557+0.23594i,0.15757+0.20375i,0.14241+0.17386i,0.13362+0.10303i,0.11674+0.023024i,0.10173-0.028813i,0.075377-0.039343i,0.043863-0.015041i,0.025935+0.00091491i,0.014972+0.0011469i,-2.3759e-05+0.0016163i,-0.015566+0.0018562i,-0.026507+0.0040375i,-0.033665+0.014203i,-0.033531+0.029554i,-0.021334+0.035726i,0.0040275+0.025582i,0.026987+0.0019074i,0.028782-0.019973i
0.14319+0.96445i,0.19611+0.98773i,0.096428+0.689i,0.040444+0.27492i,0.081311-0.051428i,0.10487-0.19826i,0.086218-0.19176i,0.039162-0.14023i,-0.021657-0.1054i,-0.066088-0.080576i,-0.078829-0.056319i,-0.063322-0.031205i,-0.041555-0.011953i,-0.02845-0.0045869i,-0.01846-0.011201i,-0.016514-0.026329i,-0.02505-0.029249i,-0.02499-0.010088i,0.0001125+0.017624i,0.028158+0.029356i,0.023553+0.017717i,-0.00097089+0.0032668i,-0.0093158-0.0063796i
-0.40044-0.53137i,-0.0060096-0.50859i,0.33039-0.45998i,0.17115-0.30551i,-0.092582-0.0034041i,-0.10464+0.16139i,-0.048704+0.089972i,-0.047923+0.023811i,-0.034039+0.041305i,0.0042471+0.057099i,0.02736+0.051625i,0.026807+0.036358i,0.01111+0.016371i,-0.014367+0.0031837i,-0.034084+0.0020508i,-0.041334+0.0072105i,-0.044331+0.017879i,-0.033992+0.026607i,-0.008958+0.0084805i,0.0081707-0.023896i,0.007541-0.030072i,-0.002274-0.0088194i,-0.015361+0.016065i
0.30202-0.73057i,-0.19072-0.75083i,-0.43677-0.35213i,-0.11869+0.057755i,0.27963+0.12223i,0.36903+0.0067509i,0.24963-0.053881i,0.13491-0.055116i,0.088168-0.064781i,0.045957-0.094969i,-0.0040756-0.083846i,-0.012753-0.038667i,0.0079105-0.0045836i,0.035391+0.026508i,0.061647+0.044795i,0.068974+0.052702i,0.073784+0.062606i,0.079617+0.052026i,0.061792+0.020183i,0.024647-0.010856i,-0.002895-0.028664i,-0.0072285-0.031359i,0.0028993-0.029306i
0.12456+1.3208i,0.30329+1.363i,0.26796+0.85938i,0.071778+0.17454i,-0.14353-0.2722i,-0.31075-0.35798i,-0.32903-0.20754i,-0.21881-0.04541i,-0.1282+0.021482i,-0.097619+0.055152i,-0.060143+0.076575i,-0.020413+0.055926i,-0.010054+0.012356i,-0.020434-0.031884i,-0.041287-0.054212i,-0.044719-0.04714i,-0.028741-0.048064i,-0.029316-0.059576i,-0.043031-0.047735i,-0.043992-0.0085771i,-0.029128+0.029381i,-0.011992+0.038605i,-0.0073621+0.020223i
-0.62339-0.44623i,-0.26128-0.54933i,0.083896-0.5884i,-0.026414-0.30701i,-0.19576+0.22697i,-0.096582+0.54864i,0.038748+0.46928i,0.078222+0.24163i,0.086861+0.090611i,0.11022+0.014182i,0.11065-0.052908i,0.054008-0.083049i,-0.0054378-0.050935i,-0.036488+0.0044176i,-0.030885+0.049567i,-0.0017635+0.055332i,0.00012761+0.042671i,-0.0077604+0.052279i,0.0095956+0.056029i,0.030937+0.032315i,0.038508+0.0077713i,0.03314+0.0041538i,0.024315+0.018055i
0.43656-0.75784i,-0.15201-0.61625i,-0.49555-0.063403i,-0.12891+0.21905i,0.34725-0.02981i,0.4363-0.30349i,0.29837-0.28972i,0.14003-0.17632i,0.022667-0.11599i,-0.068534-0.081695i,-0.1202-0.0088686i,-0.090115+0.057931i,-0.021434+0.05661i,0.034023+0.012986i,0.049784-0.048972i,0.0082019-0.095197i,-0.03328-0.092415i,-0.028682-0.075778i,-0.013154-0.076867i,-0.01933-0.077944i,-0.038419-0.066526i,-0.046124-0.052413i,-0.039609-0.041626i
0.46737+1.0632i,0.71003+0.91435i,0.57807+0.42733i,0.12337+0.018244i,-0.32752-0.11568i,-0.51476-0.067898i,-0.39205-0.021191i,-0.18199-0.028176i,-0.081335-0.0078647i,-0.028437+0.030062i,0.014007+0.01053i,0.014069-0.028784i,-0.0098303-0.040024i,-0.057346-0.032657i,-0.11168+0.010456i,-0.11634+0.082095i,-0.078037+0.12981i,-0.047038+0.14067i,-0.031772+0.13348i,-0.014168+0.11154i,0.0035882+0.080317i,0.014231+0.054696i,0.029602+0.041045i
-0.97154-0.48133i,-0.81303-0.48127i,-0.42648-0.43151i,-0.19867-0.1398i,-0.0040604+0.35126i,0.24389+0.58915i,0.27018+0.43905i,0.099272+0.2377i,0.033968+0.14867i,0.08736+0.066127i,0.087699-0.0014473i,0.038672+0.0060908i,0.009596+0.040461i,0.010487+0.069322i,0.057496+0.067954i,0.11632+0.0066526i,0.13241-0.06092i,0.12346-0.089859i,0.10858-0.09811i,0.07473-0.088027i,0.0244-0.057213i,-0.01327-0.031619i,-0.03215-0.029409i
0.49794-0.62731i,0.2031-0.37805i,0.0074204+0.11708i,0.16704+0.26615i,0.37607+0.015882i,0.37265-0.22364i,0.24539-0.25375i,0.17704-0.15604i,0.1813-0.14891i,0.10581-0.21561i,-0.015094-0.16966i,-0.034902-0.065412i,0.012001-0.015101i,0.052617-0.0080095i,0.055753-0.020882i,0.012918-0.024504i,-0.03143-0.017462i,-0.066594-0.020917i,-0.10465-0.015056i,-0.10419+0.0067303i,-0.047731+0.019717i,0.0057559+0.012078i,0.020025-0.0013331i
0.37712+0.90986i,0.52996+0.48421i,0.37257-0.11488i,0.10535-0.28779i,0.028831-0.17652i,0.07884-0.15726i,0.058828-0.20536i,-0.039685-0.17864i,-0.1103-0.076066i,-0.10017-0.017046i,-0.057906-0.014386i,-0.015695-0.0027831i,-0.0010102-0.018761i,-0.043893-0.059834i,-0.10114-0.073444i,-0.14025-0.046751i,-0.16211+0.01887i,-0.14257+0.092313i,-0.069114+0.11623i,0.0016121+0.071667i,0.0084728+0.01373i,-0.012561-0.0063214i,-0.009643-0.0051092i
-0.82625-0.22813i,-0.67467-0.037139i,-0.30254+0.10009i,0.016057+0.11167i,0.21124+0.068227i,0.23896+0.0024155i,0.12788-0.055245i,0.064483-0.11328i,0.057636-0.2189i,-0.0077431-0.24328i,-0.062522-0.13031i,-0.061181-0.048084i,-0.08274-0.029318i,-0.11755+0.01816i,-0.10162+0.075846i,-0.032946+0.10324i,0.061266+0.10506i,0.14259+0.078143i,0.16817+0.043529i,0.14631+0.038938i,0.11141+0.050525i,0.067941+0.04132i,0.024524+0.019478i
0.80167-0.70854i,0.63002-0.62413i,0.33468-0.20537i,0.2345+0.059148i,0.27608+0.053096i,0.34177+0.050072i,0.35885+0.094016i,0.26934+0.096207i,0.13136+0.042827i,0.033775-0.023211i,-0.0061234-0.042459i,-0.020992-0.018322i,-0.033217+0.032584i,-0.019842+0.078696i,-0.0048079+0.074539i,-0.04208+0.032314i,-0.11992+0.0014162i,-0.16434+0.00055719i,-0.11544-0.032132i,-0.054795-0.11898i,-0.067962-0.15578i,-0.08318-0.089941i,-0.053768-0.0079265i
-0.80492+6.1882i,-1.15+3.4806i,1.006+2.49i,2.829+0.66534i,3.2218-1.5711i,1.6-3.3161i,-0.56876-2.597i,-1.0682-0.55875i,-0.019998+0.73247i,1.0076+0.61661i,0.88781-0.10705i,0.17142-0.4064i,-0.45399-0.16536i,-0.81787+0.40772i,-0.67211+0.80321i,-0.25912+0.75031i,0.094999+0.41948i,0.15297-0.0084535i,-0.12352-0.25676i,-0.36101-0.22936i,-0.34348-0.12485i,-0.19051-0.0474i,-0.050029-0.012439i
-0.74156-0.43448i,-0.50458-0.17051i,-0.099962+0.051919i,0.013273+0.099747i,-0.10083+0.12186i,-0.22204+0.17242i,-0.26323+0.22694i,-0.15463+0.21925i,-0.020826+0.08547i,-0.019266-0.0016227i,-0.048833+0.023682i,-0.036095+0.01122i,-0.041527-0.038454i,-0.064571-0.053682i,-0.06967-0.028475i,-0.032438+0.024582i,0.03165+0.054906i,0.053716+0.069372i,0.039891+0.12058i,0.036435+0.17647i,0.04501+0.18244i,0.040397+0.12891i,0.0043651+0.061417i
0.59608-0.45051i,0.28529-0.44114i,-0.094982-0.14362i,-0.12297+0.18006i,0.10751+0.2908i,0.32748+0.20353i,0.39381+0.056587i,0.27954-0.0056334i,0.13893+0.042072i,0.06437+0.083493i,0.0070927+0.078837i,-0.02432+0.06274i,-0.011319+0.032215i,0.020338-0.0076725i,0.024307-0.043i,-0.0069793-0.057313i,-0.019129-0.055177i,-0.015024-0.078257i,-0.048317-0.10101i,-0.081391-0.062112i,-0.046231+0.0071176i,0.021088+0.036034i,0.045777+0.011953i
0.029889+1.0177i,0.28636+0.84041i,0.41966+0.36377i,0.33701-0.001219i,0.17495-0.1571i,0.056379-0.18523i,-1.8483e-05-0.15767i,-0.071493-0.13481i,-0.1615-0.058112i,-0.13006+0.06296i,0.0078012+0.099404i,0.096025+0.066309i,0.10247+0.05323i,0.08936+0.0764i,0.084652+0.10381i,0.088706+0.10407i,0.10837+0.068757i,0.12023+0.011268i,0.08182-0.030213i,0.025805-0.036955i,0.0035265-0.043222i,-0.0073224-0.050802i,-0.024014-0.024126i
-0.54191-0.6291i,-0.5312-0.53607i,-0.36458-0.31802i,-0.25521-0.11065i,-0.2148+0.083475i,-0.14565+0.24352i,-0.026356+0.27123i,0.076447+0.11927i,0.094546-0.071562i,0.055387-0.15962i,0.016779-0.16299i,-0.017553-0.12034i,-0.025551-0.069377i,0.00056697-0.052408i,0.028675-0.044061i,0.03979-0.03067i,0.022317-0.034463i,-0.021057-0.037722i,-0.053176-0.0059058i,-0.052131+0.041289i,-0.043459+0.063107i,-0.038152+0.055936i,-0.031348+0.040445i
0.80507-0.13345i,0.56375-0.088159i,0.20153+0.11544i,0.11609+0.1809i,0.16396+0.051846i,0.15732+0.0027935i,0.16776+0.064214i,0.20231+0.058558i,0.18734-0.032719i,0.10803-0.076506i,0.026268-0.036965i,-0.0078999+0.01037i,-0.015061+0.016798i,-0.035127+0.0085493i,-0.059336+0.020668i,-0.046486+0.04108i,-0.0050264+0.035638i,0.030587+0.0093026i,0.051576-0.0028201i,0.069786+0.0071564i,0.094762+0.01577i,0.09735+0.010783i,0.067378+0.0094728i
-0.36478+0.53444i,-0.17044+0.33546i,0.033155-0.025844i,0.018494-0.15771i,-0.13399-0.074005i,-0.29429+0.0072416i,-0.34441+0.061644i,-0.23843+0.097374i,-0.11272+0.11676i,-0.021037+0.12417i,0.036384+0.07702i,0.033639-0.0020797i,0.010437-0.03075i,0.0081356-0.014762i,0.015255-0.0039396i,0.021021-0.013882i,0.014205-0.039455i,-0.022743-0.055201i,-0.067582-0.04344i,-0.080228-0.01336i,-0.063372+0.0096729i,-0.047068+0.021923i,-0.039476+0.037489i
-0.43524-0.65202i,-0.49769-0.34099i,-0.34856+0.070043i,-0.21929+0.1686i,-0.24777+0.073414i,-0.29052-0.0054318i,-0.25033-0.048848i,-0.18325-0.026369i,-0.10429+0.057988i,-0.026642+0.12585i,0.030438+0.12037i,0.040801+0.070933i,0.023803+0.040078i,0.024696+0.021881i,0.025574+0.0033693i,0.023498-0.0048929i,0.037833-0.012871i,0.047071-0.014564i,0.026774+0.0048794i,-0.0030077+0.023885i,-0.0059644+0.014709i,0.0078228-0.014954i,0.0052909-0.028343i
0.72785+0.17126i,0.62776-0.13408i,0.27775-0.35758i,0.050947-0.33034i,0.030545-0.24605i,0.060575-0.19575i,0.052525-0.11006i,0.033064-0.02223i,0.01672-0.0089273i,0.0056404-0.040563i,-2.3274e-05-0.068204i,-0.005025-0.076834i,-0.0098677-0.067395i,-0.003939-0.052754i,0.0093469-0.043972i,0.006026-0.038241i,-0.011078-0.026342i,-0.014692-0.010906i,0.011369-0.00086135i,0.039915-0.0020404i,0.029853-0.011968i,0.0018442-0.013814i,0.0033906-0.0049992i
-0.72728+0.50812i,-0.57982+0.63566i,-0.23679+0.5155i,0.0019861+0.31229i,0.08883+0.18404i,0.083321+0.13359i,0.066398+0.10998i,0.063514+0.042064i,0.031017-0.024626i,-0.014246-0.035691i,-0.037403-0.013085i,-0.040447+0.013463i,-0.030598+0.015691i,-0.031382-0.011171i,-0.045017-0.024441i,-0.042937-0.012308i,-0.034699-0.007721i,-0.037457-0.014072i,-0.036327-0.015062i,-0.0081658-0.0019849i,0.041562+0.022333i,0.072692+0.038961i,0.068873+0.035391i
0.28727-0.75319i,0.20525-0.69748i,0.11532-0.39221i,0.04694-0.17624i,-0.043057-0.10775i,-0.10765-0.067029i,-0.11007-0.030227i,-0.086472-0.0032492i,-0.060158+0.0049741i,-0.037311+0.018493i,-0.0067817+0.035767i,0.022415+0.022487i,0.026124+0.0094081i,0.016044+0.034463i,0.017168+0.071387i,0.029061+0.084512i,0.039087+0.077623i,0.039945+0.063885i,0.028001+0.03873i,0.0012653-0.0037596i,-0.029468-0.047165i,-0.042662-0.062913i,-0.036327-0.046942i
0.35041+0.59836i,0.22552+0.44314i,-0.033512+0.18819i,-0.14021+0.04506i,-0.13167-0.017665i,-0.14449-0.032008i,-0.14823-0.016271i,-0.10276+0.0089454i,-0.039312+0.048788i,0.0066459+0.055174i,0.0028247+0.024887i,-0.027339+0.014838i,-0.031776+0.022736i,-0.004982+0.014523i,0.017136-0.017534i,0.013773-0.048035i,0.0060349-0.051526i,0.013002-0.029368i,0.025529+0.0016954i,0.024153+0.026553i,0.01061+0.03923i,0.0049774+0.036191i,0.0044923+0.014252i
-0.68298-0.16771i,-0.43046-0.0026419i,-0.0061792+0.077728i,0.11466+0.058191i,0.037567+0.082782i,0.041866+0.1039i,0.091362+0.065367i,0.075271+0.018795i,0.021625+0.0093107i,0.0014628+0.030118i,0.018651+0.026618i,0.028376+8.4376e-05i,0.031609-0.011964i,0.039046-0.015828i,0.037976-0.012791i,0.031594-0.0054258i,0.023925-0.011937i,0.017092-0.032399i,0.010453-0.047047i,0.0062835-0.039105i,0.0070876-0.026061i,9.8151e-05-0.020979i,-0.0099196-0.009364i
0.45687-0.40429i,0.15587-0.38747i,-0.19691-0.17509i,-0.2555-0.030265i,-0.18047-0.059252i,-0.16831-0.10094i,-0.15028-0.048133i,-0.074878+0.021447i,-0.011116+0.020723i,-0.012569-0.0069558i,-0.03483-0.004516i,-0.032264+0.0082757i,-0.022766+0.0081859i,-0.023887-0.0034276i,-0.030869-0.015069i,-0.033508-0.012195i,-0.026554-0.0069058i,-0.030878-0.018997i,-0.056803-0.029359i,-0.068528-0.010647i,-0.048244+0.024642i,-0.019861+0.040108i,-0.0085026+0.030176i
