-0.0021728+0.0013852i,-0.0022357+0.00040463i,-0.0021154+8.2012e-06i,-0.00087348-0.00019533i,0.00086277+0.00022411i,0.0010916+0.0005132i,0.00025515+0.001043i,0.0006487+0.002196i,0.0013208+0.0018766i,0.0018122+0.00061042i,0.0015167-0.00063913i,0.00038995-0.0017964i,-0.00021076-0.0013801i,1.4307e-05-0.00041996i,-0.00024189+0.00016462i,-8.2058e-05-0.00010129i,0.00025213-0.00039717i,-0.00020336+0.00011223i,-0.00085437+0.00020664i,-0.001165-0.0005895i,-0.00050339-0.00065306i,-0.00011678+0.00025937i,0.00011485+0.00044375i
0.00097141-0.0024546i,0.00027314-0.0016438i,0.00092582-0.0011594i,0.00079019-0.0013695i,-0.00026025-0.001624i,-0.00058391-0.00044967i,0.00062048+0.00027886i,0.002107+0.00034315i,0.0016474-0.00039641i,0.00080418-0.0012375i,0.00086152-0.0010363i,0.0007078-0.00038181i,0.00018747+0.00010761i,-0.0002776-5.5068e-05i,-6.2184e-05-0.00037977i,0.00034055+0.00031624i,-0.00035399+0.00080171i,-0.00052871+0.00044832i,0.00042122+0.00066386i,0.00056185+0.0006787i,-1.3381e-05+0.00014915i,7.4328e-05-3.6489e-05i,0.00021045+3.8684e-05i
-3.1731e-05+0.0001978i,-0.0013529-0.00011627i,-0.0021668+0.00026211i,-0.0023113+0.0015856i,-0.0016154+0.0010744i,-0.00073714+0.00011029i,-0.000611-0.00032192i,-0.00055052-0.00055354i,-0.00063297-0.00067342i,-0.00081192-0.00091796i,-0.00038594-0.00062537i,0.00022168-0.00012124i,0.00055579-0.00010683i,9.0735e-05-0.00048671i,0.00047646-0.0008163i,0.00058767-0.00049155i,0.00023598-0.00017519i,0.00023105+1.1183e-07i,7.8634e-05+0.00038262i,-0.0006069+0.00011999i,-0.00050325-0.00010622i,0.00042298-1.1219e-05i,0.00013123-0.00014573i
-0.0021653-0.00040122i,-0.0010998-0.0011949i,-0.00083729-0.00091748i,-0.00059542+0.00012087i,-5.8237e-05+0.00072982i,0.00033626+0.0007777i,0.00058832+0.00047788i,2.8435e-05-0.00017769i,-0.00075091+0.00051129i,-0.00023508+0.0018246i,0.0010221+0.0015525i,0.0013804+0.00036966i,0.00072573+0.00041802i,0.00086104+0.00066079i,0.0011086+0.0004309i,-0.00016728+0.0002033i,-0.0003936+0.00010007i,-9.5025e-05+0.00027639i,-0.00019646+0.00052935i,-1.6512e-05+6.8721e-05i,0.00020011-0.00071757i,0.00034861-0.00081559i,2.1058e-05-0.00052538i
-0.00022027+0.0030897i,-0.00043263+0.0029219i,-0.00041905+0.0025725i,0.00061493+0.002019i,0.0014105+4.8262e-05i,0.00059887-0.00050976i,0.00034979+0.0010245i,0.00051278+0.0020715i,0.00059422+0.0015505i,0.00057327+0.00041945i,0.00073238+1.5224e-05i,0.0010044-0.00056119i,0.00074239-0.00036893i,-6.3179e-05+8.77e-05i,-0.00058605-0.00020726i,-0.00094176-0.00035369i,-0.00041917-0.00025223i,0.00069695+0.00017174i,0.00058516+0.00053607i,-0.00028551+0.0002774i,-0.00025104+0.00041367i,-0.0005353+0.00042315i,-0.00078453+0.00020587i
-0.0035049-0.00056171i,-0.0026498-0.0012592i,-0.0029027-0.0014183i,-0.0023964-0.0015527i,-0.00050568-0.00084975i,0.00083591-2.4093e-05i,0.00089901+0.00015838i,0.00034282-0.00024034i,0.00021852-9.9985e-05i,0.0008237+0.00058646i,0.0012101-5.016e-05i,0.0007804-0.00077029i,3.6737e-05-0.00021237i,-0.00031842+0.00032859i,-0.00031775-8.9623e-05i,-0.00028814-6.6892e-05i,-0.0001908+0.00043941i,7.2739e-05+0.00017217i,0.00014085+0.00026062i,-9.6759e-05+0.00085465i,0.00071455+0.00041454i,0.0014587+0.00019156i,0.00072898+0.00049569i
0.00073262+7.9826e-07i,0.00087536+0.00023009i,0.0011118+0.00076799i,0.0020537+0.00045393i,0.0016679+0.00026982i,0.00017818+0.00064074i,-0.00086455+9.6099e-05i,-0.00082049-0.00087471i,0.00058447-0.0010346i,0.0002527-0.0007306i,-0.00022672+0.00010809i,3.3339e-06+0.00038506i,-2.8702e-05-0.00022104i,0.00028965-0.00048512i,0.00048991-0.00030997i,0.00032852-8.2974e-05i,1.4909e-05+0.00029209i,-1.1857e-05+0.00039231i,-4.6752e-05-0.00030136i,0.00028974-0.00061835i,0.00038042-7.6801e-05i,0.00034472+0.00019771i,0.00027657-0.00042184i
-0.0017135-0.00067509i,-0.0021465-0.00072191i,-0.0031055-0.00058191i,-0.0023915-6.4113e-05i,-0.00051308+0.00049087i,0.0011115+0.00061091i,0.0011945+0.0013775i,0.00048542+0.00088576i,0.00034875-0.00091187i,-0.0001891-0.001427i,5.6978e-05-0.0007357i,0.00064485+4.7588e-05i,0.0004556-0.00023775i,2.053e-05+9.4905e-05i,0.00011204+0.0014869i,-0.00021294+0.0014904i,-0.00066424-0.00045353i,-1.4228e-05-0.0018244i,0.00056856-0.00088816i,0.00039595-6.2095e-05i,0.00016418-0.00021042i,0.00021886-0.00014714i,-9.1801e-05-0.00028205i
-0.0017302-0.002492i,-0.0020796-0.0013455i,-0.0011732-0.001669i,-0.00017304-0.0020035i,-5.6688e-05-0.0013395i,0.0006898+0.00014516i,0.0016361+0.00035671i,0.00075145-0.00027073i,-0.00089898+8.138e-05i,-0.0011555+0.00043281i,-8.822e-05+0.0006758i,0.00021698+0.00075951i,-7.8199e-05+0.00096645i,0.00037943+0.0010254i,0.00068361+0.00040048i,0.00019972-0.00092511i,-0.00043102-0.00077285i,-0.00065453+0.00051597i,-0.00057216+0.0011585i,-0.00086598+0.00106i,-0.0015372+0.0006489i,-0.00074875+0.00061426i,8.0481e-05+7.2217e-05i
-0.00090901-0.0014474i,0.00014933-0.0011306i,0.00031527-0.00070047i,-0.00086001+0.00036317i,-0.0014753+0.00079189i,-0.0015487+0.0010035i,-0.0013638+0.00058927i,-0.00043324+0.00034868i,0.00046138+0.00071184i,0.00083206+0.00012445i,0.0007295-0.00051292i,-0.00056551-0.0010893i,-0.00093366-0.0013943i,-0.00010975-0.00089613i,-0.00042842-0.00042706i,-0.00052077-8.3124e-06i,0.00027949+0.00060532i,0.0004188+0.0010995i,0.00029321+0.00068075i,0.00056491-0.00029386i,0.00081848-0.00067753i,0.0003525-0.0002361i,-0.00061717+6.7227e-05i
0.0006397-7.0312e-05i,0.00071457-0.00032075i,-0.0003977-0.0016692i,-0.001639-0.0027148i,-0.001496-0.0017138i,9.3885e-05-0.00056573i,0.00069551-0.00032966i,0.00081346+3.1502e-05i,0.0011531+0.00021958i,0.0012551-0.00015219i,0.0004004-0.00058131i,-0.00045807-0.00027929i,0.00010676+0.00033377i,0.00083516+0.00036477i,0.0011016+0.0011401i,0.00044141+0.0014863i,-0.0003443+0.00096123i,-0.00013106+0.00021402i,-9.0675e-05+0.0002831i,-0.00060491+0.00059364i,-0.0011253+1.9015e-05i,-0.00049376-6.557e-05i,0.00070633-2.0372e-05i
0.0002646+0.00023117i,0.00025109+0.00011791i,0.00033443+0.0013903i,0.0012428+0.0018138i,0.0011972+0.00096559i,0.00064148+0.0001692i,0.00041058+7.8164e-06i,0.0011305+5.4675e-05i,0.001732-0.00067323i,0.00093125-0.00071525i,-0.00018109-0.00037949i,-0.00052892-0.00046503i,-1.5439e-06-0.00025835i,0.0010444-0.0003214i,0.001053-0.00085634i,0.00050928-0.00085016i,-5.7693e-05-0.0001685i,-0.00025466-5.8565e-05i,0.00021466-0.00074137i,-6.5176e-05-0.00089951i,9.5467e-05-0.00094069i,0.0014648-0.0004907i,0.0019642+0.00021538i
-0.0013123+0.0012618i,-0.0017539+0.00053215i,-0.0018771+0.00071194i,-0.0011994+0.00091069i,0.00086872+0.00086163i,0.0019079+0.00072775i,0.00086172+0.00060227i,0.0002021-0.00014626i,0.00038676-0.00015907i,0.00016795+0.00038617i,0.00049371-4.3305e-05i,0.0010726-0.00028714i,0.00038288-0.00054228i,-0.00030948-0.0011404i,-0.00042789-0.0013095i,-0.00015737-0.0013768i,-0.0004406-0.00035441i,-0.00067427+0.00053773i,-0.00041791+0.0010771i,5.0082e-05+0.00059808i,0.00030437-0.00044925i,0.0002398-0.0010259i,-0.00015882-0.00089171i
-0.0010272+0.00064922i,-0.00026516-8.155e-05i,0.0010701+0.00050769i,0.0017683+0.0014441i,0.0011835+0.0011818i,0.0013532+0.0010111i,0.0012321+6.5649e-05i,0.0012628-0.00053686i,0.00039629+1.8761e-05i,-0.00037321+0.0010027i,4.0715e-05+0.00094881i,0.00033314+0.00039122i,0.00073108-0.00049397i,0.00061928-0.00099696i,-0.00044092+1.3132e-05i,-0.0012165+0.00037894i,-0.0011839+0.00041431i,-0.00054048+0.0011673i,-0.00032416+0.00087524i,-0.00069615+0.0001225i,-0.00057309+0.00035564i,-0.00052822+0.00033395i,-0.00072275-0.00020669i
-0.00027115+0.0017663i,-0.00047447+0.002042i,-0.00089361+0.0017456i,-0.00063384+0.0011888i,4.9532e-05+0.00058483i,0.00015803-0.00014229i,-0.00014183+6.8636e-06i,-0.00028477-0.00059334i,-0.00016018-0.00040162i,0.00061949+0.00041083i,0.0010128-0.00030035i,0.0011034-0.00067196i,0.00054019-7.5817e-05i,9.9104e-05+0.00037796i,0.00027972+0.00062583i,-0.00032325+0.00013231i,-0.0001457+0.00043438i,0.00049944+0.00096967i,0.0004791+0.00039533i,-0.00020514+0.00040589i,-0.00057919+0.00090263i,-0.00030482+0.00035364i,-0.00024555-0.00081647i
0.0016763-0.00038208i,0.00091187-0.0022435i,0.00010724-0.002786i,-0.0001441-0.001424i,0.00014495-0.00014356i,0.00034869+0.00043252i,0.00031617+0.00078521i,0.00078956+0.00073783i,0.0012247-9.4938e-05i,0.0015601-0.00087561i,0.0013814-0.00083115i,5.5794e-05-0.00040922i,-0.00044665-0.00038916i,0.00011831-0.00038978i,0.00029709-0.00047456i,0.0001759-0.00066819i,-0.00054273-0.0005247i,-0.001091-0.00038048i,-2.6873e-05-0.0010125i,0.00113-0.00090557i,0.00039585+0.00072106i,-0.00082696+0.0010915i,-0.00064622+0.00032289i
-0.0010614-0.0010758i,0.0010555-0.0023932i,0.0013947-0.0021191i,-8.4468e-06-5.321e-05i,-0.00038438+0.0016462i,0.00074373+0.0015162i,0.0013533+0.00062293i,0.0012435+0.00014131i,0.0005173-0.00083385i,0.00047925-0.00094895i,0.00032192-0.00021979i,-0.000245-0.00087087i,-0.00024932-0.001669i,-0.00033112-0.0014318i,0.00011481-0.0006115i,0.00065249+0.00043469i,0.00050619+0.0010329i,0.00059804+0.00076005i,0.00074331-0.00020583i,0.0007678-0.00038453i,0.00081318-0.00012361i,0.00056775-0.00013262i,0.0003823-0.0001219i
0.0005828+0.00088654i,-0.0015764+0.00065333i,-0.0021208-0.00066109i,-0.0011637-0.0016565i,-0.00023173-0.0011153i,0.0004253-0.0003916i,0.00016255-0.00040545i,-9.8038e-05-0.0010304i,-3.9858e-05-0.001821i,-0.00021173-0.0018173i,-0.00068391-0.00079947i,-0.0005162+0.00015337i,0.00055535-1.0113e-05i,0.00080551-0.00093351i,0.00080258-0.0010567i,0.0005917+0.00014389i,-0.00012538+0.0012295i,-0.00067814+0.0011516i,-4.3341e-05+0.0014296i,0.00056974+0.0018382i,0.00024285+0.00086759i,-0.00053319-0.00036391i,-0.00088642-0.00072193i
-0.00018091-0.0017562i,-0.00084178-0.0018428i,-0.00048186-0.0015313i,-0.0001532-0.00038608i,-0.00011498+0.00046861i,0.00028031+0.00042593i,0.0015617-0.00031137i,0.0015765-0.0008203i,0.00014851-0.00088873i,-0.0011089+4.5654e-06i,-0.0011439+0.00084452i,-2.7499e-05+0.0007075i,0.00030293+0.00042446i,0.00042253+0.00079874i,9.2199e-06+0.001556i,-0.0013044+0.00163i,-0.0017232+0.0012369i,-0.001161+0.00050408i,-0.00085779-0.0003882i,-0.00055472+0.00037819i,-0.00024209+0.00098067i,-2.1808e-05+0.00033072i,-0.0002201+5.3776e-05i
-0.002121+0.00080947i,-0.0010586+0.0010779i,-0.0011764+0.0007479i,-0.00075497-6.6537e-05i,0.00077244+5.0711e-05i,0.00034379+0.00029491i,-0.000524+0.00069291i,-0.00059769+0.00086566i,-0.0004491+0.00058502i,0.00019392+0.00063477i,0.000921+0.00069782i,0.0017808-0.00022695i,0.0021975-0.00061934i,0.0014833-8.7222e-06i,0.00056526-2.0277e-05i,0.00064307-0.0006049i,0.00092721-0.00077847i,0.00053149-0.00054577i,0.00054596-0.00081377i,0.00041015-0.00071926i,-2.8422e-06-0.00041021i,-2.8273e-05-0.00087614i,-3.517e-05-0.0010263i
-0.0009106+0.00047084i,-0.00032963-0.0010202i,0.00026225-0.0010931i,0.0010359-0.00043721i,0.0019185-0.00046295i,0.0018693-0.0004624i,0.0012903-0.00018633i,0.00083206+0.00032248i,0.00041524+0.00070519i,0.0008447+2.577e-05i,0.00076728-0.00070621i,0.00015808-0.0010751i,-0.00071932-0.0011956i,-0.0015195-0.0010995i,-0.0012598-0.00069949i,-0.00010703+2.0558e-05i,0.00041663+0.00038803i,0.00022773+0.00027094i,-0.00018814-0.00019778i,0.00021767+0.00015297i,0.00034475+0.00026823i,-0.00011207+0.00027446i,-0.00020119+4.6574e-05i
0.00038789+0.0002006i,0.00076978+0.00012703i,0.0012474+0.00038084i,0.00054325+0.00019583i,3.351e-05-0.00026871i,0.00062245-0.00077662i,0.0018748-3.151e-05i,0.0014903+0.00063434i,0.00064113-1.9469e-05i,2.4195e-05-0.00096417i,-0.0007559-0.0017199i,-0.00040692-0.0017223i,3.0738e-05-0.00076472i,-1.9333e-05-0.00048765i,0.00039177-0.00070649i,0.00048023-6.1698e-05i,9.2462e-05+0.00088863i,-0.00031801+0.00055054i,-0.00028478-0.00034778i,-0.00023788-0.00039465i,-0.00026657-0.00030172i,-6.2167e-05+0.00036568i,9.9105e-05+0.00089253i
-0.00090486-0.0014161i,-0.0021513-0.00061793i,-0.0020969-0.001177i,-0.0013014-0.00056094i,-0.00063025-8.2027e-05i,0.00026062+9.7838e-06i,0.0010363-0.00024194i,0.00088441-0.0006937i,-0.00025341-0.00084333i,-0.00078931-0.00044371i,-0.00053719+7.794e-05i,-0.00046501+0.00072602i,-0.00086238+0.0008785i,-0.00024938+0.00037432i,-0.00042512+0.00070715i,-0.00086085+0.0007313i,-4.1199e-05+0.00091328i,0.0004215+0.00081385i,0.00030882-0.00015117i,-0.00016491-4.9308e-06i,-2.5511e-05+0.00012311i,0.00020234-0.00015373i,-6.5238e-05-0.00052349i
-2.8995e-06-0.0022833i,0.000686-0.0015429i,0.00023974-0.0010943i,-0.0011176-0.00055034i,-0.0010066+0.00064387i,1.6191e-05+0.0013281i,-4.6096e-06+0.00091426i,0.00026117-0.00019289i,0.00076459-0.00025684i,0.00061077+0.0001873i,0.00020749-5.1836e-05i,-0.0003759+1.5249e-05i,-0.00048534+0.0010064i,-0.00048557+0.001123i,-0.00084658+0.000371i,-0.00083193-3.021e-05i,-0.00065914+0.0002322i,-0.00069596-0.0002071i,-0.00054155-0.00031299i,-0.00027982-4.184e-05i,-0.00059662+8.8785e-05i,-0.0012268-0.000434i,-0.001114-0.00075683i
-0.003467-0.00024481i,-0.0027394-0.00051514i,-0.0017927-0.00020265i,-0.0012931+0.00051478i,-0.00049999+0.0013479i,0.00012874+0.0011167i,-0.00065648+0.00036038i,-0.00090416+0.00045233i,-0.0010452+0.00044474i,-0.00034268+0.00028947i,0.0010372+0.00017396i,0.0018743+0.00030594i,0.0015595-0.00014351i,0.00065519-0.00081845i,0.00033723-0.00096361i,0.00019091-0.00076923i,-0.00057437-0.0003758i,-0.00097804-0.00019236i,-0.00061019+2.0142e-05i,2.1161e-05+0.00016383i,0.00043463+0.00051203i,0.00067096+0.00039004i,0.0011494+0.0003642i
-0.0015553-0.0010565i,-0.0010904-0.0013626i,-0.00088279-0.0015612i,-0.00094103-7.7834e-05i,-0.00044328+0.00018094i,0.00055097-0.00073725i,0.00061017-0.00033018i,9.5491e-06+5.6252e-05i,-0.00060923+0.00011063i,-7.1822e-06-6.7058e-05i,0.0007388-0.00048635i,0.0002052-0.00079329i,-0.00017697-0.0004794i,0.00021552-0.00035213i,0.00055491-0.00094351i,0.00026019-0.0011523i,-6.9268e-05-0.00076534i,-8.3449e-05+0.00042748i,-0.00091605+0.00054462i,-0.0011982+0.00018467i,-0.00057206-0.00010316i,-0.00036101-0.00027161i,-0.00037386+0.00018213i
-0.00025548+0.0017193i,0.00062539+0.0012142i,0.00036542+0.00033022i,0.0002964+0.00013508i,0.00062994+0.00069472i,0.0010923+0.0011535i,0.0012585+0.0013574i,0.00073379+0.001186i,0.00052497+0.00059157i,0.00041356+0.00055461i,-0.00053999+0.00057391i,-0.0011612+0.0011858i,-0.0013912+0.0011109i,-0.0013323+0.00042705i,-0.00033108+9.8926e-05i,0.00012813+0.00012855i,-0.00032406-5.0071e-05i,-0.00041624-0.00051305i,-0.00039596-0.00055488i,-0.00021086-0.00075738i,0.00022145-0.00047011i,0.00046652+0.00052131i,0.00036262+0.00067135i
-0.00031166+0.00080963i,-0.0011605+0.00042987i,-0.0013591-0.00013925i,6.4108e-06+0.00031689i,0.00096755+0.00096447i,0.0013413+0.00068201i,0.0010146+0.0002836i,0.0011394-0.00022099i,0.00071555-0.00078684i,-0.00023069-0.0004584i,-0.00058257+0.0005599i,-0.00017493+0.00092107i,-0.00018973+0.00025318i,-0.0002828-7.4342e-05i,0.00065751+0.00031072i,0.00054677+0.00028701i,-6.4984e-05-9.4579e-05i,2.4162e-05-0.00044254i,-0.00032091-0.00062696i,-0.00047454-0.00029629i,-0.00049657+0.00027542i,-0.00069369+0.00024259i,-0.00086637-0.00038241i
-0.00094197-0.0020075i,-0.0011432-0.0021975i,-0.00094218-0.0017926i,-0.00072207-0.00039689i,-0.00028708+1.9932e-05i,-0.00039321-0.00043845i,-0.00052633+0.00023563i,-0.00075+0.0005455i,0.00012212+4.4859e-05i,0.0012382+0.00025844i,0.0013772+0.00077221i,0.00066975+0.0010534i,0.00021788+0.00082835i,0.00096816-0.00029766i,0.00095354-0.0010879i,0.00067593-0.00028805i,0.00056013+0.00065678i,0.00025116+0.00087508i,0.00046817+0.00080423i,-0.00024541+0.00028437i,-0.0010963-0.00092783i,-0.00094287-0.00069414i,-0.00054946+0.00010442i
-0.00045906-0.0005528i,-0.00054224+0.00039237i,-0.00035339-0.00015035i,-0.00041358-0.0010452i,-0.00077458-0.00084802i,0.00034484-0.00030798i,0.00062673+6.4221e-05i,-0.00056874-0.00033099i,-0.00047021-0.00085835i,0.00036712-0.00088648i,0.00037134-0.0018428i,-1.0636e-05-0.0017441i,-0.00036302-0.00037139i,0.00011436+0.00022467i,0.00077993+0.00055181i,0.00059839+0.0011239i,0.00066419+0.0011225i,0.0010736+0.0016348i,0.00048482+0.0016172i,0.00015188-6.3272e-06i,0.00018512-0.00045511i,8.3791e-05+0.00046602i,-6.4355e-05+0.00054708i
0.00080431-0.0009057i,0.00032797-0.0010877i,-0.00075604-0.0015913i,-0.0014223-0.0017942i,-0.0007929-0.0012079i,0.00016695+0.00061567i,0.00013273+0.0012502i,-0.00042002+0.00058375i,-0.00065512+0.00027582i,-0.0008991-0.00068886i,-0.0015913-0.00039755i,-0.0014973+0.00035592i,-0.00084351+0.00037244i,-0.00088912+0.00043546i,-0.0011493+0.00056023i,-0.00043094+0.0006046i,0.00038045+0.00062051i,0.00056115+0.00056941i,-6.4102e-05+0.00061284i,-0.00021009-0.0001731i,0.00017044-0.00043172i,0.00076578+0.00042263i,0.00091594+0.00030527i
9.4415e-05+0.0013427i,0.00039085-0.001068i,0.0011314-0.0021496i,0.0016938-0.0016201i,0.0010309-0.0011927i,0.0001659-0.00040192i,0.00051097+0.00075825i,0.0011278+0.00037556i,0.00073656-0.0001536i,-0.0007227-8.3264e-05i,-0.00087754+0.00020255i,-0.00056018+0.00083046i,-0.00063695+0.00041534i,-0.00050118-0.00048644i,-0.0001076-0.00027092i,0.00037432+0.00031605i,-1.4672e-05-3.6412e-05i,-0.00062661+0.00012285i,-9.6044e-05+0.00051335i,0.00095524-0.00013345i,0.00092387-0.0008093i,0.00092063-0.0003506i,0.00057895+0.00066503i
0.0022909+0.001355i,0.0020039+0.0014325i,0.001096+0.00092215i,0.0011177+0.00020026i,0.00086254-0.00066038i,0.00016638-0.0012072i,0.00041966-0.00091176i,0.0010331-0.00043343i,0.0012325+9.8954e-05i,0.0005619+0.0006468i,-0.0002889+0.00061369i,0.00069161-7.7223e-06i,0.0010724-0.00012269i,1.4561e-05-0.00041145i,-0.00016491-0.0015144i,-0.00022207-0.00095959i,-0.00038275-0.00075047i,-0.00083132-0.0014445i,-0.00092624-0.00089713i,-0.0003144+3.5602e-05i,-0.00071414+6.034e-05i,-0.0013185-0.00060655i,-0.00052001-0.00047059i
0.00069648+0.0004752i,0.00064172+0.00043768i,-0.00094572-0.00027229i,-0.0020162-0.00070765i,-0.00011092-0.00082048i,0.0020471-0.00052715i,0.0014689+0.00018866i,0.00033858+0.00040463i,1.3927e-05-0.00027838i,0.00057163-0.0010433i,0.0012594-0.0012704i,0.0019835-0.0010535i,0.0014537-0.00096815i,0.00016776-0.00068727i,-0.0001444+0.00013866i,-3.4431e-05+0.00031676i,-0.00034181+0.00034776i,-0.0014835+0.0015453i,-0.0018116+0.0021521i,-0.0011893+0.0016302i,-0.00082358+0.0013034i,-0.00046112+0.00062834i,0.00043616-0.00067528i
0.00088355-0.0021487i,-0.00017668-0.0031798i,-0.00030808-0.0023544i,-0.00021684-0.0011009i,-8.1082e-05-0.00016234i,-7.6327e-05+0.0009726i,0.00017687+0.0012902i,0.0011901+0.00067121i,0.0013962-0.00036668i,0.00069152-0.0015278i,-0.00018221-0.002223i,-0.0013283-0.0020041i,-0.0015653-0.0016658i,-0.00079409-0.00057112i,-0.00049252+0.00029758i,-0.00095052+0.00015765i,-0.00079367-0.00028361i,0.00054626-0.00066993i,0.0014979-0.00031959i,0.0014452+0.00034363i,0.0009032+0.00040105i,0.00022989+9.1363e-05i,-0.00055493-0.00040272i
0.0023371-0.00016989i,0.0018095-0.001251i,0.0019923-0.0023054i,0.0012515-0.0023296i,-0.00089641-0.0024412i,-0.0018704-0.0012752i,-0.00066964+0.00014834i,0.00020426+0.00049244i,0.00077071+0.00060022i,-0.00015178-9.375e-05i,-0.0021719-0.00029415i,-0.0026628+0.00037548i,-0.0020759+0.000755i,-0.00095202-0.00059353i,-0.00038427-0.0013283i,-0.00064516-0.00047616i,-0.00039572-0.00014586i,-0.00024405-0.0004326i,0.00017602-0.00092761i,0.00080781-0.00073668i,0.00082338+0.00019363i,0.00061808-0.00020013i,0.00038754-0.00051612i
0.0014777+0.0004598i,0.0018797+0.00065882i,0.002709-0.00053577i,0.0027275-0.0010683i,0.001204-0.0015552i,0.00051051-0.00066226i,0.0013442+0.00047204i,0.0014385+0.00043705i,0.00066805+0.00027812i,0.00069076+0.0007206i,0.00093872+0.0011656i,0.0010326+0.00066463i,0.00026256-7.8847e-05i,-2.7958e-05-0.00032947i,0.00022473-0.00028838i,-0.00010937-0.0007468i,-0.00046969-1.2612e-05i,-0.00011655+0.00026752i,0.00024914-0.00034824i,-0.00019565-0.0009634i,-0.0008642-0.00074593i,-0.0014103+0.00020972i,-0.0019612+0.00042469i
0.0012627+0.0012726i,-0.00077977+0.00074665i,-0.00038124-0.00039784i,8.3961e-05-0.001455i,0.0002613-0.0015825i,0.0012435-0.0010418i,0.00093533+5.6256e-05i,0.0010534+0.00094062i,0.0018126+0.000697i,0.0011824+0.00024682i,0.00087364+0.0009409i,0.0010129+0.00065049i,0.00046366-0.00015005i,0.00098924-0.00040582i,0.0013347-0.00059554i,0.0003563-0.00059465i,-0.00020436-0.00056181i,-0.00025752-0.00034389i,-0.0002988+0.00092419i,-0.00022141+0.0009644i,-0.00021138+0.00024657i,-2.9775e-05-0.00038299i,0.00013426-0.00061365i
-0.00019942+5.6437e-05i,2.32e-05-0.001579i,-0.00018572-0.0023114i,0.00047994-0.002151i,0.0017948-0.0014538i,0.0013498-0.0010628i,0.00059358-0.0002748i,0.00074727+0.00078498i,0.0012993+0.00038703i,0.0012823-0.00022727i,0.0011404-0.0006199i,0.0012153-0.0015388i,0.00033823-0.0015244i,-0.00037945-0.00070034i,-5.3384e-05-0.00017991i,0.00046841+2.0327e-05i,0.00061651+0.00040627i,-1.5714e-05+0.00061212i,-0.00035444+0.00043147i,8.8679e-05-2.3768e-05i,0.00027525-0.00047714i,-0.0001659-0.00017405i,-0.00031399-0.00021227i
0.0032339+0.00090049i,0.0040273+0.0006169i,0.0031815-0.00011911i,0.0018263-0.0013619i,0.00059219-0.0015325i,2.3688e-05-0.0014989i,0.000413-0.0010848i,0.0010549-0.00024275i,0.0015244-0.00038925i,0.00037183-0.0014177i,-0.00083832-0.0018984i,-0.00078607-0.0015543i,-8.3111e-05-0.00096709i,0.00019742-0.00057465i,-0.00042055-0.00072529i,-0.00017064-0.00042095i,0.00067791+9.1481e-05i,0.00060217+0.00023608i,0.00093259-0.00013361i,0.0010768-0.00018244i,0.00040252+0.00012531i,-0.00018734-0.00022624i,-0.00034644-0.00052339i
-0.00094699-0.00040984i,-0.00057811-0.00048175i,-0.00079996+0.00013651i,-0.00032887+0.00026264i,0.00033891-0.00051537i,0.00075967-0.00078548i,0.00058655-0.00032186i,9.1991e-05+4.9345e-05i,-0.00086465+4.0754e-05i,-0.00088803-0.00036079i,-0.00054131-0.00047816i,-0.0010249+0.00044254i,-0.00037193+0.0010441i,0.00039809+0.00043629i,7.1533e-05+0.00035754i,-3.3257e-05+0.00034764i,0.00023993-5.909e-07i,0.00013196-0.0003594i,0.00035866-0.00050585i,0.00050545-0.00079217i,0.00012127-0.00090488i,0.0001962-0.00013451i,-3.8605e-05+0.00049006i
0.00060034-0.00034862i,0.00056348-0.0010141i,0.00073927-0.00040854i,0.00086174-0.00039734i,0.00022767-0.00041684i,-0.00028076-0.00017897i,-4.6074e-05+0.00095632i,-8.012e-05+0.0016005i,0.00013282+0.0011937i,0.0007603+0.00049189i,0.0011126-0.00016529i,0.00097319+0.00012548i,0.00062249-0.00010492i,0.00070575-0.00074231i,-8.3061e-05-0.00026166i,-0.00042239+0.0004363i,-0.00067105+0.00028084i,-0.00064829-0.000405i,-0.00018027-0.00026216i,0.0001663-0.00032109i,-0.00016137-0.00016278i,-0.00073953+0.00016866i,-0.000801-0.00080432i
0.0018313+0.0010817i,0.0014514+9.3946e-05i,0.0021676-0.0015551i,0.0019899-0.0022275i,0.00063192-0.0017967i,-6.0936e-05-0.0011075i,0.00042997+0.00026342i,0.00064954+0.00088488i,0.00093832+8.8157e-05i,0.0015079-0.00036105i,0.002097-0.0001047i,0.0023887-0.00041912i,0.001061-0.0011678i,-0.00024942-0.00042894i,-0.00015408-3.922e-06i,0.00054274-0.00065573i,0.0010092+8.0642e-05i,0.0011832+0.0013403i,0.0010983+0.0015135i,0.00060704+0.0009885i,0.00049265+0.00055505i,0.00024814-4.4718e-05i,-0.00083429-0.00029963i
0.0010332+0.0011017i,0.0012512+0.00039591i,0.00091391-0.00067109i,0.00019409-0.0018869i,0.0011128-0.0016483i,0.0014081-0.00095922i,0.00055431-0.00070293i,2.599e-05+0.00011785i,0.00025687+8.535e-05i,0.00051155-0.0012307i,0.00036236-0.0024616i,-0.0001088-0.0022028i,-2.4211e-05-0.0014641i,0.00057491-0.0010223i,0.00012501-0.00068631i,-0.00059273-0.00075935i,-7.3289e-05-0.00024588i,0.00032259+0.00010161i,-0.00046847+0.00029177i,-0.00053114+0.00052337i,-0.00043859+0.00058688i,-0.0011585+0.0004407i,-0.00064907-6.1537e-05i
