-0.0021728+0.0013852i,-0.0022357+0.00040463i,-0.0021154+8.2012e-06i,-0.00087348-0.00019533i,0.00086277+0.00022411i,0.0010916+0.0005132i,0.00025515+0.001043i,0.0006487+0.002196i,0.0013208+0.0018766i,0.0018122+0.00061042i,0.0015167-0.00063913i,0.00038995-0.0017964i,-0.00021076-0.0013801i,1.4307e-05-0.00041996i,-0.00024189+0.00016462i,-8.2058e-05-0.00010129i,0.00025213-0.00039717i,-0.00020336+0.00011223i,-0.00085437+0.00020664i,-0.001165-0.0005895i,-0.00050339-0.00065306i,-0.00011678+0.00025937i,0.00011485+0.00044375i
-0.13483-0.17292i,-0.19361-0.19785i,-0.217-0.1236i,-0.19577+0.022927i,-0.099982+0.095236i,0.024987-0.037246i,0.037469-0.22819i,-0.055513-0.25593i,-0.10885-0.14859i,-0.083198-0.058957i,-0.04717-0.029488i,-0.029272-0.022563i,-0.013556-0.013878i,-0.0035609-0.0094193i,-0.0088279-0.010834i,-0.018322-0.010204i,-0.01603-0.009312i,-0.010141-0.007817i,-0.0072143+0.00017893i,0.001665+0.010701i,0.010864+0.01621i,0.010179+0.014898i,0.0086045+0.0091917i
0.16026+0.0031921i,0.15322+0.025172i,0.1285+0.089866i,0.16472+0.1361i,0.15958+0.11395i,0.026107+0.088871i,-0.11278+0.13259i,-0.1338+0.20709i,-0.062457+0.21803i,0.013879+0.14762i,0.049516+0.06752i,0.051672+0.030136i,0.048835+0.023836i,0.047797+0.016521i,0.041467+0.0051963i,0.032893-0.0025652i,0.020299-0.0036431i,0.010319+0.0063543i,0.01607+0.011478i,0.023764-0.0033727i,0.015545-0.017225i,0.0042253-0.010863i,0.00015373+0.00020997i
-0.088672+0.15639i,-0.040746+0.16564i,0.066472+0.07264i,0.16852-0.04189i,0.23214-0.081694i,0.24296-0.03335i,0.21968+0.048333i,0.23202+0.074433i,0.23138+0.0114i,0.13577-0.04841i,0.021372-0.035795i,-0.023221-0.0066945i,-0.030768-0.013267i,-0.043691-0.015444i,-0.04019+0.0096892i,-0.010138+0.027011i,0.018154+0.018735i,0.023525-0.0056958i,0.0017328-0.023573i,-0.025306-0.015551i,-0.026082+0.00081826i,-0.0041628-0.0011483i,0.010474-0.014078i
-0.066112-0.11388i,-0.075725-0.063078i,-0.071835-0.0064028i,-0.11022-0.076236i,-0.19082-0.20278i,-0.21308-0.23591i,-0.14847-0.22122i,-0.13408-0.24029i,-0.19212-0.20939i,-0.18012-0.096631i,-0.090935-0.020125i,-0.034802-0.0035069i,-0.017661+0.014618i,0.0060194+0.022762i,0.021807+0.0056547i,0.014761-0.011606i,-0.00060536-0.018274i,-0.0097797-0.012059i,-0.0010492+0.0046957i,0.015349+0.017083i,0.01705+0.016224i,0.00021487+0.010985i,-0.013834+0.01257i
0.16488-0.0088438i,0.13741-0.098951i,0.016591-0.15645i,-0.081206-0.10227i,-0.097439-0.034411i,-0.065173-0.046442i,-0.048077-0.066546i,-0.041163-0.027924i,-0.0044881+0.013905i,0.033026+0.0047127i,0.041125-0.020896i,0.038662-0.035702i,0.023583-0.038285i,-0.005614-0.016288i,-0.021243+0.014775i,-0.017352+0.027208i,-0.009169+0.026922i,-0.0045409+0.024141i,-0.0019672+0.015783i,0.0018202+0.0044371i,0.00081455-0.0017907i,-0.00099631-1.6324e-05i,0.002914+0.0011799i
-0.10647+0.15547i,-0.051324+0.24044i,0.027752+0.25934i,0.0070542+0.24849i,-0.070866+0.2804i,-0.083577+0.31205i,-0.033242+0.27838i,-0.0027451+0.22589i,-0.0013225+0.18385i,-0.0083467+0.12711i,-0.020318+0.077726i,-0.021365+0.061286i,-0.0031274+0.050752i,0.015514+0.021162i,0.019057-0.018618i,0.007174-0.039289i,-0.002058-0.03092i,0.0068363-0.014774i,0.0155-0.0081331i,0.01103-0.006887i,0.0094376-0.0045846i,0.013004-0.0044786i,0.0089813-0.0038321i
-0.04714-0.20382i,-0.11736-0.23227i,-0.13557-0.15992i,-0.033957-0.075167i,0.10214-0.056381i,0.15625-0.07918i,0.13422-0.094447i,0.11577-0.094437i,0.11759-0.083606i,0.092844-0.065867i,0.038918-0.04478i,-0.0013391-0.031876i,-0.016493-0.032527i,-0.023818-0.02687i,-0.02658-0.0070228i,-0.015348+0.0093487i,0.001885+0.0049432i,0.0007846-0.011257i,-0.012981-0.014733i,-0.017325-0.0043488i,-0.013563+0.0042592i,-0.0080873+0.0065743i,-0.0019246+0.0051617i
0.16844+0.13323i,0.21505+0.14929i,0.19359+0.11217i,0.13616+0.055406i,0.08111+0.003735i,0.024043-0.049715i,-0.037422-0.086896i,-0.088187-0.10206i,-0.12065-0.10024i,-0.10545-0.055824i,-0.04264-0.0038643i,0.0050967+0.014454i,0.014356+0.021128i,0.014961+0.026478i,0.014058+0.022529i,0.0041683+0.011808i,-0.013664+0.0052505i,-0.023453+0.011779i,-0.012942+0.021791i,0.0017375+0.01712i,0.0027246+0.00026221i,-0.0082714-0.010381i,-0.018674-0.007337i
-0.18155+0.036355i,-0.20338+0.029981i,-0.14022-0.013051i,-0.067473-0.068025i,-0.033573-0.10245i,-0.040657-0.077375i,-0.05217+0.00058411i,-0.031675+0.073766i,0.00523+0.094798i,0.019761+0.054513i,0.0038446+0.0057175i,-0.0079054-0.0097852i,6.2251e-05-0.015022i,0.0070586-0.022221i,0.0096561-0.014257i,0.019851+0.0084838i,0.03797+0.027227i,0.050321+0.023039i,0.04161+0.00072278i,0.017956-0.011863i,0.0038995-0.0014289i,0.010679+0.013649i,0.022777+0.014382i
0.090981-0.14769i,0.098573-0.13173i,0.076775-0.060919i,0.025894-0.037047i,-0.05336-0.054975i,-0.090061-0.033102i,-0.040183+0.010561i,0.0015608+0.013853i,-0.016681+0.0038882i,-0.028566+0.015465i,-0.0046574+0.014731i,0.00775-0.0019175i,-0.0068046+0.0017784i,-0.021605+0.013073i,-0.023396+0.0058863i,-0.022139-0.019911i,-0.031026-0.046306i,-0.042351-0.047806i,-0.039366-0.023471i,-0.023534-0.0010002i,-0.010985+0.0023714i,-0.010816-0.0049237i,-0.012957-0.010396i
0.061537+0.14385i,0.039168+0.11252i,-0.024655+0.036262i,-0.049357+0.025755i,0.0054727+0.067815i,0.090964+0.058797i,0.12198-0.00010256i,0.10809-0.032518i,0.1014-0.028598i,0.077143-0.023422i,0.022906-0.011655i,-0.010198+0.0080169i,-0.0070385+0.012865i,0.00392+0.0099967i,0.0068725+0.0097102i,0.005417+0.014395i,0.010279+0.024375i,0.017539+0.027027i,0.016996+0.018939i,0.01535+0.011156i,0.017557+0.0063192i,0.016361+0.0028713i,0.01008+0.0020297i
-0.14131-0.0065562i,-0.1037+0.047426i,-0.0026951+0.089518i,0.015797+0.074699i,-0.059107+0.051129i,-0.10871+0.04601i,-0.10991+0.017001i,-0.11843-0.023503i,-0.1237-0.044563i,-0.095955-0.038079i,-0.051181-0.01899i,-0.016835-0.0085587i,-0.001685-0.011329i,0.00080853-0.01571i,-0.00014536-0.0088519i,1.365e-05+0.0031259i,-0.0012682+0.0094483i,-0.0011977+0.010902i,0.0029239+0.008398i,0.0033234+0.0029509i,-0.00077019-0.00062074i,-0.0032433-0.00070503i,-0.00518+0.0031322i
0.10158-0.12791i,0.037215-0.17159i,-0.057177-0.12666i,-0.022239-0.046922i,0.099693-0.044241i,0.11769-0.093012i,0.045974-0.076435i,0.021206-0.0073487i,0.044006+0.028885i,0.044552+0.012383i,0.016827-0.0078013i,0.00053707-0.0063842i,0.0018066+0.0028813i,0.0044422+0.0067971i,0.0077867+0.00071821i,0.011935-0.00964i,0.016763-0.019476i,0.016533-0.025878i,0.0081008-0.023674i,0.0031986-0.016383i,-0.00065735-0.0089009i,-0.00575-0.0026007i,-0.0024286-0.00025105i
0.039561+0.19851i,0.13466+0.21862i,0.19422+0.12362i,0.12006+0.025482i,-0.0048015+0.022177i,-0.041692+0.059637i,-0.0072824+0.067472i,0.0073154+0.042883i,-0.023843+0.024038i,-0.037683+0.04216i,-0.0029784+0.054754i,0.021373+0.029571i,0.010282+0.0049212i,-0.0038818-0.0036042i,-0.012391-0.0073771i,-0.021802-0.0084687i,-0.031308-0.0053801i,-0.031626-0.00016883i,-0.022919-0.00030816i,-0.017227-0.0012559i,-0.010114+0.002662i,-0.0016462+0.0064225i,-0.0010169+0.0054964i
-0.18371-0.11837i,-0.28333-0.089587i,-0.25966+0.0065457i,-0.12683+0.025294i,-0.043445-0.047973i,-0.046788-0.080364i,-0.048283-0.051002i,-0.013413-0.015531i,0.031388+0.0029357i,0.042494-0.0060514i,0.011676-0.01972i,-0.01642-0.011381i,-0.015433+0.00093701i,-0.0057052+0.0031217i,-0.001242+0.0082552i,0.0068243+0.018984i,0.017331+0.02268i,0.017226+0.020955i,0.01073+0.021038i,0.0077126+0.017817i,0.0060798+0.0093249i,0.0053786+0.0010459i,0.0067438-0.0029027i
0.23102-0.030595i,0.29952-0.10714i,0.21675-0.15786i,0.071831-0.10518i,0.012985-0.011013i,0.027061+0.017006i,0.03228-0.014432i,-0.00063203-0.045707i,-0.035772-0.050241i,-0.027281-0.034924i,0.00066105-0.025021i,0.0087558-0.020402i,0.0054907-0.0067803i,0.0078707+0.0075329i,0.01475+0.0077105i,0.016281-0.0031432i,0.010931-0.0088077i,0.0092224-0.0077823i,0.011042-0.0061461i,0.0098741-0.003748i,0.0049606-0.0036077i,-0.0017112-0.0051556i,-0.0065826-0.0026923i
-0.16539+0.18772i,-0.17971+0.27952i,-0.10251+0.25505i,-0.019005+0.14505i,0.016142+0.073042i,0.026085+0.058095i,0.024335+0.059817i,0.027779+0.063555i,0.037921+0.055049i,0.021095+0.028163i,-0.010156+0.017407i,-0.007882+0.020854i,0.0091126+0.0024545i,0.0024713-0.017976i,-0.011447-0.015202i,-0.011363-0.0075173i,-0.0060688-0.010037i,-0.0053362-0.016518i,-0.0070272-0.015954i,-0.0070834-0.0075876i,-0.0037156+0.0042378i,0.0033651+0.012375i,0.0091617+0.00865i
-0.0067199-0.21701i,-0.029184-0.26175i,-0.039774-0.1822i,-0.036442-0.077618i,-0.040082-0.039638i,-0.030057-0.04277i,-0.012001-0.05509i,-0.025962-0.073413i,-0.059147-0.074992i,-0.059229-0.04632i,-0.025911-0.019809i,-0.010809-0.012227i,-0.014812+0.0045335i,-0.0053756+0.022291i,0.0069126+0.018013i,0.0024936+0.0094837i,-0.0066213+0.011383i,-0.0083587+0.017418i,-0.0035416+0.015867i,0.0036863+0.0036043i,0.0069423-0.0082654i,0.0017715-0.013986i,-0.0080088-0.013223i
0.13615+0.13955i,0.15402+0.14967i,0.097243+0.10802i,0.063709+0.059525i,0.07009+0.0073409i,0.04487-0.029225i,0.0079458-0.013854i,0.022266+0.028587i,0.058349+0.045522i,0.056168+0.034024i,0.029839+0.018448i,0.015088+0.00082155i,0.0039943-0.019401i,-0.010307-0.02339i,-0.015033-0.01304i,-0.0068797-0.0073374i,0.0060934-0.010353i,0.011881-0.016394i,0.0076439-0.014169i,-0.0003841-0.004757i,-0.00488+0.0012836i,-0.0036894+0.0039449i,0.0014864+0.0075608i
-0.17661+0.011589i,-0.15529+0.016827i,-0.069751-0.0088037i,-0.04723-0.016696i,-0.07633+0.013984i,-0.081365+0.022448i,-0.078304-0.0023378i,-0.093726-0.0057884i,-0.096297+0.015042i,-0.059934+0.027587i,-0.016811+0.023898i,0.00064571+0.029205i,0.010422+0.042992i,0.019936+0.037462i,0.018018+0.020816i,0.008814+0.012169i,-0.00021454+0.012381i,-0.0028794+0.016313i,-0.0013872+0.014824i,-0.0017265+0.0098208i,-0.0032339+0.0087866i,-0.0043661+0.010696i,-0.0035327+0.01003i
0.076639-0.12977i,0.035896-0.098233i,-0.0057812-0.0018763i,0.018927+0.015159i,0.042589-0.04042i,0.024961-0.04648i,0.028352-0.011625i,0.054364-0.0025907i,0.06136-0.0061906i,0.038984-0.010426i,0.0012585-0.014631i,-0.019241-0.021963i,-0.019924-0.033737i,-0.017731-0.032246i,-0.01175-0.017997i,-0.0033767-0.0096802i,-0.0015689-0.012384i,-0.0061758-0.017475i,-0.0076209-0.015172i,-0.0007183-0.0051167i,0.0087158+0.0012888i,0.014699-0.0018624i,0.017125-0.0094414i
0.057555+0.13523i,0.089409+0.073645i,0.047489-0.035592i,-0.016752-0.017423i,-0.0013037+0.082225i,0.068388+0.10548i,0.091312+0.05514i,0.060814-0.0056067i,0.015967-0.044505i,-0.0028751-0.040917i,0.015369-0.018997i,0.038663-0.0038168i,0.046103+0.0049623i,0.038117+0.0060009i,0.022423+0.0021564i,0.012628+0.00048536i,0.013912+0.004835i,0.016513+0.010255i,0.011736+0.0066336i,0.001138-0.0018416i,-0.0077523-0.005745i,-0.012466-0.0024414i,-0.015842+0.0051824i
-0.17663-0.035419i,-0.1736+0.060575i,-0.056568+0.13576i,0.022471+0.070325i,-0.023001-0.018037i,-0.082122-0.01005i,-0.080503+0.028253i,-0.043758+0.048555i,-0.0017182+0.044127i,0.0034607+0.023415i,-0.021198+0.017641i,-0.040385+0.022015i,-0.054315+0.020724i,-0.054352+0.021954i,-0.035712+0.022205i,-0.018177+0.016786i,-0.011834+0.009645i,-0.010077+0.0065451i,-0.0043612+0.0095091i,0.0023733+0.010262i,0.0036223+0.00715i,0.0033399+0.0033958i,0.0062603-0.0020903i
0.16712-0.11645i,0.11464-0.20779i,-0.030095-0.19072i,-0.063291-0.075133i,0.027745-0.0484i,0.065347-0.13373i,0.0095278-0.17216i,-0.064768-0.12887i,-0.097605-0.06554i,-0.06684-0.026014i,-0.015995-0.024425i,0.012256-0.033412i,0.027238-0.029036i,0.032087-0.020196i,0.022592-0.015019i,0.010639-0.014217i,0.0040241-0.0159i,0.0024708-0.017976i,0.0020586-0.016769i,0.0015261-0.0095182i,0.00087592-0.003975i,-0.0026333-0.0034832i,-0.0096003+0.00043575i
-0.050248+0.22223i,0.051073+0.29197i,0.15649+0.18901i,0.10885+0.042221i,-0.0055717+0.031428i,-0.022518+0.09718i,0.032535+0.11344i,0.080499+0.09151i,0.089223+0.070622i,0.058145+0.058816i,0.023809+0.052109i,0.0089015+0.04291i,0.00043272+0.032952i,-0.007949+0.022951i,-0.010885+0.017056i,-0.007647+0.019974i,-0.0018975+0.024274i,0.0020978+0.020167i,0.0024324+0.0074277i,0.001512-0.0019831i,0.0033607-0.0011683i,0.010156+0.0047267i,0.018697+0.0047351i
-0.11971-0.23063i,-0.25062-0.23292i,-0.27718-0.083199i,-0.15572+0.030476i,-0.062254-0.0022132i,-0.072529-0.057353i,-0.0869-0.054115i,-0.078129-0.038972i,-0.067408-0.035687i,-0.049241-0.037144i,-0.032522-0.034358i,-0.022145-0.026244i,-0.010173-0.025361i,-0.00020396-0.031047i,0.0030398-0.033311i,0.0021182-0.031i,-0.0025641-0.026865i,-0.0088889-0.017902i,-0.012956-0.0047259i,-0.013352+0.00089211i,-0.012225-0.0042322i,-0.016023-0.010215i,-0.021339-0.0090522i
0.24332+0.11998i,0.3603+0.064565i,0.29937-0.055783i,0.13481-0.075408i,0.065947+0.023944i,0.099325+0.097387i,0.12225+0.085127i,0.12501+0.036351i,0.11812+0.0019005i,0.089334-0.0025444i,0.052801+0.0065442i,0.024873+0.013033i,0.009492+0.020796i,0.0028426+0.030509i,0.0018717+0.033507i,0.0053786+0.027094i,0.0084367+0.016738i,0.0092281+0.0091782i,0.010607+0.008567i,0.010961+0.012658i,0.0090873+0.017035i,0.01351+0.017574i,0.019089+0.0098975i
-0.26922+0.048642i,-0.34401+0.15107i,-0.23166+0.20936i,-0.073081+0.14427i,-0.044537+0.031894i,-0.098925-0.021414i,-0.13541-0.023716i,-0.15268-0.0069156i,-0.15154+0.0076364i,-0.11763+0.0053612i,-0.06607-0.0014563i,-0.026205-0.0036174i,-0.010297-0.0042439i,-0.0065851-0.0059383i,-0.0045615-0.0063688i,-0.004064-0.0046421i,-0.0031441-0.00076466i,-0.00018784+0.0035313i,0.0037204+0.0023812i,0.0048012-0.0032375i,0.00084391-0.0058693i,-0.0073934-0.0026939i,-0.011779+0.0063144i
0.19495-0.20548i,0.21252-0.31914i,0.096007-0.3018i,-0.00094796-0.17835i,0.038524-0.10146i,0.1099-0.1055i,0.12521-0.11034i,0.10808-0.091662i,0.086188-0.063642i,0.063339-0.03567i,0.037425-0.016313i,0.016396-0.0091293i,0.0076345-0.0092419i,0.0037816-0.0080528i,0.0017487-0.0046742i,0.003114-0.0039896i,0.0051898-0.0075311i,0.0037746-0.014669i,0.00095775-0.019566i,0.0011128-0.017277i,0.0036923-0.013906i,0.0072871-0.018226i,0.0085188-0.02618i
-0.041995+0.26955i,-0.014055+0.37877i,0.050309+0.30188i,0.060373+0.13814i,-0.0021858+0.069516i,-0.047642+0.079168i,-0.047633+0.093824i,-0.036447+0.098042i,-0.032186+0.086615i,-0.034376+0.063175i,-0.02702+0.035836i,-0.010957+0.015375i,-0.00046426+0.00679i,-0.0016106+0.00093249i,-0.012246-0.0044366i,-0.020626-0.0025202i,-0.018484+0.0042885i,-0.01035+0.0092678i,-0.0083991+0.0098845i,-0.012926+0.0075534i,-0.016589+0.0089491i,-0.01527+0.019232i,-0.0079445+0.029514i
-0.10284-0.23848i,-0.17433-0.3142i,-0.17728-0.22952i,-0.1237-0.096505i,-0.086969-0.050201i,-0.070928-0.047905i,-0.043351-0.046741i,-0.0071398-0.051094i,0.020171-0.05359i,0.029353-0.047609i,0.016344-0.028661i,-0.0053819-0.0055303i,-0.016521+0.0085615i,-0.010516+0.015241i,0.0042343+0.01724i,0.013758+0.014311i,0.010331+0.0076973i,-0.00097896+0.0044178i,-0.0062052+0.0085224i,-0.00087064+0.011901i,0.0061206+0.0070715i,0.0046127-0.0057473i,-0.0060041-0.017204i
0.20468+0.12924i,0.28916+0.16859i,0.24205+0.12639i,0.13438+0.067229i,0.077214+0.054201i,0.047404+0.055057i,0.015255+0.040574i,-0.012577+0.023167i,-0.032499+0.016477i,-0.03181+0.019576i,-0.014264+0.01334i,0.002645-0.0041845i,0.013355-0.015965i,0.013233-0.017416i,0.0059762-0.013392i,0.0037812-0.0091977i,0.0085502-0.0079503i,0.016137-0.006802i,0.021313-0.0063379i,0.018993-0.0055785i,0.013075-0.0026855i,0.014111+0.0023029i,0.021622+0.0080381i
-0.2236-0.00066883i,-0.30523+0.0025389i,-0.25174+0.002594i,-0.13381+0.0045077i,-0.055792+0.0013943i,-0.013431-0.010069i,0.015473-0.020595i,0.031647-0.025063i,0.037848-0.027688i,0.026792-0.03131i,0.010651-0.023293i,0.0054741-0.0034622i,0.0038465+0.011113i,0.0028975+0.012871i,0.0044898+0.0047872i,0.0040657-0.0048153i,-0.0026324-0.0067256i,-0.010047-0.0029194i,-0.011257-0.0010335i,-0.0080153-0.0025774i,-0.0061074-0.0037104i,-0.0096652-0.0043575i,-0.014707-0.0050196i
0.17374-0.10067i,0.2436-0.12743i,0.21803-0.099085i,0.13859-0.06848i,0.085335-0.058734i,0.057127-0.043699i,0.02333-0.010368i,-0.013331+0.022562i,-0.031459+0.042091i,-0.022509+0.045429i,-0.008921+0.033315i,-0.0073929+0.011446i,-0.010916-0.0078328i,-0.014261-0.012763i,-0.016917-0.0059113i,-0.01745+0.0017045i,-0.012639+0.0042134i,-0.0046833+0.00078854i,-0.0028133-0.0026852i,-0.0058547-0.0017488i,-0.0060646+0.00043947i,-0.0019327-0.00072975i,0.0012451-0.0041006i
-0.081011+0.15061i,-0.13764+0.19885i,-0.14609+0.16246i,-0.10289+0.093048i,-0.069664+0.042784i,-0.053904+0.012122i,-0.028787-0.014748i,0.0035933-0.038258i,0.018995-0.049597i,0.0075657-0.042606i,-0.0087525-0.023355i,-0.0081291-0.0024878i,0.0047171+0.013213i,0.01384+0.017005i,0.013106+0.012136i,0.0097069+0.0086534i,0.0088268+0.0066726i,0.0062388+0.0074172i,0.0033226+0.010118i,0.0039606+0.0091955i,0.0036363+0.0087794i,0.0016851+0.013213i,0.0024826+0.018635i
-0.005028-0.14546i,0.02731-0.20953i,0.051455-0.18819i,0.03426-0.10955i,0.011922-0.048292i,-0.0035912-0.020664i,-0.018531+0.0043917i,-0.031342+0.034783i,-0.033648+0.048529i,-0.011976+0.040345i,0.014072+0.017887i,0.013288-0.003844i,-0.0037304-0.0096695i,-0.012663-0.005523i,-0.0087817-0.00070677i,-0.00067776+0.0021602i,0.0039181-0.00030255i,0.0042274-0.0057466i,0.0017236-0.0077327i,-0.00068593-0.0068507i,-0.0024552-0.0084948i,-0.0035864-0.012479i,-0.0028892-0.015257i
0.060093+0.10691i,0.059037+0.18823i,0.029405+0.19296i,0.0021209+0.12492i,-0.022152+0.074749i,-0.024102+0.050966i,-0.0014461+0.0098595i,0.016585-0.040552i,0.019504-0.062983i,0.0025421-0.050604i,-0.014509-0.019752i,-0.0049509+0.0018859i,0.012721+0.0023314i,0.015161-0.0047609i,0.0071669-0.0082565i,0.0004135-0.0089537i,-0.0031852-0.0070254i,-0.0025164-1.4904e-05i,0.0034967+0.005338i,0.0079822+0.0043507i,0.008807+0.0027342i,0.0099018+0.0015015i,0.0092551-0.00025184i
-0.090068-0.065822i,-0.12889-0.13169i,-0.10848-0.14361i,-0.040709-0.090336i,0.021532-0.058108i,0.041996-0.046912i,0.032195-0.007925i,0.019641+0.043412i,0.013266+0.066609i,0.015425+0.04603i,0.010603+0.0066826i,-0.007478-0.010183i,-0.019373-0.0014671i,-0.016841+0.0063134i,-0.0090563+0.0043381i,-0.0047171+0.00027211i,-0.0018158-0.0028716i,-0.0010542-0.006666i,-0.0058889-0.0076433i,-0.0096184-0.0034861i,-0.0096476+0.00046402i,-0.011121+0.0023355i,-0.012787+0.0046793i
0.09519+0.014833i,0.1629+0.052095i,0.15549+0.067753i,0.076978+0.052487i,0.017092+0.054251i,0.0056113+0.051672i,-0.0020782+0.0081444i,-0.021009-0.039477i,-0.031183-0.056949i,-0.032783-0.032609i,-0.020585+0.0080359i,0.00087713+0.019623i,0.010364+0.0045685i,0.0088112-0.0039364i,0.0065409+0.00023233i,0.0052561+0.0046673i,0.0030628+0.0072393i,0.002712+0.0084173i,0.0065428+0.0053702i,0.010328-0.00016441i,0.011504-0.0040395i,0.01149-0.004933i,0.011175-0.0035492i
-0.083424+0.032134i,-0.15639+0.038177i,-0.15457+0.024279i,-0.078728-0.013325i,-0.032265-0.068603i,-0.037271-0.085807i,-0.02595-0.0403i,0.0088458+0.012522i,0.030313+0.035136i,0.030262+0.023626i,0.013937+0.00041571i,-0.0026905-0.0016199i,-0.0026606+0.010814i,0.0011584+0.013518i,-0.0022309+0.0076719i,-0.0042202+0.0038634i,-0.0017809-0.0011899i,-0.0033432-0.0054682i,-0.0078802-0.0020709i,-0.0094297+0.0040381i,-0.010014+0.0074293i,-0.0096487+0.0088207i,-0.0073253+0.007655i
0.057485-0.071726i,0.1067-0.1082i,0.096901-0.099194i,0.033284-0.029041i,0.0094182+0.050604i,0.02997+0.068555i,0.022596+0.029626i,-0.013839-0.012567i,-0.039494-0.025387i,-0.032252-0.010355i,-0.0014619+0.0022645i,0.016009-0.0042289i,0.0082946-0.012594i,-0.0010627-0.010816i,0.00099956-0.006347i,0.005044-0.0044803i,0.0051754-0.0018684i,0.0067352+0.00086953i,0.0087354-0.0021408i,0.0064895-0.0057576i,0.0047447-0.0051646i,0.0057549-0.0060646i,0.0059256-0.0085457i
-0.014858+0.075888i,-0.036101+0.13647i,-0.027108+0.12909i,-0.0057973+0.045386i,-0.035461-0.029115i,-0.071896-0.02788i,-0.048227+0.006119i,0.0021127+0.021306i,0.028133+0.014796i,0.020315-0.0032411i,-0.0036448-0.011399i,-0.01413-0.0032226i,-0.0062794+0.0037051i,-0.00084549+0.0042741i,-0.0042262+0.0041984i,-0.0068231+0.0025462i,-0.0061045-0.00092371i,-0.0055359-0.00029787i,-0.0031412+0.0051881i,-4.0451e-06+0.0088761i,-0.00070743+0.0086212i,-0.0043199+0.0083833i,-0.0072014+0.01009i
-0.029541-0.078313i,-0.049806-0.13077i,-0.063895-0.10754i,-0.039572-0.010948i,0.036066+0.041168i,0.083201+0.0071328i,0.052567-0.036152i,-0.0027879-0.037419i,-0.028181-0.019696i,-0.023354-0.0041065i,-0.010357+0.00234i,-0.0060872-0.00059476i,-0.010829-0.00065924i,-0.012473+0.0007533i,-0.0070897-0.0036252i,-0.0032835-0.0064112i,-0.0021184-0.0032379i,-5.6478e-05-0.002143i,-0.0010255-0.0061582i,-0.0021492-0.010124i,-0.00035468-0.012001i,0.0025778-0.011967i,0.0052415-0.013544i
0.068606+0.045554i,0.11783+0.076432i,0.12192+0.03888i,0.056547-0.037896i,-0.024466-0.045506i,-0.044805+0.0086131i,-0.0065217+0.042273i,0.030558+0.034676i,0.037369+0.015599i,0.01964+0.0048734i,5.0613e-05+0.0074388i,-0.0010241+0.013102i,0.0080738+0.0079088i,0.0091668+6.7126e-05i,0.0048163+0.0039255i,0.0040801+0.01186i,0.0033952+0.011901i,0.0020611+0.0096206i,0.0042754+0.010263i,0.0063558+0.0099791i,0.0045349+0.0086146i,0.0016515+0.010222i,0.0010219+0.01356i
-0.076661+0.00090787i,-0.13471+0.011962i,-0.12116+0.049514i,-0.034833+0.077743i,0.025976+0.041767i,0.013858-0.019754i,-0.030887-0.041554i,-0.055042-0.027929i,-0.048681-0.0077402i,-0.024511+0.0039536i,-0.0010162+0.0031076i,0.0057178+0.00019152i,0.0024393+0.0051071i,0.0016874+0.0088309i,0.00088388+0.0024907i,-0.00044492-0.0047974i,0.00092518-0.0078955i,0.00016891-0.0093163i,-0.0053165-0.0077758i,-0.0092418-0.0047721i,-0.0077652-0.0040814i,-0.0055691-0.0076814i,-0.0072102-0.012046i
0.058017-0.04746i,0.089607-0.094147i,0.054994-0.12005i,-0.026698-0.10465i,-0.063485-0.057037i,-0.028644-0.0076108i,0.031027+0.0098697i,0.061948-0.0004843i,0.052652-0.011986i,0.029601-0.013739i,0.011239-0.010351i,0.0018955-0.0096118i,-0.0022251-0.012962i,-0.0044449-0.010943i,0.00040378-0.0035785i,0.0063389-0.00077828i,0.0055635-0.0022463i,0.0057009-0.0012458i,0.009381+0.00012718i,0.0094247-5.3247e-05i,0.0063623+0.0032144i,0.00711+0.0097862i,0.011377+0.014019i
-0.0074422+0.068096i,-0.0037825+0.12576i,0.033392+0.13601i,0.078033+0.099458i,0.078825+0.059035i,0.032467+0.031721i,-0.025183+0.023053i,-0.054816+0.029533i,-0.045789+0.02894i,-0.023315+0.018165i,-0.0075281+0.0068633i,-0.0020871+0.002188i,0.00019899+0.0068545i,0.00089418+0.007026i,-0.0063775+0.00026934i,-0.012773-0.0013432i,-0.011771+0.0022148i,-0.011302+0.0052673i,-0.011282+0.0078673i,-0.0077982+0.0077955i,-0.0063207+0.0037225i,-0.0097647-0.002272i,-0.01414-0.0053635i
-0.035127-0.06145i,-0.077005-0.097935i,-0.11483-0.087972i,-0.12793-0.049071i,-0.1066-0.02888i,-0.05228-0.028662i,0.0078898-0.042097i,0.032552-0.056937i,0.022086-0.050653i,0.0015014-0.030837i,-0.01242-0.011036i,-0.01262-0.0002816i,-0.012199-0.00018509i,-0.01313+0.00093403i,-0.0055399+0.0033595i,0.0020934+0.0021118i,0.0057023-0.0003465i,0.0087995-0.0047896i,0.0080465-0.010216i,0.0042784-0.0099475i,0.0042206-0.0052629i,0.010029-0.002761i,0.016118-0.0047282i
