0.0018975+0.0014575i,0.002446-0.00011364i,0.0022448-0.00083502i,-0.00010163-4.2124e-06i,-0.0023413+0.00024634i,-0.0026487+0.00051019i,-0.00079227+0.0017534i,0.00088258+0.002082i,0.0016285+0.00050215i,0.0015577-0.00085924i,0.00096487-0.00069389i,2.0119e-05-0.00034926i,-0.00071514-9.3321e-05i,-0.00045408+0.00059201i,-0.00071132+0.00070349i,-0.0014899+0.00026821i,-0.0011112-0.00072366i,-0.00058256-0.0010497i,-0.0002864-0.00077245i,0.00032262-0.0001684i,0.00022437+0.00040257i,-8.4877e-05+0.00057634i,-0.00014013+0.00072644i
-0.0010231+0.0014769i,-0.0018715+0.0011037i,-0.002033+0.0023997i,-0.0010952+0.0022457i,6.6407e-05+0.00075745i,6.429e-05-0.00064739i,0.00053941-0.00069897i,0.00091358+0.00015087i,0.00064352-0.00026111i,0.001273-0.00043572i,0.00073049+0.00015979i,-0.00022344-0.00060299i,-0.00023259-0.00082729i,-0.00083127-0.00035519i,-0.0014252-0.00058292i,-0.00096722-0.00045592i,-0.00069029-0.00047584i,-0.00026736-0.00088211i,4.2012e-05-0.00043188i,-0.00054327-0.00040465i,-0.00083408-0.00076974i,-0.001018-0.00026152i,-0.0012882+0.00019815i
-0.00045254+0.00077028i,-0.00040856+0.00064415i,-0.00088535+0.0010582i,-0.00057177+0.00073959i,0.00032972+0.00092141i,0.00015389+0.00074236i,-0.00045737+7.5963e-05i,-0.00021093+0.00039228i,0.00050758+0.00061765i,0.00053366+0.00011686i,5.4773e-05-0.00016239i,-0.00031671+5.0354e-05i,-0.00061801+0.00081021i,-0.00062532+0.00031619i,-0.00020187-0.00028095i,-0.00038962-0.000218i,-0.00069952-0.0011502i,-0.00090909-0.00115i,-0.00056071-0.00018071i,0.0001034+0.00032244i,0.00040701+0.0003053i,-2.2653e-05+0.00019254i,0.00025272+6.2991e-05i
-1.6102e-05-0.002036i,-9.3459e-05-0.001258i,-0.0010064+0.00029043i,-0.0013972+0.0014112i,-0.00082499+0.0021662i,-0.00016379+0.0024975i,-0.00035222+0.0026429i,0.00015034+0.0016845i,0.00089955+0.00048378i,0.00086291-0.00030201i,0.00057176-0.00048674i,5.1724e-05-0.00026188i,-0.00025012-7.6797e-05i,0.0004298-0.00079583i,0.0012764-0.0015981i,0.0013543-0.0010304i,0.00049495-0.0002721i,1.6772e-05-8.4e-05i,-2.4942e-05-0.00031373i,0.00027416-0.00065807i,0.00014854-0.00040104i,-0.00014001-0.00019131i,0.00012903+0.00020894i
-0.0010434+0.00055124i,-0.00071369+0.0010167i,-0.0014127+0.0011946i,-0.00073469+0.00086123i,0.00040184+0.00074538i,0.00050737+0.00085873i,1.3086e-05+0.00052002i,9.6366e-05-0.0002125i,0.00041078-0.00036273i,0.00064314-0.00045619i,0.00044092+0.0001157i,0.00038712-0.00013659i,0.00024741-0.00051383i,0.00017849-0.00024882i,0.00030955+0.00027457i,-0.00013322+0.00077925i,-0.00016477+0.00076965i,8.5219e-05+0.0001725i,0.00018803-0.00058513i,-0.00024162-0.0002344i,-0.00039684+0.0002339i,-5.1452e-05+0.00050353i,1.2064e-05+0.00040222i
-0.0004669+0.0012443i,-0.0013769+0.0014719i,-0.001561+0.0015452i,-0.00062052+0.0013682i,5.8977e-05+0.00095874i,0.00029813+0.0013753i,0.00015866+0.0012446i,0.00030887+0.00046976i,0.00043697+0.00068817i,0.0003607+0.00073244i,0.00059776+8.7315e-05i,0.00028676-6.9283e-05i,-0.00063616+0.00030475i,-0.00079409+0.0010052i,0.00019067+0.00068223i,0.00039204-0.00017649i,-7.1295e-05+0.00024447i,-0.00085905+0.00050033i,-0.0013086-0.00010112i,-0.00059758+0.00023519i,0.00012128+0.00090649i,-0.00018294+0.00042251i,-0.00044649-0.00048437i
0.00018327-0.0011497i,0.00061375+0.00046274i,-0.00010289+0.0018099i,-0.0010858+0.002265i,-0.00067468+0.0019729i,0.00010127+0.001245i,0.00026877+0.00075867i,0.00029772+0.0014633i,-7.9597e-05+0.0015262i,-0.00038037+0.001007i,-0.00043241+0.00043469i,-0.00038799+5.4793e-05i,-0.00065396+0.00011366i,-0.00055987-5.2914e-05i,0.00012421-0.00078541i,0.0004527-0.00087571i,8.733e-05-0.00069125i,0.00032108-0.00051499i,0.00089197+0.00034039i,0.00041134+0.0011496i,0.00025445+0.00089i,0.00034798+0.00059157i,5.3422e-05+6.4946e-05i
0.0025513+0.0021275i,0.00080891+0.0011034i,1.2307e-05+0.0012289i,0.00025168+0.0014713i,0.00045433+0.0018987i,-0.00060509+0.0022738i,-0.00076153+0.001558i,0.00036398+0.00089506i,0.00044092+0.0005607i,0.00023375+0.0005726i,0.00020678-0.00015293i,0.0008497-0.00026102i,0.00084876+0.00041932i,2.4452e-05+0.00033255i,-0.00030938+0.00013498i,-0.00022273+0.00030591i,-0.00012827-1.741e-05i,0.00024049-0.0004183i,0.00077184-0.00035672i,0.00042537-5.2211e-05i,-0.00034564+1.885e-05i,-0.00055265+0.0003799i,-1.8209e-05+0.00052275i
0.00064472+0.0015413i,-0.0008982+0.00119i,-0.0017293+0.00055274i,-0.0013365+0.00061416i,-0.0011433+0.00098002i,-0.00077167+0.0011771i,-0.00080951+0.00064154i,-0.00028142+0.00045236i,-1.9465e-05+0.0006192i,-0.00016125+0.00055536i,-9.0067e-05+5.1144e-06i,0.00027298-0.00049497i,-5.1768e-05-0.00061678i,3.339e-05-0.00036269i,0.00038484-0.00053586i,0.00043015-0.00060462i,0.00052108+0.00019228i,-0.00016345+0.00040607i,-0.00037219+0.00020356i,1.4519e-05+0.00019087i,-2.5157e-05+0.00087562i,-3.8706e-06+0.0019485i,0.00020304+0.0014844i
-0.0012128+0.00017508i,-0.0016198-0.00027263i,-0.0015659+0.0014538i,-0.00066377+0.0020684i,-0.00015669+0.00035955i,0.00019754-0.00081553i,0.00053006-0.00015939i,0.00058738-0.00010996i,0.00034834-0.00011152i,0.00063338+0.00067562i,0.00096029+0.0007758i,0.00040845+0.00052113i,0.00011837+0.00080322i,0.00039477+0.000703i,0.00043043+0.00035584i,-0.00060815+0.00015221i,-0.0011089+0.00010376i,-0.00064104+0.00063289i,-0.00041522+0.00085454i,-0.00023836+0.00034498i,8.1444e-05+0.0002237i,0.00032138+0.00053986i,8.7278e-05+0.00052305i
0.0019362+0.00024576i,0.0016644+0.00077225i,0.0012491+0.00096653i,0.00016893+0.00053015i,-0.00062529-6.5724e-05i,4.7171e-05+0.0017603i,0.00027845+0.0023173i,-0.00011406+0.00094284i,-0.00031948+1.0628e-05i,-0.00048364+8.8291e-05i,-0.00016967+0.00022809i,0.00038469-0.00037753i,0.00030641-0.00036306i,0.00014021-0.00013041i,0.00027978+0.00024415i,0.00084745-0.0003191i,0.0014097-0.0016086i,0.0012402-0.001349i,0.00061396-0.00025771i,0.00042752+0.00025514i,0.00052632+0.00045378i,7.6626e-05+9.6751e-05i,-0.00018718-2.1763e-05i
-0.0022251+0.00049263i,-0.0019243-0.00018482i,-0.0018642+0.00067626i,-0.0013525+0.002311i,-0.00039348+0.0025448i,0.00015305+0.0017232i,0.00071583+0.001056i,0.00053896-5.0778e-05i,0.00016361-0.00026914i,-0.00043491+1.7231e-05i,-0.00078685+0.00062499i,-0.00046966+0.00065264i,-0.00042242+0.00011731i,-0.00095897-0.00063523i,-0.001035-0.00087502i,-0.00063604-0.0007784i,-4.9473e-05-0.0012207i,-0.00041294-0.0015239i,-0.00045133-0.0013359i,-0.00020533-0.0009476i,-0.00029407-0.00075843i,-2.4104e-05-0.00018451i,0.00076601+0.00062633i
-0.0007403-0.00057552i,-0.0014273-0.00081495i,-0.0014126+0.0010522i,6.5934e-05+0.0016277i,0.00053324+0.001174i,-0.00013842+0.00073625i,0.00025111+0.00018105i,0.00041022-8.0663e-06i,4.2907e-05+0.00012251i,0.00015567-0.00043788i,8.8363e-05-0.00011662i,-0.00012727+0.00030093i,-7.3627e-05-0.00032239i,0.00031313-0.00018074i,0.00052075-0.00020276i,0.00034985+1.0269e-05i,-5.4153e-06+0.00062967i,-0.0003154+0.00070527i,-0.0006426+0.00059553i,-0.00068897+7.2615e-05i,-0.00014456-6.4396e-05i,0.00054912+3.6887e-05i,0.0014608-0.00036415i
0.00095077+0.00059265i,9.8933e-05+0.00044713i,0.00018078+0.00052894i,-7.4539e-05+0.00077047i,-0.00064697+0.00051433i,-0.00062415+0.0011027i,-0.0014316+0.0015449i,-0.0016093+0.0013204i,-0.00081112+0.00029216i,-0.00046774-0.00041835i,-0.00032578-0.00045261i,-0.00018265-0.00071579i,-0.00057746-0.00024365i,-0.00080987+0.00070421i,-0.00062407-0.00011747i,-0.00022885-0.0014136i,-2.4867e-05-0.00072231i,4.7694e-05+0.00016206i,0.00053852+0.00012549i,0.0011787-0.00022893i,0.0010339-0.00021514i,0.00026508+0.00010175i,-0.00020801-0.00020895i
-0.0017936+0.00024898i,-0.0026565+0.00037086i,-0.0029932+0.0015483i,-0.0015731+0.0018333i,0.00018768+0.0014547i,0.00043926+0.0014539i,1.181e-05+0.0007531i,-0.00046862+0.00028818i,-0.00033841+0.00092748i,-0.00027881+0.00071273i,-0.0004012-0.00040073i,-0.00024416-0.00062581i,-0.00034336-0.00030103i,-0.00079108-0.00034178i,-5.7985e-05+7.5825e-05i,0.00074174-9.7445e-05i,0.00088899-0.00085125i,0.001295-0.0014086i,0.0008613-0.0011961i,-0.00030235-0.0001597i,-0.00064274+0.00029598i,-0.0005288+7.0277e-05i,-3.3394e-05-0.00060815i
-0.0017217-0.00041252i,-0.00065359-0.00022835i,-0.00012672+0.0012582i,0.00024019+0.0021764i,0.00056712+0.0019667i,0.00084593+0.0012412i,0.00058466+0.0012822i,0.00017576+0.0015286i,0.0001902+0.0015077i,0.00067806+0.00060918i,0.0007115-8.5693e-05i,-0.00032029-0.00015127i,-0.00092942-0.00039811i,-0.0010413+0.00043846i,-0.0013441+0.0012329i,-0.0013296+0.00067649i,-0.001133-0.0001406i,-0.0011961+2.4419e-05i,-0.00061468+0.00022046i,-0.00023287+0.00031209i,-0.00025411+0.00053762i,-0.00027753+0.00057086i,0.00011671+3.6913e-05i
0.00047788+0.00065712i,-0.00018814+0.0014664i,-0.00062124+0.0018399i,-0.00030457+0.0016494i,-0.00030661+0.0010089i,-0.00045119+0.00083837i,-5.3009e-05+0.00098642i,0.00053704-0.00011858i,0.00017992-0.0002267i,-9.8845e-05+0.00051768i,0.00011515-9.0935e-05i,-4.7914e-05-0.00039529i,-0.00066176+6.5273e-05i,-0.0006497+0.00034236i,0.0002724-6.9947e-05i,0.00082998-0.00069164i,0.00098498-0.00071566i,0.0005003-0.00067174i,-0.00012666-0.00039861i,6.7872e-05+6.6336e-05i,-3.2871e-05+4.6986e-05i,-0.00029642+0.00014268i,-0.00030955+1.3922e-05i
0.00077621+0.00027539i,-0.00051962+0.00058284i,-0.0012283-0.00012332i,-0.0013625-0.000194i,-0.0012609+0.00030828i,-0.00098633+0.0011036i,-0.00039682+0.0013279i,-0.00059357+0.0009287i,-0.00074903+0.00081593i,-0.00035781+0.00053366i,-5.3647e-05-0.00032905i,-0.00048774-0.00089868i,-0.00050813-0.00033148i,0.00043759-0.00038609i,0.00057718-0.0014889i,0.00069773-0.0010594i,0.00041547-0.00045661i,-0.00027002-8.204e-05i,7.561e-05+0.00035325i,0.00029208+0.00040976i,-6.0032e-05+0.00011112i,0.00028041-0.0003173i,0.00099835-0.00025886i
-0.00059027+0.0010217i,-0.00073997+0.00077264i,-0.0013621+0.00048739i,-0.0011591+0.00077137i,-0.0010157+0.0016511i,-0.00035568+0.0024012i,0.00081253+0.0021421i,0.00077691+0.0018544i,0.00053977+0.0012414i,0.00069436+0.00019557i,0.00013952-0.00045214i,-0.00041121-1.2953e-05i,-0.00054874+0.00018322i,-0.00013492-0.00029992i,-0.00022875-0.00047492i,-0.0001612-0.00053213i,-0.00014971-0.00097078i,-0.00046007-0.0010389i,-0.00025532-0.00075458i,0.0001221-0.00051799i,5.3838e-05+0.00024745i,-0.00013462+0.0005705i,0.00015197+0.00038916i
-0.00095845+0.0013781i,-0.0015386+0.0014879i,-0.0015274+0.0012195i,-0.00062154+0.0011444i,0.00066177+0.0016965i,0.0004518+0.0019155i,-0.00035671+0.0017781i,-0.00013211+0.0016563i,0.00052004+0.0013972i,0.00078562+0.00091522i,0.00077891+0.00037888i,0.00019646-0.00041882i,-0.0003271-0.00065563i,-0.00054423-0.00090214i,-0.00036927-0.00061772i,0.0001405+0.00026061i,0.00029775+0.00013836i,0.00015758-0.00052066i,-0.00019529+0.00017272i,2.9332e-05+0.00079238i,2.5411e-07+0.00064812i,-0.00020881+0.00073759i,2.0158e-05-7.2713e-05i
-1.643e-05+0.0014511i,-0.0011431+0.0013366i,-0.00051963+0.0014025i,0.00048538+0.00089255i,0.00049005+0.00047076i,-0.00081637+0.00068662i,-0.0010728+0.0011057i,-0.00067203+0.0013892i,-0.00024656+0.0011237i,0.00037262+0.00016908i,-5.1229e-05-9.6968e-05i,-0.00061476-7.236e-05i,-0.00041903+6.0314e-05i,0.00016451+0.00013772i,0.0007974-0.00030254i,0.00084639-0.00027511i,0.00042158-0.00022955i,0.00033731-0.00070379i,8.4248e-05-0.0007624i,-0.00042519-0.00027608i,-0.00091913-0.00029752i,-0.0015525-0.00018347i,-0.0014533-0.00017309i
0.00075929+0.0015964i,-0.00015992+0.0014982i,-0.0011423+0.0010585i,-0.00083736+0.0012994i,-0.00045874+0.0021863i,-0.00064059+0.0018461i,-0.00032615+0.00071741i,1.4338e-05-0.00015023i,0.00078242-0.00036659i,0.00096494+0.00031873i,0.00033121+0.00052621i,-0.00038451-5.4421e-05i,-0.00081916-0.00022996i,-0.00013191-0.00031691i,0.00067635-0.00041127i,0.0001402-0.00016892i,-0.00047042+9.5051e-05i,-0.00061002-3.1375e-05i,-0.00037594-0.00035018i,-0.00048282-0.00068884i,-0.00091981-0.0012304i,-0.00076949-0.0012699i,-0.00021437-0.0010182i
-0.0010951+0.00042084i,-0.001012+0.00093074i,-0.001421+0.00020114i,-0.0011378+0.00078678i,-0.00027812+0.0019529i,0.00021277+0.0023689i,0.00052039+0.0017225i,0.00012155+0.00050568i,-0.00032463+0.00037527i,-0.00019229+0.00055603i,-0.00035848+0.0010072i,-0.00079484+0.0013999i,-0.00020519+0.0011314i,0.00079496+0.00089968i,0.0007677+0.00011425i,0.00083835-0.0010081i,0.00020685-0.00048568i,-0.00053114-0.00010116i,-0.00027566-0.00022954i,-0.00018263+0.00023422i,-0.00023493+0.00081166i,-0.00027677+0.0010561i,-0.00037483+0.00043343i
0.00039935+0.0010182i,0.0004029+0.00089692i,0.00082671+0.0011232i,0.00071079+0.00052714i,-0.00046389+0.00057971i,-0.0010959+0.00127i,-0.00013085+0.0015316i,0.00081583+0.00098403i,0.00091507+0.00043062i,0.00016308-0.00051534i,-0.00088573-0.00089262i,-0.0011741-0.00031142i,-0.00052612+0.00027462i,0.00027776+0.00027769i,0.00087628+9.7507e-05i,0.00048229+9.3756e-05i,-0.00056504-0.00041876i,-0.00081172-0.00067766i,-0.0006175-0.00034164i,0.0002915-0.00045338i,0.00089524-0.00048226i,0.00029704+0.00035536i,2.7832e-05+0.000193i
0.0011193+0.0010294i,-0.00030974+0.00094875i,-0.0010839+0.00088888i,-0.00070586+0.00064188i,-0.00019992+0.00040377i,-0.00032799-0.00020383i,-0.0010093-0.00021394i,-0.0012498+0.00026188i,-0.00045414+0.0002885i,0.00065454+0.00043435i,0.0010566-0.00015047i,0.00074565-0.00096145i,0.0002226-0.00038264i,-4.187e-05+0.000328i,-0.00025083+0.00022469i,-0.00010713-0.00030455i,-0.00048282-0.00047063i,-0.00019387-0.00084169i,0.00048579-0.00074433i,-0.00017338-0.00042489i,-0.00072255-0.00044173i,-0.00049864-0.0006297i,2.7307e-05+0.00016241i
0.0006139+0.0019619i,0.0008443+0.0015501i,0.00010757+0.0014825i,-0.0003736+0.0017209i,-0.00086609+0.0013199i,-0.0014588+0.0013131i,-0.00097892+0.0016927i,-0.00052555+0.0014384i,0.00051896+0.00078225i,0.0010775+0.00072055i,0.00093003+0.00036153i,0.00042725-0.00050874i,-0.0003732-0.00044153i,-0.00029101-4.048e-05i,0.00027098+5.0533e-05i,0.00032046+0.00025885i,-0.00021098+0.00067257i,-0.00043436+0.00099441i,-0.00022606+0.0007722i,-0.0002074+0.00074989i,-0.00042139+0.00067149i,-3.25e-05+0.00015149i,0.00058668-2.6562e-05i
0.00023312+5.1159e-05i,-0.00053155+0.00074288i,-0.00020656+0.00032668i,-0.00044429-0.00016885i,0.00033065+0.00018318i,0.0007829+0.0012318i,-0.00014803+0.0015165i,-0.00010577+0.0013144i,0.00053978+0.0010892i,0.0003411+0.00052767i,-0.00012043+0.00021355i,-0.00025332+1.7689e-05i,-0.00055548+0.00012994i,-0.00016906+0.00062933i,0.00020117-0.00036812i,0.00064277-0.00158i,0.00058134-0.00097008i,0.00011196-0.00065092i,-0.00014171-0.00082444i,-0.00012379-0.00021226i,0.00013547+0.00017729i,0.00019649-0.00048054i,-2.9071e-05-0.00023621i
0.00063269-0.00053241i,0.00036528+0.00060682i,0.00031486+0.0016689i,0.00055008+0.001341i,0.00032544+0.00095277i,9.0377e-05+0.0010501i,0.00011531+0.0011273i,0.00039126+0.0010573i,0.00052503+0.00035672i,0.00050173-7.822e-05i,0.00021575-6.057e-05i,-0.00032275-0.00073573i,-5.0955e-05-0.00051113i,0.00090812-0.00013527i,0.00091646-0.0001553i,0.00026165+0.00017206i,-7.7701e-05-0.00054408i,0.00026333-0.00074005i,0.00061909-0.00015815i,0.00017484-0.00070823i,0.00039307-0.0011501i,8.4453e-05-0.00058571i,-0.00078327+3.2951e-05i
0.00070349+0.00053079i,-1.0966e-05+0.0008291i,-0.0010994+0.00095894i,-0.0012457+0.00095574i,-0.0010819+0.00081308i,-0.0010633+0.00094036i,-0.00019712+0.0013645i,0.00035184+0.0007795i,0.00017509+0.00072642i,0.00046799+0.00083177i,0.00046964+0.00017285i,0.0001094-0.00045721i,0.00025184-0.00087799i,-2.0026e-05-0.00044251i,-0.00034577+2.1321e-05i,-5.6028e-05-0.00081435i,-0.00019178-0.0012682i,-0.0004209-0.00027777i,0.00030337-0.00023142i,0.00062808-0.0002337i,-0.00016853+0.00012143i,-0.00018249+0.00040305i,0.00047289+0.00049724i
0.00061371+0.00070827i,-0.00020225+0.00097866i,2.5196e-05+0.00061617i,3.6307e-05+0.00080094i,0.00048058+0.00094866i,0.00079726+0.0013379i,0.00068976+0.001813i,0.00049562+0.0011998i,0.0011586+4.7165e-05i,0.00098427-0.00015097i,-3.7087e-05-0.00048479i,-0.00070682-0.0014016i,-0.00058925-0.00052643i,0.00013282+0.00032503i,0.00023459-0.00050274i,-0.00020729-1.397e-05i,0.00065074+4.6911e-05i,0.00073777-0.00066332i,0.00021445-0.00099686i,0.00031169-0.000497i,0.00024941+0.00045017i,0.00047089+0.0010114i,0.00012012+0.00052551i
-0.0014105-0.0014238i,-0.0012912-0.00041693i,-0.00072781-0.00018101i,-0.00053084+0.00041793i,-0.00063875+0.00070608i,-0.00056354+0.0015152i,-0.00043054+0.0018477i,-0.00010765+0.00046796i,6.9109e-05-0.00049553i,-0.00020921-0.0005837i,-0.00060571-0.00060618i,-0.000652-0.00015334i,-0.0010302+0.00068472i,-0.00035882+2.4195e-06i,0.0010685-0.0010925i,0.00097761-0.00094349i,0.00059134-0.0008551i,0.00015687-0.00018565i,-0.00047789+0.00018789i,-0.00092754-0.00034471i,-0.00073303+6.0768e-06i,3.0719e-05+0.00012543i,0.00026036-5.6043e-05i
0.00061769-0.00064306i,0.00010335+0.00026813i,-0.00053929+0.001378i,-0.00014182+0.0018767i,-6.654e-05+0.0013966i,-3.6991e-05+0.000506i,-0.00025757+0.00085372i,-0.00068519+0.00044887i,-0.00040209-0.00024693i,0.00010992-0.00011943i,0.00043062+0.0001018i,0.00054631+9.7027e-05i,0.00045088-0.00078253i,0.0001058-0.0014833i,-0.00066636-0.00061505i,-0.00061462-5.0875e-05i,0.00061053-0.0001392i,0.0011159+0.00036145i,0.00064391+0.00093704i,0.00058558+0.00029151i,0.00088515-0.00020004i,0.00052681-0.00028356i,-0.00017923-0.0006631i
-0.0010908-0.00045812i,-0.00047715-0.00061405i,5.112e-05-0.00035915i,-6.1706e-05+0.0011612i,-0.00047773+0.001564i,-2.5784e-06+0.0011074i,0.00014157+0.00099387i,-0.0007821+0.00096159i,-0.0010913+0.00085191i,-0.00056833+0.00041711i,-0.00013082-4.7524e-05i,-0.00052338-0.00064096i,-0.0010832-0.0012412i,-0.00065505-0.0012953i,-0.00037418-0.00037561i,0.00016164+0.00026526i,0.00052105-0.00012182i,0.00094925+5.2987e-05i,0.0011653+0.00066308i,0.00063899+0.00042589i,-0.00010529+0.00057719i,-0.00037988+0.0010425i,-0.00014709+0.00089743i
9.5018e-05+0.001333i,-0.0015309+0.0014137i,-0.0020492+0.0022694i,-0.0010346+0.0023725i,-9.6414e-05+0.0017534i,0.00017776+0.0010009i,-0.00025614+0.0014219i,-0.00065506+0.001866i,-0.00040507+0.0011597i,-0.00026597+0.00010236i,0.00025196-0.0010132i,0.00082177-0.00081732i,0.0007804-0.0004312i,0.00047849-0.00027986i,0.00017518-0.00055131i,4.3328e-05-0.00088983i,-0.00075656-0.0002723i,-0.0005317+0.00031007i,5.4929e-05-2.102e-05i,-0.00014537-0.00052062i,-0.00025506-0.0010177i,-7.8228e-05-0.00057597i,0.00034324+0.00058974i
-0.00087262-6.2397e-05i,-0.00057998-0.00037899i,-0.0012617-0.00066658i,-0.0013525+5.2149e-05i,-0.00040512+0.00079189i,0.00013714+0.00051305i,5.7277e-05+0.00017074i,7.3907e-05+0.0013136i,0.00059269+0.0014569i,0.00086168+0.00080517i,0.00074342+0.00094132i,0.00093811+0.00093585i,0.00035661+0.00044163i,1.9224e-05-2.4434e-05i,-0.0001509-0.00022956i,-0.00073249-0.00035583i,-0.00070586-0.00086571i,-0.00020193-0.00090139i,0.0004317-0.00032536i,0.00022951+5.0451e-05i,-0.00024278-4.728e-05i,2.5801e-05+2.4198e-05i,0.00012756+0.00049141i
0.0006123+0.00034291i,-0.00050456+0.0014875i,-0.00078069+0.00089889i,-0.0010592+0.00063376i,-0.0011196+0.0018918i,-0.0012845+0.0018445i,-0.0011105+0.0013168i,-0.00014005+0.0011734i,0.00078185+0.00045808i,0.00035093+0.00047933i,0.00015851+0.00089849i,0.00023018+0.00056456i,-2.0004e-05-0.00012378i,-0.00063066-0.00024201i,-0.0003559-9.6271e-05i,-5.4053e-05-0.00044633i,-0.00018416-0.00097503i,-0.0005805-0.0011167i,-0.00056594-0.00095029i,0.00013825+0.00016344i,0.00060908+0.00057116i,0.00036148+0.00073981i,0.00014744+0.00068342i
0.0021811-0.00016281i,0.0011224+0.00055722i,0.00055681+0.00013946i,0.0004461+0.00097239i,-0.00033152+0.0013587i,-0.00033225+0.00035402i,-0.00033106-0.00073405i,-0.00028927-0.0013542i,6.6494e-05-0.00049535i,4.2786e-05+0.00059849i,-1.7724e-06+0.00030904i,6.0252e-05-0.00075832i,-6.3853e-05-0.0011157i,0.00012739-0.00060676i,0.00033563+7.5794e-06i,0.00022095+0.00079935i,-0.00022384+0.00055228i,-0.00021093+5.7155e-05i,4.9147e-05-0.00020927i,0.00020528+0.00012753i,0.00077151+0.00028504i,0.00062281-0.00034269i,0.00012532+0.00024887i
-0.00025824+0.00077745i,0.00064027-0.00082837i,-0.00096506-0.00067402i,-0.001216+0.00081661i,0.00050921+0.0018942i,0.0010833+0.0022659i,0.00065363+0.0016204i,0.00074228+0.00063412i,0.00097675+0.00019499i,0.00022683+0.00037681i,-0.0001171+0.00025426i,-0.00043325+0.00010175i,-0.00067522+0.0003065i,-0.00010871+0.00064647i,0.00029566+0.0013187i,0.00021468+0.0011343i,-0.00015509+0.0002804i,9.6845e-05-5.2839e-05i,0.00039114+6.1995e-05i,3.3742e-05+0.00045643i,-0.00062439+0.00035311i,-0.00098461+0.00022665i,-0.00062761+0.00016445i
0.0007771-0.00044354i,-0.00019506+0.00095953i,-0.001124+0.0020083i,-0.0014278+0.0016089i,-0.00078403+0.0013604i,-0.00078357+0.0011824i,0.00026083+0.0011259i,0.0009087+0.0010294i,0.00022675+0.0005826i,-0.00010507+0.00030328i,-0.00027924+0.00010229i,-0.00078676+0.00010525i,-3.7135e-06+6.3687e-06i,0.0010199-0.00024548i,0.00076813-0.00033734i,2.9631e-05-0.00048469i,0.00020567-0.0008003i,0.00089336-0.00057868i,0.0010943+0.00056455i,0.00075823+0.0017082i,0.00055866+0.00079888i,0.000393-9.8112e-05i,0.00054729+0.00039223i
-0.00070615+0.0010977i,-0.00028389+0.00026598i,-0.001096+0.00049094i,-0.0011909+0.00080964i,0.00018647+0.00069063i,0.0010674+0.00099631i,5.0766e-05+0.0017791i,-0.00047957+0.0018486i,0.00037382+0.001442i,0.00046898+0.00063126i,-8.3303e-05+1.0377e-05i,-0.0002816+0.00011648i,-0.00074606-0.00022093i,-0.0010651-0.00081297i,-0.0010276-0.00033975i,-1.5516e-05-6.2242e-05i,0.00089847+4.2044e-05i,0.00084585-0.000174i,0.00052042-0.00068459i,-0.00040443-0.00053885i,-0.0010768-4.298e-05i,-0.000836+0.00044491i,-0.00041014+0.00092116i
-0.00010622-0.0011683i,-0.00058028-0.0010188i,-0.0023565+0.00050049i,-0.0024153+0.00096221i,-0.0016261+0.00088773i,-0.00044294+0.0017684i,0.00085469+0.0016289i,0.00083656+0.0010213i,0.0003059+0.00099568i,-0.00048635+0.0010556i,-0.0004079+0.00013891i,-0.00018482-0.00010571i,-0.00024641-0.0005214i,0.00013602-0.00060072i,-0.00014466-0.00012456i,-0.00074954+0.00018927i,-0.00084247-1.0324e-05i,3.1834e-05-0.00087085i,0.00043627-0.0011009i,-0.00012527-0.00099889i,5.2587e-05-0.00083253i,0.00023648+0.00012526i,1.1816e-05+0.00019276i
-0.00074328-0.00021112i,-0.0017956-0.00049115i,-0.001283-0.0003701i,-0.00068629+0.00082162i,-0.00045709+0.0012148i,-0.00035306+0.0010244i,-0.0010244+0.0011234i,-0.00059908+0.0011989i,5.4477e-05+0.0012279i,-8.3698e-05+0.0006018i,0.00059023+4.7126e-05i,0.0010668-0.00012234i,0.00073359+0.00019429i,0.00043748+0.0002211i,-4.0146e-05-0.00043841i,-0.00019702-0.00044895i,9.6661e-05-4.4217e-06i,0.00034137-3.4571e-05i,0.00050611+0.00031975i,0.0004098+0.00077302i,0.0003937+0.00026979i,0.00068797-0.00015407i,0.00084774-0.00028622i
0.00078978-3.6208e-05i,0.00012445-0.00061915i,0.00013013-0.00083654i,-0.00041004+0.00043619i,-0.0013557+0.00039706i,-0.00057367+0.00013527i,0.00060154+0.001272i,1.5531e-05+0.001235i,-0.00052795+0.00074778i,-0.00020136+0.0011049i,-8.4607e-05-4.0818e-05i,-0.00017459-0.00053199i,-0.00036179+0.00020037i,-0.00027757+3.9336e-06i,0.00031524+6.9477e-06i,0.00048812-0.00018125i,0.00024491-0.00050161i,0.00023631-0.00028333i,0.00048672+0.00023258i,4.0614e-05+0.00076689i,5.7083e-06+0.0010892i,6.0032e-05+0.00099541i,1.3614e-05+0.00046364i
